iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
0,1.5749680995941162,-549.390951845433,5.13342168799419,-538.5465141802753,-566.46751186373,0.0,0.4279387684551225,0.1,0.06583189964294434,0.21486854553222656,0.05808826,0.24060111,-549.390951845433,-0.1581898088717989,-2.538175082907877,0.0,1702,0.13640236854553223,0.9998584706159627,0.981702593250912,-610.8621824572697,0.0
1,1.253744125366211,-548.749067408312,4.62380145290684,-539.7181201827818,-561.3000329837298,0.0,0.5503771291612362,0.1,0.02017951011657715,0.29489755630493164,0.05230534,0.183896,-549.326763401721,-0.156929144076444,-2.5349305939317914,0.0,1703,0.1854691505432129,0.9816398496257503,0.8072132132717189,-614.128341251643,0.0
2,1.3814501762390137,-549.0305117928141,4.748667469580919,-538.9827990461747,-563.3396725504355,0.0,0.5434866450793879,0.1,0.04508614540100098,0.2939267158508301,0.051556233,0.18206911,-549.2971382408303,-0.15837327335846305,-2.5363466506054437,0.0,1702,0.18435311317443848,0.8066051746006627,0.3318158876532731,-609.7360062235687,0.0
3,1.2691948413848877,-549.0531901664955,4.424913806211479,-539.3863368085246,-562.853743917145,0.0,0.5616669118323072,0.1,0.019595861434936523,0.23270416259765625,0.052848853,0.16691439,-549.2727434333968,-0.15470669937384526,-2.5363385567741825,0.0,1719,0.11773967742919922,0.33351231424849037,0.02906884652693576,-599.5587849610089,0.0
4,1.4370253086090088,-549.3564897220316,6.020727389034727,-538.7060182728214,-573.9390132173771,0.0,0.6186628665772581,0.1,0.012402772903442383,0.27049899101257324,0.053459365,0.1446619,-549.2811180622604,-0.15360060278899398,-2.5378857018116685,0.0,1761,0.2200300693511963,0.0283562182417794,0.019986302029239594,-611.3035488347527,0.0
5,1.3032255172729492,-548.5806535149223,4.979040610949344,-539.8829912753228,-567.804945621021,0.0,0.5327644477492104,0.1,0.039856910705566406,0.268230676651001,0.049560644,0.14441502,-549.2110716075266,-0.15458290573349653,-2.534158272264078,0.0,1743,0.13222956657409668,0.019760802305861462,0.017444753749313573,-606.744660829756,0.0
6,1.2787959575653076,-548.2018995602814,4.221923759329564,-540.231501823296,-561.8628090728214,0.0,0.5747876116447185,0.1,0.04314064979553223,0.2618441581726074,0.054144505,0.14904585,-549.1101544028021,-0.15639120245053192,-2.5322029951909015,0.0,1685,0.22411155700683594,0.018248578485487853,0.015379603404152975,-663.7945574944549,0.0
7,1.3939125537872314,-550.5131807287935,5.215226094433835,-537.8862189209386,-564.5216577458039,0.0,0.5692984115986911,0.1,0.008951187133789062,0.2532048225402832,0.05367034,0.1491637,-549.2504570354013,-0.1635409928458589,-2.543679524384225,0.0,1731,0.14723825454711914,0.016178073097793073,0.012717320413300358,-644.7585592014758,0.0
8,1.3653647899627686,-550.3319174786706,5.159239323023736,-540.1183126197161,-565.5097680568947,0.0,0.6357641455932216,0.1,0.03922605514526367,0.21470189094543457,0.053584192,0.15317373,-549.3586030797283,-0.1650787906172649,-2.5427392501964765,0.0,1707,0.18255949020385742,0.01304119402925556,0.009436015004268002,-613.712592082799,0.0
9,1.2965314388275146,-548.9319249537112,5.224982068647857,-539.5353838691651,-570.5565572506963,0.0,0.5781395814345016,0.1,0.053095102310180664,0.23319363594055176,0.04882566,0.13172771,-549.3159352671266,-0.15901396055152392,-2.535671938939887,0.0,1721,0.19372868537902832,0.008931184292936819,0.006026090524819037,-571.7043141727087,0.0
10,1.4790315628051758,-547.7155514024755,4.462647832379561,-538.0479007022584,-558.5460332411558,0.0,0.5969478835933596,0.1,0.016806602478027344,0.2738516330718994,0.051469028,0.10935399,-549.1558968806615,-0.15386222513427192,-2.5297401069946583,0.0,1695,0.19871258735656738,0.005989677401018957,0.0038514416298973952,-583.9698339519445,0.0
11,2.032717704772949,-548.5192445775073,5.778666362019174,-539.1178743387022,-575.9302380928174,0.0,0.5319316788602849,0.1,0.03594088554382324,0.19860029220581055,0.051881187,0.14143156,-549.0922316503461,-0.1543759566922949,-2.5339011924508466,0.0,1714,0.22964763641357422,0.003836707936579074,0.00240549460785626,-602.5863994738428,0.0
12,1.3921937942504883,-547.1385423157438,4.856905476806114,-538.2786041389102,-558.4427811251247,0.0,0.5241725733024801,0.1,0.03561973571777344,0.2823958396911621,0.049297,0.1474683,-548.896862716886,-0.15456665765309988,-2.526919949946494,0.0,1705,0.18578100204467773,0.002371017313664153,0.0014574187331873167,-567.385918808425,0.0
13,1.5349981784820557,-548.3817116808003,5.104277859175694,-536.8082427484334,-565.3617482623298,0.0,0.56183723713768,0.1,0.01634073257446289,0.20699262619018555,0.048251256,0.16004549,-548.8453476132775,-0.16128132758129615,-2.533155325774468,0.0,1713,0.21212410926818848,0.0016083398942364233,0.001016979184622577,-566.5714418544131,0.0
14,1.3886127471923828,-547.6732331824577,4.4510088422353355,-540.4695830627126,-560.6551214304519,0.0,0.5744118268071179,0.1,0.024960994720458984,0.26879000663757324,0.05129261,0.15757015,-548.7281361701955,-0.15576889035239946,-2.5296331880926726,0.0,1716,0.17892694473266602,0.0009857069801835832,0.0006628188110476463,-564.1350348541893,0.0
15,1.4139683246612549,-548.7946707597977,5.781918802600036,-538.246287901608,-578.4212903239086,0.0,0.5506488127557065,0.1,0.04367256164550781,0.23363256454467773,0.051776577,0.17010294,-548.7347896291558,-0.16015926817809376,-2.5351273608352822,0.0,1747,0.12835168838500977,0.0006566728388514763,0.0004752364109615665,-561.5013255034942,0.0
16,1.3992021083831787,-546.9954074445612,4.535870646130032,-537.9507599217895,-559.4128818114609,0.0,0.554121092900009,0.1,0.02161431312561035,0.2325305938720703,0.048527777,0.1767547,-548.5608514106964,-0.15548385694236558,-2.5260270080919587,0.0,1712,0.2541930675506592,0.0004884827784971674,0.00036702956248597685,-562.8951791325222,0.0
17,1.4425103664398193,-546.6555451857415,5.470051616858123,-538.6497031015326,-576.2512843936215,0.0,0.5622120328561905,0.1,0.009607315063476562,0.40821075439453125,0.050618887,0.17673442,-548.370320788201,-0.15196970972639604,-2.524574210381217,0.0,1760,0.12707757949829102,0.0004258102156703505,0.0003609528002186701,-560.9215452338888,0.0
18,1.3957233428955078,-546.6499279357546,4.671671153638596,-538.0378848952563,-563.2671645413153,0.0,0.519299256159423,0.1,0.03500533103942871,0.2098829746246338,0.051065266,0.20124693,-548.1982815029563,-0.15275136488801827,-2.52443164008736,0.0,1712,0.24765944480895996,0.00030923397719292045,0.0002735480624062291,-562.9419406408925,0.0
19,1.3895790576934814,-546.7813640218902,5.593968764482052,-535.5076771377376,-563.1207293251563,0.0,0.5517020465784701,0.1,0.009393453598022461,0.19885516166687012,0.049787335,0.18200263,-548.0565897548497,-0.1581099455725317,-2.525044448058924,0.0,1698,0.12090635299682617,0.00028517510991795937,0.0002612223142298081,-563.3020995009662,0.0
20,1.448028802871704,-545.9810947350825,5.908372032663707,-535.3605579101409,-570.9054230459542,0.0,0.556182965540292,0.1,0.06261086463928223,0.19005465507507324,0.051063474,0.18376411,-547.849040252873,-0.15480937367479597,-2.5211511564377247,0.0,1715,0.17023229598999023,0.0002487971297658068,0.00022735555478676188,-577.8740540541048,0.0
21,1.2468290328979492,-545.1592974957997,5.562881510911842,-533.3065070529691,-559.5914556684693,0.0,0.5287059250632388,0.1,0.0330195426940918,0.1941697597503662,0.050441023,0.20331272,-547.5800659771656,-0.15528775616353205,-2.5169448671761625,0.0,1698,0.17995762825012207,0.00029743307309822165,0.0002369539382125471,-566.8280778585829,0.0
22,1.2791528701782227,-545.1766578218435,5.29541185570501,-532.5065198483239,-561.9709906488753,0.0,0.568541279080771,0.1,0.004519462585449219,0.3117685317993164,0.051464163,0.17232916,-547.3397251616335,-0.1503902254241722,-2.5171042992377495,0.0,1717,0.19632482528686523,0.00022077046413861016,0.00020166845089498116,-544.9592353633225,0.0
23,1.3625662326812744,-544.5746557826233,6.019536667486683,-535.4180095214961,-581.1189978862678,0.0,0.5357999752662184,0.1,0.02630901336669922,0.23780250549316406,0.0505348,0.21284306,-547.0632182237325,-0.15349999197307543,-2.514137968083579,0.0,1694,0.13016724586486816,0.0002144819892650697,0.0001964913818425879,-543.0324821829711,0.0
24,1.6139369010925293,-543.451864710274,4.1941846123879944,-535.2706009613293,-556.5582284110181,0.0,0.5175103782318665,0.1,0.03545665740966797,0.3365962505340576,0.051462717,0.20106421,-546.7020828723867,-0.14950527744526806,-2.508325778829972,0.0,1656,0.1835629940032959,0.00015095405400726423,0.00013815936672174268,-544.6290826700013,0.0
25,1.310483455657959,-543.6563209306456,4.509932881106262,-534.9773380402386,-557.6871330474701,0.0,0.5205732656586718,0.1,0.015943288803100586,0.22973418235778809,0.049731035,0.19094554,-546.3975066782125,-0.14896403620490697,-2.509506206124611,0.0,1685,0.18757843971252441,0.00014192888815779212,0.00013198664579292056,-540.4987718093533,0.0
26,1.2338953018188477,-542.1948763098749,4.078775873624253,-532.6816716797782,-560.5238310549013,0.0,0.494422797183767,0.1,0.008882522583007812,0.3645668029785156,0.04874703,0.21228857,-545.9772436413787,-0.14648429827760598,-2.5022969876071066,0.0,1636,0.17210793495178223,0.00013920347211278614,0.000129139478692429,-538.7150748913532,0.0
