time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef,train/ent_coef_loss
12202,890,733.75267064,7,100.0,89000,7.259259223937988,0.00073,85999,-344.3038635253906,0.11912336200475693,0.17803964018821716
12345,900,733.8671647699999,7,100.0,90000,6.062164306640625,0.00073,86999,-342.79730224609375,0.11768563836812973,-0.15090250968933105
12487,910,732.24449498,7,100.0,91000,8.200201034545898,0.00073,87999,-343.0567626953125,0.11812131851911545,-0.0651979148387909
12630,920,733.38786149,7,100.0,92000,6.351583480834961,0.00073,88999,-347.3069763183594,0.11760810762643814,-0.6591624617576599
12773,930,734.84350351,7,100.0,93000,7.235048294067383,0.00073,89999,-344.39794921875,0.11372913420200348,0.3802410960197449
12916,940,733.63453952,7,100.0,94000,8.08218765258789,0.00073,90999,-338.8182373046875,0.11283093690872192,0.4788089692592621
13059,950,733.91471956,7,100.0,95000,5.746844291687012,0.00073,91999,-343.7205810546875,0.11582910269498825,-0.1641208529472351
13202,960,733.9195116499999,7,100.0,96000,5.725208282470703,0.00073,92999,-348.7348937988281,0.11102011799812317,-0.6367529034614563
13345,970,733.84785309,7,100.0,97000,7.737884521484375,0.00073,93999,-346.2364501953125,0.11119206249713898,-0.010824933648109436
13486,980,738.54390814,7,100.0,98000,8.009395599365234,0.00073,94999,-344.03814697265625,0.11058159917593002,-0.28797563910484314
13628,990,735.4619885700001,7,100.0,99000,7.358868598937988,0.00073,95999,-344.8131103515625,0.10908357053995132,-0.05935388803482056
13771,1000,735.0276478500001,7,100.0,100000,5.6120147705078125,0.00073,96999,-343.60333251953125,0.11008560657501221,-0.4091659486293793
13915,1010,737.0910059900001,7,100.0,101000,5.149086952209473,0.00073,97999,-346.2436218261719,0.10999375581741333,0.008276939392089844
14056,1020,733.75123949,7,100.0,102000,6.5523881912231445,0.00073,98999,-343.2562561035156,0.10965349525213242,0.15456581115722656
14200,1030,733.55365045,7,100.0,103000,6.282961845397949,0.00073,99999,-347.3758850097656,0.10883856564760208,0.0724593847990036
14343,1040,735.0824494000001,7,100.0,104000,7.2292327880859375,0.00073,100999,-347.30767822265625,0.10916478931903839,-0.3445560336112976
14486,1050,735.31591656,7,100.0,105000,7.709184646606445,0.00073,101999,-342.2309875488281,0.10684484988451004,0.07161837816238403
14629,1060,736.00253349,7,100.0,106000,6.28092098236084,0.00073,102999,-346.33099365234375,0.10756766051054001,-1.0565789937973022
14772,1070,736.0574553699998,7,100.0,107000,7.12352180480957,0.00073,103999,-349.1119079589844,0.10725538432598114,-0.6690430641174316
14914,1080,735.2060788900002,7,100.0,108000,6.873682022094727,0.00073,104999,-344.5473937988281,0.10330092906951904,-0.11634767055511475
15060,1090,735.56320293,7,100.0,109000,6.382719993591309,0.00073,105999,-348.253173828125,0.1036355048418045,0.07408928871154785
15204,1100,734.4622100500002,7,100.0,110000,6.254768371582031,0.00073,106999,-346.2191162109375,0.10376075655221939,-0.08135751634836197
15348,1110,733.9147489499999,7,100.0,111000,5.760860919952393,0.00073,107999,-348.54022216796875,0.10122205317020416,-0.17424368858337402
15492,1120,734.3230141399998,7,100.0,112000,5.1760663986206055,0.00073,108999,-351.30322265625,0.1031855046749115,-0.6550924777984619
15636,1130,733.8552570800001,7,100.0,113000,5.465910911560059,0.00073,109999,-346.74853515625,0.101158507168293,-0.14655181765556335
15781,1140,731.6015926399999,7,100.0,114000,5.588951110839844,0.00073,110999,-347.5674743652344,0.09860517084598541,0.24376283586025238
15924,1150,731.43554717,7,100.0,115000,6.1400861740112305,0.00073,111999,-349.30023193359375,0.10135550051927567,0.43168336153030396
16069,1160,732.8009439100001,7,100.0,116000,5.9298882484436035,0.00073,112999,-351.9971923828125,0.09884292632341385,-0.2643917202949524
16212,1170,732.11437137,7,100.0,117000,5.525890350341797,0.00073,113999,-348.3802490234375,0.09894577413797379,-0.164574533700943
16355,1180,732.9477045799999,7,100.0,118000,6.058220863342285,0.00073,114999,-350.3720703125,0.10118764638900757,-0.4196408987045288
16499,1190,735.8227969500002,7,100.0,119000,6.156303405761719,0.00073,115999,-349.54522705078125,0.09803522378206253,0.38829344511032104
16642,1200,736.51879628,7,100.0,120000,4.96248197555542,0.00073,116999,-346.877197265625,0.0973784402012825,-0.2004605084657669
16786,1210,734.50327843,7,100.0,121000,5.705963134765625,0.00073,117999,-345.14971923828125,0.09742841869592667,-0.20894098281860352
16930,1220,737.36483021,7,100.0,122000,5.876426696777344,0.00073,118999,-351.0475158691406,0.09777432680130005,-0.6052978038787842
17072,1230,736.1500694699998,7,100.0,123000,6.11465311050415,0.00073,119999,-351.12091064453125,0.09540123492479324,-0.05842125415802002
17216,1240,734.0671318600001,7,100.0,124000,7.790395259857178,0.00073,120999,-348.7039489746094,0.09305506199598312,0.16967257857322693
17358,1250,735.0822281900001,7,100.0,125000,4.540062427520752,0.00073,121999,-351.0357666015625,0.09413205087184906,-0.4371415078639984
17502,1260,733.94187156,7,100.0,126000,5.910687446594238,0.00073,122999,-350.468505859375,0.09475857764482498,-0.38150015473365784
17647,1270,735.1216393699999,7,100.0,127000,5.186488151550293,0.00073,123999,-349.9388732910156,0.09258532524108887,-0.21144041419029236
17791,1280,734.6203650700002,7,100.0,128000,5.355053901672363,0.00073,124999,-353.0206298828125,0.09432640671730042,0.5357003808021545
17935,1290,733.94466111,7,100.0,129000,5.40416145324707,0.00073,125999,-349.6524658203125,0.09088923037052155,-0.19527088105678558
18079,1300,733.75464277,7,100.0,130000,4.864670753479004,0.00073,126999,-351.1176452636719,0.09069082885980606,-0.10189893841743469
18222,1310,735.0358160699999,7,100.0,131000,6.36323356628418,0.00073,127999,-347.48773193359375,0.09249401092529297,0.3563706576824188
18366,1320,732.5110837199999,7,100.0,132000,4.090583801269531,0.00073,128999,-353.8977966308594,0.09075223654508591,-0.184176504611969
18510,1330,732.97950014,7,100.0,133000,5.738302230834961,0.00073,129999,-349.7786560058594,0.08918639272451401,-0.4059634804725647
18658,1340,737.7808891299999,7,100.0,134000,5.028599739074707,0.00073,130999,-351.96527099609375,0.08843463659286499,-0.4705149233341217
18803,1350,737.8125816200003,7,100.0,135000,5.532817840576172,0.00073,131999,-352.9075927734375,0.09116104990243912,0.8176902532577515
18947,1360,737.6964364799999,7,100.0,136000,4.619814872741699,0.00073,132999,-350.70794677734375,0.0895354226231575,0.35495439171791077
19090,1370,737.59529832,7,100.0,137000,5.759260654449463,0.00073,133999,-349.3849182128906,0.08566442877054214,0.11104452610015869
19234,1380,738.0783107899999,7,100.0,138000,4.6794843673706055,0.00073,134999,-353.28131103515625,0.08598417043685913,-0.06902222335338593
19380,1390,739.49923566,7,100.0,139000,3.5032758712768555,0.00073,135999,-353.27728271484375,0.08535784482955933,-0.7445762753486633
19523,1400,737.2597711900002,7,100.0,140000,4.406807899475098,0.00073,136999,-351.0716247558594,0.08630777895450592,0.10086047649383545
19668,1410,739.6253186,7,100.0,141000,4.378093719482422,0.00073,137999,-354.3935546875,0.08726032078266144,-1.207877278327942
19813,1420,741.4340658499999,7,100.0,142000,4.824723243713379,0.00073,138999,-354.5037841796875,0.08635752648115158,0.4297110140323639
19957,1430,742.4446485900003,7,100.0,143000,4.2715301513671875,0.00073,139999,-355.0193176269531,0.08281014114618301,0.38376498222351074
20102,1440,742.20807121,7,100.0,144000,4.792818546295166,0.00073,140999,-354.71533203125,0.08568552881479263,0.250446617603302
20246,1450,741.45555268,7,100.0,145000,5.405147552490234,0.00073,141999,-356.5150451660156,0.08413376659154892,-0.3029720187187195
20390,1460,741.3446138299998,7,100.0,146000,4.345218181610107,0.00073,142999,-355.0205383300781,0.0851946622133255,0.4303237795829773
20535,1470,739.8874942399999,7,100.0,147000,4.475127696990967,0.00073,143999,-356.0082702636719,0.08149855583906174,-0.42082053422927856
20679,1480,736.6769331599999,7,100.0,148000,4.393597602844238,0.00073,144999,-354.8636169433594,0.0824354887008667,-0.019285768270492554
20825,1490,736.5667074599999,7,100.0,149000,4.845056533813477,0.00073,145999,-354.3111572265625,0.08453195542097092,0.12543891370296478
20969,1500,740.2980625199999,7,100.0,150000,4.926599502563477,0.00073,146999,-353.7711486816406,0.08381203562021255,-0.5441735982894897
21113,1510,739.6017241100001,7,100.0,151000,4.907473564147949,0.00073,147999,-354.9012756347656,0.08376782387495041,0.6685867309570312
21259,1520,740.72567224,7,100.0,152000,4.265192985534668,0.00073,148999,-355.0911865234375,0.08344275504350662,0.2476198822259903
21407,1530,739.9625900399999,7,100.0,153000,3.728397846221924,0.00073,149999,-356.5218200683594,0.082101970911026,-0.5206885933876038
21552,1540,739.94821369,7,100.0,154000,4.652443885803223,0.00073,150999,-353.5091552734375,0.07959337532520294,-0.4819595217704773
21698,1550,740.24321783,7,100.0,155000,3.571936845779419,0.00073,151999,-356.98150634765625,0.07781058549880981,0.5034660696983337
21845,1560,741.60381214,7,100.0,156000,4.163949489593506,0.00073,152999,-356.4393310546875,0.07904380559921265,0.36394256353378296
21990,1570,743.8236868,7,100.0,157000,4.5000901222229,0.00073,153999,-356.6986999511719,0.07992170006036758,-0.18573802709579468
22134,1580,745.71674216,7,100.0,158000,4.671203136444092,0.00073,154999,-357.371826171875,0.07976478338241577,0.1915355622768402
22279,1590,745.08111624,7,100.0,159000,4.235835552215576,0.00073,155999,-354.6393737792969,0.0784711167216301,-0.07960395514965057
22424,1600,744.06536599,7,100.0,160000,3.288116931915283,0.00073,156999,-359.1564636230469,0.07667571306228638,0.18875689804553986
22568,1610,743.8939748500001,7,100.0,161000,4.161985874176025,0.00073,157999,-355.0078430175781,0.07900866121053696,0.4012622535228729
22713,1620,742.9226673900001,7,100.0,162000,4.662978649139404,0.00073,158999,-357.0931396484375,0.07596872001886368,0.14603114128112793
22858,1630,743.43048433,7,100.0,163000,4.624228477478027,0.00073,159999,-355.3766174316406,0.0792643204331398,1.604061245918274
23004,1640,741.0596111900002,7,100.0,164000,3.7400565147399902,0.00073,160999,-358.4407958984375,0.07597950100898743,0.3500784635543823
23147,1650,741.9797100600001,7,100.0,165000,3.543602466583252,0.00073,161999,-358.6588134765625,0.07330331951379776,-0.6002649068832397
23292,1660,740.99756511,7,100.0,166000,2.9096875190734863,0.00073,162999,-358.591796875,0.07385735958814621,-0.07161659002304077
23436,1670,740.714636,7,100.0,167000,4.277637958526611,0.00073,163999,-355.2857666015625,0.07326788455247879,-0.35125279426574707
23581,1680,741.61163476,7,100.0,168000,3.75252628326416,0.00073,164999,-356.3617858886719,0.07433422654867172,-0.6497071385383606
23725,1690,741.42952775,7,100.0,169000,4.372401714324951,0.00073,165999,-358.5997314453125,0.07361175119876862,-0.6978661417961121
23869,1700,742.47101316,7,100.0,170000,5.6473236083984375,0.00073,166999,-356.6932373046875,0.0719798281788826,1.0258417129516602
24013,1710,741.7683012099999,7,100.0,171000,3.5626659393310547,0.00073,167999,-358.1131286621094,0.0725516751408577,-0.9210150241851807
24159,1720,742.5203976700001,7,100.0,172000,4.919497489929199,0.00073,168999,-357.249267578125,0.07333819568157196,0.9446042776107788
24304,1730,742.96376575,7,100.0,173000,2.910167694091797,0.00073,169999,-359.6680908203125,0.07303928583860397,-0.22200793027877808
24450,1740,744.53843093,7,100.0,174000,3.9314985275268555,0.00073,170999,-359.5875549316406,0.07415273785591125,0.15750062465667725
24594,1750,744.0638264699999,7,100.0,175000,3.071071147918701,0.00073,171999,-357.8828125,0.07240045815706253,-0.2855055630207062
24738,1760,744.6557111400001,7,100.0,176000,3.416835308074951,0.00073,172999,-357.5883483886719,0.07218478620052338,0.1381402164697647
24882,1770,745.43823742,7,100.0,177000,3.1011667251586914,0.00073,173999,-359.7627868652344,0.07151158154010773,-0.8151984214782715
25027,1780,744.1462251599999,7,100.0,178000,3.4230995178222656,0.00073,174999,-358.87725830078125,0.07065804302692413,-0.050190627574920654
25175,1790,744.8937050199997,7,100.0,179000,3.5676522254943848,0.00073,175999,-356.1269226074219,0.07022961974143982,0.13507556915283203
25320,1800,743.8770910699999,7,100.0,180000,3.4414825439453125,0.00073,176999,-359.0961608886719,0.07034453004598618,-0.20361235737800598
25464,1810,744.6075986299999,7,100.0,181000,3.9290213584899902,0.00073,177999,-355.8587646484375,0.07430750131607056,0.6697707772254944
25609,1820,744.0903080499999,7,100.0,182000,4.20589542388916,0.00073,178999,-359.05426025390625,0.0708174929022789,-0.8356902003288269
25754,1830,745.0933666599999,7,100.0,183000,2.4122393131256104,0.00073,179999,-358.68621826171875,0.06857004761695862,-0.12351049482822418
25899,1840,745.188865,7,100.0,184000,3.7958950996398926,0.00073,180999,-357.04632568359375,0.06777423620223999,0.7769559621810913
26043,1850,745.04777453,7,100.0,185000,3.9352989196777344,0.00073,181999,-360.34442138671875,0.06769666820764542,1.213398814201355
26188,1860,744.1298720400002,7,100.0,186000,3.8667898178100586,0.00073,182999,-362.01300048828125,0.06849702447652817,-0.5420176386833191
26332,1870,743.9539063200001,7,100.0,187000,3.6975646018981934,0.00073,183999,-360.4822998046875,0.06973028928041458,-0.36891379952430725
26477,1880,745.3983108299998,7,100.0,188000,3.2882447242736816,0.00073,184999,-361.78045654296875,0.0685172975063324,-0.77302086353302
26622,1890,741.3525045899999,7,100.0,189000,3.8483314514160156,0.00073,185999,-360.19183349609375,0.06805460155010223,1.5952681303024292
26766,1900,742.01291493,7,100.0,190000,4.637176513671875,0.00073,186999,-360.62762451171875,0.06718620657920837,-0.24385198950767517
26912,1910,741.7418374399999,7,100.0,191000,3.9207265377044678,0.00073,187999,-361.0130310058594,0.06476186215877533,-0.9967057704925537
27056,1920,741.5561984299999,7,100.0,192000,3.116422176361084,0.00073,188999,-362.54962158203125,0.06431175768375397,0.8824708461761475
27200,1930,740.0712845200001,7,100.0,193000,5.473171710968018,0.00073,189999,-359.470947265625,0.06629689037799835,-0.7185662388801575
27343,1940,740.5813958499999,7,100.0,194000,3.371621608734131,0.00073,190999,-361.4034423828125,0.0652465671300888,0.3823069930076599
27487,1950,740.31080302,7,100.0,195000,2.059624195098877,0.00073,191999,-364.1589050292969,0.0666671097278595,-0.11948147416114807
27633,1960,742.4774289100001,7,100.0,196000,3.3414430618286133,0.00073,192999,-365.9257507324219,0.06420209258794785,-1.2214975357055664
27778,1970,740.6516547199999,7,100.0,197000,3.7051310539245605,0.00073,193999,-361.4395446777344,0.06530659645795822,-0.2357962727546692
27920,1980,742.1324982499999,7,100.0,198000,4.840083122253418,0.00073,194999,-360.1811218261719,0.06418848782777786,0.34082916378974915
28064,1990,744.8016177599999,7,100.0,199000,4.602484703063965,0.00073,195999,-362.8731689453125,0.0644805058836937,0.27779853343963623
28207,2000,745.20748814,7,100.0,200000,3.357778549194336,0.00073,196999,-361.8592529296875,0.0663156509399414,-0.25884634256362915
28353,2010,744.8949644300001,7,100.0,201000,3.2106456756591797,0.00073,197999,-363.7983093261719,0.062356457114219666,0.2871723473072052
28498,2020,745.00189132,7,100.0,202000,2.9824161529541016,0.00073,198999,-361.43603515625,0.06413885951042175,-0.6012780070304871
28641,2030,745.2827351000001,7,100.0,203000,3.331982374191284,0.00073,199999,-361.5809631347656,0.06418929994106293,0.058595843613147736
28786,2040,746.46297305,7,100.0,204000,4.460118293762207,0.00073,200999,-363.91473388671875,0.06287182867527008,-0.7877866625785828
28932,2050,747.7106813500001,7,100.0,205000,3.4153904914855957,0.00073,201999,-360.8879089355469,0.06124421954154968,0.1874365210533142
29077,2060,745.8050426000002,7,100.0,206000,3.0982959270477295,0.00073,202999,-364.91729736328125,0.06324838846921921,-0.3048006296157837
29222,2070,748.2705619100001,7,100.0,207000,2.662078857421875,0.00073,203999,-362.6328430175781,0.060906991362571716,0.2842887043952942
29366,2080,747.1695695199998,7,100.0,208000,3.983302116394043,0.00073,204999,-362.8209228515625,0.06308262050151825,-0.46542710065841675
29511,2090,748.03626867,7,100.0,209000,3.9189586639404297,0.00073,205999,-361.419677734375,0.060745321214199066,0.16742615401744843
29656,2100,747.3018359299999,7,100.0,210000,3.981687068939209,0.00073,206999,-361.5996398925781,0.06159023568034172,0.19716355204582214
29801,2110,746.8070002300001,7,100.0,211000,3.13053297996521,0.00073,207999,-360.00604248046875,0.06138914078474045,0.9805889129638672
29944,2120,746.8752522299998,7,100.0,212000,2.464980363845825,0.00073,208999,-366.1396484375,0.05913378670811653,-0.521268367767334
30088,2130,745.1435196800002,7,100.0,213000,3.635824680328369,0.00073,209999,-363.40679931640625,0.06268936395645142,-0.3198525011539459
