time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef,train/ent_coef_loss
22,10,-97.75266900000001,43,100.0,1000,,,,,,
47,20,-97.52402570000001,41,100.0,2000,,,,,,
71,30,-110.38939083333331,41,100.0,3000,,,,,,
206,40,-109.036080925,19,100.0,4000,1.3292909860610962,0.00073,999,-19.584022521972656,0.4896564185619354,-5.361494064331055
340,50,-87.20117671999998,14,100.0,5000,1.9204798936843872,0.00073,1999,-21.017683029174805,0.25702008605003357,-8.14019775390625
475,60,-35.023777450000004,12,100.0,6000,5.083011627197266,0.00073,2999,-27.436668395996094,0.15362298488616943,-5.644672870635986
611,70,-3.193094700000001,11,100.0,7000,8.297478675842285,0.00073,3999,-62.41388702392578,0.1177644208073616,-0.8732762336730957
746,80,44.458029724999996,10,100.0,8000,10.191168785095215,0.00073,4999,-100.39305114746094,0.12227369099855423,0.934651255607605
884,90,74.93969836666665,10,100.0,9000,10.517322540283203,0.00073,5999,-125.70732879638672,0.1533815860748291,0.6973719596862793
1023,100,91.70242865000002,9,100.0,10000,16.680320739746094,0.00073,6999,-163.56536865234375,0.16699060797691345,-0.5701425075531006
1160,110,139.11659458999998,9,100.0,11000,18.167625427246094,0.00073,7999,-177.71951293945312,0.15508484840393066,0.3805679380893707
1300,120,186.36983217000008,9,100.0,12000,19.58218765258789,0.00073,8999,-192.5884246826172,0.15446612238883972,0.8483060598373413
1441,130,238.30549764000003,9,100.0,13000,21.755535125732422,0.00073,9999,-206.44900512695312,0.1630135476589203,0.9537889361381531
1581,140,306.19020971000003,8,100.0,14000,19.92674446105957,0.00073,10999,-211.29434204101562,0.1709061712026596,0.2662627398967743
1720,150,341.42723680999995,8,100.0,15000,20.622058868408203,0.00073,11999,-227.31954956054688,0.164279967546463,0.09480486810207367
1860,160,353.69158603000005,8,100.0,16000,22.04204559326172,0.00073,12999,-218.3677520751953,0.15570765733718872,0.925988495349884
1999,170,372.27936336,8,100.0,17000,23.754756927490234,0.00073,13999,-213.22203063964844,0.15472155809402466,0.016299553215503693
2138,180,373.57034587000004,8,100.0,18000,18.74600601196289,0.00073,14999,-218.921875,0.15057767927646637,-0.4982289969921112
2278,190,399.96490916999994,8,100.0,19000,19.175472259521484,0.00073,15999,-235.67727661132812,0.15323376655578613,-0.13102537393569946
2417,200,424.4658749000001,8,100.0,20000,18.538066864013672,0.00073,16999,-217.85328674316406,0.1540912538766861,0.1083974540233612
2557,210,448.1263065600001,8,100.0,21000,17.763309478759766,0.00073,17999,-240.1625213623047,0.15010252594947815,0.34909287095069885
2697,220,462.48685420000004,8,100.0,22000,20.21246910095215,0.00073,18999,-238.33343505859375,0.1500595211982727,0.24453017115592957
2837,230,474.31314036,8,100.0,23000,21.504352569580078,0.00073,19999,-239.21363830566406,0.15209682285785675,0.6585466861724854
2977,240,476.36051586,8,100.0,24000,15.026555061340332,0.00073,20999,-255.56895446777344,0.15047435462474823,0.08098509907722473
3117,250,506.79090414000007,8,100.0,25000,17.555105209350586,0.00073,21999,-260.3849182128906,0.15255044400691986,-0.3724028468132019
3257,260,532.4844933300001,7,100.0,26000,15.819026947021484,0.00073,22999,-263.1147766113281,0.15664154291152954,-0.5533252358436584
3398,270,554.1471663,7,100.0,27000,16.40889549255371,0.00073,23999,-261.8174743652344,0.1548367440700531,0.401048481464386
3538,280,585.23996237,7,100.0,28000,17.709321975708008,0.00073,24999,-273.79559326171875,0.16045448184013367,0.21577349305152893
3678,290,585.94014649,7,100.0,29000,15.880367279052734,0.00073,25999,-285.2174377441406,0.1614416241645813,0.5240554213523865
3819,300,600.9419395599999,7,100.0,30000,15.423778533935547,0.00073,26999,-291.4871826171875,0.16513928771018982,0.028615131974220276
3960,310,607.5403599,7,100.0,31000,15.141627311706543,0.00073,27999,-294.89447021484375,0.16800877451896667,-0.49409210681915283
4100,320,625.47178856,7,100.0,32000,17.1147403717041,0.00073,28999,-303.40234375,0.1694362610578537,0.41491949558258057
4243,330,635.6419193400001,7,100.0,33000,18.381986618041992,0.00073,29999,-304.624267578125,0.1725979596376419,-0.21664831042289734
4385,340,626.58495155,7,100.0,34000,16.577144622802734,0.00073,30999,-300.185302734375,0.17288203537464142,0.5165425539016724
4526,350,625.10861272,7,100.0,35000,17.244718551635742,0.00073,31999,-304.7288818359375,0.17191220819950104,-0.22789345681667328
4668,360,631.4437669,7,100.0,36000,16.083904266357422,0.00073,32999,-297.8338623046875,0.1698014736175537,-0.7993449568748474
4808,370,644.74018386,7,100.0,37000,16.521224975585938,0.00073,33999,-305.3433837890625,0.17267166078090668,0.3809375464916229
4949,380,644.2346372899999,7,100.0,38000,18.327228546142578,0.00073,34999,-308.5068664550781,0.1689571738243103,0.39359164237976074
5092,390,653.9467930699999,7,100.0,39000,16.698490142822266,0.00073,35999,-306.8134765625,0.17106236517429352,0.02789950743317604
5235,400,658.38360751,7,100.0,40000,15.428397178649902,0.00073,36999,-311.5570983886719,0.16898265480995178,-0.5021265745162964
5377,410,659.7676044000001,7,100.0,41000,14.878345489501953,0.00073,37999,-317.8489685058594,0.16706645488739014,-0.1020684465765953
5518,420,663.2856137400001,7,100.0,42000,13.769725799560547,0.00073,38999,-316.06341552734375,0.16486981511116028,-0.0941743478178978
5660,430,669.8393789600002,7,100.0,43000,15.606817245483398,0.00073,39999,-320.1235656738281,0.1647641509771347,-0.1041836142539978
5802,440,690.85967629,7,100.0,44000,13.796652793884277,0.00073,40999,-312.39642333984375,0.16661858558654785,-0.45660915970802307
5945,450,698.11411922,7,100.0,45000,11.471856117248535,0.00073,41999,-317.66278076171875,0.15748290717601776,-0.18435239791870117
6087,460,699.60618063,7,100.0,46000,11.892595291137695,0.00073,42999,-322.2832946777344,0.15885017812252045,-0.2585819959640503
6229,470,695.96931223,7,100.0,47000,12.08908748626709,0.00073,43999,-314.07818603515625,0.15999501943588257,-0.4228248596191406
6368,480,697.3325527600001,7,100.0,48000,13.070734024047852,0.00073,44999,-320.982421875,0.15774871408939362,-0.35083645582199097
6510,490,703.2315112400001,7,100.0,49000,11.57613754272461,0.00073,45999,-325.06219482421875,0.15494941174983978,0.28618523478507996
6651,500,700.46316536,7,100.0,50000,12.973129272460938,0.00073,46999,-327.4585266113281,0.15319973230361938,0.27325519919395447
6792,510,702.6920468,7,100.0,51000,12.411844253540039,0.00073,47999,-321.8247985839844,0.15082186460494995,0.1373770534992218
6934,520,699.8152840899999,7,100.0,52000,13.73306655883789,0.00073,48999,-328.85675048828125,0.1504889875650406,-0.1163846105337143
7075,530,705.5937050399999,7,100.0,53000,11.184883117675781,0.00073,49999,-325.2931213378906,0.15121637284755707,0.20165973901748657
7217,540,707.3355263399998,7,100.0,54000,10.010505676269531,0.00073,50999,-328.79296875,0.15008462965488434,-0.15288688242435455
7360,550,705.89316627,7,100.0,55000,14.24540901184082,0.00073,51999,-326.85382080078125,0.15037961304187775,-0.23397576808929443
7500,560,702.7107063900002,7,100.0,56000,10.6190767288208,0.00073,52999,-330.40533447265625,0.1507052481174469,-0.5050102472305298
7643,570,703.71271369,7,100.0,57000,10.171300888061523,0.00073,53999,-329.7884521484375,0.14526350796222687,-0.8887559175491333
7785,580,701.2124817900002,7,100.0,58000,9.137185096740723,0.00073,54999,-323.7109069824219,0.14482930302619934,0.5916290283203125
7926,590,700.9533005199997,7,100.0,59000,10.347856521606445,0.00073,55999,-329.7113037109375,0.14198565483093262,-0.17446862161159515
8070,600,708.5273389599997,7,100.0,60000,9.329480171203613,0.00073,56999,-331.62841796875,0.14365042746067047,-0.11946629732847214
8211,610,708.5569914299999,7,100.0,61000,11.399524688720703,0.00073,57999,-325.615966796875,0.14093567430973053,0.5010464191436768
8352,620,705.8974265200002,7,100.0,62000,10.272253036499023,0.00073,58999,-327.1580505371094,0.14415140450000763,-0.17302903532981873
8493,630,706.7249701700001,7,100.0,63000,11.526653289794922,0.00073,59999,-331.19683837890625,0.13837750256061554,-0.1602710783481598
8637,640,702.63685779,7,100.0,64000,10.529784202575684,0.00073,60999,-329.31353759765625,0.1391969472169876,0.6807168126106262
8779,650,707.35434208,7,100.0,65000,8.258136749267578,0.00073,61999,-338.5711975097656,0.1381225287914276,-0.4068170189857483
8921,660,716.0861496000002,7,100.0,66000,10.998653411865234,0.00073,62999,-333.226318359375,0.1378599852323532,0.47136735916137695
9063,670,719.02798059,7,100.0,67000,11.701522827148438,0.00073,63999,-331.6786804199219,0.1319081038236618,-0.25484272837638855
9205,680,724.86205229,7,100.0,68000,10.048259735107422,0.00073,64999,-335.33953857421875,0.13248708844184875,0.22677943110466003
9348,690,725.23132483,7,100.0,69000,8.41979694366455,0.00073,65999,-333.5586853027344,0.13479171693325043,-0.6904455423355103
9491,700,721.4516454699999,7,100.0,70000,10.212518692016602,0.00073,66999,-333.3221130371094,0.12959721684455872,-0.739271879196167
9631,710,719.2338364900002,7,100.0,71000,7.759725093841553,0.00073,67999,-334.4111633300781,0.12916693091392517,0.2600476145744324
9774,720,721.45969755,7,100.0,72000,6.6121320724487305,0.00073,68999,-337.4153137207031,0.12755167484283447,0.2038886994123459
9916,730,718.0036327200002,7,100.0,73000,9.724786758422852,0.00073,69999,-333.7931213378906,0.1259297877550125,-0.1228732094168663
10058,740,721.9663405599999,7,100.0,74000,9.386985778808594,0.00073,70999,-336.1308288574219,0.1264256089925766,0.6612955331802368
10201,750,717.50061367,7,100.0,75000,10.00743579864502,0.00073,71999,-333.2101745605469,0.12845949828624725,0.24350956082344055
10344,760,717.72453459,7,100.0,76000,8.371933937072754,0.00073,72999,-334.74810791015625,0.1278899610042572,0.21991917490959167
10486,770,717.6259768200002,7,100.0,77000,6.9542951583862305,0.00073,73999,-340.39276123046875,0.1273248940706253,-0.24473801255226135
10629,780,717.59791146,7,100.0,78000,7.901233196258545,0.00073,74999,-337.8121337890625,0.12495029717683792,-0.0262968260794878
10771,790,716.69260391,7,100.0,79000,8.169939041137695,0.00073,75999,-338.09326171875,0.12732146680355072,-0.01311715692281723
10914,800,721.9136075800001,7,100.0,80000,7.89543342590332,0.00073,76999,-335.73486328125,0.12672165036201477,-0.13780738413333893
11057,810,727.0064997599999,7,100.0,81000,7.443060398101807,0.00073,77999,-337.0988464355469,0.12375041842460632,0.2976835370063782
11200,820,730.6541017999999,7,100.0,82000,6.9637532234191895,0.00073,78999,-338.71221923828125,0.12325761467218399,0.04361012578010559
11342,830,734.1870085400001,7,100.0,83000,8.144827842712402,0.00073,79999,-338.5209655761719,0.1240093857049942,0.3698080778121948
11486,840,735.21195737,7,100.0,84000,11.32504940032959,0.00073,80999,-337.8985290527344,0.12314018607139587,0.11697869747877121
11628,850,737.7671136299999,7,100.0,85000,7.499988079071045,0.00073,81999,-337.141845703125,0.12396001815795898,-0.18036001920700073
11771,860,736.6551034900002,7,100.0,86000,7.400630950927734,0.00073,82999,-341.4697265625,0.12383205443620682,0.41401171684265137
11914,870,737.73010248,7,100.0,87000,7.076590538024902,0.00073,83999,-343.6236572265625,0.12094739824533463,0.1433548629283905
12059,880,733.4028735100001,7,100.0,88000,8.560420989990234,0.00073,84999,-340.2051086425781,0.12044180184602737,0.5053428411483765
