time/time_elapsed,time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,train/actor_loss
37879,7,13230,-3.3150794399999994,276987,17.44,0.00073,-8.842933654785156,0.000633519550319761,273986,0.020862098783254623,3.327077865600586
37903,7,13240,-3.3018613200000004,277159,17.38,0.00073,-1.0893254280090332,0.0006222312222234905,274158,0.0248241163790226,3.199059009552002
37927,7,13250,-3.2946184000000005,277334,17.4,0.00073,-0.6347947120666504,0.0006415107636712492,274333,0.020359020680189133,3.1780734062194824
37952,7,13260,-3.2921413599999996,277505,17.39,0.00073,23.39279556274414,0.0006355395307764411,274504,0.01666073501110077,3.2939181327819824
37976,7,13270,-3.26885111,277679,17.43,0.00073,-6.189393043518066,0.0006375215016305447,274678,0.018225189298391342,3.045877456665039
38001,7,13280,-3.2714253600000003,277854,17.43,0.00073,11.960984230041504,0.0006304139387793839,274853,0.01984625682234764,3.1955478191375732
38026,7,13290,-3.2102760599999995,278028,17.35,0.00073,-16.045063018798828,0.0006251033628359437,275027,0.018839338794350624,3.2416181564331055
38051,7,13300,-3.20370788,278201,17.28,0.00073,25.92711067199707,0.0006305158021859825,275200,0.020023174583911896,3.3990421295166016
38075,7,13310,-3.19790908,278373,17.31,0.00073,0.9443364143371582,0.0006188320112414658,275372,0.022788114845752716,3.1521713733673096
38099,7,13320,-3.1925699599999997,278544,17.34,0.00073,1.3106675148010254,0.0006001350120641291,275543,0.017325598746538162,3.3484528064727783
38123,7,13330,-3.1902373299999995,278713,17.26,0.00073,-7.124159812927246,0.0006175447488203645,275712,0.020880237221717834,3.23079514503479
38147,7,13340,-3.2125599099999995,278881,17.22,0.00073,-2.6256704330444336,0.0006183966179378331,275880,0.01814097911119461,3.0852582454681396
38171,7,13350,-3.2264310199999993,279050,17.16,0.00073,4.698552131652832,0.0006249769940041006,276049,0.026309045031666756,3.165170907974243
38195,7,13360,-3.2274985199999997,279221,17.16,0.00073,-8.943950653076172,0.0006101077306084335,276220,0.01616218127310276,3.170527458190918
38218,7,13370,-3.2480752800000006,279383,17.04,0.00073,10.16921329498291,0.0006179850897751749,276382,0.022358858957886696,3.17136549949646
38241,7,13380,-3.24294695,279546,16.92,0.00073,-6.426446914672852,0.0006191348074935377,276545,0.016069039702415466,3.2042737007141113
38264,7,13390,-3.2431710700000003,279711,16.83,0.00073,-9.853466987609863,0.0006252208258956671,276710,0.024843167513608932,3.2227158546447754
38288,7,13400,-3.3001631199999997,279879,16.78,0.00073,21.75252914428711,0.0006210970459505916,276878,0.02879558876156807,3.269057273864746
38310,7,13410,-3.3125874499999997,280043,16.7,0.00073,-17.005416870117188,0.0006264264229685068,277042,0.018687047064304352,3.1535627841949463
38333,7,13420,-3.31992842,280206,16.62,0.00073,23.573623657226562,0.0006363348802551627,277205,0.02106316387653351,3.4636342525482178
38356,7,13430,-3.33349513,280374,16.61,0.00073,-6.474401473999023,0.0006423614104278386,277373,0.02294211834669113,3.1179728507995605
38380,7,13440,-3.3289490499999994,280542,16.61,0.00073,11.46013069152832,0.0006525129429064691,277541,0.02977738529443741,3.285266160964966
38403,7,13450,-3.3444852800000002,280710,16.6,0.00073,-3.0159969329833984,0.0006398396799340844,277709,0.01953917369246483,3.2295024394989014
38427,7,13460,-3.3273120900000004,280881,16.6,0.00073,-0.7435930967330933,0.0006116629228927195,277880,0.018398359417915344,3.1563782691955566
38450,7,13470,-3.31144682,281048,16.65,0.00073,20.490142822265625,0.0006242347881197929,278047,0.023569423705339432,3.1656322479248047
38475,7,13480,-3.315206350000001,281225,16.79,0.00073,-0.3491194248199463,0.0006115655414760113,278224,0.02367391623556614,3.2377216815948486
38500,7,13490,-3.2946308599999994,281403,16.92,0.00073,6.220823764801025,0.0006097415462136269,278402,0.01822335086762905,3.177920341491699
38525,7,13500,-3.26115967,281581,17.02,0.00073,-17.154232025146484,0.000606469577178359,278580,0.01990780234336853,3.1163582801818848
38550,7,13510,-3.25503579,281759,17.16,0.00073,8.894893646240234,0.0006185357924550772,278758,0.02184179425239563,3.2943432331085205
38574,7,13520,-3.2464588599999997,281934,17.28,0.00073,-21.05121612548828,0.0006193828885443509,278933,0.023702718317508698,3.122020959854126
38599,7,13530,-3.252680479999999,282114,17.4,0.00073,-1.1002354621887207,0.0006243392708711326,279113,0.019910510629415512,3.2826738357543945
38624,7,13540,-3.2414245700000004,282291,17.49,0.00073,-3.372652530670166,0.0006108966190367937,279290,0.020945802330970764,3.0136425495147705
38649,7,13550,-3.2267557499999993,282468,17.58,0.00073,17.941823959350586,0.0006211044383235276,279467,0.020620685070753098,3.378495216369629
38673,7,13560,-3.23268732,282642,17.61,0.00073,-23.774023056030273,0.0006277469219639897,279641,0.014374813996255398,2.996870994567871
38698,7,13570,-3.21021186,282819,17.71,0.00073,-11.772300720214844,0.0006315133068710566,279818,0.023890651762485504,3.2517595291137695
38723,7,13580,-3.22720421,282998,17.73,0.00073,20.27639389038086,0.0006200111238285899,279997,0.02092743292450905,3.2856199741363525
38749,7,13590,-3.2264449900000005,283183,17.8,0.00073,-2.5907750129699707,0.0006375269731506705,280182,0.021525096148252487,3.251000165939331
38774,7,13600,-3.2054605100000004,283364,17.83,0.00073,-0.662804126739502,0.000627598725259304,280363,0.017746515572071075,3.082611083984375
38800,7,13610,-3.2021519900000004,283547,17.88,0.00073,-19.063411712646484,0.0006417888798750937,280546,0.016935305669903755,3.049896240234375
38826,7,13620,-3.1901736100000004,283730,17.96,0.00073,-5.594401836395264,0.0006329845055006444,280729,0.020000722259283066,3.124746799468994
38851,7,13630,-3.2167455900000004,283909,17.95,0.00073,7.439877510070801,0.0006155584705993533,280908,0.023510921746492386,3.1459548473358154
38877,7,13640,-3.2289623699999996,284088,17.97,0.00073,18.411460876464844,0.0006285576964728534,281087,0.02528998628258705,3.3212783336639404
38902,7,13650,-3.2179185099999996,284267,17.99,0.00073,23.332515716552734,0.0006263998220674694,281266,0.02877124771475792,3.3495328426361084
38927,7,13660,-3.2194228499999995,284446,18.04,0.00073,-8.876617431640625,0.0006242627860046923,281445,0.01760045439004898,3.112654447555542
38952,7,13670,-3.2410697899999996,284624,18.05,0.00073,2.3862648010253906,0.0006239812355488539,281623,0.022235002368688583,3.1005988121032715
38977,7,13680,-3.2128517799999994,284803,18.05,0.00073,7.422589302062988,0.0005968906334601343,281802,0.020059017464518547,2.9623634815216064
39002,7,13690,-3.2080439899999993,284982,17.99,0.00073,18.801536560058594,0.0006115066353231668,281981,0.024384427815675735,3.319895029067993
39026,7,13700,-3.2037876500000007,285160,17.96,0.00073,-0.7240257263183594,0.0006285352283157408,282159,0.020456140860915184,3.1249818801879883
39051,7,13710,-3.1797103700000005,285335,17.88,0.00073,1.3095335960388184,0.0006296919891610742,282334,0.022624172270298004,3.0729711055755615
39075,7,13720,-3.2010849500000003,285509,17.79,0.00073,-5.246006965637207,0.0006119447643868625,282508,0.02052053064107895,3.0028011798858643
39100,7,13730,-3.145890949999999,285681,17.72,0.00073,0.7595293521881104,0.0006264255498535931,282680,0.01905398815870285,3.17915415763855
39124,7,13740,-3.1120703300000003,285853,17.65,0.00073,-4.162365436553955,0.000633247138466686,282852,0.013906890526413918,3.0584075450897217
39149,7,13750,-3.1187006100000003,286030,17.63,0.00073,-0.4933290481567383,0.000640498474240303,283029,0.020119519904255867,3.278092622756958
39174,7,13760,-3.1215984399999996,286208,17.62,0.00073,10.276686668395996,0.0006406780448742211,283207,0.020521074533462524,3.28530216217041
39199,7,13770,-3.1124494,286385,17.61,0.00073,-7.4725141525268555,0.0006361319683492184,283384,0.01566832885146141,3.1332149505615234
39224,7,13780,-3.1431570399999997,286563,17.6,0.00073,-17.900863647460938,0.0006210182909853756,283562,0.015009461902081966,2.968630790710449
39249,7,13790,-3.15536403,286741,17.59,0.00073,-12.927138328552246,0.0006118898745626211,283740,0.02004149556159973,3.1941487789154053
39274,7,13800,-3.1717768900000003,286922,17.62,0.00073,1.1298389434814453,0.0005956146633252501,283921,0.02012503333389759,3.206983804702759
39298,7,13810,-3.1982954600000006,287097,17.62,0.00073,2.5510692596435547,0.0006322144181467593,284096,0.01715960167348385,3.285094738006592
39322,7,13820,-3.1868284300000003,287273,17.64,0.00073,-6.636689186096191,0.0006124959327280521,284272,0.018578432500362396,3.1718103885650635
39348,7,13830,-3.1890837899999998,287453,17.72,0.00073,7.2455267906188965,0.0006053324323147535,284452,0.021525554358959198,3.2301554679870605
39373,7,13840,-3.21752979,287634,17.81,0.00073,-19.174617767333984,0.0006150966510176659,284633,0.01848447136580944,3.03299617767334
39399,7,13850,-3.208163499999999,287818,17.88,0.00073,0.032238006591796875,0.0006313498015515506,284817,0.02063630148768425,3.1476526260375977
39425,7,13860,-3.21121578,288006,17.98,0.00073,-6.942310333251953,0.000632131181191653,285005,0.0160251222550869,3.102322816848755
39451,7,13870,-3.2162751299999996,288189,18.04,0.00073,-1.5294952392578125,0.000606279878411442,285188,0.02096250280737877,3.130706548690796
39476,7,13880,-3.19914263,288371,18.08,0.00073,-6.949970245361328,0.0006128555396571755,285370,0.01819491758942604,3.0890965461730957
39502,7,13890,-3.20690143,288553,18.12,0.00073,11.144803047180176,0.0006178961484692991,285552,0.024870630353689194,3.245840072631836
39527,7,13900,-3.1706746299999997,288730,18.08,0.00073,-18.193077087402344,0.0006249931175261736,285729,0.017479419708251953,3.145190477371216
39552,7,13910,-3.1699185900000004,288912,18.15,0.00073,3.801961660385132,0.0006165002705529332,285911,0.021082479506731033,3.2121193408966064
39576,7,13920,-3.5204839599999995,289079,18.06,0.00073,35.43297576904297,0.0006492866086773574,286078,0.020797088742256165,3.1853137016296387
39600,7,13930,-4.166433029999999,289256,18.03,0.00073,18.823001861572266,0.0008038532105274498,286255,0.021214529871940613,3.0722997188568115
39633,7,13940,-4.834824510000001,289482,18.48,0.00073,-20.083057403564453,0.0007766475901007652,286481,0.029858272522687912,3.255509614944458
39660,7,13950,-4.94858335,289673,18.55,0.00073,-39.435176849365234,0.000660947582218796,286672,0.01642238162457943,2.9776086807250977
39686,7,13960,-4.92359954,289850,18.44,0.00073,-30.848745346069336,0.0006344878929667175,286849,0.021363670006394386,3.0406932830810547
39711,7,13970,-4.92517944,290030,18.41,0.00073,23.833616256713867,0.0006150567787699401,287029,0.022526267915964127,3.119948148727417
39737,7,13980,-4.92692792,290211,18.4,0.00073,-9.40002727508545,0.0006322714034467936,287210,0.02335641160607338,3.109764814376831
39761,7,13990,-4.94402192,290385,18.32,0.00073,2.061903715133667,0.0006278723012655973,287384,0.019859060645103455,3.118203639984131
39786,7,14000,-4.98860612,290561,18.31,0.00073,11.95084285736084,0.000621285755187273,287560,0.02995634451508522,3.286773204803467
39810,7,14010,-4.9955172,290737,18.25,0.00073,2.073636293411255,0.0006152850110083818,287736,0.023811135441064835,3.282805919647217
39835,7,14020,-4.6811833,290915,18.36,0.00073,18.4947566986084,0.0006107247900217772,287914,0.030326884239912033,3.17608642578125
39859,7,14030,-4.0308477,291086,18.3,0.00073,-20.020706176757812,0.0006236709887161851,288085,0.02628958597779274,3.134530782699585
39883,7,14040,-3.34309751,291260,17.78,0.00073,8.011998176574707,0.0006319220410659909,288259,0.022063424810767174,3.1089882850646973
39908,7,14050,-3.237462,291437,17.64,0.00073,12.130512237548828,0.0006286661955527961,288436,0.01684616506099701,3.188648223876953
39933,7,14060,-3.235580310000001,291615,17.65,0.00073,-5.5121307373046875,0.0006139160832390189,288614,0.026095688343048096,3.207937717437744
39958,7,14070,-3.2476472899999997,291795,17.65,0.00073,-13.598665237426758,0.0006189547711983323,288794,0.015302527695894241,3.1223597526550293
39983,7,14080,-3.245575309999999,291976,17.65,0.00073,-31.43043327331543,0.0006220561917871237,288975,0.01650201342999935,2.9695539474487305
40009,7,14090,-3.22823434,292162,17.77,0.00073,18.251556396484375,0.0006166572566144168,289161,0.020804159343242645,3.127210855484009
40034,7,14100,-3.207740620000001,292338,17.77,0.00073,-2.159580707550049,0.0006134139839559793,289337,0.017202863469719887,3.165652275085449
40058,7,14110,-3.19090979,292513,17.76,0.00073,-16.780855178833008,0.000614865857642144,289512,0.019373487681150436,3.18825626373291
40083,7,14120,-3.173332399999999,292689,17.74,0.00073,13.728126525878906,0.0006086853099986911,289688,0.017831191420555115,3.2486965656280518
40107,7,14130,-3.1952912099999997,292865,17.79,0.00073,16.203901290893555,0.0006055864505469799,289864,0.02566830813884735,3.1406400203704834
40132,7,14140,-3.22506074,293043,17.83,0.00073,-1.4864487648010254,0.000597946927882731,290042,0.016326263546943665,3.1825168132781982
40156,7,14150,-3.22319067,293225,17.88,0.00073,21.06875228881836,0.0005979495472274721,290224,0.024265006184577942,3.1893043518066406
40181,7,14160,-3.24434733,293404,17.89,0.00073,-4.1090545654296875,0.0006049134535714984,290403,0.02171042002737522,3.0713157653808594
40208,7,14170,-3.23853224,293590,17.95,0.00073,-16.06123924255371,0.0005978728295303881,290589,0.019320175051689148,2.996553659439087
40233,7,14180,-3.24215297,293769,17.93,0.00073,-4.925020694732666,0.0005921250558458269,290768,0.017427418380975723,3.1557109355926514
40259,7,14190,-3.2249639400000003,293954,17.92,0.00073,41.92076873779297,0.0006309242453426123,290953,0.0218622125685215,3.379136085510254
40284,7,14200,-3.2137272000000006,294129,17.91,0.00073,7.467184066772461,0.0006172856665216386,291128,0.020279565826058388,3.13155460357666
40310,7,14210,-3.201423679999999,294313,18.0,0.00073,-5.797142028808594,0.0006309242453426123,291312,0.01806480810046196,3.2737298011779785
40334,7,14220,-3.17536917,294487,17.98,0.00073,7.5979695320129395,0.0006127710803411901,291486,0.025860052555799484,3.100586175918579
40359,7,14230,-3.15622635,294663,17.98,0.00073,17.988239288330078,0.0006249224534258246,291662,0.028326377272605896,3.0672149658203125
40383,7,14240,-3.1441113000000005,294837,17.94,0.00073,-19.754318237304688,0.0006374148069880903,291836,0.015119882300496101,3.1146929264068604
40408,7,14250,-3.1460952399999997,295009,17.84,0.00073,-7.168317794799805,0.0006285589188337326,292008,0.01589134708046913,3.195822238922119
40432,7,14260,-3.1546770399999997,295187,17.83,0.00073,0.41589975357055664,0.0006339516839943826,292186,0.015330072492361069,2.9954519271850586
40457,7,14270,-3.1430974500000004,295362,17.72,0.00073,-31.509078979492188,0.0006110950489528477,292361,0.016325591132044792,3.0270094871520996
40481,7,14280,-3.128222460000001,295536,17.67,0.00073,-4.407157897949219,0.0005870841559953988,292535,0.018027570098638535,3.313483715057373
40506,7,14290,-3.1441955699999995,295714,17.6,0.00073,23.219850540161133,0.0005824812687933445,292713,0.019602088257670403,3.267803192138672
40531,7,14300,-3.169910550000001,295892,17.63,0.00073,-8.440103530883789,0.0005894375499337912,292891,0.027324305847287178,3.0560145378112793
40556,7,14310,-3.186157749999999,296068,17.55,0.00073,-12.848808288574219,0.0005834989715367556,293067,0.023040883243083954,2.970933675765991
40581,7,14320,-3.20480457,296248,17.61,0.00073,21.446611404418945,0.0005933782667852938,293247,0.022746916860342026,3.1834840774536133
40606,7,14330,-3.19231241,296425,17.62,0.00073,-9.196951866149902,0.0006129546090960503,293424,0.018697768449783325,3.034597873687744
40630,7,14340,-3.1747155599999997,296602,17.65,0.00073,-8.752206802368164,0.0006185278762131929,293601,0.017968248575925827,3.2449395656585693
40656,7,14350,-3.1872981,296782,17.73,0.00073,-7.104336261749268,0.0006015161634422839,293781,0.018055472522974014,3.026214838027954
40682,7,14360,-3.1884519499999997,296967,17.8,0.00073,2.260571241378784,0.000630988331977278,293966,0.017462462186813354,3.1625845432281494
40707,7,14370,-3.2163618799999996,297154,17.92,0.00073,-8.50662899017334,0.0006504157790914178,294153,0.022274687886238098,3.172774076461792
40734,7,14380,-3.2559439199999995,297343,18.07,0.00073,27.153606414794922,0.000629425689112395,294342,0.029529061168432236,3.4347689151763916
40759,7,14390,-3.26102728,297521,18.07,0.00073,40.365440368652344,0.0006065202178433537,294520,0.024324072524905205,3.1570119857788086
40783,7,14400,-3.25617059,297695,18.03,0.00073,-4.177351474761963,0.0006318991654552519,294694,0.01913732849061489,3.054702043533325
40807,7,14410,-3.2681763,297872,18.04,0.00073,5.753201007843018,0.0006115669966675341,294871,0.01551869697868824,3.007646322250366
40832,7,14420,-3.278656660000001,298049,18.01,0.00073,2.936285972595215,0.0006203523371368647,295048,0.0185473021119833,3.144192695617676
40858,7,14430,-3.31283929,298231,18.06,0.00073,-6.324934959411621,0.0006164423539303243,295230,0.016959326341748238,3.0025484561920166
40883,7,14440,-3.3276747299999987,298410,18.08,0.00073,-14.099480628967285,0.0006131510599516332,295409,0.017343468964099884,3.0167696475982666
40908,7,14450,-3.3193687300000003,298590,18.08,0.00073,-7.9376068115234375,0.0006150606204755604,295589,0.021999139338731766,3.023386001586914
40934,7,14460,-3.29458173,298770,18.03,0.00073,-3.622100830078125,0.0006205476238392293,295769,0.018660733476281166,2.9657344818115234
40961,7,14470,-3.2729582799999997,298958,18.04,0.00073,-11.153058052062988,0.0006192860309965909,295957,0.014229820109903812,2.9868075847625732
40986,7,14480,-3.2591202299999997,299138,17.95,0.00073,26.20673942565918,0.0006049999501556158,296137,0.018995698541402817,3.2774813175201416
41012,7,14490,-3.2195669300000005,299316,17.95,0.00073,4.590320587158203,0.0006147785461507738,296315,0.017071112990379333,3.0739569664001465
41037,7,14500,-3.2091172599999997,299498,18.03,0.00073,-1.5700292587280273,0.0006134993745945394,296497,0.0179687961935997,3.0460965633392334
41062,7,14510,-3.1846688400000005,299678,18.06,0.00073,-19.61549949645996,0.0006056277779862285,296677,0.019470054656267166,3.091287851333618
41089,7,14520,-3.1720566299999997,299865,18.16,0.00073,-0.8942253589630127,0.0006033745012246072,296864,0.014764178544282913,3.0848171710968018
41115,7,14530,-3.19506022,300051,18.2,0.00073,8.594581604003906,0.0006054822588339448,297050,0.02086135931313038,3.237840175628662
41141,7,14540,-3.204256890000001,300230,18.2,0.00073,-22.05740737915039,0.0006239366484805942,297229,0.019857391715049744,3.082453727722168
41167,7,14550,-3.19088639,300416,18.26,0.00073,-31.697467803955078,0.0006086162757128477,297415,0.018910378217697144,2.9583969116210938
41193,7,14560,-3.2360857999999997,300605,18.35,0.00073,7.360884666442871,0.0006108005181886256,297604,0.018145477399230003,3.056413412094116
41219,7,14570,-3.239636419999999,300788,18.3,0.00073,-9.692095756530762,0.0006272929604165256,297787,0.014830533415079117,2.995051383972168
41245,7,14580,-3.2450959900000003,300976,18.38,0.00073,-2.1775503158569336,0.0006401161663234234,297975,0.017721988260746002,3.1151516437530518
41272,7,14590,-3.28524321,301161,18.45,0.00073,1.1508989334106445,0.0006149336113594472,298160,0.02180405706167221,3.002120018005371
41297,7,14600,-3.301928660000001,301342,18.44,0.00073,-20.1234130859375,0.0006183753721415997,298341,0.017920970916748047,3.0634074211120605
41323,7,14610,-3.3533463699999997,301531,18.53,0.00073,19.23813247680664,0.0006187113467603922,298530,0.01939484477043152,3.2158234119415283
41349,7,14620,-3.3978216799999994,301721,18.56,0.00073,15.370086669921875,0.0006131244590505958,298720,0.021991007030010223,3.1260061264038086
41376,7,14630,-3.4048116000000004,301912,18.61,0.00073,26.121992111206055,0.0006130446563474834,298911,0.016467314213514328,3.1668100357055664
41402,7,14640,-3.4245668299999994,302100,18.7,0.00073,14.676239013671875,0.0006085741915740073,299099,0.019854959100484848,3.0353901386260986
41428,7,14650,-3.4383075399999994,302290,18.74,0.00073,35.314842224121094,0.0006009938078932464,299289,0.026907935738563538,3.2781362533569336
41454,7,14660,-3.4001282700000006,302477,18.72,0.00073,1.2612961530685425,0.0006266113487072289,299476,0.02890578657388687,3.1229894161224365
41481,7,14670,-3.43418047,302668,18.8,0.00073,-0.8510568141937256,0.0006383963627740741,299667,0.018556758761405945,2.9280898571014404
41510,7,14680,-3.6800384200000007,302881,19.05,0.00073,-8.160282135009766,0.0006500412127934396,299880,0.03187825530767441,2.9456558227539062
41543,7,14690,-3.9965898600000003,303115,19.54,0.00073,0.6312525272369385,0.0006478698342107236,300114,0.030945058912038803,2.9490861892700195
41586,7,14700,-4.8363271,303424,20.82,0.00073,4.127559661865234,0.0010102411033585668,300423,0.038185618817806244,3.0196783542633057
41622,7,14710,-5.47556144,303678,21.47,0.00073,-29.422800064086914,0.0009218560880981386,300677,0.025605278089642525,2.7857210636138916
41652,7,14720,-5.60209027,303900,21.79,0.00073,-24.894344329833984,0.0007701940485276282,300899,0.031714461743831635,3.0745456218719482
41680,7,14730,-5.669852369999998,304091,21.79,0.00073,-13.750518798828125,0.0006667095003649592,301090,0.022316358983516693,3.0558128356933594
41705,7,14740,-5.751292169999999,304273,21.73,0.00073,-14.642829895019531,0.0006039700820110738,301272,0.02222759649157524,3.1018309593200684
41731,7,14750,-5.736240959999999,304450,21.6,0.00073,-9.104387283325195,0.000582799082621932,301449,0.016467874869704247,3.0796971321105957
41756,7,14760,-5.729678559999999,304629,21.52,0.00073,3.775514602661133,0.0005816005868837237,301628,0.023582421243190765,3.2770185470581055
41781,7,14770,-5.68039646,304807,21.39,0.00073,37.206809997558594,0.0005723585491068661,301806,0.0215454138815403,3.1571860313415527
41806,7,14780,-5.422086360000001,304992,21.11,0.00073,-7.189997673034668,0.0005808204296045005,301991,0.01902366429567337,3.084512948989868
41832,7,14790,-5.08998684,305177,20.62,0.00073,7.100836277008057,0.0005823823739774525,302176,0.017940551042556763,3.1144185066223145
41859,7,14800,-4.2405512,305364,19.4,0.00073,-17.069618225097656,0.0005838265642523766,302363,0.01756976544857025,2.922698974609375
41884,7,14810,-3.54157804,305546,18.68,0.00073,-2.2286136150360107,0.0005799111095257103,302545,0.016765467822551727,3.0809996128082275
41909,7,14820,-3.3609571,305727,18.27,0.00073,-3.1313581466674805,0.0005637009744532406,302726,0.018782781437039375,2.9427530765533447
41934,7,14830,-3.2503044699999997,305915,18.24,0.00073,-3.2986669540405273,0.0005766270332969725,302914,0.019088689237833023,3.1527295112609863
41959,7,14840,-3.12943905,306094,18.21,0.00073,28.029525756835938,0.0005772515432909131,303093,0.01718023233115673,3.0903749465942383
41984,7,14850,-3.14981554,306276,18.26,0.00073,10.441544532775879,0.0005803235108032823,303275,0.015906918793916702,3.161090135574341
42009,7,14860,-3.1485994799999997,306456,18.27,0.00073,6.667141437530518,0.0005882526747882366,303455,0.023055914789438248,3.2868034839630127
42035,7,14870,-3.17993878,306638,18.31,0.00073,1.525245189666748,0.0005781208747066557,303637,0.01711825653910637,3.039062023162842
42061,7,14880,-3.1611419299999994,306820,18.28,0.00073,-38.350341796875,0.0005714842118322849,303819,0.01786234602332115,2.8315517902374268
42087,7,14890,-3.161567630000001,307003,18.26,0.00073,-7.379040241241455,0.0005560598219744861,304002,0.013347006402909756,3.058885097503662
42112,7,14900,-3.17216206,307183,18.19,0.00073,-13.475912094116211,0.0005719999899156392,304182,0.01373342052102089,2.9745934009552
42138,7,14910,-3.18944879,307364,18.18,0.00073,12.208978652954102,0.0005653381813317537,304363,0.019123267382383347,3.2516961097717285
42163,7,14920,-3.1967169100000006,307549,18.22,0.00073,6.424668788909912,0.0006014433456584811,304548,0.016645774245262146,3.029686689376831
42189,7,14930,-3.2108613100000003,307728,18.13,0.00073,1.6183897256851196,0.0005866867722943425,304727,0.019491009414196014,3.088033437728882
42215,7,14940,-3.2274469400000005,307908,18.14,0.00073,-23.394058227539062,0.0005809783469885588,304907,0.01840619370341301,2.8911848068237305
42240,7,14950,-3.22334863,308090,18.14,0.00073,-26.819541931152344,0.0005713580758310854,305089,0.015837810933589935,2.954376697540283
42265,7,14960,-3.222169,308266,18.1,0.00073,9.445907592773438,0.0005678472807630897,305265,0.02190384268760681,3.1053431034088135
42290,7,14970,-3.187536099999999,308445,18.07,0.00073,21.317615509033203,0.0005592427914962173,305444,0.017012208700180054,3.0592448711395264
42316,7,14980,-3.2046373000000004,308629,18.09,0.00073,-15.590744018554688,0.0005748409312218428,305628,0.012994425371289253,3.1051149368286133
42342,7,14990,-3.22241965,308810,18.07,0.00073,8.728971481323242,0.0005871264147572219,305809,0.019341997802257538,3.2416086196899414
42367,7,15000,-3.2126439799999993,308994,18.11,0.00073,9.245683670043945,0.0005768561386503279,305993,0.01466112770140171,3.0448532104492188
42394,7,15010,-3.21246886,309178,18.14,0.00073,-8.376214981079102,0.0005748302210122347,306177,0.017435917630791664,3.039184331893921
42420,7,15020,-3.214351969999999,309359,18.1,0.00073,4.639969348907471,0.0006036098930053413,306358,0.01669079251587391,3.0798566341400146
42445,7,15030,-3.2098617500000004,309536,18.08,0.00073,-6.113306999206543,0.0005744715454056859,306535,0.019036564975976944,2.986151695251465
42469,7,15040,-3.20339513,309712,18.04,0.00073,11.525542259216309,0.0005652467953041196,306711,0.0180658046156168,3.06783127784729
42494,7,15050,-3.1881575800000004,309886,17.96,0.00073,7.1549882888793945,0.0005809160065837204,306885,0.018659252673387527,3.0733304023742676
42520,7,15060,-3.20080456,310066,18.0,0.00073,3.0223045349121094,0.0005919011891819537,307065,0.017253011465072632,2.996853828430176
42546,7,15070,-3.2174585200000005,310251,18.06,0.00073,5.83303689956665,0.0005808722344227135,307250,0.01732790283858776,3.0144989490509033
42572,7,15080,-3.2158507800000002,310430,18.01,0.00073,-4.257374286651611,0.0005673868581652641,307429,0.015708019956946373,3.032161235809326
42598,7,15090,-3.189772289999999,310611,18.01,0.00073,6.398563385009766,0.0005632445099763572,307610,0.019123105332255363,2.989851951599121
42623,7,15100,-3.1913959999999997,310790,17.96,0.00073,3.8858635425567627,0.0005740747437812388,307789,0.016835469752550125,3.016577959060669
42648,7,15110,-3.19953162,310969,17.91,0.00073,-13.874162673950195,0.0005651363171637058,307968,0.015315310098230839,2.929342746734619
42673,7,15120,-3.179757520000001,311152,17.93,0.00073,-3.1822290420532227,0.0005489788600243628,308151,0.01974017545580864,2.9776711463928223
42698,7,15130,-3.1924801,311327,17.91,0.00073,1.6284294128417969,0.0005485183792188764,308326,0.018664611503481865,2.988351345062256
42722,7,15140,-3.1830098000000002,311502,17.9,0.00073,7.225498199462891,0.0005715806619264185,308501,0.011981789022684097,3.0908985137939453
42748,7,15150,-3.18102749,311682,17.96,0.00073,5.248775005340576,0.0005721290362998843,308681,0.015162227675318718,3.0107762813568115
42773,7,15160,-3.1579899299999994,311865,17.99,0.00073,31.169208526611328,0.0005571472574956715,308864,0.016072500497102737,3.061366081237793
42798,7,15170,-3.1519577099999996,312044,17.93,0.00073,5.988435745239258,0.0005524199223145843,309043,0.01635928452014923,2.9753243923187256
42822,7,15180,-3.1516584700000005,312219,17.89,0.00073,-7.829168796539307,0.0005696260486729443,309218,0.017072245478630066,2.989711284637451
42847,7,15190,-3.1655356100000005,312398,17.87,0.00073,-10.455273628234863,0.0005716234445571899,309397,0.01793377846479416,3.0094447135925293
42872,7,15200,-3.14916088,312574,17.84,0.00073,13.157159805297852,0.0005545029416680336,309573,0.015832699835300446,3.032496213912964
42896,7,15210,-3.14934394,312750,17.81,0.00073,-13.486408233642578,0.000552631972823292,309749,0.014056731946766376,2.8887927532196045
42920,7,15220,-3.173784590000001,312922,17.7,0.00073,13.490087509155273,0.0005608915816992521,309921,0.014851843938231468,2.971102237701416
42944,7,15230,-3.163802790000001,313097,17.7,0.00073,-23.159242630004883,0.0005597606068477035,310096,0.01467427983880043,2.8748021125793457
42968,7,15240,-3.1902125999999997,313273,17.71,0.00073,-0.33374977111816406,0.0005521805142052472,310272,0.015843041241168976,3.041992664337158
42993,7,15250,-3.20502492,313447,17.65,0.00073,21.700754165649414,0.0005608041537925601,310446,0.019020507112145424,3.0605273246765137
43017,7,15260,-3.226652800000001,313620,17.55,0.00073,21.229373931884766,0.0005730803241021931,310619,0.018214572221040726,3.119887113571167
