time/time_elapsed,time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,train/actor_loss
167690,7,65320,-2.21166131,1179919,17.11,0.00073,-26.317611694335938,0.00028213407495059073,1176918,0.002063289051875472,1.39003586769104
167714,7,65330,-2.2273030599999997,1180091,17.13,0.00073,-1.0053281784057617,0.00026791440905071795,1177090,0.002687063766643405,1.4539939165115356
167738,7,65340,-2.2085610100000004,1180262,17.09,0.00073,2.1534342765808105,0.0002671688562259078,1177261,0.003449085634201765,1.5028249025344849
167762,7,65350,-2.2230834099999996,1180432,17.1,0.00073,1.3608732223510742,0.00027240789495408535,1177431,0.0014817074406892061,1.4491199254989624
167787,7,65360,-2.2208579,1180602,17.09,0.00073,11.592072486877441,0.0002651453542057425,1177601,0.0015173284336924553,1.470521092414856
167811,7,65370,-2.2264218,1180772,17.09,0.00073,-4.049014091491699,0.00026532268384471536,1177771,0.0024842550046741962,1.426010012626648
167835,7,65380,-2.23314999,1180942,17.09,0.00073,-16.786867141723633,0.0002588269708212465,1177941,0.0028205872513353825,1.46588933467865
167860,7,65390,-2.2288402499999997,1181114,17.08,0.00073,1.5702195167541504,0.00025694628129713237,1178113,0.0028204447589814663,1.450885534286499
167884,7,65400,-2.24231933,1181284,17.07,0.00073,5.398182392120361,0.0002555962128099054,1178283,0.001287457998842001,1.4789531230926514
167909,7,65410,-2.25988772,1181458,17.1,0.00073,16.330293655395508,0.00025535939494147897,1178457,0.002030307427048683,1.4738733768463135
167934,7,65420,-2.25647901,1181630,17.11,0.00073,1.5779657363891602,0.0002571217773947865,1178629,0.002105187624692917,1.474672555923462
167958,7,65430,-2.2329300999999995,1181800,17.09,0.00073,2.9196672439575195,0.0002630393428262323,1178799,0.001731104333885014,1.4395312070846558
167983,7,65440,-2.2215929599999997,1181970,17.08,0.00073,-1.7114441394805908,0.000266542803728953,1178969,0.0018615248845890164,1.473724126815796
168007,7,65450,-2.20964839,1182138,17.06,0.00073,7.866701602935791,0.00027310344739817083,1179137,0.005234723910689354,1.5261896848678589
168032,7,65460,-2.2186143499999997,1182310,17.08,0.00073,22.09925079345703,0.00027192485867999494,1179309,0.003972957376390696,1.4784975051879883
168057,7,65470,-2.2197285,1182480,17.08,0.00073,6.1617207527160645,0.00026706952485255897,1179479,0.0025616083294153214,1.497934103012085
168081,7,65480,-2.2209546600000003,1182651,17.09,0.00073,-15.216525077819824,0.0002637826546560973,1179650,0.001512695336714387,1.4670103788375854
168106,7,65490,-2.22147245,1182824,17.1,0.00073,-29.867431640625,0.00025808505597524345,1179823,0.002318929648026824,1.4255790710449219
168131,7,65500,-2.20720801,1182996,17.12,0.00073,0.07718527317047119,0.0002569810894783586,1179995,0.0021339196246117353,1.4323196411132812
168156,7,65510,-2.2016308,1183169,17.11,0.00073,8.976747512817383,0.00025663062115199864,1180168,0.002965971827507019,1.450805902481079
168181,7,65520,-2.19550573,1183340,17.1,0.00073,15.940572738647461,0.0002648398221936077,1180339,0.0041286093182861805,1.4803987741470337
168206,7,65530,-2.2090635400000003,1183512,17.12,0.00073,2.262150287628174,0.0002664192870724946,1180511,0.002364564687013626,1.4614481925964355
168231,7,65540,-2.20866494,1183682,17.12,0.00073,-25.439285278320312,0.0002622948377393186,1180681,0.0010704672895371914,1.4380104541778564
168256,7,65550,-2.206941,1183852,17.14,0.00073,-13.258042335510254,0.00025179056683555245,1180851,0.001155782607384026,1.445090413093567
168281,7,65560,-2.20260716,1184023,17.13,0.00073,-2.6437325477600098,0.00025824460317380726,1181022,0.0013788716169074178,1.4531480073928833
168305,7,65570,-2.19533434,1184193,17.13,0.00073,30.49306297302246,0.00024793087504804134,1181192,0.0027362459804862738,1.507086992263794
168330,7,65580,-2.19892138,1184364,17.13,0.00073,-3.9594497680664062,0.0002491011982783675,1181363,0.0015099996235221624,1.469057321548462
168355,7,65590,-2.18763903,1184534,17.1,0.00073,23.849262237548828,0.0002499207039363682,1181533,0.001752472948282957,1.4266953468322754
168380,7,65600,-2.18651471,1184704,17.08,0.00073,8.741174697875977,0.00025251173065043986,1181703,0.0027801820542663336,1.4824812412261963
168404,7,65610,-2.16919327,1184873,17.04,0.00073,1.7993354797363281,0.0002440449461573735,1181872,0.0017223712056875229,1.4521435499191284
168429,7,65620,-2.16978732,1185042,17.02,0.00073,-14.319294929504395,0.00024092609237413853,1182041,0.0010670025367289782,1.461929440498352
168456,7,65630,-2.15503616,1185212,17.0,0.00073,1.4926462173461914,0.00024713840684853494,1182211,0.0015450813807547092,1.4714553356170654
168483,7,65640,-2.1534781799999996,1185382,17.0,0.00073,4.490950107574463,0.0002425840066280216,1182381,0.001822860911488533,1.4559640884399414
168508,7,65650,-2.1582679,1185551,16.99,0.00073,15.134767532348633,0.00024019402917474508,1182550,0.003258607117459178,1.4957702159881592
168533,7,65660,-2.1514559,1185720,16.97,0.00073,-7.879917621612549,0.000243677495745942,1182719,0.003109355689957738,1.482489824295044
168558,7,65670,-2.1671868499999998,1185892,16.99,0.00073,6.001186370849609,0.0002447985461913049,1182891,0.002135565970093012,1.409876823425293
168582,7,65680,-2.15692228,1186060,16.96,0.00073,-14.307130813598633,0.00024700432550162077,1183059,0.002352014882490039,1.4612014293670654
168607,7,65690,-2.15758714,1186231,16.97,0.00073,-23.57894515991211,0.00025077018653973937,1183230,0.0008923079585656524,1.457171082496643
168632,7,65700,-2.15343158,1186401,16.97,0.00073,-12.1202974319458,0.00024074716202449054,1183400,0.0011917208321392536,1.4441156387329102
168657,7,65710,-2.15204414,1186571,16.98,0.00073,3.5183098316192627,0.0002488559402991086,1183570,0.0011549113551154733,1.4105232954025269
168682,7,65720,-2.15522043,1186743,17.01,0.00073,-6.974761009216309,0.00024686893448233604,1183742,0.002384190447628498,1.4595825672149658
168706,7,65730,-2.1607903,1186914,17.02,0.00073,2.779750347137451,0.00024690188001841307,1183913,0.0015912721864879131,1.4651169776916504
168731,7,65740,-2.15578258,1187084,17.02,0.00073,13.546001434326172,0.0002559801796451211,1184083,0.0018953628605231643,1.4404569864273071
168757,7,65750,-2.15751228,1187255,17.04,0.00073,15.043231964111328,0.00025879539316520095,1184254,0.003337856847792864,1.4858765602111816
168782,7,65760,-2.17112354,1187428,17.08,0.00073,2.4486541748046875,0.0002608903159853071,1184427,0.0021638362668454647,1.4410732984542847
168807,7,65770,-2.15167085,1187598,17.06,0.00073,6.308511734008789,0.00024891100474633276,1184597,0.001579746138304472,1.471839189529419
168831,7,65780,-2.16223259,1187770,17.1,0.00073,1.1392461061477661,0.0002578385465312749,1184769,0.001676945248618722,1.4259393215179443
168856,7,65790,-2.1742680400000003,1187941,17.1,0.00073,4.762692928314209,0.0002711324777919799,1184940,0.0014507577288895845,1.453332543373108
168880,7,65800,-2.18704865,1188111,17.1,0.00073,-20.669673919677734,0.0002854861959349364,1185110,0.0016637458465993404,1.4189236164093018
168905,7,65810,-2.1831763200000003,1188281,17.1,0.00073,7.783927917480469,0.0002872556506190449,1185280,0.0009012578520923853,1.4556231498718262
168929,7,65820,-2.18320926,1188452,17.09,0.00073,7.35345458984375,0.000287973991362378,1185451,0.001872815890237689,1.4471014738082886
168954,7,65830,-2.18702727,1188623,17.09,0.00073,-13.89723014831543,0.0002825818955898285,1185622,0.0015084329061210155,1.4381320476531982
168979,7,65840,-2.2077666800000006,1188795,17.11,0.00073,-17.642536163330078,0.0002749345439951867,1185794,0.002314171753823757,1.442976713180542
169003,7,65850,-2.21548361,1188965,17.1,0.00073,26.139087677001953,0.00026873633032664657,1185964,0.0027580270543694496,1.4833910465240479
169028,7,65860,-2.2101347600000003,1189135,17.07,0.00073,0.4540584087371826,0.00026804066146723926,1186134,0.0025003417395055294,1.4626188278198242
169052,7,65870,-2.2164132600000004,1189305,17.07,0.00073,12.651826858520508,0.0002601008163765073,1186304,0.0012929181102663279,1.4777178764343262
169077,7,65880,-2.2111783,1189475,17.05,0.00073,-22.99022674560547,0.00025654202909208834,1186474,0.0016134199686348438,1.4325841665267944
169101,7,65890,-2.19117979,1189643,17.02,0.00073,16.704219818115234,0.0002558227570261806,1186642,0.0011929604224860668,1.466994285583496
169126,7,65900,-2.18184102,1189814,17.03,0.00073,7.696542739868164,0.0002571899676695466,1186813,0.0020069240126758814,1.4635791778564453
169151,7,65910,-2.18672386,1189983,17.02,0.00073,1.1282429695129395,0.00026367828832007945,1186982,0.0018638971960172057,1.4371615648269653
169176,7,65920,-2.19530988,1190155,17.03,0.00073,-20.837934494018555,0.0002633455442264676,1187154,0.0009636840550228953,1.450886607170105
169201,7,65930,-2.2007481799999997,1190326,17.03,0.00073,13.089741706848145,0.000252998637733981,1187325,0.0016563204117119312,1.4586434364318848
169226,7,65940,-2.1890504799999997,1190496,17.01,0.00073,27.966386795043945,0.0002559731074143201,1187495,0.0029721008613705635,1.4265974760055542
169250,7,65950,-2.1745421499999997,1190663,16.98,0.00073,-9.209634780883789,0.0002563483431003988,1187662,0.0013868899550288916,1.4366506338119507
169274,7,65960,-2.1709810099999998,1190829,16.94,0.00073,-1.0536556243896484,0.00025763994199223816,1187828,0.0017999026458710432,1.495072841644287
169298,7,65970,-2.1875477,1190998,16.93,0.00073,-22.96787452697754,0.0002532670914661139,1187997,0.0032134102657437325,1.4475922584533691
169323,7,65980,-2.19101143,1191167,16.92,0.00073,5.465110778808594,0.00024630804546177387,1188166,0.0015289740404114127,1.462852954864502
169348,7,65990,-2.20421911,1191335,16.92,0.00073,36.943424224853516,0.0002568377531133592,1188334,0.0023720101453363895,1.456864595413208
169372,7,66000,-2.2138063199999998,1191506,16.92,0.00073,-12.641497611999512,0.00025759940035641193,1188505,0.001197014469653368,1.462121844291687
169397,7,66010,-2.2188558699999996,1191674,16.91,0.00073,-5.0408525466918945,0.0002521050919312984,1188673,0.0015376141527667642,1.4237511157989502
169421,7,66020,-2.2141506100000004,1191846,16.91,0.00073,-19.163179397583008,0.0002528780314605683,1188845,0.0030006510205566883,1.4282160997390747
169445,7,66030,-2.19725853,1192016,16.9,0.00073,9.580336570739746,0.00023858179338276386,1189015,0.0018518278375267982,1.4590405225753784
169470,7,66040,-2.2055989900000004,1192188,16.92,0.00073,-4.11550235748291,0.0002304668741999194,1189187,0.001567250001244247,1.440722942352295
169495,7,66050,-2.2150709899999996,1192358,16.95,0.00073,-24.90237045288086,0.00023551522463094443,1189357,0.0018432444194331765,1.4339431524276733
169519,7,66060,-2.20838571,1192527,16.98,0.00073,9.764372825622559,0.0002420681994408369,1189526,0.0015451721847057343,1.4525035619735718
169544,7,66070,-2.19785383,1192698,17.0,0.00073,-5.821218490600586,0.0002401207311777398,1189697,0.0032891726586967707,1.456263780593872
169568,7,66080,-2.18772113,1192867,17.0,0.00073,8.76848030090332,0.00024800680694170296,1189866,0.002658206969499588,1.4949692487716675
169594,7,66090,-2.19078287,1193039,17.04,0.00073,-10.470843315124512,0.00025171253946609795,1190038,0.0024884874001145363,1.448803424835205
169618,7,66100,-2.17720056,1193209,17.03,0.00073,2.772160053253174,0.0002459074021317065,1190208,0.0018776401411741972,1.4249589443206787
169643,7,66110,-2.1753092499999998,1193381,17.07,0.00073,-46.6485481262207,0.0002452865010127425,1190380,0.001779376296326518,1.4006288051605225
169668,7,66120,-2.17253348,1193552,17.06,0.00073,10.35484504699707,0.00024261315411422402,1190551,0.001912356587126851,1.4665937423706055
169692,7,66130,-2.18317237,1193723,17.07,0.00073,-3.605654716491699,0.0002419057273073122,1190722,0.001428011804819107,1.4371709823608398
169717,7,66140,-2.17497378,1193894,17.06,0.00073,-11.99867057800293,0.00024372211191803217,1190893,0.0009352395427413285,1.404893159866333
169741,7,66150,-2.1741785799999995,1194064,17.06,0.00073,-0.982468843460083,0.00024751084856688976,1191063,0.0007615388603881001,1.4492710828781128
169766,7,66160,-2.17939165,1194235,17.08,0.00073,-17.73870277404785,0.00025153736351057887,1191234,0.0010452730348333716,1.4688715934753418
169791,7,66170,-2.18550325,1194405,17.07,0.00073,27.886585235595703,0.0002485947625245899,1191404,0.0019535680767148733,1.4856234788894653
169815,7,66180,-2.1988115500000003,1194576,17.09,0.00073,-19.182830810546875,0.0002504711737856269,1191575,0.0018185293301939964,1.4184904098510742
169840,7,66190,-2.19792636,1194748,17.09,0.00073,-5.246338844299316,0.0002511732454877347,1191747,0.001626762910746038,1.4423662424087524
169864,7,66200,-2.20325156,1194918,17.09,0.00073,6.0362701416015625,0.0002456020447425544,1191917,0.0023444900289177895,1.4539861679077148
169888,7,66210,-2.1959039000000002,1195087,17.06,0.00073,-11.613344192504883,0.0002514198422431946,1192086,0.001757646445184946,1.488770842552185
169913,7,66220,-2.1963813699999997,1195258,17.06,0.00073,11.847387313842773,0.00025289805489592254,1192257,0.0028120302595198154,1.4568078517913818
169937,7,66230,-2.1913340399999996,1195428,17.05,0.00073,22.717208862304688,0.0002600135048851371,1192427,0.0026670314837247133,1.4722720384597778
169962,7,66240,-2.1835949099999996,1195598,17.04,0.00073,7.0230255126953125,0.00024949706858024,1192597,0.002492556581273675,1.4841715097427368
169986,7,66250,-2.1877474400000003,1195769,17.05,0.00073,22.049226760864258,0.00024381162074860185,1192768,0.0021999734453856945,1.4733850955963135
170010,7,66260,-2.18698653,1195939,17.04,0.00073,-37.612857818603516,0.00023879052605479956,1192938,0.00108897197060287,1.4013569355010986
170034,7,66270,-2.18036597,1196110,17.05,0.00073,0.4483184814453125,0.0002448471204843372,1193109,0.001416696235537529,1.4674091339111328
170059,7,66280,-2.17465969,1196280,17.04,0.00073,-3.363365650177002,0.0002533011429477483,1193279,0.002161808777600527,1.4596850872039795
170084,7,66290,-2.1638087200000005,1196450,17.02,0.00073,-23.805978775024414,0.00025371069204993546,1193449,0.0009137659799307585,1.4510349035263062
170108,7,66300,-2.16376299,1196620,17.02,0.00073,-14.150912284851074,0.00025036491570062935,1193619,0.003724813461303711,1.4673924446105957
170132,7,66310,-2.17182838,1196790,17.03,0.00073,-10.546969413757324,0.00023983808932825923,1193789,0.0022952822037041187,1.4662078619003296
170157,7,66320,-2.1726571999999997,1196960,17.02,0.00073,8.788919448852539,0.0002301729837199673,1193959,0.0016237953677773476,1.441287875175476
170181,7,66330,-2.18548885,1197130,17.02,0.00073,-24.184894561767578,0.00023254219559021294,1194129,0.0011134296655654907,1.4144024848937988
170205,7,66340,-2.1841928600000005,1197300,17.02,0.00073,6.305527210235596,0.00024083189782686532,1194299,0.0011604402679949999,1.446416974067688
170230,7,66350,-2.17343898,1197469,17.0,0.00073,10.152624130249023,0.0002389844012213871,1194468,0.002216421067714691,1.4226748943328857
170255,7,66360,-2.17555539,1197639,17.0,0.00073,-14.3638916015625,0.00023638966376893222,1194638,0.002311999909579754,1.4824988842010498
170280,7,66370,-2.18374836,1197811,17.01,0.00073,7.256683349609375,0.00023969312314875424,1194810,0.0027455876115709543,1.4602117538452148
170304,7,66380,-2.1816825399999997,1197982,17.02,0.00073,22.541536331176758,0.00024166176444850862,1194981,0.0011455467902123928,1.4524705410003662
170328,7,66390,-2.18642821,1198151,17.01,0.00073,31.693471908569336,0.00024512887466698885,1195150,0.0017374008893966675,1.4564015865325928
170353,7,66400,-2.20551354,1198322,17.02,0.00073,4.359272003173828,0.00024184414360206574,1195321,0.0020820654463022947,1.420877456665039
170377,7,66410,-2.20524508,1198492,17.02,0.00073,-16.42595672607422,0.0002447693841531873,1195491,0.0008347663097083569,1.4193017482757568
170402,7,66420,-2.20980071,1198663,17.03,0.00073,29.994266510009766,0.00024345333804376423,1195662,0.0021608006209135056,1.4475677013397217
170427,7,66430,-2.22463923,1198835,17.05,0.00073,13.765205383300781,0.0002516215608920902,1195834,0.0023054187186062336,1.4389431476593018
170452,7,66440,-2.2292745000000003,1199005,17.05,0.00073,-20.81243324279785,0.00025087996618822217,1196004,0.002446097321808338,1.4207228422164917
170477,7,66450,-2.24204589,1199177,17.08,0.00073,3.0060763359069824,0.00023880282242316753,1196176,0.0018554902635514736,1.4519143104553223
170502,7,66460,-2.23419111,1199347,17.08,0.00073,38.503883361816406,0.00023120656260289252,1196346,0.001651424914598465,1.4319864511489868
170526,7,66470,-2.2213457800000005,1199516,17.05,0.00073,-9.583932876586914,0.00023956925724633038,1196515,0.0018317487556487322,1.4549081325531006
170551,7,66480,-2.2157955100000004,1199684,17.02,0.00073,-1.675058126449585,0.00023775592853780836,1196683,0.0010765456827357411,1.4314426183700562
170576,7,66490,-2.2294986800000003,1199856,17.05,0.00073,7.134803771972656,0.00024615824804641306,1196855,0.002873355522751808,1.4240630865097046
170601,7,66500,-2.21561495,1200028,17.06,0.00073,-32.85720443725586,0.00024214762379415333,1197027,0.0011296236189082265,1.4186246395111084
170626,7,66510,-2.21183865,1200198,17.06,0.00073,4.374267578125,0.00024344776466023177,1197197,0.0010667291935533285,1.433191180229187
170650,7,66520,-2.20697761,1200369,17.06,0.00073,-30.721609115600586,0.000248120108153671,1197368,0.0018803731072694063,1.4461756944656372
170675,7,66530,-2.19534393,1200542,17.07,0.00073,-10.784972190856934,0.0002487444144207984,1197541,0.0019453172571957111,1.4328457117080688
170699,7,66540,-2.1944367,1200709,17.04,0.00073,-9.59190559387207,0.00024902733275666833,1197708,0.0025163781829178333,1.4280697107315063
170724,7,66550,-2.1930982599999997,1200881,17.04,0.00073,11.052654266357422,0.00025116605684161186,1197880,0.001532349968329072,1.4152519702911377
170749,7,66560,-2.2011137200000004,1201052,17.05,0.00073,-8.822370529174805,0.00025773997185751796,1198051,0.0019604621920734644,1.4749749898910522
170773,7,66570,-2.20643827,1201223,17.07,0.00073,-14.855520248413086,0.00025050700060091913,1198222,0.0014234408736228943,1.4460201263427734
170798,7,66580,-2.2198324099999995,1201394,17.1,0.00073,25.653575897216797,0.00023622807930223644,1198393,0.0010107604321092367,1.3982582092285156
170822,7,66590,-2.1981791900000003,1201564,17.08,0.00073,20.153234481811523,0.00023914102348499,1198563,0.0013433836866170168,1.4656530618667603
170847,7,66600,-2.1835201300000002,1201734,17.06,0.00073,12.61838150024414,0.00023732890258543193,1198733,0.002297184895724058,1.4547746181488037
170871,7,66610,-2.17751334,1201904,17.06,0.00073,-19.123374938964844,0.00023659580620005727,1198903,0.000879518105648458,1.4420206546783447
170896,7,66620,-2.1723156400000003,1202075,17.06,0.00073,24.098411560058594,0.0002347317640669644,1199074,0.0013804573100060225,1.458940029144287
170921,7,66630,-2.15836358,1202246,17.04,0.00073,-1.837677001953125,0.00024555213167332113,1199245,0.001183587359264493,1.4436240196228027
170946,7,66640,-2.1648794899999997,1202417,17.08,0.00073,4.6379241943359375,0.00024433067301288247,1199416,0.0014136235695332289,1.4362951517105103
170970,7,66650,-2.1523515900000003,1202587,17.06,0.00073,18.993410110473633,0.00024680158821865916,1199586,0.0038048303686082363,1.4556517601013184
170994,7,66660,-2.1471946,1202755,17.03,0.00073,-0.8226542472839355,0.00023876001068856567,1199754,0.0011633324902504683,1.4378653764724731
171018,7,66670,-2.1379365599999995,1202924,17.01,0.00073,-22.417564392089844,0.00023318732564803213,1199923,0.001590513507835567,1.458349347114563
171043,7,66680,-2.1291546,1203093,16.99,0.00073,-29.919904708862305,0.0002385494881309569,1200092,0.0014857189962640405,1.4150936603546143
171068,7,66690,-2.1393261299999997,1203264,17.0,0.00073,26.083724975585938,0.0002287606184836477,1200263,0.0030820302199572325,1.4449185132980347
171093,7,66700,-2.1472736800000005,1203435,17.01,0.00073,-41.214141845703125,0.0002336527977604419,1200434,0.0027139908634126186,1.4462577104568481
171117,7,66710,-2.15189987,1203605,17.01,0.00073,13.045480728149414,0.00022626243298873305,1200604,0.0008747612009756267,1.4704698324203491
171145,7,66720,-2.16483068,1203777,17.02,0.00073,17.83916664123535,0.00022882585471961647,1200776,0.0012043806491419673,1.4543393850326538
171173,7,66730,-2.1781628900000003,1203950,17.04,0.00073,1.421928882598877,0.0002469087194185704,1200949,0.001963080605491996,1.4372953176498413
171198,7,66740,-2.1839640100000004,1204122,17.05,0.00073,-9.908271789550781,0.00024480719002895057,1201121,0.0011824083048850298,1.4421660900115967
171222,7,66750,-2.1825462300000003,1204292,17.05,0.00073,-1.31256103515625,0.0002459317911416292,1201291,0.001228357432410121,1.4229623079299927
171247,7,66760,-2.17987664,1204462,17.07,0.00073,-10.665040016174316,0.00024131216923706234,1201461,0.0015602263156324625,1.4215210676193237
171272,7,66770,-2.1851989,1204633,17.09,0.00073,4.110373497009277,0.0002354377502342686,1201632,0.001132323988713324,1.4532864093780518
171296,7,66780,-2.1850799399999996,1204804,17.11,0.00073,13.129876136779785,0.0002283170906594023,1201803,0.0020632531959563494,1.4352445602416992
171321,7,66790,-2.1810088399999996,1204973,17.09,0.00073,-7.010219097137451,0.00022811880626250058,1201972,0.0028054669965058565,1.4300612211227417
171346,7,66800,-2.1928516200000003,1205142,17.07,0.00073,8.05894660949707,0.0002242829359602183,1202141,0.0014697512378916144,1.4651517868041992
171370,7,66810,-2.19327154,1205312,17.07,0.00073,23.634838104248047,0.00023112079361453652,1202311,0.0012885716278105974,1.4225646257400513
171394,7,66820,-2.1824350800000003,1205482,17.05,0.00073,3.0150654315948486,0.00023564958246424794,1202481,0.0014181425794959068,1.459567666053772
171419,7,66830,-2.17054805,1205653,17.03,0.00073,-6.98763370513916,0.00023813056759536266,1202652,0.0009505749330855906,1.443953037261963
171444,7,66840,-2.16048314,1205822,17.0,0.00073,10.617738723754883,0.00023496827634517103,1202821,0.002820040564984083,1.478550910949707
171468,7,66850,-2.16319951,1205992,17.0,0.00073,11.319592475891113,0.0002350198192289099,1202991,0.0027814742643386126,1.4323081970214844
171492,7,66860,-2.1720095900000005,1206163,17.01,0.00073,25.45394515991211,0.0002376885968260467,1203162,0.0015483037568628788,1.457353115081787
171517,7,66870,-2.17076615,1206334,17.01,0.00073,5.174046039581299,0.00024100008886307478,1203333,0.0019045323133468628,1.4403891563415527
171542,7,66880,-2.1735694,1206503,16.99,0.00073,-34.16081619262695,0.00023711602261755615,1203502,0.000881258980371058,1.4080030918121338
171566,7,66890,-2.1725061699999997,1206674,17.01,0.00073,11.37455940246582,0.00023846919066272676,1203673,0.0019457910675555468,1.4564660787582397
171591,7,66900,-2.1571335299999994,1206844,17.02,0.00073,-12.8585844039917,0.0002443178673274815,1203843,0.001216232543811202,1.4293630123138428
171616,7,66910,-2.16831609,1207013,17.01,0.00073,18.244163513183594,0.0002521430724300444,1204012,0.0025007138028740883,1.4296714067459106
171643,7,66920,-2.5314523399999995,1207205,17.23,0.00073,13.536327362060547,0.0002820775844156742,1204204,0.002088173059746623,1.4310636520385742
171671,7,66930,-2.9143302899999997,1207397,17.44,0.00073,2.4512228965759277,0.00030085392063483596,1204396,0.0020249923691153526,1.4651421308517456
171698,7,66940,-3.36534191,1207588,17.66,0.00073,-27.373790740966797,0.0002939056430477649,1204587,0.0017728019738569856,1.4586453437805176
171727,7,66950,-3.55135329,1207787,17.95,0.00073,-31.137075424194336,0.00027802554541267455,1204786,0.0012442806037142873,1.3888568878173828
171752,7,66960,-3.5660131,1207959,17.96,0.00073,22.251142501831055,0.0002822355309035629,1204958,0.0023069477174431086,1.4284311532974243
171776,7,66970,-3.5964874699999996,1208129,17.95,0.00073,-8.40555191040039,0.000288319424726069,1205128,0.0016098176129162312,1.4707205295562744
171800,7,66980,-3.60105912,1208296,17.93,0.00073,5.962449073791504,0.000279244442936033,1205295,0.0043928492814302444,1.453583002090454
171825,7,66990,-3.6008921499999995,1208465,17.91,0.00073,16.600299835205078,0.00027796404901891947,1205464,0.00427423557266593,1.5344210863113403
171849,7,67000,-3.61188786,1208633,17.89,0.00073,6.101739883422852,0.00026778539177030325,1205632,0.0028743238653987646,1.4488657712936401
171874,7,67010,-3.6106190300000005,1208803,17.9,0.00073,-9.698966026306152,0.0002717076276894659,1205802,0.0017090255860239267,1.4762866497039795
171898,7,67020,-3.2534637099999997,1208972,17.67,0.00073,5.4766998291015625,0.0002669755485840142,1205971,0.001784112537279725,1.4653750658035278
171923,7,67030,-2.87354915,1209143,17.46,0.00073,-17.959686279296875,0.0002575900871306658,1206142,0.001875382848083973,1.4118762016296387
171947,7,67040,-2.4231269300000005,1209312,17.24,0.00073,-5.099658012390137,0.00025235285283997655,1206311,0.0013758421409875154,1.4424378871917725
171972,7,67050,-2.2478358800000002,1209482,16.95,0.00073,-6.02903413772583,0.0002575886028353125,1206481,0.002518885303288698,1.4502108097076416
171997,7,67060,-2.236776349999999,1209653,16.94,0.00073,4.600579261779785,0.00027169621898792684,1206652,0.0016712755896151066,1.490709900856018
172022,7,67070,-2.21174185,1209824,16.95,0.00073,7.149120807647705,0.00027089391369372606,1206823,0.001397660351358354,1.426147222518921
172047,7,67080,-2.2149141699999997,1209997,17.01,0.00073,30.731487274169922,0.0002649310335982591,1206996,0.0019097148906439543,1.4560890197753906
172075,7,67090,-2.38213438,1210189,17.24,0.00073,-15.696449279785156,0.000268440751824528,1207188,0.0016838394803926349,1.472970962524414
172106,7,67100,-2.66112054,1210401,17.68,0.00073,7.755252838134766,0.00026246902416460216,1207400,0.0010099303908646107,1.4969849586486816
172135,7,67110,-2.82925923,1210601,17.98,0.00073,-11.293549537658691,0.00028540397761389613,1207600,0.0014070614706724882,1.458591341972351
172159,7,67120,-2.85918462,1210765,17.93,0.00073,17.462696075439453,0.00030933693051338196,1207764,0.00412657018750906,1.4884350299835205
172182,7,67130,-2.89839533,1210927,17.84,0.00073,6.693942070007324,0.00031412558746524155,1207926,0.001839126693084836,1.4729841947555542
172205,7,67140,-2.9556447400000003,1211089,17.77,0.00073,6.531996250152588,0.000323353597195819,1208088,0.0022264416329562664,1.4390158653259277
172230,7,67150,-2.97100472,1211257,17.75,0.00073,-18.212848663330078,0.0003041733580175787,1208256,0.0014048527227714658,1.4568572044372559
172254,7,67160,-2.9756495099999993,1211427,17.74,0.00073,4.078574180603027,0.0002863041590899229,1208426,0.0037682950496673584,1.4339150190353394
172279,7,67170,-2.97767301,1211596,17.72,0.00073,-15.203262329101562,0.0002839458466041833,1208595,0.0027308608405292034,1.458063006401062
172303,7,67180,-2.98479974,1211768,17.71,0.00073,9.213647842407227,0.00027884208247996867,1208767,0.0015646354295313358,1.4776331186294556
172329,7,67190,-2.8364131599999998,1211941,17.52,0.00073,-12.574682235717773,0.00027993289404548705,1208940,0.0031631803140044212,1.4381948709487915
172353,7,67200,-2.5500632899999998,1212111,17.1,0.00073,3.6250898838043213,0.0002701996127143502,1209110,0.002483796328306198,1.488480806350708
172377,7,67210,-2.39623233,1212284,16.83,0.00073,7.850556373596191,0.00026645156322047114,1209283,0.002363355830311775,1.4658846855163574
172402,7,67220,-2.3600737499999997,1212454,16.89,0.00073,13.776084899902344,0.0002655841817613691,1209453,0.003172617405653,1.4676367044448853
172427,7,67230,-2.32786349,1212626,16.99,0.00073,18.419498443603516,0.00026550822076387703,1209625,0.0013741707662120461,1.4800190925598145
172451,7,67240,-2.27277729,1212797,17.08,0.00073,-19.839214324951172,0.0002710006374400109,1209796,0.0012534838169813156,1.4300358295440674
172476,7,67250,-2.2595913999999997,1212969,17.12,0.00073,-6.159636497497559,0.000258781568845734,1209968,0.002042702864855528,1.4746803045272827
172501,7,67260,-2.2542771399999997,1213141,17.14,0.00073,-21.321674346923828,0.0002556162071414292,1210140,0.0014810613356530666,1.4298592805862427
172526,7,67270,-2.2452771,1213311,17.15,0.00073,-17.133094787597656,0.00025781223666854203,1210310,0.0046014608815312386,1.4348913431167603
172550,7,67280,-2.2256580099999996,1213481,17.13,0.00073,16.17721176147461,0.0002613602264318615,1210480,0.0026212017983198166,1.5206775665283203
172576,7,67290,-2.20627116,1213651,17.1,0.00073,-15.364740371704102,0.0002588240022305399,1210650,0.0018259350908920169,1.4793479442596436
