rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/episodes,time/fps,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/actor_loss,train/n_updates
1323.3736884200002,41.82,207606,28186,4840,7,0.00073,190.00218200683594,0.7024147510528564,0.1609664410352707,-466.2465515136719,204605
1338.94061062,41.78,208038,28246,4850,7,0.00073,241.43255615234375,-1.0219309329986572,0.18325865268707275,-519.858642578125,205037
1225.29275416,42.53,208528,28314,4860,7,0.00073,261.52294921875,1.2575647830963135,0.16409558057785034,-550.6051635742188,205527
1096.1104502000003,43.07,209028,28383,4870,7,0.00073,259.7513732910156,-6.447121620178223,0.1573532670736313,-542.830810546875,206027
1032.11127842,43.53,209528,28452,4880,7,0.00073,268.6225280761719,3.7105534076690674,0.15896303951740265,-556.3102416992188,206527
980.5613808500001,43.87,210028,28522,4890,7,0.00073,263.2900695800781,0.1916656196117401,0.14843662083148956,-544.92529296875,207027
929.77357473,44.75,210528,28591,4900,7,0.00073,218.84629821777344,-4.16025447845459,0.1423194706439972,-529.8087158203125,207527
894.0556720800002,45.76,211028,28660,4910,7,0.00073,180.54971313476562,-5.330003261566162,0.12859998643398285,-472.0721435546875,208027
882.81632557,46.11,211435,28716,4920,7,0.00073,207.02606201171875,-6.910221099853516,0.12478185445070267,-468.25115966796875,208434
881.5644143300001,46.46,211860,28774,4930,7,0.00073,303.51470947265625,-4.36695671081543,0.12473985552787781,-465.96728515625,208859
868.8304174300001,46.81,212287,28833,4940,7,0.00073,250.20855712890625,-3.639204263687134,0.12257254868745804,-460.3594970703125,209286
855.3784002200002,46.72,212710,28893,4950,7,0.00073,222.24118041992188,-0.8839876055717468,0.12271252274513245,-458.7188720703125,209709
941.98068371,46.19,213147,28955,4960,7,0.00073,167.94454956054688,-4.007699966430664,0.12596191465854645,-414.496337890625,210146
1070.4616410899998,45.33,213561,29012,4970,7,0.00073,229.66860961914062,-2.1630332469940186,0.12642067670822144,-422.29241943359375,210560
1128.3649706999997,44.52,213980,29070,4980,7,0.00073,235.9959716796875,-1.376890778541565,0.13177865743637085,-438.0625915527344,210979
1044.9469648699999,44.22,214450,29136,4990,7,0.00073,176.49221801757812,3.241332530975342,0.13959942758083344,-442.0306701660156,211449
951.2253153199999,44.22,214950,29205,5000,7,0.00073,220.47994995117188,1.3559033870697021,0.13394047319889069,-431.265869140625,211949
944.4363872299999,43.75,215403,29268,5010,7,0.00073,164.23135375976562,-3.1815998554229736,0.13406789302825928,-436.92584228515625,212402
965.58311628,43.69,215804,29323,5020,7,0.00073,243.11651611328125,-5.563436508178711,0.13650597631931305,-427.7806091308594,212803
979.9706275000001,43.86,216246,29384,5030,7,0.00073,235.9771270751953,2.7141666412353516,0.13326124846935272,-423.4525451660156,213245
985.42245253,44.46,216733,29451,5040,7,0.00073,169.41758728027344,-1.3128081560134888,0.13713350892066956,-416.2218322753906,213732
996.52200416,45.12,217222,29519,5050,7,0.00073,191.65652465820312,-2.5099172592163086,0.132012739777565,-429.7133483886719,214221
1038.1242459300001,45.58,217705,29586,5060,7,0.00073,153.45785522460938,-3.572767496109009,0.1307465136051178,-402.8286437988281,214704
1055.25257048,46.3,218191,29654,5070,7,0.00073,218.4610595703125,5.8368306159973145,0.13332496583461761,-458.10589599609375,215190
1093.5514910000002,46.71,218651,29718,5080,7,0.00073,256.5769348144531,-3.409590244293213,0.13370569050312042,-411.87200927734375,215650
1227.37349584,46.41,219091,29779,5090,7,0.00073,174.17239379882812,2.567748546600342,0.1369778960943222,-430.49090576171875,216090
1332.2247282300002,46.01,219551,29843,5100,7,0.00073,235.5245361328125,-1.7877033948898315,0.14084160327911377,-445.97271728515625,216550
1284.50079776,46.48,220051,29913,5110,7,0.00073,327.0340576171875,1.8280420303344727,0.13473597168922424,-451.21673583984375,217050
1241.12443555,46.67,220471,29972,5120,7,0.00073,177.6939697265625,-5.974290370941162,0.13729773461818695,-394.3821105957031,217470
1236.94632721,46.97,220943,30038,5130,7,0.00073,238.63406372070312,3.8982973098754883,0.13722090423107147,-443.1441955566406,217942
1247.20961324,46.52,221385,30099,5140,7,0.00073,186.06991577148438,-3.4806969165802,0.13815952837467194,-408.4067687988281,218384
1241.7465425599999,46.13,221835,30161,5150,7,0.00073,195.87303161621094,1.4481525421142578,0.1368277370929718,-438.4980773925781,218834
1235.6869249999997,45.31,222236,30218,5160,7,0.00073,279.9021911621094,0.5583446025848389,0.1398598998785019,-422.66229248046875,219235
1238.50770124,44.61,222652,30278,5170,7,0.00073,185.35333251953125,0.8044294118881226,0.13590289652347565,-409.388916015625,219651
1242.76402091,44.13,223064,30337,5180,7,0.00073,199.92669677734375,5.955625534057617,0.13986314833164215,-448.38226318359375,220063
1254.04880826,44.16,223507,30399,5190,7,0.00073,185.43173217773438,-4.187253475189209,0.1486515998840332,-450.28570556640625,220506
1297.7204248500002,44.21,223972,30464,5200,7,0.00073,242.02569580078125,2.9462478160858154,0.14969880878925323,-444.3935546875,220971
1384.73631853,44.16,224467,30534,5210,7,0.00073,279.07977294921875,1.4434632062911987,0.15310236811637878,-485.07489013671875,221466
1367.7655206999998,44.96,224967,30604,5220,7,0.00073,255.11624145507812,1.3994040489196777,0.16370216012001038,-506.76715087890625,221966
1258.66213518,45.24,225467,30675,5230,7,0.00073,302.7010498046875,2.1855902671813965,0.1662379950284958,-506.5205078125,222466
1117.18555941,45.82,225967,30745,5240,7,0.00073,287.8854675292969,2.8968398571014404,0.17332923412322998,-522.7869262695312,222966
983.3741069,45.99,226434,30810,5250,7,0.00073,279.8763122558594,2.7187626361846924,0.17471082508563995,-552.7383422851562,223433
880.92615,46.98,226934,30880,5260,7,0.00073,300.3887634277344,-3.336129665374756,0.1646946221590042,-518.0963134765625,223933
827.84796882,47.82,227434,30951,5270,7,0.00073,401.5699462890625,-4.3090314865112305,0.15944960713386536,-519.1030883789062,224433
814.1191529099998,48.7,227934,31021,5280,7,0.00073,279.06988525390625,-1.8555948734283447,0.1600114107131958,-518.98681640625,224933
788.75300267,49.27,228434,31092,5290,7,0.00073,416.16705322265625,-0.36230480670928955,0.16216370463371277,-522.0894165039062,225433
763.71367344,49.62,228934,31162,5300,7,0.00073,212.2314453125,-4.756019115447998,0.16229121387004852,-509.970703125,225933
735.40414132,49.67,229434,31232,5310,7,0.00073,246.50930786132812,-4.5608415603637695,0.16706357896327972,-544.0972900390625,226433
771.34223241,49.67,229934,31302,5320,7,0.00073,233.9521026611328,-0.2033853530883789,0.16788636147975922,-541.3423461914062,226933
770.45982631,49.67,230434,31373,5330,7,0.00073,250.30206298828125,-5.500754356384277,0.15897232294082642,-515.1539916992188,227433
771.10922431,49.67,230934,31442,5340,7,0.00073,271.809326171875,-0.32713988423347473,0.14962515234947205,-528.4143676757812,227933
811.18914735,50.0,231434,31512,5350,7,0.00073,245.34420776367188,3.9605979919433594,0.15236060321331024,-525.560791015625,228433
889.92476503,50.0,231934,31582,5360,7,0.00073,198.54385375976562,-1.4223583936691284,0.14860865473747253,-502.8648376464844,228933
926.1894949400001,50.0,232434,31651,5370,7,0.00073,204.41494750976562,-0.27997899055480957,0.14690567553043365,-499.58489990234375,229433
939.2701152400001,50.0,232934,31721,5380,7,0.00073,224.08062744140625,-1.902388334274292,0.14880560338497162,-520.1264038085938,229933
969.8779974699999,50.0,233434,31791,5390,7,0.00073,205.74649047851562,-0.3887443244457245,0.15203958749771118,-520.6458129882812,230433
991.15508543,50.0,233934,31861,5400,7,0.00073,212.0098876953125,1.1527724266052246,0.1505245864391327,-526.2522583007812,230933
1035.2760219000002,49.99,234433,31932,5410,7,0.00073,252.70718383789062,-0.2752841114997864,0.1514476239681244,-523.3154296875,231432
1062.02985938,49.93,234927,32000,5420,7,0.00073,320.386962890625,5.038273334503174,0.15212222933769226,-518.265869140625,231926
1165.65834602,49.93,235427,32070,5430,7,0.00073,203.1026153564453,1.5624210834503174,0.1550411880016327,-516.019775390625,232426
1312.17443867,49.93,235927,32139,5440,7,0.00073,201.89080810546875,-4.8064069747924805,0.15963318943977356,-535.5272216796875,232926
1419.3373263299998,49.82,236416,32207,5450,7,0.00073,228.74801635742188,-0.7780486345291138,0.15575027465820312,-530.2774047851562,233415
1442.0132879600005,49.72,236906,32276,5460,7,0.00073,243.5911407470703,-2.5862650871276855,0.15649954974651337,-530.0464477539062,233905
1452.83019959,49.65,237399,32344,5470,7,0.00073,192.61941528320312,0.45529645681381226,0.15588606894016266,-538.4642944335938,234398
1451.64003295,49.52,237886,32412,5480,7,0.00073,299.6636962890625,2.2416892051696777,0.15337128937244415,-567.9628295898438,234885
1446.9809089499997,49.42,238376,32481,5490,7,0.00073,226.29306030273438,-0.7666735053062439,0.1554384082555771,-567.2779541015625,235375
1421.5014845900002,49.35,238869,32549,5500,7,0.00073,297.6183166503906,-0.9016076922416687,0.14980286359786987,-564.9221801757812,235868
1418.17863916,49.36,239369,32619,5510,7,0.00073,310.56768798828125,0.345524400472641,0.15213242173194885,-596.3693237304688,236368
1420.5469211799998,48.91,239818,32683,5520,7,0.00073,278.25665283203125,3.3732094764709473,0.15691225230693817,-564.6112670898438,236817
1283.5992360599998,48.91,240318,32753,5530,7,0.00073,283.171875,-3.1891281604766846,0.16587519645690918,-592.13330078125,237317
1137.2822626799998,48.91,240818,32823,5540,7,0.00073,215.88328552246094,1.785247802734375,0.15494056046009064,-585.6874389648438,237817
1029.12701521,48.92,241308,32891,5550,7,0.00073,247.2744598388672,0.9834426641464233,0.15674035251140594,-514.3302612304688,238307
1046.6955993000001,48.64,241770,32956,5560,7,0.00073,265.1231994628906,0.4748081564903259,0.1581985205411911,-555.8265991210938,238769
1058.36564005,48.08,242207,33017,5570,7,0.00073,236.28126525878906,2.314094066619873,0.16313011944293976,-555.8606567382812,239206
1057.18712906,47.97,242683,33084,5580,7,0.00073,224.8955841064453,2.7633466720581055,0.1566351354122162,-550.2353515625,239682
1047.9223094299998,48.07,243183,33154,5590,7,0.00073,281.04888916015625,2.040926218032837,0.16184861958026886,-550.9631958007812,240182
1066.5655385899997,48.14,243683,33224,5600,7,0.00073,245.44708251953125,1.1522704362869263,0.16309505701065063,-548.341796875,240682
1062.2471170699998,48.14,244183,33295,5610,7,0.00073,233.0950927734375,-1.2194026708602905,0.16427280008792877,-564.1262817382812,241182
1045.9557013499998,48.65,244683,33365,5620,7,0.00073,340.7646789550781,-5.725551605224609,0.1627115160226822,-551.489501953125,241682
1184.8447259599998,48.65,245183,33436,5630,7,0.00073,178.4527587890625,-1.799784779548645,0.15795068442821503,-514.2071533203125,242182
1331.28243422,48.65,245683,33507,5640,7,0.00073,232.36402893066406,2.894834518432617,0.15142464637756348,-554.0234375,242682
1431.7377356599995,48.75,246183,33577,5650,7,0.00073,205.63963317871094,1.1085312366485596,0.14782081544399261,-506.908447265625,243182
1417.55067815,49.13,246683,33648,5660,7,0.00073,249.00784301757812,-2.6115851402282715,0.14614328742027283,-515.9088134765625,243682
1409.43675542,49.76,247183,33719,5670,7,0.00073,210.0596466064453,-3.2173209190368652,0.14787410199642181,-505.7991943359375,244182
1407.6505903500001,50.0,247683,33790,5680,7,0.00073,237.46701049804688,2.5639195442199707,0.14620262384414673,-542.615966796875,244682
1410.7869516799997,50.0,248183,33860,5690,7,0.00073,241.07769775390625,1.8320425748825073,0.14888699352741241,-531.0343627929688,245182
1422.7730847700002,50.0,248683,33931,5700,7,0.00073,265.90045166015625,0.6768591403961182,0.15311813354492188,-573.1219482421875,245682
1427.23754063,49.93,249176,34000,5710,7,0.00073,339.7021484375,0.9246863126754761,0.15300947427749634,-559.3528442382812,246175
1440.3411221300003,49.93,249676,34070,5720,7,0.00073,283.17437744140625,-1.8829646110534668,0.17033471167087555,-619.4591064453125,246675
1445.6903224699997,49.9,250173,34139,5730,7,0.00073,273.97265625,-0.0026055574417114258,0.1880834996700287,-666.6943359375,247172
1435.46228048,49.9,250673,34214,5740,7,0.00073,402.08770751953125,2.0892844200134277,0.2383960783481598,-676.2982788085938,247672
1319.0948004599995,49.9,251173,34290,5750,7,0.00073,435.3594055175781,1.2394499778747559,0.23808075487613678,-786.5343017578125,248172
1173.3792442299998,49.9,251673,34361,5760,7,0.00073,331.16064453125,0.05498236417770386,0.21747414767742157,-820.520263671875,248672
1027.9066691100002,49.9,252173,34432,5770,7,0.00073,982.918701171875,-0.9182693958282471,0.21784032881259918,-837.18017578125,249172
936.3298938099998,49.9,252673,34502,5780,7,0.00073,603.549072265625,-3.0011699199676514,0.2180582880973816,-837.9545288085938,249672
889.7256522600001,49.9,253173,34573,5790,7,0.00073,440.88421630859375,-0.603294312953949,0.20746952295303345,-823.1482543945312,250172
836.7214851800001,49.9,253673,34643,5800,7,0.00073,739.3515625,-2.433779716491699,0.2039775848388672,-881.8547973632812,250672
687.2565778600001,49.97,254173,34713,5810,7,0.00073,506.18682861328125,0.9616938829421997,0.2168000340461731,-905.8256225585938,251172
536.47287024,49.97,254673,34783,5820,7,0.00073,1910.226318359375,-2.1294453144073486,0.24201416969299316,-1007.8291625976562,251672
389.02197573000007,50.0,255173,34854,5830,7,0.00073,597.1053466796875,-0.4608466625213623,0.2589343786239624,-1015.2705078125,252172
251.58840483,50.0,255673,34924,5840,7,0.00073,860.7896728515625,-0.40383094549179077,0.25952664017677307,-1050.9971923828125,252672
224.78368313000001,49.83,256156,34992,5850,7,0.00073,843.5318603515625,-0.7983415722846985,0.25663402676582336,-975.4054565429688,253155
225.56186919,49.83,256656,35062,5860,7,0.00073,497.6558837890625,-1.4403014183044434,0.2327035516500473,-965.2217407226562,253655
280.26698624,49.83,257156,35132,5870,7,0.00073,472.9019775390625,4.232423782348633,0.21527539193630219,-895.4868774414062,254155
307.64268276,49.83,257656,35202,5880,7,0.00073,473.3617248535156,3.159447193145752,0.206304669380188,-843.6521606445312,254655
307.38428094000005,49.83,258156,35272,5890,7,0.00073,1099.680419921875,-3.6243736743927,0.19867026805877686,-804.2646484375,255155
320.23788845,49.83,258656,35343,5900,7,0.00073,374.9312744140625,0.6165823936462402,0.17914915084838867,-761.5224609375,255655
458.1543653800001,49.83,259156,35414,5910,7,0.00073,370.9573974609375,0.7876983284950256,0.17217093706130981,-732.6619873046875,256155
614.06598279,49.83,259656,35484,5920,7,0.00073,268.00250244140625,-2.556652069091797,0.1650121659040451,-694.0457153320312,256655
767.94652965,49.83,260156,35554,5930,7,0.00073,305.326416015625,0.08184480667114258,0.1685921847820282,-684.94677734375,257155
924.2065946199999,49.83,260656,35624,5940,7,0.00073,262.4112243652344,-4.08144474029541,0.16936950385570526,-717.9871215820312,257655
1064.91927992,50.0,261156,35694,5950,7,0.00073,304.20660400390625,-1.4710607528686523,0.17154669761657715,-762.6862182617188,258155
1199.27001067,50.0,261656,35764,5960,7,0.00073,361.1740417480469,4.848825454711914,0.1715349555015564,-756.6856689453125,258655
1278.4455901899998,50.0,262156,35835,5970,7,0.00073,353.706298828125,2.8913354873657227,0.1815897524356842,-755.3920288085938,259155
1325.1140004800002,50.0,262656,35905,5980,7,0.00073,356.4980163574219,0.8694508075714111,0.18700732290744781,-745.4784545898438,259655
1362.9337667699997,50.0,263156,35975,5990,7,0.00073,411.67108154296875,-1.3267643451690674,0.18812590837478638,-784.7548217773438,260155
1276.66074627,48.13,263469,36020,6000,7,0.00073,336.1460266113281,1.7672423124313354,0.19109857082366943,-824.945068359375,260468
1142.69291466,44.61,263617,36040,6010,7,0.00073,599.25634765625,-0.7234833240509033,0.19494251906871796,-808.3449096679688,260616
989.81769036,41.94,263850,36073,6020,7,0.00073,402.208740234375,-1.8396457433700562,0.19521306455135345,-854.7188720703125,260849
837.31845529,41.94,264350,36143,6030,7,0.00073,340.6009826660156,-0.3693779706954956,0.1871860921382904,-791.1749877929688,261349
680.91426385,41.94,264850,36214,6040,7,0.00073,579.8463134765625,1.9634747505187988,0.17947138845920563,-775.8373413085938,261849
595.7637502599998,41.94,265350,36284,6050,7,0.00073,363.8004150390625,0.29131877422332764,0.1850956380367279,-770.0941772460938,262349
522.13413224,41.94,265850,36354,6060,7,0.00073,417.56561279296875,0.6286177635192871,0.1899726837873459,-757.0455932617188,262849
487.45738474999996,41.94,266350,36424,6070,7,0.00073,309.67205810546875,-0.7243680953979492,0.17872995138168335,-714.3850708007812,263349
504.40458190000004,41.94,266850,36495,6080,7,0.00073,303.4290771484375,-0.013188779354095459,0.17603687942028046,-670.5269775390625,263849
527.56051946,41.94,267350,36565,6090,7,0.00073,330.98406982421875,7.594115257263184,0.16819389164447784,-687.3159790039062,264349
664.571048,43.81,267850,36635,6100,7,0.00073,340.794677734375,-0.18125680088996887,0.16492781043052673,-676.44775390625,264849
823.32566494,47.33,268350,36706,6110,7,0.00073,231.02084350585938,2.0972237586975098,0.15689337253570557,-646.09619140625,265349
982.9309576300002,50.0,268850,36776,6120,7,0.00073,204.6599884033203,-1.010750412940979,0.15326915681362152,-627.19189453125,265849
1143.6018355400001,50.0,269350,36847,6130,7,0.00073,227.90884399414062,-2.0506742000579834,0.15205402672290802,-589.3394775390625,266349
1302.2454994000002,50.0,269850,36917,6140,7,0.00073,420.51190185546875,-6.665579319000244,0.1494894027709961,-602.529052734375,266849
1406.32330217,50.0,270350,36987,6150,7,0.00073,244.41790771484375,-3.5465972423553467,0.14958173036575317,-587.6240234375,267349
1497.1320856199998,50.0,270850,37057,6160,7,0.00073,322.6329040527344,5.398148059844971,0.14651446044445038,-608.957275390625,267849
1550.0576893300001,50.0,271350,37128,6170,7,0.00073,251.00762939453125,-0.6959895491600037,0.14666786789894104,-590.08544921875,268349
1560.028816,50.0,271850,37198,6180,7,0.00073,238.48028564453125,-0.10846567153930664,0.15113379061222076,-560.3905029296875,268849
1556.02614757,50.0,272350,37268,6190,7,0.00073,262.49871826171875,-0.19129467010498047,0.14685605466365814,-574.060302734375,269349
1543.4611937599998,50.0,272850,37338,6200,7,0.00073,247.39781188964844,1.463195562362671,0.14705607295036316,-571.457763671875,269849
1538.79931458,50.0,273350,37408,6210,7,0.00073,231.81385803222656,-1.7894152402877808,0.1504639834165573,-580.6029663085938,270349
1532.0037472200004,50.0,273850,37479,6220,7,0.00073,291.13031005859375,-0.41327548027038574,0.15236468613147736,-587.0623779296875,270849
1523.4148519500004,50.0,274350,37549,6230,7,0.00073,302.4144287109375,-2.3791182041168213,0.15236081182956696,-557.2837524414062,271349
1512.0943699499996,50.0,274850,37620,6240,7,0.00073,262.2176818847656,-2.527855157852173,0.1509680449962616,-587.2230224609375,271849
1501.71017342,50.0,275350,37690,6250,7,0.00073,195.9639129638672,-2.33205509185791,0.14936713874340057,-552.8226928710938,272349
1516.7938088800001,49.91,275841,37759,6260,7,0.00073,234.24868774414062,-3.215635299682617,0.14947016537189484,-574.0770263671875,272840
1516.2085072799998,49.91,276341,37829,6270,7,0.00073,196.38925170898438,0.19519451260566711,0.15069282054901123,-566.6376953125,273340
1520.2627727899996,49.75,276825,37897,6280,7,0.00073,358.0050964355469,1.639570951461792,0.15118975937366486,-555.8814697265625,273824
1524.3989490600004,49.68,277318,37967,6290,7,0.00073,287.7882080078125,2.42997407913208,0.1585000902414322,-568.57470703125,274317
1528.2568495899998,49.6,277810,38036,6300,7,0.00073,233.07379150390625,-1.9001286029815674,0.16707615554332733,-549.0218505859375,274809
1516.16538873,49.35,278285,38104,6310,7,0.00073,287.4886474609375,3.4544625282287598,0.17137634754180908,-571.9222412109375,275284
1496.8345464799997,49.35,278785,38174,6320,7,0.00073,395.0212707519531,2.8388478755950928,0.19129367172718048,-611.5632934570312,275784
1465.6092072899999,49.35,279285,38244,6330,7,0.00073,409.025634765625,3.4522147178649902,0.21085278689861298,-673.705810546875,276284
1336.49888296,47.06,279556,38282,6340,7,0.00073,359.9391174316406,-5.131880760192871,0.22149163484573364,-677.317626953125,276555
1187.0795871600003,46.3,279980,38341,6350,7,0.00073,479.199462890625,-0.485853910446167,0.21035972237586975,-725.2420654296875,276979
1030.4161405,46.39,280480,38410,6360,7,0.00073,377.08404541015625,-0.2622833549976349,0.20685571432113647,-744.145263671875,277479
984.0561146799997,46.39,280980,38480,6370,7,0.00073,323.2657775878906,-3.640054225921631,0.20328308641910553,-746.2887573242188,277979
941.53314064,46.55,281480,38550,6380,7,0.00073,333.028564453125,-1.5199916362762451,0.19418050348758698,-711.006103515625,278479
925.4785251200001,46.62,281980,38620,6390,7,0.00073,395.90008544921875,-0.4691585600376129,0.19429650902748108,-730.9768676757812,278979
920.65728255,46.7,282480,38690,6400,7,0.00073,504.84942626953125,-0.9481951594352722,0.19346655905246735,-692.553955078125,279479
831.5800707800001,46.95,282980,38760,6410,7,0.00073,524.3934326171875,-3.1614584922790527,0.2210274040699005,-731.198486328125,279979
699.2233404200001,46.95,283480,38830,6420,7,0.00073,577.0425415039062,2.262608289718628,0.23062075674533844,-772.2643432617188,280479
580.33609182,46.81,283966,38897,6430,7,0.00073,738.1358642578125,1.508739948272705,0.2392820566892624,-863.9328002929688,280965
563.71666182,49.1,284466,38967,6440,7,0.00073,748.2808837890625,-0.12872076034545898,0.25676149129867554,-867.3094482421875,281465
563.3790412,49.86,284966,39039,6450,7,0.00073,737.7860107421875,0.9565219879150391,0.2605096101760864,-932.55859375,281965
553.2184994,49.86,285466,39110,6460,7,0.00073,642.3665771484375,0.22123003005981445,0.2678571343421936,-959.0994873046875,282465
503.66399081000003,49.75,285955,39179,6470,7,0.00073,562.5208740234375,-1.9438927173614502,0.26133283972740173,-977.894287109375,282954
385.3300368299999,49.75,286455,39250,6480,7,0.00073,690.1963500976562,-1.0723249912261963,0.2593253254890442,-1031.8453369140625,283454
243.13077356000005,49.75,286955,39320,6490,7,0.00073,797.2919921875,2.469973564147949,0.24110111594200134,-987.7750854492188,283954
93.17708726000002,49.75,287455,39391,6500,7,0.00073,539.44677734375,1.0380802154541016,0.23287340998649597,-970.8154296875,284454
38.602550289999996,49.75,287955,39460,6510,7,0.00073,477.627685546875,0.39633917808532715,0.2329937070608139,-949.7855834960938,284954
142.47547042,49.75,288455,39531,6520,7,0.00073,1196.7509765625,0.4533082842826843,0.2256365865468979,-954.5890502929688,285454
269.00132268,49.89,288955,39602,6530,7,0.00073,530.7142333984375,1.904237151145935,0.2247633934020996,-914.564697265625,285954
407.73292686,49.89,289455,39672,6540,7,0.00073,597.6934814453125,-1.4086081981658936,0.22373880445957184,-832.4056396484375,286454
543.4928155499999,49.89,289955,39742,6550,7,0.00073,657.2232055664062,-1.0041004419326782,0.227779820561409,-859.7260131835938,286954
642.61243365,49.89,290455,39812,6560,7,0.00073,418.83013916015625,-1.9112720489501953,0.22234824299812317,-907.5846557617188,287454
586.10008309,50.0,290955,39882,6570,7,0.00073,353.465576171875,-2.0119588375091553,0.19707876443862915,-881.025634765625,287954
588.3884021099999,50.0,291455,39952,6580,7,0.00073,337.840087890625,-2.6126532554626465,0.18575751781463623,-833.587890625,288454
632.8330300499999,50.0,291955,40022,6590,7,0.00073,321.2709655761719,1.6679133176803589,0.18977057933807373,-809.8593139648438,288954
773.1916368199999,50.0,292455,40092,6600,7,0.00073,1720.19921875,3.440791606903076,0.1824270486831665,-797.4102783203125,289454
915.5879956799997,50.0,292955,40163,6610,7,0.00073,531.0459594726562,-2.076032876968384,0.18486341834068298,-764.42333984375,289954
951.31679806,50.0,293455,40233,6620,7,0.00073,398.0850524902344,-4.714585781097412,0.18495219945907593,-751.98193359375,290454
968.9819444700001,50.0,293955,40303,6630,7,0.00073,396.2933654785156,0.6713182926177979,0.18307362496852875,-720.4199829101562,290954
972.8043755700002,50.0,294455,40373,6640,7,0.00073,411.7794189453125,2.2030367851257324,0.17707066237926483,-730.3524169921875,291454
984.3597950799999,50.0,294955,40444,6650,7,0.00073,309.5137939453125,2.638439893722534,0.1721573770046234,-737.5101928710938,291954
1037.07692384,49.93,295448,40513,6660,7,0.00073,313.0667724609375,-2.754486560821533,0.16730526089668274,-671.9600830078125,292447
1189.79790164,49.93,295948,40584,6670,7,0.00073,244.035400390625,-4.313051700592041,0.17071105539798737,-645.9013671875,292947
1337.16692296,49.93,296448,40655,6680,7,0.00073,366.0720520019531,0.40138018131256104,0.1665755659341812,-671.879638671875,293447
1445.6622904499998,49.93,296948,40725,6690,7,0.00073,232.35552978515625,3.243455410003662,0.16462965309619904,-664.6141967773438,293947
1461.5446613300003,49.93,297448,40796,6700,7,0.00073,275.3779602050781,2.804215669631958,0.16817240417003632,-658.7716064453125,294447
1467.5663432,49.93,297948,40866,6710,7,0.00073,225.25677490234375,-0.49150586128234863,0.16943103075027466,-644.3899536132812,294947
1472.2871847000001,49.93,298448,40936,6720,7,0.00073,316.4778747558594,2.0909314155578613,0.16413696110248566,-641.7026977539062,295447
1474.5037636400002,49.93,298948,41005,6730,7,0.00073,294.0385437011719,0.42407238483428955,0.16315816342830658,-629.639892578125,295947
1485.29925225,49.93,299448,41075,6740,7,0.00073,643.9539794921875,-1.219608187675476,0.16369882225990295,-648.9965209960938,296447
1487.0449354500001,49.93,299948,41144,6750,7,0.00073,501.15020751953125,-1.274437665939331,0.1750187873840332,-685.3517456054688,296947
1473.3817479000002,50.0,300448,41215,6760,7,0.00073,257.3327941894531,-0.3492157459259033,0.17846331000328064,-710.5952758789062,297447
1444.50460812,50.0,300948,41285,6770,7,0.00073,307.4600830078125,2.819218635559082,0.17873701453208923,-682.8138427734375,297947
1405.5067782900003,50.0,301448,41355,6780,7,0.00073,429.64532470703125,1.3094701766967773,0.17624139785766602,-730.601318359375,298447
1368.8714858500002,50.0,301948,41426,6790,7,0.00073,453.6363525390625,-2.2054686546325684,0.1880069375038147,-726.2241821289062,298947
1337.96530131,50.0,302448,41497,6800,7,0.00073,273.38421630859375,-0.9204549789428711,0.18443483114242554,-768.357177734375,299447
1307.81332531,50.0,302948,41568,6810,7,0.00073,282.3994140625,5.245384693145752,0.18192991614341736,-772.30029296875,299947
1273.8930702799998,50.0,303448,41638,6820,7,0.00073,327.7716979980469,2.9569640159606934,0.17865772545337677,-742.2649536132812,300447
1258.2079947000002,50.0,303948,41709,6830,7,0.00073,265.157958984375,-1.9150447845458984,0.17517036199569702,-738.0082397460938,300947
1257.51024837,50.0,304448,41780,6840,7,0.00073,295.95477294921875,0.902113676071167,0.17439481616020203,-719.8724365234375,301447
1265.8163133300002,49.94,304942,41849,6850,7,0.00073,281.26055908203125,-1.9836547374725342,0.166718989610672,-714.3052978515625,301941
1266.7363162,49.94,305442,41919,6860,7,0.00073,281.76678466796875,2.579965591430664,0.1593254953622818,-697.4907836914062,302441
1287.27942315,49.92,305940,41991,6870,7,0.00073,278.82354736328125,-0.10171234607696533,0.15668867528438568,-644.1325073242188,302939
1349.92119271,49.89,306437,42066,6880,7,0.00073,308.004150390625,1.7080376148223877,0.1521836668252945,-642.6817016601562,303436
1396.6286625400003,49.89,306937,42138,6890,7,0.00073,229.91265869140625,-1.7813332080841064,0.15160804986953735,-635.2636108398438,303936
1434.4667222399999,49.85,307433,42209,6900,7,0.00073,274.5884094238281,1.9985800981521606,0.14607606828212738,-626.0489501953125,304432
1487.59599675,49.65,307913,42277,6910,7,0.00073,314.0472412109375,-0.5167890787124634,0.1494135856628418,-607.5594482421875,304912
1545.04572087,49.55,308403,42346,6920,7,0.00073,250.555419921875,0.6054762601852417,0.1514817178249359,-632.8868408203125,305402
1573.7488638000002,49.55,308903,42417,6930,7,0.00073,300.655029296875,4.1684184074401855,0.15284058451652527,-630.8432006835938,305902
1577.53628949,49.42,309390,42486,6940,7,0.00073,218.54031372070312,-3.2235429286956787,0.15493811666965485,-612.3584594726562,306389
1578.9221301500002,49.48,309890,42557,6950,7,0.00073,230.7101593017578,-0.530960202217102,0.15385432541370392,-623.1607666015625,306889
