time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,train/ent_coef,train/n_updates,train/ent_coef_loss,train/critic_loss
26650,-2.7030637900000003,14.88,423923,6,60699,0.00073,1.9605436325073242,0.00030639738542959094,420922,8.25922966003418,0.00434712041169405
26660,-2.7096981600000003,14.79,424064,6,60720,0.00073,1.9237866401672363,0.00029897133936174214,421063,0.3168022632598877,0.004260725807398558
26670,-2.705179389999999,14.75,424212,6,60742,0.00073,1.9700193405151367,0.0002917266683652997,421211,-13.618864059448242,0.004319216124713421
26680,-2.70161955,14.73,424361,6,60764,0.00073,1.8969292640686035,0.00029837802867405117,421360,-16.5644474029541,0.003081351052969694
26690,-2.67427675,14.68,424508,6,60786,0.00073,1.9427908658981323,0.00030247069662436843,421507,0.2296767234802246,0.002991665620356798
26700,-2.6818316200000005,14.71,424659,6,60808,0.00073,1.9347225427627563,0.00029702094616368413,421658,-13.443665504455566,0.002437642775475979
26710,-2.6657796500000006,14.74,424810,6,60830,0.00073,1.9509129524230957,0.00028649260639213026,421809,0.8926105499267578,0.0029119648970663548
26720,-2.6656345200000002,14.75,424958,6,60852,0.00073,1.9987614154815674,0.0002915014047175646,421957,17.02579689025879,0.004533768631517887
26730,-2.6491606800000005,14.77,425107,6,60873,0.00073,1.9038881063461304,0.00029375069425441325,422106,-25.368806838989258,0.0035669407807290554
26740,-2.6541727199999996,14.81,425259,6,60896,0.00073,2.015735149383545,0.0002959558041766286,422258,18.980382919311523,0.004024043679237366
26750,-2.65475471,14.86,425409,6,60917,0.00073,1.956756830215454,0.00029253264074213803,422408,6.636513710021973,0.00436845887452364
26760,-2.6462437199999993,14.95,425559,6,60939,0.00073,1.9975348711013794,0.0003010235377587378,422558,32.44389343261719,0.0038564098067581654
26770,-2.65952363,14.96,425708,6,60961,0.00073,1.9555362462997437,0.00030065973987802863,422707,-3.069549560546875,0.0043447064235806465
26780,-2.6581947699999997,14.96,425857,6,60983,0.00073,1.9757850170135498,0.0003186283865943551,422856,7.930377960205078,0.0026339951436966658
26790,-2.680455179999999,14.98,426006,6,61005,0.00073,1.9719105958938599,0.0003167040413245559,423005,10.054889678955078,0.003463052213191986
26800,-2.6947296499999993,14.98,426157,6,61027,0.00073,1.921086311340332,0.0003100306785199791,423156,3.098253011703491,0.0051068635657429695
26810,-2.7031198800000005,14.98,426308,6,61049,0.00073,1.9450262784957886,0.00031839238363318145,423307,-10.871834754943848,0.00278293713927269
26820,-2.7055828500000008,15.01,426459,6,61072,0.00073,1.9507721662521362,0.00030528902425430715,423458,-9.914380073547363,0.0038244249299168587
26830,-2.70712946,15.03,426610,6,61094,0.00073,1.9275000095367432,0.00029667330090887845,423609,22.767454147338867,0.0034324773587286472
26840,-2.6837946500000003,15.01,426760,6,61115,0.00073,1.9664641618728638,0.000293052289634943,423759,3.275780200958252,0.004305482842028141
26850,-2.6770855700000005,15.0,426909,6,61137,0.00073,1.9541692733764648,0.0002946294262073934,423908,11.39177417755127,0.00345239182934165
26860,-2.6891652400000003,14.98,427057,6,61158,0.00073,1.9281376600265503,0.00030020473059266806,424056,-6.005754470825195,0.004069586284458637
26870,-2.6768404899999996,14.96,427204,6,61179,0.00073,1.983773946762085,0.0003015087859239429,424203,19.425748825073242,0.003031390719115734
26880,-2.6863127499999995,14.99,427356,6,61202,0.00073,1.8841103315353394,0.00029825285309925675,424355,-13.946077346801758,0.003043167991563678
26890,-2.6689179199999997,15.01,427507,6,61224,0.00073,1.9179093837738037,0.00030851937481202185,424506,-11.24752140045166,0.0028312152717262506
26900,-2.6580458300000003,14.99,427656,6,61245,0.00073,1.8675098419189453,0.00028868316439911723,424655,-16.759424209594727,0.0026614200323820114
26910,-2.6593737199999996,14.94,427802,6,61266,0.00073,1.9486578702926636,0.0002841590321622789,424801,2.964204788208008,0.0035578126553446054
26920,-2.6645634400000007,14.92,427951,6,61287,0.00073,1.942216157913208,0.0002880149404518306,424950,6.280085563659668,0.0030514048412442207
26930,-2.665017230000001,14.89,428099,6,61308,0.00073,1.9468485116958618,0.0002959484700113535,425098,-14.935381889343262,0.0036672414280474186
26940,-2.6607994799999997,14.89,428249,6,61329,0.00073,1.862274169921875,0.0002948458422906697,425248,-23.012523651123047,0.0031795897521078587
26950,-2.6603415500000005,14.88,428397,6,61350,0.00073,1.927306056022644,0.00030194903956726193,425396,3.235030174255371,0.004908408969640732
26960,-2.6481695900000006,14.9,428547,6,61371,0.00073,1.956195592880249,0.0003037437563762069,425546,9.031206130981445,0.002686859108507633
26970,-2.6579557699999996,14.94,428698,6,61394,0.00073,1.9703385829925537,0.00029388463008217514,425697,-7.060011863708496,0.003809113521128893
26980,-2.6553902999999996,14.97,428853,6,61417,0.00073,1.9607173204421997,0.00028451209072954953,425852,-0.37721991539001465,0.0030250935815274715
26990,-2.6721247299999997,15.02,429009,6,61438,0.00073,1.9016187191009521,0.0002956145035568625,426008,-12.448513984680176,0.003048654180020094
27000,-2.6806391400000003,15.08,429164,6,61461,0.00073,1.94138765335083,0.0002997424453496933,426163,3.4617228507995605,0.0038777710869908333
27010,-2.6659318899999995,15.11,429313,6,61482,0.00073,1.9377409219741821,0.00029754117713309824,426312,-0.3888263702392578,0.004099924582988024
27020,-2.65517651,15.1,429461,6,61504,0.00073,1.9017691612243652,0.00030622590566053987,426460,-4.625997066497803,0.0033016433008015156
27030,-2.66847635,15.1,429609,6,61526,0.00073,1.9355320930480957,0.00030125127523206174,426608,-25.4711856842041,0.0036351047456264496
27040,-2.6728178000000007,15.1,429759,6,61549,0.00073,1.9301958084106445,0.0002915411605499685,426758,2.9067530632019043,0.003795912256464362
27050,-2.6681501199999995,15.11,429908,6,61570,0.00073,1.9323865175247192,0.0002869528252631426,426907,4.514173984527588,0.0032132910564541817
27060,-2.6656514399999995,15.09,430056,6,61591,0.00073,1.9385795593261719,0.0002898591919802129,427055,10.273855209350586,0.0037042410112917423
27070,-2.65069935,15.05,430203,6,61613,0.00073,1.918554425239563,0.0002900884428527206,427202,-4.4508867263793945,0.0036638672463595867
27080,-2.65151932,15.03,430356,6,61636,0.00073,1.9145722389221191,0.00029449345311149955,427355,-1.8441861867904663,0.003354778978973627
27090,-2.6580661099999996,15.0,430509,6,61658,0.00073,1.951767086982727,0.0002941557904705405,427508,9.86656379699707,0.0025430561508983374
27100,-2.6370179600000005,14.95,430659,6,61679,0.00073,1.9303864240646362,0.00028613628819584846,427658,3.6321823596954346,0.003239470301195979
27110,-2.6507756399999995,14.96,430809,6,61701,0.00073,1.9207860231399536,0.00028652595938183367,427808,-9.996049880981445,0.003706517396494746
27120,-2.6569447200000007,14.95,430956,6,61722,0.00073,1.9381473064422607,0.0002893167838919908,427955,3.330280303955078,0.003883201628923416
27130,-2.67447546,14.98,431107,6,61744,0.00073,1.985998511314392,0.00029798076138831675,428106,5.472684860229492,0.0031860778108239174
27140,-2.68359809,14.98,431257,6,61766,0.00073,1.9538429975509644,0.00029571627965196967,428256,7.454388618469238,0.004922524094581604
27150,-2.6935638,14.97,431405,6,61787,0.00073,1.9616785049438477,0.0003061330644413829,428404,18.023021697998047,0.0036926367320120335
27160,-2.69714248,14.98,431554,6,61808,0.00073,1.9055149555206299,0.00030487237381748855,428553,-18.852270126342773,0.004611843265593052
27170,-2.6937049699999993,14.98,431701,6,61829,0.00073,1.949249029159546,0.00030106198391877115,428700,0.950594425201416,0.0026974445208907127
27180,-2.68372213,14.96,431852,6,61851,0.00073,1.9378834962844849,0.0002952899085357785,428851,1.7186797857284546,0.002753750653937459
27190,-2.66240578,14.9,431999,6,61872,0.00073,1.926688551902771,0.00030088203493505716,428998,8.647830963134766,0.0030938105192035437
27200,-2.67018421,14.91,432150,6,61893,0.00073,2.0134682655334473,0.0003106033254880458,429149,11.38796329498291,0.003317579161375761
27210,-2.674336410000001,14.93,432302,6,61916,0.00073,1.9428389072418213,0.000304515560856089,429301,-2.220158576965332,0.004967442713677883
27220,-2.6664353899999997,14.95,432451,6,61937,0.00073,1.9485342502593994,0.0003042847674805671,429450,8.1572904586792,0.004947260487824678
27230,-2.66110556,14.91,432598,6,61958,0.00073,1.8951690196990967,0.00030359317315742373,429597,2.1665456295013428,0.004390106536448002
27240,-2.65859663,14.91,432748,6,61980,0.00073,1.8981139659881592,0.00030846905428916216,429747,-27.002334594726562,0.0026428168639540672
27250,-2.6487148300000003,14.9,432895,6,62001,0.00073,1.9505285024642944,0.00029721957980655134,429894,7.682944297790527,0.003947729244828224
27260,-2.6654326899999994,14.93,433047,6,62022,0.00073,1.9494907855987549,0.0002982056175824255,430046,-16.32744789123535,0.0038318769074976444
27270,-2.6725674600000002,14.97,433198,6,62044,0.00073,1.9324347972869873,0.00030620020697824657,430197,0.3827934265136719,0.004117370117455721
27280,-2.66587177,14.95,433347,6,62065,0.00073,1.955702543258667,0.00029766434454359114,430346,-6.460909843444824,0.0043970923870801926
27290,-2.6935986,14.98,433497,6,62087,0.00073,1.9412333965301514,0.00029735054704360664,430496,6.443691253662109,0.002935945987701416
27300,-2.693921830000001,14.93,433643,6,62108,0.00073,1.960780382156372,0.0002940584672614932,430642,18.450927734375,0.003700524102896452
27310,-2.6803492000000007,14.87,433789,6,62129,0.00073,1.9253318309783936,0.00030115272966213524,430788,6.015781402587891,0.003604470519348979
27320,-2.6849311199999994,14.89,433940,6,62150,0.00073,1.967673420906067,0.0003001678269356489,430939,26.342693328857422,0.003375013591721654
27330,-2.6729212600000007,14.92,434090,6,62171,0.00073,1.887453317642212,0.0003027324564754963,431089,-2.469133138656616,0.0024243476800620556
27340,-2.66657035,14.9,434238,6,62193,0.00073,1.9142898321151733,0.0003003960591740906,431237,-16.59520721435547,0.0025543870870023966
27350,-2.67918478,14.9,434385,6,62214,0.00073,1.9034788608551025,0.0003066016943193972,431384,-7.927874565124512,0.0027699037455022335
27360,-2.66525111,14.88,434535,6,62235,0.00073,1.9699770212173462,0.0003020291042048484,431534,30.41004753112793,0.003040311625227332
27370,-2.6870536999999994,14.88,434686,6,62257,0.00073,1.9085801839828491,0.00030009253532625735,431685,-3.7491202354431152,0.00414248276501894
27380,-2.691271329999999,14.85,434832,6,62278,0.00073,1.9165711402893066,0.00030653327121399343,431831,6.388994216918945,0.004317226354032755
27390,-2.66832977,14.81,434978,6,62299,0.00073,1.9484143257141113,0.00030998693546280265,431977,3.2649009227752686,0.0035045898985117674
27400,-2.662263509999999,14.84,435127,6,62320,0.00073,1.927985429763794,0.0003065280325245112,432126,-11.824512481689453,0.0038467494305223227
27410,-2.66609689,14.84,435273,6,62341,0.00073,1.9132375717163086,0.0002907132438849658,432272,1.2913808822631836,0.004122329875826836
27420,-2.67705513,14.8,435420,6,62362,0.00073,1.9403390884399414,0.00028662270051427186,432419,15.340132713317871,0.003823741339147091
27430,-2.7005328200000003,14.83,435573,6,62384,0.00073,1.8826029300689697,0.0002981686557177454,432572,-34.45119094848633,0.0033627268858253956
27440,-2.72020786,14.8,435718,6,62405,0.00073,1.9114335775375366,0.00029386417008936405,432717,14.282411575317383,0.003918234258890152
27450,-2.7196888499999994,14.81,435866,6,62426,0.00073,1.9480904340744019,0.000292480195639655,432865,11.574020385742188,0.0027415892109274864
27460,-2.7252460900000006,14.77,436012,6,62447,0.00073,1.9053804874420166,0.00029326757066883147,433011,2.914956569671631,0.003307861275970936
27470,-2.7055301099999998,14.73,436159,6,62468,0.00073,1.9440401792526245,0.0002975933894049376,433158,27.526714324951172,0.0032684518955647945
27480,-2.7135535699999993,14.78,436310,6,62491,0.00073,1.9200820922851562,0.0002996158436872065,433309,3.9573583602905273,0.0029565133154392242
27490,-2.73340235,14.84,436462,6,62512,0.00073,1.9661182165145874,0.00031675933860242367,433461,11.190641403198242,0.0036708724219352007
27500,-2.7342435899999997,14.82,436609,6,62533,0.00073,1.9230058193206787,0.0003073778352700174,433608,-21.554914474487305,0.0028102807700634003
27510,-2.7379238399999997,14.86,436759,6,62554,0.00073,1.8729435205459595,0.00029488943982869387,433758,-1.4968332052230835,0.003650730475783348
27520,-2.744201700000001,14.86,436906,6,62575,0.00073,1.9226195812225342,0.0003048124781344086,433905,2.142155647277832,0.0034253306221216917
27530,-2.7326492600000005,14.81,437054,6,62596,0.00073,1.8974852561950684,0.00031140592182055116,434053,3.906810760498047,0.003926471807062626
27540,-2.71798372,14.84,437202,6,62617,0.00073,1.9454220533370972,0.00031622781534679234,434201,-5.595111846923828,0.0030212830752134323
27550,-2.7194118900000013,14.85,437351,6,62638,0.00073,1.9367274045944214,0.00030579575104638934,434350,-6.354171276092529,0.0036461877170950174
27560,-2.7100845299999996,14.87,437499,6,62659,0.00073,1.9363268613815308,0.00029441650258377194,434498,-3.5310559272766113,0.003354052547365427
27570,-2.710299,14.88,437647,6,62680,0.00073,1.8882681131362915,0.0002935521479230374,434646,13.025547981262207,0.00310303783044219
27580,-2.71048984,14.88,437798,6,62702,0.00073,1.9033018350601196,0.00029850381542928517,434797,-3.6377639770507812,0.003159541869536042
27590,-2.68957405,14.86,437948,6,62723,0.00073,1.9264737367630005,0.0003216720942873508,434947,45.09130096435547,0.003943450748920441
27600,-2.6920208299999997,14.89,438098,6,62744,0.00073,1.9044311046600342,0.0003398605331312865,435097,-0.956850528717041,0.004872335121035576
27610,-2.69034144,14.89,438248,6,62765,0.00073,1.9081617593765259,0.0003295177302788943,435247,-11.503677368164062,0.0027053416706621647
27620,-2.6771718499999997,14.9,438396,6,62786,0.00073,1.9419491291046143,0.0003070078091695905,435395,-6.350310325622559,0.005651841871440411
27630,-2.6645615899999995,14.89,438543,6,62810,0.00073,1.9595383405685425,0.00029478062060661614,435542,18.705181121826172,0.004147703293710947
27640,-2.6728277699999996,14.9,438692,6,62830,0.00073,1.9140790700912476,0.00028976687463000417,435691,8.5289945602417,0.0033452236093580723
27650,-2.6697985300000004,14.9,438841,6,62854,0.00073,1.902579665184021,0.00029868463752791286,435840,-3.723257303237915,0.0037875783164054155
27660,-2.7191785699999995,15.04,439003,6,62878,0.00073,1.963240385055542,0.00031355483224615455,436002,21.95981216430664,0.004736438859254122
27670,-2.8585988299999996,15.49,439196,6,62906,0.00073,1.7724852561950684,0.0004255107487551868,436195,35.06816101074219,0.006760261952877045
27680,-3.0870656800000007,15.75,439373,6,62931,0.00073,1.8232918977737427,0.000487010256620124,436372,22.09914779663086,0.007242843508720398
27690,-3.26703253,15.92,439540,6,62954,0.00073,1.691695213317871,0.0006345883593894541,436539,80.2982406616211,0.00829312950372696
27700,-3.50994974,16.19,439717,6,62979,0.00073,1.5487056970596313,0.0007474625599570572,436716,29.40676498413086,0.0063168564811348915
27710,-4.1892154900000005,17.3,439978,6,63016,0.00073,1.7417945861816406,0.0007161714602261782,436977,-26.382118225097656,0.004741591401398182
27720,-4.63093593,18.36,440232,6,63054,0.00073,1.9010995626449585,0.0005716651794500649,437231,-87.26128387451172,0.004438155796378851
27730,-4.750132409999999,18.82,440425,6,63081,0.00073,1.988426685333252,0.00046325838775373995,437424,-75.37989807128906,0.004747929982841015
27740,-4.77515923,18.92,440584,6,63104,0.00073,2.031841278076172,0.00040517206070944667,437583,-41.325828552246094,0.005852104164659977
27750,-4.8070944099999995,18.99,440740,6,63127,0.00073,1.9675214290618896,0.0003712167090270668,437739,-38.835662841796875,0.004316703416407108
27760,-4.808633660000001,18.96,440899,6,63151,0.00073,1.9413460493087769,0.0003448149363975972,437898,-38.9410514831543,0.0031039929017424583
27770,-4.6773991,18.51,441047,6,63172,0.00073,2.0365419387817383,0.0003269259468652308,438046,-9.850263595581055,0.00601823627948761
27780,-4.49794124,18.28,441201,6,63194,0.00073,1.9321633577346802,0.0003112788253929466,438200,2.010648727416992,0.004263749346137047
27790,-4.33045988,18.09,441349,6,63215,0.00073,1.9827518463134766,0.00030260978383012116,438348,-1.539431095123291,0.004323313478380442
27800,-4.10027673,17.84,441501,6,63237,0.00073,1.9909099340438843,0.0002980711287818849,438500,7.122870445251465,0.0033908295445144176
27810,-3.41927734,16.74,441652,6,63259,0.00073,2.023688316345215,0.0002968230110127479,438651,23.45237922668457,0.004060299135744572
27820,-2.9656987299999997,15.71,441803,6,63281,0.00073,1.8901571035385132,0.0002964210289064795,438802,-2.753969192504883,0.004418497905135155
27830,-2.83672053,15.27,441952,6,63302,0.00073,1.959085464477539,0.00029474127222783864,438951,-11.322940826416016,0.002727257087826729
27840,-2.8012463000000003,15.18,442102,6,63324,0.00073,1.8707571029663086,0.00029155088122934103,439101,-13.309185028076172,0.0035221977159380913
27850,-2.7758617100000005,15.15,442255,6,63346,0.00073,1.9303022623062134,0.00028859698795713484,439254,5.760134696960449,0.0034897346049547195
27860,-2.72716711,15.04,442403,6,63368,0.00073,1.9019134044647217,0.00029054193873889744,439402,-2.354959487915039,0.005009889602661133
27870,-2.71307331,15.04,442551,6,63390,0.00073,1.9134044647216797,0.0002903754648286849,439550,0.3859882354736328,0.004066961817443371
27880,-2.674808610000001,14.99,442700,6,63411,0.00073,1.912461519241333,0.00028481343179009855,439699,-7.328771114349365,0.0033965311013162136
27890,-2.66761497,15.02,442851,6,63433,0.00073,1.9660022258758545,0.0002859082305803895,439850,17.345182418823242,0.0047668274492025375
27900,-2.65622438,15.03,443004,6,63456,0.00073,1.9465575218200684,0.0002851721947081387,440003,15.008127212524414,0.004072766751050949
27910,-2.67088342,15.04,443156,6,63478,0.00073,1.9567348957061768,0.0002906167646870017,440155,-1.0702199935913086,0.003861465957015753
27920,-2.6904529899999994,15.05,443308,6,63500,0.00073,1.9754021167755127,0.00028809899231418967,440307,8.523395538330078,0.004117304924875498
27930,-2.7078698400000003,15.08,443460,6,63522,0.00073,1.9503530263900757,0.0002832961326930672,440459,-0.0840752124786377,0.003428017720580101
27940,-2.7274459,15.08,443610,6,63544,0.00073,1.9721190929412842,0.00029143079882487655,440609,31.31004524230957,0.003951911814510822
27950,-2.7177668900000005,15.01,443756,6,63565,0.00073,1.9106228351593018,0.00029728960362263024,440755,-5.274883270263672,0.005453332327306271
27960,-2.7304357599999998,15.04,443907,6,63587,0.00073,1.941452145576477,0.0002940189151559025,440906,-0.8427867889404297,0.004394547548145056
27970,-2.7526293199999996,15.05,444056,6,63608,0.00073,1.9211485385894775,0.00029403154621832073,441055,-17.825590133666992,0.002687509637326002
27980,-2.7557598900000007,15.07,444207,6,63630,0.00073,1.9359970092773438,0.0002886572910938412,441206,9.12674617767334,0.002639433369040489
27990,-2.763950849999999,15.04,444355,6,63651,0.00073,1.9189445972442627,0.00028655873029492795,441354,-18.371051788330078,0.0031024375930428505
28000,-2.7701196699999997,15.0,444504,6,63672,0.00073,1.9391372203826904,0.0002846195420715958,441503,-7.097535133361816,0.003463620785623789
28010,-2.76043123,14.95,444651,6,63694,0.00073,1.9708592891693115,0.00028712855419144034,441650,15.124289512634277,0.004318309016525745
28020,-2.7434934099999992,14.9,444798,6,63715,0.00073,1.9461976289749146,0.00029026498668827116,441797,12.984859466552734,0.006005299277603626
28030,-2.73051113,14.82,444942,6,63737,0.00073,1.8899240493774414,0.0003027541097253561,441941,11.289714813232422,0.011114444583654404
28040,-2.73468138,14.85,445095,6,63759,0.00073,1.7934104204177856,0.0003331782063469291,442094,30.63823890686035,0.01613883674144745
28050,-3.42910224,14.82,445238,6,63780,0.00073,0.6938678622245789,0.0005192908574827015,442237,377.3786926269531,0.03907480835914612
28060,-4.12153201,14.9,445397,6,63802,0.00073,-0.06358248740434647,0.0006640130304731429,442396,327.8081359863281,0.03307493403553963
28070,-4.712792960000001,14.97,445553,6,63825,0.00073,0.07854365557432175,0.0007695354870520532,442552,197.5913543701172,0.03604544699192047
28080,-5.340931749999999,15.66,445773,6,63857,0.00073,0.06533760577440262,0.0008777733310125768,442772,113.67662048339844,0.019521091133356094
28090,-5.8732424299999995,16.43,445998,6,63890,0.00073,0.7047470808029175,0.00092888786457479,442997,33.74103546142578,0.018448013812303543
28100,-6.2317456600000005,17.62,446266,6,63929,0.00073,1.530460000038147,0.0009067408391274512,443265,-36.22938537597656,0.012267599813640118
28110,-6.47011933,18.6,446511,6,63965,0.00073,1.8261266946792603,0.0008281408809125423,443510,-85.8556137084961,0.010273555293679237
28120,-6.6000564399999995,19.19,446717,6,63995,0.00073,1.9834123849868774,0.0007455862360075116,443716,-104.25180053710938,0.007156657055020332
28130,-6.63425671,19.41,446883,6,64019,0.00073,2.0049047470092773,0.000681984587572515,443882,-86.14619445800781,0.006950177252292633
28140,-6.649987590000002,19.46,447041,6,64042,0.00073,2.00477933883667,0.0006269147270359099,444040,-94.05726623535156,0.00787697546184063
28150,-5.98183639,19.59,447197,6,64064,0.00073,1.968709945678711,0.0005803221720270813,444196,-86.36074829101562,0.0046628741547465324
28160,-5.29056623,19.55,447352,6,64087,0.00073,1.945128083229065,0.0005386431002989411,444351,-92.62944030761719,0.00350263062864542
28170,-4.683520839999999,19.5,447503,6,64109,0.00073,1.9756125211715698,0.0005028874147683382,444502,-75.22991180419922,0.0034297043457627296
28180,-4.035634020000001,18.83,447656,6,64131,0.00073,2.0129594802856445,0.0004705680184997618,444655,-66.2783203125,0.00701815914362669
28190,-3.4978528499999997,18.06,447804,6,64153,0.00073,1.9441930055618286,0.00044364508357830346,444803,-52.364715576171875,0.0037355106323957443
28200,-3.14544758,16.88,447954,6,64175,0.00073,1.942847728729248,0.000420512689743191,444953,-45.20341873168945,0.00515287509188056
28210,-2.9242762,15.91,448102,6,64196,0.00073,1.9386016130447388,0.0004001870984211564,445101,-36.12277603149414,0.004186614882200956
28220,-2.812615,15.39,448256,6,64219,0.00073,1.887044072151184,0.00038140261312946677,445255,-50.420204162597656,0.0035728977527469397
28230,-2.8090571900000003,15.23,448406,6,64242,0.00073,1.9173400402069092,0.0003660382644739002,445405,-47.591827392578125,0.0034590456634759903
28240,-2.7958486899999997,15.14,448555,6,64263,0.00073,1.9482777118682861,0.00035190227208659053,445554,-42.432762145996094,0.004067921545356512
28250,-2.7909071799999996,15.07,448704,6,64285,0.00073,1.929114580154419,0.0003407299518585205,445703,-26.045082092285156,0.004430932924151421
28260,-2.809901289999999,15.01,448853,6,64306,0.00073,1.9553160667419434,0.0003300347598269582,445852,-8.802845001220703,0.003937758505344391
28270,-2.8353007299999997,14.95,448998,6,64327,0.00073,1.9591741561889648,0.0003240905061829835,445997,-14.883321762084961,0.004621654748916626
28280,-2.852426030000001,14.93,449149,6,64349,0.00073,1.9413855075836182,0.00031878857407718897,446148,-27.019683837890625,0.0042803529649972916
28290,-2.864122879999999,14.91,449295,6,64370,0.00073,1.9032254219055176,0.00031207126448862255,446294,-20.86332130432129,0.003502487437799573
28300,-2.86378353,14.86,449440,6,64391,0.00073,1.8889541625976562,0.0003075622662436217,446439,-19.723546981811523,0.004843990318477154
28310,-2.8674243299999995,14.86,449588,6,64412,0.00073,1.9253325462341309,0.0003045794437639415,446587,5.6317138671875,0.005063473712652922
28320,-2.8778783800000003,14.79,449735,6,64434,0.00073,1.8937866687774658,0.0003033046377822757,446734,-0.2511863708496094,0.004842942580580711
28330,-2.8776658799999995,14.79,449885,6,64456,0.00073,1.9852148294448853,0.0003055508714169264,446884,28.34735870361328,0.00461764819920063
28340,-2.873168569999999,14.77,450032,6,64478,0.00073,2.024259090423584,0.0002999815042130649,447031,1.0572338104248047,0.004507507663220167
28350,-2.84551915,14.77,450181,6,64501,0.00073,1.96393883228302,0.00029980106046423316,447180,5.2887468338012695,0.004372534342110157
28360,-2.806056059999999,14.83,450336,6,64523,0.00073,1.962857961654663,0.00030545180197805166,447335,13.277231216430664,0.0039313072338700294
28370,-2.794408739999999,14.95,450493,6,64546,0.00073,1.9292106628417969,0.00030854143551550806,447492,-4.232439994812012,0.0033167635556310415
28380,-2.80338001,14.98,450647,6,64569,0.00073,1.9514203071594238,0.00030585203785449266,447646,1.9634709358215332,0.004157638177275658
28390,-2.7914394799999998,15.1,450805,6,64592,0.00073,1.9773582220077515,0.00030322017846629024,447804,-19.079259872436523,0.003553499933332205
28400,-2.7893227299999994,15.2,450960,6,64615,0.00073,1.9688117504119873,0.0002923611318692565,447959,-5.89918327331543,0.0039437334053218365
28410,-2.7761644900000007,15.25,451113,6,64637,0.00073,1.9366451501846313,0.0002892781631089747,448112,10.566946029663086,0.003211725503206253
28420,-2.7748042199999996,15.33,451268,6,64660,0.00073,1.9427878856658936,0.00029519698000513017,448267,10.209568977355957,0.0025605573318898678
28430,-2.7530978100000003,15.34,451419,6,64682,0.00073,1.906632661819458,0.0003000570577569306,448418,-5.612258434295654,0.004061213694512844
28440,-2.73514515,15.37,451569,6,64705,0.00073,1.9489275217056274,0.00030240206979215145,448568,0.6030387878417969,0.002884533256292343
28450,-2.7383793100000005,15.38,451719,6,64727,0.00073,1.9398305416107178,0.00029097063816152513,448718,-14.54948902130127,0.003699595807120204
28460,-2.7529633199999997,15.33,451869,6,64749,0.00073,1.8892897367477417,0.00028759389533661306,448868,7.446332931518555,0.005106867291033268
28470,-2.7494126200000006,15.24,452017,6,64771,0.00073,1.9316060543060303,0.000301751570077613,449016,3.67600154876709,0.0032950593158602715
28480,-2.72354376,15.21,452168,6,64793,0.00073,1.9270762205123901,0.0003055683628190309,449167,4.581638336181641,0.0072505883872509
28490,-2.7232912299999996,15.14,452319,6,64815,0.00073,1.9133692979812622,0.0003071302198804915,449318,5.113171100616455,0.0026867506094276905
28500,-2.7097604599999996,15.11,452471,6,64837,0.00073,1.9429248571395874,0.0002985473838634789,449470,-20.360088348388672,0.0033332856837660074
28510,-2.7211204099999997,15.11,452624,6,64860,0.00073,1.9380743503570557,0.0002960743731819093,449623,1.1217041015625,0.0027905814349651337
28520,-2.69645941,15.09,452777,6,64882,0.00073,1.9235090017318726,0.00030185634386725724,449776,1.9577116966247559,0.003333084983751178
28530,-2.7283802900000005,15.11,452930,6,64905,0.00073,1.952865481376648,0.0003093873674515635,449929,2.9758687019348145,0.004737274255603552
28540,-2.7411377900000002,15.09,453078,6,64926,0.00073,1.9375889301300049,0.00031352133373729885,450077,-2.730916738510132,0.0026399269700050354
28550,-2.7453860299999997,15.12,453231,6,64949,0.00073,1.9173673391342163,0.0003050311643164605,450230,-3.0596532821655273,0.003518300363793969
28560,-2.7399348,15.14,453383,6,64971,0.00073,1.9557700157165527,0.00030130354571156204,450382,-2.048137903213501,0.0037758653052151203
28570,-2.74655894,15.2,453537,6,64993,0.00073,1.9125820398330688,0.00030500092543661594,450536,21.330825805664062,0.0029120149556547403
28580,-2.7607014699999994,15.22,453690,6,65016,0.00073,1.9731905460357666,0.0003142454370390624,450689,13.034120559692383,0.005607161670923233
28590,-2.7570544700000004,15.22,453841,6,65038,0.00073,1.9405137300491333,0.00031295345979742706,450840,4.107017517089844,0.003889183048158884
28600,-2.76119083,15.23,453994,6,65061,0.00073,1.9173989295959473,0.0003221857186872512,450993,-19.525388717651367,0.0028271563351154327
28610,-2.73472003,15.21,454145,6,65083,0.00073,1.9482128620147705,0.00030646839877590537,451144,-1.1780259609222412,0.004922352731227875
28620,-2.7437389300000006,15.19,454296,6,65104,0.00073,1.908418893814087,0.0003054089902434498,451295,-7.043108940124512,0.0038690415676683187
28630,-2.71055811,15.18,454448,6,65126,0.00073,1.8946794271469116,0.0003053623950108886,451447,-6.127921104431152,0.004682209342718124
28640,-2.7218168300000003,15.26,454604,6,65150,0.00073,1.9447332620620728,0.0003035888075828552,451603,7.216609954833984,0.004665011540055275
28650,-2.70630895,15.25,454756,6,65172,0.00073,1.9789865016937256,0.0002925820299424231,451755,-6.394237995147705,0.0031943046487867832
28660,-2.7111437499999997,15.27,454910,6,65195,0.00073,1.903591513633728,0.0002935538359452039,451909,-14.560457229614258,0.0025394316762685776
