time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,train/n_updates,train/learning_rate,train/ent_coef,train/critic_loss,train/actor_loss,train/ent_coef_loss
440,97.39871313999998,100.0,7,43704,5667,40703,0.00073,0.057766251266002655,5.986953258514404,-85.46041870117188,0.010172486305236816
450,116.95114245,100.0,7,44704,5807,41703,0.00073,0.05855255573987961,6.051915168762207,-92.66881561279297,-1.1014492511749268
460,119.23392541000001,100.0,7,45704,5946,42703,0.00073,0.06263310462236404,6.1855669021606445,-92.9349594116211,-0.7254995107650757
470,121.44626540000002,100.0,7,46704,6086,43703,0.00073,0.06340912729501724,6.6608171463012695,-96.27104187011719,0.26451078057289124
480,122.83405346,100.0,7,47704,6226,44703,0.00073,0.06644967198371887,8.292793273925781,-101.67293548583984,1.278075933456421
490,137.97941022999998,100.0,7,48704,6366,45703,0.00073,0.06446892768144608,7.267768859863281,-107.67832946777344,0.4235985577106476
500,141.83413553999998,100.0,7,49704,6505,46703,0.00073,0.06424564123153687,6.661559581756592,-112.24540710449219,1.429229974746704
510,151.37872464000003,100.0,7,50704,6646,47703,0.00073,0.06431350111961365,8.015533447265625,-100.9976577758789,-0.1374312788248062
520,156.98031916999997,100.0,7,51704,6789,48703,0.00073,0.0681995376944542,7.403465270996094,-103.74290466308594,0.8885976076126099
530,161.78657105,100.0,7,52704,6928,49703,0.00073,0.06650456041097641,8.35538101196289,-99.53916931152344,0.33309799432754517
540,158.38250212000003,100.0,7,53704,7067,50703,0.00073,0.07213236391544342,8.039493560791016,-101.4536361694336,-0.4844677448272705
550,165.18536732,100.0,7,54704,7206,51703,0.00073,0.0752786248922348,9.063331604003906,-102.90193939208984,-0.42070287466049194
560,161.88430912,100.0,7,55704,7347,52703,0.00073,0.07586108148097992,8.468326568603516,-111.7099609375,-0.19122518599033356
570,173.63236658999998,100.0,7,56704,7486,53703,0.00073,0.07663005590438843,7.732115745544434,-117.15771484375,0.15586841106414795
580,181.31910386999996,100.0,7,57704,7627,54703,0.00073,0.07497560977935791,7.007137298583984,-116.40522003173828,0.5840229392051697
590,191.93405985,100.0,7,58704,7767,55703,0.00073,0.07529561966657639,11.449158668518066,-116.7145004272461,-0.12232570350170135
600,190.94833875,100.0,7,59704,7907,56703,0.00073,0.07631665468215942,9.60608959197998,-117.15906524658203,0.25732535123825073
610,202.69769042,100.0,7,60704,8048,57703,0.00073,0.07763969153165817,7.5308685302734375,-120.9864501953125,-0.3403407335281372
620,191.93664071999996,100.0,7,61704,8188,58703,0.00073,0.07362200319766998,7.5619683265686035,-115.6005859375,2.1416666507720947
630,201.31997045,100.0,7,62704,8327,59703,0.00073,0.07209423184394836,8.049530029296875,-117.83354949951172,0.5330521464347839
640,219.04641245000002,100.0,7,63704,8469,60703,0.00073,0.07121635228395462,10.39786148071289,-114.59951782226562,-0.634647786617279
650,198.98151086000004,100.0,7,64704,8609,61703,0.00073,0.07590195536613464,8.183612823486328,-123.29964447021484,0.6701002717018127
660,196.51117806,100.0,7,65704,8752,62703,0.00073,0.07298296689987183,9.380783081054688,-117.57481384277344,-0.5321714878082275
670,198.67752633,100.0,7,66704,8893,63703,0.00073,0.07120799273252487,9.052799224853516,-121.86326599121094,-0.11996307969093323
680,205.19069885999997,100.0,7,67704,9034,64703,0.00073,0.07390154898166656,7.945784568786621,-116.41899108886719,-0.24081039428710938
690,197.47674057,100.0,7,68704,9174,65703,0.00073,0.07096555083990097,9.052228927612305,-123.94892883300781,0.30157697200775146
700,192.39464688000004,100.0,7,69704,9315,66703,0.00073,0.07083097845315933,7.832498550415039,-116.30032348632812,0.8074303269386292
710,189.94518633000004,100.0,7,70704,9455,67703,0.00073,0.07322527468204498,10.000358581542969,-119.607177734375,0.7884695529937744
720,196.66906654000002,100.0,7,71704,9595,68703,0.00073,0.07265955209732056,9.144817352294922,-120.28489685058594,0.7237186431884766
730,193.35310296,100.0,7,72704,9737,69703,0.00073,0.07326723635196686,9.615546226501465,-111.75588989257812,-0.08126398921012878
740,187.72578292000003,100.0,7,73704,9877,70703,0.00073,0.07443508505821228,7.652451515197754,-128.830810546875,0.963096559047699
750,194.78237880999998,100.0,7,74704,10016,71703,0.00073,0.07667205482721329,8.315414428710938,-116.43917846679688,0.10357397794723511
760,203.64098889999997,100.0,7,75704,10156,72703,0.00073,0.07393808662891388,8.45008659362793,-113.01628112792969,0.17599423229694366
770,203.15922537999998,100.0,7,76704,10297,73703,0.00073,0.07671645283699036,10.15481185913086,-113.44657135009766,0.17325368523597717
780,200.97815424,100.0,7,77704,10437,74703,0.00073,0.07626672834157944,9.214010238647461,-123.86946105957031,0.3321864604949951
790,197.89774716999997,100.0,7,78704,10576,75703,0.00073,0.07513890415430069,9.016740798950195,-138.01295471191406,0.8075648546218872
800,202.89650267999997,99.97,7,79701,10717,76700,0.00073,0.07673045992851257,9.828084945678711,-136.784423828125,-0.10224108397960663
810,187.58134767000004,99.97,7,80701,10858,77700,0.00073,0.07854984700679779,9.196105003356934,-119.84980773925781,-0.5527837872505188
820,174.86590032000004,99.97,7,81701,10998,78700,0.00073,0.07352364808320999,13.760196685791016,-123.3441162109375,-0.1529521942138672
830,183.6942295,99.97,7,82701,11138,79700,0.00073,0.07478314638137817,10.396120071411133,-127.7892074584961,0.6474930047988892
840,196.64676133,99.97,7,83701,11279,80700,0.00073,0.07662348449230194,10.572855949401855,-133.76426696777344,-0.7705810070037842
850,200.64430978000001,99.97,7,84701,11419,81700,0.00073,0.07714793086051941,11.086751937866211,-116.54151153564453,0.41696152091026306
860,189.83614728999999,99.97,7,85701,11560,82700,0.00073,0.07674089074134827,10.019760131835938,-129.72134399414062,0.7178412675857544
870,198.98808705,99.97,7,86701,11698,83700,0.00073,0.07840252667665482,9.325859069824219,-141.52972412109375,0.550911545753479
880,188.47011162,99.97,7,87701,11839,84700,0.00073,0.07806325703859329,8.873601913452148,-127.49723815917969,0.7568849325180054
890,169.32019504000004,99.97,7,88701,11978,85700,0.00073,0.07519734650850296,9.892645835876465,-127.3186264038086,-0.5239133834838867
900,180.72575522,100.0,7,89701,12119,86700,0.00073,0.07746609300374985,8.140953063964844,-133.69818115234375,-0.778674840927124
910,187.39769275000003,100.0,7,90701,12259,87700,0.00073,0.075027234852314,9.150787353515625,-119.46141052246094,-0.19644245505332947
920,224.32718052999996,100.0,7,91701,12398,88700,0.00073,0.07888168841600418,10.659357070922852,-132.7681884765625,-0.5565154552459717
930,227.63575312999998,100.0,7,92701,12538,89700,0.00073,0.07342787832021713,9.750850677490234,-136.5834197998047,0.9690669775009155
940,218.31124954000003,100.0,7,93701,12678,90700,0.00073,0.0741259753704071,9.564155578613281,-135.45669555664062,0.07802976667881012
950,211.47398534,100.0,7,94701,12819,91700,0.00073,0.0751107856631279,8.951732635498047,-144.03160095214844,-0.4164796471595764
960,242.97155678,100.0,7,95701,12959,92700,0.00073,0.07728681713342667,9.02215576171875,-146.7139129638672,-0.1661417931318283
970,240.04823193000001,100.0,7,96701,13099,93700,0.00073,0.07516490668058395,8.86547565460205,-129.12637329101562,0.39199474453926086
980,259.53354995,100.0,7,97701,13241,94700,0.00073,0.07586466521024704,8.1971435546875,-130.05792236328125,-0.22126637399196625
990,288.64724299,100.0,7,98701,13382,95700,0.00073,0.07439592480659485,9.432119369506836,-132.6511993408203,-0.023055478930473328
1000,280.12436825,100.0,7,99701,13525,96700,0.00073,0.07811269164085388,9.891029357910156,-147.08294677734375,-0.5404389500617981
1010,282.70619396,100.0,7,100701,13665,97700,0.00073,0.07545401901006699,8.480528831481934,-137.85476684570312,-0.5281376838684082
1020,258.51760657999995,100.0,7,101701,13807,98700,0.00073,0.07715565711259842,11.671060562133789,-144.1564483642578,0.764757513999939
1030,254.00285813,100.0,7,102701,13948,99700,0.00073,0.07986118644475937,9.253753662109375,-124.49758911132812,-0.6945620775222778
1040,269.72328301,100.0,7,103701,14088,100700,0.00073,0.07969435304403305,20.172531127929688,-133.3634490966797,0.2527424097061157
1050,277.90954418000007,100.0,7,104701,14228,101700,0.00073,0.07984106242656708,7.690184593200684,-126.53077697753906,-0.5807919502258301
1060,259.49229654,100.0,7,105701,14369,102700,0.00073,0.08047746866941452,10.270737648010254,-141.13107299804688,0.09982147812843323
1070,242.32649393,100.0,7,106701,14509,103700,0.00073,0.07603612542152405,10.725358963012695,-146.38919067382812,0.1535375863313675
1080,231.27707140999996,100.0,7,107701,14650,104700,0.00073,0.07276806235313416,11.58592414855957,-132.21018981933594,0.41410258412361145
1090,212.28579599,100.0,7,108701,14792,105700,0.00073,0.07220233976840973,8.726428985595703,-129.97836303710938,-0.2149539291858673
1100,216.81089259,100.0,7,109701,14932,106700,0.00073,0.07332056760787964,10.167924880981445,-132.39138793945312,-0.5733203887939453
1110,223.85032405,100.0,7,110701,15073,107700,0.00073,0.07237924635410309,11.937360763549805,-129.136474609375,-0.17343293130397797
1120,242.99909800999998,100.0,7,111701,15213,108700,0.00073,0.07609570771455765,9.615957260131836,-138.44393920898438,0.19566676020622253
1130,238.57750108999997,100.0,7,112701,15354,109700,0.00073,0.07459655404090881,9.739675521850586,-142.140625,-0.0005454421043395996
1140,226.33550027,100.0,7,113701,15497,110700,0.00073,0.07447992265224457,11.40583610534668,-145.82041931152344,-0.20207864046096802
1150,231.36711331000004,100.0,7,114701,15638,111700,0.00073,0.07489414513111115,8.200421333312988,-123.3990478515625,-0.4689263701438904
1160,231.50062702,100.0,7,115701,15780,112700,0.00073,0.07303108274936676,10.231277465820312,-135.8424835205078,0.19706645607948303
1170,259.70519142999996,100.0,7,116701,15921,113700,0.00073,0.07476852089166641,11.115813255310059,-152.73849487304688,0.025884032249450684
1180,263.19658195,100.0,7,117701,16062,114700,0.00073,0.0755782499909401,11.021455764770508,-135.57174682617188,0.1896357536315918
1190,298.89128403999996,100.0,7,118701,16202,115700,0.00073,0.07441052794456482,9.900121688842773,-146.9691162109375,0.5064167976379395
1200,293.98517484,100.0,7,119701,16344,116700,0.00073,0.07596185803413391,10.444928169250488,-145.6480712890625,0.3108309507369995
1210,311.11912056999995,100.0,7,120701,16484,117700,0.00073,0.07392151653766632,9.786514282226562,-134.77914428710938,-0.28403404355049133
1220,322.32833711,100.0,7,121701,16627,118700,0.00073,0.07417094707489014,9.844854354858398,-141.43157958984375,0.22661368548870087
1230,323.99024821,100.0,7,122701,16770,119700,0.00073,0.07503904402256012,8.216002464294434,-128.4647216796875,-0.1710975170135498
1240,322.4323320799999,100.0,7,123701,16912,120700,0.00073,0.07150713354349136,10.776880264282227,-132.75982666015625,-0.9502551555633545
1250,325.92025821,100.0,7,124701,17054,121700,0.00073,0.06989065557718277,7.930814266204834,-139.35731506347656,-0.24832680821418762
1260,344.91106747000003,100.0,7,125701,17195,122700,0.00073,0.07048096507787704,7.680146217346191,-141.19647216796875,0.36434945464134216
1270,331.56774715999995,100.0,7,126701,17337,123700,0.00073,0.07016540318727493,10.953235626220703,-139.46487426757812,-0.0766611248254776
1280,347.0842979,100.0,7,127701,17478,124700,0.00073,0.06982351839542389,8.193304061889648,-135.20614624023438,-0.17479947209358215
1290,326.25535370000006,100.0,7,128701,17619,125700,0.00073,0.07228045165538788,9.076522827148438,-152.1901092529297,0.007559537887573242
1300,339.74229487000014,100.0,7,129701,17759,126700,0.00073,0.07177422195672989,9.566187858581543,-135.95944213867188,-0.0019267499446868896
1310,339.0591850099999,100.0,7,130701,17901,127700,0.00073,0.07111457735300064,10.216133117675781,-148.8427734375,0.4305959641933441
1320,322.4989528,100.0,7,131701,18041,128700,0.00073,0.07571464776992798,9.985250473022461,-151.96910095214844,1.2537667751312256
1330,338.2720777599999,100.0,7,132701,18184,129700,0.00073,0.07765107601881027,9.933597564697266,-142.0739288330078,-0.39579278230667114
1340,326.47945488,100.0,7,133701,18325,130700,0.00073,0.07889734208583832,10.117687225341797,-144.69732666015625,-0.854998767375946
1350,320.4869648,100.0,7,134701,18468,131700,0.00073,0.0774613469839096,8.822549819946289,-145.83143615722656,-0.2461744248867035
1360,309.72346591,100.0,7,135701,18611,132700,0.00073,0.07457118481397629,14.074808120727539,-163.0020751953125,0.5434143543243408
1370,308.50122994,100.0,7,136701,18752,133700,0.00073,0.07465233653783798,8.861732482910156,-139.64199829101562,-0.32263684272766113
1380,297.69621658999995,100.0,7,137701,18892,134700,0.00073,0.072590172290802,10.893453598022461,-147.12547302246094,0.1534813642501831
1390,300.56238959999996,100.0,7,138701,19034,135700,0.00073,0.0740169957280159,10.850154876708984,-143.32876586914062,-0.4458334445953369
1400,305.25256595999997,100.0,7,139701,19176,136700,0.00073,0.07569665461778641,9.460577011108398,-161.27110290527344,0.7329657673835754
1410,296.89914847,100.0,7,140701,19318,137700,0.00073,0.07680147886276245,11.806150436401367,-162.0706024169922,0.06577979773283005
1420,304.22910122,100.0,7,141701,19459,138700,0.00073,0.08064443618059158,10.755172729492188,-159.8904571533203,0.2981444001197815
1430,291.21886221000005,100.0,7,142701,19600,139700,0.00073,0.07907803356647491,11.339949607849121,-142.65757751464844,-1.1668086051940918
1440,299.87158601999994,100.0,7,143701,19743,140700,0.00073,0.0803239643573761,10.499013900756836,-176.9597930908203,0.5690358877182007
1450,310.46724197,100.0,7,144701,19886,141700,0.00073,0.07947984337806702,11.167052268981934,-150.96185302734375,0.06428861618041992
1460,322.05309474999996,100.0,7,145701,20027,142700,0.00073,0.08055368065834045,10.05978012084961,-141.26292419433594,0.6347436308860779
1470,341.15325957,100.0,7,146701,20171,143700,0.00073,0.08280713856220245,13.902019500732422,-166.6651611328125,-0.3922675549983978
1480,341.05255571999993,100.0,7,147701,20313,144700,0.00073,0.08093512058258057,10.724425315856934,-170.32716369628906,-0.8759810328483582
1490,344.44209782999997,100.0,7,148701,20456,145700,0.00073,0.0852108746767044,11.536158561706543,-164.44398498535156,-1.0511785745620728
1500,324.6020821099999,100.0,7,149701,20599,146700,0.00073,0.08077151328325272,9.651369094848633,-157.79763793945312,-0.027379333972930908
1510,315.84890342,100.0,7,150701,20741,147700,0.00073,0.08175825327634811,10.309233665466309,-149.23817443847656,-0.13225330412387848
1520,318.44984655,100.0,7,151701,20883,148700,0.00073,0.08189999312162399,9.631897926330566,-151.75372314453125,0.10520946979522705
1530,329.30888397,100.0,7,152701,21025,149700,0.00073,0.07807213813066483,12.304075241088867,-163.5198974609375,-0.26205363869667053
1540,362.25197442999996,100.0,7,153701,21168,150700,0.00073,0.07971014827489853,11.498956680297852,-165.8244171142578,0.2870885729789734
1550,345.24226282,100.0,7,154701,21312,151700,0.00073,0.08112521469593048,11.612903594970703,-149.34378051757812,-0.6796565651893616
1560,327.57350615,100.0,7,155701,21456,152700,0.00073,0.08125347644090652,9.90900993347168,-154.87388610839844,0.05510428175330162
1570,327.37175077000006,100.0,7,156701,21598,153700,0.00073,0.07926938682794571,9.289097785949707,-168.56658935546875,0.17093448340892792
1580,325.3626036,100.0,7,157701,21742,154700,0.00073,0.07621835917234421,11.393383026123047,-156.19313049316406,-0.388029545545578
1590,317.73131618,100.0,7,158701,21884,155700,0.00073,0.07701165974140167,10.484430313110352,-150.51646423339844,0.07527032494544983
1600,322.60175886,100.0,7,159701,22026,156700,0.00073,0.07518018782138824,11.657959938049316,-150.4379425048828,0.46333059668540955
1610,334.4454999400001,100.0,7,160701,22169,157700,0.00073,0.07864931970834732,12.400190353393555,-158.92916870117188,0.003361612558364868
1620,340.63167207000004,100.0,7,161701,22313,158700,0.00073,0.07845617085695267,11.087663650512695,-143.68966674804688,-0.9338350892066956
1630,338.38279298000003,100.0,7,162701,22460,159700,0.00073,0.08026418089866638,13.209957122802734,-152.0677947998047,0.4382556676864624
1640,312.25827496,100.0,7,163701,22602,160700,0.00073,0.07688675820827484,11.156532287597656,-157.5602569580078,0.2740057110786438
1650,326.12390858,100.0,7,164701,22747,161700,0.00073,0.07963317632675171,12.09397029876709,-157.5178985595703,-0.4688337445259094
1660,351.61373611000005,100.0,7,165701,22890,162700,0.00073,0.07934437692165375,12.168153762817383,-165.32864379882812,0.356953501701355
1670,336.62403344,100.0,7,166701,23033,163700,0.00073,0.0804121270775795,9.958799362182617,-161.95419311523438,-0.1635727882385254
1680,345.43142610999996,100.0,7,167701,23175,164700,0.00073,0.07795373350381851,10.253050804138184,-148.8246612548828,0.598141074180603
1690,366.34189285,100.0,7,168701,23317,165700,0.00073,0.0779813900589943,12.662345886230469,-168.82977294921875,0.7018197178840637
1700,380.52881705,100.0,7,169701,23459,166700,0.00073,0.0783708319067955,10.063690185546875,-153.6576385498047,-0.5437114238739014
1710,378.73586393,100.0,7,170701,23600,167700,0.00073,0.07732223719358444,10.556495666503906,-171.09039306640625,-0.5787491798400879
1720,368.87784078,100.0,7,171701,23743,168700,0.00073,0.08148551732301712,11.783283233642578,-156.13064575195312,0.472504198551178
1730,369.57498281,100.0,7,172701,23886,169700,0.00073,0.08055967092514038,9.029151916503906,-170.50796508789062,-0.7179487943649292
1740,367.50066865,100.0,7,173701,24028,170700,0.00073,0.07818084210157394,10.188375473022461,-166.5029754638672,-0.09838603436946869
1750,385.18781897,100.0,7,174701,24171,171700,0.00073,0.08310732245445251,12.02413272857666,-164.55224609375,-0.5669950246810913
1760,360.47797073000004,100.0,7,175701,24314,172700,0.00073,0.08159366995096207,12.72296142578125,-165.0087890625,0.4701867401599884
1770,377.19002131,100.0,7,176701,24457,173700,0.00073,0.08132187277078629,10.474782943725586,-169.45298767089844,0.1304265856742859
1780,392.4889418099999,100.0,7,177701,24601,174700,0.00073,0.0843302309513092,11.70384407043457,-175.76296997070312,1.2669578790664673
1790,392.65943475999995,100.0,7,178701,24742,175700,0.00073,0.08356951922178268,11.534795761108398,-173.675048828125,-0.00351811945438385
1800,376.31350834000006,100.0,7,179701,24884,176700,0.00073,0.08229700475931168,12.485066413879395,-168.2019500732422,0.6112741231918335
1810,385.35974047,100.0,7,180701,25026,177700,0.00073,0.08266682922840118,13.822239875793457,-157.22097778320312,-0.4746454358100891
1820,385.60332184000004,100.0,7,181701,25169,178700,0.00073,0.08028768002986908,9.675536155700684,-169.7974090576172,-1.5288432836532593
1830,377.38755380000003,100.0,7,182701,25312,179700,0.00073,0.08273826539516449,11.726449012756348,-189.43447875976562,0.17639976739883423
1840,399.9198081299999,100.0,7,183701,25454,180700,0.00073,0.08040095120668411,12.044119834899902,-168.77481079101562,1.0011224746704102
1850,370.9368800000001,100.0,7,184701,25599,181700,0.00073,0.0809440165758133,10.94365119934082,-169.59378051757812,-0.056200750172138214
1860,397.51974291000005,100.0,7,185701,25743,182700,0.00073,0.08356992155313492,12.355621337890625,-164.70327758789062,0.26490768790245056
1870,391.79903978000004,100.0,7,186701,25885,183700,0.00073,0.08356986194849014,13.331062316894531,-175.5727996826172,0.9278872609138489
1880,377.52635459000004,100.0,7,187701,26028,184700,0.00073,0.08237434923648834,10.97793197631836,-186.8248291015625,-0.026598721742630005
1890,364.73921483000004,100.0,7,188701,26171,185700,0.00073,0.0798848569393158,10.933067321777344,-160.96307373046875,-0.9236280918121338
1900,392.83073228,100.0,7,189701,26314,186700,0.00073,0.0835454985499382,12.670402526855469,-162.1283416748047,-0.9017764925956726
1910,387.8629091,100.0,7,190701,26456,187700,0.00073,0.08097157627344131,11.144620895385742,-183.00234985351562,0.17262108623981476
1920,384.79528465999994,100.0,7,191701,26597,188700,0.00073,0.08318138122558594,11.051860809326172,-166.84303283691406,-0.8140252828598022
1930,382.72269265,100.0,7,192701,26739,189700,0.00073,0.08016151934862137,11.390923500061035,-159.6077117919922,-0.06788693368434906
1940,376.3698986799999,100.0,7,193701,26883,190700,0.00073,0.08431023359298706,12.071385383605957,-171.6250762939453,-0.16257919371128082
1950,399.10862827999995,100.0,7,194701,27025,191700,0.00073,0.08173274248838425,12.493168830871582,-166.86961364746094,-0.1578425168991089
1960,385.5141165200001,100.0,7,195701,27167,192700,0.00073,0.08109690248966217,13.133861541748047,-174.04452514648438,-0.21640875935554504
1970,377.90820951000006,100.0,7,196701,27309,193700,0.00073,0.07916966080665588,13.031553268432617,-175.08815002441406,0.36582139134407043
1980,363.18834783,100.0,7,197701,27453,194700,0.00073,0.07893867790699005,12.738332748413086,-174.99148559570312,0.9605320692062378
1990,351.15413622,100.0,7,198701,27596,195700,0.00073,0.08053987473249435,10.844939231872559,-164.0825653076172,-0.02069821208715439
2000,350.24704478,100.0,7,199701,27738,196700,0.00073,0.07985322922468185,11.446115493774414,-172.66744995117188,0.32873302698135376
2010,355.73014359999996,100.0,7,200701,27881,197700,0.00073,0.08358243107795715,10.811698913574219,-185.64669799804688,0.1821192055940628
2020,368.23631558,100.0,7,201701,28024,198700,0.00073,0.07951968163251877,10.295440673828125,-170.79244995117188,1.0377758741378784
2030,386.25329132999997,100.0,7,202701,28166,199700,0.00073,0.08097667247056961,11.556090354919434,-184.22152709960938,-0.48393484950065613
2040,378.89010484000005,100.0,7,203701,28308,200700,0.00073,0.08104796707630157,11.984048843383789,-177.7642059326172,-0.952339231967926
2050,388.16791901000005,100.0,7,204701,28451,201700,0.00073,0.08142110705375671,12.385929107666016,-160.99896240234375,-0.7683353424072266
2060,395.30479927999994,100.0,7,205701,28594,202700,0.00073,0.08191031962633133,12.1512451171875,-182.6297149658203,0.036215320229530334
2070,405.42689620000004,100.0,7,206701,28736,203700,0.00073,0.0824224054813385,14.496414184570312,-178.1361083984375,0.912286639213562
2080,429.3311808099999,100.0,7,207701,28879,204700,0.00073,0.08393699675798416,11.722675323486328,-155.14584350585938,-1.1430374383926392
2090,457.45439609,100.0,7,208701,29022,205700,0.00073,0.08333170413970947,14.208107948303223,-180.24581909179688,0.28077006340026855
2100,443.00130561,100.0,7,209701,29164,206700,0.00073,0.08295601606369019,9.460983276367188,-164.5527801513672,-0.644982099533081
2110,432.32692308000003,100.0,7,210701,29307,207700,0.00073,0.08271211385726929,10.697772026062012,-183.67800903320312,0.33836066722869873
2120,428.1305536400001,100.0,7,211701,29449,208700,0.00073,0.08200550079345703,13.148527145385742,-170.15750122070312,0.6686335206031799
2130,413.1442507,100.0,7,212701,29591,209700,0.00073,0.08100584894418716,10.374180793762207,-167.7963409423828,-0.36905577778816223
