iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
0,2.294495105743408,-549.390951845433,5.13342168799419,-538.5465141802753,-566.46751186373,0.0,0.4279387684551225,0.1,0.20621371269226074,0.8489949703216553,0.05808826,0.24060111,-549.390951845433,-0.1581898088717989,-2.538175082907877,0.0,1702,0.25092124938964844,0.9998584706159627,0.981702593250912,-610.8621824572697,0.0
1,1.7090394496917725,-548.749067408312,4.62380145290684,-539.7181201827818,-561.3000329837298,0.0,0.5503771291612362,0.1,0.1360936164855957,1.2365984916687012,0.05230534,0.183896,-549.326763401721,-0.156929144076444,-2.5349305939317914,0.0,1703,0.1548609733581543,0.9816398496257503,0.8072132132717189,-614.128341251643,0.0
2,1.9500482082366943,-549.0305117928141,4.748667469580919,-538.9827990461747,-563.3396725504355,0.0,0.5434866450793879,0.1,0.13054180145263672,0.531505823135376,0.051556233,0.18206911,-549.2971382408303,-0.15837327335846305,-2.5363466506054437,0.0,1702,0.38219523429870605,0.8066051746006627,0.3318158876532731,-609.7360062235687,0.0
3,1.9557900428771973,-549.0531901664955,4.424913806211479,-539.3863368085246,-562.853743917145,0.0,0.5616669118323072,0.1,0.10949468612670898,0.5362489223480225,0.052848853,0.16691439,-549.2727434333968,-0.15470669937384526,-2.5363385567741825,0.0,1719,0.24247050285339355,0.33351231424849037,0.02906884652693576,-599.5587849610089,0.0
4,1.9544761180877686,-549.3564897220316,6.020727389034727,-538.7060182728214,-573.9390132173771,0.0,0.6186628665772581,0.1,0.11660313606262207,0.8819625377655029,0.053459365,0.1446619,-549.2811180622604,-0.15360060278899398,-2.5378857018116685,0.0,1761,0.13728070259094238,0.0283562182417794,0.019986302029239594,-611.3035488347527,0.0
5,2.005887508392334,-548.5806535149223,4.979040610949344,-539.8829912753228,-567.804945621021,0.0,0.5327644477492104,0.1,0.12641644477844238,1.4976356029510498,0.049560644,0.14441502,-549.2110716075266,-0.15458290573349653,-2.534158272264078,0.0,1743,0.22339606285095215,0.019760802305861462,0.017444753749313573,-606.744660829756,0.0
6,1.869213342666626,-548.2018995602814,4.221923759329564,-540.231501823296,-561.8628090728214,0.0,0.5747876116447185,0.1,0.1266462802886963,0.7258944511413574,0.054144505,0.14904585,-549.1101544028021,-0.15639120245053192,-2.5322029951909015,0.0,1685,0.30696988105773926,0.018248578485487853,0.015379603404152975,-663.7945574944549,0.0
7,1.8714287281036377,-550.5131807287935,5.215226094433835,-537.8862189209386,-564.5216577458039,0.0,0.5692984115986911,0.1,0.1367967128753662,1.5717151165008545,0.05367034,0.1491637,-549.2504570354013,-0.1635409928458589,-2.543679524384225,0.0,1731,0.2802236080169678,0.016178073097793073,0.012717320413300358,-644.7585592014758,0.0
8,2.0019383430480957,-550.3319174786706,5.159239323023736,-540.1183126197161,-565.5097680568947,0.0,0.6357641455932216,0.1,0.12723398208618164,0.6818146705627441,0.053584192,0.15317373,-549.3586030797283,-0.1650787906172649,-2.5427392501964765,0.0,1707,0.22023487091064453,0.01304119402925556,0.009436015004268002,-613.712592082799,0.0
9,2.009633779525757,-548.9319249537112,5.224982068647857,-539.5353838691651,-570.5565572506963,0.0,0.5781395814345016,0.1,0.14212346076965332,1.241201400756836,0.04882566,0.13172771,-549.3159352671266,-0.15901396055152392,-2.535671938939887,0.0,1721,0.2884407043457031,0.008931184292936819,0.006026090524819037,-571.7043141727087,0.0
10,1.970315933227539,-547.7155514024755,4.462647832379561,-538.0479007022584,-558.5460332411558,0.0,0.5969478835933596,0.1,0.13089990615844727,0.4512968063354492,0.051469028,0.10935399,-549.1558968806615,-0.15386222513427192,-2.5297401069946583,0.0,1695,0.1806483268737793,0.005989677401018957,0.0038514416298973952,-583.9698339519445,0.0
11,1.998072624206543,-548.5192445775073,5.778666362019174,-539.1178743387022,-575.9302380928174,0.0,0.5319316788602849,0.1,0.16903972625732422,0.4831528663635254,0.051881187,0.14143156,-549.0922316503461,-0.1543759566922949,-2.5339011924508466,0.0,1714,0.11323857307434082,0.003836707936579074,0.00240549460785626,-602.5863994738428,0.0
12,1.694835901260376,-547.1385423157438,4.856905476806114,-538.2786041389102,-558.4427811251247,0.0,0.5241725733024801,0.1,0.11135315895080566,1.8344249725341797,0.049297,0.1474683,-548.896862716886,-0.15456665765309988,-2.526919949946494,0.0,1705,0.3138587474822998,0.002371017313664153,0.0014574187331873167,-567.385918808425,0.0
13,2.3246052265167236,-548.3817116808003,5.104277859175694,-536.8082427484334,-565.3617482623298,0.0,0.56183723713768,0.1,0.11728215217590332,0.4641873836517334,0.048251256,0.16004549,-548.8453476132775,-0.16128132758129615,-2.533155325774468,0.0,1713,0.2416214942932129,0.0016083398942364233,0.001016979184622577,-566.5714418544131,0.0
14,2.1245479583740234,-547.6732331824577,4.4510088422353355,-540.4695830627126,-560.6551214304519,0.0,0.5744118268071179,0.1,0.13236165046691895,1.435692310333252,0.05129261,0.15757015,-548.7281361701955,-0.15576889035239946,-2.5296331880926726,0.0,1716,0.383695125579834,0.0009857069801835832,0.0006628188110476463,-564.1350348541893,0.0
15,3.513636827468872,-548.7946707597977,5.781918802600036,-538.246287901608,-578.4212903239086,0.0,0.5506488127557065,0.1,0.12174510955810547,1.2503421306610107,0.051776577,0.17010294,-548.7347896291558,-0.16015926817809376,-2.5351273608352822,0.0,1747,0.38006067276000977,0.0006566728388514763,0.0004752364109615665,-561.5013255034942,0.0
16,2.139200210571289,-546.9954074445612,4.535870646130032,-537.9507599217895,-559.4128818114609,0.0,0.554121092900009,0.1,0.1365809440612793,1.5636928081512451,0.048527777,0.1767547,-548.5608514106964,-0.15548385694236558,-2.5260270080919587,0.0,1712,0.27083849906921387,0.0004884827784971674,0.00036702956248597685,-562.8951791325222,0.0
17,1.9936223030090332,-546.6555451857415,5.470051616858123,-538.6497031015326,-576.2512843936215,0.0,0.5622120328561905,0.1,0.10757970809936523,0.5510714054107666,0.050618887,0.17673442,-548.370320788201,-0.15196970972639604,-2.524574210381217,0.0,1760,0.3206474781036377,0.0004258102156703505,0.0003609528002186701,-560.9215452338888,0.0
18,1.8850722312927246,-546.6499279357546,4.671671153638596,-538.0378848952563,-563.2671645413153,0.0,0.519299256159423,0.1,0.14029765129089355,0.4932723045349121,0.051065266,0.20124693,-548.1982815029563,-0.15275136488801827,-2.52443164008736,0.0,1712,0.3767883777618408,0.00030923397719292045,0.0002735480624062291,-562.9419406408925,0.0
19,1.8136889934539795,-546.7813640218902,5.593968764482052,-535.5076771377376,-563.1207293251563,0.0,0.5517020465784701,0.1,0.11519789695739746,1.8617885112762451,0.049787335,0.18200263,-548.0565897548497,-0.1581099455725317,-2.525044448058924,0.0,1698,0.2076091766357422,0.00028517510991795937,0.0002612223142298081,-563.3020995009662,0.0
20,1.893388032913208,-545.9810947350825,5.908372032663707,-535.3605579101409,-570.9054230459542,0.0,0.556182965540292,0.1,0.09788966178894043,0.7838504314422607,0.051063474,0.18376411,-547.849040252873,-0.15480937367479597,-2.5211511564377247,0.0,1715,0.28534674644470215,0.0002487971297658068,0.00022735555478676188,-577.8740540541048,0.0
21,1.7249910831451416,-545.1592974957997,5.562881510911842,-533.3065070529691,-559.5914556684693,0.0,0.5287059250632388,0.1,0.11951494216918945,0.4158957004547119,0.050441023,0.20331272,-547.5800659771656,-0.15528775616353205,-2.5169448671761625,0.0,1698,0.20839524269104004,0.00029743307309822165,0.0002369539382125471,-566.8280778585829,0.0
22,1.814140796661377,-545.1766578218435,5.29541185570501,-532.5065198483239,-561.9709906488753,0.0,0.568541279080771,0.1,0.08372187614440918,0.8517777919769287,0.051464163,0.17232916,-547.3397251616335,-0.1503902254241722,-2.5171042992377495,0.0,1717,0.42029428482055664,0.00022077046413861016,0.00020166845089498116,-544.9592353633225,0.0
23,1.7324323654174805,-544.5746557826233,6.019536667486683,-535.4180095214961,-581.1189978862678,0.0,0.5357999752662184,0.1,0.14977574348449707,1.983745813369751,0.0505348,0.21284306,-547.0632182237325,-0.15349999197307543,-2.514137968083579,0.0,1694,0.12237143516540527,0.0002144819892650697,0.0001964913818425879,-543.0324821829711,0.0
24,1.7196464538574219,-543.451864710274,4.1941846123879944,-535.2706009613293,-556.5582284110181,0.0,0.5175103782318665,0.1,0.14575934410095215,1.6939163208007812,0.051462717,0.20106421,-546.7020828723867,-0.14950527744526806,-2.508325778829972,0.0,1656,0.27718138694763184,0.00015095405400726423,0.00013815936672174268,-544.6290826700013,0.0
25,1.6662533283233643,-543.6563209306456,4.509932881106262,-534.9773380402386,-557.6871330474701,0.0,0.5205732656586718,0.1,0.12647533416748047,1.2210183143615723,0.049731035,0.19094554,-546.3975066782125,-0.14896403620490697,-2.509506206124611,0.0,1685,0.2702977657318115,0.00014192888815779212,0.00013198664579292056,-540.4987718093533,0.0
26,1.6587510108947754,-542.1948763098749,4.078775873624253,-532.6816716797782,-560.5238310549013,0.0,0.494422797183767,0.1,0.11861920356750488,1.8000297546386719,0.04874703,0.21228857,-545.9772436413787,-0.14648429827760598,-2.5022969876071066,0.0,1636,0.22254514694213867,0.00013920347211278614,0.000129139478692429,-538.7150748913532,0.0
27,1.7319388389587402,-543.1406929811834,4.870324056806799,-534.3469842522387,-573.7807311379296,0.0,0.5618802127467657,0.1,0.020569562911987305,1.3753972053527832,0.050699383,0.1862136,-545.6935885753592,-0.1476904941739467,-2.5068622559379583,0.0,1687,0.2548201084136963,0.00015972194316578035,0.0001492160955577599,-537.2399825365095,0.0
28,1.759871244430542,-542.879834052798,5.644763601889264,-532.0216300258057,-568.0270087065834,0.0,0.5508368498912124,0.1,0.12830257415771484,0.4808993339538574,0.050809216,0.17767423,-545.412213123103,-0.14585989940705057,-2.5057085601407176,0.0,1704,0.30088281631469727,0.00016427076201829625,0.00014942131734204552,-534.9024065303596,0.0
29,1.8368780612945557,-541.5734777500415,4.457744689555775,-530.1191856011619,-556.6681987824105,0.0,0.5438499446383841,0.1,0.0954139232635498,1.8186030387878418,0.049774926,0.18867183,-545.0283395857969,-0.1473438009020975,-2.4991102918840546,0.0,1648,0.505110502243042,0.0001516765930389631,0.00013303593395846974,-537.3673391861491,0.0
30,1.870037317276001,-540.9991110105233,4.285813953221268,-533.2004382896721,-561.6170004317999,0.0,0.5335289794920781,0.1,0.11706876754760742,1.8320441246032715,0.04963446,0.20389476,-544.6254167282696,-0.14120848700810537,-2.496302074897112,0.0,1651,0.2364335060119629,0.0001338772680000914,0.0001245512398967571,-541.26911376606,0.0
31,1.6420526504516602,-541.0039775492611,5.063785166245077,-531.1341272454705,-573.4895330418459,0.0,0.5250645824438009,0.1,0.1389303207397461,1.2261836528778076,0.050408524,0.1891752,-544.2632728103687,-0.1435646860002812,-2.4962705832401237,0.0,1658,0.34415173530578613,0.00013358099698429805,0.00012196947865747504,-552.6470978758913,0.0
32,1.7323839664459229,-541.3703758139981,3.7529761455953934,-533.094714986712,-553.4876051422341,0.0,0.5253735489968664,0.1,0.18553471565246582,1.2726850509643555,0.05035418,0.19518927,-543.9739831107316,-0.14267163823635043,-2.4981126646468996,0.0,1685,0.7516851425170898,0.00011086357282182563,0.00010020870540320224,-545.5927241437039,0.0
33,1.6400468349456787,-540.5305518444587,4.066862071029097,-531.151065855948,-568.7691890279386,0.0,0.5383073904533117,0.1,0.1430366039276123,0.7684643268585205,0.049891137,0.19972639,-543.6296399841043,-0.14212608651225847,-2.493898818317575,0.0,1667,0.4093148708343506,0.00011610697183507703,0.00010417599001917466,-538.5362662697125,0.0
34,1.9027435779571533,-540.8362272628717,4.021767805687278,-531.645004984728,-560.789604439746,0.0,0.515044257227881,0.1,0.11944222450256348,1.229978084564209,0.051111065,0.19788095,-543.350298711981,-0.14267084350307127,-2.4954795789118234,0.0,1678,0.3609309196472168,9.940357139715337e-05,9.372079827302429e-05,-542.2733222619744,0.0
35,1.814504861831665,-540.1107705870755,3.9866031356044256,-530.7250814887353,-550.9572559522926,0.0,0.4782112716478774,0.1,0.14611339569091797,2.386664867401123,0.050228953,0.19573504,-543.0263458994905,-0.14119537313766187,-2.4918452332546472,0.0,1665,0.5332202911376953,0.00012398943601079333,0.00011751671689769524,-541.1815034100708,0.0
36,2.0493874549865723,-540.2275255804784,3.902297115839293,-532.02053140596,-555.5274618081032,0.0,0.5210880904831204,0.1,0.17135024070739746,1.4363203048706055,0.05046693,0.18979321,-542.7464638675892,-0.14150914618672775,-2.4924254837654067,0.0,1682,0.49399328231811523,8.824815781054931e-05,8.206106068729033e-05,-539.5695791616496,0.0
37,1.9001109600067139,-540.9813859030047,4.347600898202579,-532.7672318996405,-566.4386992947063,0.0,0.5280990899235095,0.1,0.11916017532348633,0.47890472412109375,0.051970493,0.19789308,-542.5699560711308,-0.14551927833167158,-2.49617654133366,0.0,1708,0.6560742855072021,8.195801197031241e-05,7.767403721200242e-05,-538.504109349734,0.0
38,1.7791991233825684,-539.7134545033637,3.058211685596054,-531.5954453830576,-546.2171307682017,0.0,0.5250256953252519,0.1,0.1195840835571289,1.983736276626587,0.04912523,0.18494278,-542.2843059143541,-0.1380431755014139,-2.489813436727885,0.0,1679,0.38794827461242676,8.997582707470432e-05,8.374271959068913e-05,-538.0464622569359,0.0
39,1.890960931777954,-540.2686661951345,4.429526865969645,-533.0099787504275,-561.4208045580947,0.0,0.49401810388189366,0.1,0.18544507026672363,1.9867887496948242,0.050925735,0.21402177,-542.0827419424322,-0.14502409214638481,-2.492521276649153,0.0,1678,0.5090174674987793,0.00010143095178528975,9.299423857551302e-05,-538.7714368939323,0.0
40,1.9550058841705322,-539.6705330377904,4.415512866560194,-531.4540803071839,-557.2852156181066,0.0,0.5168310046480833,0.1,0.14147162437438965,0.6039986610412598,0.05030675,0.18990551,-541.8415210519681,-0.14123133526371628,-2.4895805760636853,0.0,1685,0.579376220703125,0.00011188128822645818,0.00010182295669053291,-536.2827848507336,0.0
41,1.606701374053955,-539.3229084694492,3.186647867087799,-531.704163752948,-546.8425041533297,0.0,0.5144663877091699,0.1,0.1713237762451172,1.5986058712005615,0.04990164,0.18257597,-541.5896597937162,-0.13779567936333859,-2.4878765548760584,0.0,1668,0.453019380569458,0.00010237018329528012,9.540997215138268e-05,-537.4827460409813,0.0
42,1.683983564376831,-539.1636514505805,3.6514672475842067,-531.8240017847279,-554.7577983975923,0.0,0.5619280102451205,0.1,0.12491774559020996,0.8831560611724854,0.048314534,0.17288147,-541.3470589594027,-0.13927845261874874,-2.4870775801942258,0.0,1682,0.5468869209289551,0.00010630839354674718,8.950966459756947e-05,-537.6868184968382,0.0
43,1.9771554470062256,-539.0942630339168,4.424539463945525,-531.7323547081676,-556.329081291478,0.0,0.5393030372892833,0.1,0.16675019264221191,1.4692604541778564,0.050645016,0.19868843,-541.1217793668541,-0.13881052633048033,-2.48673889782618,0.0,1680,0.5457170009613037,8.304189158763667e-05,7.987351396119027e-05,-535.9144652271044,0.0
44,1.8096637725830078,-538.6664981854543,3.612387634210154,-529.6905972791545,-551.9371330361528,0.0,0.5408142274039236,0.1,0.18466806411743164,0.7834339141845703,0.050165877,0.17372978,-540.8762512487141,-0.13874349079655954,-2.484596284821205,0.0,1652,0.6357510089874268,9.476742894589386e-05,8.809415443010541e-05,-536.4852010989922,0.0
