time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/learning_rate,train/ent_coef,train/n_updates,train/ent_coef_loss,train/actor_loss
349842,48192,7,770.9537851300001,100.0,3730,1.224494218826294,0.00073,0.016739998012781143,346841,1.331132173538208,-371.5766906738281
350842,48333,7,770.91806317,100.0,3740,1.481889009475708,0.00073,0.01689048856496811,347841,-0.8929891586303711,-371.806396484375
351842,48475,7,770.9342332300001,100.0,3750,2.134979724884033,0.00073,0.01638663001358509,348841,11.939007759094238,-370.7536926269531
352842,48616,7,770.9476341499999,100.0,3760,1.365510106086731,0.00073,0.016828497871756554,349841,0.02392578125,-372.4267578125
353842,48757,7,770.7211616000001,100.0,3770,1.426074743270874,0.00073,0.015691816806793213,350841,0.8157111406326294,-371.4049987792969
354842,48898,7,770.69037138,100.0,3780,0.9504245519638062,0.00073,0.01541043445467949,351841,0.24842774868011475,-371.4422607421875
355842,49038,7,770.7036533000002,100.0,3790,0.9400714635848999,0.00073,0.014801778830587864,352841,5.061164379119873,-374.1908874511719
356842,49178,7,770.7061826800001,100.0,3800,1.0344595909118652,0.00073,0.014871393330395222,353841,1.318194031715393,-372.5662841796875
357842,49325,7,770.70027216,100.0,3810,1.0506342649459839,0.00073,0.01534698810428381,354841,2.334954261779785,-374.718505859375
358842,49466,7,771.02206314,100.0,3820,1.0841269493103027,0.00073,0.015030615031719208,355841,8.770064353942871,-374.25848388671875
359842,49607,7,770.9982515000002,100.0,3830,0.9710041284561157,0.00073,0.014928637072443962,356841,-12.40605354309082,-376.1845703125
360842,49747,7,770.93157508,100.0,3840,1.2799675464630127,0.00073,0.015066802501678467,357841,0.5096468329429626,-374.95501708984375
361842,49889,7,770.9390120899999,100.0,3850,1.022692084312439,0.00073,0.01452223677188158,358841,1.5036423206329346,-375.706787109375
362842,50031,7,770.96269943,100.0,3860,0.7039197683334351,0.00073,0.014832096174359322,359841,-9.657753944396973,-375.42095947265625
363842,50172,7,771.0484287400001,100.0,3870,0.7130861282348633,0.00073,0.014261261560022831,360841,6.1738080978393555,-375.690185546875
364842,50312,7,771.02352162,100.0,3880,0.9734001159667969,0.00073,0.013909678906202316,361841,-2.7459404468536377,-377.590576171875
365842,50454,7,770.9759409400001,100.0,3890,0.798042893409729,0.00073,0.01380983367562294,362841,-0.25184333324432373,-376.8482360839844
366842,50600,7,770.95497842,100.0,3900,0.7676713466644287,0.00073,0.013650993816554546,363841,7.034462928771973,-377.6424865722656
367842,50741,7,770.91440675,100.0,3910,0.7162950038909912,0.00073,0.013245288282632828,364841,-3.598081588745117,-377.5756530761719
368842,50884,7,770.5767073000002,100.0,3920,1.0643386840820312,0.00073,0.013709167949855328,365841,-3.225829601287842,-379.11468505859375
369842,51026,7,770.3299072699999,100.0,3930,0.8744012117385864,0.00073,0.013587533496320248,366841,-4.172405242919922,-378.3271789550781
370842,51167,7,770.04475995,100.0,3940,0.9192230701446533,0.00073,0.013590611517429352,367841,1.589420199394226,-377.91607666015625
371842,51308,7,769.9605446500001,100.0,3950,0.9702655076980591,0.00073,0.014029835350811481,368841,-4.667052745819092,-379.2545471191406
372842,51449,7,769.9322769500002,100.0,3960,1.0041136741638184,0.00073,0.012676652520895004,369841,2.9311511516571045,-379.696533203125
373842,51590,7,770.0127118100002,100.0,3970,0.8605197668075562,0.00073,0.013357558287680149,370841,-1.6216187477111816,-379.79345703125
374842,51731,7,768.9332626000001,100.0,3980,0.6192188262939453,0.00073,0.01403743028640747,371841,-9.675113677978516,-379.66131591796875
375842,51872,7,767.9627587800001,100.0,3990,0.7644801139831543,0.00073,0.012779129669070244,372841,-6.222333908081055,-379.8336181640625
376842,52014,7,767.95670717,100.0,4000,0.9582141637802124,0.00073,0.012812413275241852,373841,2.862917900085449,-379.4233703613281
377842,52156,7,766.6960736,100.0,4010,0.7375394105911255,0.00073,0.01306915283203125,374841,9.374791145324707,-380.6943359375
378842,52296,7,766.86896364,100.0,4020,0.6736780405044556,0.00073,0.013386360369622707,375841,6.669244766235352,-380.2796325683594
379842,52436,7,767.0952615199999,100.0,4030,0.5568013191223145,0.00073,0.013200691901147366,376841,2.6574440002441406,-379.959716796875
380842,52577,7,767.3901445300003,100.0,4040,0.9365529417991638,0.00073,0.013411245308816433,377841,-0.7979617118835449,-380.8555908203125
381842,52718,7,767.4351337200002,100.0,4050,0.6036592721939087,0.00073,0.011921953409910202,378841,7.82177734375,-381.33477783203125
382842,52861,7,767.44875613,100.0,4060,0.7514920234680176,0.00073,0.012242811731994152,379841,12.761268615722656,-381.01898193359375
383842,53003,7,767.4848658199999,100.0,4070,0.5538864731788635,0.00073,0.011993266642093658,380841,-2.9451842308044434,-381.9240417480469
384842,53145,7,768.6200069699998,100.0,4080,0.5510585308074951,0.00073,0.012573564425110817,381841,-1.1297786235809326,-382.77740478515625
385842,53288,7,768.83111263,100.0,4090,0.717789888381958,0.00073,0.012224669568240643,382841,-16.546388626098633,-383.2771911621094
386842,53437,7,768.3262153600001,100.0,4100,0.9469321966171265,0.00073,0.011944879777729511,383841,19.04460906982422,-382.41094970703125
387842,53580,7,767.4047481700003,100.0,4110,1.5836440324783325,0.00073,0.01212337240576744,384841,-8.728586196899414,-384.2757568359375
388842,53726,7,762.42853422,100.0,4120,0.6002655625343323,0.00073,0.011681810952723026,385841,-1.059185266494751,-384.04876708984375
389842,53868,7,762.4347149399999,100.0,4130,0.6285288333892822,0.00073,0.011892547830939293,386841,-8.769061088562012,-384.4320983886719
390842,54010,7,762.4953411799999,100.0,4140,0.49024465680122375,0.00073,0.011661146767437458,387841,-9.995009422302246,-384.02099609375
391842,54151,7,762.5644104,100.0,4150,0.9323692321777344,0.00073,0.011934250593185425,388841,-8.180042266845703,-384.31719970703125
392842,54293,7,762.5131035700001,100.0,4160,0.9115286469459534,0.00073,0.010878447443246841,389841,2.318537950515747,-384.4021301269531
393842,54436,7,761.0766272900001,100.0,4170,0.5856915712356567,0.00073,0.010975327342748642,390841,-10.060089111328125,-385.4067077636719
394842,54577,7,725.8191155399999,100.0,4180,0.7738254070281982,0.00073,0.011767275631427765,391841,-2.9228014945983887,-386.81390380859375
395842,54718,7,711.51760435,100.0,4190,0.7378079295158386,0.00073,0.012148724868893623,392841,-2.818835973739624,-385.8163757324219
396842,54860,7,709.78581711,100.0,4200,0.6669973134994507,0.00073,0.011059325188398361,393841,5.464292526245117,-386.1815185546875
397842,55001,7,711.9671183400001,100.0,4210,1.3399379253387451,0.00073,0.011196632869541645,394841,3.075268268585205,-385.44012451171875
398842,55146,7,716.2525807500001,100.0,4220,0.5878838300704956,0.00073,0.0107654370367527,395841,-3.5848114490509033,-386.0758056640625
399842,55287,7,716.3079652800001,100.0,4230,0.6678469181060791,0.00073,0.011162951588630676,396841,5.893039226531982,-386.0077209472656
400842,55428,7,716.30426998,100.0,4240,0.569912314414978,0.00073,0.010920898988842964,397841,-3.2563414573669434,-386.2998962402344
401842,55571,7,716.2749441699999,100.0,4250,0.6988799571990967,0.00073,0.010409476235508919,398841,10.92938232421875,-385.702880859375
402842,55715,7,716.3264260200002,100.0,4260,0.37747055292129517,0.00073,0.01105376798659563,399841,4.460081577301025,-386.27801513671875
403842,55858,7,717.7518194700001,100.0,4270,0.5999816656112671,0.00073,0.010794932954013348,400841,-9.051344871520996,-386.5653076171875
404842,56001,7,752.9649299,100.0,4280,0.691423773765564,0.00073,0.011192554607987404,401841,6.185825347900391,-386.0066223144531
405842,56143,7,768.0944208999999,100.0,4290,0.43727123737335205,0.00073,0.01063787005841732,402841,13.289901733398438,-386.4017028808594
406842,56285,7,764.6589529400002,100.0,4300,0.5698696374893188,0.00073,0.010573336854577065,403841,9.027430534362793,-386.9601135253906
407842,56428,7,757.6176715400001,100.0,4310,0.7396258115768433,0.00073,0.010579388588666916,404841,-13.225266456604004,-386.4708557128906
408842,56567,7,754.1982126000001,100.0,4320,0.7107267379760742,0.00073,0.01070441585034132,405841,-2.38720703125,-387.4184875488281
409842,56710,7,754.0129067900001,100.0,4330,0.5448386669158936,0.00073,0.010984730906784534,406841,1.434041976928711,-386.9116516113281
410842,56851,7,753.8937248000001,100.0,4340,0.9152138233184814,0.00073,0.010682042688131332,407841,-4.3921685218811035,-387.3782653808594
411842,56995,7,753.5301387000003,100.0,4350,0.6838230490684509,0.00073,0.010777045041322708,408841,-16.43971824645996,-387.040771484375
412842,57138,7,717.8944589900001,100.0,4360,0.4915398359298706,0.00073,0.01145891286432743,409841,-5.954383373260498,-387.41326904296875
413842,57281,7,710.8900535500001,100.0,4370,0.6259557008743286,0.00073,0.011030389927327633,410841,0.855208694934845,-386.95037841796875
414842,57423,7,710.8810717500002,100.0,4380,0.51594078540802,0.00073,0.010918207466602325,411841,-6.934878349304199,-386.53289794921875
415842,57563,7,710.8120484000001,100.0,4390,1.0141435861587524,0.00073,0.01100284792482853,412841,-18.490169525146484,-386.8260498046875
416842,57705,7,716.3968299199998,100.0,4400,0.4741969704627991,0.00073,0.010821196250617504,413841,-19.617778778076172,-387.1258239746094
417842,57845,7,723.36138683,100.0,4410,0.44673237204551697,0.00073,0.010874215513467789,414841,-5.3260884284973145,-387.0351257324219
418842,57986,7,727.6489731800002,100.0,4420,0.49350297451019287,0.00073,0.010377183556556702,415841,-3.131768226623535,-387.5022888183594
419842,58127,7,727.7746043400001,100.0,4430,0.4410533010959625,0.00073,0.010082611814141273,416841,5.426517486572266,-386.3800354003906
420842,58264,7,727.8972308799998,100.0,4440,1.287703037261963,0.00073,0.010545280762016773,417841,5.662473678588867,-387.43157958984375
421842,58404,7,728.2704483799998,100.0,4450,0.3962470293045044,0.00073,0.010236464440822601,418841,0.22191500663757324,-387.0033874511719
422842,58543,7,763.9011243099999,100.0,4460,0.6113634705543518,0.00073,0.009915770031511784,419841,2.0671486854553223,-386.8409423828125
423842,58685,7,770.88664546,100.0,4470,0.40569356083869934,0.00073,0.009846597909927368,420841,-9.477994918823242,-387.3101806640625
424842,58826,7,770.8685568600001,100.0,4480,0.5566000938415527,0.00073,0.00959495548158884,421841,-4.403750896453857,-388.0225830078125
425842,58968,7,768.8746025600001,100.0,4490,0.3975147604942322,0.00073,0.00966592226177454,422841,5.41514253616333,-387.6468505859375
426842,59108,7,764.7495835799999,100.0,4500,0.6962251663208008,0.00073,0.008931898511946201,423841,-6.640143871307373,-387.9764099121094
427842,59251,7,764.7268691599999,100.0,4510,0.5185319185256958,0.00073,0.008990639820694923,424841,-8.564228057861328,-388.1021423339844
428842,59394,7,764.7163796600001,100.0,4520,0.40027737617492676,0.00073,0.00949849933385849,425841,10.485078811645508,-387.4068298339844
429842,59537,7,764.71270538,100.0,4530,0.36350172758102417,0.00073,0.01045707706362009,426841,-21.444684982299805,-388.02752685546875
430842,59682,7,764.38574571,100.0,4540,0.5556408166885376,0.00073,0.009402689523994923,427841,-6.729207992553711,-388.95623779296875
431842,59826,7,764.37491649,100.0,4550,0.5896049737930298,0.00073,0.008975626900792122,428841,4.668040752410889,-387.4200134277344
432842,59970,7,764.09448338,100.0,4560,0.46282392740249634,0.00073,0.009425885044038296,429841,2.9865317344665527,-387.2784423828125
433842,60113,7,761.5716720000001,100.0,4570,0.7883667945861816,0.00073,0.008996862918138504,430841,-0.7244148254394531,-387.0197448730469
434842,60256,7,761.1894183500001,100.0,4580,0.7162238955497742,0.00073,0.009196841157972813,431841,4.943181037902832,-387.21649169921875
435842,60398,7,762.13067935,100.0,4590,0.6858166456222534,0.00073,0.009190427139401436,432841,7.041262626647949,-388.00469970703125
436842,60541,7,766.32835211,100.0,4600,0.5410832166671753,0.00073,0.00949899759143591,433841,-8.174306869506836,-388.42413330078125
437842,60682,7,766.4658424700001,100.0,4610,0.6432260274887085,0.00073,0.00980608630925417,434841,1.0417625904083252,-388.5323181152344
438842,60824,7,766.45543437,100.0,4620,0.40945667028427124,0.00073,0.009132174775004387,435841,-18.279417037963867,-387.6474304199219
439842,60966,7,765.18703397,100.0,4630,0.6015797853469849,0.00073,0.00957122165709734,436841,3.53151798248291,-388.29132080078125
440842,61108,7,764.9881338600001,100.0,4640,0.8902106285095215,0.00073,0.009662623517215252,437841,-10.074806213378906,-387.6903991699219
441842,61250,7,765.04245416,100.0,4650,0.39798983931541443,0.00073,0.009047658182680607,438841,1.6126686334609985,-388.1522216796875
442842,61393,7,764.1388788,100.0,4660,0.45232516527175903,0.00073,0.009802248328924179,439841,-8.646382331848145,-388.5948181152344
443842,61535,7,755.7449847499998,100.0,4670,0.6883859634399414,0.00073,0.009592023678123951,440841,2.7755966186523438,-387.9903259277344
444842,61680,7,755.7275332100002,100.0,4680,0.527248740196228,0.00073,0.009203855879604816,441841,4.71681547164917,-388.2737121582031
445842,61825,7,755.9801482400002,100.0,4690,0.49082446098327637,0.00073,0.009317527525126934,442841,0.1962646245956421,-388.741455078125
446842,61968,7,743.9669163699999,100.0,4700,0.6372743844985962,0.00073,0.009986285120248795,443841,-13.627572059631348,-388.7869873046875
447842,62111,7,735.9789703199999,100.0,4710,0.5584992170333862,0.00073,0.01047078799456358,444841,-4.371621608734131,-387.73822021484375
448842,62254,7,735.75305853,100.0,4720,0.8242589831352234,0.00073,0.009682501666247845,445841,-12.617098808288574,-386.9499206542969
449842,62396,7,737.0625341800001,100.0,4730,0.7861646413803101,0.00073,0.010028282180428505,446841,10.001835823059082,-387.7868347167969
450842,62540,7,737.61243363,100.0,4740,0.4454888701438904,0.00073,0.00956526305526495,447841,-6.206665992736816,-387.1434326171875
451842,62686,7,737.5123489599999,100.0,4750,0.4896092414855957,0.00073,0.009589700028300285,448841,-3.05979585647583,-388.0659484863281
452842,62832,7,738.6676005699999,100.0,4760,0.5504326224327087,0.00073,0.009206041693687439,449841,4.695254325866699,-388.015380859375
453842,62975,7,749.6274362500002,100.0,4770,0.4457544684410095,0.00073,0.009054978378117085,450841,7.75499153137207,-387.4222412109375
454842,63119,7,750.0815298200001,100.0,4780,0.5580205917358398,0.00073,0.009346157312393188,451841,-3.6202964782714844,-387.5187072753906
455842,63265,7,750.9649429899999,100.0,4790,0.4365718960762024,0.00073,0.009030723012983799,452841,-6.420887470245361,-387.71868896484375
456842,63410,7,763.0222210300001,100.0,4800,0.5303666591644287,0.00073,0.008284331299364567,453841,13.977859497070312,-387.77130126953125
457842,63552,7,770.1258963000001,100.0,4810,0.5011465549468994,0.00073,0.009556363336741924,454841,-1.3943122625350952,-388.47784423828125
458842,63696,7,768.627594,100.0,4820,0.5922428369522095,0.00073,0.009756186045706272,455841,-15.898277282714844,-387.281494140625
459842,63838,7,768.5624903,100.0,4830,0.7214860916137695,0.00073,0.00985640101134777,456841,-6.272821426391602,-388.2829284667969
460842,63983,7,764.42681182,100.0,4840,0.5336363315582275,0.00073,0.009601345285773277,457841,-1.4469592571258545,-388.96051025390625
461842,64125,7,763.32756878,100.0,4850,0.7157590985298157,0.00073,0.01182013750076294,458841,-24.058996200561523,-390.9634094238281
462842,64267,7,762.3769455400001,100.0,4860,0.7126676440238953,0.00073,0.009952638298273087,459841,-3.457066059112549,-389.45111083984375
463842,64412,7,762.29684398,100.0,4870,0.7531496286392212,0.00073,0.009633947163820267,460841,-3.7905569076538086,-388.96490478515625
464842,64555,7,762.2858675199999,100.0,4880,0.4163711369037628,0.00073,0.009573361836373806,461841,-6.26120138168335,-388.27679443359375
465842,64698,7,761.95710554,100.0,4890,0.706668496131897,0.00073,0.00935482420027256,462841,3.5795300006866455,-388.02935791015625
466842,64841,7,761.3290787500002,100.0,4900,0.5135127305984497,0.00073,0.00906028226017952,463841,8.11556625366211,-388.57562255859375
467842,64984,7,762.0465796099999,100.0,4910,0.473115473985672,0.00073,0.008777947165071964,464841,7.075472831726074,-388.5763244628906
468842,65127,7,763.0360633000001,100.0,4920,0.43760061264038086,0.00073,0.008542227558791637,465841,4.649548530578613,-389.06243896484375
469842,65270,7,759.65442102,100.0,4930,0.5555452108383179,0.00073,0.008980185724794865,466841,-1.0175607204437256,-388.7251892089844
470842,65413,7,763.7470578300001,100.0,4940,0.45882225036621094,0.00073,0.00897132232785225,467841,-1.3913805484771729,-388.6812744140625
471842,65558,7,764.8796306899999,100.0,4950,0.35836511850357056,0.00073,0.009201674722135067,468841,-7.945403575897217,-389.04058837890625
472842,65704,7,765.8681149,100.0,4960,0.4689166247844696,0.00073,0.008355670608580112,469841,0.06232231855392456,-388.6256408691406
473842,65845,7,765.89842242,100.0,4970,0.5877324938774109,0.00073,0.008921015076339245,470841,3.2899420261383057,-389.11480712890625
474842,65987,7,763.7652793499999,100.0,4980,0.5251647233963013,0.00073,0.008731476031243801,471841,8.745019912719727,-388.70855712890625
475842,66134,7,763.30554547,100.0,4990,0.406267911195755,0.00073,0.00856922660022974,472841,0.3571021556854248,-389.50006103515625
476842,66277,7,763.1885958799999,100.0,5000,0.6188925504684448,0.00073,0.008810706436634064,473841,-1.177480936050415,-389.224609375
477842,66420,7,759.3611870600001,100.0,5010,0.45429015159606934,0.00073,0.008817472495138645,474841,-3.422363519668579,-388.9408264160156
478842,66564,7,759.9519571900001,100.0,5020,0.6521581411361694,0.00073,0.009229160845279694,475841,-3.3614463806152344,-388.77557373046875
479842,66707,7,760.2135125699999,100.0,5030,0.7124073505401611,0.00073,0.009004605934023857,476841,-1.1858503818511963,-388.7762756347656
480842,66850,7,758.3041403900002,100.0,5040,0.6341400742530823,0.00073,0.009781498461961746,477841,-3.45613956451416,-389.2702941894531
481842,66993,7,753.9809687600001,100.0,5050,0.5291597843170166,0.00073,0.012075843289494514,478841,27.04083251953125,-389.5775146484375
482842,67136,7,753.7846004600001,100.0,5060,0.45611512660980225,0.00073,0.009960965253412724,479841,5.045046806335449,-388.98736572265625
483842,67279,7,753.70162673,100.0,5070,0.5737543106079102,0.00073,0.009617638774216175,480841,-6.94034481048584,-389.6016540527344
484842,67422,7,754.8948727900001,100.0,5080,0.5824828147888184,0.00073,0.009159539826214314,481841,-2.413738250732422,-390.00537109375
485842,67565,7,755.62751875,100.0,5090,0.4789944291114807,0.00073,0.008761449716985226,482841,-5.560197353363037,-389.12127685546875
486842,67707,7,755.1002532900001,100.0,5100,0.48801907896995544,0.00073,0.009148487821221352,483841,3.8952231407165527,-390.079345703125
487842,67848,7,759.0444967700001,100.0,5110,1.637708067893982,0.00073,0.010791793465614319,484841,-4.265685081481934,-388.9759521484375
488842,67989,7,759.0472844300001,100.0,5120,0.5770454406738281,0.00073,0.009319161996245384,485841,16.13233184814453,-389.6578369140625
489842,68130,7,751.41917411,100.0,5130,10.359365463256836,0.00073,0.009380809031426907,486841,-3.5299758911132812,-389.33416748046875
490842,68271,7,737.9113798,100.0,5140,0.6147165894508362,0.00073,0.00948825478553772,487841,-0.1885608434677124,-388.47491455078125
491842,68415,7,742.23747893,100.0,5150,0.708193838596344,0.00073,0.00909044872969389,488841,1.3906826972961426,-389.79638671875
492842,68560,7,742.4436595600001,100.0,5160,0.5015801191329956,0.00073,0.009201310575008392,489841,7.596260070800781,-389.2284851074219
493842,68705,7,742.5775960000001,100.0,5170,0.4267512559890747,0.00073,0.009642168879508972,490841,-7.077497482299805,-389.3483581542969
494842,68848,7,741.8498566,100.0,5180,0.5729002952575684,0.00073,0.00985538586974144,491841,2.661167621612549,-389.8205261230469
495842,68991,7,739.99209359,100.0,5190,0.47108352184295654,0.00073,0.010619640350341797,492841,-7.728544235229492,-389.4470520019531
496842,69136,7,735.3606684999999,100.0,5200,0.541435182094574,0.00073,0.00943418126553297,493841,1.7747266292572021,-390.1611328125
497842,69285,7,734.24602457,100.0,5210,0.6087137460708618,0.00073,0.009284920059144497,494841,-2.5863895416259766,-388.6380615234375
498842,69430,7,732.8660854100001,100.0,5220,0.4962109625339508,0.00073,0.009244496934115887,495841,-6.330950736999512,-389.68310546875
499842,69572,7,741.4860694200001,100.0,5230,0.5548966526985168,0.00073,0.009260079823434353,496841,1.265682578086853,-389.12054443359375
500842,69714,7,756.5448633899999,100.0,5240,0.5761396884918213,0.00073,0.008944787085056305,497841,0.10579562187194824,-389.86669921875
501842,69857,7,754.87952206,100.0,5250,0.5682425498962402,0.00073,0.009187036193907261,498841,-13.101609230041504,-389.27362060546875
502842,70000,7,735.579717,100.0,5260,0.7570460438728333,0.00073,0.009904811158776283,499841,5.752490997314453,-389.64215087890625
503842,70143,7,728.91076931,100.0,5270,0.3968237042427063,0.00073,0.009303485043346882,500841,-1.9908912181854248,-389.94061279296875
504842,70287,7,727.2173845300001,100.0,5280,0.5249843597412109,0.00073,0.008941056206822395,501841,1.938218116760254,-390.0361633300781
505842,70429,7,729.0747235599999,100.0,5290,0.8026943206787109,0.00073,0.008849953301250935,502841,-3.1881508827209473,-388.9738464355469
506842,70571,7,734.94193253,100.0,5300,0.39592352509498596,0.00073,0.008614624850451946,503841,-12.213220596313477,-389.51483154296875
507842,70716,7,736.0500013500001,100.0,5310,0.5586427450180054,0.00073,0.008979522623121738,504841,11.403797149658203,-389.618408203125
508842,70862,7,737.5943239000001,100.0,5320,0.5633388757705688,0.00073,0.008458157069981098,505841,1.7574087381362915,-389.3330078125
509842,71005,7,739.76083089,100.0,5330,0.5210745334625244,0.00073,0.008707194589078426,506841,2.056222438812256,-388.1047668457031
510842,71147,7,740.1262568299999,100.0,5340,0.7151228189468384,0.00073,0.00975759606808424,507841,0.030458450317382812,-388.9912414550781
511842,71290,7,741.8098358899998,100.0,5350,0.5577510595321655,0.00073,0.008720573969185352,508841,14.379568099975586,-388.61871337890625
512842,71435,7,761.0201981199998,100.0,5360,0.535799503326416,0.00073,0.008665113709867,509841,-5.318950653076172,-389.48126220703125
513842,71583,7,767.6685055900001,100.0,5370,1.7546583414077759,0.00073,0.00837130006402731,510841,2.457580089569092,-389.24566650390625
514842,71732,7,771.05974589,100.0,5380,0.7082011699676514,0.00073,0.009042874909937382,511841,11.201313018798828,-388.858154296875
515842,71877,7,771.0433215,100.0,5390,0.3772044777870178,0.00073,0.008517701178789139,512841,2.251404047012329,-388.95367431640625
516842,72021,7,771.08917897,100.0,5400,0.464201956987381,0.00073,0.008327243849635124,513841,-2.9060471057891846,-388.6907958984375
517842,72165,7,771.11004701,100.0,5410,0.5102949142456055,0.00073,0.00798152294009924,514841,-2.7720136642456055,-389.7247314453125
518842,72309,7,770.5772322699999,100.0,5420,0.6191458702087402,0.00073,0.008551723323762417,515841,5.049550533294678,-388.7987365722656
519842,72453,7,770.5042162299999,100.0,5430,0.4954736828804016,0.00073,0.008099273778498173,516841,9.346000671386719,-389.0978698730469
520842,72596,7,770.13386419,100.0,5440,0.49396324157714844,0.00073,0.008586253970861435,517841,1.0306915044784546,-389.28558349609375
521842,72741,7,769.4606621000001,100.0,5450,0.4076652526855469,0.00073,0.008272911421954632,518841,-16.36005210876465,-389.05706787109375
522842,72887,7,769.3079213199999,100.0,5460,0.3809415102005005,0.00073,0.008663171902298927,519841,-12.437522888183594,-389.4635925292969
523842,73031,7,769.1414536600001,100.0,5470,0.380465030670166,0.00073,0.008288425393402576,520841,-8.07693099975586,-389.41937255859375
524842,73174,7,769.0762353900001,100.0,5480,0.3929328918457031,0.00073,0.008195694535970688,521841,-7.025102138519287,-389.4218444824219
525842,73317,7,769.0941335400001,100.0,5490,0.2788657546043396,0.00073,0.008422594517469406,522841,-5.293175220489502,-389.399169921875
526842,73458,7,765.8638112000002,100.0,5500,0.5710464715957642,0.00073,0.008502637967467308,523841,0.669640302658081,-389.0343017578125
527842,73601,7,762.5664379800002,100.0,5510,0.3942486643791199,0.00073,0.008211059495806694,524841,-1.177170991897583,-389.6925048828125
528842,73743,7,763.0039664999999,100.0,5520,0.39989715814590454,0.00073,0.008042005822062492,525841,12.127330780029297,-389.81671142578125
529842,73884,7,763.1162135300001,100.0,5530,0.3297305703163147,0.00073,0.007917632348835468,526841,-8.395929336547852,-389.69671630859375
530842,74026,7,759.87082329,100.0,5540,0.590449333190918,0.00073,0.008171473629772663,527841,-5.789315700531006,-390.01580810546875
531842,74166,7,760.0892952100002,100.0,5550,0.6108890771865845,0.00073,0.00825003907084465,528841,4.854437828063965,-389.64129638671875
532842,74309,7,756.1600601400002,100.0,5560,0.7339068651199341,0.00073,0.008747553452849388,529841,-7.111191749572754,-390.54144287109375
533842,74456,7,709.6507253599999,100.0,5570,0.6695288419723511,0.00073,0.009458441287279129,530841,0.2891826033592224,-392.32830810546875
534842,74600,7,667.28710091,100.0,5580,0.623274564743042,0.00073,0.008949927985668182,531841,4.3857927322387695,-390.72137451171875
535842,74748,7,667.1308551000001,100.0,5590,0.46290338039398193,0.00073,0.008357854560017586,532841,3.0037307739257812,-390.9840393066406
536842,74895,7,668.5892025500001,100.0,5600,0.466980516910553,0.00073,0.008323452435433865,533841,3.8789360523223877,-390.2484130859375
537842,75042,7,671.94866469,100.0,5610,0.3670222759246826,0.00073,0.008337120525538921,534841,6.783527374267578,-390.0553894042969
538842,75184,7,672.0264438999999,100.0,5620,0.5507876873016357,0.00073,0.00884932093322277,535841,14.826127052307129,-389.4770812988281
539842,75328,7,671.9879601900002,100.0,5630,0.5349552631378174,0.00073,0.008531082421541214,536841,-2.8994274139404297,-390.41754150390625
540842,75471,7,675.63223658,100.0,5640,0.5764121413230896,0.00073,0.00833155307918787,537841,-0.36091136932373047,-390.25567626953125
541842,75616,7,675.98369521,100.0,5650,0.727949321269989,0.00073,0.00831509381532669,538841,7.6890387535095215,-389.64239501953125
542842,75761,7,679.7927344100001,100.0,5660,0.41273707151412964,0.00073,0.008227488957345486,539841,-0.5838828086853027,-391.2604064941406
543842,75905,7,725.9851023400001,100.0,5670,0.770332932472229,0.00073,0.008401547558605671,540841,7.621144771575928,-391.96856689453125
544842,76047,7,742.49207932,100.0,5680,0.5354135036468506,0.00073,0.010030506178736687,541841,-8.275684356689453,-393.5514221191406
545842,76189,7,709.21687835,100.0,5690,0.6121314167976379,0.00073,0.010364335961639881,542841,-13.195053100585938,-393.5489807128906
546842,76331,7,691.84873817,100.0,5700,1.0857741832733154,0.00073,0.013074925169348717,543841,3.951113700866699,-395.20111083984375
547842,76475,7,686.6795534399998,100.0,5710,0.7301637530326843,0.00073,0.011110564693808556,544841,-2.396702289581299,-398.3551025390625
548842,76619,7,686.2601585200001,100.0,5720,0.655346155166626,0.00073,0.00996060948818922,545841,2.2411913871765137,-397.2209777832031
549842,76762,7,686.28160122,100.0,5730,0.5690228343009949,0.00073,0.008917858824133873,546841,9.231587409973145,-395.93280029296875
550842,76904,7,686.24704544,100.0,5740,0.7292566299438477,0.00073,0.008988132700324059,547841,-3.4684324264526367,-395.06475830078125
551842,77045,7,686.2011987000001,100.0,5750,0.6215472221374512,0.00073,0.008630302734673023,548841,-3.093590021133423,-394.06573486328125
552842,77189,7,684.9261823200002,100.0,5760,0.7511475682258606,0.00073,0.010125656612217426,549841,7.927364349365234,-393.1722412109375
553842,77334,7,652.00194185,100.0,5770,0.5781919956207275,0.00073,0.010053250938653946,550841,5.364548683166504,-392.7065124511719
554842,77477,7,677.84378845,100.0,5780,0.3883174657821655,0.00073,0.00927709974348545,551841,0.9759516716003418,-391.41326904296875
555842,77619,7,711.31192197,100.0,5790,0.5839079022407532,0.00073,0.008524531498551369,552841,0.024800628423690796,-391.6720275878906
556842,77762,7,730.34216827,100.0,5800,0.5696353316307068,0.00073,0.00801998283714056,553841,2.5506482124328613,-391.3578186035156
557842,77904,7,735.5077835,100.0,5810,0.9652448892593384,0.00073,0.008249303326010704,554841,-1.8738768100738525,-389.2000427246094
558842,78048,7,735.52266955,100.0,5820,0.5992386341094971,0.00073,0.00805461686104536,555841,5.439465045928955,-390.4083251953125
559842,78191,7,733.5375589400002,100.0,5830,0.5017783641815186,0.00073,0.008283715695142746,556841,-0.5949973464012146,-390.2252502441406
