time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,train/ent_coef_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef,train/critic_loss
8220,100028,603.68308456,713069,100.0,7,7.54250431060791,0.00073,710068,-387.0648193359375,0.01977209560573101,8.547954559326172
8230,100176,614.12808206,714069,100.0,7,-3.964822292327881,0.00073,711068,-394.8184509277344,0.020519722253084183,7.7107038497924805
8240,100322,604.51307346,715069,100.0,7,2.7190499305725098,0.00073,712068,-389.3802185058594,0.02118222787976265,10.135492324829102
8250,100469,613.35892189,716069,100.0,7,-2.382254123687744,0.00073,713068,-390.29986572265625,0.020995929837226868,10.941320419311523
8260,100615,629.34092135,717069,100.0,7,9.440831184387207,0.00073,714068,-387.72320556640625,0.020104598253965378,9.848591804504395
8270,100762,627.3155088,718069,100.0,7,1.1026201248168945,0.00073,715068,-395.2403564453125,0.02027476765215397,11.412315368652344
8280,100910,625.33749987,719069,100.0,7,-0.0552293062210083,0.00073,716068,-390.6848449707031,0.01955115795135498,7.451189041137695
8290,101058,616.3415544199999,720069,100.0,7,-4.2247772216796875,0.00073,717068,-392.4064636230469,0.02084934711456299,9.138070106506348
8300,101208,602.3970112999999,721069,100.0,7,-8.456521987915039,0.00073,718068,-392.02972412109375,0.01979319378733635,9.739871978759766
8310,101358,606.99101165,722069,100.0,7,2.7130212783813477,0.00073,719068,-392.88775634765625,0.02033909782767296,8.620363235473633
8320,101492,605.78718443,722971,99.02,7,-11.727143287658691,0.00073,719970,-390.2370910644531,0.020623451098799706,10.355306625366211
8330,101642,602.20089994,723971,99.02,7,-9.206714630126953,0.00073,720970,-395.50067138671875,0.020923705771565437,7.17332124710083
8340,101790,608.20666471,724971,99.02,7,-1.6321673393249512,0.00073,721970,-388.17327880859375,0.020593959838151932,10.09906005859375
8350,101939,602.12976624,725971,99.02,7,9.664114952087402,0.00073,722970,-391.1925048828125,0.020419953390955925,8.320865631103516
8360,102088,608.70581372,726971,99.02,7,27.629060745239258,0.00073,723970,-397.1880187988281,0.02089685946702957,10.226285934448242
8370,102233,604.6555849499999,727971,99.02,7,15.36590576171875,0.00073,724970,-395.2132568359375,0.020692311227321625,8.429841041564941
8380,102376,596.09206726,728971,99.02,7,-1.6608927249908447,0.00073,725970,-400.7403564453125,0.020694900304079056,9.567122459411621
8390,102521,581.97102067,729971,99.02,7,10.575079917907715,0.00073,726970,-400.4871826171875,0.021269604563713074,9.622762680053711
8400,102664,582.4155641499998,730971,99.02,7,2.812337875366211,0.00073,727970,-405.01702880859375,0.020557334646582603,10.55196762084961
8410,102795,568.33099894,731873,98.04,7,-6.523677825927734,0.00073,728872,-410.75982666015625,0.020841708406805992,7.0928425788879395
8420,102940,563.11598416,732873,99.02,7,1.9397919178009033,0.00073,729872,-405.8771057128906,0.01979358121752739,9.47838020324707
8430,103084,564.99743402,733873,99.02,7,1.6582555770874023,0.00073,730872,-402.2091369628906,0.02183302491903305,9.875554084777832
8440,103231,549.50104768,734873,99.02,7,1.32395601272583,0.00073,731872,-399.85101318359375,0.021200289949774742,8.480780601501465
8450,103379,537.8297046800001,735873,99.02,7,12.748266220092773,0.00073,732872,-399.20123291015625,0.020399652421474457,8.454108238220215
8460,103526,527.8317629899999,736873,99.02,7,-8.40163803100586,0.00073,733872,-401.3335266113281,0.020670654252171516,9.38482666015625
8470,103684,526.74149969,737873,99.02,7,-3.363640785217285,0.00073,734872,-396.8332824707031,0.020170778036117554,10.638505935668945
8480,103841,538.2648970000001,738873,99.02,7,3.7936244010925293,0.00073,735872,-398.3213806152344,0.02135520800948143,12.909536361694336
8490,103997,526.35170246,739873,99.02,7,4.746011257171631,0.00073,736872,-410.2708740234375,0.024989213794469833,27.87466812133789
8500,104152,505.60985037,740873,99.02,7,-4.350724220275879,0.00073,737872,-427.52117919921875,0.025188010185956955,14.684614181518555
8510,104308,516.77896161,741873,100.0,7,-11.065113067626953,0.00073,738872,-431.7472229003906,0.023025138303637505,10.296159744262695
8520,104448,517.21101357,742775,99.02,7,-4.846340179443359,0.00073,739774,-423.43505859375,0.02130608633160591,19.003334045410156
8530,104603,518.94574358,743775,99.02,7,11.388343811035156,0.00073,740774,-413.733154296875,0.021607914939522743,53.818206787109375
8540,104761,523.9326138600001,744775,99.02,7,-3.957362651824951,0.00073,741774,-418.88323974609375,0.020203640684485435,8.836526870727539
8550,104918,529.1317720999999,745775,99.02,7,-3.283658504486084,0.00073,742774,-413.8728942871094,0.020139025524258614,12.731376647949219
8560,105076,532.4273133199999,746775,99.02,7,0.5166910290718079,0.00073,743774,-404.19580078125,0.020441152155399323,7.727420806884766
8570,105232,540.52167259,747775,99.02,7,11.383262634277344,0.00073,744774,-403.35235595703125,0.019633347168564796,11.786661148071289
8580,105392,535.83176395,748775,99.02,7,8.981522560119629,0.00073,745774,-402.1093444824219,0.020165536552667618,9.836482048034668
8590,105548,563.66457948,749775,99.02,7,-0.6446837186813354,0.00073,746774,-402.2419128417969,0.019956720992922783,9.056377410888672
8600,105707,598.7697368400001,750775,99.02,7,7.544676780700684,0.00073,747774,-404.5890197753906,0.02234380692243576,10.64021110534668
8610,105867,598.4902172799999,751775,99.02,7,-3.845686197280884,0.00073,748774,-409.9115905761719,0.020848721265792847,9.818984031677246
8620,106017,600.95066507,752744,99.69,7,4.23275089263916,0.00073,749743,-403.9906005859375,0.0194565337151289,8.832855224609375
8630,106173,591.49357492,753744,99.69,7,3.0831258296966553,0.00073,750743,-410.7000427246094,0.02018829621374607,18.643329620361328
8640,106331,596.78171324,754744,99.69,7,-2.377121925354004,0.00073,751743,-404.74798583984375,0.020151330158114433,10.568368911743164
8650,106502,585.63547694,755744,99.69,7,1.1295745372772217,0.00073,752743,-410.0505676269531,0.020290885120630264,8.29288387298584
8660,106672,570.58084004,756744,99.69,7,-10.388128280639648,0.00073,753743,-411.2469482421875,0.020004672929644585,9.244987487792969
8670,106841,576.0728082,757744,99.69,7,6.9610137939453125,0.00073,754743,-404.11053466796875,0.01970617286860943,10.641448974609375
8680,107012,572.86566825,758744,99.69,7,-6.860321044921875,0.00073,755743,-400.9765319824219,0.01919551193714142,9.362838745117188
8690,107181,567.87371126,759744,99.69,7,11.53736400604248,0.00073,756743,-403.7633056640625,0.019998038187623024,9.14431381225586
8700,107338,562.6684399000001,760744,99.69,7,-2.0973000526428223,0.00073,757743,-400.42913818359375,0.019882086664438248,10.039514541625977
8710,107492,562.3524705,761744,99.69,7,2.4231274127960205,0.00073,758743,-399.7928771972656,0.01963905803859234,9.50160026550293
8720,107640,577.82008767,762744,100.0,7,-2.7402172088623047,0.00073,759743,-396.33306884765625,0.019321449100971222,10.067415237426758
8730,107790,584.64351304,763744,100.0,7,5.22944974899292,0.00073,760743,-396.8548583984375,0.019161812961101532,8.807575225830078
8740,107938,581.08624002,764744,100.0,7,-2.126298427581787,0.00073,761743,-400.6519775390625,0.019681628793478012,9.819319725036621
8750,108086,592.36979595,765744,100.0,7,8.998430252075195,0.00073,762743,-399.298828125,0.019273683428764343,10.589676856994629
8760,108237,615.12590373,766744,100.0,7,-2.9348745346069336,0.00073,763743,-402.4338684082031,0.01907362975180149,10.994672775268555
8770,108385,607.1414554500001,767744,100.0,7,3.6069371700286865,0.00073,764743,-396.54766845703125,0.017847798764705658,8.705238342285156
8780,108534,611.68111385,768744,100.0,7,12.27417278289795,0.00073,765743,-396.52362060546875,0.01880592107772827,16.650279998779297
8790,108682,616.78765855,769744,100.0,7,-2.9811043739318848,0.00073,766743,-402.34576416015625,0.018767446279525757,9.884587287902832
8800,108833,618.7591244800001,770744,100.0,7,21.13525390625,0.00073,767743,-395.8349609375,0.01933526061475277,12.905067443847656
8810,108995,626.40380891,771744,100.0,7,-1.9343459606170654,0.00073,768743,-402.70733642578125,0.01941770501434803,9.179952621459961
8820,109151,609.1587894500001,772744,100.0,7,15.814002990722656,0.00073,769743,-432.8105773925781,0.04411382973194122,18.51250648498535
8830,109305,591.7329146200001,773744,100.0,7,-16.75192642211914,0.00073,770743,-443.15264892578125,0.024002110585570335,11.810881614685059
8840,109458,597.04122308,774744,100.0,7,10.82117748260498,0.00073,771743,-431.530517578125,0.01981675624847412,9.102191925048828
8850,109613,603.8846232,775744,100.0,7,1.9649851322174072,0.00073,772743,-427.10748291015625,0.02023398131132126,8.334277153015137
8860,109768,597.84818301,776744,100.0,7,-9.020098686218262,0.00073,773743,-417.6612548828125,0.01930486038327217,8.873098373413086
8870,109923,603.605337,777744,100.0,7,13.446037292480469,0.00073,774743,-411.1622009277344,0.017773114144802094,9.567605972290039
8880,110060,590.7787628,778646,99.02,7,-10.473129272460938,0.00073,775645,-408.11407470703125,0.018614929169416428,7.69842529296875
8890,110212,585.9631832800001,779646,99.02,7,2.248570680618286,0.00073,776645,-405.06201171875,0.01896115578711033,6.3732147216796875
8900,110365,578.5070864799999,780646,99.02,7,4.3978352546691895,0.00073,777645,-401.8799133300781,0.01928560808300972,11.939094543457031
8910,110517,565.85445814,781646,99.02,7,-5.161574363708496,0.00073,778645,-408.2539978027344,0.01926380582153797,8.825220108032227
8920,110671,576.2174813,782646,99.02,7,15.636017799377441,0.00073,779645,-403.9111328125,0.018589867278933525,11.264837265014648
8930,110826,589.5926671100001,783646,99.02,7,10.132791519165039,0.00073,780645,-402.31689453125,0.01912694051861763,10.429656982421875
8940,110978,582.2656934900001,784646,99.02,7,-1.7596747875213623,0.00073,781645,-402.894287109375,0.018733136355876923,7.715385437011719
8950,111130,584.1004720799999,785646,99.02,7,2.104257583618164,0.00073,782645,-402.135498046875,0.017805000767111778,7.281074047088623
8960,111284,594.0539373800001,786646,99.02,7,5.085558891296387,0.00073,783645,-401.3375244140625,0.01793012209236622,13.907495498657227
8970,111422,583.38340383,787548,98.04,7,9.478998184204102,0.00073,784547,-400.2843017578125,0.01780097559094429,7.64539909362793
8980,111577,601.97928524,788548,99.02,7,3.0597095489501953,0.00073,785547,-396.04864501953125,0.01785249635577202,6.974771499633789
8990,111732,602.89919138,789548,99.02,7,9.433993339538574,0.00073,786547,-395.40496826171875,0.01761164329946041,10.576704025268555
9000,111886,612.44071391,790548,99.02,7,-5.378570556640625,0.00073,787547,-394.0232238769531,0.017935382202267647,20.949649810791016
9010,112042,625.5574454800001,791548,99.02,7,8.77413272857666,0.00073,788547,-392.7330627441406,0.01784100942313671,8.609075546264648
9020,112195,630.6784687,792548,99.02,7,2.819669723510742,0.00073,789547,-398.1856689453125,0.018423983827233315,8.651056289672852
9030,112344,617.8120912300001,793548,99.02,7,16.340944290161133,0.00073,790547,-396.71160888671875,0.018853360787034035,13.183100700378418
9040,112492,625.1607148,794548,99.02,7,-0.6046334505081177,0.00073,791547,-400.2777404785156,0.01860244944691658,7.876421928405762
9050,112633,615.6811867099999,795507,98.61,7,4.5416460037231445,0.00073,792506,-399.59197998046875,0.01907339319586754,7.565583229064941
9060,112783,608.16314952,796507,98.61,7,8.260126113891602,0.00073,793506,-402.25250244140625,0.019176756963133812,8.456497192382812
9070,112935,605.73493269,797507,99.59,7,2.509835720062256,0.00073,794506,-394.4436340332031,0.0179732833057642,9.320165634155273
9080,113084,606.4994630599999,798507,99.59,7,13.189099311828613,0.00073,795506,-400.4940490722656,0.01917085237801075,8.563213348388672
9090,113217,589.6565253299999,799409,98.61,7,5.138288974761963,0.00073,796408,-404.7168273925781,0.02114020101726055,9.302631378173828
9100,113365,580.2843392899999,800409,98.61,7,-9.54292106628418,0.00073,797408,-410.627197265625,0.01906225085258484,9.315084457397461
9110,113513,582.1153849499999,801409,98.61,7,-2.10654878616333,0.00073,798408,-407.27203369140625,0.01823090948164463,8.647281646728516
9120,113663,574.96502998,802409,98.61,7,9.50351619720459,0.00073,799408,-404.94342041015625,0.018507298082113266,6.481575012207031
9130,113815,590.52826967,803409,98.61,7,-3.097527503967285,0.00073,800408,-402.59161376953125,0.01882156729698181,9.431842803955078
9140,113973,589.78910836,804409,98.61,7,10.436003684997559,0.00073,801408,-402.4960632324219,0.019747259095311165,5.978529453277588
9150,114133,585.63993281,805409,99.02,7,-11.028036117553711,0.00073,802408,-404.49102783203125,0.020597992464900017,22.06414031982422
9160,114289,583.90363976,806409,99.02,7,1.9028526544570923,0.00073,803408,-404.93243408203125,0.019614890217781067,7.688579559326172
9170,114443,605.26813355,807409,99.02,7,8.002140998840332,0.00073,804408,-406.1797790527344,0.018891720101237297,10.286645889282227
9180,114599,593.27764844,808409,99.02,7,-8.624314308166504,0.00073,805408,-411.5258483886719,0.02068876475095749,8.447132110595703
9190,114739,607.1453875599999,809311,99.02,7,4.727023124694824,0.00073,806310,-400.4668273925781,0.019046952947974205,11.982978820800781
9200,114897,603.61326837,810311,99.02,7,-9.357349395751953,0.00073,807310,-412.067626953125,0.02290876768529415,19.30327606201172
9210,115039,592.64242434,811213,98.04,7,-4.2489914894104,0.00073,808212,-411.194091796875,0.021198933944106102,10.345244407653809
9220,115197,584.52977315,812213,98.04,7,13.780133247375488,0.00073,809212,-415.18438720703125,0.020769212394952774,10.823137283325195
9230,115354,578.50929417,813213,98.04,7,1.1553456783294678,0.00073,810212,-410.99041748046875,0.019421881064772606,10.335630416870117
9240,115513,573.1958708899999,814213,98.04,7,1.5291383266448975,0.00073,811212,-415.77490234375,0.019173411652445793,7.619839191436768
9250,115672,585.62960058,815213,98.04,7,-7.548657417297363,0.00073,812212,-412.8731384277344,0.018626796081662178,11.687759399414062
9260,115829,580.17914502,816213,98.04,7,4.699021339416504,0.00073,813212,-411.58154296875,0.019416147843003273,9.623428344726562
9270,115987,558.49838785,817213,98.04,7,-9.436315536499023,0.00073,814212,-414.5706787109375,0.020824622362852097,9.77000617980957
9280,116148,552.41620031,818213,98.04,7,6.6214799880981445,0.00073,815212,-417.40301513671875,0.021834712475538254,10.661165237426758
9290,116308,548.39102009,819213,99.02,7,1.7092976570129395,0.00073,816212,-418.0030822753906,0.020481979474425316,10.860990524291992
9300,116466,553.4748449000001,820213,99.02,7,-0.430325984954834,0.00073,817212,-419.2939453125,0.022009296342730522,28.205814361572266
9310,116622,557.5001571,821213,100.0,7,-7.826858043670654,0.00073,818212,-420.22332763671875,0.021471897140145302,9.385180473327637
9320,116775,561.4234574100001,822213,100.0,7,3.0277271270751953,0.00073,819212,-417.2092590332031,0.020750928670167923,13.599631309509277
9330,116933,577.53758825,823213,100.0,7,2.2118430137634277,0.00073,820212,-415.2494201660156,0.018953297287225723,8.530150413513184
9340,117087,577.3148517100001,824213,100.0,7,7.7065629959106445,0.00073,821212,-409.0450134277344,0.019376687705516815,13.054781913757324
9350,117241,576.31919036,825213,100.0,7,-1.5112448930740356,0.00073,822212,-415.4621276855469,0.018938692286610603,8.629989624023438
9360,117391,595.71744899,826213,100.0,7,4.438420295715332,0.00073,823212,-415.37353515625,0.019768550992012024,9.878114700317383
9370,117541,606.35846019,827213,100.0,7,2.52689790725708,0.00073,824212,-405.4381408691406,0.020254822447896004,9.164634704589844
9380,117687,614.7405776300001,828213,100.0,7,15.149835586547852,0.00073,825212,-415.9011535644531,0.01819450408220291,12.7459716796875
9390,117833,632.64600569,829213,100.0,7,-5.3651957511901855,0.00073,826212,-415.126953125,0.01922382041811943,8.037216186523438
9400,117978,627.18204031,830213,100.0,7,-11.50186538696289,0.00073,827212,-417.570068359375,0.019623257219791412,8.849117279052734
9410,118121,635.18565354,831213,100.0,7,8.046895027160645,0.00073,828212,-411.7115173339844,0.020177751779556274,12.087629318237305
9420,118262,648.4117492,832213,100.0,7,5.304074287414551,0.00073,829212,-414.71728515625,0.019512489438056946,8.814279556274414
9430,118400,622.39819652,833185,99.72,7,4.407740116119385,0.00073,830184,-425.1214599609375,0.03307896852493286,13.950458526611328
9440,118526,585.28745612,834065,98.52,7,-6.793442726135254,0.00073,831064,-435.34576416015625,0.020679863169789314,8.357991218566895
9450,118667,572.65793178,835065,98.52,7,-0.3438124656677246,0.00073,832064,-428.8100280761719,0.019266700372099876,13.773651123046875
9460,118812,564.26555681,836065,98.52,7,19.068531036376953,0.00073,833064,-422.40045166015625,0.020251626148819923,8.939961433410645
9470,118952,565.49172186,837065,98.52,7,-4.938375949859619,0.00073,834064,-427.35980224609375,0.020598173141479492,8.021050453186035
9480,119099,558.76538354,838065,98.52,7,-4.151411056518555,0.00073,835064,-430.01513671875,0.020232226699590683,12.955062866210938
9490,119246,540.20794454,839065,98.52,7,-0.031267642974853516,0.00073,836064,-427.392333984375,0.019965291023254395,14.414284706115723
9500,119394,548.1965876099999,840065,98.52,7,-10.842598915100098,0.00073,837064,-425.37115478515625,0.018873706459999084,11.797496795654297
9510,119543,543.20851233,841065,98.52,7,-9.244237899780273,0.00073,838064,-422.6101989746094,0.018079180270433426,8.936380386352539
9520,119689,532.4384083499999,842065,98.52,7,-12.861739158630371,0.00073,839064,-413.1539001464844,0.019108686596155167,7.035754203796387
9530,119838,542.87583259,843065,98.8,7,-0.34273600578308105,0.00073,840064,-411.04547119140625,0.018003063276410103,7.675295829772949
9540,119987,581.74534688,844065,100.0,7,-10.133275032043457,0.00073,841064,-411.5495910644531,0.01832597889006138,8.141549110412598
9550,120140,598.21169042,845065,100.0,7,5.3403143882751465,0.00073,842064,-405.1238098144531,0.018397660925984383,8.951416969299316
9560,120288,593.84813659,846065,100.0,7,8.051509857177734,0.00073,843064,-404.3695983886719,0.017824826762080193,25.070560455322266
9570,120436,583.83617685,847065,100.0,7,-0.06234574317932129,0.00073,844064,-403.6519775390625,0.0173347070813179,10.003545761108398
9580,120581,587.9491375299999,848065,100.0,7,2.254390001296997,0.00073,845064,-411.2118835449219,0.016566364094614983,9.226483345031738
9590,120728,601.35671772,849065,100.0,7,7.207145690917969,0.00073,846064,-404.7979431152344,0.017653455957770348,7.63974142074585
9600,120874,603.29488746,850065,100.0,7,-1.835709571838379,0.00073,847064,-404.6934814453125,0.018703846260905266,7.866644859313965
9610,121017,608.5813904199999,851065,100.0,7,2.1794567108154297,0.00073,848064,-402.47149658203125,0.017727265134453773,7.416402816772461
9620,121162,610.1413437799999,852065,100.0,7,9.754194259643555,0.00073,849064,-408.3692626953125,0.01783943548798561,12.015417098999023
9630,121296,603.52367178,852967,99.02,7,-4.4396843910217285,0.00073,849966,-404.84552001953125,0.018848080188035965,8.201464653015137
9640,121443,606.2325540200001,853967,99.02,7,-11.5366792678833,0.00073,850966,-404.09234619140625,0.01921818032860756,8.471023559570312
9650,121591,596.45705199,854967,99.02,7,-2.2303905487060547,0.00073,851966,-404.35430908203125,0.018477430567145348,7.571723937988281
9660,121738,591.7389233700001,855967,99.02,7,-7.635158538818359,0.00073,852966,-408.5651550292969,0.018172472715377808,9.047718048095703
9670,121885,597.78832362,856967,99.02,7,9.187666893005371,0.00073,853966,-409.2614440917969,0.021286914125084877,11.476028442382812
9680,122036,579.38009283,857967,99.02,7,-0.39749598503112793,0.00073,854966,-415.89312744140625,0.020249517634510994,9.721147537231445
9690,122186,579.5119125099999,858967,99.02,7,-2.164868116378784,0.00073,855966,-417.196533203125,0.0185029786080122,12.653055191040039
9700,122334,574.6353586199999,859967,99.02,7,-8.839591979980469,0.00073,856966,-417.01611328125,0.018504658713936806,7.052986145019531
9710,122480,571.2463890500001,860967,99.02,7,-2.3124802112579346,0.00073,857966,-421.19195556640625,0.02211211621761322,12.410494804382324
9720,122623,544.6026352900001,861967,99.02,7,-1.5461370944976807,0.00073,858966,-450.9187927246094,0.03061632066965103,23.447986602783203
9730,122753,522.9545418099999,862869,99.02,7,5.60406494140625,0.00073,859868,-462.7152404785156,0.022380556911230087,23.66777801513672
9740,122897,498.56667443000003,863869,99.02,7,2.532127857208252,0.00073,860868,-452.818603515625,0.020543528720736504,15.04158878326416
9750,123041,494.7848259900001,864869,99.02,7,-4.713608741760254,0.00073,861868,-436.26849365234375,0.019545340910553932,9.20034408569336
9760,123183,495.53661235999994,865869,99.02,7,-2.397810220718384,0.00073,862868,-428.22332763671875,0.02058263123035431,9.596854209899902
9770,123321,498.4908650399999,866843,98.76,7,-7.46303653717041,0.00073,863842,-424.66497802734375,0.019914142787456512,10.027965545654297
9780,123462,523.36690385,867843,98.76,7,-0.49960845708847046,0.00073,864842,-414.5404357910156,0.01979103311896324,12.044279098510742
9790,123602,521.00910496,868843,98.76,7,3.1827235221862793,0.00073,865842,-414.4929504394531,0.019227033481001854,8.252620697021484
9800,123743,519.7933823299999,869843,98.76,7,1.8652702569961548,0.00073,866842,-414.0854187011719,0.02022131346166134,9.734416961669922
9810,123851,486.34850815,870625,96.58,7,3.943749189376831,0.00073,867624,-413.072021484375,0.019567474722862244,25.387004852294922
9820,123960,485.88315925,871393,94.26,7,-15.400321006774902,0.00073,868392,-420.76776123046875,0.020030396059155464,14.776464462280273
9830,124105,503.94427349,872393,95.24,7,-0.792325496673584,0.00073,869392,-413.1385192871094,0.019322292879223824,9.85513687133789
9840,124251,518.51613333,873393,95.24,7,12.373509407043457,0.00073,870392,-411.7632751464844,0.018989844247698784,10.121082305908203
9850,124397,514.5244457299999,874393,95.24,7,10.218156814575195,0.00073,871392,-413.02471923828125,0.020246045663952827,8.065312385559082
9860,124543,508.92188758000003,875393,95.24,7,-6.246426582336426,0.00073,872392,-413.33697509765625,0.02049860917031765,10.272794723510742
9870,124689,500.55505414,876393,95.5,7,-2.01285457611084,0.00073,873392,-418.4835510253906,0.020142218098044395,17.063039779663086
9880,124839,474.35406021999995,877393,95.5,7,2.021656036376953,0.00073,874392,-436.67205810546875,0.02656654641032219,14.602582931518555
9890,124979,429.77458886,878312,94.69,7,4.205779552459717,0.00073,875311,-455.3046875,0.029054051265120506,21.435054779052734
9900,125129,405.33051536999994,879312,94.69,7,0.6974983215332031,0.00073,876311,-470.61431884765625,0.029361018911004066,19.92791748046875
9910,125270,390.69071306000006,880235,96.1,7,5.827304840087891,0.00073,877234,-471.0758972167969,0.030606454238295555,18.270915985107422
9920,125401,390.70718390999997,881080,96.87,7,-19.406688690185547,0.00073,878079,-477.56390380859375,0.030551904812455177,23.211429595947266
9930,125540,391.90504048,882003,96.1,7,10.57628059387207,0.00073,879002,-500.74053955078125,0.03193167224526405,42.5710334777832
9940,125682,375.49465856,882990,95.97,7,-4.5723114013671875,0.00073,879989,-500.3762512207031,0.029991602525115013,21.00116729736328
9950,125830,366.14034177,883990,95.97,7,1.6848310232162476,0.00073,880989,-486.371826171875,0.02455988898873329,16.44391632080078
9960,125975,371.1411100800001,884990,95.97,7,-5.466400623321533,0.00073,881989,-471.3249816894531,0.022555282339453697,11.684402465820312
9970,126121,373.11464267,885990,95.97,7,-4.324424743652344,0.00073,882989,-458.86029052734375,0.022990567609667778,14.914436340332031
9980,126268,381.76698092,886990,95.97,7,13.149543762207031,0.00073,883989,-450.5344543457031,0.023191267624497414,13.079898834228516
9990,126403,402.98908048000004,887915,96.03,7,-1.7302534580230713,0.00073,884914,-444.74395751953125,0.02193884737789631,16.326799392700195
10000,126538,418.73007333000004,888828,95.16,7,-7.207982063293457,0.00073,885827,-433.6125183105469,0.0207675788551569,12.814538955688477
10010,126685,467.8945643899999,889828,95.93,7,10.795639991760254,0.00073,886827,-427.764404296875,0.019372517243027687,8.981410026550293
10020,126818,493.52964642000006,890730,96.5,7,13.122923851013184,0.00073,887729,-423.53900146484375,0.020324762910604477,12.021856307983398
10030,126963,499.55520532,891730,97.27,7,6.220994472503662,0.00073,888729,-420.5949401855469,0.021555164828896523,15.380245208740234
10040,127110,500.64278277000005,892730,97.4,7,-4.6007771492004395,0.00073,889729,-429.6885070800781,0.02357238344848156,11.726151466369629
10050,127248,502.11815164,893661,96.71,7,8.035181045532227,0.00073,890660,-433.9021911621094,0.022982671856880188,15.264883041381836
10060,127394,487.88363748999996,894661,96.71,7,5.409605026245117,0.00073,891660,-431.7790222167969,0.021199213340878487,12.951000213623047
10070,127537,485.39956998,895661,96.71,7,-4.977718353271484,0.00073,892660,-434.6537780761719,0.0203678198158741,16.40064239501953
10080,127678,500.04512954999996,896661,96.71,7,16.831707000732422,0.00073,893660,-430.69976806640625,0.021389435976743698,350.772705078125
10090,127816,499.22803053,897619,97.04,7,10.704272270202637,0.00073,894618,-426.4577331542969,0.022073792293667793,15.80427074432373
10100,127961,494.24426529000004,898619,97.91,7,-7.833829879760742,0.00073,895618,-432.8052673339844,0.021369794383645058,10.973176956176758
10110,128106,470.06383517999996,899619,97.91,7,-15.71025276184082,0.00073,896618,-430.7270812988281,0.020586341619491577,11.923772811889648
10120,128235,454.73944013,900521,97.91,7,-1.49908447265625,0.00073,897520,-418.01177978515625,0.02108680084347725,10.385080337524414
10130,128377,462.48575426,901521,97.91,7,1.0099518299102783,0.00073,898520,-419.3953857421875,0.019814923405647278,8.662431716918945
10140,128505,468.75878154,902423,96.93,7,3.9717438220977783,0.00073,899422,-412.617431640625,0.01982463337481022,8.613473892211914
10150,128646,496.46116545999996,903423,97.62,7,-3.0783400535583496,0.00073,900422,-411.1432189941406,0.021667148917913437,9.991469383239746
10160,128787,508.0354125699999,904423,97.62,7,-9.080168724060059,0.00073,901422,-412.01318359375,0.0208570696413517,9.534895896911621
10170,128926,504.92128544,905406,97.45,7,16.736867904663086,0.00073,902405,-418.7481689453125,0.022783488035202026,25.426773071289062
10180,129077,500.38259764000003,906406,97.45,7,-3.0450263023376465,0.00073,903405,-418.32940673828125,0.02144121751189232,11.120565414428711
10190,129228,515.4952346599999,907406,97.87,7,2.249643325805664,0.00073,904405,-418.8799133300781,0.01965991035103798,8.061088562011719
10200,129374,533.4608286199999,908406,97.87,7,1.7639694213867188,0.00073,905405,-415.674072265625,0.019530994817614555,8.641741752624512
10210,129518,537.1769174899999,909406,97.87,7,-1.5257534980773926,0.00073,906405,-413.49847412109375,0.020117003470659256,11.629976272583008
10220,129663,556.09598457,910406,98.85,7,0.29354727268218994,0.00073,907405,-414.9517822265625,0.020162729546427727,16.67832374572754
10230,129807,559.23295145,911406,98.85,7,1.8378793001174927,0.00073,908405,-414.3623046875,0.019707750529050827,13.54583740234375
10240,129953,565.60338247,912406,99.83,7,1.2772133350372314,0.00073,909405,-416.869873046875,0.01998632214963436,12.064567565917969
10250,130097,562.5791298700001,913406,99.83,7,-6.937955379486084,0.00073,910405,-412.9072265625,0.019680621102452278,10.221556663513184
10260,130245,572.1860763500001,914406,99.83,7,5.01883602142334,0.00073,911405,-409.2232666015625,0.019452674314379692,9.460232734680176
10270,130390,592.56817149,915406,100.0,7,2.509960651397705,0.00073,912405,-411.70758056640625,0.018360886722803116,9.113592147827148
10280,130535,605.33958177,916406,100.0,7,-7.434293746948242,0.00073,913405,-414.8450927734375,0.01941666193306446,19.96521759033203
10290,130681,615.1829404000001,917406,100.0,7,20.90955352783203,0.00073,914405,-411.3652648925781,0.019055796787142754,12.147480010986328
10300,130828,598.03592331,918406,100.0,7,17.013704299926758,0.00073,915405,-408.6124267578125,0.01858028583228588,11.191183090209961
10310,130975,621.6733033699999,919406,100.0,7,-7.097048282623291,0.00073,916405,-411.6497497558594,0.019606290385127068,7.7719597816467285
10320,131121,617.1154677299999,920406,100.0,7,-0.7861930131912231,0.00073,917405,-410.3310852050781,0.02061541937291622,15.092080116271973
10330,131248,593.40713547,921285,98.79,7,-3.505582332611084,0.00073,918284,-413.83380126953125,0.020624635741114616,17.665979385375977
10340,131395,594.91215478,922285,98.79,7,-0.12623271346092224,0.00073,919284,-415.7313232421875,0.020009780302643776,8.080958366394043
10350,131531,580.91940803,923203,97.97,7,-7.1044840812683105,0.00073,920202,-409.9058837890625,0.019557811319828033,9.588746070861816
10360,131677,581.86027489,924203,97.97,7,1.1642533540725708,0.00073,921202,-408.3689880371094,0.018827874213457108,11.863388061523438
