time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,train/ent_coef_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef,train/critic_loss
3970,39228,412.91765717999994,291001,100.0,7,-12.359127044677734,0.00073,288000,-214.40646362304688,0.01281631737947464,12.661726951599121
3980,39368,417.61647801999993,292001,100.0,7,14.672273635864258,0.00073,289000,-214.71543884277344,0.012519977055490017,4.630542755126953
3990,39510,416.80476354000007,293001,100.0,7,20.55251693725586,0.00073,290000,-214.3629150390625,0.01209885161370039,5.362794876098633
4000,39650,418.27539232000004,294001,100.0,7,-7.887438774108887,0.00073,291000,-215.47348022460938,0.012198861688375473,5.852848052978516
4010,39791,417.1358802799999,295001,100.0,7,1.202186107635498,0.00073,292000,-213.58493041992188,0.011956259608268738,5.565966606140137
4020,39931,416.43541847,296001,100.0,7,1.7971010208129883,0.00073,293000,-211.50381469726562,0.011974163353443146,7.431665420532227
4030,40071,415.31693683000003,297001,100.0,7,-13.695361137390137,0.00073,294000,-215.88600158691406,0.012168437242507935,15.713766098022461
4040,40210,411.87798177,298001,100.0,7,-3.0922868251800537,0.00073,295000,-215.24549865722656,0.012024910189211369,6.386181831359863
4050,40352,403.9211014300001,299001,100.0,7,16.00501251220703,0.00073,296000,-213.06228637695312,0.01223316602408886,10.718966484069824
4060,40492,403.8690216,300001,100.0,7,-0.9643468856811523,0.00073,297000,-213.37319946289062,0.012750339694321156,5.553980827331543
4070,40633,411.68052697,301001,100.0,7,24.423913955688477,0.00073,298000,-215.29339599609375,0.011557286605238914,9.108636856079102
4080,40777,414.91723539,302001,100.0,7,-0.10975468158721924,0.00073,299000,-215.2437744140625,0.011511619202792645,5.184933662414551
4090,40920,410.87258743,303001,100.0,7,-6.421928405761719,0.00073,300000,-212.48194885253906,0.011374488472938538,4.9670186042785645
4100,41063,408.50984066000007,304001,100.0,7,-8.362068176269531,0.00073,301000,-216.8679656982422,0.012193837203085423,5.067267417907715
4110,41206,410.05017889000004,305001,100.0,7,-0.20685118436813354,0.00073,302000,-214.2939453125,0.011889214627444744,10.281047821044922
4120,41349,409.21407456999987,306001,100.0,7,1.054715633392334,0.00073,303000,-216.57760620117188,0.013335213996469975,6.082427978515625
4130,41475,405.6425251400001,306903,99.02,7,-1.6288950443267822,0.00073,303902,-218.05430603027344,0.011820504441857338,4.829931259155273
4140,41615,409.9220176799999,307903,99.02,7,5.021036624908447,0.00073,304902,-218.95814514160156,0.013149609789252281,18.320707321166992
4150,41757,410.72558624000004,308903,99.02,7,-11.633611679077148,0.00073,305902,-218.8553924560547,0.01164198387414217,6.371298789978027
4160,41913,418.30363449,309903,99.02,7,-11.470354080200195,0.00073,306902,-221.56246948242188,0.013142557814717293,4.65794038772583
4170,42059,414.99385199000005,310903,99.02,7,17.277633666992188,0.00073,307902,-217.49725341796875,0.012525094673037529,5.741187572479248
4180,42198,414.8991005799999,311903,99.02,7,2.7519514560699463,0.00073,308902,-220.79415893554688,0.01165435928851366,5.662074089050293
4190,42337,421.2418295500001,312903,99.02,7,-14.48992919921875,0.00073,309902,-221.814208984375,0.011398699134588242,5.238353729248047
4200,42477,420.15783942,313903,99.02,7,-4.90946102142334,0.00073,310902,-225.54132080078125,0.011920702643692493,6.298872947692871
4210,42618,414.20361218,314898,98.97,7,-2.0118513107299805,0.00073,311897,-220.5211639404297,0.012584763579070568,8.127904891967773
4220,42760,412.96492613000004,315898,98.97,7,14.206945419311523,0.00073,312897,-222.20785522460938,0.01143547985702753,6.332574844360352
4230,42899,416.26416491,316898,99.95,7,10.078536033630371,0.00073,313897,-220.61602783203125,0.01155969500541687,6.771785736083984
4240,43039,418.6030559700001,317898,99.95,7,-18.41611099243164,0.00073,314897,-221.66835021972656,0.0117302555590868,4.236028671264648
4250,43180,417.61218521,318898,99.95,7,0.05214345455169678,0.00073,315897,-221.56051635742188,0.011974163353443146,6.566884994506836
4260,43320,417.30809637000004,319898,99.95,7,9.596405029296875,0.00073,316897,-221.36834716796875,0.011327496729791164,5.549139976501465
4270,43446,413.09692601,320800,98.97,7,23.954252243041992,0.00073,317799,-220.79991149902344,0.011544761247932911,4.913870811462402
4280,43587,406.13401975,321800,98.97,7,-14.352705955505371,0.00073,318799,-223.3162841796875,0.012436207383871078,5.363855361938477
4290,43728,400.4621722300001,322800,98.97,7,-6.59425163269043,0.00073,319799,-222.51934814453125,0.01281485054641962,4.991916656494141
4300,43868,405.00915047999996,323800,98.97,7,-9.895781517028809,0.00073,320799,-225.7073516845703,0.01213834248483181,5.052053451538086
4310,44010,411.91673258,324800,99.02,7,5.132083892822266,0.00073,321799,-221.3727569580078,0.011562771163880825,6.0174150466918945
4320,44153,416.2001026000001,325800,99.02,7,-15.024614334106445,0.00073,322799,-222.44544982910156,0.011137893423438072,8.160292625427246
4330,44295,428.15691173,326800,99.02,7,15.875880241394043,0.00073,323799,-223.7600555419922,0.011564535088837147,5.919668197631836
4340,44438,428.88586064999987,327800,99.02,7,17.549135208129883,0.00073,324799,-227.32977294921875,0.01155742909759283,5.429788589477539
4350,44580,428.1382277199999,328800,99.02,7,-2.574416160583496,0.00073,325799,-223.53338623046875,0.011404897086322308,19.933584213256836
4360,44727,430.27592682999995,329800,99.02,7,22.333826065063477,0.00073,326799,-226.16795349121094,0.011165411211550236,5.0657958984375
4370,44872,430.62079858,330800,100.0,7,-2.8210620880126953,0.00073,327799,-228.28561401367188,0.011642283760011196,5.473567962646484
4380,45014,424.06494490999995,331800,100.0,7,4.231103420257568,0.00073,328799,-231.50631713867188,0.012228482402861118,5.316078186035156
4390,45158,425.81893683999994,332800,100.0,7,-1.9336743354797363,0.00073,329799,-227.97750854492188,0.012911596335470676,5.125633239746094
4400,45300,425.21137990999995,333800,100.0,7,3.5813024044036865,0.00073,330799,-226.70285034179688,0.012270374223589897,4.184018135070801
4410,45442,424.05500386,334800,100.0,7,1.185271978378296,0.00073,331799,-230.32049560546875,0.01467963121831417,7.448558330535889
4420,45581,423.05845776999996,335800,100.0,7,-3.7870066165924072,0.00073,332799,-232.69754028320312,0.013333027251064777,5.6333746910095215
4430,45719,408.2542181300001,336800,100.0,7,-7.602782249450684,0.00073,333799,-233.54415893554688,0.013279026374220848,7.378134727478027
4440,45846,385.57840387,337712,99.12,7,-14.287216186523438,0.00073,334711,-237.24913024902344,0.014768417924642563,6.660711288452148
4450,45976,377.22479073999995,338655,98.55,7,-3.145029306411743,0.00073,335654,-234.9918212890625,0.012750934809446335,8.071178436279297
4460,46115,364.4687588699999,339655,98.55,7,33.89420700073242,0.00073,336654,-236.26414489746094,0.012671123258769512,5.526578903198242
4470,46253,366.07057827999995,340655,98.55,7,6.952741622924805,0.00073,337654,-239.70867919921875,0.012661248445510864,9.097907066345215
4480,46391,382.97111122999996,341655,98.55,7,-3.1826934814453125,0.00073,338654,-234.14215087890625,0.012398501858115196,7.607163906097412
4490,46530,386.57679308,342655,98.55,7,-1.6795616149902344,0.00073,339654,-236.47682189941406,0.012922178022563457,6.041940689086914
4500,46667,386.7906499699999,343655,98.55,7,-7.853829860687256,0.00073,340654,-236.41806030273438,0.012386978603899479,4.282462120056152
4510,46806,389.7204942799999,344655,98.55,7,11.29469108581543,0.00073,341654,-235.2237091064453,0.011746426112949848,6.794600963592529
4520,46944,393.4876213699999,345655,98.55,7,-10.132133483886719,0.00073,342654,-232.43495178222656,0.011759595945477486,4.694068908691406
4530,47080,404.01676626,346655,98.55,7,-4.198158264160156,0.00073,343654,-231.55474853515625,0.011828448623418808,5.398917198181152
4540,47218,420.59740612,347655,99.43,7,-0.3969142436981201,0.00073,344654,-233.64547729492188,0.011164762079715729,4.310759544372559
4550,47358,431.01346388999997,348655,100.0,7,2.5222787857055664,0.00073,345654,-232.59266662597656,0.010920456610620022,4.988173484802246
4560,47497,440.99370608000004,349655,100.0,7,4.806719779968262,0.00073,346654,-233.3924102783203,0.011310074478387833,4.279300689697266
4570,47637,443.5200283399999,350655,100.0,7,30.577497482299805,0.00073,347654,-233.73776245117188,0.01280173845589161,6.871844291687012
4580,47776,431.56731252,351655,100.0,7,-13.041613578796387,0.00073,348654,-232.20364379882812,0.011226565577089787,4.356385707855225
4590,47919,427.1715087200001,352655,100.0,7,-5.4438605308532715,0.00073,349654,-235.99014282226562,0.010684940963983536,4.609314918518066
4600,48061,425.17205266999997,353655,100.0,7,8.179946899414062,0.00073,350654,-235.02272033691406,0.010897205211222172,6.56036376953125
4610,48202,429.0666253500001,354655,100.0,7,-12.973895072937012,0.00073,351654,-234.53176879882812,0.010893214493989944,4.032642841339111
4620,48346,428.38783338,355655,100.0,7,-9.746688842773438,0.00073,352654,-234.9974822998047,0.010684996843338013,5.174671173095703
4630,48490,429.9668549,356655,100.0,7,10.310839653015137,0.00073,353654,-234.1085662841797,0.010707969777286053,5.452506065368652
4640,48631,430.86466980000006,357655,100.0,7,-29.746912002563477,0.00073,354654,-235.73252868652344,0.011595446616411209,4.288537502288818
4650,48773,433.24362816000007,358655,100.0,7,22.62838363647461,0.00073,355654,-234.83023071289062,0.010577915236353874,6.1990861892700195
4660,48917,438.39715537999996,359655,100.0,7,-10.779949188232422,0.00073,356654,-238.69415283203125,0.011020433157682419,5.290560722351074
4670,49061,436.93687266999996,360655,100.0,7,-20.920106887817383,0.00073,357654,-236.44406127929688,0.011447498574852943,3.4365553855895996
4680,49201,437.00282803999994,361655,100.0,7,-9.735099792480469,0.00073,358654,-236.65652465820312,0.011445123702287674,10.621606826782227
4690,49342,441.14301298000004,362655,100.0,7,6.045947074890137,0.00073,359654,-236.38031005859375,0.010707142762839794,6.62343692779541
4700,49486,447.68942769,363655,100.0,7,-0.27353858947753906,0.00073,360654,-237.95062255859375,0.011219228617846966,5.020387172698975
4710,49630,441.88232253,364655,100.0,7,25.48598861694336,0.00073,361654,-239.3762969970703,0.01152111403644085,4.469802379608154
4720,49770,446.46060104,365655,100.0,7,21.261423110961914,0.00073,362654,-239.92037963867188,0.011405310593545437,5.125176429748535
4730,49910,445.1086588,366655,100.0,7,-4.201735496520996,0.00073,363654,-240.79330444335938,0.01176536176353693,6.556151390075684
4740,50054,444.20258966000006,367655,100.0,7,8.93907356262207,0.00073,364654,-244.00306701660156,0.015589842572808266,8.216485977172852
4750,50198,437.81297486000005,368655,100.0,7,-9.7045316696167,0.00073,365654,-243.4634246826172,0.013868756592273712,5.511958122253418
4760,50339,426.50126444999995,369655,100.0,7,-13.15756893157959,0.00073,366654,-245.69517517089844,0.012564185075461864,4.819606781005859
4770,50486,423.84386913,370655,100.0,7,-4.993283748626709,0.00073,367654,-242.48240661621094,0.011989721097052097,5.286134243011475
4780,50631,431.4771670999999,371655,100.0,7,19.648534774780273,0.00073,368654,-243.89715576171875,0.011854139156639576,4.556252479553223
4790,50769,428.1768116299999,372655,100.0,7,-6.192195415496826,0.00073,369654,-244.27474975585938,0.01146799698472023,4.423101425170898
4800,50893,416.90838641000005,373557,99.02,7,-6.783514022827148,0.00073,370556,-242.19393920898438,0.011103568598628044,5.67380428314209
4810,51031,417.56494316000004,374557,99.02,7,-8.712977409362793,0.00073,371556,-245.06854248046875,0.010656096041202545,4.327106475830078
4820,51170,419.18715349999997,375557,99.02,7,3.683967113494873,0.00073,372556,-242.4623260498047,0.011083567515015602,4.5965962409973145
4830,51309,421.37332397,376557,99.02,7,-15.128401756286621,0.00073,373556,-242.256591796875,0.011537105776369572,4.266940116882324
4840,51449,432.77959746999994,377557,99.02,7,-4.12646484375,0.00073,374556,-242.5707244873047,0.010884003713726997,4.255414009094238
4850,51588,444.01206543000006,378557,99.02,7,-4.600432395935059,0.00073,375556,-244.56056213378906,0.01174074225127697,5.178140640258789
4860,51726,457.75823105,379557,99.02,7,3.366886854171753,0.00073,376556,-246.59951782226562,0.011675645597279072,5.035385608673096
4870,51865,468.19802277,380557,99.02,7,-0.39188694953918457,0.00073,377556,-249.80433654785156,0.012637199833989143,4.756523132324219
4880,52003,471.9607116899999,381557,99.02,7,12.865665435791016,0.00073,378556,-253.31826782226562,0.012289410457015038,5.570786476135254
4890,52133,478.02861165,382489,98.34,7,-9.992919921875,0.00073,379488,-253.45281982421875,0.013354272581636906,71.6787109375
4900,52271,486.17830592000007,383489,99.32,7,-5.664444923400879,0.00073,380488,-258.1626281738281,0.012624052353203297,13.376038551330566
4910,52413,484.8280224900001,384489,99.32,7,0.3685035705566406,0.00073,381488,-261.4495849609375,0.01253468357026577,5.715314865112305
4920,52556,480.17764208000006,385489,99.32,7,-16.3398380279541,0.00073,382488,-259.5746154785156,0.01434978935867548,10.91033935546875
4930,52698,484.05394483000003,386489,99.32,7,5.74643611907959,0.00073,383488,-263.11041259765625,0.013536709360778332,6.283966064453125
4940,52826,472.29916411,387391,98.34,7,-14.02672290802002,0.00073,384390,-262.1595153808594,0.014159628190100193,6.498752593994141
4950,52952,454.6152342900001,388282,97.25,7,-5.609250068664551,0.00073,385281,-266.91943359375,0.013838105835020542,6.1061296463012695
4960,53099,442.54887719999994,389282,97.25,7,15.076027870178223,0.00073,386281,-265.6693115234375,0.013709978200495243,6.744208335876465
4970,53247,435.32952882000006,390282,97.25,7,-1.53671133518219,0.00073,387281,-266.432373046875,0.013982797041535378,8.250704765319824
4980,53389,431.7454890000001,391282,97.25,7,-1.893818736076355,0.00073,388281,-265.99951171875,0.01504137646406889,8.147322654724121
4990,53533,438.9206692,392282,97.93,7,-5.8782806396484375,0.00073,389281,-272.7433776855469,0.015469429083168507,8.267200469970703
5000,53677,443.64908683,393282,97.93,7,10.56540298461914,0.00073,390281,-277.16815185546875,0.014629869721829891,7.769458770751953
5010,53805,442.03448843999996,394184,96.95,7,2.3143584728240967,0.00073,391183,-275.51373291015625,0.014982243068516254,6.642394542694092
5020,53949,444.89929939000007,395184,96.95,7,-5.384286880493164,0.00073,392183,-276.7781982421875,0.014733466319739819,6.57155704498291
5030,54092,430.97128041999997,396184,96.95,7,37.539024353027344,0.00073,393183,-275.75982666015625,0.0153511306270957,8.43005657196045
5040,54236,435.27742614999994,397184,97.93,7,6.070522308349609,0.00073,394183,-278.3323669433594,0.014724427834153175,8.282291412353516
5050,54380,451.0628911400001,398184,99.02,7,16.880962371826172,0.00073,395183,-279.92498779296875,0.015280276536941528,7.220765113830566
5060,54525,459.25447486999997,399184,99.02,7,13.309858322143555,0.00073,396183,-278.9054260253906,0.01622873730957508,8.528963088989258
5070,54670,455.86862110000004,400184,99.02,7,-3.986067056655884,0.00073,397183,-273.13653564453125,0.015120724216103554,9.149934768676758
5080,54814,455.5980422900001,401184,99.02,7,-0.22905004024505615,0.00073,398183,-281.0606994628906,0.016115041449666023,8.523981094360352
5090,54955,440.81080719,402184,99.02,7,-8.082682609558105,0.00073,399183,-278.9776611328125,0.015128974802792072,6.379276752471924
5100,55098,439.1409640399999,403184,99.02,7,-10.658297538757324,0.00073,400183,-278.8018798828125,0.01635977253317833,7.305665016174316
5110,55240,449.21068664,404184,100.0,7,6.257234573364258,0.00073,401183,-281.1865539550781,0.015279438346624374,10.234277725219727
5120,55383,451.691702,405184,100.0,7,3.6320912837982178,0.00073,402183,-276.76214599609375,0.015069187618792057,6.950997352600098
5130,55508,457.35153247,406086,99.02,7,-2.5513510704040527,0.00073,403085,-276.40020751953125,0.016516350209712982,8.63511848449707
5140,55651,461.23469818999996,407086,99.02,7,0.7991319298744202,0.00073,404085,-283.7691650390625,0.01602928340435028,8.594791412353516
5150,55796,459.21870999,408086,99.02,7,-10.052020072937012,0.00073,405085,-279.71087646484375,0.016272131353616714,8.184267044067383
5160,55926,452.13925034000005,408988,98.04,7,5.84663724899292,0.00073,405987,-282.4536437988281,0.015150394290685654,28.298641204833984
5170,56070,450.3969416,409988,98.04,7,3.278980255126953,0.00073,406987,-276.26171875,0.01462906040251255,6.996238708496094
5180,56208,443.9987156199999,410950,97.66,7,4.1306281089782715,0.00073,407949,-283.28387451171875,0.015513084828853607,7.402651786804199
5190,56353,447.18291246,411950,97.66,7,-7.2775468826293945,0.00073,408949,-278.4707336425781,0.016420217230916023,8.040325164794922
5200,56498,437.34948829000007,412950,97.66,7,-9.185379028320312,0.00073,409949,-282.8462829589844,0.016195612028241158,7.707425117492676
5210,56642,441.7013333000001,413950,97.66,7,-13.3690767288208,0.00073,410949,-279.2302551269531,0.015447419136762619,7.610806465148926
5220,56790,438.1755122,414950,97.66,7,-16.339820861816406,0.00073,411949,-278.0641784667969,0.017099354416131973,7.7759504318237305
5230,56925,433.20733563,415852,97.66,7,8.392135620117188,0.00073,412851,-281.5124816894531,0.015431833453476429,13.08349609375
5240,57073,434.98120753,416852,97.66,7,4.7774977684021,0.00073,413851,-281.1951599121094,0.015634143725037575,9.682229995727539
5250,57219,442.74008262999996,417852,97.66,7,6.0323100090026855,0.00073,414851,-278.3221435546875,0.016664249822497368,8.650667190551758
5260,57360,451.2792825799999,418852,98.64,7,13.658202171325684,0.00073,415851,-276.6432189941406,0.015476880595088005,7.881436347961426
5270,57502,458.32119153,419852,98.64,7,-12.100387573242188,0.00073,416851,-286.2667236328125,0.016584487631917,9.694757461547852
5280,57654,465.53322555,420852,99.02,7,0.11949443817138672,0.00073,417851,-280.5191650390625,0.016490859910845757,11.71896743774414
5290,57780,466.79731346,421754,98.04,7,9.328972816467285,0.00073,418753,-287.57037353515625,0.016706131398677826,9.817848205566406
5300,57920,473.12029777000004,422754,98.04,7,-20.292652130126953,0.00073,419753,-291.0059509277344,0.017852574586868286,8.155288696289062
5310,58061,461.75229480999997,423754,98.04,7,-0.8139458298683167,0.00073,420753,-293.6806640625,0.01615217700600624,14.101146697998047
5320,58215,458.90639107999993,424754,98.04,7,-8.951379776000977,0.00073,421753,-291.50830078125,0.019844338297843933,8.578197479248047
5330,58360,463.19829833999995,425754,99.02,7,-17.3349609375,0.00073,422753,-292.5194396972656,0.016852138563990593,10.338679313659668
5340,58505,452.4533427199999,426754,99.02,7,-11.91533088684082,0.00073,423753,-293.56854248046875,0.01623021624982357,7.737140655517578
5350,58650,454.23960453,427754,99.02,7,5.998219966888428,0.00073,424753,-293.9877014160156,0.017013654112815857,7.7347412109375
5360,58797,448.21520911,428754,99.02,7,-12.76955509185791,0.00073,425753,-295.2983093261719,0.018218934535980225,8.987161636352539
5370,58951,445.62239944,429754,99.02,7,10.19626235961914,0.00073,426753,-293.6616516113281,0.016115311533212662,7.4570088386535645
5380,59091,440.02017681999996,430754,99.02,7,8.679075241088867,0.00073,427753,-295.7752685546875,0.016725443303585052,9.612136840820312
5390,59232,451.7356980799999,431754,100.0,7,2.6660192012786865,0.00073,428753,-296.8966369628906,0.017139965668320656,8.840267181396484
5400,59372,451.52753892999993,432754,100.0,7,5.048198223114014,0.00073,429753,-294.1179504394531,0.015516014769673347,9.330509185791016
5410,59514,461.07736665000004,433754,100.0,7,10.449546813964844,0.00073,430753,-292.0227355957031,0.017134547233581543,10.82466983795166
5420,59657,465.91507608,434754,100.0,7,2.686081886291504,0.00073,431753,-297.9111328125,0.016820739954710007,7.53095006942749
5430,59784,461.96987848,435656,99.02,7,-6.159083843231201,0.00073,432655,-297.7068176269531,0.018018832430243492,10.884765625
5440,59923,476.54492486000004,436656,99.02,7,0.24319708347320557,0.00073,433655,-294.8067321777344,0.01620621047914028,9.317265510559082
5450,60063,469.78731630999994,437656,99.02,7,5.079369068145752,0.00073,434655,-290.5157165527344,0.016790850088000298,8.834692001342773
5460,60202,476.4712086300001,438656,99.02,7,-3.027768135070801,0.00073,435655,-299.7539367675781,0.018747683614492416,7.5065016746521
5470,60342,482.39057561000004,439656,99.02,7,5.9311113357543945,0.00073,436655,-298.61370849609375,0.017227714881300926,8.658252716064453
5480,60485,495.36082109999995,440656,99.02,7,15.221643447875977,0.00073,437655,-291.5303039550781,0.017621058970689774,7.882907867431641
5490,60631,484.98367548000004,441656,99.02,7,2.0368926525115967,0.00073,438655,-292.8058166503906,0.01700657419860363,8.454336166381836
5500,60776,488.0624254499999,442656,99.02,7,-1.5180500745773315,0.00073,439655,-297.81170654296875,0.01681990548968315,8.739551544189453
5510,60920,496.36500955,443656,99.02,7,-1.0540926456451416,0.00073,440655,-296.5473327636719,0.017033874988555908,14.299209594726562
5520,61065,498.91518723,444656,99.02,7,-2.032653570175171,0.00073,441655,-291.8398132324219,0.017334748059511185,8.343971252441406
5530,61209,516.6921460399999,445656,100.0,7,-3.000851631164551,0.00073,442655,-291.91705322265625,0.017304817214608192,10.889669418334961
5540,61354,512.6572550899999,446656,100.0,7,-9.174461364746094,0.00073,443655,-303.9332580566406,0.019047245383262634,9.307611465454102
5550,61500,506.95373941,447656,100.0,7,-7.108425140380859,0.00073,444655,-298.61370849609375,0.017935365438461304,12.721729278564453
5560,61644,504.35823114000004,448656,100.0,7,2.7928171157836914,0.00073,445655,-302.1972961425781,0.017857946455478668,10.031556129455566
5570,61786,506.47043165,449656,100.0,7,-5.412075519561768,0.00073,446655,-299.8889465332031,0.017500320449471474,10.266233444213867
5580,61928,500.68907474,450656,100.0,7,-13.073511123657227,0.00073,447655,-301.5351257324219,0.0189359113574028,9.737959861755371
5590,62072,501.89317359,451656,100.0,7,9.509503364562988,0.00073,448655,-303.3475036621094,0.017696591094136238,44.603519439697266
5600,62247,506.1585993199999,452656,100.0,7,-7.746788024902344,0.00073,449655,-307.4353332519531,0.01945338398218155,9.638282775878906
5610,62397,500.34552537999997,453656,100.0,7,15.068921089172363,0.00073,450655,-311.2427978515625,0.01842605322599411,12.090584754943848
5620,62539,496.68321506,454656,100.0,7,-4.688803672790527,0.00073,451655,-301.70233154296875,0.018912341445684433,10.700352668762207
5630,62681,491.7745414200001,455656,100.0,7,-7.245916843414307,0.00073,452655,-304.76959228515625,0.01874338462948799,12.934971809387207
5640,62824,505.52406799000005,456656,100.0,7,3.867079257965088,0.00073,453655,-305.6486511230469,0.01779983937740326,9.838632583618164
5650,62958,516.6275169999999,457558,99.02,7,-4.433913707733154,0.00073,454557,-302.6856994628906,0.019645698368549347,12.000389099121094
5660,63104,525.77309779,458558,99.02,7,-6.0470805168151855,0.00073,455557,-307.7310791015625,0.01831132546067238,9.684072494506836
5670,63248,523.2432744799999,459558,99.02,7,-11.165871620178223,0.00073,456557,-301.995361328125,0.0181528739631176,9.577400207519531
5680,63393,537.7023932,460558,99.02,7,5.356090068817139,0.00073,457557,-314.6497802734375,0.018817095085978508,7.807889938354492
5690,63539,549.8125830600001,461558,99.02,7,-3.9815292358398438,0.00073,458557,-316.9185791015625,0.02035796456038952,13.473655700683594
5700,63684,567.50849045,462558,99.02,7,0.7412450313568115,0.00073,459557,-313.94000244140625,0.019055483862757683,11.628103256225586
5710,63828,565.16496036,463558,99.02,7,-1.8254371881484985,0.00073,460557,-311.816650390625,0.01936180889606476,9.306238174438477
5720,63966,567.9609842400001,464544,98.88,7,3.439467191696167,0.00073,461543,-313.09454345703125,0.01850416511297226,9.728630065917969
5730,64106,561.70922645,465544,98.88,7,-3.5584306716918945,0.00073,462543,-309.3033142089844,0.019262094050645828,11.215198516845703
5740,64248,550.6506760999999,466544,98.88,7,1.1790432929992676,0.00073,463543,-312.7582702636719,0.019170692190527916,7.280411243438721
5750,64388,556.8059401200001,467544,99.86,7,-1.6179744005203247,0.00073,464543,-316.7259826660156,0.019428854808211327,10.32470703125
5760,64527,542.62362895,468544,99.86,7,0.38793832063674927,0.00073,465543,-311.76470947265625,0.019461192190647125,15.744644165039062
5770,64669,546.66873194,469544,99.86,7,1.1406419277191162,0.00073,466543,-313.8491516113281,0.018806321546435356,11.200355529785156
5780,64808,517.58578278,470543,99.85,7,-7.6096577644348145,0.00073,467542,-320.3883972167969,0.018993815407156944,10.24902629852295
5790,64949,519.85331783,471543,99.85,7,11.677478790283203,0.00073,468542,-312.82025146484375,0.019496463239192963,15.107568740844727
5800,65074,490.2280233299999,472430,98.72,7,0.0892798900604248,0.00073,469429,-320.6610412597656,0.019488785415887833,13.975662231445312
5810,65215,498.95891954000007,473430,98.72,7,-5.482992172241211,0.00073,470429,-316.4131164550781,0.020294852554798126,14.627341270446777
5820,65357,495.8336394,474430,98.86,7,-0.7669382095336914,0.00073,471429,-319.33251953125,0.020091334357857704,11.362211227416992
5830,65503,496.69747924999996,475430,98.86,7,-2.833186626434326,0.00073,472429,-319.0257873535156,0.019608253613114357,10.661972999572754
5840,65650,490.25267399999996,476430,98.86,7,-2.0891504287719727,0.00073,473429,-316.43035888671875,0.019875556230545044,13.264313697814941
5850,65799,481.04725743,477430,98.86,7,1.9714641571044922,0.00073,474429,-318.9786682128906,0.01952747441828251,12.903078079223633
5860,65954,489.2224209900001,478430,98.86,7,-1.2203917503356934,0.00073,475429,-320.26800537109375,0.018835412338376045,9.22754192352295
5870,66102,502.7929989300001,479430,98.86,7,-3.907299518585205,0.00073,476429,-320.5901794433594,0.0199413001537323,11.72574234008789
5880,66248,532.75145555,480430,98.87,7,0.6861978769302368,0.00073,477429,-321.61749267578125,0.02086622081696987,26.00530433654785
5890,66395,536.38224113,481430,98.87,7,-2.2487101554870605,0.00073,478429,-321.84222412109375,0.022103119641542435,11.748649597167969
5900,66542,549.0153634499999,482430,100.0,7,-10.557459831237793,0.00073,479429,-326.6397705078125,0.020936349406838417,11.76129150390625
5910,66690,542.2326324,483430,100.0,7,-8.945894241333008,0.00073,480429,-326.59625244140625,0.02006160467863083,12.786226272583008
5920,66836,551.20568569,484430,100.0,7,2.718677043914795,0.00073,481429,-329.2961730957031,0.020006461068987846,11.259011268615723
5930,66980,563.25407418,485430,100.0,7,4.300714015960693,0.00073,482429,-329.3145446777344,0.020979562774300575,11.76897144317627
5940,67126,578.2347496300001,486430,100.0,7,-13.160160064697266,0.00073,483429,-328.9741516113281,0.021928559988737106,12.002985954284668
5950,67271,572.95433144,487430,100.0,7,-11.521475791931152,0.00073,484429,-336.3254699707031,0.01974416710436344,11.214418411254883
5960,67411,573.79747574,488395,99.65,7,-9.108477592468262,0.00073,485394,-329.7271728515625,0.020977310836315155,10.45923900604248
5970,67555,564.19244534,489395,99.65,7,2.864689350128174,0.00073,486394,-327.6188049316406,0.021081870421767235,10.423751831054688
5980,67694,552.3089266000001,490365,99.35,7,0.9005261063575745,0.00073,487364,-329.8717346191406,0.02025274746119976,20.487346649169922
5990,67838,543.89536828,491365,99.35,7,10.277215957641602,0.00073,488364,-333.0107421875,0.021046163514256477,9.457887649536133
6000,67970,533.0994788900001,492267,98.37,7,8.697983741760254,0.00073,489266,-333.786865234375,0.019701741635799408,10.039628982543945
6010,68124,538.64032546,493267,98.37,7,6.1602020263671875,0.00073,490266,-336.47393798828125,0.020736780017614365,11.257125854492188
6020,68270,545.85220205,494267,98.37,7,-2.4952750205993652,0.00073,491266,-335.9923095703125,0.01980404555797577,10.271340370178223
6030,68416,540.8404916200001,495267,98.37,7,-4.830447673797607,0.00073,492266,-337.45965576171875,0.020413825288414955,9.811920166015625
6040,68560,529.8287387199999,496267,98.37,7,-0.25800466537475586,0.00073,493266,-335.4116516113281,0.019971584901213646,9.385284423828125
6050,68702,551.82278846,497267,98.37,7,-2.1675491333007812,0.00073,494266,-330.198486328125,0.021616613492369652,12.436890602111816
6060,68847,554.72944742,498267,98.72,7,3.674715518951416,0.00073,495266,-336.5541076660156,0.021755686029791832,10.269058227539062
6070,68991,551.83917522,499267,98.72,7,-5.176921367645264,0.00073,496266,-335.154541015625,0.021252699196338654,9.237871170043945
6080,69132,545.83793792,500267,99.02,7,-2.6427793502807617,0.00073,497266,-337.7519226074219,0.021920856088399887,10.917572021484375
6090,69270,535.1409338500001,501267,99.02,7,2.3421177864074707,0.00073,498266,-334.8389892578125,0.02244952879846096,10.291973114013672
6100,69409,541.62529546,502267,100.0,7,-1.0110275745391846,0.00073,499266,-345.634765625,0.02102596126496792,10.009347915649414
