time/time_elapsed,time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/n_updates
90920,9420,7,529.6125126999999,75.0,664520,0.03160165622830391,0.00073,8.035542488098145,5.45597505569458,-376.1143493652344,661519
91026,9430,7,536.0454575399999,75.0,665270,0.0288542527705431,0.00073,10.356517791748047,3.3705596923828125,-364.2750244140625,662269
91133,9440,7,540.39965566,75.0,666020,0.027198225259780884,0.00073,8.357698440551758,-9.097190856933594,-375.5966796875,663019
91240,9450,7,536.21153166,75.0,666770,0.02648339793086052,0.00073,5.693112373352051,-2.3996474742889404,-369.70428466796875,663769
91345,9460,7,513.26335894,75.0,667520,0.03592260181903839,0.00073,10.199747085571289,7.8247528076171875,-363.1439514160156,664519
91451,9470,7,499.83779277,75.0,668270,0.03246712684631348,0.00073,11.038204193115234,6.26065731048584,-361.7236328125,665269
91555,9480,7,497.7054633,75.0,669020,0.029745550826191902,0.00073,12.547155380249023,2.723062515258789,-361.74420166015625,666019
91660,9490,7,499.29600326,75.0,669770,0.02908877655863762,0.00073,6.958014488220215,-4.047983169555664,-362.4718933105469,666769
91765,9500,7,490.44080604999994,75.0,670520,0.028580132871866226,0.00073,19.468809127807617,7.641575813293457,-355.5622253417969,667519
91870,9510,7,486.5307268700001,75.0,671270,0.029117919504642487,0.00073,8.867166519165039,4.957277297973633,-353.5142822265625,668269
91976,9520,7,486.11987841,75.0,672020,0.027542918920516968,0.00073,6.392383575439453,-2.3338658809661865,-365.04315185546875,669019
92082,9530,7,484.86364021,75.0,672770,0.027128327637910843,0.00073,11.437614440917969,-9.535408973693848,-367.73309326171875,669769
92187,9540,7,481.65530490000003,75.0,673520,0.027201533317565918,0.00073,7.648322582244873,-1.0464518070220947,-355.6663513183594,670519
92292,9550,7,485.87816933,75.0,674270,0.025774313136935234,0.00073,10.995149612426758,2.8129684925079346,-355.8520202636719,671269
92398,9560,7,509.08579803,75.0,675020,0.026475530117750168,0.00073,7.4819440841674805,2.0927929878234863,-360.9662170410156,672019
92505,9570,7,523.72710683,75.0,675770,0.028752006590366364,0.00073,13.173177719116211,1.5536062717437744,-353.33740234375,672769
92612,9580,7,525.3035140200001,75.0,676520,0.028077619150280952,0.00073,6.08624267578125,4.956815719604492,-359.57781982421875,673519
92718,9590,7,528.08258017,75.0,677270,0.02627856656908989,0.00073,15.364295959472656,3.0290369987487793,-357.6180725097656,674269
92824,9600,7,537.0217242499999,75.0,678020,0.026186535134911537,0.00073,8.624807357788086,0.7508960962295532,-355.6527404785156,675019
92929,9610,7,541.0341644299999,75.0,678770,0.02644110657274723,0.00073,9.577409744262695,7.603769779205322,-357.28558349609375,675769
93036,9620,7,541.02876844,75.0,679520,0.025826936587691307,0.00073,12.086706161499023,1.7730967998504639,-360.5897216796875,676519
93142,9630,7,529.28738316,75.0,680270,0.03133751079440117,0.00073,7.730991363525391,12.614852905273438,-351.4318542480469,677269
93248,9640,7,517.35327453,75.0,681020,0.028806637972593307,0.00073,9.29306411743164,-4.408663272857666,-358.926025390625,678019
93355,9650,7,498.50680977,75.0,681770,0.02796986885368824,0.00073,8.657522201538086,2.250924825668335,-362.6739807128906,678769
93462,9660,7,492.91887293,75.0,682520,0.026800066232681274,0.00073,11.110908508300781,4.82305908203125,-355.05340576171875,679519
93569,9670,7,485.05938113,75.0,683270,0.026815924793481827,0.00073,18.68186378479004,6.648613929748535,-354.62847900390625,680269
93661,9680,7,400.65161557,73.99,683919,0.02761823683977127,0.00073,11.24664306640625,-6.662106990814209,-361.3193054199219,680918
93757,9690,7,327.26070062,73.32,684602,0.02752242609858513,0.00073,8.204413414001465,-0.503209114074707,-356.6546630859375,681601
93864,9700,7,326.49748081,73.32,685352,0.029214590787887573,0.00073,19.333505630493164,-1.3948841094970703,-351.4949035644531,682351
93971,9710,7,325.30627899,73.32,686102,0.028761262074112892,0.00073,9.322738647460938,6.872503280639648,-358.3353271484375,683101
94077,9720,7,325.06933289000006,73.32,686852,0.027524899691343307,0.00073,7.552173137664795,-0.23928403854370117,-359.24444580078125,683851
94184,9730,7,337.36921248,73.32,687602,0.026074638590216637,0.00073,4.640026092529297,2.69675874710083,-359.9346923828125,684601
94292,9740,7,352.1673275799999,73.32,688352,0.024096908047795296,0.00073,7.630533218383789,7.492877960205078,-358.347900390625,685351
94400,9750,7,370.41935391999993,73.32,689102,0.025424914434552193,0.00073,9.573122024536133,6.074856281280518,-358.5029296875,686101
94507,9760,7,376.1543230900001,73.32,689852,0.02381320670247078,0.00073,13.397666931152344,7.524729251861572,-347.74853515625,686851
94614,9770,7,381.28772004000007,73.32,690602,0.028786933049559593,0.00073,6.908740997314453,5.004033088684082,-357.13580322265625,687601
94722,9780,7,464.92072860999986,74.33,691352,0.03691232204437256,0.00073,5.5330729484558105,-6.892336845397949,-365.2095947265625,688351
94828,9790,7,538.86100215,75.0,692102,0.03329233452677727,0.00073,5.358073711395264,-4.181469917297363,-365.5404052734375,689101
94935,9800,7,540.5671774199999,75.0,692852,0.029189186170697212,0.00073,8.264625549316406,1.570183515548706,-358.4261474609375,689851
95042,9810,7,541.6883283200001,75.0,693602,0.027298903092741966,0.00073,8.27631664276123,3.8741188049316406,-353.60968017578125,690601
95147,9820,7,542.0672079,75.0,694352,0.024689871817827225,0.00073,8.447064399719238,1.0289815664291382,-349.355712890625,691351
95254,9830,7,542.55388092,75.0,695102,0.024311918765306473,0.00073,6.883940696716309,-0.8507697582244873,-359.5544738769531,692101
95361,9840,7,541.88988099,75.0,695852,0.025395283475518227,0.00073,8.047131538391113,0.2543718218803406,-356.6923828125,692851
95469,9850,7,541.58874217,75.0,696602,0.028639107942581177,0.00073,8.451412200927734,-2.133500099182129,-359.592529296875,693601
95581,9860,7,540.98282721,75.0,697352,0.03199753910303116,0.00073,5.5592241287231445,-13.217073440551758,-358.17901611328125,694351
95692,9870,7,545.13573144,75.0,698102,0.028322476893663406,0.00073,5.380422592163086,3.212311029434204,-359.2373962402344,695101
95807,9880,7,546.67895221,75.0,698852,0.026591215282678604,0.00073,6.277382850646973,4.939404010772705,-359.86492919921875,695851
95918,9890,7,538.72595618,75.0,699602,0.031212933361530304,0.00073,7.268641471862793,-2.3444738388061523,-363.10595703125,696601
96030,9900,7,520.76464825,75.0,700352,0.030402278527617455,0.00073,12.352272033691406,-4.222769260406494,-355.77044677734375,697351
96143,9910,7,514.8231753700001,75.0,701102,0.027492722496390343,0.00073,7.876705169677734,-1.3370156288146973,-361.30828857421875,698101
96250,9920,7,514.07304721,75.0,701852,0.02522195689380169,0.00073,6.1840715408325195,2.0819616317749023,-365.441650390625,698851
96355,9930,7,502.97279234000007,74.89,702591,0.025164810940623283,0.00073,4.63172721862793,-7.408641338348389,-358.2199401855469,699590
96461,9940,7,502.63122025000007,74.89,703341,0.023804446682333946,0.00073,8.563697814941406,1.1386334896087646,-349.6413879394531,700340
96567,9950,7,501.17985367999995,74.89,704091,0.023323949426412582,0.00073,8.03731632232666,0.6916557550430298,-354.65301513671875,701090
96673,9960,7,500.5739616699999,74.89,704841,0.023732349276542664,0.00073,10.712600708007812,11.016104698181152,-349.7892761230469,701840
96779,9970,7,500.15670825,74.89,705591,0.02451876364648342,0.00073,4.230845928192139,-11.898612976074219,-359.9984436035156,702590
96884,9980,7,499.62945768000003,74.89,706341,0.024566102772951126,0.00073,6.952715873718262,1.9756945371627808,-359.3772888183594,703340
96984,9990,7,482.00517848000004,74.51,707053,0.024649200960993767,0.00073,6.507464408874512,15.705318450927734,-355.32391357421875,704052
97065,10000,7,425.93206325,72.8,707632,0.02398049458861351,0.00073,22.028263092041016,3.961177349090576,-350.8367919921875,704631
97172,10010,7,424.43969719,72.78,708380,0.024376409128308296,0.00073,9.752483367919922,12.869545936584473,-350.9862365722656,705379
97279,10020,7,424.27295605,72.78,709130,0.02650161273777485,0.00073,10.068353652954102,2.680408239364624,-358.7897033691406,706129
97385,10030,7,434.63498534999997,72.89,709880,0.02764740400016308,0.00073,5.796645164489746,0.7083351612091064,-354.44268798828125,706879
97490,10040,7,435.42599263000005,72.89,710630,0.028341863304376602,0.00073,6.6938066482543945,-9.704217910766602,-363.0220947265625,707629
97596,10050,7,436.01678324000005,72.89,711380,0.025972146540880203,0.00073,7.37822961807251,12.753944396972656,-352.43115234375,708379
97702,10060,7,434.98868357,72.89,712130,0.028218772262334824,0.00073,6.092523574829102,-2.8762366771698,-352.1734619140625,709129
97809,10070,7,430.29273964,72.89,712880,0.03195325657725334,0.00073,13.953376770019531,-2.310734748840332,-355.1230773925781,709879
97915,10080,7,428.7548746000001,72.89,713630,0.027390005066990852,0.00073,12.49448013305664,6.374961853027344,-356.4380798339844,710629
98028,10090,7,454.13413057,73.27,714380,0.02621632069349289,0.00073,6.684624671936035,0.5992233753204346,-356.4756164550781,711379
98134,10100,7,527.39699714,74.98,715130,0.026139328256249428,0.00073,6.410151958465576,-2.7983531951904297,-359.1719970703125,712129
98239,10110,7,535.4001501800001,75.0,715880,0.02632443793118,0.00073,4.885282039642334,-9.002850532531738,-349.2738952636719,712879
98345,10120,7,535.8465372300001,75.0,716630,0.02381487563252449,0.00073,5.250705718994141,-4.033294200897217,-357.3077697753906,713629
98450,10130,7,536.30928853,75.0,717380,0.0233866386115551,0.00073,8.608343124389648,-1.9880579710006714,-353.6417236328125,714379
98555,10140,7,536.7346370299999,75.0,718130,0.02290753275156021,0.00073,10.90070629119873,1.498083233833313,-353.4962463378906,715129
98660,10150,7,538.0405394,75.0,718880,0.023171890527009964,0.00073,8.837727546691895,5.352574348449707,-347.69354248046875,715879
98766,10160,7,540.2137915700001,75.0,719630,0.022427471354603767,0.00073,5.663779258728027,-6.2059454917907715,-356.1348876953125,716629
98870,10170,7,544.8862001800001,75.0,720380,0.022413231432437897,0.00073,5.378755569458008,6.226472854614258,-347.82940673828125,717379
98977,10180,7,546.4774805899999,75.0,721130,0.024169456213712692,0.00073,4.299311637878418,-9.966087341308594,-357.5967712402344,718129
99082,10190,7,546.8614357199999,75.0,721880,0.022423772141337395,0.00073,6.069714546203613,-1.0633516311645508,-356.4527893066406,718879
99188,10200,7,547.23840573,75.0,722630,0.02364957705140114,0.00073,10.226105690002441,-4.1514811515808105,-346.674560546875,719629
99293,10210,7,545.55194769,75.0,723380,0.025250650942325592,0.00073,5.614616394042969,-1.3978524208068848,-355.21240234375,720379
99396,10220,7,519.85390049,74.8,724110,0.024187160655856133,0.00073,5.914578437805176,-3.42732310295105,-358.5311279296875,721109
99495,10230,7,501.5601951799999,74.37,724817,0.02632722444832325,0.00073,9.532623291015625,5.750625133514404,-349.6563720703125,721816
99600,10240,7,501.31376544,74.37,725567,0.024479903280735016,0.00073,5.6395111083984375,-7.186554908752441,-361.1368103027344,722566
99708,10250,7,498.33466194999994,74.37,726317,0.023792797699570656,0.00073,7.002205848693848,1.5053644180297852,-355.2530517578125,723316
99815,10260,7,497.7004128199999,74.37,727067,0.0233200304210186,0.00073,5.469644069671631,-10.577278137207031,-354.66461181640625,724066
99921,10270,7,497.94587101999997,74.37,727817,0.022306207567453384,0.00073,8.840439796447754,5.473568916320801,-350.1693115234375,724816
100027,10280,7,498.17570169999993,74.37,728567,0.022520458325743675,0.00073,7.054582595825195,0.4451535940170288,-357.956787109375,725566
100132,10290,7,497.85381801999995,74.37,729317,0.023312536999583244,0.00073,8.495195388793945,-2.795346736907959,-352.21600341796875,726316
100237,10300,7,496.96608978999996,74.37,730067,0.025885283946990967,0.00073,9.13809585571289,6.620522499084473,-358.0835266113281,727066
100341,10310,7,483.0956163,74.14,730794,0.03064662218093872,0.00073,10.61351203918457,-4.599558353424072,-362.9510498046875,727793
100447,10320,7,505.46554667,74.34,731544,0.029759107157588005,0.00073,5.767123222351074,-0.0870370864868164,-361.93670654296875,728543
100555,10330,7,523.3514183799999,74.77,732294,0.030128238722682,0.00073,6.963095188140869,-0.9446415901184082,-350.0227966308594,729293
100663,10340,7,523.79118349,74.77,733044,0.02846747450530529,0.00073,7.830766677856445,-0.617992639541626,-353.4426574707031,730043
100770,10350,7,526.8768469400001,74.77,733794,0.026790643110871315,0.00073,8.49465560913086,-7.3315324783325195,-341.1350402832031,730793
100877,10360,7,527.31492462,74.77,734544,0.026638666167855263,0.00073,7.630685806274414,1.139394998550415,-343.699462890625,731543
100984,10370,7,524.99332682,74.77,735294,0.02599337510764599,0.00073,5.603919982910156,-5.510440826416016,-358.3954162597656,732293
101092,10380,7,517.6839496,74.77,736044,0.027239959686994553,0.00073,5.007870674133301,-3.7246172428131104,-354.9786376953125,733043
101201,10390,7,515.2670635100001,74.77,736794,0.029079699888825417,0.00073,8.547979354858398,-1.032225251197815,-348.76104736328125,733793
101310,10400,7,515.7916309,74.77,737544,0.02603757008910179,0.00073,6.661055564880371,-3.6987228393554688,-353.1241455078125,734543
101418,10410,7,531.18421903,75.0,738294,0.02609843946993351,0.00073,9.063339233398438,7.128021240234375,-354.8720397949219,735293
101521,10420,7,518.40731201,74.68,739012,0.03694245219230652,0.00073,7.374578475952148,6.543208599090576,-356.1679992675781,736011
101625,10430,7,498.0878950099999,74.3,739724,0.04125037416815758,0.00073,8.910776138305664,-5.599215507507324,-362.50372314453125,736723
101734,10440,7,488.74872288,74.3,740474,0.0359732024371624,0.00073,8.125417709350586,7.230193138122559,-357.9392395019531,737473
101844,10450,7,487.80984313999994,74.3,741224,0.029058922082185745,0.00073,10.081143379211426,-4.040152549743652,-366.2220153808594,738223
101955,10460,7,487.8136462499999,74.3,741974,0.026748277246952057,0.00073,6.7722320556640625,-4.978748321533203,-360.2204895019531,738973
102066,10470,7,489.23696704,74.3,742724,0.024107733741402626,0.00073,8.734224319458008,1.8961443901062012,-359.34405517578125,739723
102176,10480,7,495.88395046000005,74.3,743474,0.023051349446177483,0.00073,5.670968532562256,9.040903091430664,-354.0151672363281,740473
102286,10490,7,497.9431912600001,74.3,744224,0.0247897207736969,0.00073,4.106579303741455,-8.681915283203125,-364.2232666015625,741223
102395,10500,7,496.89811870000005,74.3,744974,0.029840094968676567,0.00073,7.483000755310059,9.418754577636719,-365.2203063964844,741973
102504,10510,7,484.51361979000006,74.3,745724,0.031155794858932495,0.00073,14.388660430908203,3.834202527999878,-361.14544677734375,742723
102610,10520,7,494.59042221000004,74.39,746451,0.029235996305942535,0.00073,7.303036689758301,-3.0346245765686035,-362.1889953613281,743450
102719,10530,7,515.59907188,74.77,747201,0.026406412944197655,0.00073,15.781986236572266,7.515537738800049,-356.2557373046875,744200
102829,10540,7,519.05256961,74.77,747951,0.02755083329975605,0.00073,7.890634536743164,0.5068037509918213,-361.9999084472656,744950
102938,10550,7,511.29264487,74.77,748701,0.03452562168240547,0.00073,7.721024036407471,3.5552501678466797,-365.21331787109375,745700
103050,10560,7,495.12761188000013,74.77,749451,0.0374506339430809,0.00073,6.6935577392578125,-7.487681865692139,-372.9541015625,746450
103161,10570,7,486.06863473000004,74.77,750201,0.034404609352350235,0.00073,10.13216495513916,0.16434186697006226,-368.06890869140625,747200
103271,10580,7,479.35454627,74.77,750951,0.031722452491521835,0.00073,4.152105808258057,-9.571306228637695,-366.96051025390625,747950
103381,10590,7,473.90416343,74.77,751701,0.027136918157339096,0.00073,6.675112724304199,-2.917593240737915,-366.12164306640625,748700
103491,10600,7,474.84660693,74.77,752451,0.02536424808204174,0.00073,6.035689353942871,11.286761283874512,-357.3055725097656,749450
103600,10610,7,487.03518141,74.77,753201,0.025287341326475143,0.00073,4.984714508056641,-7.087771892547607,-359.6675720214844,750200
103710,10620,7,493.27825183,75.0,753951,0.024413039907813072,0.00073,9.669392585754395,-7.124562740325928,-357.5663757324219,750950
103820,10630,7,493.22834765,75.0,754701,0.024057000875473022,0.00073,6.270549774169922,8.753815650939941,-353.9981384277344,751700
103930,10640,7,499.00084735,75.0,755451,0.025018805637955666,0.00073,4.666227340698242,-5.7545166015625,-357.8558654785156,752450
104040,10650,7,507.91139089999996,75.0,756201,0.024087268859148026,0.00073,5.882205009460449,-4.930086612701416,-352.200927734375,753200
104150,10660,7,523.46126119,75.0,756951,0.023004697635769844,0.00073,6.735361099243164,-1.0085506439208984,-355.3800354003906,753950
104260,10670,7,520.6625190999999,75.0,757701,0.025761140510439873,0.00073,7.248559951782227,1.8138142824172974,-360.33197021484375,754700
104371,10680,7,525.03735343,75.0,758451,0.02673601731657982,0.00073,6.454408645629883,-0.7875958681106567,-362.7895202636719,755450
104480,10690,7,529.95691087,75.0,759201,0.025354526937007904,0.00073,5.4172773361206055,-0.3390979766845703,-360.8835754394531,756200
104589,10700,7,527.6976908900001,75.0,759951,0.025848250836133957,0.00073,5.8675384521484375,-8.714563369750977,-359.38433837890625,756950
104699,10710,7,527.93301745,75.0,760701,0.025884093716740608,0.00073,6.811922073364258,2.8228952884674072,-356.6817626953125,757700
104775,10720,7,456.34874218000004,72.69,761220,0.031087612733244896,0.00073,26.323518753051758,11.119287490844727,-365.2551574707031,758219
104862,10730,7,373.27200758999993,71.13,761814,0.033930692821741104,0.00073,20.749988555908203,2.2258119583129883,-363.3380126953125,758813
104961,10740,7,283.63887693,70.45,762496,0.03574462607502937,0.00073,11.964153289794922,-4.7061381340026855,-360.05584716796875,759495
105063,10750,7,193.70144024000004,69.92,763193,0.030224625021219254,0.00073,12.84536075592041,-0.03490185737609863,-350.4472961425781,760192
105168,10760,7,162.08512945000004,69.66,763917,0.02619854360818863,0.00073,10.721514701843262,-5.46016263961792,-357.81890869140625,760916
105278,10770,7,174.1224849,69.66,764667,0.02494276687502861,0.00073,18.124229431152344,-3.2479186058044434,-349.30206298828125,761666
105387,10780,7,173.59545487,69.66,765417,0.023706883192062378,0.00073,6.561306476593018,6.304656982421875,-348.9570617675781,762416
105497,10790,7,174.49907156999998,69.66,766167,0.02297893352806568,0.00073,5.389286041259766,-0.5892250537872314,-358.1162414550781,763166
105606,10800,7,175.86146270999998,69.66,766917,0.02343367226421833,0.00073,5.920131206512451,-7.440088272094727,-356.1671447753906,763916
105715,10810,7,175.79128348999998,69.66,767667,0.029689790681004524,0.00073,14.70313835144043,-6.46966028213501,-354.95172119140625,764666
105826,10820,7,245.65617961999996,71.97,768417,0.028540821745991707,0.00073,12.422800064086914,-2.090655565261841,-357.2185363769531,765416
105937,10830,7,328.68726799,73.53,769167,0.026828886941075325,0.00073,9.242116928100586,-4.902172088623047,-356.64129638671875,766166
106045,10840,7,417.78572913999994,74.21,769917,0.033144451677799225,0.00073,7.621570587158203,0.10003876686096191,-356.16229248046875,766916
106156,10850,7,506.36351813,74.74,770667,0.03972512483596802,0.00073,8.730424880981445,4.949410438537598,-363.9725646972656,767666
106267,10860,7,537.67507958,75.0,771417,0.0330025888979435,0.00073,15.366400718688965,-2.099813938140869,-355.3882751464844,768416
106379,10870,7,537.16996128,75.0,772167,0.026517167687416077,0.00073,8.726207733154297,1.0415356159210205,-363.8870544433594,769166
106490,10880,7,539.70896139,75.0,772917,0.023545190691947937,0.00073,7.561818599700928,4.690241813659668,-359.8670959472656,769916
106601,10890,7,539.82136424,75.0,773667,0.022309478372335434,0.00073,13.6182279586792,11.305412292480469,-346.8859558105469,770666
106710,10900,7,536.63055615,75.0,774417,0.026025131344795227,0.00073,8.368795394897461,11.629220008850098,-360.1033935546875,771416
106812,10910,7,496.87187461,74.46,775113,0.030270086601376534,0.00073,6.621164321899414,0.6666195392608643,-368.8312683105469,772112
106912,10920,7,465.43637923999995,73.77,775794,0.03115452453494072,0.00073,11.365001678466797,-5.868404388427734,-369.2614440917969,772793
107023,10930,7,465.62881844000003,73.77,776544,0.026339881122112274,0.00073,9.640957832336426,0.6815013885498047,-362.1705627441406,773543
107144,10940,7,466.44049512,73.77,777294,0.0258964691311121,0.00073,10.270469665527344,0.14501738548278809,-354.7718200683594,774293
107253,10950,7,467.66405486,73.77,778044,0.023816805332899094,0.00073,4.646005630493164,-15.477813720703125,-367.23583984375,775043
107363,10960,7,468.7739979599999,73.77,778794,0.02610754407942295,0.00073,6.934893608093262,-3.063523292541504,-365.1789855957031,775793
107471,10970,7,469.7800561100001,73.77,779544,0.024764137342572212,0.00073,6.418123245239258,-1.4303185939788818,-364.164794921875,776543
107580,10980,7,471.18982961000006,73.77,780294,0.023269856348633766,0.00073,5.350818634033203,-8.418251037597656,-365.96142578125,777293
107690,10990,7,469.8834290499999,73.77,781044,0.024660257622599602,0.00073,11.864922523498535,-0.9738917350769043,-364.0110168457031,778043
107799,11000,7,470.7345565900001,73.77,781794,0.026003001257777214,0.00073,5.26168155670166,-9.197402000427246,-360.3885803222656,778793
107910,11010,7,506.12876860000006,74.31,782544,0.024427618831396103,0.00073,5.101958274841309,-7.432985305786133,-366.2125244140625,779543
108020,11020,7,536.51371037,75.0,783294,0.023420529440045357,0.00073,4.883999347686768,-1.1357396841049194,-359.42633056640625,780293
108130,11030,7,536.1347239099999,75.0,784044,0.022781549021601677,0.00073,5.434666156768799,3.694276809692383,-364.14459228515625,781043
108239,11040,7,535.5940413100001,75.0,784794,0.02340801991522312,0.00073,6.944602966308594,9.827768325805664,-362.52935791015625,781793
108348,11050,7,533.30013224,75.0,785544,0.025035584345459938,0.00073,7.792975425720215,3.4240188598632812,-362.0984191894531,782543
108457,11060,7,530.69876132,75.0,786294,0.02405361644923687,0.00073,5.9033050537109375,-7.775287628173828,-372.37786865234375,783293
108570,11070,7,528.87149766,75.0,787044,0.023779816925525665,0.00073,6.915945529937744,-6.48682975769043,-362.28436279296875,784043
108680,11080,7,527.79698616,75.0,787794,0.022333558648824692,0.00073,10.45783805847168,7.013050556182861,-361.02642822265625,784793
108790,11090,7,529.37213007,75.0,788544,0.02284846641123295,0.00073,5.0058512687683105,0.1107020378112793,-356.7993469238281,785543
108901,11100,7,533.5978312000001,75.0,789294,0.02165120840072632,0.00073,3.501913070678711,-6.450712203979492,-364.3607177734375,786293
109010,11110,7,538.24432365,75.0,790044,0.027454162016510963,0.00073,6.460636615753174,12.689292907714844,-358.98443603515625,787043
109119,11120,7,539.75366964,75.0,790794,0.031080113723874092,0.00073,7.820452690124512,-2.097121238708496,-361.1849670410156,787793
109227,11130,7,533.32787781,74.86,791530,0.030273636803030968,0.00073,7.041102886199951,-9.439889907836914,-366.8519287109375,788529
109337,11140,7,531.9572547399999,74.86,792280,0.026481730863451958,0.00073,7.236641883850098,8.435539245605469,-365.05279541015625,789279
109447,11150,7,532.7915011700002,74.86,793030,0.02413645014166832,0.00073,8.053271293640137,6.3205084800720215,-358.63055419921875,790029
109556,11160,7,534.93852398,74.86,793780,0.023205405101180077,0.00073,3.62682843208313,4.7961602210998535,-362.36297607421875,790779
109667,11170,7,536.45031594,74.86,794530,0.023468421772122383,0.00073,19.622356414794922,19.939645767211914,-362.3038024902344,791529
109768,11180,7,493.8863709200001,74.18,795212,0.03445246443152428,0.00073,19.68210220336914,-2.5588221549987793,-364.78851318359375,792211
109860,11190,7,403.93469465000004,73.0,795844,0.029998445883393288,0.00073,20.266815185546875,7.392340660095215,-358.3154602050781,792843
109951,11200,7,315.2743381800001,71.62,796456,0.02777683548629284,0.00073,9.525334358215332,4.178360462188721,-365.1206359863281,793455
110060,11210,7,292.73739374,71.57,797201,0.025446321815252304,0.00073,9.528636932373047,-4.59661865234375,-353.11724853515625,794200
110172,11220,7,294.16622891000003,71.57,797951,0.023873263970017433,0.00073,7.855809211730957,-4.83705997467041,-356.24908447265625,794950
110283,11230,7,300.84039227,71.71,798701,0.02242923527956009,0.00073,7.310885429382324,-6.2348103523254395,-358.9060363769531,795700
110393,11240,7,302.53934720999996,71.71,799451,0.023543614894151688,0.00073,7.9343461990356445,5.638963222503662,-361.3218994140625,796450
110506,11250,7,304.14671182,71.71,800201,0.022369716316461563,0.00073,3.4351887702941895,-4.898165702819824,-360.49188232421875,797200
110618,11260,7,304.81867772000004,71.71,800951,0.021895617246627808,0.00073,7.099454879760742,-4.900591850280762,-360.48822021484375,797950
110728,11270,7,304.6231257,71.71,801701,0.021797122433781624,0.00073,4.040583610534668,-7.496501922607422,-366.9397277832031,798700
110840,11280,7,348.33860931000004,72.39,802451,0.022045915946364403,0.00073,5.076147079467773,11.270045280456543,-360.7253112792969,799450
110951,11290,7,432.91418365000004,73.57,803201,0.02227788418531418,0.00073,5.618094444274902,1.3319458961486816,-365.36529541015625,800200
111062,11300,7,513.1065212799999,74.95,803951,0.02185545116662979,0.00073,6.3462677001953125,12.748147964477539,-351.9986572265625,800950
111169,11310,7,528.4401141399999,74.7,804671,0.02217150665819645,0.00073,8.588300704956055,-13.444390296936035,-362.4303283691406,801670
111269,11320,7,515.2960918900001,73.97,805348,0.022636398673057556,0.00073,5.221635818481445,10.1000394821167,-359.10064697265625,802347
111380,11330,7,514.29962832,73.97,806098,0.023770667612552643,0.00073,5.194831848144531,3.4157068729400635,-359.51666259765625,803097
111492,11340,7,508.31455793000003,73.97,806848,0.024346433579921722,0.00073,4.6038970947265625,-2.699608325958252,-359.49774169921875,803847
111604,11350,7,505.69517500999996,73.97,807598,0.02408803254365921,0.00073,5.546794414520264,-5.9030537605285645,-364.52239990234375,804597
111704,11360,7,481.09439406999996,73.27,808278,0.05744343250989914,0.00073,45.54652786254883,71.62078094482422,-397.96697998046875,805277
111772,11370,7,420.80455815,70.25,808726,0.07626520097255707,0.00073,31.429214477539062,0.2934286594390869,-408.0666809082031,805725
111884,11380,7,416.4070817499999,70.25,809476,0.06168268248438835,0.00073,18.001033782958984,-10.583343505859375,-393.7461853027344,806475
111992,11390,7,415.12807069999997,70.02,810203,0.04350174590945244,0.00073,11.585683822631836,-16.55107879638672,-399.8953552246094,807202
112104,11400,7,423.02918786000004,70.02,810953,0.03412497043609619,0.00073,9.889013290405273,-11.321379661560059,-392.77947998046875,807952
112215,11410,7,428.28933531999996,70.32,811703,0.03294140473008156,0.00073,11.459526062011719,-5.831142902374268,-382.50299072265625,808702
112323,11420,7,431.81169598,70.9,812438,0.031118128448724747,0.00073,8.822928428649902,5.6106367111206055,-382.703125,809437
112433,11430,7,431.2264646100001,70.9,813188,0.03034614771604538,0.00073,14.38861083984375,1.7847800254821777,-372.0658264160156,810187
112543,11440,7,437.06506891000004,70.9,813938,0.028003830462694168,0.00073,6.866998672485352,-3.062107801437378,-375.6590270996094,810937
112653,11450,7,439.88012058,70.9,814688,0.02540118247270584,0.00073,4.094519138336182,-14.966707229614258,-376.0270080566406,811687
112764,11460,7,463.85786190999994,71.6,815438,0.023241201415657997,0.00073,5.144958019256592,-13.74683666229248,-376.4683532714844,812437
112874,11470,7,524.1187803099998,74.62,816188,0.02331249788403511,0.00073,4.321841239929199,-10.508476257324219,-370.7899475097656,813187
112983,11480,7,522.37705605,74.48,816924,0.024373624473810196,0.00073,7.25936222076416,14.063669204711914,-369.4178161621094,813923
113094,11490,7,520.10943801,74.71,817674,0.03463893383741379,0.00073,9.004477500915527,-3.429131507873535,-375.6568908691406,814673
113203,11500,7,503.4789998300001,74.71,818424,0.029827121645212173,0.00073,11.476274490356445,-10.676248550415039,-375.7819519042969,815423
113313,11510,7,501.99063392999994,74.71,819174,0.025366220623254776,0.00073,7.065227508544922,-9.221113204956055,-371.9088134765625,816173
113423,11520,7,511.48548817999995,74.86,819924,0.023545674979686737,0.00073,9.785717964172363,3.9083404541015625,-372.86932373046875,816923
113534,11530,7,513.11397284,74.86,820674,0.023277396336197853,0.00073,7.98959493637085,18.6058292388916,-368.06170654296875,817673
113643,11540,7,512.74878076,74.86,821424,0.022387612611055374,0.00073,5.0521240234375,10.927755355834961,-366.1706237792969,818423
113753,11550,7,512.48311782,74.86,822174,0.025325942784547806,0.00073,9.536808967590332,-2.4491660594940186,-372.0113830566406,819173
