time/time_elapsed,time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/n_updates
49118,5310,7,473.76174212999985,74.28,363159,0.030159516260027885,0.00073,14.294891357421875,-4.0071611404418945,-340.7989501953125,360158
49222,5320,7,480.02223284,74.28,363909,0.030593540519475937,0.00073,6.389516353607178,-10.79012680053711,-352.8983154296875,360908
49325,5330,7,481.1472026300001,74.28,364659,0.029393594712018967,0.00073,12.970556259155273,12.115703582763672,-339.9100341796875,361658
49429,5340,7,484.17041591000003,74.28,365409,0.030757775530219078,0.00073,10.010632514953613,2.1024441719055176,-342.24444580078125,362408
49533,5350,7,490.26366203000003,74.28,366159,0.02883773297071457,0.00073,11.142999649047852,-0.7894002795219421,-337.9623718261719,363158
49635,5360,7,488.39463358999996,74.28,366909,0.027906708419322968,0.00073,9.716531753540039,-1.8748900890350342,-342.9604797363281,363908
49739,5370,7,489.64914045999996,74.28,367659,0.02890929952263832,0.00073,6.835644721984863,-3.8280372619628906,-339.7697448730469,364658
49842,5380,7,490.81528845,74.28,368409,0.045731592923402786,0.00073,9.306867599487305,11.660826683044434,-353.0201721191406,365408
49946,5390,7,510.0341867999999,75.0,369159,0.04015257954597473,0.00073,10.816495895385742,3.842033624649048,-352.32635498046875,366158
50050,5400,7,516.56574741,75.0,369909,0.03525706008076668,0.00073,7.536707878112793,3.5188324451446533,-355.5198059082031,366908
50153,5410,7,526.59861828,75.0,370659,0.02822188101708889,0.00073,9.629615783691406,13.562782287597656,-356.83343505859375,367658
50257,5420,7,528.43339964,75.0,371409,0.02942836843430996,0.00073,14.323007583618164,8.716781616210938,-349.8862609863281,368408
50360,5430,7,529.12363997,75.0,372159,0.02823002263903618,0.00073,12.603806495666504,-6.505934715270996,-352.8245849609375,369158
50463,5440,7,529.9219771100001,75.0,372909,0.02786288969218731,0.00073,13.239492416381836,-11.128266334533691,-348.3734130859375,369908
50566,5450,7,530.26725571,75.0,373659,0.027824964374303818,0.00073,11.450254440307617,5.503836631774902,-349.0862121582031,370658
50670,5460,7,529.53641924,75.0,374409,0.029104148969054222,0.00073,10.127534866333008,1.0728435516357422,-343.87408447265625,371408
50773,5470,7,521.03866856,75.0,375159,0.030528422445058823,0.00073,11.340792655944824,-0.44592511653900146,-339.57330322265625,372158
50877,5480,7,513.11635913,75.0,375909,0.031119804829359055,0.00073,8.218586921691895,17.732410430908203,-350.91259765625,372908
50979,5490,7,514.80965055,75.0,376659,0.02969510108232498,0.00073,6.347969055175781,2.7176482677459717,-352.9720458984375,373658
51081,5500,7,513.79202911,75.0,377409,0.028383594006299973,0.00073,8.304328918457031,-1.2526452541351318,-350.06597900390625,374408
51184,5510,7,511.81423788000006,75.0,378159,0.02724180556833744,0.00073,7.973423004150391,-0.7896105647087097,-353.51068115234375,375158
51288,5520,7,510.89410791999995,75.0,378909,0.030525991693139076,0.00073,6.620749473571777,8.340654373168945,-349.72650146484375,375908
51394,5530,7,507.6365395099999,75.0,379659,0.028667321428656578,0.00073,11.43906307220459,4.633219242095947,-339.3356628417969,376658
51498,5540,7,506.69889677,75.0,380409,0.026574306190013885,0.00073,9.88815689086914,-2.126039981842041,-352.4515686035156,377408
51601,5550,7,506.57698973,75.0,381159,0.025152111425995827,0.00073,11.64807415008545,6.549677848815918,-345.2464294433594,378158
51704,5560,7,512.0598021499999,75.0,381909,0.02663283608853817,0.00073,9.609956741333008,4.52140998840332,-350.82373046875,378908
51807,5570,7,520.33197233,75.0,382659,0.027298076078295708,0.00073,9.891312599182129,-8.21795654296875,-353.90447998046875,379658
51909,5580,7,523.1358924900001,74.84,383393,0.028123322874307632,0.00073,9.552413940429688,-9.4441499710083,-350.09857177734375,380392
52014,5590,7,526.90293054,74.84,384143,0.026778146624565125,0.00073,5.250154972076416,-10.831510543823242,-354.2679138183594,381142
52118,5600,7,529.09606408,74.84,384893,0.025616243481636047,0.00073,8.098522186279297,4.90521764755249,-343.43896484375,381892
52221,5610,7,526.90618716,74.84,385643,0.024545937776565552,0.00073,13.122241973876953,3.341050386428833,-341.968505859375,382642
52324,5620,7,526.4252415599999,74.84,386393,0.025690225884318352,0.00073,11.553011894226074,4.868739128112793,-342.70098876953125,383392
52428,5630,7,528.9103196699999,74.84,387143,0.02532854676246643,0.00073,5.551600933074951,4.562405586242676,-344.8681335449219,384142
52531,5640,7,529.4652603,74.84,387893,0.024863705039024353,0.00073,6.983338356018066,-3.147439956665039,-350.4207458496094,384892
52636,5650,7,529.44768602,74.84,388643,0.024125713855028152,0.00073,4.098832607269287,-6.848072052001953,-347.8200378417969,385642
52740,5660,7,529.6087208199999,74.84,389393,0.024628745391964912,0.00073,5.820956707000732,-0.4613969326019287,-348.0159912109375,386392
52844,5670,7,530.6615219099999,74.84,390143,0.024832798168063164,0.00073,13.719392776489258,2.010859966278076,-337.8697814941406,387142
52947,5680,7,537.81350836,75.0,390893,0.026720868423581123,0.00073,7.370100498199463,-10.380813598632812,-349.942138671875,387892
53048,5690,7,523.95434061,74.84,391627,0.02744978293776512,0.00073,10.825345993041992,-1.5458502769470215,-349.597412109375,388626
53151,5700,7,519.2343508900001,74.84,392377,0.028566882014274597,0.00073,7.315184593200684,-9.556512832641602,-360.5030517578125,389376
53247,5710,7,513.42364885,74.44,393087,0.026940712705254555,0.00073,20.04608917236328,-4.729019641876221,-352.6945495605469,390086
53351,5720,7,514.28260642,74.44,393837,0.025255756452679634,0.00073,10.912775039672852,9.598522186279297,-351.6155700683594,390836
53452,5730,7,507.58188731999996,74.19,394562,0.026412300765514374,0.00073,5.756036758422852,-4.128542423248291,-357.7898254394531,391561
53511,5740,7,446.9427564200001,71.02,394995,0.026144444942474365,0.00073,8.515901565551758,-8.153481483459473,-351.4086608886719,391994
53575,5750,7,380.26019188000004,68.13,395456,0.02573304995894432,0.00073,20.24900245666504,5.068554878234863,-340.4510192871094,392455
53678,5760,7,372.0308768099999,68.13,396206,0.02572762779891491,0.00073,14.140583038330078,5.515185356140137,-345.1651611328125,393205
53780,5770,7,367.76211020999995,68.13,396956,0.02801927924156189,0.00073,10.423035621643066,-2.668421983718872,-355.89886474609375,393955
53883,5780,7,348.68642326,68.13,397706,0.04124246910214424,0.00073,15.957939147949219,1.927612543106079,-359.5277099609375,394705
53987,5790,7,361.96353418000007,68.29,398456,0.043764472007751465,0.00073,17.41958236694336,-5.170929431915283,-357.0103759765625,395455
54091,5800,7,365.90513733,68.29,399206,0.03820989280939102,0.00073,8.315223693847656,1.4803887605667114,-346.56341552734375,396205
54196,5810,7,374.3740674399999,68.69,399956,0.03171910345554352,0.00073,10.916866302490234,0.6251440048217773,-348.73590087890625,396955
54299,5820,7,374.6059253,68.69,400706,0.028779851272702217,0.00073,8.462530136108398,-3.5741357803344727,-357.9202575683594,397705
54403,5830,7,381.69122494999993,68.94,401456,0.027587182819843292,0.00073,8.811304092407227,-5.957261562347412,-345.8295593261719,398455
54505,5840,7,442.62250679000005,72.11,402206,0.024781476706266403,0.00073,10.928576469421387,-6.348877429962158,-349.9227294921875,399205
54610,5850,7,508.98033389000005,75.0,402956,0.02482944168150425,0.00073,9.067449569702148,19.87109375,-351.787109375,399955
54714,5860,7,515.8957214400001,75.0,403706,0.025580570101737976,0.00073,7.164895057678223,-10.51868724822998,-349.5666198730469,400705
54818,5870,7,515.6459989999998,74.98,404454,0.027727913111448288,0.00073,7.735930919647217,-7.91603422164917,-343.8028259277344,401453
54920,5880,7,524.1422596400001,74.9,405196,0.02946891449391842,0.00073,8.693445205688477,-0.0707317590713501,-348.66552734375,402195
55023,5890,7,513.77012134,74.77,405933,0.029359120875597,0.00073,6.8766703605651855,-8.690868377685547,-355.86077880859375,402932
55126,5900,7,513.0706010900001,74.77,406683,0.027018744498491287,0.00073,5.888479709625244,14.622639656066895,-346.78564453125,403682
55230,5910,7,513.1317879100001,74.77,407433,0.02495076134800911,0.00073,6.903818130493164,12.749207496643066,-347.1332702636719,404432
55334,5920,7,513.7707771299999,74.77,408183,0.023688824847340584,0.00073,3.827817440032959,-13.326882362365723,-349.69012451171875,405182
55436,5930,7,514.4931927900001,74.77,408933,0.023977624252438545,0.00073,6.393012523651123,4.338547706604004,-342.8222351074219,405932
55539,5940,7,514.76228064,74.77,409683,0.02383754588663578,0.00073,12.930761337280273,10.887073516845703,-343.82684326171875,406682
55642,5950,7,515.3675292,74.77,410433,0.02459792047739029,0.00073,5.899464130401611,-6.502033233642578,-345.3549499511719,407432
55746,5960,7,516.83980186,74.77,411183,0.02409285120666027,0.00073,7.16343355178833,3.9587631225585938,-345.69854736328125,408182
55849,5970,7,521.6347449199999,74.79,411933,0.024690544232726097,0.00073,7.460229873657227,7.873157501220703,-348.028076171875,408932
55952,5980,7,532.3878986899999,74.87,412683,0.025186646729707718,0.00073,6.841991424560547,-3.2739288806915283,-345.8468933105469,409682
56055,5990,7,544.29717761,75.0,413433,0.023975348100066185,0.00073,7.579132080078125,-2.931859016418457,-343.420166015625,410432
56158,6000,7,546.34653027,75.0,414183,0.02417108789086342,0.00073,5.940606117248535,-0.564177393913269,-346.46234130859375,411182
56261,6010,7,547.75092417,75.0,414933,0.024034589529037476,0.00073,5.83546257019043,8.421545028686523,-339.4914855957031,411932
56364,6020,7,547.83547748,75.0,415683,0.02403859607875347,0.00073,6.429070472717285,0.09753584861755371,-342.46771240234375,412682
56466,6030,7,546.9297700600001,75.0,416433,0.024005388841032982,0.00073,6.142411231994629,2.294717788696289,-347.50921630859375,413432
56569,6040,7,546.63173231,75.0,417183,0.023786315694451332,0.00073,5.089828968048096,1.6647984981536865,-347.8148193359375,414182
56672,6050,7,545.00940102,75.0,417933,0.025960773229599,0.00073,6.45639705657959,-3.9473323822021484,-350.517333984375,414932
56758,6060,7,518.11571702,73.78,418561,0.030245386064052582,0.00073,6.037534713745117,8.721711158752441,-347.7709655761719,415560
56851,6070,7,497.73805833,73.04,419237,0.030255092307925224,0.00073,10.552425384521484,-0.19954818487167358,-346.7740783691406,416236
56954,6080,7,496.36527719,73.04,419987,0.02853156253695488,0.00073,10.798694610595703,-5.028139114379883,-347.6669921875,416986
57057,6090,7,495.00693809000006,73.04,420737,0.0351233184337616,0.00073,15.063926696777344,6.790521144866943,-347.5211181640625,417736
57160,6100,7,493.21921714999996,73.04,421487,0.0341268852353096,0.00073,7.7194108963012695,0.7606284618377686,-360.4263916015625,418486
57264,6110,7,492.44104561000006,73.04,422237,0.03299765661358833,0.00073,7.852490425109863,0.7030676007270813,-352.3648986816406,419236
57368,6120,7,491.99956546,73.04,422987,0.028325913473963737,0.00073,6.708122253417969,5.106647968292236,-355.5535888671875,419986
57471,6130,7,492.52674585,73.04,423737,0.024979175999760628,0.00073,4.8434648513793945,-11.898005485534668,-353.24066162109375,420736
57575,6140,7,491.99811445,73.04,424487,0.02439197711646557,0.00073,7.219871997833252,0.19070369005203247,-350.76043701171875,421486
57679,6150,7,493.22324166000004,73.04,425237,0.024669114500284195,0.00073,10.708902359008789,-7.485929012298584,-349.45587158203125,422236
57784,6160,7,519.18107739,74.26,425987,0.02357199415564537,0.00073,12.213188171386719,-3.9971156120300293,-349.98846435546875,422986
57889,6170,7,538.6901253299999,75.0,426737,0.023842133581638336,0.00073,5.607361793518066,0.055718183517456055,-342.3305969238281,423736
57993,6180,7,538.6416992,75.0,427487,0.024366797879338264,0.00073,6.009291648864746,12.941112518310547,-345.48565673828125,424486
58097,6190,7,538.7197277500001,75.0,428237,0.023512935265898705,0.00073,3.0681004524230957,-5.121284008026123,-352.237548828125,425236
58200,6200,7,538.1518822999999,75.0,428987,0.0239097997546196,0.00073,5.287546157836914,-1.203627586364746,-345.255859375,425986
58304,6210,7,538.62297098,75.0,429737,0.02424391359090805,0.00073,4.122140407562256,-17.353193283081055,-357.5657653808594,426736
58406,6220,7,538.32213422,75.0,430487,0.023499619215726852,0.00073,11.20849895477295,8.099387168884277,-345.5749816894531,427486
58509,6230,7,538.4084619999999,75.0,431237,0.02354920096695423,0.00073,5.686925888061523,5.745005130767822,-343.8717041015625,428236
58613,6240,7,538.72524189,75.0,431987,0.022804513573646545,0.00073,9.151461601257324,3.0357189178466797,-351.8138732910156,428986
58716,6250,7,538.8475484300001,75.0,432737,0.02518281526863575,0.00073,16.68093490600586,-6.5268096923828125,-346.55328369140625,429736
58819,6260,7,539.2003569800002,75.0,433487,0.022939253598451614,0.00073,5.319560527801514,3.43898606300354,-349.71795654296875,430486
58902,6270,7,475.16945382000006,73.51,434088,0.0246885959059,0.00073,6.19085693359375,-1.7099902629852295,-352.77581787109375,431087
58970,6280,7,393.85331544,70.94,434581,0.025542018935084343,0.00073,6.558610916137695,-5.841645240783691,-347.87457275390625,431580
59061,6290,7,368.16875013000003,70.07,435244,0.0261373333632946,0.00073,10.74938678741455,-3.398890256881714,-345.08349609375,432243
59163,6300,7,369.6265882799999,70.07,435994,0.025686845183372498,0.00073,12.155386924743652,3.172372341156006,-339.66168212890625,432993
59265,6310,7,367.6029784,70.07,436744,0.026931220665574074,0.00073,16.258642196655273,5.559349536895752,-347.38330078125,433743
59368,6320,7,368.64376873000003,70.07,437494,0.024555549025535583,0.00073,6.15828800201416,-6.79535436630249,-353.10552978515625,434493
59472,6330,7,368.75992036,70.07,438244,0.024515176191926003,0.00073,8.297272682189941,5.636603355407715,-343.92913818359375,435243
59544,6340,7,330.23896119999995,67.88,438775,0.02497749589383602,0.00073,8.794426918029785,6.916469573974609,-343.388427734375,435774
59640,6350,7,321.38433865,67.4,439477,0.025419890880584717,0.00073,11.426252365112305,7.109978675842285,-341.13970947265625,436476
59743,6360,7,321.41573522,67.4,440227,0.02531963400542736,0.00073,12.89296817779541,-10.136114120483398,-354.6109313964844,437226
59846,6370,7,384.05230426999987,68.89,440977,0.026915956288576126,0.00073,10.639396667480469,13.927886962890625,-346.1255187988281,437976
59949,6380,7,464.02610581,71.46,441727,0.026096107438206673,0.00073,6.749913692474365,-8.855487823486328,-346.39044189453125,438726
60049,6390,7,477.91165831,72.18,442462,0.02494186908006668,0.00073,6.394996643066406,-5.143885135650635,-346.003173828125,439461
60151,6400,7,478.48815907999995,72.18,443212,0.024929199367761612,0.00073,11.37406063079834,7.325448989868164,-346.3746337890625,440211
60253,6410,7,480.2945961599999,72.18,443962,0.023939626291394234,0.00073,10.030007362365723,6.875073432922363,-346.9514465332031,440961
60355,6420,7,479.58484791999996,72.18,444712,0.023942697793245316,0.00073,13.02468490600586,-1.9469687938690186,-347.9103698730469,441711
60460,6430,7,458.54448284000006,72.18,445462,0.033474136143922806,0.00073,31.568389892578125,29.01785659790039,-350.6100769042969,442461
60561,6440,7,451.75058672,74.36,446211,0.0589972585439682,0.00073,26.432262420654297,-0.14394578337669373,-368.1637268066406,443210
60663,6450,7,453.36264596,74.84,446961,0.04237288981676102,0.00073,12.972831726074219,-11.045031547546387,-367.74053955078125,443960
60763,6460,7,445.22821906999997,74.65,447692,0.03273184970021248,0.00073,16.895835876464844,2.1313936710357666,-366.68255615234375,444691
60864,6470,7,445.1176001900001,74.65,448442,0.027556056156754494,0.00073,7.444446563720703,-0.40621471405029297,-353.35687255859375,445441
60967,6480,7,444.06320751,74.65,449192,0.02620720863342285,0.00073,14.597953796386719,-2.3553905487060547,-353.29449462890625,446191
61060,6490,7,438.654423,74.08,449870,0.02530415542423725,0.00073,6.478957653045654,0.9863989949226379,-352.6451110839844,446869
61164,6500,7,437.24122386999994,74.08,450620,0.02594034932553768,0.00073,12.88975715637207,7.663054943084717,-354.2278747558594,447619
61265,6510,7,432.44268541,74.08,451370,0.024993592873215675,0.00073,3.753082752227783,-8.286815643310547,-356.433837890625,448369
61368,6520,7,432.45575071,74.08,452120,0.023291785269975662,0.00073,5.627252578735352,-21.088096618652344,-352.7875061035156,449119
61471,6530,7,453.1539543900001,74.08,452870,0.023539792746305466,0.00073,9.575478553771973,1.8736624717712402,-353.3674621582031,449869
61575,6540,7,498.69945765999995,74.09,453620,0.023768572136759758,0.00073,7.378491401672363,-17.119192123413086,-354.9406433105469,450619
61679,6550,7,505.68857091999996,74.09,454370,0.022663259878754616,0.00073,9.467622756958008,-18.444629669189453,-355.46435546875,451369
61781,6560,7,513.8377430000002,74.28,455120,0.022655609995126724,0.00073,22.09827995300293,0.43636953830718994,-348.0801696777344,452119
61884,6570,7,515.98387684,74.28,455870,0.023539943620562553,0.00073,12.632123947143555,-2.749532699584961,-358.23309326171875,452869
61987,6580,7,517.96245604,74.28,456620,0.02941078320145607,0.00073,28.958398818969727,0.1769273281097412,-360.4033203125,453619
62020,6590,7,453.72238096999996,69.91,456861,0.04497802257537842,0.00073,31.25468635559082,22.08736801147461,-375.1095886230469,453860
62076,6600,7,363.8861174000001,66.5,457270,0.07495250552892685,0.00073,36.90758514404297,9.334442138671875,-397.4691162109375,454269
62131,6610,7,286.97840767,63.06,457676,0.10982683300971985,0.00073,72.27340698242188,24.141359329223633,-443.3953857421875,454675
62228,6620,7,234.13445983999998,62.63,458383,0.14411158859729767,0.00073,92.47004699707031,-0.3319869339466095,-474.24041748046875,455382
62331,6630,7,221.94119451000003,62.63,459133,0.11388363689184189,0.00073,37.58628845214844,-12.036924362182617,-472.664306640625,456132
62434,6640,7,219.02237523999997,62.63,459883,0.07899617403745651,0.00073,40.01612854003906,-8.756595611572266,-442.3011474609375,456882
62538,6650,7,217.68949771000004,62.63,460633,0.058999478816986084,0.00073,40.1602783203125,2.1436374187469482,-428.79864501953125,457632
62641,6660,7,216.23533453000005,62.63,461383,0.04553871601819992,0.00073,23.792842864990234,-3.664175033569336,-411.0968017578125,458382
62743,6670,7,214.48961563999998,62.63,462133,0.037912800908088684,0.00073,15.975055694580078,2.178166389465332,-399.8193359375,459132
62846,6680,7,215.06226934000006,62.63,462883,0.03228265792131424,0.00073,14.10348129272461,-6.5827836990356445,-393.20880126953125,459882
62949,6690,7,291.61177650999997,67.72,463633,0.027157288044691086,0.00073,12.9863920211792,6.79710578918457,-369.05517578125,460632
63053,6700,7,377.63776136000007,71.13,464383,0.03819642215967178,0.00073,17.164264678955078,4.1484503746032715,-381.9759216308594,461382
63157,6710,7,446.50993726,74.57,465133,0.04587298631668091,0.00073,55.45513153076172,11.762880325317383,-390.48822021484375,462132
63251,6720,7,479.32536321,74.29,465812,0.04231835901737213,0.00073,24.65945053100586,-7.867374420166016,-396.9694519042969,462811
63336,6730,7,444.44307474,72.78,466411,0.04483206197619438,0.00073,20.04510498046875,-6.662894248962402,-392.0994567871094,463410
63432,6740,7,393.35926042,72.05,467088,0.03935174643993378,0.00073,13.592503547668457,-11.322896957397461,-383.7125549316406,464087
63532,6750,7,386.80470709,71.83,467816,0.033712226897478104,0.00073,24.67179298400879,-1.8960328102111816,-369.755615234375,464815
63626,6760,7,360.95195392,71.15,468498,0.030378570780158043,0.00073,8.2948637008667,-4.526371479034424,-373.0534973144531,465497
63727,6770,7,346.63211624,70.99,469232,0.028086235746741295,0.00073,18.707618713378906,-8.438892364501953,-363.7052001953125,466231
63830,6780,7,346.18455377,70.99,469982,0.026617474853992462,0.00073,9.600364685058594,-2.66621994972229,-358.2703552246094,466981
63933,6790,7,343.75396175000003,70.99,470732,0.02649286948144436,0.00073,18.05593490600586,-4.923554420471191,-364.98675537109375,467731
64037,6800,7,347.9236379,70.99,471482,0.02593250386416912,0.00073,25.679523468017578,-3.0725948810577393,-357.78448486328125,468481
64138,6810,7,349.5039506399999,70.76,472209,0.02945353277027607,0.00073,14.687936782836914,13.404655456542969,-356.8601379394531,469208
64239,6820,7,343.93338879999993,71.13,472925,0.029812723398208618,0.00073,17.461275100708008,9.995512008666992,-352.30950927734375,469924
64343,6830,7,378.04632578999997,72.51,473662,0.03279818221926689,0.00073,11.5289888381958,0.5427474975585938,-359.08416748046875,470661
64446,6840,7,427.01097617999994,73.24,474412,0.031041160225868225,0.00073,6.364740371704102,-3.9558494091033936,-364.3670654296875,471411
64552,6850,7,431.24728616,73.46,475162,0.03024594858288765,0.00073,11.10029411315918,2.156766891479492,-358.93328857421875,472161
64656,6860,7,457.16264606000004,74.14,475912,0.028006982058286667,0.00073,8.496581077575684,-5.29996919631958,-359.3547058105469,472911
64759,6870,7,459.60245606000007,74.3,476662,0.02572011388838291,0.00073,8.277674674987793,-11.51903247833252,-362.35577392578125,473661
64862,6880,7,454.20828447,74.3,477412,0.023850230500102043,0.00073,7.186557769775391,-2.563450336456299,-355.4975280761719,474411
64965,6890,7,459.0569325,74.3,478162,0.024529576301574707,0.00073,19.603179931640625,5.497884750366211,-349.97198486328125,475161
65065,6900,7,446.33701701999996,74.09,478891,0.025158721953630447,0.00073,13.140933990478516,-6.751506805419922,-354.5076904296875,475890
65166,6910,7,444.7921685200001,74.1,479619,0.027022268623113632,0.00073,8.787116050720215,-1.109837532043457,-354.8081359863281,476618
65259,6920,7,450.11627457000003,73.72,480297,0.02780884876847267,0.00073,10.35960865020752,-8.047348022460938,-349.52618408203125,477296
65357,6930,7,448.61873392999996,73.51,481013,0.028178561478853226,0.00073,7.102107048034668,-6.3910627365112305,-350.9765930175781,478012
65458,6940,7,435.17123969,73.36,481748,0.026390012353658676,0.00073,7.450151443481445,3.908952236175537,-347.28118896484375,478747
65557,6950,7,431.42412131,73.08,482470,0.026338575407862663,0.00073,4.7965874671936035,-5.763593673706055,-353.0972900390625,479469
65642,6960,7,384.17589418999995,71.68,483080,0.03380119800567627,0.00073,9.30606460571289,4.743497848510742,-353.615966796875,480079
65730,6970,7,355.38821141999995,70.58,483720,0.03221704810857773,0.00073,11.378118515014648,-5.060605049133301,-351.9294128417969,480719
65835,6980,7,360.94420211000005,70.58,484470,0.02653655782341957,0.00073,16.271371841430664,3.209642171859741,-348.5064697265625,481469
65938,6990,7,361.28164206999986,70.58,485220,0.027333883568644524,0.00073,15.626937866210938,3.913928747177124,-349.0823059082031,482219
66037,7000,7,362.18307035,70.5,485941,0.025330914184451103,0.00073,14.123085021972656,13.766000747680664,-350.4849853515625,482940
66138,7010,7,367.70734189,70.61,486680,0.026051931083202362,0.00073,12.806135177612305,-0.7868015170097351,-349.1075134277344,483679
66228,7020,7,362.8918424200001,70.36,487333,0.033880770206451416,0.00073,11.877317428588867,4.504728317260742,-352.096923828125,484332
66331,7030,7,368.23448487,70.7,488083,0.030552510172128677,0.00073,15.235206604003906,-6.560321807861328,-356.49481201171875,485082
66432,7040,7,377.6133842,70.65,488813,0.028283871710300446,0.00073,10.995174407958984,-18.501556396484375,-347.53607177734375,485812
66536,7050,7,377.91894209000003,70.92,489562,0.025187956169247627,0.00073,13.103658676147461,-1.8332170248031616,-351.6190185546875,486561
66635,7060,7,419.9761556000001,72.01,490281,0.023438097909092903,0.00073,7.662100791931152,13.89220142364502,-350.46783447265625,487280
66737,7070,7,461.26369142000004,73.11,491031,0.02642050012946129,0.00073,7.805055141448975,0.492270290851593,-355.047607421875,488030
66840,7080,7,461.17184867000003,73.11,491781,0.026601767167448997,0.00073,8.87032699584961,2.6322693824768066,-357.6251220703125,488780
66944,7090,7,455.74055501,73.09,492529,0.028744947165250778,0.00073,11.547677040100098,5.455413341522217,-354.19281005859375,489528
67047,7100,7,465.82954443999995,73.38,493279,0.028441477566957474,0.00073,5.68831205368042,-11.6724214553833,-351.8660888671875,490278
67149,7110,7,470.52752139999996,73.49,494029,0.027820732444524765,0.00073,9.572578430175781,-10.938413619995117,-355.7152404785156,491028
67253,7120,7,495.66658178000006,74.46,494779,0.027814244851469994,0.00073,33.98368453979492,6.407177448272705,-348.91339111328125,491778
67358,7130,7,504.28367355,74.46,495529,0.02601773664355278,0.00073,7.7527756690979,1.9055144786834717,-349.42462158203125,492528
67461,7140,7,511.83687651,74.66,496279,0.024744825437664986,0.00073,7.6338019371032715,-5.645573616027832,-356.96759033203125,493278
67548,7150,7,465.09898023,73.47,496909,0.028392108157277107,0.00073,12.955322265625,-3.571134328842163,-355.1754455566406,493908
67624,7160,7,405.73886148,71.7,497451,0.029588259756565094,0.00073,8.789512634277344,3.6176064014434814,-360.8829345703125,494450
67730,7170,7,392.37261510999997,71.7,498201,0.02896847575902939,0.00073,15.240357398986816,-4.217345237731934,-353.5553894042969,495200
67834,7180,7,390.65892683,71.7,498951,0.02686767652630806,0.00073,10.755297660827637,-5.941550254821777,-349.8873291015625,495950
67936,7190,7,394.98192702,71.72,499701,0.027643125504255295,0.00073,8.617535591125488,-9.867804527282715,-353.9496154785156,496700
68037,7200,7,379.3559761899999,71.55,500434,0.030654186382889748,0.00073,11.659489631652832,2.745590925216675,-354.7576904296875,497433
68140,7210,7,376.7415078800001,71.55,501184,0.028598938137292862,0.00073,12.51774787902832,-4.230589866638184,-341.97076416015625,498183
68243,7220,7,375.99115249999994,71.55,501934,0.026784850284457207,0.00073,15.207645416259766,6.958825588226318,-341.19049072265625,498933
68341,7230,7,361.78951730999995,71.01,502630,0.031661808490753174,0.00073,24.53185272216797,3.0384182929992676,-349.4455261230469,499629
68431,7240,7,323.23027605,70.04,503283,0.05854152888059616,0.00073,37.26702117919922,11.929123878479004,-369.5785827636719,500282
68534,7250,7,366.95962484000006,71.24,504033,0.06950226426124573,0.00073,24.87348747253418,-0.896414041519165,-395.4637451171875,501032
68632,7260,7,419.66215975000006,72.92,504743,0.06510789692401886,0.00073,16.097875595092773,-8.97135066986084,-400.68414306640625,501742
68727,7270,7,403.47548272999995,72.2,505421,0.050630684942007065,0.00073,21.617034912109375,-5.1468424797058105,-386.8783874511719,502420
68827,7280,7,395.3644130099999,71.9,506141,0.041479650884866714,0.00073,16.680519104003906,-6.613547325134277,-381.3773193359375,503140
68931,7290,7,396.0448107099999,71.9,506891,0.03434343636035919,0.00073,16.457304000854492,-4.49260139465332,-372.460205078125,503890
69035,7300,7,412.98491082,72.07,507641,0.032571882009506226,0.00073,14.481626510620117,0.6597942113876343,-362.419189453125,504640
69140,7310,7,417.31090464,72.07,508391,0.030571848154067993,0.00073,18.648780822753906,5.226435661315918,-358.9899597167969,505390
69245,7320,7,416.6607646599999,72.07,509141,0.028881486505270004,0.00073,15.092854499816895,-14.083609580993652,-360.0720520019531,506140
69349,7330,7,411.87549977000003,72.56,509886,0.030004583299160004,0.00073,24.368127822875977,4.524245262145996,-353.7049255371094,506885
69444,7340,7,401.77853541000013,72.82,510565,0.034130487591028214,0.00073,24.281600952148438,3.2115585803985596,-358.3736267089844,507564
69542,7350,7,347.67560101000004,72.34,511267,0.03112003393471241,0.00073,15.303478240966797,5.67703914642334,-352.56744384765625,508266
69643,7360,7,351.26829812000005,72.49,511992,0.029772143810987473,0.00073,20.2368106842041,1.8861089944839478,-355.4458923339844,508991
69748,7370,7,376.3477030499999,73.15,512736,0.0293940007686615,0.00073,22.586027145385742,-4.149746417999268,-340.9778747558594,509735
69853,7380,7,380.88960019999996,73.45,513486,0.03346791863441467,0.00073,20.590003967285156,5.482456207275391,-348.99273681640625,510485
69950,7390,7,368.66320618000003,72.99,514190,0.035567108541727066,0.00073,14.65907096862793,4.459464073181152,-354.619140625,511189
70055,7400,7,365.64103103,72.99,514940,0.03596262261271477,0.00073,13.639501571655273,3.984617233276367,-351.0713806152344,511939
70158,7410,7,366.25666553,72.99,515690,0.03299166262149811,0.00073,9.409954071044922,-3.241450309753418,-354.93304443359375,512689
70262,7420,7,367.1904552900001,72.99,516440,0.030105268582701683,0.00073,13.913097381591797,0.2531014680862427,-347.37847900390625,513439
70367,7430,7,385.3033265,73.04,517190,0.029491616412997246,0.00073,18.101097106933594,4.431222438812256,-347.2283630371094,514189
70471,7440,7,435.11101300999997,73.75,517940,0.027993544936180115,0.00073,17.876188278198242,-13.601357460021973,-351.6684265136719,514939
