rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,time/episodes,train/learning_rate,train/ent_coef_loss,train/actor_loss,train/critic_loss,train/ent_coef,train/n_updates
-194.17665689999998,54108,100.0,395000,7,3950,0.00073,-5.735788345336914,73.18737030029297,0.5397717952728271,0.004301268141716719,391999
-193.16084327000004,54247,100.0,396000,7,3960,0.00073,3.8236141204833984,70.52200317382812,0.5113911032676697,0.004206059500575066,392999
-194.72703142000003,54387,100.0,397000,7,3970,0.00073,8.922151565551758,72.68584442138672,0.5644018054008484,0.004056099336594343,393999
-194.30470788,54527,100.0,398000,7,3980,0.00073,1.7401467561721802,72.10858917236328,0.4274199306964874,0.003912936896085739,394999
-195.72023290000004,54667,100.0,399000,7,3990,0.00073,-18.52996063232422,70.81031799316406,0.3923175632953644,0.004028620198369026,395999
-195.56790175000003,54807,100.0,400000,7,4000,0.00073,8.192136764526367,72.09622192382812,0.45947492122650146,0.003884813981130719,396999
-196.37026518000002,54947,100.0,401000,7,4010,0.00073,7.5079240798950195,71.96442413330078,0.4710790514945984,0.003921136725693941,397999
-195.35291037,55086,100.0,402000,7,4020,0.00073,7.429898738861084,72.21269989013672,0.4203709065914154,0.0037592470180243254,398999
-194.4091908,55226,100.0,403000,7,4030,0.00073,2.9050259590148926,74.29354858398438,0.3968757390975952,0.003806007094681263,399999
-196.51762367999999,55366,100.0,404000,7,4040,0.00073,-15.269349098205566,74.26033020019531,0.40408605337142944,0.003789699636399746,400999
-193.58994893999997,55507,100.0,405000,7,4050,0.00073,-4.838065147399902,71.28911590576172,0.43626898527145386,0.004053023178130388,401999
-193.3762681,55646,100.0,406000,7,4060,0.00073,14.547826766967773,73.15000915527344,0.4158053696155548,0.004029644187539816,402999
-191.61681627000002,55785,100.0,407000,7,4070,0.00073,-17.548038482666016,71.44062805175781,0.34625542163848877,0.003987402189522982,403999
-192.76494233000005,55925,100.0,408000,7,4080,0.00073,1.9258527755737305,71.61941528320312,0.3775821030139923,0.003967511001974344,404999
-190.25175310999998,56065,100.0,409000,7,4090,0.00073,5.392020225524902,72.23062133789062,0.38085001707077026,0.003924761898815632,405999
-191.64240549,56205,100.0,410000,7,4100,0.00073,-13.956101417541504,70.72332763671875,0.36142680048942566,0.004125009756535292,406999
-192.35175799999993,56345,100.0,411000,7,4110,0.00073,-4.456302165985107,70.05476379394531,0.39741039276123047,0.0039504398591816425,407999
-194.37961568,56485,100.0,412000,7,4120,0.00073,9.173846244812012,70.58000183105469,0.49700677394866943,0.00403547240421176,408999
-195.69066904,56625,100.0,413000,7,4130,0.00073,-9.98086929321289,68.82796478271484,0.3246564567089081,0.004145266022533178,409999
-194.30342188999995,56767,100.0,414000,7,4140,0.00073,-4.571585655212402,71.0155258178711,0.36269405484199524,0.004099254496395588,410999
-195.67738777,56908,100.0,415000,7,4150,0.00073,-8.969532012939453,70.52079772949219,0.40243905782699585,0.004032119642943144,411999
-195.86279571000003,57048,100.0,416000,7,4160,0.00073,-7.317698955535889,70.54768371582031,0.36707642674446106,0.0038497108034789562,412999
-196.74803046,57191,100.0,417000,7,4170,0.00073,3.6011013984680176,72.76586151123047,0.3821862041950226,0.003850393695756793,413999
-198.51292432,57332,100.0,418000,7,4180,0.00073,-1.0800981521606445,72.70184326171875,0.36207690834999084,0.0037579170893877745,414999
-199.64369989000002,57473,100.0,419000,7,4190,0.00073,-9.55569839477539,74.61537170410156,0.40131786465644836,0.0038707279600203037,415999
-198.37482953,57616,100.0,420000,7,4200,0.00073,7.810572624206543,73.26215362548828,0.3231801986694336,0.003908547107130289,416999
-197.85622080000005,57757,100.0,421000,7,4210,0.00073,11.933518409729004,72.42460632324219,0.4029698967933655,0.003677655942738056,417999
-195.03392143000005,57899,100.0,422000,7,4220,0.00073,7.1733012199401855,72.13031005859375,0.4230189919471741,0.00367639004252851,418999
-193.93589789999996,58041,100.0,423000,7,4230,0.00073,0.22484683990478516,73.61317443847656,0.362367182970047,0.003699934808537364,419999
-192.77729763000002,58183,100.0,424000,7,4240,0.00073,-5.658824920654297,73.36583709716797,0.3668866455554962,0.0037089292891323566,420999
-189.91732278000003,58323,100.0,425000,7,4250,0.00073,-13.816160202026367,72.23113250732422,0.3575141131877899,0.0037932847626507282,421999
-190.31333418999998,58462,100.0,426000,7,4260,0.00073,-5.59548282623291,73.84963989257812,0.3172067105770111,0.003834453644230962,422999
-190.75011407,58603,100.0,427000,7,4270,0.00073,14.058272361755371,73.48004150390625,0.3947678804397583,0.0037569443229585886,423999
-190.56086363000003,58740,100.0,428000,7,4280,0.00073,0.4162672758102417,72.6382064819336,0.39703863859176636,0.003803498111665249,424999
-191.00225248000004,58879,100.0,429000,7,4290,0.00073,-6.223465919494629,72.43975830078125,0.3290443420410156,0.0038495934568345547,425999
-191.62370420000002,59018,100.0,430000,7,4300,0.00073,-1.2180440425872803,74.53616333007812,0.4004877209663391,0.0036313519813120365,426999
-193.05116654999998,59158,100.0,431000,7,4310,0.00073,-0.8448934555053711,70.72332763671875,0.3844867944717407,0.003815512405708432,427999
-193.96297307,59299,100.0,432000,7,4320,0.00073,1.516656756401062,72.82804107666016,0.32222530245780945,0.0037785987369716167,428999
-193.14064592000003,59438,100.0,433000,7,4330,0.00073,-24.556758880615234,71.88975524902344,0.3555918335914612,0.003970037214457989,429999
-194.76265067000003,59578,100.0,434000,7,4340,0.00073,8.667562484741211,72.79515838623047,0.45686593651771545,0.00395573815330863,430999
-197.19631854999997,59717,100.0,435000,7,4350,0.00073,17.469730377197266,73.37867736816406,0.37297946214675903,0.003939856309443712,431999
-195.79106968,59858,100.0,436000,7,4360,0.00073,0.08189231157302856,72.43421173095703,0.3952547311782837,0.003760821186006069,432999
-194.30970860000005,59999,100.0,437000,7,4370,0.00073,-5.28941535949707,72.86904907226562,0.2958019971847534,0.003920672927051783,433999
-190.8782579,60140,100.0,438000,7,4380,0.00073,5.903108596801758,72.59961700439453,0.4320845603942871,0.003904166165739298,434999
-191.29262760999998,60279,100.0,439000,7,4390,0.00073,4.243528366088867,71.83535766601562,0.36210086941719055,0.003990620840340853,435999
-192.17858189000003,60421,100.0,440000,7,4400,0.00073,0.23551642894744873,70.54076385498047,0.3746353089809418,0.004106847569346428,436999
-190.95583365000002,60563,100.0,441000,7,4410,0.00073,-6.922538757324219,71.22367858886719,0.34699028730392456,0.0038955172058194876,437999
-190.07996692999998,60702,100.0,442000,7,4420,0.00073,3.6177875995635986,71.05838012695312,0.35014984011650085,0.003805856453254819,438999
-191.40556262,60841,100.0,443000,7,4430,0.00073,-6.025751113891602,70.995361328125,0.38031941652297974,0.0037711216136813164,439999
-190.75348381999996,60981,100.0,444000,7,4440,0.00073,6.984301567077637,70.88029479980469,0.36011239886283875,0.003840045304968953,440999
-191.13251689,61121,100.0,445000,7,4450,0.00073,3.4536776542663574,72.59719848632812,0.3691334128379822,0.0038780381437391043,441999
-192.43024450000004,61260,100.0,446000,7,4460,0.00073,9.324127197265625,71.41627502441406,0.3302575349807739,0.003880331991240382,442999
-191.25819643000003,61399,100.0,447000,7,4470,0.00073,-3.2310843467712402,71.48917388916016,0.29988035559654236,0.0038971281610429287,443999
-192.12466466999996,61539,100.0,448000,7,4480,0.00073,-8.20000171661377,70.01763153076172,0.3444901704788208,0.0038032042793929577,444999
-191.02607468,61680,100.0,449000,7,4490,0.00073,4.911222457885742,70.06409454345703,0.3665332794189453,0.0038560363464057446,445999
-188.38820084000002,61820,100.0,450000,7,4500,0.00073,-6.971001148223877,71.43975830078125,0.3776501417160034,0.0036862376146018505,446999
-188.00366189,61960,100.0,451000,7,4510,0.00073,3.3576138019561768,72.47976684570312,0.36120182275772095,0.0037526239175349474,447999
-189.16254509,62102,100.0,452000,7,4520,0.00073,8.400054931640625,72.30146026611328,0.36003708839416504,0.003813140792772174,448999
-189.04025585999997,62241,100.0,453000,7,4530,0.00073,10.39716625213623,72.67650604248047,0.3470337390899658,0.003787717781960964,449999
-189.68157812,62383,100.0,454000,7,4540,0.00073,-6.013916492462158,72.59061431884766,0.42430198192596436,0.003936738707125187,450999
-190.40524398000002,62523,100.0,455000,7,4550,0.00073,1.139343023300171,72.61970520019531,0.39536410570144653,0.003985640127211809,451999
-189.55828824,62664,100.0,456000,7,4560,0.00073,-7.923985004425049,73.19831085205078,0.36840295791625977,0.0037344307638704777,452999
-191.03624018000002,62803,100.0,457000,7,4570,0.00073,-16.724655151367188,70.81962585449219,0.3585861027240753,0.004002554342150688,453999
-191.22510550000004,62943,100.0,458000,7,4580,0.00073,3.0305233001708984,72.01951599121094,0.34378737211227417,0.003806397318840027,454999
-191.02266311000002,63082,100.0,459000,7,4590,0.00073,-0.5601375102996826,71.44068908691406,0.3402489721775055,0.003952173050493002,455999
-192.92687769000003,63222,100.0,460000,7,4600,0.00073,-3.790891408920288,72.692626953125,0.3477144241333008,0.004046390298753977,456999
-191.66563897999995,63361,100.0,461000,7,4610,0.00073,5.394240856170654,72.2221908569336,0.3575243651866913,0.0040841493755578995,457999
-191.2792859,63500,100.0,462000,7,4620,0.00073,-8.30366039276123,71.9919204711914,0.3769613206386566,0.004001260735094547,458999
-192.05639915,63640,100.0,463000,7,4630,0.00073,-8.1304292678833,70.5208740234375,0.3913610279560089,0.004081639926880598,459999
-191.47751807,63782,100.0,464000,7,4640,0.00073,0.7093687057495117,71.14533233642578,0.3886835277080536,0.004194329027086496,460999
-191.77420813000003,63921,100.0,465000,7,4650,0.00073,0.39199739694595337,71.26818084716797,0.38177913427352905,0.004141624551266432,461999
-192.09615191999998,64061,100.0,466000,7,4660,0.00073,-17.248348236083984,70.41769409179688,0.47423243522644043,0.004350250121206045,462999
-190.15150196000002,64200,100.0,467000,7,4670,0.00073,-2.4346890449523926,69.15729522705078,0.34838035702705383,0.004026505630463362,463999
-189.47400418,64341,100.0,468000,7,4680,0.00073,-0.8841598033905029,69.99385833740234,0.3840642273426056,0.004140728153288364,464999
-188.69429252,64483,100.0,469000,7,4690,0.00073,-21.52104377746582,72.45491790771484,0.42179393768310547,0.004213625565171242,465999
-188.86238620999995,64622,100.0,470000,7,4700,0.00073,-2.7127254009246826,70.07573699951172,0.38580653071403503,0.004140505101531744,466999
-189.00301047000002,64763,100.0,471000,7,4710,0.00073,-2.903428077697754,68.28987884521484,0.45375603437423706,0.004185633733868599,467999
-187.46111289,64902,100.0,472000,7,4720,0.00073,-1.991938591003418,71.07027435302734,0.4123018682003021,0.0040626535192132,468999
-187.17993300999998,65042,100.0,473000,7,4730,0.00073,11.189723014831543,72.67623901367188,0.4432224631309509,0.004109774250537157,469999
-187.51493393000004,65182,100.0,474000,7,4740,0.00073,-2.27950119972229,71.57970428466797,0.38805490732192993,0.004211345687508583,470999
-188.17150119000001,65322,100.0,475000,7,4750,0.00073,-5.816523551940918,69.25740051269531,0.43119192123413086,0.004270207602530718,471999
-189.75078553,65461,100.0,476000,7,4760,0.00073,15.387687683105469,68.80233001708984,0.48384809494018555,0.004487635567784309,472999
-192.82009051999998,65602,100.0,477000,7,4770,0.00073,-11.232738494873047,69.20201110839844,0.3803052306175232,0.004590857308357954,473999
-193.48157894000005,65741,100.0,478000,7,4780,0.00073,8.168432235717773,69.82240295410156,0.446532279253006,0.004365406930446625,474999
-194.20505509999998,65880,100.0,479000,7,4790,0.00073,23.957578659057617,67.76382446289062,0.43562471866607666,0.0043882764875888824,475999
-194.15325808,66019,100.0,480000,7,4800,0.00073,4.661124229431152,70.07232666015625,0.38791143894195557,0.0042534987442195415,476999
-195.47838079999997,66160,100.0,481000,7,4810,0.00073,8.106842041015625,68.2668228149414,0.3728693425655365,0.004113511182367802,477999
-198.31451604000003,66299,100.0,482000,7,4820,0.00073,-7.202807903289795,68.48180389404297,0.43495047092437744,0.004207415506243706,478999
-196.69055864,66439,100.0,483000,7,4830,0.00073,0.9883009195327759,68.5098648071289,0.5051107406616211,0.004192107357084751,479999
-196.05039176999998,66580,100.0,484000,7,4840,0.00073,-5.515825271606445,67.75828552246094,0.3930380344390869,0.004241581540554762,480999
-194.28382440000001,66719,100.0,485000,7,4850,0.00073,7.143105506896973,69.9494857788086,0.3643629550933838,0.004280070308595896,481999
-192.22679355999998,66859,100.0,486000,7,4860,0.00073,-4.158073425292969,70.25713348388672,0.39450210332870483,0.004114036913961172,482999
-191.52368052999998,66999,100.0,487000,7,4870,0.00073,0.9409278631210327,69.28489685058594,0.43536409735679626,0.004256668034940958,483999
-191.76195075999996,67139,100.0,488000,7,4880,0.00073,9.994020462036133,65.22698211669922,0.4203253388404846,0.004252610728144646,484999
-190.47089924,67278,100.0,489000,7,4890,0.00073,-9.365419387817383,68.69025421142578,0.5024240016937256,0.004267184995114803,485999
-190.49962932000003,67418,100.0,490000,7,4900,0.00073,7.333609104156494,68.92698669433594,0.4335562586784363,0.0040673306211829185,486999
-190.92928467000002,67559,100.0,491000,7,4910,0.00073,5.6015472412109375,67.58712768554688,0.43869152665138245,0.004265457857400179,487999
-190.20633869999998,67698,100.0,492000,7,4920,0.00073,-0.6782007217407227,67.85405731201172,0.3745548725128174,0.004273544065654278,488999
-191.84897448000004,67839,100.0,493000,7,4930,0.00073,0.04638850688934326,68.8934555053711,0.4393117427825928,0.004088548943400383,489999
-192.86014967999995,67979,100.0,494000,7,4940,0.00073,5.790982246398926,67.77925109863281,0.33223479986190796,0.004454135429114103,490999
-192.02792574,68118,100.0,495000,7,4950,0.00073,5.180362701416016,69.80895233154297,0.4196840524673462,0.004276392050087452,491999
-192.13935523,68258,100.0,496000,7,4960,0.00073,4.997345924377441,66.6959228515625,0.41670501232147217,0.004506280645728111,492999
-192.76380681000003,68398,100.0,497000,7,4970,0.00073,-9.491419792175293,69.21800231933594,0.3952867090702057,0.004448820371180773,493999
-192.42393567000008,68537,100.0,498000,7,4980,0.00073,3.435910940170288,66.50945281982422,0.4996672570705414,0.004408685956150293,494999
-193.15356998,68677,100.0,499000,7,4990,0.00073,15.67553424835205,69.969482421875,0.5038872957229614,0.004552028141915798,495999
-194.24058080000003,68817,100.0,500000,7,5000,0.00073,19.193321228027344,67.45244598388672,0.4250098466873169,0.004403355997055769,496999
-193.79621522999997,68957,100.0,501000,7,5010,0.00073,7.87974214553833,68.43763732910156,0.5629088878631592,0.0046332222409546375,497999
-191.78786254,69097,100.0,502000,7,5020,0.00073,14.151588439941406,66.8387222290039,0.5810592174530029,0.004583092872053385,498999
-190.22234269,69238,100.0,503000,7,5030,0.00073,8.192949295043945,67.01424407958984,0.4638371467590332,0.00494358129799366,499999
-190.07146643000004,69379,100.0,504000,7,5040,0.00073,6.148694038391113,66.37316131591797,0.5898733139038086,0.004845421761274338,500999
-191.14873547,69520,100.0,505000,7,5050,0.00073,3.2201318740844727,64.8336410522461,0.5383433103561401,0.005046267528086901,501999
-191.86866363,69662,100.0,506000,7,5060,0.00073,12.519693374633789,66.38218688964844,0.44142746925354004,0.005227790679782629,502999
-189.83119119000006,69806,100.0,507000,7,5070,0.00073,0.8209495544433594,64.75092315673828,0.5207147598266602,0.005121991969645023,503999
-192.29125406000003,69946,100.0,508000,7,5080,0.00073,3.4573850631713867,64.53112030029297,0.6185582876205444,0.005131469573825598,504999
-193.48499126000002,70087,100.0,509000,7,5090,0.00073,-8.338191986083984,61.68067169189453,0.6908162832260132,0.005047605838626623,505999
-191.50473015,70230,100.0,510000,7,5100,0.00073,-8.022687911987305,60.51483154296875,0.7867577075958252,0.005630603060126305,506999
-193.59592382000002,70370,100.0,511000,7,5110,0.00073,-10.407470703125,62.22825622558594,0.5851141214370728,0.0055183544754981995,507999
-197.73551460999997,70512,100.0,512000,7,5120,0.00073,1.7931606769561768,59.90365982055664,0.6723544001579285,0.005522226449102163,508999
-200.49464655000003,70653,100.0,513000,7,5130,0.00073,3.5245676040649414,60.03271484375,0.6176008582115173,0.005347884260118008,509999
-199.49788447999998,70794,100.0,514000,7,5140,0.00073,0.41650038957595825,62.39113998413086,0.5549261569976807,0.005117780528962612,510999
-199.58481190000003,70935,100.0,515000,7,5150,0.00073,12.372885704040527,61.319000244140625,0.670869767665863,0.005036118905991316,511999
-199.60807539000004,71076,100.0,516000,7,5160,0.00073,-12.434937477111816,61.227909088134766,0.5372788310050964,0.0050466288812458515,512999
-201.58048652999997,71218,100.0,517000,7,5170,0.00073,-0.9818410277366638,62.701576232910156,0.6003076434135437,0.004923225846141577,513999
-200.85080707999998,71360,100.0,518000,7,5180,0.00073,1.4694801568984985,63.27458572387695,0.5795893669128418,0.005049394443631172,514999
-201.2185996,71502,100.0,519000,7,5190,0.00073,2.5260486602783203,62.44768524169922,0.6224905252456665,0.00505779730156064,515999
-202.9386431,71643,100.0,520000,7,5200,0.00073,0.6176347732543945,63.6671142578125,0.47304069995880127,0.005058279726654291,516999
-202.66800175,71783,100.0,521000,7,5210,0.00073,-9.943244934082031,61.629459381103516,0.5709694623947144,0.005064064171165228,517999
-200.02222492,71923,100.0,522000,7,5220,0.00073,3.036698818206787,60.59361267089844,0.6458293199539185,0.004918722901493311,518999
-199.19269705000002,72063,100.0,523000,7,5230,0.00073,-12.509245872497559,63.41839599609375,0.5527651906013489,0.005043354816734791,519999
-198.44514073999994,72204,100.0,524000,7,5240,0.00073,7.039175987243652,61.23020553588867,0.5392133593559265,0.005168605130165815,520999
-198.03975897,72344,100.0,525000,7,5250,0.00073,1.061283826828003,60.33424377441406,0.47836196422576904,0.005303048994392157,521999
-198.28262219,72484,100.0,526000,7,5260,0.00073,12.026678085327148,62.519874572753906,0.6014854907989502,0.0051674568094313145,522999
-198.58917832000003,72624,100.0,527000,7,5270,0.00073,-3.2446680068969727,59.586978912353516,0.6390515565872192,0.00508678937330842,523999
-198.58656341000002,72764,100.0,528000,7,5280,0.00073,-4.86157751083374,61.21922302246094,0.5543831586837769,0.00537688797339797,524999
-198.31247194000002,72904,100.0,529000,7,5290,0.00073,-1.716026782989502,61.345062255859375,0.5456175208091736,0.005326397251337767,525999
-198.24645148999997,73044,100.0,530000,7,5300,0.00073,0.22458520531654358,62.37748336791992,0.541584849357605,0.005144000519067049,526999
-196.54591032,73185,100.0,531000,7,5310,0.00073,-4.489566802978516,62.53953552246094,0.5395162105560303,0.005209361668676138,527999
-198.19507675,73326,100.0,532000,7,5320,0.00073,0.5692195892333984,61.94517135620117,0.6621919274330139,0.0053649405017495155,528999
-197.51186103999996,73468,100.0,533000,7,5330,0.00073,0.9541953802108765,62.74073028564453,0.7023046016693115,0.005025304853916168,529999
-199.27438247999999,73610,100.0,534000,7,5340,0.00073,3.367480754852295,61.656005859375,0.5333104133605957,0.005135408136993647,530999
-200.07462010999998,73750,100.0,535000,7,5350,0.00073,10.02951717376709,61.85443878173828,0.5950220823287964,0.005018310155719519,531999
-199.04931915999998,73889,100.0,536000,7,5360,0.00073,-7.34468936920166,61.88777542114258,0.5760407447814941,0.005226865876466036,532999
-197.23045189999996,74028,100.0,537000,7,5370,0.00073,-12.738870620727539,60.49107360839844,0.6614534258842468,0.005107461009174585,533999
-197.61010470999997,74168,100.0,538000,7,5380,0.00073,-4.260320663452148,60.39967346191406,0.6085935831069946,0.005280898418277502,534999
-197.44943928,74307,100.0,539000,7,5390,0.00073,3.402024030685425,61.94496154785156,0.6077110767364502,0.0052823894657194614,535999
-197.49545727999998,74446,100.0,540000,7,5400,0.00073,-7.050034046173096,60.85356903076172,0.62489914894104,0.005234855227172375,536999
-197.12221751000004,74585,100.0,541000,7,5410,0.00073,-6.024399757385254,60.81211471557617,0.5757185220718384,0.005412850994616747,537999
-195.7552638,74723,100.0,542000,7,5420,0.00073,1.3854825496673584,61.58756637573242,0.6139864325523376,0.005200106650590897,538999
-195.06301449000003,74864,100.0,543000,7,5430,0.00073,7.980656623840332,62.16804885864258,0.5901302099227905,0.005211078096181154,539999
-195.65876455999998,75005,100.0,544000,7,5440,0.00073,-0.664563000202179,58.67337417602539,0.606751561164856,0.005281364545226097,540999
-194.49963785,75149,100.0,545000,7,5450,0.00073,-4.831737995147705,60.80511474609375,0.6023938655853271,0.005145465023815632,541999
-195.04238005,75291,100.0,546000,7,5460,0.00073,-17.951839447021484,61.62821960449219,0.670766294002533,0.005592550616711378,542999
-195.9199646,75432,100.0,547000,7,5470,0.00073,1.2102967500686646,60.533226013183594,0.5276879072189331,0.005116604268550873,543999
-195.38940707999998,75571,100.0,548000,7,5480,0.00073,-2.549833297729492,61.00791549682617,0.5024452209472656,0.005156788509339094,544999
-196.54690208000002,75713,100.0,549000,7,5490,0.00073,14.628751754760742,62.07706069946289,0.5508309602737427,0.005236757453531027,545999
-194.33689392,75855,100.0,550000,7,5500,0.00073,3.238821029663086,61.91612243652344,0.618018627166748,0.00517493300139904,546999
-196.28390363,75997,100.0,551000,7,5510,0.00073,-3.4882147312164307,60.08383560180664,0.7787113189697266,0.0053310878574848175,547999
-195.83432341000002,76140,100.0,552000,7,5520,0.00073,-4.654460906982422,59.76420593261719,0.7034269571304321,0.0053482819348573685,548999
-195.84200712,76281,100.0,553000,7,5530,0.00073,1.5398553609848022,60.37001037597656,0.6922937631607056,0.005407410208135843,549999
-193.43085843,76424,100.0,554000,7,5540,0.00073,-13.744588851928711,57.83590316772461,0.6018452048301697,0.005389866419136524,550999
-193.81570231999999,76564,100.0,555000,7,5550,0.00073,4.862208843231201,60.20051574707031,0.4895555377006531,0.005092662759125233,551999
-194.82695816,76705,100.0,556000,7,5560,0.00073,0.4138000011444092,60.14866638183594,0.6090019941329956,0.005153701175004244,552999
-194.89402153999998,76848,100.0,557000,7,5570,0.00073,-5.139691352844238,63.040489196777344,0.6185804605484009,0.005270461086183786,553999
-195.47447006,76988,100.0,558000,7,5580,0.00073,-2.3660802841186523,62.326202392578125,0.6154425740242004,0.00498994393274188,554999
-194.27516331000004,77129,100.0,559000,7,5590,0.00073,6.668841361999512,62.297996520996094,0.5477017164230347,0.005118624772876501,555999
-195.08268239999998,77272,100.0,560000,7,5600,0.00073,-8.516342163085938,63.36357498168945,0.5054454803466797,0.005086726509034634,556999
-195.95216317999999,77411,100.0,561000,7,5610,0.00073,-6.217282295227051,62.4619255065918,0.5002361536026001,0.004883753135800362,557999
-196.34564601,77554,100.0,562000,7,5620,0.00073,3.4375970363616943,64.15586853027344,0.5494216680526733,0.004945010412484407,558999
-197.10138506000004,77694,100.0,563000,7,5630,0.00073,-11.667654991149902,60.764915466308594,0.5211079120635986,0.004873052705079317,559999
-198.56457783,77835,100.0,564000,7,5640,0.00073,-0.686048150062561,63.964508056640625,0.6144865155220032,0.004960618447512388,560999
-198.75581960000002,77974,100.0,565000,7,5650,0.00073,5.005797386169434,62.267459869384766,0.5817056894302368,0.005038407631218433,561999
-198.18353900999998,78116,100.0,566000,7,5660,0.00073,4.707934856414795,62.883033752441406,0.6260796189308167,0.005178561434149742,562999
-197.43239520999998,78257,100.0,567000,7,5670,0.00073,-5.025584697723389,61.1601676940918,0.6481254696846008,0.005256363656371832,563999
-197.55247960999998,78398,100.0,568000,7,5680,0.00073,0.8483166098594666,62.88829803466797,0.6362489461898804,0.005457968916743994,564999
-197.89243467,78540,100.0,569000,7,5690,0.00073,-8.56584358215332,62.345333099365234,0.8876035213470459,0.005799951963126659,565999
-200.3532254,78680,100.0,570000,7,5700,0.00073,4.932571887969971,60.56559371948242,0.7699604034423828,0.005963990464806557,566999
-199.27224054,78822,100.0,571000,7,5710,0.00073,1.2714041471481323,58.831390380859375,0.932075023651123,0.005986405070871115,567999
-201.42903359999997,78962,100.0,572000,7,5720,0.00073,4.1497907638549805,55.52281188964844,0.8532349467277527,0.005852207075804472,568999
-201.56970409999997,79102,100.0,573000,7,5730,0.00073,-0.931191086769104,58.090328216552734,0.6719409227371216,0.005701102782040834,569999
-202.76594610000004,79242,100.0,574000,7,5740,0.00073,3.0500569343566895,61.0390625,0.7472836971282959,0.005550129804760218,570999
-204.06794057000008,79385,100.0,575000,7,5750,0.00073,-11.326711654663086,57.241912841796875,0.5717304944992065,0.005465865600854158,571999
-204.8620996,79529,100.0,576000,7,5760,0.00073,-13.653247833251953,63.679813385009766,0.6117465496063232,0.005267049185931683,572999
-206.72574633000005,79672,100.0,577000,7,5770,0.00073,5.104334354400635,61.156517028808594,0.5508661270141602,0.00535767525434494,573999
-204.26451901000001,79815,100.0,578000,7,5780,0.00073,17.47587776184082,58.559757232666016,0.7341007590293884,0.005243874154984951,574999
-203.65795275,79957,100.0,579000,7,5790,0.00073,1.2245581150054932,61.6221809387207,0.5412032604217529,0.0051587955094873905,575999
-202.23085401,80102,100.0,580000,7,5800,0.00073,-8.78449821472168,62.15656280517578,0.573198139667511,0.005205304361879826,576999
-202.42733897999994,80247,100.0,581000,7,5810,0.00073,-11.56353759765625,62.302284240722656,0.5445557832717896,0.005286312662065029,577999
-200.49872921999997,80391,100.0,582000,7,5820,0.00073,3.6474621295928955,64.1947021484375,0.6630264520645142,0.00505497632548213,578999
-199.11046587,80533,100.0,583000,7,5830,0.00073,1.4634456634521484,60.26317596435547,0.5313304662704468,0.005091638304293156,579999
-198.53025235,80676,100.0,584000,7,5840,0.00073,-6.143352508544922,63.423553466796875,0.5335012078285217,0.005233357660472393,580999
-195.71682678000002,80820,100.0,585000,7,5850,0.00073,-2.595309257507324,61.46620559692383,0.5170271396636963,0.005152583122253418,581999
-195.01909046,80963,100.0,586000,7,5860,0.00073,7.295266151428223,62.53215408325195,0.6427602171897888,0.005210931412875652,582999
-195.15287085000003,81107,100.0,587000,7,5870,0.00073,-5.385723114013672,60.467063903808594,0.4984513521194458,0.005121049005538225,583999
-198.13748360000005,81251,100.0,588000,7,5880,0.00073,5.5459184646606445,61.41642379760742,0.5490962266921997,0.004951838869601488,584999
-197.70755689000006,81394,100.0,589000,7,5890,0.00073,-12.212030410766602,62.20358657836914,0.6510344743728638,0.005113145802170038,585999
-196.75120897999997,81537,100.0,590000,7,5900,0.00073,-12.970353126525879,64.6236572265625,0.5645045042037964,0.005271561909466982,586999
-196.0315679,81678,100.0,591000,7,5910,0.00073,-1.4570739269256592,60.678993225097656,0.6082934737205505,0.005248291417956352,587999
-195.51672995999996,81820,100.0,592000,7,5920,0.00073,-1.9584176540374756,59.38689041137695,0.4649994969367981,0.005062106531113386,588999
-196.17437239999998,81962,100.0,593000,7,5930,0.00073,7.4563751220703125,65.80292510986328,0.462230384349823,0.005237993784248829,589999
-194.79236357000002,82104,100.0,594000,7,5940,0.00073,7.87550163269043,61.23943328857422,0.4696688652038574,0.005260749254375696,590999
-195.47272151999996,82247,100.0,595000,7,5950,0.00073,1.4509339332580566,62.93418884277344,0.4973147511482239,0.005027179140597582,591999
-194.17625956,82390,100.0,596000,7,5960,0.00073,7.039224624633789,61.74595260620117,0.4617733359336853,0.005084873642772436,592999
-192.44418358,82533,100.0,597000,7,5970,0.00073,4.4413371086120605,63.762664794921875,0.48211830854415894,0.00515184598043561,593999
-190.50043996,82674,100.0,598000,7,5980,0.00073,-4.397190093994141,61.70951461791992,0.45676755905151367,0.0050336578860878944,594999
-189.07533235,82816,100.0,599000,7,5990,0.00073,-6.388006210327148,63.072547912597656,0.49032261967658997,0.005026333034038544,595999
-190.57215113,82957,100.0,600000,7,6000,0.00073,-6.110759258270264,64.75825500488281,0.5680555701255798,0.005119237583130598,596999
-190.25534841999996,83098,100.0,601000,7,6010,0.00073,4.277453899383545,63.98301315307617,0.4546816349029541,0.005014726892113686,597999
-190.09074895999996,83239,100.0,602000,7,6020,0.00073,-6.395711898803711,61.971107482910156,0.535858690738678,0.005121293477714062,598999
-190.70006609000006,83380,100.0,603000,7,6030,0.00073,1.4988353252410889,65.86282348632812,0.5740571022033691,0.004949129186570644,599999
-188.60545245000006,83522,100.0,604000,7,6040,0.00073,-6.5872907638549805,62.612144470214844,0.6230062246322632,0.005255486350506544,600999
