time/fps,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/ent_coef_loss,train/learning_rate,train/ent_coef,train/n_updates,train/critic_loss,train/actor_loss
7,-130.22593971,6180,49.99,296057,40793,-3.9607925415039062,0.00073,0.01627926342189312,293056,8.587360382080078,106.82904052734375
7,-130.84262392,6190,49.99,296557,40865,-2.22749662399292,0.00073,0.01654770039021969,293556,9.765020370483398,106.76471710205078
7,-135.58156095,6200,49.9,297048,40934,-3.2383079528808594,0.00073,0.01723918505012989,294047,8.286091804504395,106.30352783203125
7,-137.70828927,6210,49.9,297548,41004,-14.357309341430664,0.00073,0.01666990853846073,294547,9.257081985473633,107.21954345703125
7,-139.25565625,6220,49.9,298048,41074,7.46626615524292,0.00073,0.01664174534380436,295047,8.561019897460938,110.74908447265625
7,-139.54866762,6230,49.9,298548,41145,3.7135226726531982,0.00073,0.016574881970882416,295547,7.96153450012207,107.42498779296875
7,-142.81409031,6240,49.9,299048,41214,3.374053478240967,0.00073,0.01690117083489895,296047,10.736434936523438,103.8818130493164
7,-145.0025789,6250,49.84,299542,41283,-0.7075252532958984,0.00073,0.01705796644091606,296541,9.770353317260742,103.30940246582031
7,-144.54517416,6260,49.81,300039,41351,-7.183525562286377,0.00073,0.016829758882522583,297038,10.800568580627441,107.39392852783203
7,-144.50881555,6270,49.81,300539,41422,-4.892431735992432,0.00073,0.016901936382055283,297538,9.162871360778809,104.73357391357422
7,-143.17946138,6280,49.82,301039,41491,-7.139505863189697,0.00073,0.016771044582128525,298038,10.550619125366211,109.27874755859375
7,-141.25427395999998,6290,49.82,301539,41560,2.08896541595459,0.00073,0.017130577936768532,298538,9.583927154541016,109.12239074707031
7,-138.46401023,6300,49.91,302039,41629,3.949939727783203,0.00073,0.01698325015604496,299038,12.69413948059082,105.80866241455078
7,-137.9626636,6310,49.91,302539,41698,-2.997107982635498,0.00073,0.016509821638464928,299538,8.721385955810547,106.16851043701172
7,-137.19094574999997,6320,49.9,303038,41766,-11.58671760559082,0.00073,0.01633116789162159,300037,9.086807250976562,108.91873931884766
7,-138.66380275,6330,49.9,303538,41835,0.142744779586792,0.00073,0.01675151102244854,300537,9.31882095336914,110.74504089355469
7,-135.81399056,6340,49.9,304038,41906,3.2313480377197266,0.00073,0.01715007796883583,301037,10.007862091064453,96.79273986816406
7,-133.03845983,6350,49.96,304538,41975,-0.5327320694923401,0.00073,0.016748692840337753,301537,9.067180633544922,107.2049789428711
7,-129.97971431,6360,49.99,305038,42046,-1.4152624607086182,0.00073,0.016869569197297096,302037,8.004313468933105,101.09440612792969
7,-130.05727782000002,6370,49.99,305538,42116,3.0163307189941406,0.00073,0.016243355348706245,302537,8.673547744750977,113.86489868164062
7,-129.02051098,6380,49.99,306038,42187,-0.005887389183044434,0.00073,0.016066964715719223,303037,10.658113479614258,114.0281753540039
7,-128.90954405000002,6390,49.99,306538,42257,-0.8891286849975586,0.00073,0.015914928168058395,303537,8.388084411621094,107.7613525390625
7,-129.50802904,6400,49.89,307028,42325,-8.397390365600586,0.00073,0.01626466028392315,304027,6.679929733276367,108.11143493652344
7,-129.02879341000002,6410,49.89,307528,42394,-2.179320812225342,0.00073,0.01660340651869774,304527,8.791604995727539,102.36842346191406
7,-129.37150816,6420,49.75,308013,42462,4.068763256072998,0.00073,0.016301540657877922,305012,8.60543155670166,108.10433959960938
7,-129.63047784,6430,49.73,308511,42531,-10.299299240112305,0.00073,0.016029344871640205,305510,8.357906341552734,104.10072326660156
7,-130.78569984,6440,49.73,309011,42600,-5.246485710144043,0.00073,0.01598542556166649,306010,8.324772834777832,111.69983673095703
7,-131.03114021,6450,49.73,309511,42670,-1.7708289623260498,0.00073,0.016233908012509346,306510,8.456182479858398,105.89630126953125
7,-128.44455449999998,6460,49.73,310011,42740,-0.03458750247955322,0.00073,0.01542063057422638,307010,7.771157741546631,104.67388916015625
7,-128.63899941000003,6470,49.73,310511,42810,11.585752487182617,0.00073,0.015539686195552349,307510,8.913883209228516,112.0317153930664
7,-133.38777039000001,6480,49.61,310999,42878,1.9353221654891968,0.00073,0.016323212534189224,307998,9.092090606689453,111.66133117675781
7,-135.25888516,6490,49.61,311499,42949,13.496026992797852,0.00073,0.015731720253825188,308498,7.9669318199157715,100.75384521484375
7,-135.66972975000002,6500,49.71,311999,43018,-11.56941032409668,0.00073,0.01575983688235283,308998,7.923608779907227,111.51541137695312
7,-139.2095142,6510,49.71,312499,43086,-1.9393253326416016,0.00073,0.015945754945278168,309498,7.098226070404053,102.4585952758789
7,-135.31905460999997,6520,49.86,312999,43153,-12.740022659301758,0.00073,0.01605573669075966,309998,8.654263496398926,108.80552673339844
7,-135.66412129999998,6530,49.88,313499,43220,-0.6273717880249023,0.00073,0.016498379409313202,310498,8.926876068115234,109.20803833007812
7,-137.75481144999998,6540,49.81,313992,43286,4.828787326812744,0.00073,0.0163635965436697,310991,9.179759979248047,108.84051513671875
7,-138.57832111000002,6550,49.72,314483,43353,1.974132776260376,0.00073,0.016274403780698776,311482,7.376200199127197,105.48126983642578
7,-140.56686122000002,6560,49.72,314983,43419,-0.6947029829025269,0.00073,0.016264721751213074,311982,8.733823776245117,104.97636413574219
7,-142.21160834,6570,49.66,315477,43485,1.549757719039917,0.00073,0.01703798584640026,312476,10.758176803588867,106.1968002319336
7,-136.92399245000001,6580,49.78,315977,43552,-10.959127426147461,0.00073,0.01724589429795742,312976,10.318321228027344,105.21365356445312
7,-136.1279673,6590,49.78,316477,43620,1.5068295001983643,0.00073,0.0160171277821064,313476,9.206621170043945,110.77455139160156
7,-135.09262354,6600,49.78,316977,43688,2.6795079708099365,0.00073,0.01640249229967594,313976,8.238037109375,108.35102081298828
7,-131.15773860000002,6610,49.78,317477,43754,0.052225351333618164,0.00073,0.016467247158288956,314476,8.599681854248047,105.85298156738281
7,-132.46484008000002,6620,49.78,317977,43821,-2.3521080017089844,0.00073,0.0160764679312706,314976,7.815919876098633,106.76026153564453
7,-129.93836852,6630,49.78,318477,43888,11.69155502319336,0.00073,0.01621398702263832,315476,7.844188690185547,101.9444580078125
7,-127.53318365000001,6640,49.85,318977,43956,-2.9157893657684326,0.00073,0.01606716401875019,315976,8.717403411865234,104.17782592773438
7,-128.88167569000004,6650,49.94,319477,44023,2.4800162315368652,0.00073,0.01647103950381279,316476,7.985569953918457,96.87379455566406
7,-129.51158448,6660,49.89,319972,44090,0.037250518798828125,0.00073,0.01658482663333416,316971,9.704317092895508,96.97689819335938
7,-127.73692346,6670,49.95,320472,44163,2.668424129486084,0.00073,0.01689244620501995,317471,18.021272659301758,98.58751678466797
7,-128.79023369000004,6680,49.95,320972,44233,-7.885504722595215,0.00073,0.016611823812127113,317971,7.816875457763672,105.11433410644531
7,-128.20415367,6690,49.95,321472,44302,-0.3646567463874817,0.00073,0.01699169911444187,318471,10.302633285522461,108.00100708007812
7,-128.53835759,6700,49.95,321972,44371,-0.9114964604377747,0.00073,0.017468715086579323,318971,8.481912612915039,104.90422821044922
7,-131.00930923,6710,49.93,322470,44440,6.57040548324585,0.00073,0.01657216250896454,319469,9.235690116882324,107.44796752929688
7,-132.87470546999998,6720,49.93,322970,44510,0.788933515548706,0.00073,0.01679999567568302,319969,10.533767700195312,100.10272979736328
7,-135.24048205,6730,49.93,323470,44581,-5.181550025939941,0.00073,0.01683443784713745,320469,10.39600944519043,104.85723114013672
7,-136.80058056,6740,49.93,323970,44651,0.5660511255264282,0.00073,0.01654023677110672,320969,10.523110389709473,100.41348266601562
7,-135.49394831,6750,49.93,324470,44721,4.394326686859131,0.00073,0.016725260764360428,321469,9.563314437866211,110.13626098632812
7,-134.72628253000002,6760,49.98,324970,44791,-4.085593223571777,0.00073,0.016156520694494247,321969,9.034393310546875,106.77499389648438
7,-137.43270008,6770,49.98,325470,44861,-7.524863243103027,0.00073,0.017292477190494537,322469,8.580665588378906,105.5009536743164
7,-137.81943229,6780,49.93,325965,44930,1.2374941110610962,0.00073,0.016394156962633133,322964,8.336040496826172,101.78315734863281
7,-137.97085917,6790,49.93,326465,45001,0.07612502574920654,0.00073,0.01599935069680214,323464,9.274467468261719,104.35115814208984
7,-138.27747770000002,6800,49.93,326965,45071,-0.13914251327514648,0.00073,0.016475211828947067,323964,8.452483177185059,102.61543273925781
7,-135.24912913999998,6810,49.95,327465,45142,14.198625564575195,0.00073,0.016114119440317154,324464,6.953517913818359,104.58621215820312
7,-132.83710813000002,6820,49.95,327965,45214,-3.720909595489502,0.00073,0.01636328361928463,324964,10.268842697143555,101.8074951171875
7,-132.98811404,6830,49.86,328456,45284,8.374999046325684,0.00073,0.015965094789862633,325455,8.577842712402344,101.63751983642578
7,-129.62102994,6840,49.86,328956,45353,-9.209793090820312,0.00073,0.016174349933862686,325955,8.165505409240723,99.51868438720703
7,-130.62509172999998,6850,49.82,329452,45424,8.362576484680176,0.00073,0.016563251614570618,326451,7.138730049133301,101.98426055908203
7,-129.77408056,6860,49.82,329952,45494,-2.529404401779175,0.00073,0.016211071982979774,326951,9.337940216064453,103.35599517822266
7,-129.18841763999998,6870,49.76,330446,45563,-3.1151540279388428,0.00073,0.016467750072479248,327445,8.032136917114258,99.9784927368164
7,-127.13820264999998,6880,49.81,330946,45633,-0.49966955184936523,0.00073,0.01630510203540325,327945,7.674378395080566,101.96752166748047
7,-127.5944873,6890,49.81,331446,45702,-3.5134639739990234,0.00073,0.016449911519885063,328445,7.902650356292725,108.80172729492188
7,-125.91805158999999,6900,49.81,331946,45772,-1.3537287712097168,0.00073,0.01654173620045185,328945,8.245887756347656,102.68959045410156
7,-125.22797050999998,6910,49.81,332446,45843,-0.6176567077636719,0.00073,0.01683419570326805,329445,9.148447036743164,106.05207824707031
7,-127.32456861,6920,49.8,332945,45911,-8.538779258728027,0.00073,0.01614915020763874,329944,8.640599250793457,101.20240783691406
7,-126.18151996000002,6930,49.89,333445,45981,0.9130146503448486,0.00073,0.016232870519161224,330444,11.532642364501953,103.07261657714844
7,-124.96401681000003,6940,49.89,333945,46050,-0.419197678565979,0.00073,0.017387812957167625,330944,10.02648639678955,102.44874572753906
7,-124.70413280999998,6950,49.93,334445,46124,-0.6914366483688354,0.00073,0.01640399359166622,331444,9.610387802124023,99.67796325683594
7,-125.22145245000002,6960,49.93,334945,46198,-1.9692631959915161,0.00073,0.016788391396403313,331944,9.122610092163086,100.29109954833984
7,-124.55743020999998,6970,49.99,335445,46268,-2.555758476257324,0.00073,0.016655320301651955,332444,11.584114074707031,99.59455108642578
7,-124.37684691,6980,49.99,335945,46339,8.580680847167969,0.00073,0.016281770542263985,332944,7.598789691925049,92.23219299316406
7,-124.12162544,6990,49.99,336445,46409,0.3208533525466919,0.00073,0.016667531803250313,333444,10.000118255615234,99.41482543945312
7,-124.22955167000002,7000,49.99,336945,46478,-1.1362872123718262,0.00073,0.016210222616791725,333944,7.7046403884887695,100.88752746582031
7,-125.75567467,7010,49.99,337445,46548,6.9521164894104,0.00073,0.016115572303533554,334444,9.969352722167969,98.64046478271484
7,-127.23755688000001,7020,50.0,337945,46618,5.038608551025391,0.00073,0.016445228829979897,334944,8.099483489990234,101.03112030029297
7,-128.56301285,7030,49.94,338439,46687,0.6313676834106445,0.00073,0.015930455178022385,335438,9.09543228149414,102.99896240234375
7,-132.01060141000002,7040,49.94,338939,46756,4.940535068511963,0.00073,0.015856094658374786,335938,8.124063491821289,94.16259002685547
7,-131.00917588,7050,49.94,339439,46827,-8.470870971679688,0.00073,0.015795422717928886,336438,6.896614074707031,102.30252075195312
7,-133.09827899,7060,49.9,339935,46895,0.42674094438552856,0.00073,0.015677854418754578,336934,8.237217903137207,106.03649139404297
7,-132.16786133,7070,49.9,340435,46965,0.36762988567352295,0.00073,0.015304937958717346,337434,8.114645004272461,98.33405303955078
7,-131.79704188999997,7080,49.9,340935,47036,0.5851552486419678,0.00073,0.01542627066373825,337934,9.089054107666016,103.10533142089844
7,-131.44012593,7090,49.9,341435,47106,11.749883651733398,0.00073,0.015375841408967972,338434,9.113932609558105,102.79473114013672
7,-135.36945759,7100,49.9,341935,47177,1.7379182577133179,0.00073,0.015421519987285137,338934,8.947430610656738,106.31486511230469
7,-133.74993892000003,7110,49.84,342429,47247,7.4396138191223145,0.00073,0.01542282197624445,339428,9.397693634033203,101.6529541015625
7,-130.43425355000002,7120,49.84,342929,47317,7.693075656890869,0.00073,0.015650158748030663,339928,8.244003295898438,106.88484191894531
7,-132.50117679000002,7130,49.9,343429,47387,3.082296848297119,0.00073,0.015476652421057224,340428,7.804295539855957,103.61421966552734
7,-128.97608130999998,7140,49.9,343929,47461,-6.110727310180664,0.00073,0.016215231269598007,340928,7.270514488220215,104.73563385009766
7,-125.95563160999998,7150,49.9,344429,47536,-6.587672233581543,0.00073,0.015216981992125511,341428,6.32266902923584,103.58320617675781
7,-126.74745909999997,7160,49.92,344927,47610,-6.287426948547363,0.00073,0.015745002776384354,341926,6.392343997955322,104.11099243164062
7,-127.36279337000002,7170,49.92,345427,47683,11.068914413452148,0.00073,0.015137634240090847,342426,9.353811264038086,101.59864044189453
7,-127.31136029999999,7180,49.92,345927,47754,0.36858201026916504,0.00073,0.015440952964127064,342926,9.020203590393066,110.83099365234375
7,-128.16737761000002,7190,49.92,346427,47825,-6.973435878753662,0.00073,0.015833217650651932,343426,7.974881649017334,100.23817443847656
7,-125.14508801000002,7200,49.92,346927,47897,-6.495998382568359,0.00073,0.015401582233607769,343926,8.419122695922852,106.14596557617188
7,-126.81265815,7210,49.98,347427,47968,4.409148216247559,0.00073,0.01598043367266655,344426,6.36968469619751,104.0450210571289
7,-126.38243474000001,7220,49.98,347927,48038,-2.425734043121338,0.00073,0.016133109107613564,344926,7.868022918701172,107.37033081054688
7,-121.15060591,7230,49.98,348427,48108,-7.507965564727783,0.00073,0.016004309058189392,345426,6.962595462799072,101.44833374023438
7,-123.78838641000002,7240,49.98,348927,48179,2.202305793762207,0.00073,0.015815606340765953,345926,6.9202680587768555,105.2462158203125
7,-125.21898702,7250,49.98,349427,48250,11.4715576171875,0.00073,0.015196866355836391,346426,6.888030052185059,104.7965087890625
7,-122.95610676000003,7260,50.0,349927,48322,-2.571000099182129,0.00073,0.015168421901762486,346926,7.23734188079834,107.5362548828125
7,-122.82258071000003,7270,50.0,350427,48394,16.00092315673828,0.00073,0.015285756438970566,347426,6.562610149383545,106.51111602783203
7,-123.30882351,7280,50.0,350927,48464,4.844360828399658,0.00073,0.014985636807978153,347926,6.949045658111572,103.05062866210938
7,-123.67516204999998,7290,50.0,351427,48535,-8.558738708496094,0.00073,0.015765294432640076,348426,7.701052665710449,106.66680908203125
7,-122.25853789000001,7300,50.0,351927,48604,7.965757846832275,0.00073,0.016120297834277153,348926,8.191574096679688,101.25308990478516
7,-121.72970634999997,7310,50.0,352427,48675,-3.325742244720459,0.00073,0.01551398728042841,349426,7.0411601066589355,103.96632385253906
7,-124.33172488999999,7320,50.0,352927,48747,9.394705772399902,0.00073,0.016273604705929756,349926,7.544370651245117,99.701904296875
7,-126.63107928,7330,50.0,353427,48818,12.268136978149414,0.00073,0.01599935069680214,350426,9.063421249389648,102.16857147216797
7,-126.02815233000001,7340,50.0,353927,48889,2.77431583404541,0.00073,0.01605365425348282,350926,6.63344669342041,102.00617980957031
7,-127.94898826000002,7350,50.0,354427,48959,-4.047128200531006,0.00073,0.015487896278500557,351426,8.306116104125977,99.88893127441406
7,-126.30926507000002,7360,50.0,354927,49029,-6.901853561401367,0.00073,0.016060085967183113,351926,6.771634101867676,108.0761947631836
7,-125.16029762,7370,50.0,355427,49100,-8.517667770385742,0.00073,0.015961477532982826,352426,7.799062252044678,101.74516296386719
7,-128.41543186,7380,50.0,355927,49170,-6.013442039489746,0.00073,0.016109157353639603,352926,7.076911926269531,107.75041198730469
7,-128.23737501,7390,50.0,356427,49240,-7.522143840789795,0.00073,0.015647733584046364,353426,7.3931803703308105,103.35087585449219
7,-128.4176561,7400,50.0,356927,49310,0.2453649640083313,0.00073,0.01582421362400055,353926,8.381664276123047,97.7118911743164
7,-128.22871064999998,7410,50.0,357427,49380,2.6804962158203125,0.00073,0.015381488017737865,354426,7.919553756713867,106.74615478515625
7,-126.5414627,7420,50.0,357927,49452,10.698448181152344,0.00073,0.015943732112646103,354926,7.497185707092285,104.13105010986328
7,-125.42834017,7430,50.0,358427,49523,-4.7736735343933105,0.00073,0.015218454413115978,355426,8.129209518432617,101.11978149414062
7,-123.48249054,7440,50.0,358927,49594,0.9598488807678223,0.00073,0.015382830053567886,355926,7.639320373535156,103.77557373046875
7,-124.65296095999999,7450,49.98,359425,49665,-3.9815587997436523,0.00073,0.014945716597139835,356424,9.33692741394043,103.32817840576172
7,-124.28877236,7460,49.98,359925,49735,-1.2789791822433472,0.00073,0.01557768601924181,356924,7.440386772155762,99.54739379882812
7,-124.64453575999998,7470,49.98,360425,49805,-0.7614538669586182,0.00073,0.015265733003616333,357424,6.699502944946289,107.76415252685547
7,-121.09819532999998,7480,49.98,360925,49874,-1.3955512046813965,0.00073,0.015125367790460587,357924,6.360348701477051,105.47406005859375
7,-120.22195035,7490,49.98,361425,49942,3.4117543697357178,0.00073,0.015608214773237705,358424,7.244300842285156,104.05166625976562
7,-118.95219110000002,7500,49.98,361925,50011,5.005497455596924,0.00073,0.015069777145981789,358924,8.340744018554688,101.0657730102539
7,-118.12655695999997,7510,49.98,362425,50081,2.2948169708251953,0.00073,0.014631795696914196,359424,6.612434387207031,100.72228240966797
7,-118.58403564999998,7520,49.97,362924,50150,-7.507084846496582,0.00073,0.014613088220357895,359923,5.968147277832031,103.65348815917969
7,-119.07479627999999,7530,49.97,363424,50220,0.9997626543045044,0.00073,0.014855729416012764,360423,6.425034046173096,100.94072723388672
7,-121.32225238999997,7540,49.97,363924,50291,-10.255470275878906,0.00073,0.014951190911233425,360923,9.12877368927002,102.79532623291016
7,-117.84479619999998,7550,49.99,364424,50361,-3.649350166320801,0.00073,0.014870882034301758,361423,6.987454891204834,105.56832885742188
7,-118.26189724,7560,49.99,364924,50431,-0.4069429636001587,0.00073,0.014721661806106567,361923,8.443110466003418,102.86901092529297
7,-117.16602091,7570,49.99,365424,50500,18.486602783203125,0.00073,0.01437524612993002,362423,7.419485092163086,109.51815795898438
7,-115.73430228000001,7580,49.99,365924,50570,-0.02462446689605713,0.00073,0.0144460154697299,362923,7.62402868270874,99.33181762695312
7,-115.14878432000002,7590,49.99,366424,50639,6.414327621459961,0.00073,0.01467803493142128,363423,7.300886631011963,97.7276382446289
7,-117.66696067000002,7600,49.99,366924,50709,-4.093513488769531,0.00073,0.01400819607079029,363923,6.744457244873047,99.0170669555664
7,-117.33900064,7610,49.99,367424,50781,2.2520320415496826,0.00073,0.014625879935920238,364423,6.734537124633789,103.75071716308594
7,-116.29666825,7620,50.0,367924,50852,17.269594192504883,0.00073,0.014219630509614944,364923,6.252886772155762,103.63194274902344
7,-117.01539840000001,7630,49.9,368414,50917,-1.3701280355453491,0.00073,0.01460595428943634,365413,6.547199249267578,102.74285888671875
7,-118.23084727,7640,49.78,368902,50982,3.8742940425872803,0.00073,0.014582975767552853,365901,6.631701946258545,102.43750762939453
7,-120.09388303,7650,49.78,369402,51049,-9.916420936584473,0.00073,0.014587127603590488,366401,6.930966377258301,99.1990737915039
7,-121.53547891999999,7660,49.64,369888,51115,3.1600418090820312,0.00073,0.014419980347156525,366887,6.077692985534668,101.74002075195312
7,-121.76828807,7670,49.64,370388,51182,-4.296165466308594,0.00073,0.014707278460264206,367387,6.35389518737793,101.23670959472656
7,-124.13342045000002,7680,49.64,370888,51249,-0.6536425352096558,0.00073,0.01457598153501749,367887,5.762589454650879,101.72272491455078
7,-123.53290775,7690,49.64,371388,51316,-2.1172659397125244,0.00073,0.014312744140625,368387,5.931491374969482,103.61488342285156
7,-121.72061326000001,7700,49.64,371888,51382,6.228781700134277,0.00073,0.014433566480875015,368887,5.734816074371338,95.32136535644531
7,-123.85371105999998,7710,49.53,372377,51449,0.810470461845398,0.00073,0.014481499791145325,369376,6.519655227661133,104.48963928222656
7,-124.42158504999999,7720,49.49,372873,51516,5.4011993408203125,0.00073,0.014580312184989452,369872,5.775964736938477,105.74967956542969
7,-125.96339392000002,7730,49.57,373371,51584,0.531766414642334,0.00073,0.014518199488520622,370370,7.127856254577637,101.56732940673828
7,-123.85901871000002,7740,49.69,373871,51650,6.2387285232543945,0.00073,0.014680750668048859,370870,5.608129024505615,101.51731872558594
7,-124.24698436,7750,49.69,374371,51717,-0.9351601600646973,0.00073,0.014651274308562279,371370,7.256124496459961,103.8759765625
7,-123.86353954999998,7760,49.83,374871,51785,-2.369036912918091,0.00073,0.014935002662241459,371870,8.060968399047852,107.28257751464844
7,-124.00423040000001,7770,49.83,375371,51853,1.6475093364715576,0.00073,0.014101284556090832,372370,6.563735008239746,102.67298126220703
7,-123.15784786999998,7780,49.83,375871,51923,-3.1899733543395996,0.00073,0.01431920938193798,372870,6.336073875427246,105.12564086914062
7,-123.98140090000001,7790,49.83,376371,52001,-3.9047136306762695,0.00073,0.014406303875148296,373370,6.239617347717285,101.8299331665039
7,-123.71268411999999,7800,49.83,376871,52078,-5.861953258514404,0.00073,0.013959959149360657,373870,6.560933589935303,103.44171905517578
7,-122.61457390999998,7810,49.94,377371,52154,2.887787342071533,0.00073,0.01368372980505228,374370,6.205974578857422,101.52899169921875
7,-122.23111144999997,7820,49.98,377871,52229,-11.152525901794434,0.00073,0.013789316639304161,374870,5.796228408813477,96.85374450683594
7,-118.29868535,7830,50.0,378371,52304,2.146670341491699,0.00073,0.014390450902283192,375370,7.289467811584473,98.89682006835938
7,-120.01112171999998,7840,50.0,378871,52378,2.8815550804138184,0.00073,0.01421304140239954,375870,5.710850715637207,103.77815246582031
7,-116.43861249,7850,50.0,379371,52450,-7.926780700683594,0.00073,0.01425812765955925,376370,5.3065643310546875,106.79093933105469
7,-117.23278234,7860,50.0,379871,52519,4.984982490539551,0.00073,0.01450283918529749,376870,6.431682586669922,104.8177490234375
7,-116.81379496000004,7870,49.86,380357,52590,7.40996789932251,0.00073,0.01434552762657404,377356,6.702340126037598,102.36236572265625
7,-118.56161377999997,7880,49.81,380852,52660,-13.785951614379883,0.00073,0.014651511795818806,377851,5.507957458496094,99.31959533691406
7,-117.57058168000002,7890,49.81,381352,52731,2.6184353828430176,0.00073,0.015089630149304867,378351,7.538802146911621,103.03755950927734
7,-118.57215705,7900,49.81,381852,52801,-4.958118438720703,0.00073,0.014554396271705627,378851,6.168485641479492,102.70665740966797
7,-122.02438644000001,7910,49.55,382326,52869,5.512641429901123,0.00073,0.01431241724640131,379325,8.647455215454102,98.7548828125
7,-124.24841313,7920,49.55,382826,52942,1.0872302055358887,0.00073,0.014445416629314423,379825,8.742222785949707,101.4216537475586
7,-125.65142737999999,7930,49.55,383326,53014,-3.074599504470825,0.00073,0.015209807083010674,380325,7.62874698638916,100.90499877929688
7,-124.98360388,7940,49.55,383826,53087,-11.511436462402344,0.00073,0.01554117538034916,380825,7.552658557891846,96.50135803222656
7,-129.55382545,7950,49.4,384311,53155,1.336957573890686,0.00073,0.01560593768954277,381310,7.57090950012207,99.79368591308594
7,-127.84695837000001,7960,49.4,384811,53224,1.6173770427703857,0.00073,0.015694646164774895,381810,9.475244522094727,101.09130096435547
7,-134.15944918,7970,49.48,385305,53298,6.756623268127441,0.00073,0.015210293233394623,382304,8.49378776550293,86.3256607055664
7,-131.71034129,7980,49.53,385805,53371,0.9207313060760498,0.00073,0.015706758946180344,382804,7.148383617401123,96.59237670898438
7,-135.44591,7990,49.53,386305,53447,7.01625919342041,0.00073,0.015498430468142033,383304,7.411350727081299,96.58529663085938
7,-135.1486644,8000,49.53,386805,53518,0.046129465103149414,0.00073,0.015437227673828602,383804,7.116949081420898,97.89183807373047
7,-132.92955775000001,8010,49.79,387305,53589,-0.07707476615905762,0.00073,0.01581541821360588,384304,7.2854461669921875,97.19049072265625
7,-130.79331888000002,8020,49.79,387805,53660,-3.471069812774658,0.00073,0.01600266993045807,384804,7.837146759033203,94.0484848022461
7,-131.22375578,8030,49.79,388305,53732,2.6362698078155518,0.00073,0.015289335511624813,385304,7.663628578186035,99.3394775390625
7,-129.36830697000002,8040,49.79,388805,53804,5.336313724517822,0.00073,0.015464996919035912,385804,8.138319969177246,92.07666015625
7,-126.33601205999999,8050,49.94,389305,53875,-0.9264047145843506,0.00073,0.015396486967802048,386304,7.333395004272461,99.30438995361328
7,-126.34761569,8060,49.94,389805,53947,-2.5246047973632812,0.00073,0.015074404887855053,386804,7.444280624389648,96.64523315429688
7,-119.95676483000001,8070,50.0,390305,54020,11.649006843566895,0.00073,0.01493815053254366,387304,8.235311508178711,94.57888793945312
7,-121.35449006,8080,50.0,390805,54093,-3.0970468521118164,0.00073,0.015292785130441189,387804,8.372897148132324,103.06874084472656
7,-119.20308863999999,8090,50.0,391305,54163,-4.813266754150391,0.00073,0.014847684651613235,388304,7.614507675170898,98.1928482055664
7,-121.06564423000002,8100,50.0,391805,54234,3.9102625846862793,0.00073,0.015373283065855503,388804,7.919908046722412,97.28007507324219
7,-118.82355721,8110,50.0,392305,54305,2.421961545944214,0.00073,0.014761855825781822,389304,8.0359468460083,99.02174377441406
7,-117.14832419999999,8120,50.0,392805,54375,-1.819760799407959,0.00073,0.01552032120525837,389804,8.76607894897461,98.93202209472656
7,-117.01810102999998,8130,50.0,393305,54445,-6.345099449157715,0.00073,0.015307952649891376,390304,6.1751909255981445,97.91717529296875
7,-118.42966021000001,8140,50.0,393805,54515,0.2942681312561035,0.00073,0.015284575521945953,390804,6.3667802810668945,104.65265655517578
7,-122.77055370999999,8150,50.0,394305,54585,0.6244567632675171,0.00073,0.015580471605062485,391304,6.815921783447266,97.54861450195312
7,-122.11851192,8160,50.0,394805,54655,0.8102437257766724,0.00073,0.014810752123594284,391804,7.201786994934082,98.09782409667969
7,-122.44749818,8170,50.0,395305,54724,-10.576970100402832,0.00073,0.015508913435041904,392304,7.115279197692871,93.9198989868164
7,-121.16728520999999,8180,50.0,395805,54793,-0.9946024417877197,0.00073,0.014686338603496552,392804,7.315372943878174,95.43374633789062
7,-120.60036367999999,8190,50.0,396305,54863,-0.14108550548553467,0.00073,0.01519724354147911,393304,7.545371055603027,98.59152221679688
7,-117.59631092000001,8200,50.0,396805,54934,5.101035118103027,0.00073,0.014676124788820744,393804,6.646690845489502,101.00294494628906
7,-117.1962839,8210,50.0,397305,55003,5.436037063598633,0.00073,0.014772368595004082,394304,7.707403182983398,92.07875061035156
7,-118.84594648000001,8220,50.0,397805,55073,-1.0580086708068848,0.00073,0.014521896839141846,394804,7.708615779876709,96.26642608642578
7,-119.02280696999998,8230,50.0,398305,55140,1.6585566997528076,0.00073,0.014676250517368317,395304,8.240069389343262,96.57964324951172
7,-119.55278076000002,8240,50.0,398805,55210,6.397853851318359,0.00073,0.015264524146914482,395804,6.639286994934082,101.50830078125
7,-116.95835124999998,8250,50.0,399305,55282,-2.9913792610168457,0.00073,0.015530967153608799,396304,7.703506946563721,100.43185424804688
7,-116.96991578999997,8260,50.0,399805,55353,-0.23771131038665771,0.00073,0.01520805899053812,396804,8.074926376342773,99.26541137695312
7,-118.77665791,8270,50.0,400305,55422,4.695866584777832,0.00073,0.015594772063195705,397304,7.5259881019592285,98.2506332397461
7,-121.06630751,8280,50.0,400805,55493,-3.4481077194213867,0.00073,0.015481737442314625,397804,8.882458686828613,93.32453155517578
7,-119.37990943000001,8290,50.0,401305,55562,7.043186664581299,0.00073,0.015377168543636799,398304,8.06170654296875,107.26581573486328
7,-120.09212941,8300,50.0,401805,55632,2.930917739868164,0.00073,0.014869286678731441,398804,6.974170684814453,101.24977111816406
