time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,rollout/ep_len_mean,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/ent_coef,train/n_updates,train/learning_rate
7,446522,-205.15410629,61350,9730,43.22,10.009700775146484,136.86666870117188,14.133110046386719,0.015497137792408466,443521,0.00073
7,446912,-212.14873983,61406,9740,42.12,9.903350830078125,138.4347381591797,7.301355361938477,0.015676284208893776,443911,0.00073
7,447365,-211.84731345,61470,9750,42.87,9.398904800415039,140.92196655273438,-2.401101589202881,0.016047295182943344,444364,0.00073
7,447808,-212.59878029,61532,9760,42.3,10.755809783935547,136.6177978515625,3.419370651245117,0.01599215716123581,444807,0.00073
7,448240,-206.68675930000006,61593,9770,42.59,8.509626388549805,138.24072265625,2.842118263244629,0.01618293672800064,445239,0.00073
7,448655,-206.69730932,61651,9780,41.87,15.075925827026367,140.20709228515625,-0.9241523742675781,0.016472233459353447,445654,0.00073
7,449075,-212.88310021,61710,9790,41.2,9.540543556213379,140.25738525390625,-0.6439313888549805,0.016478881239891052,446074,0.00073
7,449543,-208.94657117999995,61777,9800,42.16,9.499834060668945,141.66297912597656,2.9242470264434814,0.016452696174383163,446542,0.00073
7,450009,-211.82600581000003,61842,9810,42.43,11.202892303466797,130.4716339111328,4.985544204711914,0.016554811969399452,447008,0.00073
7,450509,-211.04203640999995,61914,9820,44.27,8.238781929016113,139.30381774902344,-6.896408557891846,0.016080614179372787,447508,0.00073
7,450964,-215.36928188,61978,9830,44.42,8.941102981567383,136.3983154296875,6.451474189758301,0.016192415729165077,447963,0.00073
7,451422,-214.89208129000002,62043,9840,45.1,8.846417427062988,137.1905517578125,4.190028667449951,0.016006240621209145,448421,0.00073
7,451886,-213.49857452000003,62109,9850,45.21,8.135411262512207,134.3443145751953,1.9351775646209717,0.016095105558633804,448885,0.00073
7,452358,-210.97868546,62177,9860,45.5,9.41948127746582,129.64935302734375,1.0067226886749268,0.017006387934088707,449357,0.00073
7,452792,-211.20312539999995,62239,9870,45.52,8.955060005187988,134.4243621826172,5.010792255401611,0.015818992629647255,449791,0.00073
7,453260,-209.74519523000004,62308,9880,46.05,10.053993225097656,132.81472778320312,-2.6109743118286133,0.016101131215691566,450259,0.00073
7,453659,-210.9491529,62367,9890,45.84,10.064035415649414,134.92752075195312,-5.857566833496094,0.016646532341837883,450658,0.00073
7,454103,-215.80143164999998,62431,9900,45.6,11.487218856811523,134.65213012695312,10.588860511779785,0.016459938138723373,451102,0.00073
7,454603,-212.08089202,62504,9910,45.94,8.701740264892578,135.44432067871094,3.9225897789001465,0.016446389257907867,451602,0.00073
7,455041,-214.69606263999995,62567,9920,45.32,9.98867416381836,139.31166076660156,-12.877538681030273,0.016614114865660667,452040,0.00073
7,455485,-209.44525728999997,62631,9930,45.21,10.988849639892578,133.5138397216797,6.705408096313477,0.016665147617459297,452484,0.00073
7,455953,-209.80679542,62699,9940,45.31,9.680274963378906,134.2082061767578,3.6621878147125244,0.01659429632127285,452952,0.00073
7,456369,-209.27053253999998,62760,9950,44.83,10.36099624633789,130.09410095214844,-0.7565551996231079,0.016697052866220474,453368,0.00073
7,456812,-209.45413169,62823,9960,44.54,10.329051971435547,131.60491943359375,9.146001815795898,0.01665094494819641,453811,0.00073
7,457223,-210.18786792,62881,9970,44.31,8.60250473022461,136.14044189453125,-4.8715643882751465,0.016495665535330772,454222,0.00073
7,457723,-203.93189772000002,62952,9980,44.63,9.46333122253418,137.0963592529297,5.218839168548584,0.01624511368572712,454722,0.00073
7,458157,-203.46504502000005,63012,9990,44.98,11.616937637329102,135.99977111816406,3.641265630722046,0.016299691051244736,455156,0.00073
7,458644,-199.07829898,63080,10000,45.41,9.640090942382812,134.0465087890625,-3.0089516639709473,0.016057651489973068,455643,0.00073
7,459114,-204.49833734,63147,10010,45.11,9.12002944946289,138.62460327148438,-6.089899063110352,0.016015134751796722,456113,0.00073
7,459571,-202.75653784999997,63211,10020,45.3,8.846834182739258,138.39918518066406,0.47643518447875977,0.016035491600632668,456570,0.00073
7,460013,-205.7629063,63275,10030,45.28,8.531779289245605,131.73468017578125,10.116463661193848,0.015783609822392464,457012,0.00073
7,460444,-205.52102466000005,63339,10040,44.91,9.70596981048584,134.41116333007812,-4.3815016746521,0.016346026211977005,457443,0.00073
7,460850,-209.28483138999997,63397,10050,44.81,10.043463706970215,138.58843994140625,-7.47842264175415,0.016105346381664276,457849,0.00073
7,461275,-210.90981406,63458,10060,44.63,9.981959342956543,138.7450714111328,5.390892505645752,0.01607508771121502,458274,0.00073
7,461689,-208.98107090000002,63518,10070,44.66,8.821968078613281,129.7967987060547,-2.692094564437866,0.016132179647684097,458688,0.00073
7,462189,-213.45333958999998,63590,10080,44.66,8.572290420532227,129.96389770507812,5.053319931030273,0.0157457385212183,459188,0.00073
7,462628,-209.40578363000003,63654,10090,44.71,9.366999626159668,138.79330444335938,-6.878939151763916,0.016183407977223396,459627,0.00073
7,463083,-212.54193265999996,63722,10100,44.39,11.393157958984375,132.55364990234375,9.652998924255371,0.01616244576871395,460082,0.00073
7,463482,-210.32075733999997,63782,10110,43.68,12.044456481933594,136.7434539794922,-5.71700382232666,0.015788473188877106,460481,0.00073
7,463920,-211.76090243000002,63848,10120,43.49,10.520819664001465,133.68443298339844,2.9646804332733154,0.016711317002773285,460919,0.00073
7,464414,-212.40470021000002,63922,10130,44.01,9.76760196685791,135.18748474121094,-3.217677593231201,0.016499944031238556,461413,0.00073
7,464826,-210.27448860999996,63983,10140,43.82,9.452373504638672,140.868896484375,0.8691631555557251,0.016006218269467354,461825,0.00073
7,465275,-206.72028148000004,64049,10150,44.25,9.76384449005127,136.52540588378906,-3.296311378479004,0.016041120514273643,462274,0.00073
7,465743,-205.27207816,64118,10160,44.68,11.39312744140625,133.9405517578125,-0.20145612955093384,0.016263412311673164,462742,0.00073
7,466221,-208.43350181000002,64188,10170,45.32,8.944181442260742,123.60248565673828,2.8665072917938232,0.016724949702620506,463220,0.00073
7,466621,-211.23956949999996,64247,10180,44.32,10.644540786743164,130.698974609375,-0.9840741157531738,0.01650545373558998,463620,0.00073
7,466999,-209.73941873,64301,10190,43.71,11.312376976013184,130.4325714111328,8.419403076171875,0.015954790636897087,463998,0.00073
7,467421,-205.79473883999995,64363,10200,43.38,9.959656715393066,128.6425323486328,1.5558383464813232,0.01652282476425171,464420,0.00073
7,467785,-203.88799049999994,64416,10210,43.03,8.855219841003418,137.13746643066406,6.341224670410156,0.016727127134799957,464784,0.00073
7,468223,-203.02679765999997,64479,10220,43.03,10.7960205078125,134.03341674804688,2.5622920989990234,0.01631307229399681,465222,0.00073
7,468723,-204.47372215,64550,10230,43.09,9.052839279174805,133.24586486816406,11.02584457397461,0.016975389793515205,465722,0.00073
7,469150,-205.78235767,64610,10240,43.24,10.564257621765137,133.91925048828125,-12.878541946411133,0.016746127977967262,466149,0.00073
7,469614,-206.66460787000003,64676,10250,43.39,10.238821983337402,131.7677459716797,8.083322525024414,0.016820989549160004,466613,0.00073
7,470070,-207.56457208000003,64741,10260,43.27,9.692275047302246,131.3187255859375,1.2804474830627441,0.016425535082817078,467069,0.00073
7,470508,-203.91014288000002,64802,10270,42.87,9.226373672485352,130.5063018798828,-1.5291261672973633,0.016539907082915306,467507,0.00073
7,470952,-203.42498779999997,64866,10280,43.31,10.298498153686523,127.0694580078125,2.247636318206787,0.016896940767765045,467951,0.00073
7,471357,-206.91901951000003,64924,10290,43.58,11.706596374511719,129.7429962158203,-7.178324222564697,0.016467442736029625,468356,0.00073
7,471709,-211.60087884999996,64974,10300,42.88,10.688947677612305,132.9933624267578,6.528436660766602,0.016234124079346657,468708,0.00073
7,472155,-210.63014248,65038,10310,43.7,10.055679321289062,133.63619995117188,-2.9659104347229004,0.016945594921708107,469154,0.00073
7,472591,-205.54427296999998,65100,10320,43.68,10.432540893554688,123.20368957519531,-3.6779794692993164,0.017084218561649323,469590,0.00073
7,473006,-202.57253524,65159,10330,42.83,10.283440589904785,136.8619384765625,-5.882041931152344,0.017255041748285294,470005,0.00073
7,473469,-201.80948088999997,65223,10340,43.19,9.86449909210205,128.02438354492188,2.658437490463257,0.01695183478295803,470468,0.00073
7,473890,-202.29357234,65283,10350,42.76,10.370858192443848,135.1345977783203,-1.6253011226654053,0.017013516277074814,470889,0.00073
7,474276,-204.53845958999997,65339,10360,42.06,11.98305892944336,132.21925354003906,1.7199621200561523,0.01623029261827469,471275,0.00073
7,474748,-211.16950906999998,65407,10370,42.4,10.499945640563965,131.35400390625,1.0734179019927979,0.016357775777578354,471747,0.00073
7,475109,-212.78925084000002,65459,10380,41.57,8.92424201965332,134.455078125,-6.59462833404541,0.016402414068579674,472108,0.00073
7,475602,-209.88014702,65529,10390,42.45,10.860662460327148,124.03295135498047,-5.12847375869751,0.016118092462420464,472601,0.00073
7,476102,-204.96027889,65600,10400,43.93,8.8659086227417,133.49978637695312,-2.6319026947021484,0.016515308991074562,473101,0.00073
7,476495,-207.9901846,65656,10410,43.4,10.328485488891602,132.54736328125,8.110441207885742,0.01620611920952797,473494,0.00073
7,476965,-213.32175339999998,65724,10420,43.74,10.185911178588867,135.2373046875,8.112605094909668,0.01690039038658142,473964,0.00073
7,477380,-213.35255054,65783,10430,43.74,12.546197891235352,142.66671752929688,-4.948155403137207,0.01635747216641903,474379,0.00073
7,477811,-214.65492731999998,65845,10440,43.42,9.641365051269531,135.45623779296875,6.3609771728515625,0.015892133116722107,474810,0.00073
7,478287,-214.91133953,65915,10450,43.97,9.967552185058594,136.3435821533203,-2.763190507888794,0.016503123566508293,475286,0.00073
7,478737,-214.37249433000005,65979,10460,44.61,9.599885940551758,135.21774291992188,-10.621583938598633,0.01599414087831974,475736,0.00073
7,479170,-212.58904760000004,66040,10470,44.22,8.627740859985352,135.96463012695312,-3.669623374938965,0.016131456941366196,476169,0.00073
7,479638,-211.56938239,66106,10480,45.29,9.096019744873047,133.14291381835938,5.838885307312012,0.016716785728931427,476637,0.00073
7,480064,-210.41129183000004,66167,10490,44.62,9.876710891723633,131.30484008789062,-0.2893773317337036,0.015877218917012215,477063,0.00073
7,480423,-214.32138883,66218,10500,43.21,10.391602516174316,134.82037353515625,-8.87100601196289,0.015685278922319412,477422,0.00073
7,480821,-214.92958486999999,66276,10510,43.26,8.958410263061523,137.26437377929688,-1.776219129562378,0.01586257666349411,477820,0.00073
7,481238,-213.70809246999997,66336,10520,42.73,11.374198913574219,139.9430694580078,-7.103890419006348,0.015705613419413567,478237,0.00073
7,481679,-212.40374808999997,66397,10530,42.99,11.484643936157227,142.74856567382812,-10.081890106201172,0.01609792187809944,478678,0.00073
7,482151,-210.88712579,66464,10540,43.4,10.983158111572266,138.4221649169922,-1.8828119039535522,0.01572345569729805,479150,0.00073
7,482620,-209.57436844,66530,10550,43.33,8.339102745056152,137.62359619140625,-4.991093635559082,0.016134534031152725,479619,0.00073
7,483089,-209.04940409,66596,10560,43.52,8.926421165466309,135.36985778808594,-2.6714093685150146,0.016424093395471573,480088,0.00073
7,483527,-202.30365441,66658,10570,43.57,8.181656837463379,134.71218872070312,4.553576946258545,0.016149304807186127,480526,0.00073
7,483909,-199.81950743,66712,10580,42.71,7.389716148376465,136.42074584960938,0.4450472593307495,0.01555388979613781,480908,0.00073
7,484297,-204.67637226000002,66767,10590,42.33,9.204994201660156,136.6210479736328,-0.9453297257423401,0.0156166423112154,481296,0.00073
7,484797,-199.54132835000001,66837,10600,43.74,8.494093894958496,138.48394775390625,-8.357696533203125,0.015666181221604347,481796,0.00073
7,485272,-195.32396725,66902,10610,44.51,9.979639053344727,137.09573364257812,15.903860092163086,0.01579607091844082,482271,0.00073
7,485731,-197.12674137000005,66967,10620,44.93,9.304771423339844,139.06443786621094,-4.496451377868652,0.01595103181898594,482730,0.00073
7,486135,-196.73090417999995,67024,10630,44.56,9.175710678100586,130.76150512695312,-1.8902919292449951,0.016102422028779984,483134,0.00073
7,486603,-195.49450539999998,67089,10640,44.52,9.566240310668945,129.81033325195312,-1.6176685094833374,0.015514630824327469,483602,0.00073
7,487074,-197.90020119000002,67155,10650,44.54,11.015376091003418,128.23052978515625,7.713974952697754,0.015699759125709534,484073,0.00073
7,487513,-194.04066297999998,67216,10660,44.24,11.252968788146973,130.0059814453125,-7.389638900756836,0.016093356534838676,484512,0.00073
7,487980,-196.32069380000004,67282,10670,44.53,9.192865371704102,135.77694702148438,-13.351153373718262,0.016239885240793228,484979,0.00073
7,488422,-198.12091694999998,67343,10680,45.13,8.314796447753906,132.968017578125,-0.12039712071418762,0.01613328605890274,485421,0.00073
7,488812,-196.96925885999997,67397,10690,45.15,9.347088813781738,132.72714233398438,2.345496654510498,0.015887178480625153,485811,0.00073
7,489258,-201.38753978,67459,10700,44.61,8.353658676147461,136.86524963378906,8.04394817352295,0.01620684564113617,486257,0.00073
7,489730,-200.35453854000002,67525,10710,44.58,8.950793266296387,128.949462890625,-8.882376670837402,0.016427062451839447,486729,0.00073
7,490168,-199.74046055,67586,10720,44.37,8.021748542785645,127.2950668334961,-0.7972951531410217,0.01636447012424469,487167,0.00073
7,490638,-199.23890188999997,67653,10730,45.03,9.522383689880371,132.38922119140625,-5.144897937774658,0.016441183164715767,487637,0.00073
7,491084,-201.20088678,67716,10740,44.81,8.739114761352539,131.38009643554688,-7.192440986633301,0.016277702525258064,488083,0.00073
7,491454,-200.26894375000003,67767,10750,43.8,9.360002517700195,129.13365173339844,-1.955742359161377,0.016180474311113358,488453,0.00073
7,491927,-201.98485705000002,67834,10760,44.14,9.632213592529297,132.1684112548828,-2.3307080268859863,0.016496483236551285,488926,0.00073
7,492404,-201.56404725000002,67901,10770,44.24,9.496053695678711,135.01467895507812,10.191400527954102,0.01621900498867035,489403,0.00073
7,492798,-201.67666113000004,67955,10780,43.76,9.520549774169922,129.0774688720703,0.4966752529144287,0.016843944787979126,489797,0.00073
7,493207,-197.01660444,68013,10790,43.95,11.34231948852539,130.15768432617188,-8.538275718688965,0.016698302701115608,490206,0.00073
7,493630,-196.00929981999997,68072,10800,43.72,9.140958786010742,136.1119842529297,4.457801818847656,0.01673555187880993,490629,0.00073
7,494020,-201.05635017999998,68127,10810,42.9,8.787973403930664,127.05465698242188,4.263917446136475,0.016873156651854515,491019,0.00073
7,494435,-198.26523128999997,68185,10820,42.67,10.361648559570312,129.50086975097656,-9.8808012008667,0.016482604667544365,491434,0.00073
7,494935,-198.77812807,68255,10830,42.97,9.836931228637695,124.87596893310547,12.306002616882324,0.017663348466157913,491934,0.00073
7,495346,-199.48124229,68313,10840,42.62,11.85700798034668,128.6917266845703,-5.68999719619751,0.017359737306833267,492345,0.00073
7,495798,-197.62325581999997,68375,10850,43.44,11.74990463256836,121.06729125976562,4.209859371185303,0.01683095470070839,492797,0.00073
7,496256,-203.94876069999998,68440,10860,43.29,10.463186264038086,127.94939422607422,0.39432239532470703,0.0165576059371233,493255,0.00073
7,496756,-201.89577707999996,68509,10870,43.52,10.260641098022461,129.3741455078125,-2.026048421859741,0.0172894187271595,493755,0.00073
7,497203,-199.18551961,68573,10880,44.05,12.320150375366211,124.70817565917969,5.029623985290527,0.017675649374723434,494202,0.00073
7,497672,-198.73249955000003,68638,10890,44.65,9.846502304077148,126.06017303466797,3.323336362838745,0.01785779371857643,494671,0.00073
7,498057,-200.01172083999998,68692,10900,44.27,12.292465209960938,125.84268951416016,-0.15936613082885742,0.018266169354319572,495056,0.00073
7,498539,-200.55384664000002,68759,10910,45.19,13.673675537109375,124.66075134277344,-2.3437066078186035,0.018624963238835335,495538,0.00073
7,498998,-202.21590123000001,68824,10920,45.63,12.258136749267578,125.7943344116211,-0.38709259033203125,0.017516309395432472,495997,0.00073
7,499498,-197.89165963,68894,10930,45.63,10.593761444091797,131.70318603515625,1.9858801364898682,0.018221767619252205,496497,0.00073
7,499922,-196.20281412000003,68953,10940,45.76,13.406503677368164,124.98223876953125,-1.1996232271194458,0.017714226618409157,496921,0.00073
7,500306,-197.72593693000002,69006,10950,45.08,9.796939849853516,127.59220123291016,-3.9666824340820312,0.01755497232079506,497305,0.00073
7,500760,-194.57159230999994,69070,10960,45.04,8.350818634033203,131.11614990234375,5.191645622253418,0.016983963549137115,497759,0.00073
7,501209,-199.84276134,69133,10970,44.53,10.237668991088867,129.3221435546875,3.3330204486846924,0.016850363463163376,498208,0.00073
7,501681,-199.69537734000002,69198,10980,44.78,9.867329597473145,130.65301513671875,3.329634189605713,0.016962742432951927,498680,0.00073
7,502157,-199.76271185999997,69265,10990,44.85,8.792987823486328,134.5152130126953,1.440227746963501,0.016728315502405167,499156,0.00073
7,502583,-199.00826553000002,69324,11000,45.26,12.399796485900879,122.4636001586914,1.9068303108215332,0.016625065356492996,499582,0.00073
7,503027,-197.33782639,69385,11010,44.88,9.962945938110352,132.65618896484375,2.3889756202697754,0.01703065074980259,500026,0.00073
7,503474,-194.49625278,69450,11020,44.76,10.463154792785645,130.6473846435547,2.4988327026367188,0.016619859263300896,500473,0.00073
7,503894,-197.66395894999997,69512,11030,43.96,11.17597770690918,124.64080047607422,-1.9046226739883423,0.017102345824241638,500893,0.00073
7,504326,-201.89249623999996,69575,11040,44.04,10.210145950317383,131.13031005859375,5.7596435546875,0.016640713438391685,501325,0.00073
7,504791,-200.54564150000004,69643,11050,44.85,9.513042449951172,127.0457763671875,-12.977362632751465,0.017551155760884285,501790,0.00073
7,505231,-197.4359416,69706,11060,44.71,9.769373893737793,132.45916748046875,-9.515691757202148,0.0173147302120924,502230,0.00073
7,505697,-192.20537767,69772,11070,44.88,10.591364860534668,125.72135162353516,11.341936111450195,0.016867035999894142,502696,0.00073
7,506141,-194.81295543999997,69835,11080,44.6,13.459859848022461,130.4768829345703,-0.10362911224365234,0.01703520677983761,503140,0.00073
7,506531,-201.20262879999999,69891,11090,43.74,9.165712356567383,134.86563110351562,-2.381904125213623,0.01689937524497509,503530,0.00073
7,507029,-200.86754013000007,69962,11100,44.46,10.205401420593262,134.94747924804688,0.12949132919311523,0.016765311360359192,504028,0.00073
7,507496,-197.98868029000002,70029,11110,44.69,10.767131805419922,127.32746124267578,-11.202947616577148,0.016880488023161888,504495,0.00073
7,507940,-198.71304167999995,70092,11120,44.66,9.182319641113281,128.6396026611328,6.218051433563232,0.016691671684384346,504939,0.00073
7,508440,-197.12560738,70162,11130,45.46,10.900497436523438,134.60443115234375,3.1673359870910645,0.017432792112231255,505439,0.00073
7,508898,-195.95174048999996,70228,11140,45.72,8.636150360107422,125.1730728149414,-3.5986504554748535,0.016633668914437294,505897,0.00073
7,509298,-198.16313430000002,70285,11150,45.07,10.130777359008789,130.366455078125,-1.7608191967010498,0.016901623457670212,506297,0.00073
7,509701,-198.67734353000003,70342,11160,44.7,9.834768295288086,135.2954864501953,-6.798379421234131,0.016721472144126892,506700,0.00073
7,510133,-203.72235,70403,11170,44.36,10.354036331176758,124.76902770996094,2.302119016647339,0.017025932669639587,507132,0.00073
7,510541,-202.99206843,70460,11180,44.0,9.791476249694824,124.20462799072266,0.9376962184906006,0.016703972592949867,507540,0.00073
7,510985,-197.73892353,70521,11190,44.54,9.51938247680664,133.42108154296875,1.673256516456604,0.017102379351854324,507984,0.00073
7,511446,-199.88798960000003,70586,11200,44.17,11.515878677368164,125.41995239257812,0.3180919885635376,0.01694393903017044,508445,0.00073
7,511857,-200.88393594000004,70643,11210,43.61,12.121599197387695,125.60352325439453,3.1302244663238525,0.01703963428735733,508856,0.00073
7,512266,-200.99979313999995,70701,11220,43.26,9.052545547485352,131.4658660888672,2.1601128578186035,0.017417727038264275,509265,0.00073
7,512688,-203.70470605,70761,11230,42.48,9.763185501098633,121.4619369506836,-2.931091547012329,0.01717894710600376,509687,0.00073
7,513142,-202.62943245000002,70824,11240,42.44,11.05218505859375,131.02316284179688,-3.1229610443115234,0.01651853136718273,510141,0.00073
7,513577,-200.81625808999996,70884,11250,42.79,10.683568954467773,134.32733154296875,-4.7309160232543945,0.016857940703630447,510576,0.00073
7,513973,-203.22522288,70940,11260,42.72,9.287128448486328,134.28607177734375,-3.2115464210510254,0.01687558740377426,510972,0.00073
7,514414,-203.83864412,71001,11270,42.81,11.587651252746582,130.4092559814453,1.7899353504180908,0.017028847709298134,511413,0.00073
7,514772,-205.21784936,71052,11280,42.31,10.04140853881836,134.18820190429688,-7.62990140914917,0.017243066802620888,511771,0.00073
7,515196,-207.52179179000004,71111,11290,42.11,11.227974891662598,125.15739440917969,6.89674186706543,0.016820332035422325,512195,0.00073
7,515603,-205.57899352,71169,11300,41.57,9.431861877441406,128.099365234375,0.7844007015228271,0.016820458695292473,512602,0.00073
7,516037,-205.92354745,71229,11310,41.8,12.251296997070312,121.7956771850586,-4.618857383728027,0.0174848809838295,513036,0.00073
7,516485,-207.75341326000006,71291,11320,42.19,8.978740692138672,126.11981964111328,-6.763735771179199,0.016519751399755478,513484,0.00073
7,516931,-207.56262532999997,71353,11330,42.43,9.313018798828125,134.2139434814453,-6.766908645629883,0.016463181003928185,513930,0.00073
7,517359,-209.07983553999998,71412,11340,42.17,9.705011367797852,125.47123718261719,-1.9761896133422852,0.016997573897242546,514358,0.00073
7,517768,-207.45468264,71468,11350,41.91,10.917143821716309,127.94939422607422,1.8632184267044067,0.017283698543906212,514767,0.00073
7,518139,-205.25516141000003,71520,11360,41.66,10.948259353637695,129.67947387695312,4.609932899475098,0.017408328130841255,515138,0.00073
7,518521,-203.03876554,71573,11370,41.07,10.210034370422363,126.11148071289062,8.619070053100586,0.0175060722976923,515520,0.00073
7,518927,-204.48472173000002,71630,11380,41.55,10.26626968383789,126.20032501220703,2.1829066276550293,0.017099721357226372,515926,0.00073
7,519406,-199.57356236000004,71696,11390,42.1,11.381591796875,128.36610412597656,-8.68950080871582,0.016831764951348305,516405,0.00073
7,519834,-201.57166617000001,71755,11400,42.31,11.993368148803711,128.30137634277344,6.101778030395508,0.017177021130919456,516833,0.00073
7,520262,-201.84141743999996,71815,11410,42.25,10.797910690307617,133.4809112548828,1.3032671213150024,0.017345687374472618,517261,0.00073
7,520697,-201.984603,71875,11420,42.12,7.683117866516113,129.16116333007812,-6.944307804107666,0.017305750399827957,517696,0.00073
7,521108,-202.33094330999995,71933,11430,41.77,11.533587455749512,126.5226058959961,7.910430908203125,0.016863666474819183,518107,0.00073
7,521452,-202.28242439999997,71980,11440,40.93,9.820324897766113,123.08580017089844,1.5725592374801636,0.017842566594481468,518451,0.00073
7,521899,-202.97969806999993,72042,11450,41.31,10.470081329345703,126.58647918701172,-0.4688178300857544,0.017275162041187286,518898,0.00073
7,522327,-206.86566186999997,72101,11460,41.88,9.822921752929688,128.98324584960938,-0.18829739093780518,0.017098724842071533,519326,0.00073
7,522765,-207.89335436,72161,11470,42.44,9.742963790893555,125.18670654296875,-3.435504913330078,0.017882052809000015,519764,0.00073
7,523206,-202.98912900000002,72222,11480,42.79,10.334466934204102,132.06716918945312,-2.2777256965637207,0.01687418669462204,520205,0.00073
7,523674,-205.06746859000003,72286,11490,42.68,11.415092468261719,127.42882537841797,4.585655212402344,0.016532493755221367,520673,0.00073
7,524172,-201.79804194000005,72355,11500,43.38,10.561962127685547,135.79530334472656,0.45806312561035156,0.016694368794560432,521171,0.00073
7,524568,-201.40283539999996,72409,11510,43.06,9.8150634765625,134.19769287109375,5.334831237792969,0.016907798126339912,521567,0.00073
7,525037,-198.2202418,72474,11520,43.4,10.491085052490234,125.43988800048828,-0.5440859794616699,0.01635136641561985,522036,0.00073
7,525537,-196.48150495,72543,11530,44.29,9.359780311584473,132.68997192382812,2.7266745567321777,0.01656254194676876,522536,0.00073
7,525893,-197.08722746000004,72591,11540,44.41,11.506532669067383,131.82273864746094,-2.013570785522461,0.016593702137470245,522892,0.00073
7,526332,-195.60348968,72652,11550,44.33,8.679166793823242,125.64326477050781,-1.8238739967346191,0.016671737655997276,523331,0.00073
7,526738,-192.77117874000004,72708,11560,44.11,11.665773391723633,132.43621826171875,-2.5859715938568115,0.01676824688911438,523737,0.00073
7,527150,-191.95878696,72765,11570,43.85,13.01785945892334,126.48085021972656,-1.8741035461425781,0.01739768125116825,524149,0.00073
7,527565,-197.16833942999995,72822,11580,43.59,12.543814659118652,129.51260375976562,-0.15497303009033203,0.01683695800602436,524564,0.00073
7,527999,-198.79758034,72882,11590,43.25,11.99169921875,124.80165100097656,-3.6288390159606934,0.017254967242479324,524998,0.00073
7,528452,-199.94456938,72943,11600,42.8,10.110757827758789,129.43798828125,7.967275142669678,0.017250919714570045,525451,0.00073
7,528930,-198.66579621999998,73009,11610,43.62,10.52853012084961,127.9616470336914,-0.4783400297164917,0.017010312527418137,525929,0.00073
7,529398,-199.30412032,73074,11620,43.61,11.331537246704102,129.6424560546875,1.3513344526290894,0.01683586649596691,526397,0.00073
7,529830,-203.42873253,73133,11630,42.93,10.73318099975586,124.90330505371094,-0.2136859893798828,0.017452022060751915,526829,0.00073
7,530259,-198.70438615999996,73192,11640,43.66,11.002388954162598,123.42664337158203,-5.733264923095703,0.017261173576116562,527258,0.00073
7,530727,-200.00781693999997,73257,11650,43.95,10.099552154541016,128.859375,-1.5451396703720093,0.016943858936429024,527726,0.00073
7,531176,-199.16987371000002,73319,11660,44.38,11.566413879394531,129.80274963378906,1.9368462562561035,0.01673288643360138,528175,0.00073
7,531585,-200.28024828000005,73375,11670,44.35,10.59841537475586,129.78863525390625,-2.6097946166992188,0.01729988493025303,528584,0.00073
7,531994,-197.79864793999994,73431,11680,44.29,9.0994873046875,123.00347900390625,1.4947806596755981,0.016494257375597954,528993,0.00073
7,532464,-198.47323067999997,73496,11690,44.65,9.138935089111328,135.43270874023438,3.156275987625122,0.01690421812236309,529463,0.00073
7,532856,-201.93911117,73551,11700,44.04,10.358938217163086,131.08303833007812,6.947001934051514,0.016799122095108032,529855,0.00073
7,533297,-204.50135532999997,73613,11710,43.67,9.333511352539062,131.227294921875,-3.85514235496521,0.01678118109703064,530296,0.00073
7,533743,-203.83667374,73675,11720,43.45,11.191879272460938,125.35078430175781,9.019437789916992,0.0163364727050066,530742,0.00073
7,534217,-199.72858104,73740,11730,43.87,11.570316314697266,133.1428985595703,-2.256655693054199,0.01633739098906517,531216,0.00073
7,534660,-199.62965619000002,73800,11740,44.01,9.908267974853516,131.29396057128906,4.196697235107422,0.01658761128783226,531659,0.00073
7,535037,-203.16693569999998,73852,11750,43.1,12.130995750427246,132.11785888671875,1.9126101732254028,0.01632561720907688,532036,0.00073
7,535455,-202.24534268999997,73910,11760,42.79,10.26656723022461,124.52175903320312,-3.5519776344299316,0.01638738065958023,532454,0.00073
7,535926,-197.82380855999997,73977,11770,43.41,10.813737869262695,129.99017333984375,-9.56460189819336,0.016463635489344597,532925,0.00073
7,536363,-194.89376486,74037,11780,43.69,10.660191535949707,129.55548095703125,0.5130692720413208,0.016241023316979408,533362,0.00073
7,536789,-197.36692954999998,74097,11790,43.25,11.157350540161133,133.91404724121094,6.208855152130127,0.016546539962291718,533788,0.00073
7,537257,-194.64749764999996,74162,11800,44.01,9.466079711914062,126.72007751464844,-7.543859004974365,0.01593306101858616,534256,0.00073
7,537663,-195.14735973000003,74219,11810,43.66,8.68705940246582,130.86077880859375,-2.5083281993865967,0.01609981805086136,534662,0.00073
7,538078,-195.71320713000006,74276,11820,43.35,10.548309326171875,132.91656494140625,-8.708250999450684,0.01666998863220215,535077,0.00073
7,538522,-196.53803249000003,74337,11830,43.05,9.69851303100586,127.03717803955078,3.0101513862609863,0.016106514260172844,535521,0.00073
7,538933,-196.95878947,74393,11840,42.73,9.480067253112793,128.4224395751953,3.8997061252593994,0.01623653993010521,535932,0.00073
7,539394,-194.2216235,74457,11850,43.57,10.946635246276855,128.6659393310547,-3.277453899383545,0.01667146570980549,536393,0.00073
