time/time_elapsed,time/fps,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/n_updates
42324,7,303244,17900,16.45,-2.8688029300000006,0.00073,2.284567356109619,0.007764178328216076,2.010981559753418,0.0004747512866742909,300243
42347,7,303406,17910,16.37,-2.8490219999999997,0.00073,2.2850446701049805,0.006749286316335201,24.895347595214844,0.00046343999565578997,300405
42370,7,303571,17920,16.38,-2.8553600100000005,0.00073,2.31294322013855,0.0086204893887043,15.908119201660156,0.00046269697486422956,300570
42394,7,303735,17930,16.37,-2.8655074299999996,0.00073,2.2731986045837402,0.010396450757980347,-3.919684886932373,0.0004593890334945172,300734
42417,7,303897,17940,16.33,-2.85994369,0.00073,2.2421875,0.007299819961190224,0.1694803237915039,0.0004556008498184383,300896
42440,7,304058,17950,16.26,-2.8443796999999993,0.00073,2.3320674896240234,0.009064172394573689,25.96144676208496,0.00044651186908595264,301057
42463,7,304223,17960,16.27,-2.8405196,0.00073,2.388974189758301,0.011413805186748505,26.921993255615234,0.0004423170757945627,301222
42487,7,304386,17970,16.27,-2.85863042,0.00073,2.359473705291748,0.009687358513474464,8.50776481628418,0.00044364656787365675,301385
42510,7,304547,17980,16.26,-2.8632289800000006,0.00073,2.216381072998047,0.0070574041455984116,-17.48952293395996,0.00044022640213370323,301546
42533,7,304707,17990,16.26,-2.8577932600000002,0.00073,2.2208290100097656,0.0067923543974757195,-17.701892852783203,0.0004434896109160036,301706
42556,7,304867,18000,16.23,-2.8814599900000006,0.00073,2.359450340270996,0.007596655748784542,0.6695725917816162,0.0004439906624611467,301866
42577,7,305020,18010,16.14,-2.89834542,0.00073,2.23087215423584,0.00744202733039856,-13.502618789672852,0.0004481970681808889,302019
42600,7,305174,18020,16.03,-2.8884018499999997,0.00073,2.336728572845459,0.009781823493540287,26.7884521484375,0.00043672911124303937,302173
42623,7,305331,18030,15.96,-2.8865243000000005,0.00073,2.2943310737609863,0.009532123804092407,12.278882026672363,0.0004377331642899662,302330
42646,7,305491,18040,15.94,-2.88582245,0.00073,2.306321859359741,0.0060908072628080845,-6.100683689117432,0.00044009395060129464,302490
42669,7,305651,18050,15.93,-2.9051790399999997,0.00073,2.2920358180999756,0.00876588560640812,4.840943336486816,0.0004510055005084723,302650
42692,7,305815,18060,15.92,-2.90482211,0.00073,2.1993231773376465,0.009178860113024712,-20.49265480041504,0.0004506781115196645,302814
42715,7,305975,18070,15.89,-2.8866851999999996,0.00073,2.209653377532959,0.0060501135885715485,-14.127761840820312,0.0004374792333692312,302974
42738,7,306134,18080,15.87,-2.8849471699999993,0.00073,2.2972207069396973,0.007637550123035908,11.677279472351074,0.000435560941696167,303133
42761,7,306294,18090,15.87,-2.8955645,0.00073,2.3171963691711426,0.007094488479197025,20.24193572998047,0.0004361316387075931,303293
42784,7,306456,18100,15.89,-2.8796090399999996,0.00073,2.293635129928589,0.006088088732212782,-11.727445602416992,0.0004460768832359463,303455
42807,7,306614,18110,15.94,-2.8754999800000003,0.00073,2.196376323699951,0.006938286125659943,-27.970109939575195,0.0004528022254817188,303613
42831,7,306776,18120,16.02,-2.8696883999999994,0.00073,2.2335853576660156,0.00939161330461502,0.32750463485717773,0.0004500158247537911,303775
42855,7,306937,18130,16.06,-2.8678566599999997,0.00073,2.250892400741577,0.010578322224318981,7.772640228271484,0.0004443825164344162,303936
42878,7,307099,18140,16.08,-2.8569123000000007,0.00073,2.169727087020874,0.006134499330073595,-16.854080200195312,0.00044145865831524134,304098
42900,7,307257,18150,16.06,-2.8324406700000004,0.00073,2.32442307472229,0.011207794770598412,-8.48260498046875,0.0004409432294778526,304256
42922,7,307415,18160,16.0,-2.8281956799999994,0.00073,2.2281556129455566,0.0053087035194039345,-23.812162399291992,0.00043804282904602587,304414
42945,7,307579,18170,16.04,-2.83414327,0.00073,2.2471799850463867,0.006884648464620113,-2.4395244121551514,0.0004315482219681144,304578
42969,7,307742,18180,16.08,-2.83180576,0.00073,2.2290360927581787,0.006577582098543644,7.707319259643555,0.00042800535447895527,304741
42992,7,307907,18190,16.13,-2.82122558,0.00073,2.2986700534820557,0.009052906185388565,25.257686614990234,0.000428675499279052,304906
43015,7,308070,18200,16.14,-2.81616952,0.00073,2.2753746509552,0.008203152567148209,7.625514030456543,0.00042672784184105694,305069
43040,7,308236,18210,16.22,-2.8117029499999995,0.00073,2.22153902053833,0.006626203190535307,-6.285585880279541,0.00041850790148600936,305235
43063,7,308401,18220,16.25,-2.8219543600000003,0.00073,2.301652431488037,0.006191161461174488,7.195803642272949,0.00041037192568182945,305400
43087,7,308565,18230,16.28,-2.82081158,0.00073,2.240626096725464,0.007230720017105341,-4.590104103088379,0.0004192243213765323,305564
43111,7,308730,18240,16.31,-2.82275896,0.00073,2.3326709270477295,0.006518403999507427,15.624409675598145,0.00043154534068889916,305729
43135,7,308898,18250,16.41,-2.84186193,0.00073,2.2247540950775146,0.007261733524501324,7.617829322814941,0.00042954328819178045,305897
43159,7,309063,18260,16.48,-2.83887771,0.00073,2.2707440853118896,0.007446919567883015,20.855131149291992,0.000428192550316453,306062
43182,7,309229,18270,16.5,-2.8430440100000003,0.00073,2.276798963546753,0.011340459808707237,29.411191940307617,0.0004236388485878706,306228
43206,7,309394,18280,16.52,-2.86295206,0.00073,2.234471321105957,0.008083382621407509,-7.208023548126221,0.0004182914271950722,306393
43229,7,309555,18290,16.48,-2.87191037,0.00073,2.2230935096740723,0.00646374374628067,1.4541270732879639,0.00041738367872312665,306554
43251,7,309715,18300,16.45,-2.86427865,0.00073,2.1986398696899414,0.006303854286670685,-7.738053321838379,0.0004112379392609,306714
43274,7,309879,18310,16.43,-2.8568229899999995,0.00073,2.250196695327759,0.007233672775328159,-9.104647636413574,0.000410529290093109,306878
43297,7,310042,18320,16.41,-2.86457705,0.00073,2.2039527893066406,0.005192040465772152,-4.975226402282715,0.0004165470309089869,307041
43320,7,310203,18330,16.38,-2.8640067100000004,0.00073,2.2494096755981445,0.008715376257896423,27.6723690032959,0.00042788925929926336,307202
43343,7,310364,18340,16.34,-2.8696698499999993,0.00073,2.222256898880005,0.00753232603892684,-13.401909828186035,0.00043211510637775064,307363
43366,7,310526,18350,16.28,-2.85657858,0.00073,2.2790215015411377,0.007219310849905014,18.819156646728516,0.000427532329922542,307525
43389,7,310687,18360,16.24,-2.8438076,0.00073,2.1697816848754883,0.00598420575261116,0.7139461040496826,0.0004280274151824415,307686
43412,7,310851,18370,16.22,-2.83257548,0.00073,2.2487998008728027,0.008018639869987965,4.491739273071289,0.0004357329453341663,307850
43436,7,311014,18380,16.2,-2.8159844499999998,0.00073,2.2274415493011475,0.006748450919985771,4.638844013214111,0.0004254486411809921,308013
43459,7,311178,18390,16.23,-2.81301985,0.00073,2.2743568420410156,0.009129080921411514,17.812946319580078,0.0004251183127053082,308177
43482,7,311341,18400,16.26,-2.834053770000001,0.00073,2.116335153579712,0.005323840770870447,-13.006978988647461,0.0004211973864585161,308340
43505,7,311503,18410,16.24,-2.8531043499999997,0.00073,2.148204803466797,0.009591475129127502,0.06025993824005127,0.00041935750050470233,308502
43528,7,311667,18420,16.25,-2.85732256,0.00073,2.2208337783813477,0.007180140353739262,-3.336988925933838,0.0004058873455505818,308666
43552,7,311829,18430,16.26,-2.8574000399999995,0.00073,2.1945672035217285,0.007318400777876377,0.8283290863037109,0.0003998393949586898,308828
43576,7,311993,18440,16.29,-2.86096249,0.00073,2.198423385620117,0.008269017562270164,-4.301382541656494,0.00041070961742661893,308992
43600,7,312160,18450,16.34,-2.8775961800000003,0.00073,2.2242584228515625,0.007843730971217155,6.668087959289551,0.0004122199898120016,309159
43624,7,312322,18460,16.35,-2.88094279,0.00073,2.1940219402313232,0.007059912197291851,-14.08610725402832,0.00041319726733490825,309321
43647,7,312484,18470,16.33,-2.88753183,0.00073,2.1407792568206787,0.00712800957262516,-10.560027122497559,0.00040766445454210043,309483
43671,7,312650,18480,16.36,-2.895101720000001,0.00073,2.171990156173706,0.008647778071463108,8.153482437133789,0.00040714655187912285,309649
43694,7,312811,18490,16.33,-2.88279155,0.00073,2.2308261394500732,0.008373074233531952,20.42218017578125,0.00040422225720249116,309810
43717,7,312975,18500,16.34,-2.8726632599999995,0.00073,2.195521593093872,0.0060682473704218864,-13.226906776428223,0.0004149090382270515,309974
43741,7,313144,18510,16.41,-2.86851269,0.00073,2.163593053817749,0.006200446747243404,2.4360716342926025,0.00040709530003368855,310143
43764,7,313308,18520,16.41,-2.8459765299999997,0.00073,2.1452605724334717,0.006413025315850973,-16.63086700439453,0.0004009304684586823,310307
43788,7,313480,18530,16.51,-2.8701970000000006,0.00073,2.130110025405884,0.0077799903228878975,-14.254632949829102,0.0004036530735902488,310479
43815,7,313672,18540,16.79,-2.99582106,0.00073,2.1748359203338623,0.010430879890918732,24.60222816467285,0.0004262714646756649,310671
43849,7,313907,18550,17.47,-3.376732289999999,0.00073,1.8159379959106445,0.0177215076982975,72.26964569091797,0.0006682114326395094,310906
43885,7,314162,18560,18.4,-4.096501679999999,0.00073,1.6610521078109741,0.017475921660661697,14.265859603881836,0.0009220464271493256,311161
43919,7,314405,18570,19.21,-4.5993914799999995,0.00073,1.8460993766784668,0.013402959331870079,-40.95762634277344,0.0009699765942059457,311404
43957,7,314672,18580,20.22,-5.36846452,0.00073,1.9830574989318848,0.00898717064410448,-84.64705657958984,0.0007821900653652847,311671
44001,7,314975,18590,21.64,-6.056318929999999,0.00073,2.2750089168548584,0.008907992392778397,-47.717262268066406,0.000597394653595984,311974
44026,7,315146,18600,21.71,-6.09059951,0.00073,2.216435670852661,0.00667940080165863,-39.22590637207031,0.0005282334168441594,312145
44049,7,315308,18610,21.64,-6.07856138,0.00073,2.273139476776123,0.008625343441963196,-10.856803894042969,0.0004859858308918774,312307
44072,7,315470,18620,21.62,-6.094309639999999,0.00073,2.2656898498535156,0.008769860491156578,3.46010160446167,0.0004552870523184538,312469
44095,7,315631,18630,21.51,-6.07132791,0.00073,2.1803622245788574,0.008153441362082958,-27.53729248046875,0.00043602267396636307,312630
44119,7,315791,18640,21.19,-5.94292485,0.00073,2.1878843307495117,0.008399523794651031,-9.31436538696289,0.00042660374310798943,312790
44142,7,315955,18650,20.48,-5.554135680000001,0.00073,2.1568989753723145,0.007406299468129873,-1.5332889556884766,0.00041376627632416785,312954
44166,7,316121,18660,19.59,-4.86092215,0.00073,2.1826171875,0.006619037128984928,-2.9678573608398438,0.0004098713106941432,313120
44190,7,316288,18670,18.83,-4.35671369,0.00073,2.191194534301758,0.007981063798069954,9.15190315246582,0.0004010375414509326,313287
44214,7,316450,18680,17.78,-3.5713948999999996,0.00073,2.0838990211486816,0.00744279008358717,-8.777225494384766,0.0003965655341744423,313449
44236,7,316612,18690,16.37,-2.880904200000001,0.00073,2.14434814453125,0.009670184925198555,-25.940351486206055,0.00039342144737020135,313611
44259,7,316774,18700,16.28,-2.8367549799999994,0.00073,2.139378309249878,0.00804838351905346,-7.8024373054504395,0.0003896758134942502,313773
44282,7,316936,18710,16.28,-2.850468740000001,0.00073,2.235971450805664,0.010983366519212723,-0.2498597502708435,0.00038973268237896264,313935
44304,7,317097,18720,16.27,-2.82796931,0.00073,2.2957563400268555,0.008404828608036041,31.66176986694336,0.0003945930511690676,314096
44327,7,317255,18730,16.24,-2.8065892000000003,0.00073,2.226083278656006,0.00797566119581461,8.660123825073242,0.0003973811981268227,314254
44350,7,317415,18740,16.24,-2.80798725,0.00073,2.124061107635498,0.005715252831578255,-1.3978967666625977,0.0003950778627768159,314414
44373,7,317575,18750,16.2,-2.8054919400000005,0.00073,2.24302339553833,0.008092006668448448,-6.122838020324707,0.0003957447479479015,314574
44395,7,317735,18760,16.14,-2.8027911,0.00073,2.1811814308166504,0.006951117888092995,-3.2126598358154297,0.0003942612966056913,314734
44419,7,317897,18770,16.09,-2.792010339999999,0.00073,2.098146677017212,0.006386961787939072,-14.387190818786621,0.00040307009476237,314896
44442,7,318058,18780,16.08,-2.7993344000000002,0.00073,2.2325356006622314,0.008227121084928513,-1.1800684928894043,0.0003967667871620506,315057
44465,7,318221,18790,16.09,-2.80336609,0.00073,2.2137207984924316,0.011091907508671284,19.74657440185547,0.0003983225324191153,315220
44490,7,318388,18800,16.14,-2.8255513100000003,0.00073,2.2013983726501465,0.006340180058032274,-7.047627925872803,0.00039407654548995197,315387
44513,7,318552,18810,16.16,-2.8140614499999996,0.00073,2.063192367553711,0.006823105737566948,23.2587890625,0.00039277871837839484,315551
44536,7,318717,18820,16.2,-2.8340724500000003,0.00073,2.1772027015686035,0.009009689092636108,6.420783519744873,0.000394071830669418,315716
44562,7,318892,18830,16.37,-2.870746309999999,0.00073,2.1855900287628174,0.005710303783416748,-8.347212791442871,0.00038308039074763656,315891
44587,7,319066,18840,16.51,-2.8915706700000006,0.00073,2.176494598388672,0.0060831778682768345,4.077643394470215,0.00037229378358460963,316065
44611,7,319236,18850,16.61,-2.90684811,0.00073,2.2272257804870605,0.006351010408252478,5.1231160163879395,0.0003763799031730741,316235
44634,7,319400,18860,16.65,-2.8995003299999995,0.00073,2.0826141834259033,0.007346945349127054,-5.323927879333496,0.0003840968129225075,316399
44658,7,319570,18870,16.73,-2.92360969,0.00073,2.110483169555664,0.0050755152478814125,-8.881189346313477,0.00038407594547607005,316569
44683,7,319742,18880,16.84,-2.94257936,0.00073,2.173769950866699,0.007348480634391308,-1.5616966485977173,0.0003911709354724735,316741
44708,7,319912,18890,16.91,-2.9620322700000004,0.00073,2.173037528991699,0.007431316189467907,12.496932983398438,0.0003862219164147973,316911
44743,7,320161,18900,17.73,-3.36628786,0.00073,2.1443185806274414,0.006524273194372654,-9.710489273071289,0.0004271714424248785,317160
44778,7,320407,18910,18.55,-3.6355203600000006,0.00073,2.1936898231506348,0.012291601859033108,16.0627384185791,0.000445507001131773,317406
44809,7,320626,18920,19.09,-3.89865094,0.00073,2.1002156734466553,0.008433524519205093,-22.23503875732422,0.0004278239794075489,317625
44834,7,320799,18930,19.07,-3.8983800899999994,0.00073,2.1685569286346436,0.006330501288175583,-10.496746063232422,0.0004066227120347321,317798
44857,7,320960,18940,18.94,-3.86972331,0.00073,2.1190571784973145,0.005611509084701538,0.6340208053588867,0.0004003375070169568,317959
44881,7,321126,18950,18.9,-3.8549533400000007,0.00073,2.074357748031616,0.005793360527604818,-13.109962463378906,0.0003930638777092099,318125
44906,7,321296,18960,18.96,-3.857362610000001,0.00073,2.172792434692383,0.008775006979703903,20.231895446777344,0.0003777089004870504,318295
44930,7,321462,18970,18.92,-3.8269642399999997,0.00073,2.1327338218688965,0.007923278957605362,6.344300270080566,0.00037205987609922886,318461
44954,7,321630,18980,18.88,-3.8072913900000005,0.00073,2.1558101177215576,0.007274376694113016,0.507819652557373,0.00037136737955734134,318629
44977,7,321794,18990,18.82,-3.7917230800000006,0.00073,2.1404643058776855,0.006807692814618349,-22.390159606933594,0.0003652965242508799,318793
45000,7,321958,19000,17.97,-3.3669265700000004,0.00073,2.1818959712982178,0.0064041344448924065,-8.495650291442871,0.0003642367373686284,318957
45024,7,322122,19010,17.15,-3.1147273400000004,0.00073,2.1452736854553223,0.008845804259181023,13.031027793884277,0.000365472340490669,319121
45046,7,322283,19020,16.57,-2.83163055,0.00073,2.196387529373169,0.005963718518614769,-12.851426124572754,0.00036767282290384173,319282
45069,7,322445,19030,16.46,-2.81820545,0.00073,2.126608371734619,0.005718069151043892,-8.354873657226562,0.0003653062740340829,319444
45092,7,322608,19040,16.48,-2.830507990000001,0.00073,2.173367977142334,0.008206374943256378,-8.856793403625488,0.0003617629408836365,319607
45115,7,322770,19050,16.44,-2.81152994,0.00073,2.068955898284912,0.004846316296607256,-17.38910675048828,0.00036606707726605237,319769
45139,7,322934,19060,16.38,-2.797329220000001,0.00073,2.1222832202911377,0.0049538444727659225,-3.880941390991211,0.00037675752537325025,319933
45162,7,323096,19070,16.34,-2.8054881799999998,0.00073,2.1430816650390625,0.006563241593539715,1.3208935260772705,0.0003805491724051535,320095
45186,7,323263,19080,16.33,-2.81201613,0.00073,2.1133785247802734,0.005316230468451977,-2.668766975402832,0.0003844572347588837,320262
45210,7,323428,19090,16.34,-2.8075001900000003,0.00073,2.070751667022705,0.0068717291578650475,-9.274168968200684,0.00038282619789242744,320427
45233,7,323591,19100,16.33,-2.81651916,0.00073,2.0741004943847656,0.006135021336376667,12.58776569366455,0.00038268911885097623,320590
45256,7,323752,19110,16.3,-2.7906457900000006,0.00073,2.1398918628692627,0.005569479428231716,16.111928939819336,0.0003762060368899256,320751
45278,7,323913,19120,16.3,-2.78811067,0.00073,2.134706974029541,0.005747596733272076,-10.379106521606445,0.0003627414698712528,320912
45302,7,324079,19130,16.34,-2.7815740699999996,0.00073,2.041501522064209,0.0075639719143509865,10.689627647399902,0.0003580476331990212,321078
45325,7,324244,19140,16.36,-2.78527793,0.00073,2.095515251159668,0.007004545535892248,4.800091743469238,0.0003640676150098443,321243
45348,7,324407,19150,16.37,-2.8025613700000003,0.00073,2.194345712661743,0.007889093831181526,37.483646392822266,0.00036071735667064786,321406
45371,7,324570,19160,16.36,-2.8129100699999996,0.00073,2.1267242431640625,0.005942600313574076,6.605594635009766,0.00035414230660535395,321569
45394,7,324730,19170,16.34,-2.81957672,0.00073,2.0574698448181152,0.005012943409383297,-13.05343246459961,0.0003663805255200714,321729
45417,7,324891,19180,16.28,-2.81373105,0.00073,2.0588200092315674,0.00481440918520093,-27.692180633544922,0.0003569530672393739,321890
45440,7,325052,19190,16.24,-2.79343408,0.00073,2.1048877239227295,0.006026517599821091,-3.9427754878997803,0.0003613169537857175,322051
45464,7,325215,19200,16.24,-2.77837674,0.00073,2.1469435691833496,0.007211534306406975,2.80959153175354,0.00036174445995129645,322214
45486,7,325378,19210,16.26,-2.77969577,0.00073,2.1123156547546387,0.006867079995572567,0.7881965637207031,0.0003618398623075336,322377
45510,7,325543,19220,16.3,-2.8021413799999992,0.00073,2.1436049938201904,0.0069019729271531105,34.2872428894043,0.00036524725146591663,322542
45533,7,325708,19230,16.29,-2.81311963,0.00073,2.0953192710876465,0.004848735872656107,-18.3790225982666,0.0003579476033337414,322707
45556,7,325870,19240,16.26,-2.8034278,0.00073,2.0026724338531494,0.005573562812060118,-7.467679977416992,0.0003483374312054366,322869
45579,7,326035,19250,16.28,-2.80446274,0.00073,2.1042392253875732,0.004309444688260555,0.7049717903137207,0.00036172117688693106,323034
45603,7,326198,19260,16.28,-2.7994389800000006,0.00073,2.1124534606933594,0.005750671029090881,15.502376556396484,0.0003671869926620275,323197
45626,7,326362,19270,16.32,-2.8041175300000005,0.00073,2.1203832626342773,0.004963282495737076,-10.198369979858398,0.000353444367647171,323361
45650,7,326528,19280,16.37,-2.808266529999999,0.00073,2.1094937324523926,0.004672336392104626,-0.5085241794586182,0.0003557601885404438,323527
45674,7,326697,19290,16.45,-2.8366264599999997,0.00073,2.066577196121216,0.005769019015133381,-2.2992236614227295,0.00036430361797101796,323696
45698,7,326863,19300,16.48,-2.8487106499999997,0.00073,2.0918803215026855,0.0053592827171087265,11.678315162658691,0.00035288764047436416,323862
45722,7,327030,19310,16.52,-2.86426204,0.00073,1.9839997291564941,0.005431469529867172,-6.1695098876953125,0.00035006532561965287,324029
45745,7,327190,19320,16.47,-2.8571117899999994,0.00073,2.0953869819641113,0.006027270574122667,-18.425079345703125,0.00035240454599261284,324189
45767,7,327350,19330,16.42,-2.8512751500000006,0.00073,2.128108024597168,0.007263375446200371,19.298219680786133,0.00035062129609286785,324349
45791,7,327511,19340,16.41,-2.86573035,0.00073,2.1913888454437256,0.0054961908608675,26.06436538696289,0.0003567720123101026,324510
45813,7,327668,19350,16.33,-2.85463323,0.00073,2.1047873497009277,0.006634747143834829,11.20815658569336,0.00036269184784032404,324667
45836,7,327829,19360,16.31,-2.8580966400000007,0.00073,2.1514840126037598,0.005345224402844906,7.709582328796387,0.00036517425905913115,324828
45858,7,327989,19370,16.27,-2.868937859999999,0.00073,2.0340495109558105,0.0050239418633282185,4.894356727600098,0.00035721680615097284,324988
45881,7,328149,19380,16.21,-2.88227419,0.00073,2.0222506523132324,0.0041125863790512085,-20.698101043701172,0.0003630586725194007,325148
45903,7,328308,19390,16.11,-2.8854649300000004,0.00073,2.0374932289123535,0.005817496683448553,-6.671308517456055,0.0003641190123744309,325307
45926,7,328470,19400,16.07,-2.89887534,0.00073,2.110950469970703,0.005796120502054691,7.523575305938721,0.0003602924116421491,325469
45949,7,328629,19410,15.99,-2.8965756199999997,0.00073,2.121181011199951,0.00556172477081418,10.080730438232422,0.00035775205469690263,325628
45971,7,328788,19420,15.98,-2.9124694699999996,0.00073,2.0760459899902344,0.006469306070357561,5.792299270629883,0.00036150874802842736,325787
45994,7,328948,19430,15.98,-2.928631,0.00073,2.0861523151397705,0.007279843557626009,-18.28235626220703,0.0003609222767408937,325947
46017,7,329108,19440,15.97,-2.9247993900000004,0.00073,2.0823724269866943,0.0077653368934988976,-3.0069844722747803,0.0003531217807903886,326107
46040,7,329272,19450,16.04,-2.94514458,0.00073,2.107341766357422,0.005303683690726757,-10.978924751281738,0.0003502511535771191,326271
46063,7,329434,19460,16.05,-2.9319589499999994,0.00073,2.0263798236846924,0.006565717980265617,-8.386991500854492,0.00034878336009569466,326433
46086,7,329599,19470,16.1,-2.911377289999999,0.00073,2.069014072418213,0.007910870015621185,-20.054794311523438,0.000355478870915249,326598
46110,7,329766,19480,16.17,-2.9045321399999993,0.00073,2.043079376220703,0.004816122353076935,-21.608869552612305,0.00034354679519310594,326765
46134,7,329929,19490,16.21,-2.8899003499999996,0.00073,2.0531280040740967,0.006501097232103348,-24.963699340820312,0.0003394052910152823,326928
46157,7,330094,19500,16.24,-2.88031328,0.00073,2.0434768199920654,0.006773821078240871,-15.1889009475708,0.0003389383782632649,327093
46179,7,330253,19510,16.24,-2.8768245500000007,0.00073,2.0620296001434326,0.005956846289336681,-10.614439964294434,0.0003339018439874053,327252
46203,7,330415,19520,16.27,-2.89315931,0.00073,2.0700597763061523,0.0052363071590662,15.968891143798828,0.0003384327283129096,327414
46225,7,330575,19530,16.27,-2.8771401200000004,0.00073,2.0380866527557373,0.006015469320118427,24.657135009765625,0.00033161730971187353,327574
46249,7,330735,19540,16.27,-2.8670111300000007,0.00073,2.0689170360565186,0.006121767219156027,15.280799865722656,0.0003349262406118214,327734
46278,7,330925,19550,16.53,-2.9902331200000005,0.00073,1.9315154552459717,0.005754685960710049,43.3221549987793,0.0003958917804993689,327924
46318,7,331204,19560,17.7,-3.6225217599999997,0.00073,2.011312961578369,0.006672961637377739,-8.5315523147583,0.0004958873032592237,328203
46366,7,331527,19570,19.28,-4.22069042,0.00073,2.0857958793640137,0.006263782270252705,-22.067834854125977,0.00044227385660633445,328526
46398,7,331752,19580,19.86,-4.54307382,0.00073,2.0860190391540527,0.007693508639931679,-20.411603927612305,0.0003798477409873158,328751
46423,7,331932,19590,20.03,-4.70619979,0.00073,2.052765130996704,0.00857391394674778,-16.882638931274414,0.0003566036175470799,328931
46449,7,332114,19600,20.2,-4.90440687,0.00073,2.08683180809021,0.00607007322832942,-2.4808881282806396,0.00034999940544366837,329113
46474,7,332283,19610,20.3,-4.91496411,0.00073,2.1563355922698975,0.006426519714295864,-0.7264204025268555,0.00034315354423597455,329282
46497,7,332451,19620,20.36,-4.900291429999999,0.00073,2.0502169132232666,0.005648841615766287,-10.248725891113281,0.0003401230205781758,329450
46521,7,332616,19630,20.41,-4.90380374,0.00073,2.103250741958618,0.006030797027051449,0.3198580741882324,0.00034502067137509584,329615
46545,7,332778,19640,20.43,-4.88926048,0.00073,2.105132579803467,0.005734706297516823,23.47697639465332,0.00034366868203505874,329777
46568,7,332943,19650,20.18,-4.761401350000001,0.00073,2.0528602600097656,0.007824522443115711,15.183523178100586,0.00035099597880616784,329942
46591,7,333103,19660,18.99,-4.1414424499999996,0.00073,2.04655122756958,0.0067379167303442955,3.855041980743408,0.00034937961027026176,330102
46614,7,333263,19670,17.36,-3.5567088199999994,0.00073,2.0887889862060547,0.006262149661779404,2.881345748901367,0.00035209127236157656,330262
46637,7,333424,19680,16.72,-3.245469550000001,0.00073,1.9837958812713623,0.005195403005927801,-13.72591781616211,0.0003463845932856202,330423
46659,7,333584,19690,16.52,-3.077318440000001,0.00073,2.0265302658081055,0.006012215279042721,-22.11367416381836,0.00034011603565886617,330583
46682,7,333744,19700,16.3,-2.8700054,0.00073,2.015779972076416,0.007020542398095131,26.640939712524414,0.00034187681740149856,330743
46705,7,333905,19710,16.22,-2.8570906000000003,0.00073,2.001291275024414,0.00601093890145421,-3.7695460319519043,0.0003355147782713175,330904
46729,7,334070,19720,16.19,-2.8538979600000003,0.00073,2.0318288803100586,0.005476815160363913,10.351702690124512,0.00033866098965518177,331069
46752,7,334236,19730,16.2,-2.86248726,0.00073,2.013350009918213,0.006487410515546799,12.474475860595703,0.0003359370748512447,331235
46776,7,334400,19740,16.22,-2.8951520800000003,0.00073,2.0372841358184814,0.00504697673022747,-8.056355476379395,0.0003431383229326457,331399
46798,7,334560,19750,16.17,-2.8858264399999998,0.00073,2.045894145965576,0.005732233170419931,-5.933345794677734,0.0003439454303588718,331559
46821,7,334719,19760,16.16,-2.89254245,0.00073,2.119330883026123,0.007507948204874992,1.5664443969726562,0.0003398082044441253,331718
46843,7,334878,19770,16.15,-2.8851851600000002,0.00073,2.0147817134857178,0.004237706772983074,-22.191837310791016,0.00033580927993170917,331877
46868,7,335054,19780,16.3,-2.9537911500000007,0.00073,1.9545270204544067,0.006665684282779694,26.239824295043945,0.0003585863742046058,332053
46900,7,335283,19790,16.99,-3.4140271699999998,0.00073,2.0042409896850586,0.00779831875115633,-9.806514739990234,0.0004014276491943747,332282
46933,7,335519,19800,17.75,-3.8325733500000005,0.00073,2.0409762859344482,0.005277701653540134,-15.448284149169922,0.0003702569520100951,332518
46959,7,335711,19810,18.06,-4.105627350000001,0.00073,2.0772080421447754,0.004582065157592297,-0.3038516044616699,0.00037239835364744067,332710
46980,7,335859,19820,17.89,-4.251807609999999,0.00073,2.049929618835449,0.004835399799048901,7.040284633636475,0.00036421383265405893,332858
46998,7,335982,19830,17.46,-4.289030899999999,0.00073,2.07265567779541,0.006637058686465025,9.192350387573242,0.00036871552583761513,332981
47015,7,336107,19840,17.07,-4.34076302,0.00073,2.0814626216888428,0.00712527334690094,0.5793671607971191,0.00036737683694809675,333106
47030,7,336220,19850,16.6,-4.3659731299999995,0.00073,2.0605719089508057,0.00852864421904087,-8.283388137817383,0.0003670101868920028,333219
47047,7,336333,19860,16.14,-4.38227163,0.00073,1.9971070289611816,0.004697434604167938,4.2729811668396,0.0003677306813187897,333332
47062,7,336445,19870,15.67,-4.417165,0.00073,2.046660900115967,0.004841589834541082,-21.48617172241211,0.00036776962224394083,333444
47078,7,336556,19880,15.02,-4.35492774,0.00073,2.0320112705230713,0.008562937378883362,-5.8814802169799805,0.000369325396604836,333555
47093,7,336665,19890,13.82,-3.94377325,0.00073,2.0668692588806152,0.0069446745328605175,-4.519361972808838,0.00036498921690508723,333664
47109,7,336772,19900,12.53,-3.54814417,0.00073,2.153099775314331,0.008075523190200329,12.398292541503906,0.0003662229864858091,333771
47129,7,336920,19910,12.09,-3.30264512,0.00073,2.0093727111816406,0.0060591986402869225,-7.563971519470215,0.00035921306698583066,333919
47152,7,337082,19920,12.23,-3.1272160599999994,0.00073,2.0469064712524414,0.006530336104333401,0.7508692741394043,0.00034502314520068467,334081
47175,7,337245,19930,12.63,-3.0732718100000005,0.00073,2.052919387817383,0.006396524142473936,2.063661813735962,0.0003407530311960727,334244
