time/time_elapsed,time/fps,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/n_updates
87639,7,618259,36720,16.12,-2.48609287,0.00073,1.77588951587677,0.005121903494000435,-1.899026870727539,0.00026072465698234737,615258
87662,7,618419,36730,16.11,-2.49090832,0.00073,1.7753897905349731,0.00623470451682806,32.09011459350586,0.0002615923876874149,615418
87685,7,618579,36740,16.13,-2.4998351199999997,0.00073,1.742389440536499,0.004172425251454115,-4.442889213562012,0.0002611205563880503,615578
87709,7,618744,36750,16.12,-2.4881456500000003,0.00073,1.7441353797912598,0.009144218638539314,7.650045394897461,0.000256580940913409,615743
87734,7,618906,36760,16.14,-2.48850506,0.00073,1.7508624792099,0.0034533313009887934,24.8458194732666,0.0002592231903690845,615905
87758,7,619069,36770,16.15,-2.50739882,0.00073,1.7322163581848145,0.0030951290391385555,-6.257394790649414,0.00025418028235435486,616068
87781,7,619230,36780,16.19,-2.51246338,0.00073,1.670624852180481,0.002263307571411133,-23.727327346801758,0.0002501303097233176,616229
87805,7,619393,36790,16.2,-2.51647168,0.00073,1.75240159034729,0.0025070183910429478,-13.326581954956055,0.00025214042398147285,616392
87828,7,619555,36800,16.21,-2.51739684,0.00073,1.7081546783447266,0.003345159348100424,15.723005294799805,0.0002551449288148433,616554
87852,7,619719,36810,16.23,-2.50793316,0.00073,1.7470266819000244,0.0019966806285083294,-12.085153579711914,0.00025856916909106076,616718
87875,7,619880,36820,16.21,-2.4959864499999997,0.00073,1.7740720510482788,0.0037337220273911953,17.41580581665039,0.0002592135570012033,616879
87899,7,620042,36830,16.23,-2.4781347,0.00073,1.7041406631469727,0.0034722089767456055,15.049007415771484,0.00026097294175997376,617041
87922,7,620202,36840,16.23,-2.47808962,0.00073,1.6956660747528076,0.020610159263014793,-4.993537425994873,0.000255362072493881,617201
87946,7,620369,36850,16.25,-2.4796234200000002,0.00073,1.6937187910079956,0.00904126837849617,-6.100606918334961,0.0002606794296298176,617368
87974,7,620560,36860,16.54,-2.7958119300000006,0.00073,1.4813016653060913,0.018341001123189926,38.866920471191406,0.00035197462420910597,617559
88006,7,620785,36870,17.16,-3.32949349,0.00073,0.9946895837783813,0.07870499044656754,354.0909423828125,0.0004661872226279229,617784
88036,7,620994,36880,17.64,-4.07344347,0.00073,0.020533917471766472,0.04096093773841858,277.0862731933594,0.0007086859550327063,617993
88067,7,621204,36890,18.11,-4.49583468,0.00073,0.1532459259033203,0.027240242809057236,80.41048431396484,0.0008469489403069019,618203
88097,7,621414,36900,18.59,-4.7147222200000005,0.00073,0.7264587879180908,0.013375729322433472,-12.685462951660156,0.000884374778252095,618413
88127,7,621623,36910,19.04,-4.883369109999999,0.00073,1.2824547290802002,0.011758269742131233,-65.45962524414062,0.0008526205783709884,618622
88161,7,621854,36920,19.74,-5.253418680000001,0.00073,1.6396591663360596,0.009328643791377544,-74.83935546875,0.0007795987767167389,618853
88190,7,622052,36930,20.1,-5.38590348,0.00073,1.7717586755752563,0.006476945243775845,-72.18014526367188,0.0007149308221414685,619051
88217,7,622237,36940,20.35,-5.45869287,0.00073,1.7994900941848755,0.004190918058156967,-80.39844512939453,0.0006566248484887183,619236
88242,7,622411,36950,20.42,-5.460976969999999,0.00073,1.7074534893035889,0.004344286397099495,-74.50835418701172,0.0006025815382599831,619410
88268,7,622583,36960,20.23,-5.15250025,0.00073,1.7878272533416748,0.006667151115834713,-73.81254577636719,0.0005555756506510079,619582
88293,7,622755,36970,19.7,-4.633192210000001,0.00073,1.7755863666534424,0.004805008880794048,-54.209495544433594,0.0005126164760440588,619754
88317,7,622922,36980,19.28,-3.9042375099999997,0.00073,1.7961872816085815,0.0036852476187050343,-59.6546516418457,0.0004785631026607007,619921
88342,7,623087,36990,18.83,-3.4962401699999996,0.00073,1.790590763092041,0.004050723742693663,-51.117042541503906,0.00044797142618335783,620086
88365,7,623249,37000,18.35,-3.26570898,0.00073,1.7410653829574585,0.004564070608466864,-55.09474563598633,0.000423228571889922,620248
88388,7,623410,37010,17.87,-3.1095310400000007,0.00073,1.8176382780075073,0.004625421948730946,-27.924694061279297,0.00040121408528648317,620409
88411,7,623571,37020,17.17,-2.75028729,0.00073,1.7166578769683838,0.002942204475402832,-50.98902893066406,0.00038127388688735664,620570
88435,7,623734,37030,16.82,-2.65038512,0.00073,1.804997205734253,0.0040887268260121346,-20.5226993560791,0.00036086858017370105,620733
88458,7,623893,37040,16.56,-2.5829807799999998,0.00073,1.717451810836792,0.0036340367514640093,-37.85023880004883,0.00034676468931138515,620892
88481,7,624055,37050,16.44,-2.5805032,0.00073,1.77742600440979,0.005134740844368935,-16.08721923828125,0.00033410507603548467,621054
88505,7,624220,37060,16.37,-2.5848251799999997,0.00073,1.7314965724945068,0.0028136023320257664,-7.383419990539551,0.00032298220321536064,621219
88529,7,624383,37070,16.28,-2.5836697899999996,0.00073,1.7821917533874512,0.004890134558081627,5.769904136657715,0.00031351204961538315,621382
88552,7,624545,37080,16.23,-2.5780735699999995,0.00073,1.6995139122009277,0.005333548411726952,-19.013750076293945,0.00030714046442881227,621544
88575,7,624706,37090,16.19,-2.56072463,0.00073,1.681836724281311,0.003382854163646698,-26.263193130493164,0.00030345565755851567,621705
88598,7,624866,37100,16.17,-2.56910857,0.00073,1.734136700630188,0.005346151068806648,7.195859909057617,0.0002993756206706166,621865
88621,7,625028,37110,16.18,-2.571065409999999,0.00073,1.8481206893920898,0.004030757583677769,37.210758209228516,0.0002969583438243717,622027
88644,7,625190,37120,16.19,-2.57282715,0.00073,1.7372708320617676,0.0032182824797928333,-2.5666043758392334,0.00029655222897417843,622189
88667,7,625352,37130,16.18,-2.57826316,0.00073,1.6715450286865234,0.002944870851933956,-16.991973876953125,0.0002926386659964919,622351
88690,7,625509,37140,16.16,-2.58072956,0.00073,1.7404705286026,0.003108902368694544,2.7130346298217773,0.0002915778604801744,622508
88713,7,625668,37150,16.13,-2.5738432,0.00073,1.7413747310638428,0.0034094606526196003,-15.860647201538086,0.00028413679683580995,622667
88736,7,625827,37160,16.07,-2.58766786,0.00073,1.7157609462738037,0.003479292616248131,3.3651437759399414,0.0002806789707392454,622826
88758,7,625985,37170,16.02,-2.5745272999999997,0.00073,1.7492873668670654,0.002883025212213397,5.526176452636719,0.0002825169649440795,622984
88782,7,626146,37180,16.01,-2.57558702,0.00073,1.7387044429779053,0.002372723538428545,-7.733701229095459,0.00028468985692597926,623145
88805,7,626307,37190,16.01,-2.58422747,0.00073,1.7182689905166626,0.0033445116132497787,-8.757050514221191,0.0002833942126017064,623306
88828,7,626467,37200,16.01,-2.5838010899999997,0.00073,1.7648909091949463,0.004348045215010643,-4.62297248840332,0.0002863694098778069,623466
88850,7,626625,37210,15.97,-2.5628656100000002,0.00073,1.774251103401184,0.0031503597274422646,-2.161064624786377,0.0002853117184713483,623624
88873,7,626784,37220,15.94,-2.5536190299999997,0.00073,1.7053953409194946,0.0030639145988970995,-4.020439147949219,0.00027869053883478045,623783
88895,7,626941,37230,15.89,-2.5237986599999997,0.00073,1.6979068517684937,0.0039835055358707905,-15.627485275268555,0.0002765402023214847,623940
88918,7,627098,37240,15.89,-2.50946071,0.00073,1.7656279802322388,0.002616097219288349,6.1415696144104,0.00027500587748363614,624097
88942,7,627258,37250,15.9,-2.49766251,0.00073,1.7408853769302368,0.003347833175212145,6.502389907836914,0.0002738684415817261,624257
88965,7,627421,37260,15.94,-2.47329626,0.00073,1.7301355600357056,0.0038504167459905148,13.834381103515625,0.0002806797856464982,624420
88989,7,627587,37270,16.02,-2.5016173999999998,0.00073,1.7435377836227417,0.006103825755417347,-11.500774383544922,0.00028264010325074196,624586
89012,7,627751,37280,16.05,-2.5088437100000003,0.00073,1.7362377643585205,0.004702410660684109,5.486405372619629,0.00027706395485438406,624750
89035,7,627909,37290,16.02,-2.49024546,0.00073,1.7959997653961182,0.003461858257651329,13.554895401000977,0.00027522497111931443,624908
89058,7,628071,37300,16.04,-2.4870382699999998,0.00073,1.7716164588928223,0.00342252803966403,12.770279884338379,0.00027597718872129917,625070
89083,7,628241,37310,16.16,-2.5077342899999997,0.00073,1.685489535331726,0.002810877049341798,-15.734212875366211,0.00027381200925447047,625240
89109,7,628413,37320,16.29,-2.52293303,0.00073,1.6898705959320068,0.003441154258325696,-29.91689682006836,0.0002797863562591374,625412
89133,7,628578,37330,16.37,-2.51721986,0.00073,1.7293462753295898,0.003920704126358032,-11.642375946044922,0.0002754116430878639,625577
89157,7,628741,37340,16.43,-2.52094904,0.00073,1.783082127571106,0.0044013685546815395,-5.909636974334717,0.0002795300679281354,625740
89181,7,628905,37350,16.47,-2.5140972099999996,0.00073,1.7495853900909424,0.003459795843809843,18.446880340576172,0.00027827490703202784,625904
89205,7,629070,37360,16.49,-2.5275234,0.00073,1.7332650423049927,0.0026216995902359486,-20.798477172851562,0.0002752827131189406,626069
89229,7,629233,37370,16.46,-2.48386261,0.00073,1.7332425117492676,0.0029894858598709106,9.53830337524414,0.000266247836407274,626232
89253,7,629398,37380,16.47,-2.4576389199999995,0.00073,1.7199867963790894,0.004353400319814682,9.771925926208496,0.000271376920863986,626397
89278,7,629565,37390,16.56,-2.48298096,0.00073,1.7319109439849854,0.003975735977292061,-11.330774307250977,0.00027315373881720006,626564
89303,7,629731,37400,16.6,-2.48695421,0.00073,1.6836262941360474,0.0022432049736380577,-14.884098052978516,0.00027187171508558095,626730
89327,7,629898,37410,16.57,-2.4799264699999997,0.00073,1.74449622631073,0.0030915592797100544,13.006784439086914,0.0002743447257671505,626897
89352,7,630064,37420,16.51,-2.47644221,0.00073,1.6958731412887573,0.0045811766758561134,14.775606155395508,0.0002693079586606473,627063
89376,7,630232,37430,16.54,-2.51953453,0.00073,1.756353735923767,0.004000606015324593,15.823044776916504,0.0002660691679921001,627231
89401,7,630399,37440,16.58,-2.52795404,0.00073,1.758052945137024,0.004769736900925636,-9.323470115661621,0.00026430870639160275,627398
89426,7,630566,37450,16.61,-2.54055253,0.00073,1.754992961883545,0.0024818088859319687,6.348300457000732,0.00027032694197259843,627565
89451,7,630736,37460,16.66,-2.5386711199999996,0.00073,1.6949422359466553,0.002206745557487011,-31.95413589477539,0.0002680833567865193,627735
89475,7,630905,37470,16.72,-2.56884564,0.00073,1.7599283456802368,0.0036393050104379654,15.927392959594727,0.0002635294513311237,627904
89499,7,631069,37480,16.71,-2.58473849,0.00073,1.729707956314087,0.0034118397161364555,5.928927421569824,0.00027476102695800364,628068
89524,7,631236,37490,16.71,-2.5781328400000003,0.00073,1.7127951383590698,0.002772659994661808,-4.526346206665039,0.0002608144422993064,628235
89549,7,631399,37500,16.68,-2.5718212,0.00073,1.6742262840270996,0.002939404919743538,12.529228210449219,0.0002576362749096006,628398
89573,7,631560,37510,16.62,-2.56033819,0.00073,1.731358528137207,0.002899728249758482,-2.3656606674194336,0.00026511173928156495,628559
89597,7,631721,37520,16.57,-2.55165519,0.00073,1.7804851531982422,0.003922527655959129,-2.0211050510406494,0.00026170641649514437,628720
89622,7,631886,37530,16.54,-2.54034833,0.00073,1.785969853401184,0.0026989083271473646,39.980934143066406,0.000255561841186136,628885
89646,7,632052,37540,16.53,-2.5422571300000003,0.00073,1.6550288200378418,0.0023001686204224825,-15.761148452758789,0.00026363754295744,629051
89670,7,632213,37550,16.47,-2.5338021700000004,0.00073,1.7893579006195068,0.0030232765711843967,11.237555503845215,0.00026688643265515566,629212
89694,7,632376,37560,16.4,-2.52931981,0.00073,1.7321064472198486,0.0033750757575035095,17.582447052001953,0.0002652670082170516,629375
89719,7,632539,37570,16.34,-2.51607209,0.00073,1.6956543922424316,0.0033334139734506607,9.082427978515625,0.0002660232421476394,629538
89743,7,632700,37580,16.31,-2.5275493,0.00073,1.7503163814544678,0.0037697225343436003,-0.6903464794158936,0.0002691762347240001,629699
89767,7,632858,37590,16.22,-2.52329955,0.00073,1.7733181715011597,0.003286974970251322,-1.0237679481506348,0.00027279602363705635,629857
89790,7,633018,37600,16.19,-2.5353353299999997,0.00073,1.7112629413604736,0.003081474918872118,8.93979549407959,0.0002674247953109443,630017
89814,7,633179,37610,16.19,-2.55979417,0.00073,1.7458748817443848,0.0038599346298724413,4.409676551818848,0.00027085465262643993,630178
89838,7,633337,37620,16.16,-2.5643018299999993,0.00073,1.67024827003479,0.0028877160511910915,0.5876832008361816,0.0002669037494342774,630336
89862,7,633498,37630,16.12,-2.54476523,0.00073,1.7448761463165283,0.0037575731985270977,-4.551211357116699,0.0002581173030193895,630497
89885,7,633658,37640,16.06,-2.5430650299999997,0.00073,1.7134006023406982,0.003515716642141342,5.424970626831055,0.00025917449966073036,630657
89907,7,633813,37650,16.0,-2.54739885,0.00073,1.7338231801986694,0.0032363859936594963,24.755237579345703,0.0002644314954522997,630812
89931,7,633971,37660,15.95,-2.55251531,0.00073,1.7181150913238525,0.003190985880792141,-10.562023162841797,0.00026845993124879897,630970
89954,7,634129,37670,15.9,-2.53911511,0.00073,1.7287706136703491,0.0025663382839411497,-20.073057174682617,0.0002630039525683969,631128
89978,7,634286,37680,15.86,-2.51659062,0.00073,1.757567286491394,0.002461566822603345,19.6483211517334,0.00025975971948355436,631285
90001,7,634444,37690,15.86,-2.5174201899999997,0.00073,1.7289384603500366,0.0027834875509142876,4.892850399017334,0.00026646858896128833,631443
90025,7,634601,37700,15.83,-2.54164978,0.00073,1.723217487335205,0.0023137442767620087,-0.09488606452941895,0.00025889536482281983,631600
90048,7,634759,37710,15.8,-2.51064577,0.00073,1.7255423069000244,0.002670855261385441,-5.330482482910156,0.0002607512578833848,631758
90072,7,634919,37720,15.82,-2.51785787,0.00073,1.7403331995010376,0.0025459546595811844,-11.162805557250977,0.0002576701808720827,631918
90096,7,635082,37730,15.84,-2.54427869,0.00073,1.6771208047866821,0.00272939121350646,-11.0816650390625,0.0002635123673826456,632081
90120,7,635239,37740,15.81,-2.5568930099999996,0.00073,1.6907496452331543,0.004731266759335995,-3.1081595420837402,0.00026202533626928926,632238
90143,7,635395,37750,15.82,-2.5672290399999995,0.00073,1.713655710220337,0.005973008461296558,4.094040393829346,0.00025796497357077897,632394
90166,7,635548,37760,15.77,-2.5593727800000003,0.00073,1.7767024040222168,0.0026444951072335243,23.1948184967041,0.00024962532916106284,632547
90189,7,635704,37770,15.75,-2.5705256999999992,0.00073,1.7129478454589844,0.0037675234489142895,-2.085628032684326,0.000256622297456488,632703
90212,7,635862,37780,15.76,-2.5646210699999994,0.00073,1.7463964223861694,0.003298838622868061,5.235444068908691,0.00025740909040905535,632861
90235,7,636020,37790,15.76,-2.5940699499999997,0.00073,1.691806435585022,0.003099820576608181,-0.09298467636108398,0.000259566557360813,633019
90257,7,636176,37800,15.75,-2.54343662,0.00073,1.7171661853790283,0.00305388867855072,-0.48756909370422363,0.00025230759638361633,633175
90281,7,636337,37810,15.78,-2.5707568899999997,0.00073,1.7387738227844238,0.0019357737619429827,-2.5050978660583496,0.00025471195112913847,633336
90305,7,636497,37820,15.78,-2.54568895,0.00073,1.7074002027511597,0.002217017812654376,-19.991044998168945,0.00026443827664479613,633496
90327,7,636654,37830,15.72,-2.52948472,0.00073,1.7552248239517212,0.0028192629106342793,0.7524230480194092,0.0002605854533612728,633653
90350,7,636807,37840,15.68,-2.5173927599999995,0.00073,1.7532225847244263,0.002968592569231987,3.2787981033325195,0.0002555045939516276,633806
90373,7,636966,37850,15.71,-2.50779742,0.00073,1.7250616550445557,0.005724368616938591,-0.6588802337646484,0.0002492492494639009,633965
90397,7,637126,37860,15.78,-2.49353588,0.00073,1.6885219812393188,0.0017543714493513107,-10.909854888916016,0.0002558193518780172,634125
90420,7,637281,37870,15.77,-2.47374304,0.00073,1.7576677799224854,0.004008476156741381,31.323274612426758,0.0002524337323848158,634280
90443,7,637438,37880,15.76,-2.47222177,0.00073,1.6961945295333862,0.002977792639285326,-2.226546287536621,0.0002545074967201799,634437
90466,7,637596,37890,15.76,-2.42961012,0.00073,1.8067134618759155,0.003542593913152814,35.14845657348633,0.00025102452491410077,634595
90489,7,637751,37900,15.75,-2.4445861200000003,0.00073,1.7142856121063232,0.004558153450489044,-8.322681427001953,0.000258877087617293,634750
90513,7,637914,37910,15.77,-2.4228547000000002,0.00073,1.710524082183838,0.0033286302350461483,-13.579221725463867,0.0002488825120963156,634913
90536,7,638073,37920,15.76,-2.4224401,0.00073,1.775092601776123,0.0036321463994681835,27.178987503051758,0.00024379279057029635,635072
90558,7,638231,37930,15.77,-2.4148679200000003,0.00073,1.7230159044265747,0.002097068354487419,-19.246692657470703,0.0002454299246892333,635230
90582,7,638391,37940,15.84,-2.4020682300000002,0.00073,1.6687860488891602,0.0048156846314668655,-11.412520408630371,0.000242859692662023,635390
90604,7,638549,37950,15.83,-2.39444385,0.00073,1.7307195663452148,0.0027224025689065456,-14.130719184875488,0.00024935981491580606,635548
90628,7,638706,37960,15.8,-2.4331279899999996,0.00073,1.7121970653533936,0.003571055829524994,18.86050796508789,0.0002508850011508912,635705
90651,7,638864,37970,15.83,-2.48148417,0.00073,1.7140518426895142,0.002374962903559208,-17.65936279296875,0.00025467915111221373,635863
90674,7,639022,37980,15.84,-2.51032001,0.00073,1.707241415977478,0.004933570511639118,13.811954498291016,0.0002555031096562743,636021
90698,7,639180,37990,15.84,-2.52437328,0.00073,1.715837836265564,0.0033222343772649765,10.907722473144531,0.00025850406382232904,636179
90721,7,639340,38000,15.89,-2.5440545399999994,0.00073,1.6895027160644531,0.00428845314309001,-10.713547706604004,0.0002586771734058857,636339
90744,7,639494,38010,15.8,-2.5560769299999997,0.00073,1.6924426555633545,0.0034130034036934376,-9.837294578552246,0.00026142928982153535,636493
90767,7,639651,38020,15.78,-2.6107653999999996,0.00073,1.6656066179275513,0.0031678250525146723,3.9596750736236572,0.00025394887779839337,636650
90791,7,639805,38030,15.74,-2.6381863200000004,0.00073,1.7320506572723389,0.0036692642606794834,6.626986980438232,0.00024933507665991783,636804
90815,7,639966,38040,15.75,-2.6647208299999994,0.00073,1.7017031908035278,0.0026123360730707645,-7.518457412719727,0.0002456788788549602,636965
90838,7,640123,38050,15.74,-2.68769063,0.00073,1.73786199092865,0.0027585583738982677,16.444128036499023,0.00024580940953455865,637122
90861,7,640281,38060,15.75,-2.65696035,0.00073,1.7867647409439087,0.0023175121750682592,10.206586837768555,0.00024558164295740426,637280
90885,7,640437,38070,15.73,-2.63768741,0.00073,1.7381056547164917,0.002753273118287325,-4.48798942565918,0.0002446867583785206,637436
90908,7,640590,38080,15.68,-2.6233330299999995,0.00073,1.6478917598724365,0.003934377804398537,-4.502823829650879,0.00024180009495466948,637589
90930,7,640745,38090,15.65,-2.6157984699999997,0.00073,1.72442626953125,0.001558189745992422,-14.847675323486328,0.00024736690102145076,637744
90954,7,640905,38100,15.65,-2.60285662,0.00073,1.668424129486084,0.0026134145446121693,-9.671770095825195,0.0002433802146697417,637904
90977,7,641061,38110,15.67,-2.59871151,0.00073,1.765181303024292,0.005438459571450949,30.31047248840332,0.00024633813882246614,638060
91000,7,641218,38120,15.67,-2.57486665,0.00073,1.7075448036193848,0.00484568253159523,1.628119945526123,0.0002492799249012023,638217
91024,7,641377,38130,15.72,-2.55476204,0.00073,1.656785249710083,0.0021489132195711136,-20.55139923095703,0.00024443742586299777,638376
91047,7,641534,38140,15.68,-2.5307232699999997,0.00073,1.712317705154419,0.002403819467872381,1.1954035758972168,0.00025063962675631046,638533
91070,7,641691,38150,15.68,-2.51655215,0.00073,1.7374330759048462,0.0038855571765452623,-3.355921745300293,0.0002577006525825709,638690
91093,7,641847,38160,15.66,-2.5306370499999997,0.00073,1.6985570192337036,0.0021126242354512215,-15.118749618530273,0.0002526765165384859,638846
91116,7,642005,38170,15.68,-2.5377403499999995,0.00073,1.7292778491973877,0.0026600812561810017,15.156488418579102,0.00025210194871760905,639004
91139,7,642160,38180,15.7,-2.54393657,0.00073,1.7368507385253906,0.0030371760949492455,11.207326889038086,0.00025044442736543715,639159
91162,7,642315,38190,15.7,-2.5446323200000003,0.00073,1.7274389266967773,0.002481900854036212,1.8086016178131104,0.00025733865913935006,639314
91185,7,642473,38200,15.68,-2.5445591600000004,0.00073,1.734283685684204,0.0035225828178226948,18.31881332397461,0.00024685385869815946,639472
91209,7,642630,38210,15.69,-2.55942853,0.00073,1.6917669773101807,0.002849241252988577,-14.829788208007812,0.000249661534326151,639629
91231,7,642786,38220,15.68,-2.55671406,0.00073,1.6704925298690796,0.002160168718546629,-15.632079124450684,0.0002467413432896137,639785
91254,7,642946,38230,15.69,-2.5431790700000003,0.00073,1.7051799297332764,0.002423625672236085,-10.833049774169922,0.0002491092891432345,639945
91277,7,643104,38240,15.7,-2.54142191,0.00073,1.7085411548614502,0.003567879321053624,-10.009824752807617,0.00025234007625840604,640103
91301,7,643262,38250,15.71,-2.54662694,0.00073,1.7115833759307861,0.0030668822582811117,2.8667168617248535,0.00024865285377018154,640261
91323,7,643417,38260,15.7,-2.52408499,0.00073,1.7374789714813232,0.0021294038742780685,-28.3900146484375,0.00025433715200051665,640416
91345,7,643574,38270,15.69,-2.49617769,0.00073,1.7486424446105957,0.003414661856368184,-6.732019424438477,0.0002515289525035769,640573
91369,7,643732,38280,15.72,-2.4781085000000003,0.00073,1.751913070678711,0.0034151747822761536,5.433965682983398,0.0002540026616770774,640731
91392,7,643889,38290,15.74,-2.48527549,0.00073,1.6975432634353638,0.001927688135765493,-8.699898719787598,0.0002522809081710875,640888
91416,7,644049,38300,15.76,-2.49004292,0.00073,1.7924209833145142,0.004328586161136627,41.11807632446289,0.0002528758777771145,641048
91439,7,644212,38310,15.82,-2.4838362099999998,0.00073,1.6799474954605103,0.0018401809502393007,-41.18328857421875,0.00025524033117108047,641211
91462,7,644371,38320,15.85,-2.45672415,0.00073,1.700315237045288,0.0026606160681694746,-7.3484344482421875,0.00025020926841534674,641370
91486,7,644534,38330,15.88,-2.46959964,0.00073,1.7398922443389893,0.003767742309719324,-10.210508346557617,0.0002542605216149241,641533
91509,7,644693,38340,15.89,-2.46622788,0.00073,1.6753208637237549,0.003845282131806016,-29.322235107421875,0.00025313571677543223,641692
91531,7,644849,38350,15.87,-2.4711248400000003,0.00073,1.6495410203933716,0.002312115393579006,-12.820865631103516,0.0002486066077835858,641848
91554,7,645008,38360,15.91,-2.4704911400000005,0.00073,1.6730464696884155,0.0028727217577397823,-9.070301055908203,0.00024666747776791453,642007
91577,7,645165,38370,15.91,-2.4843048399999996,0.00073,1.6784862279891968,0.0033123386092483997,1.9064226150512695,0.00024061954172793776,642164
91601,7,645327,38380,15.95,-2.50737082,0.00073,1.6715924739837646,0.0031828386709094048,-26.714462280273438,0.0002377767814323306,642326
91624,7,645485,38390,15.96,-2.4896810200000004,0.00073,1.6908899545669556,0.0036112372763454914,2.337820529937744,0.00024028131156228483,642484
91648,7,645645,38400,15.96,-2.46887994,0.00073,1.6821231842041016,0.002388166729360819,-5.537336349487305,0.0002458825474604964,642644
91671,7,645800,38410,15.88,-2.45417238,0.00073,1.6710703372955322,0.0029863426461815834,-20.432987213134766,0.0002519558183848858,642799
91694,7,645958,38420,15.87,-2.46893612,0.00073,1.7616442441940308,0.008059870451688766,14.478342056274414,0.0002508771140128374,642957
91717,7,646117,38430,15.83,-2.4560856500000003,0.00073,1.7133333683013916,0.003980124834924936,-19.828105926513672,0.0002519125700928271,643116
91740,7,646275,38440,15.82,-2.4531179000000005,0.00073,1.7025102376937866,0.0020440337248146534,-10.730881690979004,0.00025003444170579314,643274
91764,7,646435,38450,15.86,-2.4319618899999997,0.00073,1.7375963926315308,0.002598379272967577,-18.49140167236328,0.0002503238501958549,643434
91788,7,646595,38460,15.87,-2.4329487,0.00073,1.7219740152359009,0.00473278621211648,4.042499542236328,0.00025522842770442367,643594
91812,7,646755,38470,15.9,-2.4124306100000004,0.00073,1.6947131156921387,0.0026319839525967836,2.292842149734497,0.00025365600595250726,643754
91836,7,646916,38480,15.89,-2.4033318099999996,0.00073,1.6989898681640625,0.002844364382326603,9.92224407196045,0.00025298225227743387,643915
91859,7,647077,38490,15.92,-2.4113995,0.00073,1.7406209707260132,0.0028271833434700966,16.320112228393555,0.0002534470986574888,644076
91884,7,647239,38500,15.94,-2.4215618599999997,0.00073,1.7087695598602295,0.0027825571596622467,-2.0011019706726074,0.0002547632029745728,644238
91908,7,647402,38510,16.02,-2.41765034,0.00073,1.753975749015808,0.0026601795107126236,20.73473358154297,0.0002511497586965561,644401
91932,7,647564,38520,16.06,-2.40676945,0.00073,1.682734489440918,0.0025933156721293926,4.5655198097229,0.0002563864691182971,644563
91956,7,647728,38530,16.11,-2.4217328499999997,0.00073,1.6932566165924072,0.003124893642961979,-20.874614715576172,0.0002485883596818894,644727
91981,7,647892,38540,16.17,-2.4457793899999998,0.00073,1.75077223777771,0.0020469296723604202,-8.576655387878418,0.0002471230982337147,644891
92006,7,648054,38550,16.19,-2.4609525100000003,0.00073,1.7222003936767578,0.00432960782200098,11.820549964904785,0.0002476444933563471,645053
92030,7,648216,38560,16.21,-2.4822798799999997,0.00073,1.7394691705703735,0.003744720946997404,-1.7288455963134766,0.00025020926841534674,645215
92054,7,648377,38570,16.22,-2.4840318,0.00073,1.7152024507522583,0.0028924779035151005,16.62436294555664,0.0002459766110405326,645376
92078,7,648540,38580,16.24,-2.4749192599999996,0.00073,1.697770118713379,0.0017351313726976514,-0.9180358648300171,0.0002449550083838403,645539
92102,7,648702,38590,16.25,-2.4836607499999994,0.00073,1.6909112930297852,0.0035506319254636765,17.353364944458008,0.0002511885541025549,645701
92125,7,648865,38600,16.26,-2.4758033900000003,0.00073,1.7049527168273926,0.0032750521786510944,-0.2264123558998108,0.0002567204355727881,645864
92149,7,649029,38610,16.27,-2.47457248,0.00073,1.7669997215270996,0.0026785254012793303,17.121679306030273,0.00024800325627438724,646028
92173,7,649189,38620,16.25,-2.4771253399999997,0.00073,1.6881005764007568,0.002810523845255375,-7.183340072631836,0.0002489014877937734,646188
92196,7,649350,38630,16.22,-2.4572953699999998,0.00073,1.7340054512023926,0.00225887936539948,-4.168156623840332,0.0002408355794614181,646349
92220,7,649511,38640,16.19,-2.4423468500000003,0.00073,1.6626355648040771,0.003544093109667301,-11.727323532104492,0.00024318741634488106,646510
92243,7,649671,38650,16.17,-2.42835408,0.00073,1.7195422649383545,0.002963061910122633,-15.456551551818848,0.00024510177900083363,646670
92267,7,649832,38660,16.16,-2.4006336000000004,0.00073,1.7047582864761353,0.0036369184963405132,-24.546459197998047,0.00024420185945928097,646831
92291,7,649996,38670,16.19,-2.4163722499999998,0.00073,1.7230960130691528,0.0036792876198887825,-2.692023277282715,0.00023773664725013077,646995
92314,7,650158,38680,16.18,-2.4065493699999996,0.00073,1.7313776016235352,0.0019744127057492733,-1.9714438915252686,0.00024537727585993707,647157
92338,7,650320,38690,16.18,-2.40408563,0.00073,1.672988772392273,0.0028292578645050526,-12.979154586791992,0.00024571025278419256,647319
92361,7,650483,38700,16.18,-2.4248212300000005,0.00073,1.751356601715088,0.002726142993196845,2.0173795223236084,0.00024668252444826066,647482
92385,7,650646,38710,16.17,-2.4397126000000005,0.00073,1.7107359170913696,0.0025125653482973576,8.990987777709961,0.00025121515500359237,647645
92409,7,650806,38720,16.17,-2.4349003000000002,0.00073,1.6749464273452759,0.002807582262903452,-22.015827178955078,0.0002499540860299021,647805
92433,7,650966,38730,16.16,-2.42583943,0.00073,1.69082772731781,0.0022756834514439106,-19.4487361907959,0.00025317989639006555,647965
92457,7,651127,38740,16.16,-2.42794271,0.00073,1.6839102506637573,0.0032715986017137766,0.3557400703430176,0.0002517187676858157,648126
