rollout/ep_rew_mean,time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef_loss,train/ent_coef
64.008076,42,10,23,100.0,1000,,,,,,
65.24455144999999,40,20,49,100.0,2000,,,,,,
45.1236749,39,30,75,100.0,3000,,,,,,
189.817412475,18,40,210,100.0,4000,-129.37306213378906,0.00073,999,4.599054336547852,-3.068427085876465,0.5612180233001709
297.10495003999995,14,50,345,100.0,5000,-212.62533569335938,0.00073,1999,3.2474448680877686,-4.399363994598389,0.31604161858558655
372.46217438333326,12,60,480,100.0,6000,-273.31622314453125,0.00073,2999,2.1930859088897705,-4.602365016937256,0.1824658066034317
427.44947769999993,11,70,617,100.0,7000,-315.1865234375,0.00073,3999,1.3792178630828857,-2.8523592948913574,0.1171664372086525
468.58688244999996,10,80,754,100.0,8000,-340.36370849609375,0.00073,4999,1.5366849899291992,-0.9647388458251953,0.08770518749952316
500.2928807111111,10,90,892,100.0,9000,-357.7373046875,0.00073,5999,1.2703709602355957,-1.6680222749710083,0.06976521015167236
525.0414517,9,100,1031,100.0,10000,-367.7148742675781,0.00073,6999,1.1247248649597168,-0.03533434867858887,0.06282038986682892
593.92629641,9,110,1169,100.0,11000,-374.61279296875,0.00073,7999,0.8753657341003418,-2.512631416320801,0.05266289785504341
661.4075020099999,9,120,1306,100.0,12000,-377.71954345703125,0.00073,8999,1.0413355827331543,-2.574965476989746,0.04456735774874687
736.72635603,8,130,1448,100.0,13000,-379.15228271484375,0.00073,9999,0.6704472303390503,1.8896050453186035,0.043497100472450256
749.0648460900001,8,140,1587,100.0,14000,-381.4833984375,0.00073,10999,0.6451946496963501,-0.30975860357284546,0.03453099727630615
750.37519648,8,150,1726,100.0,15000,-382.1481018066406,0.00073,11999,0.5440799593925476,-0.5134745836257935,0.03256997838616371
751.28196813,8,160,1865,100.0,16000,-384.4581604003906,0.00073,12999,0.7050095796585083,-0.41011685132980347,0.0316014364361763
751.0654457500001,8,170,2005,100.0,17000,-384.1021728515625,0.00073,13999,0.5290137529373169,-1.9478037357330322,0.02891155332326889
751.7475791,8,180,2144,100.0,18000,-384.3398742675781,0.00073,14999,0.5483156442642212,0.3097442388534546,0.023490672931075096
751.92194159,8,190,2284,100.0,19000,-384.3365783691406,0.00073,15999,0.3053421974182129,-0.8641126155853271,0.025531912222504616
753.3295856300002,8,200,2424,100.0,20000,-384.3825378417969,0.00073,16999,0.29231205582618713,-0.6084450483322144,0.021884217858314514
753.52784283,8,210,2563,100.0,21000,-385.66241455078125,0.00073,17999,0.4373323917388916,-0.2188117504119873,0.01919557712972164
754.21904527,8,220,2703,100.0,22000,-386.17181396484375,0.00073,18999,0.36108118295669556,-0.14344090223312378,0.01733502931892872
753.9621044400003,8,230,2845,100.0,23000,-386.7960205078125,0.00073,19999,0.3518342971801758,-1.827410340309143,0.016748124733567238
754.20089207,8,240,2985,100.0,24000,-386.2656555175781,0.00073,20999,0.40989652276039124,-1.9762388467788696,0.01652408577501774
756.1319001999999,8,250,3124,100.0,25000,-386.4536437988281,0.00073,21999,0.3324355185031891,2.644869804382324,0.014718103222548962
755.4300207299999,7,260,3265,100.0,26000,-387.77618408203125,0.00073,22999,0.21539509296417236,-2.9752140045166016,0.013811024837195873
755.8929544,7,270,3405,100.0,27000,-387.2510986328125,0.00073,23999,0.3115805685520172,-0.4573955833911896,0.01270261686295271
754.7351592399999,7,280,3545,100.0,28000,-387.59185791015625,0.00073,24999,0.25098511576652527,-0.3973804712295532,0.012562382034957409
755.5002089499999,7,290,3685,100.0,29000,-388.26763916015625,0.00073,25999,0.3284641206264496,-1.640061378479004,0.011920196935534477
754.64640283,7,300,3826,100.0,30000,-388.82171630859375,0.00073,26999,0.15617673099040985,0.8906455636024475,0.012155783362686634
755.2345584,7,310,3967,100.0,31000,-387.97222900390625,0.00073,27999,0.19081366062164307,-2.0718162059783936,0.012000233866274357
756.13445962,7,320,4108,100.0,32000,-388.6580810546875,0.00073,28999,0.12185746431350708,-3.463003635406494,0.011262054555118084
756.55393153,7,330,4248,100.0,33000,-389.1409606933594,0.00073,29999,0.2890161871910095,-1.6014045476913452,0.010300882160663605
758.2292463299999,7,340,4389,100.0,34000,-388.5714416503906,0.00073,30999,0.17995746433734894,-0.05274254083633423,0.010037687607109547
758.4201338,7,350,4529,100.0,35000,-389.771484375,0.00073,31999,0.16312360763549805,-0.9492046236991882,0.009318744763731956
759.7583198500002,7,360,4672,100.0,36000,-389.7898864746094,0.00073,32999,0.20350204408168793,2.0683321952819824,0.00898734014481306
759.99323113,7,370,4813,100.0,37000,-389.72039794921875,0.00073,33999,0.17876309156417847,0.638821005821228,0.008462808094918728
761.3222380900002,7,380,4954,100.0,38000,-390.73101806640625,0.00073,34999,0.18293723464012146,-2.708906650543213,0.008350592106580734
760.7857978100001,7,390,5096,100.0,39000,-389.9534912109375,0.00073,35999,0.14092490077018738,-1.1746788024902344,0.007842523977160454
762.2118415199999,7,400,5238,100.0,40000,-389.9523010253906,0.00073,36999,0.18260924518108368,0.15569710731506348,0.007834091782569885
762.48022289,7,410,5380,100.0,41000,-390.2020263671875,0.00073,37999,0.19270440936088562,0.104542076587677,0.007848621346056461
763.4346327999998,7,420,5522,100.0,42000,-391.3912658691406,0.00073,38999,0.09696944057941437,-2.292306423187256,0.007965907454490662
763.6450446300001,7,430,5663,100.0,43000,-391.2950134277344,0.00073,39999,0.1594935953617096,0.32696741819381714,0.007777760736644268
762.9374776,7,440,5804,100.0,44000,-391.5152587890625,0.00073,40999,0.16608937084674835,2.015856981277466,0.007422486785799265
763.4251016400001,7,450,5945,100.0,45000,-391.1422424316406,0.00073,41999,0.11747592687606812,-2.724459648132324,0.007062152959406376
763.1309872499999,7,460,6087,100.0,46000,-390.84014892578125,0.00073,42999,0.1292235106229782,-1.994537115097046,0.00737335067242384
762.7581222300001,7,470,6228,100.0,47000,-390.7354431152344,0.00073,43999,0.08921956270933151,-0.6911437511444092,0.007086180616170168
762.2238275900002,7,480,6369,100.0,48000,-390.8962097167969,0.00073,44999,0.28204306960105896,-4.327495574951172,0.009826208464801311
762.4632213299999,7,490,6512,100.0,49000,-391.759521484375,0.00073,45999,0.221800297498703,0.10559245944023132,0.006063894834369421
761.8706253099999,7,500,6652,100.0,50000,-391.3934020996094,0.00073,46999,0.08455894142389297,0.2651808261871338,0.008903536014258862
761.61156563,7,510,6794,100.0,51000,-391.070556640625,0.00073,47999,0.14973565936088562,0.688186526298523,0.008303496986627579
760.29644089,7,520,6936,100.0,52000,-390.7255554199219,0.00073,48999,0.13000379502773285,3.5222060680389404,0.006384789012372494
759.68055097,7,530,7079,100.0,53000,-391.03497314453125,0.00073,49999,0.14112283289432526,-0.32325196266174316,0.005064250435680151
760.1493321400001,7,540,7221,100.0,54000,-390.661865234375,0.00073,50999,0.33790168166160583,4.532946586608887,0.005084020551294088
759.99811189,7,550,7361,100.0,55000,-391.6251220703125,0.00073,51999,0.16014088690280914,-2.025452136993408,0.0051691425032913685
760.15269406,7,560,7502,100.0,56000,-391.859375,0.00073,52999,0.1235082745552063,0.5891041159629822,0.004941396880894899
759.69934318,7,570,7642,100.0,57000,-391.570556640625,0.00073,53999,0.1467205286026001,0.8593921661376953,0.0049429358914494514
760.1263362699999,7,580,7784,100.0,58000,-392.00286865234375,0.00073,54999,0.1103757917881012,3.2175636291503906,0.004789724480360746
760.3611855400002,7,590,7925,100.0,59000,-392.7274475097656,0.00073,55999,0.11033838987350464,-0.03963140398263931,0.004536115564405918
760.92744876,7,600,8066,100.0,60000,-391.0448913574219,0.00073,56999,0.24968484044075012,3.126230239868164,0.004376180004328489
762.4271868299999,7,610,8208,100.0,61000,-391.8868713378906,0.00073,57999,0.15821239352226257,-2.478205442428589,0.004505831282585859
762.9085544500001,7,620,8350,100.0,62000,-392.3885803222656,0.00073,58999,0.11894208192825317,-3.2082128524780273,0.004288036841899157
765.0978977999999,7,630,8492,100.0,63000,-392.1961975097656,0.00073,59999,0.16092747449874878,-3.7875707149505615,0.004266399424523115
763.8458717,7,640,8633,100.0,64000,-392.531005859375,0.00073,60999,0.1401231586933136,0.0936434268951416,0.0040441411547362804
763.5414180400002,7,650,8776,100.0,65000,-392.490966796875,0.00073,61999,0.11365191638469696,-2.5663185119628906,0.003982165828347206
764.40398365,7,660,8918,100.0,66000,-392.3922424316406,0.00073,62999,0.1145486831665039,-3.5691819190979004,0.0038810831028968096
