time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/ent_coef,train/n_updates,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/actor_loss
7,600000,84965,479.16925719000005,100.0,6000,0.029695531353354454,596999,0.00073,1.2498594522476196,-2.1573259830474854,-305.0616149902344
7,601000,85113,473.38336072,100.0,6010,0.026956073939800262,597999,0.00073,1.6958972215652466,0.9317960739135742,-309.1518249511719
7,602000,85263,473.0185776300001,100.0,6020,0.02611030824482441,598999,0.00073,1.484796404838562,3.0909361839294434,-305.99542236328125
7,603000,85411,472.68980176,100.0,6030,0.026126449927687645,599999,0.00073,1.1423909664154053,-3.269930124282837,-309.6289978027344
7,604000,85558,484.15432295,100.0,6040,0.025688093155622482,600999,0.00073,1.6912134885787964,0.48469388484954834,-305.2090148925781
7,605000,85705,584.3438493699999,100.0,6050,0.02578594721853733,601999,0.00073,1.0844923257827759,2.9269702434539795,-305.724853515625
7,606000,85854,660.47170758,100.0,6060,0.025968339294195175,602999,0.00073,1.1390265226364136,7.243094444274902,-306.6280517578125
7,607000,86002,662.44745675,100.0,6070,0.025548432022333145,603999,0.00073,0.9966356158256531,-2.5483615398406982,-305.1394958496094
7,608000,86149,663.7353668800001,100.0,6080,0.02587183378636837,604999,0.00073,1.178147792816162,-1.3652722835540771,-307.5627136230469
7,609000,86297,666.41570064,100.0,6090,0.024540362879633904,605999,0.00073,1.2368276119232178,-0.1286829710006714,-307.015869140625
7,610000,86450,668.0652631300001,100.0,6100,0.024649329483509064,606999,0.00073,1.1332056522369385,2.108503818511963,-310.5457763671875
7,611000,86597,673.97282708,100.0,6110,0.02491208165884018,607999,0.00073,1.1693251132965088,6.138195991516113,-308.6172180175781
7,612000,86744,674.3849733499999,100.0,6120,0.02429024502635002,608999,0.00073,0.9591506719589233,12.071599960327148,-305.2068176269531
7,613000,86895,674.8561973600001,100.0,6130,0.024250168353319168,609999,0.00073,1.2713435888290405,7.709063529968262,-309.8264465332031
7,614000,87047,674.93376193,100.0,6140,0.02477572299540043,610999,0.00073,1.2325834035873413,0.0723503828048706,-307.37261962890625
7,615000,87203,675.04965394,100.0,6150,0.023722760379314423,611999,0.00073,1.0181130170822144,-5.885527610778809,-311.8751525878906
7,616000,87357,675.38666715,100.0,6160,0.023932578042149544,612999,0.00073,1.0808658599853516,2.5340538024902344,-314.3984375
7,617000,87512,675.36558057,100.0,6170,0.023288410156965256,613999,0.00073,1.1274223327636719,10.412529945373535,-311.7760009765625
7,618000,87665,675.5918339200001,100.0,6180,0.02369965985417366,614999,0.00073,1.007288932800293,0.13531553745269775,-313.34088134765625
7,619000,87816,675.6480326700001,100.0,6190,0.02304123342037201,615999,0.00073,1.057826280593872,-4.585872173309326,-317.3698425292969
7,620000,87966,675.36033777,100.0,6200,0.023908574134111404,616999,0.00073,1.3829541206359863,6.792525291442871,-314.55023193359375
7,621000,88113,675.5437716300002,100.0,6210,0.02373487688601017,617999,0.00073,1.939026117324829,7.165506839752197,-313.3435974121094
7,622000,88261,675.7644953800002,100.0,6220,0.023540230467915535,618999,0.00073,1.393397331237793,2.457460641860962,-317.6365966796875
7,623000,88412,607.4192695200001,100.0,6230,0.02473788894712925,619999,0.00073,1.6722782850265503,-6.762699604034424,-315.28680419921875
7,624000,88560,559.8901483,100.0,6240,0.024471886456012726,620999,0.00073,1.2122998237609863,-1.839207410812378,-319.0155944824219
