time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/episodes,train/n_updates,train/ent_coef_loss,train/critic_loss,train/learning_rate,train/actor_loss,train/ent_coef
57385,-126.63280875999999,49.66,7,410411,8400,407410,-5.122800827026367,9.302604675292969,0.00073,101.86608123779297,0.014148667454719543
57457,-125.40262638999998,49.66,7,410911,8410,407910,-10.283181190490723,7.528643608093262,0.00073,97.22418975830078,0.014269132167100906
57528,-124.80658768,49.66,7,411411,8420,408410,7.623847961425781,6.340038776397705,0.00073,100.59217834472656,0.014523081481456757
57598,-124.02838396000001,49.8,7,411911,8430,408910,-4.731266498565674,7.201776027679443,0.00073,99.52061462402344,0.014269547536969185
57669,-125.18038646999999,49.8,7,412411,8440,409410,-3.5529537200927734,7.234199523925781,0.00073,100.54097747802734,0.014259242452681065
57740,-125.17292685999999,49.83,7,412911,8450,409910,3.9764699935913086,7.707322120666504,0.00073,106.66967010498047,0.014651420526206493
57811,-125.08655086000003,49.83,7,413411,8460,410410,-0.33366817235946655,5.952783584594727,0.00073,97.34197998046875,0.014762848615646362
57882,-122.97440727999998,49.83,7,413911,8470,410910,-0.44119060039520264,6.362544059753418,0.00073,97.2153549194336,0.014426135458052158
57953,-121.22905804000001,49.87,7,414411,8480,411410,11.838101387023926,7.095749855041504,0.00073,101.66390991210938,0.014353567734360695
58024,-116.99845275000001,50.0,7,414911,8490,411910,-2.346165657043457,6.93583869934082,0.00073,102.23896789550781,0.01474069058895111
58096,-118.00046945,50.0,7,415411,8500,412410,0.0829460620880127,7.0467987060546875,0.00073,99.8533935546875,0.014325574040412903
58167,-119.58403126000002,50.0,7,415911,8510,412910,-14.527425765991211,6.135505199432373,0.00073,98.57097625732422,0.01510151382535696
58237,-123.30139634000001,49.97,7,416408,8520,413407,2.6258463859558105,8.167556762695312,0.00073,101.15980529785156,0.014770086854696274
58312,-126.52415565000001,49.93,7,416904,8530,413903,-6.836061477661133,6.436913967132568,0.00073,99.21212005615234,0.014647125266492367
58386,-125.70184410999998,49.93,7,417404,8540,414403,3.439751148223877,7.213311672210693,0.00073,100.08026123046875,0.014924821443855762
58456,-128.5978039,49.83,7,417894,8550,414893,-7.363091945648193,7.287489891052246,0.00073,102.16451263427734,0.014541971497237682
58528,-128.42208761,49.83,7,418394,8560,415393,-4.505400657653809,6.672489166259766,0.00073,100.7590560913086,0.014401200227439404
58599,-129.98731648999998,49.82,7,418893,8570,415892,-5.150363922119141,6.0031232833862305,0.00073,101.25839233398438,0.014396531507372856
58670,-127.81043660000002,49.82,7,419393,8580,416392,7.65674352645874,6.90056848526001,0.00073,94.15444946289062,0.01459907554090023
58740,-130.18826023,49.7,7,419881,8590,416880,-2.520599842071533,6.702486991882324,0.00073,102.05814361572266,0.014834125526249409
58810,-131.88809523,49.7,7,420381,8600,417380,-8.234758377075195,9.017936706542969,0.00073,100.95437622070312,0.014741836115717888
58881,-131.51629409,49.67,7,420878,8610,417877,-8.996922492980957,8.057809829711914,0.00073,97.16900634765625,0.014302292838692665
58952,-129.90850283,49.7,7,421378,8620,418377,-4.24523401260376,8.456113815307617,0.00073,99.58152770996094,0.014849773608148098
59023,-125.56255847,49.74,7,421878,8630,418877,-0.838646650314331,9.698030471801758,0.00073,96.60049438476562,0.015232691541314125
59094,-126.05964094000001,49.74,7,422378,8640,419377,-3.418041229248047,6.365297794342041,0.00073,99.2467041015625,0.014808626845479012
59164,-122.17523650000001,49.84,7,422878,8650,419877,-4.34901237487793,7.413347244262695,0.00073,96.42282104492188,0.014595894142985344
59235,-126.00927637999997,49.82,7,423376,8660,420375,5.9839582443237305,10.061025619506836,0.00073,95.18508911132812,0.015559053048491478
59305,-126.03691201,49.83,7,423876,8670,420875,-0.6081863641738892,7.04762077331543,0.00073,99.70394897460938,0.014902889728546143
59376,-128.52360811999998,49.82,7,424375,8680,421374,-3.391676902770996,10.72877311706543,0.00073,98.80215454101562,0.014711900614202023
59446,-128.2820904,49.94,7,424875,8690,421874,-0.199177086353302,6.573413372039795,0.00073,94.72710418701172,0.01553503330796957
59517,-129.13625831999997,49.94,7,425375,8700,422374,0.9478752613067627,7.508358001708984,0.00073,96.08301544189453,0.015422902069985867
59587,-128.35255762,49.84,7,425862,8710,422861,2.2129197120666504,9.789097785949707,0.00073,98.77013397216797,0.015506177209317684
59658,-128.58723698,49.84,7,426362,8720,423361,-1.4687820672988892,7.711761951446533,0.00073,100.28317260742188,0.015515148639678955
59728,-129.68454574999998,49.84,7,426862,8730,423861,-0.16910088062286377,20.023345947265625,0.00073,102.86247253417969,0.015982583165168762
59799,-132.17595604,49.84,7,427362,8740,424361,4.360544204711914,7.705428123474121,0.00073,96.20155334472656,0.015343724749982357
59870,-134.07875259,49.84,7,427862,8750,424861,7.9234514236450195,7.617086887359619,0.00073,100.61265563964844,0.01572134904563427
59940,-131.79661976999995,49.86,7,428362,8760,425361,5.615377426147461,7.414071559906006,0.00073,94.58917999267578,0.015971841290593147
60011,-134.13206398999998,49.86,7,428862,8770,425861,-2.59890079498291,7.275925636291504,0.00073,98.29742431640625,0.015935014933347702
60081,-129.00248851,49.87,7,429362,8780,426361,-5.972903251647949,7.624937057495117,0.00073,97.76702880859375,0.01614963449537754
60151,-130.53177821,49.82,7,429857,8790,426856,4.749045372009277,7.526946067810059,0.00073,96.69219207763672,0.015860768035054207
60221,-132.17113326,49.81,7,430356,8800,427355,-3.297173500061035,7.452388763427734,0.00073,92.17001342773438,0.015476998873054981
60292,-131.20823424,49.94,7,430856,8810,427855,-2.258190155029297,10.579973220825195,0.00073,93.6033706665039,0.01611979864537716
60363,-130.1227031,49.94,7,431356,8820,428355,-3.265240430831909,7.114299774169922,0.00073,98.18827819824219,0.01615947112441063
60433,-130.17552674,49.94,7,431856,8830,428855,4.722280502319336,7.513450622558594,0.00073,93.98501586914062,0.016061769798398018
60503,-128.70622798,49.94,7,432356,8840,429355,-6.764880657196045,6.320851802825928,0.00073,94.11787414550781,0.015383519232273102
60575,-128.29289578,49.94,7,432856,8850,429855,3.4196901321411133,8.789493560791016,0.00073,100.48670196533203,0.015223564580082893
60645,-126.97225682000003,49.94,7,433356,8860,430355,1.79478120803833,6.344813346862793,0.00073,97.27998352050781,0.014724933542311192
60716,-125.5082173,49.94,7,433856,8870,430855,3.7847349643707275,8.161767959594727,0.00073,97.25196075439453,0.015339086763560772
60788,-127.54955617000002,49.94,7,434356,8880,431355,0.22647881507873535,7.390837669372559,0.00073,97.15440368652344,0.015102190896868706
60859,-124.1772191,49.99,7,434856,8890,431855,2.0932555198669434,7.869287490844727,0.00073,101.77206420898438,0.014618056826293468
60929,-124.04363127000002,49.97,7,435353,8900,432352,2.9855258464813232,7.119368076324463,0.00073,102.09121704101562,0.015063289552927017
60999,-124.80852488999999,49.95,7,435851,8910,432850,0.7550488710403442,7.0893049240112305,0.00073,89.14013671875,0.015115021727979183
61070,-124.28890231,49.95,7,436351,8920,433350,7.550594329833984,6.695902347564697,0.00073,102.6609878540039,0.015048542991280556
61139,-123.38733919999999,49.95,7,436851,8930,433850,2.266871929168701,7.095726490020752,0.00073,93.09944152832031,0.014575599692761898
61209,-122.69474536,49.95,7,437351,8940,434350,-0.49949395656585693,6.558557510375977,0.00073,99.58562469482422,0.014695136807858944
61280,-124.24790834000001,49.95,7,437851,8950,434850,2.764115571975708,7.680336952209473,0.00073,105.57991027832031,0.014853689819574356
61350,-125.48170478000002,49.95,7,438351,8960,435350,-2.9195566177368164,8.3163423538208,0.00073,97.25941467285156,0.01532067358493805
61420,-121.52076795,49.95,7,438851,8970,435850,2.963819980621338,8.076967239379883,0.00073,95.65277099609375,0.015495519153773785
61492,-122.86564086,49.95,7,439351,8980,436350,7.742520809173584,7.170169830322266,0.00073,101.07476806640625,0.015747029334306717
61564,-122.67348107000002,49.95,7,439851,8990,436850,0.025580883026123047,8.49170207977295,0.00073,102.73057556152344,0.015788013115525246
61634,-118.84560575999998,49.98,7,440351,9000,437350,-7.984849452972412,6.80972957611084,0.00073,97.5319595336914,0.015720674768090248
61704,-119.46641136000002,50.0,7,440851,9010,437850,-0.514763355255127,7.69040584564209,0.00073,97.38968658447266,0.015573044307529926
61774,-119.80285983,50.0,7,441351,9020,438350,1.9878977537155151,6.298425674438477,0.00073,98.4944839477539,0.016306089237332344
61844,-121.85785226,49.98,7,441849,9030,438848,-4.222219944000244,8.05866813659668,0.00073,105.73758697509766,0.015206790529191494
61913,-124.67127396,49.95,7,442346,9040,439345,-0.48992598056793213,7.023875713348389,0.00073,99.9495849609375,0.01548495702445507
61982,-123.02593671000002,49.95,7,442846,9050,439845,6.105008125305176,6.7786149978637695,0.00073,92.49565124511719,0.015370702371001244
62053,-125.88647353999997,49.95,7,443346,9060,440345,9.986764907836914,7.88642692565918,0.00073,99.69161987304688,0.01551638450473547
62123,-133.73624727,49.94,7,443845,9070,440844,-0.912649393081665,7.042301177978516,0.00073,98.90130615234375,0.01513244491070509
62193,-133.09179887,49.94,7,444345,9080,441344,-1.9179989099502563,8.283775329589844,0.00073,102.20438385009766,0.014825109392404556
62261,-134.35324532,49.83,7,444834,9090,441833,-6.56680154800415,7.06561279296875,0.00073,103.2775650024414,0.01525668054819107
62333,-137.64427013,49.83,7,445334,9100,442333,4.532692909240723,6.665496826171875,0.00073,93.88692474365234,0.01525802630931139
62403,-137.67348196999998,49.83,7,445834,9110,442833,-0.8105006217956543,6.530567169189453,0.00073,102.15611267089844,0.015278972685337067
62473,-138.04765885,49.78,7,446329,9120,443328,-0.1776840090751648,6.852092266082764,0.00073,97.77667999267578,0.015246178954839706
62542,-136.45064241999998,49.78,7,446827,9130,443826,-6.810635566711426,6.745916843414307,0.00073,91.2326431274414,0.015046211890876293
62613,-135.59039664999997,49.81,7,447327,9140,444326,-0.5825852155685425,7.011809349060059,0.00073,93.4100341796875,0.015368254855275154
62683,-135.53412283,49.81,7,447827,9150,444826,3.801370143890381,8.484622955322266,0.00073,97.40353393554688,0.015186508186161518
62751,-134.50873877,49.72,7,448318,9160,445317,4.4666008949279785,6.670842170715332,0.00073,99.82050323486328,0.015458604320883751
62823,-128.18270012000002,49.73,7,448818,9170,445817,-7.933108806610107,6.227090835571289,0.00073,102.58076477050781,0.01557349693030119
62893,-130.25071251,49.68,7,449313,9180,446312,-2.014765977859497,7.41822624206543,0.00073,101.46961975097656,0.015120255760848522
62962,-131.34468780999998,49.79,7,449813,9190,446812,3.3820977210998535,7.269457817077637,0.00073,103.56561279296875,0.01569889672100544
63032,-131.56294916999997,49.79,7,450313,9200,447312,-6.524456977844238,7.176456451416016,0.00073,95.51243591308594,0.015254846774041653
63102,-130.31521885,49.79,7,450813,9210,447812,2.700462818145752,7.062955856323242,0.00073,99.9161605834961,0.01523795910179615
63173,-132.31586869999998,49.83,7,451312,9220,448311,-1.1143568754196167,7.983640193939209,0.00073,97.11219787597656,0.015404263511300087
63243,-132.69508323000002,49.85,7,451812,9230,448811,-5.661463737487793,7.522531032562256,0.00073,94.12501525878906,0.015169080346822739
63312,-131.72291788,49.78,7,452305,9240,449304,2.2925033569335938,8.267406463623047,0.00073,98.69327545166016,0.01553352177143097
63383,-132.23579222,49.78,7,452805,9250,449804,-5.86110258102417,9.50008773803711,0.00073,100.5526351928711,0.015276546590030193
63453,-130.59019403,49.84,7,453302,9260,450301,-2.5736804008483887,7.01999568939209,0.00073,99.17829895019531,0.015455685555934906
63523,-134.51244361,49.82,7,453800,9270,450799,-2.054487705230713,7.682993412017822,0.00073,95.1911849975586,0.01557273231446743
63594,-135.25759956,49.87,7,454300,9280,451299,-0.9565277099609375,7.859930992126465,0.00073,92.83465576171875,0.015098842792212963
63664,-132.28377114,49.87,7,454800,9290,451799,7.817471504211426,7.8217315673828125,0.00073,101.09896087646484,0.015646301209926605
63734,-128.96106473,49.87,7,455300,9300,452299,-8.968965530395508,6.220866680145264,0.00073,95.36520385742188,0.015344010666012764
63806,-128.06086647,49.87,7,455800,9310,452799,-0.8771823644638062,7.164079666137695,0.00073,95.69142150878906,0.01541946828365326
63877,-126.00295317,49.88,7,456300,9320,453299,1.9309524297714233,7.906428813934326,0.00073,99.05714416503906,0.015637783333659172
63945,-127.05530166,49.83,7,456795,9330,453794,-0.5629129409790039,6.621482849121094,0.00073,96.67762756347656,0.015092486515641212
64015,-127.37465059,49.9,7,457295,9340,454294,4.768100738525391,7.192337512969971,0.00073,93.17569732666016,0.01450271438807249
64084,-125.26740882999998,49.9,7,457795,9350,454794,0.8509516716003418,7.765469551086426,0.00073,99.58748626708984,0.01561994943767786
64154,-123.01504458000001,49.93,7,458295,9360,455294,4.736594200134277,9.062158584594727,0.00073,96.49989318847656,0.015498186461627483
64223,-121.82762242999999,49.95,7,458795,9370,455794,-3.518552303314209,6.458812713623047,0.00073,99.02555084228516,0.015405659563839436
64293,-120.43071292999998,49.95,7,459295,9380,456294,-4.188987731933594,7.763190269470215,0.00073,97.1326904296875,0.014736544340848923
64363,-119.32003958,49.95,7,459795,9390,456794,-11.227279663085938,7.661847114562988,0.00073,96.31697082519531,0.014868046157062054
64432,-118.72004689999999,49.95,7,460295,9400,457294,1.6176139116287231,6.078718185424805,0.00073,103.55127716064453,0.015290050767362118
64502,-121.82420384999999,49.95,7,460795,9410,457794,-5.127218246459961,6.647280693054199,0.00073,94.82823944091797,0.015305879525840282
64572,-120.99274630999999,49.95,7,461295,9420,458294,5.899172306060791,62.68821716308594,0.00073,99.56327819824219,0.015189751982688904
64641,-121.03338052999999,49.96,7,461791,9430,458790,0.9089563488960266,6.696016311645508,0.00073,97.6888198852539,0.014846735633909702
64711,-117.45341772,49.96,7,462291,9440,459290,4.582709312438965,5.872954845428467,0.00073,97.19960021972656,0.015246826224029064
64781,-118.26259407999999,49.96,7,462791,9450,459790,-8.638300895690918,8.342408180236816,0.00073,102.84606170654297,0.014983607456088066
64850,-119.00302719000001,49.96,7,463291,9460,460290,-1.746864914894104,7.580028533935547,0.00073,96.63556671142578,0.014826424419879913
64919,-117.44622205000002,49.96,7,463791,9470,460790,-9.651557922363281,6.9870758056640625,0.00073,94.31289672851562,0.014819498173892498
64989,-117.44473499999998,49.94,7,464289,9480,461288,-7.190911293029785,6.645212173461914,0.00073,94.65821075439453,0.014746574684977531
65058,-119.74045719000001,49.88,7,464783,9490,461782,-1.9212327003479004,8.226484298706055,0.00073,94.58474731445312,0.014895359054207802
65130,-121.67280715999998,49.88,7,465283,9500,462282,-3.208090305328369,7.904874801635742,0.00073,96.42898559570312,0.014759871177375317
65199,-121.05671590999998,49.88,7,465783,9510,462782,-5.457424163818359,7.073792457580566,0.00073,101.07518005371094,0.01508388202637434
65269,-124.62469358999999,49.88,7,466283,9520,463282,-2.592514991760254,6.890647888183594,0.00073,92.57328033447266,0.015023255720734596
65339,-121.26000516999999,49.92,7,466783,9530,463782,8.800041198730469,10.193452835083008,0.00073,97.1661148071289,0.014703603461384773
65409,-125.66965933000002,49.87,7,467278,9540,464277,-8.794918060302734,6.5530500411987305,0.00073,98.55828094482422,0.015276758000254631
65477,-129.4897911,49.73,7,467764,9550,464763,3.5447068214416504,7.201493263244629,0.00073,94.03089904785156,0.01516533363610506
65549,-128.83412195,49.73,7,468264,9560,465263,0.012593388557434082,8.597558975219727,0.00073,95.28184509277344,0.015063978731632233
65621,-128.87522017,49.73,7,468764,9570,465763,-7.810254096984863,7.61044979095459,0.00073,92.14763641357422,0.014703295193612576
65692,-127.10361694,49.75,7,469264,9580,466263,4.075099945068359,6.634990692138672,0.00073,99.82413482666016,0.01460665836930275
65762,-126.86777842000001,49.81,7,469764,9590,466763,0.6964223384857178,7.6746745109558105,0.00073,100.84687042236328,0.014834500849246979
65832,-125.55896466,49.81,7,470264,9600,467263,-0.7374149560928345,7.5696001052856445,0.00073,98.36902618408203,0.014331498183310032
65902,-125.98920047999998,49.76,7,470759,9610,467758,-3.9239797592163086,7.276000022888184,0.00073,98.09782409667969,0.015046713873744011
65973,-124.42422004,49.76,7,471259,9620,468258,-13.269584655761719,5.649511814117432,0.00073,94.9893798828125,0.014802562072873116
66042,-125.11990195,49.76,7,471759,9630,468758,-0.5672905445098877,6.087092399597168,0.00073,101.15031433105469,0.014604512602090836
66112,-125.76942856,49.78,7,472256,9640,469255,-3.7003185749053955,6.17453670501709,0.00073,102.51190948486328,0.015088004060089588
66182,-124.00223821000002,49.92,7,472756,9650,469755,0.41071438789367676,6.76146125793457,0.00073,101.08847045898438,0.01493604201823473
66252,-125.15125852999999,49.92,7,473256,9660,470255,-0.33946385979652405,7.344020843505859,0.00073,94.20487213134766,0.014780865982174873
66321,-126.39500396000001,49.82,7,473746,9670,470745,7.415977954864502,7.8352813720703125,0.00073,102.38632202148438,0.01484282873570919
66391,-128.4519187,49.76,7,474240,9680,471239,3.5370707511901855,7.601932525634766,0.00073,100.2035140991211,0.015036040917038918
66461,-130.97709364,49.76,7,474740,9690,471739,-1.1224637031555176,8.063831329345703,0.00073,94.7715835571289,0.014842991717159748
66530,-129.78949593,49.76,7,475240,9700,472239,-12.702903747558594,6.743039131164551,0.00073,100.3018569946289,0.014844916760921478
66599,-127.37665994,49.81,7,475740,9710,472739,-5.853185653686523,7.6681365966796875,0.00073,101.81519317626953,0.014819144271314144
66669,-126.66467027,49.69,7,476228,9720,473227,5.94697380065918,6.543048858642578,0.00073,93.56575012207031,0.014811317436397076
66740,-126.54426565999998,49.69,7,476728,9730,473727,5.732519149780273,6.239736557006836,0.00073,96.47058868408203,0.014522340148687363
66810,-123.94007742,49.72,7,477228,9740,474227,-3.4985337257385254,5.97566032409668,0.00073,99.05287170410156,0.014321462251245975
66880,-122.90145219000001,49.72,7,477728,9750,474727,-3.230367660522461,6.9280242919921875,0.00073,97.2442398071289,0.014321776106953621
66951,-121.96238243000002,49.72,7,478228,9760,475227,0.6988749504089355,5.375113010406494,0.00073,92.94007110595703,0.014554090797901154
67021,-119.90457797,49.82,7,478728,9770,475727,7.869643211364746,6.296356678009033,0.00073,97.15823364257812,0.014822868630290031
67092,-117.62230695999999,49.88,7,479228,9780,476227,-4.7364397048950195,5.889298439025879,0.00073,92.25453186035156,0.014816269278526306
67162,-114.58180787,49.88,7,479728,9790,476727,7.381290435791016,6.270621299743652,0.00073,92.44974517822266,0.014247654005885124
67231,-119.21416704000004,49.86,7,480226,9800,477225,11.745638847351074,7.723161220550537,0.00073,105.25027465820312,0.014850092120468616
67301,-120.41805245000002,49.86,7,480726,9810,477725,0.5829627513885498,7.2890167236328125,0.00073,103.85530853271484,0.014179917983710766
67370,-121.30536581999999,49.96,7,481224,9820,478223,-1.366520881652832,6.8089141845703125,0.00073,96.19136047363281,0.014731092378497124
67440,-122.02545171999998,49.96,7,481724,9830,478723,-1.0554345846176147,6.465751647949219,0.00073,97.56783294677734,0.01461724191904068
67510,-123.08672614000001,49.96,7,482224,9840,479223,-6.4785380363464355,6.144350051879883,0.00073,98.43656921386719,0.014476715587079525
67580,-123.05545740999997,49.96,7,482724,9850,479723,3.162442207336426,7.587689399719238,0.00073,94.33960723876953,0.014529239386320114
67651,-124.73487818,49.96,7,483224,9860,480223,-5.289292335510254,7.506596565246582,0.00073,99.36744689941406,0.014666511677205563
67720,-124.80141096,49.96,7,483724,9870,480723,1.410596489906311,7.03986930847168,0.00073,95.60577392578125,0.014519445598125458
67789,-127.71808921999998,49.96,7,484224,9880,481223,1.5241539478302002,7.645061016082764,0.00073,99.29438018798828,0.013915232382714748
67858,-130.37088501,49.88,7,484716,9890,481715,0.9185810089111328,6.818804740905762,0.00073,96.83300018310547,0.014611032791435719
67928,-128.45042394000004,49.9,7,485216,9900,482215,-2.561999559402466,5.868514060974121,0.00073,98.18661499023438,0.014703379012644291
67997,-128.66758076,49.9,7,485716,9910,482715,-1.408569097518921,6.007134437561035,0.00073,95.34989166259766,0.014645036309957504
68067,-125.17568785000002,49.92,7,486216,9920,483215,8.699177742004395,7.2069501876831055,0.00073,94.81843566894531,0.01529709529131651
68137,-129.70084151000003,49.92,7,486716,9930,483715,-10.713136672973633,7.222527980804443,0.00073,104.08439636230469,0.014999069273471832
68207,-129.23868535000003,49.92,7,487216,9940,484215,-2.1980819702148438,6.557722091674805,0.00073,102.33270263671875,0.01473509706556797
68276,-127.00414343,49.92,7,487716,9950,484715,11.359686851501465,7.1475605964660645,0.00073,98.29883575439453,0.015202411450445652
68347,-126.93537532,49.92,7,488216,9960,485215,-6.262241840362549,6.961332321166992,0.00073,96.74922180175781,0.014977721497416496
68415,-128.16356547,49.92,7,488716,9970,485715,2.076354503631592,7.60527229309082,0.00073,97.9213638305664,0.014847387559711933
68484,-126.20701145000001,49.92,7,489216,9980,486215,2.56325101852417,7.678619384765625,0.00073,85.39005279541016,0.015079530887305737
68553,-124.08112854999999,50.0,7,489716,9990,486715,0.7219134569168091,8.059094429016113,0.00073,95.1369400024414,0.015148082748055458
68622,-122.69590428000004,50.0,7,490216,10000,487215,-9.166927337646484,6.80602502822876,0.00073,98.76887512207031,0.01501825638115406
68691,-121.31010017,50.0,7,490716,10010,487715,4.915050506591797,6.60438871383667,0.00073,95.9922103881836,0.014846735633909702
68760,-125.03410297,49.97,7,491213,10020,488212,-1.8585400581359863,6.855480194091797,0.00073,99.17694091796875,0.014883439056575298
68829,-122.23874924,49.97,7,491713,10030,488712,2.483724594116211,5.91936731338501,0.00073,92.09062194824219,0.014639493077993393
68900,-123.17499097999999,49.97,7,492213,10040,489212,-1.2509784698486328,6.048956871032715,0.00073,96.29273223876953,0.014728585258126259
68969,-123.80113137000001,49.97,7,492713,10050,489712,-6.393813133239746,5.909506797790527,0.00073,96.90908813476562,0.014447441324591637
69039,-123.04680889000001,49.97,7,493213,10060,490212,0.914921760559082,5.598840713500977,0.00073,97.06222534179688,0.014857628382742405
69108,-121.23281550999998,49.97,7,493713,10070,490712,1.6587495803833008,6.848874092102051,0.00073,98.26866149902344,0.014376047998666763
69178,-121.97177331,49.97,7,494213,10080,491212,1.8246572017669678,6.679681777954102,0.00073,96.48432922363281,0.01418115571141243
69247,-120.86558477999999,49.97,7,494713,10090,491712,-3.3102762699127197,6.109731197357178,0.00073,104.88158416748047,0.014571527019143105
69317,-121.57762771999998,49.97,7,495213,10100,492212,-7.106340408325195,6.401087760925293,0.00073,98.1669921875,0.014701570384204388
69387,-121.13533490000002,49.97,7,495713,10110,492712,11.61103630065918,7.175009250640869,0.00073,98.94459533691406,0.014766854234039783
69460,-119.08928270999999,50.0,7,496213,10120,493212,2.968794822692871,6.355532646179199,0.00073,97.36189270019531,0.015164126642048359
69535,-118.25819855,50.0,7,496713,10130,493712,-1.1212552785873413,8.071675300598145,0.00073,98.93730926513672,0.014722729101777077
69610,-117.43335100000002,50.0,7,497213,10140,494212,1.767704963684082,6.513407230377197,0.00073,94.85114288330078,0.01472451165318489
69684,-119.51062460000001,50.0,7,497713,10150,494712,2.5412909984588623,6.990104675292969,0.00073,94.30719757080078,0.01487044245004654
69759,-118.7691304,50.0,7,498213,10160,495212,-1.3481271266937256,7.147221565246582,0.00073,99.3467025756836,0.014875123277306557
69831,-119.90154877000003,50.0,7,498713,10170,495712,-1.9063801765441895,6.392942428588867,0.00073,100.79920196533203,0.015234769321978092
69904,-119.08533744999998,50.0,7,499213,10180,496212,-4.920483589172363,7.584822654724121,0.00073,94.24031066894531,0.01448273565620184
69976,-120.18495848999999,50.0,7,499713,10190,496712,-1.8427282571792603,7.301146030426025,0.00073,96.28425598144531,0.014977799728512764
70048,-118.16029791000001,50.0,7,500213,10200,497212,3.281062364578247,6.451656341552734,0.00073,93.5802001953125,0.014922117814421654
70118,-122.76920437999998,50.0,7,500713,10210,497712,1.5311312675476074,7.596002578735352,0.00073,96.54501342773438,0.015186876989901066
70189,-122.50916869999998,50.0,7,501213,10220,498212,8.689945220947266,6.692273139953613,0.00073,91.2522964477539,0.015586059540510178
70259,-120.39985861999999,50.0,7,501713,10230,498712,-2.2526023387908936,8.11471176147461,0.00073,99.74834442138672,0.01528297271579504
70331,-121.06698467999999,50.0,7,502213,10240,499212,-0.42332732677459717,7.189846038818359,0.00073,93.32539367675781,0.014885972253978252
70402,-120.80497301999999,50.0,7,502713,10250,499712,-1.329196572303772,7.0052337646484375,0.00073,93.17056274414062,0.015000578947365284
70473,-123.18799677000001,50.0,7,503213,10260,500212,8.450226783752441,8.55573844909668,0.00073,95.90420532226562,0.01517936959862709
70542,-123.60680163,50.0,7,503713,10270,500712,-1.011819839477539,6.536686420440674,0.00073,97.63221740722656,0.014867967925965786
70613,-123.64986185999999,50.0,7,504213,10280,501212,-8.162487030029297,7.109655380249023,0.00073,93.2607421875,0.015310683287680149
70682,-121.82810382999998,50.0,7,504713,10290,501712,-5.549400806427002,6.851962566375732,0.00073,93.53364562988281,0.015339299105107784
70753,-123.21703967000002,50.0,7,505213,10300,502212,1.0056672096252441,6.960639476776123,0.00073,86.6596450805664,0.01532776840031147
70822,-122.85465851000001,49.95,7,505708,10310,502707,-4.994620323181152,6.427759170532227,0.00073,97.74388122558594,0.014622198417782784
70891,-124.62911055000002,49.95,7,506208,10320,503207,-1.8039114475250244,6.585737228393555,0.00073,102.49322509765625,0.014821921475231647
70961,-127.69620898000001,49.95,7,506708,10330,503707,2.93483829498291,7.000153541564941,0.00073,92.77210998535156,0.014746068976819515
71030,-126.33455494999998,49.95,7,507208,10340,504207,-8.427562713623047,9.3104829788208,0.00073,92.21417236328125,0.015010545961558819
71101,-130.55510119000002,49.95,7,507708,10350,504707,0.9420946836471558,7.543671607971191,0.00073,96.40388488769531,0.015640854835510254
71171,-130.84674528999997,49.95,7,508208,10360,505207,-4.392010688781738,7.494335651397705,0.00073,94.24878692626953,0.015485133975744247
71240,-135.15266299,49.87,7,508700,10370,505699,3.015507459640503,6.224693775177002,0.00073,91.16936492919922,0.015098489820957184
71310,-134.39894371,49.87,7,509200,10380,506199,-5.235851287841797,6.886474609375,0.00073,93.56767272949219,0.015347647480666637
71379,-136.59708567,49.87,7,509700,10390,506699,11.707714080810547,7.475914478302002,0.00073,94.21121978759766,0.01507963240146637
71449,-136.55691855,49.87,7,510200,10400,507199,-5.9246826171875,9.115273475646973,0.00073,97.39318084716797,0.015844259411096573
71519,-132.89920121,49.92,7,510700,10410,507699,-5.203638076782227,6.684879779815674,0.00073,90.31635284423828,0.015328529290854931
71585,-136.87958751,49.71,7,511179,10420,508178,10.02859878540039,8.48940658569336,0.00073,90.58626556396484,0.015275402925908566
71656,-136.64860666,49.71,7,511679,10430,508678,1.4229212999343872,7.4809370040893555,0.00073,94.54396057128906,0.015916036441922188
71724,-141.41511640000002,49.64,7,512172,10440,509171,0.01266545057296753,8.586132049560547,0.00073,92.81724548339844,0.015630260109901428
71794,-135.26535191000002,49.64,7,512672,10450,509671,3.2620081901550293,6.87139368057251,0.00073,90.72412109375,0.015265733003616333
71864,-132.80545361,49.64,7,513172,10460,510171,1.0441622734069824,6.4236531257629395,0.00073,92.45415496826172,0.015626266598701477
71934,-127.5323448,49.72,7,513672,10470,510671,-4.201716899871826,7.771091461181641,0.00073,97.08929443359375,0.01566765271127224
72004,-128.88519487000002,49.72,7,514172,10480,511171,1.7480425834655762,9.129060745239258,0.00073,90.21762084960938,0.015495238825678825
72073,-126.44136693,49.72,7,514672,10490,511671,-8.54804515838623,7.529043197631836,0.00073,95.95989990234375,0.01560753770172596
72143,-124.50248040000002,49.72,7,515172,10500,512171,-11.053470611572266,7.2713727951049805,0.00073,93.81243133544922,0.015788540244102478
72217,-125.27729436999999,49.72,7,515672,10510,512671,-0.07770156860351562,6.313096523284912,0.00073,92.24885559082031,0.015767091885209084
72293,-123.5352088,49.93,7,516172,10520,513171,7.154451847076416,7.74755859375,0.00073,92.57172393798828,0.015076353214681149
