time/episodes,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/actor_loss,train/ent_coef_loss,train/critic_loss,train/n_updates
3840,166435,7,1358.83530521,22652,43.99,0.359455943107605,0.00073,-1266.549560546875,-3.0948007106781006,421.0223693847656,163434
3850,166935,7,1338.8224108499999,22722,43.99,0.35367023944854736,0.00073,-1377.6776123046875,-0.5628678798675537,324.7439880371094,163934
3860,167435,7,1325.79923656,22792,43.99,0.345491886138916,0.00073,-1330.731201171875,1.959818720817566,426.8233947753906,164434
3870,167935,7,1324.3666782899998,22863,43.99,0.34289464354515076,0.00073,-1282.502197265625,-1.4081865549087524,1315.3726806640625,164934
3880,168435,7,1328.15935897,22934,43.99,0.3453800082206726,0.00073,-1354.2464599609375,-0.7261815071105957,409.41949462890625,165434
3890,168935,7,1323.5216861200001,23006,43.99,0.33964014053344727,0.00073,-1353.429443359375,0.6515154242515564,893.3916015625,165934
3900,169435,7,1323.22513633,23076,43.99,0.3471752405166626,0.00073,-1397.9849853515625,0.5852890014648438,390.4809875488281,166434
3910,169921,7,1340.8666181699998,23145,44.69,0.34846872091293335,0.00073,-1416.7806396484375,-0.3604673147201538,365.02178955078125,166920
3920,170407,7,1358.04167012,23214,47.59,0.3497735261917114,0.00073,-1423.701171875,3.052267074584961,520.5930786132812,167406
3930,170907,7,1340.8582108700002,23283,49.53,0.333832710981369,0.00073,-1379.30322265625,-0.6436947584152222,480.23004150390625,167906
3940,171407,7,1346.96999854,23352,49.72,0.35776573419570923,0.00073,-1375.156494140625,-0.2545841932296753,471.7938232421875,168406
3950,171907,7,1358.01967611,23422,49.72,0.35099276900291443,0.00073,-1374.5341796875,-2.3695051670074463,409.3882141113281,168906
3960,172407,7,1368.2917547099999,23494,49.72,0.35269370675086975,0.00073,-1378.0010986328125,-0.79579758644104,385.1925964355469,169406
3970,172907,7,1371.38303698,23564,49.72,0.34834447503089905,0.00073,-1331.427490234375,-3.1041665077209473,773.16015625,169906
3980,173407,7,1373.34944752,23634,49.72,0.34454086422920227,0.00073,-1338.66748046875,0.43051180243492126,465.7073059082031,170406
3990,173907,7,1377.2361880499998,23704,49.72,0.34075039625167847,0.00073,-1357.520263671875,0.059190526604652405,1098.123291015625,170906
4000,174407,7,1380.3412986699998,23773,49.72,0.34438320994377136,0.00073,-1381.0267333984375,0.5239745378494263,326.107666015625,171406
4010,174907,7,1419.6556635199997,23842,49.86,0.3508707284927368,0.00073,-1372.1512451171875,0.5480096340179443,322.88922119140625,171906
4020,175407,7,1581.7820106699999,23911,50.0,0.35363414883613586,0.00073,-1386.8076171875,0.9874693155288696,540.398193359375,172406
4030,175907,7,1763.68694544,23981,50.0,0.35913580656051636,0.00073,-1420.4288330078125,3.55010986328125,2554.414306640625,172906
4040,176407,7,1782.93044034,24051,50.0,0.3595975935459137,0.00073,-1419.8740234375,1.0976028442382812,360.7521057128906,173406
4050,176907,7,1625.93755293,24120,50.0,0.35987839102745056,0.00073,-1373.2476806640625,-0.3563539981842041,437.68389892578125,173906
4060,177407,7,1449.47685697,24190,50.0,0.34548357129096985,0.00073,-1375.9385986328125,-0.985521674156189,704.6031494140625,174406
4070,177907,7,1269.72321145,24260,50.0,0.3377857506275177,0.00073,-1396.5916748046875,0.11623340845108032,835.6653442382812,174906
4080,178333,7,1142.68798477,24320,49.26,0.34419307112693787,0.00073,-1328.824951171875,0.7606898546218872,433.0946350097656,175332
4090,178833,7,1149.34165795,24389,49.26,0.3393402695655823,0.00073,-1323.396240234375,-0.9360605478286743,268.7744140625,175832
4100,179333,7,1152.98220497,24459,49.26,0.33852553367614746,0.00073,-1355.3077392578125,0.5797719359397888,752.4667358398438,176332
4110,179833,7,1157.7262864799998,24528,49.26,0.3341800272464752,0.00073,-1358.9002685546875,0.9804452061653137,550.3299560546875,176832
4120,180333,7,1158.29278007,24598,49.26,0.33392277359962463,0.00073,-1350.8994140625,-0.6827175617218018,387.6776123046875,177332
4130,180833,7,1153.50178992,24667,49.26,0.3419512212276459,0.00073,-1365.8350830078125,-0.8413283824920654,352.693115234375,177832
4140,181333,7,1157.5452429600002,24737,49.26,0.33995696902275085,0.00073,-1302.702880859375,-1.5597059726715088,472.3055725097656,178332
4150,181833,7,1318.39922028,24805,49.26,0.3476688861846924,0.00073,-1381.7738037109375,0.12577342987060547,722.551513671875,178832
4160,182333,7,1500.11834584,24875,49.26,0.3574419617652893,0.00073,-1376.145751953125,-2.3955841064453125,302.85955810546875,179332
4170,182833,7,1681.4100410400001,24945,49.26,0.34876805543899536,0.00073,-1393.438720703125,0.5382458567619324,521.9000244140625,179832
4180,183333,7,1807.0881061900002,25013,50.0,0.3532748520374298,0.00073,-1440.2913818359375,-0.7912012338638306,694.3968505859375,180332
4190,183833,7,1800.7329476599998,25084,50.0,0.34208396077156067,0.00073,-1380.559326171875,-0.3372754156589508,523.2896118164062,180832
4200,184333,7,1797.5960663700005,25153,50.0,0.3563254475593567,0.00073,-1426.889404296875,1.3356362581253052,959.5101318359375,181332
4210,184833,7,1781.5046546700003,25223,50.0,0.3617132604122162,0.00073,-1407.3543701171875,-2.0227866172790527,273.24273681640625,181832
4220,185333,7,1769.64620384,25296,50.0,0.35522139072418213,0.00073,-1412.081787109375,-0.3195561170578003,882.3961181640625,182332
4230,185833,7,1772.0455794099998,25366,50.0,0.35405534505844116,0.00073,-1481.2835693359375,-1.0392951965332031,417.24969482421875,182832
4240,186333,7,1769.8179982499998,25436,50.0,0.3497123122215271,0.00073,-1433.3824462890625,-0.7899496555328369,480.3084716796875,183332
4250,186833,7,1768.24076989,25506,50.0,0.35512372851371765,0.00073,-1464.1199951171875,-4.111266136169434,297.83892822265625,183832
4260,187333,7,1746.1032737300002,25577,50.0,0.34931230545043945,0.00073,-1456.267822265625,-3.329535722732544,320.7843017578125,184332
4270,187833,7,1737.5607256300002,25646,50.0,0.35049253702163696,0.00073,-1455.900390625,-0.6044723391532898,376.90509033203125,184832
4280,188302,7,1711.4753332399998,25710,49.69,0.35051047801971436,0.00073,-1417.640869140625,-2.79689884185791,357.92584228515625,185301
4290,188802,7,1706.3579862,25779,49.69,0.346000075340271,0.00073,-1463.614990234375,0.3416896462440491,326.1224365234375,185801
4300,189302,7,1710.3356165799999,25848,49.69,0.34939542412757874,0.00073,-1539.646728515625,2.365269899368286,374.36370849609375,186301
4310,189802,7,1728.07536939,25916,49.69,0.3514516353607178,0.00073,-1461.202880859375,-1.8650647401809692,860.5397338867188,186801
4320,190302,7,1744.6673548899998,25985,49.69,0.34908920526504517,0.00073,-1497.2567138671875,0.7230618596076965,432.19219970703125,187301
4330,190802,7,1753.3928662800004,26053,49.69,0.34950968623161316,0.00073,-1464.0582275390625,1.7339907884597778,593.54052734375,187801
4340,191302,7,1764.71981571,26122,49.69,0.35539481043815613,0.00073,-1491.024169921875,-0.6412971019744873,6388.87744140625,188301
4350,191802,7,1777.3029273800003,26190,49.69,0.35245656967163086,0.00073,-1448.3787841796875,-0.3280380964279175,819.4412841796875,188801
4360,192302,7,1805.03022807,26259,49.69,0.35633695125579834,0.00073,-1474.1209716796875,0.5729634165763855,428.8818664550781,189301
4370,192802,7,1819.1698523400003,26328,49.69,0.3536662757396698,0.00073,-1438.7802734375,-0.5466253161430359,451.069091796875,189801
4380,193271,7,1834.56009286,26393,49.69,0.35073888301849365,0.00073,-1471.843017578125,-0.5630556344985962,799.3311767578125,190270
4390,193771,7,1848.51367156,26462,49.69,0.3486936390399933,0.00073,-1517.094970703125,-0.3854266405105591,391.17840576171875,190770
4400,194271,7,1851.8641695400001,26532,49.69,0.3578835725784302,0.00073,-1527.2862548828125,-1.125523567199707,314.089599609375,191270
4410,194744,7,1831.1899150800004,26597,49.42,0.3605908751487732,0.00073,-1523.84423828125,-0.4694659113883972,657.5228881835938,191743
4420,195221,7,1760.4212963799998,26663,49.19,0.3665735423564911,0.00073,-1569.33837890625,-0.19025826454162598,262.6562805175781,192220
4430,195671,7,1608.0093281,26726,48.69,0.3754107654094696,0.00073,-1562.239990234375,-1.0672311782836914,408.8061218261719,192670
4440,196138,7,1500.29629624,26791,48.36,0.3848153054714203,0.00073,-1552.0521240234375,-0.12201035022735596,524.9197387695312,193137
4450,196618,7,1411.44746399,26861,48.16,0.38232433795928955,0.00073,-1539.1517333984375,1.0725929737091064,349.266357421875,193617
4460,196908,7,1223.8732280899999,26903,46.06,0.38047435879707336,0.00073,-1561.8212890625,0.43331795930862427,454.7940673828125,193907
4470,197280,7,1037.49634111,26954,44.78,0.38805994391441345,0.00073,-1562.012451171875,0.1994720995426178,528.9306640625,194279
4480,197748,7,973.2311658899998,27019,44.77,0.38505274057388306,0.00073,-1493.1539306640625,-1.434470295906067,618.7727661132812,194747
4490,198248,7,966.49793516,27088,44.77,0.390810489654541,0.00073,-1533.0926513671875,0.16622593998908997,474.2220153808594,195247
4500,198748,7,960.1649774000002,27159,44.77,0.39678147435188293,0.00073,-1547.5914306640625,0.3173491656780243,553.9376220703125,195747
4510,199248,7,882.40642445,27229,45.04,0.40347495675086975,0.00073,-1586.442138671875,-0.500690758228302,1423.310791015625,196247
4520,199748,7,765.3274503,27300,45.27,0.39833545684814453,0.00073,-1598.5777587890625,-0.3953419625759125,2006.104248046875,196747
4530,200248,7,729.52589802,27369,45.77,0.368855744600296,0.00073,-1538.6669921875,-1.8873366117477417,579.1136474609375,197247
4540,200748,7,646.8925905699999,27439,46.1,0.3580912947654724,0.00073,-1517.460693359375,1.9109718799591064,709.9222412109375,197747
4550,201248,7,730.75924337,27509,46.3,0.363503098487854,0.00073,-1470.4429931640625,-2.9965085983276367,632.56884765625,198247
4560,201604,7,839.99926171,27558,46.96,0.36228102445602417,0.00073,-1551.796142578125,-1.9944571256637573,470.971923828125,198603
4570,201799,7,838.3128969899999,27585,45.19,0.3657865822315216,0.00073,-1512.269775390625,-1.6411809921264648,4472.275390625,198798
4580,202169,7,731.0495869499998,27636,44.21,0.3478049039840698,0.00073,-1540.7801513671875,1.7274868488311768,651.4794311523438,199168
4590,202669,7,696.4726295999999,27705,44.21,0.3642280697822571,0.00073,-1516.61328125,-0.4483737349510193,588.5305786132812,199668
4600,203169,7,697.37731074,27774,44.21,0.37166979908943176,0.00073,-1544.6617431640625,0.16003632545471191,698.049560546875,200168
4610,203669,7,790.1913031500001,27844,44.21,0.36450204253196716,0.00073,-1536.700439453125,0.11546269059181213,844.2171020507812,200668
4620,204139,7,955.4819695,27909,43.91,0.361409068107605,0.00073,-1525.34423828125,-2.103774070739746,529.1846923828125,201138
4630,204639,7,1138.71459504,27978,43.91,0.3618170917034149,0.00073,-1525.5401611328125,0.5372887849807739,475.89239501953125,201638
4640,205139,7,1322.0789390099997,28048,43.91,0.3700144588947296,0.00073,-1594.5279541015625,1.7819072008132935,662.185546875,202138
4650,205639,7,1303.9778624499997,28118,43.91,0.3895839750766754,0.00073,-1552.8419189453125,-0.33513158559799194,13082.197265625,202638
4660,206139,7,1359.3793765199998,28187,45.35,0.3867324888706207,0.00073,-1601.975341796875,0.6738278865814209,1416.3341064453125,203138
4670,206598,7,1375.2470257800003,28251,47.99,0.40858545899391174,0.00073,-1612.990234375,-1.4199285507202148,5255.8984375,203597
4680,207098,7,1377.2478772199997,28323,49.29,0.4399162828922272,0.00073,-1706.9298095703125,1.2383487224578857,1565.072998046875,204097
4690,207598,7,1230.05634403,28393,49.29,0.4239617884159088,0.00073,-1699.1273193359375,-1.2749443054199219,647.5875854492188,204597
4700,208098,7,1047.5325480599997,28463,49.29,0.4050341844558716,0.00073,-1668.751953125,0.2171172797679901,974.71630859375,205097
4710,208598,7,866.7820237599997,28533,49.29,0.3711771070957184,0.00073,-1687.38232421875,1.8388721942901611,1060.4635009765625,205597
4720,209098,7,713.06647225,28602,49.59,0.350001722574234,0.00073,-1605.3511962890625,0.4508676528930664,1175.140869140625,206097
4730,209598,7,698.3042703000001,28670,49.59,0.36072400212287903,0.00073,-1589.2159423828125,-1.381186604499817,462.5814208984375,206597
4740,210098,7,700.9229884599999,28739,49.59,0.36086031794548035,0.00073,-1570.4794921875,-1.4313925504684448,427.9940185546875,207097
4750,210598,7,722.6421381800001,28809,49.59,0.35999879240989685,0.00073,-1556.5118408203125,-0.9054412841796875,634.255859375,207597
4760,211098,7,746.74828624,28882,49.59,0.3509519696235657,0.00073,-1576.725341796875,2.646050453186035,556.2850341796875,208097
4770,211598,7,918.01764724,28957,50.0,0.35379910469055176,0.00073,-1579.3515625,1.1721161603927612,465.771240234375,208597
4780,212098,7,1103.6890521099997,29030,50.0,0.3477284014225006,0.00073,-1532.791015625,-0.4866592586040497,984.1302490234375,209097
4790,212598,7,1288.6641285,29100,50.0,0.3482224643230438,0.00073,-1588.5015869140625,1.822445273399353,2116.509765625,209597
4800,213098,7,1472.3773979,29168,50.0,0.34627363085746765,0.00073,-1616.9671630859375,-1.901388168334961e-05,949.2626342773438,210097
4810,213580,7,1636.8862357000003,29234,49.82,0.3720987141132355,0.00073,-1677.9459228515625,0.9354978799819946,736.7869873046875,210579
4820,213991,7,1628.37614522,29291,48.93,0.39187371730804443,0.00073,-1714.876220703125,0.7765750885009766,2039.9168701171875,210990
4830,214331,7,1461.0153196800002,29338,47.33,0.3877054452896118,0.00073,-1749.3388671875,1.297964334487915,1706.015380859375,211330
4840,214831,7,1271.1328167599997,29407,47.33,0.41332727670669556,0.00073,-1826.681396484375,1.155125617980957,991.670654296875,211830
4850,215331,7,1079.72604481,29476,47.33,0.3900586664676666,0.00073,-1871.9130859375,0.8231161832809448,4724.9228515625,212330
4860,215831,7,887.7806155000002,29545,47.33,0.39092421531677246,0.00073,-1832.2491455078125,0.8336385488510132,1245.636474609375,212830
4870,216155,7,699.24685542,29590,45.57,0.4041270911693573,0.00073,-1870.3751220703125,-0.8086024522781372,964.6248779296875,213154
4880,216567,7,511.20570292,29647,44.69,0.4264873266220093,0.00073,-1870.6905517578125,0.7979995608329773,1452.262939453125,213566
4890,217067,7,324.89444628999996,29716,44.69,0.4379657208919525,0.00073,-1866.3785400390625,-1.2851371765136719,1036.012939453125,214066
4900,217567,7,140.09281467,29786,44.69,0.40513789653778076,0.00073,-1855.26318359375,-0.081456758081913,1925.379150390625,214566
4910,218041,7,-25.34647851,29852,44.61,0.3900071084499359,0.00073,-1752.092529296875,0.5878682136535645,2350.763427734375,215040
4920,218508,7,-26.37593183,29917,45.17,0.3850613832473755,0.00073,-1764.1837158203125,0.14391762018203735,2011.2822265625,215507
4930,219008,7,-26.263951470000002,29987,46.77,0.37166354060173035,0.00073,-1628.094482421875,0.2024281919002533,742.9957275390625,216007
4940,219508,7,-21.449835799999995,30056,46.77,0.3630990982055664,0.00073,-1633.3206787109375,-0.07326340675354004,470.5760498046875,216507
4950,220008,7,75.568894,30125,46.77,0.359774112701416,0.00073,-1586.6064453125,-1.1780953407287598,735.957275390625,217007
4960,220508,7,251.08647864000002,30198,46.77,0.3729611337184906,0.00073,-1598.8017578125,-1.9731158018112183,519.0100708007812,217507
4970,221008,7,401.11524332999994,30284,48.53,0.37955349683761597,0.00073,-1653.827880859375,0.2838347256183624,2339.99658203125,218007
4980,221508,7,406.8563796,30354,49.41,0.383009672164917,0.00073,-1681.8682861328125,-2.1219944953918457,652.768798828125,218507
4990,222008,7,407.69051114999996,30424,49.41,0.3625998795032501,0.00073,-1670.513916015625,1.460790991783142,829.783447265625,219007
5000,222508,7,407.31959138999997,30493,49.41,0.35073795914649963,0.00073,-1663.2696533203125,1.0671253204345703,427.0224609375,219507
5010,223002,7,407.61752711,30560,49.61,0.3520667254924774,0.00073,-1664.0234375,0.49102526903152466,1160.1240234375,220001
5020,223502,7,407.0595595100001,30629,49.94,0.3486521542072296,0.00073,-1650.28759765625,1.4807394742965698,478.73931884765625,220501
5030,224002,7,461.83431338,30699,49.94,0.36478856205940247,0.00073,-1609.21875,-0.30261772871017456,519.772216796875,221001
5040,224502,7,646.4726995799999,30767,49.94,0.3669951558113098,0.00073,-1573.3936767578125,-0.6076029539108276,406.99237060546875,221501
5050,225002,7,737.19331011,30836,49.94,0.3581518828868866,0.00073,-1558.107421875,-0.3071996867656708,636.6727294921875,222001
5060,225502,7,747.7388294000001,30907,49.94,0.3586970865726471,0.00073,-1550.929931640625,0.4968344271183014,475.0246887207031,222501
5070,226002,7,785.0704660300001,30980,49.94,0.3619203567504883,0.00073,-1517.771728515625,-3.0619096755981445,785.2252807617188,223001
5080,226502,7,964.5148275899999,31051,49.94,0.36593323945999146,0.00073,-1471.683349609375,-0.9021804332733154,778.5330810546875,223501
5090,227002,7,1150.61941503,31122,49.94,0.35943403840065,0.00073,-1494.5023193359375,-0.45873743295669556,398.7247314453125,224001
5100,227502,7,1340.04554547,31191,49.94,0.35692059993743896,0.00073,-1500.667724609375,-0.9895275831222534,838.50341796875,224501
5110,228002,7,1526.9088040900003,31261,50.0,0.3546333909034729,0.00073,-1528.4967041015625,3.0456042289733887,985.8299560546875,225001
5120,228502,7,1718.76786348,31330,50.0,0.34060949087142944,0.00073,-1484.514892578125,-1.2711365222930908,516.9132080078125,225501
5130,229002,7,1853.6641284900002,31398,50.0,0.3437376320362091,0.00073,-1502.218994140625,0.7599074840545654,400.4195861816406,226001
5140,229502,7,1858.7129867200001,31468,50.0,0.34151163697242737,0.00073,-1570.5142822265625,1.4382860660552979,616.186279296875,226501
5150,230002,7,1863.9791723700002,31539,50.0,0.33686041831970215,0.00073,-1588.575439453125,1.6827508211135864,560.4248046875,227001
5160,230502,7,1872.1062286400002,31607,50.0,0.33299967646598816,0.00073,-1543.3819580078125,1.1831984519958496,447.51776123046875,227501
5170,231002,7,1880.64688603,31677,50.0,0.3308156430721283,0.00073,-1530.0235595703125,-1.3588697910308838,347.63739013671875,228001
5180,231502,7,1894.7133810300004,31747,50.0,0.3243156969547272,0.00073,-1523.578857421875,-0.5571154356002808,366.50250244140625,228501
5190,231970,7,1885.2544121999997,31812,49.68,0.334137499332428,0.00073,-1488.77294921875,-1.659877061843872,637.666015625,228969
5200,232383,7,1835.4628780300002,31870,48.81,0.33878427743911743,0.00073,-1533.2498779296875,-0.6492974162101746,481.76708984375,229382
5210,232789,7,1782.1212947099996,31926,47.87,0.34904465079307556,0.00073,-1492.322021484375,1.4542385339736938,891.226318359375,229788
5220,233289,7,1768.3107236700002,31995,47.87,0.35261887311935425,0.00073,-1508.9046630859375,-0.10982313752174377,617.387451171875,230288
5230,233789,7,1762.4694023000002,32064,47.87,0.34616437554359436,0.00073,-1509.654052734375,-2.382957696914673,464.8440856933594,230788
5240,234289,7,1754.3894731399998,32134,47.87,0.3488970398902893,0.00073,-1524.25927734375,-0.0771157443523407,444.7223815917969,231288
5250,234789,7,1748.7355062299998,32205,47.87,0.34962424635887146,0.00073,-1577.534423828125,-0.7161253690719604,486.4563903808594,231788
5260,235289,7,1743.70561767,32274,47.87,0.35321077704429626,0.00073,-1579.258056640625,0.44067883491516113,2364.274658203125,232288
5270,235789,7,1735.5010078100001,32343,47.87,0.3634658455848694,0.00073,-1656.237060546875,-0.7030998468399048,451.1065368652344,232788
5280,236289,7,1724.5061606300003,32414,47.87,0.3584497570991516,0.00073,-1645.1759033203125,0.7480427026748657,644.6251831054688,233288
5290,236789,7,1733.7084175300004,32483,48.19,0.35776287317276,0.00073,-1707.9915771484375,1.061310052871704,528.2033081054688,233788
5300,237289,7,1780.3019712999999,32552,49.06,0.3663497269153595,0.00073,-1652.031005859375,-0.6074234843254089,457.524658203125,234288
5310,237789,7,1832.31179335,32621,50.0,0.3557187616825104,0.00073,-1718.3060302734375,0.7530912160873413,811.4945678710938,234788
5320,238289,7,1839.91903532,32692,50.0,0.3559624254703522,0.00073,-1697.99462890625,1.1124743223190308,549.257080078125,235288
5330,238789,7,1843.3378542499997,32761,50.0,0.3682140111923218,0.00073,-1709.5277099609375,-0.9798431396484375,429.24945068359375,235788
5340,239258,7,1828.7075466100005,32826,49.69,0.3521692752838135,0.00073,-1698.1495361328125,0.4689238667488098,364.6731872558594,236257
5350,239758,7,1833.5796083699997,32895,49.69,0.35823988914489746,0.00073,-1655.313720703125,-0.97943514585495,498.3714599609375,236757
5360,240228,7,1818.73234873,32960,49.39,0.3379403352737427,0.00073,-1656.58056640625,-1.451398253440857,531.23681640625,237227
5370,240728,7,1823.07219033,33029,49.39,0.33919262886047363,0.00073,-1688.31591796875,1.5605969429016113,331.790771484375,237727
5380,241198,7,1809.87893029,33094,49.09,0.33293089270591736,0.00073,-1680.7913818359375,-0.5998284816741943,541.4058837890625,238197
5390,241605,7,1759.47894022,33151,48.16,0.3350934386253357,0.00073,-1642.9400634765625,0.18212373554706573,803.452392578125,238604
5400,242075,7,1746.62633629,33216,47.86,0.33963078260421753,0.00073,-1656.2540283203125,0.2910250425338745,3138.742431640625,239074
5410,242575,7,1751.5939073000002,33285,47.86,0.34659385681152344,0.00073,-1725.624755859375,1.312774658203125,329.46539306640625,239574
5420,243075,7,1755.8330665200003,33356,47.86,0.34407180547714233,0.00073,-1637.308837890625,-0.08215346932411194,802.57861328125,240074
5430,243575,7,1756.4513047100002,33426,47.86,0.34687769412994385,0.00073,-1692.8521728515625,-0.4692687392234802,488.24188232421875,240574
5440,244075,7,1777.0024338100002,33496,48.17,0.3399896025657654,0.00073,-1683.437255859375,-0.6519910097122192,418.916259765625,241074
5450,244575,7,1773.8045135999998,33565,48.17,0.36173170804977417,0.00073,-1656.391845703125,-0.8219903707504272,785.2677001953125,241574
5460,245075,7,1787.1907729700004,33635,48.47,0.37128913402557373,0.00073,-1736.4918212890625,-2.340939521789551,464.1666259765625,242074
5470,245575,7,1686.90574754,33705,48.47,0.4043949246406555,0.00073,-1783.809326171875,-1.5093357563018799,544.71240234375,242574
5480,246075,7,1513.6859754000002,33776,48.77,0.41948553919792175,0.00073,-1763.877685546875,-2.5091278553009033,625.263916015625,243074
5490,246575,7,1378.24154102,33848,49.7,0.39386242628097534,0.00073,-1747.1588134765625,-1.4392036199569702,697.6377563476562,243574
5500,247075,7,1206.0462739,33919,50.0,0.3605775833129883,0.00073,-1780.507080078125,-0.24252448976039886,432.6968994140625,244074
5510,247575,7,1016.1051163900001,33988,50.0,0.3514189124107361,0.00073,-1652.999755859375,0.036890655755996704,828.5364379882812,244574
5520,248045,7,864.1901522300001,34053,49.7,0.34757092595100403,0.00073,-1633.71044921875,0.6615447998046875,751.4539184570312,245044
5530,248430,7,791.3330281600001,34107,48.55,0.34209513664245605,0.00073,-1670.989501953125,-0.07157847285270691,383.503662109375,245429
5540,248884,7,761.1982135499999,34171,48.09,0.33392786979675293,0.00073,-1641.8060302734375,-0.8254534602165222,697.8167724609375,245883
5550,249354,7,747.58037396,34240,47.79,0.33678215742111206,0.00073,-1625.8389892578125,0.13566941022872925,337.74444580078125,246353
5560,249854,7,750.1266779599999,34311,47.79,0.34053340554237366,0.00073,-1629.733154296875,0.15189501643180847,413.43792724609375,246853
5570,250324,7,829.0773639399998,34377,47.49,0.3378102779388428,0.00073,-1649.4683837890625,-0.9951093196868896,427.39337158203125,247323
5580,250824,7,1014.66833487,34451,47.49,0.34850364923477173,0.00073,-1573.19287109375,-1.839388132095337,787.0540161132812,247823
5590,251324,7,1201.49799211,34521,47.49,0.3373965322971344,0.00073,-1579.7001953125,-2.975666046142578,436.7682189941406,248323
5600,251824,7,1386.15352912,34591,47.49,0.3514353036880493,0.00073,-1591.818603515625,-0.5663407444953918,505.679443359375,248823
5610,252324,7,1554.61785201,34660,47.49,0.3423699736595154,0.00073,-1636.1787109375,2.7881531715393066,557.6893920898438,249323
5620,252824,7,1700.15346922,34730,47.79,0.34048405289649963,0.00073,-1640.8544921875,1.9474419355392456,649.906982421875,249823
5630,253324,7,1768.79863996,34799,48.94,0.3440743386745453,0.00073,-1630.13916015625,2.648381233215332,1454.0638427734375,250323
5640,253824,7,1793.1714598700003,34868,49.4,0.3492652475833893,0.00073,-1524.87744140625,-2.356464385986328,567.3408203125,250823
5650,254324,7,1806.2627945,34937,49.7,0.34714600443840027,0.00073,-1607.4505615234375,-2.4312782287597656,589.8697509765625,251323
5660,254824,7,1804.5917671899997,35007,49.7,0.3497209846973419,0.00073,-1628.8824462890625,-0.20839709043502808,537.690673828125,251823
5670,255269,7,1787.26210748,35069,49.45,0.3394525647163391,0.00073,-1567.3232421875,-4.177550792694092,421.86248779296875,252268
5680,255739,7,1772.1684273600006,35134,49.15,0.34515073895454407,0.00073,-1609.5020751953125,-0.9246996641159058,470.5549011230469,252738
5690,256177,7,1736.4280236600002,35194,48.53,0.34912267327308655,0.00073,-1595.4920654296875,-1.141963243484497,647.454833984375,253176
5700,256677,7,1738.6483703100002,35264,48.53,0.35172998905181885,0.00073,-1612.23876953125,-0.01683211326599121,2342.837890625,253676
5710,257177,7,1751.59845752,35332,48.53,0.3526208698749542,0.00073,-1736.3797607421875,1.3740627765655518,293.6252136230469,254176
5720,257677,7,1752.90286188,35401,48.53,0.35279470682144165,0.00073,-1640.459228515625,0.99774169921875,1119.661865234375,254676
5730,258177,7,1755.8940983500004,35471,48.53,0.3467046320438385,0.00073,-1607.422119140625,-1.8451879024505615,358.4378662109375,255176
5740,258677,7,1761.2790263299999,35541,48.53,0.34347930550575256,0.00073,-1602.168212890625,-2.0302727222442627,503.4874267578125,255676
5750,259177,7,1762.8717141500001,35610,48.53,0.3407604992389679,0.00073,-1542.9542236328125,0.4672861397266388,422.1124267578125,256176
5760,259677,7,1766.7754900999998,35680,48.53,0.33108121156692505,0.00073,-1554.355712890625,-2.0015058517456055,403.50665283203125,256676
5770,260177,7,1804.07985349,35749,49.08,0.3426308333873749,0.00073,-1653.1591796875,-1.7238667011260986,467.90545654296875,257176
5780,260677,7,1821.2370725199999,35818,49.38,0.33668193221092224,0.00073,-1663.30419921875,1.4728467464447021,1469.423583984375,257676
5790,261146,7,1840.14848863,35883,49.69,0.337428480386734,0.00073,-1617.5765380859375,-1.0212349891662598,642.5859375,258145
5800,261583,7,1806.31993085,35944,49.06,0.3420881927013397,0.00073,-1542.40283203125,1.337024450302124,946.2301025390625,258582
5810,262070,7,1801.7884715099997,36012,48.93,0.34615686535835266,0.00073,-1632.65869140625,0.2334243804216385,628.9188232421875,259069
5820,262510,7,1765.4516292399996,36073,48.33,0.3501473665237427,0.00073,-1695.04296875,0.9558064937591553,375.9932861328125,259509
5830,262982,7,1742.3126480600001,36139,48.05,0.35291942954063416,0.00073,-1646.8299560546875,-3.089129686355591,370.9670715332031,259981
5840,263482,7,1737.0077663299996,36210,48.05,0.3581182062625885,0.00073,-1769.0546875,0.36495858430862427,456.2555236816406,260481
5850,263969,7,1718.4463545600001,36277,47.92,0.3683684468269348,0.00073,-1684.50146484375,-0.20788511633872986,649.4949951171875,260968
5860,264439,7,1689.3295778700003,36342,47.62,0.37282752990722656,0.00073,-1725.9315185546875,-2.427335023880005,385.3934326171875,261438
5870,264939,7,1683.4909238699997,36412,47.62,0.37098944187164307,0.00073,-1744.8104248046875,0.45397794246673584,625.679443359375,261938
5880,265439,7,1679.9835073200002,36481,47.62,0.3703088164329529,0.00073,-1781.6678466796875,0.4971082806587219,559.5823364257812,262438
5890,265939,7,1548.16515751,36550,47.93,0.3694048821926117,0.00073,-1756.8529052734375,0.13793623447418213,1443.6788330078125,262938
5900,266439,7,1394.7251525099998,36619,48.56,0.35735180974006653,0.00073,-1770.700927734375,2.1749579906463623,1716.93017578125,263438
5910,266939,7,1217.85518222,36689,48.69,0.3564292788505554,0.00073,-1723.27001953125,0.7376093864440918,549.458740234375,263938
5920,267409,7,1145.07053705,36754,48.99,0.344186931848526,0.00073,-1752.165283203125,2.1480770111083984,764.2017822265625,264408
