time/episodes,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/actor_loss,train/ent_coef_loss,train/critic_loss,train/n_updates
14200,673762,7,1441.6900905400003,94270,49.12,0.23933780193328857,0.00073,-2479.990234375,-2.5767364501953125,205.68621826171875,670761
14210,674262,7,1440.2044821900001,94344,49.12,0.2483285516500473,0.00073,-2465.8173828125,-0.7883255481719971,822.2753295898438,671261
14220,674762,7,1455.28755669,94417,49.43,0.24873630702495575,0.00073,-2456.0302734375,0.7415897846221924,187.59033203125,671761
14230,675262,7,1452.6555340399998,94490,49.43,0.24543744325637817,0.00073,-2465.924072265625,1.336615800857544,288.68206787109375,672261
14240,675731,7,1428.1082551000002,94557,49.12,0.24987053871154785,0.00073,-2504.93505859375,-2.082094192504883,213.42359924316406,672730
14250,676231,7,1267.01783711,94630,49.12,0.24171341955661774,0.00073,-2514.8369140625,0.017041310667991638,511.3417053222656,673230
14260,676731,7,1167.4150084399998,94701,49.54,0.2595769762992859,0.00073,-2509.029052734375,-1.802325963973999,522.9669799804688,673730
14270,677231,7,1163.93554871,94774,49.69,0.2590809166431427,0.00073,-2522.88427734375,-0.4061916768550873,308.72271728515625,674230
14280,677731,7,1160.88758783,94848,49.69,0.2703980803489685,0.00073,-2549.93359375,0.9829667806625366,722.7815551757812,674730
14290,678196,7,1119.4383521900002,94916,49.34,0.27752256393432617,0.00073,-2431.4775390625,4.541012287139893,7169.544921875,675195
14300,678692,7,1116.66507119,94988,49.3,0.28003352880477905,0.00073,-2501.394287109375,0.9437992572784424,953.7273559570312,675691
14310,679190,7,1105.0762378400002,95060,49.28,0.29517772793769836,0.00073,-2504.131591796875,-0.20786342024803162,422.13043212890625,676189
14320,679690,7,1098.7377386,95132,49.28,0.27413737773895264,0.00073,-2478.703857421875,0.20629218220710754,959.1009521484375,676689
14330,680190,7,1094.9676746500002,95205,49.28,0.27935463190078735,0.00073,-2446.515625,-0.520861804485321,215.1553497314453,677189
14340,680690,7,1116.8311313900003,95278,49.59,0.2656903862953186,0.00073,-2465.504638671875,1.6901291608810425,268.9166564941406,677689
14350,681190,7,1277.07746422,95349,49.59,0.26427406072616577,0.00073,-2477.66650390625,0.42257046699523926,305.3822021484375,678189
14360,681690,7,1296.8620765299997,95422,49.59,0.26496800780296326,0.00073,-2523.4130859375,-2.2448127269744873,242.18875122070312,678689
14370,682190,7,1299.7533256000002,95503,49.59,0.29663917422294617,0.00073,-2524.97119140625,0.9038712978363037,332.4005126953125,679189
14380,682690,7,1302.5495715799998,95584,49.59,0.2958211600780487,0.00073,-2538.5556640625,2.0337319374084473,935.7822875976562,679689
14390,683190,7,1200.2504979399998,95662,49.94,0.3097074031829834,0.00073,-2530.89697265625,0.3103641867637634,480.44586181640625,680189
14400,683690,7,998.24242434,95739,49.98,0.304029643535614,0.00073,-2575.71875,0.4247581362724304,12515.537109375,680689
14410,684190,7,805.5269703899999,95818,50.0,0.28667446970939636,0.00073,-2564.77294921875,-2.748215436935425,1026.6229248046875,681189
14420,684581,7,608.50760142,95881,48.91,0.27264273166656494,0.00073,-2503.67236328125,-1.0440822839736938,384.5980224609375,681580
14430,684934,7,408.60929651,95936,47.44,0.2675879895687103,0.00073,-2546.607177734375,-0.5910053253173828,412.06787109375,681933
14440,685434,7,205.70940837,96013,47.44,0.2640696167945862,0.00073,-2471.67626953125,0.35710155963897705,377.69610595703125,682433
14450,685934,7,5.318591419999998,96089,47.44,0.2845388352870941,0.00073,-2483.72021484375,1.0312340259552002,311.60614013671875,682933
14460,686434,7,-14.37408836,96166,47.44,0.28932344913482666,0.00073,-2511.00048828125,-1.2218565940856934,327.4432373046875,683433
14470,686934,7,-15.418041019999999,96244,47.44,0.2849487364292145,0.00073,-2481.703125,-0.6395533084869385,233.5631103515625,683933
14480,687434,7,73.09652885,96321,47.44,0.28974929451942444,0.00073,-2512.16162109375,-3.259401559829712,591.4782104492188,684433
14490,687934,7,153.64811271999997,96398,47.44,0.2778627872467041,0.00073,-2422.615966796875,0.8529912829399109,431.46331787109375,684933
14500,688434,7,154.72616258,96471,47.44,0.2758600115776062,0.00073,-2452.831298828125,0.10758984088897705,5446.99853515625,685433
14510,688934,7,155.24761826000002,96543,47.44,0.28142648935317993,0.00073,-2401.44921875,0.3879852890968323,308.794677734375,685933
14520,689369,7,156.05920434,96607,47.88,0.2603210210800171,0.00073,-2376.624755859375,2.2433385848999023,292.41265869140625,686368
14530,689537,7,158.13620519,96632,46.03,0.25870904326438904,0.00073,-2402.157958984375,-2.142014265060425,261.0925598144531,686536
14540,689810,7,212.52050488999998,96671,43.76,0.2712082862854004,0.00073,-2425.8271484375,-2.1778223514556885,719.360107421875,686809
14550,690247,7,367.15460261,96734,43.13,0.2868305742740631,0.00073,-2412.003173828125,-0.0033642053604125977,363.8508605957031,687246
14560,690747,7,562.82966891,96807,43.13,0.2866447865962982,0.00073,-2424.669921875,0.2512265145778656,1057.7987060546875,687746
14570,691247,7,759.4937415700001,96878,43.13,0.2813059985637665,0.00073,-2361.2265625,-2.2298660278320312,391.2694396972656,688246
14580,691747,7,871.9484472800001,96950,43.13,0.27876701951026917,0.00073,-2430.5,-1.2502044439315796,1570.663818359375,688746
14590,692247,7,996.77346955,97022,43.13,0.27645033597946167,0.00073,-2390.7724609375,0.03344406187534332,598.951416015625,689246
14600,692747,7,1195.13371558,97094,43.13,0.2851172387599945,0.00073,-2366.824462890625,1.0795146226882935,545.1752319335938,689746
14610,693247,7,1387.78365917,97166,43.13,0.2738837003707886,0.00073,-2393.403564453125,0.23223865032196045,325.3777770996094,690246
14620,693747,7,1587.05929174,97238,43.78,0.2669166326522827,0.00073,-2411.7392578125,1.5219476222991943,2887.113525390625,690746
14630,694247,7,1786.99326046,97311,47.1,0.2671332061290741,0.00073,-2420.529296875,-0.40111446380615234,12568.5,691246
14640,694747,7,1932.4095566,97385,49.37,0.2672339081764221,0.00073,-2454.02490234375,-1.1715023517608643,341.70758056640625,691746
14650,695123,7,1901.44155182,97439,48.76,0.27411651611328125,0.00073,-2457.43994140625,0.6583709716796875,710.6533203125,692122
14660,695623,7,1722.16414013,97510,48.76,0.2821878492832184,0.00073,-2413.01416015625,3.0591835975646973,413.38037109375,692622
14670,696123,7,1526.3003156599998,97581,48.76,0.3103906810283661,0.00073,-2525.32177734375,-2.7227048873901367,394.50689697265625,693122
14680,696614,7,1325.53532204,97651,48.67,0.3051761984825134,0.00073,-2465.5400390625,-2.534569263458252,404.5377197265625,693613
14690,697107,7,1121.93149286,97722,48.6,0.2821997106075287,0.00073,-2395.4248046875,4.379136085510254,591.7938232421875,694106
14700,697607,7,961.41812567,97793,48.6,0.2864581346511841,0.00073,-2431.21728515625,1.9557209014892578,507.7826843261719,694606
14710,698062,7,927.83575765,97858,48.15,0.29770681262016296,0.00073,-2374.510986328125,1.7940207719802856,430.17449951171875,695061
14720,698547,7,811.7942295700002,97928,48.0,0.2896991968154907,0.00073,-2494.7509765625,-1.2289931774139404,352.25933837890625,695546
14730,699044,7,609.72854681,98002,47.97,0.2921721041202545,0.00073,-2508.44482421875,-2.784409284591675,556.6055297851562,696043
14740,699544,7,410.50749016000003,98077,47.97,0.26922401785850525,0.00073,-2480.8583984375,-2.749345064163208,361.2934265136719,696543
14750,700044,7,292.81873971,98154,49.21,0.35253190994262695,0.00073,-2548.22216796875,25.17938232421875,2124.330078125,697043
14760,700544,7,282.34077945999996,98226,49.21,0.5215851068496704,0.00073,-2621.9765625,-1.0850071907043457,749.465576171875,697543
14770,701044,7,309.06700021,98299,49.21,0.49144142866134644,0.00073,-2625.788818359375,-2.6559109687805176,774.4317626953125,698043
14780,701544,7,398.7391551799999,98370,49.3,0.3983469605445862,0.00073,-2638.697998046875,-2.721991539001465,490.1817321777344,698543
14790,702044,7,591.00468323,98443,49.37,0.364782452583313,0.00073,-2567.234375,1.5433733463287354,430.06707763671875,699043
14800,702544,7,743.63870646,98514,49.37,0.35534948110580444,0.00073,-2544.151123046875,0.6255156993865967,511.69500732421875,699543
14810,703044,7,767.4071450100001,98585,49.82,0.35861924290657043,0.00073,-2512.433837890625,-2.573394298553467,374.8309326171875,700043
14820,703544,7,875.8596837100001,98658,49.97,0.3174693286418915,0.00073,-2468.2744140625,2.7690863609313965,894.66796875,700543
14830,704044,7,1068.45190726,98729,50.0,0.3117949068546295,0.00073,-2442.468017578125,1.0117971897125244,551.744384765625,701043
14840,704513,7,1247.5310662000002,98797,49.69,0.30235525965690613,0.00073,-2429.579833984375,-0.6610028743743896,314.8582763671875,701512
14850,705013,7,1438.5194781699997,98869,49.69,0.28789636492729187,0.00073,-2414.450439453125,1.0695316791534424,628.103515625,702012
14860,705513,7,1630.6236053100001,98941,49.69,0.2975180447101593,0.00073,-2441.935546875,-2.172372341156006,996.7484741210938,702512
14870,706013,7,1804.58942091,99013,49.69,0.2978445589542389,0.00073,-2396.22509765625,1.751309871673584,912.1497192382812,703012
14880,706513,7,1915.3650384000002,99085,49.69,0.28707414865493774,0.00073,-2379.6259765625,-0.5610918998718262,258.7543029785156,703512
14890,707013,7,1924.5020344799998,99156,49.69,0.28336504101753235,0.00073,-2391.189208984375,-0.15993452072143555,5459.77392578125,704012
14900,707513,7,1935.0052241100004,99227,49.69,0.2793019115924835,0.00073,-2404.980712890625,-0.16889221966266632,272.7139892578125,704512
14910,708013,7,1945.4615005499998,99299,49.69,0.27540063858032227,0.00073,-2456.58837890625,-1.9330134391784668,384.08465576171875,705012
14920,708388,7,1852.4685617699997,99353,48.44,0.29473206400871277,0.00073,-2391.832275390625,0.3785107731819153,411.8416442871094,705387
14930,708837,7,1674.71747915,99418,47.93,0.29643434286117554,0.00073,-2445.060546875,-1.4698482751846313,9516.21875,705836
14940,709337,7,1495.9845578800002,99489,48.24,0.30390727519989014,0.00073,-2465.291748046875,-1.6848562955856323,392.8124084472656,706336
14950,709837,7,1400.95470678,99561,48.24,0.3280060291290283,0.00073,-2457.26806640625,0.2719755172729492,523.8927001953125,706836
14960,710337,7,1403.8855213999998,99633,48.24,0.32786160707473755,0.00073,-2435.73046875,1.0222904682159424,916.5849609375,707336
14970,710837,7,1203.65702617,99706,48.24,0.3468504250049591,0.00073,-2455.462890625,-0.03642818331718445,528.4844360351562,707836
14980,711337,7,1002.83310152,99778,48.24,0.3204821050167084,0.00073,-2461.151123046875,-1.325644612312317,402.78033447265625,708336
14990,711837,7,800.9755765699998,99850,48.24,0.3029117286205292,0.00073,-2488.581787109375,0.4407956600189209,559.7513427734375,708836
15000,712252,7,599.87781787,99909,47.39,0.3106735646724701,0.00073,-2425.4384765625,1.5613770484924316,2179.2470703125,709251
15010,712400,7,406.7196276299999,99931,43.87,0.30413180589675903,0.00073,-2480.418212890625,-0.41723260283470154,496.51300048828125,709399
15020,712531,7,307.7127331600001,99950,41.43,0.3092791736125946,0.00073,-2440.830078125,2.1350624561309814,630.8623657226562,709530
15030,712678,7,293.81236283000004,99971,38.41,0.3178831934928894,0.00073,-2404.85205078125,2.433170795440674,472.6626281738281,709677
15040,712955,7,293.42817558999997,100010,36.18,0.335065633058548,0.00073,-2417.6064453125,0.6388850808143616,919.1153564453125,709954
15050,713447,7,293.23417831,100080,36.1,0.33551549911499023,0.00073,-2414.111328125,1.1451215744018555,566.0557861328125,710446
15060,713852,7,233.72229014000004,100138,35.15,0.3265394866466522,0.00073,-2449.83203125,-1.5707265138626099,6037.244140625,710851
15070,714196,7,336.90304775000004,100187,33.59,0.31780770421028137,0.00073,-2385.15673828125,0.544520378112793,990.0810546875,711195
15080,714634,7,504.5307125700001,100249,32.97,0.3231048583984375,0.00073,-2407.84326171875,-1.1980586051940918,320.12237548828125,711633
15090,715103,7,691.1122856399999,100316,32.66,0.31563395261764526,0.00073,-2397.922607421875,-0.9285420179367065,376.0716552734375,712102
15100,715573,7,873.56694239,100383,33.21,0.3067575693130493,0.00073,-2385.713134765625,-0.9829939603805542,356.7877197265625,712572
15110,716073,7,1076.1589091100002,100455,36.73,0.3079441785812378,0.00073,-2354.62841796875,1.4680125713348389,483.1280822753906,713072
15120,716573,7,1279.9141555999997,100527,40.42,0.3187887966632843,0.00073,-2345.528564453125,1.3089094161987305,534.1541748046875,713572
15130,717073,7,1483.59190241,100598,43.95,0.3180370330810547,0.00073,-2295.615966796875,-0.23769351840019226,383.67529296875,714072
15140,717573,7,1686.9387555499998,100671,46.18,0.3094026446342468,0.00073,-2318.91552734375,1.4261751174926758,1042.802490234375,714572
15150,718073,7,1790.2911185599996,100744,46.26,0.30956557393074036,0.00073,-2345.06201171875,-1.6324434280395508,388.79168701171875,715072
15160,718573,7,1852.9129195,100817,47.21,0.3117825984954834,0.00073,-2395.84521484375,0.6815062165260315,693.0175170898438,715572
15170,719073,7,1951.2870694199999,100889,48.77,0.30516165494918823,0.00073,-2411.77490234375,-2.202430248260498,419.85760498046875,716072
15180,719573,7,1985.8591364000001,100962,49.39,0.31353750824928284,0.00073,-2341.5234375,0.9490299224853516,3551.94970703125,716572
15190,720073,7,2002.8764330999998,101034,49.7,0.2996240556240082,0.00073,-2362.2353515625,0.034725531935691833,512.50537109375,717072
15200,720573,7,2025.9309396500003,101107,50.0,0.2993767261505127,0.00073,-2453.464599609375,-0.568679928779602,281.31280517578125,717572
15210,721073,7,2027.7919290800003,101179,50.0,0.30776745080947876,0.00073,-2344.64990234375,-0.5776972770690918,458.6170959472656,718072
15220,721573,7,2027.76690673,101251,50.0,0.305512398481369,0.00073,-2326.19580078125,2.048243761062622,468.30291748046875,718572
15230,722073,7,2029.8980735199998,101323,50.0,0.3074043095111847,0.00073,-2345.854248046875,-0.52506023645401,245.15524291992188,719072
15240,722573,7,2028.2275755700002,101396,50.0,0.2957836389541626,0.00073,-2396.2236328125,-1.1882907152175903,2247.00732421875,719572
15250,723073,7,2027.5031467299998,101469,50.0,0.2815416157245636,0.00073,-2351.297119140625,-0.6593661308288574,243.8262939453125,720072
15260,723573,7,2027.0112912400002,101541,50.0,0.29931724071502686,0.00073,-2340.94091796875,-0.583486795425415,327.4443359375,720572
15270,724073,7,2028.09715022,101613,50.0,0.2813901901245117,0.00073,-2299.51806640625,0.42945122718811035,286.30352783203125,721072
15280,724573,7,2028.5951003399998,101684,50.0,0.2927558124065399,0.00073,-2297.145751953125,0.3483695983886719,223.8204345703125,721572
15290,725073,7,2028.0204410400004,101756,50.0,0.2889459729194641,0.00073,-2445.946044921875,-2.100489616394043,8113.7412109375,722072
15300,725573,7,2024.7175517199998,101828,50.0,0.29343828558921814,0.00073,-2370.537841796875,0.40990811586380005,714.1475830078125,722572
15310,726073,7,2024.6593028,101901,50.0,0.28932881355285645,0.00073,-2351.173828125,2.745607376098633,762.9169311523438,723072
15320,726573,7,2025.6186443699999,101975,50.0,0.2946750819683075,0.00073,-2459.11865234375,0.40249109268188477,325.07012939453125,723572
15330,727073,7,2023.71150972,102050,50.0,0.3070220351219177,0.00073,-2462.47900390625,1.9688791036605835,707.8260498046875,724072
15340,727573,7,2024.64912206,102123,50.0,0.3045860826969147,0.00073,-2478.478515625,0.282822847366333,422.88519287109375,724572
15350,728073,7,1877.95948576,102196,50.0,0.32337599992752075,0.00073,-2484.33056640625,-0.6597845554351807,601.990966796875,725072
15360,728573,7,1671.9069348200003,102269,50.0,0.3083917200565338,0.00073,-2506.342041015625,-3.5366928577423096,453.550048828125,725572
15370,729073,7,1469.06354604,102342,50.0,0.29744285345077515,0.00073,-2474.6943359375,1.4062334299087524,424.7197265625,726072
15380,729573,7,1266.47843011,102414,50.0,0.28291618824005127,0.00073,-2417.756591796875,1.366280198097229,347.95758056640625,726572
15390,730073,7,1165.47721881,102487,50.0,0.294876366853714,0.00073,-2407.08544921875,-1.1115425825119019,556.6727905273438,727072
15400,730573,7,1167.0393112900001,102559,50.0,0.27434927225112915,0.00073,-2409.232421875,0.9930009245872498,2647.32421875,727572
15410,731042,7,1147.12998588,102627,49.69,0.285396009683609,0.00073,-2403.179931640625,-3.1012392044067383,238.04844665527344,728041
15420,731480,7,1106.6022893800002,102690,49.07,0.28792858123779297,0.00073,-2399.8232421875,-0.7429236173629761,331.69146728515625,728479
15430,731976,7,1104.43249909,102763,49.03,0.2796473801136017,0.00073,-2356.510009765625,1.3713644742965698,332.3607177734375,728975
15440,732476,7,1106.19582683,102836,49.03,0.2745078206062317,0.00073,-2385.37841796875,-0.9282478094100952,993.35400390625,729475
15450,732976,7,1252.63371604,102909,49.03,0.27400103211402893,0.00073,-2396.483642578125,-0.5961052179336548,775.9994506835938,729975
15460,733476,7,1459.8424481100003,102983,49.03,0.2753598093986511,0.00073,-2348.366455078125,-2.7261836528778076,300.236083984375,730475
15470,733889,7,1608.9476011699999,103044,48.16,0.2817115783691406,0.00073,-2276.61767578125,1.6206843852996826,11987.5712890625,730888
15480,734389,7,1669.2033927099997,103119,48.16,0.2892524302005768,0.00073,-2375.0439453125,-1.879622220993042,2355.718994140625,731388
15490,734865,7,1568.4142531300001,103190,47.92,0.279757559299469,0.00073,-2368.622314453125,-2.210932731628418,202.09384155273438,731864
15500,735336,7,1529.0532997700002,103260,47.63,0.27032148838043213,0.00073,-2317.42333984375,-0.9711159467697144,223.69668579101562,732335
15510,735836,7,1552.2493656600002,103333,47.94,0.26257288455963135,0.00073,-2293.369384765625,2.2928717136383057,375.30023193359375,732835
15520,736336,7,1594.8114109800001,103407,48.56,0.27141648530960083,0.00073,-2315.562744140625,2.225208044052124,2034.4979248046875,733335
15530,736836,7,1601.52913511,103481,48.6,0.2688053846359253,0.00073,-2403.700439453125,-0.4709976613521576,406.7278137207031,733835
15540,737336,7,1605.65860119,103555,48.6,0.28554487228393555,0.00073,-2386.271484375,-2.0952351093292236,239.19297790527344,734335
15550,737804,7,1588.86574197,103624,48.28,0.27086779475212097,0.00073,-2344.38037109375,-1.4347813129425049,295.40374755859375,734803
15560,738304,7,1589.4660196500004,103698,48.28,0.27782556414604187,0.00073,-2342.20849609375,0.8527430295944214,269.922119140625,735303
15570,738804,7,1647.2390257000004,103771,49.15,0.27981093525886536,0.00073,-2408.7900390625,-0.42285168170928955,282.79925537109375,735803
15580,739304,7,1794.7529954400004,103845,49.15,0.28900840878486633,0.00073,-2384.72509765625,1.9252779483795166,229.9798583984375,736303
15590,739804,7,2001.71303805,103920,49.39,0.27986350655555725,0.00073,-2451.143798828125,-1.5936638116836548,196.13385009765625,736803
15600,740304,7,2043.4202565899998,103995,49.68,0.26912620663642883,0.00073,-2418.74462890625,-1.158975601196289,423.5513610839844,737303
15610,740804,7,2043.6610716799998,104070,49.68,0.2670740783214569,0.00073,-2422.101318359375,-0.1660425066947937,437.4804382324219,737803
15620,741304,7,2041.0357666099994,104145,49.68,0.27637726068496704,0.00073,-2456.048828125,-2.77860951423645,365.04022216796875,738303
15630,741725,7,1870.5218540300002,104209,48.89,0.2983377277851105,0.00073,-2426.326416015625,-2.588287353515625,629.6505737304688,738724
15640,742225,7,1661.37910364,104284,48.89,0.3073137700557709,0.00073,-2370.787109375,0.7712554931640625,365.8468017578125,739224
15650,742693,7,1475.0704047599997,104355,48.89,0.2817547619342804,0.00073,-2378.86376953125,0.8482359647750854,850.5086669921875,739692
15660,743193,7,1271.04841221,104430,48.89,0.26872995495796204,0.00073,-2417.783203125,-1.967456340789795,422.96112060546875,740192
15670,743693,7,1229.47256,104503,48.89,0.26506373286247253,0.00073,-2382.27587890625,-1.7547669410705566,199.1571044921875,740692
15680,744193,7,1229.44599869,104579,48.89,0.27449771761894226,0.00073,-2383.505126953125,-1.5631682872772217,2856.49658203125,741192
15690,744693,7,1230.26353716,104654,48.89,0.27165094017982483,0.00073,-2386.54150390625,-1.6249123811721802,343.07037353515625,741692
15700,745193,7,1233.34724106,104728,48.89,0.25696516036987305,0.00073,-2345.89453125,2.836207866668701,470.0244140625,742192
15710,745693,7,1231.3782768,104802,48.89,0.26054224371910095,0.00073,-2320.39306640625,-0.32167160511016846,307.601318359375,742692
15720,746193,7,1234.5484966600002,104879,48.89,0.270835280418396,0.00073,-2345.19482421875,-1.01377534866333,251.2283935546875,743192
15730,746693,7,1403.30335234,104956,49.68,0.27035340666770935,0.00073,-2374.44384765625,-1.1034737825393677,853.46728515625,743692
15740,747193,7,1611.4724440199998,105031,49.68,0.24275892972946167,0.00073,-2329.96240234375,3.578915596008301,29944.79296875,744192
15750,747693,7,1817.7207381399996,105106,50.0,0.2793560326099396,0.00073,-2397.20849609375,0.19807055592536926,1219.2445068359375,744692
15760,748193,7,2023.9127970700001,105181,50.0,0.263713538646698,0.00073,-2394.416015625,0.937896728515625,372.99420166015625,745192
15770,748693,7,2066.72481677,105257,50.0,0.26214855909347534,0.00073,-2397.849365234375,-1.932999849319458,426.70648193359375,745692
15780,749193,7,2065.9503965199997,105333,50.0,0.27178603410720825,0.00073,-2365.3818359375,1.7162268161773682,733.5776977539062,746192
15790,749693,7,2063.75060555,105408,50.0,0.27254897356033325,0.00073,-2388.155517578125,2.1777114868164062,326.469482421875,746692
15800,750193,7,2063.08468438,105483,50.0,0.2583242654800415,0.00073,-2391.70703125,-0.9933751821517944,304.758056640625,747192
15810,750693,7,2065.80756579,105557,50.0,0.2591240704059601,0.00073,-2381.212158203125,0.74391770362854,262.3681335449219,747692
15820,751193,7,2065.19220625,105632,50.0,0.26312559843063354,0.00073,-2369.6259765625,0.7358638644218445,1756.498291015625,748192
15830,751693,7,2063.80503783,105707,50.0,0.26060065627098083,0.00073,-2421.4921875,0.39661458134651184,1456.364013671875,748692
15840,752193,7,2061.83580842,105782,50.0,0.2668823003768921,0.00073,-2472.062744140625,-2.484417200088501,290.03448486328125,749192
15850,752693,7,2058.4855981299997,105856,50.0,0.2693735361099243,0.00073,-2420.12255859375,-0.7755222916603088,309.712158203125,749692
15860,753193,7,2057.0940133599997,105931,50.0,0.2706831693649292,0.00073,-2469.5126953125,-1.6835472583770752,1226.142822265625,750192
15870,753693,7,2054.99323709,106005,50.0,0.271980345249176,0.00073,-2451.42431640625,-2.6599977016448975,624.7883911132812,750692
15880,754193,7,2055.26640127,106082,50.0,0.27251243591308594,0.00073,-2401.701416015625,3.651280641555786,5699.21728515625,751192
15890,754693,7,2056.43158007,106156,50.0,0.25865867733955383,0.00073,-2404.365234375,2.8382534980773926,272.1875,751692
15900,755193,7,2056.4700236299996,106232,50.0,0.2660047113895416,0.00073,-2415.78125,2.7255945205688477,288.1137390136719,752192
15910,755693,7,2056.2653794199996,106307,50.0,0.25567346811294556,0.00073,-2468.82763671875,-0.5838762521743774,542.0316162109375,752692
15920,756162,7,2038.3558646100003,106378,49.69,0.2662700116634369,0.00073,-2402.064453125,1.9124919176101685,269.01568603515625,753161
15930,756662,7,2040.0447310999998,106454,49.69,0.2760964334011078,0.00073,-2473.357421875,-0.5903077125549316,282.3743896484375,753661
15940,757162,7,1954.5592123999998,106529,49.69,0.2735559642314911,0.00073,-2501.433349609375,-3.831529378890991,235.03622436523438,754161
15950,757662,7,1750.5921648800004,106604,49.69,0.26919329166412354,0.00073,-2492.4775390625,-3.3003249168395996,250.7686767578125,754661
15960,758162,7,1544.7081306000002,106679,49.69,0.27773338556289673,0.00073,-2461.15576171875,-2.595228433609009,281.9347229003906,755161
15970,758662,7,1338.78682778,106753,49.69,0.2639246881008148,0.00073,-2444.7412109375,0.8014875650405884,617.7879638671875,755661
15980,759162,7,1224.6036896799997,106828,49.69,0.2559211254119873,0.00073,-2329.0107421875,3.9882709980010986,306.9312744140625,756161
15990,759662,7,1225.4845566299998,106902,49.69,0.26311877369880676,0.00073,-2459.158447265625,-0.4932767152786255,2122.014892578125,756661
16000,760162,7,1225.6506227,106977,49.69,0.2575482428073883,0.00073,-2449.70703125,-4.5950236320495605,192.67935180664062,757161
16010,760662,7,1224.7247400400001,107051,49.69,0.2749974727630615,0.00073,-2367.117431640625,-0.3684141933917999,230.3304443359375,757661
16020,761162,7,1243.34811553,107124,50.0,0.25965720415115356,0.00073,-2417.41748046875,-2.525601387023926,286.7471008300781,758161
16030,761662,7,1242.5517276300002,107203,50.0,0.26432421803474426,0.00073,-2314.50244140625,2.076120376586914,273.1302490234375,758661
16040,762162,7,1328.4785988700003,107277,50.0,0.2670261561870575,0.00073,-2407.305419921875,-4.2886247634887695,213.89588928222656,759161
16050,762662,7,1536.2959846700005,107351,50.0,0.27506357431411743,0.00073,-2373.61669921875,4.578049659729004,442.0690612792969,759661
16060,763162,7,1740.6369300699998,107425,50.0,0.28354889154434204,0.00073,-2409.7099609375,-0.15854227542877197,619.8961181640625,760161
16070,763597,7,1885.0835968,107488,49.35,0.2929167151451111,0.00073,-2471.737060546875,-1.6929244995117188,333.47662353515625,760596
16080,764097,7,1791.7601971599997,107563,49.35,0.2646842896938324,0.00073,-2414.9482421875,-0.9590891599655151,583.196044921875,761096
16090,764597,7,1583.5110884099997,107638,49.35,0.27365681529045105,0.00073,-2436.0908203125,1.8260128498077393,1325.6585693359375,761596
16100,765097,7,1375.4582735800002,107710,49.35,0.2675238847732544,0.00073,-2431.7861328125,-0.5345301628112793,235.9288330078125,762096
16110,765597,7,1292.96126553,107784,49.35,0.2760040760040283,0.00073,-2411.83740234375,-0.14372140169143677,240.908935546875,762596
16120,766097,7,1291.52593874,107858,49.35,0.26573196053504944,0.00073,-2392.91357421875,-1.081348180770874,340.4376220703125,763096
16130,766568,7,1274.43017225,107929,49.06,0.25811898708343506,0.00073,-2341.73681640625,-1.3396549224853516,4078.233642578125,763567
16140,767068,7,1276.35073913,108004,49.06,0.26228421926498413,0.00073,-2364.79443359375,-0.7634819149971008,329.2847900390625,764067
16150,767537,7,1256.8525011199997,108073,48.75,0.26430362462997437,0.00073,-2354.348876953125,-3.220960855484009,190.4617919921875,764536
16160,768037,7,1259.2794492599999,108148,48.75,0.24600285291671753,0.00073,-2389.445556640625,-4.32125997543335,160.7972412109375,765036
16170,768537,7,1319.67669931,108223,49.4,0.2662280797958374,0.00073,-2384.967529296875,-4.651017189025879,202.84600830078125,765536
16180,769037,7,1527.08585505,108299,49.4,0.25766584277153015,0.00073,-2321.51806640625,-0.1691218614578247,212.72122192382812,766036
16190,769537,7,1733.46368481,108373,49.4,0.2503378391265869,0.00073,-2360.29931640625,3.069070339202881,311.03131103515625,766536
16200,770037,7,1940.41179262,108448,49.4,0.25388914346694946,0.00073,-2312.047119140625,0.7093444466590881,224.7197265625,767036
16210,770537,7,2020.70872906,108524,49.4,0.25185468792915344,0.00073,-2355.93701171875,-0.07683539390563965,542.0269775390625,767536
16220,771037,7,2020.2444875899998,108604,49.4,0.2526383399963379,0.00073,-2311.81103515625,1.271631121635437,259.1759338378906,768036
16230,771537,7,2034.2189724099994,108679,49.69,0.24049924314022064,0.00073,-2424.7822265625,-1.0113366842269897,216.95751953125,768536
16240,772037,7,2030.1020799599999,108754,49.69,0.23680903017520905,0.00073,-2383.484130859375,-0.5320345759391785,149.45635986328125,769036
16250,772537,7,2047.9260126899999,108829,50.0,0.24215811491012573,0.00073,-2384.089599609375,-1.733399748802185,215.26568603515625,769536
16260,773037,7,2046.5415088800003,108903,50.0,0.2575414478778839,0.00073,-2385.914794921875,3.1657445430755615,586.5921630859375,770036
16270,773537,7,2042.2331538600001,108978,50.0,0.24466150999069214,0.00073,-2444.980712890625,0.23007187247276306,288.14984130859375,770536
16280,774005,7,2017.4799240099999,109049,49.68,0.24776649475097656,0.00073,-2399.32861328125,1.9257378578186035,251.3472900390625,771004
16290,774505,7,1998.13068651,109123,49.68,0.24575144052505493,0.00073,-2403.515869140625,4.289214134216309,1899.83251953125,771504
16300,775005,7,1959.93331514,109198,49.68,0.25291383266448975,0.00073,-2408.677490234375,0.15505683422088623,380.85076904296875,772004
