rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/actor_loss,train/n_updates,train/ent_coef_loss,train/critic_loss,train/ent_coef
200.0,55967,7,397398,1578.7166548500004,2010,0.00073,-495.3387451171875,394397,5.463319301605225,37.47620391845703,0.030162326991558075
200.0,56255,7,399398,1614.5702873300002,2020,0.00073,-488.5654296875,396397,-3.939749002456665,40.829193115234375,0.029614252969622612
200.0,56545,7,401398,1644.5416703600004,2030,0.00073,-482.59783935546875,398397,-2.843039035797119,44.75762176513672,0.027000784873962402
200.0,56830,7,403398,1643.56521547,2040,0.00073,-482.35205078125,400397,-3.6203222274780273,29.340160369873047,0.02819870226085186
200.0,57122,7,405398,1648.91770808,2050,0.00073,-481.5472106933594,402397,-0.5213541984558105,37.6456298828125,0.029118619859218597
200.0,57411,7,407398,1664.82831298,2060,0.00073,-475.16162109375,404397,13.668923377990723,36.270816802978516,0.027423258870840073
200.0,57702,7,409398,1656.6816523400003,2070,0.00073,-487.02081298828125,406397,2.6588680744171143,40.18895721435547,0.02780076116323471
200.0,57997,7,411398,1668.14686376,2080,0.00073,-482.33746337890625,408397,9.946155548095703,36.73379135131836,0.027582768350839615
200.0,58290,7,413398,1588.2002121,2090,0.00073,-495.6683349609375,410397,-3.7058544158935547,45.559791564941406,0.027583355084061623
200.0,58590,7,415398,1599.8809262200002,2100,0.00073,-473.310546875,412397,-6.883322238922119,27.229778289794922,0.02711649425327778
200.0,58881,7,417398,1535.2194356900002,2110,0.00073,-496.9713134765625,414397,3.926896572113037,35.788116455078125,0.026590028777718544
200.0,59171,7,419398,1463.82019937,2120,0.00073,-468.6380920410156,416397,5.097079277038574,37.822410583496094,0.02686188742518425
200.0,59463,7,421398,1468.2229661100002,2130,0.00073,-489.614990234375,418397,-3.3866004943847656,42.889217376708984,0.02560623548924923
200.0,59754,7,423398,1485.6059203500004,2140,0.00073,-497.7731018066406,420397,-16.03423309326172,35.059654235839844,0.027611088007688522
200.0,60047,7,425398,1533.13375267,2150,0.00073,-479.7028503417969,422397,-9.236726760864258,32.08250427246094,0.027427947148680687
200.0,60341,7,427398,1535.63199103,2160,0.00073,-494.9832763671875,424397,5.322608947753906,27.185916900634766,0.0277818962931633
200.0,60637,7,429398,1562.9850284500003,2170,0.00073,-496.1747741699219,426397,-5.108166694641113,27.5455265045166,0.025057164952158928
200.0,60929,7,431398,1464.8404289,2180,0.00073,-498.83575439453125,428397,1.7776110172271729,40.9324951171875,0.028348155319690704
200.0,61224,7,433398,1554.6538849400004,2190,0.00073,-512.2891845703125,430397,1.4610155820846558,30.06502914428711,0.026265589520335197
200.0,61511,7,435398,1529.9618319800004,2200,0.00073,-506.2310791015625,432397,2.7643818855285645,44.200706481933594,0.02650570124387741
200.0,61802,7,437398,1521.3619633100002,2210,0.00073,-504.2241516113281,434397,0.40137290954589844,31.116369247436523,0.02563554421067238
200.0,62090,7,439398,1566.8636176600003,2220,0.00073,-537.103515625,436397,-15.069938659667969,27.458507537841797,0.025229595601558685
200.0,62379,7,441398,1561.1302501500002,2230,0.00073,-509.1716613769531,438397,-0.3109089136123657,33.39414978027344,0.02657460980117321
200.0,62661,7,443398,1505.74880158,2240,0.00073,-504.92327880859375,440397,5.184852600097656,35.53236770629883,0.025571515783667564
200.0,62943,7,445398,1463.2985530900003,2250,0.00073,-522.4389038085938,442397,-6.209362983703613,34.9052734375,0.02562318928539753
200.0,63231,7,447398,1481.9294627299998,2260,0.00073,-531.3938598632812,444397,-10.457311630249023,25.51837158203125,0.02605586312711239
200.0,63523,7,449398,1478.4518755399997,2270,0.00073,-515.147705078125,446397,-1.8292845487594604,31.181114196777344,0.02703537605702877
200.0,63816,7,451398,1516.11230633,2280,0.00073,-515.428466796875,448397,-8.049223899841309,36.759849548339844,0.025554267689585686
200.0,64113,7,453398,1473.0754546199998,2290,0.00073,-506.13006591796875,450397,-13.704978942871094,28.94771957397461,0.025510432198643684
200.0,64409,7,455398,1522.2823025299995,2300,0.00073,-514.4817504882812,452397,-6.8284196853637695,37.38014221191406,0.02657855674624443
200.0,64701,7,457398,1582.6804690500003,2310,0.00073,-541.07275390625,454397,-10.73624038696289,28.469648361206055,0.025472277775406837
200.0,64994,7,459398,1557.2458834599997,2320,0.00073,-510.3944091796875,456397,-9.6959810256958,39.260833740234375,0.025599289685487747
200.0,65284,7,461398,1519.9587336000002,2330,0.00073,-504.0284423828125,458397,15.09695053100586,38.66808319091797,0.025169843807816505
200.0,65577,7,463398,1555.1367609200001,2340,0.00073,-515.0509033203125,460397,5.772656440734863,40.434486389160156,0.02631055936217308
200.0,65866,7,465398,1593.3549339300005,2350,0.00073,-509.7685852050781,462397,-1.5396924018859863,35.1473274230957,0.02496826834976673
200.0,66155,7,467398,1584.38821438,2360,0.00073,-506.467529296875,464397,10.838397979736328,36.22679901123047,0.02430727705359459
200.0,66444,7,469398,1542.0024932000003,2370,0.00073,-519.8348388671875,466397,4.598402500152588,35.6497917175293,0.023715781047940254
200.0,66736,7,471398,1536.7178234800003,2380,0.00073,-533.2921752929688,468397,0.9402062892913818,28.552780151367188,0.024613138288259506
200.0,67028,7,473398,1529.7622975799995,2390,0.00073,-524.3372802734375,470397,-2.7872166633605957,39.45262908935547,0.0247043464332819
200.0,67320,7,475398,1495.3046731499996,2400,0.00073,-512.7047119140625,472397,8.10219955444336,40.496891021728516,0.024137139320373535
200.0,67614,7,477398,1483.8103392800006,2410,0.00073,-509.85003662109375,474397,9.005258560180664,31.308231353759766,0.024128008633852005
200.0,67910,7,479398,1517.33228928,2420,0.00073,-529.5123291015625,476397,1.1716153621673584,34.554931640625,0.02427150495350361
200.0,68199,7,481398,1533.51986369,2430,0.00073,-516.1287841796875,478397,2.9047391414642334,30.886716842651367,0.024331124499440193
200.0,68491,7,483398,1562.5413583300003,2440,0.00073,-514.5048828125,480397,5.805484771728516,27.81048583984375,0.02387402206659317
200.0,68783,7,485398,1574.79062264,2450,0.00073,-512.4204711914062,482397,5.078275680541992,35.500205993652344,0.024082468822598457
200.0,69069,7,487398,1546.2709919899999,2460,0.00073,-540.7069091796875,484397,-7.55501127243042,26.70183563232422,0.023388568311929703
200.0,69355,7,489398,1569.7379989899998,2470,0.00073,-516.6961059570312,486397,3.424978256225586,33.20909118652344,0.024550825357437134
200.0,69639,7,491398,1621.7907329299999,2480,0.00073,-541.72265625,488397,-8.543292999267578,39.37110137939453,0.024111228063702583
200.0,69927,7,493398,1668.60704927,2490,0.00073,-525.8246459960938,490397,6.888419151306152,24.915138244628906,0.02423306554555893
200.0,70212,7,495398,1664.71681461,2500,0.00073,-520.8047485351562,492397,0.2141021490097046,27.436847686767578,0.02265865169465542
200.0,70495,7,497398,1648.7656272899999,2510,0.00073,-526.3685302734375,494397,0.39815783500671387,24.527973175048828,0.022523265331983566
200.0,70779,7,499398,1671.7951971499997,2520,0.00073,-516.6256103515625,496397,5.8412933349609375,22.047683715820312,0.022237643599510193
200.0,71066,7,501398,1712.4947280200001,2530,0.00073,-537.3677978515625,498397,-4.632668495178223,22.849884033203125,0.02339722402393818
200.0,71359,7,503398,1669.7511039899994,2540,0.00073,-528.3343505859375,500397,9.82000732421875,25.971338272094727,0.023266376927495003
200.0,71650,7,505398,1684.0384581300002,2550,0.00073,-544.599365234375,502397,-9.371522903442383,31.880327224731445,0.024009687826037407
200.0,71940,7,507398,1688.2029322099997,2560,0.00073,-523.8134765625,504397,9.870477676391602,38.775108337402344,0.02332935482263565
200.0,72230,7,509398,1692.8870649899995,2570,0.00073,-540.0848999023438,506397,-0.28940820693969727,32.070350646972656,0.02365279756486416
200.0,72519,7,511398,1693.7009733500004,2580,0.00073,-543.312255859375,508397,-4.354355335235596,27.158477783203125,0.023188823834061623
200.0,72814,7,513398,1668.3517430699999,2590,0.00073,-534.5436401367188,510397,10.49753189086914,30.131296157836914,0.022269923239946365
200.0,73112,7,515398,1689.6732153000003,2600,0.00073,-535.3175048828125,512397,-2.4858603477478027,28.11260414123535,0.022462720051407814
200.0,73408,7,517398,1696.4363457500003,2610,0.00073,-560.32373046875,514397,-2.391808271408081,20.767711639404297,0.022885048761963844
200.0,73704,7,519398,1714.5734672600001,2620,0.00073,-546.2198486328125,516397,-4.092808723449707,32.59954071044922,0.02243928611278534
200.0,73998,7,521398,1692.4888476500003,2630,0.00073,-545.48583984375,518397,7.667418003082275,29.140029907226562,0.02260163240134716
200.0,74295,7,523398,1748.1511822999998,2640,0.00073,-552.3961181640625,520397,-0.7179288864135742,30.784061431884766,0.021282194182276726
200.0,74587,7,525398,1685.0586840099998,2650,0.00073,-555.8072509765625,522397,-0.14044398069381714,25.92445182800293,0.022343343123793602
200.0,74879,7,527398,1725.50470822,2660,0.00073,-552.8328247070312,524397,2.7305212020874023,23.360355377197266,0.02128494903445244
200.0,75172,7,529398,1663.2934830800004,2670,0.00073,-540.040283203125,526397,-7.415956497192383,28.821319580078125,0.023349810391664505
200.0,75465,7,531398,1661.75404688,2680,0.00073,-542.9761352539062,528397,-3.8661739826202393,26.553871154785156,0.022534459829330444
200.0,75758,7,533398,1681.4594120600002,2690,0.00073,-548.7350463867188,530397,2.245177984237671,28.34296417236328,0.021901698783040047
200.0,76049,7,535398,1697.3880192299998,2700,0.00073,-562.617431640625,532397,8.061711311340332,22.13758087158203,0.0220860056579113
200.0,76339,7,537398,1739.49136424,2710,0.00073,-544.445068359375,534397,-8.872483253479004,23.643367767333984,0.022057220339775085
200.0,76632,7,539398,1726.42680043,2720,0.00073,-550.9815063476562,536397,3.8956799507141113,30.388355255126953,0.022883612662553787
200.0,76919,7,541398,1727.7235368099998,2730,0.00073,-541.614990234375,538397,10.305479049682617,21.412208557128906,0.021049099043011665
200.0,77208,7,543398,1680.8061015699998,2740,0.00073,-543.699951171875,540397,-0.45933496952056885,27.00989532470703,0.021576255559921265
200.0,77501,7,545398,1714.58160638,2750,0.00073,-551.8099365234375,542397,-0.0003961324691772461,18.465333938598633,0.02217472530901432
200.0,77790,7,547398,1700.3168383500001,2760,0.00073,-543.579833984375,544397,8.88845157623291,27.058481216430664,0.021644357591867447
200.0,78080,7,549398,1760.0583751100003,2770,0.00073,-563.052734375,546397,-6.685403823852539,21.027822494506836,0.021363625302910805
200.0,78369,7,551398,1770.9719679799998,2780,0.00073,-552.08203125,548397,-5.434887886047363,24.512042999267578,0.021286137402057648
200.0,78663,7,553398,1782.76387208,2790,0.00073,-552.0606689453125,550397,-1.296858787536621,26.147789001464844,0.02048453874886036
200.0,78957,7,555398,1735.80100676,2800,0.00073,-529.0120849609375,552397,8.705440521240234,32.65483093261719,0.020855771377682686
200.0,79253,7,557398,1739.22705676,2810,0.00073,-539.43896484375,554397,1.9398620128631592,28.381359100341797,0.020951779559254646
200.0,79550,7,559398,1723.4727036200002,2820,0.00073,-562.380126953125,556397,-0.47328755259513855,20.943166732788086,0.020602544769644737
200.0,79844,7,561398,1766.8442403200004,2830,0.00073,-541.5215454101562,558397,8.901155471801758,26.225404739379883,0.02054930292069912
200.0,80137,7,563398,1809.94518317,2840,0.00073,-549.8872680664062,560397,-4.348204612731934,18.530166625976562,0.021305689588189125
200.0,80437,7,565398,1851.5411728200002,2850,0.00073,-544.466552734375,562397,-3.321960926055908,26.331636428833008,0.01975560374557972
200.0,80734,7,567398,1868.7312494399998,2860,0.00073,-554.8141479492188,564397,1.3283212184906006,20.861248016357422,0.02122335135936737
200.0,81028,7,569398,1862.4578669000005,2870,0.00073,-559.0116577148438,566397,-15.2296142578125,23.24365997314453,0.020520377904176712
200.0,81324,7,571398,1867.56598325,2880,0.00073,-560.339599609375,568397,5.6835222244262695,21.85464096069336,0.01974002830684185
200.0,81619,7,573398,1840.70781453,2890,0.00073,-567.9176635742188,570397,10.660298347473145,22.27928352355957,0.02011743001639843
200.0,81913,7,575398,1841.16228963,2900,0.00073,-568.2569580078125,572397,-9.97537612915039,19.273406982421875,0.020603615790605545
200.0,82208,7,577398,1804.4476381300003,2910,0.00073,-563.3394775390625,574397,-1.4975090026855469,24.528060913085938,0.02048530988395214
200.0,82502,7,579398,1815.1415569599997,2920,0.00073,-548.0921630859375,576397,9.550247192382812,21.947002410888672,0.019745634868741035
200.0,82796,7,581398,1750.6420276000001,2930,0.00073,-567.7535400390625,578397,-11.014421463012695,22.639324188232422,0.02075031027197838
200.0,83092,7,583398,1751.62134698,2940,0.00073,-558.0997924804688,580397,3.3589882850646973,22.0921573638916,0.021398065611720085
200.0,83387,7,585398,1708.4029453900002,2950,0.00073,-572.1810302734375,582397,10.692328453063965,28.614009857177734,0.020378170534968376
200.0,83687,7,587398,1651.83227608,2960,0.00073,-573.1100463867188,584397,-5.862604141235352,30.879562377929688,0.020926065742969513
200.0,83983,7,589398,1691.0497025899997,2970,0.00073,-567.1798706054688,586397,2.07728910446167,34.3238410949707,0.021181348711252213
200.0,84279,7,591398,1702.2969403700001,2980,0.00073,-580.9171142578125,588397,5.296733856201172,27.703392028808594,0.020551949739456177
200.0,84567,7,593398,1717.61935047,2990,0.00073,-570.9210205078125,590397,9.240473747253418,30.882278442382812,0.02020174451172352
200.0,84859,7,595398,1743.2210345199999,3000,0.00073,-572.1754150390625,592397,-2.5831966400146484,26.901981353759766,0.020405489951372147
200.0,85151,7,597398,1795.50478181,3010,0.00073,-565.5086059570312,594397,5.902696132659912,31.248062133789062,0.021402636542916298
200.0,85439,7,599398,1835.5825221799998,3020,0.00073,-577.7901611328125,596397,15.479698181152344,27.843185424804688,0.021049054339528084
200.0,85735,7,601398,1824.9465247699998,3030,0.00073,-581.2911376953125,598397,2.4964375495910645,31.420204162597656,0.021335188299417496
200.0,86031,7,603398,1795.68147112,3040,0.00073,-568.7622680664062,600397,18.200176239013672,30.611616134643555,0.02105172909796238
200.0,86325,7,605398,1835.43385922,3050,0.00073,-570.2797241210938,602397,-1.8798933029174805,24.546009063720703,0.021909255534410477
200.0,86621,7,607398,1896.4274973,3060,0.00073,-582.850341796875,604397,-11.75805377960205,33.40885925292969,0.02128026634454727
200.0,86917,7,609398,1892.2937633899999,3070,0.00073,-580.3034057617188,606397,6.889267921447754,25.40491485595703,0.020382758229970932
200.0,87211,7,611398,1894.9972135899998,3080,0.00073,-572.3258056640625,608397,3.7994089126586914,26.465450286865234,0.02081865444779396
200.0,87501,7,613398,1877.4006467199997,3090,0.00073,-578.8901977539062,610397,-7.039008617401123,22.353124618530273,0.020172245800495148
200.0,87793,7,615398,1865.71540453,3100,0.00073,-586.1986083984375,612397,-6.980384349822998,25.92318344116211,0.021221043542027473
200.0,88084,7,617398,1837.67938543,3110,0.00073,-569.8289184570312,614397,19.606735229492188,31.661590576171875,0.02027556486427784
200.0,88375,7,619398,1777.5471644799995,3120,0.00073,-578.2796020507812,616397,6.231767654418945,21.685970306396484,0.021369794383645058
200.0,88670,7,621398,1864.3536610699998,3130,0.00073,-578.3958740234375,618397,17.293039321899414,27.302526473999023,0.020647022873163223
200.0,88963,7,623398,1911.4881418900002,3140,0.00073,-592.9898681640625,620397,2.103015899658203,30.882404327392578,0.020516542717814445
200.0,89255,7,625398,1969.73101871,3150,0.00073,-590.5013427734375,622397,2.6981360912323,23.511940002441406,0.02129392884671688
200.0,89548,7,627398,1950.8719897,3160,0.00073,-596.6522216796875,624397,-10.2666597366333,27.365116119384766,0.02107415534555912
200.0,89840,7,629398,1975.5073703300002,3170,0.00073,-606.2918090820312,626397,-1.872049331665039,20.157554626464844,0.022163663059473038
200.0,90136,7,631398,1989.40964842,3180,0.00073,-584.7572631835938,628397,4.585896015167236,24.512548446655273,0.02094167098402977
200.0,90436,7,633398,2034.9278544400004,3190,0.00073,-599.6731567382812,630397,-8.205747604370117,19.70171546936035,0.02137073315680027
200.0,90732,7,635398,2052.66317699,3200,0.00073,-601.5966186523438,632397,-16.272897720336914,19.75905990600586,0.02174801006913185
200.0,91024,7,637398,2071.47784002,3210,0.00073,-587.924560546875,634397,1.8182001113891602,22.607765197753906,0.020841803401708603
200.0,91318,7,639398,2081.23117493,3220,0.00073,-583.008544921875,636397,4.869533538818359,26.59807586669922,0.02100582793354988
200.0,91611,7,641398,2076.7922815300003,3230,0.00073,-610.8157958984375,638397,5.677100658416748,27.45261573791504,0.021911533549427986
200.0,91903,7,643398,2021.5614347200003,3240,0.00073,-605.6689453125,640397,-0.502690315246582,27.238849639892578,0.020255962386727333
200.0,92192,7,645398,1954.3155632900002,3250,0.00073,-610.6444091796875,642397,-1.1358174085617065,21.967222213745117,0.02097669616341591
200.0,92479,7,647398,1964.8044720400003,3260,0.00073,-609.0289306640625,644397,-5.931272029876709,21.97213363647461,0.02037125453352928
200.0,92767,7,649398,1911.0753560099997,3270,0.00073,-608.8554077148438,646397,-11.304092407226562,18.954864501953125,0.01955474726855755
200.0,93059,6,651398,1877.7127807600002,3280,0.00073,-593.69287109375,648397,-5.8422532081604,26.022991180419922,0.020384328439831734
200.0,93345,6,653398,1842.5710828999997,3290,0.00073,-614.65869140625,650397,0.6249210834503174,25.665340423583984,0.020576100796461105
200.0,93630,6,655398,1894.4972706600001,3300,0.00073,-602.90966796875,652397,7.788562297821045,29.180770874023438,0.02045276388525963
200.0,93915,6,657398,1914.6168871300001,3310,0.00073,-605.5309448242188,654397,-1.3216201066970825,20.73754119873047,0.021054910495877266
200.0,94208,6,659398,1933.7295653299998,3320,0.00073,-602.4794921875,656397,3.5339717864990234,22.877986907958984,0.021280525252223015
200.0,94501,6,661398,1880.6635568099998,3330,0.00073,-602.56689453125,658397,-8.277706146240234,23.620460510253906,0.020407989621162415
200.0,94794,6,663398,1932.4655742800003,3340,0.00073,-599.5387573242188,660397,10.791349411010742,21.307512283325195,0.019976485520601273
200.0,95090,6,665398,1939.2867447200001,3350,0.00073,-621.72705078125,662397,-7.836063385009766,19.122791290283203,0.02182096801698208
200.0,95388,6,667398,1920.1633064400003,3360,0.00073,-615.9855346679688,664397,-2.8539905548095703,19.719600677490234,0.021557219326496124
200.0,95685,6,669398,1916.62767317,3370,0.00073,-593.0841064453125,666397,11.872262954711914,22.146215438842773,0.021799590438604355
200.0,95982,6,671398,1984.6492666400002,3380,0.00073,-608.279296875,668397,4.977010726928711,20.385665893554688,0.02174714021384716
200.0,96277,6,673398,1968.9823873099997,3390,0.00073,-602.4453125,670397,13.120048522949219,25.293991088867188,0.02123275399208069
200.0,96574,6,675398,1905.4933287199997,3400,0.00073,-593.811767578125,672397,-2.9631588459014893,26.148712158203125,0.021676186472177505
200.0,96871,6,677398,1862.41103711,3410,0.00073,-598.3170166015625,674397,1.695514440536499,27.794212341308594,0.02224217727780342
200.0,97167,6,679398,1825.0549271299997,3420,0.00073,-614.7603759765625,676397,-3.1730551719665527,33.04558181762695,0.02119556814432144
200.0,97464,6,681398,1913.7226618399995,3430,0.00073,-615.7500610351562,678397,-11.638029098510742,20.40485191345215,0.020585864782333374
200.0,97766,6,683398,1907.0976257000002,3440,0.00073,-615.5729370117188,680397,-11.835840225219727,23.96548843383789,0.02071481943130493
200.0,98063,6,685398,1937.5649147500005,3450,0.00073,-622.6798706054688,682397,4.9546685218811035,26.26483917236328,0.020564835518598557
200.0,98359,6,687398,1992.5182996799997,3460,0.00073,-618.9976196289062,684397,-11.893291473388672,33.63620376586914,0.021550405770540237
200.0,98655,6,689398,1979.21903637,3470,0.00073,-617.038330078125,686397,-1.6882047653198242,22.72580337524414,0.020869186148047447
200.0,98949,6,691398,1904.4313108699998,3480,0.00073,-619.3360595703125,688397,-9.414948463439941,23.297134399414062,0.021129431203007698
200.0,99243,6,693398,1932.9596353000004,3490,0.00073,-616.3394775390625,690397,-3.1898093223571777,31.644744873046875,0.02083461917936802
200.0,99540,6,695398,1987.7189110099998,3500,0.00073,-618.2891845703125,692397,-4.055346488952637,20.496253967285156,0.020962636917829514
200.0,99834,6,697398,1987.3933387300006,3510,0.00073,-607.2750244140625,694397,9.007434844970703,27.26788330078125,0.020769787952303886
200.0,100130,6,699398,2073.59351375,3520,0.00073,-607.85107421875,696397,2.2364377975463867,23.408737182617188,0.021212611347436905
200.0,100427,6,701398,2052.2714134000003,3530,0.00073,-615.20947265625,698397,-6.79645299911499,17.923587799072266,0.02124640718102455
200.0,100721,6,703398,2060.49752941,3540,0.00073,-606.0181274414062,700397,2.796891689300537,20.522052764892578,0.020543189719319344
200.0,101016,6,705398,2071.57241463,3550,0.00073,-609.5487670898438,702397,-5.355597496032715,19.06087875366211,0.019526077434420586
200.0,101306,6,707398,2085.02330156,3560,0.00073,-630.6378173828125,704397,13.176376342773438,24.611764907836914,0.01966128498315811
200.0,101594,6,709398,2088.4543201300003,3570,0.00073,-621.9005737304688,706397,-6.455018997192383,21.657695770263672,0.02021717093884945
200.0,101886,6,711398,2146.11724483,3580,0.00073,-623.2003784179688,708397,1.8256269693374634,20.006929397583008,0.020614298060536385
200.0,102185,6,713398,2080.94285592,3590,0.00073,-632.3500366210938,710397,-12.6909818649292,26.287960052490234,0.01980343647301197
200.0,102486,6,715398,2077.17566366,3600,0.00073,-624.458251953125,712397,-9.717191696166992,23.136947631835938,0.021286923438310623
200.0,102785,6,717398,2110.38214388,3610,0.00073,-622.5592041015625,714397,-2.881072521209717,23.491722106933594,0.020466651767492294
200.0,103081,6,719398,2113.3303031600003,3620,0.00073,-631.1669311523438,716397,-6.94313907623291,21.027206420898438,0.020147953182458878
200.0,103380,6,721398,2025.67173466,3630,0.00073,-618.6853637695312,718397,2.0843799114227295,22.041584014892578,0.01998210698366165
200.0,103680,6,723398,1977.7740870199998,3640,0.00073,-625.5831298828125,720397,-9.581014633178711,22.814342498779297,0.020815325900912285
200.0,103981,6,725398,1910.0584745899998,3650,0.00073,-619.0753173828125,722397,-1.5107483863830566,21.903244018554688,0.021008292213082314
200.0,104280,6,727398,1804.42964485,3660,0.00073,-613.0662231445312,724397,22.358539581298828,41.392822265625,0.020952623337507248
200.0,104587,6,729398,1848.1291070500001,3670,0.00073,-621.055908203125,726397,-12.880637168884277,22.958900451660156,0.021775970235466957
200.0,104893,6,731398,1774.04463102,3680,0.00073,-619.31982421875,728397,-2.609605073928833,20.669960021972656,0.020796064287424088
200.0,105202,6,733398,1838.6080603999999,3690,0.00073,-626.0704345703125,730397,-4.455936431884766,25.849842071533203,0.022028347477316856
200.0,105529,6,735398,1817.5388710500001,3700,0.00073,-627.4049682617188,732397,-7.731806755065918,26.871273040771484,0.020891442894935608
200.0,105848,6,737398,1764.7845873200006,3710,0.00073,-638.6609497070312,734397,-15.245683670043945,22.05971908569336,0.021249866113066673
200.0,106157,6,739398,1730.3947672799998,3720,0.00073,-610.2158203125,736397,14.96369743347168,32.55150604248047,0.021422281861305237
200.0,106465,6,741398,1804.14850828,3730,0.00073,-627.0384521484375,738397,3.8795719146728516,19.40477752685547,0.021546954289078712
200.0,106772,6,743398,1864.0195587099997,3740,0.00073,-631.4002075195312,740397,14.960335731506348,22.07312774658203,0.0211749617010355
200.0,107081,6,745398,1914.31636871,3750,0.00073,-622.7659912109375,742397,1.881640076637268,19.204818725585938,0.020930461585521698
200.0,107389,6,747398,2009.1283547500007,3760,0.00073,-636.7089233398438,744397,3.0319361686706543,25.71697235107422,0.020194193348288536
200.0,107694,6,749398,2023.96926473,3770,0.00073,-632.7581787109375,746397,2.611259937286377,18.950164794921875,0.020293768495321274
200.0,107999,6,751398,2074.53699901,3780,0.00073,-633.3731079101562,748397,8.06243896484375,25.093114852905273,0.021542375907301903
200.0,108301,6,753398,2097.00346844,3790,0.00073,-621.8096313476562,750397,14.20493221282959,26.12024688720703,0.021592069417238235
200.0,108603,6,755398,2080.7454190099998,3800,0.00073,-627.9955444335938,752397,0.5574451684951782,27.563268661499023,0.02087065950036049
200.0,108901,6,757398,2127.86860122,3810,0.00073,-651.4033203125,754397,-7.052822113037109,20.938936233520508,0.020023740828037262
200.0,109200,6,759398,2148.05167764,3820,0.00073,-632.9027099609375,756397,-0.9927139282226562,18.209352493286133,0.018838124349713326
200.0,109502,6,761398,2130.00355969,3830,0.00073,-633.0792236328125,758397,9.649654388427734,24.67292022705078,0.02007635310292244
200.0,109806,6,763398,2058.73373873,3840,0.00073,-648.023193359375,760397,-5.411128997802734,20.636934280395508,0.02040155977010727
200.0,110112,6,765398,2098.4861479700003,3850,0.00073,-643.9115600585938,762397,-3.127639055252075,19.109172821044922,0.02157106064260006
200.0,110419,6,767398,2084.7564031399997,3860,0.00073,-642.8472900390625,764397,1.8967201709747314,21.724506378173828,0.021477103233337402
200.0,110722,6,769398,2102.6434463699998,3870,0.00073,-640.7568359375,766397,1.814760684967041,24.23211669921875,0.0206284336745739
200.0,111027,6,771398,2084.3234789499998,3880,0.00073,-649.87939453125,768397,-8.888436317443848,18.926952362060547,0.02083583176136017
200.0,111331,6,773398,2060.00014312,3890,0.00073,-625.8984375,770397,9.290461540222168,22.51673126220703,0.019905271008610725
200.0,111639,6,775398,2088.13046176,3900,0.00073,-653.4415283203125,772397,-13.879237174987793,18.599990844726562,0.02012679912149906
200.0,111948,6,777398,2123.7186110400003,3910,0.00073,-650.1533203125,774397,-2.5756659507751465,22.546184539794922,0.020740868523716927
200.0,112252,6,779398,2136.25875939,3920,0.00073,-646.3139038085938,776397,14.073137283325195,18.392444610595703,0.020691772922873497
200.0,112557,6,781398,2199.13236749,3930,0.00073,-646.7984008789062,778397,9.25942611694336,16.64236831665039,0.019968366250395775
200.0,112867,6,783398,2233.6676944299998,3940,0.00073,-632.536865234375,780397,5.8991289138793945,18.976163864135742,0.020125048235058784
200.0,113173,6,785398,2203.3884535800003,3950,0.00073,-653.0601806640625,782397,7.990577697753906,18.270065307617188,0.020110590383410454
200.0,113479,6,787398,2214.14274052,3960,0.00073,-648.26806640625,784397,-9.020877838134766,23.24349021911621,0.019662441685795784
200.0,113786,6,789398,2184.2480698199997,3970,0.00073,-634.819580078125,786397,6.008050918579102,19.841350555419922,0.019011566415429115
200.0,114097,6,791398,2243.4866872800003,3980,0.00073,-642.250732421875,788397,3.872958183288574,30.045291900634766,0.02078079804778099
200.0,114405,6,793398,2268.61147286,3990,0.00073,-639.4404296875,790397,20.642501831054688,30.114200592041016,0.0191383995115757
200.0,114715,6,795398,2292.75919396,4000,0.00073,-644.8031005859375,792397,8.418660163879395,17.223482131958008,0.020120859146118164
200.0,115023,6,797398,2291.47941693,4010,0.00073,-653.1395263671875,794397,6.792628765106201,25.67644500732422,0.01932828314602375
200.0,115331,6,799398,2297.40588863,4020,0.00073,-663.9241333007812,796397,-18.55055046081543,20.211042404174805,0.01989707164466381
200.0,115636,6,801398,2240.58571754,4030,0.00073,-647.0490112304688,798397,1.2518432140350342,23.58833885192871,0.019828513264656067
200.0,115944,6,803398,2289.2039294800006,4040,0.00073,-631.4454345703125,800397,17.81716537475586,20.460453033447266,0.01822594739496708
200.0,116249,6,805398,2262.24715805,4050,0.00073,-662.7706298828125,802397,15.149040222167969,22.535659790039062,0.020351335406303406
200.0,116553,6,807398,2147.5104652,4060,0.00073,-661.0355224609375,804397,-7.324326038360596,16.22772216796875,0.019200950860977173
200.0,116875,6,809398,2170.6650940100003,4070,0.00073,-649.7053833007812,806397,-2.5642077922821045,18.440168380737305,0.018568245694041252
200.0,117172,6,811398,2159.1219351900004,4080,0.00073,-667.882080078125,808397,2.1936159133911133,21.084949493408203,0.019088350236415863
200.0,117468,6,813398,2122.5048891,4090,0.00073,-675.9259643554688,810397,-7.312386512756348,16.083301544189453,0.020112350583076477
200.0,117769,6,815398,2099.49870366,4100,0.00073,-662.3563842773438,812397,1.9573534727096558,17.856830596923828,0.019726485013961792
200.0,118075,6,817398,2069.2715445,4110,0.00073,-655.9891967773438,814397,-9.791280746459961,28.09890365600586,0.020404744893312454
