rollout/ep_rew_mean,time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss,train/ent_coef_loss
-195.62191783999998,364000,6,3640,100.0,59397,0.0035505385603755713,360999,78.09844970703125,0.00073,0.39077115058898926,3.2710022926330566
-194.47198079,365000,6,3650,100.0,59544,0.0035874235909432173,361999,78.88190460205078,0.00073,0.34719735383987427,-5.13538932800293
-192.39899589999996,366000,6,3660,100.0,59688,0.0033889105543494225,362999,77.5282211303711,0.00073,0.3361701965332031,-4.283677101135254
-192.76174991,367000,6,3670,100.0,59883,0.0035579821560531855,363999,77.69287872314453,0.00073,0.3127928674221039,-2.3663034439086914
-192.36297168000004,368000,6,3680,100.0,60066,0.003331780433654785,364999,79.64071655273438,0.00073,0.3610553741455078,1.480003833770752
-189.66111833999994,369000,6,3690,100.0,60252,0.0034756509121507406,365999,79.59174346923828,0.00073,0.3395729064941406,9.789393424987793
-188.93154749,370000,6,3700,100.0,60425,0.003488152986392379,366999,79.27003479003906,0.00073,0.38174837827682495,9.695631980895996
-187.85488128999998,371000,6,3710,100.0,60601,0.003523655701428652,367999,80.62907409667969,0.00073,0.3983786404132843,2.6183459758758545
-188.21645325999995,372000,6,3720,100.0,60765,0.003523413557559252,368999,79.21446228027344,0.00073,0.36992454528808594,5.732764720916748
-189.28148258000004,373000,6,3730,100.0,60930,0.003631712170317769,369999,79.51701354980469,0.00073,0.39987295866012573,-8.05036735534668
-190.67202205,374000,6,3740,100.0,61092,0.003595806658267975,370999,77.22208404541016,0.00073,0.31804364919662476,5.873056411743164
-191.23174720000003,375000,6,3750,100.0,61249,0.003741694148629904,371999,77.17488098144531,0.00073,0.3604010045528412,-3.9047107696533203
-192.70443206,376000,6,3760,100.0,61430,0.0038116483483463526,372999,77.11152648925781,0.00073,0.38990604877471924,4.609309196472168
-192.12623022,377000,6,3770,100.0,61641,0.0036821498069912195,373999,76.9092025756836,0.00073,0.35814061760902405,10.689022064208984
-192.05826800000003,378000,6,3780,100.0,61840,0.003564456943422556,374999,77.54551696777344,0.00073,0.3434922397136688,1.5129711627960205
-192.44720511,379000,6,3790,100.0,62046,0.0036199467722326517,375999,76.95616912841797,0.00073,0.38199037313461304,6.790227890014648
-195.27561941000005,380000,6,3800,100.0,62257,0.003546952735632658,376999,77.6344985961914,0.00073,0.3636535704135895,8.726107597351074
-197.02942771000005,381000,6,3810,100.0,62467,0.0035795990843325853,377999,77.79719543457031,0.00073,0.4123039245605469,5.090770721435547
-197.40201990999998,382000,6,3820,100.0,62651,0.0034774811938405037,378999,76.42083740234375,0.00073,0.3765169680118561,8.800289154052734
-197.60441817,383000,6,3830,100.0,62821,0.003531069727614522,379999,76.04316711425781,0.00073,0.3763817548751831,-3.9242095947265625
-197.22579416,384000,6,3840,100.0,62991,0.0035673987586051226,380999,77.24137115478516,0.00073,0.3219131529331207,-2.105680465698242
-196.13458107999998,385000,6,3850,100.0,63160,0.003505597822368145,381999,76.54692077636719,0.00073,0.3964104950428009,-18.158111572265625
-195.39952525,386000,6,3860,100.0,63330,0.0035045482218265533,382999,75.88200378417969,0.00073,0.3467329740524292,7.655849933624268
-195.44459704000005,387000,6,3870,100.0,63505,0.003593307686969638,383999,75.96702575683594,0.00073,0.3441591262817383,8.334428787231445
-195.95048076,388000,6,3880,100.0,63684,0.003639855422079563,384999,77.11578369140625,0.00073,0.26911962032318115,-5.083566665649414
-195.15970130000002,389000,6,3890,100.0,63865,0.003516013966873288,385999,76.36620330810547,0.00073,0.33727580308914185,-3.987821340560913
-195.21552722,390000,6,3900,100.0,64028,0.0036398188676685095,386999,76.82681274414062,0.00073,0.2793703079223633,-0.019412696361541748
-193.62642518,391000,6,3910,100.0,64188,0.0035689622163772583,387999,78.15071105957031,0.00073,0.3838571310043335,-7.668614387512207
-194.00463298,392000,6,3920,100.0,64356,0.003473828546702862,388999,75.55804443359375,0.00073,0.32626110315322876,21.420209884643555
-194.44890200999998,393000,6,3930,100.0,64534,0.003509335685521364,389999,77.5104751586914,0.00073,0.3539286255836487,3.7275266647338867
-194.89314828,394000,6,3940,100.0,64717,0.0035324490163475275,390999,76.64424133300781,0.00073,0.3243691921234131,-3.5367181301116943
-194.25055673999995,395000,6,3950,100.0,64891,0.003521035425364971,391999,77.0318603515625,0.00073,0.33020293712615967,-19.154396057128906
-193.50730972999995,396000,6,3960,100.0,65070,0.0035568014718592167,392999,76.30337524414062,0.00073,0.3455279469490051,-5.938214302062988
-191.89432012999998,397000,6,3970,100.0,65243,0.00351898605003953,393999,76.11685943603516,0.00073,0.36168962717056274,-9.190393447875977
-192.66249322,398000,6,3980,100.0,65417,0.0035526182036846876,394999,75.92545318603516,0.00073,0.333759605884552,-1.7484676837921143
-192.52221554,399000,6,3990,100.0,65584,0.003580695018172264,395999,76.47675323486328,0.00073,0.3489551544189453,-3.6534714698791504
-192.08125759000004,400000,6,4000,100.0,65737,0.003677769796922803,396999,76.7126693725586,0.00073,0.30179697275161743,-8.10610294342041
-193.27468698999996,401000,6,4010,100.0,65894,0.003487912006676197,397999,76.2375717163086,0.00073,0.36341923475265503,-12.39208984375
-192.52039445999998,402000,6,4020,100.0,66056,0.00361981731839478,398999,74.60189056396484,0.00073,0.3762972354888916,-8.014952659606934
-193.01216149999996,403000,6,4030,100.0,66216,0.0034242975525557995,399999,75.63078308105469,0.00073,0.32712921500205994,6.414397239685059
-192.73112989999998,404000,6,4040,100.0,66385,0.0035637381952255964,400999,74.424072265625,0.00073,0.2973547577857971,1.6240615844726562
-196.46901233,405000,6,4050,100.0,66542,0.0035827411338686943,401999,76.003662109375,0.00073,0.43150776624679565,0.26118704676628113
-197.27048223999998,406000,6,4060,100.0,66697,0.0035809341352432966,402999,75.94537353515625,0.00073,0.42141979932785034,-5.893036365509033
-199.39114579,407000,6,4070,100.0,66846,0.003749520517885685,403999,76.49385070800781,0.00073,0.31602540612220764,-3.309659719467163
-199.74674963999993,408000,6,4080,100.0,66999,0.0036855663638561964,404999,73.60952758789062,0.00073,0.3607744574546814,7.1035847663879395
-201.75560108000002,409000,6,4090,100.0,67151,0.003614746266975999,405999,76.28129577636719,0.00073,0.4319971799850464,-1.7130887508392334
-199.94922732000006,410000,6,4100,100.0,67298,0.003723685396835208,406999,75.11799621582031,0.00073,0.3723430037498474,-9.239404678344727
-200.73331919,411000,6,4110,100.0,67463,0.003728939453139901,407999,75.84202575683594,0.00073,0.4216633439064026,-4.332592964172363
-201.28910003000001,412000,6,4120,100.0,67632,0.003638380439952016,408999,75.66165161132812,0.00073,0.3703826665878296,2.1969683170318604
-200.53117569000005,413000,6,4130,100.0,67805,0.00350796221755445,409999,74.93093872070312,0.00073,0.31066104769706726,7.863906383514404
-200.00213321999996,414000,6,4140,100.0,67976,0.003588737454265356,410999,76.33181762695312,0.00073,0.33135175704956055,-11.641634941101074
-195.60581036,415000,6,4150,100.0,68141,0.0035664921160787344,411999,75.32650756835938,0.00073,0.29998600482940674,-0.10009163618087769
-194.78763794,416000,6,4160,100.0,68308,0.003491602838039398,412999,74.69623565673828,0.00073,0.33110323548316956,5.480861663818359
-193.8357605,417000,6,4170,100.0,68468,0.003540490986779332,413999,75.35948944091797,0.00073,0.44474536180496216,-0.2008189558982849
-191.19202181,418000,6,4180,100.0,68632,0.003498784266412258,414999,75.94180297851562,0.00073,0.29420730471611023,-1.7847130298614502
-188.60504429,419000,6,4190,100.0,68781,0.00350929400883615,415999,75.42926025390625,0.00073,0.35452330112457275,21.617769241333008
-188.81947587,420000,6,4200,100.0,68943,0.0036234024446457624,416999,76.05671691894531,0.00073,0.3214690685272217,0.5832161903381348
-187.54663831,421000,6,4210,100.0,69105,0.00361942732706666,417999,75.75934600830078,0.00073,0.33771783113479614,-6.671107292175293
-187.38808902999997,422000,6,4220,100.0,69256,0.0036756538320332766,418999,74.36512756347656,0.00073,0.31673306226730347,-11.795483589172363
-186.35352770000006,423000,6,4230,100.0,69413,0.00347227999009192,419999,73.86305236816406,0.00073,0.4327687621116638,-0.7601625919342041
-187.4101298,424000,6,4240,100.0,69571,0.0035788107197731733,420999,75.72511291503906,0.00073,0.3561442792415619,2.3161840438842773
-187.38456377,425000,6,4250,100.0,69738,0.003641999326646328,421999,74.73989868164062,0.00073,0.31621697545051575,-1.6880128383636475
-188.52376875000002,426000,6,4260,100.0,69890,0.0036207132507115602,422999,75.11476135253906,0.00073,0.32983678579330444,-12.685178756713867
-190.53387416,427000,6,4270,100.0,70039,0.0034943826030939817,423999,76.15637969970703,0.00073,0.33247700333595276,-7.72225284576416
-190.8751074,428000,6,4280,100.0,70188,0.003706097137182951,424999,74.8311767578125,0.00073,0.3649011254310608,-12.278242111206055
-191.30946421999994,429000,6,4290,100.0,70340,0.003513675881549716,425999,74.74630737304688,0.00073,0.35175082087516785,3.3594374656677246
-191.34063058000004,430000,6,4300,100.0,70495,0.0035722823813557625,426999,72.83023071289062,0.00073,0.35911446809768677,6.737401962280273
-190.13830448999997,431000,6,4310,100.0,70685,0.0037551710847765207,427999,75.11660766601562,0.00073,0.38295289874076843,-12.747974395751953
-190.40801097,432000,6,4320,100.0,70875,0.003597128903493285,428999,74.09025573730469,0.00073,0.3158879578113556,-1.9812300205230713
-192.20675597999997,433000,6,4330,100.0,71059,0.0037093698047101498,429999,74.33537292480469,0.00073,0.32087501883506775,-16.753095626831055
-191.41882199999998,434000,6,4340,100.0,71227,0.003672983730211854,430999,74.28179931640625,0.00073,0.3029489517211914,-11.851102828979492
-192.24133028999998,435000,6,4350,100.0,71405,0.0038480903021991253,431999,73.59223937988281,0.00073,0.3292505741119385,-17.336669921875
-191.49971793999998,436000,6,4360,100.0,71574,0.003583099925890565,432999,74.73934936523438,0.00073,0.4184609651565552,3.4639625549316406
-189.79193469,437000,6,4370,100.0,71753,0.00371795822866261,433999,74.9808578491211,0.00073,0.3408733904361725,0.9183961153030396
-189.66989823,438000,6,4380,100.0,71934,0.0037068165838718414,434999,76.50104522705078,0.00073,0.34235435724258423,1.253075122833252
-190.49963251,439000,6,4390,100.0,72109,0.003603992983698845,435999,74.1756362915039,0.00073,0.32148629426956177,0.8854084014892578
-189.70818376000003,440000,6,4400,100.0,72272,0.0035629209596663713,436999,73.81047058105469,0.00073,0.3512480854988098,-4.836336135864258
-191.83032289,441000,6,4410,100.0,72433,0.0036591507960110903,437999,73.65139770507812,0.00073,0.3952490985393524,4.640298366546631
-191.79488901999997,442000,6,4420,100.0,72597,0.0037098508328199387,438999,72.34429168701172,0.00073,0.40846121311187744,1.9473798274993896
-192.04504128,443000,6,4430,100.0,72770,0.0035602289717644453,439999,72.6875,0.00073,0.3788990378379822,-8.179218292236328
-193.51221612,444000,6,4440,100.0,72930,0.0036699865013360977,440999,72.24292755126953,0.00073,0.4588232636451721,5.428219795227051
-192.89069987,445000,6,4450,100.0,73104,0.003708635689690709,441999,73.65837860107422,0.00073,0.41261202096939087,-5.258639335632324
-192.92424106,446000,6,4460,100.0,73266,0.0037031383253633976,442999,73.4759750366211,0.00073,0.3578803539276123,-5.254413604736328
-194.04104243,447000,6,4470,100.0,73421,0.0037532681599259377,443999,73.7457504272461,0.00073,0.3824412226676941,1.8262836933135986
-194.77609746000002,448000,6,4480,100.0,73583,0.0036443951539695263,444999,72.17080688476562,0.00073,0.3270769715309143,-1.6562464237213135
-195.72621145000002,449000,6,4490,100.0,73737,0.0037499605678021908,445999,75.17601776123047,0.00073,0.3425835371017456,-4.390865325927734
-195.63141800000002,450000,6,4500,100.0,73880,0.0036193307023495436,446999,74.34718322753906,0.00073,0.47422802448272705,4.499223709106445
-195.87193447,451000,6,4510,100.0,74023,0.00374418031424284,447999,71.2330093383789,0.00073,0.32181018590927124,-2.120762825012207
-194.63456724,452000,6,4520,100.0,74166,0.0037090920377522707,448999,72.2449722290039,0.00073,0.36260321736335754,11.249837875366211
-194.14316339,453000,6,4530,100.0,74309,0.0035881248768419027,449999,73.72258758544922,0.00073,0.3043786287307739,6.7891130447387695
-193.02818715,454000,6,4540,100.0,74449,0.0036270117852836847,450999,73.3288803100586,0.00073,0.3502078652381897,-5.037375450134277
-194.17071151000005,455000,6,4550,100.0,74590,0.0036408116575330496,451999,71.65963745117188,0.00073,0.36316972970962524,3.699012517929077
-195.55313561,456000,6,4560,100.0,74739,0.0037641222588717937,452999,73.7994384765625,0.00073,0.35110774636268616,-5.035033702850342
-196.76911256,457000,6,4570,100.0,74899,0.00369343557395041,453999,74.15599060058594,0.00073,0.3291665315628052,3.1141977310180664
-196.66001331000004,458000,6,4580,100.0,75052,0.0038117191288620234,454999,71.96305084228516,0.00073,0.34005945920944214,6.551641464233398
-195.20377790999999,459000,6,4590,100.0,75233,0.0037971828132867813,455999,74.4771957397461,0.00073,0.3427034318447113,14.085715293884277
-195.78304341000003,460000,6,4600,100.0,75411,0.003724786452949047,456999,72.09172058105469,0.00073,0.4624152183532715,4.978548049926758
-194.12169140999998,461000,6,4610,100.0,75588,0.0038068403955549,457999,73.07498168945312,0.00073,0.4066755771636963,-1.099043846130371
-196.64735085999996,462000,6,4620,100.0,75792,0.003875073278322816,458999,73.12777709960938,0.00073,0.29488039016723633,-3.6471853256225586
-197.37842164999995,463000,6,4630,100.0,75987,0.0038090229500085115,459999,72.22004699707031,0.00073,0.4301990866661072,2.5682146549224854
-197.90935447999996,464000,6,4640,100.0,76208,0.003935724962502718,460999,73.07334899902344,0.00073,0.41215580701828003,-7.146115303039551
-199.13341028000002,465000,6,4650,100.0,76434,0.004067452624440193,461999,71.21951293945312,0.00073,0.47247594594955444,-5.8970160484313965
-199.57487069,466000,6,4660,100.0,76656,0.00447628740221262,462999,70.40326690673828,0.00073,0.523098349571228,0.829382061958313
-198.42390979,467000,6,4670,100.0,76875,0.004465402103960514,463999,67.84599304199219,0.00073,0.5283065438270569,12.138259887695312
-200.24300752,468000,6,4680,100.0,77095,0.004686056170612574,464999,65.0949935913086,0.00073,0.5337935090065002,9.13089656829834
-200.91587659,469000,6,4690,100.0,77297,0.004500824026763439,465999,67.88345336914062,0.00073,0.5663487315177917,-0.9722282290458679
-202.61572099000006,470000,6,4700,100.0,77472,0.004381997510790825,466999,67.60774230957031,0.00073,0.43487679958343506,1.6908695697784424
-203.27626852,471000,6,4710,100.0,77631,0.004268980119377375,467999,66.0484848022461,0.00073,0.4267042875289917,-4.2383832931518555
-203.33971836999999,472000,6,4720,100.0,77803,0.004101720172911882,468999,68.02901458740234,0.00073,0.3588751554489136,-9.594541549682617
-203.73417948,473000,6,4730,100.0,77972,0.004028706811368465,469999,69.15361785888672,0.00073,0.3856920599937439,-16.841129302978516
-203.98876903000001,474000,6,4740,100.0,78143,0.003708106931298971,470999,68.46360778808594,0.00073,0.4829029440879822,13.362680435180664
-202.64978861,475000,6,4750,100.0,78312,0.003791420254856348,471999,71.4910888671875,0.00073,0.4117792844772339,-5.654438018798828
-202.00757952000004,476000,6,4760,100.0,78494,0.0038872600998729467,472999,70.22329711914062,0.00073,0.36935603618621826,-9.479615211486816
-200.68911774999998,477000,6,4770,100.0,78672,0.003651967504993081,473999,71.06487274169922,0.00073,0.36911851167678833,6.029792785644531
-199.32941528,478000,6,4780,100.0,78845,0.0038537534419447184,474999,72.75163269042969,0.00073,0.4184849262237549,0.6729300022125244
-197.91979899999998,479000,6,4790,100.0,79011,0.0037716771475970745,475999,70.35960388183594,0.00073,0.3411632180213928,-2.060539722442627
-196.71055993999994,480000,6,4800,100.0,79170,0.003915159963071346,476999,71.00422668457031,0.00073,0.4044429361820221,-6.9062395095825195
-195.65321135,481000,6,4810,100.0,79379,0.0037605504039674997,477999,68.19720458984375,0.00073,0.3448183536529541,20.150033950805664
-194.51761983999998,482000,6,4820,100.0,79617,0.003798970254138112,478999,70.97135162353516,0.00073,0.31940650939941406,1.3124730587005615
-193.56203755,483000,6,4830,100.0,79856,0.0038978250231593847,479999,71.50621795654297,0.00073,0.34367597103118896,0.7858188152313232
-192.76773533,484000,6,4840,100.0,80093,0.0038942729588598013,480999,71.81246185302734,0.00073,0.4169082045555115,-7.706570625305176
-192.26309854000002,485000,6,4850,100.0,80330,0.003870131680741906,481999,70.23873901367188,0.00073,0.3526785969734192,-15.202167510986328
-190.29025951999995,486000,6,4860,100.0,80567,0.0039691440761089325,482999,69.86445617675781,0.00073,0.3718251883983612,-8.908218383789062
-190.25426557000003,487000,6,4870,100.0,80797,0.003900005714967847,483999,68.66728210449219,0.00073,0.4574654996395111,3.6793153285980225
-189.67733529,488000,6,4880,100.0,81020,0.003987506963312626,484999,69.8377685546875,0.00073,0.4263671040534973,14.993202209472656
-190.75186631999998,489000,6,4890,100.0,81212,0.004044534172862768,485999,71.14347839355469,0.00073,0.3580966591835022,-5.741340160369873
-190.76996433,490000,6,4900,100.0,81404,0.003985077608376741,486999,71.46890258789062,0.00073,0.3739936053752899,-2.398311138153076
-191.49418495999998,491000,6,4910,100.0,81608,0.003930749371647835,487999,70.62261962890625,0.00073,0.4031805694103241,-0.3854169249534607
-192.15810167,492000,6,4920,100.0,81815,0.003923424053937197,488999,70.53775024414062,0.00073,0.38845810294151306,-2.4378671646118164
-190.36419861000002,493000,6,4930,100.0,82013,0.003985944204032421,489999,69.42431640625,0.00073,0.3786768317222595,3.7429888248443604
-189.85153838000002,494000,6,4940,100.0,82184,0.003980288282036781,490999,70.731689453125,0.00073,0.44270381331443787,-6.073652267456055
-191.10000215,495000,6,4950,100.0,82344,0.0037180946674197912,491999,71.87797546386719,0.00073,0.3012351393699646,-1.2451040744781494
-192.06706029,496000,6,4960,100.0,82505,0.003791940864175558,492999,71.57907104492188,0.00073,0.43096256256103516,-2.694509267807007
-192.16286241000006,497000,6,4970,100.0,82666,0.0039147865027189255,493999,69.71824645996094,0.00073,0.339180052280426,13.376312255859375
-192.47774359999997,498000,6,4980,100.0,82842,0.003802246879786253,494999,70.55084991455078,0.00073,0.3108215034008026,-12.631430625915527
-193.66820525,499000,6,4990,100.0,83045,0.0038551557809114456,495999,70.69898223876953,0.00073,0.3428877890110016,-6.816885948181152
-192.96714204,500000,6,5000,100.0,83251,0.0038809371180832386,496999,69.48411560058594,0.00073,0.35462531447410583,-7.049050331115723
-191.65815321,501000,6,5010,100.0,83458,0.003741469467058778,497999,70.64833068847656,0.00073,0.37944579124450684,8.698028564453125
-190.21780735000004,502000,6,5020,100.0,83656,0.0038804577197879553,498999,69.59768676757812,0.00073,0.3204187750816345,-16.897979736328125
-192.14159689,503000,5,5030,100.0,83859,0.003802961204200983,499999,70.52046203613281,0.00073,0.39051663875579834,1.6824232339859009
-192.1536795,504000,5,5040,100.0,84049,0.003778101410716772,500999,70.21683502197266,0.00073,0.41473138332366943,5.62925910949707
-190.93650247000002,505000,5,5050,100.0,84260,0.003856273600831628,501999,69.52506256103516,0.00073,0.36991122364997864,-6.911925315856934
-190.2135496,506000,5,5060,100.0,84467,0.00388143677264452,502999,70.20033264160156,0.00073,0.3555099368095398,7.386595249176025
-190.82121932,507000,5,5070,100.0,84657,0.0037849806249141693,503999,71.01605987548828,0.00073,0.3139231204986572,-2.2745962142944336
-189.62897413000007,508000,5,5080,100.0,84835,0.003875280264765024,504999,69.90796661376953,0.00073,0.356521338224411,3.1955487728118896
-188.31809087,509000,5,5090,100.0,85016,0.003914918750524521,505999,68.94738006591797,0.00073,0.38278651237487793,5.820786952972412
-188.58944233000003,510000,5,5100,100.0,85182,0.003928564488887787,506999,70.46226501464844,0.00073,0.3889942169189453,-4.908931732177734
-189.68621442,511000,5,5110,100.0,85367,0.003964385017752647,507999,70.18063354492188,0.00073,0.3775830864906311,-1.258352279663086
-190.52137770000002,512000,5,5120,100.0,85600,0.0038876901380717754,508999,69.99771881103516,0.00073,0.38651880621910095,-10.607035636901855
-190.04645269,513000,5,5130,100.0,85829,0.004200054798275232,509999,70.16737365722656,0.00073,0.37548497319221497,6.374149322509766
-190.20910037,514000,5,5140,100.0,86028,0.004165591672062874,510999,69.67813873291016,0.00073,0.37499141693115234,2.06221866607666
-190.41951361,515000,5,5150,100.0,86199,0.004092116374522448,511999,68.91716003417969,0.00073,0.3649311065673828,4.472359657287598
-191.43780801999998,516000,5,5160,100.0,86382,0.00408970145508647,512999,69.01240539550781,0.00073,0.4690987169742584,-8.555535316467285
-190.98609377,517000,5,5170,100.0,86558,0.004029757808893919,513999,70.22731018066406,0.00073,0.4359239339828491,9.534103393554688
-191.91552837999998,518000,5,5180,100.0,86732,0.00414229417219758,514999,69.04029083251953,0.00073,0.35450297594070435,15.252389907836914
-193.86696983999994,519000,5,5190,100.0,86914,0.004192097578197718,515999,68.77375793457031,0.00073,0.3849294185638428,-7.904772758483887
-194.26020319000003,520000,5,5200,100.0,87109,0.004073512274771929,516999,70.40446472167969,0.00073,0.3298770785331726,9.677627563476562
-195.19670949000002,521000,5,5210,100.0,87282,0.004098283126950264,517999,68.68790435791016,0.00073,0.3826221227645874,20.44002914428711
-194.49143210999998,522000,5,5220,100.0,87449,0.004283428657799959,518999,69.21521759033203,0.00073,0.3828091025352478,14.502201080322266
-194.00029236999995,523000,5,5230,100.0,87622,0.004186390433460474,519999,69.4157943725586,0.00073,0.3470238447189331,-2.164689064025879
-195.83587046,524000,5,5240,100.0,87789,0.004092590417712927,520999,69.6695785522461,0.00073,0.3397196829319,1.7138240337371826
-194.97746568000002,525000,5,5250,100.0,88006,0.004047509282827377,521999,70.14896392822266,0.00073,0.3806329667568207,-5.640158176422119
-195.71669085999994,526000,5,5260,100.0,88217,0.004039505962282419,522999,68.22602844238281,0.00073,0.38122260570526123,-8.509988784790039
-195.93160877999998,527000,5,5270,100.0,88453,0.004201669245958328,523999,70.0555419921875,0.00073,0.3837178349494934,-1.5486977100372314
-196.28940138,528000,5,5280,100.0,88687,0.003992396406829357,524999,68.87362670898438,0.00073,0.3799160122871399,6.24504280090332
-195.57589129,529000,5,5290,100.0,88868,0.00413183867931366,525999,70.11275482177734,0.00073,0.34751489758491516,-3.285524845123291
-195.34147348000002,530000,5,5300,100.0,89023,0.004089138004928827,526999,68.93008422851562,0.00073,0.44410139322280884,7.422186374664307
-194.79502146000002,531000,5,5310,100.0,89171,0.004037479870021343,527999,67.89195251464844,0.00073,0.37242966890335083,19.58075714111328
-194.019466,532000,5,5320,100.0,89316,0.004169687628746033,528999,71.31961822509766,0.00073,0.3966692090034485,5.263227462768555
-194.74636419,533000,5,5330,100.0,89464,0.003977948799729347,529999,66.83821868896484,0.00073,0.34763866662979126,2.8103559017181396
-192.47137281,534000,5,5340,100.0,89607,0.004112060181796551,530999,68.41956329345703,0.00073,0.33886125683784485,13.871678352355957
-192.47703612,535000,5,5350,100.0,89754,0.004176219925284386,531999,69.4150619506836,0.00073,0.4240413308143616,3.6587071418762207
-192.06582885,536000,5,5360,100.0,89900,0.004114851355552673,532999,69.26768493652344,0.00073,0.4481329023838043,0.4538189172744751
-194.25080343999994,537000,5,5370,100.0,90078,0.004245921969413757,533999,67.73165130615234,0.00073,0.43842148780822754,-4.686374187469482
-194.13726829000004,538000,5,5380,100.0,90255,0.004413635469973087,534999,67.67871856689453,0.00073,0.46112868189811707,-13.541930198669434
-192.56295923,539000,5,5390,100.0,90432,0.004585186950862408,535999,67.24603271484375,0.00073,0.5259085893630981,-8.507613182067871
-194.60443489000002,540000,5,5400,100.0,90641,0.004673606716096401,536999,64.40965270996094,0.00073,0.6004756093025208,13.090307235717773
-197.08224011000001,541000,5,5410,100.0,90885,0.004959831014275551,537999,68.66503143310547,0.00073,0.46330496668815613,-9.415339469909668
-200.40965125000002,542000,5,5420,100.0,91121,0.004786101169884205,538999,64.10962677001953,0.00073,0.5263693332672119,9.380401611328125
-199.86443328,543000,5,5430,100.0,91344,0.004658916965126991,539999,64.98899841308594,0.00073,0.5717986226081848,-9.417153358459473
-201.25976507,544000,5,5440,100.0,91568,0.004473061300814152,540999,65.23931121826172,0.00073,0.6314753890037537,-7.697591304779053
-202.74622142,545000,5,5450,100.0,91784,0.00433648144826293,541999,66.21019744873047,0.00073,0.5709594488143921,-13.31249713897705
-202.77011136,546000,5,5460,100.0,91961,0.004362907726317644,542999,64.97785949707031,0.00073,0.40561214089393616,13.545509338378906
-202.42208818999998,547000,5,5470,100.0,92177,0.004238482099026442,543999,67.44485473632812,0.00073,0.37358540296554565,8.575645446777344
-202.0032582,548000,5,5480,100.0,92396,0.004332622978836298,544999,67.78091430664062,0.00073,0.3725171983242035,-4.44618558883667
-202.69210161000004,549000,5,5490,100.0,92605,0.004152928479015827,545999,68.72486114501953,0.00073,0.4258892834186554,12.253878593444824
-200.87012151,550000,5,5500,100.0,92815,0.004115051124244928,546999,67.47557067871094,0.00073,0.41558974981307983,-3.93155837059021
-197.97793106999998,551000,5,5510,100.0,93017,0.004148789681494236,547999,68.27204895019531,0.00073,0.47700291872024536,-2.7966670989990234
-195.40206831999996,552000,5,5520,100.0,93221,0.004151631612330675,548999,67.89525604248047,0.00073,0.3990787863731384,-0.020513534545898438
-194.40577555,553000,5,5530,100.0,93431,0.004025876056402922,549999,67.69061279296875,0.00073,0.4192694425582886,5.361181735992432
-194.58466110000006,554000,5,5540,100.0,93643,0.0041735307313501835,550999,69.30204010009766,0.00073,0.4925488829612732,-8.753753662109375
-193.95613854000004,555000,5,5550,100.0,93833,0.004022715613245964,551999,70.882568359375,0.00073,0.41857296228408813,7.071331977844238
-193.00235167000002,556000,5,5560,100.0,94023,0.004114814102649689,552999,68.58814239501953,0.00073,0.37831586599349976,-2.553173303604126
-190.51679072,557000,5,5570,100.0,94204,0.004027508199214935,553999,69.24854278564453,0.00073,0.412890762090683,5.613655090332031
-190.47654946999998,558000,5,5580,100.0,94388,0.004085130989551544,554999,68.62100219726562,0.00073,0.3895348608493805,-4.110362529754639
-188.46930577999998,559000,5,5590,100.0,94567,0.0040701087564229965,555999,71.13130187988281,0.00073,0.363255113363266,5.9888505935668945
-189.63859057999997,560000,5,5600,100.0,94721,0.004077198915183544,556999,70.7332992553711,0.00073,0.4274143874645233,-14.748445510864258
-189.32878100000002,561000,5,5610,100.0,94885,0.004054008983075619,557999,69.39805603027344,0.00073,0.37437769770622253,-8.688909530639648
-189.28337656,562000,5,5620,100.0,95048,0.004200659692287445,558999,68.83700561523438,0.00073,0.38414961099624634,-3.898836851119995
-190.00123666000002,563000,5,5630,100.0,95212,0.0040170070715248585,559999,68.78594970703125,0.00073,0.45227861404418945,9.182628631591797
-189.88575950999999,564000,5,5640,100.0,95383,0.004330567549914122,560999,68.86686706542969,0.00073,0.36001673340797424,1.459615707397461
-191.59535648000002,565000,5,5650,100.0,95546,0.004204278811812401,561999,69.8797378540039,0.00073,0.37617236375808716,8.153124809265137
-192.53175934000004,566000,5,5660,100.0,95711,0.004239056259393692,562999,67.66471862792969,0.00073,0.3857240676879883,-5.902894496917725
-193.18515843999998,567000,5,5670,100.0,95870,0.004284454043954611,563999,69.74746704101562,0.00073,0.4277142882347107,-6.619279384613037
-193.38144776999997,568000,5,5680,100.0,96021,0.0042560286819934845,564999,67.64698791503906,0.00073,0.43193742632865906,6.710112571716309
-195.71130929999998,569000,5,5690,100.0,96171,0.004417408257722855,565999,67.94868469238281,0.00073,0.42825329303741455,10.04385757446289
-194.63799158,570000,5,5700,100.0,96320,0.004354909528046846,566999,68.09260559082031,0.00073,0.4695311188697815,-8.105741500854492
-194.5962154,571000,5,5710,100.0,96469,0.004430759698152542,567999,69.34185791015625,0.00073,0.3912811279296875,7.27216911315918
-195.35407519,572000,5,5720,100.0,96663,0.0044942377135157585,568999,69.6416015625,0.00073,0.31380826234817505,-3.018357753753662
-196.32669610000002,573000,5,5730,100.0,96847,0.004384906962513924,569999,67.6563949584961,0.00073,0.4243868291378021,14.924757957458496
