time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef,train/ent_coef_loss,train/learning_rate
217120,6,69.39,31411,3540,118.14334607999999,-165.9393310546875,87.0888900756836,214119,0.054617125540971756,0.16315054893493652,0.00073
217839,6,69.08,31511,3550,129.89808406000003,-169.42294311523438,81.5009765625,214838,0.056064724922180176,-0.5607938766479492,0.00073
218549,6,68.92,31611,3560,124.74209207,-159.97348022460938,77.07005310058594,215548,0.05673513188958168,-1.2195372581481934,0.00073
219234,6,69.47,31706,3570,131.33470525,-178.13821411132812,85.64252471923828,216233,0.055859506130218506,10.897336959838867,0.00073
219911,6,68.96,31801,3580,125.50484832000001,-195.969970703125,86.29247283935547,216910,0.055585894733667374,-4.666057586669922,0.00073
220631,6,69.91,31902,3590,136.63827588,-188.79624938964844,78.31977081298828,217630,0.056386809796094894,-1.4762624502182007,0.00073
221320,6,69.97,31997,3600,138.98384303999998,-181.2165069580078,66.87001037597656,218319,0.055908203125,1.806889295578003,0.00073
222046,6,70.15,32099,3610,129.03651194000003,-178.2144317626953,70.89692687988281,219045,0.05537290871143341,1.2432857751846313,0.00073
222684,6,69.2,32191,3620,143.32302864999997,-187.48001098632812,71.57528686523438,219683,0.05618417635560036,-6.202306747436523,0.00073
223407,6,69.36,32295,3630,154.5299446,-158.90158081054688,93.17265319824219,220406,0.05662260577082634,5.895208835601807,0.00073
224043,6,69.23,32387,3640,161.33268766999998,-187.74951171875,69.189208984375,221042,0.056705910712480545,2.5550618171691895,0.00073
224716,6,68.77,32485,3650,155.44944755999998,-183.5355682373047,65.98374938964844,221715,0.05615925416350365,1.0495188236236572,0.00073
225421,6,68.72,32586,3660,164.84909245,-159.72877502441406,84.31291198730469,222420,0.05607561767101288,-3.956655263900757,0.00073
226165,6,69.31,32693,3670,172.40781413999997,-143.163818359375,79.71726989746094,223164,0.05603178218007088,2.0834920406341553,0.00073
226907,6,69.96,32799,3680,189.18855837999993,-163.6229705810547,83.20755004882812,223906,0.055426307022571564,7.951719284057617,0.00073
227622,6,69.91,32902,3690,203.37432999,-179.05816650390625,66.71061706542969,224621,0.05485239997506142,3.212116241455078,0.00073
228372,6,70.52,33010,3700,204.64126289999996,-169.11578369140625,70.4967041015625,225371,0.05555681139230728,-5.458672046661377,0.00073
229122,6,70.76,33118,3710,221.77730953999995,-183.2204132080078,73.96076965332031,226121,0.05416930839419365,0.49268293380737305,0.00073
229819,6,71.35,33221,3720,219.25275815000003,-169.75283813476562,69.63688659667969,226818,0.054143521934747696,8.04960823059082,0.00073
230510,6,71.03,33321,3730,199.36432158,-182.07199096679688,74.80244445800781,227509,0.054153021425008774,-2.6922006607055664,0.00073
231228,6,71.85,33426,3740,199.76185005,-165.06442260742188,80.44242858886719,228227,0.052680958062410355,2.0868446826934814,0.00073
231920,6,72.04,33526,3750,196.28782710999997,-180.3732147216797,80.87327575683594,228919,0.0531809963285923,0.21903175115585327,0.00073
232503,6,70.82,33609,3760,180.60967870999997,-171.52708435058594,96.68016052246094,229502,0.05582287907600403,3.3233885765075684,0.00073
233222,6,70.57,33714,3770,181.80386783999998,-157.45254516601562,66.84942626953125,230221,0.053252212703228,-2.1746926307678223,0.00073
233889,6,69.82,33809,3780,170.53787376,-183.34613037109375,75.8025131225586,230888,0.05444475635886192,-1.8375874757766724,0.00073
234560,6,69.38,33905,3790,162.09265858999998,-180.52725219726562,95.8721923828125,231559,0.0552719384431839,2.2404184341430664,0.00073
235299,6,69.27,34009,3800,152.13959065,-179.62765502929688,89.700439453125,232298,0.05716220289468765,5.483102798461914,0.00073
235951,6,68.29,34104,3810,137.25583448,-172.74072265625,84.88224792480469,232950,0.05644494295120239,5.202126502990723,0.00073
236701,6,68.82,34213,3820,140.25882764,-183.92578125,85.57416534423828,233700,0.055471163243055344,-2.0524752140045166,0.00073
237446,6,69.36,34332,3830,138.06055508,-199.58091735839844,85.2158203125,234445,0.05880407989025116,5.640774726867676,0.00073
238133,6,69.05,34437,3840,137.05947189,-177.7366485595703,82.48779296875,235132,0.05824946239590645,-3.9057064056396484,0.00073
238809,6,68.89,34537,3850,140.34833582,-199.24542236328125,78.68743896484375,235808,0.05535085126757622,1.164806604385376,0.00073
239559,6,70.56,34648,3860,167.64215146000004,-188.33267211914062,83.28209686279297,236558,0.05387686565518379,5.2309160232543945,0.00073
240232,6,70.1,34745,3870,155.38471472,-172.1685791015625,87.62329864501953,237231,0.053926870226860046,-18.91211700439453,0.00073
240963,6,70.74,34850,3880,162.11675850999995,-181.73809814453125,94.48770141601562,237962,0.052431702613830566,0.6187224984169006,0.00073
241623,6,70.63,34946,3890,154.47577406999997,-181.86593627929688,82.7439193725586,238622,0.05438380688428879,-0.1907675862312317,0.00073
242330,6,70.31,35048,3900,170.54008626000004,-187.24917602539062,70.70962524414062,239329,0.05277019739151001,-3.7792229652404785,0.00073
243044,6,70.93,35151,3910,178.14249274000002,-189.17166137695312,80.49819946289062,240043,0.055944059044122696,-3.9144277572631836,0.00073
243749,6,70.48,35253,3920,171.57518603999998,-164.14382934570312,62.09010314941406,240748,0.05558635666966438,4.89024543762207,0.00073
244393,6,69.47,35345,3930,162.50495265,-185.92144775390625,91.04519653320312,241392,0.055146537721157074,10.271223068237305,0.00073
245143,6,70.1,35452,3940,178.54180185999996,-185.34622192382812,66.36766052246094,242142,0.05575084313750267,-1.2887108325958252,0.00073
245891,6,70.82,35561,3950,184.08957817999996,-184.61181640625,71.28827667236328,242890,0.055785227566957474,-8.166508674621582,0.00073
246593,6,70.34,35663,3960,178.25053163999996,-176.22576904296875,76.03450012207031,243592,0.055752944201231,7.273440361022949,0.00073
247244,6,70.12,35757,3970,189.31691894000002,-164.18548583984375,92.81660461425781,244243,0.05688272416591644,-3.424635410308838,0.00073
247868,6,69.05,35848,3980,179.7921883,-163.426025390625,78.677001953125,244867,0.055652767419815063,-3.3265221118927,0.00073
248573,6,69.5,35951,3990,182.07390834999998,-197.21888732910156,75.62488555908203,245572,0.05534045398235321,-5.862204551696777,0.00073
249257,6,69.27,36050,4000,180.75310118999997,-167.0322265625,129.99441528320312,246256,0.058500535786151886,6.920596599578857,0.00073
249926,6,68.82,36148,4010,172.67721007000003,-202.46078491210938,108.28793334960938,246925,0.05873633548617363,-0.07144689559936523,0.00073
250619,6,68.7,36248,4020,151.27410989,-186.4044647216797,91.12640380859375,247618,0.05778424069285393,-0.011626005172729492,0.00073
251276,6,68.83,36344,4030,159.27787177,-189.31988525390625,89.72708129882812,248275,0.05766596645116806,-1.2009189128875732,0.00073
251970,6,68.27,36443,4040,134.21411299,-190.2733154296875,80.17147827148438,248969,0.05439339205622673,0.2623031735420227,0.00073
252651,6,67.6,36541,4050,124.20368520999999,-213.57644653320312,130.86077880859375,249650,0.05778312683105469,-2.4015321731567383,0.00073
253311,6,67.18,36636,4060,107.68897747999999,-183.84869384765625,83.06785583496094,250310,0.05816447362303734,9.870795249938965,0.00073
253990,6,67.46,36733,4070,116.92557422000002,-212.79676818847656,75.59957122802734,250989,0.05630847439169884,-0.5309420824050903,0.00073
254713,6,68.45,36838,4080,120.24109847,-194.748046875,105.81134033203125,251712,0.05782661959528923,3.5847811698913574,0.00073
255410,6,68.37,36938,4090,125.44687301000002,-169.5792694091797,86.54082489013672,252409,0.05610748752951622,1.1285487413406372,0.00073
256107,6,68.5,37046,4100,132.41327100999996,-189.29977416992188,90.48345947265625,253106,0.05866257846355438,-0.03456425666809082,0.00073
256787,6,68.61,37151,4110,140.05486879999998,-156.00469970703125,72.55436706542969,253786,0.05635787546634674,6.798510551452637,0.00073
257501,6,68.82,37254,4120,171.18708639,-170.9066925048828,102.12210083007812,254500,0.05672720819711685,6.335593223571777,0.00073
258215,6,69.39,37357,4130,170.73584498999998,-191.3906707763672,93.54795837402344,255214,0.05467800050973892,2.7231976985931396,0.00073
258945,6,69.75,37461,4140,184.08191184,-166.8967742919922,71.67451477050781,255944,0.05380324646830559,-2.8521928787231445,0.00073
259622,6,69.71,37560,4150,189.16951757000004,-175.42520141601562,77.40538787841797,256621,0.057308267802000046,7.455995559692383,0.00073
260369,6,70.58,37668,4160,209.5840649,-176.49801635742188,141.21426391601562,257368,0.05799035355448723,7.293513774871826,0.00073
261034,6,70.44,37763,4170,197.80174843,-177.68942260742188,85.17741394042969,258033,0.056351128965616226,-6.420712947845459,0.00073
261698,6,69.85,37860,4180,199.20438775000002,-188.04067993164062,89.77041625976562,258697,0.05741918459534645,2.992277145385742,0.00073
262448,6,70.38,37967,4190,208.67885748,-199.18348693847656,79.90003967285156,259447,0.05816282331943512,4.085942268371582,0.00073
263173,6,70.66,38072,4200,188.09837769,-197.02496337890625,72.30452728271484,260172,0.05539523810148239,-1.3346421718597412,0.00073
263882,6,70.95,38174,4210,200.63953167,-200.76148986816406,96.87806701660156,260881,0.05598411336541176,-0.10469311475753784,0.00073
264604,6,71.03,38277,4220,192.29831793000002,-200.0430145263672,99.2562255859375,261603,0.05701790750026703,3.705024003982544,0.00073
265275,6,70.6,38374,4230,205.2855527,-211.69082641601562,87.79119873046875,262274,0.054258208721876144,2.442823886871338,0.00073
266025,6,70.8,38482,4240,204.01771216999998,-207.59266662597656,94.67759704589844,263024,0.05407370254397392,9.399218559265137,0.00073
266739,6,71.17,38585,4250,200.55072997000002,-157.564208984375,79.82585144042969,263738,0.05374686047434807,3.1437976360321045,0.00073
267358,6,69.89,38675,4260,197.78726096999998,-194.84951782226562,81.05225372314453,264357,0.05353798344731331,12.239561080932617,0.00073
268059,6,70.25,38777,4270,206.04030834000002,-183.6800079345703,79.97100830078125,265058,0.053029898554086685,8.58505916595459,0.00073
268794,6,70.96,38882,4280,218.24370570000002,-191.20797729492188,72.60551452636719,265793,0.054513417184352875,8.228408813476562,0.00073
269544,6,70.96,38989,4290,213.81255468000003,-201.02635192871094,109.56014251708984,266543,0.05591248348355293,6.0468430519104,0.00073
270263,6,70.9,39095,4300,230.59477229000007,-200.53219604492188,66.87113952636719,267262,0.05237032100558281,0.5417101383209229,0.00073
270990,6,71.08,39200,4310,216.51807061000002,-181.4151611328125,66.02854919433594,267989,0.052837274968624115,-1.7824060916900635,0.00073
271666,6,70.62,39297,4320,214.09283337999997,-202.6018829345703,69.46188354492188,268665,0.051531028002500534,-2.4637694358825684,0.00073
272243,6,69.68,39379,4330,195.41153998999994,-190.2849884033203,99.139892578125,269242,0.05260874703526497,-1.5731931924819946,0.00073
272966,6,69.41,39488,4340,214.90224194999996,-197.10830688476562,68.03555297851562,269965,0.05286639556288719,-1.6489410400390625,0.00073
273693,6,69.54,39602,4350,218.48296352999998,-197.42433166503906,88.5762939453125,270692,0.05318152904510498,-0.5698085427284241,0.00073
274397,6,70.39,39711,4360,219.20488810999996,-208.97862243652344,73.5667724609375,271396,0.05308659374713898,-4.298521518707275,0.00073
275076,6,70.17,39809,4370,217.32545348,-165.95094299316406,106.00823974609375,272075,0.05283147841691971,4.747000217437744,0.00073
275739,6,69.45,39904,4380,209.14667309000004,-179.42218017578125,85.51724243164062,272738,0.05472530052065849,-1.0154914855957031,0.00073
276467,6,69.23,40008,4390,207.30324886999998,-180.992919921875,78.16378784179688,273466,0.051042910665273666,-5.923208713531494,0.00073
277217,6,69.54,40116,4400,216.41716072,-186.50442504882812,95.24095916748047,274216,0.05080925673246384,4.185227870941162,0.00073
277967,6,69.77,40222,4410,228.21338568999997,-204.23846435546875,89.30122375488281,274966,0.051963627338409424,-1.9712388515472412,0.00073
278681,6,70.15,40326,4420,237.0636239,-180.4991912841797,94.55540466308594,275680,0.0508028008043766,-4.421009540557861,0.00073
279364,6,71.21,40424,4430,253.65527801000005,-192.0045928955078,78.74190521240234,276363,0.05190026015043259,5.468395233154297,0.00073
280114,6,71.48,40533,4440,238.15102013000003,-185.20204162597656,81.89659118652344,277113,0.053378477692604065,-9.082369804382324,0.00073
280835,6,71.42,40638,4450,250.98300641999998,-182.56480407714844,76.22938537597656,277834,0.05487064644694328,-2.954456090927124,0.00073
281535,6,71.38,40739,4460,244.52473368000003,-189.77487182617188,74.8487319946289,278534,0.05504297465085983,-6.463727951049805,0.00073
282285,6,72.09,40847,4470,260.14199248999995,-188.09866333007812,72.24256896972656,279284,0.05366579443216324,0.30879902839660645,0.00073
282956,6,72.17,40943,4480,259.60026802,-204.66497802734375,88.56031799316406,279955,0.052742838859558105,-6.0894269943237305,0.00073
283706,6,72.39,41051,4490,273.02931796,-184.9215087890625,63.669097900390625,280705,0.05389411747455597,-0.19521963596343994,0.00073
284426,6,72.09,41153,4500,267.54269225,-185.82421875,83.7485580444336,281425,0.05224572494626045,1.1383063793182373,0.00073
285112,6,71.45,41251,4510,251.06715602,-186.87942504882812,89.26496887207031,282111,0.05138596519827843,-2.9992051124572754,0.00073
285853,6,71.72,41358,4520,249.68927170999999,-200.95394897460938,73.59773254394531,282852,0.052632786333560944,-8.22659683227539,0.00073
286564,6,72.0,41461,4530,253.22092647000002,-186.83816528320312,83.23506164550781,283563,0.051830701529979706,-0.3053922653198242,0.00073
287298,6,71.84,41568,4540,258.84837848,-181.06948852539062,94.67205810546875,284297,0.0499250702559948,1.389482021331787,0.00073
288048,6,72.13,41676,4550,251.17576471999996,-203.70457458496094,72.81617736816406,285047,0.053482770919799805,-4.5060811042785645,0.00073
288793,6,72.58,41785,4560,262.12274602,-224.2146453857422,64.70706176757812,285792,0.0502445325255394,-2.63258695602417,0.00073
289430,6,71.45,41877,4570,254.52040921,-221.44651794433594,78.99545288085938,286429,0.05223214626312256,-5.09515905380249,0.00073
290159,6,72.03,41984,4580,257.01156583000005,-195.8103485107422,71.91812133789062,287158,0.051920756697654724,-1.4688196182250977,0.00073
290810,6,71.04,42078,4590,232.9924046,-187.33200073242188,76.73622131347656,287809,0.052169572561979294,2.8119373321533203,0.00073
291531,6,71.05,42195,4600,227.83241717000004,-198.21011352539062,82.88044738769531,288530,0.05183364450931549,1.2651574611663818,0.00073
292249,6,71.37,42305,4610,225.79141238999998,-183.5050048828125,82.59432983398438,289248,0.05359819158911705,3.859853982925415,0.00073
292999,6,71.46,42415,4620,241.18189802,-192.99948120117188,70.11405944824219,289998,0.05321596562862396,-5.164477348327637,0.00073
293749,6,71.85,42523,4630,245.85927397999995,-191.0949249267578,57.58125305175781,290748,0.05268285423517227,-9.33809757232666,0.00073
294457,6,71.59,42630,4640,244.19513006999998,-185.09915161132812,66.63583374023438,291456,0.052090276032686234,-2.814466714859009,0.00073
295135,6,70.87,42736,4650,241.81421160000002,-200.177001953125,82.38004302978516,292134,0.052267178893089294,5.078196048736572,0.00073
295885,6,70.92,42845,4660,241.70236132,-191.28753662109375,98.34315490722656,292884,0.05368275195360184,-1.6693453788757324,0.00073
296515,6,70.85,42937,4670,226.68881300000004,-194.552001953125,151.70899963378906,293514,0.05909544974565506,-3.2170357704162598,0.00073
297254,6,70.95,43043,4680,210.63098330000005,-213.2677459716797,125.70706939697266,294253,0.06579820066690445,2.8197028636932373,0.00073
297939,6,71.29,43143,4690,215.04352021,-223.92137145996094,171.66110229492188,294938,0.07188332825899124,-6.174542427062988,0.00073
298689,6,71.58,43253,4700,200.4915485,-251.02975463867188,136.85137939453125,295688,0.06719791144132614,0.030810534954071045,0.00073
299393,6,71.44,43355,4710,198.70821440999995,-243.87937927246094,111.9258041381836,296392,0.06603193283081055,8.864312171936035,0.00073
300110,6,71.11,43459,4720,155.90727171999998,-237.78237915039062,85.19959259033203,297109,0.05774850398302078,-2.9632930755615234,0.00073
300780,6,70.31,43557,4730,133.01257749,-238.8184051513672,108.32711791992188,297779,0.05882595479488373,-2.3190712928771973,0.00073
301530,6,70.73,43669,4740,120.82514128000001,-212.294921875,108.48524475097656,298529,0.05621904134750366,-10.723201751708984,0.00073
302265,6,71.3,43781,4750,97.56152407999998,-228.9610595703125,82.99034881591797,299264,0.05484532564878464,5.256035804748535,0.00073
303015,6,71.3,43898,4760,95.36166293999997,-204.71571350097656,95.81402587890625,300014,0.053729601204395294,2.51938796043396,0.00073
303765,6,72.5,44013,4770,113.49634621999998,-219.1644287109375,134.6233367919922,300764,0.0549318790435791,0.23786413669586182,0.00073
304510,6,72.56,44126,4780,138.52369861999998,-209.5875701904297,91.87613677978516,301509,0.05370021238923073,-3.1380696296691895,0.00073
305219,6,72.8,44233,4790,140.04229875,-235.75494384765625,107.97647094726562,302218,0.05637889355421066,-8.18143367767334,0.00073
305934,6,72.45,44339,4800,159.39087382000002,-230.09446716308594,81.88188171386719,302933,0.05535709485411644,-5.064640998840332,0.00073
306642,6,72.49,44444,4810,167.22599661,-217.63156127929688,73.21920776367188,303641,0.055818647146224976,-1.1752103567123413,0.00073
307291,6,71.81,44540,4820,178.46074617,-215.83409118652344,88.0573959350586,304290,0.054005276411771774,-8.058570861816406,0.00073
307916,6,71.36,44633,4830,193.51415847000004,-212.37875366210938,87.39990234375,304915,0.05379434674978256,-1.743183970451355,0.00073
308659,6,71.29,44743,4840,203.58824868999997,-214.97305297851562,99.080810546875,305658,0.05253210291266441,-4.652487277984619,0.00073
309373,6,71.08,44850,4850,237.35858062999995,-211.78713989257812,101.6279525756836,306372,0.05602657422423363,-7.216862678527832,0.00073
309929,6,69.14,44932,4860,196.88284975999994,-224.5012664794922,102.00953674316406,306928,0.05942966416478157,1.029313564300537,0.00073
310587,6,68.22,45031,4870,145.53661744,-225.08497619628906,98.45635986328125,307586,0.05997554212808609,-0.39086443185806274,0.00073
311254,6,67.44,45132,4880,110.41213237000004,-221.43385314941406,95.63233947753906,308253,0.05991014465689659,3.950932025909424,0.00073
311863,6,66.44,45227,4890,100.26531703999997,-222.17459106445312,91.71748352050781,308862,0.058294862508773804,8.17033863067627,0.00073
312543,6,66.09,45330,4900,87.29683798,-209.81134033203125,94.51142883300781,309542,0.056076887995004654,-4.410120010375977,0.00073
313245,6,66.03,45450,4910,106.16793189000002,-222.21054077148438,137.645751953125,310244,0.056074656546115875,2.8975093364715576,0.00073
313948,6,66.57,45563,4920,112.39084469,-230.2845458984375,100.53082275390625,310947,0.054219622164964676,8.637813568115234,0.00073
314678,6,67.62,45673,4930,116.49225686999998,-203.75439453125,79.95246887207031,311677,0.0539742037653923,1.5571750402450562,0.00073
315389,6,67.3,45779,4940,117.02116398,-218.70211791992188,95.89849090576172,312388,0.053103141486644745,-15.457093238830566,0.00073
316008,6,66.35,45873,4950,97.62111809,-220.7779083251953,95.52521514892578,313007,0.052491214126348495,-1.1056321859359741,0.00073
316716,6,67.87,45978,4960,130.50320205,-202.22488403320312,101.44464874267578,313715,0.051895756274461746,-0.008711636066436768,0.00073
317443,6,68.56,46088,4970,179.88328009,-216.77903747558594,66.04598236083984,314442,0.05483260378241539,-4.73476505279541,0.00073
318147,6,68.93,46192,4980,203.93707002,-208.77745056152344,83.5287857055664,315146,0.05289773643016815,0.9551482200622559,0.00073
318879,6,70.16,46303,4990,223.42639329999997,-216.1935577392578,77.85506439208984,315878,0.05386622995138168,-8.811481475830078,0.00073
319618,6,70.75,46411,5000,227.22757830999998,-208.50514221191406,121.58924102783203,316617,0.05282621458172798,8.73379898071289,0.00073
320337,6,70.92,46513,5010,208.885278,-206.93099975585938,99.53709411621094,317336,0.052356451749801636,4.849607467651367,0.00073
321047,6,70.99,46615,5020,216.07150313,-217.4574737548828,76.8087387084961,318046,0.054525792598724365,0.9836928844451904,0.00073
321731,6,70.53,46714,5030,211.43793192,-214.9009552001953,103.9273681640625,318730,0.053516265004873276,-4.031070709228516,0.00073
322388,6,69.99,46810,5040,209.74348134999997,-204.79373168945312,106.95469665527344,319387,0.05570271983742714,-1.4345378875732422,0.00073
323101,6,70.93,46911,5050,229.25590678999998,-213.78164672851562,117.84042358398438,320100,0.05512631684541702,4.306279182434082,0.00073
323851,6,71.35,47017,5060,250.25595887000003,-219.41696166992188,92.68667602539062,320850,0.05378296971321106,3.729039192199707,0.00073
324601,6,71.58,47122,5070,254.57074518999997,-224.49559020996094,94.17677307128906,321600,0.05661485716700554,-3.964043617248535,0.00073
325351,6,72.04,47226,5080,267.25423496,-235.1563720703125,71.4154052734375,322350,0.055042751133441925,2.596193552017212,0.00073
326084,6,72.05,47330,5090,269.76876087,-232.55599975585938,63.54261016845703,323083,0.053758881986141205,-2.011550188064575,0.00073
326751,6,71.33,47444,5100,270.79209990999993,-229.6070098876953,71.81745910644531,323750,0.05343424528837204,-6.438390731811523,0.00073
327501,6,71.64,47554,5110,274.81177994999996,-223.24313354492188,95.40629577636719,324500,0.05295421928167343,0.23513364791870117,0.00073
328212,6,71.65,47659,5120,281.79709069,-251.0731201171875,70.09400939941406,325211,0.0528842955827713,11.289497375488281,0.00073
328962,6,72.31,47768,5130,296.54452723,-229.28662109375,100.55595397949219,325961,0.05537983775138855,-0.5252606272697449,0.00073
329712,6,73.24,47879,5140,299.17627724,-244.6558837890625,102.74103546142578,326711,0.05311137065291405,0.1958296298980713,0.00073
330404,6,73.03,47980,5150,294.45472406,-238.2187042236328,64.77080535888672,327403,0.0528695210814476,3.094468832015991,0.00073
331138,6,72.87,48089,5160,278.41520447,-244.99081420898438,107.36439514160156,328137,0.0524192675948143,2.1767780780792236,0.00073
331856,6,72.55,48195,5170,263.70645185,-236.31509399414062,80.5334243774414,328855,0.05425598472356796,-11.267450332641602,0.00073
332606,6,72.55,48306,5180,269.16409090999997,-245.21109008789062,81.6290283203125,329605,0.05210898071527481,-5.381387233734131,0.00073
333280,6,71.96,48406,5190,265.25887281,-236.31483459472656,86.52438354492188,330279,0.05383734032511711,0.5790847539901733,0.00073
333994,6,72.43,48511,5200,276.05534944000004,-218.86862182617188,92.12600708007812,330993,0.051102492958307266,4.704201698303223,0.00073
334675,6,71.74,48612,5210,275.26438551,-237.31126403808594,72.42919921875,331674,0.050974320620298386,-2.3644018173217773,0.00073
335292,6,70.8,48714,5220,248.87235823,-225.25132751464844,72.11500549316406,332291,0.05356341972947121,-0.1311558485031128,0.00073
336006,6,70.44,48824,5230,237.93160322000003,-223.9593963623047,64.38984680175781,333005,0.050642047077417374,9.786870956420898,0.00073
336741,6,70.29,48935,5240,246.72786311,-233.2156524658203,88.59451293945312,333740,0.051507897675037384,-7.283689498901367,0.00073
337446,6,70.42,49039,5250,246.14726632999998,-220.21746826171875,68.48921203613281,334445,0.05330790579319,3.511356830596924,0.00073
338196,6,70.58,49148,5260,258.31651319,-233.17578125,74.47286987304688,335195,0.05231693387031555,-0.1718558669090271,0.00073
338876,6,70.2,49249,5270,274.36431814,-227.41256713867188,78.97383880615234,335875,0.05365880951285362,2.4047112464904785,0.00073
339626,6,70.2,49359,5280,270.22079518000004,-225.0987091064453,68.59700012207031,336625,0.05513507127761841,-0.5796471834182739,0.00073
340376,6,70.96,49468,5290,286.22816512,-234.82855224609375,75.4237060546875,337375,0.05291147530078888,-4.496455192565918,0.00073
341080,6,70.86,49572,5300,276.08014737999997,-242.47503662109375,89.92549896240234,338079,0.05250462144613266,-3.190133571624756,0.00073
341791,6,71.16,49678,5310,281.1959138699999,-245.69088745117188,86.88969421386719,338790,0.05249573290348053,6.814023971557617,0.00073
342516,6,72.24,49786,5320,307.99664093,-241.99468994140625,68.61103820800781,339515,0.05320988968014717,2.4934780597686768,0.00073
343266,6,72.6,49896,5330,318.05961967,-227.4241180419922,76.26345825195312,340265,0.05276976898312569,3.525022029876709,0.00073
343901,6,71.6,49989,5340,308.93223545999996,-222.18690490722656,59.33987045288086,340900,0.05234697833657265,-5.877528667449951,0.00073
344627,6,71.81,50097,5350,308.37199596999994,-233.24276733398438,60.9360466003418,341626,0.04981808364391327,7.368247985839844,0.00073
345377,6,71.81,50208,5360,311.60765475,-233.35118103027344,67.81221008300781,342376,0.052897751331329346,-2.773897647857666,0.00073
346127,6,72.51,50318,5370,312.9887145999999,-241.93679809570312,57.27458953857422,343126,0.05284523591399193,-10.07115364074707,0.00073
346877,6,72.51,50428,5380,318.30483866,-232.5164031982422,85.88026428222656,343876,0.05380033701658249,0.26978397369384766,0.00073
347610,6,72.34,50539,5390,308.45892943,-226.81814575195312,57.68891906738281,344609,0.052544381469488144,-2.7081282138824463,0.00073
348285,6,72.05,50637,5400,309.77053064999996,-236.8238525390625,72.65803527832031,345284,0.05136138200759888,-3.380608558654785,0.00073
349026,6,72.35,50744,5410,302.82389283,-222.78414916992188,80.35939025878906,346025,0.0519636906683445,4.187934398651123,0.00073
349746,6,72.3,50850,5420,301.65086668000004,-241.1990203857422,73.82528686523438,346745,0.05193424969911575,-8.15383529663086,0.00073
350421,6,71.55,50950,5430,287.47394684,-252.69467163085938,72.77738952636719,347420,0.053359147161245346,5.370962619781494,0.00073
351155,6,72.54,51058,5440,285.52580735,-240.35777282714844,86.48880004882812,348154,0.05303805321455002,1.7671935558319092,0.00073
351862,6,72.35,51161,5450,292.06786056000004,-245.26014709472656,77.23811340332031,348861,0.05292097479104996,-4.498697280883789,0.00073
352612,6,72.35,51271,5460,288.09896031999995,-220.33322143554688,86.81634521484375,349611,0.050257232040166855,2.1918115615844727,0.00073
353362,6,72.35,51380,5470,297.25876136000005,-231.2553253173828,69.6748046875,350361,0.053133584558963776,-3.3071651458740234,0.00073
354045,6,71.68,51480,5480,272.12820617,-236.35092163085938,95.529296875,351044,0.052465490996837616,5.814652442932129,0.00073
354745,6,71.35,51582,5490,274.15966925999993,-255.74424743652344,79.19677734375,351744,0.05300001800060272,-1.6311962604522705,0.00073
355494,6,72.09,51691,5500,285.73617770999994,-235.28309631347656,72.78799438476562,352493,0.054437801241874695,4.2579755783081055,0.00073
356194,6,71.68,51792,5510,284.58810682,-237.60569763183594,71.27962493896484,353193,0.05168984830379486,8.137027740478516,0.00073
356912,6,71.66,51902,5520,276.48637075000005,-240.8518829345703,59.429847717285156,353911,0.051333822309970856,-6.130464553833008,0.00073
357614,6,71.93,52014,5530,283.24610572999995,-225.12181091308594,66.86061096191406,354613,0.04949738085269928,2.5902390480041504,0.00073
358343,6,71.88,52130,5540,284.2574303,-272.74041748046875,61.93912124633789,355342,0.05024224519729614,-0.21973296999931335,0.00073
359031,6,71.69,52229,5550,263.36383517,-228.64996337890625,69.27130126953125,356030,0.04881636053323746,4.7508158683776855,0.00073
359728,6,71.16,52328,5560,257.35331266,-235.22933959960938,65.76945495605469,356727,0.0506841279566288,-1.9372204542160034,0.00073
360454,6,70.92,52432,5570,245.21020317999998,-224.04644775390625,57.07496643066406,357453,0.05173402279615402,0.8707786798477173,0.00073
361204,6,71.59,52541,5580,251.52723748999998,-229.28106689453125,74.80479431152344,358203,0.05092557519674301,-5.284159183502197,0.00073
361941,6,71.96,52649,5590,242.52668903999998,-221.17770385742188,78.19507598876953,358940,0.05132897570729256,2.5925426483154297,0.00073
362678,6,71.84,52757,5600,228.96734209000002,-247.88998413085938,71.91633605957031,359677,0.05149922892451286,0.18855983018875122,0.00073
363418,6,72.24,52865,5610,237.20917262000003,-238.02801513671875,83.32640838623047,360417,0.05047927424311638,-0.4093722701072693,0.00073
364168,6,72.56,52974,5620,251.04476746999998,-243.34039306640625,68.30683898925781,361167,0.05193794146180153,0.14414513111114502,0.00073
364918,6,73.04,53083,5630,247.58815762999998,-259.33685302734375,59.355323791503906,361917,0.05112678185105324,-13.935708045959473,0.00073
365633,6,72.9,53186,5640,253.08048963999997,-250.46197509765625,62.116634368896484,362632,0.052493754774332047,5.551235198974609,0.00073
366323,6,72.92,53287,5650,273.61259679,-248.0358123779297,72.21063232421875,363322,0.051308900117874146,2.434298515319824,0.00073
367044,6,73.16,53390,5660,277.27799928,-255.48092651367188,87.3003158569336,364043,0.05215316638350487,2.499635696411133,0.00073
367771,6,73.17,53494,5670,270.04616552000005,-247.05459594726562,80.80364990234375,364770,0.05410698801279068,1.0998752117156982,0.00073
