rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,train/actor_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/critic_loss
8.542004839999999,3247,25474,7,33.4,750,0.00073,-397.9277648925781,-1.4495316743850708,22473,0.09126844257116318,64.94564819335938
-1.2224365700000015,3292,25799,7,31.9,760,0.00073,-426.724853515625,6.109311103820801,22798,0.09625659137964249,206.0149383544922
-2.8609315399999997,3345,26185,7,32.61,770,0.00073,-402.7693176269531,1.1106457710266113,23184,0.09240192174911499,66.83639526367188
-1.3451679000000016,3410,26650,7,34.86,780,0.00073,-399.00372314453125,4.753060817718506,23649,0.10078257322311401,79.347412109375
7.826554740000001,3480,27150,7,37.61,790,0.00073,-412.73406982421875,2.1565349102020264,24149,0.0969124361872673,207.82652282714844
5.83221992,3542,27595,7,39.26,800,0.00073,-408.9058837890625,4.819578170776367,24594,0.0941973626613617,133.196044921875
4.427563150000001,3597,27991,7,39.95,810,0.00073,-395.747314453125,-4.79266881942749,24990,0.09286126494407654,70.25505828857422
4.411630619999998,3663,28464,7,41.46,820,0.00073,-419.6744384765625,3.946840524673462,25463,0.09527015686035156,74.36891174316406
-1.2490885300000008,3721,28881,7,40.86,830,0.00073,-428.8533935546875,-2.806051731109619,25880,0.09322237968444824,153.82986450195312
0.03810591999999124,3761,29173,7,39.79,840,0.00073,-440.8128662109375,18.2197208404541,26172,0.09191770851612091,105.1976089477539
3.2704039099999984,3808,29509,7,40.35,850,0.00073,-427.95440673828125,5.498202800750732,26508,0.0939866453409195,313.6549377441406
3.66250434,3845,29773,7,39.74,860,0.00073,-413.5006103515625,3.2637832164764404,26772,0.09515715390443802,77.52351379394531
4.65203707,3885,30057,7,38.72,870,0.00073,-422.1127014160156,1.2893376350402832,27056,0.09126121550798416,88.29415893554688
10.10402418,3929,30373,7,37.23,880,0.00073,-416.47216796875,-3.7888097763061523,27372,0.09043198823928833,312.6224365234375
0.11785787000000095,3963,30619,7,34.69,890,0.00073,-406.76220703125,-1.1243085861206055,27618,0.0919969454407692,71.65385437011719
7.814035630000001,4004,30916,7,33.21,900,0.00073,-440.8175048828125,3.6686627864837646,27915,0.09019932150840759,93.32826232910156
24.591058110000002,4050,31250,7,32.59,910,0.00073,-400.2826843261719,-5.7648186683654785,28249,0.087704598903656,56.20429611206055
24.47790415,4113,31710,7,32.46,920,0.00073,-407.3752136230469,0.07509931921958923,28709,0.08681897073984146,75.07676696777344
21.765365960000004,4173,32145,7,32.64,930,0.00073,-439.6330871582031,0.3527154326438904,29144,0.09055319428443909,112.6847915649414
