time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,train/ent_coef,train/n_updates,train/critic_loss,train/ent_coef_loss,train/learning_rate,train/actor_loss
56549,7589,211.1614517,570,7,100.0,0.0894278958439827,53548,10.136127471923828,-0.5552322864532471,0.00073,-135.9939422607422
57549,7731,219.92818528,580,7,100.0,0.08520857989788055,54548,8.992088317871094,-0.6272580623626709,0.00073,-141.46896362304688
58549,7874,206.92869532,590,7,100.0,0.08536266535520554,55548,11.440170288085938,-1.161514401435852,0.00073,-145.09213256835938
59549,8016,218.91422589,600,7,100.0,0.08521416783332825,56548,10.236425399780273,0.46992039680480957,0.00073,-151.0873260498047
60549,8158,211.28174352000002,610,7,100.0,0.08622080087661743,57548,9.406036376953125,-1.9148063659667969,0.00073,-139.89540100097656
61549,8299,204.14644806,620,7,100.0,0.08372703194618225,58548,10.27232551574707,0.918018639087677,0.00073,-140.1575469970703
62549,8445,189.57900303,630,7,100.0,0.08525057882070541,59548,9.374861717224121,0.1713840216398239,0.00073,-124.37977600097656
63549,8589,187.22739402999997,640,7,100.0,0.08480053395032883,60548,10.000515937805176,0.0823948085308075,0.00073,-129.86331176757812
64549,8730,198.33179041000002,650,7,100.0,0.08845330029726028,61548,9.751991271972656,-0.21245695650577545,0.00073,-141.3854217529297
65549,8872,188.20685914,660,7,100.0,0.08846955746412277,62548,10.586231231689453,0.87868332862854,0.00073,-138.36325073242188
66549,9013,179.20893291999997,670,7,100.0,0.08768720924854279,63548,13.521807670593262,0.5425801277160645,0.00073,-135.1622314453125
67549,9156,180.07175439999995,680,7,100.0,0.08609253913164139,64548,10.35120964050293,0.2036856859922409,0.00073,-142.5304718017578
68549,9297,191.60668034999995,690,7,100.0,0.08650711923837662,65548,10.878835678100586,0.18134547770023346,0.00073,-136.64846801757812
69549,9440,187.59857576,700,7,100.0,0.0859604999423027,66548,12.52159309387207,0.919073224067688,0.00073,-134.74472045898438
70549,9583,207.81344438,710,7,100.0,0.090700164437294,67548,12.634629249572754,-0.34598976373672485,0.00073,-136.7863006591797
71549,9725,226.75189184,720,7,100.0,0.0909169539809227,68548,11.29428482055664,-0.3386387228965759,0.00073,-136.68075561523438
72549,9867,239.84291858,730,7,100.0,0.09174522757530212,69548,11.490683555603027,0.5652048587799072,0.00073,-144.28076171875
73549,10009,228.05317530999994,740,7,100.0,0.0898222029209137,70548,11.932647705078125,-0.4515637159347534,0.00073,-141.3403778076172
74549,10151,213.54663148,750,7,100.0,0.08954880386590958,71548,12.327105522155762,0.19602875411510468,0.00073,-139.4827117919922
75549,10294,235.82555399,760,7,100.0,0.09057556837797165,72548,11.306204795837402,0.7499725818634033,0.00073,-147.09474182128906
76549,10437,267.04298615000005,770,7,100.0,0.09404472261667252,73548,11.377969741821289,-0.41375041007995605,0.00073,-139.9560546875
77549,10580,272.85872064999995,780,7,100.0,0.0942484438419342,74548,9.291072845458984,-0.38038384914398193,0.00073,-142.74147033691406
78549,10724,275.76591175,790,7,100.0,0.08804310113191605,75548,11.218826293945312,-0.4496680498123169,0.00073,-134.4176025390625
79549,10867,276.32395592999995,800,7,100.0,0.09046772122383118,76548,11.202409744262695,-0.10526424646377563,0.00073,-151.07115173339844
80549,11011,253.51039371000002,810,7,100.0,0.09522512555122375,77548,13.808731079101562,-0.10844385623931885,0.00073,-150.9552459716797
81549,11154,253.65966599,820,7,100.0,0.09159184247255325,78548,11.819883346557617,1.4049142599105835,0.00073,-139.26319885253906
82549,11297,238.17514529000005,830,7,100.0,0.08733724802732468,79548,11.773802757263184,-0.12552504241466522,0.00073,-147.91351318359375
83549,11444,249.07453235,840,7,100.0,0.08824051171541214,80548,10.72270393371582,-0.19948378205299377,0.00073,-159.37864685058594
84549,11587,284.34586431,850,7,100.0,0.0883076936006546,81548,12.291877746582031,-0.3425690531730652,0.00073,-142.05313110351562
85549,11728,261.56719296000006,860,7,100.0,0.08190969377756119,82548,13.036968231201172,0.7572440505027771,0.00073,-151.10287475585938
86549,11871,246.72500649000003,870,7,100.0,0.08524531871080399,83548,11.839188575744629,0.4840463697910309,0.00073,-154.2227783203125
87549,12015,237.11670679,880,7,100.0,0.08374693989753723,84548,10.428304672241211,-0.4082947075366974,0.00073,-140.45428466796875
88549,12158,224.74513642000002,890,7,100.0,0.08419264107942581,85548,11.698732376098633,-0.3072058856487274,0.00073,-151.76043701171875
89549,12300,239.95968145000003,900,7,100.0,0.08804325014352798,86548,9.666486740112305,-0.35640281438827515,0.00073,-150.76470947265625
90549,12443,240.71922073999997,910,7,100.0,0.08693721890449524,87548,11.955802917480469,0.7118159532546997,0.00073,-160.892333984375
91549,12586,239.11171158999997,920,7,100.0,0.0865589827299118,88548,13.69925594329834,-0.620761513710022,0.00073,-154.09664916992188
92549,12730,260.58994945,930,7,100.0,0.08677747845649719,89548,12.642139434814453,0.7145118117332458,0.00073,-141.6295623779297
93549,12873,272.19525348,940,7,100.0,0.08443322032690048,90548,11.997447967529297,0.31838685274124146,0.00073,-147.44488525390625
94549,13015,253.22647379000003,950,7,100.0,0.0883140116930008,91548,11.549057006835938,-0.4837566614151001,0.00073,-167.55841064453125
95549,13159,276.82874217999995,960,7,100.0,0.08624804019927979,92548,13.099092483520508,0.7850549817085266,0.00073,-150.72195434570312
96549,13302,297.47890396,970,7,100.0,0.08377990871667862,93548,10.133182525634766,-0.5886303186416626,0.00073,-156.12667846679688
97549,13444,292.55123917000003,980,7,100.0,0.08550284802913666,94548,10.273882865905762,0.3170022964477539,0.00073,-143.60145568847656
98549,13586,319.85207654,990,7,100.0,0.08939711004495621,95548,13.812564849853516,-1.07863187789917,0.00073,-138.784912109375
99549,13728,299.83949073,1000,7,100.0,0.09329084306955338,96548,13.519673347473145,0.1672917604446411,0.00073,-165.1790008544922
100549,13870,313.9171538,1010,7,100.0,0.09293889999389648,97548,13.586545944213867,0.5576788187026978,0.00073,-161.46153259277344
101549,14012,315.78448725000004,1020,7,100.0,0.09083113074302673,98548,12.138084411621094,-0.2543279528617859,0.00073,-155.88832092285156
102549,14156,317.38970442,1030,7,100.0,0.09208377450704575,99548,14.398673057556152,-0.09591096639633179,0.00073,-163.8872833251953
103549,14299,307.42285049,1040,7,100.0,0.09243014454841614,100548,13.32357120513916,0.21060283482074738,0.00073,-162.27867126464844
104549,14441,304.81872469999996,1050,7,100.0,0.09065128862857819,101548,18.07108497619629,-0.07869713008403778,0.00073,-161.93817138671875
105549,14585,295.71668474,1060,7,100.0,0.08588477969169617,102548,10.513504028320312,-0.8556488752365112,0.00073,-154.28672790527344
106549,14728,275.03083248999997,1070,7,100.0,0.08926908671855927,103548,15.984822273254395,-0.6061781644821167,0.00073,-153.5677490234375
107549,14871,286.32630042999995,1080,7,100.0,0.08831845223903656,104548,11.228639602661133,0.6407606601715088,0.00073,-162.38829040527344
108549,15017,277.52159602,1090,7,100.0,0.09019459038972855,105548,15.275803565979004,-0.8164626359939575,0.00073,-159.6844940185547
109549,15160,292.11494364000004,1100,7,100.0,0.08889409899711609,106548,14.441154479980469,0.12187153100967407,0.00073,-161.87954711914062
110549,15304,291.50096872,1110,7,100.0,0.0894462987780571,107548,12.818544387817383,0.07356926798820496,0.00073,-163.5683135986328
111549,15447,294.59004705,1120,7,100.0,0.08830729126930237,108548,11.832330703735352,-0.16421851515769958,0.00073,-156.58358764648438
112549,15590,278.1897432199999,1130,7,100.0,0.09081019461154938,109548,15.841057777404785,0.4713556170463562,0.00073,-169.55128479003906
113549,15734,280.70089552999997,1140,7,100.0,0.09033473581075668,110548,15.16042709350586,0.43503981828689575,0.00073,-171.4394989013672
114549,15877,288.65011275999996,1150,7,100.0,0.08994060009717941,111548,12.355432510375977,-0.548596978187561,0.00073,-153.84254455566406
115549,16020,301.4172554,1160,7,100.0,0.09480062872171402,112548,12.157634735107422,-0.236070454120636,0.00073,-154.6176300048828
116549,16164,310.16198670000006,1170,7,100.0,0.09182287007570267,113548,12.849322319030762,0.09878337383270264,0.00073,-157.59703063964844
117549,16306,318.90734626,1180,7,100.0,0.09203673899173737,114548,12.814836502075195,1.1765899658203125,0.00073,-151.6071014404297
118549,16448,307.00544628000006,1190,7,100.0,0.0908060148358345,115548,15.403999328613281,-0.022052660584449768,0.00073,-156.55172729492188
119549,16591,323.33068861,1200,7,100.0,0.09070073068141937,116548,13.84386920928955,1.0527496337890625,0.00073,-182.68690490722656
120549,16734,328.05254715,1210,7,100.0,0.09209179133176804,117548,11.979972839355469,-0.18312351405620575,0.00073,-164.54571533203125
121549,16877,332.52049319,1220,7,100.0,0.09015952795743942,118548,14.242006301879883,0.07543999701738358,0.00073,-149.64439392089844
122549,17021,346.64361893999995,1230,7,100.0,0.09178865700960159,119548,15.334634780883789,-0.348560094833374,0.00073,-169.16123962402344
123549,17167,352.4345736399999,1240,7,100.0,0.09079606086015701,120548,13.823272705078125,0.2124771624803543,0.00073,-168.6537322998047
124549,17311,342.51038857,1250,7,100.0,0.09344365447759628,121548,14.692468643188477,0.3444085419178009,0.00073,-165.9244842529297
125549,17454,342.02063361,1260,7,100.0,0.09707306325435638,122548,16.076984405517578,-0.19174939393997192,0.00073,-162.75767517089844
126549,17598,348.1032437999999,1270,7,100.0,0.09492993354797363,123548,14.491357803344727,0.5530811548233032,0.00073,-168.82723999023438
127549,17743,336.63054989000005,1280,7,100.0,0.09651532769203186,124548,14.695711135864258,0.6067279577255249,0.00073,-169.08377075195312
128549,17887,361.71004463,1290,7,100.0,0.09455348551273346,125548,12.308819770812988,-0.4048648178577423,0.00073,-173.45278930664062
129549,18031,353.0079717,1300,7,100.0,0.09422797709703445,126548,14.014169692993164,0.599651575088501,0.00073,-172.78900146484375
130549,18174,346.10155992,1310,7,100.0,0.09760186076164246,127548,13.644866943359375,-0.9448619484901428,0.00073,-170.49789428710938
