iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
0,1.9406533241271973,-549.390951845433,5.13342168799419,-538.5465141802753,-566.46751186373,0.0,0.4279387684551225,0.1,0.10976815223693848,1.8864705562591553,0.05808826,0.24060111,-549.390951845433,-0.1581898088717989,-2.538175082907877,0.0,1702,0.5498063564300537,0.9998584706159627,0.981702593250912,-610.8621824572697,0.0
1,1.7749481201171875,-548.749067408312,4.62380145290684,-539.7181201827818,-561.3000329837298,0.0,0.5503771291612362,0.1,0.11570978164672852,2.5020244121551514,0.05230534,0.183896,-549.326763401721,-0.156929144076444,-2.5349305939317914,0.0,1703,0.2578270435333252,0.9816398496257503,0.8072132132717189,-614.128341251643,0.0
2,1.5755579471588135,-549.0305117928141,4.748667469580919,-538.9827990461747,-563.3396725504355,0.0,0.5434866450793879,0.1,0.1864490509033203,2.4040424823760986,0.051556233,0.18206911,-549.2971382408303,-0.15837327335846305,-2.5363466506054437,0.0,1702,0.4646944999694824,0.8066051746006627,0.3318158876532731,-609.7360062235687,0.0
3,1.6586997509002686,-549.0531901664955,4.424913806211479,-539.3863368085246,-562.853743917145,0.0,0.5616669118323072,0.1,0.13719749450683594,2.361085891723633,0.052848853,0.16691439,-549.2727434333968,-0.15470669937384526,-2.5363385567741825,0.0,1719,0.44304347038269043,0.33351231424849037,0.02906884652693576,-599.5587849610089,0.0
4,1.565760612487793,-549.3564897220316,6.020727389034727,-538.7060182728214,-573.9390132173771,0.0,0.6186628665772581,0.1,0.10147809982299805,2.6582655906677246,0.053459365,0.1446619,-549.2811180622604,-0.15360060278899398,-2.5378857018116685,0.0,1761,0.4051024913787842,0.0283562182417794,0.019986302029239594,-611.3035488347527,0.0
5,1.6034815311431885,-548.5806535149223,4.979040610949344,-539.8829912753228,-567.804945621021,0.0,0.5327644477492104,0.1,0.11285519599914551,2.658609628677368,0.049560644,0.14441502,-549.2110716075266,-0.15458290573349653,-2.534158272264078,0.0,1743,0.6451077461242676,0.019760802305861462,0.017444753749313573,-606.744660829756,0.0
6,1.6215691566467285,-548.2018995602814,4.221923759329564,-540.231501823296,-561.8628090728214,0.0,0.5747876116447185,0.1,0.10734772682189941,2.5809755325317383,0.054144505,0.14904585,-549.1101544028021,-0.15639120245053192,-2.5322029951909015,0.0,1685,0.3385190963745117,0.018248578485487853,0.015379603404152975,-663.7945574944549,0.0
7,1.6604321002960205,-550.5131807287935,5.215226094433835,-537.8862189209386,-564.5216577458039,0.0,0.5692984115986911,0.1,0.1823134422302246,3.0717875957489014,0.05367034,0.1491637,-549.2504570354013,-0.1635409928458589,-2.543679524384225,0.0,1731,0.4128739833831787,0.016178073097793073,0.012717320413300358,-644.7585592014758,0.0
8,1.5964457988739014,-550.3319174786706,5.159239323023736,-540.1183126197161,-565.5097680568947,0.0,0.6357641455932216,0.1,0.13472247123718262,2.223388910293579,0.053584192,0.15317373,-549.3586030797283,-0.1650787906172649,-2.5427392501964765,0.0,1707,0.4676544666290283,0.01304119402925556,0.009436015004268002,-613.712592082799,0.0
9,1.668778657913208,-548.9319249537112,5.224982068647857,-539.5353838691651,-570.5565572506963,0.0,0.5781395814345016,0.1,0.1026303768157959,2.428504467010498,0.04882566,0.13172771,-549.3159352671266,-0.15901396055152392,-2.535671938939887,0.0,1721,0.22328615188598633,0.008931184292936819,0.006026090524819037,-571.7043141727087,0.0
10,1.3804240226745605,-547.7155514024755,4.462647832379561,-538.0479007022584,-558.5460332411558,0.0,0.5969478835933596,0.1,0.05482172966003418,2.443572998046875,0.051469028,0.10935399,-549.1558968806615,-0.15386222513427192,-2.5297401069946583,0.0,1695,0.3700225353240967,0.005989677401018957,0.0038514416298973952,-583.9698339519445,0.0
11,1.6789393424987793,-548.5192445775073,5.778666362019174,-539.1178743387022,-575.9302380928174,0.0,0.5319316788602849,0.1,0.13450336456298828,2.422306776046753,0.051881187,0.14143156,-549.0922316503461,-0.1543759566922949,-2.5339011924508466,0.0,1714,0.4345974922180176,0.003836707936579074,0.00240549460785626,-602.5863994738428,0.0
12,1.6605560779571533,-547.1385423157438,4.856905476806114,-538.2786041389102,-558.4427811251247,0.0,0.5241725733024801,0.1,0.12545561790466309,1.7106430530548096,0.049297,0.1474683,-548.896862716886,-0.15456665765309988,-2.526919949946494,0.0,1705,0.3941690921783447,0.002371017313664153,0.0014574187331873167,-567.385918808425,0.0
13,2.2044122219085693,-548.3817116808003,5.104277859175694,-536.8082427484334,-565.3617482623298,0.0,0.56183723713768,0.1,0.05117297172546387,2.2836825847625732,0.048251256,0.16004549,-548.8453476132775,-0.16128132758129615,-2.533155325774468,0.0,1713,0.4428231716156006,0.0016083398942364233,0.001016979184622577,-566.5714418544131,0.0
14,1.8048427104949951,-547.6732331824577,4.4510088422353355,-540.4695830627126,-560.6551214304519,0.0,0.5744118268071179,0.1,0.12625741958618164,2.4335718154907227,0.05129261,0.15757015,-548.7281361701955,-0.15576889035239946,-2.5296331880926726,0.0,1716,0.3382303714752197,0.0009857069801835832,0.0006628188110476463,-564.1350348541893,0.0
15,1.8909599781036377,-548.7946707597977,5.781918802600036,-538.246287901608,-578.4212903239086,0.0,0.5506488127557065,0.1,0.1035301685333252,2.277679920196533,0.051776577,0.17010294,-548.7347896291558,-0.16015926817809376,-2.5351273608352822,0.0,1747,0.46631908416748047,0.0006566728388514763,0.0004752364109615665,-561.5013255034942,0.0
16,1.8492217063903809,-546.9954074445612,4.535870646130032,-537.9507599217895,-559.4128818114609,0.0,0.554121092900009,0.1,0.14675068855285645,2.971027374267578,0.048527777,0.1767547,-548.5608514106964,-0.15548385694236558,-2.5260270080919587,0.0,1712,0.2216815948486328,0.0004884827784971674,0.00036702956248597685,-562.8951791325222,0.0
17,1.8957688808441162,-546.6555451857415,5.470051616858123,-538.6497031015326,-576.2512843936215,0.0,0.5622120328561905,0.1,0.16072702407836914,2.456249952316284,0.050618887,0.17673442,-548.370320788201,-0.15196970972639604,-2.524574210381217,0.0,1760,0.4080069065093994,0.0004258102156703505,0.0003609528002186701,-560.9215452338888,0.0
18,1.762071132659912,-546.6499279357546,4.671671153638596,-538.0378848952563,-563.2671645413153,0.0,0.519299256159423,0.1,0.1289072036743164,1.629667043685913,0.051065266,0.20124693,-548.1982815029563,-0.15275136488801827,-2.52443164008736,0.0,1712,0.4000821113586426,0.00030923397719292045,0.0002735480624062291,-562.9419406408925,0.0
