rollout/ep_len_mean,time/time_elapsed,time/episodes,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/ent_coef_loss,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,train/actor_loss
44.92,28218,4700,202498,7,-254.70889984999997,-4.353313446044922,8.688701629638672,0.01550319790840149,0.00073,199497,141.47584533691406
45.34,28298,4710,202974,7,-254.54263527999998,1.576151967048645,7.862977504730225,0.01564844883978367,0.00073,199973,142.63185119628906
45.4,28364,4720,203406,7,-255.98406143,3.0765175819396973,7.527199745178223,0.015635643154382706,0.00073,200405,144.6997833251953
45.44,28426,4730,203830,7,-252.88775324,2.8918533325195312,6.037692546844482,0.015894392505288124,0.00073,200829,145.20333862304688
45.43,28495,4740,204287,7,-246.80253864,2.2874083518981934,6.8116326332092285,0.015772918239235878,0.00073,201286,139.76194763183594
46.16,28566,4750,204760,7,-244.04012118,3.96425724029541,7.211219310760498,0.015408994629979134,0.00073,201759,140.7080535888672
46.36,28635,4760,205225,7,-241.77725229000004,-7.430367946624756,6.800667762756348,0.01515743974596262,0.00073,202224,139.4842529296875
45.98,28703,4770,205683,7,-249.15315085999998,-0.8056553602218628,7.453145980834961,0.015574120916426182,0.00073,202682,143.64808654785156
45.42,28769,4780,206110,7,-247.56537928999998,3.157219648361206,8.398677825927734,0.015241795219480991,0.00073,203109,145.58848571777344
45.45,28834,4790,206562,7,-245.62381324,2.9662792682647705,9.610397338867188,0.015329084359109402,0.00073,203561,144.14361572265625
45.41,28906,4800,207039,7,-244.03055548000003,-2.3630452156066895,7.669642925262451,0.015537374652922153,0.00073,204038,145.88015747070312
44.6,28964,4810,207434,7,-245.44614136,8.030895233154297,7.757379531860352,0.014866827055811882,0.00073,204433,141.9771728515625
44.81,29030,4820,207887,7,-239.05337719000002,8.981980323791504,7.2281317710876465,0.015089033171534538,0.00073,204886,146.2803955078125
45.18,29100,4830,208348,7,-230.15090637,3.5079503059387207,7.173510551452637,0.0151253966614604,0.00073,205347,141.80252075195312
44.79,29161,4840,208766,7,-236.53469830999998,-8.113327980041504,7.703401565551758,0.015420608222484589,0.00073,205765,140.64764404296875
44.59,29230,4850,209219,7,-243.86599358999996,11.158465385437012,8.293217658996582,0.015488981269299984,0.00073,206218,145.1802215576172
43.79,29286,4860,209604,7,-246.12851894000002,11.027045249938965,7.451084136962891,0.015655135735869408,0.00073,206603,138.85365295410156
43.69,29353,4870,210052,7,-246.92556009999996,0.6138988137245178,7.593005657196045,0.015787705779075623,0.00073,207051,142.38075256347656
44.12,29422,4880,210522,7,-247.09114064000002,2.4886345863342285,7.252904415130615,0.015645211562514305,0.00073,207521,137.74659729003906
43.86,29484,4890,210948,7,-252.00043333000002,-5.321672439575195,9.08021354675293,0.015747277066111565,0.00073,207947,140.4064178466797
43.4,29549,4900,211379,7,-254.85826687,2.5632271766662598,7.61152458190918,0.016307108104228973,0.00073,208378,142.2227783203125
44.0,29616,4910,211834,7,-249.75158873999996,-12.05721664428711,8.386434555053711,0.01671733520925045,0.00073,208833,142.4998779296875
44.42,29690,4920,212329,7,-247.83984429000003,-0.7253153324127197,8.566733360290527,0.01580365002155304,0.00073,209328,137.7886962890625
43.85,29749,4930,212733,7,-252.7038092,-6.858198165893555,6.64256477355957,0.0160454660654068,0.00073,209732,132.87815856933594
44.06,29814,4940,213172,7,-247.50549753999996,-6.60362434387207,7.931220531463623,0.015652038156986237,0.00073,210171,141.77081298828125
44.01,29879,4950,213620,7,-241.85387338,-0.9385654926300049,7.90322208404541,0.01579168811440468,0.00073,210619,138.33636474609375
44.83,29947,4960,214087,7,-241.04263914000003,-3.777322292327881,8.337041854858398,0.015828892588615417,0.00073,211086,139.37002563476562
44.92,30014,4970,214544,7,-238.03042410999998,-1.628021478652954,8.600399017333984,0.016669567674398422,0.00073,211543,143.5287628173828
44.98,30082,4980,215020,7,-240.79255008,-2.3743231296539307,11.21766471862793,0.015572264790534973,0.00073,212019,140.2344970703125
45.52,30153,4990,215500,7,-233.26813678000005,4.4249653816223145,8.788148880004883,0.015497765503823757,0.00073,212499,141.14442443847656
45.66,30217,5000,215945,7,-229.64738895,-3.7315444946289062,7.845434188842773,0.016274886205792427,0.00073,212944,141.78128051757812
45.51,30283,5010,216385,7,-231.72861487000006,1.5915474891662598,8.18525218963623,0.015452133491635323,0.00073,213384,141.43637084960938
44.91,30348,5020,216820,7,-233.68937536000004,12.026239395141602,8.741256713867188,0.015420968644320965,0.00073,213819,141.07061767578125
44.72,30404,5030,217205,7,-231.66532614,-13.676769256591797,7.673895835876465,0.015771707519888878,0.00073,214204,139.86727905273438
44.79,30469,5040,217651,7,-235.66268990999998,17.171844482421875,8.077432632446289,0.015729423612356186,0.00073,214650,138.62530517578125
44.43,30529,5050,218063,7,-236.82285106999996,1.177953839302063,8.471235275268555,0.015361822210252285,0.00073,215062,139.449951171875
44.34,30595,5060,218521,7,-235.46340082999998,1.302018165588379,9.147823333740234,0.01515638455748558,0.00073,215520,140.75331115722656
44.46,30664,5070,218990,7,-234.69904909999997,5.971734046936035,7.490201950073242,0.014870584942400455,0.00073,215989,137.8076171875
44.13,30728,5080,219433,7,-233.04998686000002,-8.233803749084473,6.843851089477539,0.015458316542208195,0.00073,216432,138.86248779296875
43.98,30797,5090,219898,7,-237.41814687,7.950705051422119,8.288812637329102,0.01528940163552761,0.00073,216897,143.07791137695312
43.97,30861,5100,220342,7,-244.85985729,5.061959743499756,7.43757438659668,0.015138983726501465,0.00073,217341,141.44146728515625
44.09,30927,5110,220794,7,-243.57527721000002,-10.361454963684082,8.024107933044434,0.015695754438638687,0.00073,217793,138.30894470214844
44.31,30994,5120,221251,7,-245.85330838000002,3.6005146503448486,6.033962249755859,0.01516592688858509,0.00073,218250,145.89353942871094
45.0,31060,5130,221705,7,-246.79538075999997,3.59120774269104,7.469768524169922,0.014902662485837936,0.00073,218704,140.43763732910156
44.54,31119,5140,222105,7,-242.05061059000002,3.1504409313201904,5.940098762512207,0.014874272048473358,0.00073,219104,138.96237182617188
44.95,31186,5150,222558,7,-241.47331773999997,6.451101303100586,8.267844200134277,0.014894073829054832,0.00073,219557,146.49502563476562
44.43,31246,5160,222964,7,-243.87441552,7.973907470703125,8.655517578125,0.01456797681748867,0.00073,219963,138.3348846435547
43.91,31307,5170,223381,7,-246.64896712,-5.54694938659668,8.289405822753906,0.015020189806818962,0.00073,220380,144.9015655517578
43.73,31369,5180,223806,7,-246.39587339999994,-8.281234741210938,7.510598182678223,0.014601379632949829,0.00073,220805,141.35353088378906
43.94,31440,5190,224292,7,-244.58766889999998,3.1848387718200684,7.008294105529785,0.01475842110812664,0.00073,221291,140.30735778808594
44.0,31506,5200,224742,7,-241.91608133000003,-0.5615212917327881,8.413398742675781,0.014598455280065536,0.00073,221741,141.57391357421875
44.24,31575,5210,225218,7,-240.60064951000004,1.0010480880737305,7.650897026062012,0.01554408110678196,0.00073,222217,143.78919982910156
43.46,31630,5220,225597,7,-242.36243580000001,2.933973550796509,7.5731353759765625,0.01522701233625412,0.00073,222596,140.56581115722656
43.46,31696,5230,226051,7,-240.15691354000003,7.178647994995117,7.844963073730469,0.015069274231791496,0.00073,223050,142.49513244628906
43.59,31756,5240,226464,7,-242.18421049999998,-5.665112018585205,6.516422748565674,0.015135678462684155,0.00073,223463,144.97024536132812
43.53,31823,5250,226911,7,-244.26192121000003,-4.234213829040527,7.435254096984863,0.015005514957010746,0.00073,223910,142.21011352539062
43.92,31890,5260,227356,7,-242.85744758,-4.330788612365723,6.860596656799316,0.014356277883052826,0.00073,224355,144.38604736328125
44.27,31957,5270,227808,7,-244.76262614000004,5.653079509735107,7.09266471862793,0.014641775749623775,0.00073,224807,146.2237091064453
44.76,32025,5280,228282,7,-240.32941219999998,2.236485242843628,6.77621603012085,0.015039361082017422,0.00073,225281,143.1420135498047
44.21,32087,5290,228713,7,-243.29243982999992,-9.495217323303223,8.910249710083008,0.014931384474039078,0.00073,225712,142.57479858398438
43.92,32148,5300,229134,7,-241.71159425999997,-5.910139560699463,8.855690002441406,0.015068260952830315,0.00073,226133,140.1036376953125
43.21,32207,5310,229539,7,-241.97693599,-3.7134196758270264,8.48792839050293,0.015451381914317608,0.00073,226538,143.29910278320312
44.09,32275,5320,230006,7,-237.93094395,-2.225984811782837,8.853827476501465,0.015447691082954407,0.00073,227005,142.55982971191406
44.39,32344,5330,230490,7,-243.42173075,-3.500917673110962,6.8129425048828125,0.015322777442634106,0.00073,227489,145.32855224609375
45.04,32414,5340,230968,7,-239.49806470999997,3.4602324962615967,9.146772384643555,0.014668609946966171,0.00073,227967,139.4716339111328
45.2,32482,5350,231431,7,-232.93779373000004,2.4019734859466553,7.3300275802612305,0.015014225617051125,0.00073,228430,143.6328125
45.52,32551,5360,231908,7,-231.79131861999997,9.01889705657959,6.867146968841553,0.01563486084342003,0.00073,228907,142.57803344726562
45.36,32615,5370,232344,7,-224.88712639999997,-2.166994094848633,8.078094482421875,0.014972830191254616,0.00073,229343,145.81390380859375
44.84,32676,5380,232766,7,-227.99589222000003,-7.463579177856445,6.35696268081665,0.015098540112376213,0.00073,229765,139.60086059570312
45.15,32744,5390,233228,7,-224.05336271,-8.734602928161621,6.130480766296387,0.014938976615667343,0.00073,230227,142.847412109375
45.34,32808,5400,233668,7,-227.78233635999996,2.651334762573242,8.150152206420898,0.014815378934144974,0.00073,230667,144.3072967529297
45.56,32871,5410,234095,7,-231.55978282000004,7.552101135253906,7.758122444152832,0.015172219835221767,0.00073,231094,145.22006225585938
45.34,32937,5420,234540,7,-234.05449616,-6.1309990882873535,7.441463470458984,0.014720721170306206,0.00073,231539,146.41766357421875
44.94,33002,5430,234984,7,-232.39780801999999,2.3578531742095947,7.681649208068848,0.014911341480910778,0.00073,231983,141.96890258789062
44.79,33069,5440,235447,7,-237.78216516000003,-8.533538818359375,9.101058006286621,0.014157974161207676,0.00073,232446,141.44650268554688
44.77,33136,5450,235908,7,-240.88324312999998,-7.820526123046875,7.9970808029174805,0.014603057876229286,0.00073,232907,144.26820373535156
44.8,33206,5460,236388,7,-240.85410144000002,-4.442875862121582,8.03900146484375,0.014942324720323086,0.00073,233387,143.93258666992188
44.8,33270,5470,236824,7,-248.00746433000003,-1.108433485031128,7.340264320373535,0.014125889167189598,0.00073,233823,144.2510986328125
44.82,33334,5480,237248,7,-247.01938737,-0.2134711742401123,7.452381134033203,0.01456967182457447,0.00073,234247,146.506591796875
44.54,33399,5490,237682,7,-249.19935816999998,-1.166610836982727,6.645505428314209,0.014516150578856468,0.00073,234681,142.44534301757812
44.73,33466,5500,238141,7,-245.16722258000001,-0.15099340677261353,6.618533134460449,0.014725509099662304,0.00073,235140,148.8480224609375
44.73,33529,5510,238568,7,-246.34704924999997,3.4908299446105957,8.66906452178955,0.0143352085724473,0.00073,235567,142.60726928710938
44.82,33595,5520,239022,7,-244.54867484,10.76721477508545,8.795694351196289,0.014368091709911823,0.00073,236021,147.06105041503906
44.88,33661,5530,239472,7,-246.04040614000002,-8.597433090209961,7.560221195220947,0.01446137111634016,0.00073,236471,141.43504333496094
44.77,33729,5540,239924,7,-239.03613875000008,-2.4536755084991455,8.392413139343262,0.01423270907253027,0.00073,236923,146.18385314941406
44.54,33793,5550,240362,7,-240.00581412,0.7805007696151733,6.930453777313232,0.013824736699461937,0.00073,237361,144.1510772705078
44.13,33857,5560,240801,7,-241.33190900999998,1.2438006401062012,8.101585388183594,0.01401345431804657,0.00073,237800,144.78858947753906
44.11,33922,5570,241235,7,-241.96392455,4.974754810333252,6.88820219039917,0.014623383991420269,0.00073,238234,145.4624786376953
43.54,33975,5580,241602,7,-242.90618045,0.3358621597290039,8.135249137878418,0.014180324040353298,0.00073,238601,143.28628540039062
43.35,34036,5590,242017,7,-247.05110787999993,1.0634269714355469,6.8046112060546875,0.014445154927670956,0.00073,239016,145.6603240966797
43.5,34104,5600,242491,7,-245.45974546000002,11.947735786437988,7.311806678771973,0.014596437104046345,0.00073,239490,143.8722686767578
43.92,34172,5610,242960,7,-246.23692952000002,10.743348121643066,6.3890180587768555,0.014465723186731339,0.00073,239959,144.32949829101562
44.08,34240,5620,243430,7,-248.33854105000003,-5.751946926116943,6.920685768127441,0.01437866035848856,0.00073,240429,144.0792694091797
43.95,34304,5630,243867,7,-244.69305612999997,0.06295186281204224,7.417787075042725,0.013980456627905369,0.00073,240866,143.29571533203125
43.98,34370,5640,244322,7,-249.73061561000006,9.267966270446777,7.870233058929443,0.014729210175573826,0.00073,241321,143.35421752929688
43.99,34432,5650,244761,7,-254.57699,9.500075340270996,7.972322940826416,0.014335236512124538,0.00073,241760,142.04696655273438
43.98,34496,5660,245199,7,-257.06860922,1.3467047214508057,7.1065673828125,0.01487143523991108,0.00073,242198,148.72793579101562
44.55,34567,5670,245690,7,-250.62093503,-7.476545810699463,6.582068920135498,0.015051284804940224,0.00073,242689,150.54837036132812
45.39,34631,5680,246141,7,-249.30420945999995,-7.86922025680542,7.677460670471191,0.014546277932822704,0.00073,243140,145.61473083496094
45.7,34696,5690,246587,7,-243.57647611999997,3.505098819732666,8.317554473876953,0.014616704545915127,0.00073,243586,148.98495483398438
45.43,34762,5700,247034,7,-249.69845145,-8.622001647949219,7.184201240539551,0.014450769871473312,0.00073,244033,144.09164428710938
45.74,34833,5710,247534,7,-240.96994309,-3.174957275390625,7.318028926849365,0.014320704154670238,0.00073,244533,143.33885192871094
45.45,34896,5720,247975,7,-234.64072326,-1.115260124206543,7.077306747436523,0.014242634177207947,0.00073,244974,147.15728759765625
45.74,34963,5730,248441,7,-234.53158905999996,-2.829712152481079,8.705814361572266,0.014336043037474155,0.00073,245440,147.18011474609375
45.78,35029,5740,248900,7,-233.18985061999996,0.02522861957550049,8.001243591308594,0.01441988442093134,0.00073,245899,145.06884765625
45.75,35091,5750,249336,7,-223.46378104999997,-16.819555282592773,7.287627220153809,0.014331230893731117,0.00073,246335,146.125732421875
45.23,35147,5760,249722,7,-222.13305179000002,9.60982608795166,7.394158840179443,0.014301972463726997,0.00073,246721,142.1929931640625
45.25,35218,5770,250215,7,-221.31067215,-1.692655086517334,8.322711944580078,0.014332085847854614,0.00073,247214,146.319580078125
45.3,35283,5780,250671,7,-220.06015216,5.882912635803223,7.350053787231445,0.014455490745604038,0.00073,247670,142.69891357421875
45.82,35355,5790,251169,7,-220.60801032999998,-5.668271064758301,6.464629173278809,0.014489380642771721,0.00073,248168,148.87966918945312
46.33,35427,5800,251667,7,-213.56064434999996,7.326967716217041,6.962957382202148,0.015104214660823345,0.00073,248666,143.47381591796875
45.66,35490,5810,252100,7,-216.64973042000003,-7.223184585571289,11.903877258300781,0.014185775071382523,0.00073,249099,147.30593872070312
45.88,35556,5820,252563,7,-221.11831531000004,-2.484881639480591,6.574637413024902,0.014527438208460808,0.00073,249562,142.2751922607422
46.12,35627,5830,253053,7,-219.78743229999998,-0.8050353527069092,8.461069107055664,0.014402594417333603,0.00073,250052,146.57479858398438
46.11,35695,5840,253511,7,-220.58057774,-11.133124351501465,7.249243259429932,0.014232220128178596,0.00073,250510,146.75347900390625
46.18,35760,5850,253954,7,-221.76906982000003,9.362695693969727,8.126490592956543,0.014367467723786831,0.00073,250953,140.77088928222656
46.81,35824,5860,254403,7,-219.59248969999996,-5.210302352905273,7.528965950012207,0.01412386167794466,0.00073,251402,145.05673217773438
46.61,35893,5870,254876,7,-222.82718262000003,-8.760714530944824,7.108279228210449,0.014574522152543068,0.00073,251875,140.1950225830078
46.5,35958,5880,255321,7,-224.81093969000003,-2.5957136154174805,7.751774311065674,0.014976607635617256,0.00073,252320,147.10467529296875
46.0,36024,5890,255769,7,-224.68530975000002,-1.901318073272705,9.103893280029297,0.014591176062822342,0.00073,252768,143.7859344482422
45.45,36088,5900,256212,7,-225.10436259000002,1.876114010810852,7.584265232086182,0.014719969592988491,0.00073,253211,148.54476928710938
45.22,36147,5910,256622,7,-221.19046837,2.7802062034606934,8.098852157592773,0.014897696673870087,0.00073,253621,147.83338928222656
45.59,36220,5920,257122,7,-210.04397233000003,1.001997470855713,8.015676498413086,0.014238010160624981,0.00073,254121,150.27015686035156
45.01,36283,5930,257554,7,-211.90978309,-9.42125129699707,7.367255210876465,0.014170968905091286,0.00073,254553,143.0201873779297
44.72,36347,5940,257983,7,-209.29916282000002,-5.889516353607178,7.578925609588623,0.01432732306420803,0.00073,254982,145.17037963867188
44.78,36412,5950,258432,7,-214.00733669000002,3.307793617248535,7.803984642028809,0.0145943071693182,0.00073,255431,143.43438720703125
44.69,36476,5960,258872,7,-216.73876437,-8.33069133758545,6.41831111907959,0.01416847575455904,0.00073,255871,146.77789306640625
44.3,36540,5970,259306,7,-217.90378385000002,0.5183761119842529,6.541597366333008,0.014301467686891556,0.00073,256305,143.64256286621094
44.18,36603,5980,259739,7,-216.99734234,8.530939102172852,8.176976203918457,0.014235179871320724,0.00073,256738,141.4424591064453
44.11,36670,5990,260180,7,-217.02267267000002,4.745291709899902,7.484768867492676,0.013908199965953827,0.00073,257179,142.6117706298828
44.64,36743,6000,260676,7,-215.46003387000002,1.47962486743927,9.269680976867676,0.01379858423024416,0.00073,257675,142.96534729003906
44.64,36806,6010,261086,7,-215.5147274,-6.773412704467773,6.805692672729492,0.013751101680099964,0.00073,258085,142.99557495117188
43.9,36869,6020,261512,7,-228.76923046000005,-5.537252426147461,8.196128845214844,0.013949904590845108,0.00073,258511,146.9593963623047
44.25,36937,6030,261979,7,-231.60048315999995,6.542640686035156,8.324055671691895,0.013854274526238441,0.00073,258978,148.8636474609375
44.29,37000,6040,262412,7,-236.4620729,7.048508644104004,7.279709815979004,0.01392393372952938,0.00073,259411,149.49871826171875
44.66,37071,6050,262898,7,-233.79924591,3.2675962448120117,6.740148544311523,0.013764884322881699,0.00073,259897,146.2411651611328
44.38,37131,6060,263310,7,-232.93840906999998,4.42396354675293,7.964937210083008,0.01413374487310648,0.00073,260309,153.11439514160156
44.09,37189,6070,263715,7,-228.86202153000002,2.5581250190734863,6.85499382019043,0.014383974485099316,0.00073,260714,149.08901977539062
44.11,37252,6080,264150,7,-231.10985603,7.330411911010742,7.137397766113281,0.01420882623642683,0.00073,261149,143.30859375
43.54,37308,6090,264534,7,-233.77394425999998,5.481358051300049,7.908433437347412,0.014105689711868763,0.00073,261533,147.46795654296875
43.25,37376,6100,265001,7,-235.84676668000003,-7.587965965270996,7.555962562561035,0.014459853991866112,0.00073,262000,147.31365966796875
43.53,37440,6110,265439,7,-239.03586743,-8.425195693969727,7.050506591796875,0.014395350590348244,0.00073,262438,148.0629425048828
44.06,37509,6120,265918,7,-233.90317969,1.9362382888793945,7.2286272048950195,0.014018841087818146,0.00073,262917,145.82273864746094
43.81,37573,6130,266360,7,-225.89141104,-11.289607048034668,7.080156326293945,0.014353684149682522,0.00073,263359,146.46905517578125
42.99,37624,6140,266711,7,-225.96989705,-5.185571670532227,7.841472148895264,0.01424931176006794,0.00073,263710,145.92904663085938
42.29,37684,6150,267127,7,-225.27434046000002,7.9691853523254395,6.896278381347656,0.013888477347791195,0.00073,264126,151.8981475830078
42.68,37749,6160,267578,7,-219.33939933999997,-5.129012584686279,6.368950843811035,0.01387073379009962,0.00073,264577,144.96682739257812
42.79,37809,6170,267994,7,-222.48160422,8.801190376281738,6.344015598297119,0.013399068266153336,0.00073,264993,148.2564697265625
42.65,37868,6180,268415,7,-219.91468515999998,-5.6806817054748535,6.264411926269531,0.013737463392317295,0.00073,265414,147.63482666015625
43.81,37940,6190,268915,7,-213.73014912,-1.6175386905670166,8.047532081604004,0.013591693714261055,0.00073,265914,144.98817443847656
43.08,37997,6200,269309,7,-218.86529021,-7.841179847717285,6.849898338317871,0.013841385021805763,0.00073,266308,149.3277587890625
42.84,38056,6210,269723,7,-218.43271356999998,0.5889126062393188,7.419588088989258,0.013952884823083878,0.00073,266722,146.8565673828125
42.81,38127,6220,270199,7,-215.65897942,0.7532072067260742,7.063377380371094,0.01397599745541811,0.00073,267198,142.8897247314453
42.33,38184,6230,270593,7,-217.39365919,9.663763046264648,6.099834442138672,0.013727634213864803,0.00073,267592,147.2719268798828
43.31,38250,6240,271042,7,-214.46500003999998,1.7997663021087646,6.556656837463379,0.013753003440797329,0.00073,268041,145.2223663330078
43.14,38308,6250,271441,7,-219.13605228999998,-3.762864112854004,7.363772392272949,0.01368501503020525,0.00073,268440,150.4856719970703
43.6,38380,6260,271938,7,-220.54151151999997,-5.762777328491211,6.186562538146973,0.013784537091851234,0.00073,268937,149.95892333984375
43.71,38442,6270,272365,7,-216.78051293000001,-3.0700440406799316,6.553332805633545,0.013734902255237103,0.00073,269364,149.46749877929688
43.58,38504,6280,272773,7,-217.80442882,-4.932019233703613,7.138857841491699,0.014044895768165588,0.00073,269772,150.79949951171875
43.46,38574,6290,273261,7,-223.26105418,-1.46256422996521,6.859800815582275,0.013937119394540787,0.00073,270260,146.1766815185547
43.26,38628,6300,273635,7,-221.32589848,-13.018373489379883,6.586611747741699,0.013433678075671196,0.00073,270634,149.41342163085938
43.85,38697,6310,274108,7,-225.88950391999995,3.158475399017334,7.1360015869140625,0.013546744361519814,0.00073,271107,151.02536010742188
43.5,38762,6320,274549,7,-231.47658287,-8.440828323364258,6.298000335693359,0.014622748829424381,0.00073,271548,145.788818359375
43.58,38821,6330,274951,7,-233.63397335000002,0.13509511947631836,6.1270551681518555,0.014124413952231407,0.00073,271950,144.7012176513672
43.34,38883,6340,275376,7,-231.20944586000002,-3.1617226600646973,6.385892868041992,0.014234711416065693,0.00073,272375,143.76431274414062
44.28,38956,6350,275869,7,-223.98725984,-13.483417510986328,6.678347587585449,0.01427425630390644,0.00073,272868,146.03973388671875
43.62,39020,6360,276300,7,-223.76912865000003,8.531011581420898,6.527774810791016,0.013808305375277996,0.00073,273299,145.3113250732422
43.92,39088,6370,276757,7,-226.01491779,4.994814872741699,7.404813766479492,0.014113298617303371,0.00073,273756,146.27366638183594
44.44,39156,6380,277217,7,-219.13603849,-0.40759432315826416,7.013700485229492,0.014102145098149776,0.00073,274216,147.8971710205078
43.6,39216,6390,277621,7,-218.74958310999997,-4.749091148376465,6.963676452636719,0.014004242606461048,0.00073,274620,144.22325134277344
43.9,39275,6400,278025,7,-218.41121513000002,0.7126178741455078,7.906298637390137,0.013984637334942818,0.00073,275024,143.5985870361328
43.52,39339,6410,278460,7,-221.95692916,-0.629901647567749,7.341053009033203,0.013781060464680195,0.00073,275459,148.55447387695312
44.0,39411,6420,278949,7,-219.61415823000004,3.903376579284668,7.137359619140625,0.014203907921910286,0.00073,275948,145.2260284423828
44.0,39471,6430,279351,7,-221.26785771999997,-4.7602434158325195,7.3281049728393555,0.014452499337494373,0.00073,276350,148.12203979492188
44.34,39539,6440,279810,7,-226.92434975,-8.73643684387207,8.702064514160156,0.01419095043092966,0.00073,276809,145.57049560546875
43.59,39600,6450,280228,7,-231.17927315,12.6624116897583,8.866145133972168,0.014013580977916718,0.00073,277227,145.8607940673828
43.35,39661,6460,280635,7,-239.92363294000003,4.432084083557129,6.618966102600098,0.014289735816419125,0.00073,277634,146.74163818359375
43.05,39725,6470,281062,7,-240.90690704000005,-5.8081955909729,7.836105823516846,0.013966304250061512,0.00073,278061,148.72445678710938
42.88,39791,6480,281505,7,-248.78898285000002,5.687980651855469,7.1580915451049805,0.014128664508461952,0.00073,278504,147.06146240234375
42.81,39850,6490,281902,7,-251.85778272,-0.4469708204269409,8.778356552124023,0.014231100678443909,0.00073,278901,148.96543884277344
43.38,39920,6500,282363,7,-249.88057530000003,-3.937897205352783,9.65524673461914,0.014248625375330448,0.00073,279362,146.86505126953125
43.21,39984,6510,282781,7,-240.82913845,-1.249852180480957,6.848016738891602,0.014207965694367886,0.00073,279780,147.16648864746094
42.71,40050,6520,283220,7,-236.52703487000002,-1.965843915939331,8.91380500793457,0.01362921204417944,0.00073,280219,146.75552368164062
42.86,40114,6530,283637,7,-234.62979221000006,3.671356201171875,8.335774421691895,0.013698888942599297,0.00073,280636,147.43687438964844
42.67,40180,6540,284077,7,-226.44659004999997,5.654979705810547,8.956259727478027,0.013887663371860981,0.00073,281076,150.08738708496094
43.13,40250,6550,284541,7,-230.518734,-5.053991317749023,8.478375434875488,0.01403159461915493,0.00073,281540,150.29168701171875
43.58,40320,6560,284993,7,-220.16960892,-9.206830978393555,6.80960750579834,0.01367140281945467,0.00073,281992,148.67251586914062
43.71,40387,6570,285433,7,-222.29982293999998,9.01073169708252,7.09811544418335,0.014000076800584793,0.00073,282432,143.98239135742188
43.61,40453,6580,285866,7,-217.81348909000005,6.880932807922363,7.754767894744873,0.01403074525296688,0.00073,282865,142.8749542236328
43.74,40516,6590,286276,7,-212.83919113999997,-5.657243728637695,8.041695594787598,0.014091269113123417,0.00073,283275,139.03709411621094
43.4,40581,6600,286703,7,-213.05276611999997,5.453815937042236,7.717784881591797,0.014100255444645882,0.00073,283702,143.19625854492188
43.24,40642,6610,287105,7,-214.24683042,7.899058818817139,9.198341369628906,0.01365249790251255,0.00073,284104,146.29551696777344
42.54,40696,6620,287474,7,-221.68237654999996,2.6838388442993164,8.277812957763672,0.013613726943731308,0.00073,284473,145.5
43.19,40766,6630,287956,7,-224.62824485000002,-2.319544792175293,8.852405548095703,0.013301346451044083,0.00073,284955,141.184814453125
43.4,40833,6640,288417,7,-228.94723886000003,-6.533291816711426,7.488982200622559,0.013255947269499302,0.00073,285416,146.81881713867188
43.17,40895,6650,288858,7,-220.74917415,-3.0189101696014404,9.255499839782715,0.013873274438083172,0.00073,285857,146.13748168945312
43.39,40965,6660,289332,7,-222.73991297,0.8346967697143555,7.034944534301758,0.013986644335091114,0.00073,286331,149.17141723632812
43.93,41036,6670,289826,7,-222.81572038000004,-1.979549527168274,7.146152496337891,0.013475386425852776,0.00073,286825,149.2977294921875
43.8,41097,6680,290246,7,-223.02688995,-7.660410404205322,8.426559448242188,0.013760769739747047,0.00073,287245,144.79539489746094
43.82,41156,6690,290658,7,-226.17132554000003,-5.670819282531738,7.914329528808594,0.013531624339520931,0.00073,287657,146.2276153564453
44.09,41220,6700,291112,7,-224.37880675,0.6586202383041382,6.958242893218994,0.014170719310641289,0.00073,288111,149.73699951171875
44.45,41284,6710,291550,7,-223.83637318,-5.744205951690674,12.045408248901367,0.014370161108672619,0.00073,288549,148.64659118652344
44.76,41340,6720,291950,7,-224.62882194999997,0.2428208589553833,7.413220405578613,0.014061983674764633,0.00073,288949,145.45233154296875
44.94,41412,6730,292450,7,-217.67119016999996,10.26137924194336,8.557358741760254,0.013706507161259651,0.00073,289449,146.5377655029297
44.51,41471,6740,292868,7,-218.28788901,8.864787101745605,6.730595588684082,0.014022759161889553,0.00073,289867,142.99339294433594
44.8,41539,6750,293338,7,-220.00218375,-2.5166172981262207,8.540238380432129,0.013845181092619896,0.00073,290337,145.37771606445312
44.35,41600,6760,293767,7,-221.91994156000004,8.883804321289062,6.507896423339844,0.01452623214572668,0.00073,290766,147.71058654785156
43.8,41663,6770,294206,7,-219.11503088999996,-8.546234130859375,6.813793182373047,0.013946114107966423,0.00073,291205,151.737060546875
43.75,41724,6780,294621,7,-219.18548056,0.5992259979248047,8.37149715423584,0.01377648115158081,0.00073,291620,144.19595336914062
43.73,41784,6790,295031,7,-211.56088113,7.55198860168457,7.383928298950195,0.014280928298830986,0.00073,292030,145.20352172851562
43.06,41840,6800,295418,7,-213.21481407000002,-0.6769751310348511,8.020349502563477,0.013646887615323067,0.00073,292417,148.53448486328125
42.6,41897,6810,295810,7,-215.34246177,7.353215217590332,7.0976128578186035,0.013819404877722263,0.00073,292809,146.7455291748047
43.1,41963,6820,296260,7,-211.18762836000005,7.379520416259766,7.298856735229492,0.013945601880550385,0.00073,293259,149.61912536621094
