rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/learning_rate,train/ent_coef,train/critic_loss,train/n_updates,train/ent_coef_loss,train/actor_loss
100.0,-252.01445655999996,7,500,50000,6609,0.00073,0.0037793538067489862,0.43826279044151306,46999,1.5753722190856934,88.76602172851562
100.0,-246.75271913999998,7,510,51000,6742,0.00073,0.0036145152989774942,0.5288270711898804,47999,1.2318317890167236,89.25704193115234
100.0,-245.15683771000008,7,520,52000,6876,0.00073,0.00370520306751132,0.48385244607925415,48999,16.125659942626953,90.34850311279297
100.0,-244.00368131,7,530,53000,7018,0.00073,0.0035422067157924175,0.5915405750274658,49999,10.936768531799316,91.1606216430664
100.0,-241.48233337000002,7,540,54000,7152,0.00073,0.0035333940759301186,0.37531688809394836,50999,5.994064807891846,92.29505920410156
100.0,-238.9123385,7,550,55000,7285,0.00073,0.0037283296696841717,0.4387218654155731,51999,3.7280938625335693,91.87706756591797
100.0,-236.88440527000003,7,560,56000,7420,0.00073,0.0037337327376008034,0.525617241859436,52999,4.059317111968994,90.25460052490234
100.0,-236.60568994000002,7,570,57000,7556,0.00073,0.003615496214479208,0.45940449833869934,53999,-0.35962605476379395,89.48943328857422
100.0,-231.77836488,7,580,58000,7693,0.00073,0.0038455314934253693,0.4326971173286438,54999,3.8791110515594482,89.96810913085938
100.0,-226.18068554,7,590,59000,7832,0.00073,0.0036404558923095465,0.37634050846099854,55999,-2.8322510719299316,89.37689208984375
100.0,-221.73698612999996,7,600,60000,7971,0.00073,0.003616118570789695,0.37349605560302734,56999,8.549806594848633,88.66822052001953
100.0,-221.42444955,7,610,61000,8136,0.00073,0.003279137657955289,0.2820444703102112,57999,-1.005812644958496,89.19669342041016
100.0,-217.77244782000005,7,620,62000,8303,0.00073,0.00333284679800272,0.37500467896461487,58999,-0.3140697479248047,91.53997802734375
100.0,-212.42001448000002,7,630,63000,8443,0.00073,0.0034632300958037376,0.4456350803375244,59999,-9.31784439086914,91.56179809570312
100.0,-210.96401264,7,640,64000,8583,0.00073,0.0034957975149154663,0.28801560401916504,60999,-15.2564058303833,92.27449798583984
100.0,-209.29478167000002,7,650,65000,8722,0.00073,0.0035026404075324535,0.42559850215911865,61999,-10.122984886169434,91.1403579711914
100.0,-204.34753322999998,7,660,66000,8862,0.00073,0.0034038780722767115,0.3691065311431885,62999,3.6150083541870117,91.92198181152344
100.0,-199.04418141999994,7,670,67000,9001,0.00073,0.0035235784016549587,0.27945929765701294,63999,-3.6714978218078613,91.47305297851562
100.0,-196.43534273000006,7,680,68000,9140,0.00073,0.003326018573716283,0.3090735077857971,64999,8.696442604064941,91.11322021484375
100.0,-196.52601252999997,7,690,69000,9280,0.00073,0.003253143047913909,0.28289923071861267,65999,18.86682891845703,92.04911804199219
100.0,-194.38056806000003,7,700,70000,9421,0.00073,0.0035053370520472527,0.27837836742401123,66999,-3.0025415420532227,90.82206726074219
100.0,-186.64845385,7,710,71000,9561,0.00073,0.0034893625415861607,0.3324293792247772,67999,3.3102970123291016,89.96204376220703
100.0,-180.1359973,7,720,72000,9698,0.00073,0.003670390695333481,0.3044019639492035,68999,0.606641411781311,89.0541000366211
100.0,-177.69345040000005,7,730,73000,9837,0.00073,0.0035311742685735226,0.2631698548793793,69999,-20.01869010925293,87.03944396972656
100.0,-172.62549424,7,740,74000,9976,0.00073,0.003532267175614834,0.22926682233810425,70999,-3.1669116020202637,85.97187042236328
100.0,-167.08619361,7,750,75000,10116,0.00073,0.0034849941730499268,0.22408759593963623,71999,-0.887044370174408,85.71208953857422
100.0,-162.7058152,7,760,76000,10256,0.00073,0.003426146460697055,0.18849503993988037,72999,8.269661903381348,85.08672332763672
100.0,-157.54497285,7,770,77000,10395,0.00073,0.0034484800416976213,0.23677636682987213,73999,2.319025993347168,83.55345916748047
100.0,-153.52852861000002,7,780,78000,10534,0.00073,0.003301550168544054,0.19386792182922363,74999,-5.977022171020508,83.80665588378906
100.0,-147.6645746,7,790,79000,10673,0.00073,0.003585154190659523,0.26646852493286133,75999,-6.199039936065674,82.73313903808594
100.0,-144.45409592,7,800,80000,10811,0.00073,0.003642744617536664,0.26995348930358887,76999,-7.517358779907227,81.92652893066406
100.0,-137.80280941,7,810,81000,10951,0.00073,0.003981567453593016,0.2727563679218292,77999,10.796568870544434,79.76901245117188
100.0,-133.18336552,7,820,82000,11092,0.00073,0.0045424532145261765,0.42760226130485535,78999,-10.657649040222168,76.45299530029297
100.0,-124.3498436,7,830,83000,11235,0.00073,0.005625206511467695,0.39695316553115845,79999,8.224523544311523,69.90491485595703
100.0,-100.20769557,7,840,84000,11377,0.00073,0.0076571195386350155,0.7640030980110168,80999,13.584117889404297,59.222991943359375
100.0,-85.34421317000002,7,850,85000,11517,0.00073,0.010620552115142345,1.2548038959503174,81999,-6.158680438995361,41.86467742919922
100.0,-50.59568243000002,7,860,86000,11658,0.00073,0.012175582349300385,1.2017651796340942,82999,5.257969856262207,22.715295791625977
100.0,-16.607019019999996,7,870,87000,11799,0.00073,0.013537884689867496,1.2245182991027832,83999,-1.698135256767273,7.898507118225098
100.0,4.746226359999998,7,880,88000,11940,0.00073,0.015674825757741928,2.6442878246307373,84999,3.30557918548584,-9.218962669372559
100.0,16.23237774,7,890,89000,12080,0.00073,0.01812436617910862,2.731435537338257,85999,0.2576051652431488,-32.18091583251953
100.0,55.85632907,7,900,90000,12222,0.00073,0.0131610706448555,2.0255889892578125,86999,-8.942331314086914,-33.629310607910156
100.0,90.88001368999998,7,910,91000,12363,0.00073,0.014851182699203491,2.1676506996154785,87999,4.281159400939941,-31.222318649291992
100.0,127.51689481000001,7,920,92000,12504,0.00073,0.019003992900252342,3.15751314163208,88999,-1.3210406303405762,-43.93440628051758
100.0,148.18168720000003,7,930,93000,12644,0.00073,0.016184812411665916,1.689000129699707,89999,-2.6107945442199707,-49.828125
100.0,160.16917142,7,940,94000,12788,0.00073,0.014228814281523228,1.681344985961914,90999,-3.27852463722229,-38.16619873046875
100.0,182.21586326999997,7,950,95000,12976,0.00073,0.016492558643221855,2.658163070678711,91999,2.00093936920166,-40.67949676513672
100.0,188.05935084000004,7,960,96000,13142,0.00073,0.017728786915540695,2.2770321369171143,92999,2.1722252368927,-50.30690383911133
100.0,195.81656881000004,7,970,97000,13307,0.00073,0.01734878122806549,2.2627639770507812,93999,-0.9336035251617432,-60.10526657104492
100.0,207.78258299,7,980,98000,13464,0.00073,0.0171517226845026,2.521420478820801,94999,-2.05214262008667,-60.97578430175781
100.0,236.10688048999998,7,990,99000,13637,0.00073,0.017892995849251747,2.5886435508728027,95999,1.196364402770996,-66.9051284790039
100.0,238.82797899999997,7,1000,100000,13808,0.00073,0.01653469353914261,2.624129295349121,96999,-1.4713389873504639,-72.51634979248047
100.0,241.43687884000002,7,1010,101000,13969,0.00073,0.017139900475740433,2.004232168197632,97999,4.597054481506348,-68.70191955566406
100.0,239.97665560999997,7,1020,102000,14132,0.00073,0.015340864658355713,1.8628425598144531,98999,5.961919784545898,-68.09844970703125
100.0,252.64016182000006,7,1030,103000,14305,0.00073,0.01563425548374653,1.989598035812378,99999,-8.137727737426758,-59.38628387451172
100.0,259.16265618,7,1040,104000,14478,0.00073,0.016183391213417053,1.7777594327926636,100999,-0.1444082260131836,-56.012176513671875
100.0,263.27087314999994,7,1050,105000,14668,0.00073,0.01772540621459484,2.0111308097839355,101999,-4.275817394256592,-59.825809478759766
100.0,263.07680224,7,1060,106000,14837,0.00073,0.018090778961777687,2.0914125442504883,102999,1.5836877822875977,-70.13985443115234
100.0,261.21546031,7,1070,107000,15005,0.00073,0.01929057389497757,2.3236031532287598,103999,-2.3664679527282715,-79.04121398925781
100.0,268.2008905100001,7,1080,108000,15188,0.00073,0.019632091745734215,2.480022430419922,104999,2.215498447418213,-88.35432434082031
100.0,231.44833935000003,7,1090,109000,15365,0.00073,0.01889345422387123,2.803004741668701,105999,-6.282751083374023,-86.86548614501953
100.0,197.67121011000003,7,1100,110000,15544,0.00073,0.019827449694275856,4.8637824058532715,106999,-5.103696346282959,-91.90333557128906
100.0,186.69265102999998,7,1110,111000,15719,0.00073,0.017897680401802063,3.728422164916992,107999,0.8338193297386169,-85.05667114257812
100.0,185.14767111,7,1120,112000,15893,0.00073,0.01546007115393877,2.1230010986328125,108999,-5.417673110961914,-74.5088119506836
100.0,186.09694761,7,1130,113000,16063,0.00073,0.018172334879636765,3.5857205390930176,109999,1.0472480058670044,-80.50469970703125
100.0,186.29353276,7,1140,114000,16227,0.00073,0.018463032320141792,2.762301445007324,110999,-10.732178688049316,-83.3793716430664
100.0,186.34966362000003,7,1150,115000,16390,0.00073,0.020015224814414978,5.6194634437561035,111999,-0.09946942329406738,-90.75172424316406
100.0,145.90613782999998,7,1160,116000,16555,0.00073,0.026059001684188843,7.35455322265625,112999,-4.19734001159668,-132.96290588378906
100.0,110.06955391,6,1170,117000,16728,0.00073,0.018871331587433815,2.5623841285705566,113999,0.9814929962158203,-124.35272216796875
100.0,111.75641043,6,1180,118000,16900,0.00073,0.021500322967767715,3.9284958839416504,114999,0.9512169361114502,-113.87199401855469
100.0,107.33447036000003,6,1190,119000,17064,0.00073,0.020575065165758133,2.8402671813964844,115999,-8.152022361755371,-106.373779296875
100.0,136.93596559000002,6,1200,120000,17224,0.00073,0.01598021201789379,2.018272876739502,116999,-3.895420551300049,-91.62860107421875
100.0,146.13786614,6,1210,121000,17387,0.00073,0.017253955826163292,3.447603702545166,117999,7.55811071395874,-84.983642578125
100.0,150.98597503000002,6,1220,122000,17547,0.00073,0.017488159239292145,2.447755813598633,118999,2.604935884475708,-89.72069549560547
100.0,152.0940748,6,1230,123000,17718,0.00073,0.015139604918658733,1.9764373302459717,119999,0.4926016330718994,-82.98125457763672
100.0,114.3936624,6,1240,124000,17879,0.00073,0.018561655655503273,4.712377548217773,120999,0.14486896991729736,-90.04005432128906
100.0,100.6793558,6,1250,125000,18036,0.00073,0.019477270543575287,3.777207612991333,121999,9.30213451385498,-92.9011001586914
100.0,116.45614214000001,6,1260,126000,18197,0.00073,0.02473512850701809,5.53468132019043,122999,-12.425753593444824,-118.49908447265625
100.0,105.39631064000001,6,1270,127000,18374,0.00073,0.018331173807382584,3.1458611488342285,123999,0.5656740069389343,-117.47782897949219
100.0,101.15429909000001,6,1280,128000,18547,0.00073,0.015621960163116455,2.1755757331848145,124999,2.4402050971984863,-104.15377807617188
100.0,143.70545382000003,6,1290,129000,18721,0.00073,0.016089189797639847,2.3069653511047363,125999,0.18599671125411987,-86.05386352539062
100.0,148.60595042,6,1300,130000,18874,0.00073,0.017136093229055405,2.1920371055603027,126999,-7.619096755981445,-80.98558044433594
100.0,151.55396133000002,6,1310,131000,19021,0.00073,0.01554444432258606,2.1962709426879883,127999,1.1125514507293701,-81.16136169433594
100.0,146.65231103,6,1320,132000,19172,0.00073,0.01616092026233673,1.7667357921600342,128999,-0.7853939533233643,-82.39503479003906
100.0,147.52133880999997,6,1330,133000,19317,0.00073,0.015568210743367672,1.9691710472106934,129999,-2.4390993118286133,-82.01898956298828
100.0,185.60081369999997,6,1340,134000,19461,0.00073,0.015178659930825233,1.6403151750564575,130999,3.8154938220977783,-82.53834533691406
100.0,198.69768237,6,1350,135000,19604,0.00073,0.016230015084147453,1.5894514322280884,131999,4.092647075653076,-86.2369384765625
100.0,224.75771743,6,1360,136000,19749,0.00073,0.016150012612342834,1.9206902980804443,132999,-1.7283194065093994,-89.93537902832031
100.0,274.81923,6,1370,137000,19897,0.00073,0.015542027540504932,1.7197152376174927,133999,2.542062759399414,-91.79434967041016
100.0,279.25735362999995,6,1380,138000,20043,0.00073,0.015626877546310425,1.766797423362732,134999,-0.6563683748245239,-92.66140747070312
100.0,279.26281343999995,6,1390,139000,20187,0.00073,0.016106722876429558,1.559579849243164,135999,3.6662261486053467,-84.7862777709961
100.0,279.08679292,6,1400,140000,20323,0.00073,0.016708943992853165,1.9410322904586792,136999,-4.095154762268066,-93.24070739746094
100.0,277.48686081,6,1410,141000,20460,0.00073,0.01606215350329876,1.4746134281158447,137999,-4.231719970703125,-91.35260009765625
100.0,282.5352413,6,1420,142000,20595,0.00073,0.016968518495559692,1.8796284198760986,138999,0.4273967146873474,-98.47110748291016
100.0,250.75533450999995,6,1430,143000,20734,0.00073,0.023236939683556557,5.3223876953125,139999,-3.902097225189209,-118.848388671875
100.0,211.45346726,6,1440,144000,20871,0.00073,0.016941063106060028,2.506795644760132,140999,8.668073654174805,-111.32633972167969
100.0,211.69109855,6,1450,145000,21007,0.00073,0.015143402852118015,3.15077805519104,141999,5.089233875274658,-100.88871002197266
100.0,211.96488924999997,6,1460,146000,21144,0.00073,0.017808005213737488,2.764572858810425,142999,11.887247085571289,-100.0922622680664
100.0,210.03054704,6,1470,147000,21311,0.00073,0.015454734675586224,1.9049465656280518,143999,-2.28757905960083,-104.40692138671875
100.0,209.83283683,6,1480,148000,21477,0.00073,0.014732377603650093,2.1167731285095215,144999,-5.870907783508301,-101.69042205810547
100.0,210.23560959999998,6,1490,149000,21642,0.00073,0.015076913870871067,1.684412956237793,145999,2.178144931793213,-96.02249908447266
100.0,210.48173544000002,6,1500,150000,21798,0.00073,0.015042689628899097,1.9730069637298584,146999,13.035429954528809,-88.33240509033203
100.0,212.12511818000002,6,1510,151000,21951,0.00073,0.015369522385299206,2.167452573776245,147999,-12.254828453063965,-91.48261260986328
100.0,212.16400871999997,6,1520,152000,22120,0.00073,0.016078392043709755,2.0148510932922363,148999,2.21647310256958,-99.45606994628906
100.0,242.91491294000002,6,1530,153000,22279,0.00073,0.01547225471585989,1.6342710256576538,149999,-3.760266065597534,-101.57630920410156
100.0,280.98574700999995,6,1540,154000,22438,0.00073,0.014360522851347923,1.2954094409942627,150999,8.272005081176758,-101.04902648925781
100.0,282.12141701,6,1550,155000,22603,0.00073,0.014133663848042488,1.2698560953140259,151999,4.68887996673584,-90.18736267089844
100.0,282.37217259,6,1560,156000,22770,0.00073,0.01422477699816227,1.615074872970581,152999,3.464843273162842,-94.85240173339844
100.0,283.59644886,6,1570,157000,22945,0.00073,0.013337140902876854,1.204060673713684,153999,0.05705899000167847,-91.80131530761719
100.0,282.19828173999997,6,1580,158000,23119,0.00073,0.014376184903085232,1.239930510520935,154999,8.40394401550293,-91.09139251708984
100.0,281.90108229000003,6,1590,159000,23288,0.00073,0.014350056648254395,1.061166763305664,155999,-1.7399895191192627,-97.8870849609375
100.0,281.80473995000006,6,1600,160000,23447,0.00073,0.014764087274670601,1.4519987106323242,156999,2.0303564071655273,-97.83106994628906
100.0,281.76470138999997,6,1610,161000,23604,0.00073,0.014547672122716904,1.3431285619735718,157999,6.795019149780273,-100.88770294189453
100.0,281.52720935,6,1620,162000,23759,0.00073,0.01353050209581852,1.1698936223983765,158999,-2.053039073944092,-95.9896240234375
100.0,282.4741843,6,1630,163000,23910,0.00073,0.01364432368427515,1.1363236904144287,159999,4.455387592315674,-92.06362915039062
100.0,283.9017517,6,1640,164000,24066,0.00073,0.013398180715739727,1.0385267734527588,160999,2.462700843811035,-97.61149597167969
100.0,282.85855030999994,6,1650,165000,24223,0.00073,0.013273493386805058,0.9977163076400757,161999,5.161835670471191,-94.16206359863281
100.0,282.41645027,6,1660,166000,24390,0.00073,0.013172710314393044,1.1549007892608643,162999,-2.257343292236328,-91.53893280029297
100.0,280.23914255000005,6,1670,167000,24552,0.00073,0.013079402036964893,0.8930938243865967,163999,0.5430107116699219,-97.43305969238281
100.0,281.64043539999994,6,1680,168000,24719,0.00073,0.013351897709071636,1.0228015184402466,164999,1.7532075643539429,-90.02189636230469
100.0,281.71372788,6,1690,169000,24890,0.00073,0.013648416846990585,1.2745835781097412,165999,-1.023247241973877,-89.59638977050781
100.0,281.77736124000006,6,1700,170000,25049,0.00073,0.013391946442425251,0.8288546204566956,166999,7.738229751586914,-97.5048599243164
100.0,281.8585774200001,6,1710,171000,25202,0.00073,0.01294221356511116,0.8679424524307251,167999,-3.681723117828369,-96.2845458984375
100.0,282.08592432,6,1720,172000,25358,0.00073,0.013219475746154785,1.4049491882324219,168999,8.369033813476562,-100.2738037109375
100.0,282.17066485,6,1730,173000,25516,0.00073,0.012625256553292274,0.9280134439468384,169999,3.309216022491455,-96.13151550292969
100.0,282.2759780800001,6,1740,174000,25680,0.00073,0.01248138677328825,0.8748804330825806,170999,3.255599021911621,-101.92723846435547
100.0,283.38038678,6,1750,175000,25852,0.00073,0.012542611919343472,0.6818110942840576,171999,-10.357972145080566,-94.02513885498047
100.0,283.73717946,6,1760,176000,26031,0.00073,0.012374073266983032,0.9884141087532043,172999,-5.793635845184326,-99.79216003417969
100.0,286.7349627599999,6,1770,177000,26200,0.00073,0.012593641877174377,1.2921879291534424,173999,-3.055281639099121,-98.30935668945312
100.0,286.95021904,6,1780,178000,26362,0.00073,0.011944714933633804,0.95041823387146,174999,4.321694850921631,-100.12542724609375
100.0,286.95715865,6,1790,179000,26528,0.00073,0.012518961913883686,1.0659806728363037,175999,8.950955390930176,-98.23046875
100.0,286.96445012,6,1800,180000,26681,0.00073,0.012392153963446617,1.0869672298431396,176999,12.431347846984863,-96.78346252441406
100.0,286.76077771999996,6,1810,181000,26827,0.00073,0.012502765282988548,1.077758550643921,177999,-4.8940839767456055,-103.95525360107422
100.0,286.64692056,6,1820,182000,26970,0.00073,0.012014467269182205,0.8671645522117615,178999,-2.272858142852783,-102.30751037597656
100.0,286.52629488,6,1830,183000,27114,0.00073,0.012166928499937057,1.0758776664733887,179999,9.740765571594238,-101.5538101196289
100.0,285.75786973,6,1840,184000,27259,0.00073,0.012451907619833946,0.9088373184204102,180999,-8.846263885498047,-104.61981201171875
100.0,285.89824405,6,1850,185000,27404,0.00073,0.01223053503781557,1.1726388931274414,181999,1.764631748199463,-105.01693725585938
100.0,285.84859823000005,6,1860,186000,27559,0.00073,0.01205357350409031,1.4673981666564941,182999,-0.7282265424728394,-103.62567901611328
100.0,285.8394862300001,6,1870,187000,27714,0.00073,0.012154044583439827,0.8252200484275818,183999,-8.503697395324707,-106.36888885498047
100.0,285.78531028,6,1880,188000,27858,0.00073,0.012266810983419418,1.1163508892059326,184999,-0.3413810729980469,-108.67487335205078
100.0,285.73384018999997,6,1890,189000,28002,0.00073,0.011936800554394722,1.3352675437927246,185999,7.287416458129883,-104.69632720947266
100.0,285.68076347,6,1900,190000,28146,0.00073,0.011979348957538605,0.9034518003463745,186999,0.726325511932373,-110.94274139404297
100.0,285.79476764000003,6,1910,191000,28287,0.00073,0.011961717158555984,1.039588451385498,187999,-14.62106990814209,-106.99813842773438
100.0,284.00943042,6,1920,192000,28443,0.00073,0.011805999092757702,0.8858364820480347,188999,-9.251067161560059,-109.908203125
100.0,284.03049509,6,1930,193000,28600,0.00073,0.011299552395939827,0.9398236274719238,189999,-5.147282600402832,-108.56956481933594
100.0,284.4929546999999,6,1940,194000,28766,0.00073,0.011624294333159924,0.7829896807670593,190999,-7.410148620605469,-116.03799438476562
100.0,282.62281817999997,6,1950,195000,28939,0.00073,0.011198854073882103,0.7731887102127075,191999,2.318410634994507,-110.38744354248047
100.0,282.59737640000003,6,1960,196000,29111,0.00073,0.011149679310619831,0.8036067485809326,192999,-11.791460990905762,-109.84284973144531
100.0,282.53309617,6,1970,197000,29296,0.00073,0.011797996237874031,0.9706696271896362,193999,-6.534543037414551,-106.27487182617188
100.0,282.20536635,6,1980,198000,29472,0.00073,0.011375335045158863,0.9522320032119751,194999,0.5043935775756836,-110.71772766113281
100.0,282.11431877999996,6,1990,199000,29639,0.00073,0.010925290174782276,0.9483557939529419,195999,-1.901838779449463,-114.03547668457031
100.0,282.0206444,6,2000,200000,29805,0.00073,0.010978447273373604,1.0192244052886963,196999,-13.811875343322754,-109.99283599853516
100.0,282.0719214099999,6,2010,201000,29965,0.00073,0.011194118298590183,1.1333837509155273,197999,5.448007583618164,-103.6444091796875
100.0,283.94435903,6,2020,202000,30124,0.00073,0.011421947740018368,1.0054817199707031,198999,-7.270266056060791,-114.07341003417969
100.0,284.12089827000005,6,2030,203000,30279,0.00073,0.0105446120724082,0.9388201236724854,199999,2.8845856189727783,-110.00698852539062
100.0,284.42441997,6,2040,204000,30435,0.00073,0.010857914574444294,0.7049834132194519,200999,-7.290475845336914,-117.06066131591797
100.0,285.80964146,6,2050,205000,30594,0.00073,0.010410980321466923,1.0334358215332031,201999,6.618032455444336,-106.3681869506836
100.0,285.94265373,6,2060,206000,30760,0.00073,0.010861005634069443,0.7885689735412598,202999,-2.4169113636016846,-114.14916229248047
100.0,286.08045618000006,6,2070,207000,30926,0.00073,0.010602174326777458,0.7764384746551514,203999,-7.099400520324707,-116.4463882446289
100.0,286.50526037,6,2080,208000,31096,0.00073,0.01079204585403204,0.7873033285140991,204999,-8.571759223937988,-115.89995574951172
100.0,286.82957342,6,2090,209000,31266,0.00073,0.010601582936942577,0.7792865037918091,205999,-5.1651291847229,-114.4178695678711
100.0,286.94112294,6,2100,210000,31434,0.00073,0.01031393650919199,0.6273065209388733,206999,-6.569184303283691,-117.6028823852539
100.0,286.71145061999994,6,2110,211000,31601,0.00073,0.010424378328025341,0.5543444156646729,207999,-16.021135330200195,-115.49382019042969
