time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/fps,train/critic_loss,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates
347000,100.0,750.76589089,3470,49911,6,0.6576415300369263,-380.5142517089844,0.00073,-0.7089447975158691,0.0311586931347847,343999
348000,100.0,750.9396518499999,3480,50058,6,1.148926854133606,-381.371826171875,0.00073,-0.8856584429740906,0.02977650985121727,344999
349000,100.0,751.6850169699999,3490,50205,6,1.1175106763839722,-380.6654968261719,0.00073,-1.4241018295288086,0.028194736689329147,345999
350000,100.0,752.6737291400001,3500,50352,6,0.5041194558143616,-380.2995910644531,0.00073,0.24011650681495667,0.029389522969722748,346999
351000,100.0,752.82494881,3510,50499,6,0.7533321380615234,-380.5877380371094,0.00073,-0.34768277406692505,0.029145389795303345,347999
352000,100.0,753.6348860299997,3520,50647,6,1.1799750328063965,-380.643798828125,0.00073,-0.031726300716400146,0.030189096927642822,348999
353000,100.0,752.1746966799999,3530,50793,6,0.9415181279182434,-380.2970275878906,0.00073,-0.30376362800598145,0.028855586424469948,349999
354000,100.0,751.85118864,3540,50939,6,1.4545133113861084,-379.4335632324219,0.00073,0.602401614189148,0.028213363140821457,350999
355000,100.0,752.88693042,3550,51088,6,0.8471174240112305,-381.56048583984375,0.00073,-0.326778769493103,0.02893843501806259,351999
356000,100.0,753.11169939,3560,51235,6,1.0665749311447144,-380.5611267089844,0.00073,0.20388460159301758,0.028699243441224098,352999
357000,100.0,753.31330858,3570,51383,6,0.6546685099601746,-381.2658386230469,0.00073,-1.5785942077636719,0.03045221045613289,353999
358000,100.0,752.7722307700002,3580,51531,6,0.3888571262359619,-381.79339599609375,0.00073,0.5127291679382324,0.028662947937846184,354999
359000,100.0,752.42883131,3590,51679,6,1.1273987293243408,-380.897705078125,0.00073,-0.3645903468132019,0.02970605529844761,355999
360000,100.0,751.8011162700001,3600,51826,6,0.9652378559112549,-380.77325439453125,0.00073,-0.07930970191955566,0.02845868654549122,356999
361000,100.0,752.4262116399998,3610,51973,6,0.6111500263214111,-381.5580139160156,0.00073,-0.7748328447341919,0.02751937508583069,357999
362000,100.0,752.04562028,3620,52122,6,0.6684615612030029,-380.85064697265625,0.00073,0.42275160551071167,0.02728234976530075,358999
363000,100.0,752.5944950200001,3630,52270,6,0.7534917593002319,-380.96295166015625,0.00073,-0.017573721706867218,0.027917569503188133,359999
364000,100.0,752.4468347499999,3640,52416,6,0.8027399182319641,-380.7868957519531,0.00073,-0.21777819097042084,0.027842164039611816,360999
365000,100.0,753.6421281000003,3650,52564,6,0.691909909248352,-381.9596862792969,0.00073,0.029901426285505295,0.027257800102233887,361999
366000,100.0,753.04458917,3660,52711,6,0.6417298316955566,-381.7164001464844,0.00073,0.6930293440818787,0.027921397238969803,362999
367000,100.0,753.2527341,3670,52858,6,0.7355811595916748,-380.392822265625,0.00073,0.6114763021469116,0.02715284563601017,363999
368000,100.0,753.7276777799999,3680,53004,6,0.9110719561576843,-381.9406433105469,0.00073,-0.38442325592041016,0.0270537082105875,364999
369000,100.0,753.48541913,3690,53151,6,0.6845546364784241,-382.1333923339844,0.00073,-1.187882423400879,0.02611679583787918,365999
370000,100.0,752.12107371,3700,53298,6,0.8530775904655457,-382.3147277832031,0.00073,0.013596698641777039,0.02648344822227955,366999
371000,100.0,750.5795967800001,3710,53446,6,0.6242426633834839,-381.6739501953125,0.00073,1.33579683303833,0.026002567261457443,367999
372000,100.0,750.66509075,3720,53597,6,0.6222468018531799,-382.4976501464844,0.00073,0.49379974603652954,0.02532145194709301,368999
373000,100.0,751.2640735200001,3730,53745,6,0.5487279891967773,-382.8195495605469,0.00073,-0.04159527271986008,0.025982068851590157,369999
374000,100.0,749.5826305200001,3740,53892,6,0.7644598484039307,-383.2668151855469,0.00073,0.6412948966026306,0.025095662102103233,370999
375000,100.0,749.06653728,3750,54038,6,0.790472686290741,-382.9376525878906,0.00073,0.3706544041633606,0.025607964023947716,371999
376000,100.0,745.93333031,3760,54186,6,0.619340181350708,-382.2945251464844,0.00073,0.053315192461013794,0.024895409122109413,372999
377000,100.0,745.85771431,3770,54335,6,1.073904275894165,-381.8326416015625,0.00073,0.9715433120727539,0.025003653019666672,373999
378000,100.0,745.8889683299998,3780,54484,6,0.3516027629375458,-382.9254150390625,0.00073,-0.44728294014930725,0.025611914694309235,374999
379000,100.0,746.30984292,3790,54633,6,0.9481104612350464,-382.3337707519531,0.00073,-0.5515323281288147,0.02743726596236229,375999
380000,100.0,747.2914547799999,3800,54781,6,0.6619848608970642,-382.1391296386719,0.00073,0.2985629737377167,0.02661728486418724,376999
381000,100.0,749.4138868499998,3810,54927,6,0.7578902840614319,-382.5270080566406,0.00073,0.283033162355423,0.0245315283536911,377999
382000,100.0,749.3955958099999,3820,55075,6,0.5731014609336853,-382.5495300292969,0.00073,0.4278862178325653,0.025779204443097115,378999
383000,100.0,749.5642058399999,3830,55223,6,0.5591986179351807,-382.35089111328125,0.00073,1.0274478197097778,0.026527512818574905,379999
384000,100.0,751.6013431999999,3840,55372,6,0.3991028070449829,-383.6132507324219,0.00073,-0.24519887566566467,0.025765201076865196,380999
385000,100.0,747.81201862,3850,55519,6,0.4319085478782654,-382.89495849609375,0.00073,0.2912737727165222,0.025497188791632652,381999
386000,100.0,750.9507169899999,3860,55668,6,0.5311312675476074,-383.2451171875,0.00073,-0.485659122467041,0.025323372334241867,382999
387000,100.0,751.42332638,3870,55815,6,0.49903395771980286,-383.13848876953125,0.00073,-0.43475499749183655,0.02546873688697815,383999
388000,100.0,752.6041953999999,3880,55962,6,0.6879333853721619,-383.3781433105469,0.00073,1.3906364440917969,0.024601368233561516,384999
389000,100.0,752.5931771499999,3890,56111,6,0.5922657251358032,-382.7608642578125,0.00073,0.03825487196445465,0.024267593398690224,385999
390000,100.0,752.7617075799999,3900,56260,6,0.4579467177391052,-382.34283447265625,0.00073,0.17641887068748474,0.024001039564609528,386999
391000,100.0,752.4666871100001,3910,56408,6,0.4288199543952942,-383.4954528808594,0.00073,-0.7983042597770691,0.024458713829517365,387999
392000,100.0,745.4562433000001,3920,56555,6,0.562477707862854,-382.753662109375,0.00073,-0.6915714740753174,0.025560861453413963,388999
393000,100.0,745.6345337099999,3930,56703,6,0.46930333971977234,-382.5267333984375,0.00073,-0.2098340094089508,0.025825409218668938,389999
394000,100.0,745.7312241699999,3940,56854,6,0.6028809547424316,-382.7630310058594,0.00073,0.4109119176864624,0.023845510557293892,390999
395000,100.0,749.3328631200001,3950,57001,6,0.7416807413101196,-382.9684143066406,0.00073,-0.9364709258079529,0.025807049125432968,391999
396000,100.0,749.8662311799999,3960,57148,6,0.45332932472229004,-383.54791259765625,0.00073,-0.9345794916152954,0.02432085946202278,392999
397000,100.0,749.49863784,3970,57297,6,0.3858858644962311,-382.7523193359375,0.00073,0.25388193130493164,0.02306395396590233,393999
398000,100.0,748.7602839900001,3980,57444,6,0.6074877977371216,-382.6490173339844,0.00073,1.6826790571212769,0.024017633870244026,394999
399000,100.0,748.2688767599998,3990,57593,6,0.7554246187210083,-381.70355224609375,0.00073,0.11959365010261536,0.02518266625702381,395999
400000,100.0,748.87031973,4000,57743,6,0.4002627432346344,-383.0420227050781,0.00073,-0.019300654530525208,0.02374127320945263,396999
401000,100.0,748.3008577200001,4010,57892,6,0.4427596926689148,-382.5003356933594,0.00073,0.6399789452552795,0.023178283125162125,397999
402000,100.0,753.15471558,4020,58041,6,0.40001142024993896,-383.3643798828125,0.00073,-0.3704513609409332,0.023572372272610664,398999
403000,100.0,753.14872007,4030,58190,6,0.948394775390625,-382.693603515625,0.00073,0.49081170558929443,0.022806482389569283,399999
404000,100.0,752.8597040299999,4040,58338,6,5.615481376647949,-383.4795227050781,0.00073,-1.2002429962158203,0.022676868364214897,400999
405000,100.0,753.2631952200001,4050,58487,6,0.5793954730033875,-383.27825927734375,0.00073,-0.1570195108652115,0.02221808396279812,401999
406000,100.0,752.0437295700001,4060,58636,6,0.6318846344947815,-382.6073913574219,0.00073,-0.0692419707775116,0.023975016549229622,402999
407000,100.0,750.8647741899999,4070,58788,6,0.5462825894355774,-383.43743896484375,0.00073,1.1696642637252808,0.02252507582306862,403999
408000,100.0,751.6615437,4080,58936,6,0.36478981375694275,-384.0982360839844,0.00073,0.07047442346811295,0.02286403439939022,404999
409000,100.0,751.93934149,4090,59085,6,0.617080807685852,-383.6619567871094,0.00073,-0.09017661213874817,0.022358743473887444,405999
410000,100.0,747.8563963,4100,59233,6,0.6797536611557007,-383.31005859375,0.00073,0.20369413495063782,0.022844407707452774,406999
411000,100.0,748.6611226600002,4110,59385,6,0.4666667580604553,-383.2432556152344,0.00073,-0.13829787075519562,0.02259276993572712,407999
412000,100.0,750.14193918,4120,59534,6,0.5574061274528503,-383.6529541015625,0.00073,-0.32085567712783813,0.022662950679659843,408999
413000,100.0,750.22259619,4130,59684,6,0.653619647026062,-383.68963623046875,0.00073,-0.1484215259552002,0.022767117246985435,409999
414000,100.0,749.9808187900001,4140,59835,6,0.3605348765850067,-383.9864196777344,0.00073,-0.347994863986969,0.021758662536740303,410999
415000,100.0,749.60233746,4150,59984,6,0.34117594361305237,-384.3531494140625,0.00073,0.6919916868209839,0.02285890094935894,411999
416000,100.0,750.8089702300001,4160,60132,6,0.527795135974884,-383.6258544921875,0.00073,0.38136935234069824,0.021481938660144806,412999
417000,100.0,751.4715074700001,4170,60280,6,0.3630310297012329,-384.4004821777344,0.00073,-1.6309630870819092,0.021758118644356728,413999
418000,100.0,750.66140732,4180,60429,6,0.939963698387146,-383.6894836425781,0.00073,0.6007423996925354,0.0216387752443552,414999
419000,100.0,746.31997708,4190,60577,6,0.6573967933654785,-383.98760986328125,0.00073,0.506004810333252,0.021857697516679764,415999
420000,100.0,750.2550874200001,4200,60727,6,0.5013729929924011,-383.1908264160156,0.00073,1.0972850322723389,0.02279883250594139,416999
421000,100.0,749.1643700999999,4210,60876,6,0.5328234434127808,-383.6022033691406,0.00073,-0.47568097710609436,0.02240164950489998,417999
422000,100.0,749.6274460599999,4220,61025,6,0.49493080377578735,-383.873046875,0.00073,-0.6792351007461548,0.02109009027481079,418999
423000,100.0,749.67101391,4230,61173,6,0.6256624460220337,-384.4271240234375,0.00073,0.8563281297683716,0.021540384739637375,419999
424000,100.0,750.5598492100002,4240,61323,6,0.82175213098526,-384.45404052734375,0.00073,0.8948119282722473,0.019937677308917046,420999
425000,100.0,747.4095076799999,4250,61481,6,0.502770721912384,-383.6623229980469,0.00073,-0.17383089661598206,0.02162175253033638,421999
426000,100.0,746.71623429,4260,61637,6,0.41270890831947327,-384.4852294921875,0.00073,-0.23861634731292725,0.021427180618047714,422999
427000,100.0,747.2859274900001,4270,61793,6,0.46747374534606934,-384.0647888183594,0.00073,0.14740478992462158,0.022485272958874702,423999
428000,100.0,742.4978355600001,4280,61949,6,1.0623128414154053,-383.2453308105469,0.00073,1.7509026527404785,0.02223605290055275,424999
429000,100.0,745.0081457699999,4290,62104,6,0.40741559863090515,-384.1308288574219,0.00073,-0.10282498598098755,0.023969879373908043,425999
430000,100.0,740.2026010699999,4300,62257,6,0.5567814111709595,-384.04058837890625,0.00073,-0.7065063118934631,0.022309759631752968,426999
431000,100.0,741.08222725,4310,62413,6,0.5724502205848694,-383.4647216796875,0.00073,1.071671962738037,0.02284451760351658,427999
432000,100.0,741.5684630200001,4320,62565,6,0.41973403096199036,-384.4111633300781,0.00073,-0.2776527404785156,0.02166043408215046,428999
433000,100.0,742.1940910000001,4330,62718,6,0.6836874485015869,-383.1420593261719,0.00073,1.0139129161834717,0.021841777488589287,429999
434000,100.0,741.53049463,4340,62875,6,0.5961635112762451,-383.7906188964844,0.00073,0.15288588404655457,0.022893309593200684,430999
435000,100.0,744.05686529,4350,63029,6,0.44726866483688354,-384.6797790527344,0.00073,-0.5344483256340027,0.021545063704252243,431999
436000,100.0,744.00368894,4360,63180,6,0.46272194385528564,-384.29803466796875,0.00073,1.3062585592269897,0.022604476660490036,432999
437000,100.0,740.35035111,4370,63329,6,0.31600216031074524,-384.82879638671875,0.00073,-1.4706026315689087,0.01968148909509182,433999
438000,100.0,743.1923200400001,4380,63477,6,0.5125325322151184,-383.935791015625,0.00073,-0.43301722407341003,0.020186904817819595,434999
439000,100.0,744.8708366899998,4390,63627,6,0.6461764574050903,-383.79058837890625,0.00073,-0.720389723777771,0.020312028005719185,435999
440000,100.0,748.64670274,4400,63777,6,0.4165176749229431,-384.3342590332031,0.00073,0.14596284925937653,0.020374532788991928,436999
441000,100.0,747.5373516300001,4410,63927,6,0.2207905352115631,-384.7523498535156,0.00073,-0.2847036123275757,0.021030327305197716,437999
442000,100.0,747.4582801500001,4420,64078,6,0.30156028270721436,-384.7789306640625,0.00073,0.348479300737381,0.022269684821367264,438999
443000,100.0,747.88819496,4430,64229,6,0.46242088079452515,-385.0819091796875,0.00073,-0.7353418469429016,0.021292608231306076,439999
444000,100.0,747.45116395,4440,64383,6,0.5085405707359314,-385.0552673339844,0.00073,0.7956876158714294,0.020967166870832443,440999
445000,100.0,747.5097403099999,4450,64538,6,0.43963193893432617,-383.52032470703125,0.00073,-0.7773401737213135,0.022538667544722557,441999
446000,100.0,747.6598528499999,4460,64691,6,0.3284454047679901,-384.976318359375,0.00073,-0.5646550059318542,0.020694660022854805,442999
447000,100.0,751.2199922100001,4470,64845,6,0.47024568915367126,-384.2876281738281,0.00073,-0.6645690202713013,0.01915411651134491,443999
448000,100.0,754.68396547,4480,65002,6,0.5363807678222656,-384.8133544921875,0.00073,-0.13104572892189026,0.021948812529444695,444999
449000,100.0,754.63139588,4490,65158,6,0.30124223232269287,-384.4581604003906,0.00073,-0.10437104105949402,0.020296266302466393,445999
450000,100.0,755.7033256399998,4500,65313,6,0.3598007559776306,-384.32672119140625,0.00073,-0.2975402772426605,0.0205504409968853,446999
451000,100.0,755.86810376,4510,65469,6,0.30137842893600464,-384.743896484375,0.00073,1.0250301361083984,0.02071532793343067,447999
452000,100.0,753.4319912200001,4520,65620,6,0.5948523283004761,-385.1598815917969,0.00073,0.5004165172576904,0.019505910575389862,448999
453000,100.0,747.0091168099998,4530,65772,6,0.4573991596698761,-385.00439453125,0.00073,0.3120550215244293,0.02019813098013401,449999
454000,100.0,747.91996469,4540,65923,6,0.32950490713119507,-385.61932373046875,0.00073,-1.7326531410217285,0.020077457651495934,450999
455000,100.0,748.8203577200002,4550,66074,6,0.6266067028045654,-384.67205810546875,0.00073,0.6291130185127258,0.0194978266954422,451999
456000,100.0,749.42045491,4560,66223,6,0.3973221778869629,-383.9478454589844,0.00073,0.3163319230079651,0.021461674943566322,452999
457000,100.0,749.0771497199997,4570,66375,6,0.43610233068466187,-385.2333068847656,0.00073,-0.6299805045127869,0.020890945568680763,453999
458000,100.0,747.0227702799999,4580,66525,6,0.22118456661701202,-385.0372619628906,0.00073,0.2847793698310852,0.020581094548106194,454999
459000,100.0,746.86719445,4590,66677,6,0.27849966287612915,-385.11041259765625,0.00073,-1.183193325996399,0.020381178706884384,455999
460000,100.0,743.1932865399999,4600,66829,6,0.4521637260913849,-384.79730224609375,0.00073,-0.34419578313827515,0.021303948014974594,456999
461000,100.0,743.78100935,4610,66981,6,0.26324862241744995,-385.4464111328125,0.00073,-0.09654445946216583,0.020105820149183273,457999
462000,100.0,746.0036163,4620,67134,6,0.5462825894355774,-384.57977294921875,0.00073,0.3261890709400177,0.020251192152500153,458999
463000,100.0,751.9820334099999,4630,67285,6,0.5515285730361938,-384.7220764160156,0.00073,-0.37415435910224915,0.02206525206565857,459999
464000,100.0,751.4770658099999,4640,67437,6,0.277156800031662,-384.6715393066406,0.00073,0.3322690725326538,0.020648060366511345,460999
465000,100.0,752.0334290800002,4650,67588,6,1.276144027709961,-384.23089599609375,0.00073,0.42395567893981934,0.01947474107146263,461999
466000,100.0,751.6266722500001,4660,67742,6,0.49052247405052185,-384.95196533203125,0.00073,-0.8450390100479126,0.020217012614011765,462999
467000,100.0,747.6678534800001,4670,67896,6,1.146240234375,-383.80120849609375,0.00073,0.853516697883606,0.022646984085440636,463999
468000,100.0,747.97151805,4680,68056,6,0.779198944568634,-384.5757751464844,0.00073,0.2849120497703552,0.020857317373156548,464999
469000,100.0,747.57284734,4690,68215,6,0.44233736395835876,-384.0742492675781,0.00073,0.11145927757024765,0.021509945392608643,465999
470000,100.0,751.16804716,4700,68375,6,0.4341505169868469,-384.3574523925781,0.00073,-0.5286744832992554,0.02089882269501686,466999
471000,100.0,751.5629718599998,4710,68531,6,0.6853510141372681,-384.35345458984375,0.00073,-0.577017068862915,0.02187175117433071,467999
472000,100.0,751.26901743,4720,68687,6,0.3446158468723297,-384.9925231933594,0.00073,-1.2654154300689697,0.022386934608221054,468999
473000,100.0,750.6748622700001,4730,68845,6,0.42857927083969116,-384.95245361328125,0.00073,-0.0686187595129013,0.022065872326493263,469999
474000,100.0,751.2649670399999,4740,69005,6,0.6640985608100891,-384.417236328125,0.00073,0.9865405559539795,0.022092657163739204,470999
475000,100.0,749.7054312499998,4750,69161,6,0.3664623498916626,-385.0013122558594,0.00073,0.16661198437213898,0.021047327667474747,471999
476000,100.0,749.7731692199999,4760,69313,6,0.5091444849967957,-385.5337219238281,0.00073,-1.0388643741607666,0.020633626729249954,472999
477000,100.0,754.39035538,4770,69465,6,0.5971211791038513,-384.753173828125,0.00073,-0.9631482362747192,0.021155856549739838,473999
478000,100.0,755.1154954799999,4780,69617,6,0.4617021679878235,-384.697021484375,0.00073,-0.541570782661438,0.023758310824632645,474999
479000,100.0,756.0960862,4790,69769,6,1.2041521072387695,-385.06634521484375,0.00073,-0.06956462562084198,0.021201491355895996,475999
480000,100.0,755.16062282,4800,69920,6,0.3437841534614563,-384.3581848144531,0.00073,0.7514462471008301,0.021453581750392914,476999
481000,100.0,754.87227935,4810,70073,6,1.8555397987365723,-384.7647705078125,0.00073,-1.2928431034088135,0.022271357476711273,477999
482000,100.0,755.9454033100001,4820,70224,6,0.5706007480621338,-385.16790771484375,0.00073,0.6997745037078857,0.020820466801524162,478999
483000,100.0,756.0523237100001,4830,70375,6,0.5349396467208862,-384.405029296875,0.00073,0.31346845626831055,0.021872736513614655,479999
484000,100.0,751.8692569499998,4840,70524,6,0.23794803023338318,-384.49578857421875,0.00073,-0.47326070070266724,0.020166335627436638,480999
485000,100.0,753.3264328999999,4850,70677,6,0.2576303780078888,-385.57196044921875,0.00073,-1.7744134664535522,0.021562067791819572,481999
486000,100.0,754.07680412,4860,70827,6,1.2830350399017334,-384.0326232910156,0.00073,-0.40277987718582153,0.022295212373137474,482999
487000,100.0,755.1036348999999,4870,70978,6,0.1852603256702423,-385.3133239746094,0.00073,-1.141722559928894,0.02067776769399643,483999
488000,100.0,755.79419957,4880,71132,6,0.2252776026725769,-385.011474609375,0.00073,0.1798955500125885,0.021076910197734833,484999
489000,100.0,756.44070455,4890,71288,6,0.32535865902900696,-385.0165710449219,0.00073,0.4745665490627289,0.02155231684446335,485999
490000,100.0,757.61104011,4900,71446,6,0.2742515504360199,-385.4297180175781,0.00073,-0.40809187293052673,0.01889754831790924,486999
491000,100.0,758.25626451,4910,71605,6,0.4276948571205139,-384.67291259765625,0.00073,0.2706824541091919,0.02119368314743042,487999
492000,100.0,757.20551143,4920,71765,6,0.4175851047039032,-384.4673767089844,0.00073,0.35003960132598877,0.02097368612885475,488999
493000,100.0,758.0377369100001,4930,71926,6,0.3908901810646057,-384.9793701171875,0.00073,1.6510756015777588,0.020932486280798912,489999
494000,100.0,761.5467925399998,4940,72086,6,0.3243507146835327,-385.19305419921875,0.00073,-0.913444995880127,0.020634088665246964,490999
495000,100.0,758.95478358,4950,72245,6,0.3870747685432434,-385.37628173828125,0.00073,0.6087272763252258,0.021333545446395874,491999
496000,100.0,758.6112537199999,4960,72402,6,0.4812994599342346,-384.6868591308594,0.00073,-0.43977177143096924,0.020136993378400803,492999
497000,100.0,757.8501415699998,4970,72558,6,0.292649507522583,-384.6665954589844,0.00073,0.7382630109786987,0.021780680865049362,493999
498000,100.0,757.23035488,4980,72711,6,0.22944149374961853,-385.4320373535156,0.00073,-0.10196714103221893,0.022333649918437004,494999
499000,100.0,755.8396029200001,4990,72865,6,0.1976880431175232,-385.5045166015625,0.00073,-1.0941455364227295,0.021288421005010605,495999
500000,100.0,755.33656839,5000,73017,6,0.2600213885307312,-385.2066345214844,0.00073,0.09840574860572815,0.020123541355133057,496999
501000,100.0,755.2036596300001,5010,73171,6,0.6266844272613525,-384.55780029296875,0.00073,-0.5812222361564636,0.020536907017230988,497999
502000,100.0,756.0781823299999,5020,73326,6,0.27536600828170776,-385.4458923339844,0.00073,-0.07497412711381912,0.02039419114589691,498999
503000,100.0,753.4332491,5030,73481,6,0.4365987777709961,-384.79656982421875,0.00073,0.1630725860595703,0.021258601918816566,499999
504000,100.0,751.6717583000001,5040,73642,6,0.587640643119812,-385.40362548828125,0.00073,0.10958212614059448,0.020203791558742523,500999
505000,100.0,753.0088146299998,5050,73798,6,0.40771612524986267,-384.91217041015625,0.00073,-1.0052034854888916,0.02112342230975628,501999
506000,100.0,753.0231350399999,5060,73954,6,0.24701039493083954,-385.7258605957031,0.00073,-1.2461776733398438,0.02124440111219883,502999
507000,100.0,749.2465410099999,5070,74109,6,0.5618414878845215,-384.8388671875,0.00073,-0.7920229434967041,0.022165734320878983,503999
508000,100.0,748.60528531,5080,74265,6,0.3892669081687927,-384.7328186035156,0.00073,1.0746153593063354,0.02043628878891468,504999
509000,100.0,748.6671428499999,5090,74424,6,0.6641882061958313,-385.21234130859375,0.00073,-0.4941946864128113,0.020463978871703148,505999
510000,100.0,748.2109127199999,5100,74582,6,0.2514987587928772,-385.5487060546875,0.00073,-0.9703524112701416,0.02003808133304119,506999
511000,100.0,747.9131666300001,5110,74737,6,0.4114959239959717,-384.8699035644531,0.00073,-0.008462905883789062,0.021279139444231987,507999
512000,100.0,747.70547376,5120,74893,6,0.3985910415649414,-385.010498046875,0.00073,0.3906264007091522,0.020852424204349518,508999
513000,100.0,749.9627663399999,5130,75052,6,0.19323056936264038,-385.2860412597656,0.00073,1.0879402160644531,0.02136826142668724,509999
514000,100.0,752.8692630099998,5140,75215,6,0.7104604244232178,-384.715087890625,0.00073,0.9817189574241638,0.020948903635144234,510999
515000,100.0,752.5099439699999,5150,75379,6,0.6070533990859985,-385.06304931640625,0.00073,0.5463207960128784,0.021169140934944153,511999
516000,100.0,752.3023005600002,5160,75537,6,0.5904953479766846,-384.6349182128906,0.00073,0.8849203586578369,0.021044757217168808,512999
517000,100.0,756.63731291,5170,75695,6,0.8190793991088867,-384.48675537109375,0.00073,0.8066614866256714,0.021824968978762627,513999
518000,100.0,756.1907850300001,5180,75846,6,0.4068187475204468,-385.0914611816406,0.00073,-0.8939619064331055,0.022043904289603233,514999
519000,100.0,756.2356336000001,5190,75997,6,0.39030277729034424,-384.653076171875,0.00073,1.383328914642334,0.021765755489468575,515999
520000,100.0,757.62427857,5200,76151,6,0.6190614104270935,-384.8155517578125,0.00073,-1.5744764804840088,0.0225125290453434,516999
521000,100.0,757.4740196299999,5210,76302,6,0.6035803556442261,-383.9529724121094,0.00073,-0.9101101160049438,0.02121804840862751,517999
522000,100.0,757.6530426599999,5220,76453,6,0.4125458598136902,-385.46258544921875,0.00073,0.1339874565601349,0.020716212689876556,518999
523000,100.0,757.68888724,5230,76605,6,0.5403409004211426,-384.7616271972656,0.00073,0.6329260468482971,0.020984724164009094,519999
524000,100.0,754.06568439,5240,76762,6,0.3345677852630615,-384.5413513183594,0.00073,-0.4560713768005371,0.021064747124910355,520999
525000,100.0,755.99451029,5250,76917,6,0.323441743850708,-385.1454772949219,0.00073,0.38698333501815796,0.02233615703880787,521999
526000,100.0,756.1570120399998,5260,77071,6,0.7047600746154785,-384.4898681640625,0.00073,1.4840576648712158,0.020819533616304398,522999
527000,100.0,754.3364974499999,5270,77225,6,0.641372799873352,-385.6458435058594,0.00073,-1.1912205219268799,0.021247155964374542,523999
528000,100.0,755.4720519000001,5280,77379,6,0.485038697719574,-385.3701477050781,0.00073,0.04784819483757019,0.021179288625717163,524999
529000,100.0,756.38027604,5290,77535,6,1.002352237701416,-385.6533203125,0.00073,-0.6485168933868408,0.02325703762471676,525999
530000,100.0,756.0774210799999,5300,77693,6,0.3580164611339569,-385.0406494140625,0.00073,0.12011750787496567,0.021034875884652138,526999
531000,100.0,755.6310486999998,5310,77850,6,0.22423487901687622,-384.426025390625,0.00073,0.4793826937675476,0.020646795630455017,527999
532000,100.0,755.0984415799999,5320,78007,6,0.3663915991783142,-384.507568359375,0.00073,-0.5652288794517517,0.021411726251244545,528999
533000,100.0,755.5956509199999,5330,78165,6,0.8992220163345337,-385.5864562988281,0.00073,-0.6023766994476318,0.020410900935530663,529999
534000,100.0,757.2934958600001,5340,78320,6,0.25576502084732056,-384.7790222167969,0.00073,0.08661052584648132,0.02178034745156765,530999
535000,100.0,756.44027612,5350,78478,6,0.6272085905075073,-385.80682373046875,0.00073,0.4323650598526001,0.02052478678524494,531999
536000,100.0,756.4999912,5360,78634,6,0.3884136378765106,-384.6065673828125,0.00073,0.8834818601608276,0.020767221227288246,532999
537000,100.0,757.27197283,5370,78793,6,0.7268118858337402,-385.17486572265625,0.00073,-0.2567019760608673,0.019924424588680267,533999
538000,100.0,756.0159224600002,5380,78951,6,0.5298216938972473,-385.4530334472656,0.00073,0.23052406311035156,0.020691057667136192,534999
539000,100.0,755.9390536600002,5390,79108,6,0.5504865050315857,-385.5217590332031,0.00073,-0.6357507109642029,0.020971421152353287,535999
540000,100.0,755.78102428,5400,79266,6,0.4408639073371887,-384.7160339355469,0.00073,-0.3176209330558777,0.021444955840706825,536999
541000,100.0,756.84019307,5410,79424,6,0.46459996700286865,-385.323974609375,0.00073,-0.029293492436408997,0.019900886341929436,537999
542000,100.0,757.28774665,5420,79582,6,0.3604615330696106,-385.73162841796875,0.00073,-0.6229498982429504,0.019359823316335678,538999
543000,100.0,757.67228567,5430,79741,6,0.445911705493927,-385.153076171875,0.00073,0.09479930996894836,0.02060045674443245,539999
544000,100.0,758.1457462900001,5440,79899,6,0.28218430280685425,-384.6508483886719,0.00073,0.3712521493434906,0.021781885996460915,540999
545000,100.0,759.0108048999998,5450,80056,6,0.41939330101013184,-385.0564880371094,0.00073,-0.008915543556213379,0.0199963990598917,541999
546000,100.0,759.3709567,5460,80216,6,0.3442588150501251,-385.45660400390625,0.00073,-0.7706998586654663,0.020652595907449722,542999
547000,100.0,759.1693619399999,5470,80374,6,0.4929046928882599,-385.46502685546875,0.00073,-0.9468337893486023,0.021109290421009064,543999
548000,100.0,760.42248216,5480,80532,6,0.35238444805145264,-384.9525451660156,0.00073,0.5116291046142578,0.019335757941007614,544999
549000,100.0,760.38082178,5490,80690,6,0.29621613025665283,-385.4443359375,0.00073,0.8111203908920288,0.020703528076410294,545999
550000,100.0,756.1325991599999,5500,80849,6,0.19897478818893433,-385.5687561035156,0.00073,0.4954034090042114,0.020959539338946342,546999
551000,100.0,755.8501459,5510,81007,6,0.37234580516815186,-385.3213195800781,0.00073,-0.39518973231315613,0.02003582753241062,547999
552000,100.0,755.4831543199997,5520,81166,6,0.3124278485774994,-386.2146911621094,0.00073,-1.4058291912078857,0.021075401455163956,548999
553000,100.0,754.60881962,5530,81327,6,0.3330853581428528,-385.42828369140625,0.00073,0.3126973509788513,0.019343988969922066,549999
554000,100.0,752.14706408,5540,81488,6,0.4241812825202942,-385.8525085449219,0.00073,0.11219292879104614,0.020155668258666992,550999
555000,100.0,749.7712360600001,5550,81647,6,0.2523886263370514,-385.43310546875,0.00073,0.5937443971633911,0.020282793790102005,551999
