rollout/ep_rew_mean,time/total_timesteps,time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,train/learning_rate,train/critic_loss,train/ent_coef,train/actor_loss,train/n_updates
1520.7884064,403983,7,2050,56931,200.0,-4.585696220397949,0.00073,36.67952346801758,0.03109974041581154,-517.1414794921875,400982
1500.26374094,405983,7,2060,57216,200.0,-0.16556930541992188,0.00073,37.01708221435547,0.029949022457003593,-522.376708984375,402982
1514.57407496,407983,7,2070,57499,200.0,5.190372467041016,0.00073,45.50082778930664,0.030418897047638893,-521.163818359375,404982
1543.7524474099998,409983,7,2080,57783,200.0,-2.8461647033691406,0.00073,37.66831970214844,0.02941124700009823,-517.7741088867188,406982
1581.2992016,411983,7,2090,58067,200.0,-1.7033637762069702,0.00073,37.77660369873047,0.03042999468743801,-487.9170837402344,408982
1590.82860568,413983,7,2100,58348,200.0,3.5458755493164062,0.00073,36.612327575683594,0.030520519241690636,-509.1131591796875,410982
1608.9369653399997,415983,7,2110,58630,200.0,-4.619759559631348,0.00073,35.082763671875,0.030144289135932922,-516.0308837890625,412982
1663.0472881899996,417983,7,2120,58917,200.0,-3.419879913330078,0.00073,37.88026428222656,0.029264643788337708,-518.22265625,414982
1639.02049993,419983,7,2130,59206,200.0,8.641100883483887,0.00073,28.993999481201172,0.029844462871551514,-499.7130432128906,416982
1658.0329222599999,421983,7,2140,59494,200.0,-1.3008828163146973,0.00073,39.552337646484375,0.0290689617395401,-513.0685424804688,418982
1659.80170895,423983,7,2150,59784,200.0,4.601710796356201,0.00073,29.096582412719727,0.029096968472003937,-511.38800048828125,420982
1674.4079475600001,425983,7,2160,60072,200.0,4.570328712463379,0.00073,41.82328796386719,0.030313381925225258,-498.5218200683594,422982
1616.85638396,427983,7,2170,60360,200.0,0.6994140148162842,0.00073,43.31566619873047,0.02996990829706192,-507.4370422363281,424982
1581.0872655499998,429983,7,2180,60670,200.0,0.6270244121551514,0.00073,36.96466827392578,0.02841474674642086,-524.54931640625,426982
1588.1368065800002,431983,7,2190,60959,200.0,-4.95453405380249,0.00073,24.983678817749023,0.028817148879170418,-534.02783203125,428982
1582.3719997300004,433983,7,2200,61251,200.0,0.37276625633239746,0.00073,27.083669662475586,0.02877120114862919,-510.3525390625,430982
1597.8848622600003,435983,7,2210,61548,200.0,12.009614944458008,0.00073,31.468008041381836,0.028683729469776154,-512.5818481445312,432982
1534.5602725800004,437983,7,2220,61840,200.0,-3.780330181121826,0.00073,40.01599884033203,0.02875942550599575,-505.2596435546875,434982
1516.8156616099996,439983,7,2230,62130,200.0,-8.031732559204102,0.00073,35.507293701171875,0.02918430045247078,-523.7496337890625,436982
1512.7457701199999,441983,7,2240,62419,200.0,3.0059738159179688,0.00073,40.92789840698242,0.02838698960840702,-541.0439453125,438982
1509.1200298,443983,7,2250,62709,200.0,3.237421989440918,0.00073,36.04168701171875,0.028279218822717667,-522.8982543945312,440982
1470.4009974899998,445983,7,2260,63000,200.0,10.81524658203125,0.00073,33.5980110168457,0.02835642173886299,-506.52105712890625,442982
1547.5576357600003,447983,7,2270,63294,200.0,10.865665435791016,0.00073,33.31268310546875,0.0284705962985754,-520.4212646484375,444982
1583.50956611,449983,7,2280,63588,200.0,-9.042078971862793,0.00073,34.37641143798828,0.02862527035176754,-535.8583374023438,446982
1607.0821508199997,451983,7,2290,63876,200.0,-7.783703804016113,0.00073,25.614086151123047,0.029811110347509384,-537.3428955078125,448982
1655.89176653,453983,7,2300,64165,200.0,-3.7944774627685547,0.00073,35.68505096435547,0.027351634576916695,-528.12646484375,450982
1680.2004370700001,455983,7,2310,64457,200.0,-4.0666069984436035,0.00073,27.689443588256836,0.028096087276935577,-518.9300537109375,452982
1687.29596905,457983,7,2320,64749,200.0,-2.0630898475646973,0.00073,36.0484504699707,0.02701958827674389,-534.153076171875,454982
1601.7734856900001,459983,7,2330,65038,200.0,-3.978588104248047,0.00073,25.200132369995117,0.026513848453760147,-554.636962890625,456982
1576.5485054800001,461983,7,2340,65327,200.0,2.3375213146209717,0.00073,30.696788787841797,0.027072057127952576,-527.953369140625,458982
1601.36552068,463983,7,2350,65619,200.0,7.411179065704346,0.00073,37.44123077392578,0.027614431455731392,-546.4967651367188,460982
1694.51672495,465983,7,2360,65911,200.0,-9.184966087341309,0.00073,27.157413482666016,0.027216680347919464,-549.78759765625,462982
1704.07451708,467983,7,2370,66205,200.0,10.50447940826416,0.00073,33.378116607666016,0.027461133897304535,-519.2510375976562,464982
1669.00621411,469983,7,2380,66507,200.0,7.138995170593262,0.00073,33.55805969238281,0.026626277714967728,-546.0816040039062,466982
1685.67674612,471983,7,2390,66796,200.0,1.535604476928711,0.00073,28.331090927124023,0.026821602135896683,-531.8436279296875,468982
1671.9919459899995,473983,7,2400,67085,200.0,-4.834157943725586,0.00073,23.189510345458984,0.02504293993115425,-545.2547607421875,470982
1658.9393400699998,475983,7,2410,67376,200.0,-12.739967346191406,0.00073,23.243385314941406,0.026761628687381744,-545.5501098632812,472982
1706.5716957599996,477983,7,2420,67671,200.0,-8.123868942260742,0.00073,30.528339385986328,0.02724381908774376,-546.0205078125,474982
1811.86636388,479983,7,2430,67968,200.0,6.2026472091674805,0.00073,34.23592758178711,0.02541438117623329,-545.7352294921875,476982
1859.86338541,481983,7,2440,68255,200.0,-0.27385807037353516,0.00073,30.393783569335938,0.027530156075954437,-546.688720703125,478982
1890.7362879000002,483983,7,2450,68541,200.0,17.80440902709961,0.00073,30.130435943603516,0.027534350752830505,-543.6414794921875,480982
1886.5058913599999,485983,7,2460,68837,200.0,9.208234786987305,0.00073,42.68896484375,0.027035227045416832,-538.712890625,482982
1870.2283645600005,487983,7,2470,69124,200.0,5.936474800109863,0.00073,28.723556518554688,0.02684112638235092,-553.14111328125,484982
1898.71008348,489983,7,2480,69411,200.0,12.386366844177246,0.00073,33.00285339355469,0.02545572817325592,-547.0921020507812,486982
1887.06630562,491983,7,2490,69698,200.0,2.044149398803711,0.00073,35.22380065917969,0.0267560463398695,-555.7471923828125,488982
1881.8631552200002,493983,7,2500,69988,200.0,15.102932929992676,0.00073,26.327926635742188,0.026170626282691956,-536.3688354492188,490982
1874.3247272600001,495983,7,2510,70278,200.0,-2.6441221237182617,0.00073,30.122390747070312,0.026163969188928604,-560.41943359375,492982
1815.5992514000004,497983,7,2520,70567,200.0,-7.100061416625977,0.00073,29.74408721923828,0.02612350322306156,-555.8392944335938,494982
1823.99315397,499983,7,2530,70856,200.0,-4.518718719482422,0.00073,30.482295989990234,0.027352117002010345,-560.696533203125,496982
1749.31289674,501983,7,2540,71146,200.0,6.943852424621582,0.00073,40.96878433227539,0.026205159723758698,-556.8262939453125,498982
1718.18335159,503983,7,2550,71439,200.0,-0.1727604866027832,0.00073,52.66282653808594,0.027157507836818695,-555.7054443359375,500982
1694.4006316,505983,7,2560,71732,200.0,4.2414984703063965,0.00073,27.25284767150879,0.02641526609659195,-561.072509765625,502982
1703.1506427900003,507983,7,2570,72036,200.0,5.698119163513184,0.00073,23.743824005126953,0.02579197846353054,-553.3704223632812,504982
1698.98851118,509983,7,2580,72326,200.0,4.000199794769287,0.00073,25.945343017578125,0.02654843032360077,-560.72998046875,506982
1683.60251288,511983,7,2590,72610,200.0,8.397452354431152,0.00073,33.87543487548828,0.02650703489780426,-557.9378051757812,508982
1651.9598786300003,513983,7,2600,72898,200.0,-12.554549217224121,0.00073,29.9136905670166,0.02612330950796604,-558.8184814453125,510982
1602.9742032000006,515983,7,2610,73185,200.0,-1.5494712591171265,0.00073,37.15884780883789,0.025963570922613144,-568.0723876953125,512982
1653.40944709,517983,7,2620,73468,200.0,4.707583427429199,0.00073,27.467369079589844,0.025559496134519577,-569.0833129882812,514982
1679.5824830800002,519983,7,2630,73752,200.0,-0.8933578133583069,0.00073,26.26205825805664,0.027344834059476852,-561.9296875,516982
1747.05717231,521983,7,2640,74035,200.0,-3.2387630939483643,0.00073,26.574337005615234,0.025608237832784653,-577.855224609375,518982
1769.83551351,523983,7,2650,74321,200.0,-7.003353595733643,0.00073,24.88026237487793,0.025144869461655617,-556.355224609375,520982
1756.2897387000005,525983,7,2660,74605,200.0,2.8022098541259766,0.00073,30.08407211303711,0.02584184892475605,-573.9083862304688,522982
1783.66095897,527983,7,2670,74886,200.0,8.341890335083008,0.00073,24.108375549316406,0.025000683963298798,-563.7750244140625,524982
1778.7746338399998,529983,7,2680,75169,200.0,5.834576606750488,0.00073,24.417940139770508,0.0255813580006361,-562.5902099609375,526982
1800.78618579,531983,7,2690,75453,200.0,-12.06143569946289,0.00073,24.834882736206055,0.026017185300588608,-571.2725219726562,528982
1814.47980781,533983,7,2700,75735,200.0,-9.676058769226074,0.00073,21.674327850341797,0.02603030763566494,-576.6337280273438,530982
1902.19319408,535983,7,2710,76020,200.0,2.478807210922241,0.00073,27.96285629272461,0.024606624618172646,-559.1185913085938,532982
1883.6281551099999,537983,7,2720,76306,200.0,-7.8866777420043945,0.00073,27.79799461364746,0.025553371757268906,-571.8040771484375,534982
1881.1423760600003,539983,7,2730,76591,200.0,1.8920848369598389,0.00073,25.699050903320312,0.02461177669465542,-572.46826171875,536982
1905.7730397299997,541983,7,2740,76878,200.0,3.229445219039917,0.00073,33.13462829589844,0.024712422862648964,-579.2957153320312,538982
1915.0011483699998,543983,7,2750,77163,200.0,1.3634064197540283,0.00073,24.544992446899414,0.02566390670835972,-564.831787109375,540982
2002.9719066799998,545983,7,2760,77448,200.0,11.042155265808105,0.00073,23.914989471435547,0.024495871737599373,-562.1210327148438,542982
1975.8668176100002,547983,7,2770,77735,200.0,7.396127700805664,0.00073,22.922061920166016,0.024075791239738464,-563.0875244140625,544982
1985.60923035,549983,7,2780,78023,200.0,8.483071327209473,0.00073,27.88239097595215,0.02520528808236122,-566.9352416992188,546982
2011.09907601,551983,7,2790,78310,200.0,-9.550273895263672,0.00073,22.057693481445312,0.02415439300239086,-571.7737426757812,548982
2087.8876915999995,553983,7,2800,78598,200.0,-3.352163791656494,0.00073,22.430789947509766,0.0247011948376894,-573.540771484375,550982
2088.3793481800003,555983,7,2810,78894,200.0,2.8682146072387695,0.00073,32.06385803222656,0.02458641119301319,-560.741943359375,552982
2114.09808082,557983,7,2820,79191,200.0,0.404488205909729,0.00073,21.34016227722168,0.024335848167538643,-589.5081787109375,554982
2065.80155244,559983,7,2830,79484,200.0,0.3763599395751953,0.00073,25.747821807861328,0.02406369522213936,-596.3477783203125,556982
2043.2351885000005,561983,7,2840,79776,200.0,0.5179411172866821,0.00073,23.259258270263672,0.0238936897367239,-589.0469360351562,558982
2069.6667961600006,563983,7,2850,80067,200.0,-15.832271575927734,0.00073,21.518203735351562,0.02437165565788746,-590.3619384765625,560982
2013.1949347700001,565983,7,2860,80359,200.0,-10.738729476928711,0.00073,23.961284637451172,0.023761166259646416,-585.597900390625,562982
2060.9159714100006,567983,7,2870,80651,200.0,1.8382060527801514,0.00073,22.887100219726562,0.023764032870531082,-584.58544921875,564982
2082.63125362,569983,7,2880,80944,200.0,16.27787971496582,0.00073,19.915203094482422,0.023145686835050583,-584.6619873046875,566982
2075.3750157400004,571983,7,2890,81237,200.0,1.231740951538086,0.00073,27.345458984375,0.024389134719967842,-582.8917236328125,568982
2029.1464246900002,573983,7,2900,81531,200.0,-4.831500053405762,0.00073,27.851041793823242,0.024161363020539284,-599.32421875,570982
2036.3373217399997,575983,7,2910,81827,200.0,-8.05795955657959,0.00073,28.5903263092041,0.02436114102602005,-596.4266967773438,572982
2030.05527031,577983,7,2920,82122,200.0,-0.3842284679412842,0.00073,25.050077438354492,0.023527678102254868,-591.0068359375,574982
2073.69575718,579983,7,2930,82417,200.0,-7.722831726074219,0.00073,18.67348289489746,0.024138325825333595,-601.8656616210938,576982
2048.7614963600004,581983,7,2940,82711,200.0,-7.061046600341797,0.00073,32.672882080078125,0.024699358269572258,-609.7203979492188,578982
2026.6417774500005,583983,7,2950,83009,200.0,-3.4028072357177734,0.00073,23.373401641845703,0.02330418862402439,-605.904296875,580982
2070.6013346,585983,7,2960,83301,200.0,7.40606689453125,0.00073,20.784027099609375,0.024066569283604622,-591.0021362304688,582982
1987.56011742,587983,7,2970,83598,200.0,-4.609712600708008,0.00073,20.927772521972656,0.025053897872567177,-615.8527221679688,584982
2010.40743678,589983,7,2980,83889,200.0,9.960426330566406,0.00073,19.362838745117188,0.024001337587833405,-588.6273803710938,586982
1992.1751350099998,591983,7,2990,84176,200.0,10.529343605041504,0.00073,23.68643569946289,0.02447502501308918,-603.819580078125,588982
2022.0495217200003,593983,7,3000,84468,200.0,1.2046704292297363,0.00073,30.03404426574707,0.024464109912514687,-590.4915161132812,590982
2051.74319467,595983,7,3010,84761,200.0,7.772003173828125,0.00073,23.860668182373047,0.023567764088511467,-600.62646484375,592982
2031.10638462,597983,7,3020,85049,200.0,1.4298138618469238,0.00073,18.958633422851562,0.02425781823694706,-607.8441772460938,594982
2012.6686905199997,599983,7,3030,85340,200.0,2.2669153213500977,0.00073,27.98934555053711,0.02449200488626957,-604.0670166015625,596982
2046.28610289,601983,7,3040,85629,200.0,-7.072484016418457,0.00073,18.235679626464844,0.024380046874284744,-620.1572875976562,598982
2037.0791571200002,603983,7,3050,85920,200.0,-0.20680773258209229,0.00073,21.884618759155273,0.02262653037905693,-595.4891357421875,600982
1980.16602279,605983,7,3060,86208,200.0,14.549763679504395,0.00073,25.114910125732422,0.023529691621661186,-593.9374389648438,602982
2024.5684671700003,607983,7,3070,86498,200.0,2.0584805011749268,0.00073,23.41248893737793,0.023829717189073563,-610.3241577148438,604982
1993.06685928,609983,7,3080,86794,200.0,-6.311599254608154,0.00073,23.46727180480957,0.024392670020461082,-608.730712890625,606982
2023.97576793,611983,7,3090,87090,200.0,5.826818466186523,0.00073,24.178600311279297,0.022105395793914795,-599.2491455078125,608982
2026.2951930099998,613983,7,3100,87382,200.0,-1.686436653137207,0.00073,18.672840118408203,0.02220219187438488,-611.0311889648438,610982
1971.5154482900004,615983,7,3110,87672,200.0,0.6540441513061523,0.00073,22.455280303955078,0.023765800520777702,-636.0317993164062,612982
1996.0524392,617983,7,3120,87962,200.0,-12.234970092773438,0.00073,20.177518844604492,0.023068761453032494,-618.6248168945312,614982
1979.2986923999997,619983,7,3130,88253,200.0,2.723261594772339,0.00073,17.797218322753906,0.022910039871931076,-629.1940307617188,616982
1997.20825918,621983,7,3140,88547,200.0,-6.138981819152832,0.00073,32.88636779785156,0.023143628612160683,-608.1615600585938,618982
2024.1059101899998,623983,7,3150,88843,200.0,-7.079372406005859,0.00073,21.499326705932617,0.022946955636143684,-611.1717529296875,620982
2056.74803846,625983,7,3160,89144,200.0,-3.3440914154052734,0.00073,19.20838165283203,0.022707534953951836,-626.2403564453125,622982
2081.8527873799994,627983,7,3170,89439,200.0,-6.230391025543213,0.00073,18.924331665039062,0.022061843425035477,-642.8486328125,624982
2040.6884590400002,629983,7,3180,89731,200.0,10.561064720153809,0.00073,26.43461036682129,0.023041870445013046,-617.1152954101562,626982
2019.4534774600002,631983,7,3190,90023,200.0,-0.02558267116546631,0.00073,21.881126403808594,0.023308945819735527,-607.0902099609375,628982
2001.8338456000001,633983,7,3200,90314,200.0,-11.201081275939941,0.00073,22.853778839111328,0.023912353441119194,-624.2598266601562,630982
1987.1485617699998,635983,7,3210,90607,200.0,-2.244744062423706,0.00073,26.947940826416016,0.02242853492498398,-626.239013671875,632982
1917.2984711099998,637983,7,3220,90905,200.0,-4.4673542976379395,0.00073,18.772525787353516,0.02266794443130493,-636.3041381835938,634982
1921.0813345699996,639983,7,3230,91197,200.0,10.462969779968262,0.00073,29.546463012695312,0.022642794996500015,-625.2646484375,636982
1894.1449241699997,641983,7,3240,91490,200.0,-0.7464771270751953,0.00073,19.83672332763672,0.023283613845705986,-633.8238525390625,638982
1822.4115231299998,643983,7,3250,91783,200.0,11.762214660644531,0.00073,23.208606719970703,0.023307522758841515,-616.7337646484375,640982
1828.39179163,645983,7,3260,92074,200.0,6.022610664367676,0.00073,31.871248245239258,0.02312242053449154,-612.0090942382812,642982
1815.0027685900004,647983,7,3270,92363,200.0,2.9995434284210205,0.00073,31.568805694580078,0.022883258759975433,-624.8052368164062,644982
1784.70390244,649983,7,3280,92654,200.0,9.557352066040039,0.00073,34.421966552734375,0.022493084892630577,-639.132080078125,646982
1798.1889409499997,651983,7,3290,92946,200.0,-1.5727088451385498,0.00073,30.579408645629883,0.02230082079768181,-635.303955078125,648982
1821.8017562599998,653983,7,3300,93233,200.0,-3.6231961250305176,0.00073,22.791658401489258,0.024068668484687805,-632.7392578125,650982
1854.63501456,655983,7,3310,93521,200.0,10.586699485778809,0.00073,20.428936004638672,0.022974753752350807,-613.25634765625,652982
1902.35689377,657983,7,3320,93809,200.0,-4.381454944610596,0.00073,20.637178421020508,0.023855233564972878,-629.5283203125,654982
1937.1613863700002,659983,7,3330,94099,200.0,18.97724723815918,0.00073,23.779401779174805,0.022672338411211967,-636.3900756835938,656982
1923.1073048199999,661983,7,3340,94390,200.0,1.7023417949676514,0.00073,20.34377098083496,0.02356570214033127,-624.0850830078125,658982
2000.13588819,663983,7,3350,94677,200.0,4.7534871101379395,0.00073,26.015239715576172,0.022893309593200684,-637.999755859375,660982
2012.1519873099999,665983,7,3360,94964,200.0,-1.9369486570358276,0.00073,25.796157836914062,0.022077560424804688,-645.9415893554688,662982
2034.6952275300002,667983,7,3370,95251,200.0,6.120565891265869,0.00073,20.03774642944336,0.02236366458237171,-632.9702758789062,664982
2124.80299617,669983,7,3380,95540,200.0,5.547779560089111,0.00073,24.93646240234375,0.022120637819170952,-648.1024169921875,666982
2076.57733404,671983,7,3390,95829,200.0,3.703911781311035,0.00073,25.14736557006836,0.02284266985952854,-656.01171875,668982
2073.4760865999997,673983,7,3400,96116,200.0,15.323577880859375,0.00073,29.985416412353516,0.022172706201672554,-643.848388671875,670982
2076.08790234,675983,7,3410,96405,200.0,-3.751439094543457,0.00073,24.81600570678711,0.02240666002035141,-644.1276245117188,672982
2099.49213967,677983,7,3420,96693,200.0,7.81160306930542,0.00073,17.401145935058594,0.023084336891770363,-651.6560668945312,674982
2095.97300946,679983,7,3430,96981,200.0,6.714229583740234,0.00073,20.7305908203125,0.02174866385757923,-647.0361328125,676982
2115.30882673,681983,7,3440,97268,200.0,-4.558538436889648,0.00073,24.46799087524414,0.023412585258483887,-624.4743041992188,678982
2068.1891000799997,683983,7,3450,97557,200.0,6.767242431640625,0.00073,24.807159423828125,0.0221115630120039,-639.3677978515625,680982
2059.8990604600003,685983,7,3460,97843,200.0,-8.075806617736816,0.00073,24.399852752685547,0.022909794002771378,-647.4767456054688,682982
2090.34553762,687983,7,3470,98134,200.0,8.126726150512695,0.00073,19.066486358642578,0.02275274135172367,-637.1015014648438,684982
2074.51227441,689983,7,3480,98424,200.0,-9.192481994628906,0.00073,19.75475311279297,0.022802632302045822,-660.77294921875,686982
2170.6862468299996,691983,7,3490,98712,200.0,-5.438183307647705,0.00073,16.7359619140625,0.022029271349310875,-674.01123046875,688982
2084.35594514,693983,7,3500,99002,200.0,-1.5781011581420898,0.00073,20.461193084716797,0.023581529036164284,-650.9016723632812,690982
2094.61586828,695983,7,3510,99291,200.0,-4.493160247802734,0.00073,25.77497100830078,0.02193843387067318,-652.3075561523438,692982
2131.3822417399997,697983,7,3520,99581,200.0,-17.19809341430664,0.00073,19.467971801757812,0.02251468040049076,-666.800537109375,694982
2164.0214647000003,699983,7,3530,99870,200.0,-5.770908355712891,0.00073,23.567466735839844,0.02239404432475567,-655.5782470703125,696982
2127.2711903599998,701983,7,3540,100158,200.0,5.761870861053467,0.00073,34.214847564697266,0.0208028182387352,-634.910400390625,698982
2166.14169915,703983,7,3550,100447,200.0,0.48143458366394043,0.00073,27.363445281982422,0.02078738808631897,-654.6058349609375,700982
2198.4398215100005,705983,7,3560,100740,200.0,-9.488959312438965,0.00073,21.79169464111328,0.02116602659225464,-666.0167236328125,702982
2071.42410222,707983,7,3570,101037,200.0,4.287640571594238,0.00073,27.576740264892578,0.022000214084982872,-647.7901000976562,704982
2063.5137984499997,709983,7,3580,101335,200.0,3.3466477394104004,0.00073,20.370983123779297,0.022369449958205223,-655.3449096679688,706982
2036.5780183300003,711983,7,3590,101632,200.0,-7.304474353790283,0.00073,19.902912139892578,0.022562123835086823,-661.0120239257812,708982
2072.40078395,713983,7,3600,101929,200.0,-10.874869346618652,0.00073,16.319141387939453,0.021650897338986397,-660.9301147460938,710982
2101.4832888399997,715983,7,3610,102226,200.0,1.2349591255187988,0.00073,22.150146484375,0.02226511389017105,-655.6357421875,712982
2084.13842534,717983,7,3620,102526,200.0,6.219256401062012,0.00073,23.287948608398438,0.021914416924118996,-654.7886352539062,714982
2082.4540943499997,719983,7,3630,102826,200.0,0.40928590297698975,0.00073,20.18433380126953,0.022023819386959076,-662.5252685546875,716982
2067.60949567,721983,7,3640,103124,200.0,9.398249626159668,0.00073,24.80911636352539,0.022236641496419907,-664.0003662109375,718982
2035.2879168700006,723983,7,3650,103425,200.0,-3.4406943321228027,0.00073,16.5073299407959,0.022084366530179977,-659.2890014648438,720982
2013.20021035,725983,6,3660,103723,200.0,10.432830810546875,0.00073,26.885622024536133,0.021787619218230247,-641.1871948242188,722982
2076.30273017,727983,6,3670,104031,200.0,-0.8083367347717285,0.00073,20.672035217285156,0.020971475169062614,-659.0285034179688,724982
2152.4060158999996,729983,6,3680,104347,200.0,-7.129040718078613,0.00073,21.098190307617188,0.021130692213773727,-663.3094482421875,726982
2114.7314237099995,731983,6,3690,104655,200.0,-1.7409234046936035,0.00073,17.69410514831543,0.02097029611468315,-663.97509765625,728982
2148.9869150600002,733983,6,3700,104960,200.0,1.8150197267532349,0.00073,19.297977447509766,0.021107666194438934,-658.5963134765625,730982
2104.6098278400004,735983,6,3710,105264,200.0,0.5101731419563293,0.00073,30.37109375,0.020769014954566956,-653.1376953125,732982
2129.3594950099996,737983,6,3720,105577,200.0,-11.450803756713867,0.00073,23.68572425842285,0.021148204803466797,-662.8612060546875,734982
2123.08334967,739983,6,3730,105880,200.0,-8.368557929992676,0.00073,21.019851684570312,0.020790407434105873,-669.8605346679688,736982
2181.29734473,741983,6,3740,106184,200.0,-1.8200689554214478,0.00073,23.115856170654297,0.02080339379608631,-669.6446533203125,738982
2208.0574015,743983,6,3750,106495,200.0,-9.144821166992188,0.00073,17.350461959838867,0.020858749747276306,-684.7823486328125,740982
2221.96333745,745983,6,3760,106800,200.0,-8.885696411132812,0.00073,17.745777130126953,0.021793058142066002,-693.2952270507812,742982
2277.2652849300002,747983,6,3770,107105,200.0,-16.154903411865234,0.00073,19.563770294189453,0.021468589082360268,-673.5286865234375,744982
2219.9571300400003,749983,6,3780,107409,200.0,2.899977684020996,0.00073,19.62710952758789,0.02069445140659809,-668.7762451171875,746982
2257.9771040699998,751983,6,3790,107711,200.0,8.068268775939941,0.00073,22.341842651367188,0.019598910585045815,-664.5108642578125,748982
2246.2995422900003,753983,6,3800,108015,200.0,5.9414520263671875,0.00073,19.153005599975586,0.02089926041662693,-667.4448852539062,750982
2289.8386591099998,755983,6,3810,108322,200.0,-5.157968997955322,0.00073,21.728164672851562,0.020711975172162056,-664.1728515625,752982
2228.59605251,757983,6,3820,108626,200.0,-3.1387622356414795,0.00073,25.48892593383789,0.0206968504935503,-683.6588134765625,754982
2223.50433118,759983,6,3830,108932,200.0,1.115584135055542,0.00073,21.759159088134766,0.020604800432920456,-674.6121215820312,756982
2259.32935701,761983,6,3840,109241,200.0,0.4134483337402344,0.00073,22.452892303466797,0.02047654055058956,-679.7753295898438,758982
2235.1517592299997,763983,6,3850,109549,200.0,-12.390100479125977,0.00073,15.696697235107422,0.020292211323976517,-696.7880249023438,760982
2199.1022937399994,765983,6,3860,109856,200.0,4.575204849243164,0.00073,16.320602416992188,0.020950570702552795,-699.3875122070312,762982
2154.4713662199997,767983,6,3870,110161,200.0,11.148758888244629,0.00073,20.724496841430664,0.020727496594190598,-667.6366577148438,764982
2143.05320902,769983,6,3880,110470,200.0,8.2306489944458,0.00073,26.482555389404297,0.021155916154384613,-675.3803100585938,766982
2155.47408241,771983,6,3890,110777,200.0,-13.705564498901367,0.00073,15.852071762084961,0.020798835903406143,-678.4525146484375,768982
2112.5074105000003,773983,6,3900,111084,200.0,-2.8951144218444824,0.00073,18.02045440673828,0.02189083956182003,-669.6917724609375,770982
2013.8277491500003,775983,6,3910,111394,200.0,3.643270969390869,0.00073,15.94378662109375,0.02112048678100109,-694.4788818359375,772982
2025.0469302000004,777983,6,3920,111705,200.0,11.493019104003906,0.00073,21.809978485107422,0.021148886531591415,-679.8423461914062,774982
2038.0392028899996,779983,6,3930,112012,200.0,-3.547499179840088,0.00073,19.94202423095703,0.022289015352725983,-687.4762573242188,776982
2032.2085503699998,781983,6,3940,112319,200.0,-0.27784866094589233,0.00073,18.248510360717773,0.02181752398610115,-685.7361450195312,778982
2026.2239247199998,783983,6,3950,112626,200.0,-20.881855010986328,0.00073,23.966176986694336,0.021042469888925552,-697.1257934570312,780982
2075.44774326,785983,6,3960,112939,200.0,13.747030258178711,0.00073,26.201038360595703,0.021509945392608643,-674.2013549804688,782982
2079.7269808799992,787983,6,3970,113248,200.0,5.447534561157227,0.00073,27.58945083618164,0.019941382110118866,-669.635498046875,784982
2139.37328127,789983,6,3980,113556,200.0,-8.820791244506836,0.00073,19.305980682373047,0.02326282672584057,-699.4456787109375,786982
2093.24021718,791983,6,3990,113864,200.0,-20.097755432128906,0.00073,21.657241821289062,0.02052440494298935,-711.6090087890625,788982
2146.7448128600004,793983,6,4000,114168,200.0,8.425008773803711,0.00073,21.565818786621094,0.020791830494999886,-673.2205200195312,790982
2239.96449824,795983,6,4010,114471,200.0,10.4285249710083,0.00073,23.714935302734375,0.02182379923760891,-691.5001220703125,792982
2309.7977105900004,797983,6,4020,114774,200.0,-1.384185791015625,0.00073,21.99290657043457,0.02088296227157116,-700.1680908203125,794982
2350.67718418,799983,6,4030,115078,200.0,-2.122971296310425,0.00073,18.46222686767578,0.020787280052900314,-693.5802001953125,796982
2350.23005983,801983,6,4040,115380,200.0,-9.312081336975098,0.00073,16.99435806274414,0.020923171192407608,-704.1400756835938,798982
2358.0512285899995,803983,6,4050,115683,200.0,6.881015777587891,0.00073,23.277790069580078,0.02071068063378334,-694.005859375,800982
2245.92139014,805983,6,4060,115980,200.0,-5.723172664642334,0.00073,18.465560913085938,0.022529082372784615,-692.6732788085938,802982
2287.88230483,807983,6,4070,116279,200.0,-11.453889846801758,0.00073,18.821565628051758,0.021123111248016357,-702.6074829101562,804982
2154.29344846,809983,6,4080,116579,200.0,-3.427335262298584,0.00073,27.306596755981445,0.021587662398815155,-692.26025390625,806982
2199.90803264,811983,6,4090,116878,200.0,2.1758201122283936,0.00073,16.86151885986328,0.02236797846853733,-696.6746826171875,808982
2189.81266585,813983,6,4100,117186,200.0,-19.234859466552734,0.00073,17.335779190063477,0.022435225546360016,-710.822509765625,810982
2163.82221069,815983,6,4110,117491,200.0,3.9904112815856934,0.00073,19.552799224853516,0.02185579016804695,-704.2577514648438,812982
2144.9948240299996,817983,6,4120,117796,200.0,5.6077165603637695,0.00073,22.701900482177734,0.021490266546607018,-686.991943359375,814982
2124.71993796,819983,6,4130,118098,200.0,3.875063896179199,0.00073,19.307844161987305,0.021642547100782394,-701.5249633789062,816982
2082.27174235,821983,6,4140,118401,200.0,-4.456305980682373,0.00073,19.407615661621094,0.0218691136687994,-706.6860961914062,818982
2111.88621412,823983,6,4150,118704,200.0,-12.536500930786133,0.00073,19.935028076171875,0.023645849898457527,-715.1466674804688,820982
2239.9027847999996,825983,6,4160,119011,200.0,9.918354034423828,0.00073,19.99113655090332,0.021414723247289658,-705.6378173828125,822982
