rollout/ep_rew_mean,time/total_timesteps,time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,train/learning_rate,train/critic_loss,train/ent_coef,train/actor_loss,train/n_updates
2232.2765846899997,827983,6,4170,119311,200.0,-3.0728695392608643,0.00073,16.07936668395996,0.021119993180036545,-715.0833740234375,824982
2304.7359160799997,829983,6,4180,119612,200.0,-12.779871940612793,0.00073,32.359336853027344,0.022412167862057686,-715.6241455078125,826982
2333.27791383,831983,6,4190,119912,200.0,-4.194337844848633,0.00073,17.632854461669922,0.022416459396481514,-693.3447265625,828982
2370.09345648,833983,6,4200,120215,200.0,17.16619873046875,0.00073,19.174327850341797,0.022125406190752983,-713.6124267578125,830982
2349.7626484199996,835983,6,4210,120513,200.0,14.896806716918945,0.00073,23.323230743408203,0.0207956712692976,-688.0073852539062,832982
2301.6980471300003,837983,6,4220,120807,200.0,15.228841781616211,0.00073,21.726930618286133,0.021574798971414566,-711.7476196289062,834982
2302.76341147,839983,6,4230,121097,200.0,-2.9150938987731934,0.00073,19.174331665039062,0.021742945536971092,-714.388671875,836982
2344.1759662199997,841983,6,4240,121393,200.0,4.371950149536133,0.00073,22.499958038330078,0.02193240262567997,-719.750244140625,838982
2345.99863986,843983,6,4250,121685,200.0,9.983783721923828,0.00073,26.565174102783203,0.022252440452575684,-700.6148071289062,840982
2280.74777548,845983,6,4260,121976,200.0,14.701241493225098,0.00073,25.668601989746094,0.021625366061925888,-699.8541870117188,842982
2249.6152227700004,847983,6,4270,122267,200.0,-0.8733100891113281,0.00073,23.723278045654297,0.023715797811746597,-707.9816284179688,844982
2299.85480591,849983,6,4280,122557,200.0,0.7813172340393066,0.00073,20.158180236816406,0.021699504926800728,-713.19970703125,846982
2239.11116653,851983,6,4290,122845,200.0,-3.130045175552368,0.00073,19.00933074951172,0.022601259872317314,-719.6090087890625,848982
2198.1346766900006,853983,6,4300,123135,200.0,1.342190146446228,0.00073,18.7014217376709,0.020764023065567017,-712.44140625,850982
2253.26289552,855983,6,4310,123424,200.0,-9.456908226013184,0.00073,17.402870178222656,0.023020032793283463,-727.9920654296875,852982
2224.93622167,857983,6,4320,123713,200.0,6.934086799621582,0.00073,24.801403045654297,0.021735921502113342,-706.4356689453125,854982
2242.72225316,859983,6,4330,124001,200.0,2.491105079650879,0.00073,24.455249786376953,0.023639272898435593,-710.1239013671875,856982
2254.3597446800004,861983,6,4340,124290,200.0,-5.019463539123535,0.00073,14.84603500366211,0.021815208718180656,-734.052734375,858982
2249.60995155,863983,6,4350,124579,200.0,14.971476554870605,0.00073,24.200613021850586,0.022217966616153717,-721.2744140625,860982
2317.1083565000004,865983,6,4360,124867,200.0,-4.098796844482422,0.00073,20.294408798217773,0.022863784804940224,-718.6029052734375,862982
2367.39062198,867983,6,4370,125154,200.0,11.595297813415527,0.00073,19.219829559326172,0.0232256967574358,-705.1514282226562,864982
2320.65755363,869983,6,4380,125447,200.0,15.993284225463867,0.00073,23.493793487548828,0.02270304039120674,-735.646484375,866982
2372.3629718599996,871983,6,4390,125735,200.0,15.362919807434082,0.00073,18.73304557800293,0.023550957441329956,-724.65771484375,868982
2424.85439162,873983,6,4400,126022,200.0,-11.796573638916016,0.00073,21.59882354736328,0.023602357134222984,-728.4832763671875,870982
2424.9294467600002,875983,6,4410,126314,200.0,3.29427170753479,0.00073,18.445842742919922,0.02386748231947422,-728.14892578125,872982
2491.41824311,877983,6,4420,126604,200.0,-3.3827943801879883,0.00073,20.56399917602539,0.02375662326812744,-725.285888671875,874982
2464.7775495299998,879983,6,4430,126895,200.0,1.9955923557281494,0.00073,23.67171859741211,0.024749357253313065,-721.2059326171875,876982
2468.4352400899998,881983,6,4440,127186,200.0,10.725590705871582,0.00073,24.25259017944336,0.02376895770430565,-719.69873046875,878982
2484.99561963,883981,6,4450,127485,199.98,1.3508877754211426,0.00073,24.76711082458496,0.02438187226653099,-731.0093383789062,880980
2498.01745482,885981,6,4460,127784,199.98,-1.8022851943969727,0.00073,22.949424743652344,0.02409229427576065,-723.4359741210938,882980
2537.06995213,887981,6,4470,128075,199.98,4.099951267242432,0.00073,19.184398651123047,0.024536969140172005,-727.872802734375,884980
2561.3227063100003,889981,6,4480,128366,199.98,8.345358848571777,0.00073,15.175763130187988,0.023455863818526268,-733.3368530273438,886980
2480.82501567,891981,6,4490,128657,199.98,4.166712284088135,0.00073,18.113895416259766,0.023880863562226295,-743.2322998046875,888980
2477.8358071999996,893981,6,4500,128948,199.98,13.084083557128906,0.00073,23.885393142700195,0.02389727346599102,-720.37451171875,890980
2424.7614887399995,895981,6,4510,129239,199.98,-2.254777669906616,0.00073,17.967912673950195,0.023856543004512787,-731.7861328125,892980
2424.90967597,897981,6,4520,129526,199.98,-6.985140323638916,0.00073,22.716934204101562,0.02314969338476658,-734.7938842773438,894980
2409.14024066,899981,6,4530,129811,199.98,-0.7119243144989014,0.00073,20.413814544677734,0.026102490723133087,-738.609619140625,896980
2409.4953142999993,901981,6,4540,130098,199.98,-5.107288360595703,0.00073,22.935415267944336,0.0244048573076725,-753.3348388671875,898980
2443.6322383200004,903981,6,4550,130386,200.0,9.09766674041748,0.00073,19.386157989501953,0.02504950761795044,-719.1264038085938,900980
2396.1884241200005,905981,6,4560,130671,200.0,4.603026390075684,0.00073,20.016511917114258,0.024464821442961693,-732.1885375976562,902980
2266.52344619,907981,6,4570,130957,200.0,-4.361850738525391,0.00073,20.023324966430664,0.025825440883636475,-756.8892822265625,904980
2306.70935621,909981,6,4580,131244,200.0,-4.625611305236816,0.00073,16.17014503479004,0.0249343179166317,-757.8294677734375,906980
2323.69234485,911981,6,4590,131563,200.0,4.873682975769043,0.00073,19.206193923950195,0.024367745965719223,-740.1942138671875,908980
2256.7719094899994,913981,6,4600,131849,200.0,-0.28919661045074463,0.00073,18.435138702392578,0.024585431441664696,-749.0234985351562,910980
2312.32910353,915981,6,4610,132133,200.0,-0.9168713092803955,0.00073,20.760215759277344,0.024675307795405388,-731.6349487304688,912980
2322.29069468,917897,6,4620,132404,199.16,-3.8107943534851074,0.00073,16.578144073486328,0.026720736175775528,-748.0789794921875,914896
2292.8866908600003,919897,6,4630,132687,199.16,0.4820127487182617,0.00073,25.96485137939453,0.026314403861761093,-750.80908203125,916896
2301.8908977300002,921897,6,4640,132971,199.16,-12.197394371032715,0.00073,21.092086791992188,0.02465657703578472,-756.0507202148438,918896
2277.7801517800003,923897,6,4650,133259,199.16,0.8604416847229004,0.00073,21.209508895874023,0.024876311421394348,-747.610107421875,920896
2310.6441449100003,925897,6,4660,133547,199.16,-1.149376630783081,0.00073,20.171226501464844,0.025842126458883286,-753.6536254882812,922896
2353.5746121399993,927897,6,4670,133838,199.16,-9.706098556518555,0.00073,20.192401885986328,0.02678564190864563,-748.158203125,924896
2328.6749126799996,929897,6,4680,134128,199.16,2.1943254470825195,0.00073,21.252227783203125,0.025850383564829826,-748.2059326171875,926896
2416.25837543,931897,6,4690,134420,199.16,5.7105631828308105,0.00073,16.354515075683594,0.025157857686281204,-749.9232177734375,928896
2505.8888738,933897,6,4700,134711,199.16,-2.3187413215637207,0.00073,19.270610809326172,0.025605978444218636,-735.880859375,930896
2520.73603127,935897,6,4710,135012,199.16,-2.348055839538574,0.00073,17.617591857910156,0.025805192068219185,-756.8320922851562,932896
2486.17273416,937897,6,4720,135304,200.0,0.5626134872436523,0.00073,22.919384002685547,0.02470061182975769,-764.4066772460938,934896
2501.98009598,939897,6,4730,135600,200.0,6.2263898849487305,0.00073,24.08523178100586,0.024584751576185226,-751.6473388671875,936896
2463.14699735,941897,6,4740,135895,200.0,1.3255698680877686,0.00073,21.49184799194336,0.02599531039595604,-756.3463745117188,938896
2445.60255074,943897,6,4750,136187,200.0,5.050469875335693,0.00073,25.821475982666016,0.024669120088219643,-765.8768920898438,940896
2421.5406944099996,945897,6,4760,136479,200.0,2.4323744773864746,0.00073,23.778812408447266,0.025879397988319397,-765.3624877929688,942896
2513.70423978,947897,6,4770,136774,200.0,3.5129666328430176,0.00073,22.477519989013672,0.025574490427970886,-753.0720825195312,944896
2560.39898202,949897,6,4780,137066,200.0,-7.881947040557861,0.00073,20.913467407226562,0.02531309239566326,-760.1373291015625,946896
2454.68172228,951897,6,4790,137362,200.0,-7.555750846862793,0.00073,25.065017700195312,0.02590348571538925,-757.2539672851562,948896
2352.28783685,953897,6,4800,137654,200.0,2.7874398231506348,0.00073,21.1628475189209,0.025286616757512093,-756.5956420898438,950896
2363.3111955,955897,6,4810,137945,200.0,-7.435799598693848,0.00073,23.619224548339844,0.02576635591685772,-762.8050537109375,952896
2363.8398569399997,957897,6,4820,138235,200.0,-7.939259052276611,0.00073,20.0872802734375,0.02579740434885025,-754.2802124023438,954896
2386.53276758,959897,6,4830,138527,200.0,5.034993648529053,0.00073,21.273040771484375,0.02536533772945404,-760.4747314453125,956896
2353.73259834,961897,6,4840,138818,200.0,1.0800050497055054,0.00073,22.8131103515625,0.024545762687921524,-770.4823608398438,958896
2384.3103863099996,963897,6,4850,139110,200.0,-10.29721736907959,0.00073,20.998844146728516,0.025480203330516815,-768.1328735351562,960896
2344.78560665,965897,6,4860,139404,200.0,-15.093947410583496,0.00073,20.874855041503906,0.02626466192305088,-795.9398803710938,962896
2327.00332991,967897,6,4870,139694,200.0,-9.843059539794922,0.00073,20.45914077758789,0.026066768914461136,-785.85107421875,964896
2295.71878188,969897,6,4880,139987,200.0,14.602139472961426,0.00073,26.96292495727539,0.025789882987737656,-756.7010498046875,966896
2297.32595634,971897,6,4890,140282,200.0,1.0767167806625366,0.00073,24.3286190032959,0.02490306831896305,-773.3880004882812,968896
2360.69752772,973883,6,4900,140574,199.86,-3.498422622680664,0.00073,24.61448860168457,0.025946950539946556,-777.1486206054688,970882
2391.67016399,975883,6,4910,140870,199.86,-12.133605003356934,0.00073,25.665485382080078,0.027445850893855095,-769.8046875,972882
2415.26890338,977883,6,4920,141162,199.86,1.6889852285385132,0.00073,22.58658218383789,0.026702553033828735,-760.2350463867188,974882
2455.39755704,979883,6,4930,141458,199.86,6.851987838745117,0.00073,27.574159622192383,0.026593631133437157,-777.9846801757812,976882
2531.27751219,981883,6,4940,141751,199.86,-0.9204748868942261,0.00073,22.095781326293945,0.026424305513501167,-777.1067504882812,978882
2502.3894857299997,983883,6,4950,142046,199.86,-4.628272533416748,0.00073,26.50301170349121,0.026058411225676537,-795.2470703125,980882
2553.3443316099997,985883,6,4960,142348,199.86,3.318000555038452,0.00073,26.071157455444336,0.027257436886429787,-783.8442993164062,982882
2564.2615032500003,987883,6,4970,142642,199.86,6.892245769500732,0.00073,26.731887817382812,0.025310315191745758,-778.8817138671875,984882
2517.9076325500005,989883,6,4980,142937,199.86,5.083702087402344,0.00073,24.003345489501953,0.026324883103370667,-782.62109375,986882
2653.4636288399993,991883,6,4990,143232,199.86,4.999938488006592,0.00073,36.209041595458984,0.02612227015197277,-787.0150756835938,988882
2666.542237999999,993883,6,5000,143525,200.0,-1.2182211875915527,0.00073,18.970298767089844,0.025128142908215523,-796.5516357421875,990882
2613.08306585,995883,6,5010,143821,200.0,2.7611050605773926,0.00073,21.468412399291992,0.025660315528512,-797.1322631835938,992882
2575.59026683,997883,6,5020,144119,200.0,-5.650564193725586,0.00073,21.220712661743164,0.025896914303302765,-781.4901733398438,994882
2556.0563783000002,999883,6,5030,144416,200.0,9.913055419921875,0.00073,26.523571014404297,0.026845496147871017,-783.3174438476562,996882
2510.8570846700004,1001883,6,5040,144711,200.0,-5.565605163574219,0.00073,27.01324462890625,0.026175042614340782,-810.6175537109375,998882
2475.88108032,1003883,6,5050,145004,200.0,-3.526278495788574,0.00073,26.803070068359375,0.02812645584344864,-791.1465454101562,1000882
2452.4607978999998,1005883,6,5060,145300,200.0,-8.108602523803711,0.00073,27.91655731201172,0.027613477781414986,-779.3673095703125,1002882
2424.62728366,1007883,6,5070,145595,200.0,3.097893238067627,0.00073,28.361907958984375,0.02608141489326954,-776.0306396484375,1004882
2465.8384935999998,1009883,6,5080,145892,200.0,-5.6757378578186035,0.00073,23.799739837646484,0.02662927471101284,-813.6092529296875,1006882
2369.0196053399995,1011883,6,5090,146189,200.0,-0.41153430938720703,0.00073,25.723995208740234,0.027585964649915695,-800.7764282226562,1008882
2412.1243854900003,1013883,6,5100,146486,200.0,-12.642154693603516,0.00073,24.504919052124023,0.028083965182304382,-815.2490844726562,1010882
2458.22069646,1015883,6,5110,146774,200.0,-3.1410646438598633,0.00073,20.417770385742188,0.02766784466803074,-817.8084716796875,1012882
2567.62536041,1017883,6,5120,147061,200.0,19.857149124145508,0.00073,28.672039031982422,0.02717634290456772,-769.9514770507812,1014882
2558.63163527,1019883,6,5130,147346,200.0,-9.79974365234375,0.00073,26.426067352294922,0.02752268873155117,-818.9166870117188,1016882
2650.8753781400005,1021883,6,5140,147630,200.0,-2.494579553604126,0.00073,21.411544799804688,0.027326324954628944,-814.172607421875,1018882
2668.0093928700003,1023883,6,5150,147913,200.0,-6.506680011749268,0.00073,20.360855102539062,0.0274235587567091,-807.51611328125,1020882
2670.599529559999,1025883,6,5160,148197,200.0,11.365560531616211,0.00073,27.093341827392578,0.029150594025850296,-804.9476318359375,1022882
2665.48470714,1027883,6,5170,148481,200.0,-3.523602247238159,0.00073,21.297016143798828,0.027275171130895615,-813.5423583984375,1024882
2617.94261068,1029883,6,5180,148769,200.0,-4.276797771453857,0.00073,25.950965881347656,0.02889338880777359,-809.1245727539062,1026882
2659.9792201500004,1031883,6,5190,149054,200.0,-3.210374355316162,0.00073,28.60711669921875,0.028624022379517555,-800.6932373046875,1028882
2630.5791653000006,1033883,6,5200,149341,200.0,4.585877895355225,0.00073,21.210468292236328,0.027985436841845512,-788.6942138671875,1030882
2560.62269641,1035883,6,5210,149630,200.0,9.579706192016602,0.00073,26.56472396850586,0.02706402912735939,-801.4552001953125,1032882
2525.7784632700004,1037883,6,5220,149914,200.0,-2.750438690185547,0.00073,20.319656372070312,0.02733646333217621,-818.115966796875,1034882
2562.7473325,1039883,6,5230,150197,200.0,2.230340003967285,0.00073,24.71599578857422,0.027538500726222992,-808.4927978515625,1036882
2504.7944632,1041883,6,5240,150481,200.0,0.47597551345825195,0.00073,20.466604232788086,0.028192564845085144,-829.4232177734375,1038882
2597.2137190500002,1043883,6,5250,150764,200.0,6.685324668884277,0.00073,30.77755355834961,0.028369871899485588,-816.7530517578125,1040882
2639.75332571,1045883,6,5260,151050,200.0,5.61222505569458,0.00073,25.597179412841797,0.027869155630469322,-838.4864501953125,1042882
2670.99843078,1047883,6,5270,151333,200.0,3.8751819133758545,0.00073,28.976268768310547,0.028389055281877518,-792.4605102539062,1044882
2699.76338902,1049883,6,5280,151624,200.0,3.2857508659362793,0.00073,25.58328628540039,0.02815682254731655,-840.8406372070312,1046882
2664.35169859,1051883,6,5290,151907,200.0,-3.4373514652252197,0.00073,24.283626556396484,0.02856525406241417,-823.779052734375,1048882
2667.0359337400005,1053883,6,5300,152191,200.0,-15.07679557800293,0.00073,25.188678741455078,0.029382720589637756,-819.224365234375,1050882
2672.2802002500002,1055883,6,5310,152470,200.0,1.6310946941375732,0.00073,20.927978515625,0.028557995334267616,-825.8250122070312,1052882
2617.61366188,1057883,6,5320,152756,200.0,0.08950662612915039,0.00073,23.43555450439453,0.028364170342683792,-835.06005859375,1054882
2560.52382559,1059883,6,5330,153043,200.0,1.4317734241485596,0.00073,22.345834732055664,0.028280196711421013,-837.6326904296875,1056882
2552.2553928799994,1061883,6,5340,153329,200.0,-12.347978591918945,0.00073,30.694210052490234,0.029187263920903206,-835.5523071289062,1058882
2481.43578967,1063883,6,5350,153613,200.0,0.703033983707428,0.00073,30.45386505126953,0.029131967574357986,-835.458740234375,1060882
2481.7860072599997,1065883,6,5360,153900,200.0,-4.969935417175293,0.00073,20.33182144165039,0.028918853029608727,-848.5347900390625,1062882
2437.9121703399996,1067883,6,5370,154189,200.0,2.839824914932251,0.00073,28.363021850585938,0.02976926974952221,-806.2831420898438,1064882
2454.2306183,1069883,6,5380,154480,200.0,5.942208290100098,0.00073,28.248836517333984,0.028593307361006737,-828.736083984375,1066882
2486.9907233100002,1071883,6,5390,154775,200.0,-7.626100063323975,0.00073,21.773090362548828,0.028810106217861176,-829.71484375,1068882
2524.9000386999996,1073883,6,5400,155068,200.0,8.564311981201172,0.00073,30.481157302856445,0.028476597741246223,-838.8218383789062,1070882
2579.8355765300003,1075883,6,5410,155360,200.0,2.2478833198547363,0.00073,26.756305694580078,0.02896721288561821,-847.8387451171875,1072882
2620.17110529,1077883,6,5420,155653,200.0,5.2767181396484375,0.00073,26.27860450744629,0.028448089957237244,-820.0022583007812,1074882
2635.4556125000004,1079883,6,5430,155948,200.0,-3.500704288482666,0.00073,24.477312088012695,0.0289385374635458,-833.8954467773438,1076882
2713.8527150600003,1081883,6,5440,156241,200.0,-1.3377580642700195,0.00073,23.66097640991211,0.02908436581492424,-862.66455078125,1078882
2699.47834703,1083883,6,5450,156537,200.0,4.632951736450195,0.00073,23.362659454345703,0.028096724301576614,-836.6294555664062,1080882
2678.9951131899998,1085883,6,5460,156834,200.0,5.145358085632324,0.00073,33.1795654296875,0.02874676324427128,-831.4426879882812,1082882
2717.1180562,1087883,6,5470,157135,200.0,-2.1134145259857178,0.00073,28.66314125061035,0.029137711971998215,-850.1038818359375,1084882
2742.8840456799994,1089883,6,5480,157429,200.0,-5.0084075927734375,0.00073,28.302135467529297,0.028342019766569138,-847.3875732421875,1086882
2674.6541244500004,1091883,6,5490,157724,200.0,-7.995213508605957,0.00073,27.64307403564453,0.02776266075670719,-861.0552978515625,1088882
2616.05718253,1093883,6,5500,158017,200.0,-7.488823890686035,0.00073,21.996173858642578,0.028089549392461777,-867.6327514648438,1090882
2596.42220808,1095883,6,5510,158311,200.0,-0.2537733018398285,0.00073,21.76116943359375,0.028521252796053886,-846.2779541015625,1092882
2637.79676761,1097883,6,5520,158610,200.0,-8.633413314819336,0.00073,18.81790542602539,0.02843148447573185,-867.5031127929688,1094882
2714.89922545,1099883,6,5530,158902,200.0,3.695723056793213,0.00073,24.348346710205078,0.0296291746199131,-836.9514770507812,1096882
2676.4366608699997,1101883,6,5540,159196,200.0,7.062438011169434,0.00073,21.20170783996582,0.028618985787034035,-837.3853759765625,1098882
2711.92141808,1103883,6,5550,159490,200.0,-10.009719848632812,0.00073,22.216190338134766,0.029724985361099243,-861.9182739257812,1100882
2692.42108167,1105883,6,5560,159784,200.0,-0.309411883354187,0.00073,31.758140563964844,0.02875913679599762,-849.8123168945312,1102882
2716.6969263899996,1107883,6,5570,160078,200.0,3.156874179840088,0.00073,33.74239730834961,0.028485288843512535,-843.75390625,1104882
2590.54007152,1109883,6,5580,160370,200.0,3.4120826721191406,0.00073,30.693904876708984,0.027995433658361435,-860.2451782226562,1106882
2662.0897318899997,1111883,6,5590,160663,200.0,0.2311718463897705,0.00073,30.048789978027344,0.028703445568680763,-847.9072265625,1108882
2674.4734557499996,1113883,6,5600,160957,200.0,-5.641824722290039,0.00073,19.310291290283203,0.02954866923391819,-884.903076171875,1110882
2707.92697606,1115883,6,5610,161250,200.0,8.791742324829102,0.00073,18.916553497314453,0.027913682162761688,-847.5795288085938,1112882
2687.5342824500003,1117883,6,5620,161545,200.0,12.14717960357666,0.00073,21.594072341918945,0.0290524922311306,-853.8313598632812,1114882
2630.55462663,1119883,6,5630,161840,200.0,3.4453468322753906,0.00073,21.176864624023438,0.028633544221520424,-834.544921875,1116882
2601.16757582,1121883,6,5640,162135,200.0,4.625089645385742,0.00073,22.662839889526367,0.0284308809787035,-837.7769165039062,1118882
2626.16868407,1123883,6,5650,162427,200.0,6.244351387023926,0.00073,24.131118774414062,0.029937636107206345,-860.0867919921875,1120882
2671.2728966899995,1125883,6,5660,162720,200.0,-9.433625221252441,0.00073,18.33560562133789,0.02856801263988018,-878.037109375,1122882
2683.95333498,1127883,6,5670,163012,200.0,10.955497741699219,0.00073,28.791648864746094,0.028426142409443855,-858.6239624023438,1124882
2810.4278119200003,1129883,6,5680,163304,200.0,-1.2128549814224243,0.00073,24.35641098022461,0.030361678451299667,-878.3275146484375,1126882
2868.409635729999,1131883,6,5690,163596,200.0,2.7812118530273438,0.00073,27.520755767822266,0.029538067057728767,-834.95068359375,1128882
2935.196200869999,1133883,6,5700,163891,200.0,7.9442219734191895,0.00073,20.284589767456055,0.029782665893435478,-858.5076904296875,1130882
2861.608090620001,1135883,6,5710,164188,200.0,1.7719354629516602,0.00073,25.661521911621094,0.02758949063718319,-854.3782958984375,1132882
2820.1371888900003,1137883,6,5720,164487,200.0,-4.008523464202881,0.00073,15.524980545043945,0.029652241617441177,-870.1051635742188,1134882
2868.48898529,1139883,6,5730,164786,200.0,-1.419905662536621,0.00073,30.4669189453125,0.030163981020450592,-870.2645263671875,1136882
2953.1610629299994,1141883,6,5740,165093,200.0,13.614017486572266,0.00073,29.643173217773438,0.029676882550120354,-874.1358642578125,1138882
2979.1898936100006,1143883,6,5750,165388,200.0,2.6992249488830566,0.00073,21.673494338989258,0.029623432084918022,-893.919921875,1140882
2943.4404069400002,1145883,6,5760,165683,200.0,-4.1964945793151855,0.00073,21.113204956054688,0.02985968627035618,-896.4680786132812,1142882
2907.0275330800005,1147883,6,5770,165980,200.0,-6.7782697677612305,0.00073,27.56666374206543,0.0283721461892128,-886.336181640625,1144882
2937.48720511,1149883,6,5780,166275,200.0,5.630092620849609,0.00073,37.304439544677734,0.028776051476597786,-868.5284423828125,1146882
2913.93368297,1151883,6,5790,166575,200.0,-2.86647891998291,0.00073,23.912744522094727,0.029585987329483032,-880.202880859375,1148882
2889.19311383,1153883,6,5800,166879,200.0,0.022195100784301758,0.00073,31.542133331298828,0.028225062415003777,-892.5846557617188,1150882
2938.2467843499994,1155883,6,5810,167175,200.0,0.2622413635253906,0.00073,24.60132598876953,0.029149655252695084,-895.3908081054688,1152882
2974.1246540399998,1157883,6,5820,167468,200.0,-8.291611671447754,0.00073,21.577892303466797,0.028938399627804756,-904.2576904296875,1154882
2893.1909639199985,1159883,6,5830,167760,200.0,6.520339012145996,0.00073,31.690288543701172,0.030589107424020767,-883.0100708007812,1156882
2858.653541219999,1161883,6,5840,168049,200.0,-0.8072946071624756,0.00073,31.155746459960938,0.029036421328783035,-900.9241943359375,1158882
2855.07497428,1163883,6,5850,168339,200.0,5.347117900848389,0.00073,33.73632049560547,0.030141789466142654,-869.9514770507812,1160882
2874.48104615,1165883,6,5860,168626,200.0,-2.757986068725586,0.00073,25.71597671508789,0.02940209023654461,-889.3453369140625,1162882
2882.66200144,1167883,6,5870,168913,200.0,-0.8418432474136353,0.00073,32.00433349609375,0.030268361791968346,-883.9844360351562,1164882
2859.096651580001,1169883,6,5880,169203,200.0,-0.8547875881195068,0.00073,25.89659881591797,0.029960492625832558,-896.6587524414062,1166882
2829.1367034099994,1171883,6,5890,169492,200.0,-7.313570499420166,0.00073,17.347850799560547,0.029112491756677628,-906.7523803710938,1168882
2720.98299756,1173883,6,5900,169779,200.0,-3.7721800804138184,0.00073,20.29356575012207,0.03079252503812313,-932.1217651367188,1170882
2695.7449052299994,1175883,6,5910,170068,200.0,0.4106111526489258,0.00073,20.396211624145508,0.03023078665137291,-895.7099609375,1172882
2739.999235620001,1177883,6,5920,170356,200.0,7.7704925537109375,0.00073,25.327213287353516,0.03054848313331604,-903.9015502929688,1174882
2833.8052910199995,1179883,6,5930,170645,200.0,9.516183853149414,0.00073,20.983448028564453,0.02964255027472973,-892.417724609375,1176882
2842.19329449,1181883,6,5940,170933,200.0,-4.035975933074951,0.00073,23.301395416259766,0.030160723254084587,-896.10009765625,1178882
2841.0304853,1183883,6,5950,171222,200.0,-3.4959492683410645,0.00073,18.96901512145996,0.029662324115633965,-946.7942504882812,1180882
2866.57368089,1185883,6,5960,171513,200.0,-5.991528511047363,0.00073,20.85620880126953,0.030871856957674026,-891.8018798828125,1182882
2794.41746923,1187883,6,5970,171805,200.0,8.756035804748535,0.00073,24.432594299316406,0.03041025996208191,-902.8502807617188,1184882
2779.592059140001,1189883,6,5980,172092,200.0,3.7617597579956055,0.00073,32.81298828125,0.03008652664721012,-864.9453125,1186882
2830.64423471,1191883,6,5990,172382,200.0,-15.425346374511719,0.00073,20.763906478881836,0.03178001567721367,-935.3572998046875,1188882
2967.7741801500006,1193883,6,6000,172671,200.0,8.954582214355469,0.00073,24.469661712646484,0.0314418189227581,-904.7328491210938,1190882
2983.2088527899996,1195883,6,6010,172961,200.0,-14.582592010498047,0.00073,36.655975341796875,0.03045509196817875,-934.3195190429688,1192882
2922.6968848599995,1197883,6,6020,173246,200.0,-1.923896074295044,0.00073,22.587520599365234,0.030849909409880638,-894.544921875,1194882
2838.1330130099996,1199883,6,6030,173533,200.0,2.3335120677948,0.00073,26.810836791992188,0.031413063406944275,-918.5435791015625,1196882
2818.5750409799994,1201883,6,6040,173823,200.0,-2.3321046829223633,0.00073,19.55032730102539,0.02990843541920185,-911.9421997070312,1198882
2765.01189959,1203883,6,6050,174112,200.0,3.0714592933654785,0.00073,26.0941162109375,0.03082575649023056,-934.0960083007812,1200882
2830.4139252200002,1205883,6,6060,174400,200.0,-7.397412300109863,0.00073,34.731285095214844,0.029939034953713417,-899.8206787109375,1202882
2939.4315272599993,1207883,6,6070,174689,200.0,-5.4405364990234375,0.00073,21.03437042236328,0.03011748008430004,-922.186279296875,1204882
2935.3976448099997,1209883,6,6080,174977,200.0,6.945140838623047,0.00073,22.590965270996094,0.030067529529333115,-936.785400390625,1206882
2958.0470597599992,1211883,6,6090,175265,200.0,5.23984432220459,0.00073,25.794483184814453,0.03020567074418068,-909.3032836914062,1208882
2935.12409597,1213883,6,6100,175561,200.0,-3.3181569576263428,0.00073,24.698482513427734,0.030273694545030594,-951.5313720703125,1210882
2896.576217560001,1215883,6,6110,175852,200.0,1.498605728149414,0.00073,21.871204376220703,0.029111338779330254,-935.4971313476562,1212882
2992.4033609599996,1217883,6,6120,176150,200.0,-6.446376800537109,0.00073,23.379432678222656,0.027784399688243866,-922.711181640625,1214882
3043.0128233,1219883,6,6130,176439,200.0,-2.0041286945343018,0.00073,27.543479919433594,0.030054915696382523,-947.4727783203125,1216882
3091.9049266799993,1221883,6,6140,176729,200.0,17.32832908630371,0.00073,28.757396697998047,0.0302190613001585,-909.22314453125,1218882
3082.3110859099997,1223883,6,6150,177017,200.0,-9.314687728881836,0.00073,26.191776275634766,0.029106251895427704,-972.1155395507812,1220882
3008.90922707,1225883,6,6160,177307,200.0,0.5555988550186157,0.00073,24.25444793701172,0.030054492875933647,-902.3406372070312,1222882
2919.1884413700004,1227883,6,6170,177606,200.0,12.778310775756836,0.00073,33.749305725097656,0.0290744099766016,-921.4016723632812,1224882
2909.47258593,1229883,6,6180,177898,200.0,2.34033203125,0.00073,24.963993072509766,0.029898233711719513,-931.1593627929688,1226882
2892.352121330001,1231883,6,6190,178188,200.0,-0.11629140377044678,0.00073,22.99233055114746,0.029568569734692574,-976.7844848632812,1228882
2888.5374170200002,1233883,6,6200,178475,200.0,6.627134323120117,0.00073,17.76108741760254,0.029467791318893433,-949.3145751953125,1230882
3006.8229211499997,1235883,6,6210,178764,200.0,6.099399089813232,0.00073,26.832929611206055,0.02952432446181774,-938.518798828125,1232882
2944.4198082499997,1237883,6,6220,179064,200.0,6.191545009613037,0.00073,21.46438217163086,0.029341578483581543,-930.1609497070312,1234882
2917.4223751499994,1239883,6,6230,179364,200.0,0.02894008159637451,0.00073,26.712993621826172,0.03040345199406147,-907.4807739257812,1236882
2840.9716554,1241883,6,6240,179658,200.0,5.035421371459961,0.00073,32.64781188964844,0.030680829659104347,-938.2098999023438,1238882
