time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,train/ent_coef_loss,train/actor_loss
396000,58967,3960,100.0,6,770.21512592,0.16124044358730316,0.012029486708343029,0.00073,392999,-3.388371467590332,-397.59197998046875
397000,59120,3970,100.0,6,755.74801497,0.7100300788879395,0.01642540842294693,0.00073,393999,3.8415708541870117,-397.6278076171875
398000,59272,3980,100.0,6,745.0127202199999,0.4138655662536621,0.02075800485908985,0.00073,394999,-4.279796123504639,-395.9954528808594
399000,59426,3990,100.0,6,744.15875418,0.49138545989990234,0.012080577202141285,0.00073,395999,-0.6809840202331543,-394.7502746582031
400000,59577,4000,100.0,6,743.7902027200001,0.43894627690315247,0.01908649317920208,0.00073,396999,3.744750738143921,-396.143798828125
401000,59728,4010,100.0,6,743.2220676400002,0.19126905500888824,0.014576398767530918,0.00073,397999,-3.0815744400024414,-396.94085693359375
402000,59882,4020,100.0,6,743.0237692300001,1.0090065002441406,0.011311800219118595,0.00073,398999,2.6953091621398926,-396.60748291015625
403000,60037,4030,100.0,6,742.6662288599999,0.2942312955856323,0.009901633486151695,0.00073,399999,2.1233439445495605,-397.06842041015625
404000,60190,4040,100.0,6,742.5503328399999,0.16910231113433838,0.012948108837008476,0.00073,400999,-1.509992241859436,-397.03265380859375
405000,60343,4050,100.0,6,742.4791856499997,0.14554715156555176,0.00780521659180522,0.00073,401999,-0.4494166076183319,-396.5646057128906
406000,60495,4060,100.0,6,743.1625218099999,0.11800587177276611,0.008958809077739716,0.00073,402999,-0.03626745939254761,-397.0711669921875
407000,60648,4070,100.0,6,757.4680053499999,0.42607444524765015,0.009465272538363934,0.00073,403999,1.0796221494674683,-395.5101623535156
408000,60801,4080,100.0,6,767.99934093,0.8574994802474976,0.008533576503396034,0.00073,404999,2.132028579711914,-396.5635070800781
409000,60955,4090,100.0,6,768.7323168599999,0.07343913614749908,0.009309906512498856,0.00073,405999,0.3998868465423584,-397.06939697265625
410000,61108,4100,100.0,6,769.2214116600001,0.28489798307418823,0.008543437346816063,0.00073,406999,-2.276594877243042,-395.94970703125
411000,61261,4110,100.0,6,769.83167709,0.11461889743804932,0.007878904230892658,0.00073,407999,-2.5295186042785645,-397.3698425292969
412000,61417,4120,100.0,6,769.91586373,0.2225084751844406,0.008717705495655537,0.00073,408999,2.3165483474731445,-395.6087341308594
413000,61575,4130,100.0,6,770.1982802099999,0.22490298748016357,0.00772977015003562,0.00073,409999,0.2767050266265869,-396.4746398925781
414000,61726,4140,100.0,6,770.3591115700001,0.13640713691711426,0.008145102299749851,0.00073,410999,-2.4959442615509033,-396.6017761230469
415000,61880,4150,100.0,6,770.5219192699999,0.06308199465274811,0.008238465525209904,0.00073,411999,-2.469971179962158,-396.2929992675781
416000,62037,4160,100.0,6,770.64723916,0.2672005891799927,0.009416652843356133,0.00073,412999,0.8998540043830872,-396.6867980957031
417000,62191,4170,100.0,6,770.7295526600001,0.1547367125749588,0.00737869692966342,0.00073,413999,-3.970865488052368,-397.5313720703125
418000,62346,4180,100.0,6,770.9345386200001,0.24265450239181519,0.008022602647542953,0.00073,414999,4.196880340576172,-396.1943359375
419000,62501,4190,100.0,6,771.0562126100001,0.09032964706420898,0.00858977995812893,0.00073,415999,-2.3301873207092285,-397.0263366699219
420000,62652,4200,100.0,6,771.0138848199998,0.15244519710540771,0.007763558067381382,0.00073,416999,2.9748167991638184,-396.1139221191406
421000,62803,4210,100.0,6,771.01183802,0.8825883865356445,0.0073429797776043415,0.00073,417999,0.3778345286846161,-395.8729553222656
422000,62957,4220,100.0,6,771.1295149499998,0.10904767364263535,0.007973261177539825,0.00073,418999,0.8970429301261902,-397.58953857421875
423000,63112,4230,100.0,6,771.2875493199999,0.37291231751441956,0.0071475873701274395,0.00073,419999,-1.9848631620407104,-396.6678466796875
424000,63269,4240,100.0,6,771.3278395000001,0.20586280524730682,0.006164779420942068,0.00073,420999,-2.974100112915039,-397.0967712402344
425000,63428,4250,100.0,6,771.28628254,0.5801533460617065,0.007190334610641003,0.00073,421999,1.3629114627838135,-396.40948486328125
426000,63587,4260,100.0,6,771.2859540999998,0.34716060757637024,0.00767296738922596,0.00073,422999,1.9828001260757446,-396.7567138671875
427000,63742,4270,100.0,6,771.3248825099998,0.13717466592788696,0.006282343994826078,0.00073,423999,-4.057994842529297,-397.9384765625
428000,63898,4280,100.0,6,771.2390666599999,0.3493063449859619,0.010266805998980999,0.00073,424999,0.007792651653289795,-396.4683532714844
429000,64053,4290,100.0,6,771.1997149399999,0.133379265666008,0.006642037071287632,0.00073,425999,1.4065473079681396,-397.5672912597656
430000,64209,4300,100.0,6,771.2386570999998,0.1237366572022438,0.006781183183193207,0.00073,426999,2.2949373722076416,-396.65960693359375
431000,64366,4310,100.0,6,771.11746211,0.24840566515922546,0.006808717269450426,0.00073,427999,1.3614131212234497,-396.6638488769531
432000,64522,4320,100.0,6,771.11780563,0.1079743281006813,0.007199309300631285,0.00073,428999,2.00174617767334,-397.028076171875
433000,64677,4330,100.0,6,771.0788414499999,0.2919979393482208,0.006875160615891218,0.00073,429999,-1.256786823272705,-396.909423828125
434000,64832,4340,100.0,6,771.0365031799998,0.07181906700134277,0.00819660909473896,0.00073,430999,-4.014081954956055,-397.4503479003906
435000,64994,4350,100.0,6,771.0367731099999,0.25712907314300537,0.0062633114866912365,0.00073,431999,0.6968671083450317,-396.7581787109375
436000,65153,4360,100.0,6,771.03542545,0.11203321069478989,0.007141945417970419,0.00073,432999,-1.7722243070602417,-396.9595947265625
437000,65312,4370,100.0,6,771.0748312599998,0.18587633967399597,0.010646329261362553,0.00073,433999,0.5838316679000854,-396.14501953125
438000,65472,4380,100.0,6,771.1593092200002,0.5235142707824707,0.008193127810955048,0.00073,434999,-0.0022892355918884277,-396.2623596191406
439000,65632,4390,100.0,6,771.1989196700001,0.22237294912338257,0.0075791929848492146,0.00073,435999,-1.4213734865188599,-396.5120544433594
440000,65790,4400,100.0,6,771.1624923000002,0.3455418348312378,0.007771143689751625,0.00073,436999,1.6755340099334717,-396.31732177734375
441000,65949,4410,100.0,6,771.2818398100001,0.18843895196914673,0.007674676366150379,0.00073,437999,1.0444637537002563,-396.098388671875
442000,66108,4420,100.0,6,771.28312767,0.14770054817199707,0.008774925023317337,0.00073,438999,1.0658413171768188,-397.54071044921875
443000,66267,4430,100.0,6,771.1992227100001,0.10693090409040451,0.006898245774209499,0.00073,439999,-5.286771297454834,-398.1263732910156
444000,66427,4440,100.0,6,771.2425005699998,0.2970929443836212,0.008638883009552956,0.00073,440999,-2.417686700820923,-397.0202941894531
445000,66585,4450,100.0,6,771.2035627299999,0.06151934713125229,0.0074135554023087025,0.00073,441999,1.4834284782409668,-396.65496826171875
446000,66744,4460,100.0,6,771.2046076400001,0.15958598256111145,0.006163080222904682,0.00073,442999,-2.471703290939331,-397.1527099609375
447000,66905,4470,100.0,6,771.2084031999999,0.27458593249320984,0.0071111880242824554,0.00073,443999,2.7973551750183105,-396.1045227050781
448000,67062,4480,100.0,6,771.2096506999999,0.1159740537405014,0.007923104800283909,0.00073,444999,-2.4814701080322266,-397.0372314453125
449000,67215,4490,100.0,6,771.1699799200001,0.06251978874206543,0.0056005483493208885,0.00073,445999,-2.524148941040039,-397.3726501464844
450000,67371,4500,100.0,6,771.0892719599999,0.28569918870925903,0.007497285958379507,0.00073,446999,1.5055885314941406,-396.9177551269531
451000,67525,4510,100.0,6,771.09162054,0.24892376363277435,0.006969184149056673,0.00073,447999,1.3116153478622437,-396.9068298339844
452000,67680,4520,100.0,6,770.9315826600001,0.09970703721046448,0.007843690924346447,0.00073,448999,-3.0555858612060547,-397.1883544921875
453000,67836,4530,100.0,6,771.0541433000002,0.15023112297058105,0.007408657111227512,0.00073,449999,-0.8891834020614624,-397.5444641113281
454000,67989,4540,100.0,6,771.0509721799999,0.09363910555839539,0.007997062057256699,0.00073,450999,0.7666670083999634,-397.3485412597656
455000,68141,4550,100.0,6,771.08917125,0.1488804966211319,0.007699528243392706,0.00073,451999,-1.8656097650527954,-397.0399169921875
456000,68295,4560,100.0,6,771.04968248,0.09966272115707397,0.007192655932158232,0.00073,452999,-1.8123819828033447,-397.0216979980469
457000,68451,4570,100.0,6,771.04755472,0.08879189193248749,0.0067318580113351345,0.00073,453999,2.287644863128662,-397.08880615234375
458000,68613,4580,100.0,6,771.0462934000002,0.1210135668516159,0.008236922323703766,0.00073,454999,0.10028225183486938,-395.4230651855469
459000,68774,4590,100.0,6,771.0856248799998,0.23157384991645813,0.006613543257117271,0.00073,455999,0.8707664012908936,-396.0648498535156
460000,68936,4600,100.0,6,771.0817934900001,0.22581225633621216,0.008819415234029293,0.00073,456999,-2.6245555877685547,-397.522705078125
461000,69097,4610,100.0,6,771.0392522000001,0.0993766337633133,0.007678871043026447,0.00073,457999,1.9100046157836914,-396.339111328125
462000,69256,4620,100.0,6,771.1996462500001,0.06623914837837219,0.006530418060719967,0.00073,458999,-5.627013206481934,-398.0579833984375
463000,69413,4630,100.0,6,771.1192479399998,0.14579468965530396,0.0067583187483251095,0.00073,459999,-2.1604998111724854,-397.2602233886719
464000,69574,4640,100.0,6,771.12194645,0.1903942972421646,0.0058863903395831585,0.00073,460999,-1.1937105655670166,-396.7508544921875
465000,69729,4650,100.0,6,771.1234722700001,0.17168737947940826,0.006500775460153818,0.00073,461999,1.9717484712600708,-396.7305908203125
466000,69888,4660,100.0,6,771.1244846299998,0.11492954939603806,0.007084663491696119,0.00073,462999,-0.8115683197975159,-397.13031005859375
467000,70043,4670,100.0,6,771.0849577199999,0.08481112122535706,0.0055296411737799644,0.00073,463999,0.39730751514434814,-396.77099609375
468000,70202,4680,100.0,6,771.0853425099999,0.2215292751789093,0.006694373674690723,0.00073,464999,2.3506908416748047,-396.9190979003906
469000,70364,4690,100.0,6,771.08579405,0.10372790694236755,0.0066184899769723415,0.00073,465999,-1.227500557899475,-397.4396667480469
470000,70525,4700,100.0,6,771.2088425599999,0.08372047543525696,0.006397186312824488,0.00073,466999,0.6658350825309753,-397.3108825683594
471000,70686,4710,100.0,6,771.17093456,0.17580294609069824,0.006046152673661709,0.00073,467999,5.002554893493652,-396.81427001953125
472000,70848,4720,100.0,6,771.1704236399997,0.16686514019966125,0.006579295732080936,0.00073,468999,-1.8033998012542725,-397.9810485839844
473000,71010,4730,100.0,6,771.25072461,0.11515119671821594,0.007294405251741409,0.00073,469999,-1.365813970565796,-397.0111083984375
474000,71171,4740,100.0,6,771.2478339300001,0.2293722927570343,0.006629140116274357,0.00073,470999,2.031228542327881,-396.1975402832031
475000,71332,4750,100.0,6,771.16593456,0.18365933001041412,0.0065193478949368,0.00073,471999,-2.1046152114868164,-397.17327880859375
476000,71493,4760,100.0,6,771.20186584,0.0910654366016388,0.0070229265838861465,0.00073,472999,-1.2080587148666382,-397.6997985839844
477000,71653,4770,100.0,6,771.2414124899999,0.061020590364933014,0.006863502785563469,0.00073,473999,-2.8946800231933594,-397.50946044921875
478000,71820,4780,100.0,6,771.2413832899999,0.13425025343894958,0.0068427096121013165,0.00073,474999,-1.6112959384918213,-397.2371826171875
479000,71985,4790,100.0,6,771.2404236300004,0.065047487616539,0.00571260554715991,0.00073,475999,-0.17424330115318298,-397.1163635253906
480000,72148,4800,100.0,6,771.24252888,0.25782638788223267,0.005260899662971497,0.00073,476999,0.3138595223426819,-396.3416748046875
481000,72306,4810,100.0,6,771.2842583300002,0.12973763048648834,0.0063730389811098576,0.00073,477999,-0.6338000893592834,-396.67486572265625
482000,72461,4820,100.0,6,771.2845151199997,0.06093500927090645,0.005353487096726894,0.00073,478999,0.335497111082077,-397.6939697265625
483000,72616,4830,100.0,6,771.24441727,0.1450871378183365,0.006614627782255411,0.00073,479999,2.496901035308838,-395.9642333984375
484000,72771,4840,100.0,6,771.2461222500001,0.2810240387916565,0.0066812955774366856,0.00073,480999,-2.5404770374298096,-397.1055603027344
485000,72927,4850,100.0,6,771.32874788,0.4332210421562195,0.005545868072658777,0.00073,481999,1.2378627061843872,-396.8958740234375
486000,73082,4860,100.0,6,771.3313050200002,0.14181183278560638,0.005956064444035292,0.00073,482999,-3.1315553188323975,-397.2122497558594
487000,73237,4870,100.0,6,771.33233289,0.10316981375217438,0.006363361608237028,0.00073,483999,1.6446372270584106,-397.2051086425781
488000,73392,4880,100.0,6,771.3337399,0.09624753892421722,0.007437373511493206,0.00073,484999,0.005627691745758057,-397.1904296875
489000,73545,4890,100.0,6,771.2944163899999,0.1461486667394638,0.005451736506074667,0.00073,485999,2.350249767303467,-397.0198974609375
490000,73702,4900,100.0,6,771.25330354,0.10760297626256943,0.006487880367785692,0.00073,486999,0.6191774606704712,-397.31689453125
491000,73862,4910,100.0,6,771.29339643,0.1623142957687378,0.0058799018152058125,0.00073,487999,-1.067291259765625,-397.50030517578125
492000,74025,4920,100.0,6,771.2946124300001,0.07968852669000626,0.005956646520644426,0.00073,488999,4.658670902252197,-396.6751708984375
493000,74191,4930,100.0,6,771.3359354500001,0.18872152268886566,0.006439629476517439,0.00073,489999,-0.9535989761352539,-397.10858154296875
494000,74362,4940,100.0,6,771.3361508600001,0.20078492164611816,0.007142289541661739,0.00073,490999,-1.9427969455718994,-396.8634338378906
495000,74522,4950,100.0,6,771.2947752900001,0.28230053186416626,0.006348756141960621,0.00073,491999,-0.41747820377349854,-397.096435546875
496000,74683,4960,100.0,6,771.2131674699999,0.2013837695121765,0.006939912214875221,0.00073,492999,5.346848011016846,-396.836669921875
497000,74868,4970,100.0,6,771.1681179200001,0.18768228590488434,0.0070064133033156395,0.00073,493999,-2.2276031970977783,-397.0237731933594
498000,75077,4980,100.0,6,771.04518897,0.6985172629356384,0.006946715991944075,0.00073,494999,0.9440520405769348,-396.809814453125
499000,75241,4990,100.0,6,771.08478642,0.23081225156784058,0.005661572329699993,0.00073,495999,-2.792773723602295,-396.8848876953125
500000,75406,5000,100.0,6,771.0835669899998,0.04340631514787674,0.006336341146379709,0.00073,496999,-0.17278900742530823,-397.14306640625
501000,75574,5010,100.0,6,771.0813364700001,0.28608644008636475,0.006303207483142614,0.00073,497999,0.3054705262184143,-396.70391845703125
502000,75737,5020,100.0,6,771.1204750199998,0.06659667938947678,0.005906031932681799,0.00073,498999,-3.594951629638672,-397.6041259765625
503000,75900,5030,100.0,6,771.0800664000001,0.06783732771873474,0.005784716457128525,0.00073,499999,1.5389084815979004,-397.0727844238281
504000,76060,5040,100.0,6,771.0408287599998,0.08268427848815918,0.006025269627571106,0.00073,500999,0.22181051969528198,-396.6739807128906
505000,76221,5050,100.0,6,771.0405724200001,0.3572165369987488,0.00596912857145071,0.00073,501999,0.7558586597442627,-397.2119445800781
506000,76382,5060,100.0,6,771.0803885200002,0.23110166192054749,0.007824086584150791,0.00073,502999,1.9434070587158203,-397.003662109375
507000,76544,5070,100.0,6,771.0425478499998,0.34644025564193726,0.00648043816909194,0.00073,503999,-1.0643197298049927,-396.1485290527344
508000,76717,5080,100.0,6,771.1234059800001,0.03135886415839195,0.005715834442526102,0.00073,504999,-3.4028799533843994,-397.91082763671875
509000,76886,5090,100.0,6,771.1244820500001,0.20931822061538696,0.005360575392842293,0.00073,505999,0.08054959774017334,-396.7751770019531
510000,77051,5100,100.0,6,771.1256150300001,0.18422816693782806,0.006238512694835663,0.00073,506999,1.2607033252716064,-396.7849426269531
511000,77215,5110,100.0,6,771.1276107899998,0.12291345000267029,0.005734655074775219,0.00073,507999,-2.285891532897949,-397.2488098144531
512000,77380,5120,100.0,6,771.0076372899998,0.26942217350006104,0.004973521921783686,0.00073,508999,-0.478578120470047,-397.25274658203125
513000,77542,5130,100.0,6,771.04635357,0.25990062952041626,0.0059220921248197556,0.00073,509999,0.1702016294002533,-397.0109558105469
514000,77705,5140,100.0,6,771.08597565,0.08873173594474792,0.00729001360014081,0.00073,510999,-2.181401014328003,-397.23046875
515000,77879,5150,100.0,6,771.1268901700001,0.33098047971725464,0.005931240040808916,0.00073,511999,2.0984344482421875,-395.8058166503906
516000,78037,5160,100.0,6,771.16587464,0.32351547479629517,0.0053743962198495865,0.00073,512999,-0.9604834318161011,-396.6369323730469
517000,78195,5170,100.0,6,771.20732041,0.20535418391227722,0.0063169850036501884,0.00073,513999,3.576122283935547,-396.08685302734375
518000,78352,5180,100.0,6,771.2876424500001,0.16848154366016388,0.0057685584761202335,0.00073,514999,-1.4571714401245117,-397.2113342285156
519000,78509,5190,100.0,6,771.2467133599998,0.22688555717468262,0.0060858288779854774,0.00073,515999,-1.107675313949585,-397.0701599121094
520000,78669,5200,100.0,6,771.2872384400001,0.3677103817462921,0.005858265794813633,0.00073,516999,-1.4489812850952148,-397.38720703125
521000,78825,5210,100.0,6,771.2860354700001,0.1732497215270996,0.006288011558353901,0.00073,517999,3.505263566970825,-395.98260498046875
522000,78981,5220,100.0,6,771.3658580499998,0.14197292923927307,0.006694054696708918,0.00073,518999,2.5390024185180664,-396.68817138671875
523000,79135,5230,100.0,6,771.36625385,0.8652674555778503,0.00628633564338088,0.00073,519999,0.41982153058052063,-395.85235595703125
524000,79291,5240,100.0,6,771.2845481799999,0.4131903648376465,0.0063527231104671955,0.00073,520999,7.068039894104004,-395.17962646484375
525000,79452,5250,100.0,6,771.2828996399999,0.20428109169006348,0.006008356809616089,0.00073,521999,0.7468855977058411,-396.3815002441406
526000,79612,5260,100.0,6,771.28372413,0.29510074853897095,0.006828094832599163,0.00073,522999,2.3633370399475098,-396.1893310546875
527000,79775,5270,100.0,6,771.32657517,0.1033216044306755,0.005410437937825918,0.00073,523999,3.1633267402648926,-396.55291748046875
528000,79943,5280,100.0,6,771.24690202,0.08302135765552521,0.005889869295060635,0.00073,524999,-1.4094793796539307,-397.9771423339844
529000,80109,5290,100.0,6,771.28823088,0.21119041740894318,0.005324761848896742,0.00073,525999,3.6631596088409424,-396.8730163574219
530000,80277,5300,100.0,6,771.2479310099999,0.2352278232574463,0.006212733220309019,0.00073,526999,0.7079234719276428,-397.13714599609375
531000,80446,5310,100.0,6,771.20950109,0.28063029050827026,0.0064704217948019505,0.00073,527999,5.236275672912598,-396.2419128417969
532000,80615,5320,100.0,6,771.20971237,0.2192777395248413,0.006578903645277023,0.00073,528999,0.8761177062988281,-397.0349426269531
533000,80786,5330,100.0,6,771.16663697,0.12923398613929749,0.005628893151879311,0.00073,529999,4.271817207336426,-396.86016845703125
534000,80954,5340,100.0,6,771.24858505,0.1463923156261444,0.006163512356579304,0.00073,530999,-0.6708081960678101,-397.014404296875
535000,81120,5350,100.0,6,771.1696605199999,0.09971122443675995,0.005640973336994648,0.00073,531999,1.202362298965454,-396.4862060546875
536000,81292,5360,100.0,6,771.1704599099999,0.18361026048660278,0.0058354404754936695,0.00073,532999,1.6616077423095703,-397.1760559082031
537000,81464,5370,100.0,6,771.0884635899998,0.12512846291065216,0.004969420842826366,0.00073,533999,-2.3266642093658447,-398.1903991699219
538000,81631,5380,100.0,6,771.08890268,0.11305543780326843,0.00643529836088419,0.00073,534999,-0.13267433643341064,-396.3248291015625
539000,81800,5390,100.0,6,771.0890256199999,0.23467054963111877,0.006782903335988522,0.00073,535999,-0.6086093783378601,-397.3327941894531
540000,81969,5400,100.0,6,771.04844918,0.11366954445838928,0.004928339272737503,0.00073,536999,3.6319451332092285,-397.8357849121094
541000,82135,5410,100.0,6,771.04750082,0.21450746059417725,0.006452505476772785,0.00073,537999,-0.7690157890319824,-397.5583190917969
542000,82300,5420,100.0,6,771.0464635100001,0.2897840440273285,0.005464476533234119,0.00073,538999,2.88859224319458,-397.28375244140625
543000,82466,5430,100.0,6,771.05034458,0.05777660384774208,0.006501525640487671,0.00073,539999,-0.5434468984603882,-397.1943359375
544000,82631,5440,100.0,6,770.9695495000001,0.06676407158374786,0.006295962259173393,0.00073,540999,-4.250362396240234,-398.0009460449219
545000,82799,5450,100.0,6,771.0111232300001,0.0902504175901413,0.00618473906069994,0.00073,541999,-1.1031851768493652,-397.50274658203125
546000,82963,5460,100.0,6,770.9320740900001,0.2605534493923187,0.006683921441435814,0.00073,542999,0.0053009092807769775,-396.8839416503906
547000,83128,5470,100.0,6,770.9720986499998,0.13050761818885803,0.005213108845055103,0.00073,543999,-1.084415316581726,-397.36077880859375
548000,83292,5480,100.0,6,770.9713863499998,0.10766097903251648,0.0062372125685215,0.00073,544999,2.2627511024475098,-397.6083984375
549000,83453,5490,100.0,6,770.9303493399999,0.17814579606056213,0.005135236773639917,0.00073,545999,0.2971622943878174,-397.0405578613281
550000,83614,5500,100.0,6,771.0116495699999,0.2180258184671402,0.005781638901680708,0.00073,546999,-0.49205029010772705,-397.207275390625
551000,83776,5510,100.0,6,771.01284618,0.2709818184375763,0.005866806022822857,0.00073,547999,2.439572811126709,-397.1981201171875
552000,83936,5520,100.0,6,771.05403139,0.019770950078964233,0.005004622507840395,0.00073,548999,1.2253426313400269,-397.56024169921875
553000,84096,5530,100.0,6,771.0920910599999,0.09190861880779266,0.0055133625864982605,0.00073,549999,0.31467142701148987,-397.9182434082031
554000,84258,5540,100.0,6,771.17425076,0.4706430435180664,0.006787730846554041,0.00073,550999,0.8214426040649414,-397.0312194824219
555000,84420,5550,100.0,6,771.1736410399999,0.09630662202835083,0.006718790158629417,0.00073,551999,0.7874128818511963,-397.7510070800781
556000,84588,5560,100.0,6,771.2128768899998,0.14088387787342072,0.005225395783782005,0.00073,552999,1.040574073791504,-396.49554443359375
557000,84757,5570,100.0,6,771.2517243199999,0.19629864394664764,0.005734873469918966,0.00073,553999,-0.07656660676002502,-396.9571533203125
558000,84923,5580,100.0,6,771.2496844,0.1968989372253418,0.005556954070925713,0.00073,554999,1.7064344882965088,-397.0509033203125
559000,85092,5590,100.0,6,771.28916396,0.22242099046707153,0.005760749336332083,0.00073,555999,-0.7509755492210388,-397.2600402832031
560000,85265,5600,100.0,6,771.2891337200001,0.08365204185247421,0.004765532910823822,0.00073,556999,1.7438828945159912,-397.16143798828125
561000,85431,5610,100.0,6,771.1271767700001,0.14340171217918396,0.005138283595442772,0.00073,557999,4.053002834320068,-397.58221435546875
562000,85596,5620,100.0,6,771.08623092,0.10462608933448792,0.0062616304494440556,0.00073,558999,-2.7889962196350098,-397.86175537109375
563000,85763,5630,100.0,6,771.0890649600001,0.17564663290977478,0.005008002743124962,0.00073,559999,0.319624125957489,-397.4515380859375
564000,85936,5640,100.0,6,771.0485603699999,0.16074739396572113,0.005382926668971777,0.00073,560999,0.025514379143714905,-397.1953125
565000,86105,5650,100.0,6,771.00651522,0.3642891049385071,0.005411557853221893,0.00073,561999,-0.8973183631896973,-396.9398193359375
566000,86280,5660,100.0,6,771.04701118,0.20291966199874878,0.004559103399515152,0.00073,562999,4.29496431350708,-396.92913818359375
567000,86451,5670,100.0,6,771.04921485,0.08212532848119736,0.00551102589815855,0.00073,563999,0.32818371057510376,-398.1884765625
568000,86618,5680,100.0,6,771.09154897,0.3614906668663025,0.004689167719334364,0.00073,564999,-1.3889859914779663,-397.0975646972656
569000,86787,5690,100.0,6,771.09411277,0.23179882764816284,0.005144675262272358,0.00073,565999,0.6435227394104004,-396.8603820800781
570000,86957,5700,100.0,6,771.13449431,0.12536662817001343,0.004915196914225817,0.00073,566999,-3.4508018493652344,-397.7839050292969
571000,87127,5710,100.0,6,771.3349513499998,0.15676772594451904,0.0048202271573245525,0.00073,567999,2.014657974243164,-397.2276611328125
572000,87296,5720,100.0,6,771.25381132,0.07986624538898468,0.005563123617321253,0.00073,568999,-0.03065359592437744,-397.3112487792969
573000,87469,5730,100.0,6,771.21205935,0.10410359501838684,0.005281505640596151,0.00073,569999,-2.1070444583892822,-397.6649475097656
574000,87638,5740,100.0,6,771.2495250200002,0.24060964584350586,0.005253649782389402,0.00073,570999,4.143486022949219,-397.5177307128906
575000,87805,5750,100.0,6,771.29066755,0.051090091466903687,0.0050239344127476215,0.00073,571999,-2.243770122528076,-397.9437255859375
576000,87976,5760,100.0,6,771.2927738400001,0.07306347787380219,0.00540554616600275,0.00073,572999,-2.835376024246216,-397.8773193359375
577000,88145,5770,100.0,6,771.2932904500001,0.05066349729895592,0.005480153951793909,0.00073,573999,-0.9277623891830444,-397.7554931640625
578000,88307,5780,100.0,6,771.2936173000002,0.06374737620353699,0.005922120064496994,0.00073,574999,3.2244842052459717,-397.6312255859375
579000,88468,5790,100.0,6,771.25106642,0.09184791892766953,0.005545196123421192,0.00073,575999,1.963993787765503,-396.83251953125
580000,88631,5800,100.0,6,771.1714323,0.11482220888137817,0.00482071191072464,0.00073,576999,-0.3355357348918915,-397.76953125
581000,88794,5810,100.0,6,771.1715492799999,0.09365718811750412,0.005097322631627321,0.00073,577999,-1.6646802425384521,-397.44500732421875
582000,88956,5820,100.0,6,771.2519777499998,0.22535715997219086,0.004486067220568657,0.00073,578999,-0.6359133720397949,-396.6768798828125
583000,89118,5830,100.0,6,771.2510200199998,0.06166927143931389,0.004428180865943432,0.00073,579999,-0.08201873302459717,-396.86810302734375
584000,89280,5840,100.0,6,771.2517050899999,0.1651746928691864,0.0050035510212183,0.00073,580999,1.5866341590881348,-397.5487976074219
585000,89440,5850,100.0,6,771.29092288,0.16076666116714478,0.00514196278527379,0.00073,581999,-0.23481619358062744,-397.4129943847656
586000,89604,5860,100.0,6,771.28809372,0.2060127556324005,0.004486195743083954,0.00073,582999,2.105699300765991,-397.316162109375
587000,89774,5870,100.0,6,771.2435257500001,0.16431397199630737,0.004640835337340832,0.00073,583999,3.4173736572265625,-397.238525390625
588000,89941,5880,100.0,6,771.20258761,0.1430695652961731,0.005195122677832842,0.00073,584999,4.641160011291504,-396.36602783203125
589000,90108,5890,100.0,6,771.16193383,0.1241375207901001,0.006917185615748167,0.00073,585999,1.6622323989868164,-397.6368408203125
590000,90274,5900,100.0,6,771.19865274,0.06930173933506012,0.005935121327638626,0.00073,586999,-5.279260158538818,-397.87823486328125
591000,90442,5910,100.0,6,771.1961821999998,0.08764608949422836,0.004738909192383289,0.00073,587999,3.1010324954986572,-396.8088073730469
592000,90609,5920,100.0,6,771.1144884199999,0.10188253223896027,0.0059428103268146515,0.00073,588999,3.7850723266601562,-396.9152526855469
593000,90776,5930,100.0,6,771.1543167100001,0.28450316190719604,0.005280505865812302,0.00073,589999,-1.5345577001571655,-396.9628601074219
594000,90941,5940,100.0,6,771.15406652,0.072951540350914,0.006313169840723276,0.00073,590999,-2.888115406036377,-397.56146240234375
595000,91113,5950,100.0,6,770.9935404300002,0.11202357709407806,0.00561282504349947,0.00073,591999,1.8753589391708374,-397.6172180175781
596000,91283,5960,100.0,6,770.95342137,0.057230085134506226,0.004787804093211889,0.00073,592999,-0.8330811858177185,-397.676025390625
597000,91452,5970,100.0,6,770.95514963,0.08351628482341766,0.0053749652579426765,0.00073,593999,-0.5016980171203613,-397.80657958984375
598000,91615,5980,100.0,6,770.8742097999999,0.049463532865047455,0.005445882678031921,0.00073,594999,-2.9949235916137695,-397.8157958984375
599000,91779,5990,100.0,6,770.9143604400001,0.09725764393806458,0.005610085092484951,0.00073,595999,-1.6413246393203735,-397.31134033203125
600000,91944,6000,100.0,6,770.87609666,0.24180373549461365,0.005293463822454214,0.00073,596999,1.2542126178741455,-396.9466857910156
601000,92109,6010,100.0,6,770.8386890500001,0.049439482390880585,0.005405788775533438,0.00073,597999,-1.4467527866363525,-397.2169189453125
602000,92308,6020,100.0,6,770.84000863,0.2697599530220032,0.005857349839061499,0.00073,598999,-0.5062826871871948,-396.9709777832031
603000,92474,6030,100.0,6,770.8430067699999,0.10753492265939713,0.005487949121743441,0.00073,599999,3.01951003074646,-396.40606689453125
604000,92638,6040,100.0,6,770.80288542,0.12482871860265732,0.005026884377002716,0.00073,600999,0.130950927734375,-397.5384521484375
