time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,train/ent_coef_loss,train/actor_loss
774000,119565,7740,100.0,6,770.8348436800001,0.08258263021707535,0.0029129758477211,0.00073,770999,1.807157278060913,-398.27008056640625
775000,119720,7750,100.0,6,770.87454914,0.030276522040367126,0.003371837316080928,0.00073,771999,-1.3007328510284424,-398.3138427734375
776000,119872,7760,100.0,6,770.8772993499999,0.07490289956331253,0.0034151137806475163,0.00073,772999,-1.155775785446167,-398.2833251953125
777000,120026,7770,100.0,6,770.9191239199998,0.02637176215648651,0.0033773293253034353,0.00073,773999,0.3076637387275696,-398.1201171875
778000,120182,7780,100.0,6,770.7166346199999,0.028648817911744118,0.0031863858457654715,0.00073,774999,0.33414575457572937,-398.436767578125
779000,120336,7790,100.0,6,770.6765080800001,0.11629995703697205,0.003227472770959139,0.00073,775999,-1.4782624244689941,-397.8977355957031
780000,120489,7800,100.0,6,770.6772748700001,0.015054945833981037,0.0032226762268692255,0.00073,776999,-0.7275622487068176,-398.4469299316406
781000,120642,7810,100.0,6,770.7165627400002,0.028354408219456673,0.0033075064420700073,0.00073,777999,-1.5504496097564697,-397.91424560546875
782000,120801,7820,100.0,6,770.8786690899999,0.04775572568178177,0.003002239391207695,0.00073,778999,1.2979521751403809,-398.3394775390625
783000,120970,7830,100.0,6,770.92125499,0.1404351145029068,0.0030093714594841003,0.00073,779999,1.153656005859375,-398.0150451660156
784000,121131,7840,100.0,6,770.9608594,0.04960291460156441,0.0029961983673274517,0.00073,780999,-0.26285433769226074,-397.79156494140625
785000,121290,7850,100.0,6,770.92225179,0.07686880975961685,0.0040652635507285595,0.00073,781999,-1.725845217704773,-398.13946533203125
786000,121448,7860,100.0,6,770.8382918299999,0.06975255906581879,0.0031436909921467304,0.00073,782999,1.2499674558639526,-398.2319030761719
787000,121605,7870,100.0,6,770.83647803,0.031860917806625366,0.0027968687936663628,0.00073,783999,-0.30265969038009644,-398.29852294921875
788000,121763,7880,100.0,6,770.99563297,0.04517588019371033,0.0035273623652756214,0.00073,784999,-2.398104190826416,-398.4117431640625
789000,121918,7890,100.0,6,771.0755297000002,0.0717594251036644,0.0028398672584444284,0.00073,785999,1.8644144535064697,-398.0286865234375
790000,122074,7900,100.0,6,771.07540467,0.015322297811508179,0.0029282239265739918,0.00073,786999,-0.5030336380004883,-398.6101379394531
791000,122234,7910,100.0,6,770.9560290100001,0.09248054772615433,0.0027115382254123688,0.00073,787999,0.33944523334503174,-398.2062683105469
792000,122390,7920,100.0,6,770.87466433,0.03241701424121857,0.0027661933563649654,0.00073,788999,1.7896753549575806,-398.18255615234375
793000,122550,7930,100.0,6,770.9133496500002,0.024936486035585403,0.003088280325755477,0.00073,789999,-1.5008598566055298,-398.09912109375
794000,122711,7940,100.0,6,770.83205085,0.01805042289197445,0.003153442172333598,0.00073,790999,0.14889371395111084,-397.9417724609375
795000,122870,7950,100.0,6,770.8744367800001,0.053500041365623474,0.003438362153246999,0.00073,791999,5.265079498291016,-398.3810729980469
796000,123025,7960,100.0,6,770.9160504500001,0.009836990386247635,0.0035356644075363874,0.00073,792999,-0.08621358871459961,-398.373046875
797000,123182,7970,100.0,6,770.9166111700001,0.13404971361160278,0.003109195502474904,0.00073,793999,1.6184214353561401,-398.3546142578125
798000,123342,7980,100.0,6,770.31474274,0.5679789781570435,0.004092518240213394,0.00073,794999,1.670613169670105,-398.0131530761719
799000,123504,7990,100.0,6,770.3133561300002,0.020694376900792122,0.004784161690622568,0.00073,795999,7.751168251037598,-398.0113525390625
800000,123663,8000,100.0,6,769.86505233,0.06418284773826599,0.004942023660987616,0.00073,796999,-3.811527967453003,-398.26873779296875
801000,123822,8010,100.0,6,769.82140093,0.0484912171959877,0.003941718488931656,0.00073,797999,-3.198387622833252,-398.7581481933594
802000,123982,8020,100.0,6,769.7402640999998,0.11610455811023712,0.0026916032657027245,0.00073,798999,2.8957948684692383,-398.1562194824219
803000,124141,8030,100.0,6,769.5789538900001,0.015306387096643448,0.0032294495031237602,0.00073,799999,0.08814139664173126,-397.9856262207031
804000,124300,8040,100.0,6,769.6556708,0.10607793927192688,0.002896236488595605,0.00073,800999,-0.8899821639060974,-398.2209167480469
805000,124458,8050,100.0,6,769.61241373,0.047372136265039444,0.0035576224327087402,0.00073,801999,1.650153398513794,-398.8135986328125
806000,124611,8060,100.0,6,769.5692157799999,0.02795664221048355,0.004213850479573011,0.00073,802999,0.222368061542511,-397.97393798828125
807000,124765,8070,100.0,6,769.5283125499998,0.026031728833913803,0.003672987222671509,0.00073,803999,2.369671106338501,-397.96673583984375
808000,124919,8080,100.0,6,770.08968253,0.02532060816884041,0.003754050238057971,0.00073,804999,-3.0956339836120605,-398.6120910644531
809000,125075,8090,100.0,6,770.0481776500002,0.02327054552733898,0.0026427353732287884,0.00073,805999,-0.9673935770988464,-398.256591796875
810000,125228,8100,100.0,6,770.4549862700002,0.0530114509165287,0.003169151023030281,0.00073,806999,-0.00781327486038208,-398.3474426269531
811000,125379,8110,100.0,6,770.6148076999999,0.06745725125074387,0.0030221338383853436,0.00073,807999,0.9417308568954468,-398.1655578613281
812000,125530,8120,100.0,6,770.7331147699999,0.028895679861307144,0.0032916876953095198,0.00073,808999,1.1988096237182617,-398.24822998046875
813000,125681,8130,100.0,6,770.8930662100001,0.16285263001918793,0.004031175747513771,0.00073,809999,10.467668533325195,-397.3749694824219
814000,125835,8140,100.0,6,770.8965304400001,0.0677865520119667,0.0031416919082403183,0.00073,810999,1.2909249067306519,-398.0945129394531
815000,125991,8150,100.0,6,770.93591818,0.02651960775256157,0.0039583779871463776,0.00073,811999,-0.22886288166046143,-398.3099060058594
816000,126147,8160,100.0,6,770.9792968300001,0.0433046892285347,0.0034745773300528526,0.00073,812999,-2.672826051712036,-398.4722595214844
817000,126307,8170,100.0,6,770.98098317,0.016701102256774902,0.003028889885172248,0.00073,813999,1.8642144203186035,-398.08258056640625
818000,126464,8180,100.0,6,771.0233274200001,0.08358705043792725,0.003630375489592552,0.00073,814999,-1.4264813661575317,-398.31500244140625
819000,126621,8190,100.0,6,771.1073539099999,0.03544720262289047,0.003665663069114089,0.00073,815999,-0.4680773615837097,-398.28216552734375
820000,126778,8200,100.0,6,771.14768331,0.03743761032819748,0.003942915704101324,0.00073,816999,1.001244068145752,-397.975830078125
821000,126939,8210,100.0,6,771.14894319,0.016343435272574425,0.004158555995672941,0.00073,817999,-0.8424146175384521,-397.99163818359375
822000,127103,8220,100.0,6,771.1504072299998,0.027871964499354362,0.003820254933089018,0.00073,818999,-1.7589960098266602,-397.81402587890625
823000,127266,8230,100.0,6,771.1534882199999,0.03125731647014618,0.00330707267858088,0.00073,819999,-2.824141025543213,-398.2914733886719
824000,127428,8240,100.0,6,771.1933127799999,0.017539555206894875,0.0037912141997367144,0.00073,820999,-2.667860269546509,-398.3508605957031
825000,127590,8250,100.0,6,771.1937896999999,0.06239824742078781,0.003745532128959894,0.00073,821999,-2.310908317565918,-398.3591613769531
826000,127754,8260,100.0,6,771.27449347,0.09815888851881027,0.0032757010776549578,0.00073,822999,-0.9928779006004333,-397.8983459472656
827000,127917,8270,100.0,6,771.27391615,0.041196346282958984,0.004204984754323959,0.00073,823999,-2.742640733718872,-398.21112060546875
828000,128078,8280,100.0,6,771.2333786399998,0.04774542897939682,0.003726424416527152,0.00073,824999,0.046371012926101685,-398.16595458984375
829000,128241,8290,100.0,6,770.7546761199999,0.018206924200057983,0.0040148585103452206,0.00073,825999,-4.437497138977051,-398.57391357421875
830000,128403,8300,100.0,6,770.7553618299999,0.054514117538928986,0.0033779863733798265,0.00073,826999,1.1938748359680176,-397.96295166015625
831000,128564,8310,100.0,6,770.7973844599998,0.0798497125506401,0.003788386005908251,0.00073,827999,-0.24333906173706055,-398.1175537109375
832000,128722,8320,100.0,6,770.83751801,0.04307607561349869,0.0038181806448847055,0.00073,828999,-1.120927333831787,-398.16998291015625
833000,128881,8330,100.0,6,770.83444638,0.2285536229610443,0.004009752534329891,0.00073,829999,2.953615427017212,-397.8973693847656
834000,129041,8340,100.0,6,770.71340648,0.20563668012619019,0.003135551232844591,0.00073,830999,3.7742695808410645,-398.12548828125
835000,129205,8350,100.0,6,770.6751476700001,0.05917693302035332,0.003387852106243372,0.00073,831999,0.046944066882133484,-398.0723571777344
836000,129374,8360,100.0,6,770.6760137100001,0.069132499396801,0.004158807918429375,0.00073,832999,3.0751349925994873,-397.85394287109375
837000,129533,8370,100.0,6,770.7157167800001,0.0781642496585846,0.0034401104785501957,0.00073,833999,1.1717548370361328,-397.7767639160156
838000,129691,8380,100.0,6,770.7588241399999,0.038226012140512466,0.0036738787312060595,0.00073,834999,0.5867622494697571,-398.1496887207031
839000,129848,8390,100.0,6,771.2400964200001,0.013548395596444607,0.003411271143704653,0.00073,835999,2.5184326171875,-398.1577453613281
840000,130011,8400,100.0,6,771.20075981,0.02249511331319809,0.003344546305015683,0.00073,836999,0.020275741815567017,-398.1668395996094
841000,130163,8410,100.0,6,771.2036118299999,0.033353373408317566,0.00374770094640553,0.00073,837999,-1.2963021993637085,-398.44537353515625
842000,130343,8420,100.0,6,771.2040124599998,0.046486787497997284,0.0034905041102319956,0.00073,838999,1.6209036111831665,-397.9378356933594
843000,130496,8430,100.0,6,771.12531102,0.11001480370759964,0.0028742006979882717,0.00073,839999,0.8340785503387451,-398.2422790527344
844000,130648,8440,100.0,6,771.12811632,0.13614915311336517,0.004254202824085951,0.00073,840999,-3.5177652835845947,-398.8559265136719
845000,130802,8450,100.0,6,771.1287297200003,0.034928418695926666,0.0033110743388533592,0.00073,841999,1.2827544212341309,-397.7580261230469
846000,130953,8460,100.0,6,771.08854165,0.5539305210113525,0.0035576275549829006,0.00073,842999,-0.5667942762374878,-397.9698181152344
847000,131104,8470,100.0,6,771.0490500700001,0.04655966907739639,0.0038963514380156994,0.00073,843999,1.86879301071167,-397.8751220703125
848000,131257,8480,100.0,6,771.0897315999999,0.12160241603851318,0.003766188630834222,0.00073,844999,1.304746389389038,-398.11688232421875
849000,131417,8490,100.0,6,771.0488153299998,0.07634370028972626,0.0038435515016317368,0.00073,845999,-2.6397042274475098,-398.5296325683594
850000,131578,8500,100.0,6,771.0895290599999,0.016137048602104187,0.004049744922667742,0.00073,846999,-0.377929151058197,-397.616943359375
851000,131738,8510,100.0,6,770.9284055600002,0.0505465492606163,0.003773569827899337,0.00073,847999,-2.303664207458496,-397.8458251953125
852000,131902,8520,100.0,6,770.8892289400001,0.049871426075696945,0.002940800506621599,0.00073,848999,-1.6907920837402344,-398.15399169921875
853000,132063,8530,100.0,6,770.8488752799999,0.04186787083745003,0.0032154114451259375,0.00073,849999,-5.597625255584717,-398.14630126953125
854000,132222,8540,100.0,6,770.84708134,0.06508428603410721,0.003536660922691226,0.00073,850999,-4.73573112487793,-398.27325439453125
855000,132385,8550,100.0,6,770.8045487199998,0.16200630366802216,0.00405631959438324,0.00073,851999,1.7316069602966309,-397.9297180175781
856000,132547,8560,100.0,6,770.76366957,0.014806619845330715,0.004366687033325434,0.00073,852999,0.7124754190444946,-398.5693359375
857000,132709,8570,100.0,6,770.8024720099999,0.04175452142953873,0.0031432907562702894,0.00073,853999,-2.709169626235962,-398.5416259765625
858000,132874,8580,100.0,6,770.79990843,0.32199835777282715,0.0038503590039908886,0.00073,854999,1.4894496202468872,-397.0719299316406
859000,133038,8590,100.0,6,770.71684672,0.042213935405015945,0.0032111089676618576,0.00073,855999,2.5401835441589355,-398.0199279785156
860000,133199,8600,100.0,6,770.6360569500002,0.01954985409975052,0.0038522854447364807,0.00073,856999,4.19257116317749,-398.0709228515625
861000,133362,8610,100.0,6,770.7529521399999,0.11003287881612778,0.004327704664319754,0.00073,857999,0.15234744548797607,-398.17352294921875
862000,133527,8620,100.0,6,770.63318852,0.02199433743953705,0.003916237037628889,0.00073,858999,-0.5950967073440552,-397.9382019042969
863000,133694,8630,100.0,6,770.7524742300001,0.04515669494867325,0.003919554874300957,0.00073,859999,2.4452552795410156,-397.6573791503906
864000,133855,8640,100.0,6,770.6707145699999,0.09001824259757996,0.003703982336446643,0.00073,860999,1.820066213607788,-397.7811584472656
865000,134026,8650,100.0,6,770.3083598000001,0.5033866167068481,0.005464338231831789,0.00073,861999,-2.328392744064331,-398.4219665527344
866000,134191,8660,100.0,6,770.1876386300002,0.1283702552318573,0.004665228072553873,0.00073,862999,-0.12041959166526794,-397.74371337890625
867000,134360,8670,100.0,6,770.10788847,0.02791881188750267,0.004701194819062948,0.00073,863999,-1.5208884477615356,-398.0092468261719
868000,134525,8680,100.0,6,769.9491392599999,0.05346190929412842,0.00493297353386879,0.00073,864999,1.3703687191009521,-397.78375244140625
869000,134688,8690,100.0,6,769.95258192,0.1267348825931549,0.004135124385356903,0.00073,865999,-1.9038989543914795,-398.0302734375
870000,134851,8700,100.0,6,769.9928279000001,0.026272758841514587,0.003556026378646493,0.00073,866999,2.722768783569336,-397.8247985839844
871000,135012,8710,100.0,6,769.99333545,0.019577201455831528,0.004280606750398874,0.00073,867999,1.531671404838562,-397.881103515625
872000,135172,8720,100.0,6,770.0714553899999,0.08601406216621399,0.003282322781160474,0.00073,868999,-2.5311427116394043,-398.06915283203125
873000,135330,8730,100.0,6,770.07018714,0.0224910955876112,0.0035498258657753468,0.00073,869999,0.09963464736938477,-397.8692321777344
874000,135484,8740,100.0,6,770.1882973699999,0.09487396478652954,0.006266412325203419,0.00073,870999,-1.574371576309204,-398.02960205078125
875000,135640,8750,100.0,6,770.55135681,0.05005240440368652,0.005339920986443758,0.00073,871999,-1.7889078855514526,-397.73046875
876000,135796,8760,100.0,6,770.6325688499998,0.017153464257717133,0.0034467866644263268,0.00073,872999,-1.8003201484680176,-398.080078125
877000,135951,8770,100.0,6,770.6327011199999,0.019483372569084167,0.0035092621110379696,0.00073,873999,1.0400416851043701,-397.9677429199219
878000,136104,8780,100.0,6,770.7924199899998,0.06493499875068665,0.0039718663319945335,0.00073,874999,0.6238821744918823,-398.0582275390625
879000,136257,8790,100.0,6,770.9101929499999,0.02106759510934353,0.004669456742703915,0.00073,875999,0.14620263874530792,-398.35028076171875
880000,136410,8800,100.0,6,770.9475078,0.12991774082183838,0.0033607392106205225,0.00073,876999,0.9724394083023071,-398.1806945800781
881000,136564,8810,100.0,6,771.02883646,0.025030069053173065,0.004581799264997244,0.00073,877999,1.4025530815124512,-397.9414367675781
882000,136726,8820,100.0,6,771.07166679,0.04449056088924408,0.0035325349308550358,0.00073,878999,-3.7614693641662598,-398.1322937011719
883000,136891,8830,100.0,6,771.0753346499998,0.0414334237575531,0.003465754445642233,0.00073,879999,-2.319403648376465,-398.3307189941406
884000,137055,8840,100.0,6,771.0789259999999,0.03384912759065628,0.0045969123020768166,0.00073,880999,2.627655506134033,-397.885498046875
885000,137220,8850,100.0,6,771.11996799,0.05942276865243912,0.003822049591690302,0.00073,881999,2.0331223011016846,-398.1217346191406
886000,137389,8860,100.0,6,771.2388484700001,0.027278533205389977,0.003803148167207837,0.00073,882999,-2.0731682777404785,-397.9733581542969
887000,137551,8870,100.0,6,771.2389651099999,0.02597678452730179,0.004236978478729725,0.00073,883999,0.44331637024879456,-397.8426818847656
888000,137712,8880,100.0,6,771.1985516200001,0.019240625202655792,0.003466156078502536,0.00073,884999,-1.4179210662841797,-398.39617919921875
889000,137872,8890,100.0,6,771.0392952000001,0.05079018697142601,0.0035701384767889977,0.00073,885999,1.1789721250534058,-397.9103698730469
890000,138033,8900,100.0,6,771.00123118,0.022443991154432297,0.003900773823261261,0.00073,886999,0.5933930277824402,-397.9197998046875
891000,138195,8910,100.0,6,770.8812834800001,0.03517601266503334,0.004534061066806316,0.00073,887999,1.8199681043624878,-398.21209716796875
892000,138361,8920,100.0,6,770.7589672299998,0.07193966954946518,0.0034559008199721575,0.00073,888999,-2.4401378631591797,-398.09967041015625
893000,138521,8930,100.0,6,770.7185262699999,0.02665633335709572,0.003719171043485403,0.00073,889999,-0.45550596714019775,-397.8533020019531
894000,138683,8940,100.0,6,770.7598251400003,0.10892830789089203,0.0030041553545743227,0.00073,890999,-3.274134874343872,-398.10821533203125
895000,138846,8950,100.0,6,770.7986441399999,0.04120704159140587,0.0036580325104296207,0.00073,891999,-1.1767332553863525,-398.3380432128906
896000,139006,8960,100.0,6,770.76062438,0.04578537121415138,0.003284802893176675,0.00073,892999,-2.2927427291870117,-398.3677978515625
897000,139168,8970,100.0,6,770.68067275,0.023019177839159966,0.003949797246605158,0.00073,893999,1.3120893239974976,-397.49237060546875
898000,139331,8980,100.0,6,770.7199597700002,0.031391702592372894,0.0040704854764044285,0.00073,894999,4.186774730682373,-398.1778564453125
899000,139489,8990,100.0,6,770.8401904599999,0.07987216114997864,0.004579850938171148,0.00073,895999,-0.7194515466690063,-397.952880859375
900000,139651,9000,100.0,6,770.84039269,0.03472595289349556,0.0038622948341071606,0.00073,896999,2.6593384742736816,-397.8411560058594
901000,139817,9010,100.0,6,770.8807523700001,0.029009001329541206,0.004130936693400145,0.00073,897999,3.1740849018096924,-397.76104736328125
902000,139982,9020,100.0,6,771.0013764099999,0.11867933720350266,0.006965187843888998,0.00073,898999,-1.4902722835540771,-398.1933898925781
903000,140144,9030,100.0,6,770.95713447,0.08155664801597595,0.004789464175701141,0.00073,899999,-3.112375259399414,-398.1738586425781
904000,140305,9040,100.0,6,770.7134037,0.1789734661579132,0.00466874847188592,0.00073,900999,-1.1316968202590942,-397.9531555175781
905000,140462,9050,100.0,6,770.632618,0.038053929805755615,0.003923120908439159,0.00073,901999,1.5648308992385864,-398.2630310058594
906000,140618,9060,100.0,6,770.71151837,0.2887696325778961,0.004370282404124737,0.00073,902999,2.3608784675598145,-397.62091064453125
907000,140777,9070,100.0,6,770.8309284699999,0.03089553490281105,0.0041889105923473835,0.00073,903999,-0.3606027364730835,-398.0647888183594
908000,140933,9080,100.0,6,770.8303125,0.06921675056219101,0.003911642357707024,0.00073,904999,-3.2246503829956055,-398.2690734863281
909000,141094,9090,100.0,6,770.7872496599999,0.013079458847641945,0.00387926260009408,0.00073,905999,-0.2894490361213684,-397.80657958984375
910000,141253,9100,100.0,6,770.70417077,0.016919080168008804,0.004045275039970875,0.00073,906999,1.6049108505249023,-397.7886657714844
911000,141408,9110,100.0,6,770.7024342200001,0.0620882511138916,0.004199778661131859,0.00073,907999,-0.6149168610572815,-397.7918395996094
912000,141560,9120,100.0,6,770.5810348500002,0.1033622995018959,0.003968150354921818,0.00073,908999,-1.2850584983825684,-397.93450927734375
913000,141713,9130,100.0,6,770.62446069,0.03312217444181442,0.003781650448217988,0.00073,909999,-1.9077630043029785,-398.31182861328125
914000,141875,9140,100.0,6,770.8263932100002,0.1704159677028656,0.004774483386427164,0.00073,910999,3.5261006355285645,-398.04351806640625
915000,142038,9150,100.0,6,770.8675368099998,0.017487995326519012,0.004099289886653423,0.00073,911999,-3.0897531509399414,-397.85882568359375
916000,142201,9160,100.0,6,770.8270795999998,0.08412638306617737,0.003424501745030284,0.00073,912999,-1.0329092741012573,-397.8148193359375
917000,142366,9170,100.0,6,770.8274825500001,0.057477328926324844,0.0039588878862559795,0.00073,913999,-2.548820972442627,-398.1267395019531
918000,142528,9180,100.0,6,770.6637010300001,0.12929992377758026,0.004844682291150093,0.00073,914999,-3.934682846069336,-397.64312744140625
919000,142692,9190,100.0,6,770.6657328899997,0.04881095886230469,0.004495697561651468,0.00073,915999,-0.6845958232879639,-398.31689453125
920000,142850,9200,100.0,6,770.78814084,0.18384172022342682,0.004902680870145559,0.00073,916999,-4.832300662994385,-398.359130859375
921000,143012,9210,100.0,6,770.78772826,0.02441992238163948,0.004004644695669413,0.00073,917999,0.9891558885574341,-397.4499206542969
922000,143171,9220,100.0,6,770.9513073400001,0.05110253021121025,0.0037757025565952063,0.00073,918999,-2.4972076416015625,-398.0943603515625
923000,143329,9230,100.0,6,770.9516720000001,0.05553146451711655,0.004331331700086594,0.00073,919999,0.11285102367401123,-398.1409912109375
924000,143492,9240,100.0,6,770.95353895,0.1665428727865219,0.0035434619057923555,0.00073,920999,-1.5474364757537842,-397.93939208984375
925000,143651,9250,100.0,6,771.0359628600002,0.12009796500205994,0.004056377802044153,0.00073,921999,1.19515860080719,-397.65582275390625
926000,143811,9260,100.0,6,770.9963251499998,0.05499524623155594,0.003426584415137768,0.00073,922999,0.025594353675842285,-398.4834289550781
927000,143973,9270,100.0,6,771.0365742999999,0.03587523102760315,0.00370282051153481,0.00073,923999,1.3630249500274658,-397.81829833984375
928000,144131,9280,100.0,6,771.1227700000001,0.015754753723740578,0.0036453232169151306,0.00073,924999,-0.6067156195640564,-397.8012390136719
929000,144294,9290,100.0,6,770.4816520699999,0.13547605276107788,0.003914097789674997,0.00073,925999,2.3528666496276855,-398.2393798828125
930000,144456,9300,100.0,6,770.28258325,0.012186774052679539,0.004037659149616957,0.00073,926999,-3.6478781700134277,-398.4444885253906
931000,144618,9310,100.0,6,770.24380716,0.06255697458982468,0.004431336652487516,0.00073,927999,-4.317102432250977,-398.4391784667969
932000,144778,9320,100.0,6,770.2415276300001,0.06222180649638176,0.004065451677888632,0.00073,928999,1.9268805980682373,-398.0155334472656
933000,144940,9330,100.0,6,770.2809358899999,0.11383979022502899,0.0036309019196778536,0.00073,929999,-1.1200125217437744,-397.6356201171875
934000,145102,9340,100.0,6,770.2820295500001,0.05315075069665909,0.004152041394263506,0.00073,930999,-1.2953145503997803,-398.2185974121094
935000,145270,9350,100.0,6,770.2403112300001,0.05901968479156494,0.004246979020535946,0.00073,931999,1.932462453842163,-397.6611633300781
936000,145427,9360,100.0,6,770.2800820200001,0.02375614643096924,0.004748013336211443,0.00073,932999,-1.7850524187088013,-397.962158203125
937000,145582,9370,100.0,6,770.24244362,0.12531551718711853,0.004166708327829838,0.00073,933999,1.2022747993469238,-398.27398681640625
938000,145736,9380,100.0,6,770.32024727,0.05431618168950081,0.003967838361859322,0.00073,934999,-1.275490403175354,-398.1595764160156
939000,145889,9390,100.0,6,770.96091671,0.022345878183841705,0.007538766134530306,0.00073,935999,5.054227352142334,-397.930908203125
940000,146044,9400,100.0,6,771.0382784799999,0.03208128362894058,0.0048719909973442554,0.00073,936999,-1.6642926931381226,-398.251708984375
941000,146198,9410,100.0,6,771.08072571,0.12807995080947876,0.00425379304215312,0.00073,937999,-0.6664682030677795,-397.92596435546875
942000,146351,9420,100.0,6,771.0817785200002,0.11401951313018799,0.0041190325282514095,0.00073,938999,1.3967519998550415,-397.7992248535156
943000,146505,9430,100.0,6,771.0819711699999,0.1747378408908844,0.004990857560187578,0.00073,939999,4.876923561096191,-397.61358642578125
944000,146661,9440,100.0,6,771.08159154,0.07282961905002594,0.005657669622451067,0.00073,940999,-1.2591367959976196,-397.8076171875
945000,146815,9450,100.0,6,771.0426793999999,0.10138048976659775,0.004498010966926813,0.00073,941999,-0.29031920433044434,-397.9851379394531
946000,146974,9460,100.0,6,771.0445604299998,0.10988062620162964,0.00414150208234787,0.00073,942999,-3.073833703994751,-397.93524169921875
947000,147172,9470,100.0,6,771.0422109099999,0.04780406877398491,0.00424636946991086,0.00073,943999,-1.5202670097351074,-398.2337646484375
948000,147329,9480,100.0,6,771.04320058,0.024538788944482803,0.0032999557442963123,0.00073,944999,0.20582163333892822,-397.947998046875
949000,147492,9490,100.0,6,771.1639339599999,0.019594769924879074,0.004890532232820988,0.00073,945999,0.8925477266311646,-398.2744140625
950000,147656,9500,100.0,6,771.2847374499999,0.1127127856016159,0.005238737910985947,0.00073,946999,3.0085532665252686,-397.71856689453125
951000,147815,9510,100.0,6,771.24356476,0.0787203460931778,0.003631301922723651,0.00073,947999,0.6558941602706909,-397.65625
952000,147977,9520,100.0,6,771.24361013,0.036351513117551804,0.0033848003949970007,0.00073,948999,0.26013797521591187,-397.84637451171875
953000,148138,9530,100.0,6,771.24309734,0.0636666789650917,0.0038397249300032854,0.00073,949999,1.9079704284667969,-397.71893310546875
954000,148300,9540,100.0,6,771.1613722400002,0.056578829884529114,0.004796267952769995,0.00073,950999,0.055449604988098145,-398.4193420410156
955000,148460,9550,100.0,6,771.1584528900001,0.01791987009346485,0.004961623810231686,0.00073,951999,-1.0140045881271362,-397.9146728515625
956000,148620,9560,100.0,6,771.1966525400001,0.24683436751365662,0.004534910898655653,0.00073,952999,2.416682004928589,-397.8575134277344
957000,148780,9570,100.0,6,771.2350677699999,0.08719877153635025,0.005496043711900711,0.00073,953999,1.0322455167770386,-397.9478454589844
958000,148939,9580,100.0,6,771.1936067699999,0.08872266858816147,0.004249559715390205,0.00073,954999,0.11777198314666748,-397.73248291015625
959000,149098,9590,100.0,6,771.1097015600001,0.011972792446613312,0.004182176664471626,0.00073,955999,-4.3209547996521,-397.95794677734375
960000,149261,9600,100.0,6,771.0292639099997,0.02176802046597004,0.004746831487864256,0.00073,956999,-0.4384518265724182,-397.8888854980469
961000,149426,9610,100.0,6,771.0663028900001,0.02630869671702385,0.003825249383226037,0.00073,957999,-4.008331298828125,-398.11602783203125
962000,149587,9620,100.0,6,771.02375435,0.04249793663620949,0.003690664656460285,0.00073,958999,0.8867777585983276,-398.061767578125
963000,149751,9630,100.0,6,771.02481949,0.06254629790782928,0.004105290863662958,0.00073,959999,0.08561354875564575,-398.55902099609375
964000,149914,9640,100.0,6,771.1048301400002,0.012924419716000557,0.003907294943928719,0.00073,960999,-4.2633280754089355,-398.46575927734375
965000,150084,9650,100.0,6,771.1444494,0.02699481137096882,0.0039004019927233458,0.00073,961999,0.40734803676605225,-397.9971618652344
966000,150257,9660,100.0,6,770.78342823,0.024058904498815536,0.0053208149038255215,0.00073,962999,-1.3300671577453613,-398.15093994140625
967000,150426,9670,100.0,6,770.3394289400001,0.05314198508858681,0.010782694444060326,0.00073,963999,19.326448440551758,-398.71087646484375
968000,150582,9680,100.0,6,770.0542805199999,0.0451657697558403,0.011998213827610016,0.00073,964999,-3.2172954082489014,-398.3405456542969
969000,150741,9690,100.0,6,769.89450625,0.043071895837783813,0.007721963804215193,0.00073,965999,-1.540842056274414,-396.891845703125
970000,150903,9700,100.0,6,769.7328719499998,0.0184098482131958,0.007138601969927549,0.00073,966999,-0.4819091558456421,-397.730712890625
971000,151069,9710,100.0,6,769.7739295599999,0.11695261299610138,0.005120590329170227,0.00073,967999,-0.5363753437995911,-397.5931396484375
972000,151227,9720,100.0,6,769.69396488,0.08315565437078476,0.003718622960150242,0.00073,968999,-1.0680749416351318,-397.8121337890625
973000,151384,9730,100.0,6,769.73322128,0.06051534414291382,0.003856198163703084,0.00073,969999,-0.17500552535057068,-397.6856384277344
974000,151542,9740,100.0,6,769.6937780399999,0.05994749814271927,0.00486821960657835,0.00073,970999,-1.8043255805969238,-397.9441833496094
975000,151699,9750,100.0,6,769.69601738,0.030476391315460205,0.004565821494907141,0.00073,971999,1.20784330368042,-397.7203369140625
976000,151856,9760,100.0,6,770.01454426,0.17313793301582336,0.004479344934225082,0.00073,972999,-0.34947556257247925,-397.71746826171875
977000,152023,9770,100.0,6,770.45901331,0.019074033945798874,0.004029816947877407,0.00073,973999,0.3513430058956146,-397.8329162597656
978000,152186,9780,100.0,6,770.70723013,0.06290218234062195,0.004603242501616478,0.00073,974999,-1.7247178554534912,-398.36920166015625
979000,152347,9790,100.0,6,770.8711726400002,0.06925036758184433,0.0038644871674478054,0.00073,975999,-2.6679632663726807,-398.3782958984375
980000,152506,9800,100.0,6,771.0734833599998,0.05225089192390442,0.0039702169597148895,0.00073,976999,1.9552489519119263,-397.7637939453125
981000,152666,9810,100.0,6,771.0727310100001,0.16600371897220612,0.004222817253321409,0.00073,977999,1.8507158756256104,-397.636474609375
