time/episodes,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,train/ent_coef_loss,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef
2080,412951,56790,7,2193.02322827,200.0,5.302237033843994,-1.4642298221588135,409950,-628.556396484375,0.00073,0.012949726544320583
2090,414951,57071,7,2176.60914777,200.0,4.503907680511475,-6.994547367095947,411950,-633.9559326171875,0.00073,0.012917404063045979
2100,416951,57357,7,2148.4620227200003,200.0,4.484164237976074,3.184525728225708,413950,-631.2091064453125,0.00073,0.012804125435650349
2110,418951,57640,7,2190.5718396899997,200.0,5.049896240234375,-4.111593246459961,415950,-633.3637084960938,0.00073,0.012506676837801933
2120,420951,57924,7,2197.37937287,200.0,3.830317497253418,3.0393247604370117,417950,-633.0484008789062,0.00073,0.012140432372689247
2130,422951,58208,7,2197.57732168,200.0,9.53651237487793,-10.005115509033203,419950,-628.5140380859375,0.00073,0.01204326655715704
2140,424951,58495,7,2222.5763710699994,200.0,4.433568477630615,-13.078187942504883,421950,-627.51220703125,0.00073,0.012069332413375378
2150,426951,58780,7,2227.24701063,200.0,6.214881420135498,10.128478050231934,423950,-623.964599609375,0.00073,0.011472859419882298
2160,428951,59063,7,2242.39612214,200.0,3.850358009338379,15.393756866455078,425950,-626.7725830078125,0.00073,0.012325790710747242
2170,430951,59347,7,2260.78238093,200.0,3.380509376525879,13.142012596130371,427950,-625.7520751953125,0.00073,0.01240797620266676
2180,432951,59631,7,2305.22102205,200.0,4.036040306091309,3.78485107421875,429950,-623.0220947265625,0.00073,0.01252607349306345
2190,434951,59916,7,2352.5745392,200.0,3.7056655883789062,-13.755790710449219,431950,-639.3966674804688,0.00073,0.012518061324954033
2200,436951,60202,7,2411.79738499,200.0,4.786515712738037,-6.148375511169434,433950,-640.861083984375,0.00073,0.012738355435431004
2210,438951,60485,7,2436.33225041,200.0,4.258977890014648,6.696141242980957,435950,-634.2294311523438,0.00073,0.01236228458583355
2220,440951,60766,7,2439.80660132,200.0,6.008004188537598,-2.6381211280822754,437950,-642.7330932617188,0.00073,0.0131452027708292
2230,442951,61048,7,2497.86163834,200.0,3.506209373474121,2.5996835231781006,439950,-641.377685546875,0.00073,0.01237638108432293
2240,444951,61333,7,2514.74372556,200.0,5.951224327087402,3.8847625255584717,441950,-638.639892578125,0.00073,0.012594236060976982
2250,446951,61614,7,2535.2553558899995,200.0,4.545376777648926,-15.520158767700195,443950,-651.2159423828125,0.00073,0.013480212539434433
2260,448951,61895,7,2551.00231532,200.0,4.070367813110352,-1.6478474140167236,445950,-651.669189453125,0.00073,0.013396666385233402
2270,450951,62174,7,2570.52837013,200.0,4.88576602935791,-4.973546981811523,447950,-649.7025146484375,0.00073,0.013083207421004772
2280,452951,62455,7,2505.2181313200003,200.0,4.675441741943359,1.718188762664795,449950,-647.6347045898438,0.00073,0.0127330357208848
2290,454951,62739,7,2478.04876822,200.0,10.503442764282227,-8.211524963378906,451950,-686.4812622070312,0.00073,0.020525658503174782
2300,456951,63024,7,2407.7908459900004,200.0,8.614948272705078,5.080070495605469,453950,-712.4072875976562,0.00073,0.018013719469308853
2310,458951,63304,7,2347.74434376,200.0,6.265195369720459,-4.172352313995361,455950,-690.30615234375,0.00073,0.015742870047688484
2320,460951,63584,7,2305.8653646099997,200.0,4.660967826843262,8.565629959106445,457950,-677.3937377929688,0.00073,0.014327623881399632
2330,462951,63867,7,2266.98344013,200.0,4.8401713371276855,-5.1988420486450195,459950,-673.1885375976562,0.00073,0.015573274344205856
2340,464951,64151,7,2299.79169239,200.0,5.363090515136719,-6.079002380371094,461950,-672.5457763671875,0.00073,0.014371935278177261
2350,466951,64435,7,2291.6279824300004,200.0,3.5724191665649414,-13.14395523071289,463950,-668.77880859375,0.00073,0.014812701381742954
2360,468951,64718,7,2313.1709399200004,200.0,3.48736310005188,-12.459601402282715,465950,-666.2708129882812,0.00073,0.013772868551313877
2370,470951,65002,7,2319.98031235,200.0,4.856936931610107,-1.12518310546875,467950,-667.1846923828125,0.00073,0.013118420727550983
2380,472951,65284,7,2403.0664002,200.0,4.871648788452148,19.541519165039062,469950,-666.7894287109375,0.00073,0.013657511211931705
2390,474951,65573,7,2445.59834434,200.0,4.036110877990723,-0.580304741859436,471950,-668.2655029296875,0.00073,0.014207220636308193
2400,476951,65854,7,2549.57862219,200.0,5.466364860534668,0.08769607543945312,473950,-665.949951171875,0.00073,0.013929625041782856
2410,478951,66135,7,2615.88485892,200.0,8.436534881591797,3.0421342849731445,475950,-659.5652465820312,0.00073,0.013556772843003273
2420,480951,66415,7,2696.39870051,200.0,5.831870079040527,-5.920975208282471,477950,-670.7849731445312,0.00073,0.01351640559732914
2430,482951,66695,7,2730.2784758300004,200.0,4.7418928146362305,-3.5062801837921143,479950,-676.5885009765625,0.00073,0.01406622864305973
2440,484951,66981,7,2734.24785813,200.0,4.90787410736084,10.208327293395996,481950,-676.7976684570312,0.00073,0.014541104435920715
2450,486951,67267,7,2773.2919858600008,200.0,4.198193550109863,-0.6318135261535645,483950,-675.537841796875,0.00073,0.01379924826323986
2460,488951,67551,7,2774.1950717,200.0,3.9619054794311523,4.722170829772949,485950,-670.9588012695312,0.00073,0.014525504782795906
2470,490951,67838,7,2773.89641563,200.0,3.837799549102783,-2.43583345413208,487950,-678.7457885742188,0.00073,0.01455341000109911
2480,492951,68125,7,2771.0038252599993,200.0,5.1086015701293945,14.22095012664795,489950,-666.5994262695312,0.00073,0.014496685937047005
2490,494951,68409,7,2774.72802823,200.0,3.211650848388672,-1.162559986114502,491950,-675.2528686523438,0.00073,0.014709263108670712
2500,496951,68688,7,2774.56852291,200.0,3.2628707885742188,-7.5947980880737305,493950,-685.2312622070312,0.00073,0.014893832616508007
2510,498951,68970,7,2786.633752269999,200.0,3.8838624954223633,-4.5320634841918945,495950,-690.5810546875,0.00073,0.014220308512449265
2520,500951,69249,7,2785.9298310499994,200.0,4.127372741699219,-8.587543487548828,497950,-678.615966796875,0.00073,0.014753277413547039
2530,502951,69532,7,2803.4312770300003,200.0,4.045004367828369,8.27669906616211,499950,-684.14306640625,0.00073,0.014686484821140766
2540,504951,69810,7,2806.739330180001,200.0,3.5849692821502686,1.3903279304504395,501950,-693.1072387695312,0.00073,0.014794496819376945
2550,506951,70088,7,2821.41411163,200.0,4.682607650756836,-4.934929847717285,503950,-688.4027709960938,0.00073,0.014504699967801571
2560,508951,70367,7,2819.6545236199995,200.0,4.159278869628906,-1.962437391281128,505950,-684.45947265625,0.00073,0.014075400307774544
2570,510951,70647,7,2801.85462159,200.0,4.56780481338501,14.982182502746582,507950,-691.4215698242188,0.00073,0.015143293887376785
2580,512951,70933,7,2806.83230251,200.0,3.5403802394866943,-1.709107756614685,509950,-695.409423828125,0.00073,0.014498732052743435
2590,514951,71215,7,2796.8949219500005,200.0,3.7001707553863525,-0.6924190521240234,511950,-690.7176513671875,0.00073,0.014343967661261559
2600,516951,71498,7,2795.165326490001,200.0,3.8118319511413574,-2.42608380317688,513950,-694.848876953125,0.00073,0.014408096671104431
2610,518951,71782,7,2803.16308856,200.0,4.000408172607422,11.271474838256836,515950,-699.2559204101562,0.00073,0.014535974711179733
2620,520951,72064,7,2809.89497752,200.0,3.828366756439209,8.131490707397461,517950,-705.1512451171875,0.00073,0.014550100080668926
2630,522951,72348,7,2811.32788172,200.0,5.051490783691406,7.496298789978027,519950,-687.853759765625,0.00073,0.014597633853554726
2640,524951,72630,7,2814.7098556399997,200.0,3.1618621349334717,-4.67104959487915,521950,-708.098876953125,0.00073,0.014353279955685139
2650,526951,72916,7,2813.54864907,200.0,3.423522472381592,-1.0602874755859375,523950,-698.5074462890625,0.00073,0.014670506119728088
2660,528951,73207,7,2820.8079857499997,200.0,3.4933199882507324,0.5985187292098999,525950,-693.1639404296875,0.00073,0.014231792651116848
2670,530951,73490,7,2842.7473835700007,200.0,4.095775127410889,-9.897440910339355,527950,-700.5110473632812,0.00073,0.0144143495708704
2680,532951,73779,7,2847.09202178,200.0,4.82354736328125,1.4115610122680664,529950,-709.709228515625,0.00073,0.014264832250773907
2690,534951,74066,7,2864.8716747800004,200.0,4.269304275512695,-3.387711524963379,531950,-705.114013671875,0.00073,0.014669722877442837
2700,536951,74353,7,2870.85346201,200.0,4.656339168548584,1.3089455366134644,533950,-709.0274658203125,0.00073,0.014830914326012135
2710,538951,74639,7,2869.51561567,200.0,2.9672176837921143,-3.5591681003570557,535950,-711.293212890625,0.00073,0.015176785178482533
2720,540951,74925,7,2843.3424311699996,200.0,3.9049150943756104,-2.095123529434204,537950,-708.0667114257812,0.00073,0.01468420960009098
2730,542951,75209,7,2846.78629608,200.0,4.893790245056152,-8.33975887298584,539950,-711.542724609375,0.00073,0.014270900748670101
2740,544951,75494,7,2848.405524,200.0,3.556077480316162,1.863140344619751,541950,-712.6878662109375,0.00073,0.014051138423383236
2750,546951,75779,7,2850.0749562500005,200.0,2.920710325241089,-11.098114967346191,543950,-709.4329223632812,0.00073,0.014379928819835186
2760,548951,76062,7,2850.00549232,200.0,4.204550266265869,13.249446868896484,545950,-704.5411987304688,0.00073,0.01431842427700758
2770,550951,76343,7,2855.24093606,200.0,7.4168596267700195,1.3463900089263916,547950,-711.5842895507812,0.00073,0.014603468589484692
2780,552951,76627,7,2855.9658624800004,200.0,4.00524377822876,0.7066320180892944,549950,-700.3529052734375,0.00073,0.014432203955948353
2790,554951,76909,7,2857.9324444100002,200.0,4.512971878051758,-2.3851308822631836,551950,-709.115966796875,0.00073,0.014829365536570549
2800,556951,77188,7,2709.5201629599997,200.0,4.784980773925781,6.670412540435791,553950,-712.7005004882812,0.00073,0.014775426127016544
2810,558951,77471,7,2681.92936613,200.0,4.238405227661133,8.290497779846191,555950,-721.638916015625,0.00073,0.016001883894205093
2820,560951,77749,7,2688.676133769999,200.0,2.981173038482666,-2.005828380584717,557950,-711.9899291992188,0.00073,0.015398351475596428
2830,562951,78032,7,2671.25374886,200.0,3.703909397125244,-2.569013833999634,559950,-713.7351684570312,0.00073,0.014896097593009472
2840,564951,78320,7,2673.9384615400004,200.0,6.020294189453125,-0.15201663970947266,561950,-720.4051513671875,0.00073,0.014760659076273441
2850,566951,78606,7,2675.9670875799998,200.0,4.09515380859375,6.995034217834473,563950,-719.8380126953125,0.00073,0.014414109289646149
2860,568951,78894,7,2675.84118174,200.0,2.94327974319458,-6.272470474243164,565950,-722.152099609375,0.00073,0.015199091285467148
2870,570951,79179,7,2678.4724958399993,200.0,3.2330031394958496,-2.9014768600463867,567950,-718.602783203125,0.00073,0.014515244401991367
2880,572951,79473,7,2677.1244260000003,200.0,5.04833984375,6.154891014099121,569950,-720.3585815429688,0.00073,0.01491508912295103
2890,574951,79759,7,2677.21617121,200.0,2.9837112426757812,-4.081773281097412,571950,-728.9520874023438,0.00073,0.014811952598392963
2900,576951,80047,7,2825.23078591,200.0,4.320865154266357,-3.472050905227661,573950,-737.2013549804688,0.00073,0.014540979638695717
2910,578951,80335,7,2855.1647062899997,200.0,2.899834632873535,8.826642990112305,575950,-732.0289916992188,0.00073,0.015165615826845169
2920,580951,80624,7,2878.5455066900004,200.0,4.766319274902344,16.61074447631836,577950,-732.8538818359375,0.00073,0.01511248480528593
2930,582951,80908,7,2830.876838320001,200.0,4.973598957061768,-12.051680564880371,579950,-730.08251953125,0.00073,0.015171004459261894
2940,584951,81199,7,2785.0652155999996,200.0,4.087778091430664,-11.277253150939941,581950,-732.6514282226562,0.00073,0.015255676582455635
2950,586951,81486,7,2780.912459999999,200.0,4.463009357452393,-10.772976875305176,583950,-729.6126098632812,0.00073,0.014684713445603848
2960,588951,81771,7,2781.00846412,200.0,3.3773913383483887,-6.56239652633667,585950,-726.40966796875,0.00073,0.01490996964275837
2970,590951,82056,7,2778.4706303099997,200.0,3.086902141571045,-9.949503898620605,587950,-746.7105712890625,0.00073,0.01523029524832964
2980,592951,82345,7,2780.7313365800005,200.0,3.2413785457611084,-7.4055256843566895,589950,-736.0272216796875,0.00073,0.015151730738580227
2990,594951,82629,7,2782.0586980000003,200.0,4.308077812194824,5.934028625488281,591950,-728.636474609375,0.00073,0.014841632917523384
3000,596951,82918,7,2789.51167031,200.0,4.113358974456787,-2.9377970695495605,593950,-734.8467407226562,0.00073,0.01508843619376421
3010,598951,83205,7,2793.0716720100004,200.0,3.444596767425537,0.08980715274810791,595950,-735.386962890625,0.00073,0.015055677853524685
3020,600951,83493,7,2795.1352457000007,200.0,3.886371612548828,-9.436843872070312,597950,-746.859375,0.00073,0.014885163865983486
3030,602951,83783,7,2861.8134934600002,200.0,4.39118766784668,3.2185075283050537,599950,-727.6552734375,0.00073,0.015540397725999355
3040,604951,84072,7,2908.6352073599996,200.0,5.317857265472412,3.663938045501709,601950,-749.0355834960938,0.00073,0.015002717263996601
3050,606951,84358,7,2914.1688806099996,200.0,3.6555016040802,-13.445890426635742,603950,-749.714599609375,0.00073,0.014767579734325409
3060,608951,84643,7,2918.91315411,200.0,3.3149704933166504,-5.939664363861084,605950,-744.1063232421875,0.00073,0.015171322971582413
3070,610951,84932,7,2925.8970159699993,200.0,2.5721826553344727,-9.647613525390625,607950,-760.6947021484375,0.00073,0.014900168403983116
3080,612951,85219,7,2927.88744893,200.0,3.305325508117676,0.44299978017807007,609950,-744.6707153320312,0.00073,0.014920943416655064
3090,614951,85502,7,2929.9848834900004,200.0,2.879115104675293,6.822925567626953,611950,-742.3306274414062,0.00073,0.01464857067912817
3100,616951,85785,7,2930.35615048,200.0,2.657804012298584,-5.197037696838379,613950,-749.1535034179688,0.00073,0.015172473154962063
3110,618951,86073,7,2931.0379803399996,200.0,2.2571663856506348,9.578329086303711,615950,-748.8792114257812,0.00073,0.015029468573629856
3120,620951,86358,7,2932.7586543,200.0,2.5098273754119873,-10.236383438110352,617950,-749.5912475585938,0.00073,0.014636429026722908
3130,622951,86642,7,2933.9690069699996,200.0,2.94942307472229,2.989246129989624,619950,-750.5725708007812,0.00073,0.015231899917125702
3140,624951,86928,7,2933.1308051999995,200.0,2.757274627685547,-1.9364006519317627,621950,-750.8486938476562,0.00073,0.014264784753322601
3150,626951,87215,7,2910.5514979999994,200.0,3.1456539630889893,-1.6638383865356445,623950,-757.5593872070312,0.00073,0.01444726251065731
3160,628951,87502,7,2909.73542479,200.0,2.5813770294189453,-2.192707061767578,625950,-761.3606567382812,0.00073,0.014448633417487144
3170,630951,87793,7,2908.4801302700002,200.0,3.253617525100708,0.542644739151001,627950,-759.3233032226562,0.00073,0.014578567817807198
3180,632951,88078,7,2893.3769887200006,200.0,6.4999823570251465,-6.523575305938721,629950,-761.237548828125,0.00073,0.014695283956825733
3190,634951,88365,7,2874.3796298699995,200.0,6.372506618499756,3.0242738723754883,631950,-757.9622802734375,0.00073,0.014026329852640629
3200,636951,88651,7,2852.9501105999993,200.0,2.862405776977539,2.6684751510620117,633950,-757.3977661132812,0.00073,0.01421328540891409
3210,638951,88939,7,2843.28439014,200.0,3.1560235023498535,-9.827522277832031,635950,-761.1513671875,0.00073,0.014072004705667496
3220,640951,89225,7,2843.19603609,200.0,2.733128547668457,2.368936777114868,637950,-748.6220703125,0.00073,0.013896347023546696
3230,642951,89516,7,2844.1798787800003,200.0,2.8095240592956543,3.247067928314209,639950,-760.4937133789062,0.00073,0.013912578113377094
3240,644951,89803,7,2845.59759066,200.0,2.78664493560791,-4.182511806488037,641950,-769.3443603515625,0.00073,0.014186789281666279
3250,646951,90091,7,2870.18932424,200.0,2.617680549621582,-0.30312323570251465,643950,-764.5225830078125,0.00073,0.013742154464125633
3260,648951,90383,7,2862.12263138,200.0,2.5408966541290283,-1.426079273223877,645950,-770.1212158203125,0.00073,0.013429681770503521
3270,650951,90671,7,2859.4095429100003,200.0,4.8291778564453125,1.3879904747009277,647950,-770.7645263671875,0.00073,0.0138428108766675
3280,652951,90958,7,2879.1309392199996,200.0,3.3439714908599854,-5.410307884216309,649950,-776.335205078125,0.00073,0.01388996746391058
3290,654951,91248,7,2905.2185081299995,200.0,2.7268738746643066,-12.321488380432129,651950,-769.637939453125,0.00073,0.01361579168587923
3300,656951,91536,7,2930.1154283700002,200.0,2.291649341583252,-1.7082780599594116,653950,-774.8329467773438,0.00073,0.013813343830406666
3310,658951,91820,7,2941.0559891499997,200.0,2.6011669635772705,-5.3610615730285645,655950,-780.929443359375,0.00073,0.01408560574054718
3320,660951,92105,7,2945.9509287799992,200.0,2.926374912261963,2.1037416458129883,657950,-763.7752685546875,0.00073,0.01350561436265707
3330,662951,92387,7,2940.10666503,200.0,3.6070849895477295,7.991140365600586,659950,-774.5029907226562,0.00073,0.013483877293765545
3340,664951,92673,7,2944.3079162199992,200.0,3.904170513153076,0.3476907014846802,661950,-778.868408203125,0.00073,0.013685896061360836
3350,666951,92958,7,2944.686860429999,200.0,2.3237671852111816,12.95582389831543,663950,-766.2303466796875,0.00073,0.012651579454541206
3360,668951,93244,7,2951.4683374200004,200.0,2.3501031398773193,6.505141258239746,665950,-781.095947265625,0.00073,0.013398525305092335
3370,670951,93524,7,2955.78779287,200.0,4.405618190765381,1.254604458808899,667950,-779.7371215820312,0.00073,0.013478907756507397
3380,672951,93812,7,2911.772086929999,200.0,3.682871103286743,3.3181817531585693,669950,-777.4698486328125,0.00073,0.01316108275204897
3390,674951,94098,7,2903.61761291,200.0,2.766157627105713,4.525425910949707,671950,-781.798095703125,0.00073,0.012929809279739857
3400,676951,94386,7,2894.47147482,200.0,2.9652953147888184,7.008176326751709,673950,-768.1201171875,0.00073,0.013215643353760242
3410,678951,94673,7,2865.8103019599994,200.0,3.2746620178222656,8.937989234924316,675950,-776.858642578125,0.00073,0.013144525699317455
3420,680951,94963,7,2865.0011171900005,200.0,4.95219612121582,9.444032669067383,677950,-769.0218505859375,0.00073,0.013206125237047672
3430,682951,95259,7,2871.02450968,200.0,3.0156517028808594,-18.967945098876953,679950,-794.18359375,0.00073,0.013224279507994652
3440,684951,95552,7,2869.6240340700006,200.0,2.8109519481658936,16.82422637939453,681950,-779.0327758789062,0.00073,0.013045841827988625
3450,686951,95841,7,2870.9615573699994,200.0,5.635674476623535,8.604500770568848,683950,-785.867431640625,0.00073,0.01275499165058136
3460,688951,96128,7,2871.66094856,200.0,2.845996141433716,8.170609474182129,685950,-773.9152221679688,0.00073,0.013076121918857098
3470,690951,96418,7,2869.1716793399996,200.0,4.955066680908203,-0.013666629791259766,687950,-801.367919921875,0.00073,0.0132563142105937
3480,692951,96709,7,2912.3784818199997,200.0,2.2257657051086426,1.2658894062042236,689950,-787.7922973632812,0.00073,0.012968282215297222
3490,694951,96999,7,2918.205991580001,200.0,3.4803318977355957,2.758950710296631,691950,-784.9356689453125,0.00073,0.012868810445070267
3500,696951,97293,7,2927.1417487000003,200.0,1.9545886516571045,-15.452102661132812,693950,-798.969482421875,0.00073,0.013361342251300812
3510,698951,97584,7,2964.184390029999,200.0,1.9463820457458496,-1.8774068355560303,695950,-789.7381591796875,0.00073,0.013043726794421673
3520,700951,97877,7,2971.44186646,200.0,2.39011812210083,4.110666275024414,697950,-792.9360961914062,0.00073,0.012342169880867004
3530,702951,98166,7,2976.95653046,200.0,2.6546053886413574,1.4379045963287354,699950,-793.15234375,0.00073,0.012748685665428638
3540,704951,98453,7,2981.4626576100004,200.0,1.9442758560180664,-4.866544723510742,701950,-798.1209106445312,0.00073,0.012912027537822723
3550,706951,98746,7,2984.5091213799997,200.0,2.0662755966186523,-5.905162811279297,703950,-804.5034790039062,0.00073,0.01210834551602602
3560,708951,99036,7,3001.1434688800005,200.0,2.4118545055389404,-2.7197351455688477,705950,-795.6871337890625,0.00073,0.012533637695014477
3570,710951,99331,7,3015.8703443600007,200.0,3.1502957344055176,0.5050603747367859,707950,-801.3380737304688,0.00073,0.012358924373984337
3580,712951,99620,7,3025.0694231800003,200.0,3.168585777282715,0.4408867359161377,709950,-802.4180297851562,0.00073,0.012656183913350105
3590,714951,99909,7,3035.1877457,200.0,2.5297818183898926,3.0404043197631836,711950,-802.7426147460938,0.00073,0.012889094650745392
3600,716951,100198,7,3043.8176662299998,200.0,2.6439552307128906,-8.16032600402832,713950,-799.02783203125,0.00073,0.012730516493320465
3610,718951,100485,7,3041.4230827700003,200.0,2.707165241241455,0.1458418369293213,715950,-817.5117797851562,0.00073,0.013595589436590672
3620,720951,100773,7,3047.9990815499996,200.0,2.7219910621643066,-1.3944447040557861,717950,-810.9180908203125,0.00073,0.013190096244215965
3630,722951,101061,7,3056.02568033,200.0,2.080282211303711,3.501966953277588,719950,-805.0914306640625,0.00073,0.012636440806090832
3640,724951,101347,7,3028.1170468,200.0,2.186257839202881,1.593281626701355,721950,-810.5142211914062,0.00073,0.013420265167951584
3650,726951,101637,7,2967.0167912199995,200.0,4.819353103637695,-5.794144630432129,723950,-807.5510864257812,0.00073,0.013262630440294743
3660,728951,101928,7,2974.26556263,200.0,3.7213070392608643,-8.547738075256348,725950,-822.8304443359375,0.00073,0.013728857971727848
3670,730951,102227,7,2982.30581046,200.0,1.9082188606262207,-2.91445255279541,727950,-828.6262817382812,0.00073,0.013731320388615131
3680,732951,102524,7,2997.4375483400004,200.0,2.3237457275390625,-0.3354911804199219,729950,-822.2463989257812,0.00073,0.014080522581934929
3690,734951,102819,7,3004.4058858,200.0,2.794224262237549,-5.601576328277588,731950,-821.5849609375,0.00073,0.013955580070614815
3700,736951,103114,7,3012.5387903099995,200.0,5.166232585906982,8.473158836364746,733950,-814.8438720703125,0.00073,0.014286663383245468
3710,738951,103411,7,2964.9875252300008,200.0,5.332056522369385,14.563875198364258,735950,-825.7630615234375,0.00073,0.013328208588063717
3720,740951,103709,7,2961.4226695699995,200.0,2.8585596084594727,-8.300342559814453,737950,-832.8080444335938,0.00073,0.013355221599340439
3730,742951,104009,7,2977.0642053799993,200.0,2.6556644439697266,13.647615432739258,739950,-821.4421997070312,0.00073,0.013563737273216248
3740,744951,104311,7,3023.3247016399996,200.0,2.9384026527404785,7.083376884460449,741950,-828.547119140625,0.00073,0.013564358465373516
3750,746951,104611,7,3106.3451613099987,200.0,2.576854705810547,-0.5233076214790344,743950,-818.1611328125,0.00073,0.013735131360590458
3760,748951,104910,7,3108.46102876,200.0,2.878765106201172,-9.929588317871094,745950,-836.1885375976562,0.00073,0.013884597457945347
3770,750951,105215,7,3107.26592371,200.0,3.7681820392608643,-3.3807122707366943,747950,-830.7263793945312,0.00073,0.013621889986097813
3780,752951,105535,7,3086.19638666,200.0,2.787363290786743,14.2568998336792,749950,-835.2206420898438,0.00073,0.013243886642158031
3790,754951,105843,7,3049.45660127,200.0,2.377563953399658,3.5054805278778076,751950,-833.2430419921875,0.00073,0.013070736080408096
3800,756951,106144,7,2919.09037129,200.0,3.0394840240478516,-5.896300792694092,753950,-825.0575561523438,0.00073,0.013035723939538002
3810,758951,106449,7,2895.292898610001,200.0,2.9587018489837646,-3.4336540699005127,755950,-832.8257446289062,0.00073,0.014003901742398739
3820,760951,106749,7,2823.500348,200.0,2.659672260284424,15.654926300048828,757950,-826.3177490234375,0.00073,0.014824353158473969
3830,762951,107049,7,2773.0472067700002,200.0,4.350049018859863,1.2713569402694702,759950,-834.4183349609375,0.00073,0.015003519132733345
3840,764951,107346,7,2749.79202029,200.0,3.3335318565368652,6.758648872375488,761950,-833.6383666992188,0.00073,0.015176502987742424
3850,766951,107641,7,2749.0012707900005,200.0,3.135918617248535,3.5792837142944336,763950,-837.0306396484375,0.00073,0.014094050973653793
3860,768951,107940,7,2757.0755232200004,200.0,3.370267868041992,-4.5784382820129395,765950,-848.9860229492188,0.00073,0.01422953326255083
3870,770951,108235,7,2767.7219929400003,200.0,2.478907823562622,-2.2955551147460938,767950,-830.3817138671875,0.00073,0.015063260681927204
3880,772951,108532,7,2793.90180094,200.0,1.9578773975372314,-1.7304540872573853,769950,-850.0185546875,0.00073,0.01498918142169714
3890,774951,108826,7,2842.904183429999,200.0,2.2759687900543213,-0.4425663948059082,771950,-836.9603271484375,0.00073,0.015249624848365784
3900,776951,109121,7,2982.1172324499994,200.0,2.265000820159912,3.0560388565063477,773950,-848.709228515625,0.00073,0.015540611930191517
3910,778951,109418,7,3077.301335670001,200.0,2.4923343658447266,2.5792641639709473,775950,-836.2911376953125,0.00073,0.014578157104551792
3920,780951,109718,7,3171.23595044,200.0,3.236973524093628,1.936689853668213,777950,-864.7013549804688,0.00073,0.014695262536406517
3930,782951,110017,7,3189.402513390001,200.0,5.074184417724609,10.353200912475586,779950,-861.2196655273438,0.00073,0.014927426353096962
3940,784951,110316,7,3205.15708744,200.0,3.1438071727752686,1.3335987329483032,781950,-859.858642578125,0.00073,0.01557338610291481
3950,786951,110620,7,3174.7433583299994,200.0,3.664254665374756,2.313079833984375,783950,-863.9114990234375,0.00073,0.016807807609438896
3960,788951,110920,7,3108.3575095099995,200.0,2.863424301147461,-7.65903377532959,785950,-870.4384155273438,0.00073,0.015395311638712883
3970,790951,111218,7,3025.8598676300003,200.0,2.228724718093872,-9.833009719848633,787950,-861.193115234375,0.00073,0.015058700926601887
3980,792951,111519,7,2919.8313138,200.0,2.1920461654663086,2.6952812671661377,789950,-850.170654296875,0.00073,0.014794602058827877
3990,794951,111823,7,2911.4468834100007,200.0,4.278558731079102,2.338292360305786,791950,-856.7877807617188,0.00073,0.014981242828071117
4000,796951,112123,7,2921.47480867,200.0,4.407924175262451,-1.8063067197799683,793950,-855.0198974609375,0.00073,0.015332622453570366
4010,798951,112422,7,2926.6394994700004,200.0,4.380678176879883,11.34923267364502,795950,-845.0346069335938,0.00073,0.015972396358847618
4020,800951,112729,7,2919.9289241299994,200.0,3.848210334777832,-0.8129643201828003,797950,-860.4017944335938,0.00073,0.01591857150197029
4030,802951,113032,7,2937.13554249,200.0,3.901571273803711,3.2244372367858887,799950,-864.94921875,0.00073,0.016250140964984894
4040,804951,113331,7,2923.66311421,200.0,4.145943641662598,6.147578716278076,801950,-870.84912109375,0.00073,0.017421897500753403
4050,806951,113632,7,2944.50685489,200.0,2.563493013381958,3.406953811645508,803950,-864.9713134765625,0.00073,0.015230934135615826
4060,808951,113935,7,2988.67930763,200.0,3.7797694206237793,4.916036128997803,805950,-864.7547607421875,0.00073,0.017243798822164536
4070,810951,114235,7,3041.8167396400004,200.0,3.636019229888916,3.052790641784668,807950,-856.2733154296875,0.00073,0.01656115986406803
4080,812951,114534,7,3121.8190904600006,200.0,3.3972153663635254,-0.39775633811950684,809950,-867.9722290039062,0.00073,0.01590491458773613
4090,814951,114838,7,3134.758874150001,200.0,3.4978127479553223,5.292047023773193,811950,-854.3322143554688,0.00073,0.01658622734248638
4100,816951,115139,7,3142.35929888,200.0,5.020410537719727,2.3014750480651855,813950,-870.7435913085938,0.00073,0.017783770337700844
4110,818951,115444,7,3148.6347848799987,200.0,3.081441640853882,9.753372192382812,815950,-857.9762573242188,0.00073,0.016842570155858994
4120,820951,115741,7,3164.11244484,200.0,2.4631099700927734,10.08064079284668,817950,-854.8096923828125,0.00073,0.015096495859324932
4130,822951,116043,7,3195.38963675,200.0,3.097783327102661,-6.5088653564453125,819950,-856.9925537109375,0.00073,0.015311098657548428
4140,824951,116342,7,3237.061154250001,200.0,4.7343525886535645,8.639240264892578,821950,-859.740234375,0.00073,0.015392067842185497
4150,826951,116641,7,3238.01343026,200.0,3.364409923553467,-2.4290502071380615,823950,-861.4053955078125,0.00073,0.0159717109054327
4160,828951,116937,7,3249.0673481000013,200.0,2.540994167327881,-7.915539741516113,825950,-872.3562622070312,0.00073,0.016118330880999565
4170,830951,117232,7,3292.90058775,200.0,3.612532615661621,-2.3805060386657715,827950,-866.31396484375,0.00073,0.018134133890271187
