time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/ent_coef_loss,train/critic_loss,train/learning_rate,train/actor_loss,train/ent_coef
3760,6,53812,719.2530659900002,376000,100.0,372999,-1.863159418106079,0.1180747002363205,0.00073,-381.1144104003906,0.007280054502189159
3770,6,53959,719.26687471,377000,100.0,373999,3.3461461067199707,0.5106146335601807,0.00073,-381.01025390625,0.006298091262578964
3780,6,54105,719.2214449799999,378000,100.0,374999,0.14249277114868164,0.10572919249534607,0.00073,-380.77496337890625,0.007964271120727062
3790,6,54254,719.3864250400001,379000,100.0,375999,-1.9948633909225464,0.15983808040618896,0.00073,-381.037841796875,0.007448098622262478
3800,6,54402,719.7508528900001,380000,100.0,376999,0.40953174233436584,0.1733778417110443,0.00073,-381.5235290527344,0.00665550772100687
3810,6,54551,719.2861195299998,381000,100.0,377999,-2.1826980113983154,0.06545758247375488,0.00073,-382.1294250488281,0.006755283568054438
3820,6,54699,719.0249657799999,382000,100.0,378999,-0.9494070410728455,0.19735196232795715,0.00073,-380.9868469238281,0.010882623493671417
3830,6,54849,718.6096176000001,383000,100.0,379999,-2.0900487899780273,0.17994745075702667,0.00073,-381.10302734375,0.010189673863351345
3840,6,54997,718.2892537399999,384000,100.0,380999,-0.9446161985397339,0.12823745608329773,0.00073,-380.07940673828125,0.012489513494074345
3850,6,55145,718.2830002100001,385000,100.0,381999,-1.9669259786605835,0.16466869413852692,0.00073,-380.89300537109375,0.011100090108811855
3860,6,55294,717.9873486800003,386000,100.0,382999,0.20165881514549255,0.04136659950017929,0.00073,-381.5499572753906,0.008301722817122936
3870,6,55443,717.8760577600001,387000,100.0,383999,-1.3392220735549927,0.1333945244550705,0.00073,-380.6783447265625,0.009102845564484596
3880,6,55591,717.8115017899997,388000,100.0,384999,-0.1906701624393463,0.12716346979141235,0.00073,-381.06390380859375,0.007205048110336065
3890,6,55741,717.6942685,389000,100.0,385999,2.050288200378418,0.25680604577064514,0.00073,-380.84075927734375,0.008293872699141502
3900,6,55888,717.73704788,390000,100.0,386999,-0.585624098777771,0.07559747993946075,0.00073,-381.5771789550781,0.007860704325139523
3910,6,56037,718.1963821200001,391000,100.0,387999,2.434746265411377,0.19435034692287445,0.00073,-381.2236328125,0.00703485868871212
3920,6,56183,718.53704577,392000,100.0,388999,-0.18350696563720703,0.1341855227947235,0.00073,-380.7912902832031,0.007635159883648157
3930,6,56332,718.76761583,393000,100.0,389999,-0.13465487957000732,0.20385673642158508,0.00073,-381.41339111328125,0.007626550737768412
3940,6,56480,719.1489351799999,394000,100.0,390999,-1.1139694452285767,0.13627241551876068,0.00073,-380.9574890136719,0.007257431745529175
3950,6,56629,719.38183238,395000,100.0,391999,-2.186568021774292,0.23379389941692352,0.00073,-381.133056640625,0.006804906763136387
3960,6,56778,719.8024587300001,396000,100.0,392999,-0.21660208702087402,0.09746155142784119,0.00073,-381.3561096191406,0.006369727663695812
3970,6,56926,719.70676914,397000,100.0,393999,1.1769018173217773,0.43851345777511597,0.00073,-380.3294677734375,0.006841548252850771
3980,6,57075,719.7521101,398000,100.0,394999,-2.7604100704193115,0.13542070984840393,0.00073,-381.55792236328125,0.005812044721096754
3990,6,57223,719.7071416099998,399000,100.0,395999,-0.4400021731853485,0.09338511526584625,0.00073,-381.7649841308594,0.006234955973923206
4000,6,57372,719.6879345800002,400000,100.0,396999,-1.678342342376709,0.21101413667201996,0.00073,-381.56573486328125,0.006427805870771408
4010,6,57519,719.71066718,401000,100.0,397999,-1.4860219955444336,0.06452427804470062,0.00073,-382.2669677734375,0.005723994690924883
4020,6,57666,719.57552644,402000,100.0,398999,1.6876548528671265,0.21215850114822388,0.00073,-380.7657470703125,0.005661113187670708
4030,6,57813,719.81268459,403000,100.0,399999,0.1453397572040558,0.13268239796161652,0.00073,-381.76873779296875,0.006266194395720959
4040,6,57961,719.9846906999999,404000,100.0,400999,1.023508906364441,0.07407357543706894,0.00073,-381.68133544921875,0.005555141717195511
4050,6,58110,719.9552175100001,405000,100.0,401999,-0.9382136464118958,0.21029233932495117,0.00073,-381.0338134765625,0.006924019660800695
4060,6,58258,719.9470995999999,406000,100.0,402999,3.5308737754821777,0.11483931541442871,0.00073,-380.9489440917969,0.005989125929772854
4070,6,58406,720.20603963,407000,100.0,403999,1.2897021770477295,0.7301875352859497,0.00073,-381.4530334472656,0.006714985240250826
4080,6,58552,719.8144144000001,408000,100.0,404999,0.5873498916625977,0.07832373678684235,0.00073,-381.558349609375,0.007642889395356178
4090,6,58701,719.89543857,409000,100.0,405999,-2.72670841217041,0.06542257219552994,0.00073,-382.33819580078125,0.008372744545340538
4100,6,58850,719.8682513299999,410000,100.0,406999,-2.6532907485961914,0.04085733741521835,0.00073,-382.22515869140625,0.00622614985331893
4110,6,59000,719.68676085,411000,100.0,407999,0.9731950163841248,0.153257817029953,0.00073,-380.98870849609375,0.005704605020582676
4120,6,59148,719.7029913500003,412000,100.0,408999,0.06149432063102722,0.11993728578090668,0.00073,-381.8555908203125,0.007169665768742561
4130,6,59296,719.52637285,413000,100.0,409999,-1.975239634513855,0.09752330183982849,0.00073,-382.13104248046875,0.012009799480438232
4140,6,59443,719.2154363399999,414000,100.0,410999,0.6549563407897949,0.05905874818563461,0.00073,-380.54986572265625,0.007628587540239096
4150,6,59591,719.15358359,415000,100.0,411999,0.9667132496833801,0.12109959870576859,0.00073,-381.7519226074219,0.007307861000299454
4160,6,59740,719.07317585,416000,100.0,412999,-2.061331033706665,0.127966970205307,0.00073,-381.6078796386719,0.005979216191917658
4170,6,59888,719.0694475699999,417000,100.0,413999,-0.339577853679657,0.06610443443059921,0.00073,-381.4316101074219,0.007258500903844833
4180,6,60036,719.54244587,418000,100.0,414999,3.5919885635375977,0.15165571868419647,0.00073,-380.64166259765625,0.006492528598755598
4190,6,60187,719.5572669900002,419000,100.0,415999,-0.48735857009887695,0.21202200651168823,0.00073,-381.5153503417969,0.006045259069651365
4200,6,60337,719.7831804100001,420000,100.0,416999,-0.2440466731786728,0.034308187663555145,0.00073,-381.78009033203125,0.006825991906225681
4210,6,60485,719.9619567499999,421000,100.0,417999,-0.581288754940033,0.055492594838142395,0.00073,-381.5689392089844,0.0073566376231610775
4220,6,60634,720.0517288200001,422000,100.0,418999,-0.46845901012420654,0.16330364346504211,0.00073,-381.6629638671875,0.006844648160040379
4230,6,60784,720.26727293,423000,100.0,419999,-0.14895692467689514,0.1307683140039444,0.00073,-380.7586669921875,0.006531925406306982
4240,6,60931,720.6388759499999,424000,100.0,420999,0.24729804694652557,0.041175127029418945,0.00073,-381.343994140625,0.007862200029194355
4250,6,61080,720.86282448,425000,100.0,421999,0.9955111742019653,0.04932338744401932,0.00073,-381.0066223144531,0.007864014245569706
4260,6,61229,720.99292823,426000,100.0,422999,1.9815278053283691,0.7668091654777527,0.00073,-380.5722961425781,0.007230957970023155
4270,6,61378,720.8983914200003,427000,100.0,423999,-1.2632856369018555,0.05027086287736893,0.00073,-381.5027770996094,0.0076027680188417435
4280,6,61528,720.84067932,428000,100.0,424999,2.375333070755005,0.16000087559223175,0.00073,-381.0097351074219,0.006974273826926947
4290,6,61680,720.9512323499999,429000,100.0,425999,2.3428754806518555,0.18835297226905823,0.00073,-381.1026611328125,0.007285343017429113
4300,6,61830,720.9494171599998,430000,100.0,426999,0.12422443926334381,0.1811446249485016,0.00073,-381.12005615234375,0.006370963994413614
4310,6,61979,721.0529548700001,431000,100.0,427999,-1.3840229511260986,0.21399462223052979,0.00073,-381.711669921875,0.006657990161329508
4320,6,62128,721.0880799500001,432000,100.0,428999,0.1873026192188263,0.27858662605285645,0.00073,-381.6468505859375,0.006656171288341284
4330,6,62277,721.0901937799999,433000,100.0,429999,-0.048495352268218994,0.049670495092868805,0.00073,-381.15252685546875,0.006558716297149658
4340,6,62424,721.08902932,434000,100.0,430999,-1.716991662979126,0.11189094185829163,0.00073,-381.47113037109375,0.007328746374696493
4350,6,62573,721.0669825199999,435000,100.0,431999,2.9864842891693115,0.14743530750274658,0.00073,-380.8176574707031,0.006318557541817427
4360,6,62722,721.07153261,436000,100.0,432999,1.9761452674865723,0.23131844401359558,0.00073,-381.3207702636719,0.006720359902828932
4370,6,62871,721.2550925500001,437000,100.0,433999,-3.092437505722046,0.0569906048476696,0.00073,-381.89398193359375,0.006424895022064447
4380,6,63021,721.391162,438000,100.0,434999,0.23776710033416748,0.07068927586078644,0.00073,-381.80120849609375,0.005942184012383223
4390,6,63171,721.5434955299997,439000,100.0,435999,-0.6719356775283813,0.09156733751296997,0.00073,-381.7868347167969,0.006658018566668034
4400,6,63322,721.3404093200002,440000,100.0,436999,0.12228065729141235,0.06714852154254913,0.00073,-381.2869873046875,0.006731556262820959
4410,6,63472,721.2432900899998,441000,100.0,437999,0.41995739936828613,0.10680115222930908,0.00073,-381.4859313964844,0.0067514581605792046
4420,6,63623,721.2066251099999,442000,100.0,438999,-0.4934859275817871,0.07593849301338196,0.00073,-381.81060791015625,0.0073974705301225185
4430,6,63774,721.03592745,443000,100.0,439999,2.142094850540161,0.04912396892905235,0.00073,-381.915283203125,0.006912289187312126
4440,6,63923,721.04096743,444000,100.0,440999,0.6610350608825684,0.15375421941280365,0.00073,-380.69146728515625,0.006236725021153688
4450,6,64074,721.0342926499997,445000,100.0,441999,0.5028190612792969,0.32843655347824097,0.00073,-381.1689453125,0.00689402362331748
4460,6,64225,721.07909782,446000,100.0,442999,-1.1088080406188965,0.07603447139263153,0.00073,-381.76715087890625,0.0075004929676651955
4470,6,64375,720.99726523,447000,100.0,443999,-0.8355612754821777,0.03183833882212639,0.00073,-381.8561096191406,0.007019759155809879
4480,6,64525,720.9192831099998,448000,100.0,444999,-0.6636431217193604,0.06654360890388489,0.00073,-381.8123779296875,0.008135460317134857
4490,6,64675,720.8239282000001,449000,100.0,445999,0.3319064974784851,0.03070729784667492,0.00073,-381.50738525390625,0.006508389953523874
4500,6,64826,720.9861914200001,450000,100.0,446999,-0.5359494686126709,0.09540192037820816,0.00073,-381.70648193359375,0.007318172603845596
4510,6,64979,721.0090083399998,451000,100.0,447999,1.3106775283813477,0.46998167037963867,0.00073,-381.1432800292969,0.007287180982530117
4520,6,65131,721.0460893200002,452000,100.0,448999,2.0906240940093994,0.057761479169130325,0.00073,-381.71295166015625,0.0067610228434205055
4530,6,65282,721.1127763899999,453000,100.0,449999,-0.31373339891433716,0.20435050129890442,0.00073,-380.91900634765625,0.007373217027634382
4540,6,65433,721.0654705699999,454000,100.0,450999,1.1562750339508057,0.10245212912559509,0.00073,-381.1816101074219,0.006444654893130064
4550,6,65585,721.0343093099999,455000,100.0,451999,-0.08335413783788681,0.2270948588848114,0.00073,-380.9508056640625,0.007430248893797398
4560,6,65737,720.98822861,456000,100.0,452999,-0.5490297079086304,0.06389878690242767,0.00073,-382.04144287109375,0.006582754198461771
4570,6,65889,720.9998544999997,457000,100.0,453999,-3.3666298389434814,0.05449972301721573,0.00073,-382.372314453125,0.006802548188716173
4580,6,66041,721.0494925100002,458000,100.0,454999,-0.4340512454509735,0.18711018562316895,0.00073,-381.585205078125,0.008086951449513435
4590,6,66194,720.9161224899998,459000,100.0,455999,-1.860750436782837,0.10619625449180603,0.00073,-381.8544616699219,0.007355567999184132
4600,6,66344,720.90976689,460000,100.0,456999,0.6230605244636536,0.029114775359630585,0.00073,-381.906005859375,0.006890066899359226
4610,6,66498,720.95335753,461000,100.0,457999,-0.8464457988739014,0.07800732553005219,0.00073,-381.85113525390625,0.007378151640295982
4620,6,66651,721.1047262300001,462000,100.0,458999,-0.5800419449806213,0.121956966817379,0.00073,-381.18927001953125,0.007170202676206827
4630,6,66803,721.1852011600001,463000,100.0,459999,-1.6862813234329224,0.06591332703828812,0.00073,-381.60382080078125,0.008027764968574047
4640,6,66956,721.1769616500001,464000,100.0,460999,-0.09384244680404663,0.13883675634860992,0.00073,-381.3990478515625,0.007354803383350372
4650,6,67106,721.1857873199999,465000,100.0,461999,-0.8079310059547424,0.1734084039926529,0.00073,-381.3486328125,0.007607605773955584
4660,6,67258,721.1453266199999,466000,100.0,462999,-0.33743801712989807,0.04030141234397888,0.00073,-381.7628479003906,0.007531975395977497
4670,6,67409,721.01417871,467000,100.0,463999,-1.1898901462554932,0.12579864263534546,0.00073,-381.78900146484375,0.008018610067665577
4680,6,67560,720.8884664300001,468000,100.0,464999,-2.4230971336364746,0.10813653469085693,0.00073,-381.67803955078125,0.008282274007797241
4690,6,67711,720.9607841799999,469000,100.0,465999,2.483339786529541,0.13238467276096344,0.00073,-380.46087646484375,0.00825471431016922
4700,6,67862,721.0564787300001,470000,100.0,466999,0.355971097946167,0.06102658808231354,0.00073,-381.68511962890625,0.0072803981602191925
4710,6,68012,721.0497472699999,471000,100.0,467999,0.6968839168548584,0.2209201455116272,0.00073,-381.22894287109375,0.008450279943645
4720,6,68162,720.27418068,472000,100.0,468999,0.9251803755760193,0.11054340749979019,0.00073,-381.5400390625,0.007647865451872349
4730,6,68311,720.07116533,473000,100.0,469999,-0.38123011589050293,0.2616422772407532,0.00073,-381.36883544921875,0.008325452916324139
4740,6,68462,720.0244407000002,474000,100.0,470999,2.690291404724121,0.05770919471979141,0.00073,-380.81292724609375,0.00896688736975193
4750,6,68615,720.0379806399999,475000,100.0,471999,-0.7508032321929932,0.10172408074140549,0.00073,-380.9088134765625,0.007868995890021324
4760,6,68765,720.00707551,476000,100.0,472999,0.6027975082397461,0.10364623367786407,0.00073,-380.279052734375,0.007864696905016899
4770,6,68915,720.17630179,477000,100.0,473999,-2.9800820350646973,0.022558771073818207,0.00073,-381.7983093261719,0.008566383272409439
4780,6,69066,720.2322229600001,478000,100.0,474999,-0.7694573402404785,0.0782565176486969,0.00073,-381.25946044921875,0.008389705792069435
4790,6,69218,720.2955782600001,479000,100.0,475999,-1.1474941968917847,0.15509918332099915,0.00073,-381.8609924316406,0.009568543173372746
4800,6,69369,720.43871742,480000,100.0,476999,-0.28545278310775757,0.16383519768714905,0.00073,-381.41302490234375,0.009711211547255516
4810,6,69518,720.76937491,481000,100.0,477999,0.09136619418859482,0.275806725025177,0.00073,-381.314697265625,0.008126290515065193
4820,6,69668,721.6196368199999,482000,100.0,478999,-0.19888199865818024,0.1101127564907074,0.00073,-380.9488830566406,0.009120629169046879
4830,6,69824,722.0200030000001,483000,100.0,479999,-2.0198724269866943,0.08568783104419708,0.00073,-380.880859375,0.009933141991496086
4840,6,69975,722.2190236800002,484000,100.0,480999,-1.91159987449646,0.03872261941432953,0.00073,-381.4142761230469,0.008493836969137192
4850,6,70126,722.1135337500001,485000,100.0,481999,-0.2150665670633316,0.046756040304899216,0.00073,-381.0584716796875,0.010356886312365532
4860,6,70279,722.25230944,486000,100.0,482999,3.084791660308838,0.0692581832408905,0.00073,-380.4888000488281,0.009357054717838764
4870,6,70430,722.2515483299998,487000,100.0,483999,0.2403469681739807,0.0744493380188942,0.00073,-380.8206787109375,0.008990194648504257
4880,6,70581,722.36937516,488000,100.0,484999,-0.09314388036727905,0.03736284375190735,0.00073,-381.04498291015625,0.00951030571013689
4890,6,70732,722.44747427,489000,100.0,485999,2.1812937259674072,0.054484084248542786,0.00073,-379.96826171875,0.009952287189662457
4900,6,70885,722.37927632,490000,100.0,486999,1.679817795753479,0.08742111176252365,0.00073,-380.8529968261719,0.008437765762209892
4910,6,71037,722.16235456,491000,100.0,487999,0.6604456305503845,0.12767958641052246,0.00073,-379.8087158203125,0.009872511960566044
4920,6,71188,722.0963940199998,492000,100.0,488999,-0.6164373755455017,0.09329080581665039,0.00073,-381.3444519042969,0.010297105647623539
4930,6,71343,721.91039926,493000,100.0,489999,1.9085216522216797,0.1446038782596588,0.00073,-380.0010986328125,0.008666832000017166
4940,6,71497,721.8482162400002,494000,100.0,490999,1.0191524028778076,0.03870565444231033,0.00073,-381.4188232421875,0.009144480340182781
4950,6,71652,722.0635524799998,495000,100.0,491999,0.27901047468185425,0.05658547580242157,0.00073,-381.86688232421875,0.009264938533306122
4960,6,71804,722.1364753400001,496000,100.0,492999,-0.910010576248169,0.17881521582603455,0.00073,-381.8752746582031,0.008944765664637089
4970,6,71959,722.2464351600001,497000,100.0,493999,-0.3330862522125244,0.3148212730884552,0.00073,-381.62750244140625,0.009446690790355206
4980,6,72110,722.36731859,498000,100.0,494999,0.33043625950813293,0.08241170644760132,0.00073,-381.2424621582031,0.009329041466116905
4990,6,72261,722.36996035,499000,100.0,495999,0.45321330428123474,0.08467929065227509,0.00073,-381.4593811035156,0.010075465776026249
5000,6,72413,722.5188847800001,500000,100.0,496999,-0.6321189403533936,0.1308293342590332,0.00073,-381.5560607910156,0.009124482981860638
5010,6,72566,722.6735374300001,501000,100.0,497999,0.5347088575363159,0.06811878830194473,0.00073,-380.4085693359375,0.01078779622912407
5020,6,72718,722.7416859500001,502000,100.0,498999,-0.7166579961776733,0.1398203819990158,0.00073,-382.29962158203125,0.009696816094219685
5030,6,72870,723.15010268,503000,100.0,499999,0.3576311469078064,0.07576978206634521,0.00073,-381.1373596191406,0.008473711088299751
5040,6,73022,722.8394491800001,504000,100.0,500999,-0.41705185174942017,0.21248358488082886,0.00073,-381.3203430175781,0.008323559537529945
5050,6,73177,722.8690154200001,505000,100.0,501999,0.7771340012550354,0.0771053209900856,0.00073,-381.2667541503906,0.009627421386539936
5060,6,73329,722.9701514100001,506000,100.0,502999,-1.1222243309020996,0.08650395274162292,0.00073,-381.0852966308594,0.009520336985588074
5070,6,73481,722.8993473400001,507000,100.0,503999,0.10850495100021362,0.19349364936351776,0.00073,-381.1935119628906,0.009581363759934902
5080,6,73634,722.8469783499999,508000,100.0,504999,-1.139326572418213,0.12998472154140472,0.00073,-380.5805358886719,0.009554044343531132
5090,6,73788,722.7472900299998,509000,100.0,505999,4.452087879180908,0.4283006489276886,0.00073,-380.1917419433594,0.009715268388390541
5100,6,73940,722.6475065999998,510000,100.0,506999,-1.363997459411621,0.08854037523269653,0.00073,-381.8985595703125,0.008878560736775398
5110,6,74091,722.5480472499999,511000,100.0,507999,-0.2030719816684723,0.09245574474334717,0.00073,-380.96636962890625,0.009145312942564487
5120,6,74243,722.46734771,512000,100.0,508999,1.1752300262451172,0.09519622474908829,0.00073,-380.82403564453125,0.010956801474094391
5130,6,74396,722.1045303200001,513000,100.0,509999,0.18250368535518646,0.2324194610118866,0.00073,-380.4940490722656,0.01068457867950201
5140,6,74547,722.3934591199999,514000,100.0,510999,-1.1490185260772705,0.07193609327077866,0.00073,-381.9368896484375,0.009740469977259636
5150,6,74699,722.3893746800001,515000,100.0,511999,-0.7142112851142883,0.05957868695259094,0.00073,-381.6881103515625,0.010014171712100506
5160,6,74848,722.2460670199997,516000,100.0,512999,-1.3756085634231567,0.018930118530988693,0.00073,-381.8420104980469,0.00948856770992279
5170,6,74999,722.2610347900003,517000,100.0,513999,2.4777469635009766,0.026678334921598434,0.00073,-380.5181579589844,0.010443462990224361
5180,6,75150,722.305824,518000,100.0,514999,1.28128182888031,0.036835700273513794,0.00073,-380.92669677734375,0.00877446960657835
5190,6,75302,722.34277441,519000,100.0,515999,-0.3298868238925934,0.029944155365228653,0.00073,-381.40643310546875,0.009275304153561592
5200,6,75454,722.32668781,520000,100.0,516999,-0.3243294358253479,0.15851131081581116,0.00073,-380.4471435546875,0.010695303790271282
5210,6,75606,722.2094498,521000,100.0,517999,0.8080296516418457,0.20060136914253235,0.00073,-381.4972839355469,0.010340996086597443
5220,6,75759,722.2303332199999,522000,100.0,518999,-0.294414222240448,0.05712990462779999,0.00073,-381.7559814453125,0.011399383656680584
5230,6,75913,722.2446101700001,523000,100.0,519999,2.854461431503296,0.1540147066116333,0.00073,-380.64825439453125,0.00997093040496111
5240,6,76066,722.33568572,524000,100.0,520999,1.7901678085327148,0.09191253781318665,0.00073,-380.9285888671875,0.009473644196987152
5250,6,76221,722.26612951,525000,100.0,521999,0.687813937664032,0.15561756491661072,0.00073,-380.6631774902344,0.009793194010853767
5260,6,76375,722.1889269,526000,100.0,522999,-2.006108522415161,0.18414556980133057,0.00073,-381.6061706542969,0.009733964689075947
5270,6,76529,722.2192643999999,527000,100.0,523999,0.8666735291481018,0.05027332156896591,0.00073,-381.28173828125,0.00935731828212738
5280,6,76684,722.15513777,528000,100.0,524999,0.5907289981842041,0.09213846921920776,0.00073,-381.1298522949219,0.00997395534068346
5290,6,76842,722.38655898,529000,100.0,525999,-1.2388465404510498,0.022177528589963913,0.00073,-381.4544372558594,0.009121577255427837
5300,6,76997,722.4626397699999,530000,100.0,526999,0.08993295580148697,0.08758887648582458,0.00073,-381.7398376464844,0.010798557661473751
5310,6,77154,722.7916428600001,531000,100.0,527999,-0.8441529870033264,0.05568229407072067,0.00073,-381.4996032714844,0.009661102667450905
5320,6,77312,722.9288461499999,532000,100.0,528999,1.8706448078155518,0.04640059918165207,0.00073,-380.65313720703125,0.010066956281661987
5330,6,77469,723.3467252600001,533000,100.0,529999,0.3937455117702484,0.12555347383022308,0.00073,-381.8194580078125,0.009279697202146053
5340,6,77627,723.71220177,534000,100.0,530999,-0.9232687950134277,0.1651080846786499,0.00073,-381.9698791503906,0.010447671636939049
5350,6,77784,724.14337792,535000,100.0,531999,-2.2505686283111572,0.1453578770160675,0.00073,-381.6968688964844,0.010218839161098003
5360,6,77941,724.6295696199999,536000,100.0,532999,1.277244210243225,0.23524180054664612,0.00073,-381.2389831542969,0.010461236350238323
5370,6,78098,725.1371355,537000,100.0,533999,-2.4098010063171387,0.041835859417915344,0.00073,-382.48419189453125,0.011014370247721672
5380,6,78257,725.53536962,538000,100.0,534999,4.921811580657959,0.06300245970487595,0.00073,-380.5466613769531,0.010979671962559223
5390,6,78416,725.7961973600001,539000,100.0,535999,0.02545034885406494,0.051264435052871704,0.00073,-381.227783203125,0.009719286113977432
5400,6,78574,726.0473218099999,540000,100.0,536999,1.2836006879806519,0.17589542269706726,0.00073,-382.7100830078125,0.008962919935584068
5410,6,78733,726.19733606,541000,100.0,537999,0.8845058679580688,0.07197172939777374,0.00073,-381.6193542480469,0.01108995359390974
5420,6,78891,726.4258959100001,542000,100.0,538999,0.8957499861717224,0.04444485902786255,0.00073,-381.99176025390625,0.010929886251688004
5430,6,79053,726.5324612299999,543000,100.0,539999,-1.38010573387146,0.057264894247055054,0.00073,-382.2658996582031,0.011016345582902431
5440,6,79213,726.7293474400001,544000,100.0,540999,-0.4034194350242615,0.16949251294136047,0.00073,-382.15887451171875,0.01103102695196867
5450,6,79372,726.6188702400001,545000,100.0,541999,-0.111626535654068,0.060666657984256744,0.00073,-382.2344970703125,0.012602189555764198
5460,6,79532,726.67071157,546000,100.0,542999,-3.6487584114074707,0.12088988721370697,0.00073,-382.76544189453125,0.012879449874162674
5470,6,79690,726.5658503500002,547000,100.0,543999,0.15331944823265076,0.05501779168844223,0.00073,-381.91839599609375,0.012040039524435997
5480,6,79849,726.7331384299999,548000,100.0,544999,-0.2785266637802124,0.025338832288980484,0.00073,-382.1216125488281,0.012546984478831291
5490,6,80008,726.63074035,549000,100.0,545999,-1.7701327800750732,0.049056656658649445,0.00073,-382.3988037109375,0.012539084069430828
5500,6,80166,726.7652956499998,550000,100.0,546999,-0.21988041698932648,0.049013201147317886,0.00073,-382.4621276855469,0.01264446321874857
5510,6,80324,726.7774034999999,551000,100.0,547999,-1.0611131191253662,0.02796100825071335,0.00073,-383.07073974609375,0.011202421970665455
5520,6,80482,726.8453318300001,552000,100.0,548999,-0.5801329612731934,0.22989822924137115,0.00073,-382.15301513671875,0.01124526932835579
5530,6,80640,726.7362322099999,553000,100.0,549999,-1.3155099153518677,0.13878650963306427,0.00073,-381.8896179199219,0.012061836197972298
5540,6,80798,726.6254191799999,554000,100.0,550999,0.07858550548553467,0.0515461340546608,0.00073,-382.15887451171875,0.01226818561553955
5550,6,80956,726.7061612500002,555000,100.0,551999,-1.1799328327178955,0.2064111977815628,0.00073,-382.2333679199219,0.012503611855208874
5560,6,81115,726.7199262700001,556000,100.0,552999,-0.22239923477172852,0.16122111678123474,0.00073,-381.86737060546875,0.012505234219133854
5570,6,81274,726.9318952699999,557000,100.0,553999,-0.44489139318466187,0.10026458650827408,0.00073,-382.4450988769531,0.012838373892009258
5580,6,81433,726.77442865,558000,100.0,554999,1.5753748416900635,0.09793178737163544,0.00073,-381.91302490234375,0.012124136090278625
5590,6,81592,726.85796666,559000,100.0,555999,-1.069164514541626,0.03598441556096077,0.00073,-382.423095703125,0.012979214079678059
5600,6,81748,727.07756553,560000,100.0,556999,-1.6835052967071533,0.0426940843462944,0.00073,-383.2256774902344,0.013340671546757221
5610,6,81906,727.43772616,561000,100.0,557999,-1.7603321075439453,0.06004330515861511,0.00073,-382.38800048828125,0.012776819989085197
5620,6,82064,727.67474875,562000,100.0,558999,-0.07141553610563278,0.12149929255247116,0.00073,-382.66033935546875,0.012044811621308327
5630,6,82222,727.9397221000003,563000,100.0,559999,0.5704766511917114,0.040308691561222076,0.00073,-382.5994567871094,0.011523663066327572
5640,6,82380,728.09667057,564000,100.0,560999,-0.583465576171875,0.0685160905122757,0.00073,-382.90325927734375,0.013034270144999027
5650,6,82539,728.12452377,565000,100.0,561999,0.6441596746444702,0.08136286586523056,0.00073,-382.6943359375,0.013927917927503586
5660,6,82699,728.3972153799998,566000,100.0,562999,-0.5887973308563232,0.288688987493515,0.00073,-381.9983825683594,0.01376864593476057
5670,6,82859,728.6333510699998,567000,100.0,563999,1.590273380279541,0.0747566968202591,0.00073,-382.1933898925781,0.013288014568388462
5680,6,83018,728.9420079100001,568000,100.0,564999,-1.231699824333191,0.1284574568271637,0.00073,-382.7126159667969,0.014020565897226334
5690,6,83177,729.2832963200001,569000,100.0,565999,-0.06430019438266754,0.1280263066291809,0.00073,-382.0167236328125,0.014911945909261703
5700,6,83336,729.3386265299999,570000,100.0,566999,-1.6814723014831543,0.11850616335868835,0.00073,-382.3199768066406,0.014738189056515694
5710,6,83496,729.3600525599999,571000,100.0,567999,-0.6172836422920227,0.1161208376288414,0.00073,-382.533447265625,0.013911603018641472
5720,6,83654,729.51751066,572000,100.0,568999,-1.331721544265747,0.26283198595046997,0.00073,-382.8548889160156,0.013159200549125671
5730,6,83814,729.25809999,573000,100.0,569999,-2.3952691555023193,0.03995870426297188,0.00073,-383.1734313964844,0.014822592958807945
5740,6,83972,729.3190523399999,574000,100.0,570999,-1.1108670234680176,0.13645920157432556,0.00073,-383.07427978515625,0.013031790032982826
5750,6,84132,729.78272692,575000,100.0,571999,-0.5243704319000244,0.12150532007217407,0.00073,-383.1549377441406,0.014009212143719196
5760,6,84290,729.8790641700001,576000,100.0,572999,-1.559411883354187,0.09455782175064087,0.00073,-383.2276611328125,0.014643884263932705
5770,6,84451,729.9442924900001,577000,100.0,573999,-0.705829381942749,0.19841209053993225,0.00073,-383.01861572265625,0.014194374904036522
5780,6,84612,730.09725733,578000,100.0,574999,-0.04627716541290283,0.06775207072496414,0.00073,-382.0344543457031,0.014405067078769207
5790,6,84773,730.15642626,579000,100.0,575999,-0.23523008823394775,0.05076209083199501,0.00073,-382.8034973144531,0.014268063940107822
5800,6,84934,730.1853052299998,580000,100.0,576999,-1.1185805797576904,0.030596107244491577,0.00073,-383.36029052734375,0.013681094162166119
5810,6,85093,730.2416830599999,581000,100.0,577999,0.40656960010528564,0.04688172787427902,0.00073,-382.85052490234375,0.014462047256529331
5820,6,85255,730.3195143099999,582000,100.0,578999,1.2121292352676392,0.055421553552150726,0.00073,-382.2090759277344,0.015223179943859577
5830,6,85418,730.7700929399999,583000,100.0,579999,-0.2972683906555176,0.03337089344859123,0.00073,-382.5221862792969,0.014994879253208637
