time,pro_sup,deviation,flexion,cmc_abduction,cmc_flexion,mp_flexion,ip_flexion,mcp2_flexion,mcp2_abduction,pm2_flexion,md2_flexion,mcp3_flexion,mcp3_abduction,pm3_flexion,md3_flexion,mcp4_flexion,mcp4_abduction,pm4_flexion,md4_flexion,mcp5_flexion,mcp5_abduction,pm5_flexion,md5_flexion
2.502,-0.00022354242149836979,0.0003882538486093838,-0.0016947221768119746,0.05072844018477857,-0.03598985316107659,3.683902739587794e-05,1.2451613937716181e-05,-0.008166155358672492,0.01780313877917718,-0.006853544171557822,0.20723033181509842,0.01183627515001218,0.026756637530038214,6.333602975494366e-05,2.5280837617945902e-05,0.018988724787343245,0.03878631167667283,0.00012209400716239394,6.29815507192453e-05,0.007460744125517278,-0.014952633700489534,-2.600629888065228e-05,5.063449388033004e-05
2.504,-0.00021953513196753359,0.00038237797704637896,-0.0016576514484690256,0.05072867986513979,-0.03598971516618363,3.698103539413344e-05,1.2518369497268561e-05,-0.007988996905195762,0.017667031860266712,-0.006686870021917439,0.2062351597573079,0.011843013790642115,0.026771613018453655,6.33969348805131e-05,2.5307243317810802e-05,0.018997885581980792,0.03880464372643311,0.000122209860659339,6.3045390984216e-05,0.00746482824426609,-0.014960211329977198,-2.588157667115344e-05,5.071499781068333e-05
2.506,-0.0002153707909715865,0.00037693781526137744,-0.0016195931242499867,0.050728717510527925,-0.035990187869833046,3.713266889872714e-05,1.2563952902346846e-05,-0.007812288258762231,0.017535842186262408,-0.006522170536305209,0.20527508401925856,0.011880037733874992,0.02678793336041724,9.838455190162447e-05,2.7657703077581814e-05,0.01900642294112687,0.03882296858515801,0.00012207770688190008,6.302363213699266e-05,0.007468313523037809,-0.014967668270690224,-2.597241034261762e-05,5.071533048266243e-05
2.508,-0.00021085418370677243,0.0003726348911867269,-0.0015791507806358423,0.050728340525232694,-0.035991987344691966,3.7248961484351764e-05,1.2558359614385697e-05,-0.00763685087951109,0.017409051253289856,-0.006359705779141966,0.20434905238737416,0.01199193948285017,0.026807000532178243,0.00021574747692335104,3.8900527736183994e-05,0.019013610779873003,0.03884128087613075,0.00012135654881770743,6.278273830902745e-05,0.007470492085746256,-0.01497487989924944,-2.653997519790218e-05,5.0509433319955344e-05
2.51,-0.00020577868781886284,0.0003701892980743938,-0.0015349547868229907,0.05072739906514027,-0.03599568682223935,3.7237908452027386e-05,1.2469925823188191e-05,-0.0074635040544071395,0.017286180085281058,-0.006199753564571984,0.20345585483499015,0.012227763876015261,0.026829742735484174,0.0004641172544458954,6.91598021943347e-05,0.019018867784131047,0.03885955937931569,0.00011972725362618172,6.218369294379441e-05,0.007470791274398668,-0.014981764326544827,-2.7811151742581467e-05,4.9966045491413434e-05
2.512,-0.00019888509960636788,0.000370233281413371,-0.0014858503604838716,0.05072631778016272,-0.0360020696033448,3.7010106789309674e-05,1.2314902993118758e-05,-0.007292954836043482,0.017166871366092528,-0.00604256256024556,0.20259418766845494,0.012635326537075492,0.026856571410707165,0.0008880512668489486,0.00013068328463910768,0.01902188934681682,0.03887785682353067,0.00011693939155492207,6.110803436122331e-05,0.0074688939298505575,-0.014988228960816667,-2.9928198975632807e-05,4.9075870464450906e-05
2.514,-0.00018696527790212464,0.0003732564100461477,-0.0014309729260238895,0.050726414386855094,-0.03601242751479429,3.6551385723581374e-05,1.2206127114141727e-05,-0.007125750015717013,0.017050919840318812,-0.005888331172322818,0.20176268959636823,0.01325816670649715,0.026887489181520577,0.0015259562043408808,0.00023646497728290538,0.019022678872863706,0.038896362977499675,0.00011283314046824233,5.947497924316774e-05,0.007464775138125441,-0.01499412033464754,-3.293164923813761e-05,4.802039672732414e-05
2.516,-0.0001676461076380008,0.0003796185308084351,-0.0013697652620542908,0.05072843318945199,-0.03602734095703871,3.591500304485461e-05,1.2244870002469441e-05,-0.006962292956981254,0.016938194181843384,-0.005737203456642724,0.20096009237352128,0.014134040641016516,0.02692195351817936,0.00240962556487329,0.0003991903589024093,0.019021361742332866,0.0389151592057538,0.0001073748330095876,5.7250985622778735e-05,0.007458576222236478,-0.014999401126389858,-3.6816328536793996e-05,4.686674792301707e-05
2.518,-0.00013923481793866048,0.00038954404609207067,-0.0013019568947578602,0.05073273383282878,-0.03604686571546907,3.51792675217807e-05,1.251073986361652e-05,-0.00680285035660914,0.016828631248067796,-0.005589272694126932,0.20018521050674534,0.015294461358562904,0.026959043323334375,0.0035644868193786166,0.0006305244545991489,0.01901816969223239,0.03893425979949327,0.00010062905635283264,5.4443946797206e-05,0.00745056141262194,-0.015004110814020682,-4.1535625624063014e-05,4.563193817287395e-05
2.52,-0.0001005813761424992,0.00040312469061448155,-0.0012275275651939964,0.05073942565454718,-0.03607069296328596,3.4428365454768704e-05,1.3059737817503689e-05,-0.006647567834754867,0.016722225493082596,-0.005444588062256667,0.19943693071118643,0.016764798780374637,0.026997606002466038,0.005010177661493182,0.0009406946299273797,0.019013415006594227,0.03895364361778477,9.273346354763896e-05,5.1096042085244123e-05,0.007441077706560931,-0.015008332550510182,-4.700948464219496e-05,4.431899707948224e-05
2.522,-5.096167840425555e-05,0.0004203268028915028,-0.0011466646545851423,0.050748462378633674,-0.036098278420555366,3.374504230455313e-05,1.3926657114699156e-05,-0.006496489211872401,0.01661901702069597,-0.005303162394954798,0.19871420249253927,0.01856469092683855,0.027036377140468127,0.006761240231075631,0.00133829546621837,0.019007462949769488,0.038973277172844004,8.387661881015958e-05,4.727616606265005e-05,0.007430520578690882,-0.015012167175607495,-5.3133491381357093e-05,4.2935417138269274e-05
2.524,9.941489695500057e-06,0.00044099292209495597,-0.0010571948873916632,0.05075959916624383,-0.036129855820104625,3.355056611071557e-05,1.5136188586441035e-05,-0.006349418923676313,0.016519167617668945,-0.005165044566100941,0.1980151668340689,0.020707262899721707,0.027074346033378806,0.008827265450512772,0.0018300544570944576,0.018999461090446142,0.03899383638455792,7.376417902469271e-05,4.292220290784188e-05,0.0074181078433526995,-0.015014817620702765,-5.994986303049428e-05,4.130912198218205e-05
2.526,6.31935694681e-05,0.0004650184479456463,-0.0009421199181312753,0.05076333850967455,-0.03616326455170905,3.57213003380016e-05,1.5968484984597773e-05,-0.006205348248869987,0.016422924061178117,-0.005030634953007631,0.19733382871071964,0.023192977199200847,0.02711049314581069,0.011210968413253823,0.002419941673967765,0.018980538260355725,0.03901855284778556,5.9232683707587166e-05,3.7068848088368824e-05,0.0073955426257503445,-0.015011480455897917,-6.870483519682095e-05,3.638742526596882e-05
2.528,0.00010992995615145189,0.0004919902260897165,-0.0007886572628889227,0.05076197835750251,-0.036202946931244775,4.053950094696192e-05,1.6518625820000466e-05,-0.0060634959747452154,0.016330860801940898,-0.004900068067234349,0.19666644719479695,0.02602275129666818,0.02714507628198453,0.013912592984683985,0.0031105369652980296,0.018946694468374548,0.039050525278805474,3.7732993385236954e-05,2.8794251322897232e-05,0.0073586631175145065,-0.01499855181369164,-7.974080774375438e-05,2.7888086399964977e-05
2.53,0.00015112184754120805,0.0005214238712184919,-0.0005867405767749261,0.05075750123731315,-0.036251432239570947,4.790106934062545e-05,1.6957763605419653e-05,-0.005923350478756341,0.016243372104586394,-0.0047733387584580934,0.19601106872947904,0.029196249906989047,0.027177905983400624,0.0169304591348339,0.003903286003253906,0.018895941162063577,0.03909152279273539,7.556314629758746e-06,1.7370415080610553e-05,0.0073054165749830875,-0.014974072284445524,-9.310778709463983e-05,1.5581298307965852e-05
2.532,0.00018759672052632315,0.0005527826128215278,-0.0003284901926717286,0.05075153621000823,-0.03630992776335563,5.7555831255453584e-05,1.7465478380746982e-05,-0.005784602683608834,0.01616070848368117,-0.004650365209617637,0.19536681014719068,0.03271171401434974,0.02720852676143335,0.020261351627017303,0.004798692818482806,0.018827640380774485,0.03914238045479851,-3.229262211908232e-05,2.289212445318376e-06,0.007235191028267442,-0.014937227654185162,-0.00010866051000283367,-6.432664379006463e-07
2.534,0.00022005528555613593,0.0005855035083221566,-8.04138055863731e-06,0.050745374763086284,-0.036378650569606284,6.918964265671654e-05,1.8200080857509384e-05,-0.0056470922476289645,0.0160829934124763,-0.004531016091810261,0.19473348175841784,0.036566103955100814,0.02723630731192895,0.023900879539506932,0.005796491578130171,0.018738362791565908,0.03920349211803357,-7.144510417232144e-05,-1.9002610039350915e-05,0.00714746991106959,-0.014888307956279389,-0.00012592765830946777,-1.587214788970598e-05
2.536,0.0002490968086183808,0.0006190635716235173,0.00037914859991824604,0.0507399697262787,-0.03645730452397853,8.25266085664195e-05,1.928619615542047e-05,-0.005510774267352996,0.016010227376616008,-0.004415152617894346,0.19411116878669596,0.040754993234314404,0.027260537466120213,0.027843647943446907,0.006895749160126183,0.01862810944023783,0.03927427789351266,-0.0001095462586258258,-3.891902373548374e-05,0.007043501373564839,-0.014827798838233649,-0.00014459450649357888,-3.0246080826211387e-05
2.538,0.0002754452931481548,0.0006534555035787124,0.0007218353276285921,0.05073937278696301,-0.03650244640050148,8.17022153664024e-05,2.035369103812755e-05,-0.005382899544802783,0.015938218798975265,-0.0042997108316305795,0.19353943468298748,0.04533397632662885,0.027267730225660293,0.032109120358507416,0.008103799250476069,0.018562184621565798,0.039321589016445516,-0.0001382663741574884,-5.4461880203880715e-05,0.006980362320829981,-0.014797168292030333,-0.00015728445161888784,-4.166537750905857e-05
2.54,0.0002995102705186135,0.0006881556847878457,0.0010210685803482586,0.05074042060259538,-0.03652170007630236,7.328758121874729e-05,2.069521561062806e-05,-0.0052623096858028275,0.015867526275224378,-0.004185542296266488,0.19300683449770425,0.05028739365132454,0.027259657192912012,0.03669264417945274,0.00942019618101769,0.01853207813563879,0.039350624069319044,-0.00015876221931800436,-6.623779361125836e-05,0.006950175079064777,-0.014789845900326826,-0.00016526135842016945,-5.0262704114180875e-05
2.542,0.00032161726205812244,0.0007227041278908181,0.0012805554656832529,0.05074138794028188,-0.03652182374227899,6.146511638583845e-05,2.0177021866043647e-05,-0.005147761526886106,0.01579868927761184,-0.004073217805183143,0.1925045198668112,0.05560007260366419,0.02723787093836374,0.04158725220149544,0.010843031691302997,0.018528315456511905,0.03936630487055873,-0.0001698316416563626,-7.425765545112025e-05,0.006944687190708725,-0.014799694212977457,-0.00016877003896782235,-5.545170554300706e-05
2.544,0.0003420286384119057,0.0007567243503102462,0.001505076111624154,0.05074146686494621,-0.03650844234055799,4.8773374527947876e-05,1.8922240164208307e-05,-0.005038092147164787,0.015732145943850764,-0.003963092640068601,0.1920259538419964,0.061257744913796805,0.027203639411385053,0.04678475807993835,0.01236946718058378,0.01854332836512326,0.039372807946696974,-0.00017208278900566085,-7.852911291559528e-05,0.006956440522988318,-0.014821409417617653,-0.00016696348881698107,-5.762367511771807e-05
2.546,0.00036095711096897687,0.0007899249584001553,0.0016989560115291495,0.05074042055340948,-0.0364857967924249,3.656908627731969e-05,1.713921160070258e-05,-0.004932328488785526,0.015668186460032735,-0.0038553492388837952,0.19156669418393024,0.06724748647919637,0.027157885132680453,0.052276571944718395,0.013996161498162421,0.018571566073480497,0.03937331095253947,-0.00016674560446278402,-7.93606246700627e-05,0.006980095347005679,-0.014850940455113955,-0.00016010305469716065,-5.7183355059245126e-05
2.548,0.00037857671968284906,0.000822089073947731,0.0018660781322151698,0.050738304657985456,-0.036457084827761665,2.5520548959574812e-05,1.503556668764066e-05,-0.004829671627384723,0.015606978357351902,-0.003750064312796066,0.19112372083999993,0.0735573570979062,0.02710129428080756,0.058054005080217956,0.015719500349351455,0.01860890473495036,0.0393702016798859,-0.0001552522304249123,-7.721537351499946e-05,0.007011767936034902,-0.014885231703584469,-0.00014895114016111864,-5.45473186085896e-05
2.55,0.0003950307356946315,0.0008530652940357362,0.002009906512639309,0.050735306105547516,-0.03642471009602253,1.590040393778185e-05,1.2785128777001998e-05,-0.004729478056012837,0.015548590556357727,-0.003647252346801504,0.19069497551805994,0.08017616514066682,0.02703439120754697,0.06410843897586717,0.017535745186928152,0.018652252555648487,0.03936524599947226,-0.00013901554746072062,-7.26150176072578e-05,0.007048599828552236,-0.014922013983034305,-0.00013444067384404813,-5.012772091396174e-05
2.552,0.00041043754900805125,0.0008827592188406856,0.0021335157404392827,0.050731652988593064,-0.03639046734473375,7.759040290523366e-06,1.0519785651325329e-05,-0.0046312399595966,0.015493015393397556,-0.0035468932525939936,0.19027904706187568,0.08709331072038627,0.02695759051960891,0.07043141464425942,0.019441128117805146,0.018699279885285438,0.03935972309089901,-0.00011932096585569245,-6.607981175688017e-05,0.007088471590358573,-0.014959635118780278,-0.00011750247114797945,-4.431553081688305e-05
2.554,0.0004248952039078156,0.000911125203436527,0.0022396228772419706,0.050727567025079155,-0.036355682106630385,1.0269521682846435e-06,8.332172913785538e-06,-0.004534565807949708,0.015440188142228198,-0.0034489494971635987,0.18987495696984621,0.09429867869105515,0.026871234258642258,0.07701467549865218,0.021431911102816146,0.018748230345929668,0.03935453427611172,-9.728187231676207e-05,-5.8094002797397815e-05,0.00712980797506187,-0.014996923036700463,-9.898170066126049e-05,-3.7468089827975876e-05
2.556,0.0004384849975840548,0.00093815832098194,0.0023306197576436344,0.05072324106285726,-0.036321317383380756,-4.425189702709549e-06,6.2822330775324265e-06,-0.004439162097348789,0.015390003787451504,-0.0033533763311658716,0.18948201362664693,0.10178256371345262,0.026775618902335083,0.08385018362160959,0.023504421839992504,0.01879778542533841,0.03935029037713677,-7.382986318448857e-05,-4.9088090030660866e-05,0.007171441870645442,-0.015033075644713883,-7.960375849794368e-05,-2.9901790609699023e-05
2.558,0.00045127440641816344,0.0009638866738028831,0.002408604429808556,0.050718830908323534,-0.03628805595671923,-8.751632769015687e-06,4.404441526085694e-06,-0.0043448167075189476,0.015342331004994495,-0.0032601275662776093,0.18909971362348355,0.10953561632758033,0.026671015199746684,0.09093012122081372,0.025655074620812072,0.01884696505619534,0.03934738152625229,-4.972307475841322e-05,-3.943190349627764e-05,0.0072125168059805605,-0.01506757274677461,-5.9966751080440316e-05,-2.1889122444292373e-05
2.56,0.0004633195113994605,0.0009883642289627665,0.002475411032328636,0.050714454973486096,-0.036256364412139926,-1.2111611576447352e-05,2.7143607314139507e-06,-0.004251384087329145,0.015297023456038639,-0.0031691585429240443,0.1887276752982799,0.11754880309870758,0.026557682813838957,0.09824688425903208,0.02788038164269438,0.01889505296620562,0.03934603262212513,-2.55630711956894e-05,-2.9434312928183355e-05,0.0072524153243808094,-0.015100106030848298,-4.054759310280922e-05,-1.3658926981959738e-05
2.562,0.0004746670363357879,0.0010116643351965593,0.002532637731692182,0.05071019784649498,-0.036226543247419384,-1.4658321217079094e-05,1.2140843987338337e-06,-0.0041587723131250465,0.015253928606906181,-0.003080427377323049,0.18836559427928423,0.12581337645003918,0.02643588110844433,0.10579307236144629,0.030176958366824665,0.018941539498096526,0.039346347060854735,-1.8149382359721127e-06,-1.9346756656442215e-05,0.0072907051456583705,-0.015130523825759145,-2.1714407773457527e-05,-5.398772261271236e-06
2.564,0.0004853560860881931,0.0010338717602942462,0.0025816725621601207,0.05070611655887734,-0.0361987655006851,-1.6532569572546297e-05,-1.0332085837960183e-07,-0.00406693197095705,0.015212895827524083,-0.0029938952381794496,0.18801321405252058,0.1343208516546972,0.026305878458313246,0.11356147737479239,0.03254152524666093,0.018986077604866272,0.0393483422537685,2.117251008809755e-05,-9.36863636625455e-06,0.007327098539774886,-0.01515878670224249,-3.7409174341499456e-06,2.7415923173223732e-06
2.566,0.0004954196792621904,0.001055063143403366,0.002623717176094476,0.05070225277758929,-0.036173103015136765,-1.785627101774138e-05,-1.2495843493411473e-06,-0.003975846801457717,0.015173790389881356,-0.0029095262683634035,0.18767030687641412,0.14306299042579643,0.026167966906401767,0.12154507198963502,0.03497090732124619,0.019028451065005926,0.039351984444059254,4.3148727919156376e-05,3.471305005464452e-07,0.007361424250103057,-0.01518492663586513,1.3180564986327077e-05,1.0647076736918735e-05
2.568,0.0005048859799937621,0.001075304551439117,0.0026598083947271204,0.050698635877309356,-0.03614955257651367,-1.8732430810264303e-05,-2.238642196710072e-06,-0.0038855257607345027,0.015136493550695908,-0.002827286922428945,0.18733666120323572,0.15203178629081798,0.026022463097079986,0.1297369994541957,0.03746203261214649,0.01906854528524129,0.03935720613543026,6.394400057160312e-05,9.687616635282224e-06,0.007393600746511952,-0.015209023765945368,2.8925055976274697e-05,1.823276958091776e-05
2.57,0.0005137795544253908,0.0010946525632784625,0.0026908376827365775,0.05069528468532907,-0.036128057503832536,-1.9246955250740473e-05,-3.08507477670333e-06,-0.003795996376116957,0.015100900213608286,-0.002747145192093654,0.18701207375201453,0.1612194487205609,0.02586970137162847,0.13813056547744434,0.040011930436454304,0.01910632326659727,0.03936391751248322,8.345385105611416e-05,1.8573458643639682e-05,0.007423614207906235,-0.015231190279457487,4.342186245046404e-05,2.5439303998689565e-05
2.572,0.000522123921364056,0.0011131549408208536,0.0027175685950446963,0.05069221024218638,-0.03610852480937774,-1.947064601691604e-05,-3.803080241728978e-06,-0.0037072991703879943,0.015066917215792182,-0.002669069880943872,0.18669634470901528,0.17061837729417584,0.025710010336766627,0.1467192351651382,0.04261773101608936,0.019141806639569908,0.03937201543212596,0.00010162564139349985,2.695296269485955e-05,0.007451501333466431,-0.015251557917693406,5.664329971432147e-05,3.222867354671056e-05
2.574,0.0005299420615554116,0.001130851790104657,0.00274065266042471,0.05068941718845357,-0.03609083794183847,-1.946131965472629e-05,-4.40595093983771e-06,-0.003619483296756234,0.015034461462245829,-0.0025930300124943667,0.1863892750858125,0.18022115490122473,0.02554371128832707,0.1554966249716014,0.04527666261706188,0.019175060180646138,0.039381389799235264,0.00011844715860040137,3.479681597194131e-05,0.007477335426188027,-0.015270268885401958,6.859496281748423e-05,3.858018531253507e-05
2.576,0.0005372564080472829,0.0011477766833144867,0.0027606436182324996,0.05068690487172068,-0.03607486634405331,-1.9265840862245175e-05,-4.905842796577611e-06,-0.0035326030561059793,0.015003458316578448,-0.0025189943637007866,0.18609066543720784,0.19002054363282503,0.025371119160912236,0.16445649571543378,0.04798604868512305,0.019206179435569893,0.03939192823413939,0.00013393705161297086,4.2093470113221285e-05,0.007501215358545902,-0.015287469168586029,7.93075463778943e-05,4.448686748517325e-05
2.578,0.000544088833807952,0.0011639576694622007,0.0027780101178155837,0.05068466840301037,-0.03606047265890243,-1.8921968062410037e-05,-5.313711494333821e-06,-0.0034467151384780367,0.014973840264059615,-0.0024469311203376954,0.1858003154233314,0.20000948115771278,0.025192543325494428,0.1735927470939061,0.0507433052794779,0.01923528090486158,0.039403519473854835,0.00014813691508516443,4.8845188133099307e-05,0.007523256890473052,-0.015303303680781423,8.883007773878487e-05,4.9952394554566684e-05
2.58,0.0005504606387550253,0.001179418179328723,0.0027931470156094427,0.050682699606375385,-0.03604751808368597,-1.8459972222660895e-05,-5.639344641713887e-06,-0.003361876473262403,0.014945545800033681,-0.0023768076443512385,0.1855180238868596,0.21018107762138183,0.025008288247209076,0.1828994133595633,0.053545938753785396,0.019262494304075742,0.03941605578599029,0.00016110480849426575,5.5064711322966925e-05,0.007543585878304653,-0.015317912830415717,9.722439275011545e-05,5.4988493240717085e-05
2.582,0.000556392537581039,0.0011941778311058454,0.002806385397840562,0.05068098784045377,-0.03603586627024813,-1.7904024742259457e-05,-5.891444901908291e-06,-0.003278142586408961,0.014918518505739529,-0.0023085903384678294,0.18524358922705825,0.22052861304862403,0.024818654019728766,0.19237065991723146,0.0563915436367195,0.01928795650982082,0.03942943461797365,0.00017291000762126242,6.0772486436816466e-05,0.007562333009936009,-0.015331430184733466,0.00010456068266703315,5.961278240039365e-05
2.584,0.000561904649242889,0.0012082531435245205,0.0028180014488866467,0.05067952069028444,-0.03602538608717773,-1.7273368177026788e-05,-6.077736148177224e-06,-0.003195566376267438,0.014892706280522954,-0.0022422445916526357,0.18497680992765728,0.23104553519873836,0.024623936793406888,0.20200078065802712,0.05927780067038436,0.019311806877328763,0.039443559658910485,0.0001836288021969453,6.59943876257131e-05,0.007579629773876442,-0.01534398097261487,0.00011091395116489798,6.384699663730424e-05
2.586,0.0005670164886277545,0.0012216581633094413,0.002828224277129425,0.050678284537881695,-0.036015953496364085,-1.6583291754483535e-05,-6.205075881284258e-06,-0.003114197232026423,0.014868060704880608,-0.002177734789194162,0.18471748514654837,0.24172545780765312,0.02442442911351826,0.21178419588451627,0.062202474971349855,0.019334183673396524,0.03945834145484041,0.00019334117347333097,7.075986785592482e-05,0.007595605425537403,-0.015355681222419492,0.0001163612360708831,6.77155437675115e-05
2.588,0.0005717469606635967,0.0012344050136842413,0.002837242801868846,0.050677265024744116,-0.03600745274517852,-1.5845936316330247e-05,-6.279564317489052e-06,-0.003034080429924855,0.014844536513100162,-0.0021150243724172525,0.1844654153096365,0.25256215914577107,0.024220420183329632,0.22171545070667947,0.06516341428502506,0.01935522141446201,0.03947369768873746,0.00020212820599331853,7.510047822395483e-05,0.007610384757764556,-0.015366637374212056,0.00012097946765411501,7.124434903118449e-05
2.59,0.0005761143569723547,0.0012465043704412392,0.002845211796747993,0.050676447420972076,-0.03599977703474522,-1.507095303725318e-05,-6.306645079247272e-06,-0.0029552567523887944,0.014822091157734248,-0.002054075934767602,0.18422040267414305,0.2635495808206187,0.024012196064909362,0.23178921380684378,0.06815854730923862,0.019375048936535858,0.039489553212946275,0.00021007010744985872,7.904869897600791e-05,0.007624086517486233,-0.015376946240378065,0.000124843852347911,7.445994290709976e-05
2.592,0.0005801363550458023,0.0012579658718270717,0.002852257177297,0.05067581691541699,-0.03599282879201551,-1.4266038488894086e-05,-6.2911952081868195e-06,-0.002877762284017527,0.014800684450968125,-0.0019948513429363774,0.18398225184187272,0.27468182675699415,0.023800039828789758,0.2420002764861046,0.07118588206725533,0.01939378805382455,0.03950583990276157,0.00021724472854590105,8.263703211357753e-05,0.007636822338561465,-0.015386695216348252,0.00012802668666709878,7.73887538762451e-05
2.594,0.0005838300198426193,0.001268798468205383,0.002858480612725537,0.050675358840141675,-0.03598651964702293,-1.343736619617261e-05,-6.237603885113569e-06,-0.0028016283459721372,0.014780278270261247,-0.0019373118736053358,0.18375077021290132,0.2859531622928166,0.02358423166195162,0.25234355191660374,0.07424350431413605,0.01941155268765565,0.039522496384654555,0.0002237264909077914,8.58973116062339e-05,0.007648696083974569,-0.015395962665254738,0.00013059652042188643,8.005657205884194e-05
2.596,0.0005872118076505092,0.001279010717153769,0.0028639635350272467,0.05067505884094101,-0.035980770195493665,-1.2589932245106534e-05,-6.149840191998325e-06,-0.0027268815368989606,0.014760836317571639,-0.001881418358178353,0.18352576837651965,0.2973580133353783,0.023365048942150832,0.2628140745342613,0.07732957596346572,0.01942844836784282,0.03953946768050616,0.00022958564532440885,8.886019308995457e-05,0.007659803509520745,-0.015404818417922194,0.00013261760099858827,8.248815405615253e-05
2.598,0.0005902975720221711,0.0012886110293423157,0.0028687706118320985,0.0506749030040457,-0.03597550960991429,-1.1727829999703034e-05,-6.031510753247659e-06,-0.0026535438541536293,0.014742323923090245,-0.0018271313294673439,0.18330706044024542,0.30889096552962925,0.023142766285362267,0.2734069995156785,0.08044233352414006,0.01944457202571792,0.03955670479953476,0.0002348877949659581,9.155479032432502e-05,0.007670232176856276,-0.015413324343534996,0.00013414954151396143,8.470694342206318e-05
2.6,0.0005931025715736984,0.001297607870229709,0.002872952743263436,0.05067487794756602,-0.03597067514841746,-1.0854466693442338e-05,-5.8859083213313185e-06,-0.0025816328738845723,0.01472470788578173,-0.0017744111656968044,0.1830944643000864,0.32054676339711263,0.02291765557205913,0.28411760229120786,0.08358008653919916,0.019460012012329792,0.03957416430193078,0.0002396936289261999,9.40084305370986e-05,0.007680061556853715,-0.01542153495733124,0.00013524716516851118,8.673488490187325e-05
2.602,0.0005956414794248807,0.0013060099223027968,0.002876549637323007,0.05067497088480654,-0.035966211599800506,-9.97273262722312e-06,-5.716052436099964e-06,-0.002511161972589921,0.014707956344194431,-0.0017232182283804661,0.18288780185654763,0.3323203094109909,0.022689985957156815,0.29494127805376463,0.08674121602068939,0.019474848287249158,0.039591807852142724,0.00024405882060127293,9.624650508363132e-05,0.007689363275077688,-0.01542949804033554,0.0001359604862732416,8.859231388569156e-05
2.604,0.0005979283940601849,0.0013138262122784172,0.0028795920130288933,0.05067516966532801,-0.035962070694128365,-9.085131938220456e-06,-5.524723258139423e-06,-0.0024421405761741494,0.014692038672000479,-0.001673512991616947,0.18268689918148995,0.3442066629790944,0.02246002386770415,0.3058735412298992,0.08992417287626814,0.019489152733413354,0.03960960177498585,0.00024803405324253414,9.829239561042478e-05,0.007698201460254726,-0.015437255252923459,0.00013633479536071636,9.029790543807804e-05
2.606,0.0005999768513947425,0.001321066207383681,0.0028821034756518157,0.05067546279855431,-0.03595821050127812,-8.193882389354287e-06,-5.314489598019123e-06,-0.00237457442538732,0.014676925393584832,-0.0016252561611664008,0.1824915866411204,0.35620103931299624,0.022228032991778626,0.31691002488599895,0.09312747632477253,0.01950298956180777,0.03962751662400893,0.000251665141668134,0.00010016745917397114,0.0077066331641525545,-0.015444842729289702,0.0001364108216676314,9.186866980659603e-05
2.608,0.0006017998378397702,0.001327739884533938,0.0028841021039151442,0.050675839463811975,-0.03595459483412219,-7.300990343393516e-06,-5.087732061996782e-06,-0.0023084658489085043,0.014662588115740595,-0.001578408782327447,0.18230169898028892,0.3682988081666987,0.021994274261514145,0.32804648004825543,0.0963497122992777,0.019516415776771386,0.0396455267686507,0.0002549932247434499,0.00010189105857443365,0.0077147088275576646,-0.015452291643975383,0.0001362249512338587,9.331998351042186e-05
2.61,0.0006034098041751236,0.0013338577759375064,0.0028856017849213087,0.05067628950993059,-0.03595119266854933,-6.408306002017442e-06,-4.846662126482596e-06,-0.002243814037304901,0.01464899947216454,-0.001532932336154037,0.1821170753730005,0.38049549243357633,0.0217590058327442,0.3392787749202282,0.0995895318372894,0.019529481678546862,0.039663610004477066,0.0002580550079840239,0.00010348062656722878,0.007722472772248978,-0.015459628744742557,0.0001358094830298059,9.46656470000169e-05
2.612,0.000604818680052018,0.0013394309943740071,0.0028866133288193594,0.05067680344690628,-0.03594797758896581,-5.517563081296324e-06,-4.5933378473693795e-06,-0.002180615312720121,0.014636133077995482,-0.0014887888239555466,0.18193755944369325,0.3927867665947392,0.021522483063362307,0.3506028939864762,0.10284564945866781,0.01954223138455124,0.03968174718907812,0.0002608830396204517,0.00010495175466207645,0.007729963703180159,-0.01546687684846477,0.00013519290901336267,9.59179614943286e-05
2.614,0.0006060378889654649,0.0013444712411198713,0.0028871453918120453,0.05067737243161849,-0.03594492726512351,-4.630406335735441e-06,-4.329676811009693e-06,-0.002118863390471995,0.014623963492110566,-0.0014459408403289036,0.18176299926343673,0.4051684550159549,0.021284958492175612,0.36201493699482046,0.10611684153267462,0.019554703354873366,0.03969992190491058,0.00026350600680193396,0.0001063182989535423,0.007737215208646178,-0.015474055298489229,0.00013440020692892087,9.708781897591173e-05
2.616,0.0006070783635529375,0.0013489907992313014,0.002887205232993068,0.050677988249174376,-0.03594202296394059,-3.7484097105267154e-06,-4.057466843417056e-06,-0.0020585496298180534,0.014612466185300347,-0.0014043516351956648,0.18159324732479734,0.4176365300937129,0.02104668181974573,0.37351111781337193,0.10940194463618799,0.01956693091083688,0.039718120149409064,0.0002659490413990283,0.00010759249689062246,0.007744256249141071,-0.015481180383246706,0.00013345313708021636,9.818480048729835e-05
2.618,0.0006079505610926462,0.0013530025146425027,0.002886799327683798,0.050678643291120075,-0.035939249098295045,-2.873087376092539e-06,-3.7783749139246746e-06,-0.0019996632720151574,0.01460161751279131,-0.0013639851654744055,0.18142816049871932,0.430187110253946,0.020807899892465485,0.38508776316152893,0.1126998539056505,0.01957894273821209,0.0397363300519867,0.0002682340271790894,0.00010878509012255106,0.007751111628014561,-0.015488265716841037,0.0001323705363108278,9.921727885167878e-05
