rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,train/n_updates,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/critic_loss
100.0,352639,49424,437.2720384299999,3530,7,349638,-180.32000732421875,0.08118639886379242,0.004444822669029236,0.00073,17.17925262451172
100.0,353639,49568,440.99715567,3540,7,350638,-181.3830108642578,0.0789339691400528,0.8840214014053345,0.00073,19.479642868041992
100.0,354639,49710,440.08996436999996,3550,7,351638,-181.82138061523438,0.08077362924814224,0.6820675134658813,0.00073,15.591816902160645
100.0,355639,49853,443.85761672,3560,7,352638,-181.7669219970703,0.08045164495706558,-0.1726304590702057,0.00073,15.019011497497559
100.0,356639,49996,428.95174668000004,3570,7,353638,-203.01393127441406,0.0785738080739975,0.1563062071800232,0.00073,17.67892837524414
100.0,357639,50141,417.99318479,3580,7,354638,-201.7588653564453,0.08099281787872314,0.2578241229057312,0.00073,11.263286590576172
100.0,358639,50284,420.57659787999995,3590,7,355638,-192.49684143066406,0.08146689087152481,0.13998118042945862,0.00073,17.526166915893555
100.0,359639,50429,389.44412941999997,3600,7,356638,-194.41751098632812,0.0805874913930893,0.4423975944519043,0.00073,15.872270584106445
100.0,360639,50573,364.25403056000005,3610,7,357638,-196.0026092529297,0.07927674055099487,0.2792285680770874,0.00073,14.261590957641602
100.0,361639,50716,331.71456566,3620,7,358638,-183.79322814941406,0.07667534798383713,0.8271143436431885,0.00073,12.913429260253906
100.0,362639,50863,323.82989409,3630,7,359638,-195.05508422851562,0.07571439445018768,0.38376688957214355,0.00073,15.544437408447266
99.44,363583,50998,332.10199895,3640,7,360582,-186.5167999267578,0.07890550792217255,0.28266260027885437,0.00073,14.38601303100586
99.44,364583,51142,333.40034232,3650,7,361582,-191.7898406982422,0.07727319747209549,-0.5882706642150879,0.00073,15.046818733215332
99.44,365583,51287,339.36486893,3660,7,362582,-212.8065643310547,0.07922069728374481,0.7006981372833252,0.00073,12.806361198425293
99.44,366583,51430,377.8107686299999,3670,7,363582,-176.17393493652344,0.07888342440128326,-0.15811659395694733,0.00073,15.75112533569336
99.44,367583,51575,397.06310668,3680,7,364582,-175.37594604492188,0.07712957262992859,-0.052069053053855896,0.00073,20.382160186767578
99.44,368583,51719,402.79813485,3690,7,365582,-192.8501739501953,0.07663391530513763,0.14121651649475098,0.00073,13.895008087158203
99.44,369583,51863,405.62280095,3700,7,366582,-195.6033935546875,0.07973044365644455,0.2760102450847626,0.00073,13.475801467895508
99.44,370583,52009,420.88453643,3710,7,367582,-204.9664306640625,0.07941750437021255,0.24453745782375336,0.00073,11.980358123779297
99.44,371583,52153,441.48491785,3720,7,368582,-192.1063995361328,0.07739885151386261,-0.038926754146814346,0.00073,14.556211471557617
99.44,372583,52298,457.13361556,3730,7,369582,-188.24685668945312,0.08062653988599777,0.31928735971450806,0.00073,16.157001495361328
100.0,373583,52443,460.61022148000006,3740,7,370582,-191.56248474121094,0.07808329164981842,0.027041807770729065,0.00073,16.674179077148438
100.0,374583,52589,482.91977874,3750,7,371582,-187.44723510742188,0.07970980554819107,-0.08667975664138794,0.00073,13.105841636657715
100.0,375583,52732,468.96737108,3760,7,372582,-195.37081909179688,0.08009292185306549,-0.7716840505599976,0.00073,17.10320281982422
100.0,376583,52876,453.34937290999994,3770,7,373582,-174.44818115234375,0.08064597845077515,-1.5840098857879639,0.00073,19.012287139892578
100.0,377583,53020,449.6808103500001,3780,7,374582,-197.26588439941406,0.07872071862220764,-0.03893372416496277,0.00073,14.45855712890625
100.0,378583,53165,453.97190579999994,3790,7,375582,-191.9505615234375,0.07735484093427658,-0.10780347883701324,0.00073,18.442628860473633
100.0,379583,53308,485.20499724,3800,7,376582,-187.00860595703125,0.08114016801118851,0.8107253909111023,0.00073,20.598384857177734
100.0,380583,53452,491.03339446999996,3810,7,377582,-180.2050018310547,0.07753564417362213,-0.4419308304786682,0.00073,16.6696834564209
100.0,381583,53597,468.28951230999996,3820,7,378582,-212.40782165527344,0.07960726320743561,0.7229844927787781,0.00073,16.19235610961914
100.0,382583,53743,445.29209448000006,3830,7,379582,-211.55569458007812,0.0775880441069603,1.330552577972412,0.00073,16.385448455810547
100.0,383583,53890,441.1999045300001,3840,7,380582,-214.66744995117188,0.07703470438718796,1.273545503616333,0.00073,14.744199752807617
100.0,384583,54035,413.2029724100001,3850,7,381582,-206.38525390625,0.0780954658985138,-0.10075944662094116,0.00073,14.87457275390625
100.0,385583,54182,427.37776942999994,3860,7,382582,-194.23275756835938,0.0776585191488266,-0.7818933725357056,0.00073,13.895235061645508
100.0,386583,54326,423.47272663,3870,7,383582,-217.9091033935547,0.07506585121154785,1.5388312339782715,0.00073,16.072391510009766
100.0,387583,54472,407.1340705400001,3880,7,384582,-205.73484802246094,0.07464873790740967,0.1553477644920349,0.00073,15.050152778625488
100.0,388583,54623,414.45899189999994,3890,7,385582,-197.76231384277344,0.07582385092973709,-0.559301495552063,0.00073,14.856432914733887
100.0,389583,54769,384.7758354399999,3900,7,386582,-199.99423217773438,0.08005458116531372,-0.8670969009399414,0.00073,15.10017204284668
100.0,390583,54914,374.3215422299999,3910,7,387582,-208.440673828125,0.07615777850151062,0.29459047317504883,0.00073,14.286262512207031
100.0,391583,55060,392.8145529199999,3920,7,388582,-197.15036010742188,0.07686594128608704,1.0217580795288086,0.00073,18.153606414794922
100.0,392583,55204,400.56488938,3930,7,389582,-207.59291076660156,0.07725577056407928,1.9179604053497314,0.00073,17.9224853515625
100.0,393583,55349,403.56686878,3940,7,390582,-200.76422119140625,0.07543234527111053,-0.653827428817749,0.00073,16.067401885986328
100.0,394583,55494,424.71436066,3950,7,391582,-186.90017700195312,0.07623995095491409,-0.23256634175777435,0.00073,14.171212196350098
100.0,395583,55641,419.42294813000007,3960,7,392582,-205.91830444335938,0.07643245160579681,-0.137320876121521,0.00073,16.853843688964844
100.0,396583,55787,418.34062486999994,3970,7,393582,-211.26287841796875,0.0764627754688263,-1.6638637781143188,0.00073,15.507144927978516
100.0,397583,55935,422.19248506,3980,7,394582,-205.47372436523438,0.0780039131641388,-0.6622685790061951,0.00073,11.64157772064209
100.0,398583,56080,431.1597958600001,3990,7,395582,-199.07627868652344,0.07672195881605148,-0.07755795121192932,0.00073,11.936944961547852
100.0,399583,56228,447.9622754300001,4000,7,396582,-192.30580139160156,0.07733523845672607,-0.06040531396865845,0.00073,16.105093002319336
100.0,400583,56374,462.59861793999994,4010,7,397582,-189.92300415039062,0.07707507163286209,-0.07929524779319763,0.00073,16.492218017578125
100.0,401583,56520,478.14779511,4020,7,398582,-203.72900390625,0.07628735154867172,-0.04593868553638458,0.00073,17.416015625
100.0,402583,56667,462.47023829,4030,7,399582,-212.36619567871094,0.07706424593925476,-0.08199088275432587,0.00073,19.89582061767578
100.0,403583,56813,459.90662721999996,4040,7,400582,-187.79769897460938,0.08212242275476456,0.23871618509292603,0.00073,23.715126037597656
100.0,404583,56960,458.5887509300001,4050,7,401582,-203.57992553710938,0.0789022147655487,0.3727956712245941,0.00073,16.337993621826172
100.0,405583,57111,450.24277505,4060,7,402582,-204.50723266601562,0.07817570120096207,0.961669385433197,0.00073,13.912103652954102
100.0,406583,57257,437.48097118,4070,7,403582,-195.96743774414062,0.07670853286981583,-0.09133273363113403,0.00073,14.90614128112793
100.0,407583,57404,449.71364672,4080,7,404582,-197.94882202148438,0.07947859168052673,0.2001907378435135,0.00073,13.361576080322266
100.0,408583,57550,419.3669957800001,4090,7,405582,-192.70034790039062,0.07885628938674927,-0.24118362367153168,0.00073,12.17489242553711
100.0,409583,57700,415.55877508,4100,7,406582,-193.89859008789062,0.08284448087215424,-0.9390580058097839,0.00073,12.920902252197266
100.0,410583,57845,418.85784602,4110,7,407582,-203.52163696289062,0.08625078201293945,-1.0530215501785278,0.00073,17.626192092895508
100.0,411583,57991,407.86992663999996,4120,7,408582,-213.28773498535156,0.08613931387662888,-1.478016972541809,0.00073,19.759437561035156
100.0,412583,58139,407.84710081,4130,7,409582,-210.99058532714844,0.07968219369649887,-0.38921916484832764,0.00073,14.314353942871094
100.0,413583,58284,406.67546912,4140,7,410582,-199.29425048828125,0.0790143758058548,0.37994930148124695,0.00073,19.789722442626953
100.0,414583,58436,395.22525602,4150,7,411582,-218.7374725341797,0.07863534986972809,-0.2264936864376068,0.00073,17.617748260498047
100.0,415583,58584,408.56045709,4160,7,412582,-218.18817138671875,0.08063498139381409,-0.37296271324157715,0.00073,14.31315803527832
100.0,416583,58731,409.07681895999997,4170,7,413582,-198.33311462402344,0.07882339507341385,-0.5637128949165344,0.00073,19.009923934936523
100.0,417583,58877,395.58290112,4180,7,414582,-214.34764099121094,0.08028247207403183,-0.16613203287124634,0.00073,17.973854064941406
100.0,418583,59027,417.44408105,4190,7,415582,-193.31536865234375,0.07959392666816711,-0.054261840879917145,0.00073,12.273397445678711
100.0,419583,59175,422.42328438,4200,7,416582,-191.8459930419922,0.08149762451648712,0.5425055027008057,0.00073,19.73636245727539
100.0,420583,59325,415.13066373000004,4210,7,417582,-203.65499877929688,0.08211516588926315,-0.527163028717041,0.00073,15.769535064697266
100.0,421583,59471,427.65102480999997,4220,7,418582,-183.29608154296875,0.08136430382728577,0.40337860584259033,0.00073,15.290767669677734
100.0,422583,59619,446.69014476999996,4230,7,419582,-197.2220916748047,0.07800329476594925,-1.3200759887695312,0.00073,14.761880874633789
100.0,423583,59765,445.79449528,4240,7,420582,-208.47987365722656,0.07939749211072922,-0.1457025110721588,0.00073,12.435372352600098
100.0,424583,59912,452.2509693,4250,7,421582,-199.1903533935547,0.0776766911149025,-0.20541192591190338,0.00073,13.970722198486328
100.0,425583,60060,468.49411861,4260,7,422582,-217.38587951660156,0.07866126298904419,0.6193177103996277,0.00073,17.18915557861328
100.0,426583,60208,489.35335495,4270,7,423582,-205.6385040283203,0.07830988615751266,-0.1834024041891098,0.00073,14.620824813842773
100.0,427583,60355,483.04784709,4280,7,424582,-215.9027099609375,0.08163341879844666,0.9654349088668823,0.00073,14.986632347106934
100.0,428583,60500,471.1107935499999,4290,7,425582,-206.97927856445312,0.07917522639036179,1.4425444602966309,0.00073,18.504535675048828
100.0,429583,60644,460.50369548,4300,7,426582,-203.5420684814453,0.07748310267925262,0.7506344318389893,0.00073,19.07785415649414
100.0,430583,60790,451.75778505999995,4310,7,427582,-214.88319396972656,0.07973487675189972,0.6035175323486328,0.00073,28.343746185302734
100.0,431583,60936,431.33140335999997,4320,7,428582,-198.10215759277344,0.0780477374792099,-1.5077934265136719,0.00073,16.279647827148438
100.0,432583,61082,435.55853088,4330,7,429582,-212.14254760742188,0.07752344012260437,-0.838244616985321,0.00073,11.940237045288086
100.0,433583,61229,424.4792638000001,4340,7,430582,-204.47499084472656,0.07825534790754318,0.35078972578048706,0.00073,14.53519058227539
100.0,434583,61375,421.25572901999993,4350,7,431582,-194.02490234375,0.07529038190841675,0.16164910793304443,0.00073,16.80414390563965
100.0,435583,61522,391.31854381,4360,7,432582,-202.39968872070312,0.07688841223716736,-0.7761633396148682,0.00073,20.151844024658203
100.0,436583,61670,378.68912132,4370,7,433582,-207.0453643798828,0.07716391235589981,0.3995002806186676,0.00073,12.9993896484375
100.0,437583,61817,398.03690408,4380,7,434582,-213.05722045898438,0.07539796084165573,-0.33874285221099854,0.00073,10.035345077514648
100.0,438583,61965,402.8535834700001,4390,7,435582,-196.658203125,0.07879659533500671,-0.6502621173858643,0.00073,10.691122055053711
100.0,439583,62115,399.62440116,4400,7,436582,-196.6865997314453,0.07740337401628494,0.09004765748977661,0.00073,13.746892929077148
100.0,440583,62266,405.72606558,4410,7,437582,-199.84463500976562,0.07840712368488312,0.1251237690448761,0.00073,11.204524993896484
100.0,441583,62414,409.08252663999997,4420,7,438582,-207.82920837402344,0.0764099657535553,0.654173731803894,0.00073,12.725250244140625
100.0,442583,62563,392.9739623599999,4430,7,439582,-208.797607421875,0.07859164476394653,-0.27745282649993896,0.00073,11.744836807250977
100.0,443583,62714,407.4861607699999,4440,7,440582,-207.48617553710938,0.076013945043087,-1.1527692079544067,0.00073,9.783266067504883
100.0,444583,62859,404.50977444999995,4450,7,441582,-198.78628540039062,0.07646697014570236,-0.2112026810646057,0.00073,14.294731140136719
100.0,445583,63005,419.37244940000005,4460,7,442582,-218.84127807617188,0.0731859877705574,0.11817958205938339,0.00073,11.189078330993652
100.0,446583,63152,424.53253927000003,4470,7,443582,-212.98052978515625,0.07696691155433655,1.5684677362442017,0.00073,14.489216804504395
100.0,447583,63301,423.13067579999995,4480,7,444582,-192.6539764404297,0.07449880242347717,-1.0490919351577759,0.00073,11.839856147766113
100.0,448583,63449,422.82777359999994,4490,7,445582,-210.42095947265625,0.07524821162223816,-0.0839473307132721,0.00073,12.616238594055176
100.0,449583,63597,439.0684922299999,4500,7,446582,-197.1815948486328,0.0787566527724266,-0.00474238395690918,0.00073,13.88552474975586
100.0,450583,63746,414.3297510999999,4510,7,447582,-188.1798553466797,0.08345037698745728,0.011414945125579834,0.00073,12.744827270507812
100.0,451583,63895,391.82656342,4520,7,448582,-215.39759826660156,0.08008495718240738,0.6656345129013062,0.00073,13.389406204223633
100.0,452583,64043,395.49087976000004,4530,7,449582,-193.0933837890625,0.07942218333482742,-0.6578844785690308,0.00073,12.086804389953613
100.0,453583,64189,394.06590481,4540,7,450582,-213.24290466308594,0.07737194001674652,-0.605615496635437,0.00073,11.700891494750977
100.0,454583,64339,392.89471045,4550,7,451582,-208.90536499023438,0.07527751475572586,0.06918205320835114,0.00073,11.991495132446289
100.0,455583,64485,395.8229952600001,4560,7,452582,-215.20907592773438,0.07639666646718979,0.5650957822799683,0.00073,10.922011375427246
100.0,456583,64634,396.64149027999997,4570,7,453582,-206.14727783203125,0.0768703743815422,0.27441439032554626,0.00073,14.16311264038086
100.0,457583,64783,389.74195286,4580,7,454582,-223.40798950195312,0.07749777287244797,0.661224365234375,0.00073,12.658726692199707
100.0,458583,64929,398.97077936999995,4590,7,455582,-205.10418701171875,0.0793440192937851,0.35595953464508057,0.00073,14.713225364685059
100.0,459583,65075,392.55280898999996,4600,7,456582,-206.33982849121094,0.07569634914398193,1.147803783416748,0.00073,11.987120628356934
100.0,460583,65222,412.65590132000005,4610,7,457582,-204.7542266845703,0.07599620521068573,0.13626258075237274,0.00073,12.035551071166992
100.0,461583,65372,434.61165913,4620,7,458582,-205.08973693847656,0.0781029686331749,-0.011757194995880127,0.00073,12.24816608428955
100.0,462583,65522,436.21008925000007,4630,7,459582,-192.4844512939453,0.07656380534172058,-0.3092653155326843,0.00073,12.974315643310547
100.0,463583,65670,427.21877440000003,4640,7,460582,-203.1227569580078,0.07587922364473343,1.3792102336883545,0.00073,14.98829460144043
100.0,464583,65817,442.96213071000005,4650,7,461582,-190.7029571533203,0.07495710998773575,-0.3982729911804199,0.00073,19.10809326171875
100.0,465583,65970,437.89359606,4660,7,462582,-209.68099975585938,0.07547137886285782,-0.42122069001197815,0.00073,12.034488677978516
100.0,466583,66125,441.30737737,4670,7,463582,-195.95919799804688,0.07811973243951797,0.04056824743747711,0.00073,10.32768440246582
100.0,467583,66276,434.67835565000007,4680,7,464582,-225.5810546875,0.07996006309986115,1.0058228969573975,0.00073,11.09976577758789
100.0,468583,66425,442.47013876,4690,7,465582,-205.99949645996094,0.07562907785177231,-0.5797199606895447,0.00073,12.185478210449219
100.0,469583,66574,440.18610836999994,4700,7,466582,-220.09437561035156,0.07618765532970428,-0.28887519240379333,0.00073,9.318626403808594
100.0,470583,66725,424.09153833,4710,7,467582,-217.82693481445312,0.07393120974302292,1.2762844562530518,0.00073,13.020353317260742
100.0,471583,66874,422.47246978000004,4720,7,468582,-215.4826202392578,0.0767577588558197,-0.6578163504600525,0.00073,9.291996002197266
100.0,472583,67023,414.5501291599999,4730,7,469582,-180.78807067871094,0.07546920329332352,0.2970837354660034,0.00073,10.238482475280762
100.0,473583,67173,419.29417910999996,4740,7,470582,-207.90521240234375,0.07544290274381638,-0.27075570821762085,0.00073,18.13745880126953
100.0,474583,67323,435.49130667000003,4750,7,471582,-206.35226440429688,0.07705208659172058,0.573925793170929,0.00073,13.892301559448242
100.0,475583,67473,440.86212354,4760,7,472582,-211.93362426757812,0.07438970357179642,-1.1835005283355713,0.00073,13.215980529785156
100.0,476583,67623,422.3219601,4770,7,473582,-200.26202392578125,0.07752547413110733,-0.44726482033729553,0.00073,12.265264511108398
100.0,477583,67771,412.51583235999993,4780,7,474582,-203.70742797851562,0.07837101817131042,0.3030053377151489,0.00073,12.296602249145508
100.0,478583,67920,410.28639181000005,4790,7,475582,-210.57188415527344,0.0763031393289566,-0.49810969829559326,0.00073,11.320552825927734
100.0,479583,68068,424.9473962300001,4800,7,476582,-228.5261688232422,0.07761337608098984,-0.5645806193351746,0.00073,12.270790100097656
100.0,480583,68217,449.05484019999994,4810,7,477582,-210.4430694580078,0.07575944811105728,-0.44960829615592957,0.00073,14.173404693603516
100.0,481583,68365,446.18618618,4820,7,478582,-211.66758728027344,0.07589073479175568,-0.34130311012268066,0.00073,9.894285202026367
100.0,482583,68515,461.76061992,4830,7,479582,-201.880859375,0.07401365786790848,1.489164113998413,0.00073,13.879507064819336
100.0,483583,68665,450.52059507999996,4840,7,480582,-202.1728515625,0.07478870451450348,-0.26976799964904785,0.00073,11.478543281555176
100.0,484583,68815,413.21646194999994,4850,7,481582,-229.99456787109375,0.0735040158033371,-1.0883656740188599,0.00073,10.926044464111328
100.0,485583,68963,418.5923253,4860,7,482582,-207.6791229248047,0.0764094889163971,0.43998199701309204,0.00073,12.746719360351562
100.0,486583,69113,435.51278876,4870,7,483582,-210.34375,0.07586001604795456,-1.1142961978912354,0.00073,9.271856307983398
100.0,487583,69263,457.27936245999996,4880,7,484582,-225.38314819335938,0.07494928687810898,0.43117356300354004,0.00073,10.8427152633667
100.0,488583,69412,438.7739888100001,4890,7,485582,-210.3948516845703,0.07437632977962494,0.07425350695848465,0.00073,12.367477416992188
100.0,489583,69567,406.0742431999999,4900,7,486582,-209.14456176757812,0.07125850766897202,-0.021206598728895187,0.00073,11.121337890625
100.0,490583,69715,415.97417414000006,4910,7,487582,-212.54302978515625,0.07319458574056625,0.3829330503940582,0.00073,12.358001708984375
100.0,491583,69866,423.11765746,4920,7,488582,-215.50445556640625,0.07557316869497299,-0.0629546046257019,0.00073,8.236690521240234
100.0,492583,70021,438.0963387,4930,7,489582,-200.455078125,0.07377773523330688,0.8869919776916504,0.00073,12.389589309692383
100.0,493583,70174,462.28916226999996,4940,7,490582,-209.0377655029297,0.07243020832538605,0.5714206695556641,0.00073,18.095733642578125
100.0,494583,70325,493.6775522699999,4950,7,491582,-212.6920928955078,0.07533448189496994,-0.35986271500587463,0.00073,14.303556442260742
100.0,495583,70474,480.8480514200001,4960,7,492582,-221.00245666503906,0.07494498044252396,-2.017359972000122,0.00073,10.795574188232422
100.0,496583,70625,493.83688956000003,4970,7,493582,-210.2622528076172,0.07401531934738159,-2.0049641132354736,0.00073,9.552742004394531
100.0,497583,70774,501.11101247000005,4980,7,494582,-212.67152404785156,0.0763837918639183,-0.06642910838127136,0.00073,12.955941200256348
100.0,498583,70927,494.82347662,4990,7,495582,-212.57867431640625,0.07363802939653397,-0.8053903579711914,0.00073,11.323954582214355
100.0,499583,71076,507.25846167,5000,7,496582,-229.0856475830078,0.07633698731660843,0.2542369067668915,0.00073,11.05500316619873
100.0,500583,71226,478.41424177,5010,7,497582,-214.2655792236328,0.0769110918045044,0.8038369417190552,0.00073,11.15782356262207
100.0,501583,71375,488.12959958,5020,7,498582,-206.54531860351562,0.07684217393398285,-0.02031046152114868,0.00073,9.6807861328125
100.0,502583,71525,466.14023584999995,5030,7,499582,-212.83934020996094,0.07893084734678268,-0.4056669771671295,0.00073,8.934144973754883
100.0,503583,71676,456.47691159000004,5040,7,500582,-215.10121154785156,0.07686106115579605,-0.7373648881912231,0.00073,13.002857208251953
100.0,504583,71827,443.58065182999997,5050,7,501582,-223.545166015625,0.07545740157365799,0.3771941661834717,0.00073,11.335710525512695
100.0,505583,71980,442.8206236600001,5060,7,502582,-201.18653869628906,0.07745330780744553,0.3310917317867279,0.00073,11.317800521850586
100.0,506583,72132,429.8332653799999,5070,7,503582,-204.3341522216797,0.07800982892513275,0.2379457652568817,0.00073,13.128908157348633
100.0,507583,72284,425.53683216999997,5080,7,504582,-197.2237091064453,0.07890426367521286,0.5011655688285828,0.00073,15.31283950805664
100.0,508583,72435,446.69356329999994,5090,7,505582,-210.10740661621094,0.07704444229602814,0.053927719593048096,0.00073,8.754551887512207
100.0,509583,72589,441.49644471000005,5100,7,506582,-208.5596923828125,0.07451146841049194,-0.781541109085083,0.00073,10.857240676879883
100.0,510583,72743,464.38077855999995,5110,7,507582,-213.5812225341797,0.0758066475391388,0.9067784547805786,0.00073,11.561710357666016
100.0,511583,72897,452.22974339999996,5120,7,508582,-241.33660888671875,0.07581595331430435,0.09325259923934937,0.00073,9.408489227294922
100.0,512583,73050,449.21113623,5130,7,509582,-216.41653442382812,0.07646582275629044,-0.00903436541557312,0.00073,12.858539581298828
100.0,513583,73202,448.6048526400001,5140,7,510582,-209.14651489257812,0.07577187567949295,1.0234746932983398,0.00073,15.383363723754883
100.0,514583,73356,446.8324675399999,5150,7,511582,-210.23243713378906,0.07321230322122574,0.05387014150619507,0.00073,11.423184394836426
100.0,515583,73509,449.33797805999995,5160,7,512582,-207.4697265625,0.07465851306915283,0.012779250741004944,0.00073,10.672087669372559
100.0,516583,73662,442.57511711000006,5170,7,513582,-203.3599395751953,0.07310856878757477,0.43274229764938354,0.00073,12.62843132019043
100.0,517583,73814,432.3748628900001,5180,7,514582,-227.80465698242188,0.0718177855014801,0.8060183525085449,0.00073,12.33265495300293
100.0,518583,73970,435.8913836599999,5190,7,515582,-222.59759521484375,0.07270742952823639,0.4055089056491852,0.00073,12.405952453613281
100.0,519583,74124,442.36043452999996,5200,7,516582,-222.48623657226562,0.07156621664762497,1.67162024974823,0.00073,10.460107803344727
100.0,520583,74276,434.10588228000006,5210,7,517582,-217.33267211914062,0.07252790778875351,0.5966055989265442,0.00073,9.870136260986328
100.0,521583,74428,433.07847032999996,5220,7,518582,-218.91282653808594,0.07171240448951721,0.20108523964881897,0.00073,10.402793884277344
100.0,522583,74580,432.81018055999994,5230,7,519582,-217.47412109375,0.0721273422241211,0.024910926818847656,0.00073,10.567859649658203
100.0,523583,74733,438.0667728800001,5240,7,520582,-214.7808074951172,0.07371202856302261,0.5464867353439331,0.00073,10.50504207611084
100.0,524583,74885,431.44770469,5250,7,521582,-206.61199951171875,0.07263791561126709,-0.04949572682380676,0.00073,12.323848724365234
100.0,525583,75039,416.3587567299999,5260,7,522582,-205.10552978515625,0.07188215851783752,-0.9451838135719299,0.00073,11.701756477355957
100.0,526583,75195,436.20997769,5270,7,523582,-208.35174560546875,0.0746624767780304,1.1529244184494019,0.00073,12.220422744750977
100.0,527583,75351,452.03193167999996,5280,7,524582,-197.09109497070312,0.07299721986055374,0.26904669404029846,0.00073,11.584228515625
100.0,528583,75509,451.64110575,5290,7,525582,-203.1669464111328,0.07512708008289337,0.6380912065505981,0.00073,10.677162170410156
100.0,529583,75668,451.77779677,5300,6,526582,-210.9934844970703,0.07294158637523651,1.0239284038543701,0.00073,10.763391494750977
100.0,530583,75825,433.19064956999995,5310,6,527582,-209.14459228515625,0.07132510095834732,0.28469139337539673,0.00073,11.046472549438477
100.0,531583,75981,435.40157523999994,5320,6,528582,-202.7085418701172,0.074006088078022,0.6968944072723389,0.00073,11.594205856323242
100.0,532583,76138,443.19034135999993,5330,6,529582,-221.8567352294922,0.07206759601831436,1.1078583002090454,0.00073,8.32666015625
100.0,533583,76299,448.42781721999995,5340,6,530582,-209.87269592285156,0.072882741689682,-0.1854153275489807,0.00073,10.234334945678711
100.0,534583,76459,454.71505555,5350,6,531582,-210.6598663330078,0.07310371100902557,-0.09871470928192139,0.00073,12.389442443847656
100.0,535583,76615,481.54479719999995,5360,6,532582,-205.35260009765625,0.07206650823354721,0.09378558397293091,0.00073,10.689945220947266
100.0,536583,76771,474.25305785999996,5370,6,533582,-205.04977416992188,0.073585145175457,0.2546937167644501,0.00073,12.90280532836914
100.0,537583,76927,468.98771930999993,5380,6,534582,-193.77870178222656,0.07294664531946182,-0.38433364033699036,0.00073,12.142022132873535
100.0,538583,77085,447.95401851,5390,6,535582,-213.1158905029297,0.0735374242067337,-0.20180198550224304,0.00073,8.219016075134277
100.0,539583,77241,443.42743273,5400,6,536582,-222.58770751953125,0.07419227808713913,1.1122939586639404,0.00073,11.830133438110352
100.0,540583,77398,463.38911250000007,5410,6,537582,-207.4605712890625,0.07101801782846451,0.514665961265564,0.00073,10.373462677001953
100.0,541583,77554,476.80217933000006,5420,6,538582,-212.3043670654297,0.07336641848087311,0.08957382291555405,0.00073,11.593635559082031
100.0,542583,77710,453.40470772000003,5430,6,539582,-231.69857788085938,0.0723717212677002,0.07050757855176926,0.00073,9.970827102661133
100.0,543583,77871,447.08849237999993,5440,6,540582,-223.45188903808594,0.07484134286642075,-0.9360153079032898,0.00073,8.501871109008789
100.0,544583,78026,453.42690447,5450,6,541582,-206.3042449951172,0.07531063258647919,-0.5401793122291565,0.00073,8.597352981567383
100.0,545583,78182,429.44021296,5460,6,542582,-215.99020385742188,0.07314827293157578,-0.26631489396095276,0.00073,12.789054870605469
100.0,546583,78334,446.64219894,5470,6,543582,-210.24017333984375,0.07230564951896667,0.7687604427337646,0.00073,11.414413452148438
100.0,547583,78490,458.53719855999987,5480,6,544582,-202.58631896972656,0.07300568372011185,1.0220175981521606,0.00073,10.999244689941406
100.0,548583,78646,475.0423832799999,5490,6,545582,-224.59254455566406,0.07234450429677963,0.4716305732727051,0.00073,14.16278076171875
100.0,549583,78802,494.83295789000005,5500,6,546582,-226.72259521484375,0.07103109359741211,-0.596221923828125,0.00073,8.479925155639648
100.0,550583,78958,472.33111291999995,5510,6,547582,-203.20675659179688,0.06855260580778122,-0.18046890199184418,0.00073,10.398674011230469
100.0,551583,79118,463.90907878999997,5520,6,548582,-222.21116638183594,0.07116907835006714,0.27588319778442383,0.00073,13.173276901245117
100.0,552583,79273,490.6994637799999,5530,6,549582,-211.1484375,0.07225910574197769,-0.8027387261390686,0.00073,7.651544570922852
100.0,553583,79430,479.57806803,5540,6,550582,-221.61505126953125,0.07564838975667953,-0.040626008063554764,0.00073,10.79130744934082
100.0,554583,79586,479.41379043,5550,6,551582,-217.92672729492188,0.07047074288129807,0.7467775344848633,0.00073,9.334716796875
100.0,555583,79744,489.49213760000004,5560,6,552582,-224.42501831054688,0.0702381432056427,0.0688239336013794,0.00073,10.746395111083984
100.0,556583,79901,463.5094603500001,5570,6,553582,-221.6837615966797,0.07163605093955994,0.13024911284446716,0.00073,9.659656524658203
100.0,557583,80056,443.8069034,5580,6,554582,-204.67987060546875,0.07082061469554901,0.28677937388420105,0.00073,9.219921112060547
100.0,558583,80212,433.0915560900001,5590,6,555582,-221.611083984375,0.07240736484527588,0.18691681325435638,0.00073,8.930578231811523
100.0,559583,80366,418.58292815,5600,6,556582,-232.83457946777344,0.06998609751462936,-0.23038971424102783,0.00073,8.557109832763672
100.0,560583,80522,435.9200234299999,5610,6,557582,-205.75955200195312,0.0703677237033844,-0.3386918604373932,0.00073,8.92404556274414
100.0,561583,80679,426.0297262,5620,6,558582,-209.2021942138672,0.07237181067466736,0.34261488914489746,0.00073,9.771123886108398
100.0,562583,80835,403.05932766,5630,6,559582,-226.33639526367188,0.06983242183923721,-0.1124577522277832,0.00073,7.830513954162598
100.0,563583,80989,405.5175625399999,5640,6,560582,-213.7783966064453,0.07008104026317596,-0.5877192616462708,0.00073,13.817256927490234
