time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,train/actor_loss,train/n_updates,train/ent_coef_loss,train/learning_rate,train/critic_loss
6,8020,604.0423482699999,694257,99.02,99240,0.020487254485487938,-394.3414306640625,691256,5.837234973907471,0.00073,8.258862495422363
6,8030,596.84949719,695159,98.04,99373,0.018755745142698288,-396.7749938964844,692158,0.2429041862487793,0.00073,6.638639450073242
6,8040,600.68050137,696061,97.06,99505,0.019550161436200142,-391.1250915527344,693060,9.034133911132812,0.00073,18.451671600341797
6,8050,604.4346116,697061,97.06,99650,0.019892731681466103,-396.9201965332031,694060,5.982581615447998,0.00073,6.938301086425781
6,8060,608.72248755,697963,96.08,99781,0.0199913177639246,-395.3126525878906,694962,13.11366081237793,0.00073,6.880995750427246
6,8070,597.10478509,698963,96.08,99929,0.019826164469122887,-392.74462890625,695962,-2.2156219482421875,0.00073,7.209326267242432
6,8080,604.32117282,699963,96.08,100077,0.02037142775952816,-394.6736145019531,696962,-0.27436792850494385,0.00073,7.3279337882995605
6,8090,623.12891828,700963,96.08,100223,0.0195112656801939,-397.8089294433594,697962,-1.7530728578567505,0.00073,6.419323921203613
6,8100,624.2291952200001,701963,96.08,100367,0.019846543669700623,-392.3177185058594,698962,4.489516258239746,0.00073,7.422192573547363
6,8110,635.1085369699999,702963,97.06,100518,0.01990949548780918,-402.00689697265625,699962,7.821197032928467,0.00073,7.768527030944824
6,8120,633.7263728400001,703963,97.06,100666,0.021035367622971535,-400.53070068359375,700962,-4.0849409103393555,0.00073,7.902243614196777
6,8130,634.9516572699998,704963,98.04,100814,0.020347468554973602,-394.0140686035156,701962,22.710176467895508,0.00073,12.583124160766602
6,8140,632.49124135,705963,99.02,100963,0.020553184673190117,-395.8800354003906,702962,-7.036112308502197,0.00073,7.250171661376953
6,8150,627.6757709099999,706963,99.02,101110,0.02000499702990055,-398.6195068359375,703962,-2.8691914081573486,0.00073,6.419220924377441
6,8160,629.14620791,707963,100.0,101259,0.02023058570921421,-396.77520751953125,704962,-9.075660705566406,0.00073,8.175619125366211
6,8170,649.03089844,708963,100.0,101407,0.021453827619552612,-398.0202331542969,705962,-11.552870750427246,0.00073,5.641995906829834
6,8180,629.4243277699999,709963,100.0,101554,0.01988901011645794,-400.6009826660156,706962,-2.267322540283203,0.00073,6.534616947174072
6,8190,608.7685213299999,710865,99.02,101685,0.02036445587873459,-395.512939453125,707864,0.39195919036865234,0.00073,6.486485958099365
6,8200,609.67505142,711865,99.02,101832,0.0209269430488348,-396.668701171875,708864,-5.3178300857543945,0.00073,15.869256973266602
6,8210,603.70625192,712865,99.02,101981,0.02140927128493786,-394.998779296875,709864,-1.273573875427246,0.00073,6.8117146492004395
6,8220,601.18158237,713865,99.02,102132,0.020858973264694214,-399.18292236328125,710864,4.930069923400879,0.00073,7.953259468078613
6,8230,608.79444982,714865,99.02,102284,0.021331826224923134,-404.3573303222656,711864,-0.04269707202911377,0.00073,6.763962745666504
6,8240,612.11715911,715865,99.02,102434,0.02138892561197281,-404.6022644042969,712864,-3.8158586025238037,0.00073,7.279613494873047
6,8250,617.59183549,716865,99.02,102582,0.02214326523244381,-399.1788024902344,713864,-10.470076560974121,0.00073,7.156649112701416
6,8260,614.3820076,717865,99.02,102731,0.021665014326572418,-402.5916748046875,714864,0.48593658208847046,0.00073,7.8352789878845215
6,8270,615.96376951,718865,99.02,102880,0.02085699886083603,-399.59088134765625,715864,1.1547625064849854,0.00073,7.602612495422363
6,8280,620.8155805800001,719865,99.02,103028,0.020619474351406097,-404.6898193359375,716864,6.906227111816406,0.00073,9.743732452392578
6,8290,634.85581892,720865,100.0,103177,0.020831936970353127,-399.9771423339844,717864,-2.596226453781128,0.00073,6.497263431549072
6,8300,625.90482517,721865,100.0,103330,0.02092669904232025,-399.2791748046875,718864,-5.030762195587158,0.00073,8.138880729675293
6,8310,624.86269778,722865,100.0,103480,0.02149342931807041,-399.0624084472656,719864,14.433106422424316,0.00073,58.70647430419922
6,8320,621.3230412900001,723865,100.0,103634,0.020111603662371635,-400.74908447265625,720864,-7.688388824462891,0.00073,5.919528961181641
6,8330,615.6038069900001,724865,100.0,103786,0.020627208054065704,-402.2192687988281,721864,-3.8019192218780518,0.00073,6.966975212097168
6,8340,615.9191015,725865,100.0,103936,0.02049107477068901,-397.63507080078125,722864,-2.6303117275238037,0.00073,7.581352233886719
6,8350,615.25529721,726865,100.0,104083,0.021048732101917267,-394.872314453125,723864,-6.622710704803467,0.00073,7.391851425170898
6,8360,613.5541671100001,727865,100.0,104232,0.02078833058476448,-396.2935485839844,724864,14.995447158813477,0.00073,14.591400146484375
6,8370,602.4130176,728865,100.0,104382,0.021099157631397247,-392.6754150390625,725864,7.942110061645508,0.00073,7.6630353927612305
6,8380,607.42087502,729865,100.0,104533,0.021168913692235947,-394.6026611328125,726864,11.713200569152832,0.00073,8.785111427307129
6,8390,600.67228716,730865,100.0,104685,0.02185134030878544,-392.99334716796875,727864,6.933478832244873,0.00073,7.865041732788086
6,8400,600.2714315799999,731865,100.0,104840,0.020052820444107056,-401.4456481933594,728864,2.210306167602539,0.00073,6.549638748168945
6,8410,604.9991230200001,732865,100.0,104993,0.02180635929107666,-401.5791931152344,729864,0.7818617820739746,0.00073,7.440710544586182
6,8420,609.36687736,733865,100.0,105145,0.020882530137896538,-394.6371765136719,730864,8.072612762451172,0.00073,51.94364929199219
6,8430,599.85163027,734865,100.0,105297,0.020283697172999382,-396.741943359375,731864,9.300130844116211,0.00073,26.850624084472656
6,8440,603.9044344099999,735865,100.0,105450,0.021089058369398117,-400.9371643066406,732864,-3.7375478744506836,0.00073,6.506763935089111
6,8450,599.5628403100001,736865,100.0,105604,0.019835280254483223,-398.6003112792969,733864,0.6106640100479126,0.00073,8.864615440368652
6,8460,597.6257026799999,737865,100.0,105761,0.02175755798816681,-403.8709716796875,734864,6.143008708953857,0.00073,10.177350997924805
6,8470,592.85732878,738790,99.25,105902,0.022445032373070717,-398.39947509765625,735789,14.728968620300293,0.00073,11.932540893554688
6,8480,576.85155634,739790,99.25,106055,0.021522991359233856,-408.2161560058594,736789,3.451411247253418,0.00073,9.114972114562988
6,8490,572.67183144,740790,99.25,106206,0.021565023809671402,-405.111083984375,737789,3.729536533355713,0.00073,8.73206901550293
6,8500,575.4415947299999,741790,99.25,106365,0.020623406395316124,-409.5502014160156,738789,4.107900619506836,0.00073,8.348169326782227
6,8510,575.2151539500001,742790,99.25,106529,0.020207712426781654,-398.241455078125,739789,-7.726480960845947,0.00073,8.073040008544922
6,8520,576.10822032,743790,99.25,106695,0.021723264828324318,-403.7477722167969,740789,0.5203698873519897,0.00073,6.8516130447387695
6,8530,584.6927994099999,744790,99.25,106855,0.01997792348265648,-403.7986145019531,741789,1.8906487226486206,0.00073,6.840280532836914
6,8540,574.36609645,745790,99.25,107013,0.020689459517598152,-401.01336669921875,742789,-5.268304347991943,0.00073,8.66093921661377
6,8550,571.2711800100001,746790,99.25,107167,0.019999923184514046,-393.3284606933594,743789,4.024604320526123,0.00073,7.643112659454346
6,8560,573.9842096,747790,99.25,107321,0.020679064095020294,-398.5615234375,744789,5.540214538574219,0.00073,9.239143371582031
6,8570,580.4845001000001,748790,100.0,107479,0.0207064151763916,-399.35430908203125,745789,-4.974906921386719,0.00073,8.809255599975586
6,8580,591.73036717,749790,100.0,107635,0.021044312044978142,-398.0007019042969,746789,4.106640815734863,0.00073,8.843542098999023
6,8590,599.38131253,750790,100.0,107788,0.021748840808868408,-403.3139343261719,747789,-8.348628044128418,0.00073,8.518013000488281
6,8600,596.6419818800001,751709,99.19,107927,0.022039173170924187,-405.5262145996094,748708,-3.058553457260132,0.00073,21.862730026245117
6,8610,599.5552488100001,752709,99.19,108079,0.021494325250387192,-405.3045654296875,749708,-13.435781478881836,0.00073,9.717999458312988
6,8620,604.79691676,753709,99.19,108230,0.021568648517131805,-408.7745056152344,750708,-9.301368713378906,0.00073,9.804191589355469
6,8630,602.1163799500001,754709,99.19,108385,0.02081584557890892,-406.450927734375,751708,3.1092989444732666,0.00073,7.146881103515625
6,8640,599.8865896900002,755709,99.19,108538,0.020437093451619148,-407.28680419921875,752708,-7.136275291442871,0.00073,12.5140380859375
6,8650,598.07856845,756709,99.19,108694,0.02059313654899597,-403.042236328125,753708,-5.107102394104004,0.00073,8.082488059997559
6,8660,604.1853658599999,757709,99.19,108850,0.021232273429632187,-401.011474609375,754708,8.598587036132812,0.00073,7.165973663330078
6,8670,612.05141194,758709,99.19,109007,0.01951751299202442,-400.9827575683594,755708,3.5021841526031494,0.00073,6.651634216308594
6,8680,620.65789172,759709,99.19,109167,0.019894510507583618,-402.2925720214844,756708,-0.705327033996582,0.00073,6.9333696365356445
6,8690,617.01610835,760674,98.84,109317,0.020446844398975372,-402.2503356933594,757673,-3.2654128074645996,0.00073,7.471761226654053
6,8700,624.77105408,761674,99.65,109470,0.019671078771352768,-404.5072326660156,758673,3.7158210277557373,0.00073,8.085954666137695
6,8710,626.34560858,762674,99.65,109622,0.020244505256414413,-395.4583740234375,759673,9.227509498596191,0.00073,7.175323009490967
6,8720,619.0075304400001,763674,99.65,109775,0.020392149686813354,-404.2402648925781,760673,0.4203151762485504,0.00073,19.563899993896484
6,8730,614.3615243,764645,99.36,109921,0.02141355536878109,-404.5906677246094,761644,1.4223238229751587,0.00073,8.629594802856445
6,8740,624.70269562,765645,99.36,110075,0.01979087106883526,-399.69110107421875,762644,11.80595588684082,0.00073,7.203649520874023
6,8750,625.78445098,766645,99.36,110228,0.019908897578716278,-404.42022705078125,763644,-10.473400115966797,0.00073,6.899598598480225
6,8760,624.60683756,767645,99.36,110380,0.020604176446795464,-399.6720275878906,764644,9.574167251586914,0.00073,5.966773986816406
6,8770,617.06117577,768645,99.36,110539,0.02047371305525303,-399.124267578125,765644,-7.025263786315918,0.00073,7.473546981811523
6,8780,621.45994496,769645,99.36,110696,0.020619243383407593,-397.926513671875,766644,-0.32253777980804443,0.00073,7.566379547119141
6,8790,616.7081670599999,770645,99.71,110853,0.02037305012345314,-401.2710266113281,767644,-11.228482246398926,0.00073,7.21883487701416
6,8800,618.3579965599998,771645,99.71,111006,0.01992613449692726,-402.7344665527344,768644,5.9965949058532715,0.00073,8.355961799621582
6,8810,613.26213825,772645,99.71,111159,0.02126065082848072,-400.4830322265625,769644,3.572019100189209,0.00073,9.046653747558594
6,8820,617.8038997,773645,99.71,111313,0.01997183822095394,-402.5247497558594,770644,-0.511999249458313,0.00073,7.222898483276367
6,8830,622.0441713199999,774645,100.0,111467,0.02112797647714615,-397.52288818359375,771644,2.4557690620422363,0.00073,6.653876304626465
6,8840,625.81343659,775645,100.0,111619,0.02126396633684635,-405.1556396484375,772644,-9.39216136932373,0.00073,6.946845531463623
6,8850,630.90461935,776645,100.0,111769,0.021274644881486893,-407.52203369140625,773644,-3.1502275466918945,0.00073,5.505609512329102
6,8860,625.3729902700001,777645,100.0,111919,0.020336303859949112,-403.86004638671875,774644,10.509937286376953,0.00073,10.010824203491211
6,8870,631.23139822,778645,100.0,112074,0.020763805136084557,-402.2245788574219,775644,7.797290802001953,0.00073,7.432762145996094
6,8880,622.11788614,779645,100.0,112228,0.020974500104784966,-405.9679870605469,776644,15.062538146972656,0.00073,9.081840515136719
6,8890,620.6055492400001,780645,100.0,112382,0.021275097504258156,-403.5251159667969,777644,-3.159782648086548,0.00073,8.94674015045166
6,8900,620.6049362500002,781645,100.0,112534,0.022707220166921616,-415.89215087890625,778644,-3.873997211456299,0.00073,12.51443099975586
6,8910,566.54745859,782113,94.68,112606,0.030834730714559555,-427.5738830566406,779112,23.341859817504883,0.00073,29.54324722290039
6,8920,527.84738207,783113,94.68,112760,0.027678480371832848,-456.26983642578125,780112,2.035513162612915,0.00073,32.427589416503906
6,8930,510.68173969,784113,94.68,112916,0.028709372505545616,-453.44232177734375,781112,4.00154972076416,0.00073,17.123388290405273
6,8940,479.21201089000004,785113,94.68,113071,0.028728961944580078,-464.04974365234375,782112,2.5974082946777344,0.00073,19.629316329956055
6,8950,457.0152041099999,786057,94.12,113215,0.02711549960076809,-449.541259765625,783056,-2.745579242706299,0.00073,13.95711898803711
6,8960,443.45174962,786959,93.14,113353,0.02646658755838871,-448.84893798828125,783958,8.788797378540039,0.00073,15.205766677856445
6,8970,435.88225960999995,787959,93.14,113505,0.02662523090839386,-449.7994384765625,784958,-7.997114658355713,0.00073,13.403675079345703
6,8980,427.01835007000017,788887,92.42,113646,0.02521916665136814,-436.56036376953125,785886,6.072543144226074,0.00073,17.929988861083984
6,8990,423.5548797,789887,92.42,113800,0.025701019912958145,-438.6290283203125,786886,-1.492505431175232,0.00073,14.227994918823242
6,9000,387.2951262700001,790887,92.42,113954,0.04363211616873741,-468.6441345214844,787886,17.438568115234375,0.00073,49.704254150390625
6,9010,396.95084593,791887,97.74,114109,0.0534062385559082,-552.6486206054688,788886,-9.51992416381836,0.00073,62.53040313720703
6,9020,409.70645393,792887,97.74,114261,0.04788287356495857,-571.4661865234375,789886,-10.06489372253418,0.00073,37.15275573730469
6,9030,416.77503762999993,793887,97.74,114414,0.0355149544775486,-556.3502197265625,790886,-5.042636871337891,0.00073,23.62535858154297
6,9040,431.19023536000003,794887,97.74,114566,0.030477849766612053,-521.134033203125,791886,5.419329643249512,0.00073,20.496402740478516
6,9050,446.11633208,795887,98.3,114719,0.026521403342485428,-484.744140625,792886,-5.168181896209717,0.00073,12.251100540161133
6,9060,454.66450322,796887,99.28,114871,0.02522219717502594,-462.2220764160156,793886,-0.7130265831947327,0.00073,12.808040618896484
6,9070,442.94363831999993,797887,99.28,115025,0.02247311733663082,-446.3135681152344,794886,4.026270866394043,0.00073,12.840301513671875
6,9080,457.28544714,798887,100.0,115179,0.02309388853609562,-439.8654479980469,795886,-7.562082290649414,0.00073,10.869081497192383
6,9090,472.07522889,799887,100.0,115334,0.022653935477137566,-426.13494873046875,796886,-3.5530214309692383,0.00073,11.84738540649414
6,9100,511.75132548,800887,100.0,115488,0.021118588745594025,-426.235595703125,797886,-7.460798263549805,0.00073,10.991209983825684
6,9110,557.75555839,801849,99.62,115636,0.021273793652653694,-414.3285217285156,798848,3.475160598754883,0.00073,8.16222858428955
6,9120,589.36401592,802849,99.62,115789,0.01972445659339428,-417.464599609375,799848,2.4459033012390137,0.00073,7.868397235870361
6,9130,601.22177044,803849,99.62,115941,0.02034466527402401,-412.4049072265625,800848,-3.5010180473327637,0.00073,7.258291244506836
6,9140,615.82409616,804849,99.62,116091,0.019268183037638664,-408.24127197265625,801848,9.286368370056152,0.00073,9.474604606628418
6,9150,627.0236078000001,805849,99.62,116243,0.019926434382796288,-406.21295166015625,802848,-7.325084209442139,0.00073,7.627819061279297
6,9160,634.01244264,806849,99.62,116393,0.020228536799550056,-401.76385498046875,803848,1.5234694480895996,0.00073,8.053231239318848
6,9170,653.10582413,807849,99.62,116544,0.01954340748488903,-403.7588806152344,804848,-1.1831082105636597,0.00073,7.24207878112793
6,9180,646.64389239,808849,99.62,116698,0.020482638850808144,-404.467041015625,805848,11.3136568069458,0.00073,8.542531967163086
6,9190,642.0110563899999,809849,99.62,116850,0.0204422976821661,-402.86370849609375,806848,-1.217979073524475,0.00073,8.471803665161133
6,9200,642.16974796,810849,99.62,117003,0.0206727497279644,-403.38739013671875,807848,-2.4639275074005127,0.00073,7.4994707107543945
6,9210,648.35014597,811849,100.0,117158,0.02065320685505867,-406.91339111328125,808848,-3.764539957046509,0.00073,7.923444747924805
6,9220,636.7547489,812790,99.41,117308,0.020260430872440338,-404.3609924316406,809789,4.337581634521484,0.00073,8.52448844909668
6,9230,634.8421861300001,813713,98.64,117452,0.01916094869375229,-405.899169921875,810712,-0.9766323566436768,0.00073,6.9922380447387695
6,9240,637.51726185,814713,98.64,117605,0.019631391391158104,-406.6563720703125,811712,0.5886788368225098,0.00073,6.909756660461426
6,9250,635.39740732,815713,98.64,117756,0.019334347918629646,-405.736083984375,812712,-1.1353243589401245,0.00073,5.672787666320801
6,9260,633.55333799,816713,98.64,117908,0.02000405639410019,-404.009765625,813712,4.662137985229492,0.00073,7.37564754486084
6,9270,626.97857819,817713,98.64,118065,0.019595621153712273,-400.97503662109375,814712,-10.341821670532227,0.00073,7.295013904571533
6,9280,621.636713,818713,98.64,118217,0.0203001219779253,-399.8341979980469,815712,16.09311866760254,0.00073,9.523876190185547
6,9290,620.2871707899999,819713,98.64,118367,0.02128680609166622,-406.8669738769531,816712,-13.923511505126953,0.00073,7.028506278991699
6,9300,613.66447469,820702,98.53,118519,0.02077171392738819,-406.1936950683594,817701,-2.8629019260406494,0.00073,30.026885986328125
6,9310,603.7284032499999,821702,98.53,118674,0.02067609690129757,-403.5575866699219,818701,7.628683567047119,0.00073,5.604536056518555
6,9320,612.64140407,822702,99.12,118827,0.020966216921806335,-404.83892822265625,819701,-5.5783371925354,0.00073,6.42833137512207
6,9330,610.07148127,823702,99.89,118982,0.01988806575536728,-404.1684875488281,820701,-1.0376110076904297,0.00073,16.6547794342041
6,9340,601.63424272,824702,99.89,119137,0.020268606022000313,-403.9957275390625,821701,3.754199504852295,0.00073,7.63798189163208
6,9350,599.5088853999999,825702,99.89,119292,0.021104862913489342,-406.9683532714844,822701,-4.0490312576293945,0.00073,25.1676025390625
6,9360,596.72256609,826702,99.89,119449,0.021993407979607582,-410.643798828125,823701,-8.52861213684082,0.00073,8.802411079406738
6,9370,599.1363178299999,827702,99.89,119608,0.021612655371427536,-410.4349060058594,824701,-11.735166549682617,0.00073,11.610102653503418
6,9380,609.5995393000001,828702,99.89,119762,0.0208161398768425,-412.1253356933594,825701,-0.19436180591583252,0.00073,10.024495124816895
6,9390,605.2733805400001,829702,99.89,119914,0.02060110494494438,-408.83941650390625,826701,-5.352707386016846,0.00073,9.06855583190918
6,9400,600.8380982599999,830702,100.0,120068,0.020971816033124924,-408.5545349121094,827701,1.6086268424987793,0.00073,9.582276344299316
6,9410,604.4593590400001,831702,100.0,120219,0.02054721675813198,-407.7533264160156,828701,7.230103015899658,0.00073,10.673439025878906
6,9420,599.1093867200001,832702,100.0,120371,0.020330725237727165,-408.489990234375,829701,-3.8383350372314453,0.00073,7.856808662414551
6,9430,601.5379313400001,833702,100.0,120521,0.019327033311128616,-399.65130615234375,830701,4.731748104095459,0.00073,7.963465690612793
6,9440,596.7204864800001,834702,100.0,120670,0.01906377635896206,-403.2504577636719,831701,-7.810918807983398,0.00073,5.580758094787598
6,9450,603.5396821900001,835702,100.0,120820,0.01893659308552742,-402.7301330566406,832701,-8.983424186706543,0.00073,6.930758476257324
6,9460,609.6031203,836702,100.0,120972,0.01933811418712139,-397.7562255859375,833701,-2.9338719844818115,0.00073,159.1044921875
6,9470,617.3701755200001,837702,100.0,121122,0.019129641354084015,-394.5247802734375,834701,6.29426383972168,0.00073,7.6864471435546875
6,9480,621.42951727,838702,100.0,121269,0.02069808915257454,-399.37579345703125,835701,-7.885885715484619,0.00073,8.543010711669922
6,9490,633.162484,839702,100.0,121418,0.020807133987545967,-400.1565856933594,836701,-4.834407806396484,0.00073,7.512160778045654
6,9500,637.36831516,840702,100.0,121568,0.020155832171440125,-401.6727294921875,837701,-3.7863237857818604,0.00073,6.934024810791016
6,9510,626.85439722,841702,100.0,121715,0.02017875388264656,-407.6604919433594,838701,-0.9717841148376465,0.00073,7.451197624206543
6,9520,631.6388262300001,842702,100.0,121860,0.020221268758177757,-406.5353698730469,839701,-2.8617401123046875,0.00073,5.9303388595581055
6,9530,638.75134512,843702,100.0,122007,0.020092854276299477,-404.80865478515625,840701,-2.888014316558838,0.00073,8.25365924835205
6,9540,639.14346471,844702,100.0,122154,0.021488269791007042,-405.68426513671875,841701,12.289365768432617,0.00073,8.346535682678223
6,9550,634.1590522199999,845702,100.0,122299,0.021091336384415627,-404.2187805175781,842701,-1.5102442502975464,0.00073,6.877037525177002
6,9560,639.63126906,846702,100.0,122447,0.02036268822848797,-400.00665283203125,843701,3.3744924068450928,0.00073,6.8861541748046875
6,9570,638.6588574099999,847702,100.0,122592,0.020844338461756706,-401.0582275390625,844701,2.310267925262451,0.00073,33.832275390625
6,9580,628.88050208,848702,100.0,122742,0.02101965621113777,-406.5042419433594,845701,-10.849449157714844,0.00073,7.831989288330078
6,9590,598.8064645,849618,99.16,122877,0.020029699429869652,-406.7252502441406,846617,-6.627331256866455,0.00073,8.229673385620117
6,9600,596.9043992400001,850618,99.16,123023,0.01990889199078083,-404.0003662109375,847617,-3.581865072250366,0.00073,6.713648796081543
6,9610,610.36191926,851618,99.16,123171,0.020045846700668335,-406.8031005859375,848617,-0.10764986276626587,0.00073,7.330811500549316
6,9620,610.0230381700002,852618,99.16,123316,0.01966526359319687,-404.06134033203125,849617,-7.193961143493652,0.00073,6.314513206481934
6,9630,615.97916947,853618,99.16,123462,0.019848914816975594,-404.2478332519531,850617,-3.131040096282959,0.00073,5.828056335449219
6,9640,623.9143210400001,854618,99.16,123607,0.019358692690730095,-398.5518493652344,851617,-7.415504455566406,0.00073,7.915573596954346
6,9650,622.52144413,855618,99.16,123752,0.01940177194774151,-399.7612609863281,852617,-5.061378002166748,0.00073,9.1827392578125
6,9660,620.78454685,856618,99.16,123898,0.02001773938536644,-398.86572265625,853617,3.883179187774658,0.00073,8.791038513183594
6,9670,618.12866473,857618,99.16,124047,0.019033275544643402,-401.291259765625,854617,-3.1263375282287598,0.00073,7.79829740524292
6,9680,628.8297023399999,858618,99.16,124195,0.019778018817305565,-401.5765075683594,855617,-3.598858118057251,0.00073,5.405176162719727
6,9690,657.8442644500001,859618,100.0,124339,0.019609395414590836,-401.5977783203125,856617,10.75054931640625,0.00073,30.334396362304688
6,9700,658.0702380899999,860618,100.0,124481,0.01923169195652008,-395.3717346191406,857617,6.079463958740234,0.00073,6.786167144775391
6,9710,653.32103606,861618,100.0,124626,0.01928255520761013,-398.4059753417969,858617,-5.298736095428467,0.00073,5.776279449462891
6,9720,655.7135417000001,862618,100.0,124771,0.0200792346149683,-398.827880859375,859617,-10.142720222473145,0.00073,8.055222511291504
6,9730,650.05452424,863618,100.0,124916,0.01937752403318882,-402.2754821777344,860617,9.233293533325195,0.00073,6.608746528625488
6,9740,655.07362506,864618,100.0,125060,0.01970324106514454,-397.6245422363281,861617,4.733592510223389,0.00073,6.598266124725342
6,9750,655.4479332099999,865618,100.0,125203,0.019235672429203987,-397.2916259765625,862617,7.964702606201172,0.00073,7.631274700164795
6,9760,659.2389818099999,866618,100.0,125347,0.020064041018486023,-400.4595031738281,863617,-5.014820575714111,0.00073,5.314236640930176
6,9770,662.9024930499999,867618,100.0,125491,0.019740555435419083,-402.0037536621094,864617,1.9335341453552246,0.00073,8.929214477539062
6,9780,660.53578619,868618,100.0,125635,0.019326329231262207,-399.4029235839844,865617,5.06227970123291,0.00073,7.146907329559326
6,9790,653.85173711,869554,99.36,125769,0.020073657855391502,-399.41424560546875,866553,4.128249168395996,0.00073,33.066566467285156
6,9800,666.49008817,870554,99.36,125912,0.019677791744470596,-401.5021057128906,867553,-0.3919692039489746,0.00073,7.61094856262207
6,9810,678.72987566,871554,99.36,126056,0.019002389162778854,-402.8697204589844,868553,0.27871501445770264,0.00073,5.508306503295898
6,9820,669.0017497000001,872554,99.36,126200,0.02051701210439205,-400.7679138183594,869553,-9.814924240112305,0.00073,6.836163520812988
6,9830,668.4071377399999,873554,99.36,126344,0.020148495212197304,-399.7962951660156,870553,3.2364296913146973,0.00073,6.939509391784668
6,9840,668.12417074,874554,99.36,126489,0.019460327923297882,-398.17303466796875,871553,2.8965189456939697,0.00073,7.95236349105835
6,9850,667.0271694000002,875554,99.36,126635,0.019446641206741333,-398.1845397949219,872553,-4.482731342315674,0.00073,6.841302871704102
6,9860,643.13614474,876554,99.36,126781,0.020393572747707367,-394.6003723144531,873553,6.490140438079834,0.00073,7.82746696472168
6,9870,639.2579217800001,877554,99.36,126928,0.020120685920119286,-401.7580871582031,874553,-11.805337905883789,0.00073,7.7426042556762695
6,9880,633.9098627799999,878554,99.36,127074,0.020124178379774094,-399.09014892578125,875553,4.656897068023682,0.00073,7.070742607116699
6,9890,640.04863929,879554,100.0,127219,0.02094060741364956,-404.020263671875,876553,2.9996566772460938,0.00073,7.616033554077148
6,9900,637.80502074,880554,100.0,127365,0.020247098058462143,-401.11981201171875,877553,6.599904537200928,0.00073,55.077693939208984
6,9910,630.3769729200001,881554,100.0,127509,0.019928891211748123,-405.150634765625,878553,-1.4989744424819946,0.00073,8.061857223510742
6,9920,637.9880732099999,882554,100.0,127656,0.019611625000834465,-396.86474609375,879553,3.937950372695923,0.00073,8.814922332763672
6,9930,636.31061415,883554,100.0,127804,0.019693322479724884,-402.02734375,880553,-0.8468135595321655,0.00073,6.029393672943115
6,9940,625.55892973,884554,100.0,127951,0.020080339163541794,-400.4301452636719,881553,7.724509239196777,0.00073,8.77966594696045
6,9950,635.56821108,885554,100.0,128100,0.020316241309046745,-395.69207763671875,882553,7.670353889465332,0.00073,6.599394798278809
6,9960,651.75394439,886554,100.0,128247,0.01948084682226181,-399.72222900390625,883553,-1.1750164031982422,0.00073,9.024284362792969
6,9970,637.7146817400001,887554,100.0,128395,0.01995454542338848,-400.6097106933594,884553,-0.7002944946289062,0.00073,7.259617328643799
6,9980,644.0690948999999,888554,100.0,128541,0.020321963354945183,-403.21826171875,885553,-4.554452896118164,0.00073,6.665976524353027
6,9990,649.5104425300001,889554,100.0,128693,0.02021123468875885,-403.488037109375,886553,-9.161293029785156,0.00073,8.660398483276367
6,10000,641.95275276,890554,100.0,128842,0.019444072619080544,-398.02496337890625,887553,0.6614593267440796,0.00073,10.991405487060547
6,10010,638.09863507,891554,100.0,128988,0.019841348752379417,-403.9798583984375,888553,-1.9578112363815308,0.00073,7.914547920227051
6,10020,633.16286386,892554,100.0,129135,0.019560249522328377,-401.5224304199219,889553,-2.4113171100616455,0.00073,5.854097366333008
6,10030,627.9235953399999,893554,100.0,129282,0.01982291229069233,-399.0926818847656,890553,3.3717026710510254,0.00073,8.00826644897461
6,10040,626.3852816100001,894554,100.0,129427,0.020658977329730988,-403.4581298828125,891553,4.9214091300964355,0.00073,6.408575057983398
6,10050,624.0532628,895554,100.0,129572,0.020856084302067757,-405.8892517089844,892553,-10.332999229431152,0.00073,7.5087890625
6,10060,620.38836538,896554,100.0,129717,0.02135845646262169,-401.2740173339844,893553,5.263847351074219,0.00073,7.713665962219238
6,10070,615.0740192999999,897501,99.47,129853,0.021368393674492836,-405.94677734375,894500,6.0089521408081055,0.00073,9.041387557983398
6,10080,610.4250758599999,898501,99.47,129998,0.021182822063565254,-405.63616943359375,895500,9.423911094665527,0.00073,7.516918182373047
6,10090,602.8719477000001,899501,99.47,130143,0.021425003185868263,-410.9646911621094,896500,-6.175830364227295,0.00073,7.970389366149902
6,10100,564.15381332,900387,98.33,130270,0.022831955924630165,-410.2472839355469,897386,-12.188529014587402,0.00073,28.491649627685547
6,10110,562.8045217600001,901387,98.33,130414,0.02514512650668621,-416.55670166015625,898386,-10.746374130249023,0.00073,11.612983703613281
6,10120,551.56824487,902387,98.33,130558,0.02599002979695797,-424.3416748046875,899386,-1.1499743461608887,0.00073,16.55477523803711
6,10130,525.57589377,903387,98.33,130702,0.02502610720694065,-433.45367431640625,900386,-4.20200252532959,0.00073,12.402929306030273
6,10140,532.5088091000001,904387,98.33,130846,0.023607410490512848,-425.87127685546875,901386,3.44588303565979,0.00073,10.689860343933105
6,10150,537.39031647,905387,98.33,130990,0.02266472950577736,-424.07061767578125,902386,3.5099904537200928,0.00073,9.869680404663086
6,10160,520.91612246,906387,98.33,131135,0.02253340184688568,-417.54742431640625,903386,3.6648099422454834,0.00073,14.283656120300293
