time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,train/actor_loss,train/n_updates,train/ent_coef_loss,train/learning_rate,train/critic_loss
7,4290,475.16343780000005,326287,100.0,45517,0.02071196585893631,-283.1033935546875,323286,-4.538581848144531,0.00073,19.853790283203125
7,4300,476.47078246999996,327287,100.0,45660,0.020169619470834732,-284.3257751464844,324286,-0.2791469097137451,0.00073,12.229177474975586
7,4310,478.76817580999995,328287,100.0,45804,0.022493578493595123,-284.8023986816406,325286,-5.878643035888672,0.00073,14.663191795349121
7,4320,477.06769969999993,329287,100.0,45946,0.024341776967048645,-286.82525634765625,326286,-11.29971694946289,0.00073,11.860733032226562
7,4330,482.99050566000005,330287,100.0,46089,0.020652014762163162,-284.83148193359375,327286,7.005025863647461,0.00073,9.781756401062012
7,4340,497.49535604,331287,100.0,46229,0.021900983527302742,-278.77447509765625,328286,-1.3441810607910156,0.00073,9.786857604980469
7,4350,480.10217916,332287,100.0,46371,0.021927807480096817,-285.3831481933594,329286,7.781131267547607,0.00073,12.756814956665039
7,4360,453.95819014,333189,99.02,46500,0.021162211894989014,-283.7814025878906,330188,-3.7126169204711914,0.00073,11.434612274169922
7,4370,465.9132410800001,334189,99.02,46643,0.02047812193632126,-292.3050842285156,331188,-2.9632019996643066,0.00073,12.889931678771973
7,4380,470.81222408,335189,99.02,46785,0.02095644176006317,-284.25,332188,6.905271053314209,0.00073,15.079377174377441
7,4390,474.2111266399999,336189,99.02,46930,0.02163878083229065,-283.50994873046875,333188,4.415605068206787,0.00073,33.74493408203125
7,4400,475.21854773,337189,99.02,47074,0.02126772329211235,-291.29254150390625,334188,-0.34538590908050537,0.00073,11.143009185791016
7,4410,487.04300132000003,338189,99.02,47217,0.021679585799574852,-290.352783203125,335188,-6.65812349319458,0.00073,15.465487480163574
7,4420,493.42427741000006,339189,99.02,47360,0.020930595695972443,-297.36199951171875,336188,-5.685295104980469,0.00073,13.332513809204102
7,4430,498.8010593700001,340189,99.02,47504,0.02050146274268627,-292.8628845214844,337188,-1.1137499809265137,0.00073,10.88300895690918
7,4440,489.20962673,341189,99.02,47646,0.020219137892127037,-291.8342590332031,338188,7.995397090911865,0.00073,12.255228042602539
7,4450,497.63546155000006,342189,99.02,47788,0.020858868956565857,-287.3992004394531,339188,-0.23802077770233154,0.00073,8.122941970825195
7,4460,515.68556746,343189,100.0,47933,0.020399287343025208,-291.09808349609375,340188,1.99365234375,0.00073,9.65412712097168
7,4470,502.19579492,344189,100.0,48076,0.020775696262717247,-285.1430358886719,341188,-1.6868349313735962,0.00073,10.211406707763672
7,4480,501.38925294999996,345189,100.0,48219,0.02080560103058815,-297.1917419433594,342188,7.203771591186523,0.00073,11.321239471435547
7,4490,497.95402062999995,346189,100.0,48362,0.021017631515860558,-297.1547546386719,343188,3.1629488468170166,0.00073,11.331155776977539
7,4500,496.37797928,347189,100.0,48506,0.020238513126969337,-287.2692565917969,344188,-3.0335655212402344,0.00073,11.572305679321289
7,4510,478.47796852000005,348189,100.0,48648,0.02098364382982254,-287.2039794921875,345188,1.2216914892196655,0.00073,12.503978729248047
7,4520,474.67902773000014,349189,100.0,48791,0.020941302180290222,-294.0231628417969,346188,3.4203858375549316,0.00073,9.538291931152344
7,4530,462.6803172499999,350189,100.0,48937,0.019892912358045578,-299.6836242675781,347188,0.7593172788619995,0.00073,9.226248741149902
7,4540,464.73204272999993,351189,100.0,49081,0.02090681530535221,-292.7159729003906,348188,2.581315755844116,0.00073,11.169090270996094
7,4550,463.3570291500001,352189,100.0,49227,0.020662613213062286,-299.9056701660156,349188,4.036106586456299,0.00073,10.012903213500977
7,4560,464.39501156,353189,100.0,49370,0.020021578297019005,-293.3988952636719,350188,5.23084020614624,0.00073,11.775503158569336
7,4570,460.59167143999997,354189,100.0,49514,0.019665976986289024,-296.64727783203125,351188,-4.279829978942871,0.00073,10.35782241821289
7,4580,455.73696171000006,355189,100.0,49657,0.02051321230828762,-300.92425537109375,352188,0.609624445438385,0.00073,11.360332489013672
7,4590,469.69532818,356189,100.0,49799,0.020100146532058716,-299.6522216796875,353188,6.152146339416504,0.00073,14.475443840026855
7,4600,476.15623015000006,357189,100.0,49943,0.020398834720253944,-296.36529541015625,354188,-3.4178545475006104,0.00073,12.88546085357666
7,4610,479.9357965,358189,100.0,50088,0.02092341147363186,-295.57611083984375,355188,-6.870160102844238,0.00073,11.720151901245117
7,4620,487.57977835,359189,100.0,50230,0.020646939054131508,-304.33349609375,356188,-4.020261764526367,0.00073,10.561100006103516
7,4630,492.29501902,360189,100.0,50374,0.02074620872735977,-306.44183349609375,357188,8.232256889343262,0.00073,9.637155532836914
7,4640,490.1570867700001,361189,100.0,50518,0.021231634542346,-303.3165588378906,358188,-4.200618267059326,0.00073,11.643745422363281
7,4650,488.45362239,362091,99.02,50646,0.02136046253144741,-303.61376953125,359090,-1.958240270614624,0.00073,10.720836639404297
7,4660,475.78540066999994,363091,99.02,50788,0.020848268643021584,-298.2694091796875,360090,-6.9779157638549805,0.00073,11.715617179870605
7,4670,496.50163259,364091,99.02,50931,0.022198418155312538,-303.8075866699219,361090,-7.057160377502441,0.00073,10.687498092651367
7,4680,509.26741649,365091,99.02,51074,0.021468764171004295,-317.46343994140625,362090,1.4708466529846191,0.00073,10.036462783813477
7,4690,499.66622827,366091,99.02,51217,0.021528303623199463,-306.66595458984375,363090,-5.743710994720459,0.00073,9.540169715881348
7,4700,494.63210807999997,367091,99.02,51360,0.021874181926250458,-309.65545654296875,364090,-1.8052613735198975,0.00073,15.704448699951172
7,4710,503.31388172000004,368091,99.02,51504,0.021580088883638382,-305.802001953125,365090,-7.138499736785889,0.00073,19.987327575683594
7,4720,501.50917187999994,369091,99.02,51647,0.022420570254325867,-304.67138671875,366090,5.510370254516602,0.00073,10.775016784667969
7,4730,504.90441880000003,370091,99.02,51789,0.021966779604554176,-314.7943115234375,367090,5.961264133453369,0.00073,10.707685470581055
7,4740,515.1669797,371091,99.02,51932,0.023787694051861763,-318.7779235839844,368090,5.522219181060791,0.00073,11.92994499206543
7,4750,521.0048412499999,372091,100.0,52075,0.022409891709685326,-316.11700439453125,369090,7.303954124450684,0.00073,10.907648086547852
7,4760,530.99149605,373091,100.0,52217,0.022000329568982124,-325.27777099609375,370090,-2.8638010025024414,0.00073,12.356500625610352
7,4770,522.77120139,374091,100.0,52360,0.02230873890221119,-322.55609130859375,371090,15.532307624816895,0.00073,12.541852951049805
7,4780,523.68954517,375091,100.0,52503,0.023496728390455246,-321.9496765136719,372090,-4.159641265869141,0.00073,11.481599807739258
7,4790,526.4599807999999,376091,100.0,52647,0.021655719727277756,-327.523193359375,373090,8.174651145935059,0.00073,12.096380233764648
7,4800,534.9075093899999,377091,100.0,52791,0.022105801850557327,-321.4817199707031,374090,-6.2357940673828125,0.00073,9.872198104858398
7,4810,537.51281021,378091,100.0,52937,0.021875862032175064,-328.9041748046875,375090,2.83675217628479,0.00073,14.756250381469727
7,4820,534.46443689,379091,100.0,53085,0.022350311279296875,-335.242431640625,376090,-0.9533160328865051,0.00073,14.411002159118652
7,4830,534.25885977,380091,100.0,53231,0.023222241550683975,-329.0124816894531,377090,-0.46948468685150146,0.00073,9.845943450927734
7,4840,520.66949664,381091,100.0,53376,0.022433718666434288,-329.4703369140625,378090,2.8746657371520996,0.00073,11.529159545898438
7,4850,515.6812373700001,382091,100.0,53522,0.022335518151521683,-324.2223815917969,379090,4.081500053405762,0.00073,10.11754035949707
7,4860,512.3492245900001,383091,100.0,53669,0.021771365776658058,-329.09747314453125,380090,4.2855634689331055,0.00073,10.311417579650879
7,4870,511.29297247999995,384091,100.0,53811,0.023961205035448074,-335.7342224121094,381090,0.9925619959831238,0.00073,11.588346481323242
7,4880,497.4803571499999,385091,100.0,53955,0.023151569068431854,-337.80938720703125,382090,-3.0507359504699707,0.00073,15.276609420776367
7,4890,505.26644496,386091,100.0,54101,0.021843859925866127,-338.6942138671875,383090,-4.004252910614014,0.00073,11.119736671447754
7,4900,495.11970281000004,387091,100.0,54248,0.02139510214328766,-338.15557861328125,384090,-10.59713363647461,0.00073,12.665260314941406
7,4910,497.50382389,388091,100.0,54394,0.022453399375081062,-334.397705078125,385090,-0.12866568565368652,0.00073,11.252006530761719
7,4920,501.28800932999997,389091,100.0,54538,0.021740084514021873,-325.3749694824219,386090,-4.709565162658691,0.00073,11.231688499450684
7,4930,508.00679908,390091,100.0,54682,0.021794622763991356,-326.76116943359375,387090,-5.38181734085083,0.00073,10.73313045501709
7,4940,518.64451512,391091,100.0,54825,0.021363595500588417,-333.3807373046875,388090,6.714398384094238,0.00073,10.389501571655273
7,4950,528.37203623,392091,100.0,54970,0.02275826968252659,-330.6531982421875,389090,0.773722767829895,0.00073,14.594104766845703
7,4960,541.07668537,393091,100.0,55114,0.022418832406401634,-337.6302490234375,390090,-3.5468826293945312,0.00073,12.322781562805176
7,4970,530.51961568,393993,99.02,55244,0.02236289717257023,-331.7926940917969,390992,-4.436811923980713,0.00073,9.247690200805664
7,4980,530.85905437,394993,99.02,55389,0.022848259657621384,-335.437255859375,391992,-3.6057660579681396,0.00073,12.89369010925293
7,4990,529.7063736,395993,99.02,55532,0.022808777168393135,-337.94195556640625,392992,4.235408782958984,0.00073,8.162585258483887
7,5000,546.94771036,396993,99.02,55677,0.02216431312263012,-328.34722900390625,393992,-6.082453727722168,0.00073,9.567771911621094
7,5010,550.5973918300001,397993,99.02,55827,0.023174593225121498,-332.3782043457031,394992,-2.247795581817627,0.00073,10.880210876464844
7,5020,549.99961219,398993,99.02,55979,0.022912323474884033,-332.474609375,395992,-1.4012070894241333,0.00073,9.375001907348633
7,5030,545.5612764100001,399993,99.02,56125,0.022758329287171364,-336.4979553222656,396992,0.8946605324745178,0.00073,9.46940803527832
7,5040,539.4652498099999,400993,99.02,56272,0.023524733260273933,-336.48223876953125,397992,-4.017949104309082,0.00073,11.136409759521484
7,5050,514.74144511,401993,99.02,56418,0.023707130923867226,-343.87213134765625,398992,-4.100595474243164,0.00073,10.54819107055664
7,5060,512.79696731,402993,99.02,56562,0.023489385843276978,-351.7629089355469,399992,-4.6422600746154785,0.00073,10.227675437927246
7,5070,514.1702842899999,403908,99.15,56695,0.023322582244873047,-345.5195007324219,400907,0.5040327310562134,0.00073,12.756902694702148
7,5080,518.1550612099999,404908,99.15,56839,0.021538037806749344,-344.9091491699219,401907,1.6635702848434448,0.00073,12.2367525100708
7,5090,511.9419272299999,405908,99.15,56985,0.022193629294633865,-343.1009216308594,402907,3.0547358989715576,0.00073,9.822847366333008
7,5100,512.58926095,406908,99.15,57130,0.02249549888074398,-339.4324645996094,403907,-8.46792221069336,0.00073,9.69856071472168
7,5110,502.82048066000004,407908,99.15,57274,0.021981114521622658,-349.50469970703125,404907,4.038265228271484,0.00073,9.529314041137695
7,5120,500.05606624999996,408908,99.15,57417,0.021470295265316963,-348.08978271484375,405907,-5.450247764587402,0.00073,8.988428115844727
7,5130,508.55316278000004,409908,99.15,57564,0.022319601848721504,-339.0302734375,406907,6.672289848327637,0.00073,10.891003608703613
7,5140,530.4819187999999,410908,99.15,57711,0.021462786942720413,-346.1580505371094,407907,1.400201678276062,0.00073,12.987683296203613
7,5150,548.0598576299999,411908,99.15,57851,0.022123059257864952,-340.00689697265625,408907,0.07130175828933716,0.00073,10.69223690032959
7,5160,549.0482907400001,412908,99.15,57993,0.022256802767515182,-339.4700012207031,409907,-0.2302737832069397,0.00073,8.878316879272461
7,5170,568.00780287,413908,100.0,58136,0.022005654871463776,-342.05267333984375,410907,-0.30480682849884033,0.00073,10.204629898071289
7,5180,577.60866254,414908,100.0,58280,0.022006556391716003,-340.0123291015625,411907,-3.540580987930298,0.00073,9.630666732788086
7,5190,589.8343974000001,415908,100.0,58424,0.022136380895972252,-338.4331970214844,412907,-0.16939419507980347,0.00073,8.581896781921387
7,5200,581.4513845500001,416908,100.0,58566,0.02267959900200367,-335.4565124511719,413907,-3.7098400592803955,0.00073,9.906383514404297
7,5210,588.4669483399999,417908,100.0,58710,0.02497909776866436,-346.7351989746094,414907,-5.087352275848389,0.00073,11.935840606689453
7,5220,594.2130389600001,418866,99.58,58850,0.024992549791932106,-345.87713623046875,415865,0.4726773500442505,0.00073,14.152798652648926
7,5230,577.5324103500002,419768,98.6,58985,0.02438732050359249,-348.5279541015625,416767,-9.518983840942383,0.00073,15.064285278320312
7,5240,543.67181635,420768,98.6,59130,0.024563349783420563,-358.05084228515625,417767,-9.956253051757812,0.00073,10.288769721984863
7,5250,550.7190997100001,421768,98.6,59274,0.022564824670553207,-354.78955078125,418767,-6.619884967803955,0.00073,9.84439468383789
7,5260,545.34881698,422768,98.6,59419,0.022182181477546692,-351.2954406738281,419767,2.031933307647705,0.00073,9.525665283203125
7,5270,535.44827858,423768,98.6,59565,0.023081734776496887,-346.5768737792969,420767,-6.122177600860596,0.00073,16.670961380004883
7,5280,534.67990162,424768,98.6,59712,0.021626876667141914,-337.56787109375,421767,-2.3801398277282715,0.00073,10.227315902709961
7,5290,536.6224680299998,425768,98.6,59858,0.022076871246099472,-350.6703186035156,422767,-3.6499903202056885,0.00073,10.600214004516602
7,5300,542.72825802,426768,98.6,60003,0.02239847183227539,-345.25079345703125,423767,2.9499595165252686,0.00073,8.935478210449219
7,5310,546.82277807,427768,98.6,60149,0.022126831114292145,-350.126220703125,424767,3.3421621322631836,0.00073,8.938765525817871
7,5320,541.9096638399999,428768,99.02,60293,0.023364579305052757,-347.46185302734375,425767,-5.08013391494751,0.00073,9.827871322631836
7,5330,559.6442597299999,429768,100.0,60440,0.025345467031002045,-351.0264892578125,426767,-0.9949652552604675,0.00073,10.948884010314941
7,5340,579.82345078,430756,99.88,60583,0.022710902616381645,-367.22479248046875,427755,2.1561479568481445,0.00073,11.216919898986816
7,5350,573.4629028300001,431675,99.07,60715,0.02268524467945099,-356.9679260253906,428674,-1.3177490234375,0.00073,12.148273468017578
7,5360,563.9747312999999,432531,97.63,60839,0.023501519113779068,-363.93017578125,429530,7.415317535400391,0.00073,10.746562004089355
7,5370,569.36161778,433531,97.63,60985,0.023472551256418228,-360.56707763671875,430530,3.9223029613494873,0.00073,12.619139671325684
7,5380,557.9954053,434531,97.63,61130,0.022866619750857353,-359.04315185546875,431530,26.245643615722656,0.00073,16.391559600830078
7,5390,542.83831274,435531,97.63,61276,0.021164553239941597,-358.7378234863281,432530,3.338449001312256,0.00073,11.519615173339844
7,5400,528.4339978700001,436531,97.63,61421,0.021804487332701683,-364.1507263183594,433530,12.234987258911133,0.00073,9.967824935913086
7,5410,527.4233976,437531,97.63,61564,0.021656416356563568,-354.0233154296875,434530,-3.5527431964874268,0.00073,7.487758636474609
7,5420,533.15678996,438531,97.63,61708,0.02193063125014305,-356.1679992675781,435530,-4.2715163230896,0.00073,10.361611366271973
7,5430,514.1664841500001,439335,95.67,61824,0.02199224755167961,-353.5586242675781,436334,6.654819488525391,0.00073,10.287060737609863
7,5440,523.03732049,440335,95.79,61969,0.022143840789794922,-351.0848083496094,437334,15.620244979858398,0.00073,12.918415069580078
7,5450,537.8521690900001,441335,96.6,62116,0.022596878930926323,-348.7666931152344,438334,1.4972527027130127,0.00073,9.378852844238281
7,5460,572.06341282,442335,98.04,62265,0.021985061466693878,-344.70086669921875,439334,-4.911136627197266,0.00073,8.693204879760742
7,5470,572.91950623,443335,98.04,62412,0.0218176431953907,-349.18341064453125,440334,-6.1612348556518555,0.00073,9.503852844238281
7,5480,581.58781082,444237,97.06,62542,0.023304661735892296,-355.69586181640625,441236,-3.1471962928771973,0.00073,9.779264450073242
7,5490,583.54950265,445139,96.08,62671,0.02334313653409481,-353.4820556640625,442138,5.7146806716918945,0.00073,11.476155281066895
7,5500,585.49439733,446139,96.08,62817,0.022759247571229935,-343.58697509765625,443138,10.337532043457031,0.00073,10.551755905151367
7,5510,584.80965465,447139,96.08,62962,0.023983124643564224,-350.8352355957031,444138,-3.55676007270813,0.00073,7.9378557205200195
7,5520,565.45594299,448052,95.21,63095,0.023127542808651924,-356.2493896484375,445051,-4.90686559677124,0.00073,10.196996688842773
7,5530,581.9872527299999,449052,97.17,63238,0.021843694150447845,-359.99383544921875,446051,17.54822540283203,0.00073,9.033329010009766
7,5540,585.37174167,450052,97.17,63383,0.021589191630482674,-353.17681884765625,447051,-1.6695222854614258,0.00073,8.408344268798828
7,5550,573.63776926,450969,96.34,63517,0.02596878446638584,-356.2073669433594,447968,-6.602243900299072,0.00073,14.879674911499023
7,5560,548.83866389,451887,95.52,63659,0.023557988926768303,-366.50408935546875,448886,18.98657989501953,0.00073,13.514547348022461
7,5570,554.25218392,452887,95.52,63809,0.021685143932700157,-364.91278076171875,449886,1.1708964109420776,0.00073,25.163959503173828
7,5580,558.07600098,453887,96.5,63956,0.02148962765932083,-365.7797546386719,450886,5.992682933807373,0.00073,7.888491630554199
7,5590,558.06778059,454887,97.48,64101,0.02077915333211422,-364.70703125,451886,-1.2298424243927002,0.00073,7.751442909240723
7,5600,557.2424149499999,455887,97.48,64246,0.025348657742142677,-355.1473083496094,452886,-16.650197982788086,0.00073,10.837902069091797
7,5610,561.35639667,456887,97.48,64390,0.022548288106918335,-348.77227783203125,453886,2.304381847381592,0.00073,10.588301658630371
7,5620,584.32713496,457887,98.35,64535,0.022589940577745438,-362.8173828125,454886,-3.612823009490967,0.00073,17.074539184570312
7,5630,584.83697539,458887,98.35,64680,0.022464284673333168,-364.166015625,455886,-1.1478556394577026,0.00073,9.424764633178711
7,5640,592.63337823,459887,98.35,64825,0.022758672013878822,-355.9618225097656,456886,1.2579450607299805,0.00073,9.870916366577148
7,5650,608.9497735399999,460887,99.18,64970,0.022868352010846138,-357.08258056640625,457886,4.634841442108154,0.00073,8.84460163116455
7,5660,603.0206752199999,461887,100.0,65121,0.022543149068951607,-361.7226867675781,458886,4.727505207061768,0.00073,10.023645401000977
7,5670,586.74855675,462887,100.0,65269,0.02174062840640545,-354.4665832519531,459886,10.023529052734375,0.00073,10.339080810546875
7,5680,586.9088942299999,463887,100.0,65413,0.023078778758645058,-364.03466796875,460886,-7.368690013885498,0.00073,9.202096939086914
7,5690,598.1805602700001,464887,100.0,65557,0.02303868532180786,-368.7330627441406,461886,0.29818838834762573,0.00073,6.988126754760742
7,5700,604.3319009100001,465849,99.62,65697,0.031397778540849686,-377.30010986328125,462848,-1.1497615575790405,0.00073,13.742406845092773
7,5710,557.62944162,466651,97.64,65812,0.028787853196263313,-391.941650390625,463650,6.825741767883301,0.00073,18.22228240966797
7,5720,537.78999998,467651,97.64,65956,0.025055576115846634,-395.5564880371094,464650,-6.160966873168945,0.00073,13.54265022277832
7,5730,536.5119611599999,468651,97.64,66099,0.023472411558032036,-378.3664245605469,465650,-2.3081798553466797,0.00073,10.779205322265625
7,5740,509.3919622699999,469553,96.66,66228,0.02199281007051468,-373.69158935546875,466552,7.803576469421387,0.00073,24.79129409790039
7,5750,509.42312947999994,470553,96.66,66372,0.022308386862277985,-370.2373962402344,467552,-10.570411682128906,0.00073,10.381465911865234
7,5760,515.13066975,471553,96.66,66516,0.021910181269049644,-360.7176818847656,468552,3.852158546447754,0.00073,10.42409610748291
7,5770,530.0701206800001,472553,96.66,66661,0.022173134610056877,-365.24517822265625,469552,6.404258728027344,0.00073,9.620487213134766
7,5780,539.0374972200001,473553,96.66,66806,0.022820690646767616,-355.5611877441406,470552,18.59840965270996,0.00073,12.552056312561035
7,5790,523.8786134000001,474482,95.95,66940,0.02354733645915985,-367.72943115234375,471481,6.062459945678711,0.00073,10.95801830291748
7,5800,494.31844424999986,475397,95.48,67072,0.0263074841350317,-377.5990905761719,472396,12.523685455322266,0.00073,18.00609016418457
7,5810,491.19221376999997,476305,96.54,67203,0.029984131455421448,-407.00164794921875,473304,-0.19751006364822388,0.00073,25.015949249267578
7,5820,456.8836021100001,476985,93.34,67300,0.028891686350107193,-413.42864990234375,473984,0.807523250579834,0.00073,25.823190689086914
7,5830,430.16518828,477985,93.34,67443,0.02854067273437977,-414.94903564453125,474984,2.3225338459014893,0.00073,21.305904388427734
7,5840,422.18731370000006,478985,94.32,67585,0.025790398940443993,-408.443359375,475984,6.8683366775512695,0.00073,13.317326545715332
7,5850,399.59932569000006,479985,94.32,67728,0.024013139307498932,-404.5591125488281,476984,11.748905181884766,0.00073,12.959418296813965
7,5860,416.17302884,480985,94.32,67872,0.023188553750514984,-396.0945739746094,477984,1.6529393196105957,0.00073,11.083959579467773
7,5870,412.2895378699999,481985,94.32,68018,0.021793603897094727,-381.7247009277344,478984,4.00826358795166,0.00073,10.04493522644043
7,5880,403.35574047999995,482985,94.32,68166,0.021531948819756508,-379.87347412109375,479984,0.7391103506088257,0.00073,10.362444877624512
7,5890,422.06110189,483985,95.03,68312,0.0216472540050745,-376.7879638671875,480984,1.9350340366363525,0.00073,18.584518432617188
7,5900,460.10086113,484985,95.88,68459,0.022342624142766,-371.4272766113281,481984,0.7234220504760742,0.00073,9.979888916015625
7,5910,505.96981288999996,485985,96.8,68605,0.023019451647996902,-373.2445068359375,482984,5.461215496063232,0.00073,10.141098976135254
7,5920,559.72988328,486985,100.0,68752,0.022601846605539322,-366.4781494140625,483984,9.091011047363281,0.00073,10.080406188964844
7,5930,591.99511517,487985,100.0,68897,0.02287880703806877,-363.56744384765625,484984,-6.771612167358398,0.00073,8.251561164855957
7,5940,612.55933075,488985,100.0,69044,0.023673903197050095,-367.3212585449219,485984,-4.11097526550293,0.00073,8.793681144714355
7,5950,617.49761369,489985,100.0,69190,0.022856388241052628,-369.8832092285156,486984,-2.7911481857299805,0.00073,8.705041885375977
7,5960,615.96136838,490985,100.0,69334,0.02293836884200573,-371.80120849609375,487984,-0.7965610027313232,0.00073,10.80718994140625
7,5970,620.4037974700001,491985,100.0,69478,0.02377103641629219,-368.84893798828125,488984,14.532050132751465,0.00073,9.071660995483398
7,5980,614.5753808,492985,100.0,69623,0.02370084635913372,-364.97052001953125,489984,-4.7496795654296875,0.00073,11.34309196472168
7,5990,615.27878078,493985,100.0,69767,0.024325277656316757,-364.2192687988281,490984,-1.0492761135101318,0.00073,10.57479476928711
7,6000,615.5595977,494985,100.0,69911,0.02328326366841793,-370.167236328125,491984,6.639374732971191,0.00073,9.388736724853516
7,6010,606.25579243,495980,99.95,70054,0.02364535443484783,-371.806884765625,492979,0.7085731029510498,0.00073,17.165117263793945
7,6020,618.4818130799999,496980,99.95,70197,0.023556888103485107,-367.018798828125,493979,-5.713670253753662,0.00073,14.187829971313477
7,6030,615.1591412699999,497980,99.95,70341,0.024975590407848358,-369.2553405761719,494979,-6.926242828369141,0.00073,9.676898956298828
7,6040,623.92040935,498980,99.95,70485,0.022892192006111145,-371.0397033691406,495979,4.033524513244629,0.00073,32.48995590209961
7,6050,628.17358624,499980,99.95,70628,0.022946305572986603,-371.2500915527344,496979,0.26345789432525635,0.00073,10.72730827331543
7,6060,631.99142077,500980,99.95,70772,0.023223603144288063,-368.4646911621094,497979,0.7913925647735596,0.00073,101.98088073730469
7,6070,627.5176506500001,501980,99.95,70916,0.02391263283789158,-370.14935302734375,498979,-1.694643259048462,0.00073,10.129034042358398
7,6080,624.42742815,502937,99.52,71057,0.0225101076066494,-365.4743957519531,499936,-7.852958679199219,0.00073,12.979972839355469
7,6090,609.68208182,503927,99.42,71203,0.023986143991351128,-373.8416442871094,500926,2.3174569606781006,0.00073,10.253730773925781
7,6100,608.94973534,504927,99.42,71349,0.022937510162591934,-378.9380798339844,501926,4.663639068603516,0.00073,13.91343879699707
7,6110,612.9356465400001,505927,99.47,71495,0.02391754277050495,-377.8099365234375,502926,4.626195430755615,0.00073,8.648185729980469
7,6120,601.26948351,506927,99.47,71641,0.02342914789915085,-376.7343444824219,503926,-3.2667078971862793,0.00073,11.051025390625
7,6130,596.7531865899999,507927,99.47,71788,0.024895207956433296,-387.1767578125,504926,14.49697208404541,0.00073,15.201082229614258
7,6140,584.42796881,508927,99.47,71932,0.02617378905415535,-389.2301025390625,505926,0.34049224853515625,0.00073,22.112163543701172
7,6150,576.75610662,509858,98.78,72069,0.02697102166712284,-398.9608154296875,506857,-2.464489459991455,0.00073,20.228408813476562
7,6160,556.3830216299999,510858,98.78,72215,0.02511667273938656,-398.900390625,507857,9.179351806640625,0.00073,13.943878173828125
7,6170,550.54664637,511858,98.78,72362,0.025294233113527298,-396.4326171875,508857,-4.41079568862915,0.00073,286.39410400390625
7,6180,550.83791246,512858,99.21,72510,0.023468952625989914,-386.6954040527344,509857,-4.423096656799316,0.00073,11.814496994018555
7,6190,561.49095913,513858,99.31,72658,0.023417308926582336,-383.4916687011719,510857,3.2981481552124023,0.00073,13.101547241210938
7,6200,560.2815080199999,514858,99.31,72806,0.02401997707784176,-374.4313049316406,511857,-4.885334491729736,0.00073,8.689727783203125
7,6210,568.18157485,515858,99.31,72954,0.024225128814578056,-369.7444152832031,512857,-6.247800827026367,0.00073,14.847688674926758
7,6220,560.5826959799999,516761,98.34,73086,0.02279333397746086,-371.22650146484375,513760,0.09563994407653809,0.00073,26.176055908203125
7,6230,550.58174773,517761,98.34,73236,0.02234395034611225,-375.291015625,514760,1.5401089191436768,0.00073,10.495412826538086
7,6240,545.83038214,518761,98.34,73381,0.022623930126428604,-372.2021789550781,515760,-7.039744853973389,0.00073,10.007299423217773
7,6250,567.49782181,519761,99.03,73526,0.022552620619535446,-365.55438232421875,516760,-2.4242305755615234,0.00073,10.198013305664062
7,6260,582.8389588,520761,99.03,73670,0.02270467020571232,-371.93267822265625,517760,0.8076180815696716,0.00073,16.347335815429688
7,6270,593.4161249399999,521761,99.03,73814,0.022709738463163376,-372.614990234375,518760,-1.8972464799880981,0.00073,9.605871200561523
7,6280,607.5253732799999,522761,99.03,73962,0.022277290001511574,-368.301025390625,519760,1.2892625331878662,0.00073,7.380555629730225
7,6290,603.48989489,523761,99.03,74108,0.022273369133472443,-373.5115661621094,520760,-7.709717750549316,0.00073,9.619811058044434
7,6300,608.50854943,524761,99.03,74265,0.02240586280822754,-372.106689453125,521760,2.189910411834717,0.00073,9.534746170043945
7,6310,610.5073884,525761,99.03,74416,0.022546663880348206,-377.8719787597656,522760,-11.071878433227539,0.00073,7.850235462188721
7,6320,609.9284835899999,526761,100.0,74562,0.022127753123641014,-376.81524658203125,523760,6.82133674621582,0.00073,7.999567031860352
7,6330,615.55337155,527761,100.0,74707,0.02140403538942337,-372.5509338378906,524760,0.2552335858345032,0.00073,8.353450775146484
7,6340,625.3640011299999,528761,100.0,74851,0.02220226638019085,-370.5514831542969,525760,6.163904190063477,0.00073,8.713047981262207
7,6350,605.0471051400001,529761,100.0,74997,0.022866040468215942,-373.8209533691406,526760,1.3712525367736816,0.00073,261.8682861328125
7,6360,613.13054492,530761,100.0,75143,0.021461747586727142,-364.66595458984375,527760,4.493341445922852,0.00073,8.426509857177734
7,6370,616.55163268,531761,100.0,75290,0.021593881770968437,-369.15765380859375,528760,1.014462947845459,0.00073,9.927952766418457
7,6380,619.2143797099999,532761,100.0,75436,0.022189777344465256,-377.63726806640625,529760,5.439676284790039,0.00073,8.380992889404297
7,6390,614.04635932,533761,100.0,75581,0.02200099639594555,-369.93621826171875,530760,-9.984912872314453,0.00073,8.97454833984375
7,6400,619.4977286,534761,100.0,75725,0.022547965869307518,-374.6920471191406,531760,-0.17124056816101074,0.00073,7.238656997680664
7,6410,606.91421478,535761,100.0,75869,0.022003576159477234,-374.9148864746094,532760,0.21581172943115234,0.00073,7.827878952026367
7,6420,611.9297241099999,536761,100.0,76015,0.022815819829702377,-371.51629638671875,533760,-6.524045944213867,0.00073,10.832635879516602
7,6430,626.9623288399999,537761,100.0,76160,0.022071892395615578,-380.8181457519531,534760,4.058954238891602,0.00073,8.983474731445312
