time/episodes,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,train/ent_coef,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss
440,44000,100.0,7,5812,743.4665632099999,1.7257649898529053,0.13606180250644684,-342.1226501464844,0.00073,40999,-0.6362234354019165
450,45000,100.0,7,5953,743.3642178,1.4702348709106445,0.13340048491954803,-342.1492614746094,0.00073,41999,-0.1792064905166626
460,46000,100.0,7,6095,743.1430552299998,1.2044341564178467,0.13042716681957245,-344.5278015136719,0.00073,42999,0.11079452931880951
470,47000,100.0,7,6236,744.3592451,1.7705292701721191,0.12917853891849518,-343.50701904296875,0.00073,43999,0.637112557888031
480,48000,100.0,7,6378,744.57195934,2.018186330795288,0.12725983560085297,-344.2906799316406,0.00073,44999,-0.1498405635356903
490,49000,100.0,7,6518,744.66516566,1.349660873413086,0.12623779475688934,-347.5936279296875,0.00073,45999,-0.4137769639492035
500,50000,100.0,7,6660,744.7309258399997,1.8683712482452393,0.12561774253845215,-343.9225769042969,0.00073,46999,0.7211835384368896
510,51000,100.0,7,6802,744.6994898400001,1.9715434312820435,0.12969696521759033,-345.54949951171875,0.00073,47999,0.12357331812381744
520,52000,100.0,7,6943,744.54857244,1.8010404109954834,0.12926551699638367,-346.3103942871094,0.00073,48999,0.24172499775886536
530,53000,100.0,7,7085,744.4639989699999,1.6701254844665527,0.12535302340984344,-349.2846374511719,0.00073,49999,-1.382692575454712
540,54000,100.0,7,7227,744.5736408799999,1.455500841140747,0.12276528030633926,-348.6575927734375,0.00073,50999,-0.30221349000930786
550,55000,100.0,7,7370,744.7653409800001,1.2791941165924072,0.12317045778036118,-350.335693359375,0.00073,51999,0.040696680545806885
560,56000,100.0,7,7512,745.3969597299999,1.5385019779205322,0.1205979436635971,-349.456298828125,0.00073,52999,-0.19346213340759277
570,57000,100.0,7,7654,745.4685709999999,1.493227243423462,0.11954843252897263,-350.97210693359375,0.00073,53999,0.25691813230514526
580,58000,100.0,7,7794,745.6394433000002,1.5089324712753296,0.11674318462610245,-351.31317138671875,0.00073,54999,0.6035518050193787
590,59000,100.0,7,7938,745.7285400000001,0.8225612044334412,0.11602755635976791,-351.46539306640625,0.00073,55999,0.02418328821659088
600,60000,100.0,7,8080,746.1104955,1.6464836597442627,0.1107841357588768,-352.83111572265625,0.00073,56999,-0.34125179052352905
610,61000,100.0,7,8222,746.24821742,1.1978552341461182,0.11495114862918854,-352.8923645019531,0.00073,57999,-0.09559442102909088
620,62000,100.0,7,8364,746.60410507,1.2420711517333984,0.11433931440114975,-353.48944091796875,0.00073,58999,0.04984888806939125
630,63000,100.0,7,8508,746.66759435,1.674546480178833,0.11510752141475677,-350.90850830078125,0.00073,59999,-0.18777945637702942
640,64000,100.0,7,8649,746.69973252,1.2243785858154297,0.1142863854765892,-353.07666015625,0.00073,60999,-0.5193475484848022
650,65000,100.0,7,8791,746.8026578199999,0.7421536445617676,0.108164943754673,-353.75079345703125,0.00073,61999,-0.11192271113395691
660,66000,100.0,7,8933,746.8734874400001,1.0616061687469482,0.10513599961996078,-354.4398193359375,0.00073,62999,-0.5999758839607239
670,67000,100.0,7,9076,746.9747831799999,0.6988256573677063,0.10247201472520828,-355.7850036621094,0.00073,63999,0.03867302089929581
680,68000,100.0,7,9220,746.77521138,1.1858222484588623,0.10349959880113602,-353.4456787109375,0.00073,64999,0.22725239396095276
690,69000,100.0,7,9363,746.6511250599999,0.96910560131073,0.10454731434583664,-356.55364990234375,0.00073,65999,0.1981993317604065
700,70000,100.0,7,9507,746.6904901300001,0.8615001440048218,0.10396116226911545,-355.98675537109375,0.00073,66999,0.046528980135917664
710,71000,100.0,7,9654,746.82405733,1.385624647140503,0.10088963061571121,-356.2066345214844,0.00073,67999,0.09770503640174866
720,72000,100.0,7,9799,746.9143092400002,0.7609564065933228,0.10242167115211487,-357.6043701171875,0.00073,68999,-0.1927715539932251
730,73000,100.0,7,9942,747.20445026,0.8521977663040161,0.1027437299489975,-357.0306091308594,0.00073,69999,-0.21872593462467194
740,74000,100.0,7,10086,747.2456585300001,1.3165699243545532,0.10067390650510788,-355.829345703125,0.00073,70999,-0.272752583026886
750,75000,100.0,7,10229,747.2427974699999,0.7532865405082703,0.10178577154874802,-357.3819580078125,0.00073,71999,-0.8032675385475159
760,76000,100.0,7,10372,747.4099588299999,1.2107784748077393,0.09932898730039597,-358.3562316894531,0.00073,72999,-0.025217056274414062
770,77000,100.0,7,10514,747.5207843199998,0.8669070601463318,0.09983483701944351,-358.7435302734375,0.00073,73999,0.07697029411792755
780,78000,100.0,7,10657,747.7900178799999,1.30012845993042,0.09553206712007523,-359.8417663574219,0.00073,74999,-0.5220872163772583
790,79000,100.0,7,10799,748.1101281800001,1.0888779163360596,0.09216141700744629,-359.1034240722656,0.00073,75999,-0.043895646929740906
800,80000,100.0,7,10943,747.98715537,0.7012457847595215,0.09340307861566544,-358.30682373046875,0.00073,76999,0.024528399109840393
810,81000,100.0,7,11087,747.5574156900001,1.4827792644500732,0.09296935051679611,-360.0548095703125,0.00073,77999,-0.5114423632621765
820,82000,100.0,7,11230,747.67360178,1.1219680309295654,0.09330267459154129,-359.48553466796875,0.00073,78999,0.7420337796211243
830,83000,100.0,7,11374,747.5782281400002,1.0508488416671753,0.09194210171699524,-362.6318054199219,0.00073,79999,-0.37703537940979004
840,84000,100.0,7,11518,747.72763636,0.6199966669082642,0.09292299300432205,-363.1180419921875,0.00073,80999,-0.22100314497947693
850,85000,100.0,7,11662,747.7497487200001,1.1832525730133057,0.0932944193482399,-361.0011291503906,0.00073,81999,-0.35563409328460693
860,86000,100.0,7,11806,747.7209405,0.9087899923324585,0.09018132835626602,-360.8373718261719,0.00073,82999,0.3187686800956726
870,87000,100.0,7,11949,747.69512645,1.930768609046936,0.08846455812454224,-359.56817626953125,0.00073,83999,0.14900270104408264
880,88000,100.0,7,12094,747.64323426,0.8561738133430481,0.08900483697652817,-361.8751220703125,0.00073,84999,0.17047636210918427
890,89000,100.0,7,12239,747.51044318,0.8458725810050964,0.08757667988538742,-363.28912353515625,0.00073,85999,-0.8354306817054749
900,90000,100.0,7,12383,747.97934038,1.2695226669311523,0.08870795369148254,-362.5808410644531,0.00073,86999,-0.026677057147026062
910,91000,100.0,7,12526,748.4261920600001,0.9075061082839966,0.08871658146381378,-363.7297058105469,0.00073,87999,-0.05593321472406387
920,92000,100.0,7,12670,748.4057682800001,0.8612914085388184,0.0855552926659584,-362.1019592285156,0.00073,88999,0.2879083752632141
930,93000,100.0,7,12814,748.38394037,0.8085169792175293,0.08868393301963806,-363.3621826171875,0.00073,89999,0.5449821949005127
940,94000,100.0,7,12958,748.3196100599998,0.6703187227249146,0.08871123194694519,-363.2203369140625,0.00073,90999,-0.0801481381058693
950,95000,100.0,7,13105,748.4974502599997,0.8469968438148499,0.08184244483709335,-364.6444091796875,0.00073,91999,-0.24219542741775513
960,96000,100.0,7,13249,748.57981167,0.9486594796180725,0.08381689339876175,-363.7623291015625,0.00073,92999,-0.08970113843679428
970,97000,100.0,7,13392,748.6347931099999,1.0418498516082764,0.08359309285879135,-365.7141418457031,0.00073,93999,-0.9229221343994141
980,98000,100.0,7,13538,748.73611795,0.7895129919052124,0.07980521023273468,-365.762939453125,0.00073,94999,-0.7518672347068787
990,99000,100.0,7,13684,748.93909952,0.9386095404624939,0.08028065413236618,-364.4856262207031,0.00073,95999,0.5244923233985901
1000,100000,100.0,7,13829,748.8170383199999,0.6907264590263367,0.08359064161777496,-367.20965576171875,0.00073,96999,-0.7612658739089966
1010,101000,100.0,7,13973,748.7966350600001,0.8154051303863525,0.08090434223413467,-365.43206787109375,0.00073,97999,-0.3978065848350525
1020,102000,100.0,7,14117,748.91692228,0.8921382427215576,0.07791250199079514,-366.55120849609375,0.00073,98999,-0.4465782344341278
1030,103000,100.0,7,14260,748.80148979,1.3129312992095947,0.07947662472724915,-365.46173095703125,0.00073,99999,0.3062627911567688
1040,104000,100.0,7,14405,748.8584481600001,1.1125407218933105,0.07701937109231949,-363.2998352050781,0.00073,100999,0.30827030539512634
1050,105000,100.0,7,14549,748.7252775200001,0.99728924036026,0.08043277263641357,-364.9370422363281,0.00073,101999,-0.24333246052265167
1060,106000,100.0,7,14694,748.8830883899999,0.7970483899116516,0.08029043674468994,-365.8642883300781,0.00073,102999,-0.30583900213241577
1070,107000,100.0,7,14839,748.5702549199999,0.676922082901001,0.080411896109581,-363.6755065917969,0.00073,103999,-0.3571971654891968
1080,108000,100.0,7,14983,748.23282992,0.8031251430511475,0.08072175085544586,-367.3058166503906,0.00073,104999,-0.0182228684425354
1090,109000,100.0,7,15127,748.3274173599999,0.4479025900363922,0.07953864336013794,-367.9811706542969,0.00073,105999,-0.13657346367835999
1100,110000,100.0,7,15272,748.46777216,1.4081170558929443,0.08019594848155975,-364.2361755371094,0.00073,106999,-0.14077138900756836
1110,111000,100.0,7,15415,748.5523356900001,0.8025416135787964,0.07911871373653412,-367.58978271484375,0.00073,107999,-0.47983330488204956
1120,112000,100.0,7,15560,748.4369767400002,1.3061432838439941,0.08224444091320038,-364.4290771484375,0.00073,108999,0.3687600791454315
1130,113000,100.0,7,15705,748.8514785800002,0.8880194425582886,0.08279300481081009,-366.8414001464844,0.00073,109999,0.2669638395309448
1140,114000,100.0,7,15848,748.4872998599999,0.8847525715827942,0.08017341047525406,-364.38592529296875,0.00073,110999,0.43604907393455505
1150,115000,100.0,7,15993,748.4948218999999,1.03462815284729,0.0761791542172432,-365.63812255859375,0.00073,111999,0.4690866768360138
1160,116000,100.0,7,16136,748.26469805,0.7749322652816772,0.0762481838464737,-365.3880310058594,0.00073,112999,-0.5282089710235596
1170,117000,100.0,7,16281,748.63720348,0.8109673261642456,0.07773830741643906,-366.846435546875,0.00073,113999,0.45937108993530273
1180,118000,100.0,7,16426,749.2704614400002,0.9935314059257507,0.07835356146097183,-366.1199035644531,0.00073,114999,-0.31552231311798096
1190,119000,100.0,7,16571,749.3651737200001,1.030992031097412,0.07638280838727951,-368.10723876953125,0.00073,115999,-0.7768239974975586
1200,120000,100.0,7,16717,749.4230375899999,0.8301088213920593,0.07576355338096619,-366.0610046386719,0.00073,116999,0.30430468916893005
1210,121000,100.0,7,16860,749.6541375800001,0.9343529343605042,0.07538796961307526,-365.69549560546875,0.00073,117999,0.5112725496292114
1220,122000,100.0,7,17003,749.9262888599999,0.6055117249488831,0.07324136793613434,-367.4779968261719,0.00073,118999,-1.1926023960113525
1230,123000,100.0,7,17147,750.04411777,0.917700469493866,0.07046162337064743,-369.5550537109375,0.00073,119999,1.180776596069336
1240,124000,100.0,7,17290,750.69865685,1.0273823738098145,0.06889920681715012,-370.3158874511719,0.00073,120999,-0.5898730754852295
1250,125000,100.0,7,17433,750.9732802300001,0.5456686615943909,0.074954092502594,-369.4029235839844,0.00073,121999,0.3574191927909851
1260,126000,100.0,7,17578,751.15597218,0.6676878333091736,0.0740227997303009,-369.2746276855469,0.00073,122999,-0.07095068693161011
1270,127000,100.0,7,17722,751.4855555500002,1.015481948852539,0.07286801189184189,-368.8792724609375,0.00073,123999,-0.4316948652267456
1280,128000,100.0,7,17867,751.50922459,1.3013038635253906,0.07456766068935394,-368.00079345703125,0.00073,124999,0.24354124069213867
1290,129000,100.0,7,18012,751.69349715,1.1082069873809814,0.07420840859413147,-368.96600341796875,0.00073,125999,0.1270056664943695
1300,130000,100.0,7,18156,751.8950873099998,0.7160843014717102,0.07139641791582108,-371.1717834472656,0.00073,126999,-0.1524023860692978
1310,131000,100.0,7,18301,751.94544469,1.055566668510437,0.07137708365917206,-370.33953857421875,0.00073,127999,-0.3150184154510498
1320,132000,100.0,7,18446,751.9242245700001,0.6328935623168945,0.07116609066724777,-369.63934326171875,0.00073,128999,0.3751216232776642
1330,133000,100.0,7,18590,751.9848593000002,1.1190555095672607,0.06996536254882812,-370.310791015625,0.00073,129999,0.16298919916152954
1340,134000,100.0,7,18734,751.9989707200001,1.0400769710540771,0.0715155228972435,-369.97100830078125,0.00073,130999,0.5376378893852234
1350,135000,100.0,7,18879,752.2240271,1.096418023109436,0.07125897705554962,-371.70074462890625,0.00073,131999,-1.0373964309692383
1360,136000,100.0,7,19024,752.5722888200002,1.055849552154541,0.06886552274227142,-371.46954345703125,0.00073,132999,0.4680453836917877
1370,137000,100.0,7,19168,752.4416457,0.8432689905166626,0.06918297708034515,-369.43597412109375,0.00073,133999,0.04701719433069229
1380,138000,100.0,7,19312,752.5139805199999,0.8150893449783325,0.06735493242740631,-372.3641662597656,0.00073,134999,-0.7774018049240112
1390,139000,100.0,7,19461,752.3002559499998,0.693846583366394,0.06378006935119629,-371.13189697265625,0.00073,135999,-0.5832186341285706
1400,140000,100.0,7,19605,752.2352848299998,0.6958235502243042,0.07087099552154541,-372.3128967285156,0.00073,136999,-0.30689430236816406
1410,141000,100.0,7,19751,752.2664335499999,0.925696849822998,0.06822627037763596,-371.3499755859375,0.00073,137999,-0.42057710886001587
1420,142000,100.0,7,19894,752.3966154600001,0.9522895216941833,0.06655749678611755,-370.9267883300781,0.00073,138999,-0.5449202060699463
1430,143000,100.0,7,20039,752.0917077000001,0.7272109985351562,0.0678648054599762,-371.306396484375,0.00073,139999,0.843316912651062
1440,144000,100.0,7,20184,752.13997025,0.953012228012085,0.07049398869276047,-370.34149169921875,0.00073,140999,0.6072359681129456
1450,145000,100.0,7,20328,752.1255659699999,0.661379337310791,0.06434047967195511,-372.8080139160156,0.00073,141999,0.2587559223175049
1460,146000,100.0,7,20473,751.9306964,0.5594534873962402,0.06462665647268295,-372.5597839355469,0.00073,142999,-0.7471988201141357
1470,147000,100.0,7,20616,751.7545457800002,0.7719676494598389,0.06677709519863129,-373.906982421875,0.00073,143999,-0.288446307182312
1480,148000,100.0,7,20763,751.9920054099999,0.773597776889801,0.0650656670331955,-371.93267822265625,0.00073,144999,0.5556854009628296
1490,149000,100.0,7,20909,752.2682169799998,0.7717218399047852,0.06410250812768936,-373.0806579589844,0.00073,145999,-0.7064127922058105
1500,150000,100.0,7,21053,752.4657241799999,1.0650551319122314,0.06623578071594238,-372.62945556640625,0.00073,146999,-0.2868332266807556
1510,151000,100.0,7,21199,752.2998096900001,0.6004058122634888,0.06333450227975845,-371.12603759765625,0.00073,147999,0.13533920049667358
1520,152000,100.0,7,21343,752.1348109799999,0.45388585329055786,0.06481146067380905,-374.44525146484375,0.00073,148999,-1.1175838708877563
1530,153000,100.0,7,21487,752.3388113799999,0.9461711645126343,0.06492253392934799,-373.3988037109375,0.00073,149999,-0.5243674516677856
1540,154000,100.0,7,21632,752.29154875,0.6904340386390686,0.06615489721298218,-372.0643310546875,0.00073,150999,0.36019471287727356
1550,155000,100.0,7,21778,752.20722711,0.8491842746734619,0.06593936681747437,-373.7919006347656,0.00073,151999,1.051696538925171
1560,156000,100.0,7,21922,752.5185616200001,0.8920472860336304,0.06419012695550919,-372.7648620605469,0.00073,152999,0.16477510333061218
1570,157000,100.0,7,22068,752.92264021,0.30539876222610474,0.0643940418958664,-374.0464172363281,0.00073,153999,-1.3960363864898682
1580,158000,100.0,7,22215,752.7162979199999,0.5867491960525513,0.06333637237548828,-372.82049560546875,0.00073,154999,0.09397569298744202
1590,159000,100.0,7,22362,752.6747118800001,0.7865993976593018,0.06328156590461731,-374.1123962402344,0.00073,155999,-0.2722517251968384
1600,160000,100.0,7,22509,752.6078134899998,0.6151801347732544,0.062568299472332,-372.9310302734375,0.00073,156999,-0.724495530128479
1610,161000,100.0,7,22655,752.8858145700001,0.5615968108177185,0.06416172534227371,-373.3670349121094,0.00073,157999,-0.6145817041397095
1620,162000,100.0,7,22800,753.1806609500001,0.40708109736442566,0.06471588462591171,-374.9054870605469,0.00073,158999,-0.5902503132820129
1630,163000,100.0,7,22944,753.4094943999999,0.44850581884384155,0.06927135586738586,-374.4796142578125,0.00073,159999,-0.8393376469612122
1640,164000,100.0,7,23089,753.4422752799999,0.4242616891860962,0.06380873918533325,-373.2208251953125,0.00073,160999,0.15344147384166718
1650,165000,100.0,7,23235,753.6714921799999,0.5023982524871826,0.06304018944501877,-373.8291015625,0.00073,161999,-0.39391636848449707
1660,166000,100.0,7,23379,753.4949278700001,0.455943763256073,0.06474149972200394,-373.169921875,0.00073,162999,-0.2408997118473053
1670,167000,100.0,7,23527,753.4640724000002,0.4001794457435608,0.06830224394798279,-373.1730041503906,0.00073,163999,0.11124683916568756
1680,168000,100.0,7,23674,753.72831967,0.5515300631523132,0.06281007081270218,-374.1451416015625,0.00073,164999,-0.6289202570915222
1690,169000,100.0,7,23819,753.5868315399999,0.689984917640686,0.06338150054216385,-373.45111083984375,0.00073,165999,0.3365233838558197
1700,170000,100.0,7,23964,753.6833507799998,0.9063949584960938,0.06279252469539642,-372.64849853515625,0.00073,166999,0.713596522808075
1710,171000,100.0,7,24110,754.02151597,1.5499159097671509,0.0673128068447113,-372.5390625,0.00073,167999,1.136599063873291
1720,172000,100.0,7,24254,753.9787717600001,0.8610108494758606,0.06711064279079437,-373.0643005371094,0.00073,168999,0.48491260409355164
1730,173000,100.0,7,24400,754.04481985,0.7321473360061646,0.06265179067850113,-373.33807373046875,0.00073,169999,-0.3388543725013733
1740,174000,100.0,7,24546,754.30930923,0.5369945764541626,0.06364918500185013,-373.9610900878906,0.00073,170999,-0.8193646669387817
1750,175000,100.0,7,24693,754.2736587099998,0.4736946225166321,0.06089486554265022,-374.8052673339844,0.00073,171999,-0.1544409692287445
1760,176000,100.0,7,24844,754.5040864700001,0.6053553819656372,0.0612388476729393,-374.24932861328125,0.00073,172999,-0.8496123552322388
1770,177000,100.0,7,24990,754.4617482,1.1923480033874512,0.06238621473312378,-373.97406005859375,0.00073,173999,0.27272433042526245
1780,178000,100.0,7,25135,754.3720798,0.8767720460891724,0.0609135702252388,-373.4854431152344,0.00073,174999,0.1610252857208252
1790,179000,100.0,7,25281,754.636301,0.87689208984375,0.06621913611888885,-375.724609375,0.00073,175999,-0.5844729542732239
1800,180000,100.0,7,25431,754.58516067,0.6026396751403809,0.06217269226908684,-372.93096923828125,0.00073,176999,-0.031200051307678223
1810,181000,100.0,7,25577,754.4052454599998,0.40426796674728394,0.05889436975121498,-374.74798583984375,0.00073,177999,-0.3077026903629303
1820,182000,100.0,7,25721,754.55409234,0.8361061215400696,0.06267010420560837,-375.644287109375,0.00073,178999,0.23328593373298645
1830,183000,100.0,7,25866,754.4898172999998,0.3488881587982178,0.06024719774723053,-375.21588134765625,0.00073,179999,0.5455463528633118
1840,184000,100.0,7,26011,754.2721597900002,1.404333233833313,0.058423496782779694,-374.921142578125,0.00073,180999,0.840808093547821
1850,185000,100.0,7,26156,754.33796854,0.7174233198165894,0.059677742421627045,-374.74530029296875,0.00073,181999,0.2543431520462036
1860,186000,100.0,7,26301,754.36112271,0.540031909942627,0.062306273728609085,-375.9715881347656,0.00073,182999,-0.7179968357086182
1870,187000,100.0,7,26446,754.5633966299999,0.4775081276893616,0.05959750711917877,-374.8748779296875,0.00073,183999,0.23624473810195923
1880,188000,100.0,7,26591,754.4938864600001,0.5463765859603882,0.05859491229057312,-375.782470703125,0.00073,184999,0.4282852113246918
1890,189000,100.0,7,26735,754.42912503,0.6976170539855957,0.061023082584142685,-373.6565246582031,0.00073,185999,0.010304465889930725
1900,190000,100.0,7,26881,754.4116824600002,0.6436231136322021,0.061475761234760284,-374.86322021484375,0.00073,186999,-0.3451654613018036
1910,191000,100.0,7,27026,754.2824531,0.46948015689849854,0.059830520302057266,-377.1163330078125,0.00073,187999,-0.09365115314722061
1920,192000,100.0,7,27172,754.28176865,0.6255800127983093,0.060622718185186386,-375.5422668457031,0.00073,188999,-0.2188723087310791
1930,193000,100.0,7,27316,754.2650744800002,0.515108585357666,0.06159180775284767,-374.98565673828125,0.00073,189999,-1.0556806325912476
1940,194000,100.0,7,27460,754.3030749400003,0.6170961260795593,0.05779162794351578,-375.1088562011719,0.00073,190999,-0.5126602649688721
1950,195000,100.0,7,27606,754.5100818699998,0.699463963508606,0.05891862511634827,-375.0733642578125,0.00073,191999,-0.28187620639801025
1960,196000,100.0,7,27752,754.4047659900002,0.6925338506698608,0.05958585441112518,-375.25006103515625,0.00073,192999,0.10206475108861923
1970,197000,100.0,7,27898,754.2724754199999,1.0271224975585938,0.06326933205127716,-375.9986877441406,0.00073,193999,-0.40689873695373535
1980,198000,100.0,7,28044,754.4327189200001,0.6142598390579224,0.057650718837976456,-375.1709289550781,0.00073,194999,-0.1970287263393402
1990,199000,100.0,7,28187,754.61839821,0.25642627477645874,0.05847308039665222,-376.28125,0.00073,195999,-0.504623293876648
2000,200000,100.0,7,28332,754.74602042,0.2829681634902954,0.05901409685611725,-377.4312438964844,0.00073,196999,-0.31242042779922485
2010,201000,100.0,7,28477,754.8366251200001,0.33869123458862305,0.056417740881443024,-376.6787414550781,0.00073,197999,-0.01829405128955841
2020,202000,100.0,7,28621,754.8489162499999,0.5521506071090698,0.05858967453241348,-375.86016845703125,0.00073,198999,0.7482331991195679
2030,203000,100.0,7,28766,754.9944374400001,0.3830946683883667,0.05709404498338699,-377.2598571777344,0.00073,199999,-0.04982021450996399
2040,204000,100.0,7,28912,755.1011513499999,0.44320148229599,0.058399587869644165,-378.3564453125,0.00073,200999,-1.1924397945404053
2050,205000,100.0,7,29058,754.9448904800001,1.1265802383422852,0.058437902480363846,-376.1729431152344,0.00073,201999,-0.2837674021720886
2060,206000,100.0,7,29204,754.8666196899999,0.8050283193588257,0.06014571338891983,-374.23602294921875,0.00073,202999,0.5814335346221924
2070,207000,100.0,7,29351,754.95237494,0.761566162109375,0.06046859547495842,-376.0282897949219,0.00073,203999,-0.0044737309217453
2080,208000,100.0,7,29496,754.8443831699999,0.4797797203063965,0.05707473307847977,-372.41888427734375,0.00073,204999,-0.10210864245891571
2090,209000,100.0,7,29642,754.81164287,0.3867966830730438,0.05762790888547897,-377.85076904296875,0.00073,205999,-0.4243710935115814
2100,210000,100.0,7,29787,755.0163144499999,0.7354127168655396,0.058742985129356384,-376.087158203125,0.00073,206999,0.6243603229522705
2110,211000,100.0,7,29933,755.21659014,0.7485445737838745,0.0588243305683136,-375.6155090332031,0.00073,207999,0.5671454668045044
