time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,train/ent_coef_loss,train/critic_loss,train/ent_coef,train/actor_loss,train/learning_rate,train/n_updates
3870,774.64548354,100.0,6,387000,55305,3.5947046279907227,0.05898243188858032,0.0014473408227786422,-396.2872314453125,0.00073,383999
3880,774.85098037,100.0,6,388000,55454,1.1369752883911133,0.07876633107662201,0.0012165025109425187,-396.3503112792969,0.00073,384999
3890,774.8670354100001,100.0,6,389000,55601,1.6643296480178833,0.11379152536392212,0.0014986008172854781,-396.57598876953125,0.00073,385999
3900,774.7815687100001,100.0,6,390000,55749,-0.9502087235450745,0.02580523118376732,0.001798453857190907,-396.22930908203125,0.00073,386999
3910,774.1879620099999,100.0,6,391000,55905,0.4764234125614166,0.07920243591070175,0.001506100525148213,-396.4814758300781,0.00073,387999
3920,773.47117418,100.0,6,392000,56054,-1.8017303943634033,0.036669470369815826,0.0014816162874922156,-396.846435546875,0.00073,388999
3930,772.6799202599998,100.0,6,393000,56202,2.6313257217407227,0.038927774876356125,0.0013030603295192122,-396.5478515625,0.00073,389999
3940,771.6295825299999,100.0,6,394000,56350,-5.603946685791016,0.020747559145092964,0.0015845438465476036,-397.0887145996094,0.00073,390999
3950,771.22414794,100.0,6,395000,56500,1.0121687650680542,0.06415688991546631,0.0014266090001910925,-395.96514892578125,0.00073,391999
3960,770.7600276599999,100.0,6,396000,56648,0.6423568725585938,0.04544615000486374,0.0011805739486590028,-396.53399658203125,0.00073,392999
3970,769.9033321100003,100.0,6,397000,56798,-5.984716415405273,0.054267581552267075,0.0015459783608093858,-396.60235595703125,0.00073,393999
3980,768.37793661,100.0,6,398000,56946,2.346679210662842,0.06082534044981003,0.0012572119012475014,-396.90948486328125,0.00073,394999
3990,767.56158043,100.0,6,399000,57094,1.251947045326233,0.0897466167807579,0.0016971220029518008,-396.7031555175781,0.00073,395999
4000,768.3974678900001,100.0,6,400000,57242,1.382927417755127,0.09403446316719055,0.0016717916587367654,-396.4635009765625,0.00073,396999
4010,768.0475409899998,100.0,6,401000,57392,-2.578209161758423,0.021590929478406906,0.0015332577750086784,-396.87054443359375,0.00073,397999
4020,767.6835266600001,100.0,6,402000,57541,4.776075839996338,0.09837435930967331,0.001615177490748465,-396.75543212890625,0.00073,398999
4030,768.9947517799999,100.0,6,403000,57692,1.3659652471542358,0.1836337000131607,0.0017956047086045146,-396.0960693359375,0.00073,399999
4040,769.09153989,100.0,6,404000,57839,0.011891305446624756,0.28613775968551636,0.0012327141594141722,-395.0771179199219,0.00073,400999
4050,769.1710951900001,100.0,6,405000,57987,3.2235867977142334,0.09364903718233109,0.001981531037017703,-396.58734130859375,0.00073,401999
4060,768.35280631,100.0,6,406000,58136,-4.72002649307251,0.04130034148693085,0.0012235743924975395,-396.6643371582031,0.00073,402999
4070,770.1199108200001,100.0,6,407000,58285,-0.16704189777374268,0.08371061086654663,0.0011938444804400206,-396.7608642578125,0.00073,403999
4080,769.7364406499998,100.0,6,408000,58433,-4.104499340057373,0.021798165515065193,0.0013259050901979208,-396.38507080078125,0.00073,404999
4090,770.1665901500002,100.0,6,409000,58582,3.2068614959716797,0.02819684147834778,0.0011902929982170463,-397.0330505371094,0.00073,405999
4100,769.50092212,100.0,6,410000,58731,-2.9101343154907227,0.035804957151412964,0.0011370150605216622,-396.61163330078125,0.00073,406999
4110,770.2640593800002,100.0,6,411000,58880,-2.656175136566162,0.02582189440727234,0.00104741589166224,-396.7419738769531,0.00073,407999
4120,770.5152036100001,100.0,6,412000,59030,-1.637192726135254,0.05839081108570099,0.0010827932273969054,-396.34881591796875,0.00073,408999
4130,769.6573487200002,100.0,6,413000,59179,-1.8466405868530273,0.02555258199572563,0.0010971842566505075,-396.7239990234375,0.00073,409999
4140,770.4342724700001,100.0,6,414000,59328,-2.243387222290039,0.09930772334337234,0.0014157217228785157,-396.549560546875,0.00073,410999
4150,771.0359395899999,100.0,6,415000,59479,-2.903201103210449,0.08723092079162598,0.0014733944553881884,-396.4407653808594,0.00073,411999
4160,770.4458695799999,100.0,6,416000,59630,0.40767696499824524,0.037128522992134094,0.0013102167285978794,-396.18603515625,0.00073,412999
4170,769.0513291300002,100.0,6,417000,59780,1.071710467338562,0.7234671711921692,0.0012767082080245018,-396.0040283203125,0.00073,413999
4180,770.68716563,100.0,6,418000,59928,0.8519619703292847,0.08678317070007324,0.0012941225431859493,-395.9967041015625,0.00073,414999
4190,770.6441573899999,100.0,6,419000,60076,-1.9924602508544922,0.04623458534479141,0.0013112592278048396,-396.4980163574219,0.00073,415999
4200,770.5821593799999,100.0,6,420000,60224,0.2703232169151306,0.04958401620388031,0.0012720006052404642,-396.80987548828125,0.00073,416999
4210,770.6444516099999,100.0,6,421000,60372,-3.1961097717285156,0.1301320195198059,0.001245194347575307,-396.64581298828125,0.00073,417999
4220,771.6429406499999,100.0,6,422000,60521,-0.6344490647315979,0.02914152480661869,0.0012449407950043678,-397.0177307128906,0.00073,418999
4230,772.4212460799998,100.0,6,423000,60670,-0.7216997146606445,0.06403370201587677,0.0012425815220922232,-396.38482666015625,0.00073,419999
4240,772.13295374,100.0,6,424000,60815,-0.5294591188430786,0.06690992414951324,0.001170016243122518,-396.8460693359375,0.00073,420999
4250,771.4215875699998,100.0,6,425000,60964,0.061436593532562256,0.09764976799488068,0.0012296555796638131,-396.7209777832031,0.00073,421999
4260,772.15961272,100.0,6,426000,61110,1.8334341049194336,0.08774763345718384,0.0013030944392085075,-396.35302734375,0.00073,422999
4270,773.3859807900001,100.0,6,427000,61259,-0.715035080909729,0.16008581221103668,0.0012660040520131588,-396.5135803222656,0.00073,423999
4280,773.2622567700001,100.0,6,428000,61407,-0.16035854816436768,0.023302476853132248,0.001639450783841312,-396.9388122558594,0.00073,424999
4290,772.8725914400001,100.0,6,429000,61555,0.1744033396244049,0.06176942214369774,0.001266967854462564,-396.8564453125,0.00073,425999
4300,771.88319671,100.0,6,430000,61704,-0.15695476531982422,0.039387211203575134,0.00136346067301929,-396.6275939941406,0.00073,426999
4310,770.4643377699999,100.0,6,431000,61855,2.877725124359131,0.0927291065454483,0.0013435798464342952,-396.4000549316406,0.00073,427999
4320,769.9842677400001,100.0,6,432000,62006,0.29456526041030884,0.05278307944536209,0.0016015362925827503,-396.8271789550781,0.00073,428999
4330,770.3222152999999,100.0,6,433000,62157,-1.9446779489517212,0.05659394711256027,0.001217865850776434,-396.72674560546875,0.00073,429999
4340,769.9286645899999,100.0,6,434000,62305,0.1681079864501953,0.039122574031353,0.0011705278884619474,-396.91748046875,0.00073,430999
4350,770.47896118,100.0,6,435000,62457,0.41254305839538574,0.03422649949789047,0.0010652245255187154,-396.77313232421875,0.00073,431999
4360,771.1434448899998,100.0,6,436000,62607,-2.3465611934661865,0.10645530372858047,0.0014787598047405481,-396.4021301269531,0.00073,432999
4370,769.18189564,100.0,6,437000,62756,-1.1465867757797241,0.02849775180220604,0.0012311956379562616,-396.75860595703125,0.00073,433999
4380,769.6700444399999,100.0,6,438000,62904,0.20575442910194397,0.04759223386645317,0.0012625562958419323,-396.6488952636719,0.00073,434999
4390,770.4879751599999,100.0,6,439000,63053,-0.27859222888946533,0.1611425280570984,0.00183884019497782,-396.95782470703125,0.00073,435999
4400,771.6534301199999,100.0,6,440000,63202,-5.035191059112549,0.06353268027305603,0.0014451519818976521,-397.1079406738281,0.00073,436999
4410,772.05492686,100.0,6,441000,63351,-2.8117942810058594,0.04506715387105942,0.001678887172602117,-396.6722106933594,0.00073,437999
4420,771.7344541699999,100.0,6,442000,63501,3.516598701477051,0.052807409316301346,0.001685377792455256,-396.6899719238281,0.00073,438999
4430,771.90163513,100.0,6,443000,63651,0.3945368528366089,0.029950609430670738,0.0013265179004520178,-396.8976745605469,0.00073,439999
4440,772.60006219,100.0,6,444000,63802,-4.218480587005615,0.06012461334466934,0.0015001093270257115,-396.71307373046875,0.00073,440999
4450,771.4374665799999,100.0,6,445000,63952,0.09977781772613525,0.02279444970190525,0.0015886821784079075,-396.9291076660156,0.00073,441999
4460,771.4897458,100.0,6,446000,64103,-1.3356223106384277,0.034338533878326416,0.0014202059246599674,-396.957763671875,0.00073,442999
4470,773.5510394,100.0,6,447000,64254,-5.176802635192871,0.03892305865883827,0.0009628435946069658,-396.4960021972656,0.00073,443999
4480,772.4024109500001,100.0,6,448000,64405,1.2167515754699707,0.06079959124326706,0.0010988167487084866,-396.333984375,0.00073,444999
4490,772.4545246700001,100.0,6,449000,64555,-4.830080509185791,0.06206697225570679,0.001047293539159,-396.76617431640625,0.00073,445999
4500,772.2046493999999,100.0,6,450000,64706,4.52975606918335,0.04955645278096199,0.0006853456143289804,-396.74420166015625,0.00073,446999
4510,772.00035246,100.0,6,451000,64856,4.560983180999756,0.05430547147989273,0.0007757270941510797,-396.4027099609375,0.00073,447999
4520,771.7012739899999,100.0,6,452000,65006,3.1724088191986084,0.025270450860261917,0.0006651710136793554,-396.8705749511719,0.00073,448999
4530,771.5718806300001,100.0,6,453000,65157,0.1476292610168457,0.08466344326734543,0.0010992652969434857,-396.4110412597656,0.00073,449999
4540,770.74931678,100.0,6,454000,65309,-3.4405925273895264,0.02440372109413147,0.0009220042265951633,-396.669677734375,0.00073,450999
4550,771.36047732,100.0,6,455000,65458,-2.6397604942321777,0.08098514378070831,0.0013474461156874895,-396.3546447753906,0.00073,451999
4560,771.1738247300001,100.0,6,456000,65610,2.7487549781799316,0.04015239700675011,0.0010800735326483846,-396.573486328125,0.00073,452999
4570,770.5648511100002,100.0,6,457000,65763,-0.9199709892272949,0.1191989853978157,0.0012085289927199483,-396.55010986328125,0.00073,453999
4580,769.9525275600001,100.0,6,458000,65916,0.3225359618663788,0.04223407059907913,0.0012559188762679696,-396.3221435546875,0.00073,454999
4590,770.01616637,100.0,6,459000,66065,-2.3137545585632324,0.04879013076424599,0.0010283817537128925,-396.4880065917969,0.00073,455999
4600,769.70490316,100.0,6,460000,66215,1.9054126739501953,0.12260367721319199,0.0011713705025613308,-396.5936279296875,0.00073,456999
4610,770.21175707,100.0,6,461000,66367,2.6455559730529785,0.10092665255069733,0.0014860972296446562,-396.82940673828125,0.00073,457999
4620,770.12029575,100.0,6,462000,66520,-7.352480888366699,0.08377557247877121,0.0009846329921856523,-396.6301574707031,0.00073,458999
4630,769.3103451600001,100.0,6,463000,66671,-4.044525146484375,0.06126896291971207,0.0012722201645374298,-396.5778503417969,0.00073,459999
4640,768.0335744700001,100.0,6,464000,66822,-7.931990623474121,0.032708749175071716,0.0008249098900705576,-396.8037414550781,0.00073,460999
4650,767.68904348,100.0,6,465000,66973,0.2662956714630127,0.019240960478782654,0.0010004205396398902,-396.40301513671875,0.00073,461999
4660,768.4976847800001,100.0,6,466000,67125,1.35819411277771,0.16088277101516724,0.0009524841443635523,-396.25030517578125,0.00073,462999
4670,767.31752893,100.0,6,467000,67276,2.5094614028930664,0.10223816335201263,0.0008663617190904915,-396.5008544921875,0.00073,463999
4680,769.0297328299998,100.0,6,468000,67427,-0.9653188586235046,0.027081884443759918,0.0011513314675539732,-396.7732238769531,0.00073,464999
4690,768.10122548,100.0,6,469000,67579,6.601734638214111,0.0874544158577919,0.0009476756677031517,-396.6128234863281,0.00073,465999
4700,767.03414876,100.0,6,470000,67730,-2.5674052238464355,0.12354132533073425,0.0012093123514205217,-396.7391052246094,0.00073,466999
4710,766.9493976400001,100.0,6,471000,67883,3.122915029525757,0.03319716453552246,0.001139007043093443,-396.694580078125,0.00073,467999
4720,767.9429011200002,100.0,6,472000,68036,-2.133395195007324,0.048897236585617065,0.0008286508382298052,-396.6728515625,0.00073,468999
4730,768.31965098,100.0,6,473000,68187,-0.7103878259658813,0.019279439002275467,0.0013797610299661756,-396.88128662109375,0.00073,469999
4740,769.6735062399999,100.0,6,474000,68340,1.7664014101028442,0.08965714275836945,0.0012701235245913267,-396.96905517578125,0.00073,470999
4750,770.01821933,100.0,6,475000,68491,3.9815893173217773,0.05232387036085129,0.0009594859438948333,-396.5752258300781,0.00073,471999
4760,768.67597404,100.0,6,476000,68646,-1.1269429922103882,0.04185335710644722,0.0012276723282411695,-396.695068359375,0.00073,472999
4770,769.3792358899998,100.0,6,477000,68797,0.717062771320343,0.08599506318569183,0.001254747505299747,-396.25885009765625,0.00073,473999
4780,768.4151917799999,100.0,6,478000,68950,-2.787241220474243,0.023109538480639458,0.001244608429260552,-396.4053955078125,0.00073,474999
4790,769.0908557799999,100.0,6,479000,69104,1.871140480041504,0.14319103956222534,0.0014549080515280366,-396.3317565917969,0.00073,475999
4800,769.8775438300003,100.0,6,480000,69255,-4.355929374694824,0.041542693972587585,0.0012087203795090318,-396.6903076171875,0.00073,476999
4810,771.33210568,100.0,6,481000,69406,-5.650463581085205,0.017304223030805588,0.0010775395203381777,-396.96807861328125,0.00073,477999
4820,770.11214503,100.0,6,482000,69561,3.640770435333252,0.102268286049366,0.0011391938896849751,-396.4981384277344,0.00073,478999
4830,770.9476804300002,100.0,6,483000,69715,1.1436302661895752,0.08430515229701996,0.001186530222184956,-395.9930419921875,0.00073,479999
4840,771.7607903899999,100.0,6,484000,69870,-0.9912249445915222,0.0508255772292614,0.001098131062462926,-396.957763671875,0.00073,480999
4850,771.7022139000001,100.0,6,485000,70023,3.4079060554504395,0.10665258765220642,0.0010288903722539544,-397.00616455078125,0.00073,481999
4860,772.7989861599999,100.0,6,486000,70175,-1.920093059539795,0.02104536071419716,0.0013063058722764254,-396.91424560546875,0.00073,482999
4870,772.47676865,100.0,6,487000,70326,-5.126583099365234,0.03875298053026199,0.0012090656673535705,-397.0443115234375,0.00073,483999
4880,772.7158328899998,100.0,6,488000,70476,-1.057071566581726,0.021934792399406433,0.00115801184438169,-397.01470947265625,0.00073,484999
4890,773.24794371,100.0,6,489000,70627,-5.993572235107422,0.022942304611206055,0.001342284376733005,-396.94244384765625,0.00073,485999
4900,773.5232081400001,100.0,6,490000,70778,-0.9323481321334839,0.03642254322767258,0.001089160912670195,-396.5516662597656,0.00073,486999
4910,772.4943619500002,100.0,6,491000,70931,-0.7325485944747925,0.040679000318050385,0.0012636403553187847,-396.4661560058594,0.00073,487999
4920,772.6860392000001,100.0,6,492000,71084,0.415277361869812,0.048619091510772705,0.0012959628365933895,-396.674560546875,0.00073,488999
4930,772.53891134,100.0,6,493000,71236,-1.1544318199157715,0.05331290885806084,0.00100919627584517,-396.2022705078125,0.00073,489999
4940,771.89207979,100.0,6,494000,71390,4.22539758682251,0.04053640365600586,0.001269967877306044,-396.5962829589844,0.00073,490999
4950,771.87018199,100.0,6,495000,71541,3.7652735710144043,0.03933408111333847,0.0013789526419714093,-396.6620178222656,0.00073,491999
4960,771.77704897,100.0,6,496000,71696,2.409761905670166,0.12251506745815277,0.0009846343891695142,-396.55438232421875,0.00073,492999
4970,771.6241245099998,100.0,6,497000,71854,0.49878746271133423,0.05270509794354439,0.0013269310584291816,-396.63385009765625,0.00073,493999
4980,772.1159952299997,100.0,6,498000,72005,-0.3549628257751465,0.06763039529323578,0.0012028419878333807,-396.9638671875,0.00073,494999
4990,771.77269791,100.0,6,499000,72157,2.498467206954956,0.04889379441738129,0.0012488667853176594,-396.768310546875,0.00073,495999
5000,772.1501640800001,100.0,6,500000,72308,0.4207841157913208,0.09415620565414429,0.0013648390304297209,-396.6174011230469,0.00073,496999
5010,771.8509563,100.0,6,501000,72461,-4.769528388977051,0.0293109267950058,0.001070616184733808,-397.0623779296875,0.00073,497999
5020,771.1682460600001,100.0,6,502000,72614,3.975554943084717,0.03311723470687866,0.001215688418596983,-396.9111022949219,0.00073,498999
5030,770.0121079099999,100.0,6,503000,72767,-4.135448455810547,0.05011993274092674,0.0013553728349506855,-396.6795654296875,0.00073,499999
5040,769.8616404600002,100.0,6,504000,72920,-1.9698669910430908,0.038159891963005066,0.001115750172175467,-397.2572021484375,0.00073,500999
5050,769.33401222,100.0,6,505000,73072,2.1833057403564453,0.055391646921634674,0.0013198526576161385,-396.274658203125,0.00073,501999
5060,769.38423546,100.0,6,506000,73229,-2.7360799312591553,0.08661583065986633,0.0009541729232296348,-396.862548828125,0.00073,502999
5070,770.1958713900001,100.0,6,507000,73381,1.6650378704071045,0.048805948346853256,0.0015226395335048437,-396.98297119140625,0.00073,503999
5080,769.96956745,100.0,6,508000,73532,0.5578960180282593,0.21601398289203644,0.0011721918126568198,-396.393310546875,0.00073,504999
5090,769.5414094800002,100.0,6,509000,73683,-0.1505204439163208,0.06630004942417145,0.001075127860531211,-396.4329528808594,0.00073,505999
5100,768.3370864899999,100.0,6,510000,73836,-0.4727182984352112,0.035208482295274734,0.0013132565654814243,-396.71844482421875,0.00073,506999
5110,767.68599369,100.0,6,511000,73989,-4.631958961486816,0.017844554036855698,0.0007710965583100915,-397.0459289550781,0.00073,507999
5120,768.9478422700001,100.0,6,512000,74144,-5.413415908813477,0.05041641369462013,0.0013776578707620502,-397.1593322753906,0.00073,508999
5130,769.3842773199999,100.0,6,513000,74298,0.8310528993606567,0.03255758807063103,0.00102018762845546,-396.4622497558594,0.00073,509999
5140,767.9818936899999,100.0,6,514000,74450,-0.5545887351036072,0.02667883038520813,0.0011214334517717361,-396.6075439453125,0.00073,510999
5150,769.23787459,100.0,6,515000,74603,-2.112276077270508,0.03512071818113327,0.0007514869794249535,-396.8726806640625,0.00073,511999
5160,767.63571212,100.0,6,516000,74756,-0.1911279410123825,0.05152248591184616,0.0012442298466339707,-396.5099182128906,0.00073,512999
5170,767.51542698,100.0,6,517000,74908,-1.104036808013916,0.09200336784124374,0.0011299573816359043,-396.8190612792969,0.00073,513999
5180,767.32003836,100.0,6,518000,75060,-2.0803110599517822,0.04620717465877533,0.0010428399546071887,-396.69781494140625,0.00073,514999
5190,767.9787431700001,100.0,6,519000,75213,0.3428725600242615,0.038390517234802246,0.0013004805659875274,-396.68878173828125,0.00073,515999
5200,768.2045979500002,100.0,6,520000,75366,-4.655791282653809,0.06451507657766342,0.0012147229863330722,-396.44366455078125,0.00073,516999
5210,769.6445468200001,100.0,6,521000,75518,1.6543306112289429,0.05076682195067406,0.001248630927875638,-396.7488098144531,0.00073,517999
5220,770.8842503100001,100.0,6,522000,75670,-1.2803229093551636,0.03860831260681152,0.0012943496694788337,-396.7861328125,0.00073,518999
5230,771.27797917,100.0,6,523000,75822,0.09185963869094849,0.03069131076335907,0.0009814169025048614,-396.48773193359375,0.00073,519999
5240,772.6454460600002,100.0,6,524000,75974,1.0859534740447998,0.04548568278551102,0.0009855272946879268,-396.6898498535156,0.00073,520999
5250,772.01246557,100.0,6,525000,76127,-3.4899959564208984,0.03284607082605362,0.0010682892752811313,-396.58477783203125,0.00073,521999
5260,772.51111369,100.0,6,526000,76280,-0.8526832461357117,0.0511283278465271,0.0011851906310766935,-396.7434387207031,0.00073,522999
5270,773.1921845700001,100.0,6,527000,76432,-2.0030038356781006,0.03432769328355789,0.0011451281607151031,-396.4542541503906,0.00073,523999
5280,772.3960175199999,100.0,6,528000,76585,-2.5919461250305176,0.04250914976000786,0.0012315656058490276,-396.50299072265625,0.00073,524999
5290,771.5717754499998,100.0,6,529000,76737,1.0790016651153564,0.05632428079843521,0.001042370218783617,-396.1017150878906,0.00073,525999
5300,772.6660701599998,100.0,6,530000,76892,0.1647322177886963,0.03018883988261223,0.0007824008353054523,-396.640625,0.00073,526999
5310,772.5564848999998,100.0,6,531000,77045,0.830530047416687,0.05865365266799927,0.0011948359897360206,-396.5771484375,0.00073,527999
5320,772.2156171799999,100.0,6,532000,77203,-0.2879159450531006,0.076125368475914,0.0008052657940424979,-396.31048583984375,0.00073,528999
5330,771.14660007,100.0,6,533000,77360,0.39236074686050415,0.056526828557252884,0.0009480322478339076,-396.4808349609375,0.00073,529999
5340,770.8460150399999,100.0,6,534000,77518,-0.0036373138427734375,0.11664086580276489,0.0008796533802524209,-396.6300354003906,0.00073,530999
5350,770.91419207,100.0,6,535000,77672,-2.3731720447540283,0.06373213231563568,0.0007768342620693147,-396.9312744140625,0.00073,531999
5360,771.7030966499999,100.0,6,536000,77825,9.239904403686523,0.04501941800117493,0.001290803193114698,-396.7032470703125,0.00073,532999
5370,770.5519903899999,100.0,6,537000,77979,2.38047194480896,0.031151417642831802,0.0014465205604210496,-396.41839599609375,0.00073,533999
5380,772.60767486,100.0,6,538000,78135,0.8850550651550293,0.0769239068031311,0.0013784825569018722,-396.7187805175781,0.00073,534999
5390,773.19144495,100.0,6,539000,78288,0.5664856433868408,0.07003673166036606,0.0010944947134703398,-396.30438232421875,0.00073,535999
5400,772.4872454800002,100.0,6,540000,78444,0.3055589497089386,0.06216318905353546,0.0013126780977472663,-396.8196105957031,0.00073,536999
5410,772.4893296100001,100.0,6,541000,78599,-3.2984330654144287,0.03301191329956055,0.001410833210684359,-396.25970458984375,0.00073,537999
5420,771.99963896,100.0,6,542000,78751,-2.288175106048584,0.04285304993391037,0.001169300638139248,-396.7139587402344,0.00073,538999
5430,773.0458176300001,100.0,6,543000,78904,-0.8432866930961609,0.045888252556324005,0.0013179942034184933,-396.72607421875,0.00073,539999
5440,773.65305423,100.0,6,544000,79058,-0.6469509601593018,0.11488676071166992,0.0012872805818915367,-396.4369812011719,0.00073,540999
5450,773.9463100800001,100.0,6,545000,79211,11.762292861938477,0.056464843451976776,0.001713756239041686,-396.6488342285156,0.00073,541999
5460,774.2595556599999,100.0,6,546000,79366,-1.7302443981170654,0.16409695148468018,0.0011974493972957134,-396.00457763671875,0.00073,542999
5470,774.3405092200001,100.0,6,547000,79519,-0.21613749861717224,0.03931236267089844,0.0010548850987106562,-396.8001708984375,0.00073,543999
5480,773.2711177899998,100.0,6,548000,79673,1.6518280506134033,0.0812489315867424,0.0012455250835046172,-397.0274963378906,0.00073,544999
5490,774.1420110499998,100.0,6,549000,79827,3.3001973628997803,0.04347359389066696,0.0014974628575146198,-396.24798583984375,0.00073,545999
5500,774.8335539300001,100.0,6,550000,79981,-5.384524345397949,0.0701342523097992,0.0012772708432748914,-396.7030944824219,0.00073,546999
5510,774.88284342,100.0,6,551000,80137,-1.1723672151565552,0.033305421471595764,0.0014451995957642794,-396.2980651855469,0.00073,547999
5520,774.9801488299998,100.0,6,552000,80294,3.833218574523926,0.151948481798172,0.001614303677342832,-396.26336669921875,0.00073,548999
5530,774.65486112,100.0,6,553000,80450,0.44870132207870483,0.1301775872707367,0.0016926850657910109,-396.6261291503906,0.00073,549999
5540,774.0839806700001,100.0,6,554000,80608,5.764616966247559,0.1333506554365158,0.0015395634109154344,-396.96832275390625,0.00073,550999
5550,773.4814154,100.0,6,555000,80767,-0.4545687139034271,0.08324092626571655,0.001628029509447515,-396.40606689453125,0.00073,551999
5560,772.51087714,100.0,6,556000,80926,5.628625869750977,0.10782259702682495,0.0013421903131529689,-395.9826354980469,0.00073,552999
5570,773.44732204,100.0,6,557000,81084,4.356954574584961,0.03186614811420441,0.001533394563011825,-396.1206970214844,0.00073,553999
5580,773.0590390300001,100.0,6,558000,81243,-1.9923510551452637,0.028283381834626198,0.0014817900955677032,-396.91094970703125,0.00073,554999
5590,772.1795726299999,100.0,6,559000,81402,0.9730296730995178,0.03964807838201523,0.001549584441818297,-396.4429931640625,0.00073,555999
5600,772.1522118100002,100.0,6,560000,81565,-4.857402801513672,0.03912932053208351,0.0015129904495552182,-396.83038330078125,0.00073,556999
5610,771.7315263199998,100.0,6,561000,81725,-0.07828068733215332,0.05873482674360275,0.0014123894507065415,-396.60491943359375,0.00073,557999
5620,772.2074076,100.0,6,562000,81883,-7.540563106536865,0.042860276997089386,0.0017042998224496841,-396.6961364746094,0.00073,558999
5630,771.89762021,100.0,6,563000,82046,-2.8771021366119385,0.03316163644194603,0.0014246016507968307,-396.8818359375,0.00073,559999
5640,772.9924196200002,100.0,6,564000,82208,-3.9941368103027344,0.07941470295190811,0.0016110669821500778,-396.4233703613281,0.00073,560999
5650,773.9729680300002,100.0,6,565000,82368,5.060501575469971,0.09216144680976868,0.001352556049823761,-396.66619873046875,0.00073,561999
5660,774.6077093600001,100.0,6,566000,82528,-5.939821720123291,0.04389003664255142,0.001476683304645121,-397.0603332519531,0.00073,562999
5670,774.12984189,100.0,6,567000,82690,-0.43904614448547363,0.06409838795661926,0.001499197562225163,-396.58660888671875,0.00073,563999
5680,774.6257113100002,100.0,6,568000,82850,-3.9721429347991943,0.03331012651324272,0.0013087393017485738,-396.9259033203125,0.00073,564999
5690,774.89034627,100.0,6,569000,83012,-1.0822312831878662,0.13476333022117615,0.001610790379345417,-396.6151428222656,0.00073,565999
5700,774.60124637,100.0,6,570000,83169,-4.438278675079346,0.04826056957244873,0.001066031982190907,-396.87713623046875,0.00073,566999
5710,774.33829409,100.0,6,571000,83329,-3.4845142364501953,0.04431965574622154,0.0017516892403364182,-396.3509521484375,0.00073,567999
5720,773.32599329,100.0,6,572000,83489,-3.798861503601074,0.04189686477184296,0.0017056844662874937,-396.771240234375,0.00073,568999
5730,774.3654466699998,100.0,6,573000,83650,-7.319850921630859,0.02779839187860489,0.0017989599145948887,-397.3000183105469,0.00073,569999
5740,774.33098245,100.0,6,574000,83810,-2.8412675857543945,0.06177628040313721,0.0016547368140891194,-396.80035400390625,0.00073,570999
5750,774.2870081800002,100.0,6,575000,83969,-0.9063288569450378,0.04736105352640152,0.0015370262553915381,-396.5247802734375,0.00073,571999
5760,775.2083079199999,100.0,6,576000,84128,-4.9075608253479,0.15881097316741943,0.0017579449340701103,-396.475341796875,0.00073,572999
5770,775.1026846499999,100.0,6,577000,84295,-2.761859178543091,0.02357429824769497,0.0020379608031362295,-397.0789794921875,0.00073,573999
5780,775.52392215,100.0,6,578000,84458,-3.0575456619262695,0.025782916694879532,0.0014686736976727843,-397.0222473144531,0.00073,574999
5790,775.4900304399999,100.0,6,579000,84619,-0.4112396538257599,0.058035172522068024,0.001831435482017696,-396.39581298828125,0.00073,575999
5800,774.7224082,100.0,6,580000,84779,0.6589426398277283,0.05145936459302902,0.001679619774222374,-396.4083251953125,0.00073,576999
5810,775.3198105099998,100.0,6,581000,84940,0.2924983501434326,0.06847907602787018,0.0017946289153769612,-396.4613342285156,0.00073,577999
5820,775.1419634199999,100.0,6,582000,85098,1.3925036191940308,0.016463380306959152,0.0014852492604404688,-396.4524841308594,0.00073,578999
5830,775.43611269,100.0,6,583000,85258,-1.4447742700576782,0.01572640798985958,0.0014527111779898405,-396.66705322265625,0.00073,579999
5840,774.8413456999999,100.0,6,584000,85419,4.369931221008301,0.05094923451542854,0.0011772061698138714,-396.32037353515625,0.00073,580999
5850,774.7115068700001,100.0,6,585000,85579,1.1947977542877197,0.03961499035358429,0.001314947148784995,-396.5458068847656,0.00073,581999
5860,774.1692046600001,100.0,6,586000,85739,-0.9034656882286072,0.1655576527118683,0.0012553860433399677,-396.6319274902344,0.00073,582999
5870,774.29539992,100.0,6,587000,85900,-4.340943813323975,0.16655588150024414,0.0013677766546607018,-396.17559814453125,0.00073,583999
5880,771.6503149899999,100.0,6,588000,86060,2.3045294284820557,0.23908303678035736,0.0013665243750438094,-396.7419738769531,0.00073,584999
5890,771.0153313000001,100.0,6,589000,86220,-2.022101402282715,0.06223107874393463,0.0012539417948573828,-396.5115966796875,0.00073,585999
5900,771.92090302,100.0,6,590000,86383,-4.231690406799316,0.026969578117132187,0.001413782243616879,-396.4991455078125,0.00073,586999
5910,771.23218129,100.0,6,591000,86543,7.408769607543945,0.07909759879112244,0.0014960161643102765,-396.2850646972656,0.00073,587999
5920,772.31599967,100.0,6,592000,86702,1.6694927215576172,0.05497165769338608,0.0012668028939515352,-396.6451721191406,0.00073,588999
5930,771.5253970699999,100.0,6,593000,86865,0.5540742874145508,0.11696465313434601,0.0016621522372588515,-396.12310791015625,0.00073,589999
