time/time_elapsed,time/fps,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/ent_coef,train/critic_loss,train/n_updates,train/learning_rate,train/actor_loss,train/ent_coef_loss
119714,6,199.08,4190,835234,2984.9789646300005,0.010725568979978561,2.58225154876709,832233,0.00073,-828.0449829101562,-1.7791565656661987
120002,6,199.08,4200,837234,2996.3528716600003,0.010811541229486465,2.8056552410125732,834233,0.00073,-829.1812744140625,-2.135684013366699
120285,6,199.08,4210,839234,3014.6241151100003,0.011605652049183846,3.8519530296325684,836233,0.00073,-833.5933837890625,-9.85300064086914
120574,6,200.0,4220,841234,3066.94957665,0.011063513346016407,2.0947988033294678,838233,0.00073,-837.5684814453125,-5.5223846435546875
120858,6,200.0,4230,843234,3047.23636704,0.011345184408128262,2.5177526473999023,840233,0.00073,-830.984130859375,6.695309638977051
121139,6,200.0,4240,845234,3061.8092024300004,0.01146286353468895,3.4077646732330322,842233,0.00073,-834.4517822265625,4.579497337341309
121420,6,200.0,4250,847234,3070.9909202599997,0.011315792798995972,2.6990747451782227,844233,0.00073,-835.8196411132812,6.926084995269775
121700,6,200.0,4260,849234,3067.23219977,0.011131585575640202,2.7211761474609375,846233,0.00073,-842.7652587890625,6.115566253662109
121980,6,200.0,4270,851234,3096.7784383999992,0.011463071219623089,3.329409599304199,848233,0.00073,-827.6491088867188,4.2544846534729
122259,6,200.0,4280,853234,3086.757561369999,0.01134321466088295,2.596325635910034,850233,0.00073,-835.9071044921875,-6.371161937713623
122545,6,200.0,4290,855234,3071.91036794,0.012546404264867306,5.051281929016113,852233,0.00073,-832.1304931640625,-6.67059326171875
122829,6,200.0,4300,857234,3080.4964083000004,0.011153018102049828,2.4028306007385254,854233,0.00073,-837.736083984375,-10.056807518005371
123112,6,200.0,4310,859234,3088.861811600001,0.011150013655424118,2.9134645462036133,856233,0.00073,-827.47998046875,-0.1553119421005249
123395,6,200.0,4320,861234,3100.560660880001,0.011647414416074753,2.060143232345581,858233,0.00073,-843.81884765625,-9.793584823608398
123675,6,200.0,4330,863234,3094.65616113,0.013520324602723122,3.633463144302368,860233,0.00073,-846.6063232421875,-3.4266812801361084
123956,6,200.0,4340,865234,3019.6262720299997,0.011863311752676964,2.702686071395874,862233,0.00073,-860.2024536132812,-9.737662315368652
124237,6,200.0,4350,867234,3007.8891003800004,0.012049567885696888,3.5134220123291016,864233,0.00073,-852.2930908203125,-5.799224853515625
124520,6,200.0,4360,869234,3026.90244809,0.011186887510120869,2.6098451614379883,866233,0.00073,-837.7529296875,12.590560913085938
124799,6,200.0,4370,871234,3026.1391593399994,0.011799690313637257,3.322648048400879,868233,0.00073,-851.819580078125,5.494319915771484
125080,6,200.0,4380,873234,3062.45231791,0.014899024739861488,2.4559035301208496,870233,0.00073,-836.9338989257812,-10.831842422485352
125362,6,200.0,4390,875234,3066.89714669,0.011882452294230461,2.9327073097229004,872233,0.00073,-837.47412109375,-9.9964017868042
125643,6,200.0,4400,877234,3032.8925356600002,0.012357174418866634,2.869680881500244,874233,0.00073,-848.2574462890625,-10.903627395629883
125925,6,200.0,4410,879234,3033.1347389099997,0.013920852914452553,3.263298511505127,876233,0.00073,-854.8603515625,-19.929655075073242
126206,6,200.0,4420,881234,3039.49729831,0.013012292794883251,3.3028564453125,878233,0.00073,-846.12646484375,-9.044610023498535
126487,6,200.0,4430,883234,3080.39283431,0.013112730346620083,3.334897994995117,880233,0.00073,-846.6761474609375,3.554312229156494
126767,6,200.0,4440,885234,3143.73538878,0.01280601229518652,2.439350128173828,882233,0.00073,-842.6087036132812,-1.211721658706665
127047,6,200.0,4450,887234,3129.0567845200003,0.01262948289513588,2.4646530151367188,884233,0.00073,-853.198974609375,-8.51368236541748
127327,6,200.0,4460,889234,3099.9392195199994,0.012700957246124744,2.2247462272644043,886233,0.00073,-852.1150512695312,-0.805619478225708
127611,6,200.0,4470,891234,3095.9381837999995,0.01230231486260891,3.868396282196045,888233,0.00073,-847.1613159179688,-7.292426586151123
127891,6,200.0,4480,893234,3098.1146050000007,0.012940133921802044,4.27241325378418,890233,0.00073,-842.4962158203125,4.520477294921875
128171,6,200.0,4490,895234,3110.2409642599996,0.012584565207362175,2.4779601097106934,892233,0.00073,-850.0779418945312,-2.2421889305114746
128452,6,200.0,4500,897234,3046.1865490199993,0.012734383344650269,5.69356632232666,894233,0.00073,-839.4077758789062,28.548450469970703
128732,6,200.0,4510,899234,3049.2508494200006,0.013159212656319141,3.237726926803589,896233,0.00073,-843.336669921875,6.194478988647461
129014,6,200.0,4520,901234,3000.86528345,0.01283970195800066,3.0932793617248535,898233,0.00073,-855.1548461914062,-4.744715690612793
129296,6,200.0,4530,903234,2985.0686144399992,0.014476839452981949,4.381389141082764,900233,0.00073,-844.3749389648438,3.1047921180725098
129578,6,200.0,4540,905234,2992.4458339100006,0.01269664615392685,2.875948905944824,902233,0.00073,-851.4725341796875,3.3527166843414307
129859,6,200.0,4550,907234,3014.41102736,0.01298291515558958,2.8681352138519287,904233,0.00073,-853.6761474609375,-9.430500984191895
130139,6,200.0,4560,909234,3045.5538094300005,0.014566636644303799,3.289457321166992,906233,0.00073,-856.2109985351562,-14.520004272460938
130419,6,200.0,4570,911234,3055.1896302100004,0.01326834224164486,2.914653778076172,908233,0.00073,-845.3130493164062,-6.840264320373535
130700,6,200.0,4580,913234,3063.8991995600013,0.01313803344964981,2.9288673400878906,910233,0.00073,-861.3816528320312,-4.5330119132995605
130999,6,200.0,4590,915234,3083.0744848500008,0.012947170063853264,2.5877556800842285,912233,0.00073,-869.499267578125,-1.0949137210845947
131280,6,200.0,4600,917234,3185.258100280001,0.012834780849516392,2.312121868133545,914233,0.00073,-861.146728515625,-4.635832786560059
131560,6,200.0,4610,919234,3181.58456767,0.01263305451720953,2.632071018218994,916233,0.00073,-853.3414916992188,14.370314598083496
131843,6,200.0,4620,921234,3229.8183446900007,0.01284112874418497,2.963369369506836,918233,0.00073,-867.9202270507812,-3.0472583770751953
132121,6,200.0,4630,923234,3240.1345986599995,0.013323620893061161,2.9976701736450195,920233,0.00073,-861.418701171875,-5.207038879394531
132398,6,200.0,4640,925234,3202.66366809,0.01376524567604065,3.1936588287353516,922233,0.00073,-868.1239013671875,5.022817611694336
132680,6,200.0,4650,927234,3215.6578319100004,0.013135985471308231,3.047339677810669,924233,0.00073,-867.733154296875,-6.343519687652588
132961,6,200.0,4660,929234,3193.83731878,0.013250538147985935,2.838332176208496,926233,0.00073,-869.1641845703125,2.753500461578369
133240,6,200.0,4670,931234,3192.36934345,0.013311670161783695,2.50783634185791,928233,0.00073,-867.399658203125,10.925434112548828
133519,6,200.0,4680,933234,3193.97390948,0.013365707360208035,2.846796989440918,930233,0.00073,-865.5807495117188,2.718151092529297
133800,6,200.0,4690,935234,3169.65511197,0.013000006787478924,2.407809257507324,932233,0.00073,-854.5839233398438,12.031155586242676
134082,6,200.0,4700,937234,3158.3661702500003,0.013170977123081684,5.092288970947266,934233,0.00073,-866.2118530273438,9.197327613830566
134364,6,200.0,4710,939234,3165.3968008499996,0.013248048722743988,1.9603914022445679,936233,0.00073,-858.7704467773438,-4.370211601257324
134643,6,200.0,4720,941234,3172.4973845799996,0.012921100482344627,3.333563804626465,938233,0.00073,-875.0494384765625,5.674278259277344
134923,6,200.0,4730,943234,3175.4648318199993,0.013127750717103481,1.7291123867034912,940233,0.00073,-882.6318359375,-17.01138687133789
135202,6,200.0,4740,945234,3210.01740104,0.013140132650732994,4.0736212730407715,942233,0.00073,-874.8858642578125,-9.17452335357666
135486,6,200.0,4750,947234,3214.36348899,0.012767051346600056,2.9169039726257324,944233,0.00073,-873.8624267578125,7.137804985046387
135767,6,200.0,4760,949234,3204.8514554099993,0.013835749588906765,3.580845355987549,946233,0.00073,-868.9070434570312,-2.1912970542907715
136050,6,200.0,4770,951234,3212.0510096499993,0.01282154954969883,2.024627208709717,948233,0.00073,-877.7926025390625,2.3327858448028564
136329,6,200.0,4780,953234,3212.9643398000003,0.013301416300237179,3.3502066135406494,950233,0.00073,-876.1475219726562,13.80884838104248
136610,6,200.0,4790,955234,3239.4304752199996,0.012761835008859634,3.777559280395508,952233,0.00073,-881.906982421875,-2.383314371109009
136893,6,200.0,4800,957234,3241.3303823200004,0.01334396656602621,4.555959701538086,954233,0.00073,-874.7081909179688,-2.163325071334839
137176,6,200.0,4810,959234,3245.25782243,0.013515516184270382,2.7773735523223877,956233,0.00073,-876.1194458007812,12.50784969329834
137459,6,200.0,4820,961234,3250.0317096699996,0.013525205664336681,2.2805771827697754,958233,0.00073,-887.1852416992188,-11.91818618774414
137742,6,200.0,4830,963234,3258.3239093299994,0.013089902698993683,2.602724552154541,960233,0.00073,-878.8017578125,0.7931320667266846
138028,6,200.0,4840,965234,3282.070841150001,0.013850773684680462,2.6180291175842285,962233,0.00073,-878.2736206054688,-1.6695126295089722
138325,6,200.0,4850,967234,3294.857886890001,0.013364853337407112,1.9034008979797363,964233,0.00073,-886.491455078125,-9.74407958984375
138627,6,200.0,4860,969234,3323.2301725099996,0.012862215749919415,2.653266668319702,966233,0.00073,-890.73046875,2.1941943168640137
138929,6,200.0,4870,971234,3324.14841281,0.013840270228683949,2.547558546066284,968233,0.00073,-888.6788330078125,-1.9135360717773438
139233,6,200.0,4880,973234,3324.96465598,0.01348963938653469,2.7040750980377197,970233,0.00073,-875.7879638671875,-2.5564329624176025
139542,6,200.0,4890,975234,3330.4536793800003,0.013581975363194942,2.527045965194702,972233,0.00073,-887.46337890625,-4.253060340881348
139857,6,200.0,4900,977234,3348.0407628400008,0.016020290553569794,3.192173719406128,974233,0.00073,-876.4132690429688,-14.651641845703125
140169,6,200.0,4910,979234,3306.09218623,0.01342834997922182,2.6038689613342285,976233,0.00073,-891.7037963867188,5.535622596740723
140477,6,200.0,4920,981234,3248.60668245,0.013906329870223999,2.5707714557647705,978233,0.00073,-875.8627319335938,-0.5715286731719971
140790,6,200.0,4930,983234,3235.4351837699996,0.014260520227253437,3.9545581340789795,980233,0.00073,-898.6547241210938,-3.603227376937866
141103,6,200.0,4940,985234,3233.7903456700005,0.013966976664960384,3.8529038429260254,982233,0.00073,-891.9797973632812,-6.447915077209473
141419,6,200.0,4950,987234,3234.8416382100004,0.014302872121334076,4.137099266052246,984233,0.00073,-892.9564819335938,-6.738643646240234
141711,6,200.0,4960,989234,3247.0636604500005,0.013858318328857422,4.858844757080078,986233,0.00073,-905.1608276367188,-7.977696895599365
141998,6,200.0,4970,991234,3249.52714365,0.014242342673242092,2.594161033630371,988233,0.00073,-897.1868896484375,-6.531647682189941
142283,6,200.0,4980,993234,3215.62101809,0.014778293669223785,3.0395689010620117,990233,0.00073,-894.2265625,-7.686610221862793
142568,6,200.0,4990,995234,3198.555550870001,0.015450969338417053,5.1770429611206055,992233,0.00073,-895.5419921875,-9.89678955078125
142851,6,200.0,5000,997234,3185.5486251000007,0.014366193674504757,6.337886333465576,994233,0.00073,-905.8536987304688,-0.8041635751724243
143132,6,200.0,5010,999234,3220.08157457,0.013809727504849434,3.576383113861084,996233,0.00073,-902.2257690429688,-1.65144681930542
143413,6,200.0,5020,1001234,3264.51268735,0.014073514379560947,3.23185396194458,998233,0.00073,-898.9393310546875,0.8450244665145874
143696,6,200.0,5030,1003234,3254.1178341799996,0.014684286899864674,6.964822769165039,1000233,0.00073,-884.9944458007812,-6.989711761474609
143980,6,200.0,5040,1005234,3221.1871032500003,0.014371325261890888,3.2575278282165527,1002233,0.00073,-891.1558227539062,-0.6287486553192139
144265,6,200.0,5050,1007234,3223.5697985499996,0.014882920309901237,2.9526689052581787,1004233,0.00073,-901.1412963867188,-7.1056365966796875
144545,6,200.0,5060,1009234,3222.9979607699997,0.014267370104789734,3.166949987411499,1006233,0.00073,-902.1551513671875,4.683318138122559
144826,6,200.0,5070,1011234,3196.27108895,0.01431643683463335,4.4380903244018555,1008233,0.00073,-898.9627075195312,-10.236821174621582
145108,6,200.0,5080,1013234,3236.9663957700004,0.014792148023843765,3.0812649726867676,1010233,0.00073,-901.955322265625,-0.5613272190093994
145391,6,200.0,5090,1015234,3252.101307699999,0.01501179113984108,2.8681461811065674,1012233,0.00073,-898.8594970703125,1.9416701793670654
145673,6,200.0,5100,1017234,3254.97544345,0.015452097170054913,3.7141356468200684,1014233,0.00073,-902.837890625,2.2980356216430664
145953,6,200.0,5110,1019234,3271.88853245,0.015408722683787346,2.8267414569854736,1016233,0.00073,-895.9580078125,3.9860551357269287
146233,6,200.0,5120,1021234,3290.39423722,0.014597258530557156,2.505998373031616,1018233,0.00073,-901.4864501953125,11.422930717468262
146514,6,200.0,5130,1023234,3320.16340469,0.014719394035637379,2.728154420852661,1020233,0.00073,-920.318603515625,-10.076988220214844
146794,6,200.0,5140,1025234,3346.6124876899994,0.016462834551930428,2.918551206588745,1022233,0.00073,-907.0989379882812,10.513354301452637
147076,6,200.0,5150,1027234,3329.68608599,0.014695508405566216,4.175683975219727,1024233,0.00073,-917.2521362304688,-9.544711112976074
147358,6,200.0,5160,1029234,3327.1092157300004,0.014654508791863918,2.524806022644043,1026233,0.00073,-904.9041748046875,-3.7622029781341553
147639,6,200.0,5170,1031234,3329.0222462499996,0.015321871265769005,4.238334655761719,1028233,0.00073,-905.3405151367188,3.9924488067626953
147921,6,200.0,5180,1033234,3320.8566417,0.01627133972942829,3.329017400741577,1030233,0.00073,-913.9100341796875,7.979531288146973
148202,6,200.0,5190,1035234,3329.4937890899996,0.015852171927690506,3.413248062133789,1032233,0.00073,-907.7163696289062,9.233409881591797
148484,6,200.0,5200,1037234,3341.45338701,0.015212874859571457,2.8453903198242188,1034233,0.00073,-911.374267578125,7.215087413787842
148765,6,200.0,5210,1039234,3343.07935918,0.015463367104530334,6.273413181304932,1036233,0.00073,-911.03369140625,-3.9861292839050293
149044,6,200.0,5220,1041234,3341.91249182,0.01521703228354454,3.187872886657715,1038233,0.00073,-921.6903076171875,4.066537857055664
149324,6,200.0,5230,1043234,3348.3865942899997,0.015393594279885292,3.843432903289795,1040233,0.00073,-931.6058349609375,-3.308256149291992
149606,6,200.0,5240,1045234,3344.85807074,0.015924721956253052,3.2210357189178467,1042233,0.00073,-909.8736572265625,7.948212623596191
149887,6,200.0,5250,1047234,3342.965059650001,0.016205493360757828,2.813777446746826,1044233,0.00073,-921.988037109375,-4.902508735656738
150166,6,200.0,5260,1049234,3335.2667411600014,0.015576660633087158,4.167859077453613,1046233,0.00073,-929.483642578125,-5.696210861206055
150450,6,200.0,5270,1051234,3367.95954922,0.016051985323429108,3.80716609954834,1048233,0.00073,-892.5114135742188,12.41430950164795
150733,6,200.0,5280,1053234,3377.6530593500006,0.016098544001579285,3.628615379333496,1050233,0.00073,-928.6026000976562,-4.551782608032227
151014,6,200.0,5290,1055234,3366.6022282800004,0.016423137858510017,3.5330185890197754,1052233,0.00073,-908.157958984375,0.3811051845550537
151295,6,200.0,5300,1057234,3372.2374932099997,0.016841599717736244,2.855440378189087,1054233,0.00073,-918.9176635742188,1.1628481149673462
151576,6,200.0,5310,1059234,3367.2636072399996,0.01667335070669651,3.1994807720184326,1056233,0.00073,-938.2372436523438,-3.8846797943115234
151868,6,200.0,5320,1061234,3329.87188944,0.016472697257995605,3.168367862701416,1058233,0.00073,-922.0684814453125,-7.629793167114258
152152,6,200.0,5330,1063234,3330.3021781300004,0.017070863395929337,4.380756855010986,1060233,0.00073,-929.3189697265625,-7.254131317138672
152430,6,200.0,5340,1065234,3316.2450188599996,0.016438886523246765,3.077773332595825,1062233,0.00073,-942.601318359375,-4.716257095336914
152712,6,200.0,5350,1067234,3345.19374479,0.01594839245080948,2.8633270263671875,1064233,0.00073,-928.3211669921875,-7.063871383666992
152996,6,200.0,5360,1069234,3359.3066933200002,0.015967339277267456,3.2426693439483643,1066233,0.00073,-939.101318359375,-1.2737910747528076
153276,6,200.0,5370,1071234,3355.4150146499996,0.0160367451608181,3.603217601776123,1068233,0.00073,-940.90234375,-1.5298676490783691
153558,6,200.0,5380,1073234,3345.60123038,0.015910210087895393,3.1741671562194824,1070233,0.00073,-939.1370849609375,10.126287460327148
153841,6,200.0,5390,1075234,3359.7506301100007,0.015843693166971207,2.343297004699707,1072233,0.00073,-934.6411743164062,-8.519821166992188
154121,6,200.0,5400,1077234,3364.1496324300006,0.016257278621196747,2.7822909355163574,1074233,0.00073,-929.8674926757812,-5.5950398445129395
154405,6,200.0,5410,1079234,3365.6587015600003,0.01654786616563797,3.289523124694824,1076233,0.00073,-942.9122314453125,3.0111465454101562
154688,6,200.0,5420,1081234,3409.6611175700004,0.015187260694801807,2.3987746238708496,1078233,0.00073,-942.737060546875,-3.009310722351074
154971,6,200.0,5430,1083234,3408.4005482800007,0.016401976346969604,4.115074157714844,1080233,0.00073,-937.717529296875,7.78422212600708
155252,6,200.0,5440,1085234,3433.4641563599994,0.015725554898381233,3.413884162902832,1082233,0.00073,-951.8726806640625,0.9882724285125732
155534,6,200.0,5450,1087234,3416.56561407,0.01628306694328785,3.325568914413452,1084233,0.00073,-938.6305541992188,3.2205569744110107
155819,6,200.0,5460,1089234,3409.8453966899997,0.016413170844316483,2.845277786254883,1086233,0.00073,-938.4140625,8.62282943725586
156103,6,200.0,5470,1091234,3415.11662001,0.016638072207570076,2.8603744506835938,1088233,0.00073,-953.066162109375,-5.504304885864258
156390,6,200.0,5480,1093234,3430.92669098,0.015936229377985,3.292339324951172,1090233,0.00073,-943.6806640625,-6.113600254058838
156678,6,200.0,5490,1095234,3416.13733398,0.016215449199080467,3.6431212425231934,1092233,0.00073,-952.4407348632812,-0.36256304383277893
156965,6,200.0,5500,1097234,3348.8523167000003,0.015388757921755314,4.061971664428711,1094233,0.00073,-954.7357788085938,-6.115205764770508
157259,6,200.0,5510,1099234,3357.5341136699994,0.015934018418192863,3.448976993560791,1096233,0.00073,-956.598388671875,-7.091203689575195
157552,6,200.0,5520,1101234,3355.5806913300003,0.015798255801200867,3.5077738761901855,1098233,0.00073,-954.7072143554688,-1.0994764566421509
157850,6,200.0,5530,1103234,3360.68372561,0.015628471970558167,3.1285862922668457,1100233,0.00073,-945.0822143554688,-0.11772596836090088
158158,6,200.0,5540,1105234,3379.1296064499998,0.01639692485332489,2.7071290016174316,1102233,0.00073,-955.2203369140625,-3.9304678440093994
158469,6,200.0,5550,1107234,3390.7005329499993,0.01591249369084835,2.426795482635498,1104233,0.00073,-957.0296630859375,-0.965945839881897
158780,6,200.0,5560,1109234,3372.2900771799996,0.016082540154457092,2.717886209487915,1106233,0.00073,-949.9402465820312,-0.6800852417945862
159095,6,200.0,5570,1111234,3339.4292381299992,0.016059013083577156,5.10178279876709,1108233,0.00073,-960.2523193359375,2.1995797157287598
159413,6,200.0,5580,1113234,3340.86006954,0.016192639246582985,2.9729576110839844,1110233,0.00073,-956.6296997070312,-3.965113401412964
159727,6,200.0,5590,1115234,3362.3720191499992,0.016415700316429138,3.1644554138183594,1112233,0.00073,-959.6856689453125,-0.9886696338653564
160007,6,200.0,5600,1117234,3433.6723585700006,0.016296271234750748,3.476902484893799,1114233,0.00073,-943.6668701171875,4.040476322174072
160289,6,200.0,5610,1119234,3436.8360788900004,0.015685824677348137,2.688537120819092,1116233,0.00073,-967.75732421875,1.0084898471832275
160569,6,200.0,5620,1121234,3444.7017636900005,0.015939118340611458,4.043396949768066,1118233,0.00073,-960.2080688476562,-3.321851968765259
160848,6,200.0,5630,1123234,3446.9851390800004,0.01565674878656864,2.9559617042541504,1120233,0.00073,-963.5678100585938,3.0151889324188232
161128,6,200.0,5640,1125234,3389.4552912799995,0.016417179256677628,4.823326110839844,1122233,0.00073,-977.516845703125,5.5763959884643555
161410,6,200.0,5650,1127234,3398.4752741400002,0.01631048321723938,3.5556976795196533,1124233,0.00073,-959.166015625,3.713994026184082
161691,6,200.0,5660,1129234,3435.9880645300004,0.01609615795314312,2.7217068672180176,1126233,0.00073,-969.0303955078125,-9.089831352233887
161969,6,200.0,5670,1131234,3478.7063000299995,0.0163426510989666,2.229282855987549,1128233,0.00073,-986.2172241210938,-9.820033073425293
162248,6,200.0,5680,1133234,3484.1420377900004,0.015435513108968735,2.6651926040649414,1130233,0.00073,-969.4698486328125,-4.419843673706055
162530,6,200.0,5690,1135234,3484.1121972,0.01600009761750698,3.929152011871338,1132233,0.00073,-970.8912963867188,6.004210472106934
162811,6,200.0,5700,1137234,3488.3802615299996,0.015240749344229698,2.8848133087158203,1134233,0.00073,-963.6622314453125,2.819791316986084
163092,6,200.0,5710,1139234,3489.43723023,0.01604910008609295,2.7981905937194824,1136233,0.00073,-992.5478515625,11.401782989501953
163372,6,200.0,5720,1141234,3483.71371857,0.015797201544046402,2.4370412826538086,1138233,0.00073,-981.2618408203125,-2.1308107376098633
163653,6,200.0,5730,1143234,3483.2982006499997,0.015937749296426773,1.7814784049987793,1140233,0.00073,-985.8952026367188,-1.0644721984863281
163932,6,200.0,5740,1145234,3497.3734814599993,0.015741940587759018,2.934642791748047,1142233,0.00073,-971.3925170898438,3.2138233184814453
164214,6,200.0,5750,1147234,3478.52204213,0.01573115773499012,3.069059133529663,1144233,0.00073,-986.3168334960938,0.232161283493042
164494,6,200.0,5760,1149234,3480.7255666300002,0.01582961715757847,5.151359558105469,1146233,0.00073,-990.5745849609375,-10.575044631958008
164779,6,200.0,5770,1151234,3478.654783550001,0.015912871807813644,2.638123035430908,1148233,0.00073,-973.3369140625,-1.3613598346710205
165059,6,200.0,5780,1153234,3470.17003749,0.01652894727885723,3.4476499557495117,1150233,0.00073,-997.5816040039062,4.047126293182373
165341,6,200.0,5790,1155234,3421.23448687,0.016800228506326675,2.2175912857055664,1152233,0.00073,-979.8231811523438,-4.686985015869141
165625,6,200.0,5800,1157234,3388.3812306,0.01644468680024147,3.266310930252075,1154233,0.00073,-966.1002197265625,-1.0831794738769531
165907,6,200.0,5810,1159234,3381.7409507600005,0.016342729330062866,3.278935432434082,1156233,0.00073,-997.260009765625,-6.791204452514648
166188,6,200.0,5820,1161234,3367.7922582500005,0.016664035618305206,3.419039726257324,1158233,0.00073,-974.306396484375,4.189546585083008
166468,6,200.0,5830,1163234,3373.5659342599997,0.016299372538924217,3.226536750793457,1160233,0.00073,-980.0814819335938,0.35846662521362305
166750,6,200.0,5840,1165234,3408.67553077,0.01645304076373577,2.490968704223633,1162233,0.00073,-988.9234008789062,-7.237346172332764
167034,6,200.0,5850,1167234,3432.15368246,0.01643988862633705,2.457737445831299,1164233,0.00073,-990.5806884765625,-7.38075065612793
167318,6,200.0,5860,1169234,3434.75215022,0.016493910923600197,2.271261215209961,1166233,0.00073,-998.0716552734375,-14.49521541595459
167602,6,200.0,5870,1171234,3427.4883091899997,0.016156328842043877,3.860769033432007,1168233,0.00073,-1005.638671875,7.211250305175781
167885,6,200.0,5880,1173234,3422.3281491800008,0.016183383762836456,2.8629727363586426,1170233,0.00073,-973.732421875,13.422989845275879
168168,6,200.0,5890,1175234,3474.3308527699996,0.016250381246209145,2.3819479942321777,1172233,0.00073,-988.3535766601562,0.32284486293792725
168451,6,200.0,5900,1177234,3507.5527254500003,0.01676744595170021,1.7389423847198486,1174233,0.00073,-989.6917724609375,-1.1913535594940186
168735,6,200.0,5910,1179234,3517.85379699,0.016171181574463844,2.462306499481201,1176233,0.00073,-994.7454223632812,-9.857549667358398
169019,6,200.0,5920,1181234,3519.9864959799993,0.01648128591477871,2.933962821960449,1178233,0.00073,-1001.4456787109375,-2.171431541442871
169303,6,200.0,5930,1183234,3489.48227007,0.016120614483952522,2.9474706649780273,1180233,0.00073,-990.9480590820312,2.368852376937866
169586,6,200.0,5940,1185234,3499.520088290001,0.016174281015992165,2.3552331924438477,1182233,0.00073,-985.61669921875,-3.7314672470092773
169870,6,200.0,5950,1187234,3501.3656117199994,0.0169691015034914,3.2221999168395996,1184233,0.00073,-993.71533203125,-2.511765956878662
170152,6,200.0,5960,1189234,3500.6901721500008,0.016818655654788017,3.0867481231689453,1186233,0.00073,-1003.2088012695312,4.929539680480957
170436,6,200.0,5970,1191234,3511.041467620001,0.01634807512164116,2.8940792083740234,1188233,0.00073,-990.3638916015625,-10.57176685333252
170720,6,200.0,5980,1193234,3526.549116,0.016633057966828346,2.558633327484131,1190233,0.00073,-995.0842895507812,-0.5517330765724182
171002,6,200.0,5990,1195234,3527.87511085,0.016142036765813828,3.5573835372924805,1192233,0.00073,-992.9501953125,10.925088882446289
171287,6,200.0,6000,1197234,3517.5696983999997,0.01592894457280636,2.2442240715026855,1194233,0.00073,-1020.8629150390625,0.7467746138572693
171568,6,200.0,6010,1199234,3430.9265783399997,0.01562999188899994,2.698396682739258,1196233,0.00073,-1011.944091796875,2.658109664916992
171857,6,200.0,6020,1201234,3332.6931246399995,0.016055500134825706,3.518367290496826,1198233,0.00073,-1002.352783203125,7.686999797821045
172144,6,200.0,6030,1203234,3320.0945268199994,0.017172452062368393,2.63189959526062,1200233,0.00073,-1026.8662109375,-7.180699348449707
172428,6,200.0,6040,1205234,3319.3166117399996,0.017441140487790108,3.2551004886627197,1202233,0.00073,-1005.7399291992188,10.355757713317871
172715,6,200.0,6050,1207234,3303.8070082799995,0.018880970776081085,3.647907018661499,1204233,0.00073,-1009.5768432617188,1.4798383712768555
173002,6,200.0,6060,1209234,3273.6865567200007,0.01772715523838997,3.7722725868225098,1206233,0.00073,-996.7525634765625,1.740614414215088
173288,6,200.0,6070,1211234,3235.682387749999,0.017655929550528526,3.6710104942321777,1208233,0.00073,-1006.861572265625,1.8194979429244995
173576,6,200.0,6080,1213234,3219.12806148,0.017524730414152145,2.5187015533447266,1210233,0.00073,-1021.2940673828125,-3.9128475189208984
173860,6,200.0,6090,1215234,3209.1255193800002,0.017787586897611618,3.453828811645508,1212233,0.00073,-1000.8980712890625,-8.386321067810059
174147,6,200.0,6100,1217234,3221.5930221500007,0.016954543069005013,2.744985580444336,1214233,0.00073,-1005.2501220703125,-0.6201891899108887
174435,6,200.0,6110,1219234,3308.5913814299997,0.017170364037156105,3.498164653778076,1216233,0.00073,-1005.69580078125,2.271756887435913
174721,6,200.0,6120,1221234,3421.95180679,0.016717471182346344,2.778174877166748,1218233,0.00073,-991.2814331054688,5.641657829284668
175006,6,200.0,6130,1223234,3444.1244137900003,0.016974562779068947,3.240434169769287,1220233,0.00073,-1000.6304321289062,8.200820922851562
175293,6,200.0,6140,1225234,3448.5760660899996,0.016409071162343025,1.903588891029358,1222233,0.00073,-1018.5873413085938,1.127610445022583
175580,6,200.0,6150,1227234,3466.2749512300006,0.017293574288487434,3.1652321815490723,1224233,0.00073,-1000.3880004882812,3.4517757892608643
175863,6,200.0,6160,1229234,3501.01826888,0.017304381355643272,2.7046117782592773,1226233,0.00073,-1019.1602783203125,2.0394742488861084
176153,6,200.0,6170,1231234,3530.9311576200002,0.017574479803442955,3.619643449783325,1228233,0.00073,-1008.25439453125,-2.703564167022705
176450,6,200.0,6180,1233234,3546.96852682,0.017620060592889786,2.8783583641052246,1230233,0.00073,-1007.528076171875,4.366066932678223
176737,6,200.0,6190,1235234,3548.93137916,0.017134491354227066,2.5273685455322266,1232233,0.00073,-994.4495849609375,-0.7885047197341919
177023,6,200.0,6200,1237234,3423.048533869999,0.01701989397406578,2.819223403930664,1234233,0.00073,-1028.115478515625,0.6672053337097168
177311,6,200.0,6210,1239234,3359.9482940599996,0.018598325550556183,4.142371654510498,1236233,0.00073,-995.3651733398438,5.058830738067627
177598,6,200.0,6220,1241234,3304.61468182,0.017647303640842438,2.756293535232544,1238233,0.00073,-997.164794921875,-1.4023438692092896
177885,6,200.0,6230,1243234,3276.8677571800004,0.017848361283540726,5.193913459777832,1240233,0.00073,-1030.565673828125,-0.38144904375076294
