time/time_elapsed,time/fps,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/ent_coef,train/critic_loss,train/n_updates,train/learning_rate,train/actor_loss,train/ent_coef_loss
59541,6,200.0,2090,415326,2716.21237902,0.017595291137695312,6.181657314300537,412325,0.00073,-726.0130615234375,-3.575207471847534
59819,6,200.0,2100,417326,2697.5078661000002,0.017300758510828018,5.919976711273193,414325,0.00073,-722.3986206054688,3.46704363822937
60102,6,200.0,2110,419326,2705.93974819,0.016888072714209557,9.806586265563965,416325,0.00073,-727.1494140625,-4.822210788726807
60383,6,200.0,2120,421326,2708.56108985,0.01760903187096119,7.994864463806152,418325,0.00073,-709.942626953125,5.903289318084717
60665,6,200.0,2130,423326,2719.4031258600003,0.017260950058698654,5.725432395935059,420325,0.00073,-722.29052734375,6.068398475646973
60946,6,200.0,2140,425326,2721.9342547499996,0.017104165628552437,4.996784687042236,422325,0.00073,-716.3432006835938,5.031267166137695
61228,6,200.0,2150,427326,2705.12447467,0.017048144713044167,5.130213737487793,424325,0.00073,-734.41552734375,-0.49660158157348633
61510,6,200.0,2160,429326,2730.64948532,0.016106590628623962,5.775071144104004,426325,0.00073,-731.262939453125,-1.021622896194458
61792,6,200.0,2170,431326,2730.0495615500004,0.01650775969028473,5.972504138946533,428325,0.00073,-729.761474609375,8.703546524047852
62072,6,200.0,2180,433326,2699.3031202799993,0.016531847417354584,4.257438659667969,430325,0.00073,-737.899658203125,-11.066427230834961
62354,6,200.0,2190,435326,2705.02761662,0.016269484534859657,4.390066146850586,432325,0.00073,-729.2115478515625,-4.042143821716309
62634,6,200.0,2200,437326,2753.7508321,0.016186648979783058,5.06934928894043,434325,0.00073,-719.9581909179688,6.551534652709961
62916,6,200.0,2210,439326,2751.7073532200006,0.016956515610218048,5.2298078536987305,436325,0.00073,-725.940673828125,6.597327709197998
63199,6,200.0,2220,441326,2753.4585838600005,0.016114696860313416,5.33666467666626,438325,0.00073,-719.6868896484375,3.464348793029785
63481,6,200.0,2230,443326,2752.3494744799996,0.01592542789876461,4.508048057556152,440325,0.00073,-730.752685546875,15.120318412780762
63760,6,200.0,2240,445326,2744.3799132200006,0.015414859168231487,4.482201099395752,442325,0.00073,-735.4534301757812,-8.967832565307617
64040,6,200.0,2250,447326,2766.9460956999997,0.01582801714539528,7.423333168029785,444325,0.00073,-736.6567993164062,-13.93739128112793
64321,6,200.0,2260,449326,2757.5962338100003,0.01597529835999012,3.229388952255249,446325,0.00073,-740.793212890625,-0.4906255006790161
64603,6,200.0,2270,451326,2763.2414839099993,0.015366767533123493,4.028521537780762,448325,0.00073,-745.0074462890625,-0.5314309000968933
64884,6,200.0,2280,453326,2797.61054618,0.015916818752884865,4.812468528747559,450325,0.00073,-743.895751953125,-13.880467414855957
65167,6,200.0,2290,455326,2799.54791101,0.015015986748039722,5.461209297180176,452325,0.00073,-739.0858764648438,-4.686581611633301
65448,6,200.0,2300,457326,2803.2540076499995,0.015486462973058224,3.761392593383789,454325,0.00073,-741.5101928710938,3.9606776237487793
65729,6,200.0,2310,459326,2780.76096957,0.015166368335485458,4.507478713989258,456325,0.00073,-751.2393188476562,-6.07525110244751
66012,6,200.0,2320,461326,2789.60100002,0.014933528378605843,5.031255722045898,458325,0.00073,-749.9979248046875,-4.354794502258301
66295,6,200.0,2330,463326,2792.3017321599996,0.01531144231557846,3.7276179790496826,460325,0.00073,-743.6099243164062,11.748451232910156
66577,6,200.0,2340,465326,2811.6806211599996,0.014669127762317657,4.617705345153809,462325,0.00073,-741.7286987304688,5.371304035186768
66858,6,200.0,2350,467326,2816.3992179800007,0.014581062830984592,3.757735252380371,464325,0.00073,-731.6700439453125,14.913183212280273
67136,6,200.0,2360,469326,2830.0796674199996,0.014987173490226269,4.382366180419922,466325,0.00073,-759.0010375976562,-16.717666625976562
67416,6,200.0,2370,471326,2839.83117287,0.01420363038778305,3.8756227493286133,468325,0.00073,-749.47412109375,5.538252830505371
67699,6,200.0,2380,473326,2815.0531327300005,0.01441874261945486,4.705628395080566,470325,0.00073,-746.73828125,10.823890686035156
67981,6,200.0,2390,475326,2789.8603169000003,0.014970931224524975,5.097771167755127,472325,0.00073,-748.187255859375,8.316749572753906
68265,6,200.0,2400,477326,2801.13305696,0.014451582916080952,4.261051177978516,474325,0.00073,-759.1406860351562,-15.873292922973633
68550,6,200.0,2410,479326,2844.7807858400006,0.014896758832037449,4.447988510131836,476325,0.00073,-751.3095092773438,-0.4482765197753906
68834,6,200.0,2420,481326,2832.1141913499996,0.01484895870089531,3.941232919692993,478325,0.00073,-751.0432739257812,-6.363130569458008
69117,6,200.0,2430,483326,2803.0766075799997,0.014333834871649742,3.9251272678375244,480325,0.00073,-760.586181640625,-6.517618179321289
69399,6,200.0,2440,485326,2793.79309787,0.013812520541250706,3.8290181159973145,482325,0.00073,-755.157958984375,3.034839153289795
69681,6,200.0,2450,487326,2770.8886256399996,0.013858324848115444,3.001110553741455,484325,0.00073,-755.414794921875,4.581635475158691
69961,6,200.0,2460,489326,2750.09384513,0.01478434819728136,4.701967239379883,486325,0.00073,-766.724365234375,0.6238369941711426
70243,6,200.0,2470,491326,2739.21275172,0.01443750411272049,3.485095977783203,488325,0.00073,-769.0559692382812,-3.7177491188049316
70523,6,200.0,2480,493326,2757.5900497499993,0.014093929901719093,3.6256353855133057,490325,0.00073,-768.6715698242188,6.246176719665527
70804,6,200.0,2490,495326,2778.6770036000003,0.014066450297832489,5.792369842529297,492325,0.00073,-765.1525268554688,-10.584434509277344
71084,6,200.0,2500,497326,2777.32354899,0.014280397444963455,4.690488815307617,494325,0.00073,-761.2445678710938,5.251467704772949
71363,6,200.0,2510,499326,2776.5041737200004,0.014791188761591911,3.8263745307922363,496325,0.00073,-767.50146484375,9.613275527954102
71643,6,200.0,2520,501326,2752.51372512,0.014037543907761574,4.285416603088379,498325,0.00073,-766.6929321289062,12.628741264343262
71924,6,200.0,2530,503326,2778.91717074,0.01324852928519249,3.986361503601074,500325,0.00073,-771.6138916015625,-3.23378324508667
72202,6,200.0,2540,505326,2779.6452245499995,0.013344889506697655,4.862391471862793,502325,0.00073,-763.6443481445312,6.250608444213867
72488,6,200.0,2550,507326,2796.8661681699996,0.013721057213842869,3.629577398300171,504325,0.00073,-762.9882202148438,5.906236171722412
72778,6,200.0,2560,509326,2825.6454988400005,0.013806040398776531,4.049351692199707,506325,0.00073,-776.9402465820312,-2.70768404006958
73066,6,200.0,2570,511326,2826.19724598,0.01421425398439169,4.241165637969971,508325,0.00073,-770.4560546875,1.5022079944610596
73346,6,200.0,2580,513326,2843.61906477,0.01371451560407877,4.563518524169922,510325,0.00073,-768.9541015625,-0.9464821815490723
73626,6,200.0,2590,515326,2844.41941627,0.013607257045805454,3.5405282974243164,512325,0.00073,-775.85302734375,-7.575523376464844
73910,6,200.0,2600,517326,2836.6338453400003,0.013205917552113533,3.8151841163635254,514325,0.00073,-770.6432495117188,6.634319305419922
74194,6,200.0,2610,519326,2792.1606299099994,0.013699673116207123,3.564382553100586,516325,0.00073,-782.1666259765625,9.958379745483398
74478,6,200.0,2620,521326,2827.4399901200004,0.013027751818299294,3.060770034790039,518325,0.00073,-776.4344482421875,4.486021995544434
74759,7,200.0,2630,523326,2833.0169049300002,0.013497283682227135,2.9736783504486084,520325,0.00073,-766.5467529296875,3.1404917240142822
75042,7,200.0,2640,525326,2844.0854107099995,0.012821262702345848,4.844401836395264,522325,0.00073,-774.0925903320312,4.111321926116943
75324,7,200.0,2650,527326,2852.0367993999994,0.012673159129917622,3.832149028778076,524325,0.00073,-776.424560546875,0.1302546262741089
75607,7,200.0,2660,529326,2836.997698919999,0.012008453719317913,2.072864294052124,526325,0.00073,-783.2619018554688,-3.68369197845459
75890,7,200.0,2670,531326,2845.56734115,0.012608356773853302,3.1156773567199707,528325,0.00073,-786.2227172851562,-4.325446605682373
76169,7,200.0,2680,533326,2789.1316104400003,0.012586647644639015,3.607236385345459,530325,0.00073,-788.4429931640625,-7.1057024002075195
76449,7,200.0,2690,535326,2780.35792692,0.012093251571059227,4.244022369384766,532325,0.00073,-782.5933227539062,11.659524917602539
76732,7,200.0,2700,537326,2733.4620797400003,0.012566371820867062,4.2293806076049805,534325,0.00073,-781.93896484375,15.694778442382812
77012,7,200.0,2710,539326,2780.55216193,0.012722615152597427,2.8067758083343506,536325,0.00073,-775.5262451171875,7.13494348526001
77298,7,200.0,2720,541326,2785.0688460000006,0.012884191237390041,3.576449155807495,538325,0.00073,-781.029052734375,10.157543182373047
77582,7,200.0,2730,543326,2781.36243247,0.013371145352721214,4.485241413116455,540325,0.00073,-778.2272338867188,-7.135286808013916
77866,7,200.0,2740,545326,2764.0785018200004,0.012132666073739529,3.485036849975586,542325,0.00073,-787.050537109375,-3.290130138397217
78148,7,200.0,2750,547326,2726.12100007,0.012872327119112015,3.478374481201172,544325,0.00073,-791.9974365234375,-13.000606536865234
78432,7,200.0,2760,549326,2723.35899809,0.01251907553523779,3.1894798278808594,546325,0.00073,-786.4282836914062,-0.28586268424987793
78719,7,200.0,2770,551326,2724.27395438,0.012362013570964336,4.048241138458252,548325,0.00073,-780.4452514648438,14.472485542297363
79010,7,200.0,2780,553326,2783.8088848099997,0.011775251477956772,4.319921493530273,550325,0.00073,-795.2725830078125,-11.904276847839355
79299,7,200.0,2790,555326,2787.900325360001,0.011833926662802696,2.49764347076416,552325,0.00073,-792.3547973632812,6.484555244445801
79582,7,200.0,2800,557326,2840.6198143200004,0.012693190015852451,2.9837756156921387,554325,0.00073,-791.1265258789062,0.0902092456817627
79868,7,200.0,2810,559326,2834.9829019500003,0.011870740912854671,4.6914873123168945,556325,0.00073,-800.0848388671875,-0.9906958341598511
80151,7,200.0,2820,561326,2811.2185264400005,0.012178223580121994,4.102916717529297,558325,0.00073,-783.9795532226562,4.437960147857666
80434,7,200.0,2830,563326,2760.351712589999,0.011890212073922157,3.403639793395996,560325,0.00073,-779.4012451171875,10.984663009643555
80717,7,200.0,2840,565326,2741.1174114799987,0.011860845610499382,3.456824541091919,562325,0.00073,-798.75634765625,-9.354530334472656
80998,7,200.0,2850,567326,2780.7086223799993,0.011236992664635181,3.7581787109375,564325,0.00073,-792.623291015625,-8.82266616821289
81281,7,200.0,2860,569326,2798.843035290001,0.012129721231758595,3.577186107635498,566325,0.00073,-779.123779296875,8.050567626953125
81564,7,200.0,2870,571326,2793.4694429899996,0.011826344765722752,3.4880542755126953,568325,0.00073,-792.4999389648438,-11.477730751037598
81848,7,200.0,2880,573326,2788.08546517,0.011461683548986912,2.5205307006835938,570325,0.00073,-794.9428100585938,-8.3583402633667
82136,7,200.0,2890,575326,2807.841111970001,0.011473593302071095,3.276182174682617,572325,0.00073,-796.225341796875,4.980250358581543
82421,7,200.0,2900,577326,2814.563592179999,0.011501742526888847,2.5902767181396484,574325,0.00073,-801.0060424804688,-8.76153564453125
82705,7,200.0,2910,579326,2787.1659986699997,0.011434580199420452,2.73370623588562,576325,0.00073,-796.0093994140625,1.0376029014587402
82989,7,200.0,2920,581326,2808.9206378900003,0.011320547200739384,4.110108852386475,578325,0.00073,-788.8629760742188,-5.165497779846191
83272,7,200.0,2930,583326,2842.83982366,0.010654150508344173,2.3723602294921875,580325,0.00073,-800.0440673828125,9.778709411621094
83554,7,200.0,2940,585326,2835.3277962100005,0.011537623591721058,2.3147239685058594,582325,0.00073,-804.5235595703125,-11.010567665100098
83835,7,200.0,2950,587326,2835.5508768600002,0.011134409345686436,3.26359224319458,584325,0.00073,-795.8120727539062,-11.306927680969238
84115,7,200.0,2960,589326,2834.9892423200004,0.01110144518315792,2.59958553314209,586325,0.00073,-796.831787109375,4.175209999084473
84399,7,200.0,2970,591326,2803.98568394,0.012088039889931679,3.287693500518799,588325,0.00073,-803.865966796875,9.305404663085938
84683,7,200.0,2980,593326,2682.9705537199998,0.011233248747885227,3.643416404724121,590325,0.00073,-801.1073608398438,2.9767894744873047
84964,7,200.0,2990,595326,2625.38785642,0.01172731351107359,3.1096982955932617,592325,0.00073,-797.5909423828125,4.3135199546813965
85246,7,200.0,3000,597326,2622.94238216,0.011539911851286888,3.1460886001586914,594325,0.00073,-807.0601806640625,-5.791378021240234
85526,7,200.0,3010,599326,2653.0282831199997,0.010727092623710632,3.676787853240967,596325,0.00073,-797.048095703125,-4.918126583099365
85806,7,200.0,3020,601326,2642.5131828,0.0104628074914217,3.7024524211883545,598325,0.00073,-805.6448364257812,-8.40423583984375
86086,7,200.0,3030,603326,2653.88890712,0.010771050117909908,2.7234790325164795,600325,0.00073,-795.9022216796875,-0.3786814212799072
86366,7,200.0,3040,605326,2663.86450542,0.011397856287658215,2.5989203453063965,602325,0.00073,-800.2896728515625,-0.8953757882118225
86650,7,200.0,3050,607326,2662.52989452,0.01125083677470684,2.238295316696167,604325,0.00073,-798.8176879882812,12.191333770751953
86933,7,200.0,3060,609326,2663.33293655,0.010827766731381416,4.90036678314209,606325,0.00073,-797.3968505859375,14.89419174194336
87220,7,200.0,3070,611326,2701.877255589999,0.011226961389183998,3.0902187824249268,608325,0.00073,-804.4120483398438,0.797747015953064
87502,7,200.0,3080,613326,2821.2287423800003,0.010494881309568882,2.0275354385375977,610325,0.00073,-802.4547119140625,-18.340116500854492
87786,7,200.0,3090,615326,2880.6357770000004,0.010852096602320671,2.258685350418091,612325,0.00073,-800.82958984375,8.30456256866455
88070,7,200.0,3100,617326,2873.794446640001,0.01057352777570486,3.308919668197632,614325,0.00073,-793.8359985351562,4.597326755523682
88352,7,200.0,3110,619326,2863.9898869099998,0.010751099325716496,3.710524559020996,616325,0.00073,-796.3588256835938,8.20077133178711
88637,7,200.0,3120,621326,2869.4767939000008,0.010409556329250336,3.156221866607666,618325,0.00073,-799.4840087890625,10.551393508911133
88918,7,200.0,3130,623326,2868.85649739,0.010000895708799362,2.716374158859253,620325,0.00073,-800.953369140625,11.24669361114502
89199,7,200.0,3140,625326,2847.69472201,0.01096181757748127,2.8119382858276367,622325,0.00073,-816.4019165039062,-27.27237319946289
89481,7,200.0,3150,627326,2833.79130191,0.010636328719556332,2.8582587242126465,624325,0.00073,-802.3497314453125,5.917598247528076
89763,7,200.0,3160,629326,2831.49383039,0.01080386247485876,2.3052120208740234,626325,0.00073,-806.74267578125,-12.526721954345703
90049,7,200.0,3170,631326,2822.0310486400003,0.010846969671547413,3.471039295196533,628325,0.00073,-801.6246948242188,-8.601205825805664
90334,7,200.0,3180,633326,2816.7760872999997,0.010703548789024353,2.7941813468933105,630325,0.00073,-800.7826538085938,-0.9704631567001343
90619,7,200.0,3190,635326,2814.2040618900005,0.010189955122768879,2.641176700592041,632325,0.00073,-805.9197387695312,7.581677436828613
90903,7,200.0,3200,637326,2819.58282069,0.010036228224635124,3.3420581817626953,634325,0.00073,-807.077880859375,3.21471905708313
91185,7,200.0,3210,639326,2835.2331630999997,0.010110762901604176,1.7454686164855957,636325,0.00073,-806.2499389648438,-1.3495829105377197
91466,7,200.0,3220,641326,2835.53527213,0.010171566158533096,2.0710437297821045,638325,0.00073,-807.7465209960938,-21.19085121154785
91752,7,200.0,3230,643326,2850.0181458300003,0.00968857016414404,1.6175953149795532,640325,0.00073,-806.7877807617188,-6.866401195526123
92039,7,200.0,3240,645326,2903.6570961600005,0.009858093224465847,2.8291471004486084,642325,0.00073,-802.1322021484375,-1.604341983795166
92321,7,200.0,3250,647326,2902.0929119099997,0.009594283066689968,1.9065332412719727,644325,0.00073,-804.5426025390625,3.697845458984375
92606,7,200.0,3260,649326,2905.7633030100005,0.010036089457571507,2.2959840297698975,646325,0.00073,-806.4537353515625,0.8055925369262695
92891,7,200.0,3270,651326,2908.62475755,0.009885324165225029,2.471879482269287,648325,0.00073,-803.4276123046875,10.220319747924805
93177,7,200.0,3280,653326,2903.26855128,0.009786172769963741,3.1447136402130127,650325,0.00073,-802.0697021484375,9.040864944458008
93461,7,200.0,3290,655326,2901.8616517499995,0.009844682179391384,2.6763319969177246,652325,0.00073,-806.7216796875,4.633790493011475
93748,7,200.0,3300,657326,2905.32515982,0.009462849237024784,2.5498688220977783,654325,0.00073,-805.6514892578125,-4.1270880699157715
94035,7,200.0,3310,659326,2888.99547747,0.009594461880624294,1.9377720355987549,656325,0.00073,-812.5911865234375,3.9328432083129883
94320,7,200.0,3320,661326,2898.7311369500003,0.00930781103670597,2.9374186992645264,658325,0.00073,-801.4825439453125,-1.441244125366211
94607,7,200.0,3330,663326,2886.9404533300003,0.009414534084498882,3.4909605979919434,660325,0.00073,-808.3258666992188,8.728867530822754
94892,7,200.0,3340,665326,2857.4688867100003,0.00907959695905447,2.1065011024475098,662325,0.00073,-807.030517578125,-0.9745521545410156
95178,7,200.0,3350,667326,2850.65091879,0.009677807800471783,2.211197853088379,664325,0.00073,-801.3944091796875,21.931838989257812
95462,7,200.0,3360,669326,2837.55446509,0.009618024341762066,3.083874464035034,666325,0.00073,-808.6264038085938,-8.100854873657227
95748,7,200.0,3370,671326,2843.83478304,0.008903637528419495,3.760568618774414,668325,0.00073,-811.4580688476562,2.0545578002929688
96034,7,200.0,3380,673326,2862.7718807400006,0.009631420485675335,2.764545440673828,670325,0.00073,-812.124267578125,0.23129940032958984
96318,7,200.0,3390,675326,2858.8521230899996,0.00964986439794302,5.682137966156006,672325,0.00073,-803.8763427734375,8.619460105895996
96607,7,200.0,3400,677326,2836.05555105,0.009461414068937302,2.8071017265319824,674325,0.00073,-805.9577026367188,-9.625349044799805
96895,7,200.0,3410,679326,2842.2146988599998,0.009318127296864986,1.8558160066604614,676325,0.00073,-811.9475708007812,2.954298973083496
97185,7,200.0,3420,681326,2840.2593715900002,0.009134386666119099,3.097640037536621,678325,0.00073,-812.885498046875,11.48117733001709
97469,7,200.0,3430,683326,2844.75826982,0.00939499493688345,2.546750545501709,680325,0.00073,-815.3174438476562,-10.18733024597168
97756,7,200.0,3440,685326,2878.4510602799996,0.00923182349652052,1.7447848320007324,682325,0.00073,-813.1438598632812,-21.96784210205078
98045,7,200.0,3450,687326,2898.97734291,0.008938886225223541,2.5908501148223877,684325,0.00073,-808.9935913085938,-4.53757381439209
98332,7,200.0,3460,689326,2900.14938521,0.009092148393392563,2.8359456062316895,686325,0.00073,-806.421875,9.884845733642578
98615,7,200.0,3470,691326,2897.4379314099997,0.009108299389481544,2.6910605430603027,688325,0.00073,-813.1636962890625,-1.9017677307128906
98898,7,200.0,3480,693326,2896.2264390100004,0.008954662829637527,3.5711400508880615,690325,0.00073,-813.8890991210938,-0.4656195640563965
99184,7,200.0,3490,695326,2907.18032869,0.009236807934939861,2.4553489685058594,692325,0.00073,-810.2379150390625,10.02440071105957
99469,7,200.0,3500,697326,2923.3237706200002,0.008886412717401981,2.6603498458862305,694325,0.00073,-815.622802734375,6.147210121154785
99756,7,200.0,3510,699326,2914.9023329900006,0.00924964714795351,1.708517074584961,696325,0.00073,-813.9818725585938,-1.0411182641983032
100039,7,200.0,3520,701326,2911.4211289199993,0.009084689430892467,2.613311290740967,698325,0.00073,-808.5320434570312,-0.06952917575836182
100324,7,200.0,3530,703326,2917.440882329999,0.008746106177568436,2.406069755554199,700325,0.00073,-808.2310180664062,-9.24561882019043
100612,7,200.0,3540,705326,2915.4702904500004,0.008499707095324993,2.3494598865509033,702325,0.00073,-805.876708984375,0.5806500911712646
100901,7,200.0,3550,707326,2919.0040546399996,0.008714313618838787,2.077230215072632,704325,0.00073,-817.756591796875,2.6560707092285156
101186,7,200.0,3560,709326,2923.13403595,0.009747401811182499,2.2391562461853027,706325,0.00073,-808.53271484375,-1.572901964187622
101472,7,200.0,3570,711326,2795.00392062,0.009233536198735237,3.136617660522461,708325,0.00073,-805.1387329101562,26.20330047607422
101760,7,200.0,3580,713326,2795.2271092300007,0.00921319518238306,1.8415907621383667,710325,0.00073,-817.54443359375,-9.762009620666504
102046,7,200.0,3590,715326,2786.2860473700002,0.00909346155822277,2.0633959770202637,712325,0.00073,-819.0059814453125,4.760470390319824
102331,7,200.0,3600,717326,2755.79965354,0.009020971134305,3.0855021476745605,714325,0.00073,-815.7901000976562,-1.832421064376831
102617,7,200.0,3610,719326,2774.90174808,0.009068658575415611,4.585746765136719,716325,0.00073,-820.7289428710938,5.449759483337402
102901,7,200.0,3620,721326,2787.2196663699997,0.008964202366769314,3.1502318382263184,718325,0.00073,-829.0818481445312,-24.312795639038086
103187,7,200.0,3630,723326,2751.5170551200004,0.009383175522089005,2.168355941772461,720325,0.00073,-814.3719482421875,-15.029433250427246
103472,7,200.0,3640,725326,2749.3234371400004,0.008930948562920094,2.978529453277588,722325,0.00073,-812.5912475585938,2.599297046661377
103759,7,200.0,3650,727326,2717.1833701799997,0.009108208119869232,4.239638805389404,724325,0.00073,-815.9832763671875,0.5911478996276855
104047,7,200.0,3660,729326,2708.33072242,0.008657819591462612,2.409202814102173,726325,0.00073,-817.462890625,3.418766498565674
104334,7,200.0,3670,731326,2820.9564818300005,0.009385407902300358,3.3407206535339355,728325,0.00073,-813.080810546875,6.471527576446533
104624,7,200.0,3680,733326,2815.85501706,0.00879073515534401,2.006368637084961,730325,0.00073,-817.1702880859375,0.5541983842849731
104918,7,200.0,3690,735326,2822.6570239200005,0.009059837087988853,2.811202049255371,732325,0.00073,-811.518310546875,13.078128814697266
105213,7,200.0,3700,737326,2811.91450375,0.0093333525583148,2.9179584980010986,734325,0.00073,-809.411376953125,-3.9370615482330322
105506,7,200.0,3710,739326,2816.72424121,0.00897816102951765,1.7915258407592773,736325,0.00073,-815.6240844726562,2.5828168392181396
105800,7,200.0,3720,741326,2799.31478074,0.008544985204935074,4.502049446105957,738325,0.00073,-807.4632568359375,-2.47377872467041
106097,7,200.0,3730,743326,2822.95927838,0.009596474468708038,2.181279182434082,740325,0.00073,-813.219970703125,-1.0757176876068115
106393,7,200.0,3740,745326,2826.41392765,0.008747482672333717,1.635227918624878,742325,0.00073,-817.8055419921875,8.577143669128418
106689,7,200.0,3750,747326,2854.5226062,0.00938698835670948,2.779038429260254,744325,0.00073,-809.9415893554688,25.17587661743164
106986,7,200.0,3760,749326,2880.1050579800003,0.009190348908305168,3.624147891998291,746325,0.00073,-821.458984375,-0.3200356960296631
107285,7,200.0,3770,751326,2903.6707538899996,0.00994388572871685,1.8932533264160156,748325,0.00073,-824.1510620117188,3.776238441467285
107583,7,200.0,3780,753326,2869.7451776200005,0.00988074392080307,2.656963348388672,750325,0.00073,-820.9356689453125,11.223581314086914
107879,7,200.0,3790,755326,2869.01018995,0.009318304248154163,2.5567679405212402,752325,0.00073,-816.9053955078125,8.393693923950195
108175,7,200.0,3800,757326,2916.04421283,0.009404285810887814,4.926031589508057,754325,0.00073,-811.6231689453125,7.506124019622803
108470,7,200.0,3810,759326,2904.0851697300004,0.009753408841788769,2.1365535259246826,756325,0.00073,-812.7044067382812,5.618512153625488
108766,6,200.0,3820,761326,2918.6387042000006,0.008886633440852165,2.614560604095459,758325,0.00073,-813.6053466796875,-8.041704177856445
109063,6,200.0,3830,763326,2869.4560540399993,0.009319055825471878,1.7914787530899048,760325,0.00073,-825.2383422851562,1.8615320920944214
109358,6,200.0,3840,765326,2835.3649059599998,0.009932422079145908,2.170464038848877,762325,0.00073,-817.183837890625,8.346845626831055
109655,6,200.0,3850,767326,2832.7005427900003,0.00982158537954092,2.969229221343994,764325,0.00073,-812.666259765625,13.636085510253906
109951,6,200.0,3860,769326,2823.2200648499997,0.009786042384803295,2.2882513999938965,766325,0.00073,-816.2847900390625,-18.088687896728516
110246,6,200.0,3870,771326,2824.5108290500007,0.008928309194743633,2.6004843711853027,768325,0.00073,-815.09716796875,14.515239715576172
110542,6,200.0,3880,773326,2880.492217260001,0.00934053398668766,2.2835941314697266,770325,0.00073,-810.146728515625,11.756824493408203
110840,6,200.0,3890,775326,2891.7329627199997,0.010322216898202896,2.5718369483947754,772325,0.00073,-821.3687744140625,-1.0575202703475952
111135,6,200.0,3900,777326,2869.68904558,0.009339701384305954,2.681962728500366,774325,0.00073,-821.2330932617188,-5.094120025634766
111428,6,200.0,3910,779326,2867.31003922,0.009853074327111244,2.7178845405578613,776325,0.00073,-807.5439453125,11.788809776306152
111724,6,200.0,3920,781326,2856.5559762699995,0.009872384369373322,2.483832359313965,778325,0.00073,-820.218994140625,-12.612702369689941
112024,6,200.0,3930,783326,2909.336676569999,0.010367360897362232,2.3182098865509033,780325,0.00073,-822.8048095703125,-9.630865097045898
112321,6,200.0,3940,785326,2940.1849565700004,0.009753688238561153,2.205042839050293,782325,0.00073,-827.6519165039062,-8.192948341369629
112621,6,200.0,3950,787326,2916.602006700001,0.010190829634666443,3.449314594268799,784325,0.00073,-817.862548828125,18.489084243774414
112916,6,200.0,3960,789326,2932.30258242,0.009746983647346497,2.3837649822235107,786325,0.00073,-825.6685791015625,-13.832725524902344
113210,6,200.0,3970,791326,2865.11770309,0.010212661698460579,2.4859349727630615,788325,0.00073,-833.378173828125,-18.00225067138672
113507,6,200.0,3980,793326,2865.0175211600003,0.010399811901152134,2.7002620697021484,790325,0.00073,-825.5986938476562,-21.741107940673828
113805,6,200.0,3990,795326,2869.0781082999997,0.009685512632131577,2.6042559146881104,792325,0.00073,-830.251220703125,-0.32758212089538574
114103,6,200.0,4000,797326,2907.5445910800004,0.009289432317018509,2.0902342796325684,794325,0.00073,-830.6512451171875,-16.482872009277344
114400,6,200.0,4010,799326,2844.8573162,0.010437658056616783,3.860428810119629,796325,0.00073,-814.4692993164062,15.044309616088867
114697,6,200.0,4020,801326,2795.46229916,0.009994402527809143,7.658940315246582,798325,0.00073,-820.1154174804688,-4.44120979309082
114996,6,200.0,4030,803326,2790.3192116699997,0.01038789190351963,3.3377187252044678,800325,0.00073,-821.438232421875,7.90803861618042
115293,6,200.0,4040,805326,2765.0275077999995,0.01043404545634985,3.186293125152588,802325,0.00073,-818.6838989257812,-2.189744472503662
115591,6,200.0,4050,807326,2793.3578439100006,0.010456767864525318,3.0610547065734863,804325,0.00073,-820.9578247070312,11.872771263122559
115887,6,200.0,4060,809326,2781.48534293,0.010112590156495571,3.614974021911621,806325,0.00073,-821.8140869140625,19.162492752075195
116185,6,200.0,4070,811326,2848.1525765799997,0.010127351619303226,2.980762481689453,808325,0.00073,-819.1658935546875,3.4427151679992676
116480,6,200.0,4080,813326,2840.5741653200007,0.009751088917255402,2.6916017532348633,810325,0.00073,-815.3544921875,26.503854751586914
116779,6,200.0,4090,815326,2817.65412034,0.009954108856618404,3.1981077194213867,812325,0.00073,-823.3307495117188,-6.207137584686279
117073,6,200.0,4100,817326,2810.0030328,0.01084051188081503,2.0592339038848877,814325,0.00073,-824.9522094726562,-1.9377753734588623
117372,6,200.0,4110,819326,2881.57799962,0.010126819834113121,3.1908836364746094,816325,0.00073,-818.1923828125,19.815349578857422
117654,6,199.08,4120,821234,2895.63195882,0.010633311234414577,3.965203046798706,818233,0.00073,-809.314453125,23.93985366821289
117951,6,199.08,4130,823234,2927.58316844,0.010679760947823524,2.856442451477051,820233,0.00073,-829.304443359375,-10.703676223754883
118246,6,199.08,4140,825234,2962.5418523999997,0.011459278874099255,3.3411710262298584,822233,0.00073,-825.9071655273438,-6.784661293029785
118542,6,199.08,4150,827234,2969.0702709600005,0.01094911340624094,3.083674430847168,824233,0.00073,-816.5616455078125,7.953892707824707
118836,6,199.08,4160,829234,2980.8984583699994,0.011777772568166256,2.5425045490264893,826233,0.00073,-822.0720825195312,2.812469482421875
119130,6,199.08,4170,831234,2973.4318716000002,0.010709450580179691,2.789536952972412,828233,0.00073,-829.0452270507812,-8.35270881652832
119424,6,199.08,4180,833234,2963.4522780999996,0.011200434528291225,2.8976967334747314,830233,0.00073,-822.8652954101562,6.16550874710083
