time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss
7,736083,758.5196695200002,7600,104792,100.0,0.009729362092912197,0.44110602140426636,-407.4672546386719,0.00073,733082,22.35091781616211
7,737083,758.1496689199998,7610,104943,100.0,0.009771112352609634,0.3661613166332245,-407.82098388671875,0.00073,734082,-0.0460667610168457
7,738083,758.7103695299999,7620,105094,100.0,0.008036596700549126,0.25416862964630127,-405.27618408203125,0.00073,735082,-1.3579989671707153
7,739083,759.62818555,7630,105247,100.0,0.0070701418444514275,0.3451991677284241,-402.26025390625,0.00073,736082,-3.427964925765991
7,740083,761.36691859,7640,105401,100.0,0.007550515700131655,0.3966125249862671,-400.1884765625,0.00073,737082,6.024515151977539
7,741083,762.3845388899999,7650,105552,100.0,0.006487357895821333,0.24368628859519958,-399.4762268066406,0.00073,738082,-0.759174108505249
7,742083,762.26462797,7660,105707,100.0,0.0068412353284657,0.2673611044883728,-397.23297119140625,0.00073,739082,9.268390655517578
7,743083,759.1654906599998,7670,105863,100.0,0.006730326917022467,0.2789197564125061,-397.89581298828125,0.00073,740082,2.765749216079712
7,744083,758.9450640099999,7680,106017,100.0,0.006842412985861301,0.3070734143257141,-396.8686218261719,0.00073,741082,0.36275315284729004
7,745083,766.06646423,7690,106172,100.0,0.007695523556321859,0.36157822608947754,-396.78582763671875,0.00073,742082,-6.174553871154785
7,746083,770.8937448199999,7700,106325,100.0,0.0069268071092665195,0.19753870368003845,-397.4769592285156,0.00073,743082,-7.699002742767334
7,747083,770.7990682699998,7710,106479,100.0,0.006982346531003714,0.2836492657661438,-397.4052734375,0.00073,744082,2.923306941986084
7,748083,770.82285867,7720,106634,100.0,0.0066797188483178616,0.22977256774902344,-397.3912048339844,0.00073,745082,0.33396434783935547
7,749083,770.80191906,7730,106789,100.0,0.006271775346249342,0.2439044713973999,-396.7702331542969,0.00073,746082,-4.158807277679443
7,750083,770.91537571,7740,106944,100.0,0.00643124571070075,0.19176605343818665,-396.0049133300781,0.00073,747082,-8.692883491516113
7,751083,768.9403897699999,7750,107097,100.0,0.006738904397934675,0.27897125482559204,-396.65887451171875,0.00073,748082,9.737335205078125
7,752083,768.7207237200001,7760,107252,100.0,0.0065114907920360565,0.2364189773797989,-396.6885986328125,0.00073,749082,3.1467838287353516
7,753083,769.0539090299999,7770,107416,100.0,0.00617968337610364,0.4005204439163208,-396.3888244628906,0.00073,750082,4.872077941894531
7,754083,768.7333526900002,7780,107579,100.0,0.006442185025662184,0.2627546191215515,-397.31671142578125,0.00073,751082,9.702560424804688
7,755083,768.82535846,7790,107742,100.0,0.006462059915065765,0.24335764348506927,-397.1503601074219,0.00073,752082,1.4141037464141846
7,756083,768.81251446,7800,107908,100.0,0.006596126593649387,0.45282599329948425,-397.56658935546875,0.00073,753082,6.5813164710998535
7,757083,769.28658478,7810,108073,100.0,0.006490643601864576,0.2118774652481079,-397.4692687988281,0.00073,754082,-0.6156383752822876
7,758083,769.2823685899999,7820,108227,100.0,0.0058590201660990715,0.1871287226676941,-397.5740661621094,0.00073,755082,-0.38174593448638916
