time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,train/actor_loss,train/ent_coef,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef_loss
440,767.71834942,44000,5660,7,100.0,-370.04669189453125,0.06107172742486,0.00073,40999,1.0833759307861328,0.6445701122283936
450,768.04302478,45000,5799,7,100.0,-371.9066162109375,0.05906517803668976,0.00073,41999,1.0051965713500977,0.24714608490467072
460,769.4160104299999,46000,5936,7,100.0,-374.1778259277344,0.05822271853685379,0.00073,42999,0.6699366569519043,-0.10512600094079971
470,769.69944387,47000,6074,7,100.0,-375.2319030761719,0.05540378391742706,0.00073,43999,0.8562694787979126,0.5754890441894531
480,770.0222385899999,48000,6211,7,100.0,-377.87396240234375,0.05584090203046799,0.00073,44999,0.6634604930877686,-0.6688758134841919
490,770.1447033500001,49000,6349,7,100.0,-375.8943176269531,0.05404246225953102,0.00073,45999,0.7912452220916748,0.20241212844848633
500,770.1058514200001,50000,6486,7,100.0,-375.18896484375,0.05370619148015976,0.00073,46999,0.5319425463676453,-0.6104512214660645
510,770.1489975400001,51000,6624,7,100.0,-377.0892639160156,0.05154789984226227,0.00073,47999,0.8348089456558228,-1.0520544052124023
520,770.1900476499999,52000,6763,7,100.0,-379.56707763671875,0.04750198870897293,0.00073,48999,0.622246265411377,-1.4326211214065552
530,770.3497735400001,53000,6904,7,100.0,-377.8123779296875,0.04896852746605873,0.00073,49999,0.45088306069374084,-0.28636789321899414
540,770.38941385,54000,7041,7,100.0,-379.1639099121094,0.049009840935468674,0.00073,50999,0.49878811836242676,-1.8578710556030273
550,770.6704936000002,55000,7179,7,100.0,-379.2567138671875,0.049378179013729095,0.00073,51999,0.8179268836975098,0.7649411559104919
560,770.62942843,56000,7317,7,100.0,-379.41162109375,0.046477049589157104,0.00073,52999,0.5373032689094543,0.3488911986351013
570,770.7904626799999,57000,7452,7,100.0,-379.98260498046875,0.047559455037117004,0.00073,53999,0.6211090087890625,1.1381887197494507
580,770.7483083799999,58000,7590,7,100.0,-377.2415466308594,0.050130318850278854,0.00073,54999,0.7788905501365662,0.6058604121208191
590,770.78599826,59000,7727,7,100.0,-382.16632080078125,0.04822232946753502,0.00073,55999,0.6141459941864014,-0.49262040853500366
600,770.86599545,60000,7868,7,100.0,-381.94720458984375,0.044772010296583176,0.00073,56999,0.5855207443237305,-0.8292398452758789
610,770.9453945700001,61000,8009,7,100.0,-381.3329772949219,0.043823808431625366,0.00073,57999,0.5600587129592896,-0.7922621965408325
620,770.9858166299999,62000,8147,7,100.0,-384.1488952636719,0.04368890821933746,0.00073,58999,0.3917393088340759,-1.61915922164917
630,770.9468896300001,63000,8284,7,100.0,-383.6845703125,0.04401221126317978,0.00073,59999,0.4954555034637451,-2.0380077362060547
640,771.0263372200002,64000,8422,7,100.0,-383.1167907714844,0.04276224970817566,0.00073,60999,0.6816596984863281,-1.296212911605835
650,770.9841052700001,65000,8561,7,100.0,-382.9381408691406,0.041097961366176605,0.00073,61999,0.6416604518890381,-0.6063995957374573
660,771.0650008899997,66000,8699,7,100.0,-384.3008728027344,0.04191572964191437,0.00073,62999,0.41710370779037476,0.4803260266780853
670,771.1065198000001,67000,8839,7,100.0,-383.93975830078125,0.040647752583026886,0.00073,63999,0.46599334478378296,0.5808591246604919
680,771.11017255,68000,8978,7,100.0,-382.21173095703125,0.04123372584581375,0.00073,64999,0.5080814361572266,-0.04912540316581726
690,771.0726370900002,69000,9118,7,100.0,-383.13372802734375,0.03804926574230194,0.00073,65999,0.47231346368789673,0.3690696358680725
700,770.6709409000001,70000,9256,7,100.0,-385.0078430175781,0.038004614412784576,0.00073,66999,0.6773674488067627,0.4286544620990753
710,770.59152299,71000,9395,7,100.0,-384.04205322265625,0.037713177502155304,0.00073,67999,0.6058598756790161,-0.8338208198547363
720,770.5918274300001,72000,9532,7,100.0,-383.7886962890625,0.037451330572366714,0.00073,68999,0.8361933827400208,0.012898005545139313
730,770.6709369700002,73000,9672,7,100.0,-383.462158203125,0.03788185492157936,0.00073,69999,0.4323462247848511,-1.0172301530838013
740,770.6721860700001,74000,9814,7,100.0,-384.8841552734375,0.035908423364162445,0.00073,70999,0.46381282806396484,1.4745256900787354
750,770.4749712199998,75000,9951,7,100.0,-384.4744873046875,0.036504991352558136,0.00073,71999,0.4632921814918518,-0.5476899743080139
760,770.4338546800001,76000,10089,7,100.0,-385.3940124511719,0.035284340381622314,0.00073,72999,0.642411470413208,-1.1097939014434814
770,770.4341343,77000,10229,7,100.0,-383.8961181640625,0.03609289973974228,0.00073,73999,1.1988062858581543,1.2063162326812744
780,770.3924924200002,78000,10367,7,100.0,-383.1159973144531,0.0366937592625618,0.00073,74999,1.1856887340545654,0.7952634692192078
790,770.5132437899998,79000,10508,7,100.0,-385.915283203125,0.035528749227523804,0.00073,75999,0.6145820021629333,-0.4153002202510834
800,770.87640245,80000,10646,7,100.0,-384.8948059082031,0.035152044147253036,0.00073,76999,0.5820707082748413,-0.7617907524108887
810,770.95750555,81000,10785,7,100.0,-386.5867919921875,0.03640877082943916,0.00073,77999,0.8793728947639465,-0.12050121277570724
820,770.9179382099999,82000,10924,7,100.0,-388.1722717285156,0.03550244867801666,0.00073,78999,0.2734587788581848,-1.9555037021636963
830,770.8388649799999,83000,11064,7,100.0,-385.4232177734375,0.034411195665597916,0.00073,79999,1.0926178693771362,-0.05878929793834686
840,770.6792040499998,84000,11202,7,100.0,-387.733642578125,0.03442927449941635,0.00073,80999,0.5121896862983704,-0.6997754573822021
850,770.9185211300002,85000,11342,7,100.0,-385.6363830566406,0.032958805561065674,0.00073,81999,0.4927333891391754,1.0402034521102905
860,770.9202825899999,86000,11481,7,100.0,-388.19927978515625,0.03245154023170471,0.00073,82999,0.42076659202575684,-0.5799469351768494
870,770.87861242,87000,11620,7,100.0,-387.8267517089844,0.03315301239490509,0.00073,83999,0.8180011510848999,-0.5199003219604492
880,770.7582177899999,88000,11759,7,100.0,-387.0624084472656,0.032972026616334915,0.00073,84999,0.6132839322090149,1.2650223970413208
890,770.5985495099999,89000,11898,7,100.0,-387.9120788574219,0.03257889300584793,0.00073,85999,0.43755903840065,-0.13935653865337372
900,770.6790755200002,90000,12037,7,100.0,-387.58221435546875,0.03309168294072151,0.00073,86999,0.3685344457626343,0.3733339309692383
910,770.6786709900001,91000,12176,7,100.0,-386.18646240234375,0.03078196384012699,0.00073,87999,0.39756888151168823,0.5251962542533875
920,770.5992244700001,92000,12315,7,100.0,-387.13385009765625,0.03168480098247528,0.00073,88999,0.5800129771232605,0.4355892539024353
930,770.5981360300002,93000,12455,7,100.0,-385.7307434082031,0.032563403248786926,0.00073,89999,0.5494692921638489,0.05336873233318329
940,770.7178056700001,94000,12593,7,100.0,-388.59027099609375,0.030667416751384735,0.00073,90999,0.3379526734352112,-0.19358472526073456
950,770.63767135,95000,12732,7,100.0,-387.4003601074219,0.03235220909118652,0.00073,91999,0.5257083177566528,-0.6242407560348511
960,770.6786981400002,96000,12871,7,100.0,-386.5146179199219,0.029970230534672737,0.00073,92999,0.7653411626815796,-1.19144868850708
970,770.6391486299998,97000,13011,7,100.0,-388.6829833984375,0.028970031067728996,0.00073,93999,0.29035115242004395,-0.42419686913490295
980,770.7594206699998,98000,13150,7,100.0,-388.3192138671875,0.03122473694384098,0.00073,94999,0.3447951674461365,-0.4589620530605316
990,770.91897289,99000,13290,7,100.0,-388.3243713378906,0.02891293168067932,0.00073,95999,0.3917384743690491,0.17429369688034058
1000,770.87854224,100000,13428,7,100.0,-387.7986755371094,0.02751675620675087,0.00073,96999,0.5125571489334106,0.6255787014961243
1010,770.8795870099999,101000,13572,7,100.0,-386.7814025878906,0.02856493555009365,0.00073,97999,0.6620839834213257,0.29156047105789185
1020,770.9602264399999,102000,13711,7,100.0,-389.7247314453125,0.027437914162874222,0.00073,98999,0.4934009909629822,-0.8021801710128784
1030,771.0405818,103000,13850,7,100.0,-388.9044494628906,0.027870429679751396,0.00073,99999,0.2608563303947449,-1.1408729553222656
1040,771.04188927,104000,13988,7,100.0,-388.1378479003906,0.026637060567736626,0.00073,100999,0.4376071095466614,-0.41721251606941223
1050,771.0836232000001,105000,14127,7,100.0,-387.2845458984375,0.02577654831111431,0.00073,101999,0.2820279598236084,0.24445407092571259
1060,771.08225478,106000,14265,7,100.0,-389.7821350097656,0.025590892881155014,0.00073,102999,0.605933666229248,-0.08586972206830978
1070,771.16227963,107000,14405,7,100.0,-390.1950378417969,0.02796017937362194,0.00073,103999,0.4384716749191284,-1.681070327758789
1080,771.24254522,108000,14545,7,100.0,-391.1133117675781,0.02816551737487316,0.00073,104999,0.4695180058479309,-2.3687572479248047
1090,771.2031383699999,109000,14684,7,100.0,-388.1553649902344,0.02693089284002781,0.00073,105999,0.4173606336116791,2.4710569381713867
1100,771.24285028,110000,14825,7,100.0,-390.39996337890625,0.02828788384795189,0.00073,106999,0.3385677933692932,-1.2454676628112793
1110,771.2422849799998,111000,14966,7,100.0,-388.369873046875,0.023491671308875084,0.00073,107999,0.45662811398506165,-0.31523561477661133
1120,771.2798918699998,112000,15106,7,100.0,-389.5503845214844,0.024724343791604042,0.00073,108999,0.3885454535484314,-0.2045852392911911
1130,771.1991738099999,113000,15247,7,100.0,-390.0707702636719,0.02539384923875332,0.00073,109999,0.40622273087501526,0.4471983313560486
1140,771.19861122,114000,15388,7,100.0,-387.95562744140625,0.02519870176911354,0.00073,110999,0.4781586229801178,-0.1574273705482483
1150,771.19794702,115000,15528,7,100.0,-390.0328063964844,0.02622896246612072,0.00073,111999,0.6151829957962036,0.6383729577064514
1160,771.15864592,116000,15666,7,100.0,-389.7019958496094,0.02232012338936329,0.00073,112999,0.5185872912406921,-0.19649150967597961
1170,771.07859187,117000,15806,7,100.0,-389.64532470703125,0.02539980225265026,0.00073,113999,0.4030313491821289,-0.7428522706031799
1180,771.07965054,118000,15946,7,100.0,-389.6201171875,0.02259797230362892,0.00073,114999,0.8729494214057922,-0.8692827224731445
1190,771.0787710100002,119000,16086,7,100.0,-388.2587890625,0.022615592926740646,0.00073,115999,0.5483721494674683,1.4006786346435547
1200,771.0401637499999,120000,16226,7,100.0,-389.7798767089844,0.020811041817069054,0.00073,116999,0.7177695035934448,0.8329603672027588
1210,771.0403048100001,121000,16366,7,100.0,-390.7574768066406,0.023133758455514908,0.00073,117999,0.268848717212677,-0.9474151134490967
1220,770.9612058799999,122000,16505,7,100.0,-389.74578857421875,0.0225816760212183,0.00073,118999,0.7641279697418213,0.43459534645080566
1230,771.04249643,123000,16644,7,100.0,-389.79559326171875,0.020838594064116478,0.00073,119999,0.36955296993255615,1.5494160652160645
1240,771.0813872599999,124000,16783,7,100.0,-391.1880798339844,0.021440815180540085,0.00073,120999,0.3957999050617218,-1.0759637355804443
1250,770.9604108800002,125000,16922,7,100.0,-390.48291015625,0.020896753296256065,0.00073,121999,0.49056166410446167,-0.9276766777038574
1260,770.8793217400001,126000,17063,7,100.0,-390.7767028808594,0.020686939358711243,0.00073,122999,0.6418237686157227,0.18015027046203613
1270,770.9168557199998,127000,17204,7,100.0,-390.76129150390625,0.020568860694766045,0.00073,123999,0.6780518889427185,-0.33397212624549866
1280,770.8734199,128000,17343,7,100.0,-390.46075439453125,0.023245446383953094,0.00073,124999,0.2468017339706421,0.03119945526123047
1290,770.91205033,129000,17483,7,100.0,-391.58270263671875,0.022273508831858635,0.00073,125999,0.2477467805147171,0.3687761723995209
1300,770.9084819300001,130000,17623,7,100.0,-391.2141418457031,0.01732819341123104,0.00073,126999,0.6974706649780273,0.5733248591423035
1310,770.78610993,131000,17763,7,100.0,-391.1253967285156,0.02004808746278286,0.00073,127999,0.328888863325119,0.5194947719573975
1320,770.8661507099999,132000,17902,7,100.0,-392.4202575683594,0.018799416720867157,0.00073,128999,0.5077025890350342,-0.05127330124378204
1330,770.86488549,133000,18042,7,100.0,-390.73675537109375,0.02132624201476574,0.00073,129999,0.42698490619659424,2.623016834259033
1340,770.82448509,134000,18182,7,100.0,-390.4176330566406,0.01764584705233574,0.00073,130999,0.5323393940925598,0.7091982960700989
1350,770.8642030500002,135000,18321,7,100.0,-391.28619384765625,0.019987786188721657,0.00073,131999,0.3906715214252472,1.0203534364700317
1360,770.9056025599999,136000,18463,7,100.0,-391.5123291015625,0.01992935687303543,0.00073,132999,0.29289576411247253,-2.350918769836426
1370,770.90921533,137000,18605,7,100.0,-390.416015625,0.02033345401287079,0.00073,133999,0.753517746925354,0.4921397566795349
1380,770.9111740500001,138000,18746,7,100.0,-391.11785888671875,0.01966840587556362,0.00073,134999,0.5907303690910339,0.9503183364868164
1390,770.8722316300002,139000,18887,7,100.0,-389.7307434082031,0.019644111394882202,0.00073,135999,0.5521957874298096,1.9225738048553467
1400,770.8735463700001,140000,19027,7,100.0,-393.3757019042969,0.019618429243564606,0.00073,136999,0.2130429446697235,-1.2359246015548706
1410,770.99462327,141000,19166,7,100.0,-392.2345275878906,0.01895546168088913,0.00073,137999,0.2506537139415741,-0.20675057172775269
1420,770.9950686100002,142000,19307,7,100.0,-392.52899169921875,0.017636409029364586,0.00073,138999,0.6931607723236084,0.7877508401870728
1430,770.9969985800002,143000,19446,7,100.0,-391.8456115722656,0.020969590172171593,0.00073,139999,0.4533942937850952,0.02750059962272644
1440,770.95840825,144000,19585,7,100.0,-392.6214904785156,0.019373750314116478,0.00073,140999,0.7740945816040039,-1.1012895107269287
1450,770.998644,145000,19724,7,100.0,-392.1178894042969,0.01701447367668152,0.00073,141999,0.41374698281288147,0.9289946556091309
1460,771.07980887,146000,19863,7,100.0,-391.04144287109375,0.020889336243271828,0.00073,142999,0.2885845899581909,3.102205991744995
1470,771.11879997,147000,20002,7,100.0,-392.2216796875,0.017995527014136314,0.00073,143999,0.388761430978775,-0.8399398326873779
1480,771.07977695,148000,20143,7,100.0,-390.8394775390625,0.02017376944422722,0.00073,144999,0.5810409784317017,-0.9209617376327515
1490,771.0792783199998,149000,20283,7,100.0,-392.435791015625,0.016298510134220123,0.00073,145999,0.23995192348957062,1.5375341176986694
1500,771.08097643,150000,20422,7,100.0,-391.8152770996094,0.01720799319446087,0.00073,146999,0.6389237642288208,2.5244171619415283
1510,771.04062281,151000,20562,7,100.0,-392.45062255859375,0.018490664660930634,0.00073,147999,0.5564420223236084,0.3246990740299225
1520,771.0421649399999,152000,20702,7,100.0,-391.9927978515625,0.018245259299874306,0.00073,148999,0.7070010900497437,-0.464348703622818
1530,771.04091232,153000,20842,7,100.0,-390.99993896484375,0.017208756878972054,0.00073,149999,0.6336919069290161,1.9015538692474365
1540,771.00214017,154000,20983,7,100.0,-392.5729675292969,0.017403772100806236,0.00073,150999,0.6094921827316284,-1.9532041549682617
1550,770.9217254800001,155000,21123,7,100.0,-392.72955322265625,0.021544935181736946,0.00073,151999,0.4858418107032776,-0.46673890948295593
1560,770.9194245499999,156000,21264,7,100.0,-393.4857482910156,0.019065095111727715,0.00073,152999,0.9278241395950317,0.2103244662284851
1570,770.84047572,157000,21405,7,100.0,-392.44696044921875,0.016985809430480003,0.00073,153999,0.34465304017066956,-0.6225894689559937
1580,770.8817292000001,158000,21549,7,100.0,-391.8875732421875,0.016688527539372444,0.00073,154999,0.8885619640350342,0.719825029373169
1590,770.9240078099999,159000,21690,7,100.0,-392.2469177246094,0.016572700813412666,0.00073,155999,0.448555052280426,0.16971051692962646
1600,770.9632947599999,160000,21831,7,100.0,-392.89874267578125,0.019342411309480667,0.00073,156999,0.5357879400253296,-0.25469160079956055
1610,771.04403118,161000,21973,7,100.0,-391.36444091796875,0.018207348883152008,0.00073,157999,0.5801849961280823,2.571732997894287
1620,771.0050783400001,162000,22114,7,100.0,-392.1190490722656,0.01719597727060318,0.00073,158999,0.7043053507804871,0.08964741230010986
1630,771.0059267,163000,22255,7,100.0,-391.9432373046875,0.016855891793966293,0.00073,159999,0.3978084623813629,-2.039773464202881
1640,771.005553,164000,22396,7,100.0,-393.54705810546875,0.016563046723604202,0.00073,160999,0.4490344524383545,-1.3539636135101318
1650,771.1663481600001,165000,22540,7,100.0,-391.1658630371094,0.016187142580747604,0.00073,161999,0.2822485566139221,1.1525146961212158
1660,771.167276,166000,22681,7,100.0,-393.1924743652344,0.015204948373138905,0.00073,162999,0.7126168012619019,0.4066590964794159
1670,771.16419437,167000,22822,7,100.0,-392.2521667480469,0.015682736411690712,0.00073,163999,0.31586724519729614,0.7037625312805176
1680,771.2017527500002,168000,22964,7,100.0,-393.0257568359375,0.01713722012937069,0.00073,164999,0.26706811785697937,1.8482757806777954
1690,771.2007966100001,169000,23106,7,100.0,-393.8692932128906,0.015045967884361744,0.00073,165999,0.39432862401008606,0.14270296692848206
1700,771.1998662399998,170000,23248,7,100.0,-394.8193359375,0.015688180923461914,0.00073,166999,0.3677801489830017,-4.008594512939453
1710,771.20006383,171000,23390,7,100.0,-392.6446533203125,0.017020462080836296,0.00073,167999,0.37034451961517334,-1.1816139221191406
1720,771.07896079,172000,23532,7,100.0,-391.82354736328125,0.015145611949265003,0.00073,168999,0.40417730808258057,0.8562588095664978
1730,770.8792835500001,173000,23674,7,100.0,-393.30364990234375,0.01654079742729664,0.00073,169999,0.2655159831047058,0.501136302947998
1740,770.9186112599999,174000,23814,7,100.0,-393.7445983886719,0.016400912776589394,0.00073,170999,0.7686131000518799,2.253394365310669
1750,770.83846537,175000,23955,7,100.0,-393.2425537109375,0.014265138655900955,0.00073,171999,0.4578946828842163,0.8948391079902649
1760,770.6778378099999,176000,24098,7,100.0,-394.2275695800781,0.014863438904285431,0.00073,172999,0.5312080383300781,-0.3827384114265442
1770,770.6400193300001,177000,24242,7,100.0,-394.3432922363281,0.014944982714951038,0.00073,173999,0.9009672403335571,-0.4432683289051056
1780,770.56011478,178000,24383,7,100.0,-394.1843566894531,0.015392948873341084,0.00073,174999,0.2853061854839325,-0.48331350088119507
1790,770.5199415499999,179000,24525,7,100.0,-393.7799072265625,0.014891332946717739,0.00073,175999,0.14892816543579102,-4.438314437866211
1800,770.4803245299997,180000,24666,7,100.0,-392.4649963378906,0.014148255810141563,0.00073,176999,0.9402478933334351,4.742919921875
1810,770.4770064599999,181000,24807,7,100.0,-392.9067687988281,0.016849752515554428,0.00073,177999,0.3142780661582947,0.32733944058418274
1820,770.55572948,182000,24948,7,100.0,-394.2507629394531,0.01408694963902235,0.00073,178999,0.7483313679695129,1.067858099937439
1830,770.6747981700001,183000,25089,7,100.0,-393.0345153808594,0.014712735079228878,0.00073,179999,0.706609845161438,-0.13829320669174194
1840,770.7570527100002,184000,25231,7,100.0,-393.02471923828125,0.015529612079262733,0.00073,180999,0.2562653422355652,-0.6999177932739258
1850,770.7562641400001,185000,25373,7,100.0,-393.92486572265625,0.013462637551128864,0.00073,181999,0.6450087428092957,0.5104770660400391
1860,770.8353664500002,186000,25513,7,100.0,-392.29620361328125,0.013292628340423107,0.00073,182999,0.23053929209709167,2.088921070098877
1870,770.9144438300002,187000,25656,7,100.0,-394.1437683105469,0.015813827514648438,0.00073,183999,0.7967496514320374,-2.5153119564056396
1880,770.83425279,188000,25798,7,100.0,-394.108154296875,0.015874886885285378,0.00073,184999,0.36120373010635376,-2.0629360675811768
1890,770.67235868,189000,25939,7,100.0,-394.4857177734375,0.01372343860566616,0.00073,185999,0.7377889156341553,0.1035609245300293
1900,770.4659087399999,190000,26081,7,100.0,-395.24005126953125,0.014600752852857113,0.00073,186999,0.38906800746917725,-2.803804397583008
1910,770.3864040599999,191000,26222,7,100.0,-394.5793151855469,0.015174216590821743,0.00073,187999,0.7359194755554199,-0.5639611482620239
1920,770.4214166500001,192000,26364,7,100.0,-393.72760009765625,0.015465106815099716,0.00073,188999,1.4481202363967896,1.3634334802627563
1930,770.4592040600002,193000,26506,7,100.0,-394.2618408203125,0.015678055584430695,0.00073,189999,0.545554518699646,-1.4416477680206299
1940,770.4147836999999,194000,26646,7,100.0,-395.495849609375,0.013435580767691135,0.00073,190999,0.30934613943099976,-1.2960296869277954
1950,770.3769368399999,195000,26786,7,100.0,-395.25006103515625,0.01626587100327015,0.00073,191999,0.21632204949855804,-3.438784122467041
1960,770.4591034899998,196000,26927,7,100.0,-394.0999755859375,0.015871291980147362,0.00073,192999,0.333561509847641,-2.252031087875366
1970,770.4611119200001,197000,27069,7,100.0,-394.0193176269531,0.013838679529726505,0.00073,193999,0.36738812923431396,-1.1483408212661743
1980,770.5820934299998,198000,27211,7,100.0,-394.3832702636719,0.01269750576466322,0.00073,194999,0.4722488820552826,-2.7993712425231934
1990,770.7007286799999,199000,27354,7,100.0,-395.13336181640625,0.0142912482842803,0.00073,195999,0.12384826689958572,-1.1810389757156372
2000,770.9047235500001,200000,27497,7,100.0,-394.79632568359375,0.011470983736217022,0.00073,196999,0.48504990339279175,2.0349512100219727
2010,770.9884430300002,201000,27637,7,100.0,-395.3841247558594,0.014141349121928215,0.00073,197999,0.32723933458328247,-1.9120618104934692
2020,771.0310736900001,202000,27780,7,100.0,-394.9129943847656,0.015241330489516258,0.00073,198999,0.2566657066345215,-1.8680880069732666
2030,771.0748169399999,203000,27921,7,100.0,-394.468994140625,0.013864055275917053,0.00073,199999,0.5729596614837646,-0.8539794683456421
2040,771.0367031599999,204000,28063,7,100.0,-393.5671081542969,0.012974715791642666,0.00073,200999,0.1996230185031891,-0.34004199504852295
2050,771.11625197,205000,28204,7,100.0,-395.0635986328125,0.012682045809924603,0.00073,201999,0.4231134057044983,-1.6949609518051147
2060,771.1120396499999,206000,28346,7,100.0,-393.44805908203125,0.013775095343589783,0.00073,202999,0.5128783583641052,0.5285047888755798
2070,771.1466267399999,207000,28487,7,100.0,-392.9293212890625,0.016583237797021866,0.00073,203999,0.5466278791427612,2.783519983291626
2080,771.1456563500001,208000,28628,7,100.0,-394.400146484375,0.014110869728028774,0.00073,204999,0.4014018476009369,-0.4402095079421997
2090,771.18609524,209000,28768,7,100.0,-394.0798034667969,0.014164362102746964,0.00073,205999,0.3763285279273987,-1.1378952264785767
2100,771.1873641600001,210000,28909,7,100.0,-393.649169921875,0.013110078871250153,0.00073,206999,0.4758113622665405,0.7108113765716553
