time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/ent_coef,train/learning_rate,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/n_updates
3370,100.0,337000,44686,-188.58849842999993,7,0.004392019473016262,0.00073,0.4817630350589752,77.64789581298828,4.550310134887695,333999
3380,100.0,338000,44823,-191.93716356000002,7,0.00426082918420434,0.00073,0.49587756395339966,76.64884948730469,-2.8789939880371094,334999
3390,100.0,339000,44959,-191.18496206999995,7,0.004253494553267956,0.00073,0.5101206302642822,75.70466613769531,2.1761417388916016,335999
3400,100.0,340000,45095,-192.32238980999998,7,0.004326305352151394,0.00073,0.5181190967559814,77.24040222167969,2.834169626235962,336999
3410,100.0,341000,45229,-193.15601133000004,7,0.004247453063726425,0.00073,0.4778836965560913,75.64006042480469,0.9044898748397827,337999
3420,100.0,342000,45365,-193.83605138000007,7,0.004186170641332865,0.00073,0.5696715712547302,76.70350646972656,-7.330710411071777,338999
3430,100.0,343000,45500,-192.6606035,7,0.004234219901263714,0.00073,0.509186863899231,75.50226593017578,0.46416211128234863,339999
3440,100.0,344000,45635,-192.74440675999998,7,0.004165915306657553,0.00073,0.5331218838691711,76.15299224853516,3.9890308380126953,340999
3450,100.0,345000,45772,-193.7030717,7,0.004075047094374895,0.00073,0.4118993282318115,76.66130828857422,-2.3600871562957764,341999
3460,100.0,346000,45908,-193.33015142000005,7,0.003971887286752462,0.00073,0.477567195892334,77.11589813232422,4.879140853881836,342999
3470,100.0,347000,46044,-195.00512870000003,7,0.004019363783299923,0.00073,0.5223513841629028,75.03668212890625,-0.7890450358390808,343999
3480,100.0,348000,46180,-192.42401783000003,7,0.00402124272659421,0.00073,0.360452800989151,76.83120727539062,-7.077374458312988,344999
3490,100.0,349000,46315,-191.95926068,7,0.003945035394281149,0.00073,0.41519695520401,78.28580474853516,-0.9138160943984985,345999
3500,100.0,350000,46450,-191.40846191999998,7,0.003957673907279968,0.00073,0.44817739725112915,79.52374267578125,3.5272531509399414,346999
3510,100.0,351000,46587,-189.88655847,7,0.0039625344797968864,0.00073,0.46289241313934326,77.20768737792969,-11.956409454345703,347999
3520,100.0,352000,46721,-186.63422684999998,7,0.003944850992411375,0.00073,0.3587573170661926,77.00418853759766,9.009507179260254,348999
3530,100.0,353000,46856,-188.53897271000002,7,0.0038980741519480944,0.00073,0.5162088871002197,76.92403411865234,-3.399618625640869,349999
3540,100.0,354000,46993,-188.58004502,7,0.00410534767434001,0.00073,0.45348915457725525,76.39039611816406,-8.654748916625977,350999
3550,100.0,355000,47129,-187.27133999999998,7,0.004033746663480997,0.00073,0.4657270610332489,73.59375,-3.0967211723327637,351999
3560,100.0,356000,47266,-188.74424168,7,0.004176588263362646,0.00073,0.45735567808151245,78.51235961914062,-3.304548740386963,352999
3570,100.0,357000,47403,-187.80484528999997,7,0.004172597546130419,0.00073,0.45412760972976685,77.052001953125,-9.72592830657959,353999
3580,100.0,358000,47540,-188.07040634,7,0.0041713104583323,0.00073,0.435580313205719,77.74807739257812,-7.103451728820801,354999
3590,100.0,359000,47677,-186.53417350999996,7,0.0038839878980070353,0.00073,0.42533957958221436,75.5434799194336,8.996129035949707,355999
3600,100.0,360000,47814,-188.24649430000002,7,0.004134464077651501,0.00073,0.4136695861816406,74.52007293701172,-4.125470161437988,356999
3610,100.0,361000,47951,-190.24834408000004,7,0.0039671421982347965,0.00073,0.4137784242630005,74.3414535522461,4.74182653427124,357999
3620,100.0,362000,48089,-193.39855913,7,0.004079773556441069,0.00073,0.3971710801124573,74.95374298095703,-9.98318862915039,358999
3630,100.0,363000,48226,-193.36293619,7,0.003968945238739252,0.00073,0.4793764352798462,74.90355682373047,-0.421305775642395,359999
3640,100.0,364000,48362,-193.97283611000003,7,0.004107391927391291,0.00073,0.49997684359550476,75.00596618652344,4.0276713371276855,360999
3650,100.0,365000,48498,-196.6712711,7,0.004175152629613876,0.00073,0.44065332412719727,75.84394836425781,-1.2926701307296753,361999
3660,100.0,366000,48634,-196.15316248000002,7,0.004161277785897255,0.00073,0.4533753991127014,76.92131805419922,-0.360384464263916,362999
3670,100.0,367000,48770,-195.77300746,7,0.004020788241177797,0.00073,0.47696441411972046,73.8370590209961,-8.433235168457031,363999
3680,100.0,368000,48906,-195.84598459,7,0.004180535674095154,0.00073,0.5156571865081787,74.36003112792969,-8.845136642456055,364999
3690,100.0,369000,49042,-197.02924423000002,7,0.004156916402280331,0.00073,0.46787360310554504,75.82564544677734,-3.6964359283447266,365999
3700,100.0,370000,49178,-196.50824543,7,0.004208764061331749,0.00073,0.4145658016204834,75.14013671875,-13.654501914978027,366999
3710,100.0,371000,49314,-195.51673334999995,7,0.004373138304799795,0.00073,0.45024991035461426,73.65258026123047,-12.179110527038574,367999
3720,100.0,372000,49449,-195.82505009,7,0.0042519839480519295,0.00073,0.5196043252944946,70.56700134277344,-0.9588778018951416,368999
3730,100.0,373000,49584,-195.77252561999998,7,0.004268939141184092,0.00073,0.38785862922668457,73.32524108886719,0.9205814003944397,369999
3740,100.0,374000,49720,-195.88067666000003,7,0.004174945876002312,0.00073,0.45246613025665283,73.71998596191406,19.908716201782227,370999
3750,100.0,375000,49854,-193.78775170999998,7,0.004449702799320221,0.00073,0.3779207468032837,72.41803741455078,-10.14892292022705,371999
3760,100.0,376000,49989,-194.45752638999994,7,0.0043191490694880486,0.00073,0.4928719401359558,72.40077209472656,3.297374725341797,372999
3770,100.0,377000,50124,-195.11151830000003,7,0.004222531337291002,0.00073,0.48469704389572144,74.1781005859375,1.9836745262145996,373999
3780,100.0,378000,50259,-195.88328958999998,7,0.004246055614203215,0.00073,0.5271422863006592,71.43529510498047,6.845711708068848,374999
3790,100.0,379000,50394,-196.12675266999997,7,0.004057126585394144,0.00073,0.46976763010025024,74.41484069824219,-16.18137550354004,375999
3800,100.0,380000,50530,-194.34075511,7,0.004310188814997673,0.00073,0.3615149259567261,74.81745910644531,-10.984322547912598,376999
3810,100.0,381000,50666,-193.21690245000002,7,0.004435759037733078,0.00073,0.5295088887214661,72.65084075927734,-3.6950149536132812,377999
3820,100.0,382000,50802,-191.61865346,7,0.00416685501113534,0.00073,0.4126715660095215,70.76275634765625,-12.701118469238281,378999
3830,100.0,383000,50938,-190.51674552000003,7,0.00428174389526248,0.00073,0.5269894003868103,69.52398681640625,-4.15991735458374,379999
3840,100.0,384000,51072,-188.86852844,7,0.004234724678099155,0.00073,0.45975029468536377,70.31594848632812,-7.818492412567139,380999
3850,100.0,385000,51207,-189.91151677000005,7,0.004197598434984684,0.00073,0.5235368013381958,71.67916870117188,12.170639038085938,381999
3860,100.0,386000,51345,-190.00641861,7,0.004133890382945538,0.00073,0.42186471819877625,70.3400650024414,9.707329750061035,382999
3870,100.0,387000,51480,-190.14117058000002,7,0.004281674511730671,0.00073,0.4202467203140259,73.62983703613281,-6.664348125457764,383999
3880,100.0,388000,51615,-191.46774756999994,7,0.004144262056797743,0.00073,0.45618492364883423,73.39413452148438,6.7209153175354,384999
3890,100.0,389000,51755,-191.67423980000004,7,0.0041592721827328205,0.00073,0.46431028842926025,72.23951721191406,-8.227731704711914,385999
3900,100.0,390000,51891,-193.41494038999997,7,0.004131949041038752,0.00073,0.4171251058578491,73.43270874023438,-14.722742080688477,386999
3910,100.0,391000,52026,-194.56685128,7,0.004087149631232023,0.00073,0.4303237795829773,73.69281768798828,-16.240135192871094,387999
3920,100.0,392000,52161,-194.24223808999994,7,0.004019992891699076,0.00073,0.40179359912872314,70.11104583740234,15.091360092163086,388999
3930,100.0,393000,52296,-195.87326375000004,7,0.004082328639924526,0.00073,0.4626021385192871,72.72784423828125,-1.2846970558166504,389999
3940,100.0,394000,52431,-197.68478422000004,7,0.004206809680908918,0.00073,0.4468879699707031,74.49246215820312,-0.2634086608886719,390999
3950,100.0,395000,52565,-196.39477341999998,7,0.004008573014289141,0.00073,0.45743411779403687,69.87370300292969,11.166244506835938,391999
3960,100.0,396000,52699,-195.22542835000002,7,0.004200153052806854,0.00073,0.4838613271713257,71.96204376220703,-1.307283639907837,392999
3970,100.0,397000,52835,-194.37504841999998,7,0.004035176243633032,0.00073,0.548781156539917,69.53973388671875,10.745467185974121,393999
3980,100.0,398000,52973,-193.77808057999994,7,0.004138838965445757,0.00073,0.45900392532348633,69.96626281738281,0.9027624130249023,394999
3990,100.0,399000,53109,-192.93957622999994,7,0.004100515507161617,0.00073,0.42874979972839355,70.9549789428711,6.506605625152588,395999
4000,100.0,400000,53246,-191.43802956,7,0.004118476994335651,0.00073,0.5079630017280579,69.93213653564453,5.489763259887695,396999
4010,100.0,401000,53383,-192.52628549000005,7,0.004173303488641977,0.00073,0.408760666847229,68.47179412841797,5.834010601043701,397999
4020,100.0,402000,53519,-193.99606007,7,0.00414700573310256,0.00073,0.3872605860233307,69.8256607055664,-12.006881713867188,398999
4030,100.0,403000,53656,-193.16898781,7,0.004167960025370121,0.00073,0.5008063316345215,71.16763305664062,-8.858994483947754,399999
4040,100.0,404000,53792,-193.63475117000002,7,0.004288012627512217,0.00073,0.44869402050971985,69.6727294921875,16.75567626953125,400999
4050,100.0,405000,53927,-195.16732661999998,7,0.004205568227916956,0.00073,0.48966410756111145,72.65039825439453,-8.274042129516602,401999
4060,100.0,406000,54063,-193.33068735999998,7,0.00411551259458065,0.00073,0.4380718469619751,71.28641510009766,-9.374923706054688,402999
4070,100.0,407000,54198,-193.84027079999998,7,0.0041184257715940475,0.00073,0.46420568227767944,68.4764633178711,7.868308067321777,403999
4080,100.0,408000,54335,-193.27081110999998,7,0.004202192183583975,0.00073,0.4826946258544922,70.62942504882812,-1.835597038269043,404999
4090,100.0,409000,54470,-194.19348599999998,7,0.004130205605179071,0.00073,0.4247460961341858,71.09211730957031,0.5129380226135254,405999
4100,100.0,410000,54607,-194.52912093000003,7,0.004120598081499338,0.00073,0.4587612748146057,72.02340698242188,12.616050720214844,406999
4110,100.0,411000,54742,-193.23407603999996,7,0.004107562359422445,0.00073,0.43918120861053467,72.27609252929688,6.3148040771484375,407999
4120,100.0,412000,54878,-192.76876627000001,7,0.004228680860251188,0.00073,0.37557491660118103,72.66775512695312,-6.968404293060303,408999
4130,100.0,413000,55014,-192.10010047,7,0.004176118411123753,0.00073,0.47198569774627686,71.51251983642578,13.730379104614258,409999
4140,100.0,414000,55151,-191.59921243,7,0.004199648275971413,0.00073,0.3804872930049896,68.8958740234375,0.41399717330932617,410999
4150,100.0,415000,55288,-190.96703803,7,0.0040949368849396706,0.00073,0.41887426376342773,71.14787292480469,-4.927501201629639,411999
4160,100.0,416000,55424,-193.92818911000003,7,0.004282097332179546,0.00073,0.46258777379989624,73.05908966064453,-9.308890342712402,412999
4170,100.0,417000,55561,-193.10092198999996,7,0.004181564319878817,0.00073,0.6012203097343445,69.814697265625,8.26591682434082,413999
4180,100.0,418000,55696,-193.18782216,7,0.004226415418088436,0.00073,0.4018508195877075,69.70532989501953,-10.121112823486328,414999
4190,100.0,419000,55833,-193.07984778,7,0.004137641284614801,0.00073,0.39791035652160645,69.85037994384766,-3.652311325073242,415999
4200,100.0,420000,55971,-191.75588417,7,0.004053585696965456,0.00073,0.439788818359375,69.72490692138672,9.636067390441895,416999
4210,100.0,421000,56107,-191.08190804999998,7,0.0040352242067456245,0.00073,0.40794265270233154,71.46627807617188,1.0801111459732056,417999
4220,100.0,422000,56243,-192.10421019,7,0.004047333728522062,0.00073,0.49776583909988403,72.45759582519531,3.810972213745117,418999
4230,100.0,423000,56379,-193.31909502999994,7,0.003969094716012478,0.00073,0.3910500407218933,70.86449432373047,14.496979713439941,419999
4240,100.0,424000,56516,-193.29926476000003,7,0.004009442403912544,0.00073,0.39647191762924194,69.09866333007812,1.2962768077850342,420999
4250,100.0,425000,56652,-191.6260317,7,0.004102940671145916,0.00073,0.43104153871536255,67.834228515625,19.56028175354004,421999
4260,100.0,426000,56788,-191.20480356,7,0.004024244844913483,0.00073,0.4225581884384155,69.83829498291016,-0.34212005138397217,422999
4270,100.0,427000,56922,-191.93461897999998,7,0.004174631088972092,0.00073,0.462463915348053,70.39336395263672,16.877246856689453,423999
4280,100.0,428000,57058,-190.96708856000004,7,0.004186086822301149,0.00073,0.4022396206855774,70.70005798339844,-6.68194580078125,424999
4290,100.0,429000,57193,-190.42326613999998,7,0.004218613263219595,0.00073,0.6061857342720032,68.19596862792969,-1.9508041143417358,425999
4300,100.0,430000,57329,-191.75235450000002,7,0.00418218644335866,0.00073,0.434277206659317,70.94706726074219,-3.575336456298828,426999
4310,100.0,431000,57464,-190.85968925999998,7,0.0042310794815421104,0.00073,0.5485188364982605,70.26473999023438,-9.420723915100098,427999
4320,100.0,432000,57601,-189.97302251000005,7,0.004167731385678053,0.00073,0.4874591827392578,67.41072082519531,-6.982464790344238,428999
4330,100.0,433000,57736,-188.84806501000003,7,0.004292040131986141,0.00073,0.46527841687202454,65.61491394042969,3.1724700927734375,429999
4340,100.0,434000,57872,-189.99814496999997,7,0.004155818838626146,0.00073,0.46825698018074036,69.45854949951172,1.7296853065490723,430999
4350,100.0,435000,58009,-190.53685404999996,7,0.0040770024061203,0.00073,0.4528757333755493,68.94815063476562,-2.420358180999756,431999
4360,100.0,436000,58146,-188.81412519000003,7,0.004063680302351713,0.00073,0.5593307018280029,70.91976928710938,1.1792333126068115,432999
4370,100.0,437000,58283,-188.41461289,7,0.004257143009454012,0.00073,0.4292759299278259,68.49793243408203,-0.5781803131103516,433999
4380,100.0,438000,58420,-188.89245872999996,7,0.0042505040764808655,0.00073,0.434650182723999,67.90778350830078,-1.5583951473236084,434999
4390,100.0,439000,58556,-188.36884079000004,7,0.0042375484481453896,0.00073,0.42725449800491333,72.33148193359375,-8.826552391052246,435999
4400,100.0,440000,58693,-188.04738948,7,0.004253843799233437,0.00073,0.3862917423248291,65.1841812133789,12.24565315246582,436999
4410,100.0,441000,58830,-187.56510422,7,0.0042142001911997795,0.00073,0.47436773777008057,67.07756805419922,-10.597381591796875,437999
4420,100.0,442000,58968,-186.62351057999996,7,0.004319596104323864,0.00073,0.4946330785751343,67.07554626464844,-9.722766876220703,438999
4430,100.0,443000,59103,-186.68791300000004,7,0.004053904674947262,0.00073,0.44051697850227356,65.7639389038086,0.04646730422973633,439999
4440,100.0,444000,59241,-183.50931031000005,7,0.004129429813474417,0.00073,0.42436468601226807,67.42479705810547,2.491077423095703,440999
4450,100.0,445000,59378,-183.96932778,7,0.004235797096043825,0.00073,0.4177459478378296,69.40177154541016,1.020763635635376,441999
4460,100.0,446000,59515,-185.88603252000004,7,0.004236364271491766,0.00073,0.46056032180786133,66.75840759277344,10.391143798828125,442999
4470,100.0,447000,59652,-186.52279918,7,0.0042583937756717205,0.00073,0.4651293158531189,67.35905456542969,-6.145157337188721,443999
4480,100.0,448000,59788,-187.25218711000002,7,0.004137944895774126,0.00073,0.4891347885131836,66.95204162597656,-1.5576107501983643,444999
4490,100.0,449000,59924,-189.08377198,7,0.004280955996364355,0.00073,0.39932382106781006,67.77162170410156,16.152912139892578,445999
4500,100.0,450000,60061,-190.09928465999997,7,0.0040799700655043125,0.00073,0.4377806782722473,67.98224639892578,0.9981087446212769,446999
4510,100.0,451000,60197,-192.25487945999998,7,0.004217957612127066,0.00073,0.40738755464553833,66.44401550292969,12.216315269470215,447999
4520,100.0,452000,60334,-193.34408392999998,7,0.004156244918704033,0.00073,0.45260119438171387,69.70130920410156,-17.847890853881836,448999
4530,100.0,453000,60471,-193.85459558000002,7,0.003995426464825869,0.00073,0.44829946756362915,70.61296081542969,9.509527206420898,449999
4540,100.0,454000,60609,-195.86171232,7,0.004211759194731712,0.00073,0.39902564883232117,69.99644470214844,3.325733184814453,450999
4550,100.0,455000,60745,-195.83012427999998,7,0.004145465325564146,0.00073,0.5592541694641113,68.25382995605469,0.44696474075317383,451999
4560,100.0,456000,60881,-194.61895237999997,7,0.003981858026236296,0.00073,0.6147345304489136,69.77529907226562,3.3646981716156006,452999
4570,100.0,457000,61017,-193.44809911000004,7,0.004229411017149687,0.00073,0.3428277373313904,67.74192810058594,-10.043718338012695,453999
4580,100.0,458000,61153,-191.97919426000004,7,0.00416752090677619,0.00073,0.4955655336380005,68.6556625366211,-7.995525360107422,454999
4590,100.0,459000,61290,-191.15970218,7,0.004187362734228373,0.00073,0.48780322074890137,68.52790832519531,-6.679080963134766,455999
4600,100.0,460000,61429,-191.03132587999997,7,0.004287948831915855,0.00073,0.44173166155815125,70.47396850585938,-6.625186920166016,456999
4610,100.0,461000,61565,-187.09967538,7,0.004426417872309685,0.00073,0.4049210548400879,69.22148132324219,-6.98253870010376,457999
4620,100.0,462000,61702,-187.64684956000005,7,0.004417384974658489,0.00073,0.436698853969574,66.803955078125,6.331996917724609,458999
4630,100.0,463000,61840,-185.69047069,7,0.0045369160361588,0.00073,0.4363146424293518,68.04630279541016,-1.881237268447876,459999
4640,100.0,464000,61976,-184.79343538999998,7,0.004690723959356546,0.00073,0.5197126865386963,64.75865936279297,12.432733535766602,460999
4650,100.0,465000,62113,-185.48527374000003,7,0.004606819711625576,0.00073,0.5581541657447815,67.97280883789062,10.868795394897461,461999
4660,100.0,466000,62249,-187.33614789,7,0.00459651555866003,0.00073,0.5354194641113281,66.59724426269531,-2.582321882247925,462999
4670,100.0,467000,62385,-188.07488693,7,0.00484833400696516,0.00073,0.7485631704330444,65.01123809814453,6.505030632019043,463999
4680,100.0,468000,62523,-188.93251283999996,7,0.004623141605407,0.00073,0.5511021614074707,64.30835723876953,-11.156107902526855,464999
4690,100.0,469000,62660,-188.38196090000002,7,0.004752584267407656,0.00073,0.5585227012634277,66.78838348388672,7.056794166564941,465999
4700,100.0,470000,62797,-188.21856971000005,7,0.004825090989470482,0.00073,0.49688464403152466,66.29830932617188,-4.521053791046143,466999
4710,100.0,471000,62933,-192.09540173999997,7,0.004599536769092083,0.00073,0.5203119516372681,64.0288314819336,8.361191749572754,467999
4720,100.0,472000,63069,-191.64427847,7,0.004511350300163031,0.00073,0.6179962158203125,63.27680969238281,3.033019542694092,468999
4730,100.0,473000,63205,-195.32405738999998,7,0.004752709064632654,0.00073,0.46626079082489014,64.09080505371094,-1.6708996295928955,469999
4740,100.0,474000,63341,-196.98244851000004,7,0.004688101354986429,0.00073,0.524969220161438,64.30987548828125,8.764137268066406,470999
4750,100.0,475000,63478,-196.69179300999997,7,0.004751215688884258,0.00073,0.5303134918212891,64.15541076660156,4.685190200805664,471999
4760,100.0,476000,63614,-196.44599348999998,7,0.0046143122017383575,0.00073,0.5709307789802551,63.15390396118164,9.677986145019531,472999
4770,100.0,477000,63750,-195.78726401,7,0.004832767881453037,0.00073,0.4629548192024231,64.28463745117188,-6.102654933929443,473999
4780,100.0,478000,63885,-197.95141757,7,0.004755551926791668,0.00073,0.5655689239501953,64.78230285644531,-4.605355262756348,474999
4790,100.0,479000,64022,-197.06218766,7,0.004805713426321745,0.00073,0.5196125507354736,65.29798126220703,-4.71640682220459,475999
4800,100.0,480000,64159,-197.30569871000003,7,0.005046113859862089,0.00073,0.6248972415924072,63.84392166137695,6.016355991363525,476999
4810,100.0,481000,64295,-198.90926527,7,0.005098664667457342,0.00073,0.6195321679115295,63.22760772705078,9.804595947265625,477999
4820,100.0,482000,64431,-197.53208920999998,7,0.004981404170393944,0.00073,0.5882399082183838,64.02857971191406,-0.7933696508407593,478999
4830,100.0,483000,64568,-195.36201901000004,7,0.0047389366663992405,0.00073,0.5413894057273865,63.19615936279297,0.8034318089485168,479999
4840,100.0,484000,64706,-194.374099,7,0.00482706306502223,0.00073,0.620749294757843,62.689002990722656,0.08211398124694824,480999
4850,100.0,485000,64844,-194.79465966,7,0.004772420972585678,0.00073,0.435099720954895,63.45356369018555,5.384883403778076,481999
4860,100.0,486000,64980,-195.19810528999997,7,0.004844714887440205,0.00073,0.5578545928001404,65.43299865722656,4.302071571350098,482999
4870,100.0,487000,65120,-195.43675761000003,7,0.004768758546561003,0.00073,0.5422155857086182,64.86151123046875,3.2096691131591797,483999
4880,100.0,488000,65260,-192.77607492000004,7,0.004620512016117573,0.00073,0.5819024443626404,64.27778625488281,-5.054531097412109,484999
4890,100.0,489000,65398,-194.67816014,7,0.004727579187601805,0.00073,0.7127492427825928,61.68362808227539,10.007750511169434,485999
4900,100.0,490000,65534,-193.48224704,7,0.0049848235212266445,0.00073,0.5687392950057983,66.00511932373047,-13.239212036132812,486999
4910,100.0,491000,65671,-192.395749,7,0.004732714965939522,0.00073,0.5570541620254517,60.637672424316406,-4.514492988586426,487999
4920,100.0,492000,65809,-194.38500772999998,7,0.004726143553853035,0.00073,0.4942168593406677,66.65572357177734,0.013030052185058594,488999
4930,100.0,493000,65946,-194.08839698,7,0.004712902009487152,0.00073,0.48950427770614624,65.914306640625,6.491592884063721,489999
4940,100.0,494000,66083,-193.96604696999998,7,0.004721010569483042,0.00073,0.42065757513046265,66.31160736083984,-0.4610881209373474,490999
4950,100.0,495000,66218,-192.48282533999998,7,0.004874670412391424,0.00073,0.5000156760215759,62.576324462890625,-13.000715255737305,491999
4960,100.0,496000,66355,-192.70859199999998,7,0.004894640762358904,0.00073,0.566496729850769,64.14361572265625,-2.7879488468170166,492999
4970,100.0,497000,66493,-193.20486669000005,7,0.004938982427120209,0.00073,0.5962046980857849,63.332767486572266,-1.3434667587280273,493999
4980,100.0,498000,66631,-193.98956551000003,7,0.004793128930032253,0.00073,0.6146095991134644,60.95856475830078,6.271021842956543,494999
4990,100.0,499000,66766,-193.02042634999995,7,0.004855695646256208,0.00073,0.5450557470321655,63.142738342285156,11.397394180297852,495999
5000,100.0,500000,66903,-192.73248301,7,0.0048891520127654076,0.00073,0.5710430145263672,63.55275344848633,3.192920684814453,496999
5010,100.0,501000,67038,-192.21249931,7,0.004818128887563944,0.00073,0.5637284517288208,64.39390563964844,2.557182550430298,497999
5020,100.0,502000,67177,-191.50368023000007,7,0.004961898550391197,0.00073,0.5223655700683594,68.34732055664062,-6.270809173583984,498999
5030,100.0,503000,67315,-191.67435253999997,7,0.004814093932509422,0.00073,0.4661778211593628,63.407127380371094,-2.5023460388183594,499999
5040,100.0,504000,67452,-191.79956362000001,7,0.004902068059891462,0.00073,0.5525060296058655,63.40373229980469,-9.145025253295898,500999
5050,100.0,505000,67589,-192.35275616,7,0.00490519218146801,0.00073,0.5185517072677612,64.89688110351562,-4.492802619934082,501999
5060,100.0,506000,67725,-190.99382148000004,7,0.004973249509930611,0.00073,0.4079655110836029,62.363441467285156,-7.589596748352051,502999
5070,100.0,507000,67862,-192.09349885000003,7,0.0050130439922213554,0.00073,0.5485059022903442,60.92535400390625,7.177745342254639,503999
5080,100.0,508000,67999,-193.09231164000005,7,0.004983770661056042,0.00073,0.48257678747177124,66.0518798828125,-7.411914348602295,504999
5090,100.0,509000,68137,-194.36963078,7,0.004818777088075876,0.00073,0.5920671224594116,64.46210479736328,-8.983423233032227,505999
5100,100.0,510000,68273,-195.61863288999996,7,0.005092828068882227,0.00073,0.53899747133255,66.58779907226562,-16.77842903137207,506999
5110,100.0,511000,68412,-194.87346088,7,0.004915914032608271,0.00073,0.48323413729667664,66.99775695800781,-10.245037078857422,507999
5120,100.0,512000,68550,-195.98549139,7,0.004931308329105377,0.00073,0.4756760597229004,64.6111831665039,-8.91041374206543,508999
5130,100.0,513000,68687,-197.65105895000005,7,0.005042489152401686,0.00073,0.614566445350647,62.75774002075195,-8.851449012756348,509999
5140,100.0,514000,68826,-197.95751023,7,0.00507072638720274,0.00073,0.6824584007263184,62.662628173828125,1.8585448265075684,510999
5150,100.0,515000,68962,-199.32771747000004,7,0.004902743734419346,0.00073,0.5669668912887573,61.127227783203125,-9.74919319152832,511999
5160,100.0,516000,69099,-200.50371984999998,7,0.005054134875535965,0.00073,0.5759886503219604,62.31230926513672,-12.723189353942871,512999
5170,100.0,517000,69235,-199.45462871,7,0.005000018514692783,0.00073,0.6017255783081055,62.17410659790039,7.314246654510498,513999
5180,100.0,518000,69371,-200.23331763000002,7,0.0050547015853226185,0.00073,0.603306770324707,62.750450134277344,-3.6066384315490723,514999
5190,100.0,519000,69510,-200.9606017,7,0.0051363189704716206,0.00073,0.563899576663971,63.08510971069336,-0.6159541606903076,515999
5200,100.0,520000,69647,-200.06002598999999,7,0.005220118444412947,0.00073,0.5670526623725891,62.589324951171875,-6.808402061462402,516999
5210,100.0,521000,69783,-201.29279418000002,7,0.005072965752333403,0.00073,0.5671778321266174,62.882469177246094,3.203343391418457,517999
5220,100.0,522000,69920,-200.34883524999995,7,0.005255729425698519,0.00073,0.6130273342132568,61.353050231933594,9.75625228881836,518999
5230,100.0,523000,70057,-197.71232174000005,7,0.005049355793744326,0.00073,0.5559298396110535,62.41139221191406,3.3373794555664062,519999
5240,100.0,524000,70195,-196.37592032000003,7,0.005076917354017496,0.00073,0.5771015286445618,61.32145690917969,14.909083366394043,520999
5250,100.0,525000,70332,-195.61578797000004,7,0.005049028433859348,0.00073,0.6309605836868286,64.12467193603516,-1.5478250980377197,521999
5260,100.0,526000,70468,-193.41722904,7,0.0049118720926344395,0.00073,0.5289320945739746,62.76285934448242,-4.469983100891113,522999
5270,100.0,527000,70604,-195.56313954,7,0.004916063975542784,0.00073,0.4538222551345825,64.01425170898438,-6.948711395263672,523999
5280,100.0,528000,70739,-195.67650799000003,7,0.004883876536041498,0.00073,0.49483251571655273,63.928287506103516,3.7386837005615234,524999
5290,100.0,529000,70876,-193.63093329,7,0.004988973028957844,0.00073,0.5575319528579712,66.07719421386719,-14.438597679138184,525999
5300,100.0,530000,71013,-194.06732255999995,7,0.004935773089528084,0.00073,0.5914156436920166,64.89675903320312,-4.60177755355835,526999
5310,100.0,531000,71151,-193.74166922,7,0.004971169866621494,0.00073,0.568621039390564,62.01347351074219,2.827450752258301,527999
5320,100.0,532000,71288,-192.52359751,7,0.004978379234671593,0.00073,0.6375218629837036,64.39520263671875,-10.61113166809082,528999
5330,100.0,533000,71426,-194.32972898999998,7,0.004892510361969471,0.00073,0.5871106386184692,63.39529800415039,2.251582384109497,529999
5340,100.0,534000,71562,-195.77038610000002,7,0.0050884634256362915,0.00073,0.5038844347000122,64.55402374267578,-0.29640722274780273,530999
5350,100.0,535000,71700,-195.93487437000005,7,0.0050509595312178135,0.00073,0.48380064964294434,61.60769271850586,5.500113487243652,531999
5360,100.0,536000,71838,-197.3893974,7,0.004950568545609713,0.00073,0.5027863383293152,65.79093170166016,-3.722914218902588,532999
5370,100.0,537000,71974,-195.80749163999997,7,0.005000500474125147,0.00073,0.5367281436920166,61.91621398925781,11.257367134094238,533999
5380,100.0,538000,72111,-194.00860116000004,7,0.004761812277138233,0.00073,0.547918975353241,64.2961654663086,2.326571464538574,534999
5390,100.0,539000,72248,-194.74161689999997,7,0.005074644926935434,0.00073,0.5477226972579956,64.59406280517578,-4.112649917602539,535999
5400,100.0,540000,72385,-192.61266919999997,7,0.004943034611642361,0.00073,0.5788009166717529,62.48116683959961,0.6944893598556519,536999
5410,100.0,541000,72522,-191.50504636999997,7,0.005276410840451717,0.00073,0.4984235167503357,63.85929489135742,-2.213263988494873,537999
5420,100.0,542000,72658,-193.01259265999997,7,0.005090620834380388,0.00073,0.5071001648902893,65.07816314697266,-7.224421501159668,538999
5430,100.0,543000,72793,-191.65941905999998,7,0.004983020015060902,0.00073,0.6548813581466675,62.70305252075195,2.635500192642212,539999
5440,100.0,544000,72930,-190.81938765000004,7,0.005196802318096161,0.00073,0.601414144039154,62.442466735839844,1.023491382598877,540999
5450,100.0,545000,73066,-191.20504342999996,7,0.00506654242053628,0.00073,0.5695632696151733,64.69434356689453,-4.673307418823242,541999
5460,100.0,546000,73203,-191.29292023000002,7,0.005165505688637495,0.00073,0.5914034843444824,63.83610534667969,-1.9648447036743164,542999
