rollout/ep_len_mean,time/total_timesteps,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,train/actor_loss
44.3,18840,8,470,-358.39474176000004,2195,0.00073,5.459181308746338,0.0195272546261549,15839,3.226156711578369,102.7258529663086
44.09,19270,8,480,-357.28873330999994,2253,0.00073,-0.11662006378173828,0.018873216584324837,16269,3.169283390045166,100.3437271118164
43.82,19718,8,490,-362.71134953000006,2313,0.00073,-0.6465616226196289,0.019285745918750763,16717,3.450575590133667,101.75248718261719
42.92,20091,8,500,-357.52448324,2363,0.00073,-1.8727078437805176,0.019079191610217094,17090,3.0711445808410645,103.4813461303711
42.46,20486,8,510,-354.47400746000005,2416,0.00073,-6.53585147857666,0.018761442974209785,17485,3.513911247253418,105.18718719482422
43.25,20949,8,520,-353.50414061000004,2479,0.00073,11.484228134155273,0.018762119114398956,17948,3.387514591217041,104.56900787353516
43.71,21397,8,530,-351.32527741999996,2540,0.00073,-3.420597791671753,0.01799306459724903,18396,3.189379930496216,104.2884521484375
43.38,21785,8,540,-355.74489460000007,2594,0.00073,3.254281997680664,0.017565665766596794,18784,3.6607000827789307,106.74653625488281
42.52,22185,8,550,-352.3182856300001,2648,0.00073,1.0542449951171875,0.01831669919192791,19184,3.584455966949463,107.9573974609375
41.84,22581,8,560,-346.46219493000007,2701,0.00073,-3.566575050354004,0.01836138591170311,19580,4.212544918060303,106.05131530761719
41.08,22948,8,570,-346.8531745,2750,0.00073,9.808690071105957,0.018838493153452873,19947,3.1703429222106934,109.53572082519531
41.36,23406,8,580,-346.56471351,2811,0.00073,1.3491368293762207,0.018861031159758568,20405,4.241189002990723,106.96186828613281
41.54,23872,8,590,-346.33381426,2874,0.00073,2.424330234527588,0.01875004917383194,20871,3.9519286155700684,107.61798095703125
42.46,24337,8,600,-348.22315026,2937,0.00073,7.627557754516602,0.018583662807941437,21336,3.5253772735595703,103.87175750732422
42.68,24754,8,610,-346.54777137,2995,0.00073,3.064908981323242,0.018739577382802963,21753,3.6142263412475586,102.5201416015625
42.48,25197,8,620,-341.80595841,3055,0.00073,9.185382843017578,0.01893545500934124,22196,4.514585494995117,107.56416320800781
42.4,25637,8,630,-347.07057112999996,3114,0.00073,6.615616798400879,0.019133545458316803,22636,4.646800994873047,106.96580505371094
43.13,26098,8,640,-341.82836955000005,3176,0.00073,1.0626482963562012,0.017744965851306915,23097,4.0059380531311035,104.49783325195312
43.3,26515,8,650,-343.7300170000001,3233,0.00073,-1.284314513206482,0.01723570004105568,23514,5.624554634094238,104.38481140136719
43.19,26900,8,660,-344.88166154,3284,0.00073,9.379424095153809,0.018031293526291847,23899,3.224090576171875,105.51499938964844
43.77,27325,8,670,-345.58019954,3343,0.00073,-1.3673542737960815,0.017604708671569824,24324,4.584986209869385,105.52204895019531
43.25,27731,8,680,-344.04432526000005,3396,0.00073,7.121763229370117,0.0178026482462883,24730,4.390896320343018,111.02490997314453
42.88,28160,8,690,-341.72131155000005,3455,0.00073,-6.195387363433838,0.01830398291349411,25159,6.430813789367676,110.75670623779297
42.44,28581,8,700,-343.22004365,3512,0.00073,-2.139352321624756,0.0177846010774374,25580,3.494551658630371,112.88330078125
42.59,29013,8,710,-345.08167265000003,3570,0.00073,-2.3737542629241943,0.017350781708955765,26012,4.538723945617676,111.37345123291016
42.6,29457,8,720,-350.7286127100001,3630,0.00073,3.6894567012786865,0.01798822730779648,26456,3.426957607269287,113.50788879394531
42.8,29917,8,730,-343.43891332000004,3694,0.00073,-8.324555397033691,0.017831670120358467,26916,3.7993874549865723,111.6263198852539
42.4,30338,8,740,-343.89682048000003,3748,0.00073,3.7378015518188477,0.017539385706186295,27337,4.5349578857421875,108.74351501464844
42.66,30781,8,750,-338.63893758,3810,0.00073,0.9045388698577881,0.017427140846848488,27780,4.263603210449219,108.02250671386719
43.26,31226,8,760,-341.20152501999996,3869,0.00073,5.838504791259766,0.017209675163030624,28225,3.9055192470550537,107.76655578613281
43.79,31704,8,770,-339.2951127900001,3933,0.00073,7.972836494445801,0.017228635028004646,28703,3.6205573081970215,113.02523040771484
44.43,32174,8,780,-338.09200680000004,3996,0.00073,-7.330323696136475,0.017393840476870537,29173,3.1086883544921875,110.3956069946289
44.55,32615,8,790,-336.07545271999993,4055,0.00073,-3.0058531761169434,0.017273062840104103,29614,3.3636603355407715,110.39423370361328
44.84,33065,8,800,-328.15810580000004,4115,0.00073,-1.8194890022277832,0.01728350855410099,30064,3.3931894302368164,109.13653564453125
44.46,33459,8,810,-323.52623136,4169,0.00073,5.918734550476074,0.01682475209236145,30458,4.776912212371826,110.43284606933594
44.59,33916,8,820,-318.96472407,4230,0.00073,6.675876617431641,0.01716993749141693,30915,3.1646366119384766,108.62480926513672
44.47,34364,8,830,-324.71528452,4290,0.00073,-4.414544582366943,0.016719376668334007,31363,4.4722580909729,110.57815551757812
44.57,34795,8,840,-328.52554695,4348,0.00073,-8.908608436584473,0.017938461154699326,31794,5.542930603027344,115.11579132080078
44.56,35237,7,850,-332.68977839,4408,0.00073,-1.2827891111373901,0.018344726413488388,32236,3.931119680404663,110.0110092163086
44.39,35665,7,860,-328.81761498,4467,0.00073,2.873126268386841,0.01764136366546154,32664,5.326337814331055,110.79904174804688
