time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss
6,427.89107968,99.02,314076,46035,4180,0.00073,311075,0.019405661150813103,-274.0293884277344,14.021452903747559,-2.4835076332092285
6,436.7240777100001,99.02,315076,46189,4190,0.00073,312075,0.01944263093173504,-271.509033203125,13.779678344726562,2.2856125831604004
6,440.47438040000003,99.02,316076,46342,4200,0.00073,313075,0.019774755463004112,-279.42486572265625,10.015214920043945,1.6178474426269531
6,453.22346719999996,99.02,317076,46496,4210,0.00073,314075,0.0188454557210207,-270.7374267578125,16.884262084960938,-4.867341995239258
6,457.3162050099999,99.02,318076,46650,4220,0.00073,315075,0.020108116790652275,-267.4490661621094,9.478355407714844,-7.9802703857421875
6,462.79209988999986,99.02,319076,46803,4230,0.00073,316075,0.01916114054620266,-274.90472412109375,14.663951873779297,-7.531750202178955
6,466.59585218,100.0,320076,46955,4240,0.00073,317075,0.018283039331436157,-268.5784912109375,8.694902420043945,4.602276802062988
6,464.28233018,100.0,321076,47103,4250,0.00073,318075,0.019377967342734337,-270.15008544921875,11.190963745117188,-2.3630285263061523
6,469.40012506,100.0,322076,47249,4260,0.00073,319075,0.018725192174315453,-273.9073791503906,10.49533462524414,-7.01992130279541
6,467.00253094999994,100.0,323076,47397,4270,0.00073,320075,0.01902926154434681,-270.5534362792969,11.435555458068848,-0.1251976191997528
6,474.38980219999996,100.0,324076,47550,4280,0.00073,321075,0.018369097262620926,-277.9610900878906,10.519033432006836,-0.723878026008606
6,476.9955226099999,100.0,325076,47704,4290,0.00073,322075,0.019105488434433937,-272.6197509765625,11.283018112182617,3.5342087745666504
6,477.92924142,100.0,326076,47852,4300,0.00073,323075,0.01841527596116066,-270.591796875,9.1355562210083,-9.843063354492188
6,488.11156385000004,100.0,327076,48002,4310,0.00073,324075,0.018218152225017548,-272.1694030761719,39.17451477050781,-6.016693592071533
6,492.30856016000007,100.0,328076,48152,4320,0.00073,325075,0.018484489992260933,-275.7317199707031,10.736234664916992,-0.6262814998626709
6,495.31423320999994,100.0,329076,48295,4330,0.00073,326075,0.018654365092515945,-271.5476989746094,10.963674545288086,1.20445716381073
6,499.47396999000006,100.0,330076,48440,4340,0.00073,327075,0.019359851256012917,-273.6595458984375,13.004903793334961,-8.069360733032227
6,500.4900931,100.0,331076,48586,4350,0.00073,328075,0.020511891692876816,-275.71844482421875,12.660162925720215,-14.810057640075684
6,496.31569978000005,100.0,332076,48731,4360,0.00073,329075,0.019342301413416862,-274.66607666015625,11.638633728027344,-0.1114923357963562
6,498.03664037999994,100.0,333076,48883,4370,0.00073,330075,0.02052341215312481,-278.79229736328125,23.79945182800293,-3.0292506217956543
6,500.88258708,100.0,334076,49036,4380,0.00073,331075,0.019806822761893272,-277.1148681640625,9.732766151428223,-3.1266112327575684
6,497.38728283000006,100.0,335076,49191,4390,0.00073,332075,0.019206421449780464,-280.20013427734375,36.836585998535156,7.723857879638672
6,494.09787747,100.0,336076,49344,4400,0.00073,333075,0.019539903849363327,-279.525634765625,10.81840705871582,-3.1923773288726807
6,485.67544434999996,100.0,337076,49498,4410,0.00073,334075,0.01827137917280197,-279.2263488769531,8.831354141235352,5.118551254272461
6,485.31891304000004,100.0,338076,49650,4420,0.00073,335075,0.019336486235260963,-280.51593017578125,10.105049133300781,-5.629053115844727
6,487.112368,100.0,339076,49801,4430,0.00073,336075,0.019336892291903496,-284.2030944824219,10.67365837097168,2.810788154602051
6,485.46176975000003,100.0,340076,49953,4440,0.00073,337075,0.019574031233787537,-284.712890625,9.850528717041016,-1.4814814329147339
6,481.58535734000003,100.0,341076,50105,4450,0.00073,338075,0.018615759909152985,-284.54541015625,10.854378700256348,-5.758570671081543
6,478.3570195799999,100.0,342076,50254,4460,0.00073,339075,0.018886059522628784,-281.5044250488281,11.062975883483887,6.917724609375
6,478.22954678,100.0,343076,50406,4470,0.00073,340075,0.019149882718920708,-283.954833984375,11.605926513671875,3.7643752098083496
6,475.88736511999997,100.0,344076,50558,4480,0.00073,341075,0.019366851076483727,-289.2323913574219,12.34599494934082,11.55113410949707
6,469.13571157999996,100.0,345076,50709,4490,0.00073,342075,0.01869715005159378,-283.2286071777344,9.05134105682373,-12.82644271850586
6,486.0937373800001,100.0,346076,50860,4500,0.00073,343075,0.019470974802970886,-284.87457275390625,9.491235733032227,2.893411636352539
6,490.84366621000004,100.0,347076,51009,4510,0.00073,344075,0.01860087923705578,-290.53143310546875,9.559850692749023,0.3395382761955261
6,488.06210409000005,100.0,348076,51159,4520,0.00073,345075,0.01900443248450756,-283.68048095703125,11.183876037597656,1.374436378479004
6,499.69944455999996,100.0,349076,51313,4530,0.00073,346075,0.017947794869542122,-289.72821044921875,9.714544296264648,-4.240638256072998
6,495.0101259599999,100.0,350076,51472,4540,0.00073,347075,0.018697774037718773,-292.0027770996094,9.62849235534668,15.204957008361816
6,502.8800011000001,100.0,351076,51630,4550,0.00073,348075,0.017825940623879433,-290.8077697753906,9.312483787536621,13.781808853149414
6,509.79124145000003,100.0,352076,51792,4560,0.00073,349075,0.01910693198442459,-284.51812744140625,10.33125114440918,-10.11440658569336
6,507.68495383000004,100.0,353076,51945,4570,0.00073,350075,0.019191421568393707,-288.6915283203125,10.523579597473145,8.613424301147461
6,507.19827956000006,100.0,354076,52096,4580,0.00073,351075,0.020105380564928055,-288.37127685546875,10.258265495300293,-7.566887378692627
6,524.3904637800001,100.0,355076,52248,4590,0.00073,352075,0.01938754692673683,-293.83441162109375,8.922279357910156,-1.9542832374572754
6,521.03620578,100.0,356076,52399,4600,0.00073,353075,0.01883593760430813,-289.4515380859375,11.442678451538086,4.606841087341309
6,521.84929687,100.0,357076,52553,4610,0.00073,354075,0.018299732357263565,-296.1966247558594,11.91256332397461,6.342301368713379
6,517.6756124099999,100.0,358076,52705,4620,0.00073,355075,0.02020535059273243,-293.7132263183594,12.127025604248047,5.2098846435546875
6,494.2983499799999,100.0,359076,52860,4630,0.00073,356075,0.020439231768250465,-303.2270812988281,9.237532615661621,5.204133987426758
6,505.3944516,100.0,360076,53016,4640,0.00073,357075,0.01864333264529705,-296.689453125,13.886856079101562,5.652559757232666
6,504.28049450000003,100.0,361076,53169,4650,0.00073,358075,0.019454224035143852,-296.45623779296875,12.603086471557617,-5.768463134765625
6,494.91849821999995,100.0,362076,53321,4660,0.00073,359075,0.01936827227473259,-298.4271545410156,10.853446006774902,-4.997756004333496
6,497.65054211999995,100.0,363076,53476,4670,0.00073,360075,0.01967819407582283,-301.4812927246094,9.847036361694336,-4.212069511413574
6,496.0356172299999,100.0,364076,53630,4680,0.00073,361075,0.02195238694548607,-306.727294921875,15.267578125,-0.33701419830322266
6,469.68430491999993,100.0,365076,53783,4690,0.00073,362075,0.019791079685091972,-309.5881652832031,10.128280639648438,-16.990894317626953
6,456.1004165700001,100.0,366076,53935,4700,0.00073,363075,0.019460482522845268,-305.8931579589844,29.06094741821289,-1.680450201034546
6,452.53551656,100.0,367076,54088,4710,0.00073,364075,0.020565295591950417,-306.49151611328125,8.784111022949219,4.495830535888672
6,453.10008169000014,100.0,368076,54242,4720,0.00073,365075,0.02117205783724785,-302.4555358886719,9.001344680786133,-17.047992706298828
6,459.24553271,100.0,369076,54399,4730,0.00073,366075,0.019661439582705498,-305.6795654296875,9.47177505493164,-8.005304336547852
6,458.48529497999994,100.0,370076,54556,4740,0.00073,367075,0.01855216547846794,-306.9791259765625,9.881444931030273,22.72966766357422
6,450.47265069,100.0,371076,54708,4750,0.00073,368075,0.01866859383881092,-298.0136413574219,8.345880508422852,4.411820411682129
6,452.79354297,100.0,372076,54856,4760,0.00073,369075,0.01914822682738304,-303.0060729980469,9.561345100402832,1.1390458345413208
6,461.66693447,100.0,373076,55007,4770,0.00073,370075,0.019443511962890625,-305.8280029296875,8.597160339355469,4.038790702819824
6,458.82765300000005,99.02,373978,55144,4780,0.00073,370977,0.019562190398573875,-309.2864990234375,42.471160888671875,9.001117706298828
6,463.2031182199999,98.04,374880,55280,4790,0.00073,371879,0.01957097463309765,-312.2861633300781,8.57360553741455,-3.8178822994232178
6,485.2079876700001,98.04,375880,55432,4800,0.00073,372879,0.01980755850672722,-307.42071533203125,11.123247146606445,6.933107852935791
6,487.14189315,98.04,376880,55581,4810,0.00073,373879,0.019450554624199867,-307.25762939453125,8.97482681274414,5.160088539123535
6,484.90857235999994,97.55,377831,55725,4820,0.00073,374830,0.020296793431043625,-313.34222412109375,11.296485900878906,15.211491584777832
6,494.97157402,97.55,378831,55876,4830,0.00073,375830,0.019847219809889793,-312.6587219238281,10.518730163574219,0.6236162781715393
6,494.51634648000004,97.55,379831,56028,4840,0.00073,376830,0.019247394055128098,-317.34619140625,9.49050521850586,-7.498420238494873
6,506.20223622000003,97.55,380831,56175,4850,0.00073,377830,0.01917959749698639,-315.91839599609375,9.548568725585938,1.7961502075195312
6,510.41845747,97.55,381831,56322,4860,0.00073,378830,0.018874332308769226,-317.716552734375,8.108707427978516,2.281830310821533
6,498.08078683,97.55,382831,56469,4870,0.00073,379830,0.01983286440372467,-311.8619384765625,8.916220664978027,-2.661719799041748
6,500.08505890999993,98.53,383831,56616,4880,0.00073,380830,0.018728107213974,-321.9432067871094,10.16206169128418,-8.063516616821289
6,509.12904140000006,99.51,384831,56771,4890,0.00073,381830,0.01985127665102482,-315.9259033203125,8.608479499816895,-1.5445353984832764
6,504.8936189000001,99.51,385831,56928,4900,0.00073,382830,0.020898234099149704,-320.3271789550781,10.901182174682617,13.02723503112793
6,503.5280647,99.51,386831,57082,4910,0.00073,383830,0.019230615347623825,-323.96270751953125,8.575475692749023,9.22749137878418
6,503.64300341999996,99.31,387762,57226,4920,0.00073,384761,0.019515857100486755,-313.9974365234375,8.153103828430176,-1.6328428983688354
6,506.84128707000013,99.31,388762,57379,4930,0.00073,385761,0.020151805132627487,-324.56866455078125,8.924280166625977,6.616112232208252
6,498.31329739,99.31,389762,57532,4940,0.00073,386761,0.020428571850061417,-317.7995910644531,9.305307388305664,-5.420584201812744
6,491.53444479000007,99.31,390762,57686,4950,0.00073,387761,0.019065944477915764,-310.8492736816406,9.95907974243164,-2.043802261352539
6,484.52127114,99.31,391762,57836,4960,0.00073,388761,0.019701534882187843,-320.0904846191406,9.484570503234863,-3.471468687057495
6,479.48510422,99.31,392762,57985,4970,0.00073,389761,0.018642056733369827,-314.0524597167969,9.084417343139648,2.1795153617858887
6,489.47956953,99.31,393762,58135,4980,0.00073,390761,0.01867721602320671,-314.8805236816406,7.670064926147461,1.6782960891723633
6,500.67657848000005,99.31,394762,58289,4990,0.00073,391761,0.018999874591827393,-317.2531433105469,8.858278274536133,1.163633942604065
6,502.1143545,99.31,395762,58441,5000,0.00073,392761,0.01936035044491291,-316.97235107421875,9.960592269897461,1.6999114751815796
6,497.37440846000004,99.31,396762,58595,5010,0.00073,393761,0.01962212100625038,-309.982177734375,7.5308146476745605,-0.20458626747131348
6,511.05515601,100.0,397762,58751,5020,0.00073,394761,0.01955249160528183,-313.9242858886719,8.249578475952148,-5.6510329246521
6,495.8287190499999,100.0,398762,58910,5030,0.00073,395761,0.01933172158896923,-323.6203308105469,10.899438858032227,5.849730968475342
6,499.2088048600001,100.0,399762,59077,5040,0.00073,396761,0.018168192356824875,-319.771240234375,10.215744018554688,1.9561961889266968
6,504.75283007999997,100.0,400762,59230,5050,0.00073,397761,0.019478343427181244,-316.93072509765625,10.1670560836792,-10.44747257232666
6,504.86553499,100.0,401762,59380,5060,0.00073,398761,0.01868363469839096,-313.85479736328125,6.8818769454956055,2.3575897216796875
6,510.17389174000004,99.02,402664,59524,5070,0.00073,399663,0.01908804103732109,-325.3322448730469,8.457818031311035,10.647783279418945
6,517.6779478,99.02,403664,59680,5080,0.00073,400663,0.020278645679354668,-318.776123046875,9.318826675415039,11.621609687805176
6,511.67560470000006,99.02,404664,59837,5090,0.00073,401663,0.0201482605189085,-322.45751953125,7.53192138671875,-10.487249374389648
6,497.3264957,99.02,405664,59991,5100,0.00073,402663,0.019463906064629555,-320.44671630859375,8.849325180053711,-5.3571085929870605
6,510.11433232,99.02,406664,60145,5110,0.00073,403663,0.019439145922660828,-326.7190856933594,7.924569606781006,-3.287917137145996
6,501.93446444999995,99.02,407664,60302,5120,0.00073,404663,0.019417444244027138,-320.6805114746094,7.664233207702637,-6.458449363708496
6,514.45694378,98.04,408566,60442,5130,0.00073,405565,0.01923210546374321,-324.18780517578125,7.145086765289307,-1.596653699874878
6,523.71261515,98.04,409566,60597,5140,0.00073,406565,0.019579939544200897,-322.0428771972656,7.220100402832031,-6.7216997146606445
6,521.69774322,98.04,410566,60754,5150,0.00073,407565,0.019228827208280563,-321.3941955566406,12.765522956848145,6.725070953369141
6,530.26772024,98.04,411566,60909,5160,0.00073,408565,0.019106034189462662,-321.82537841796875,8.173151016235352,12.519350051879883
6,544.24928986,99.02,412566,61071,5170,0.00073,409565,0.01923556812107563,-323.36236572265625,7.657392501831055,10.169747352600098
6,534.30875356,99.02,413566,61228,5180,0.00073,410565,0.01896144635975361,-323.8165588378906,7.301239490509033,-2.191669225692749
6,529.9832606199999,99.02,414566,61384,5190,0.00073,411565,0.019306309521198273,-333.2884826660156,7.522281169891357,2.5267341136932373
6,540.47595931,99.02,415566,61540,5200,0.00073,412565,0.019378019496798515,-319.29583740234375,5.5772247314453125,-5.259143352508545
6,543.80150909,99.02,416566,61694,5210,0.00073,413565,0.01940136030316353,-323.8525085449219,7.349700927734375,-3.157926082611084
6,562.46311262,99.02,417566,61850,5220,0.00073,414565,0.019468221813440323,-319.81475830078125,8.245750427246094,-12.652947425842285
6,551.59503442,100.0,418566,62005,5230,0.00073,415565,0.01845298521220684,-331.098876953125,7.700806617736816,-1.3841657638549805
6,551.2208722099999,100.0,419566,62160,5240,0.00073,416565,0.019312413409352303,-336.92620849609375,7.8266377449035645,4.00545597076416
6,546.8861742800001,100.0,420566,62321,5250,0.00073,417565,0.019586533308029175,-327.72564697265625,8.192089080810547,10.112691879272461
6,551.8768550099999,100.0,421566,62476,5260,0.00073,418565,0.019352011382579803,-336.133544921875,7.595551490783691,3.667695999145508
6,556.17573501,100.0,422566,62625,5270,0.00073,419565,0.019930915907025337,-326.48223876953125,6.746971130371094,9.411613464355469
6,552.0048890400001,100.0,423566,62775,5280,0.00073,420565,0.018685197457671165,-323.8992004394531,6.526856422424316,3.002234935760498
6,555.85835598,100.0,424566,62932,5290,0.00073,421565,0.020347779616713524,-336.2513732910156,7.896778106689453,-8.94931411743164
6,540.40202811,99.02,425468,63070,5300,0.00073,422467,0.020283663645386696,-329.2702941894531,8.323022842407227,-5.982870578765869
6,530.53265282,99.02,426468,63221,5310,0.00073,423467,0.01861419342458248,-331.71246337890625,7.125275611877441,-0.1215175986289978
6,520.6906194999999,99.02,427468,63373,5320,0.00073,424467,0.020026495680212975,-321.35369873046875,9.035140991210938,13.548809051513672
6,526.6357827,99.02,428468,63530,5330,0.00073,425467,0.019544782117009163,-327.2938232421875,7.856812477111816,-7.024155139923096
6,520.37865781,99.02,429468,63682,5340,0.00073,426467,0.02052542380988598,-331.6558532714844,9.035890579223633,-2.9577977657318115
6,536.5745893,99.02,430468,63830,5350,0.00073,427467,0.019172484055161476,-334.5941467285156,17.93238639831543,5.995282173156738
6,542.70327594,99.02,431468,63981,5360,0.00073,428467,0.020131301134824753,-329.1568603515625,29.785476684570312,4.4287638664245605
6,529.4189439200001,99.02,432468,64125,5370,0.00073,429467,0.019876252859830856,-334.87432861328125,8.156551361083984,-1.7123621702194214
6,536.42466266,99.02,433468,64270,5380,0.00073,430467,0.02180701494216919,-333.1195983886719,6.9619550704956055,-13.076754570007324
6,535.44235896,99.02,434468,64424,5390,0.00073,431467,0.019602013751864433,-332.28131103515625,6.0009660720825195,-6.899887561798096
6,547.9776623600001,100.0,435468,64578,5400,0.00073,432467,0.01974579505622387,-338.2342224121094,8.10541820526123,-8.634891510009766
6,561.0315068499999,100.0,436468,64735,5410,0.00073,433467,0.02008710615336895,-334.2779235839844,11.128625869750977,29.305233001708984
6,561.9425999499998,100.0,437468,64891,5420,0.00073,434467,0.020328804850578308,-333.7681884765625,8.956561088562012,-7.847741603851318
6,575.9752801,100.0,438468,65048,5430,0.00073,435467,0.02096126228570938,-334.9409484863281,7.445273399353027,-4.992388725280762
6,573.38217606,100.0,439468,65206,5440,0.00073,436467,0.020683428272604942,-342.9509582519531,8.36087703704834,-1.0156476497650146
6,581.62470594,100.0,440468,65360,5450,0.00073,437467,0.02081897296011448,-344.34906005859375,7.516873836517334,-2.164323568344116
6,585.85520197,100.0,441468,65514,5460,0.00073,438467,0.021679125726222992,-346.7686462402344,8.415865898132324,-2.72190260887146
6,589.27399504,100.0,442468,65671,5470,0.00073,439467,0.023353412747383118,-347.6966247558594,12.061239242553711,-5.2923431396484375
6,581.9392811399999,100.0,443468,65830,5480,0.00073,440467,0.020608140155673027,-348.98095703125,16.594013214111328,-4.025888919830322
6,588.51061415,100.0,444468,65989,5490,0.00073,441467,0.02064952813088894,-347.5478820800781,11.886518478393555,18.004478454589844
6,586.96942065,100.0,445468,66144,5500,0.00073,442467,0.019555507227778435,-347.5035400390625,10.239713668823242,-2.0128955841064453
6,567.05686171,100.0,446468,66297,5510,0.00073,443467,0.020110489800572395,-349.1182861328125,8.443212509155273,-4.05486536026001
6,563.5338164,100.0,447468,66451,5520,0.00073,444467,0.02018616907298565,-345.8087158203125,10.951554298400879,14.212249755859375
6,551.28873081,100.0,448468,66606,5530,0.00073,445467,0.02006400190293789,-347.75750732421875,10.156813621520996,0.8500286340713501
6,559.76485198,100.0,449468,66765,5540,0.00073,446467,0.019864844158291817,-354.1990051269531,9.080286026000977,12.486230850219727
6,541.46364699,100.0,450468,66920,5550,0.00073,447467,0.0194461140781641,-338.5586242675781,7.0682573318481445,2.2402522563934326
6,531.1171611500001,100.0,451468,67074,5560,0.00073,448467,0.019776618108153343,-348.1870422363281,9.294526100158691,-0.13960707187652588
6,531.9058444100001,100.0,452468,67238,5570,0.00073,449467,0.019851043820381165,-342.0331115722656,6.746707916259766,1.610543966293335
6,543.5305141900001,100.0,453468,67397,5580,0.00073,450467,0.020210545510053635,-345.9526062011719,16.339080810546875,-9.82763957977295
6,540.81623945,100.0,454468,67548,5590,0.00073,451467,0.02045890875160694,-346.8314514160156,7.633513450622559,2.3120861053466797
6,548.81021878,100.0,455468,67702,5600,0.00073,452467,0.020913491025567055,-343.956298828125,7.781179904937744,-1.9344878196716309
6,559.53886993,100.0,456468,67856,5610,0.00073,453467,0.021813269704580307,-342.9212646484375,9.189327239990234,-8.786035537719727
6,562.66937828,100.0,457468,68013,5620,0.00073,454467,0.020457621663808823,-342.70684814453125,9.908796310424805,-0.599590539932251
6,569.6402364499999,99.98,458466,68172,5630,0.00073,455465,0.02032606117427349,-345.5656433105469,8.593009948730469,1.7902932167053223
6,563.48479842,99.29,459397,68322,5640,0.00073,456396,0.020418614149093628,-350.00787353515625,7.236732482910156,3.534613847732544
6,567.63170675,99.29,460397,68480,5650,0.00073,457396,0.020708942785859108,-352.1722106933594,8.413872718811035,-6.046429634094238
6,565.8875936,99.29,461397,68635,5660,0.00073,458396,0.02076495997607708,-350.8706970214844,8.535011291503906,-1.873345136642456
6,568.7767478399999,99.29,462397,68792,5670,0.00073,459396,0.021106930449604988,-346.9481201171875,8.720073699951172,0.08613395690917969
6,565.07010982,99.29,463397,68949,5680,0.00073,460396,0.020875202491879463,-347.375,8.293002128601074,-3.493061065673828
6,557.7362622,99.29,464397,69107,5690,0.00073,461396,0.02065066434442997,-343.451416015625,8.406933784484863,5.084873199462891
6,555.4566529800001,99.29,465397,69266,5700,0.00073,462396,0.021237533539533615,-358.207275390625,7.976346492767334,4.5509209632873535
6,560.35942955,99.29,466397,69422,5710,0.00073,463396,0.021193142980337143,-347.3840026855469,9.215213775634766,5.068191051483154
6,551.6950284,99.29,467397,69582,5720,0.00073,464396,0.022146062925457954,-349.0655212402344,8.386991500854492,-2.56169056892395
6,557.07091455,99.31,468397,69741,5730,0.00073,465396,0.021081844344735146,-357.4204406738281,9.155067443847656,4.6527605056762695
6,567.00703473,100.0,469397,69903,5740,0.00073,466396,0.02080928534269333,-353.88714599609375,8.55860710144043,0.05574050545692444
6,571.2120338099999,100.0,470397,70070,5750,0.00073,467396,0.02109619416296482,-346.0152893066406,9.685479164123535,2.250636577606201
6,578.53701839,100.0,471397,70220,5760,0.00073,468396,0.02072826772928238,-364.11865234375,7.25618839263916,4.4629435539245605
6,578.59923172,100.0,472397,70367,5770,0.00073,469396,0.02125236950814724,-354.5846862792969,8.70388412475586,-6.525461196899414
6,572.17516243,99.02,473299,70500,5780,0.00073,470298,0.021159447729587555,-358.38275146484375,7.132068157196045,-5.445444583892822
6,579.6581348300001,98.04,474201,70637,5790,0.00073,471200,0.02096058428287506,-354.3152160644531,9.573198318481445,-3.819183349609375
6,582.7339392499999,98.04,475201,70790,5800,0.00073,472200,0.021155083552002907,-355.2284240722656,7.691290855407715,3.5613226890563965
6,582.09527997,98.04,476201,70943,5810,0.00073,473200,0.022314397618174553,-353.0960693359375,13.614397048950195,5.1670379638671875
6,591.14584482,98.04,477201,71098,5820,0.00073,474200,0.022289523854851723,-356.47674560546875,7.936187744140625,-8.52169132232666
6,582.14098229,98.04,478201,71252,5830,0.00073,475200,0.02096782997250557,-364.2158508300781,7.859462738037109,3.855424404144287
6,568.0767194499999,98.04,479201,71406,5840,0.00073,476200,0.021889159455895424,-355.02020263671875,8.113985061645508,-1.6200554370880127
6,563.15513322,98.04,480201,71555,5850,0.00073,477200,0.021364746615290642,-349.4526062011719,7.250783920288086,-1.3596506118774414
6,569.2919975099999,98.04,481201,71704,5860,0.00073,478200,0.02171194739639759,-349.77923583984375,8.890229225158691,-3.5877528190612793
6,570.66401658,98.04,482201,71853,5870,0.00073,479200,0.02236253395676613,-364.945068359375,9.033269882202148,0.10222578048706055
6,572.48548153,99.02,483201,72000,5880,0.00073,480200,0.02285880222916603,-352.179931640625,8.509572982788086,-1.6556119918823242
6,570.2636427499999,100.0,484201,72158,5890,0.00073,481200,0.022494807839393616,-365.9151306152344,9.176795959472656,-1.9436739683151245
6,574.12809626,100.0,485201,72322,5900,0.00073,482200,0.021759819239377975,-360.7418518066406,9.094182014465332,-4.4541916847229
6,568.01921636,100.0,486201,72484,5910,0.00073,483200,0.021951640024781227,-357.2211608886719,7.687435150146484,4.649295806884766
6,572.28523349,100.0,487201,72644,5920,0.00073,484200,0.021457547321915627,-356.2084655761719,8.796334266662598,-1.3845027685165405
6,591.95372699,100.0,488201,72803,5930,0.00073,485200,0.02170131728053093,-357.2057800292969,7.85734748840332,1.4888945817947388
6,608.744726,100.0,489201,72960,5940,0.00073,486200,0.02279588207602501,-358.4100036621094,9.496438026428223,-9.941068649291992
6,605.1122811299999,100.0,490201,73115,5950,0.00073,487200,0.022192787379026413,-360.2608947753906,7.538845539093018,-0.9828529357910156
6,600.59129846,100.0,491201,73269,5960,0.00073,488200,0.02174382098019123,-358.2962341308594,7.120481491088867,-7.941082000732422
6,596.24735969,100.0,492201,73423,5970,0.00073,489200,0.021180247887969017,-361.72308349609375,7.342643737792969,5.828696250915527
6,591.9849134899999,100.0,493201,73579,5980,0.00073,490200,0.021728647872805595,-353.41204833984375,9.197927474975586,0.37191253900527954
6,597.28772889,100.0,494201,73732,5990,0.00073,491200,0.02041737362742424,-355.2069396972656,8.709222793579102,2.506880760192871
6,578.61650119,100.0,495201,73892,6000,0.00073,492200,0.020752448588609695,-361.46771240234375,5.928528785705566,8.537814140319824
6,583.14319953,100.0,496201,74051,6010,0.00073,493200,0.021541869267821312,-365.3852233886719,8.767065048217773,-5.199275970458984
6,586.66532472,100.0,497201,74210,6020,0.00073,494200,0.02185649983584881,-366.84210205078125,7.813650131225586,-8.08456802368164
6,580.95065544,100.0,498201,74371,6030,0.00073,495200,0.021916335448622704,-362.4980163574219,10.86825942993164,-7.279839515686035
6,568.5428336700002,100.0,499201,74528,6040,0.00073,496200,0.02023151144385338,-362.35260009765625,8.103218078613281,3.3336105346679688
6,570.6540933599999,100.0,500201,74683,6050,0.00073,497200,0.020772496238350868,-362.0014953613281,8.112685203552246,-1.4274088144302368
6,570.31383148,100.0,501201,74837,6060,0.00073,498200,0.021406883373856544,-367.315673828125,8.780206680297852,1.7723455429077148
6,572.80253078,100.0,502201,74994,6070,0.00073,499200,0.02296786941587925,-369.674072265625,8.925806999206543,-3.035243272781372
6,583.02650427,100.0,503201,75149,6080,0.00073,500200,0.021477697417140007,-370.6542663574219,8.558842658996582,10.47593879699707
6,571.8507878099999,99.74,504175,75300,6090,0.00073,501174,0.021595600992441177,-370.08319091796875,7.457601547241211,-2.5564889907836914
6,588.1087587299999,99.74,505175,75458,6100,0.00073,502174,0.02019164152443409,-367.06298828125,7.986083030700684,2.1286935806274414
6,583.06901167,99.74,506175,75612,6110,0.00073,503174,0.020713401958346367,-367.5735778808594,8.505169868469238,12.639569282531738
6,577.4793651599999,99.74,507175,75768,6120,0.00073,504174,0.020592423155903816,-362.82452392578125,8.258554458618164,-4.3982038497924805
6,575.66579738,99.74,508175,75924,6130,0.00073,505174,0.022111669182777405,-365.7954406738281,7.471680164337158,2.4018993377685547
6,570.97720967,98.96,509097,76070,6140,0.00073,506096,0.025395339354872704,-375.94085693359375,11.736924171447754,0.37872427701950073
6,560.8559642499999,98.96,510097,76226,6150,0.00073,507096,0.02472567744553089,-388.6445007324219,8.301037788391113,-0.056307435035705566
6,543.35903243,98.96,511097,76382,6160,0.00073,508096,0.021884985268115997,-390.5515441894531,7.313586711883545,-4.7841796875
6,529.67493729,98.96,512097,76535,6170,0.00073,509096,0.022085415199398994,-383.2095642089844,9.374969482421875,-8.939661026000977
6,528.4551812100001,98.96,513097,76694,6180,0.00073,510096,0.02122005634009838,-385.2509460449219,8.069703102111816,-3.3015644550323486
6,541.12966854,99.22,514097,76852,6190,0.00073,511096,0.020473968237638474,-382.1594543457031,19.53813934326172,5.837130546569824
6,532.2392277399999,99.22,515097,77010,6200,0.00073,512096,0.02035563997924328,-373.3990173339844,7.44411563873291,0.15442407131195068
6,539.93007354,99.22,516097,77171,6210,0.00073,513096,0.022347813472151756,-369.84814453125,8.154480934143066,-4.397087097167969
6,543.5328790899999,99.22,517097,77330,6220,0.00073,514096,0.021529315039515495,-369.1471252441406,8.379925727844238,-14.717613220214844
6,544.8710619299999,99.22,518097,77489,6230,0.00073,515096,0.0226152203977108,-372.3780822753906,7.711963653564453,2.800570487976074
6,550.98325505,100.0,519097,77645,6240,0.00073,516096,0.022929925471544266,-374.8604736328125,13.00148868560791,-0.47202616930007935
6,561.75647339,100.0,520097,77808,6250,0.00073,517096,0.020798884332180023,-376.09381103515625,11.21054458618164,3.4036865234375
6,576.4156134899999,100.0,521097,77961,6260,0.00073,518096,0.022208048030734062,-381.08477783203125,8.589643478393555,2.0012898445129395
6,577.91474306,99.09,522006,78094,6270,0.00073,519005,0.021887917071580887,-381.2046203613281,10.950531005859375,-3.790961503982544
6,567.3257411,99.09,523006,78245,6280,0.00073,520005,0.022673549130558968,-384.7581787109375,10.194777488708496,4.9423675537109375
6,558.41698246,99.09,524006,78396,6290,0.00073,521005,0.022797811776399612,-382.1920471191406,9.375353813171387,3.7227213382720947
6,571.9351346299999,99.09,525006,78550,6300,0.00073,522005,0.022488081827759743,-380.04998779296875,9.569671630859375,2.615352153778076
6,563.27322338,99.09,526006,78700,6310,0.00073,523005,0.021528493613004684,-377.3203430175781,7.704132080078125,8.67236614227295
