time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss
6,559.7344352299999,100.0,743390,112842,8500,0.00073,740389,0.022514192387461662,-427.07177734375,9.253141403198242,-0.7709435224533081
6,556.1558116499999,100.0,744390,113008,8510,0.00073,741389,0.023085465654730797,-424.79962158203125,11.845211029052734,-0.12292194366455078
6,533.0266479499999,100.0,745390,113172,8520,0.00073,742389,0.02170656807720661,-421.2657775878906,10.576346397399902,1.569353461265564
6,526.19497963,100.0,746390,113330,8530,0.00073,743389,0.02116827294230461,-428.92498779296875,9.377281188964844,-12.686117172241211
6,524.0150497999999,100.0,747390,113488,8540,0.00073,744389,0.022145424038171768,-426.1640930175781,8.825876235961914,1.431894302368164
6,517.8951485900001,100.0,748390,113648,8550,0.00073,745389,0.02113751322031021,-423.2111511230469,8.374963760375977,-3.870291233062744
6,535.25390799,100.0,749390,113808,8560,0.00073,746389,0.021822575479745865,-423.9482727050781,10.225791931152344,7.910076141357422
6,544.48595404,100.0,750390,113973,8570,0.00073,747389,0.020806657150387764,-423.48779296875,11.388710021972656,1.601771593093872
6,540.10760387,100.0,751390,114136,8580,0.00073,748389,0.020709263160824776,-415.06842041015625,9.224653244018555,15.220548629760742
6,540.46294568,100.0,752390,114297,8590,0.00073,749389,0.021787967532873154,-423.2366027832031,10.603372573852539,1.501438856124878
6,547.32261702,100.0,753390,114454,8600,0.00073,750389,0.020507769659161568,-425.96893310546875,9.986185073852539,-11.138477325439453
6,534.06026138,100.0,754390,114612,8610,0.00073,751389,0.021799996495246887,-423.5185852050781,9.397335052490234,-1.0789752006530762
6,548.24760801,100.0,755390,114769,8620,0.00073,752389,0.02177160046994686,-419.8396301269531,14.945999145507812,-0.9259054660797119
6,549.42203358,100.0,756390,114928,8630,0.00073,753389,0.021521827206015587,-425.7487487792969,10.463897705078125,-1.4650006294250488
6,559.18965983,100.0,757390,115087,8640,0.00073,754389,0.02163480408489704,-426.3031311035156,19.80847930908203,-5.287702560424805
6,561.52477472,100.0,758390,115247,8650,0.00073,755389,0.021393096074461937,-419.4429931640625,9.618806838989258,1.764634132385254
6,560.28232,100.0,759390,115408,8660,0.00073,756389,0.022251788526773453,-426.2396545410156,7.457023620605469,-11.75722885131836
6,548.1795423799999,100.0,760390,115568,8670,0.00073,757389,0.020917659625411034,-418.67767333984375,8.131477355957031,4.7150068283081055
6,561.4182991199999,100.0,761390,115728,8680,0.00073,758389,0.02185067906975746,-419.59783935546875,12.659818649291992,13.783927917480469
6,557.36909943,100.0,762390,115890,8690,0.00073,759389,0.02137988992035389,-424.2328796386719,10.167553901672363,-1.156958818435669
6,550.7401839300001,100.0,763390,116050,8700,0.00073,760389,0.020873868837952614,-422.2308349609375,8.90818977355957,-4.726284027099609
6,556.8073169499999,100.0,764390,116210,8710,0.00073,761389,0.02089899592101574,-425.1394958496094,8.805482864379883,3.2555947303771973
6,555.38139242,100.0,765390,116369,8720,0.00073,762389,0.021170049905776978,-426.3767395019531,9.019619941711426,0.30795252323150635
6,557.9854090700001,100.0,766390,116530,8730,0.00073,763389,0.020305393263697624,-418.537841796875,12.122112274169922,-0.10499358177185059
6,562.1951124699998,99.02,767292,116673,8740,0.00073,764291,0.019906362518668175,-420.0606689453125,9.260213851928711,8.586971282958984
6,567.22692038,99.02,768292,116826,8750,0.00073,765291,0.019807586446404457,-411.3162841796875,8.35090446472168,4.8238325119018555
6,573.198607,99.02,769292,116984,8760,0.00073,766291,0.019715242087841034,-409.6986083984375,7.804889678955078,-3.1518776416778564
6,578.0205194800001,99.02,770292,117142,8770,0.00073,767291,0.020844561979174614,-409.0848693847656,8.769753456115723,-11.098664283752441
6,564.1547901800001,99.02,771292,117302,8780,0.00073,768291,0.01960384100675583,-412.32537841796875,22.78860092163086,-2.95457124710083
6,573.6487627199999,99.02,772292,117462,8790,0.00073,769291,0.01959935575723648,-415.62652587890625,7.451969146728516,-0.7150106430053711
6,575.5223372400001,99.02,773292,117620,8800,0.00073,770291,0.019554048776626587,-412.4847717285156,8.075665473937988,1.3785223960876465
6,582.19382107,99.02,774292,117777,8810,0.00073,771291,0.01911759003996849,-414.9341735839844,6.973782062530518,0.12142956256866455
6,596.1402259000001,99.02,775292,117933,8820,0.00073,772291,0.01969706453382969,-412.4443359375,8.323343276977539,-0.8499512672424316
6,598.6228301,99.02,776292,118101,8830,0.00073,773291,0.020307451486587524,-415.4349670410156,10.119852066040039,1.4879496097564697
6,598.79053131,100.0,777292,118254,8840,0.00073,774291,0.023791765794157982,-424.3564758300781,14.862401962280273,9.469396591186523
6,566.64314303,99.06,778198,118394,8850,0.00073,775197,0.025080164894461632,-441.2611389160156,21.21086311340332,-3.255715847015381
6,546.84008915,99.06,779198,118547,8860,0.00073,776197,0.026599641889333725,-453.9862060546875,20.211894989013672,7.852786540985107
6,540.00416811,99.06,780198,118700,8870,0.00073,777197,0.028385642915964127,-454.3918151855469,19.454282760620117,-2.821455717086792
6,533.4289755499999,99.06,781198,118853,8880,0.00073,778197,0.027603281661868095,-473.1490478515625,18.361957550048828,3.318758726119995
6,520.83568949,99.06,782198,119016,8890,0.00073,779197,0.025876399129629135,-460.81915283203125,14.495237350463867,-0.0731576681137085
6,522.04806575,99.06,783198,119183,8900,0.00073,780197,0.02447134256362915,-451.9841003417969,15.008726119995117,-1.492656946182251
6,527.8371960099998,99.06,784198,119346,8910,0.00073,781197,0.02139284275472164,-441.88201904296875,10.6851224899292,1.862999439239502
6,526.9514002300001,99.06,785198,119511,8920,0.00073,782197,0.019797058776021004,-441.71734619140625,9.24166488647461,-6.736274242401123
6,522.7983258200001,99.06,786198,119675,8930,0.00073,783197,0.019226251170039177,-431.33123779296875,8.029869079589844,3.024221181869507
6,522.11588361,99.06,787198,119836,8940,0.00073,784197,0.020304923877120018,-426.1564025878906,8.110494613647461,-6.59323787689209
6,545.84585076,100.0,788198,119998,8950,0.00073,785197,0.019979672506451607,-421.03851318359375,10.790258407592773,-6.181543350219727
6,554.03360121,100.0,789198,120162,8960,0.00073,786197,0.02035701274871826,-419.5679626464844,8.301241874694824,-2.8112411499023438
6,562.7469981999999,100.0,790198,120322,8970,0.00073,787197,0.019492991268634796,-421.7203063964844,12.282609939575195,11.165575981140137
6,575.33125834,100.0,791198,120486,8980,0.00073,788197,0.019303414970636368,-420.23919677734375,9.440532684326172,4.151462554931641
6,598.83836151,99.74,792172,120646,8990,0.00073,789171,0.02013380080461502,-425.0267028808594,10.070124626159668,-0.16798850893974304
6,603.94799531,99.74,793172,120809,9000,0.00073,790171,0.020666075870394707,-425.07049560546875,9.628710746765137,-3.834421396255493
6,589.8757525999999,99.74,794172,120973,9010,0.00073,791171,0.02059614099562168,-423.0700378417969,8.741232872009277,-6.332230091094971
6,574.2329660700001,99.74,795172,121133,9020,0.00073,792171,0.020416390150785446,-424.1086730957031,9.30547046661377,-7.616442680358887
6,573.25561054,99.35,796133,121288,9030,0.00073,793132,0.02035520225763321,-421.7572021484375,9.894027709960938,-1.0555280447006226
6,566.98369942,99.35,797133,121452,9040,0.00073,794132,0.020685769617557526,-418.94189453125,9.893037796020508,4.701735496520996
6,575.92128311,99.35,798133,121613,9050,0.00073,795132,0.020454445853829384,-419.9254455566406,9.5577392578125,15.494548797607422
6,589.1554355899999,99.35,799133,121776,9060,0.00073,796132,0.02104198932647705,-429.29937744140625,10.006216049194336,-12.586430549621582
6,590.67503765,99.35,800133,121940,9070,0.00073,797132,0.020704569295048714,-427.7949523925781,10.767505645751953,-1.3817903995513916
6,590.70436185,99.35,801133,122104,9080,0.00073,798132,0.021333172917366028,-426.6998596191406,9.54013442993164,2.0890696048736572
6,579.5809539100001,99.61,802133,122268,9090,0.00073,799132,0.022470412775874138,-428.6979064941406,8.838497161865234,-5.423444747924805
6,562.9650584000001,99.61,803133,122433,9100,0.00073,800132,0.022597741335630417,-438.3359375,15.169964790344238,-4.359045505523682
6,569.6735697400001,99.61,804133,122598,9110,0.00073,801132,0.0221659354865551,-434.277099609375,9.495431900024414,-1.7719066143035889
6,573.37608413,99.61,805133,122766,9120,0.00073,802132,0.02238304354250431,-434.9425354003906,7.986347198486328,-1.6193467378616333
6,568.87754589,100.0,806133,122930,9130,0.00073,803132,0.024158919230103493,-438.4786376953125,12.085699081420898,16.507410049438477
6,568.6489254400002,100.0,807133,123094,9140,0.00073,804132,0.022621599957346916,-446.35699462890625,13.459428787231445,8.580520629882812
6,569.33029863,100.0,808133,123258,9150,0.00073,805132,0.020903585478663445,-442.22442626953125,12.329583168029785,4.9736785888671875
6,556.6056248299999,100.0,809133,123421,9160,0.00073,806132,0.020481431856751442,-436.22113037109375,8.544549942016602,-6.698838233947754
6,562.06772873,100.0,810133,123583,9170,0.00073,807132,0.020502964034676552,-432.5292663574219,10.916500091552734,-10.345781326293945
6,564.59291914,100.0,811133,123744,9180,0.00073,808132,0.020303161814808846,-434.3696594238281,8.81904125213623,-1.9233583211898804
6,563.74798658,100.0,812133,123903,9190,0.00073,809132,0.019715778529644012,-430.4773864746094,11.650077819824219,-8.616556167602539
6,579.88984537,100.0,813133,124065,9200,0.00073,810132,0.01971536874771118,-424.7540283203125,7.61733341217041,-10.799027442932129
6,572.06705059,100.0,814133,124229,9210,0.00073,811132,0.01998310163617134,-425.207763671875,8.257017135620117,-10.168201446533203
6,569.40388105,100.0,815133,124388,9220,0.00073,812132,0.02021586149930954,-423.55157470703125,7.843061447143555,6.372582912445068
6,577.7016343399998,100.0,816133,124549,9230,0.00073,813132,0.020377224311232567,-424.2021179199219,9.283101081848145,-0.7291278839111328
6,592.16303055,100.0,817133,124710,9240,0.00073,814132,0.021649649366736412,-425.4774475097656,9.361120223999023,0.9608558416366577
6,588.50787021,100.0,818133,124871,9250,0.00073,815132,0.021260280162096024,-422.5385437011719,7.615079879760742,8.857208251953125
6,589.1109753699999,100.0,819133,125026,9260,0.00073,816132,0.021851424127817154,-424.16717529296875,9.886316299438477,-0.6599955558776855
6,594.8267264899999,100.0,820133,125183,9270,0.00073,817132,0.021104721352458,-424.39434814453125,7.867876052856445,8.836262702941895
6,594.2554929500001,100.0,821133,125341,9280,0.00073,818132,0.021725617349147797,-432.466796875,9.36806583404541,4.929318904876709
6,587.35729067,100.0,822133,125498,9290,0.00073,819132,0.021792273968458176,-431.90875244140625,8.617513656616211,-3.197756767272949
6,583.4182346499999,100.0,823133,125655,9300,0.00073,820132,0.020833391696214676,-425.180908203125,9.257116317749023,1.3052886724472046
6,580.95509021,100.0,824133,125812,9310,0.00073,821132,0.02110408805310726,-426.7689208984375,9.659309387207031,-5.3817033767700195
6,586.1967865500001,100.0,825133,125968,9320,0.00073,822132,0.021559523418545723,-428.4841613769531,7.622600078582764,-0.47291579842567444
6,590.33959121,100.0,826133,126124,9330,0.00073,823132,0.0211806520819664,-420.2195129394531,8.87644100189209,1.3202121257781982
6,582.72895722,100.0,827133,126278,9340,0.00073,824132,0.023304389789700508,-425.5115661621094,11.637479782104492,5.477318286895752
6,569.45003782,97.41,827874,126391,9350,0.00073,824873,0.02458859235048294,-429.50714111328125,11.562105178833008,1.4944343566894531
6,556.64678696,97.41,828874,126547,9360,0.00073,825873,0.024474680423736572,-441.1383056640625,12.467403411865234,4.171627998352051
6,547.7924751400001,97.41,829874,126701,9370,0.00073,826873,0.023949570953845978,-443.1630859375,10.240901947021484,-4.41352653503418
6,553.55731223,96.67,830800,126852,9380,0.00073,827799,0.02242370694875717,-440.42913818359375,10.309419631958008,2.2892282009124756
6,555.8181821,96.67,831800,127012,9390,0.00073,828799,0.022011199966073036,-437.4023132324219,9.284420013427734,-1.8131499290466309
6,558.8116465400001,96.67,832800,127171,9400,0.00073,829799,0.021693820133805275,-434.6214294433594,10.750657081604004,-2.282970905303955
6,552.9147432,95.81,833714,127315,9410,0.00073,830713,0.02113594114780426,-427.3187561035156,15.306048393249512,-0.7293214797973633
6,556.74240189,95.81,834714,127471,9420,0.00073,831713,0.02114189974963665,-427.6181640625,11.932044982910156,4.271648406982422
6,542.67030229,95.81,835714,127625,9430,0.00073,832713,0.021015126258134842,-431.09649658203125,10.94732666015625,0.12300610542297363
6,542.9520846899999,95.81,836714,127786,9440,0.00073,833713,0.020179644227027893,-423.11029052734375,9.638406753540039,2.787264108657837
6,558.9525022699999,98.4,837714,127955,9450,0.00073,834713,0.020873555913567543,-423.20648193359375,8.408035278320312,-7.613004207611084
6,564.89612443,98.4,838714,128113,9460,0.00073,835713,0.01998484507203102,-425.75738525390625,9.552597999572754,1.19983971118927
6,567.26278404,98.4,839714,128270,9470,0.00073,836713,0.019995635375380516,-425.95623779296875,8.192132949829102,-9.406145095825195
6,561.48655271,99.14,840714,128426,9480,0.00073,837713,0.02006203681230545,-420.055908203125,7.407639503479004,-0.059784650802612305
6,564.64789117,98.42,841642,128570,9490,0.00073,838641,0.02015908621251583,-415.29058837890625,7.941302299499512,0.8348864912986755
6,556.58724781,98.42,842642,128730,9500,0.00073,839641,0.020815066993236542,-422.5594787597656,8.02951431274414,-2.747314453125
6,562.0390702100001,99.28,843642,128886,9510,0.00073,840641,0.020956171676516533,-418.9481506347656,8.20026683807373,-5.0417351722717285
6,548.57020562,98.3,844544,129027,9520,0.00073,841543,0.020097285509109497,-418.7976989746094,7.3337907791137695,-8.739931106567383
6,577.0026886200001,98.3,845544,129182,9530,0.00073,842543,0.020332081243395805,-426.5437316894531,8.4405517578125,-5.302334785461426
6,582.63841348,98.3,846544,129336,9540,0.00073,843543,0.021718645468354225,-425.4529724121094,9.02031135559082,-5.246067047119141
6,573.0407055899999,98.3,847544,129490,9550,0.00073,844543,0.021328341215848923,-424.5599060058594,7.873043060302734,4.0817766189575195
6,577.24804226,98.3,848544,129644,9560,0.00073,845543,0.021154388785362244,-426.69677734375,8.063149452209473,-3.2359619140625
6,574.4556364900001,98.3,849544,129792,9570,0.00073,846543,0.021499518305063248,-427.2401428222656,10.654465675354004,-1.5088800191879272
6,576.9859379899999,98.3,850544,129945,9580,0.00073,847543,0.02209204062819481,-425.2266540527344,9.166664123535156,-11.712204933166504
6,573.60502442,99.02,851544,130096,9590,0.00073,848543,0.022281231358647346,-427.0384826660156,8.818460464477539,-1.3859565258026123
6,577.52313302,99.02,852544,130244,9600,0.00073,849543,0.022024765610694885,-427.52508544921875,10.389848709106445,0.28808870911598206
6,591.24578521,99.02,853544,130392,9610,0.00073,850543,0.022139210253953934,-430.5412902832031,12.898628234863281,-7.25042200088501
6,611.36130006,100.0,854544,130541,9620,0.00073,851543,0.023358764126896858,-437.8151550292969,11.498945236206055,-7.241783142089844
6,578.18401323,99.9,855534,130690,9630,0.00073,852533,0.03443899378180504,-466.9410400390625,28.697612762451172,4.737198829650879
6,554.04071705,99.46,856490,130832,9640,0.00073,853489,0.031340066343545914,-491.25433349609375,21.38037872314453,-3.176833152770996
6,543.03632677,99.46,857490,130982,9650,0.00073,854489,0.02570888213813305,-489.0976867675781,23.734188079833984,5.676144599914551
6,539.42679349,99.46,858490,131132,9660,0.00073,855489,0.024182939901947975,-475.961669921875,12.30346393585205,6.212841987609863
6,539.6655088599999,99.46,859490,131280,9670,0.00073,856489,0.02214670740067959,-468.0717468261719,11.262962341308594,8.25497055053711
6,542.22649091,99.46,860490,131429,9680,0.00073,857489,0.02131819538772106,-454.8046875,11.622283935546875,-9.29541301727295
6,551.41080446,99.46,861490,131578,9690,0.00073,858489,0.022097360342741013,-446.7640686035156,14.784235000610352,16.636198043823242
6,561.20916934,99.46,862490,131726,9700,0.00073,859489,0.02083045244216919,-437.70892333984375,10.022214889526367,11.426274299621582
6,550.49777622,99.46,863490,131875,9710,0.00073,860489,0.02347332425415516,-441.0315856933594,10.565877914428711,-5.738642692565918
6,523.4059513999999,99.46,864490,132024,9720,0.00073,861489,0.025798708200454712,-454.0723571777344,13.076866149902344,-4.609646797180176
6,524.87066606,98.58,865392,132156,9730,0.00073,862391,0.023578835651278496,-451.3815002441406,13.143373489379883,2.391880989074707
6,540.7334279700001,99.02,866392,132305,9740,0.00073,863391,0.02213994972407818,-451.38812255859375,9.539077758789062,1.096736192703247
6,558.54474081,99.02,867392,132456,9750,0.00073,864391,0.02058408409357071,-447.1731262207031,8.15553092956543,0.938107967376709
6,570.82767048,99.02,868392,132606,9760,0.00073,865391,0.02134908363223076,-438.819091796875,11.406499862670898,-3.7317090034484863
6,557.75017905,99.02,869392,132753,9770,0.00073,866391,0.020809806883335114,-430.7843017578125,9.264410018920898,3.212627410888672
6,561.7313022000001,99.02,870392,132899,9780,0.00073,867391,0.02004501037299633,-429.95050048828125,9.935857772827148,-4.0533552169799805
6,559.45491579,99.02,871392,133047,9790,0.00073,868391,0.020366964861750603,-427.6646728515625,8.60070514678955,4.742664337158203
6,560.9793698199999,99.02,872392,133194,9800,0.00073,869391,0.021645983681082726,-423.33612060546875,9.26058578491211,-8.708171844482422
6,566.1459596699999,99.02,873392,133342,9810,0.00073,870391,0.02079734206199646,-422.42279052734375,10.140365600585938,10.348402976989746
6,590.28965238,99.02,874392,133491,9820,0.00073,871391,0.021209849044680595,-423.2759094238281,9.147403717041016,5.02534294128418
6,610.35317386,100.0,875392,133640,9830,0.00073,872391,0.02145143412053585,-425.1244812011719,9.849868774414062,2.5330655574798584
6,609.8140771500001,100.0,876392,133786,9840,0.00073,873391,0.021128922700881958,-425.5614013671875,11.96033000946045,-4.291299819946289
6,605.92813263,100.0,877392,133930,9850,0.00073,874391,0.022331025451421738,-429.60247802734375,9.869728088378906,2.323699474334717
6,600.47780218,100.0,878392,134074,9860,0.00073,875391,0.0209460761398077,-429.09814453125,15.104368209838867,-6.462589263916016
6,619.19443436,100.0,879392,134218,9870,0.00073,876391,0.021795621141791344,-430.1625671386719,10.274532318115234,0.531003475189209
6,614.4066478999999,100.0,880392,134362,9880,0.00073,877391,0.021190227940678596,-436.38238525390625,8.10910415649414,-12.826516151428223
6,615.88821647,100.0,881392,134510,9890,0.00073,878391,0.019714081659913063,-431.98345947265625,9.566056251525879,-6.68620491027832
6,595.5667143400001,100.0,882392,134660,9900,0.00073,879391,0.040899813175201416,-459.6716613769531,39.25200653076172,11.324979782104492
6,550.98195328,99.88,883380,134808,9910,0.00073,880379,0.03113717772066593,-509.9953918457031,19.651226043701172,-15.193212509155273
6,529.42043301,99.88,884380,134958,9920,0.00073,881379,0.021316517144441605,-497.295654296875,50.881988525390625,2.511850595474243
6,522.9927255700001,99.88,885380,135108,9930,0.00073,882379,0.019331932067871094,-476.6881408691406,7.544396877288818,-2.286935806274414
6,531.2332906700001,99.88,886380,135258,9940,0.00073,883379,0.018333761021494865,-453.2947998046875,7.710428237915039,0.9322958588600159
6,528.8129737,99.88,887380,135409,9950,0.00073,884379,0.018476977944374084,-438.4035339355469,9.013989448547363,-0.3387267589569092
6,534.59203807,99.88,888380,135558,9960,0.00073,885379,0.018586475402116776,-429.71038818359375,7.166472434997559,-2.467013359069824
6,534.1810445099999,99.88,889380,135707,9970,0.00073,886379,0.01815088279545307,-417.89471435546875,8.75629997253418,4.056437969207764
6,534.95216579,99.88,890380,135857,9980,0.00073,887379,0.018093867227435112,-418.12274169921875,5.761259078979492,-4.098539352416992
6,531.7343972,98.9,891282,135994,9990,0.00073,888281,0.019014248624444008,-413.3687438964844,8.900826454162598,1.4242570400238037
6,549.41244533,98.9,892282,136146,10000,0.00073,889281,0.018255067989230156,-413.79791259765625,6.962660312652588,-7.195561408996582
6,601.20187584,99.02,893282,136297,10010,0.00073,890281,0.01805315539240837,-406.09881591796875,6.741147518157959,2.425424098968506
6,627.0190393600001,99.02,894282,136448,10020,0.00073,891281,0.01923453062772751,-408.51788330078125,7.824654579162598,4.799464225769043
6,624.94886337,99.02,895282,136599,10030,0.00073,892281,0.018446382135152817,-406.01287841796875,8.262049674987793,7.142017364501953
6,616.21092658,99.02,896282,136749,10040,0.00073,893281,0.01923447661101818,-412.6801452636719,9.398889541625977,6.551888942718506
6,633.43727077,99.02,897282,136903,10050,0.00073,894281,0.01901058666408062,-414.99517822265625,8.042411804199219,-11.040335655212402
6,624.06651325,99.02,898282,137052,10060,0.00073,895281,0.01937544159591198,-411.6200866699219,6.153594017028809,0.9056110978126526
6,606.94190839,99.02,899282,137200,10070,0.00073,896281,0.018880421295762062,-409.6626281738281,9.370220184326172,5.5957136154174805
6,605.87507588,98.44,900224,137342,10080,0.00073,897223,0.019601546227931976,-414.1879577636719,7.749057769775391,-0.11320996284484863
6,600.39034067,99.42,901224,137493,10090,0.00073,898223,0.020085463300347328,-413.6336975097656,11.198016166687012,5.679596900939941
6,599.0540569000001,99.42,902224,137644,10100,0.00073,899223,0.022038428112864494,-414.8056640625,9.32568359375,-8.368566513061523
6,598.0118237500001,99.42,903224,137793,10110,0.00073,900223,0.021888762712478638,-419.8521728515625,9.96413803100586,6.125202178955078
6,588.59868008,99.42,904224,137940,10120,0.00073,901223,0.020799653604626656,-423.5128479003906,7.03764533996582,-4.0016608238220215
6,590.04763558,99.42,905224,138087,10130,0.00073,902223,0.021415095776319504,-418.1097106933594,9.999824523925781,6.660306453704834
6,581.9824461599999,99.42,906224,138234,10140,0.00073,903223,0.0213276706635952,-418.8963928222656,8.764062881469727,5.816848278045654
6,568.93137732,99.42,907224,138383,10150,0.00073,904223,0.021524587646126747,-422.7447204589844,7.436656951904297,0.5520868301391602
6,575.46493304,99.42,908224,138531,10160,0.00073,905223,0.020761078223586082,-419.7353515625,10.723525047302246,-2.4171621799468994
6,579.7768014499999,99.42,909224,138678,10170,0.00073,906223,0.020951705053448677,-424.0900573730469,7.591592311859131,-4.488893508911133
6,578.4345452700001,100.0,910224,138827,10180,0.00073,907223,0.020502451807260513,-419.3447265625,7.5359392166137695,7.33724308013916
6,599.7040214599999,100.0,911224,138975,10190,0.00073,908223,0.02090834639966488,-418.4254455566406,8.374446868896484,0.679901123046875
6,608.82065127,100.0,912224,139123,10200,0.00073,909223,0.020731594413518906,-423.4486389160156,8.99234390258789,4.681386947631836
6,597.52601058,100.0,913224,139271,10210,0.00073,910223,0.020919689908623695,-423.43536376953125,11.301397323608398,1.5902776718139648
6,599.19039575,100.0,914224,139419,10220,0.00073,911223,0.020866846665740013,-417.8382568359375,6.821895599365234,2.4902467727661133
6,603.5034603700001,100.0,915224,139569,10230,0.00073,912223,0.021440783515572548,-424.8179931640625,8.82754898071289,-1.4887831211090088
6,618.38154142,100.0,916224,139719,10240,0.00073,913223,0.02131425030529499,-423.60791015625,800.4071655273438,1.6471543312072754
6,614.83506441,100.0,917224,139871,10250,0.00073,914223,0.022764327004551888,-432.64544677734375,9.053442001342773,-15.200182914733887
6,594.55026894,100.0,918224,140023,10260,0.00073,915223,0.0227494016289711,-434.58349609375,11.37551498413086,-3.306845188140869
6,589.36783104,100.0,919224,140175,10270,0.00073,916223,0.021160956472158432,-426.48779296875,11.793801307678223,3.7437829971313477
6,587.99854943,100.0,920224,140322,10280,0.00073,917223,0.021208064630627632,-426.76153564453125,8.63261604309082,4.350921154022217
6,575.14888625,100.0,921224,140469,10290,0.00073,918223,0.020920483395457268,-427.4323425292969,8.777487754821777,-4.643692970275879
6,564.4921433499999,100.0,922224,140614,10300,0.00073,919223,0.021305521950125694,-421.6898498535156,18.452089309692383,11.550154685974121
6,561.41239986,100.0,923224,140759,10310,0.00073,920223,0.021034739911556244,-427.8861389160156,8.291489601135254,-5.442991733551025
6,563.2817952500001,100.0,924224,140906,10320,0.00073,921223,0.020743384957313538,-426.18621826171875,8.805974960327148,-4.823278427124023
6,562.3529492099999,100.0,925224,141053,10330,0.00073,922223,0.02118966169655323,-422.51519775390625,12.910449981689453,-5.145445346832275
6,558.3015616700001,99.72,926196,141196,10340,0.00073,923195,0.022247204557061195,-420.4669494628906,11.917083740234375,17.325010299682617
6,568.83810882,99.72,927196,141342,10350,0.00073,924195,0.021253373473882675,-424.14727783203125,8.614394187927246,1.826819658279419
6,585.6195278600001,99.72,928196,141488,10360,0.00073,925195,0.021414294838905334,-422.90191650390625,19.807798385620117,12.948210716247559
6,599.0955705499999,99.72,929196,141633,10370,0.00073,926195,0.021548140794038773,-423.2892150878906,9.401283264160156,-1.7682249546051025
6,583.3891904400001,97.23,929947,141741,10380,0.00073,926946,0.031750086694955826,-437.7579650878906,29.901805877685547,13.577753067016602
6,522.18891871,92.48,930472,141817,10390,0.00073,927471,0.0481555312871933,-482.51275634765625,54.03825378417969,3.6740264892578125
6,459.21762603,92.28,931452,141956,10400,0.00073,928451,0.049168530851602554,-558.8963623046875,45.96202850341797,3.2658567428588867
6,416.03295610999993,91.47,932371,142087,10410,0.00073,929370,0.039326947182416916,-568.5426025390625,31.342470169067383,-0.778195858001709
6,385.70827171999997,91.47,933371,142238,10420,0.00073,930370,0.03199853375554085,-553.9451904296875,20.965911865234375,0.9752683639526367
6,374.77980269,91.47,934371,142387,10430,0.00073,931370,0.028024710714817047,-532.4869995117188,21.831119537353516,0.6533783674240112
6,378.378008,91.75,935371,142538,10440,0.00073,932370,0.024905988946557045,-500.6481628417969,12.026606559753418,-2.5084407329559326
6,361.83789778,91.75,936371,142688,10450,0.00073,933370,0.025232531130313873,-481.388916015625,16.756223678588867,5.1288018226623535
6,349.44852005000007,91.75,937371,142838,10460,0.00073,934370,0.030954942107200623,-486.3855285644531,22.80406951904297,3.5223007202148438
6,324.85295097,91.75,938371,142989,10470,0.00073,935370,0.027315152809023857,-489.5256652832031,21.267959594726562,-7.636839866638184
6,337.58682756,94.24,939371,143142,10480,0.00073,936370,0.0247995276004076,-487.9914245605469,18.994049072265625,-6.353967189788818
6,389.88340664000003,98.99,940371,143292,10490,0.00073,937370,0.0240924209356308,-480.997802734375,14.324056625366211,-5.393779277801514
6,454.99081994999995,99.19,941371,143440,10500,0.00073,938370,0.022696340456604958,-458.68572998046875,11.066147804260254,0.5301058292388916
6,501.61867772000005,100.0,942371,143588,10510,0.00073,939370,0.021664870902895927,-450.33441162109375,13.023749351501465,5.43166446685791
6,530.97853626,100.0,943371,143738,10520,0.00073,940370,0.021344641223549843,-445.2106018066406,10.816267967224121,-4.789643287658691
6,542.35026125,100.0,944371,143887,10530,0.00073,941370,0.021154826506972313,-437.44683837890625,10.732566833496094,6.443141460418701
6,536.23618534,100.0,945371,144033,10540,0.00073,942370,0.022162996232509613,-435.3216552734375,12.214119911193848,12.315393447875977
6,551.1065035299999,100.0,946371,144182,10550,0.00073,943370,0.021770084276795387,-431.458740234375,12.608149528503418,3.9898533821105957
6,547.58144592,100.0,947371,144331,10560,0.00073,944370,0.022200223058462143,-429.5583190917969,10.474695205688477,7.830747604370117
6,553.17206965,100.0,948371,144480,10570,0.00073,945370,0.023297855630517006,-429.88677978515625,18.354583740234375,-1.228213906288147
6,550.46319912,100.0,949371,144628,10580,0.00073,946370,0.024351192638278008,-427.98101806640625,14.594634056091309,4.088461399078369
6,535.3810021499999,100.0,950371,144780,10590,0.00073,947370,0.028549104928970337,-436.4541320800781,196.29417419433594,-3.5401663780212402
6,488.6666467399999,99.06,951277,144914,10600,0.00073,948276,0.035770561546087265,-458.19293212890625,34.578636169433594,0.9452276229858398
6,444.5757057499999,99.06,952277,145060,10610,0.00073,949276,0.030539510771632195,-468.14208984375,28.260881423950195,2.9201178550720215
6,402.16664091999996,99.06,953277,145208,10620,0.00073,950276,0.027280321344733238,-462.13818359375,18.589048385620117,-1.941718578338623
6,372.56302562999997,99.06,954277,145355,10630,0.00073,951276,0.025514349341392517,-465.6029052734375,13.532806396484375,-8.166879653930664
6,362.76750488000005,99.06,955277,145505,10640,0.00073,952276,0.023848244920372963,-458.59393310546875,13.375463485717773,10.030710220336914
