time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,train/learning_rate,train/ent_coef_loss,train/actor_loss,train/ent_coef,train/critic_loss,train/n_updates
161151,46.86,255.85590391000002,7,21343,3730,0.00073,2.944702386856079,-691.7448120117188,0.1181248351931572,409.901611328125,158150
161622,46.94,246.3854069,7,21408,3740,0.00073,1.199293613433838,-774.9573364257812,0.11971383541822433,344.94427490234375,158621
162032,46.49,253.08562342000005,7,21464,3750,0.00073,-1.6563245058059692,-731.3890991210938,0.12018633633852005,313.097900390625,159031
162532,46.79,221.50884312999997,7,21532,3760,0.00073,-3.4147253036499023,-689.4417114257812,0.1195516511797905,380.32281494140625,159531
163032,46.79,150.02541548,7,21600,3770,0.00073,-5.986880779266357,-735.133544921875,0.11726106703281403,361.42010498046875,160031
163517,46.64,158.56434685,7,21666,3780,0.00073,4.060583591461182,-730.2499389648438,0.1189803034067154,579.8076171875,160516
163999,46.78,175.61973891999995,7,21731,3790,0.00073,-4.1145219802856445,-669.7164916992188,0.11739024519920349,569.0738525390625,160998
164493,47.11,177.45667799999998,7,21798,3800,0.00073,-7.373556137084961,-698.251953125,0.11323787271976471,422.647216796875,161492
164955,47.34,196.94614286,7,21860,3810,0.00073,-0.7415493726730347,-685.27587890625,0.1188449040055275,803.6121826171875,161954
165410,47.32,210.89075383000002,7,21922,3820,0.00073,1.8190401792526245,-765.5630493164062,0.11878836154937744,351.56536865234375,162409
165844,46.93,197.33507897999996,7,21982,3830,0.00073,-3.3627779483795166,-749.8825073242188,0.11627207696437836,344.9052734375,162843
166315,46.93,237.37598633,7,22048,3840,0.00073,1.765769124031067,-692.0067138671875,0.11636589467525482,383.27783203125,163314
166795,47.63,242.65290532,7,22115,3850,0.00073,3.679088592529297,-796.2455444335938,0.11297138780355453,495.3826904296875,163794
167282,47.5,254.57588854000002,7,22182,3860,0.00073,-2.5757102966308594,-745.7398681640625,0.11501915752887726,365.85089111328125,164281
167724,46.92,267.54665289999997,7,22242,3870,0.00073,4.905008792877197,-767.9878540039062,0.11800500750541687,473.44287109375,164723
168219,47.02,231.95673831999997,7,22310,3880,0.00073,-2.784646987915039,-732.6266479492188,0.11698891222476959,480.6601257324219,165218
168689,46.9,237.83978688999997,7,22374,3890,0.00073,0.9188070297241211,-703.4437255859375,0.11173249036073685,454.6863098144531,165688
169172,46.79,200.30050961999999,7,22440,3900,0.00073,6.919739246368408,-714.6244506835938,0.11149761825799942,464.1611328125,166171
169648,46.93,175.70748901000002,7,22505,3910,0.00073,0.21657758951187134,-777.5463256835938,0.1146543025970459,385.3955078125,166647
170123,47.13,149.54423987999996,7,22570,3920,0.00073,6.781755447387695,-796.7950439453125,0.11428303271532059,434.6612548828125,167122
170623,47.79,168.77027241999994,7,22638,3930,0.00073,2.4635987281799316,-742.9523315429688,0.11328963935375214,459.542724609375,167622
171123,48.08,127.91063327000002,7,22706,3940,0.00073,-3.34082293510437,-763.9745483398438,0.1149434968829155,424.19427490234375,168122
171602,48.07,145.83779443,7,22772,3950,0.00073,-4.509715557098389,-762.4833374023438,0.11805799603462219,560.9173583984375,168601
172079,47.97,159.40337883000004,7,22837,3960,0.00073,-0.3407384157180786,-785.5630493164062,0.11724088340997696,418.5875244140625,169078
172579,48.55,159.11698170000003,7,22905,3970,0.00073,1.5682828426361084,-802.0887451171875,0.11549483239650726,406.51556396484375,169578
173079,48.6,189.90931816,7,22974,3980,0.00073,-3.199404239654541,-775.902099609375,0.1198565736413002,503.1287841796875,170078
173579,48.9,192.94997739,7,23042,3990,0.00073,-0.08775675296783447,-762.125,0.11373534798622131,1201.80126953125,170578
174079,49.07,203.01580254000004,7,23110,4000,0.00073,-1.5545214414596558,-720.7312622070312,0.11311765760183334,454.16046142578125,171078
174551,49.03,241.74969404000004,7,23175,4010,0.00073,5.806753158569336,-834.2815551757812,0.11133050918579102,546.1185302734375,171550
175010,48.87,265.32299810999996,7,23237,4020,0.00073,1.4871540069580078,-745.05712890625,0.11447864770889282,352.32550048828125,172009
175417,47.94,241.48320403999998,7,23291,4030,0.00073,1.9065027236938477,-742.377685546875,0.1172705739736557,533.0951538085938,172416
175826,47.03,244.28309547,7,23347,4040,0.00073,-0.6023679375648499,-790.849609375,0.11946090310811996,510.6748962402344,172825
176263,46.61,192.62629431000005,7,23406,4050,0.00073,-0.8525357246398926,-739.791259765625,0.1238323450088501,482.3199768066406,173262
176624,45.45,168.06383557,7,23455,4060,0.00073,3.116472005844116,-776.4585571289062,0.11931440234184265,561.249267578125,173623
177098,45.19,182.13079857,7,23520,4070,0.00073,-1.8996232748031616,-800.74609375,0.11929360777139664,741.1011352539062,174097
177483,44.04,152.68274684,7,23572,4080,0.00073,2.005007028579712,-813.889892578125,0.12031784653663635,689.3309936523438,174482
177947,43.68,136.8436693,7,23635,4090,0.00073,0.6296758651733398,-781.4048461914062,0.12054464966058731,524.200439453125,174946
178385,43.06,134.31683518999998,7,23695,4100,0.00073,-1.2910021543502808,-763.134521484375,0.12100173532962799,465.9071044921875,175384
178807,42.56,97.36117807999999,7,23753,4110,0.00073,0.3087683916091919,-718.5211791992188,0.11740879714488983,528.6587524414062,175806
179244,42.34,102.16143093999999,7,23812,4120,0.00073,1.0449514389038086,-764.1162719726562,0.12276554852724075,671.1318359375,176243
179688,42.71,101.50844846999999,7,23872,4130,0.00073,1.5379316806793213,-882.9524536132812,0.11988195031881332,738.3925170898438,176687
180087,42.61,71.00820052,7,23926,4140,0.00073,5.220394134521484,-870.6054077148438,0.1177859902381897,1144.724365234375,177086
180552,42.89,101.64832476000001,7,23990,4150,0.00073,-0.4771723747253418,-821.7863159179688,0.12102259695529938,2327.0205078125,177551
181052,44.28,126.76296602999997,7,24058,4160,0.00073,-3.082512855529785,-776.89013671875,0.12321524322032928,515.6077270507812,178051
181471,43.73,112.86184295000001,7,24115,4170,0.00073,4.326033115386963,-812.0972900390625,0.12465061247348785,2105.31494140625,178470
181929,44.46,112.15667607000002,7,24177,4180,0.00073,3.5266973972320557,-802.8026123046875,0.12085368484258652,7496.302734375,178928
182412,44.65,129.68256988,7,24243,4190,0.00073,-1.0499873161315918,-809.063720703125,0.11786939203739166,401.4168701171875,179411
182871,44.86,140.76184391,7,24307,4200,0.00073,1.7654314041137695,-817.7189331054688,0.12369808554649353,773.3827514648438,179870
183328,45.21,191.17990574000007,7,24369,4210,0.00073,7.333270072937012,-798.5672607421875,0.11753253638744354,612.4894409179688,180327
183804,45.6,170.53207916,7,24434,4220,0.00073,1.1696546077728271,-821.340087890625,0.11879076808691025,671.28125,180803
184287,45.99,215.56584450999998,7,24500,4230,0.00073,-5.0188493728637695,-796.0909423828125,0.11636295914649963,607.5169067382812,181286
184787,47.0,267.45073809999997,7,24568,4240,0.00073,6.325899600982666,-774.63232421875,0.11558476835489273,1114.315185546875,181786
185275,47.23,286.11921355000004,7,24635,4250,0.00073,-4.982402324676514,-717.2294311523438,0.11561748385429382,436.257568359375,182274
185753,47.01,289.93090800000004,7,24701,4260,0.00073,2.6123909950256348,-746.947509765625,0.11852730065584183,715.8545532226562,182752
186226,47.55,344.6326405,7,24766,4270,0.00073,-3.983610153198242,-831.8137817382812,0.12373852729797363,441.22259521484375,183225
186707,47.78,384.13353972000004,7,24833,4280,0.00073,-2.1793179512023926,-752.3436889648438,0.12122020125389099,777.3980102539062,183706
187171,47.59,387.64404734000004,7,24898,4290,0.00073,9.262197494506836,-837.1856689453125,0.12327016144990921,539.1302490234375,184170
187656,47.85,376.10031967,7,24964,4300,0.00073,4.329671859741211,-836.4158325195312,0.12999171018600464,751.530029296875,184655
188152,48.24,393.6124868300001,7,25032,4310,0.00073,0.2825942039489746,-795.8045654296875,0.12177347391843796,515.8447875976562,185151
188607,48.03,379.72480749999994,7,25094,4320,0.00073,1.745923399925232,-754.5093383789062,0.12260130792856216,577.7379150390625,185606
189106,48.19,345.83680917,7,25162,4330,0.00073,-4.4126482009887695,-687.38916015625,0.12697142362594604,471.4720764160156,186105
189598,48.11,333.88848555000004,7,25230,4340,0.00073,-2.667342185974121,-752.6080322265625,0.13328847289085388,640.3294067382812,186597
190098,48.23,314.01422803,7,25299,4350,0.00073,-4.2903242111206055,-766.2554321289062,0.12536169588565826,656.1862182617188,187097
190598,48.45,286.23671511,7,25368,4360,0.00073,1.1848371028900146,-873.9239501953125,0.12683799862861633,498.13519287109375,187597
191098,48.72,226.17089284999994,7,25437,4370,0.00073,1.4844865798950195,-884.8563232421875,0.12898917496204376,611.73974609375,188097
191590,48.83,228.21258001,7,25504,4380,0.00073,6.590287685394287,-894.0422973632812,0.12540581822395325,511.7252502441406,188589
192062,48.91,226.34908149,7,25570,4390,0.00073,2.023098945617676,-830.8255004882812,0.12652777135372162,710.584716796875,189061
192562,49.06,254.20422062,7,25638,4400,0.00073,0.03346031904220581,-785.0071411132812,0.12652790546417236,1163.466796875,189561
193043,48.91,207.18659626000002,7,25705,4410,0.00073,-5.67488956451416,-756.89013671875,0.12651033699512482,425.01904296875,190042
193529,49.22,229.22201146999996,7,25771,4420,0.00073,-3.1752419471740723,-749.2984008789062,0.12472790479660034,719.247802734375,190528
194011,49.05,253.36388662000002,7,25837,4430,0.00073,0.9936996698379517,-840.9293212890625,0.13118627667427063,474.86260986328125,191010
194497,48.99,254.52436866,7,25904,4440,0.00073,2.636105537414551,-757.8497924804688,0.12902750074863434,651.7752075195312,191496
194977,48.79,238.73268783000003,7,25970,4450,0.00073,-5.494565010070801,-741.5780639648438,0.1299835592508316,550.1265869140625,191976
195428,48.3,239.49115045,7,26032,4460,0.00073,1.7002580165863037,-816.1836547851562,0.12901926040649414,700.6458740234375,192427
195928,48.3,259.86362434,7,26100,4470,0.00073,-2.8888609409332275,-737.1309814453125,0.1340649574995041,661.8690185546875,192927
196428,48.38,207.41106938999997,7,26168,4480,0.00073,1.8376765251159668,-845.65234375,0.12913234531879425,811.912353515625,193427
196912,48.5,191.13448085,7,26234,4490,0.00073,8.205699920654297,-926.836669921875,0.12610085308551788,479.82574462890625,193911
197331,47.69,175.352948,7,26292,4500,0.00073,-1.2134917974472046,-749.4730224609375,0.12729324400424957,474.58837890625,194330
197779,47.36,278.69070135000004,7,26353,4510,0.00073,-1.3997910022735596,-843.6287231445312,0.1215888187289238,527.3390502929688,194778
198279,47.5,303.84019907999993,7,26421,4520,0.00073,-0.30147576332092285,-750.823486328125,0.12072253972291946,460.8388671875,195278
198747,47.36,307.19146801000005,7,26485,4530,0.00073,-0.3748633861541748,-753.9781494140625,0.12270991504192352,438.0194091796875,195746
199240,47.43,299.4005606,7,26551,4540,0.00073,-3.0392003059387207,-754.3009033203125,0.12147483229637146,496.6131591796875,196239
199682,47.05,304.68375024,7,26610,4550,0.00073,-5.123561382293701,-725.6871337890625,0.12169778347015381,508.17486572265625,196681
200119,46.91,303.47618446,7,26670,4560,0.00073,2.1869430541992188,-787.6925048828125,0.1203133687376976,578.1640014648438,197118
200619,46.91,283.97653607000007,7,26738,4570,0.00073,-0.5208625793457031,-776.3456420898438,0.11797797679901123,604.6767578125,197618
201119,46.91,311.00491734,7,26806,4580,0.00073,-4.591296195983887,-704.8396606445312,0.11846517026424408,455.861083984375,198118
201610,46.98,346.57344752000006,7,26872,4590,0.00073,1.7750003337860107,-801.1683959960938,0.12016177922487259,628.0108032226562,198609
202110,47.79,405.60552393,7,26940,4600,0.00073,0.19273248314857483,-736.9603881835938,0.11900776624679565,801.8541259765625,199109
202610,48.31,303.41271792000003,7,27009,4610,0.00073,7.4562273025512695,-856.1847534179688,0.12354187667369843,578.4251708984375,199609
203109,48.3,281.0601105399999,7,27077,4620,0.00073,1.617214322090149,-759.7807006835938,0.12387941777706146,8769.94921875,200108
203609,48.62,263.4883122,7,27145,4630,0.00073,-4.4120612144470215,-662.430419921875,0.12783664464950562,723.2703857421875,200608
204109,48.69,230.3359413,7,27214,4640,0.00073,-2.30527925491333,-725.6292724609375,0.12175628542900085,510.314697265625,201108
204601,49.19,208.34939418000002,7,27281,4650,0.00073,-3.1814403533935547,-749.8102416992188,0.1238899901509285,446.04840087890625,201600
205101,49.82,220.84878672,7,27349,4660,0.00073,-0.7744483947753906,-734.98046875,0.12524807453155518,624.1785888671875,202100
205599,49.8,273.29749482000005,7,27418,4670,0.00073,1.892709732055664,-771.4671020507812,0.1266021877527237,556.52685546875,202598
206099,49.8,247.17377681000002,7,27485,4680,0.00073,4.850462913513184,-770.0125122070312,0.12374716997146606,486.280517578125,203098
206585,49.75,199.00411257000005,7,27552,4690,0.00073,3.9434101581573486,-810.666259765625,0.12612034380435944,471.268310546875,203584
207064,49.54,179.46731592,7,27617,4700,0.00073,1.534349799156189,-809.888671875,0.1284751445055008,624.6060180664062,204063
207562,49.52,152.16804415000001,7,27685,4710,0.00073,-0.19587919116020203,-726.849365234375,0.12839776277542114,612.0731811523438,204561
208050,49.41,178.13374921000002,7,27752,4720,0.00073,-4.811903953552246,-790.7440185546875,0.12334101647138596,453.9837646484375,205049
208550,49.41,185.87470466,7,27821,4730,0.00073,1.425370216369629,-838.2584228515625,0.12467905133962631,492.36566162109375,205549
209022,49.13,185.24066188,7,27886,4740,0.00073,-3.6731348037719727,-724.7340087890625,0.11960100382566452,490.45709228515625,206021
209484,48.83,200.26896147000002,7,27949,4750,0.00073,2.144862413406372,-729.9260864257812,0.12803515791893005,3356.07470703125,206483
209972,48.71,188.29605908000005,7,28016,4760,0.00073,-1.778921127319336,-743.743408203125,0.1245046854019165,490.96734619140625,206971
210431,48.32,161.17713753,7,28080,4770,0.00073,-1.6889288425445557,-755.3340454101562,0.12316810339689255,486.7148742675781,207430
210931,48.32,162.44053581999998,7,28149,4780,0.00073,0.4064037799835205,-755.4366455078125,0.12691713869571686,539.5408935546875,207930
211360,47.75,184.79462191,7,28207,4790,0.00073,-4.808741569519043,-694.032958984375,0.12571607530117035,1489.92822265625,208359
211860,47.96,134.33263313999998,7,28276,4800,0.00073,-3.4021615982055664,-755.373291015625,0.12509456276893616,557.2213134765625,208859
212328,47.66,153.41615654,7,28340,4810,0.00073,-3.9320898056030273,-733.6777954101562,0.12156038731336594,395.9062805175781,209327
212752,47.02,138.04255161000003,7,28398,4820,0.00073,1.4785327911376953,-771.4152221679688,0.12303239107131958,582.054931640625,209751
213252,47.02,128.92486194,7,28466,4830,0.00073,1.6306469440460205,-746.19970703125,0.12599627673625946,585.9957275390625,210251
213752,47.3,128.40468673,7,28535,4840,0.00073,-3.4295523166656494,-843.132080078125,0.12301142513751984,572.053955078125,210751
214252,47.68,172.34029600999995,7,28604,4850,0.00073,0.8379862308502197,-735.706787109375,0.12556037306785583,492.35589599609375,211251
214737,47.65,173.68637383,7,28671,4860,0.00073,-0.830528974533081,-797.1209716796875,0.12248989939689636,2782.25732421875,211736
215237,48.06,184.08573631000002,7,28739,4870,0.00073,11.646352767944336,-817.2371826171875,0.12437894940376282,733.479736328125,212236
215722,47.91,272.98172403,7,28805,4880,0.00073,-9.3808012008667,-738.1556396484375,0.1203927993774414,605.488525390625,212721
216162,48.02,250.15252427000004,7,28866,4890,0.00073,-4.214844226837158,-662.9050903320312,0.12602193653583527,769.5958251953125,213161
216662,48.02,288.65051255000003,7,28935,4900,0.00073,4.234265327453613,-825.295654296875,0.12013290822505951,492.7550964355469,213661
217132,48.04,318.53326809,7,29000,4910,0.00073,1.2823822498321533,-797.9915771484375,0.11886008828878403,494.2378234863281,214131
217632,48.8,305.17762187999995,7,29068,4920,0.00073,2.579962730407715,-813.1561889648438,0.12022622674703598,710.2207641601562,214631
218132,48.8,312.18448081,7,29137,4930,0.00073,2.4543890953063965,-751.1632690429688,0.12019962817430496,574.5517578125,215131
218632,48.8,375.2277292100001,7,29206,4940,0.00073,-1.6559064388275146,-702.9402465820312,0.11689857393503189,541.4210205078125,215631
219132,48.8,317.35137949000006,7,29274,4950,0.00073,-0.6303935050964355,-688.1524658203125,0.11607442796230316,452.53192138671875,216131
219632,48.95,340.75101350999995,7,29342,4960,0.00073,0.5799750089645386,-734.1632080078125,0.11565586179494858,521.5289306640625,216631
220132,48.95,312.53545764,7,29410,4970,0.00073,4.493656158447266,-784.9820556640625,0.11588316410779953,746.8223266601562,217131
220629,49.07,257.55059428,7,29477,4980,0.00073,1.1721043586730957,-744.8751831054688,0.119490846991539,701.7237548828125,217628
221125,49.63,275.80251943,7,29545,4990,0.00073,6.213253974914551,-780.0123901367188,0.11822435259819031,611.979248046875,218124
221589,49.27,248.43308867,7,29608,5000,0.00073,5.746284008026123,-726.6516723632812,0.11492985486984253,825.05810546875,218588
222089,49.57,242.11742403999997,7,29676,5010,0.00073,-0.47064244747161865,-730.7369995117188,0.11491143703460693,473.22357177734375,219088
222586,49.54,256.37919547,7,29744,5020,0.00073,-8.6416597366333,-687.156005859375,0.11547666043043137,467.04168701171875,219585
223055,49.23,240.54345213000005,7,29807,5030,0.00073,-0.8577289581298828,-682.0936889648438,0.11844255030155182,978.8997802734375,220054
223551,49.19,195.18728169999997,7,29875,5040,0.00073,-10.405454635620117,-666.4395751953125,0.1246623769402504,381.02801513671875,220550
224051,49.19,219.28903625000004,7,29943,5050,0.00073,-8.487139701843262,-684.173095703125,0.12616707384586334,517.2175903320312,221050
224551,49.19,219.00036816,7,30013,5060,0.00073,-10.77476692199707,-632.6952514648438,0.12513898313045502,855.883056640625,221550
225051,49.19,284.72177131000007,7,30082,5070,0.00073,3.4852447509765625,-757.631103515625,0.12204360961914062,604.5025634765625,222050
225551,49.22,276.44698775,7,30151,5080,0.00073,-5.802473545074463,-640.9373779296875,0.11775287985801697,418.99652099609375,222550
226020,48.95,353.95921152000005,7,30215,5090,0.00073,-4.404179573059082,-712.489990234375,0.11890901625156403,485.50018310546875,223019
226520,49.31,349.69097906,7,30284,5100,0.00073,-2.3374576568603516,-764.0729370117188,0.12135669589042664,579.0377197265625,223519
226968,48.79,331.36231475000005,7,30344,5110,0.00073,2.463773727416992,-799.131591796875,0.12028222531080246,799.56591796875,223967
227468,48.82,318.00143976000004,7,30413,5120,0.00073,0.8914203643798828,-681.455810546875,0.1160549744963646,622.7832641601562,224467
227968,49.13,375.48953410999997,7,30481,5130,0.00073,0.12409591674804688,-725.5015258789062,0.11950386315584183,522.100341796875,224967
228468,49.17,364.39772919999996,7,30550,5140,0.00073,-4.4132561683654785,-727.786865234375,0.11830626428127289,487.58892822265625,225467
228945,48.94,347.78780936000004,7,30616,5150,0.00073,-3.651843547821045,-691.5050659179688,0.1179676204919815,620.5985717773438,225944
229444,48.93,396.17098740999995,7,30685,5160,0.00073,1.9078572988510132,-800.3551025390625,0.11672156304121017,519.785888671875,226443
229901,48.5,342.04017601,7,30748,5170,0.00073,0.504605770111084,-795.52685546875,0.11534730345010757,1126.5853271484375,226900
230369,48.18,315.18682194999997,7,30812,5180,0.00073,0.012912392616271973,-809.8110961914062,0.12081234157085419,452.6673583984375,227368
230853,48.33,259.26128752999995,7,30878,5190,0.00073,7.28048038482666,-775.5647583007812,0.11944108456373215,484.81298828125,227852
231345,48.25,251.23195872999997,7,30946,5200,0.00073,-6.120922565460205,-737.8928833007812,0.12027926743030548,551.263427734375,228344
231845,48.77,230.71693486999996,7,31014,5210,0.00073,9.878700256347656,-805.990478515625,0.12295647710561752,2460.3466796875,228844
232345,48.77,207.0904517,7,31084,5220,0.00073,1.4142022132873535,-749.74853515625,0.12316372990608215,4095.694091796875,229344
232845,48.77,172.04116489999996,7,31152,5230,0.00073,-6.641611576080322,-722.230224609375,0.11760356277227402,428.7108154296875,229844
233331,48.63,166.28764411000003,7,31219,5240,0.00073,-1.2185715436935425,-836.0939331054688,0.11625558882951736,589.32080078125,230330
233816,48.71,226.66316514000002,7,31286,5250,0.00073,-1.3720030784606934,-782.75732421875,0.1160736232995987,484.1855773925781,230815
234266,48.22,200.08608715999995,7,31347,5260,0.00073,7.348293781280518,-804.3795776367188,0.11449483036994934,911.8682861328125,231265
234703,48.02,174.33587664000004,7,31407,5270,0.00073,-2.1521220207214355,-780.9190063476562,0.11876244843006134,752.8414306640625,231702
235203,48.34,218.44631282999998,7,31475,5280,0.00073,-0.21987298130989075,-814.5682983398438,0.11317946016788483,519.2352294921875,232202
235657,48.04,204.56153942,7,31537,5290,0.00073,-1.7943394184112549,-852.797607421875,0.11680047959089279,673.30078125,232656
236095,47.5,209.75458465999998,7,31597,5300,0.00073,1.1254549026489258,-753.40380859375,0.11894289404153824,600.066650390625,233094
236560,47.15,274.86472872999997,7,31661,5310,0.00073,0.04105055332183838,-764.0560302734375,0.12293082475662231,693.7607421875,233559
237054,47.09,284.33198283999997,7,31729,5320,0.00073,-2.464667320251465,-777.3147583007812,0.12300001829862595,510.8283386230469,234053
237554,47.09,309.13072271,7,31798,5330,0.00073,-2.062105178833008,-763.2095947265625,0.11976924538612366,451.84796142578125,234553
238054,47.23,322.47936673,7,31867,5340,0.00073,5.41095495223999,-783.3458862304688,0.12004853039979935,670.1282958984375,235053
238549,47.33,319.90981588,7,31935,5350,0.00073,1.50651216506958,-768.7843017578125,0.1180059090256691,495.9394226074219,235548
239049,47.83,332.67859466000004,7,32002,5360,0.00073,-1.2131074666976929,-792.1748046875,0.11974457651376724,587.2550659179688,236048
239529,48.26,331.2868355,7,32067,5370,0.00073,3.8909683227539062,-768.490966796875,0.1171058937907219,618.8759765625,236528
240006,48.03,305.19799873999995,7,32132,5380,0.00073,-5.266231536865234,-779.87646484375,0.11287441104650497,698.5078125,237005
240506,48.49,312.68702437,7,32199,5390,0.00073,1.4628876447677612,-848.70556640625,0.11664500087499619,573.5956420898438,237505
241000,49.05,316.56438478999996,7,32266,5400,0.00073,2.5608365535736084,-808.9510498046875,0.11798742413520813,698.7431640625,237999
241461,49.01,272.45381556000007,7,32329,5410,0.00073,-3.5723421573638916,-785.127685546875,0.11457183957099915,570.766357421875,238460
241959,49.05,314.82602886999996,7,32397,5420,0.00073,-1.5158854722976685,-745.883544921875,0.11109372973442078,601.2972412109375,238958
242423,48.69,355.68672592999997,7,32460,5430,0.00073,-1.952627182006836,-777.4841918945312,0.1119905486702919,532.4989624023438,239422
242884,48.3,387.67145765999993,7,32523,5440,0.00073,-0.5342106819152832,-751.0470581054688,0.11655423790216446,473.7879638671875,239883
243384,48.35,339.38656462,7,32591,5450,0.00073,1.6503410339355469,-796.3800048828125,0.1132577434182167,572.328857421875,240383
243879,48.3,335.27412166,7,32659,5460,0.00073,-6.782606601715088,-741.7047729492188,0.11753317713737488,474.21575927734375,240878
244366,48.37,365.81249728,7,32725,5470,0.00073,-7.82619047164917,-681.3873901367188,0.11046101897954941,467.7677917480469,241365
244856,48.5,361.92886537999993,7,32792,5480,0.00073,-1.4246147871017456,-761.4447021484375,0.11659526079893112,530.0858764648438,241855
245356,48.5,371.42953574000006,7,32860,5490,0.00073,5.164682865142822,-775.3896484375,0.1120697408914566,538.29833984375,242355
245830,48.3,401.88389561,7,32925,5500,0.00073,0.18330788612365723,-765.1585083007812,0.11200862377882004,785.0299682617188,242829
246319,48.58,428.5660073099999,7,32991,5510,0.00073,-0.5619890689849854,-767.6332397460938,0.11546187102794647,584.84619140625,243318
246819,48.6,440.85218978000006,7,33060,5520,0.00073,-2.0330429077148438,-794.0616455078125,0.11696849763393402,449.00335693359375,243818
247319,48.96,362.22079236999997,7,33129,5530,0.00073,1.3128437995910645,-768.8394165039062,0.1140003651380539,1046.8193359375,244318
247819,49.35,346.73092383000005,7,33198,5540,0.00073,-1.0068676471710205,-707.000732421875,0.11339876055717468,487.1766357421875,244818
248319,49.35,354.56881723,7,33266,5550,0.00073,2.5848464965820312,-764.4740600585938,0.11884722858667374,632.733154296875,245318
248819,49.4,330.97496800999994,7,33334,5560,0.00073,-6.273898124694824,-771.7140502929688,0.11448030918836594,556.066650390625,245818
249315,49.49,339.38686749,7,33402,5570,0.00073,-2.2927193641662598,-812.4794311523438,0.11731909215450287,707.2095947265625,246314
249815,49.59,383.03588748999994,7,33470,5580,0.00073,3.936413288116455,-908.416259765625,0.11970264464616776,670.05615234375,246814
250306,49.5,365.74103973000007,7,33538,5590,0.00073,-3.576977014541626,-694.836669921875,0.11479651182889938,1068.7783203125,247305
250784,49.54,349.2932100099999,7,33604,5600,0.00073,3.4123153686523438,-832.1486206054688,0.11710402369499207,511.5460205078125,247783
251263,49.44,307.62004826,7,33671,5610,0.00073,3.7764840126037598,-944.7880249023438,0.116879902780056,1196.6689453125,248262
251763,49.44,244.34694896000002,7,33742,5620,0.00073,-5.723944664001465,-813.6508178710938,0.1254347413778305,740.5482177734375,248762
252199,48.8,242.84475054000004,7,33802,5630,0.00073,-1.2334941625595093,-842.2901611328125,0.12274672836065292,1555.53125,249198
252625,48.06,237.97740843,7,33860,5640,0.00073,-7.326663017272949,-672.4510498046875,0.1206955760717392,538.1328125,249624
253096,47.77,234.92275024999998,7,33925,5650,0.00073,1.4406107664108276,-825.9083251953125,0.11757951229810715,629.5987548828125,250095
253560,47.41,269.04441012999996,7,33989,5660,0.00073,4.171663284301758,-760.4502563476562,0.12008453905582428,566.7007446289062,250559
254060,47.45,268.61621179,7,34057,5670,0.00073,3.309113025665283,-941.8798828125,0.12169919908046722,985.200927734375,251059
254519,47.04,214.81202893999998,7,34120,5680,0.00073,3.0185041427612305,-898.34375,0.11721455305814743,741.2259521484375,251518
255015,47.09,213.02432464999998,7,34188,5690,0.00073,-3.438610076904297,-822.2383422851562,0.12125980854034424,847.0970458984375,252014
255515,47.31,197.54222531,7,34257,5700,0.00073,-2.175006151199341,-777.2508544921875,0.11942417174577713,756.125,252514
256015,47.52,231.88715668999998,7,34326,5710,0.00073,6.83505916595459,-798.7031860351562,0.11879490315914154,722.8362426757812,253014
256515,47.52,271.04422022999995,7,34394,5720,0.00073,-2.8605284690856934,-839.7872314453125,0.11762504279613495,613.097412109375,253514
256983,47.84,302.35108084000007,7,34458,5730,0.00073,0.5940333604812622,-854.9423828125,0.12132041901350021,789.288330078125,253982
257450,48.25,324.74578006,7,34523,5740,0.00073,1.9464466571807861,-763.36669921875,0.1176738515496254,532.6539916992188,254449
257928,48.32,338.83143839,7,34588,5750,0.00073,-1.9667681455612183,-908.1964721679688,0.12072340399026871,639.6273193359375,254927
258428,48.68,281.03973456000006,7,34657,5760,0.00073,-0.3667044937610626,-804.1475830078125,0.11701683700084686,4822.44873046875,255427
258928,48.68,250.01915350999997,7,34726,5770,0.00073,9.677828788757324,-912.890625,0.11517206579446793,795.3671264648438,255927
259428,49.09,278.62058053000004,7,34796,5780,0.00073,3.0613560676574707,-816.056396484375,0.11668260395526886,874.5003662109375,256427
259928,49.13,296.36915495,7,34867,5790,0.00073,5.206186771392822,-941.2694091796875,0.11678227037191391,784.35595703125,256927
260428,49.13,338.08690210000003,7,34936,5800,0.00073,-4.1885457038879395,-764.3574829101562,0.11153899133205414,742.7342529296875,257427
260921,49.06,315.6457857,7,35004,5810,0.00073,-0.5387420654296875,-727.9976806640625,0.11178839206695557,563.226806640625,257920
261421,49.06,275.46269385,7,35072,5820,0.00073,-3.342529058456421,-761.3096923828125,0.11705729365348816,691.836181640625,258420
261921,49.38,306.29679167,7,35142,5830,0.00073,-5.178851127624512,-756.58740234375,0.11792721599340439,526.9535522460938,258920
262421,49.71,278.00506141,7,35211,5840,0.00073,1.3960572481155396,-795.852294921875,0.11883393675088882,810.8736572265625,259420
262921,49.93,271.14250096,7,35280,5850,0.00073,10.551959991455078,-964.7227783203125,0.11885020136833191,1036.8756103515625,259920
263404,49.76,296.5457097100001,7,35347,5860,0.00073,2.1944918632507324,-870.4761962890625,0.11628929525613785,781.58935546875,260403
263904,49.76,323.21653512,7,35416,5870,0.00073,0.3686610460281372,-863.0742797851562,0.12057339400053024,790.0282592773438,260903
