time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,train/learning_rate,train/ent_coef_loss,train/actor_loss,train/ent_coef,train/critic_loss,train/n_updates
860050,49.54,729.6178517200001,7,119437,18010,0.00073,-9.532491683959961,-1230.5859375,0.1846049726009369,864.4786987304688,857049
860548,49.52,672.10543814,7,119506,18020,0.00073,-0.06820887327194214,-1297.651123046875,0.1848374605178833,1292.040283203125,857547
861048,49.52,578.4654635800001,7,119575,18030,0.00073,0.8638937473297119,-1328.0089111328125,0.18384887278079987,1100.419921875,858047
861544,49.48,528.72999982,7,119645,18040,0.00073,0.11859714984893799,-1387.431884765625,0.17955069243907928,1203.81494140625,858543
862044,49.48,522.26658319,7,119714,18050,0.00073,1.4271585941314697,-1294.0374755859375,0.18584534525871277,1408.8857421875,859043
862544,49.66,485.1725969699999,7,119784,18060,0.00073,0.1832166612148285,-1416.18505859375,0.1880810558795929,759.5517578125,859543
863044,49.94,406.35925678,7,119854,18070,0.00073,-0.5194472670555115,-1355.71435546875,0.1859675794839859,913.17626953125,860043
863528,49.78,440.50737123000005,7,119922,18080,0.00073,5.667141914367676,-1380.88232421875,0.19117529690265656,1348.918212890625,860527
864028,49.78,339.20444043,7,119991,18090,0.00073,-4.836937427520752,-1398.805908203125,0.18710815906524658,917.4710693359375,861027
864528,49.78,349.54286384,7,120062,18100,0.00073,-0.575209379196167,-1408.04150390625,0.18566225469112396,1463.3626708984375,861527
865028,49.78,294.51054888,7,120132,18110,0.00073,-3.710653305053711,-1293.5455322265625,0.18294502794742584,1006.9678955078125,862027
865528,49.8,262.18096400999997,7,120201,18120,0.00073,0.6811386942863464,-1301.362548828125,0.17273536324501038,1121.9482421875,862527
866028,49.8,329.37495340000004,7,120270,18130,0.00073,3.0937204360961914,-1383.7811279296875,0.17202532291412354,2141.955078125,863027
866528,49.84,325.50653124999997,7,120339,18140,0.00073,3.400256633758545,-1352.514892578125,0.17037951946258545,6907.8916015625,863527
867028,49.84,291.78457034999997,7,120409,18150,0.00073,4.667665481567383,-1392.7108154296875,0.18171755969524384,1468.1915283203125,864027
867528,49.84,375.79080642,7,120479,18160,0.00073,3.9482667446136475,-1372.2822265625,0.1751278042793274,1102.148681640625,864527
868028,49.84,423.96581064000003,7,120548,18170,0.00073,-5.5745697021484375,-1286.2724609375,0.17506007850170135,1136.0665283203125,865027
868528,50.0,406.08996878000005,7,120618,18180,0.00073,0.4526679515838623,-1259.953369140625,0.17405399680137634,1001.4933471679688,865527
869028,50.0,475.26987862999994,7,120687,18190,0.00073,5.1746954917907715,-1493.8543701171875,0.17433403432369232,1422.7373046875,866027
869501,49.73,466.98416291,7,120752,18200,0.00073,0.8478501439094543,-1269.913818359375,0.17115066945552826,900.59423828125,866500
870001,49.73,536.91286122,7,120822,18210,0.00073,-1.2229286432266235,-1233.3857421875,0.17611822485923767,1334.5853271484375,867000
870501,49.73,552.4196731699999,7,120892,18220,0.00073,4.086160182952881,-1280.14453125,0.17358270287513733,4606.55908203125,867500
871001,49.73,549.6872999999999,7,120961,18230,0.00073,-2.776961326599121,-1300.19091796875,0.177679181098938,1146.489501953125,868000
871470,49.42,538.0176939,7,121026,18240,0.00073,1.5634853839874268,-1311.95751953125,0.174675852060318,1302.4427490234375,868469
871970,49.42,613.02492207,7,121096,18250,0.00073,-2.0261058807373047,-1330.936767578125,0.16901420056819916,1022.33203125,868969
872468,49.4,600.9744772099999,7,121166,18260,0.00073,5.152024745941162,-1306.6044921875,0.17382356524467468,1538.1595458984375,869467
872968,49.4,613.31626895,7,121236,18270,0.00073,-0.9084388017654419,-1284.0115966796875,0.1728283017873764,854.4754638671875,869967
873468,49.4,632.87070972,7,121305,18280,0.00073,-0.7809772491455078,-1333.6640625,0.1727941781282425,1531.451171875,870467
873968,49.4,689.0082158600001,7,121375,18290,0.00073,-1.5334272384643555,-1310.0079345703125,0.16989192366600037,980.578125,870967
874468,49.67,655.8767538999999,7,121445,18300,0.00073,1.3282102346420288,-1330.4691162109375,0.17580179870128632,830.4056396484375,871467
874968,49.67,611.6663564999999,7,121515,18310,0.00073,0.3645375370979309,-1367.5596923828125,0.17562945187091827,1322.698974609375,871967
875467,49.66,641.7103155099999,7,121584,18320,0.00073,6.606748104095459,-1385.94921875,0.17288248240947723,1042.319580078125,872466
875954,49.53,636.58489724,7,121652,18330,0.00073,2.0730254650115967,-1399.9539794921875,0.17716117203235626,1020.115234375,872953
876454,49.84,697.9573491099999,7,121722,18340,0.00073,7.6085405349731445,-1451.420654296875,0.17446759343147278,1147.236328125,873453
876954,49.84,682.66237748,7,121791,18350,0.00073,4.31179141998291,-1388.0870361328125,0.17631740868091583,992.4591674804688,873953
877448,49.8,636.0663990400001,7,121860,18360,0.00073,2.0429625511169434,-1350.6038818359375,0.1796174943447113,1026.623046875,874447
877878,49.1,616.32148147,7,121920,18370,0.00073,-0.14544272422790527,-1329.850341796875,0.17794138193130493,1590.3907470703125,874877
878343,48.75,617.23074975,7,121984,18380,0.00073,-0.732276439666748,-1420.9388427734375,0.18015629053115845,862.33154296875,875342
878843,48.75,627.6582155,7,122053,18390,0.00073,2.483804941177368,-1468.620849609375,0.1876835972070694,1363.10205078125,875842
879343,48.75,664.27187044,7,122123,18400,0.00073,3.0215983390808105,-1445.5535888671875,0.1827298253774643,1169.54541015625,876342
879843,48.75,659.2939990900003,7,122193,18410,0.00073,-0.5123262405395508,-1349.563720703125,0.18276233971118927,806.0030517578125,876842
880343,48.76,751.7316811899999,7,122262,18420,0.00073,-5.74130916595459,-1372.73681640625,0.18160060048103333,1022.8555908203125,877342
880812,48.58,738.4479178299999,7,122327,18430,0.00073,-12.667359352111816,-1153.3309326171875,0.1777552217245102,866.0235595703125,877811
881312,48.58,706.5383209500001,7,122396,18440,0.00073,2.727116107940674,-1417.5784912109375,0.17746613919734955,1040.180419921875,878311
881811,48.57,689.4377631100001,7,122465,18450,0.00073,-5.364853858947754,-1216.30810546875,0.17593328654766083,824.8358154296875,878810
882292,48.44,727.53736088,7,122533,18460,0.00073,-2.053577423095703,-1330.0966796875,0.17898540198802948,835.3914184570312,879291
882792,49.14,777.8871831900001,7,122602,18470,0.00073,-6.880972862243652,-1223.64892578125,0.18338194489479065,1631.517822265625,879791
883292,49.49,841.5669038400004,7,122672,18480,0.00073,2.9153549671173096,-1495.5694580078125,0.18097001314163208,1106.5423583984375,880291
883792,49.49,780.6827219000002,7,122742,18490,0.00073,3.4202897548675537,-1410.588623046875,0.1774507462978363,1055.2330322265625,880791
884292,49.49,773.94957293,7,122812,18500,0.00073,-6.468347072601318,-1195.73388671875,0.18759971857070923,1227.953857421875,881291
884792,49.49,729.0667461500001,7,122882,18510,0.00073,-1.707770586013794,-1382.3424072265625,0.1913183480501175,1113.9222412109375,881791
885292,49.49,698.4525031799999,7,122951,18520,0.00073,5.511319160461426,-1306.22021484375,0.1876806914806366,2782.07861328125,882291
885789,49.77,704.95453199,7,123020,18530,0.00073,8.745009422302246,-1487.0521240234375,0.18305155634880066,974.3330688476562,882788
886243,49.31,719.23093642,7,123083,18540,0.00073,1.1307263374328613,-1353.05419921875,0.18327800929546356,1111.8895263671875,883242
886743,49.32,676.96053585,7,123153,18550,0.00073,1.7248287200927734,-1369.733154296875,0.18038886785507202,1039.4259033203125,883742
887242,49.5,661.09047794,7,123223,18560,0.00073,-3.7308459281921387,-1273.892333984375,0.17731860280036926,993.2152099609375,884241
887735,49.43,644.87684501,7,123292,18570,0.00073,5.181793689727783,-1510.245849609375,0.18114879727363586,1299.64404296875,884734
888205,49.13,629.30413644,7,123358,18580,0.00073,6.868579864501953,-1377.7513427734375,0.1778300553560257,9407.794921875,885204
888705,49.13,606.7301724299999,7,123428,18590,0.00073,2.6339550018310547,-1274.06689453125,0.18148596584796906,1566.046875,885704
889205,49.13,643.13322815,7,123497,18600,0.00073,-3.658982038497925,-1204.8243408203125,0.17882965505123138,921.1140747070312,886204
889700,49.08,795.2029520499999,7,123566,18610,0.00073,4.779658794403076,-1352.279052734375,0.17814603447914124,3305.041259765625,886699
890200,49.08,809.3034975299998,7,123636,18620,0.00073,0.2301967740058899,-1360.00048828125,0.17980560660362244,976.0065307617188,887199
890667,48.78,837.27449113,7,123703,18630,0.00073,4.896661758422852,-1422.448486328125,0.17619012296199799,890.634765625,887666
891147,49.04,844.7316662500001,7,123770,18640,0.00073,4.038335800170898,-1378.1478271484375,0.18420028686523438,1087.0223388671875,888146
891629,48.86,912.36597496,7,123837,18650,0.00073,-1.526770830154419,-1270.5997314453125,0.18443910777568817,716.1078491210938,888628
892129,48.87,948.0392595200001,7,123907,18660,0.00073,3.140094518661499,-1336.8626708984375,0.19176749885082245,1036.654541015625,889128
892629,48.94,966.5044153800002,7,123977,18670,0.00073,1.9247117042541504,-1397.3641357421875,0.18375036120414734,8767.7529296875,889628
893129,49.24,953.60895164,7,124047,18680,0.00073,4.166904449462891,-1461.9608154296875,0.18261419236660004,1105.0772705078125,890128
893604,48.99,1003.30299161,7,124112,18690,0.00073,0.27876532077789307,-1281.056640625,0.1815761923789978,1214.578369140625,890603
894104,48.99,994.4947073599999,7,124181,18700,0.00073,0.4605053663253784,-1311.128173828125,0.17590130865573883,1100.025634765625,891103
894583,48.83,901.3976719,7,124248,18710,0.00073,1.2126092910766602,-1349.482421875,0.17238113284111023,952.0008544921875,891582
895075,48.75,858.7211071299998,7,124316,18720,0.00073,-2.6218810081481934,-1342.54736328125,0.17484956979751587,1094.47314453125,892074
895575,49.08,856.8527983399998,7,124387,18730,0.00073,4.756992340087891,-1422.306396484375,0.18075120449066162,1324.0791015625,892574
896075,49.28,842.5034330699999,7,124457,18740,0.00073,2.249142646789551,-1313.0634765625,0.17805977165699005,6540.4033203125,893074
896573,49.44,832.8330698599998,7,124527,18750,0.00073,-3.1109023094177246,-1331.2064208984375,0.17589114606380463,1314.4884033203125,893572
897067,49.38,777.0083228,7,124595,18760,0.00073,-10.910577774047852,-1244.52685546875,0.1771732121706009,3603.01904296875,894066
897522,48.93,700.09449897,7,124659,18770,0.00073,3.513960123062134,-1335.1944580078125,0.17803071439266205,987.47900390625,894521
898022,48.93,716.1701362799998,7,124729,18780,0.00073,-1.278169870376587,-1399.4019775390625,0.1744738072156906,891.4503173828125,895021
898522,49.18,658.1839571899999,7,124799,18790,0.00073,2.3789143562316895,-1416.286376953125,0.17681844532489777,1321.1356201171875,895521
899022,49.18,637.8021907599999,7,124870,18800,0.00073,3.6492056846618652,-1263.65771484375,0.17910006642341614,1051.596923828125,896021
899522,49.39,651.33651051,7,124940,18810,0.00073,-4.514082908630371,-1123.5347900390625,0.17377440631389618,1017.2794189453125,896521
900022,49.47,680.3074777900001,7,125010,18820,0.00073,0.9643629789352417,-1299.4404296875,0.17974328994750977,958.23828125,897021
900517,49.42,683.4355973400001,7,125079,18830,0.00073,-0.8896533846855164,-1333.86669921875,0.18597370386123657,1005.4114990234375,897516
901017,49.42,652.0042516500001,7,125149,18840,0.00073,-0.4724147319793701,-1400.156494140625,0.1812099814414978,937.7945556640625,898016
901509,49.36,689.13184717,7,125218,18850,0.00073,-3.479851722717285,-1283.503662109375,0.18422456085681915,1516.728759765625,898508
902009,49.42,769.5563431,7,125287,18860,0.00073,5.1087470054626465,-1442.0283203125,0.1790178269147873,1089.0889892578125,899008
902479,49.57,814.46558328,7,125353,18870,0.00073,0.5381506681442261,-1378.6148681640625,0.1789545714855194,982.0269775390625,899478
902951,49.29,768.69205227,7,125419,18880,0.00073,-2.962092399597168,-1405.404541015625,0.1803271323442459,1283.58203125,899950
903451,49.29,872.8350142799999,7,125490,18890,0.00073,-2.767951011657715,-1390.29541015625,0.17748667299747467,1270.8427734375,900450
903941,49.19,867.90543859,7,125558,18900,0.00073,-1.1721328496932983,-1363.7431640625,0.1816301792860031,1485.3966064453125,900940
904441,49.19,823.02379813,7,125628,18910,0.00073,5.426918983459473,-1370.4315185546875,0.18247367441654205,1083.8660888671875,901440
904941,49.19,781.0403435799998,7,125699,18920,0.00073,6.244747161865234,-1399.40771484375,0.17788948118686676,2803.5244140625,901940
905436,49.19,701.2332952700001,7,125768,18930,0.00073,-1.948634147644043,-1278.173095703125,0.17938262224197388,992.7836303710938,902435
905936,49.19,824.10802109,7,125838,18940,0.00073,3.2717275619506836,-1386.07080078125,0.17600369453430176,1342.09375,902935
906436,49.27,798.89684112,7,125909,18950,0.00073,-2.9814529418945312,-1356.1319580078125,0.18072925508022308,1115.964111328125,903435
906936,49.27,670.5458019499998,7,125979,18960,0.00073,-8.185635566711426,-1168.071533203125,0.1814427673816681,1075.23388671875,903935
907436,49.57,638.9955944600001,7,126049,18970,0.00073,-2.3233742713928223,-1299.759521484375,0.18512432277202606,1118.53515625,904435
907936,49.85,654.2190824499999,7,126118,18980,0.00073,-6.420261859893799,-1255.0318603515625,0.1891395002603531,1126.0330810546875,904935
908424,49.73,570.80516293,7,126186,18990,0.00073,-2.469742774963379,-1279.80712890625,0.18742987513542175,928.5926513671875,905423
908924,49.83,630.74152066,7,126256,19000,0.00073,-1.6545966863632202,-1313.9857177734375,0.19282115995883942,1535.40625,905923
909424,49.83,698.4198527900002,7,126326,19010,0.00073,-2.414368152618408,-1398.0567626953125,0.19114455580711365,1313.65625,906423
909909,49.68,716.03684843,7,126393,19020,0.00073,-6.039072513580322,-1366.867919921875,0.1891006976366043,962.27294921875,906908
910386,49.5,847.1554310199999,7,126460,19030,0.00073,-2.7122890949249268,-1318.366943359375,0.18927374482154846,1037.3603515625,907385
910886,49.5,756.60269054,7,126530,19040,0.00073,-6.166884899139404,-1277.09326171875,0.1942152976989746,861.7206420898438,907885
911386,49.5,717.4587336000001,7,126599,19050,0.00073,5.411700248718262,-1450.2999267578125,0.18777179718017578,1245.6610107421875,908385
911886,49.5,751.31752088,7,126670,19060,0.00073,0.08211493492126465,-1409.17529296875,0.18575291335582733,946.7509765625,908885
912373,49.37,750.00743212,7,126739,19070,0.00073,3.5823683738708496,-1364.9482421875,0.19011247158050537,1005.7247314453125,909372
912873,49.37,804.1353767999999,7,126810,19080,0.00073,1.1022586822509766,-1365.6112060546875,0.18528322875499725,1451.3447265625,909872
913341,49.17,793.73800258,7,126875,19090,0.00073,-0.7541890144348145,-1362.4886474609375,0.18451586365699768,1033.6461181640625,910340
913841,49.17,819.2034823299999,7,126945,19100,0.00073,-1.7910068035125732,-1297.931884765625,0.186749666929245,987.0762329101562,910840
914314,48.9,780.34810063,7,127011,19110,0.00073,5.114344596862793,-1490.8189697265625,0.18217362463474274,1058.98681640625,911313
914773,48.64,750.4924443200001,7,127075,19120,0.00073,-5.909212112426758,-1316.40771484375,0.18162520229816437,960.669189453125,911772
915261,48.75,612.63641343,7,127143,19130,0.00073,0.5219738483428955,-1395.3106689453125,0.184467151761055,1415.629638671875,912260
915761,48.75,622.5065306800001,7,127213,19140,0.00073,4.15380859375,-1526.329833984375,0.19161543250083923,1661.645263671875,912760
916261,48.75,583.6631483799999,7,127284,19150,0.00073,4.290406703948975,-1485.2222900390625,0.19604690372943878,1401.702392578125,913260
916761,48.75,627.5825000699999,7,127354,19160,0.00073,-0.9060176610946655,-1354.82421875,0.19262224435806274,1151.0517578125,913760
917232,48.59,629.91524236,7,127420,19170,0.00073,2.2800302505493164,-1478.3909912109375,0.194182351231575,1360.479248046875,914231
917719,48.46,544.83528406,7,127488,19180,0.00073,-2.7399492263793945,-1416.7080078125,0.1882333904504776,1155.074951171875,914718
918190,48.49,576.64518035,7,127554,19190,0.00073,-2.7396814823150635,-1428.8271484375,0.18633629381656647,1366.628173828125,915189
918690,48.49,510.79068987,7,127623,19200,0.00073,-1.4264209270477295,-1244.5322265625,0.1887020766735077,1278.50537109375,915689
919131,48.17,498.88774811999997,7,127684,19210,0.00073,2.5991692543029785,-1386.9716796875,0.1936606913805008,1368.593505859375,916130
919620,48.47,465.25051141999995,7,127752,19220,0.00073,-4.651878356933594,-1170.6478271484375,0.19654294848442078,1035.2379150390625,916619
920115,48.54,481.84958345000007,7,127821,19230,0.00073,3.484098434448242,-1360.030029296875,0.1900266855955124,1574.013427734375,917114
920615,48.54,481.83577162,7,127891,19240,0.00073,1.6554772853851318,-1247.0771484375,0.18428073823451996,1204.5260009765625,917614
921115,48.54,598.1148276800001,7,127961,19250,0.00073,-3.1160216331481934,-1340.85302734375,0.18666955828666687,1271.35546875,918114
921615,48.54,526.04083609,7,128031,19260,0.00073,0.45079874992370605,-1393.932861328125,0.18945097923278809,1160.176025390625,918614
922115,48.83,502.68595078000004,7,128102,19270,0.00073,0.16798964142799377,-1406.1942138671875,0.17932960391044617,1195.7291259765625,919114
922614,48.95,514.5301673800001,7,128171,19280,0.00073,0.19222792983055115,-1435.2073974609375,0.1826426237821579,1257.3712158203125,919613
923107,49.17,526.35070346,7,128240,19290,0.00073,-4.6862640380859375,-1319.201171875,0.18244118988513947,1056.185791015625,920106
923607,49.17,544.79304767,7,128310,19300,0.00073,-0.7610640525817871,-1340.600341796875,0.17725588381290436,1439.9635009765625,920606
924107,49.76,526.8290733199999,7,128380,19310,0.00073,11.812878608703613,-1402.860107421875,0.18023045361042023,1215.47705078125,921106
924607,49.87,555.3568748499999,7,128450,19320,0.00073,0.428308367729187,-1248.8822021484375,0.17985470592975616,1119.861572265625,921606
925107,49.92,601.6031573299999,7,128521,19330,0.00073,7.505411624908447,-1403.5889892578125,0.18134044110774994,1373.9996337890625,922106
925607,49.92,529.01409019,7,128591,19340,0.00073,-1.5654066801071167,-1277.02001953125,0.1794026643037796,1133.391357421875,922606
926080,49.65,460.96742410999997,7,128658,19350,0.00073,0.19126677513122559,-1399.6673583984375,0.186014786362648,992.2672119140625,923079
926580,49.65,562.9505638,7,128727,19360,0.00073,10.302525520324707,-1319.0458984375,0.18813282251358032,1270.8837890625,923579
927080,49.65,659.2849674600001,7,128797,19370,0.00073,12.668691635131836,-1448.6495361328125,0.18682868778705597,1291.215576171875,924079
927567,49.53,659.3621324299999,7,128865,19380,0.00073,4.016530513763428,-1371.7689208984375,0.17896978557109833,1234.69091796875,924566
928053,49.46,581.0238815600001,7,128933,19390,0.00073,8.964102745056152,-1475.7034912109375,0.18390516936779022,1287.657470703125,925052
928553,49.46,583.6739694299999,7,129004,19400,0.00073,5.470127105712891,-1549.96630859375,0.1773015260696411,1203.3746337890625,925552
929053,49.46,589.41137841,7,129075,19410,0.00073,-4.225146293640137,-1341.7659912109375,0.18109031021595,863.2371826171875,926052
929553,49.46,571.78184574,7,129145,19420,0.00073,-8.345946311950684,-1270.9197998046875,0.17889517545700073,4908.732421875,926552
930042,49.35,491.15746844999995,7,129214,19430,0.00073,-3.1036949157714844,-1336.434326171875,0.1802341490983963,1334.06689453125,927041
930542,49.35,542.86909257,7,129285,19440,0.00073,5.27852201461792,-1456.337158203125,0.18629887700080872,1461.50927734375,927541
931042,49.62,529.79929496,7,129355,19450,0.00073,-8.740625381469727,-1328.703125,0.18586519360542297,1023.4720458984375,928041
931542,49.62,514.7085604700001,7,129425,19460,0.00073,0.6103072166442871,-1400.571044921875,0.18068267405033112,1333.465087890625,928541
932042,49.62,492.7366308199999,7,129495,19470,0.00073,6.03310489654541,-1405.5418701171875,0.18671338260173798,1651.550537109375,929041
932522,49.55,524.8911975599999,7,129563,19480,0.00073,6.531569004058838,-1388.5040283203125,0.18965888023376465,3029.75830078125,929521
933022,49.69,603.0073178200001,7,129632,19490,0.00073,-9.071990966796875,-1283.5975341796875,0.18529349565505981,991.9263916015625,930021
933522,49.69,624.8616638300001,7,129702,19500,0.00073,4.3152570724487305,-1476.422119140625,0.18574084341526031,1285.6220703125,930521
934022,49.69,660.6234806700002,7,129773,19510,0.00073,0.2894250452518463,-1430.50341796875,0.19354814291000366,1071.893798828125,931021
934507,49.54,689.02879914,7,129840,19520,0.00073,2.177762985229492,-1305.614990234375,0.1909482777118683,1572.6334228515625,931506
934995,49.53,786.6826921300001,7,129909,19530,0.00073,1.4014220237731934,-1407.81298828125,0.18867667019367218,1136.934814453125,931994
935482,49.4,804.48191977,7,129977,19540,0.00073,0.25433486700057983,-1416.836181640625,0.1946374922990799,1139.9952392578125,932481
935982,49.4,862.6326986599998,7,130047,19550,0.00073,2.208977460861206,-1403.183349609375,0.18608036637306213,1069.3323974609375,932981
936482,49.4,820.0300944199998,7,130117,19560,0.00073,0.3696184754371643,-1319.510009765625,0.18628524243831635,1265.4208984375,933481
936969,49.27,791.4885135,7,130186,19570,0.00073,3.20753812789917,-1443.731689453125,0.19036631286144257,1268.0789794921875,933968
937469,49.47,795.3295556900001,7,130257,19580,0.00073,-7.5043535232543945,-1246.333251953125,0.19001026451587677,1080.05126953125,934468
937969,49.47,818.9912483200001,7,130327,19590,0.00073,4.36526346206665,-1415.665283203125,0.1930052489042282,4735.009765625,934968
938469,49.47,779.2522157600002,7,130397,19600,0.00073,-0.4553544819355011,-1384.7884521484375,0.1889369934797287,1202.065673828125,935468
938958,49.36,738.9655287600002,7,130465,19610,0.00073,-7.102620601654053,-1298.30224609375,0.1983654797077179,923.596923828125,935957
939458,49.51,736.94707318,7,130535,19620,0.00073,5.158023834228516,-1474.014892578125,0.1879640817642212,1520.04296875,936457
939947,49.52,653.1204688000001,7,130602,19630,0.00073,-0.9878065586090088,-1328.2716064453125,0.19833239912986755,1083.728515625,936946
940447,49.65,648.4829379500002,7,130672,19640,0.00073,-2.4442250728607178,-1278.94287109375,0.19819442927837372,1185.4677734375,937446
940947,49.65,649.4572783899999,7,130741,19650,0.00073,-2.206470489501953,-1444.5999755859375,0.2046290785074234,1305.7281494140625,937946
941420,49.38,646.83803878,7,130806,19660,0.00073,-2.593428373336792,-1433.232666015625,0.20768487453460693,1115.3182373046875,938419
941911,49.42,635.8825393300001,7,130874,19670,0.00073,1.6938726902008057,-1389.548095703125,0.2042047083377838,1244.759765625,938910
942411,49.42,651.78027544,7,130944,19680,0.00073,-3.9285542964935303,-1345.5194091796875,0.20675325393676758,992.5526123046875,939410
942911,49.42,606.77910155,7,131013,19690,0.00073,-1.6205493211746216,-1309.9227294921875,0.20230887830257416,1013.680908203125,939910
943411,49.42,619.15560415,7,131084,19700,0.00073,0.9865503311157227,-1404.8408203125,0.2007800191640854,1182.130859375,940410
943882,49.24,608.1807588199999,7,131151,19710,0.00073,-1.5204271078109741,-1390.622802734375,0.19544272124767303,1004.2081298828125,940881
944382,49.24,655.89273082,7,131221,19720,0.00073,-7.3249053955078125,-1248.5267333984375,0.19434966146945953,945.20263671875,941381
944878,49.31,734.3734378599999,7,131290,19730,0.00073,0.31554579734802246,-1344.918212890625,0.19415628910064697,1186.94873046875,941877
945378,49.31,712.00772765,7,131360,19740,0.00073,0.046695709228515625,-1379.1983642578125,0.19699645042419434,1224.2523193359375,942377
945878,49.31,642.89304446,7,131430,19750,0.00073,-8.686020851135254,-1234.8753662109375,0.20057174563407898,980.451904296875,942877
946378,49.58,652.07017571,7,131501,19760,0.00073,-4.758208751678467,-1279.855224609375,0.19481873512268066,1117.6630859375,943377
946878,49.67,661.1808216799999,7,131570,19770,0.00073,4.536337852478027,-1429.535400390625,0.19964630901813507,1035.3287353515625,943877
947378,49.67,603.8751072899998,7,131640,19780,0.00073,-0.44759297370910645,-1393.7021484375,0.1958894580602646,1038.717041015625,944377
947878,49.67,594.23458239,7,131710,19790,0.00073,-1.2310657501220703,-1483.5697021484375,0.20281438529491425,873.666015625,944877
948370,49.59,636.2626562999999,7,131779,19800,0.00073,1.7941163778305054,-1423.6046142578125,0.19465814530849457,1995.691650390625,945369
948870,49.88,655.2082765700001,7,131848,19810,0.00073,3.810326099395752,-1306.003173828125,0.20115333795547485,1422.10498046875,945869
949370,49.88,609.53882061,7,131917,19820,0.00073,-3.109930992126465,-1429.2838134765625,0.19083520770072937,1000.2618408203125,946369
949840,49.62,592.67010034,7,131984,19830,0.00073,6.121480941772461,-1543.173095703125,0.19749213755130768,1222.67236328125,946839
950340,49.62,616.08101297,7,132054,19840,0.00073,3.8319528102874756,-1391.880859375,0.2028293013572693,1375.248046875,947339
950821,49.43,647.7956456899999,7,132120,19850,0.00073,-2.3618009090423584,-1315.1561279296875,0.2001163512468338,1099.3077392578125,947820
951317,49.39,731.2985084899999,7,132188,19860,0.00073,2.957214117050171,-1532.2877197265625,0.20177440345287323,1158.4085693359375,948316
951817,49.39,714.1265458900002,7,132257,19870,0.00073,-1.818378210067749,-1289.72119140625,0.19578446447849274,924.0440063476562,948816
952317,49.39,774.11724347,7,132326,19880,0.00073,5.176133155822754,-1454.2939453125,0.19117358326911926,1170.9664306640625,949316
952809,49.31,855.03275432,7,132396,19890,0.00073,-0.07177197933197021,-1413.0357666015625,0.19285285472869873,864.4811401367188,949808
953309,49.39,837.0552449400001,7,132465,19900,0.00073,0.9549182653427124,-1351.253173828125,0.19106802344322205,1537.1748046875,950308
953809,49.39,829.5556467000002,7,132535,19910,0.00073,-2.939161777496338,-1320.874267578125,0.19242943823337555,1143.6220703125,950808
954309,49.39,851.1924938499999,7,132604,19920,0.00073,1.7430903911590576,-1465.6549072265625,0.1882118284702301,1298.068115234375,951308
954787,49.47,888.7831333500002,7,132670,19930,0.00073,-9.515569686889648,-1236.9183349609375,0.18974527716636658,1305.800537109375,951786
955278,49.38,912.96186166,7,132738,19940,0.00073,-3.612828254699707,-1449.1754150390625,0.18144339323043823,1168.7840576171875,952277
955778,49.57,924.58922714,7,132807,19950,0.00073,2.630685329437256,-1554.9564208984375,0.1833530068397522,1863.561767578125,952777
956276,49.59,848.9659225800001,7,132876,19960,0.00073,2.615389347076416,-1456.4515380859375,0.18745282292366028,1207.1817626953125,953275
956776,49.59,859.3382258900002,7,132946,19970,0.00073,-1.9498412609100342,-1276.624267578125,0.18953287601470947,1324.1873779296875,953775
957276,49.59,832.10598091,7,133014,19980,0.00073,-0.21727323532104492,-1405.6099853515625,0.19407431781291962,1058.025390625,954275
957776,49.67,778.92123515,7,133083,19990,0.00073,-6.895237445831299,-1243.399658203125,0.19344818592071533,1077.4461669921875,954775
958276,49.67,801.30815363,7,133153,20000,0.00073,-3.7473292350769043,-1329.7530517578125,0.1931941658258438,1299.615478515625,955275
958776,49.67,857.09117631,7,133222,20010,0.00073,-1.5732557773590088,-1289.9366455078125,0.20288968086242676,1578.26220703125,955775
959276,49.67,872.55982116,7,133292,20020,0.00073,-0.9543384313583374,-1326.7711181640625,0.1977766752243042,2761.728515625,956275
959773,49.86,888.46163397,7,133361,20030,0.00073,1.064218282699585,-1526.78369140625,0.19730207324028015,1186.87548828125,956772
960207,49.29,844.8873442500001,7,133422,20040,0.00073,1.2922804355621338,-1516.014892578125,0.1930089294910431,1233.988037109375,957206
960705,49.27,815.6461197499998,7,133492,20050,0.00073,4.664079189300537,-1602.838134765625,0.1977204531431198,1282.916015625,957704
961191,49.15,823.0824051699998,7,133560,20060,0.00073,-1.671760082244873,-1478.5743408203125,0.1975639909505844,1077.043701171875,958190
961691,49.15,884.9255756100001,7,133629,20070,0.00073,-5.2959465980529785,-1322.4351806640625,0.19564655423164368,1711.282958984375,958690
962177,49.01,877.2442600699999,7,133696,20080,0.00073,0.7715048789978027,-1488.0362548828125,0.19047008454799652,1125.189208984375,959176
962661,48.85,826.8592281699998,7,133763,20090,0.00073,8.311882019042969,-1469.71630859375,0.1929287612438202,1288.3916015625,959660
963161,48.85,754.5539602399999,7,133832,20100,0.00073,4.118229866027832,-1495.4080810546875,0.1942160576581955,1317.132568359375,960160
963661,48.85,767.4937836600001,7,133902,20110,0.00073,1.3221237659454346,-1489.0751953125,0.1992005854845047,1195.36474609375,960660
964134,48.58,722.7349705700002,7,133967,20120,0.00073,-2.1798696517944336,-1352.1041259765625,0.19345249235630035,1839.2862548828125,961133
