time/total_timesteps,time/episodes,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/ent_coef_loss,train/actor_loss,train/ent_coef,train/critic_loss
380000,3800,55778,6,770.2610655300002,100.0,0.00073,376999,0.02505931258201599,-396.4574890136719,0.0018119370797649026,0.07607559859752655
381000,3810,55935,6,771.69395632,100.0,0.00073,377999,-0.8646293878555298,-396.4097900390625,0.0019509962294250727,0.14685501158237457
382000,3820,56091,6,772.72690342,100.0,0.00073,378999,-1.9182463884353638,-396.55487060546875,0.0017944371793419123,0.12130092829465866
383000,3830,56246,6,773.32329846,100.0,0.00073,379999,-3.8099026679992676,-396.63604736328125,0.0020108839962631464,0.03705035150051117
384000,3840,56401,6,772.27656275,100.0,0.00073,380999,-1.3956694602966309,-395.55694580078125,0.0016141427913680673,0.12716586887836456
385000,3850,56554,6,772.3500439199998,100.0,0.00073,381999,1.67887282371521,-396.06005859375,0.0018287311540916562,0.06884841620922089
386000,3860,56708,6,773.04327678,100.0,0.00073,382999,1.3503409624099731,-395.9884033203125,0.0020780926570296288,0.13961143791675568
387000,3870,56862,6,773.65538357,100.0,0.00073,383999,4.477605819702148,-396.4400634765625,0.0017883109394460917,0.05057080090045929
388000,3880,57015,6,774.4574862700002,100.0,0.00073,384999,4.550188064575195,-395.82427978515625,0.0018811665941029787,0.04500474035739899
389000,3890,57169,6,774.1587395899999,100.0,0.00073,385999,-2.267861843109131,-396.37652587890625,0.0019374017138034105,0.041569557040929794
390000,3900,57326,6,774.0117161400001,100.0,0.00073,386999,0.9691998958587646,-396.4276428222656,0.0019078353652730584,0.09222123771905899
391000,3910,57481,6,773.50658812,100.0,0.00073,387999,1.1203457117080688,-396.374755859375,0.0017009946750476956,0.0772361308336258
392000,3920,57635,6,773.3584677399999,100.0,0.00073,388999,-0.3859138488769531,-395.95391845703125,0.0018230300629511476,0.0334295853972435
393000,3930,57787,6,773.23444139,100.0,0.00073,389999,1.8552477359771729,-395.69268798828125,0.002048374619334936,0.062309399247169495
394000,3940,57940,6,773.9388134999999,100.0,0.00073,390999,1.0282683372497559,-396.4516296386719,0.0018044350435957313,0.031465861946344376
395000,3950,58093,6,773.8082570299998,100.0,0.00073,391999,-1.1632213592529297,-396.61224365234375,0.0025821321178227663,0.03005797788500786
396000,3960,58244,6,773.4290514200001,100.0,0.00073,392999,-1.9221529960632324,-396.1901550292969,0.0019346820190548897,0.036649078130722046
397000,3970,58395,6,772.9057652800001,100.0,0.00073,393999,-0.7171553373336792,-396.3951110839844,0.0024856526870280504,0.03271576762199402
398000,3980,58546,6,772.7069467000001,100.0,0.00073,394999,1.4046862125396729,-396.48956298828125,0.0024181497283279896,0.03994983062148094
399000,3990,58697,6,772.1927180000001,100.0,0.00073,395999,1.9002913236618042,-396.5088806152344,0.002216051798313856,0.0630270466208458
400000,4000,58852,6,771.24253196,100.0,0.00073,396999,7.940027236938477,-395.98193359375,0.004973159171640873,0.11058523505926132
401000,4010,59004,6,771.9757433900002,100.0,0.00073,397999,-6.4897661209106445,-396.1134948730469,0.002574340207502246,0.06773760914802551
402000,4020,59154,6,771.5386884799998,100.0,0.00073,398999,1.982515573501587,-396.489013671875,0.0018669660203158855,0.03444268926978111
403000,4030,59307,6,770.1933667799999,100.0,0.00073,399999,-1.608875036239624,-396.7430419921875,0.00201401230879128,0.11613847315311432
404000,4040,59458,6,770.8723138900002,100.0,0.00073,400999,1.9410357475280762,-395.98931884765625,0.0021378484088927507,0.0895562618970871
405000,4050,59609,6,771.39508718,100.0,0.00073,401999,0.562394917011261,-396.9894714355469,0.002259019296616316,0.04220536723732948
406000,4060,59762,6,771.0406754299999,100.0,0.00073,402999,0.9541447758674622,-396.8030700683594,0.001906332210637629,0.10287875682115555
407000,4070,59914,6,770.9865818900003,100.0,0.00073,403999,1.8598238229751587,-396.67376708984375,0.0019948051776736975,0.08183717727661133
408000,4080,60065,6,770.50371724,100.0,0.00073,404999,0.010107174515724182,-396.914306640625,0.0020968434400856495,0.07438735663890839
409000,4090,60216,6,769.7613643099999,100.0,0.00073,405999,-1.5471969842910767,-396.2746276855469,0.002145799109712243,0.04150082543492317
410000,4100,60368,6,771.0244730899999,100.0,0.00073,406999,0.5229625105857849,-396.0701904296875,0.00219622440636158,0.061240971088409424
411000,4110,60521,6,771.9539990799999,100.0,0.00073,407999,0.05334514379501343,-396.1838073730469,0.001958194188773632,0.06256890296936035
412000,4120,60675,6,771.81173062,100.0,0.00073,408999,-0.6658761501312256,-396.6927185058594,0.0020761473570019007,0.061318472027778625
413000,4130,60827,6,773.49814506,100.0,0.00073,409999,-3.2845072746276855,-396.5264892578125,0.0018338036024942994,0.02503712847828865
414000,4140,60979,6,773.0861101399998,100.0,0.00073,410999,-4.142486095428467,-396.9031982421875,0.0019152312306687236,0.05177726969122887
415000,4150,61131,6,772.4078677599999,100.0,0.00073,411999,1.8910695314407349,-396.1807861328125,0.002112327143549919,0.14930950105190277
416000,4160,61285,6,773.2336070899999,100.0,0.00073,412999,1.0775784254074097,-396.8351745605469,0.002014497295022011,0.01768278330564499
417000,4170,61438,6,773.8596351100001,100.0,0.00073,413999,1.1066280603408813,-396.3870849609375,0.0020721517503261566,0.10818365961313248
418000,4180,61590,6,773.30202708,100.0,0.00073,414999,-6.755535125732422,-396.79766845703125,0.0019655500072985888,0.03643477335572243
419000,4190,61744,6,774.3796435100002,100.0,0.00073,415999,-2.9089818000793457,-396.8663635253906,0.0019146613776683807,0.054700881242752075
420000,4200,61898,6,774.59679659,100.0,0.00073,416999,2.046962261199951,-396.16632080078125,0.0019553194288164377,0.08916366100311279
421000,4210,62054,6,774.7042333599998,100.0,0.00073,417999,1.2676520347595215,-396.4510803222656,0.002082399558275938,0.0808277428150177
422000,4220,62207,6,775.27367065,100.0,0.00073,418999,3.7789711952209473,-396.6253356933594,0.0020190596114844084,0.06956155598163605
423000,4230,62360,6,775.2641818999999,100.0,0.00073,419999,-1.0956453084945679,-396.9241027832031,0.001743634114973247,0.027099937200546265
424000,4240,62517,6,774.43272861,100.0,0.00073,420999,-0.1856600046157837,-396.73919677734375,0.001837373012676835,0.04502416402101517
425000,4250,62674,6,773.6980093499999,100.0,0.00073,421999,2.661573886871338,-396.4768981933594,0.002109218155965209,0.04515944793820381
426000,4260,62831,6,773.72459593,100.0,0.00073,422999,-0.24844816327095032,-396.59765625,0.0018309935694560409,0.04759276658296585
427000,4270,62985,6,772.9374488800001,100.0,0.00073,423999,0.253193199634552,-395.89605712890625,0.002119365381076932,0.09716342389583588
428000,4280,63139,6,773.96875382,100.0,0.00073,424999,0.3104139566421509,-396.8619384765625,0.002222907729446888,0.032611243426799774
429000,4290,63292,6,774.16594717,100.0,0.00073,425999,0.10507801175117493,-396.79302978515625,0.0024767518043518066,0.07227575778961182
430000,4300,63445,6,772.80801795,100.0,0.00073,426999,-4.244148254394531,-396.7586669921875,0.002436297480016947,0.10119126737117767
431000,4310,63599,6,772.2394182100002,100.0,0.00073,427999,-2.345616102218628,-396.6242370605469,0.0018805074505507946,0.03146793320775032
432000,4320,63752,6,772.5331365300001,100.0,0.00073,428999,1.6238456964492798,-396.2975158691406,0.0018159825121983886,0.06823086738586426
433000,4330,63904,6,771.5690405200002,100.0,0.00073,429999,-2.5372872352600098,-396.5057373046875,0.0022837501019239426,0.10324974358081818
434000,4340,64058,6,771.06243179,100.0,0.00073,430999,-1.3410027027130127,-396.5223083496094,0.0018624456133693457,0.08601111173629761
435000,4350,64211,6,772.0201102900003,100.0,0.00073,431999,-2.3600170612335205,-397.36480712890625,0.0015934177208691835,0.06461328268051147
436000,4360,64367,6,771.24145825,100.0,0.00073,432999,0.5571645498275757,-396.689208984375,0.001967845717445016,0.01858399622142315
437000,4370,64522,6,770.6763236900001,100.0,0.00073,433999,0.1662364900112152,-396.5375671386719,0.0016871378757059574,0.0345311239361763
438000,4380,64679,6,769.3256982499997,100.0,0.00073,434999,0.18040001392364502,-396.4161376953125,0.0017964260187000036,0.26423409581184387
439000,4390,64833,6,768.8267046199998,100.0,0.00073,435999,-0.9161535501480103,-396.5727844238281,0.0017429250292479992,0.04935281723737717
440000,4400,64990,6,769.37098982,100.0,0.00073,436999,2.903096914291382,-395.8518371582031,0.0016434072749689221,0.05832372605800629
441000,4410,65148,6,768.43808522,100.0,0.00073,437999,-1.976257085800171,-396.65130615234375,0.0015325655695050955,0.029657240957021713
442000,4420,65306,6,767.17285459,100.0,0.00073,438999,-0.954142689704895,-396.64501953125,0.0018373046768829226,0.015040614642202854
443000,4430,65461,6,767.20833806,100.0,0.00073,439999,-2.0802040100097656,-396.1138610839844,0.0018570972606539726,0.05194319039583206
444000,4440,65617,6,769.08467773,100.0,0.00073,440999,-0.8578438758850098,-396.5224609375,0.002200112212449312,0.20502308011054993
445000,4450,65775,6,769.1124539199998,100.0,0.00073,441999,-1.4029881954193115,-396.85205078125,0.0018973125843331218,0.03989912569522858
446000,4460,65933,6,770.0733866299998,100.0,0.00073,442999,-2.679103136062622,-396.6859130859375,0.002041153609752655,0.05633889138698578
447000,4470,66090,6,770.7097860499999,100.0,0.00073,443999,-1.7399413585662842,-396.82769775390625,0.0016611459432169795,0.023796159774065018
448000,4480,66249,6,771.8446577300002,100.0,0.00073,444999,0.018533408641815186,-396.3083801269531,0.0022765567991882563,0.03915310651063919
449000,4490,66408,6,772.3687119900001,100.0,0.00073,445999,-2.0504510402679443,-396.65643310546875,0.0021394125651568174,0.07046589255332947
450000,4500,66567,6,772.19340367,100.0,0.00073,446999,24.094301223754883,-396.7933349609375,0.004063370171934366,0.07057242095470428
451000,4510,66720,6,772.6739871599999,100.0,0.00073,447999,-17.57992172241211,-397.20416259765625,0.0036383457481861115,0.11881320178508759
452000,4520,66873,6,773.8172065300001,100.0,0.00073,448999,-4.530713081359863,-396.3449401855469,0.0023809128906577826,0.14194458723068237
453000,4530,67027,6,775.3547142299999,100.0,0.00073,449999,-8.397666931152344,-396.72430419921875,0.001976171275600791,0.07919873297214508
454000,4540,67181,6,774.90160884,100.0,0.00073,450999,-4.932147026062012,-396.9459533691406,0.002179131144657731,0.029112588614225388
455000,4550,67334,6,776.2250059999999,100.0,0.00073,451999,1.094954490661621,-396.3724365234375,0.0017985532758757472,0.04351687431335449
456000,4560,67488,6,774.8210984599999,100.0,0.00073,452999,2.162581443786621,-396.3965759277344,0.0016951170982792974,0.05828772857785225
457000,4570,67641,6,774.38545016,100.0,0.00073,453999,-3.2148818969726562,-396.4941711425781,0.0016820563469082117,0.04691977798938751
458000,4580,67796,6,774.2805844399998,100.0,0.00073,454999,0.20375746488571167,-396.3366394042969,0.0020880643278360367,0.1350298970937729
459000,4590,67949,6,775.34632086,100.0,0.00073,455999,-0.5121842622756958,-396.26177978515625,0.0020500621758401394,0.16895180940628052
460000,4600,68104,6,775.69293666,100.0,0.00073,456999,-2.5479838848114014,-396.7565002441406,0.0023516882210969925,0.05875565484166145
461000,4610,68256,6,776.2085666499999,100.0,0.00073,457999,-1.2597559690475464,-396.69183349609375,0.001983995782211423,0.06972425431013107
462000,4620,68410,6,775.2390880900001,100.0,0.00073,458999,-2.4026224613189697,-396.2952880859375,0.0023663113825023174,0.5478358268737793
463000,4630,68567,6,773.9977991800001,100.0,0.00073,459999,-0.33117765188217163,-396.62445068359375,0.0020151573698967695,0.027389178052544594
464000,4640,68723,6,773.8114802100001,100.0,0.00073,460999,-0.5139337182044983,-396.7939453125,0.002524313284084201,0.05838080495595932
465000,4650,68885,6,772.1230474199998,100.0,0.00073,461999,1.5748224258422852,-396.51690673828125,0.0020547108724713326,0.05061052739620209
466000,4660,69042,6,772.0363175400003,100.0,0.00073,462999,3.355605363845825,-396.0928039550781,0.0022580930963158607,0.06171288713812828
467000,4670,69198,6,771.8334228499999,100.0,0.00073,463999,-0.018860578536987305,-396.7831115722656,0.0017711599357426167,0.06018155813217163
468000,4680,69355,6,770.84344254,100.0,0.00073,464999,2.8831264972686768,-396.29736328125,0.002225157106295228,0.06215057522058487
469000,4690,69511,6,769.8826960800002,100.0,0.00073,465999,0.5429349541664124,-396.654541015625,0.0020790807902812958,0.13388732075691223
470000,4700,69668,6,769.4882920599999,100.0,0.00073,466999,-0.798298716545105,-396.56134033203125,0.0018016751855611801,0.03111874870955944
471000,4710,69823,6,768.2172960500002,100.0,0.00073,467999,-1.350619912147522,-396.40911865234375,0.0019532013684511185,0.24757443368434906
472000,4720,69977,6,768.7200561000001,100.0,0.00073,468999,1.103325605392456,-396.5655517578125,0.0016352449310943484,0.026754230260849
473000,4730,70133,6,768.6290217999999,100.0,0.00073,469999,-3.550257682800293,-396.65765380859375,0.0020035868510603905,0.08104467391967773
474000,4740,70288,6,769.5994657499998,100.0,0.00073,470999,9.156389236450195,-396.1361389160156,0.0017469930462539196,0.05501510947942734
475000,4750,70442,6,769.5570459000003,100.0,0.00073,471999,0.24746739864349365,-396.5669860839844,0.0017274412093684077,0.09779185056686401
476000,4760,70598,6,770.34936516,100.0,0.00073,472999,0.8821383714675903,-396.30322265625,0.0018307369900867343,0.11681593954563141
477000,4770,70753,6,771.0434188300001,100.0,0.00073,473999,1.2668416500091553,-396.5813903808594,0.0017545700538903475,0.04182302951812744
478000,4780,70911,6,770.8376927400001,100.0,0.00073,474999,-1.7423756122589111,-396.87408447265625,0.001554168644361198,0.020537275820970535
479000,4790,71071,6,769.8241468100001,100.0,0.00073,475999,-1.8359078168869019,-396.581787109375,0.0015980806201696396,0.027057940140366554
480000,4800,71242,6,769.9620742000001,100.0,0.00073,476999,-0.2285134196281433,-396.7425537109375,0.0016831298125907779,0.035872913897037506
481000,4810,71400,6,768.88200646,100.0,0.00073,477999,-2.8794329166412354,-396.65380859375,0.001707254908978939,0.07618328928947449
482000,4820,71558,6,768.32786247,100.0,0.00073,478999,-0.9275588989257812,-396.6758728027344,0.002094607101753354,0.05666222795844078
483000,4830,71720,6,768.0903641699999,100.0,0.00073,479999,1.5897417068481445,-396.6195983886719,0.0019387990469112992,0.044575780630111694
484000,4840,71879,6,767.46666835,100.0,0.00073,480999,-1.7829821109771729,-396.7013244628906,0.0019660149700939655,0.08232943713665009
485000,4850,72035,6,767.2173013700001,100.0,0.00073,481999,-0.8681021332740784,-396.7589111328125,0.0016755785327404737,0.14119088649749756
486000,4860,72192,6,768.2411496399999,100.0,0.00073,482999,-0.9855839610099792,-396.9244079589844,0.0016935844905674458,0.04867805913090706
487000,4870,72348,6,768.1615152300001,100.0,0.00073,483999,0.4293955862522125,-396.6341857910156,0.0015425130259245634,0.16368594765663147
488000,4880,72505,6,768.8226811099998,100.0,0.00073,484999,-1.501442551612854,-396.8742980957031,0.0018047275952994823,0.047384828329086304
489000,4890,72662,6,769.09202542,100.0,0.00073,485999,0.24713504314422607,-396.5426025390625,0.001995116239413619,0.03833097964525223
490000,4900,72819,6,769.0374412900003,100.0,0.00073,486999,-4.131021022796631,-397.26495361328125,0.0020957239903509617,0.01792813464999199
491000,4910,72977,6,771.0429115899999,100.0,0.00073,487999,2.7644453048706055,-395.9771423339844,0.002135190414264798,0.053486887365579605
492000,4920,73134,6,770.9066307899999,100.0,0.00073,488999,3.497535467147827,-396.244873046875,0.002373733790591359,0.04339117556810379
493000,4930,73291,6,771.3988812100001,100.0,0.00073,489999,-2.4870364665985107,-397.0054931640625,0.0017501263646408916,0.08240941166877747
494000,4940,73448,6,771.01231175,100.0,0.00073,490999,-3.9767661094665527,-396.9913330078125,0.0018405034206807613,0.05248303711414337
495000,4950,73605,6,771.4408034800002,100.0,0.00073,491999,2.8925082683563232,-396.6217346191406,0.001766157103702426,0.0595950223505497
496000,4960,73761,6,769.62874461,100.0,0.00073,492999,-1.599497675895691,-396.4046630859375,0.002201568800956011,0.1465306580066681
497000,4970,73918,6,770.2981457299998,100.0,0.00073,493999,-1.9228484630584717,-396.2781066894531,0.0016693079378455877,0.10108635574579239
498000,4980,74079,6,770.5802106999998,100.0,0.00073,494999,-1.8582807779312134,-396.74530029296875,0.002055347664281726,0.05782108008861542
499000,4990,74236,6,771.1776400499999,100.0,0.00073,495999,-5.692124366760254,-396.8922119140625,0.002342630410566926,0.056954607367515564
500000,5000,74393,6,771.16280119,100.0,0.00073,496999,0.9552339315414429,-395.98040771484375,0.002040502615272999,0.08850236237049103
501000,5010,74548,6,770.28305504,100.0,0.00073,497999,2.6799960136413574,-396.2884826660156,0.0017563429428264499,0.09119106829166412
502000,5020,74703,6,770.41831141,100.0,0.00073,498999,4.980949878692627,-396.29052734375,0.002467900747433305,0.07195880264043808
503000,5030,74857,6,769.64955486,100.0,0.00073,499999,-3.3586416244506836,-396.6313781738281,0.0022992079611867666,0.10968135297298431
504000,5040,75012,6,768.91768979,100.0,0.00073,500999,3.747149705886841,-396.43359375,0.002061997540295124,0.061708591878414154
505000,5050,75166,6,768.4173775599999,100.0,0.00073,501999,-1.2663838863372803,-396.5341491699219,0.001942248665727675,0.06157594919204712
506000,5060,75323,6,770.4006116300001,100.0,0.00073,502999,5.99384069442749,-396.1334228515625,0.0019005723297595978,0.08227486908435822
507000,5070,75482,6,770.4224281700001,100.0,0.00073,503999,0.5831692814826965,-396.0933837890625,0.0019474688451737165,0.032494716346263885
508000,5080,75641,6,770.67033178,100.0,0.00073,504999,-8.573101043701172,-397.0159912109375,0.0018468252383172512,0.02051873505115509
509000,5090,75798,6,770.9981423300001,100.0,0.00073,505999,0.23925888538360596,-396.73760986328125,0.001950582256540656,0.05776534602046013
510000,5100,75955,6,770.4148982800001,100.0,0.00073,506999,0.13636255264282227,-396.536376953125,0.0019243332790210843,0.08298969268798828
511000,5110,76111,6,770.7022547500002,100.0,0.00073,507999,-0.8194857835769653,-397.0244445800781,0.00206768442876637,0.05005001649260521
512000,5120,76266,6,771.93326925,100.0,0.00073,508999,-4.38451623916626,-396.8220520019531,0.0019215448992326856,0.02945130504667759
513000,5130,76421,6,772.18102277,100.0,0.00073,509999,-4.385766983032227,-396.71551513671875,0.001999789150431752,0.06478075683116913
514000,5140,76576,6,773.0486861499999,100.0,0.00073,510999,3.674126148223877,-395.7372131347656,0.0020283088088035583,0.12256163358688354
515000,5150,76731,6,773.80493253,100.0,0.00073,511999,1.4862029552459717,-396.4029541015625,0.0017321724444627762,0.12952357530593872
516000,5160,76894,6,772.61383181,100.0,0.00073,512999,-5.5480852127075195,-396.52227783203125,0.002488968661054969,0.05786784738302231
517000,5170,77053,6,771.5266064000002,100.0,0.00073,513999,-1.0477055311203003,-396.387451171875,0.001653623883612454,0.04726226627826691
518000,5180,77221,6,772.0893780999999,100.0,0.00073,514999,-4.974757194519043,-396.7901611328125,0.0014446752611547709,0.04329149052500725
519000,5190,77381,6,771.1213959,100.0,0.00073,515999,5.483011245727539,-396.5984802246094,0.0017686440842226148,0.11178676784038544
520000,5200,77542,6,771.4898246299999,100.0,0.00073,516999,2.465712308883667,-396.75897216796875,0.001804932369850576,0.03570115566253662
521000,5210,77699,6,771.9991140499999,100.0,0.00073,517999,1.696609377861023,-396.67999267578125,0.0017182501032948494,0.08744712173938751
522000,5220,77856,6,771.4085368600001,100.0,0.00073,518999,-0.16947472095489502,-396.78759765625,0.001566222170367837,0.04261113703250885
523000,5230,78015,6,771.60869431,100.0,0.00073,519999,5.971218585968018,-396.4689636230469,0.0019527124240994453,0.059876490384340286
524000,5240,78176,6,772.1193993699999,100.0,0.00073,520999,0.3910912871360779,-396.7953186035156,0.0017660678131505847,0.04562964290380478
525000,5250,78334,6,771.8151947700003,100.0,0.00073,521999,-2.1998932361602783,-397.0242614746094,0.0016813089605420828,0.11418983340263367
526000,5260,78493,6,770.9325189399999,100.0,0.00073,522999,1.1545424461364746,-396.4679870605469,0.001717852777801454,0.11460837721824646
527000,5270,78649,6,771.4606173100001,100.0,0.00073,523999,-3.4875683784484863,-396.88818359375,0.0017194836400449276,0.04603303223848343
528000,5280,78806,6,770.64075729,100.0,0.00073,524999,1.0672376155853271,-396.32281494140625,0.0017007578862830997,0.08502228558063507
529000,5290,78963,6,770.8629312200002,100.0,0.00073,525999,5.233856201171875,-396.5273742675781,0.0017553800716996193,0.06007833033800125
530000,5300,79120,6,770.8830399100001,100.0,0.00073,526999,3.9753127098083496,-396.7398376464844,0.001398317632265389,0.12384389340877533
531000,5310,79276,6,770.7902199299999,100.0,0.00073,527999,-4.999410629272461,-396.7168273925781,0.001309818122535944,0.05455680191516876
532000,5320,79432,6,770.1377284699998,100.0,0.00073,528999,-1.9149634838104248,-396.3370666503906,0.0014805907849222422,0.053959816694259644
533000,5330,79590,6,770.6125975900001,100.0,0.00073,529999,-3.8031833171844482,-396.78265380859375,0.0014734294964000583,0.0909096971154213
534000,5340,79746,6,770.2067807799999,100.0,0.00073,530999,3.1010899543762207,-396.452392578125,0.001734063378535211,0.03453848138451576
535000,5350,79906,6,770.1674441700001,100.0,0.00073,531999,-0.7987820506095886,-396.4030456542969,0.0016637674998492002,0.23731133341789246
536000,5360,80064,6,771.3798533200002,100.0,0.00073,532999,2.252187728881836,-396.3358154296875,0.0016293117078021169,0.026037203148007393
537000,5370,80221,6,771.32590295,100.0,0.00073,533999,-1.5547616481781006,-396.94146728515625,0.0021388791501522064,0.6810151934623718
538000,5380,80379,6,770.2459032,100.0,0.00073,534999,4.72009801864624,-395.9267272949219,0.0016721169231459498,0.09947606921195984
539000,5390,80535,6,770.80337277,100.0,0.00073,535999,9.717788696289062,-395.8113708496094,0.001977002713829279,0.07018892467021942
540000,5400,80693,6,771.13135098,100.0,0.00073,536999,1.1405971050262451,-396.6819152832031,0.0017807240365073085,0.04589162766933441
541000,5410,80850,6,771.6723084400002,100.0,0.00073,537999,3.170109748840332,-396.1947021484375,0.0017565020825713873,0.04637392982840538
542000,5420,81006,6,770.7163100899999,100.0,0.00073,538999,-2.921787738800049,-396.9244689941406,0.0015642279759049416,0.053357452154159546
543000,5430,81163,6,770.4827900700002,100.0,0.00073,539999,2.761256456375122,-396.6175537109375,0.0017404609825462103,0.10687637329101562
544000,5440,81320,6,770.7257940200001,100.0,0.00073,540999,5.954501628875732,-396.2210388183594,0.001629331847652793,0.07596804201602936
545000,5450,81480,6,769.32121854,100.0,0.00073,541999,2.5286965370178223,-396.2672424316406,0.00166400708258152,0.08924813568592072
546000,5460,81639,6,768.5168343499998,100.0,0.00073,542999,-0.19232748448848724,-396.56085205078125,0.0016090908320620656,0.045559361577034
547000,5470,81797,6,768.5680454500001,100.0,0.00073,543999,-1.2086260318756104,-396.614501953125,0.0016796942800283432,0.028498919680714607
548000,5480,81955,6,770.3508391000001,100.0,0.00073,544999,2.8448596000671387,-396.2001647949219,0.0017821307992562652,0.09821222722530365
549000,5490,82116,6,770.66900675,100.0,0.00073,545999,-7.261996269226074,-396.8577880859375,0.0018483757739886642,0.06860954314470291
550000,5500,82279,6,771.1855482700001,100.0,0.00073,546999,1.2330360412597656,-396.5769958496094,0.0018771961331367493,0.017306648194789886
551000,5510,82440,6,770.6323275099998,100.0,0.00073,547999,-3.5218896865844727,-396.6031494140625,0.0019008696544915438,0.056287698447704315
552000,5520,82602,6,772.3901862199999,100.0,0.00073,548999,-2.3212358951568604,-396.53436279296875,0.0017250278033316135,0.0773993730545044
553000,5530,82763,6,772.5551138899999,100.0,0.00073,549999,1.4071049690246582,-396.47369384765625,0.0017594569362699986,0.04147838056087494
554000,5540,82923,6,772.90722188,100.0,0.00073,550999,-5.226322174072266,-396.6446838378906,0.0017990628257393837,0.04323321953415871
555000,5550,83085,6,774.5179880200001,100.0,0.00073,551999,-1.219543218612671,-396.6898193359375,0.002075925702229142,0.08181498199701309
556000,5560,83252,6,775.1606385,100.0,0.00073,552999,-1.8971139192581177,-396.5842590332031,0.001822189660742879,0.04741595685482025
557000,5570,83415,6,774.5464783699999,100.0,0.00073,553999,-2.3069043159484863,-396.59649658203125,0.0018382660346105695,0.04499035328626633
558000,5580,83582,6,774.4263250999998,100.0,0.00073,554999,-0.2149011641740799,-396.6949462890625,0.0017674410482868552,0.07872024178504944
559000,5590,83746,6,775.25240054,100.0,0.00073,555999,0.5364500284194946,-396.4201354980469,0.001742656691931188,0.05731707811355591
560000,5600,83907,6,774.4767735099999,100.0,0.00073,556999,1.9768586158752441,-396.2684020996094,0.0015283445827662945,0.16631479561328888
561000,5610,84071,6,775.5749112799999,100.0,0.00073,557999,-2.993156671524048,-396.8348083496094,0.0016546571860089898,0.09207344055175781
562000,5620,84235,6,775.6419111499999,100.0,0.00073,558999,4.487777233123779,-396.3464660644531,0.0015343065606430173,0.05352476239204407
563000,5630,84401,6,775.33064215,100.0,0.00073,559999,3.9614315032958984,-396.0603332519531,0.0015681255608797073,0.03989741951227188
564000,5640,84565,6,773.77958229,100.0,0.00073,560999,-1.01505708694458,-396.60052490234375,0.0015302092069759965,0.04759988188743591
565000,5650,84729,6,774.5165614299999,100.0,0.00073,561999,0.7689809799194336,-396.145751953125,0.002045435830950737,0.027451932430267334
566000,5660,84894,6,773.8286825299999,100.0,0.00073,562999,2.3680999279022217,-396.180419921875,0.0016238390235230327,0.03450167179107666
567000,5670,85058,6,774.1991088400001,100.0,0.00073,563999,1.8680278062820435,-396.5760498046875,0.0018952618120238185,0.04972769320011139
568000,5680,85223,6,772.5650128499999,100.0,0.00073,564999,-3.3588805198669434,-396.7776794433594,0.001805384294129908,0.04819358140230179
569000,5690,85389,6,771.0572412099999,100.0,0.00073,565999,5.761753559112549,-396.1445617675781,0.0015381627017632127,0.15805168449878693
570000,5700,85553,6,770.4726797199999,100.0,0.00073,566999,5.516288757324219,-396.0030822753906,0.0012512659886851907,0.1382717490196228
571000,5710,85716,6,769.5741865399999,100.0,0.00073,567999,2.1447134017944336,-396.5456848144531,0.0017761938506737351,0.07158851623535156
572000,5720,85884,6,769.0250009999999,100.0,0.00073,568999,-2.075357675552368,-396.44683837890625,0.0017678439617156982,0.05688098818063736
573000,5730,86048,6,769.0308393199999,100.0,0.00073,569999,0.7605153322219849,-396.6251220703125,0.0016641864785924554,0.023219265043735504
574000,5740,86212,6,769.0634791100002,100.0,0.00073,570999,2.981475353240967,-395.8931884765625,0.001949259196408093,0.04662570357322693
575000,5750,86379,6,769.3477639099999,100.0,0.00073,571999,1.568899154663086,-396.4613952636719,0.0019649642053991556,0.05172371864318848
576000,5760,86548,6,770.39293802,100.0,0.00073,572999,-0.8818908333778381,-396.0727233886719,0.001965678296983242,0.15458449721336365
577000,5770,86711,6,771.47245117,100.0,0.00073,573999,3.282503366470337,-396.5430908203125,0.0019666459411382675,0.014928508549928665
578000,5780,86879,6,772.3295305400002,100.0,0.00073,574999,5.883706092834473,-395.7779541015625,0.0018938173307105899,0.05199940502643585
579000,5790,87044,6,772.9928869699999,100.0,0.00073,575999,3.462217330932617,-396.31549072265625,0.0019135123584419489,0.04680171608924866
580000,5800,87215,6,774.0950866299999,100.0,0.00073,576999,-2.0368990898132324,-396.5310974121094,0.0019477326422929764,0.049897193908691406
581000,5810,87382,6,773.9680557600001,100.0,0.00073,577999,0.21631702780723572,-396.5015869140625,0.0018473792588338256,0.043831877410411835
582000,5820,87552,6,773.9403319300003,100.0,0.00073,578999,-3.242802858352661,-396.7619323730469,0.002085387706756592,0.019871145486831665
583000,5830,87719,6,774.3882644199999,100.0,0.00073,579999,0.8187398314476013,-396.251953125,0.0021227027755230665,0.03694472461938858
584000,5840,87886,6,775.0777452899998,100.0,0.00073,580999,-0.32571953535079956,-396.2091369628906,0.0016949732089415193,0.030908755958080292
585000,5850,88054,6,774.4270753700001,100.0,0.00073,581999,2.6259872913360596,-396.43182373046875,0.0019445338984951377,0.028878770768642426
586000,5860,88223,6,774.37084663,100.0,0.00073,582999,0.4447857737541199,-396.27783203125,0.0020352581050246954,0.0461745485663414
