time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/ent_coef,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/critic_loss
107416,7,781139,72.75,320.99815527,11500,0.05197121202945709,0.00073,778138,-374.7900695800781,-3.0064563751220703,83.05364990234375
107525,7,781889,72.75,317.69992788,11510,0.049651872366666794,0.00073,778888,-372.6920471191406,-1.199537754058838,106.12606811523438
107626,7,782592,72.28,300.85115842,11520,0.049072183668613434,0.00073,779591,-378.07537841796875,3.7735302448272705,92.54834747314453
107730,7,783300,72.63,324.26056235,11530,0.048474058508872986,0.00073,780299,-378.5122375488281,1.4543393850326538,69.75637817382812
107840,7,784050,72.63,329.85917005000005,11540,0.04907206445932388,0.00073,781049,-369.36602783203125,4.19757080078125,64.40908813476562
107949,7,784790,72.53,323.1510887,11550,0.0473017580807209,0.00073,781789,-365.71063232421875,3.0221102237701416,74.48602294921875
108057,7,785540,72.94,344.39778440000003,11560,0.04691186174750328,0.00073,782539,-368.0411682128906,-7.76898717880249,78.64611053466797
108167,7,786290,73.48,367.90723012,11570,0.048003945499658585,0.00073,783289,-368.8858337402344,-6.684340000152588,79.16163635253906
108269,7,786989,73.38,367.21222343,11580,0.04854891449213028,0.00073,783988,-366.7731018066406,9.974504470825195,80.32261657714844
108378,7,787739,73.39,368.48440026000003,11590,0.04702445864677429,0.00073,784738,-374.13446044921875,-2.132220983505249,76.03045654296875
108485,7,788485,73.46,375.49949709,11600,0.049833595752716064,0.00073,785484,-367.4981689453125,2.6438164710998535,76.0968017578125
108595,7,789223,73.34,371.75035803,11610,0.04969743266701698,0.00073,786222,-379.76092529296875,-9.306147575378418,58.86270523071289
108703,7,789973,73.81,386.20922594,11620,0.052139416337013245,0.00073,786972,-387.17364501953125,1.8919081687927246,70.36373901367188
108809,7,790696,73.96,383.3892017400001,11630,0.05281294137239456,0.00073,787695,-367.7890930175781,3.109004259109497,120.45719909667969
108916,7,791423,73.73,378.17867192,11640,0.06321267038583755,0.00073,788422,-385.6559753417969,11.393257141113281,270.6184997558594
108991,7,791931,71.41,337.31206239,11650,0.1325748711824417,0.00073,788930,-503.96551513671875,24.377357482910156,920.58203125
109051,7,792342,68.02,271.63752145,11660,0.1712290644645691,0.00073,789341,-655.26806640625,11.057392120361328,1077.225830078125
109142,7,792962,66.72,189.72645547,11670,0.17824840545654297,0.00073,789961,-803.235107421875,1.9081207513809204,1044.2530517578125
109234,7,793580,65.91,142.73422323,11680,0.16280266642570496,0.00073,790579,-871.5450439453125,0.5373138785362244,808.2806396484375
109339,7,794297,65.58,98.68259111999998,11690,0.14978289604187012,0.00073,791296,-899.8704833984375,-3.8883323669433594,778.8364868164062
109449,7,795047,65.62,74.19419241,11700,0.14555971324443817,0.00073,792046,-894.3903198242188,-1.9577057361602783,537.9063720703125
109553,7,795759,65.36,51.57804369,11710,0.1310885101556778,0.00073,792758,-906.7451782226562,-0.6727930903434753,544.5157470703125
109656,7,796463,64.9,17.800466009999997,11720,0.11539125442504883,0.00073,793462,-829.527099609375,-2.0471601486206055,471.0120849609375
109756,7,797144,64.48,1.1173209899999972,11730,0.10764480382204056,0.00073,794143,-812.9595947265625,-3.330764055252075,487.84466552734375
109859,7,797846,64.23,-24.38301815,11740,0.10291542112827301,0.00073,794845,-777.1699829101562,-2.2488865852355957,361.84661865234375
109969,7,798596,66.65,-16.952482310000004,11750,0.09521926194429398,0.00073,795595,-746.3399658203125,-3.8473286628723145,343.70458984375
110070,7,799285,69.43,25.96500696,11760,0.08974193036556244,0.00073,796284,-718.3787231445312,-8.983196258544922,280.674072265625
110173,7,799985,70.23,69.18545949,11770,0.0849110558629036,0.00073,796984,-679.57958984375,0.7576595544815063,288.02069091796875
110280,7,800714,71.34,101.69263892000001,11780,0.08305370062589645,0.00073,797713,-624.8976440429688,-4.03153657913208,287.26495361328125
110386,7,801426,71.29,116.73290665999998,11790,0.0799642950296402,0.00073,798425,-602.4228515625,2.404963731765747,279.08209228515625
110497,7,802172,71.25,120.33052067,11800,0.07214447110891342,0.00073,799171,-584.31005859375,2.4506726264953613,207.46273803710938
110606,7,802905,71.46,115.02107359000001,11810,0.06972885876893997,0.00073,799904,-553.9017944335938,1.6389122009277344,187.6158447265625
110712,7,803634,71.71,131.82646331,11820,0.07011040300130844,0.00073,800633,-552.9093627929688,-11.711010932922363,142.82562255859375
110821,7,804366,72.22,135.30310612,11830,0.06986186653375626,0.00073,801365,-541.2171020507812,-0.4659080505371094,182.11614990234375
110929,7,805096,72.5,150.83516128000002,11840,0.06526562571525574,0.00073,802095,-528.884033203125,-4.168584823608398,151.04710388183594
111040,7,805846,72.5,154.06146316000002,11850,0.06497848033905029,0.00073,802845,-511.52191162109375,-2.8313591480255127,129.4832763671875
111150,7,806596,73.11,166.65126233000004,11860,0.06386911869049072,0.00073,803595,-490.52239990234375,0.3949870467185974,138.379638671875
111256,7,807310,73.25,176.04297032,11870,0.06337594985961914,0.00073,804309,-485.60894775390625,-3.9653713703155518,148.632568359375
111354,7,807975,72.61,174.58935004999995,11880,0.06212163344025612,0.00073,804974,-461.7442321777344,3.265437126159668,125.19300842285156
111461,7,808693,72.67,196.13345521,11890,0.06194036081433296,0.00073,805692,-477.31982421875,-1.1750614643096924,112.63554382324219
111572,7,809443,72.71,213.45855583,11900,0.059969522058963776,0.00073,806442,-449.5190124511719,0.3095608353614807,138.89547729492188
111677,7,810148,72.43,232.45883135000003,11910,0.059560589492321014,0.00073,807147,-448.7904968261719,-3.0696487426757812,117.64175415039062
111787,7,810892,72.58,232.39160429000003,11920,0.05984692648053169,0.00073,807891,-436.0924072265625,7.820452690124512,151.42678833007812
111894,7,811615,72.49,240.65193021,11930,0.058986835181713104,0.00073,808614,-441.715576171875,-7.755420684814453,118.53578186035156
111999,7,812324,72.28,250.12379656000005,11940,0.059436239302158356,0.00073,809323,-430.345947265625,8.207383155822754,142.29495239257812
112105,7,813049,72.03,265.08698147,11950,0.06158939749002457,0.00073,810048,-412.49102783203125,3.548348903656006,117.1556396484375
112214,7,813785,71.89,255.17590828000002,11960,0.060722921043634415,0.00073,810784,-429.1488952636719,-4.000464916229248,146.63925170898438
112320,7,814506,71.96,268.15836896,11970,0.06112939864397049,0.00073,811505,-442.66241455078125,-7.860345840454102,131.75343322753906
112430,7,815251,72.76,286.60065431,11980,0.05985463410615921,0.00073,812250,-434.90020751953125,-5.489814758300781,115.47061157226562
112537,7,815979,72.86,290.39483956,11990,0.05892203748226166,0.00073,812978,-424.1390380859375,-0.9570140838623047,118.1363754272461
112642,7,816697,72.54,290.54753639,12000,0.05961693450808525,0.00073,813696,-416.69427490234375,10.017681121826172,120.66685485839844
112748,7,817411,72.63,285.93953949,12010,0.0575300008058548,0.00073,814410,-425.61517333984375,6.07619571685791,129.79287719726562
112846,7,818069,71.77,284.06779559,12020,0.05831912159919739,0.00073,815068,-430.00189208984375,4.938031196594238,121.20108032226562
112956,7,818819,72.04,283.32818304000006,12030,0.05927147716283798,0.00073,815818,-407.2030334472656,-1.6739147901535034,148.18173217773438
113062,7,819543,72.19,287.61404108000005,12040,0.05777892470359802,0.00073,816542,-435.26025390625,-3.7303972244262695,92.72506713867188
113171,7,820293,72.44,303.22583453,12050,0.05736703425645828,0.00073,817292,-404.5196228027344,-7.400392532348633,101.41542053222656
113282,7,821043,72.58,317.57829829,12060,0.05687152221798897,0.00073,818042,-426.56146240234375,-4.842501163482666,121.14840698242188
113391,7,821793,72.87,316.63827213,12070,0.058693259954452515,0.00073,818792,-414.76751708984375,-1.2166404724121094,111.92689514160156
113494,7,822499,72.48,310.54337491999996,12080,0.058961398899555206,0.00073,819498,-425.1041564941406,-7.95076847076416,97.10398864746094
113598,7,823212,72.33,305.23808491,12090,0.06028852239251137,0.00073,820211,-433.9009094238281,4.273758411407471,111.51720428466797
113706,7,823946,72.49,306.03463885,12100,0.05611405521631241,0.00073,820945,-427.37249755859375,-1.5540968179702759,107.99012756347656
113810,7,824653,72.42,305.62041483999997,12110,0.056677740067243576,0.00073,821652,-428.7919921875,-3.807645320892334,106.34554290771484
113919,7,825403,73.34,317.56045632,12120,0.05764834210276604,0.00073,822402,-428.8669128417969,8.775298118591309,116.28273010253906
114029,7,826153,73.34,319.29357855,12130,0.05837767571210861,0.00073,823152,-438.4720458984375,2.2294540405273438,92.31098937988281
114131,7,826852,73.09,303.45974054000004,12140,0.05612461268901825,0.00073,823851,-421.8118591308594,-8.471630096435547,106.62881469726562
114240,7,827602,73.09,283.91937765,12150,0.05570593476295471,0.00073,824601,-415.5225830078125,-1.1887707710266113,98.85122680664062
114349,7,828352,73.09,285.7411934,12160,0.056637514382600784,0.00073,825351,-410.373291015625,3.200793504714966,123.43983459472656
114453,7,829083,72.9,280.61563955,12170,0.057173486799001694,0.00073,826082,-389.01629638671875,2.025799036026001,121.7327880859375
114561,7,829833,73.34,279.85213342,12180,0.05739610642194748,0.00073,826832,-410.588623046875,-3.015890121459961,103.14825439453125
114669,7,830583,73.71,285.45242891000004,12190,0.058656957000494,0.00073,827582,-401.7404479980469,-0.48725754022598267,119.77684020996094
114777,7,831333,73.87,284.51933967,12200,0.05804822966456413,0.00073,828332,-405.2740478515625,1.8758506774902344,103.74280548095703
114879,7,832049,73.96,295.55921259999997,12210,0.056818246841430664,0.00073,829048,-409.62286376953125,-0.8444555401802063,85.26701354980469
114984,7,832784,73.81,283.33754337000005,12220,0.05787910521030426,0.00073,829783,-400.6811828613281,6.44860315322876,122.16740417480469
115091,7,833534,73.81,286.06132875000003,12230,0.055412594228982925,0.00073,830533,-407.5298767089844,1.446036696434021,117.28311157226562
115190,7,834230,73.78,294.91947367999995,12240,0.05603044852614403,0.00073,831229,-411.5105895996094,1.4043633937835693,102.42430114746094
115295,7,834974,73.72,310.26150104,12250,0.056528497487306595,0.00073,831973,-393.65411376953125,4.082427978515625,101.81103515625
115397,7,835701,73.49,293.42764913999997,12260,0.05598102882504463,0.00073,832700,-404.52850341796875,-0.4618014097213745,125.30723571777344
115497,7,836405,73.22,288.50673630000006,12270,0.05396709963679314,0.00073,833404,-402.3828430175781,0.2647268772125244,111.59553527832031
115598,7,837123,72.9,294.67657079,12280,0.054742854088544846,0.00073,834122,-401.52874755859375,-0.8053326606750488,128.87693786621094
115696,7,837822,72.39,276.96018679,12290,0.054954975843429565,0.00073,834821,-409.6565856933594,8.448718070983887,127.08491516113281
115795,7,838531,71.98,288.10653658999996,12300,0.05452967807650566,0.00073,835530,-398.8192138671875,4.953085899353027,106.71379089355469
115895,7,839257,72.08,286.50517770000005,12310,0.05447569862008095,0.00073,836256,-408.9239807128906,1.4470441341400146,130.72341918945312
116000,7,840007,72.23,305.47245181,12320,0.05383042246103287,0.00073,837006,-403.4040832519531,-3.698261260986328,86.59370422363281
116097,7,840717,71.83,308.28440038,12330,0.054348163306713104,0.00073,837716,-415.0921325683594,2.7123241424560547,119.44950103759766
116200,7,841467,72.37,312.85103309999994,12340,0.05293029919266701,0.00073,838466,-385.87786865234375,-0.44579851627349854,88.57876586914062
116290,7,842121,71.47,299.99718598,12350,0.05369039252400398,0.00073,839120,-419.8650207519531,-0.30178534984588623,93.22257232666016
116392,7,842871,71.7,318.23921321,12360,0.055259671062231064,0.00073,839870,-404.4654235839844,-3.2741634845733643,85.43928527832031
116486,7,843551,71.46,318.22727847,12370,0.056363411247730255,0.00073,840550,-396.6655578613281,1.3929338455200195,106.05133819580078
116589,7,844301,71.78,320.72827084,12380,0.05490922927856445,0.00073,841300,-374.667724609375,9.795408248901367,95.63836669921875
116691,7,845051,72.29,339.12703445,12390,0.05552832782268524,0.00073,842050,-404.8764953613281,-5.560229301452637,87.82195281982422
116781,7,845710,71.79,317.66879701,12400,0.05456109717488289,0.00073,842709,-381.5545959472656,4.612110137939453,117.47840118408203
116885,7,846460,72.03,327.27024288,12410,0.05473385006189346,0.00073,843459,-397.0173034667969,-5.0997819900512695,82.58841705322266
116985,7,847170,71.63,311.30868841,12420,0.05418914929032326,0.00073,844169,-394.3218078613281,6.319936275482178,87.24644470214844
117084,7,847885,71.68,318.86310102,12430,0.053381580859422684,0.00073,844884,-402.81561279296875,4.853560447692871,101.0152587890625
117184,7,848604,71.37,315.87422855,12440,0.054947901517152786,0.00073,845603,-390.4814147949219,-2.3983442783355713,89.95043182373047
117278,7,849285,71.64,318.36418067,12450,0.05623738095164299,0.00073,846284,-403.45916748046875,-4.365476131439209,83.16761779785156
117376,7,849994,71.23,313.13274440000004,12460,0.05403042957186699,0.00073,846993,-401.4754943847656,3.538952350616455,89.0159912109375
117476,7,850710,71.59,303.39329201,12470,0.05489369109272957,0.00073,847709,-402.562255859375,-8.889396667480469,104.85450744628906
117571,7,851400,70.99,295.27355088,12480,0.05601176247000694,0.00073,848399,-398.2754821777344,0.047231525182724,108.74038696289062
117669,7,852111,70.6,286.8357406299999,12490,0.05618629232048988,0.00073,849110,-403.6246337890625,-1.467730164527893,79.74852752685547
117768,7,852827,71.17,296.30378757,12500,0.05711602047085762,0.00073,849826,-389.2173156738281,4.734086036682129,108.76429748535156
117861,7,853493,70.33,274.11329843,12510,0.05680612474679947,0.00073,850492,-401.082763671875,4.071676731109619,151.06935119628906
117959,7,854197,70.27,277.06216644000006,12520,0.05829967185854912,0.00073,851196,-405.1207580566406,0.0613858699798584,119.78831481933594
118061,7,854930,70.45,254.87135746000007,12530,0.05685552582144737,0.00073,851929,-411.1773986816406,-7.671111583709717,77.74220275878906
118161,7,855644,70.4,255.06311327,12540,0.05754817649722099,0.00073,852643,-393.62774658203125,3.644469738006592,103.60847473144531
118265,7,856356,70.71,261.62080193,12550,0.05911415070295334,0.00073,853355,-399.861328125,7.71923303604126,114.18202209472656
118371,7,857064,70.7,267.6544976899999,12560,0.0575157105922699,0.00073,854063,-403.0473327636719,-1.6649876832962036,102.21670532226562
118474,7,857814,71.04,301.25852455,12570,0.056138597428798676,0.00073,854813,-415.4116516113281,-7.970309734344482,89.29930877685547
118577,7,858564,71.64,303.08332739,12580,0.05519374459981918,0.00073,855563,-405.6497802734375,4.466912269592285,85.700439453125
118677,7,859294,71.83,320.00340940999996,12590,0.0560750849545002,0.00073,856293,-427.93853759765625,3.290412664413452,75.25688171386719
118778,7,860044,72.17,329.22579890000003,12600,0.054884593933820724,0.00073,857043,-412.63690185546875,-5.9550018310546875,95.04304504394531
118876,7,860761,72.68,341.02509885000006,12610,0.05538910999894142,0.00073,857760,-402.3138122558594,-9.2424898147583,100.07186889648438
118977,7,861506,73.09,345.38427757,12620,0.05507535859942436,0.00073,858505,-391.8834228515625,-4.099748134613037,102.13192749023438
119080,7,862256,73.26,363.6149990900001,12630,0.05461221933364868,0.00073,859255,-413.4327087402344,-4.793728351593018,95.4438705444336
119182,7,863006,73.62,369.4301428799999,12640,0.05505947396159172,0.00073,860005,-408.7766418457031,-6.614691734313965,85.80616760253906
119281,7,863722,73.66,362.86043852,12650,0.05532373860478401,0.00073,860721,-402.0638732910156,-5.980944633483887,71.05596923828125
119373,7,864406,73.42,341.95724580000007,12660,0.0539388544857502,0.00073,861405,-405.8700866699219,5.379194259643555,121.66897583007812
119473,7,865142,73.28,324.93762075,12670,0.05311277508735657,0.00073,862141,-401.8024597167969,-1.7761549949645996,90.42140197753906
119576,7,865892,73.28,328.56076535999995,12680,0.05336834862828255,0.00073,862891,-402.3280334472656,-1.2303003072738647,74.84684753417969
119680,7,866642,73.48,325.5152385,12690,0.05578922852873802,0.00073,863641,-400.3788757324219,-2.4308629035949707,90.23171997070312
119783,7,867392,73.48,321.06793246999996,12700,0.05705847218632698,0.00073,864391,-399.02001953125,6.269713878631592,91.30976867675781
119881,7,868094,73.33,320.93676142000004,12710,0.057695820927619934,0.00073,865093,-396.2790832519531,1.0960935354232788,92.96247863769531
119969,7,868734,72.28,309.01968845,12720,0.057186558842659,0.00073,865733,-390.7365417480469,1.8613691329956055,115.68173217773438
120067,7,869452,71.96,305.52299482,12730,0.05690388381481171,0.00073,866451,-413.7897033691406,-3.2063112258911133,97.76980590820312
120164,7,870155,71.49,301.09231000999995,12740,0.05654022470116615,0.00073,867154,-389.01611328125,0.8974590301513672,94.66419219970703
120261,7,870862,71.4,302.66080992,12750,0.05776692554354668,0.00073,867861,-396.13690185546875,-5.761074542999268,84.07557678222656
120362,7,871612,72.06,329.8654092,12760,0.05580432713031769,0.00073,868611,-397.81903076171875,2.1829304695129395,104.58049011230469
120465,7,872362,72.2,339.33260059,12770,0.05535518005490303,0.00073,869361,-402.5313415527344,-1.6541588306427002,98.31211853027344
120564,7,873082,71.9,342.20301668,12780,0.05394664779305458,0.00073,870081,-400.0451965332031,-0.654927134513855,101.81854248046875
120662,7,873805,71.63,324.76594781000006,12790,0.05344581604003906,0.00073,870804,-387.3392639160156,-0.4966338872909546,92.62627410888672
120763,7,874555,71.63,322.69704143,12800,0.05344681069254875,0.00073,871554,-398.77056884765625,-5.9303178787231445,113.43330383300781
120861,7,875277,71.83,319.50046271,12810,0.054222799837589264,0.00073,872276,-414.60247802734375,-5.99263858795166,84.3825454711914
120960,7,875997,72.63,331.94403502,12820,0.05505216121673584,0.00073,872996,-410.04437255859375,-6.93817138671875,89.85962677001953
121057,7,876710,72.58,339.16582278000004,12830,0.055613745003938675,0.00073,873709,-387.6929626464844,-5.139615058898926,97.88308715820312
121154,7,877424,72.69,337.91876734000004,12840,0.05283334478735924,0.00073,874423,-391.92462158203125,5.204144477844238,89.45730590820312
121256,7,878168,73.06,344.48323938,12850,0.05437092110514641,0.00073,875167,-395.9930419921875,-3.5709073543548584,73.6663818359375
121348,7,878843,72.31,329.15428022,12860,0.054369665682315826,0.00073,875842,-401.282470703125,-3.0089542865753174,93.80836486816406
121451,7,879593,72.31,329.17632036000003,12870,0.054582368582487106,0.00073,876592,-407.1772155761719,-6.2147722244262695,96.62498474121094
121556,7,880343,72.61,326.5896998400001,12880,0.0548640675842762,0.00073,877342,-378.063232421875,-1.8966175317764282,120.76173400878906
121658,7,881072,72.67,346.1613012,12890,0.05277355760335922,0.00073,878071,-386.2740478515625,-0.6609965562820435,88.16851043701172
121758,7,881795,72.4,328.18067704000003,12900,0.051997166126966476,0.00073,878794,-393.6374816894531,5.952503204345703,93.66488647460938
121855,7,882495,72.18,334.84202976000006,12910,0.0541754812002182,0.00073,879494,-376.2752685546875,-0.4366356134414673,98.05278015136719
121952,7,883200,72.03,321.812775,12920,0.05477934330701828,0.00073,880199,-403.4007873535156,1.228975772857666,92.72543334960938
122056,7,883948,72.38,312.64154896,12930,0.05508607625961304,0.00073,880947,-410.04559326171875,-0.13101089000701904,85.89736938476562
122159,7,884698,72.74,320.29239145,12940,0.05329158902168274,0.00073,881697,-382.34588623046875,-2.42439603805542,91.28463745117188
122263,7,885448,72.8,328.9438245299999,12950,0.05401387810707092,0.00073,882447,-398.10595703125,-3.17035174369812,101.81771087646484
122357,7,886122,72.79,329.53960570000004,12960,0.05371702462434769,0.00073,883121,-384.615966796875,2.2912380695343018,88.71397399902344
122462,7,886872,72.79,319.63569332,12970,0.053910207003355026,0.00073,883871,-395.4438781738281,-3.649738311767578,74.69233703613281
122565,7,887622,72.79,321.17284222999996,12980,0.05335098132491112,0.00073,884621,-398.3968811035156,1.1101094484329224,98.49238586425781
122658,7,888294,72.22,300.16834163,12990,0.056021057069301605,0.00073,885293,-384.68353271484375,-2.9762520790100098,113.87033081054688
122763,7,889044,72.49,321.67363244,13000,0.054709527641534805,0.00073,886043,-390.8033142089844,-9.882932662963867,98.07572174072266
122869,7,889794,72.99,316.21272944,13010,0.05508608743548393,0.00073,886793,-381.57550048828125,-0.28718122839927673,96.31607055664062
122979,7,890537,73.37,330.4616564,13020,0.05483939126133919,0.00073,887536,-399.2173767089844,-0.992218017578125,98.63319396972656
123077,7,891247,72.99,326.18137929,13030,0.054345156997442245,0.00073,888246,-406.6234130859375,-7.832617282867432,91.82844543457031
123179,7,891997,72.99,317.0442113,13040,0.05395487695932388,0.00073,888996,-395.4549865722656,-3.8230397701263428,80.67506408691406
123282,7,892747,72.99,307.36461692999995,13050,0.0543697290122509,0.00073,889746,-381.0670471191406,-3.2516324520111084,107.50033569335938
123384,7,893489,73.67,310.56147319,13060,0.05522496625781059,0.00073,890488,-391.66790771484375,1.9049530029296875,77.2789077758789
123486,7,894239,73.67,314.70112858,13070,0.05388752743601799,0.00073,891238,-402.60711669921875,0.9720158576965332,85.75851440429688
123589,7,894989,73.67,310.32866742000004,13080,0.054363325238227844,0.00073,891988,-385.41015625,-6.221402645111084,81.71668243408203
123680,7,895654,73.6,312.35265972999997,13090,0.054410941898822784,0.00073,892653,-389.50738525390625,3.5473532676696777,103.281982421875
123780,7,896401,73.57,319.06825436,13100,0.05320334434509277,0.00073,893400,-403.4222106933594,-4.285764217376709,100.49526977539062
123882,7,897151,73.57,334.49249448999996,13110,0.053012389689683914,0.00073,894150,-391.86212158203125,-2.1969478130340576,90.2114028930664
123972,7,897814,72.77,326.41623619,13120,0.05380854383111,0.00073,894813,-382.8625793457031,5.003066062927246,80.72966003417969
124060,7,898469,72.22,325.35928572,13130,0.054374486207962036,0.00073,895468,-395.12091064453125,-0.19458961486816406,100.66783142089844
124154,7,899157,71.6,321.66642559,13140,0.05296896770596504,0.00073,896156,-386.93377685546875,-5.080511093139648,75.1806411743164
124251,7,899867,71.2,323.55728906,13150,0.05417444556951523,0.00073,896866,-398.2630920410156,-1.9470486640930176,100.21513366699219
124351,7,900595,71.06,326.42305319999997,13160,0.05293784663081169,0.00073,897594,-400.66009521484375,2.748621940612793,95.78901672363281
124454,7,901345,71.06,328.73659531,13170,0.05453573539853096,0.00073,898344,-385.25927734375,-8.593306541442871,103.2560043334961
124555,7,902084,70.95,332.19662920999997,13180,0.05412966012954712,0.00073,899083,-401.21051025390625,10.572038650512695,90.73004150390625
124653,7,902799,71.45,341.1006628200001,13190,0.051538314670324326,0.00073,899798,-395.1568298339844,-3.7637405395507812,100.4476547241211
124757,7,903549,71.48,343.16828224000005,13200,0.05237710475921631,0.00073,900548,-384.3870544433594,-6.8785200119018555,78.43836975097656
124859,7,904291,71.4,321.58642432,13210,0.05256396532058716,0.00073,901290,-388.9173278808594,-3.0662808418273926,122.78681945800781
124960,7,905032,72.18,324.522109,13220,0.05271075665950775,0.00073,902031,-384.92144775390625,3.465550661087036,147.61888122558594
125056,7,905734,72.65,327.22644894000007,13230,0.052288565784692764,0.00073,902733,-374.3395690917969,4.038608551025391,91.39977264404297
125159,7,906484,73.27,326.82759631,13240,0.05433020740747452,0.00073,903483,-380.4107360839844,0.7671331167221069,92.55197143554688
125255,7,907194,73.27,324.53864697,13250,0.05328185483813286,0.00073,904193,-382.19818115234375,-4.689441680908203,91.721435546875
125351,7,907891,72.96,313.20323374,13260,0.055675607174634933,0.00073,904890,-390.62103271484375,-3.540311813354492,78.24996948242188
125453,7,908641,72.96,318.83157377,13270,0.05260961502790451,0.00073,905640,-382.9664001464844,1.9011088609695435,98.93351745605469
125555,7,909391,73.07,310.31667395,13280,0.055236026644706726,0.00073,906390,-382.22998046875,-4.595859527587891,75.8072280883789
125656,7,910113,73.14,316.67870935,13290,0.05501481890678406,0.00073,907112,-377.81787109375,9.669452667236328,105.58399963378906
125759,7,910863,73.14,306.632723,13300,0.05606580525636673,0.00073,907862,-406.74139404296875,-8.325054168701172,83.35281372070312
125852,7,911545,72.54,309.52428004999996,13310,0.05483873561024666,0.00073,908544,-386.5085144042969,4.605978012084961,90.3116455078125
125951,7,912256,72.24,310.51019578999995,13320,0.055491190403699875,0.00073,909255,-401.0643615722656,-5.007302761077881,82.51722717285156
126050,7,912982,72.48,315.72127282,13330,0.05368474870920181,0.00073,909981,-376.03436279296875,9.866339683532715,111.5648193359375
126151,7,913721,72.37,324.64517669,13340,0.05428609251976013,0.00073,910720,-372.7847595214844,-5.364760875701904,80.35087585449219
126254,7,914471,72.77,332.17269827,13350,0.053353436291217804,0.00073,911470,-380.8504638671875,-1.3533949851989746,100.50849914550781
126357,7,915221,73.3,343.73244503999996,13360,0.05094456672668457,0.00073,912220,-380.8785705566406,-4.568552017211914,121.18064880371094
126461,7,915971,73.3,342.86847161000003,13370,0.05164855346083641,0.00073,912970,-395.0421447753906,-7.088845252990723,72.64389038085938
126563,7,916706,73.15,347.75491173999995,13380,0.05203694850206375,0.00073,913705,-394.3863525390625,-10.339500427246094,89.9586410522461
126659,7,917409,72.96,337.5556878,13390,0.05333692952990532,0.00073,914408,-383.81378173828125,2.732341766357422,123.77285766601562
126763,7,918159,72.96,329.65809227000005,13400,0.05144993215799332,0.00073,915158,-403.4129943847656,-4.934800148010254,116.67215728759766
126866,7,918909,73.64,327.71285291,13410,0.053391192108392715,0.00073,915908,-385.84735107421875,13.100359916687012,126.1567153930664
126966,7,919636,73.8,323.28480256999995,13420,0.05335279926657677,0.00073,916635,-394.12994384765625,-7.375964641571045,96.265380859375
127064,7,920353,73.71,319.32660343,13430,0.05232158675789833,0.00073,917352,-399.6769714355469,11.060989379882812,94.84835815429688
127161,7,921056,73.35,313.95369676999996,13440,0.053580738604068756,0.00073,918055,-389.0023193359375,-5.032127380371094,81.40177917480469
127261,7,921779,73.08,303.20692308,13450,0.05302716791629791,0.00073,918778,-398.0326232910156,8.553403854370117,87.01183319091797
127365,7,922524,73.03,294.91634054,13460,0.05208420380949974,0.00073,919523,-388.0561828613281,-0.37189948558807373,94.50018310546875
127471,7,923274,73.03,295.15075484999994,13470,0.05598926544189453,0.00073,920273,-393.73358154296875,4.662936210632324,140.66629028320312
127573,7,923992,72.86,291.77890984,13480,0.05337420105934143,0.00073,920991,-407.5292053222656,-5.199654579162598,119.65420532226562
127677,7,924742,73.33,305.47017167,13490,0.05513708293437958,0.00073,921741,-357.9757080078125,-7.28953742980957,73.44133758544922
127777,7,925474,73.15,284.73357043,13500,0.053738661110401154,0.00073,922473,-387.69207763671875,-6.6553544998168945,78.64775085449219
127874,7,926190,72.81,290.52103608,13510,0.05301327258348465,0.00073,923189,-391.4017639160156,3.908752918243408,85.89320373535156
127975,7,926929,72.93,295.34012587999996,13520,0.05360618978738785,0.00073,923928,-398.06597900390625,-8.518446922302246,95.3480224609375
128079,7,927679,73.26,308.24551034,13530,0.05576421692967415,0.00073,924678,-375.037353515625,4.152674198150635,106.13442993164062
128179,7,928398,73.42,320.63580343999996,13540,0.054201435297727585,0.00073,925397,-408.4118347167969,-7.07084846496582,97.33134460449219
128281,7,929130,73.51,326.65500767,13550,0.05531279370188713,0.00073,926129,-391.1703186035156,0.7535983324050903,88.55410766601562
128384,7,929880,73.56,333.24765354999994,13560,0.05492834374308586,0.00073,926879,-395.0639953613281,18.762975692749023,84.78175354003906
128488,7,930629,73.55,322.46242681999996,13570,0.05559396371245384,0.00073,927628,-387.3608703613281,1.9759505987167358,92.01496124267578
128587,7,931356,73.64,323.63347885999997,13580,0.056513890624046326,0.00073,928355,-405.5198974609375,-6.323655128479004,78.317138671875
128690,7,932106,73.64,323.02435525,13590,0.054166633635759354,0.00073,929105,-397.0997314453125,-0.08409160375595093,117.83494567871094
128790,7,932832,73.58,345.88418328,13600,0.052902404218912125,0.00073,929831,-394.9435729980469,5.08403205871582,111.98014831542969
128892,7,933564,73.74,344.27241771999996,13610,0.05241195484995842,0.00073,930563,-386.7148132324219,-5.89911413192749,86.36665344238281
128983,7,934233,73.04,328.8235595400001,13620,0.05615570396184921,0.00073,931232,-373.40057373046875,-2.242156982421875,82.69894409179688
129081,7,934938,72.59,320.23347696,13630,0.053205106407403946,0.00073,931937,-386.5723571777344,-11.756437301635742,74.9909896850586
129178,7,935641,72.43,309.88038717,13640,0.051993753761053085,0.00073,932640,-390.6883850097656,-3.286940336227417,88.83769226074219
