time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/ent_coef,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/critic_loss
43231,7,322175,73.42,220.80249292,5150,0.060609377920627594,0.00073,319174,-173.5838165283203,0.7775404453277588,109.84945678710938
43334,7,322925,74.12,214.62320203,5160,0.06510879099369049,0.00073,319924,-171.48544311523438,2.1707334518432617,97.8480224609375
43434,7,323652,73.89,193.96078996000003,5170,0.0609000064432621,0.00073,320651,-138.6909637451172,-4.774956703186035,125.71054077148438
43537,7,324402,73.9,194.86305300999996,5180,0.060287345200777054,0.00073,321401,-147.0705108642578,-8.119157791137695,76.20962524414062
43636,7,325126,73.64,179.24813494000003,5190,0.059965088963508606,0.00073,322125,-173.5243377685547,4.034643650054932,106.76216125488281
43734,7,325835,73.24,178.72669567000005,5200,0.06009068712592125,0.00073,322834,-160.2151641845703,-2.833237409591675,89.82658386230469
43839,7,326585,73.24,179.90076707,5210,0.05977105349302292,0.00073,323584,-165.80612182617188,0.00880885124206543,114.77545166015625
43938,7,327305,72.94,178.51295923,5220,0.058841146528720856,0.00073,324304,-158.31097412109375,-2.2806878089904785,116.52822875976562
44023,7,327928,71.67,167.53687853000002,5230,0.058600764721632004,0.00073,324927,-186.9674072265625,5.998249530792236,89.96865844726562
44120,7,328632,71.8,167.27714848,5240,0.05913388356566429,0.00073,325631,-140.4246826171875,-16.841524124145508,99.93795776367188
44214,7,329320,71.45,163.19559040000001,5250,0.059985049068927765,0.00073,326319,-181.4852752685547,5.1494646072387695,94.28932189941406
44310,7,330021,70.96,173.9869232,5260,0.05793198198080063,0.00073,327020,-174.27505493164062,-5.842716217041016,126.81294250488281
44404,7,330707,70.55,168.03539448000004,5270,0.05873248353600502,0.00073,327706,-172.5904083251953,0.9589789509773254,85.77186584472656
44507,7,331455,70.53,169.78443736999998,5280,0.060028400272130966,0.00073,328454,-176.12051391601562,-12.089784622192383,96.04376220703125
44611,7,332205,70.79,173.29437388000002,5290,0.05816604197025299,0.00073,329204,-159.071533203125,7.626321315765381,98.724609375
44712,7,332953,71.18,168.12443582999995,5300,0.058900829404592514,0.00073,329952,-173.18511962890625,4.9359636306762695,117.23918151855469
44804,7,333624,70.39,152.82859041,5310,0.059390272945165634,0.00073,330623,-169.51602172851562,5.368731498718262,113.92361450195312
44906,7,334374,70.69,153.02942267999998,5320,0.061473868787288666,0.00073,331373,-166.45489501953125,6.5371856689453125,114.89698028564453
45009,7,335124,71.96,172.99874691000002,5330,0.059070855379104614,0.00073,332123,-175.01251220703125,-6.940256595611572,91.79388427734375
45113,7,335869,72.37,178.37184417,5340,0.06138615310192108,0.00073,332868,-172.24114990234375,4.081513404846191,103.96585083007812
45200,7,336513,71.93,180.80762065000002,5350,0.05891327187418938,0.00073,333512,-166.51589965820312,-1.552731990814209,87.67425537109375
45303,7,337263,72.42,199.81392839999998,5360,0.05867761746048927,0.00073,334262,-172.1057891845703,0.6325048208236694,84.78921508789062
45396,7,337924,72.17,191.53875927999994,5370,0.060361526906490326,0.00073,334923,-193.48294067382812,2.272006034851074,99.87716674804688
45499,7,338674,72.19,196.1163772799999,5380,0.061268217861652374,0.00073,335673,-186.2008819580078,-3.6569926738739014,98.4871597290039
45595,7,339367,71.62,202.61871217,5390,0.05884053185582161,0.00073,336366,-186.66860961914062,1.870149850845337,105.21920776367188
45689,7,340056,71.03,202.49725396999995,5400,0.0602937676012516,0.00073,337055,-176.0797119140625,6.803858280181885,117.78124237060547
45793,7,340806,71.82,209.91818800999997,5410,0.057872869074344635,0.00073,337805,-182.85263061523438,10.82060718536377,104.35140991210938
45897,7,341556,71.82,218.53375145,5420,0.05998024716973305,0.00073,338555,-179.9779815673828,-0.6349871158599854,94.09098815917969
45996,7,342265,71.41,209.19021159,5430,0.05918307974934578,0.00073,339264,-197.08013916015625,2.9119739532470703,95.20075988769531
46092,7,342962,70.93,204.32154686000004,5440,0.0598546639084816,0.00073,339961,-186.02272033691406,10.106101989746094,102.62599182128906
46195,7,343712,71.99,213.02767273,5450,0.059976570308208466,0.00073,340711,-146.29147338867188,-6.316381931304932,69.0605239868164
46291,7,344420,71.57,200.8249569,5460,0.0586879700422287,0.00073,341419,-182.6469268798828,4.471168041229248,92.2681884765625
46393,7,345170,72.46,220.17782587000005,5470,0.06068410351872444,0.00073,342169,-185.6679229736328,-4.71319055557251,104.61431884765625
46482,7,345823,71.49,200.03243634999998,5480,0.059623315930366516,0.00073,342822,-193.752685546875,-4.049863338470459,97.90068054199219
46575,7,346507,71.4,188.20473630999996,5490,0.061321236193180084,0.00073,343506,-184.99673461914062,-5.847498893737793,117.23133087158203
46668,7,347183,71.27,183.28580767000003,5500,0.05917386710643768,0.00073,344182,-179.43994140625,2.941419839859009,111.61378479003906
46765,7,347899,70.93,188.07146883,5510,0.05786490812897682,0.00073,344898,-179.46383666992188,-0.2689242959022522,102.80986022949219
46867,7,348643,70.87,186.21118486999995,5520,0.06004717946052551,0.00073,345642,-173.26358032226562,0.5654008388519287,82.47956848144531
46967,7,349354,70.89,186.09042522,5530,0.058651071041822433,0.00073,346353,-179.26356506347656,3.2967638969421387,93.964599609375
47067,7,350060,70.98,199.19203689000003,5540,0.0599980391561985,0.00073,347059,-186.46249389648438,-1.0706806182861328,124.89788818359375
47164,7,350776,70.64,203.06733879,5550,0.06065753102302551,0.00073,347775,-178.54501342773438,0.8932691216468811,120.56940460205078
47260,7,351487,70.67,198.05069488000004,5560,0.05990312993526459,0.00073,348486,-187.67361450195312,2.772528648376465,176.98199462890625
47361,7,352226,70.56,185.38051292,5570,0.06073508411645889,0.00073,349225,-194.1209716796875,4.357656955718994,103.44053649902344
47465,7,352976,71.53,211.92170517,5580,0.060329630970954895,0.00073,349975,-204.90577697753906,4.126816272735596,117.98051452636719
47566,7,353720,72.13,223.53791266999997,5590,0.06167590245604515,0.00073,350719,-187.98081970214844,0.04850947856903076,107.3070068359375
47659,7,354400,72.17,224.08757295999996,5600,0.0598747581243515,0.00073,351399,-217.73703002929688,4.613523006439209,112.6752700805664
47762,7,355150,72.51,223.68529598,5610,0.060084469616413116,0.00073,352149,-194.37335205078125,-4.720808506011963,86.89546203613281
47866,7,355897,72.54,228.92333105,5620,0.060200128704309464,0.00073,352896,-186.76283264160156,-1.7448759078979492,106.91963195800781
47961,7,356594,72.4,232.03190977999998,5630,0.0596219077706337,0.00073,353593,-187.80722045898438,8.487089157104492,121.6391830444336
48059,7,357305,72.45,217.82128848,5640,0.05944696441292763,0.00073,354304,-205.83155822753906,-5.6411237716674805,79.84576416015625
48153,7,357986,72.1,212.40079273,5650,0.05995722487568855,0.00073,354985,-207.02662658691406,7.847233295440674,100.37931823730469
48257,7,358736,72.49,212.38473967,5660,0.0592898353934288,0.00073,355735,-199.0752410888672,-7.886244297027588,97.40983581542969
48358,7,359462,72.36,226.29765028000006,5670,0.05750005319714546,0.00073,356461,-178.4888458251953,3.2104272842407227,76.24162292480469
48462,7,360210,72.34,205.30190577000002,5680,0.05971432104706764,0.00073,357209,-165.26632690429688,8.214743614196777,118.57424926757812
48561,7,360929,72.09,197.59119692000002,5690,0.06129549443721771,0.00073,357928,-176.67733764648438,-4.858660697937012,100.68975067138672
48654,7,361591,71.91,205.22416072999997,5700,0.0600832961499691,0.00073,358590,-193.69412231445312,7.19839334487915,90.15078735351562
48758,7,362341,71.91,216.36155119000003,5710,0.057940587401390076,0.00073,359340,-207.0603485107422,8.411420822143555,87.10418701171875
48851,7,363007,71.1,213.74983356,5720,0.05938470736145973,0.00073,360006,-204.55722045898438,0.9474899172782898,96.16012573242188
48952,7,363744,71.5,217.24695976999996,5730,0.058604609221220016,0.00073,360743,-203.23487854003906,-1.4261925220489502,101.5830078125
49047,7,364445,71.4,222.67751712999998,5740,0.05978703126311302,0.00073,361444,-202.28598022460938,0.38786959648132324,116.57142639160156
49147,7,365166,71.8,221.14484064,5750,0.06047575920820236,0.00073,362165,-196.4246063232422,0.17524313926696777,85.50666809082031
49250,7,365916,71.8,227.84999339,5760,0.05961795523762703,0.00073,362915,-192.99456787109375,0.836552619934082,90.94970703125
49353,7,366660,71.98,220.96655367,5770,0.0597342848777771,0.00073,363659,-217.67445373535156,-5.4377055168151855,85.09542846679688
49456,7,367410,72.0,223.79986624999998,5780,0.06091614067554474,0.00073,364409,-205.03067016601562,-11.188976287841797,115.545166015625
49554,7,368128,71.99,235.74581569000003,5790,0.06104281544685364,0.00073,365127,-221.4813690185547,0.9731316566467285,122.23143005371094
49657,7,368878,72.87,225.82941703,5800,0.06206623464822769,0.00073,365877,-208.28184509277344,-0.8579881191253662,85.10189819335938
49765,7,369628,72.87,214.98954545999996,5810,0.062159884721040726,0.00073,366627,-222.60284423828125,-1.7476959228515625,112.93885803222656
49868,7,370360,73.53,213.71367758999995,5820,0.0629117414355278,0.00073,367359,-201.442626953125,-3.271402359008789,114.91297912597656
49972,7,371110,73.66,207.92221250000003,5830,0.06264736503362656,0.00073,368109,-211.92808532714844,-4.152450084686279,134.22027587890625
50071,7,371842,73.97,194.03230563,5840,0.060956209897994995,0.00073,368841,-213.452880859375,-1.3788471221923828,92.24847412109375
50170,7,372556,73.9,195.06998459000002,5850,0.05950789898633957,0.00073,369555,-212.51144409179688,-2.8939874172210693,106.13152313232422
50267,7,373259,73.43,193.610134,5860,0.060282282531261444,0.00073,370258,-205.04183959960938,-4.187413692474365,101.31005096435547
50370,7,374008,73.48,190.94202653000005,5870,0.05966856703162193,0.00073,371007,-222.80239868164062,12.638703346252441,119.81843566894531
50464,7,374685,72.75,181.23013564999997,5880,0.059445079416036606,0.00073,371684,-205.69940185546875,8.745426177978516,125.40733337402344
50552,7,375331,72.03,158.25893307,5890,0.06069906800985336,0.00073,372330,-227.42955017089844,3.785489559173584,139.97750854492188
50649,7,376036,71.58,168.73243782999998,5900,0.06206824630498886,0.00073,373035,-221.8000030517578,6.009211540222168,111.96316528320312
50748,7,376751,71.23,172.09128474000002,5910,0.06157459691166878,0.00073,373750,-216.75743103027344,-9.652305603027344,141.944091796875
50836,7,377387,70.27,162.73462586999997,5920,0.059333689510822296,0.00073,374386,-231.30850219726562,10.013875961303711,89.94119262695312
50936,7,378110,70.0,173.84651764999998,5930,0.058851208537817,0.00073,375109,-228.95408630371094,1.9417827129364014,94.60307312011719
51032,7,378809,69.67,196.07965972,5940,0.05794225633144379,0.00073,375808,-215.47283935546875,-2.2383780479431152,121.33302307128906
51135,7,379559,70.03,206.92113129999998,5950,0.06009374186396599,0.00073,376558,-217.38157653808594,4.250612258911133,144.2335205078125
51234,7,380278,70.19,209.90548670999996,5960,0.059877797961235046,0.00073,377277,-232.9583740234375,6.142485618591309,135.979736328125
51329,7,380954,69.46,207.72253253,5970,0.05914090573787689,0.00073,377953,-219.08328247070312,-1.3989750146865845,98.5225830078125
51431,7,381659,69.74,210.21905285999998,5980,0.06097498908638954,0.00073,378658,-211.64768981933594,4.6343560218811035,131.2872314453125
51533,7,382409,70.78,234.20349238,5990,0.060159023851156235,0.00073,379408,-224.97523498535156,4.766580581665039,91.25776672363281
51623,7,383075,70.39,224.58409862,6000,0.06324354559183121,0.00073,380074,-209.5203857421875,-2.8294050693511963,98.96064758300781
51726,7,383825,70.74,220.72405835,6010,0.0612952895462513,0.00073,380824,-220.15505981445312,2.5082597732543945,88.13114929199219
51829,7,384575,71.88,239.85516689000005,6020,0.06277566403150558,0.00073,381574,-233.373779296875,-3.8742406368255615,85.592041015625
51925,7,385268,71.58,230.97150405,6030,0.06323672831058502,0.00073,382267,-234.129150390625,-4.965015411376953,112.16375732421875
52030,7,386012,72.03,218.37978661,6040,0.0586225651204586,0.00073,383011,-222.586181640625,-2.248671054840088,103.11119079589844
52133,7,386758,71.99,210.14856889000004,6050,0.06301404535770416,0.00073,383757,-222.61207580566406,2.2478346824645996,122.41938781738281
52236,7,387508,72.3,207.42499170000002,6060,0.05991601198911667,0.00073,384507,-214.98638916015625,-3.9031054973602295,87.54261779785156
52338,7,388245,72.91,232.05505761,6070,0.060408346354961395,0.00073,385244,-238.37344360351562,-5.205785751342773,106.05766296386719
52439,7,388974,73.15,244.63085421,6080,0.06056000664830208,0.00073,385973,-222.5158233642578,1.8617069721221924,88.86959838867188
52547,7,389707,72.98,236.591771,6090,0.059238798916339874,0.00073,386706,-231.31312561035156,-1.7839492559432983,127.47476196289062
52652,7,390457,73.82,249.09247835999997,6100,0.06011754274368286,0.00073,387456,-241.4239501953125,-3.6884214878082275,121.50131225585938
52757,7,391207,73.82,256.48104939999996,6110,0.061342716217041016,0.00073,388206,-233.724365234375,-4.236714839935303,103.49848175048828
52854,7,391918,73.43,261.88470999000003,6120,0.06079604849219322,0.00073,388917,-223.2445068359375,-2.458305835723877,99.64266967773438
52957,7,392668,74.0,274.8187578999999,6130,0.05744754150509834,0.00073,389667,-226.0240020751953,4.672019958496094,95.77581787109375
53052,7,393356,73.44,274.83817094,6140,0.06145436316728592,0.00073,390355,-235.05545043945312,-4.032502174377441,116.487548828125
53139,7,393992,72.34,267.26136579999996,6150,0.05962532013654709,0.00073,390991,-243.12173461914062,-6.341617107391357,73.6303939819336
53236,7,394703,71.95,257.77600872000005,6160,0.05901768431067467,0.00073,391702,-224.34103393554688,1.823573112487793,114.66044616699219
53338,7,395447,72.02,241.4300431,6170,0.06088588014245033,0.00073,392446,-226.40126037597656,-4.9826202392578125,103.99494171142578
53435,7,396149,71.75,245.76692780000005,6180,0.06093037500977516,0.00073,393148,-214.57383728027344,-5.57042121887207,100.46907806396484
53521,7,396774,70.67,231.15572820999998,6190,0.05982384458184242,0.00073,393773,-228.48622131347656,-1.1618030071258545,98.36553192138672
53624,7,397524,70.67,235.10533699000004,6200,0.061624739319086075,0.00073,394523,-230.85093688964844,-0.2983514070510864,101.89041137695312
53721,7,398226,70.19,221.77386373999997,6210,0.06158433109521866,0.00073,395225,-232.78884887695312,-5.1686577796936035,94.44258117675781
53823,7,398976,70.58,219.36557708999996,6220,0.05930250510573387,0.00073,395975,-223.52215576171875,3.89648175239563,106.26395416259766
53923,7,399697,70.29,224.02810396999996,6230,0.05962803587317467,0.00073,396696,-219.7373809814453,-4.994797706604004,100.28581237792969
54027,7,400447,70.91,234.16353390999996,6240,0.05941068008542061,0.00073,397446,-230.97886657714844,5.751669883728027,114.9928207397461
54128,7,401185,71.93,250.12164231000003,6250,0.06035401672124863,0.00073,398184,-226.18209838867188,7.497148036956787,116.52379608154297
54232,7,401935,72.32,261.81435723000004,6260,0.06172478571534157,0.00073,398934,-229.72744750976562,-0.19073402881622314,98.62691497802734
54337,7,402685,72.38,266.41258949,6270,0.06034243479371071,0.00073,399684,-247.54574584960938,7.096156597137451,100.71692657470703
54439,7,403430,72.81,260.05977406,6280,0.06111958995461464,0.00073,400429,-224.45762634277344,1.7580227851867676,82.8687515258789
54541,7,404180,74.06,286.24141,6290,0.061087481677532196,0.00073,401179,-243.9583282470703,3.579847574234009,91.05842590332031
54640,7,404897,73.73,277.46739618,6300,0.059613633900880814,0.00073,401896,-225.6912841796875,0.3771321773529053,90.40583801269531
54738,7,405602,73.76,290.09670227000004,6310,0.060739804059267044,0.00073,402601,-235.21197509765625,3.501924991607666,77.86775207519531
54842,7,406352,73.76,286.19771178999997,6320,0.057865872979164124,0.00073,403351,-225.97885131835938,-2.2390222549438477,81.90521240234375
54934,7,407020,73.23,261.98894003000004,6330,0.05957018956542015,0.00073,404019,-221.43727111816406,3.19671630859375,83.09024047851562
55038,7,407770,73.23,260.22448596999993,6340,0.060742076486349106,0.00073,404769,-232.07012939453125,4.9568681716918945,108.13352966308594
55138,7,408493,73.08,263.04563876000003,6350,0.059184957295656204,0.00073,405492,-235.66990661621094,-1.4290778636932373,93.99610900878906
55241,7,409243,73.08,261.34408955999993,6360,0.05865200608968735,0.00073,406242,-249.12466430664062,-2.721982002258301,121.62397766113281
55347,7,409982,72.97,263.70091624,6370,0.05982157960534096,0.00073,406981,-240.63711547851562,-4.035792350769043,132.46600341796875
55450,7,410732,73.02,284.05067261999994,6380,0.057349395006895065,0.00073,407731,-239.69686889648438,4.719186305999756,115.85540771484375
55548,7,411449,72.69,256.35083392999996,6390,0.058674510568380356,0.00073,408448,-235.8812713623047,-3.4633891582489014,81.03426361083984
55652,7,412199,73.02,272.44524242,6400,0.05864711478352547,0.00073,409198,-238.45570373535156,-4.999632835388184,85.83423614501953
55747,7,412892,72.9,253.75580645999997,6410,0.06044396013021469,0.00073,409891,-240.388671875,-1.41154146194458,99.1883773803711
55846,7,413607,72.55,249.52600472999998,6420,0.05838218331336975,0.00073,410606,-252.7691192626953,-0.9908757209777832,79.56422424316406
55943,7,414321,73.01,268.56542823,6430,0.05835450440645218,0.00073,411320,-231.4658203125,-0.18312203884124756,87.83171081542969
56047,7,415071,73.01,269.95153734,6440,0.05655219405889511,0.00073,412070,-237.93707275390625,-2.9116828441619873,101.58436584472656
56146,7,415798,73.05,258.39874442,6450,0.05723155662417412,0.00073,412797,-245.3043212890625,-1.8275123834609985,120.8677978515625
56242,7,416503,72.6,244.91860550999994,6460,0.058941833674907684,0.00073,413502,-245.7328338623047,3.3211493492126465,95.0313720703125
56338,7,417199,72.17,232.48283308,6470,0.058123428374528885,0.00073,414198,-229.71368408203125,7.574328422546387,97.07713317871094
56421,7,417807,70.75,192.21904828000004,6480,0.05676113814115524,0.00073,414806,-243.9617156982422,-1.0000886917114258,87.77776336669922
56517,7,418516,70.67,209.78231649999998,6490,0.05749603360891342,0.00073,415515,-236.07623291015625,6.656961441040039,92.7358169555664
56613,7,419226,70.27,200.61488533,6500,0.057390183210372925,0.00073,416225,-226.9642333984375,-5.653156280517578,134.35623168945312
56710,7,419942,70.5,217.42676284,6510,0.057419102638959885,0.00073,416941,-248.55865478515625,-2.0973119735717773,97.33473205566406
56813,7,420692,70.85,220.72125556999998,6520,0.0586431547999382,0.00073,417691,-256.8423767089844,-1.2730607986450195,74.93971252441406
56914,7,421436,71.15,212.69812502999997,6530,0.056698624044656754,0.00073,418435,-237.37120056152344,-3.474623203277588,84.14920043945312
57006,7,422110,70.39,198.62910902999994,6540,0.05810484662652016,0.00073,419109,-250.63912963867188,-0.33683621883392334,100.20245361328125
57104,7,422820,70.22,207.36795664000002,6550,0.05645556375384331,0.00073,419819,-243.75669860839844,3.046421527862549,99.88055419921875
57198,7,423500,69.97,199.37999386999996,6560,0.05924847349524498,0.00073,420499,-254.95632934570312,-7.703535556793213,85.30601501464844
57295,7,424186,69.87,187.72091336999998,6570,0.05899040773510933,0.00073,421185,-242.79315185546875,-4.984827518463135,87.34783935546875
57398,7,424936,71.29,214.09754048000002,6580,0.06003831699490547,0.00073,421935,-248.03306579589844,-2.55606746673584,86.27726745605469
57490,7,425605,70.89,204.04930216999998,6590,0.060364607721567154,0.00073,422604,-248.7971954345703,4.638995170593262,102.76193237304688
57593,7,426353,71.27,200.45158779000002,6600,0.06009931489825249,0.00073,423352,-248.1975555419922,-6.692688465118408,107.50941467285156
57689,7,427043,71.01,197.42139204,6610,0.058347661048173904,0.00073,424042,-261.7431640625,-0.6058129072189331,97.15287017822266
57793,7,427793,71.01,206.30212328000002,6620,0.05612117424607277,0.00073,424792,-240.04933166503906,-4.571128845214844,96.22491455078125
57890,7,428485,70.49,198.12748417,6630,0.057166602462530136,0.00073,425484,-250.38829040527344,10.138587951660156,119.99951171875
57987,7,429172,70.62,197.15426062999995,6640,0.06056473031640053,0.00073,426171,-280.98583984375,6.022799015045166,107.19979858398438
58094,7,429922,71.02,196.82323362000002,6650,0.056746143847703934,0.00073,426921,-265.0111083984375,3.6226816177368164,108.14216613769531
58186,7,430579,70.79,204.67011895000005,6660,0.05807735398411751,0.00073,427578,-259.6971740722656,7.541687965393066,88.353271484375
58280,7,431261,70.75,227.67268345,6670,0.05836373195052147,0.00073,428260,-240.18612670898438,1.7411495447158813,118.69232940673828
58378,7,431963,70.27,214.94241088,6680,0.058918751776218414,0.00073,428962,-239.69915771484375,-2.3428609371185303,68.01274108886719
58480,7,432707,71.02,219.37939702,6690,0.056281525641679764,0.00073,429706,-241.760986328125,4.608520984649658,99.71562194824219
58578,7,433413,70.6,218.28267881,6700,0.05599268153309822,0.00073,430412,-254.56442260742188,6.189857482910156,93.80224609375
58678,7,434139,70.96,204.03674105000002,6710,0.05759032815694809,0.00073,431138,-255.3291778564453,-2.984391689300537,94.79729461669922
58779,7,434867,70.74,184.61880293000002,6720,0.05597657337784767,0.00073,431866,-263.94329833984375,-7.484097003936768,84.74652099609375
58883,7,435617,71.32,191.09839304000002,6730,0.056020282208919525,0.00073,432616,-267.53155517578125,2.9959945678710938,85.33172607421875
58984,7,436350,71.78,206.62322630999998,6740,0.05615752562880516,0.00073,433349,-237.01463317871094,0.9688339233398438,97.54037475585938
59082,7,437059,71.37,197.1247999,6750,0.05695035681128502,0.00073,434058,-257.7131042480469,0.14409053325653076,90.56316375732422
59183,7,437784,72.05,221.97533577000002,6760,0.05841489136219025,0.00073,434783,-241.890625,4.915144920349121,98.68409729003906
59270,7,438414,71.53,206.95080741,6770,0.055192045867443085,0.00073,435413,-255.01162719726562,3.3403496742248535,95.32455444335938
59367,7,439123,71.6,220.24975871000004,6780,0.05553454905748367,0.00073,436122,-266.4556579589844,2.5531725883483887,91.32860565185547
59464,7,439833,71.26,220.75187674,6790,0.05654928460717201,0.00073,436832,-268.13555908203125,-8.171554565429688,97.6852035522461
59562,7,440556,71.43,223.58583778,6800,0.055980682373046875,0.00073,437555,-242.87747192382812,-1.8673546314239502,86.26246643066406
59658,7,441244,71.05,226.76229053999998,6810,0.05574491620063782,0.00073,438243,-262.0994567871094,-1.7857320308685303,111.78390502929688
59753,7,441942,70.75,228.45574256,6820,0.05548221990466118,0.00073,438941,-259.4280090332031,-1.8598930835723877,87.80458068847656
59856,7,442692,70.75,237.83784927000005,6830,0.05558953806757927,0.00073,439691,-253.28640747070312,3.528573513031006,109.85031127929688
59957,7,443403,70.53,234.35624939,6840,0.05625162273645401,0.00073,440402,-250.66192626953125,-0.08902633190155029,111.1303939819336
60063,7,444145,70.86,234.65090465,6850,0.05813300237059593,0.00073,441144,-246.4853515625,-4.0717010498046875,88.67149353027344
60168,7,444872,70.88,225.22888996999998,6860,0.05627429112792015,0.00073,441871,-253.27085876464844,8.206233024597168,98.17301940917969
60275,7,445622,72.08,248.50794280000002,6870,0.05649951472878456,0.00073,442621,-256.0736083984375,8.856493949890137,92.99829864501953
60373,7,446320,71.97,243.64176016000002,6880,0.056621257215738297,0.00073,443319,-261.2170715332031,5.187556743621826,92.83061981201172
60474,7,447039,72.06,239.56088538999995,6890,0.054992932826280594,0.00073,444038,-266.63983154296875,6.510589122772217,82.87825012207031
60579,7,447789,72.33,250.90882236000004,6900,0.05772143974900246,0.00073,444788,-264.8268737792969,-8.89306354522705,96.43307495117188
60679,7,448502,72.58,250.92279869,6910,0.0551634356379509,0.00073,445501,-260.64501953125,7.287271022796631,103.18890380859375
60780,7,449225,72.83,259.09616630000005,6920,0.05608096718788147,0.00073,446224,-255.71995544433594,-2.040902614593506,84.79432678222656
60889,7,449964,72.72,257.84059396000004,6930,0.055615946650505066,0.00073,446963,-270.6932678222656,1.46290922164917,96.4647216796875
60993,7,450714,73.11,259.17246596,6940,0.05735798180103302,0.00073,447713,-274.367431640625,5.652830600738525,95.79643249511719
61093,7,451426,72.81,263.73539159,6950,0.05579014867544174,0.00073,448425,-274.27490234375,6.417503356933594,100.09490966796875
61197,7,452157,72.85,266.27427137,6960,0.0543757826089859,0.00073,449156,-265.8690490722656,-4.556803226470947,86.5434799194336
61290,7,452824,72.02,244.83036413999997,6970,0.057415418326854706,0.00073,449823,-270.77044677734375,-7.015656471252441,119.98007202148438
61396,7,453574,72.54,263.36724661,6980,0.05825018510222435,0.00073,450573,-273.46807861328125,-6.71993350982666,74.03217315673828
61497,7,454277,72.38,273.95700672,6990,0.05840952694416046,0.00073,451276,-278.9918518066406,0.24886226654052734,77.92320251464844
61599,7,454998,72.09,259.66472366,7000,0.05608028545975685,0.00073,451997,-280.0532531738281,5.189403533935547,97.22520446777344
61704,7,455748,72.46,272.15833556,7010,0.056306932121515274,0.00073,452747,-264.1900634765625,5.085280418395996,98.57723236083984
61807,7,456498,72.73,286.04824973,7020,0.0574888251721859,0.00073,453497,-273.42877197265625,-9.110833168029785,65.78890991210938
61909,7,457237,72.73,287.0363038,7030,0.05741683021187782,0.00073,454236,-274.6995849609375,2.4026265144348145,79.08688354492188
62008,7,457960,72.46,295.60495087,7040,0.05677446722984314,0.00073,454959,-270.4922180175781,-1.0447909832000732,77.84425354003906
62112,7,458710,72.84,305.74154169,7050,0.05608562007546425,0.00073,455709,-260.97271728515625,-2.8105101585388184,108.861572265625
62214,7,459460,73.03,313.27774302,7060,0.056818220764398575,0.00073,456459,-278.1514892578125,2.5524449348449707,94.1685562133789
62318,7,460210,73.86,328.17989602,7070,0.0549066998064518,0.00073,457209,-272.0981750488281,9.898577690124512,85.41852569580078
62414,7,460904,73.3,312.38592198000003,7080,0.05524042621254921,0.00073,457903,-270.97637939453125,5.022202491760254,108.68758392333984
62514,7,461632,73.55,320.25086429,7090,0.056245990097522736,0.00073,458631,-261.07098388671875,-4.640287399291992,86.97265625
62610,7,462335,73.37,324.05013075,7100,0.056660350412130356,0.00073,459334,-264.3398132324219,2.758408308029175,82.16173553466797
62713,7,463085,73.37,329.89406900999995,7110,0.056098323315382004,0.00073,460084,-282.8569641113281,-1.395763635635376,77.51048278808594
62815,7,463835,73.37,326.7959668699999,7120,0.054993025958538055,0.00073,460834,-282.68084716796875,5.459096908569336,87.54110717773438
62908,7,464511,72.74,312.55223563,7130,0.05649325251579285,0.00073,461510,-285.1396789550781,-1.8246939182281494,75.14646911621094
63008,7,465230,72.7,313.13495221,7140,0.05694536119699478,0.00073,462229,-268.1319885253906,2.42223858833313,79.25234985351562
63114,7,465980,72.7,319.86832799,7150,0.05763617902994156,0.00073,462979,-282.59124755859375,-7.436794757843018,77.80381774902344
63218,7,466730,72.7,307.99877687000003,7160,0.05446990579366684,0.00073,463729,-272.3160095214844,2.350809335708618,72.99098205566406
63326,7,467480,72.7,309.69899623999993,7170,0.05613529309630394,0.00073,464479,-287.4596252441406,-2.031529188156128,78.59785461425781
63433,7,468230,73.26,306.88119330999996,7180,0.05569370463490486,0.00073,465229,-273.1057434082031,-3.5396242141723633,67.84752655029297
63538,7,468980,73.48,292.89641625,7190,0.05651790648698807,0.00073,465979,-276.70611572265625,0.05274394154548645,78.62471008300781
63643,7,469694,73.59,289.4933781,7200,0.0553424209356308,0.00073,466693,-284.78985595703125,3.4611124992370605,66.66692352294922
63742,7,470413,73.28,274.17959544,7210,0.05673574283719063,0.00073,467412,-278.5030212402344,-3.2230281829833984,72.83434295654297
63837,7,471099,72.64,257.14275569,7220,0.05567595362663269,0.00073,468098,-267.366455078125,-2.6570279598236084,84.14949798583984
63926,7,471743,72.32,261.17237078,7230,0.05586179345846176,0.00073,468742,-293.623291015625,-4.739220142364502,72.29832458496094
64029,7,472489,72.59,251.65556641999999,7240,0.05574740096926689,0.00073,469488,-288.02044677734375,2.2056779861450195,80.45892333984375
64127,7,473204,72.24,233.25539600000005,7250,0.05515803024172783,0.00073,470203,-291.2315368652344,1.610203504562378,83.28849029541016
64226,7,473922,71.92,224.35480454,7260,0.05679669976234436,0.00073,470921,-271.1612548828125,-0.2701946496963501,97.50739288330078
64331,7,474667,71.87,228.39773113000004,7270,0.055303905159235,0.00073,471666,-293.5844421386719,-5.6123833656311035,68.73101806640625
64425,7,475347,71.17,222.75379808999998,7280,0.05668012052774429,0.00073,472346,-277.2358703613281,-2.9727320671081543,87.2491683959961
