time/fps,time/episodes,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef,train/actor_loss
7,5180,354908,49585,74.7,529.62061352,8.516790390014648,0.00073,351907,12.323735237121582,0.018808746710419655,-358.5677490234375
7,5190,355658,49694,74.7,526.25154045,4.316581726074219,0.00073,352657,-10.912481307983398,0.019062336534261703,-368.7124938964844
7,5200,356286,49787,73.78,505.87556963000003,5.220834255218506,0.00073,353285,0.41118526458740234,0.01911434531211853,-366.1445617675781
7,5210,357007,49890,73.49,497.3152376199999,3.5873818397521973,0.00073,354006,-2.7359015941619873,0.01808474026620388,-360.08380126953125
7,5220,357757,49996,73.49,497.22173218999995,3.7434537410736084,0.00073,354756,-7.090201377868652,0.017505871132016182,-362.4186096191406
7,5230,358507,50128,73.49,497.36579789,8.135566711425781,0.00073,355506,14.690342903137207,0.016930289566516876,-357.0782470703125
7,5240,359257,50235,73.49,498.23679464,9.676469802856445,0.00073,356256,9.857236862182617,0.018523970618844032,-360.05810546875
7,5250,360007,50341,73.49,498.5884068400001,3.3065099716186523,0.00073,357006,-0.7100043892860413,0.018622631207108498,-360.35357666015625
7,5260,360757,50448,73.49,500.97848554999996,4.659365177154541,0.00073,357756,1.395054578781128,0.01877877488732338,-364.28265380859375
7,5270,361507,50561,73.49,501.26315331,4.57352352142334,0.00073,358506,6.364372730255127,0.018874885514378548,-356.64404296875
7,5280,362257,50673,73.49,501.34717164,5.915687561035156,0.00073,359256,-6.700061321258545,0.017052534967660904,-360.266357421875
7,5290,363007,50783,73.49,504.8069827699999,5.656484603881836,0.00073,360006,2.6080338954925537,0.017911827191710472,-359.2728576660156
7,5300,363757,50895,74.71,536.15511415,5.39665412902832,0.00073,360756,3.2597320079803467,0.019241439178586006,-364.36090087890625
7,5310,364507,51003,75.0,543.65411137,4.218841552734375,0.00073,361506,-5.609664440155029,0.01938590593636036,-364.5947570800781
7,5320,365173,51101,74.16,511.69413768000004,9.36514949798584,0.00073,362172,10.24760627746582,0.026436764746904373,-363.9765319824219
7,5330,365677,51175,71.7,418.59171496999994,15.412336349487305,0.00073,362676,-12.066143035888672,0.03221423551440239,-366.9254455566406
7,5340,366383,51282,71.26,355.99406081,8.294427871704102,0.00073,363382,-2.5526633262634277,0.025124099105596542,-367.96649169921875
7,5350,367133,51399,71.26,351.6702745799999,4.975890159606934,0.00073,364132,-2.1967554092407227,0.02561361715197563,-370.1016540527344
7,5360,367883,51515,71.26,349.15917027,15.353124618530273,0.00073,364882,18.642749786376953,0.020822511985898018,-366.1433410644531
7,5370,368633,51630,71.26,349.14137757000003,4.890033721923828,0.00073,365632,12.434615135192871,0.021233608946204185,-363.5108642578125
7,5380,369383,51740,71.26,348.88207977999997,5.6405029296875,0.00073,366382,4.518176555633545,0.018882213160395622,-364.7644958496094
7,5390,370133,51853,71.26,348.98655406,6.525271415710449,0.00073,367132,3.8258395195007324,0.019736316055059433,-358.719970703125
7,5400,370883,51967,71.26,349.19848308,4.867429733276367,0.00073,367882,0.05374407768249512,0.019245989620685577,-363.86181640625
7,5410,371633,52080,71.26,348.94092106999994,6.51064395904541,0.00073,368632,12.252885818481445,0.018112901598215103,-359.29974365234375
7,5420,372383,52190,72.1,378.68005669999997,5.393394470214844,0.00073,369382,-0.22517824172973633,0.018334023654460907,-365.45025634765625
7,5430,373066,52291,73.89,449.5961340300001,4.370038986206055,0.00073,370065,-12.699686050415039,0.016920363530516624,-362.1285095214844
7,5440,373814,52414,74.31,503.58449628,5.557764053344727,0.00073,370813,1.0779962539672852,0.017870016396045685,-364.29193115234375
7,5450,374542,52525,74.09,493.69943949000003,4.99600887298584,0.00073,371541,-8.867727279663086,0.017850616946816444,-364.57403564453125
7,5460,375292,52642,74.09,494.81911886999995,7.184946060180664,0.00073,372291,-10.20751667022705,0.01832045614719391,-360.5553894042969
7,5470,376042,52758,74.09,495.29471515,8.296159744262695,0.00073,373041,11.10306167602539,0.018339453265070915,-359.1443786621094
7,5480,376792,52876,74.09,495.6258540900001,4.154045581817627,0.00073,373791,-4.204868316650391,0.018435491248965263,-364.43304443359375
7,5490,377542,52990,74.09,495.8537327700001,3.637302875518799,0.00073,374541,1.070875883102417,0.017546042799949646,-359.2440185546875
7,5500,378292,53106,74.09,496.37322836999994,6.221217155456543,0.00073,375291,-1.3832110166549683,0.017394239082932472,-361.68792724609375
7,5510,379042,53229,74.09,498.18186527000006,5.673282146453857,0.00073,376041,0.8838154077529907,0.018069371581077576,-358.85760498046875
7,5520,379792,53351,74.09,500.66145929,2.980013847351074,0.00073,376791,6.393153190612793,0.016941457986831665,-368.5987854003906
7,5530,380542,53473,74.76,521.5793417299999,2.365135669708252,0.00073,377541,-20.00253677368164,0.0173057671636343,-368.80267333984375
7,5540,381292,53589,74.78,528.9698387599999,8.147754669189453,0.00073,378291,-9.24899673461914,0.019908931106328964,-363.9920654296875
7,5550,382042,53703,75.0,542.97590389,5.300960063934326,0.00073,379041,-0.9127442836761475,0.01700596511363983,-367.21258544921875
7,5560,382792,53816,75.0,544.45298925,6.019359111785889,0.00073,379791,13.24488639831543,0.018292535096406937,-357.7603454589844
7,5570,383542,53927,75.0,544.58730973,8.584877014160156,0.00073,380541,9.908267974853516,0.017534686252474785,-365.4621887207031
7,5580,384292,54038,75.0,544.57703007,3.4445345401763916,0.00073,381291,4.802549362182617,0.01614834927022457,-361.8532409667969
7,5590,385042,54146,75.0,544.63029457,7.190817832946777,0.00073,382041,6.149335861206055,0.017392149195075035,-357.0187683105469
7,5600,385792,54259,75.0,543.72687966,4.005721569061279,0.00073,382791,1.065130352973938,0.01750895194709301,-359.11175537109375
7,5610,386542,54373,75.0,541.6782302,3.2568860054016113,0.00073,383541,-2.911015510559082,0.01624906435608864,-357.9337158203125
7,5620,387292,54484,75.0,540.66877245,6.572414875030518,0.00073,384291,6.454187870025635,0.018536578863859177,-363.2477111816406
7,5630,388042,54598,75.0,540.40846747,2.7498421669006348,0.00073,385041,5.345929145812988,0.01621309109032154,-365.24713134765625
7,5640,388792,54710,75.0,540.3329146799999,5.485779762268066,0.00073,385791,-8.27299976348877,0.017267996445298195,-363.8976745605469
7,5650,389542,54819,75.0,541.20030157,3.341629981994629,0.00073,386541,1.682692527770996,0.01709650084376335,-368.3420104980469
7,5660,390292,54926,75.0,540.99060506,2.4685497283935547,0.00073,387291,-10.860448837280273,0.017577974125742912,-362.0087585449219
7,5670,391042,55033,75.0,541.09909248,2.671086311340332,0.00073,388041,-2.8596088886260986,0.017180919647216797,-364.3980407714844
7,5680,391792,55144,75.0,540.56355733,9.428671836853027,0.00073,388791,-4.713784694671631,0.016739429906010628,-359.4935302734375
7,5690,392353,55231,73.11,483.93663348999996,6.152671813964844,0.00073,389352,4.584510326385498,0.017945963889360428,-362.7855529785156
7,5700,392997,55328,72.05,398.58379568,6.326567649841309,0.00073,389996,7.065372943878174,0.017960192635655403,-360.9598693847656
7,5710,393687,55430,71.45,365.83948048999997,4.088846683502197,0.00073,390686,-10.840468406677246,0.01779138669371605,-367.8441467285156
7,5720,394437,55535,71.45,366.1816551399999,6.092525482177734,0.00073,391436,3.533925771713257,0.0173988938331604,-362.66259765625
7,5730,395187,55640,71.45,367.1433460799999,8.647982597351074,0.00073,392186,-7.1434125900268555,0.017660629004240036,-358.8719787597656
7,5740,395937,55745,71.45,368.50005288999995,5.031708240509033,0.00073,392936,-5.631178379058838,0.019321445375680923,-365.7991943359375
7,5750,396687,55850,71.45,367.23199485000004,4.843603610992432,0.00073,393686,-2.67631459236145,0.019365493208169937,-362.344482421875
7,5760,397437,55954,71.45,365.56603702000007,4.731629371643066,0.00073,394436,4.810579299926758,0.019500168040394783,-368.9822998046875
7,5770,398160,56054,71.18,355.98151944999995,4.988245010375977,0.00073,395159,-8.006016731262207,0.017920618876814842,-368.8953552246094
7,5780,398891,56156,70.99,345.5051498000001,2.561954975128174,0.00073,395890,-20.627836227416992,0.017948728054761887,-371.21014404296875
7,5790,399615,56257,72.62,395.44876969999996,10.064854621887207,0.00073,396614,-8.041142463684082,0.018696730956435204,-360.7356262207031
7,5800,400349,56358,73.52,474.24375389999994,6.709719657897949,0.00073,397348,0.8237420320510864,0.017729589715600014,-364.80548095703125
7,5810,401099,56461,74.12,507.7385531900001,2.7077388763427734,0.00073,398098,-9.980839729309082,0.017119521275162697,-371.0902099609375
7,5820,401849,56564,74.12,507.39664001,4.452151298522949,0.00073,398848,-14.219626426696777,0.01742818020284176,-368.35223388671875
7,5830,402599,56668,74.12,507.33142898,4.611087799072266,0.00073,399598,8.320903778076172,0.0169467031955719,-368.0626220703125
7,5840,403349,56770,74.12,508.08316723,4.512476444244385,0.00073,400348,0.3269878625869751,0.016819143667817116,-359.9399719238281
7,5850,404099,56873,74.12,509.11685472,6.830129623413086,0.00073,401098,7.681766033172607,0.017482047900557518,-357.8453674316406
7,5860,404849,56976,74.12,509.5927708000001,4.5729217529296875,0.00073,401848,-10.785712242126465,0.017680278047919273,-363.39532470703125
7,5870,405577,57078,74.17,510.56070051,4.956063270568848,0.00073,402576,-2.04305362701416,0.017018871381878853,-362.0738830566406
7,5880,406327,57183,74.36,521.58876819,5.669944763183594,0.00073,403326,-1.4694452285766602,0.01774914748966694,-362.8857421875
7,5890,407077,57289,74.62,528.66538317,4.411262035369873,0.00073,404076,0.7527307271957397,0.016835039481520653,-365.99884033203125
7,5900,407827,57393,74.78,536.58536062,3.2786011695861816,0.00073,404826,-11.531885147094727,0.01695716194808483,-368.380615234375
7,5910,408577,57497,74.78,538.01192416,4.156675338745117,0.00073,405576,7.292363166809082,0.01753542199730873,-368.1996154785156
7,5920,409327,57600,74.78,539.12422051,4.521178722381592,0.00073,406326,20.182086944580078,0.01605955697596073,-359.59503173828125
7,5930,410077,57703,74.78,540.1746255400001,6.8881707191467285,0.00073,407076,7.653460502624512,0.016406716778874397,-360.74920654296875
7,5940,410827,57807,74.78,539.34131802,4.536716938018799,0.00073,407826,0.26073622703552246,0.01674196869134903,-363.9521484375
7,5950,411577,57911,74.78,539.6708939399999,4.513497829437256,0.00073,408576,5.040435314178467,0.01766631379723549,-363.625732421875
7,5960,412327,58018,74.78,539.5159685899999,3.0519089698791504,0.00073,409326,6.7165846824646,0.016983631998300552,-363.9627685546875
7,5970,413077,58123,75.0,547.3845419,6.334699630737305,0.00073,410076,-2.417656421661377,0.015617245808243752,-365.30120849609375
7,5980,413827,58226,75.0,546.14219942,3.293792247772217,0.00073,410826,-18.530881881713867,0.01509060151875019,-366.90850830078125
7,5990,414577,58329,75.0,545.0481596499999,5.306239604949951,0.00073,411576,3.820213556289673,0.01708221435546875,-365.8193359375
7,6000,415327,58432,75.0,544.60299372,2.561048984527588,0.00073,412326,-15.857738494873047,0.018716849386692047,-369.5015563964844
7,6010,416056,58532,74.79,533.5254264699998,5.055611610412598,0.00073,413055,-7.069124698638916,0.024494633078575134,-362.03424072265625
7,6020,416806,58636,74.79,533.31084978,7.155567169189453,0.00073,413805,8.541069984436035,0.019312888383865356,-363.0169677734375
7,6030,417556,58739,74.79,530.71170958,5.362006187438965,0.00073,414555,-3.3323540687561035,0.017687268555164337,-365.8428649902344
7,6040,418306,58842,74.79,530.83742953,8.561320304870605,0.00073,415305,4.7363762855529785,0.015842506662011147,-363.5589599609375
7,6050,419056,58945,74.79,530.6601289399999,3.3124070167541504,0.00073,416055,-6.429213047027588,0.016876287758350372,-368.7509765625
7,6060,419806,59050,74.79,532.26815797,3.2250561714172363,0.00073,416805,-3.811652183532715,0.014871910214424133,-366.9755859375
7,6070,420556,59153,74.79,532.9929099400001,4.560742378234863,0.00073,417555,13.623570442199707,0.016091275960206985,-357.3295593261719
7,6080,421306,59259,74.79,534.18878001,4.98996639251709,0.00073,418305,-4.306251049041748,0.016727469861507416,-364.9134826660156
7,6090,422056,59361,74.79,535.09434879,2.5474190711975098,0.00073,419055,4.64961576461792,0.016313213855028152,-366.59130859375
7,6100,422806,59463,74.79,535.3514957100001,3.0073719024658203,0.00073,419805,-18.42109489440918,0.016210190951824188,-371.2843017578125
7,6110,423556,59565,75.0,546.4232430899999,4.056659698486328,0.00073,420555,3.5177812576293945,0.01581498794257641,-362.7781677246094
7,6120,424306,59669,75.0,546.8651449700001,7.090590476989746,0.00073,421305,28.102094650268555,0.015937887132167816,-354.9437255859375
7,6130,425056,59772,75.0,549.2045344599999,5.097805023193359,0.00073,422055,8.146257400512695,0.01472628116607666,-363.56494140625
7,6140,425806,59876,75.0,549.31446175,3.508395195007324,0.00073,422805,-9.836907386779785,0.015430979430675507,-370.6095275878906
7,6150,426556,59980,75.0,548.70422242,3.4122304916381836,0.00073,423555,-1.4712656736373901,0.016534985974431038,-367.0810852050781
7,6160,427306,60083,75.0,549.02774464,3.2659928798675537,0.00073,424305,-13.582777976989746,0.016162646934390068,-369.671630859375
7,6170,428056,60186,75.0,549.29447885,2.2802302837371826,0.00073,425055,-3.04229736328125,0.015895042568445206,-368.36651611328125
7,6180,428806,60289,75.0,549.6653373299999,3.639430046081543,0.00073,425805,-1.3056340217590332,0.0157772209495306,-364.92425537109375
7,6190,429556,60401,75.0,549.57581622,2.33003830909729,0.00073,426555,-12.95241641998291,0.015404410660266876,-369.32977294921875
7,6200,430306,60505,75.0,549.59409241,3.2356412410736084,0.00073,427305,-0.7331011295318604,0.015373796224594116,-367.9579772949219
7,6210,431056,60607,75.0,549.52883422,2.598809242248535,0.00073,428055,-7.874377250671387,0.015060754492878914,-367.87506103515625
7,6220,431806,60711,75.0,548.70026134,3.846179962158203,0.00073,428805,4.052286624908447,0.01440146192908287,-365.64190673828125
7,6230,432556,60814,75.0,548.77890196,2.8858370780944824,0.00073,429555,-0.3920409679412842,0.016040164977312088,-370.3335266113281
7,6240,433306,60919,75.0,549.1859054299999,3.6403942108154297,0.00073,430305,0.6407005786895752,0.015214608982205391,-365.9903869628906
7,6250,433878,60997,73.22,486.34281094000005,4.457273006439209,0.00073,430877,2.1019036769866943,0.016452349722385406,-366.09564208984375
7,6260,434465,61077,71.59,398.8234815299999,5.754009246826172,0.00073,431464,10.667093276977539,0.016744500026106834,-360.9564208984375
7,6270,435214,61180,71.58,369.9615456700001,6.1600871086120605,0.00073,432213,-6.57658576965332,0.018506692722439766,-365.9764404296875
7,6280,435964,61284,71.58,369.4428801599999,3.3451895713806152,0.00073,432963,-4.889373779296875,0.019146975129842758,-370.0682067871094
7,6290,436639,61378,70.83,354.50662342,6.428348064422607,0.00073,433638,4.042346477508545,0.018978284671902657,-365.040283203125
7,6300,437122,61444,68.16,302.80169932999996,3.4081664085388184,0.00073,434121,-10.078252792358398,0.018687639385461807,-368.41204833984375
7,6310,437621,61514,65.65,255.89712602,6.178974628448486,0.00073,434620,-5.557409763336182,0.01939278095960617,-363.4940185546875
7,6320,438338,61614,65.32,243.46462391,12.344654083251953,0.00073,435337,-4.703526496887207,0.019603164866566658,-364.2284240722656
7,6330,439088,61718,65.32,241.34017042,6.174775123596191,0.00073,436087,3.020730972290039,0.018945282325148582,-363.5742492675781
7,6340,439838,61823,65.32,239.60133953000005,7.185154438018799,0.00073,436837,-1.506052851676941,0.018724415451288223,-360.2915954589844
7,6350,440588,61936,67.1,301.91463273,3.4841742515563965,0.00073,437587,-2.1808664798736572,0.01819881796836853,-369.538818359375
7,6360,441338,62050,68.73,388.95143040999994,9.006874084472656,0.00073,438337,3.8599982261657715,0.017537754029035568,-359.29754638671875
7,6370,442088,62159,68.74,417.14130316999996,3.6861014366149902,0.00073,439087,9.5961275100708,0.017546236515045166,-367.00372314453125
7,6380,442838,62269,68.74,414.7341549199999,3.8503189086914062,0.00073,439837,-1.691331386566162,0.01770913414657116,-356.7354736328125
7,6390,443588,62383,69.49,429.33518272999993,6.892263412475586,0.00073,440587,7.694215774536133,0.016996480524539948,-356.1126403808594
7,6400,444338,62495,72.16,480.94069688000013,4.292698860168457,0.00073,441337,-9.83309268951416,0.017105136066675186,-366.7680969238281
7,6410,445088,62605,74.67,526.43914569,2.917041778564453,0.00073,442087,-16.46503257751465,0.018132785335183144,-367.262939453125
7,6420,445838,62719,75.0,538.2590221600001,5.700416564941406,0.00073,442837,10.769181251525879,0.01630535162985325,-358.81011962890625
7,6430,446588,62830,75.0,540.08046393,2.8125224113464355,0.00073,443587,-2.27929949760437,0.01788891851902008,-367.777587890625
7,6440,447338,62940,75.0,541.55840084,7.31831693649292,0.00073,444337,4.267338752746582,0.018071070313453674,-363.07562255859375
7,6450,448088,63062,75.0,541.9249979,7.207583904266357,0.00073,445087,17.004886627197266,0.017688289284706116,-360.1299743652344
7,6460,448838,63178,75.0,540.3833982,7.43486213684082,0.00073,445837,5.957953453063965,0.01802997849881649,-364.5639343261719
7,6470,449588,63293,75.0,539.27823816,5.254523277282715,0.00073,446587,8.57583999633789,0.01706358790397644,-364.72332763671875
7,6480,450338,63418,75.0,541.9802549,3.842787742614746,0.00073,447337,-0.7650617361068726,0.016462260857224464,-369.1869201660156
7,6490,451088,63541,75.0,542.47810727,2.768937587738037,0.00073,448087,-2.9103379249572754,0.015891095623373985,-368.44561767578125
7,6500,451838,63651,75.0,542.28631885,4.4048871994018555,0.00073,448837,-0.33330512046813965,0.015146767720580101,-363.381103515625
7,6510,452588,63766,75.0,543.5350332699999,7.226109504699707,0.00073,449587,12.650625228881836,0.017583699896931648,-360.0672912597656
7,6520,453338,63882,75.0,544.4639861600001,3.6583404541015625,0.00073,450337,1.9432096481323242,0.017202414572238922,-365.4600524902344
7,6530,454088,63996,75.0,544.1753508700001,3.566131353378296,0.00073,451087,6.806260108947754,0.017244916409254074,-364.6573181152344
7,6540,454838,64105,75.0,544.1867242799999,4.150683403015137,0.00073,451837,-3.8850128650665283,0.017222490161657333,-360.69189453125
7,6550,455567,64215,74.79,535.5181165800001,4.459416389465332,0.00073,452566,-3.3432486057281494,0.022094357758760452,-374.1701965332031
7,6560,456296,64327,74.58,525.9625322200001,18.90993881225586,0.00073,453295,10.982421875,0.022010281682014465,-366.8406677246094
7,6570,456988,64433,74.0,493.24814587000014,6.6813273429870605,0.00073,453987,-4.924304008483887,0.021366091445088387,-364.8641662597656
7,6580,457738,64547,74.0,492.35265359000005,2.5747179985046387,0.00073,454737,-17.0411319732666,0.01970614865422249,-366.73834228515625
7,6590,458488,64660,74.0,491.24796492999997,4.374118804931641,0.00073,455487,-10.763752937316895,0.016956692561507225,-365.4433898925781
7,6600,459238,64774,74.0,488.91663244000006,3.8261771202087402,0.00073,456237,1.4646209478378296,0.017537444829940796,-366.4544982910156
7,6610,459988,64886,74.0,488.24540256999995,3.605959177017212,0.00073,456987,-16.87819480895996,0.01716693304479122,-366.52545166015625
7,6620,460738,64996,74.0,486.64685630999986,2.2700934410095215,0.00073,457737,-7.26615047454834,0.016206953674554825,-364.6524963378906
7,6630,461488,65108,74.0,487.22271803999996,4.758558750152588,0.00073,458487,4.211519718170166,0.017379656434059143,-359.90118408203125
7,6640,462238,65220,74.0,487.22997338999994,9.350128173828125,0.00073,459237,3.1353609561920166,0.016910789534449577,-355.0736083984375
7,6650,462952,65325,73.85,487.59474098000004,7.348685264587402,0.00073,459951,4.937896728515625,0.017176128923892975,-367.19482421875
7,6660,463235,65368,69.39,410.76128568,5.509343147277832,0.00073,460234,12.21755599975586,0.018033530563116074,-362.0206298828125
7,6670,463688,65436,67.0,351.52989706,4.964119911193848,0.00073,460687,-2.3519039154052734,0.01803179271519184,-361.1076965332031
7,6680,464358,65535,66.2,319.69097153,8.64918041229248,0.00073,461357,9.258115768432617,0.01798851042985916,-360.29608154296875
7,6690,465108,65645,66.2,320.79570168000004,5.342654228210449,0.00073,462107,0.08580231666564941,0.018311377614736557,-361.9594421386719
7,6700,465858,65760,66.2,323.48982055000005,6.115836143493652,0.00073,462857,-13.851822853088379,0.019100705161690712,-364.4989013671875
7,6710,466608,65874,66.2,323.99892137999996,8.128227233886719,0.00073,463607,7.21021842956543,0.017789393663406372,-363.0367736816406
7,6720,467358,65990,66.2,325.4550686,12.490196228027344,0.00073,464357,23.763944625854492,0.01680642180144787,-353.80548095703125
7,6730,468108,66104,66.2,325.31714119,8.515869140625,0.00073,465107,-2.8450183868408203,0.018151307478547096,-367.2071228027344
7,6740,468858,66222,66.2,322.53519449,4.8635454177856445,0.00073,465857,-7.296661853790283,0.018363889306783676,-364.14990234375
7,6750,469580,66332,66.28,320.29242053,12.015007972717285,0.00073,466579,0.7057626247406006,0.018493305891752243,-368.3915710449219
7,6760,470330,66448,70.95,403.4812017399999,10.383917808532715,0.00073,467329,-10.92786693572998,0.018177203834056854,-361.145263671875
7,6770,471080,66564,73.92,495.33322949,2.1518518924713135,0.00073,468079,-2.1842024326324463,0.016824061051011086,-371.1087646484375
7,6780,471830,66677,74.72,527.47439768,4.3672356605529785,0.00073,468829,-5.79869270324707,0.0172299575060606,-363.4362487792969
7,6790,472580,66786,74.72,527.51534138,5.076939582824707,0.00073,469579,-0.44010353088378906,0.017799431458115578,-363.7042236328125
7,6800,473330,66901,74.72,527.6525418800001,2.9821972846984863,0.00073,470329,-12.858793258666992,0.01720001921057701,-371.0714416503906
7,6810,474080,67007,74.72,527.4878884299999,5.471222400665283,0.00073,471079,-19.306100845336914,0.01630420796573162,-368.6944274902344
7,6820,474830,67114,74.72,527.82279824,9.646856307983398,0.00073,471829,8.746574401855469,0.01840333640575409,-363.8459777832031
7,6830,475580,67221,74.72,528.21649458,3.272630214691162,0.00073,472579,1.3494148254394531,0.016234565526247025,-366.4334411621094
7,6840,476330,67330,74.72,531.9635510300001,3.156648635864258,0.00073,473329,-3.4921858310699463,0.017553649842739105,-365.8323974609375
7,6850,477080,67441,75.0,543.8951361599999,2.9573960304260254,0.00073,474079,-2.7592222690582275,0.01732013188302517,-366.86614990234375
7,6860,477577,67513,72.47,486.6685392799999,4.3956756591796875,0.00073,474576,-4.227294921875,0.018116028979420662,-366.1507263183594
7,6870,478094,67590,70.14,414.2170128000001,19.63996124267578,0.00073,475093,1.7048567533493042,0.018225912004709244,-355.75189208984375
7,6880,478844,67702,70.14,414.83473103999995,6.536836624145508,0.00073,475843,4.035591125488281,0.0201076902449131,-365.4430847167969
7,6890,479594,67813,70.14,414.3320889099999,6.127564430236816,0.00073,476593,-15.315563201904297,0.018755905330181122,-368.3212890625
7,6900,480344,67922,70.14,414.01295844,7.458250522613525,0.00073,477343,7.738672733306885,0.02377205155789852,-365.2709045410156
7,6910,481094,68029,70.14,413.30163190999997,10.358875274658203,0.00073,478093,-10.42376708984375,0.02167823724448681,-360.676513671875
7,6920,481844,68137,70.14,405.73963826,11.782005310058594,0.00073,478843,22.23189926147461,0.021304354071617126,-361.0460205078125
7,6930,482418,68222,68.38,362.8453086299999,18.570053100585938,0.00073,479417,59.31123352050781,0.050394460558891296,-392.5317687988281
7,6940,482700,68263,63.7,277.86635653999997,43.21312713623047,0.00073,479699,28.69395637512207,0.0661202222108841,-408.60784912109375
7,6950,482999,68307,59.19,194.28742237000003,29.110803604125977,0.00073,479998,20.101125717163086,0.0748390257358551,-426.6617736816406
7,6960,483513,68382,59.36,169.06346911,18.788150787353516,0.00073,480512,-18.513824462890625,0.0697622299194336,-421.9559326171875
7,6970,484194,68479,61.0,210.78366904000004,10.296516418457031,0.00073,481193,-17.84608268737793,0.046172671020030975,-420.14306640625
7,6980,484944,68589,61.0,197.79552299000002,9.894400596618652,0.00073,481943,-11.412118911743164,0.03147265315055847,-412.57293701171875
7,6990,485694,68707,61.0,183.19577063999998,14.183453559875488,0.00073,482693,-3.434199333190918,0.025625577196478844,-387.9384765625
7,7000,486444,68823,61.0,179.60147008999996,9.181506156921387,0.00073,483443,3.609015941619873,0.02221697010099888,-393.1258850097656
7,7010,487194,68940,61.0,179.41851803999998,7.427430152893066,0.00073,484193,-9.866388320922852,0.020338768139481544,-381.2935485839844
7,7020,487944,69055,61.0,186.65647037000002,11.32989501953125,0.00073,484943,-0.21393609046936035,0.019992489367723465,-374.4561462402344
7,7030,488660,69166,62.42,220.19406005999997,8.10668659210205,0.00073,485659,5.959229469299316,0.01859232597053051,-374.24029541015625
7,7040,489410,69284,67.1,299.75473344999995,22.424156188964844,0.00073,486409,10.233585357666016,0.01813536323606968,-368.74053955078125
7,7050,490160,69398,71.61,379.6402440300001,8.952550888061523,0.00073,487159,-1.0839860439300537,0.02054128423333168,-367.65081787109375
7,7060,490910,69514,73.97,466.3814778100001,4.227532386779785,0.00073,487909,-15.3502197265625,0.01897401735186577,-371.1611328125
7,7070,491660,69628,74.66,498.24354543000004,9.213221549987793,0.00073,488659,8.05358600616455,0.01847575232386589,-364.1931457519531
7,7080,492371,69773,74.27,493.3225001900001,9.122425079345703,0.00073,489370,41.71407699584961,0.028970127925276756,-360.2659912109375
7,7090,493057,69880,73.63,476.8046122100001,9.665675163269043,0.00073,490056,0.7383902072906494,0.032417986541986465,-376.9347229003906
7,7100,493796,69992,73.52,471.86491113999995,24.034557342529297,0.00073,490795,8.328115463256836,0.0250075813382864,-371.8615417480469
7,7110,494546,70102,73.52,472.23131631,10.993463516235352,0.00073,491545,1.051552414894104,0.022597186267375946,-371.1745910644531
7,7120,495296,70212,73.52,471.46134051,4.746563911437988,0.00073,492295,-7.397697925567627,0.022533085197210312,-373.48101806640625
7,7130,496046,70322,73.86,472.9833378300001,6.189579963684082,0.00073,493045,2.927305221557617,0.021023720502853394,-368.915283203125
7,7140,496796,70433,73.86,474.56845955000006,5.032428741455078,0.00073,493795,4.578019618988037,0.01910054124891758,-365.875244140625
7,7150,497546,70545,73.86,468.9513770599999,3.897073745727539,0.00073,494545,-0.3689507246017456,0.018011195585131645,-367.0235900878906
7,7160,498296,70663,73.86,468.6651618799999,7.513711929321289,0.00073,495295,6.673736572265625,0.01901743747293949,-368.1566467285156
7,7170,499046,70774,73.86,468.78252132,5.480528354644775,0.00073,496045,0.6477177143096924,0.01925806701183319,-368.3764953613281
7,7180,499796,70883,74.25,485.85229952000003,6.173199653625488,0.00073,496795,-8.640174865722656,0.01923922821879387,-369.4494934082031
7,7190,500546,71000,74.89,517.41574741,2.91278076171875,0.00073,497545,-24.373350143432617,0.018873445689678192,-369.34466552734375
7,7200,501296,71114,75.0,526.0023487400001,4.32526159286499,0.00073,498295,0.5989598035812378,0.01886148937046528,-364.18414306640625
7,7210,502046,71229,75.0,527.07760186,6.790482044219971,0.00073,499045,6.432861804962158,0.017950106412172318,-362.0209655761719
7,7220,502796,71343,75.0,528.12051356,5.289669036865234,0.00073,499795,-0.08163678646087646,0.018100891262292862,-361.6723937988281
7,7230,503546,71457,75.0,534.06508403,3.2588343620300293,0.00073,500545,-3.8038253784179688,0.017880799248814583,-363.94903564453125
7,7240,504296,71571,75.0,536.9258023699999,5.062526702880859,0.00073,501295,7.496449947357178,0.01782788708806038,-366.6591491699219
7,7250,505046,71686,75.0,544.6211924500001,6.986838340759277,0.00073,502045,-3.470977306365967,0.01901113986968994,-363.5899353027344
7,7260,505603,71773,73.07,491.91182183999996,5.802859306335449,0.00073,502602,-7.030558109283447,0.01920054666697979,-363.61285400390625
7,7270,506134,71852,70.88,418.12810727,6.924471855163574,0.00073,503133,3.281937837600708,0.01890420913696289,-360.2688903808594
7,7280,506884,71964,70.88,395.7910208900001,5.786545753479004,0.00073,503883,-5.06412410736084,0.01892104186117649,-356.46771240234375
7,7290,507634,72078,70.88,395.19082717,7.584639072418213,0.00073,504633,14.149984359741211,0.019733229652047157,-354.1363830566406
7,7300,508384,72188,70.88,392.92108826999987,4.82798957824707,0.00073,505383,-4.596468448638916,0.02080651745200157,-362.58526611328125
7,7310,509134,72299,70.88,392.66752291000006,7.266888618469238,0.00073,506133,12.083601951599121,0.020066246390342712,-364.7994079589844
