time/fps,time/episodes,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef,train/actor_loss
6,10390,735584,105710,75.0,555.9245528700001,2.5743465423583984,0.00073,732583,-17.48992919921875,0.015578755177557468,-367.8890380859375
6,10400,736334,105824,75.0,556.4453459800001,3.169419288635254,0.00073,733333,5.751946449279785,0.01656678318977356,-363.5946960449219
6,10410,737084,105941,75.0,556.6887069200001,3.2416539192199707,0.00073,734083,-18.011322021484375,0.016465110704302788,-369.8781433105469
6,10420,737834,106059,75.0,557.0301008600001,3.879621982574463,0.00073,734833,-0.38631224632263184,0.016022315248847008,-366.80157470703125
6,10430,738584,106180,75.0,556.98553741,2.219961643218994,0.00073,735583,5.191357612609863,0.016734004020690918,-366.3370666503906
6,10440,739334,106301,75.0,555.50067126,5.646769046783447,0.00073,736333,-3.6920876502990723,0.017035849392414093,-362.2334899902344
6,10450,740072,106421,74.88,545.24852821,7.361143589019775,0.00073,737071,7.473148345947266,0.020685775205492973,-360.33056640625
6,10460,740822,106546,74.88,539.89031687,5.938775062561035,0.00073,737821,7.2333526611328125,0.019345875829458237,-361.42156982421875
6,10470,741572,106670,74.88,539.15841018,3.6721134185791016,0.00073,738571,0.8011608123779297,0.01761413738131523,-365.54608154296875
6,10480,742322,106793,74.88,538.44087316,2.7329964637756348,0.00073,739321,-4.424605846405029,0.018256137147545815,-372.4102783203125
6,10490,743072,106913,74.88,538.25454194,1.6963542699813843,0.00073,740071,-7.586549758911133,0.016703566536307335,-370.385009765625
6,10500,743822,107033,74.88,537.44366585,4.817426681518555,0.00073,740821,-2.1819186210632324,0.01575804129242897,-363.04827880859375
6,10510,744572,107160,74.88,537.5672827400001,3.826059103012085,0.00073,741571,-3.0828607082366943,0.01782182604074478,-362.7591247558594
6,10520,745322,107289,74.88,537.5739835600001,2.9520092010498047,0.00073,742321,7.340860843658447,0.015882058069109917,-362.94781494140625
6,10530,746072,107413,74.88,537.6700645799999,4.6836113929748535,0.00073,743071,-4.828025817871094,0.016353502869606018,-370.2456970214844
6,10540,746822,107536,74.88,539.04008137,4.1058149337768555,0.00073,743821,-0.7169754505157471,0.015609019435942173,-366.7005920410156
6,10550,747572,107659,75.0,549.13291693,5.2163190841674805,0.00073,744571,16.381744384765625,0.016213422641158104,-366.9921569824219
6,10560,748322,107782,75.0,554.16347004,2.7880852222442627,0.00073,745321,-1.9655570983886719,0.01634158380329609,-359.964111328125
6,10570,749072,107905,75.0,554.3923712100001,2.4481289386749268,0.00073,746071,-0.03301215171813965,0.01630445569753647,-366.1796569824219
6,10580,749822,108029,75.0,555.1698480099999,8.871349334716797,0.00073,746821,9.925990104675293,0.01602848991751671,-361.11248779296875
6,10590,750572,108154,75.0,555.37138298,2.6231203079223633,0.00073,747571,4.371514797210693,0.01627972163259983,-369.6112976074219
6,10600,751322,108277,75.0,554.18644651,1.7285513877868652,0.00073,748321,-4.85253381729126,0.015536773949861526,-364.1258544921875
6,10610,752072,108400,75.0,553.41524939,1.849644660949707,0.00073,749071,-14.073980331420898,0.015029389411211014,-371.3144226074219
6,10620,752822,108524,75.0,553.29665363,3.3191237449645996,0.00073,749821,-5.806995391845703,0.01604786142706871,-366.5877685546875
6,10630,753572,108647,75.0,552.94333295,3.8340978622436523,0.00073,750571,-2.107998847961426,0.015529130585491657,-370.22265625
6,10640,754322,108763,75.0,552.6438007,2.028475284576416,0.00073,751321,1.6548304557800293,0.015923840925097466,-364.3393249511719
6,10650,755072,108885,75.0,553.0899825399999,3.3329577445983887,0.00073,752071,-18.019935607910156,0.015445798635482788,-360.96014404296875
6,10660,755822,109006,75.0,553.35145027,1.3964240550994873,0.00073,752821,-16.02664566040039,0.015623368322849274,-375.3351745605469
6,10670,756572,109129,75.0,554.0018758299999,2.653120994567871,0.00073,753571,-5.353409290313721,0.014749936759471893,-362.9983215332031
6,10680,757322,109250,75.0,554.09335832,1.7525471448898315,0.00073,754321,-4.880465507507324,0.01564886048436165,-369.5303039550781
6,10690,758072,109377,75.0,554.2881200899999,2.903825521469116,0.00073,755071,1.13313627243042,0.015077891759574413,-368.52996826171875
6,10700,758822,109500,75.0,556.35782429,1.8109978437423706,0.00073,755821,-17.887903213500977,0.014878478832542896,-370.36956787109375
6,10710,759499,109610,74.27,532.32140507,3.792083263397217,0.00073,756498,7.12852144241333,0.015798676759004593,-368.8372497558594
6,10720,760171,109734,73.49,505.49081641,1.9777472019195557,0.00073,757170,-7.211509704589844,0.015556626953184605,-371.3682861328125
6,10730,760921,109862,73.49,505.7677089399999,3.7683169841766357,0.00073,757920,-6.82085657119751,0.017499344423413277,-361.5943908691406
6,10740,761671,109977,73.49,505.98922367000006,7.214911937713623,0.00073,758670,1.6721620559692383,0.016155773773789406,-360.5467224121094
6,10750,762421,110096,73.49,505.93004994,3.19173526763916,0.00073,759420,-4.870024681091309,0.016564080491662025,-371.49267578125
6,10760,763171,110218,73.49,505.75166871999994,4.481871604919434,0.00073,760170,20.54206085205078,0.015956493094563484,-356.9921569824219
6,10770,763921,110337,73.49,505.56918965999995,3.348566770553589,0.00073,760920,-3.4262657165527344,0.01564214564859867,-363.6919250488281
6,10780,764671,110459,73.49,505.28825223,3.832338809967041,0.00073,761670,1.984643816947937,0.01562529057264328,-367.8070983886719
6,10790,765421,110581,73.49,505.05890509999995,3.119795799255371,0.00073,762420,3.3779215812683105,0.01612487994134426,-369.5043029785156
6,10800,766171,110700,73.49,504.81949426999995,6.026893138885498,0.00073,763170,-7.155880928039551,0.015588490292429924,-357.2078552246094
6,10810,766921,110818,74.22,529.64474864,1.634758710861206,0.00073,763920,-12.822399139404297,0.014525359496474266,-373.57861328125
6,10820,767671,110940,75.0,555.9555885100001,2.236721992492676,0.00073,764670,-11.712224960327148,0.014818070456385612,-369.89117431640625
6,10830,768396,111085,74.75,550.3730464500001,2.389739751815796,0.00073,765395,-9.046065330505371,0.014129054732620716,-370.26025390625
6,10840,769146,111234,74.75,549.27980866,3.474775791168213,0.00073,766145,8.526633262634277,0.015076310373842716,-365.4605712890625
6,10850,769896,111359,74.75,549.12934679,3.090102195739746,0.00073,766895,2.78230881690979,0.014403927139937878,-366.4293212890625
6,10860,770646,111481,74.75,549.1940414,3.1025290489196777,0.00073,767645,-15.750164031982422,0.014947234652936459,-370.33404541015625
6,10870,771396,111606,74.75,549.05496551,3.601461172103882,0.00073,768395,-12.589949607849121,0.014471587724983692,-372.1527099609375
6,10880,772146,111730,74.75,549.1923615600001,3.09197998046875,0.00073,769145,1.1357407569885254,0.015301012434065342,-360.1273193359375
6,10890,772896,111858,74.75,549.38495379,6.005841255187988,0.00073,769895,-25.759077072143555,0.01453784666955471,-371.35675048828125
6,10900,773646,111974,74.75,549.4650665499998,3.654095411300659,0.00073,770645,-3.0370635986328125,0.01550857350230217,-367.1855773925781
6,10910,774367,112093,74.46,526.64780607,4.7181220054626465,0.00073,771366,40.20367431640625,0.02225634641945362,-370.5597839355469
6,10920,775117,112220,74.46,523.8676691000001,5.457217216491699,0.00073,772116,1.7327932119369507,0.025737633928656578,-368.09710693359375
6,10930,775867,112344,74.71,527.0644866600001,4.538819313049316,0.00073,772866,2.870502471923828,0.018741190433502197,-371.3327941894531
6,10940,776617,112464,74.71,527.3995899900001,2.731316328048706,0.00073,773616,-7.2545952796936035,0.016522036865353584,-368.9423828125
6,10950,777367,112584,74.71,527.48667974,5.877308368682861,0.00073,774366,-10.755781173706055,0.014967789873480797,-375.016845703125
6,10960,778117,112702,74.71,527.32743057,3.177640438079834,0.00073,775116,9.579421997070312,0.014722637832164764,-369.38720703125
6,10970,778867,112849,74.71,527.41167432,4.307046890258789,0.00073,775866,-4.344583511352539,0.014133811928331852,-369.0955810546875
6,10980,779617,112964,74.71,527.44264552,12.238973617553711,0.00073,776616,16.814340591430664,0.013767405413091183,-367.29150390625
6,10990,780367,113081,74.71,527.3112478,3.0011582374572754,0.00073,777366,2.7248406410217285,0.014480906538665295,-371.49517822265625
6,11000,781117,113196,74.71,526.89729743,3.9139232635498047,0.00073,778116,3.0113563537597656,0.015140521340072155,-371.6754455566406
6,11010,781867,113311,75.0,549.55549182,3.3991622924804688,0.00073,778866,9.566051483154297,0.01708017848432064,-365.1112976074219
6,11020,782605,113427,74.88,544.0298505,3.250720977783203,0.00073,779604,0.724245548248291,0.024666473269462585,-370.304443359375
6,11030,783355,113542,74.88,540.4628638899999,3.880458116531372,0.00073,780354,-7.8855180740356445,0.021878452971577644,-375.0503845214844
6,11040,784105,113659,74.88,536.9082475600001,3.1894044876098633,0.00073,781104,-14.928112030029297,0.01731681078672409,-376.1817321777344
6,11050,784855,113774,74.88,536.59484066,2.328608512878418,0.00073,781854,-3.363459825515747,0.01595936343073845,-373.7955627441406
6,11060,785605,113886,74.88,537.0079085399999,4.687565803527832,0.00073,782604,12.420930862426758,0.014233713038265705,-366.0701904296875
6,11070,786355,113999,74.88,536.99754315,1.8970671892166138,0.00073,783354,-10.75938606262207,0.014302292838692665,-377.4401550292969
6,11080,787105,114111,74.88,536.8941040800001,3.074408531188965,0.00073,784104,14.243080139160156,0.013848277740180492,-375.1308288574219
6,11090,787855,114223,74.88,536.81190859,2.790113925933838,0.00073,784854,-2.651313304901123,0.013347524218261242,-372.66070556640625
6,11100,788605,114337,74.88,536.8620706400001,5.965875148773193,0.00073,785604,-0.4017202854156494,0.013426064513623714,-368.14190673828125
6,11110,789355,114451,74.88,536.8586193199999,3.4702320098876953,0.00073,786354,-2.3109641075134277,0.014206618070602417,-373.0303955078125
6,11120,790062,114559,74.57,506.37919614,27.695058822631836,0.00073,787061,55.10282516479492,0.03332371637225151,-407.8957214355469
6,11130,790704,114657,73.49,444.59673645000004,8.95596981048584,0.00073,787703,-10.663908958435059,0.03725462406873703,-406.5773010253906
6,11140,791444,114778,73.39,439.85864972000013,6.772658348083496,0.00073,788443,-28.046804428100586,0.03008064441382885,-395.8427734375
6,11150,792194,114902,73.39,439.74635601,9.651371955871582,0.00073,789193,-21.871736526489258,0.021987346932291985,-382.0250244140625
6,11160,792944,115024,73.39,439.27361789,4.909168243408203,0.00073,789943,14.619217872619629,0.019056614488363266,-380.89520263671875
6,11170,793694,115145,73.39,438.33707467000005,3.29129695892334,0.00073,790693,-2.946537971496582,0.01613398641347885,-383.81591796875
6,11180,794444,115263,73.39,437.9042778700001,2.369813919067383,0.00073,791443,-1.0271360874176025,0.015536574646830559,-384.18841552734375
6,11190,795194,115385,73.39,437.34807388,4.921156406402588,0.00073,792193,-11.436882972717285,0.01586577668786049,-379.64813232421875
6,11200,795944,115503,73.39,437.6281976000001,1.274073600769043,0.00073,792943,-2.548616409301758,0.014957480132579803,-378.4627685546875
6,11210,796694,115625,73.39,437.73323559999994,2.532466173171997,0.00073,793693,9.245691299438477,0.015141481533646584,-374.4019775390625
6,11220,797444,115753,73.82,476.80650436,6.638336658477783,0.00073,794443,6.684300422668457,0.014775271527469158,-374.36016845703125
6,11230,798194,115875,74.9,544.2243151600001,7.688350677490234,0.00073,795193,-6.640334606170654,0.013956811279058456,-369.0067138671875
6,11240,798944,115996,75.0,552.64724048,2.2958920001983643,0.00073,795943,-24.515029907226562,0.013891610316932201,-374.8996887207031
6,11250,799694,116117,75.0,552.9033926,2.093113422393799,0.00073,796693,-5.485480785369873,0.014361372217535973,-370.82672119140625
6,11260,800444,116238,75.0,553.08233524,2.7817983627319336,0.00073,797443,-5.122073173522949,0.014026256278157234,-372.82257080078125
6,11270,801194,116358,75.0,554.0163694,2.0484390258789062,0.00073,798193,7.5275492668151855,0.013544180430471897,-369.61639404296875
6,11280,801944,116479,75.0,553.91822164,3.1617300510406494,0.00073,798943,-8.04181957244873,0.014160702005028725,-372.76446533203125
6,11290,802694,116597,75.0,552.6295268400002,5.562841892242432,0.00073,799693,-3.2383618354797363,0.01323967520147562,-372.6091613769531
6,11300,803444,116716,75.0,552.81283693,2.714200735092163,0.00073,800443,-3.3603334426879883,0.013271462172269821,-369.4862365722656
6,11310,804194,116831,75.0,552.96392561,1.0708131790161133,0.00073,801193,3.7248361110687256,0.013149227015674114,-373.7623291015625
6,11320,804944,116950,75.0,553.4654389799999,3.768374443054199,0.00073,801943,3.329355239868164,0.0140615813434124,-371.4485168457031
6,11330,805694,117076,75.0,553.17807081,3.436734199523926,0.00073,802693,-7.167443752288818,0.013629699125885963,-374.4526672363281
6,11340,806444,117195,75.0,553.9117269300001,1.4846904277801514,0.00073,803443,-10.510063171386719,0.013437740504741669,-371.54278564453125
6,11350,807194,117318,75.0,554.3595698900001,1.62788987159729,0.00073,804193,-2.8971779346466064,0.012798557989299297,-372.1994323730469
6,11360,807944,117436,75.0,554.51004291,1.614612102508545,0.00073,804943,-11.563480377197266,0.013378090225160122,-371.1600036621094
6,11370,808694,117562,75.0,554.45719397,4.447455883026123,0.00073,805693,-5.793615818023682,0.0134061174467206,-370.2786865234375
6,11380,809444,117685,75.0,552.1812429,2.7363991737365723,0.00073,806443,-4.326729774475098,0.012529132887721062,-369.12127685546875
6,11390,810156,117801,74.62,546.8260499,3.1690726280212402,0.00073,807155,-1.0816044807434082,0.013209173455834389,-371.150390625
6,11400,810906,117924,74.62,545.4512977100001,3.196458339691162,0.00073,807905,12.330666542053223,0.012912076897919178,-373.6271057128906
6,11410,811656,118049,74.62,545.52478579,4.690996170043945,0.00073,808655,-6.043600559234619,0.01368106808513403,-371.2471923828125
6,11420,812406,118172,74.62,545.41264418,4.716113090515137,0.00073,809405,22.28242301940918,0.014141504652798176,-368.47467041015625
6,11430,813156,118306,74.62,546.2480356,2.141254186630249,0.00073,810155,5.225604057312012,0.013147057965397835,-369.6045837402344
6,11440,813906,118437,74.62,546.53118564,1.645754337310791,0.00073,810905,2.1194255352020264,0.013113655149936676,-370.1546936035156
6,11450,814656,118556,74.62,546.3348162899999,1.2403829097747803,0.00073,811655,-2.2226758003234863,0.013821618631482124,-374.93170166015625
6,11460,815406,118666,74.62,546.4552693999999,1.5235729217529297,0.00073,812405,-8.064794540405273,0.012786583974957466,-379.14288330078125
6,11470,816156,118778,74.62,546.5400216799999,2.7243449687957764,0.00073,813155,5.948976039886475,0.013146174140274525,-370.6868591308594
6,11480,816906,118888,74.62,549.58761398,4.225467205047607,0.00073,813905,-2.191467046737671,0.013522826135158539,-370.16705322265625
6,11490,817656,118999,75.0,557.2320483799999,2.7215375900268555,0.00073,814655,-6.875815391540527,0.012658386491239071,-371.2553405761719
6,11500,818406,119111,75.0,558.4606815399999,3.072460651397705,0.00073,815405,1.5510724782943726,0.012791840359568596,-373.6797790527344
6,11510,819156,119222,75.0,558.6157142799999,4.872381210327148,0.00073,816155,6.9604620933532715,0.012703477405011654,-374.1617126464844
6,11520,819906,119333,75.0,558.4214518399999,1.8111753463745117,0.00073,816905,-13.17166519165039,0.013783498667180538,-371.6770324707031
6,11530,820656,119444,75.0,557.2889277700001,2.8292713165283203,0.00073,817655,16.256650924682617,0.013789375312626362,-371.00042724609375
6,11540,821406,119555,75.0,556.6876767900001,3.4642350673675537,0.00073,818405,20.141489028930664,0.013384808786213398,-370.63848876953125
6,11550,822156,119664,75.0,555.81604688,4.934917449951172,0.00073,819155,12.567331314086914,0.013424470089375973,-363.6481018066406
6,11560,822906,119776,75.0,555.8596886400001,1.0826538801193237,0.00073,819905,-5.851099014282227,0.013618921861052513,-377.7302551269531
6,11570,823656,119887,75.0,556.11697495,1.4450762271881104,0.00073,820655,-15.432770729064941,0.01438291184604168,-372.3867492675781
6,11580,824406,119997,75.0,556.05487512,2.5759198665618896,0.00073,821405,10.283851623535156,0.013294776901602745,-371.56243896484375
6,11590,825156,120108,75.0,555.80730851,4.52379846572876,0.00073,822155,5.384586811065674,0.013106378726661205,-370.9170227050781
6,11600,825906,120219,75.0,556.1742795,6.268766403198242,0.00073,822905,9.949246406555176,0.01403597742319107,-367.7532653808594
6,11610,826656,120328,75.0,555.94331473,4.981870651245117,0.00073,823655,15.020210266113281,0.013435382395982742,-375.3221435546875
6,11620,827406,120438,75.0,553.3864337099999,2.130117416381836,0.00073,824405,2.05859637260437,0.014571777544915676,-374.2128601074219
6,11630,828156,120550,75.0,553.4637077,2.4926700592041016,0.00073,825155,13.099668502807617,0.013467228040099144,-373.2723693847656
6,11640,828906,120660,75.0,553.86146207,1.933825135231018,0.00073,825905,-10.48196792602539,0.01271914504468441,-376.78912353515625
6,11650,829656,120771,75.0,554.74361722,12.278904914855957,0.00073,826655,21.402246475219727,0.012979436665773392,-366.5922546386719
6,11660,830406,120880,75.0,554.8602909,2.7971019744873047,0.00073,827405,10.305099487304688,0.013906966894865036,-374.53619384765625
6,11670,831156,120989,75.0,554.7181237000001,2.2449090480804443,0.00073,828155,-7.836341381072998,0.013520949520170689,-375.7020263671875
6,11680,831906,121098,75.0,554.61528934,3.5496175289154053,0.00073,828905,-4.677234649658203,0.014652063138782978,-377.08441162109375
6,11690,832620,121202,74.64,545.87243155,7.938706398010254,0.00073,829619,12.116128921508789,0.01788158342242241,-375.1675109863281
6,11700,833189,121283,72.83,466.74051383000005,10.19234561920166,0.00073,830188,27.444475173950195,0.03267541527748108,-384.1047058105469
6,11710,833735,121364,70.79,375.9465616,133.25721740722656,0.00073,830734,-13.660853385925293,0.03385811671614647,-386.5184326171875
6,11720,834238,121437,68.32,293.84089135,11.679006576538086,0.00073,831237,-6.537932395935059,0.027208128944039345,-381.656005859375
6,11730,834932,121538,67.76,257.24281686,7.918867111206055,0.00073,831931,5.992485046386719,0.024514375254511833,-381.24591064453125
6,11740,835657,121644,67.51,248.10288028999994,5.8524885177612305,0.00073,832656,5.445511341094971,0.01937960833311081,-375.18896484375
6,11750,836364,121748,67.08,234.10383348000002,4.035987854003906,0.00073,833363,-1.3666772842407227,0.024890774860978127,-389.1781921386719
6,11760,837104,121855,66.98,223.71099117999998,10.099234580993652,0.00073,834103,4.535339832305908,0.024650616571307182,-387.9157409667969
6,11770,837854,121960,66.98,218.76057182,9.012755393981934,0.00073,834853,-6.529327869415283,0.024045215919613838,-378.0639953613281
6,11780,838604,122066,66.98,215.44307715000002,5.243143558502197,0.00073,835603,-1.4548354148864746,0.01958509348332882,-385.5104675292969
6,11790,839354,122173,67.34,222.74452184999998,4.066542148590088,0.00073,836353,6.546046733856201,0.01844886690378189,-373.1060485839844
6,11800,840104,122279,69.15,300.67888546,2.9063124656677246,0.00073,837103,-11.118759155273438,0.015625789761543274,-379.29132080078125
6,11810,840854,122387,71.19,391.3752649,2.2702829837799072,0.00073,837853,-1.4799200296401978,0.015110309235751629,-373.5868835449219
6,11820,841604,122493,73.66,475.91839585,4.646076202392578,0.00073,838603,22.790225982666016,0.015227586030960083,-369.0709533691406
6,11830,842354,122597,74.22,512.0912616699999,3.6053664684295654,0.00073,839353,-20.572378158569336,0.01501147635281086,-378.63739013671875
6,11840,843104,122702,74.47,521.15652451,1.178070306777954,0.00073,840103,-18.1502685546875,0.015410398133099079,-379.5416564941406
6,11850,843854,122807,74.9,535.27007361,3.8813283443450928,0.00073,840853,11.2561616897583,0.01575930416584015,-368.68255615234375
6,11860,844604,122911,75.0,545.52871557,6.214550018310547,0.00073,841603,3.8041629791259766,0.013922001235187054,-368.5896301269531
6,11870,845354,123015,75.0,550.18877204,26.07683563232422,0.00073,842353,-6.488142013549805,0.013979156501591206,-374.52056884765625
6,11880,845857,123085,72.53,509.72630324,88.51945495605469,0.00073,842856,209.6739044189453,0.028442949056625366,-410.4026184082031
6,11890,846097,123119,67.43,426.06962532000006,109.66939544677734,0.00073,843096,204.98390197753906,0.0451422855257988,-518.9569702148438
6,11900,846447,123166,63.43,343.18682106,119.83882141113281,0.00073,843446,113.66123962402344,0.06488620489835739,-600.0247192382812
6,11910,847095,123256,62.41,252.56384383,165.297607421875,0.00073,844094,52.59349822998047,0.09775970876216888,-710.9359741210938
6,11920,847803,123352,61.99,165.09375859,142.5974578857422,0.00073,844802,15.309043884277344,0.1260973960161209,-743.0176391601562
6,11930,848539,123453,61.85,121.42726153000001,48.102264404296875,0.00073,845538,-16.358829498291016,0.12709705531597137,-711.7794799804688
6,11940,849289,123556,61.85,118.05714520999999,37.02675247192383,0.00073,846288,-27.220703125,0.09113777428865433,-616.9400634765625
6,11950,850039,123663,61.85,116.20375705999999,15.130111694335938,0.00073,847038,-28.97823715209961,0.058523524552583694,-559.6809692382812
6,11960,850789,123766,61.85,114.1269025,16.56271743774414,0.00073,847788,-18.63372802734375,0.040568429976701736,-519.3356323242188
6,11970,851539,123870,61.85,104.29654289,54.66413879394531,0.00073,848538,57.65324401855469,0.043257176876068115,-499.02691650390625
6,11980,852078,123943,62.21,76.02871626,99.36351013183594,0.00073,849077,48.89516067504883,0.08299466967582703,-548.4425048828125
6,11990,852646,124021,65.49,68.24497236,29.65811538696289,0.00073,849645,-13.794011116027832,0.09263834357261658,-548.4946899414062
6,12000,853396,124125,69.49,109.48997953999998,48.22283172607422,0.00073,850395,-10.329221725463867,0.06463206559419632,-505.6758728027344
6,12010,854146,124229,70.51,196.70359449999995,5.614645004272461,0.00073,851145,-28.701513290405273,0.040864501148462296,-480.92236328125
6,12020,854896,124334,70.93,279.10443648000006,12.504987716674805,0.00073,851895,-9.650636672973633,0.028739430010318756,-440.6043701171875
6,12030,855646,124438,71.07,317.80339983,6.516894817352295,0.00073,852645,-5.215145587921143,0.02407700940966606,-426.00689697265625
6,12040,856371,124539,70.82,299.88975410000006,12.271059036254883,0.00073,853370,14.319700241088867,0.023238468915224075,-418.4407043457031
6,12050,857121,124642,70.82,289.53699649000004,12.071541786193848,0.00073,854120,14.916050910949707,0.04076584801077843,-403.37786865234375
6,12060,857871,124746,70.82,275.44257421,7.910329818725586,0.00073,854870,-11.945469856262207,0.031294286251068115,-402.58447265625
6,12070,858621,124851,70.82,273.47462232,15.565597534179688,0.00073,855620,4.5555548667907715,0.030904142186045647,-397.42047119140625
6,12080,859371,124954,72.93,340.4516555800001,7.691109657287598,0.00073,856370,-4.994075298309326,0.02864162065088749,-394.9629821777344
6,12090,860121,125056,74.75,421.17769397000006,12.796293258666992,0.00073,857120,-5.548633575439453,0.030712401494383812,-388.3595886230469
6,12100,860866,125160,74.7,379.5328216299999,10.793281555175781,0.00073,857865,-11.510106086730957,0.02540600299835205,-390.19244384765625
6,12110,861616,125264,74.7,299.29464173,6.309053421020508,0.00073,858615,-1.2689114809036255,0.023814665153622627,-393.49761962890625
6,12120,862366,125367,74.7,284.65570998,8.270212173461914,0.00073,859365,8.197980880737305,0.02538089081645012,-386.4024658203125
6,12130,863116,125472,74.7,288.18760791999995,7.440852165222168,0.00073,860115,5.04854154586792,0.020100314170122147,-376.947509765625
6,12140,863866,125576,74.95,308.96639753,9.469412803649902,0.00073,860865,11.124531745910645,0.0209382064640522,-378.86407470703125
6,12150,864616,125680,74.95,320.25256534,7.249728679656982,0.00073,861615,-1.7913252115249634,0.021280458196997643,-375.86248779296875
6,12160,865366,125785,74.95,335.78204184000003,4.740184783935547,0.00073,862365,4.077887535095215,0.020829662680625916,-369.5408020019531
6,12170,866116,125890,74.95,346.01030292,4.203394412994385,0.00073,863115,-20.03761863708496,0.019349949434399605,-376.6401672363281
6,12180,866866,125994,74.95,349.61836744,5.8679351806640625,0.00073,863865,-5.060833930969238,0.017686644569039345,-371.81793212890625
6,12190,867616,126099,74.95,352.08857575999997,4.36532735824585,0.00073,864615,-8.900277137756348,0.018660102039575577,-375.98858642578125
6,12200,868366,126204,75.0,427.46982263999996,12.608909606933594,0.00073,865365,-4.086605072021484,0.017777225002646446,-366.8066711425781
6,12210,869116,126321,75.0,508.72308150000003,6.360071659088135,0.00073,866115,16.415420532226562,0.016729312017560005,-368.5160217285156
6,12220,869866,126442,75.0,527.8841080499999,6.257723808288574,0.00073,866865,12.85771656036377,0.016201073303818703,-367.408203125
6,12230,870616,126559,75.0,530.15322512,3.556081771850586,0.00073,867615,-9.085866928100586,0.01792152412235737,-370.4352111816406
6,12240,871366,126678,75.0,530.4140974599999,9.848535537719727,0.00073,868365,9.174006462097168,0.01843414269387722,-364.8094482421875
6,12250,872116,126802,75.0,530.40545619,9.072705268859863,0.00073,869115,8.805718421936035,0.017764447256922722,-373.9681701660156
6,12260,872866,126928,75.0,529.95812011,8.003814697265625,0.00073,869865,14.80130672454834,0.017337020486593246,-375.4924011230469
6,12270,873531,127031,74.15,510.93669819999997,8.876396179199219,0.00073,870530,7.978589057922363,0.019523954018950462,-375.6678771972656
6,12280,874058,127113,71.92,424.9035814099999,9.352180480957031,0.00073,871057,7.210007667541504,0.02162693440914154,-377.537841796875
6,12290,874789,127223,71.73,354.62507155,13.715723991394043,0.00073,871788,6.590389251708984,0.020448287948966026,-373.0587463378906
6,12300,875539,127332,71.73,335.93622836,6.944924354553223,0.00073,872538,-12.210504531860352,0.0210597962141037,-375.213623046875
6,12310,876289,127443,71.73,335.29267389,4.5318474769592285,0.00073,873288,-12.571305274963379,0.018098128959536552,-376.0992126464844
6,12320,877039,127553,71.73,334.21335505,9.422063827514648,0.00073,874038,3.21420955657959,0.018942883238196373,-373.1251525878906
6,12330,877789,127665,71.73,333.63696603000005,7.370131492614746,0.00073,874788,-4.331485748291016,0.01827053353190422,-372.6298828125
6,12340,878539,127778,71.73,333.27756123,5.0315842628479,0.00073,875538,-6.444417953491211,0.01784861646592617,-368.03887939453125
6,12350,879289,127890,71.73,333.47459729,4.900147438049316,0.00073,876288,-21.017013549804688,0.018553469330072403,-376.6051025390625
6,12360,880039,128002,71.73,333.87108782,4.810049057006836,0.00073,877038,4.179354667663574,0.017757900059223175,-369.63323974609375
6,12370,880787,128116,72.56,345.27864734,4.295005798339844,0.00073,877786,-7.766672134399414,0.017185918986797333,-374.4410705566406
6,12380,881537,128229,74.79,430.9792701100001,3.9379353523254395,0.00073,878536,-24.289995193481445,0.017758695408701897,-373.33892822265625
6,12390,882287,128346,74.98,510.68015531000003,4.276339054107666,0.00073,879286,-12.951008796691895,0.017216619104146957,-370.5828857421875
6,12400,883037,128462,74.98,536.9965596899999,7.508694648742676,0.00073,880036,-15.347131729125977,0.0179780051112175,-371.8185729980469
6,12410,883598,128550,73.09,472.43872844000003,59.06359100341797,0.00073,880597,-7.146411418914795,0.018866004422307014,-371.4474792480469
6,12420,884179,128640,71.4,396.1222031,5.79288387298584,0.00073,881178,-15.481866836547852,0.019475437700748444,-375.08465576171875
6,12430,884649,128714,68.6,316.90741787,6.241540908813477,0.00073,881648,-10.240386962890625,0.019414233043789864,-366.6787109375
6,12440,885353,128825,68.14,281.64530581,7.213401794433594,0.00073,882352,-6.504601001739502,0.021251361817121506,-366.71868896484375
6,12450,886103,128940,68.14,281.33093462,10.731300354003906,0.00073,883102,10.240157127380371,0.02085999771952629,-373.38922119140625
6,12460,886853,129056,68.14,280.39310624000007,19.355070114135742,0.00073,883852,1.2934143543243408,0.023285971954464912,-366.16949462890625
6,12470,887603,129172,68.16,288.50253282000006,10.021528244018555,0.00073,884602,-0.37749743461608887,0.021134767681360245,-372.91241455078125
6,12480,888353,129288,68.16,288.53577820000004,9.191299438476562,0.00073,885352,-3.606325626373291,0.01961481012403965,-369.71484375
6,12490,889103,129402,68.16,286.16752941,6.361166000366211,0.00073,886102,-3.712463140487671,0.02070135623216629,-366.0078125
6,12500,889853,129516,68.16,282.99632654,10.199443817138672,0.00073,886852,12.31928539276123,0.025026561692357063,-368.6826171875
6,12510,890603,129626,70.05,347.7612412000001,13.580034255981445,0.00073,887602,8.845025062561035,0.025693098083138466,-364.5791015625
6,12520,891353,129740,71.74,423.57429048,9.998117446899414,0.00073,888352,-0.8096051216125488,0.020840540528297424,-374.1514892578125
