time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,train/ent_coef,train/n_updates,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/critic_loss
7,771.4529070899999,45903,340136,3630,100.0,0.02002645656466484,337135,0.753670334815979,-367.99462890625,0.00073,1.26089346408844
7,771.6086009100001,46043,341136,3640,100.0,0.01923392526805401,338135,-0.8894945383071899,-367.07208251953125,0.00073,1.5049679279327393
7,771.5467643100002,46185,342136,3650,100.0,0.019090775400400162,339135,-9.058530807495117,-367.0458068847656,0.00073,1.2037488222122192
7,771.55283269,46325,343136,3660,100.0,0.019622569903731346,340135,0.31950658559799194,-368.17279052734375,0.00073,1.4827725887298584
7,771.42804701,46463,344136,3670,100.0,0.01859648898243904,341135,-1.9955731630325317,-368.7071228027344,0.00073,1.2264338731765747
7,770.8653466600001,46602,345136,3680,100.0,0.019001351669430733,342135,-1.6595439910888672,-369.04974365234375,0.00073,1.1365668773651123
7,770.8448652499999,46741,346136,3690,100.0,0.01853148452937603,343135,1.485802173614502,-369.5838623046875,0.00073,1.6932547092437744
7,770.77576699,46880,347136,3700,100.0,0.017910324037075043,344135,4.590940475463867,-368.41876220703125,0.00073,1.5434397459030151
7,770.7487755200001,47020,348136,3710,100.0,0.01879326067864895,345135,1.5701791048049927,-369.4125671386719,0.00073,1.051087498664856
7,770.7954572400001,47157,349136,3720,100.0,0.01885746605694294,346135,0.6772133111953735,-368.71844482421875,0.00073,1.045220136642456
7,770.81688505,47296,350136,3730,100.0,0.018133599311113358,347135,6.450387954711914,-369.30780029296875,0.00073,0.7964078187942505
7,770.8145277799999,47434,351136,3740,100.0,0.018383650109171867,348135,-1.3446861505508423,-370.21337890625,0.00073,1.3073526620864868
7,766.6265789900001,47573,352136,3750,100.0,0.01930294930934906,349135,-12.218405723571777,-370.16314697265625,0.00073,1.4389309883117676
7,766.5082422199998,47711,353136,3760,100.0,0.017187369987368584,350135,-5.969671249389648,-371.0332336425781,0.00073,1.0439815521240234
7,766.5490416199999,47848,354136,3770,100.0,0.017681365832686424,351135,-11.071234703063965,-372.089111328125,0.00073,1.5582780838012695
7,744.07558026,47985,355136,3780,100.0,0.017701663076877594,352135,2.265009641647339,-373.52734375,0.00073,1.3736956119537354
7,719.7071113299999,48121,356136,3790,100.0,0.023802438750863075,353135,-9.838934898376465,-373.8563537597656,0.00073,0.950563907623291
7,689.6187194000001,48259,357136,3800,100.0,0.03928006440401077,354135,40.10204315185547,-411.8524169921875,0.00073,4.393394947052002
7,640.39744309,48398,358136,3810,100.0,0.03272244706749916,355135,-21.615419387817383,-415.5220947265625,0.00073,2.113072633743286
7,637.70565447,48537,359136,3820,100.0,0.023750608786940575,356135,-16.859846115112305,-402.6239013671875,0.00073,1.592405080795288
7,637.40023992,48676,360136,3830,100.0,0.020719492807984352,357135,1.6962172985076904,-396.5072326660156,0.00073,1.124090552330017
7,637.2889903500001,48814,361136,3840,100.0,0.019520869478583336,358135,-6.697434425354004,-389.96697998046875,0.00073,1.3289929628372192
7,641.3717144000001,48952,362136,3850,100.0,0.021520692855119705,359135,-6.574337959289551,-387.0098876953125,0.00073,0.983058512210846
7,641.4491453,49091,363136,3860,100.0,0.01913534291088581,360135,-6.072401523590088,-383.46917724609375,0.00073,0.885442852973938
7,641.5914257500001,49228,364136,3870,100.0,0.01813693717122078,361135,3.8379364013671875,-382.0946044921875,0.00073,1.007514238357544
7,664.68563481,49366,365136,3880,100.0,0.018260682001709938,362135,1.3234522342681885,-380.2029724121094,0.00073,1.3861702680587769
7,689.09514012,49503,366136,3890,100.0,0.017175907269120216,363135,-6.866260528564453,-380.7145080566406,0.00073,0.7887558341026306
7,719.24172473,49642,367136,3900,100.0,0.01668560691177845,364135,0.8157432079315186,-379.86737060546875,0.00073,1.0778701305389404
7,768.50807766,49784,368136,3910,100.0,0.016568291932344437,365135,-2.173326015472412,-379.571044921875,0.00073,0.755968451499939
7,771.29683072,49925,369136,3920,100.0,0.01709061488509178,366135,-5.854434967041016,-378.58819580078125,0.00073,0.7908735871315002
7,771.50975423,50065,370136,3930,100.0,0.017105821520090103,367135,-1.416488766670227,-378.7106628417969,0.00073,0.8900731801986694
7,770.6762742199999,50204,371136,3940,100.0,0.018053464591503143,368135,2.0193517208099365,-379.2215881347656,0.00073,0.7017536163330078
7,768.6498225999999,50344,372136,3950,100.0,0.01724979281425476,369135,2.3728344440460205,-377.85601806640625,0.00073,0.9350063800811768
7,757.9463827699999,50486,373136,3960,100.0,0.015586595050990582,370135,3.865638017654419,-377.7889709472656,0.00073,1.1192553043365479
7,751.08582118,50626,374136,3970,100.0,0.01558595523238182,371135,-3.9541637897491455,-378.4327697753906,0.00073,0.7013887166976929
7,751.02075261,50765,375136,3980,100.0,0.0165693499147892,372135,-14.519255638122559,-378.479736328125,0.00073,0.5530191659927368
7,750.9483922300002,50904,376136,3990,100.0,0.016779139637947083,373135,-7.181190013885498,-379.9539489746094,0.00073,0.7154178023338318
7,750.86342263,51045,377136,4000,100.0,0.01524995919317007,374135,-0.28683245182037354,-379.96307373046875,0.00073,1.0865761041641235
7,710.6417677600001,51186,378136,4010,100.0,0.02339305728673935,375135,2.180647850036621,-381.3343505859375,0.00073,1.0414648056030273
7,703.22123775,51327,379136,4020,100.0,0.016988709568977356,376135,-4.068287372589111,-379.3028259277344,0.00073,0.6854041218757629
7,703.3069316700002,51469,380136,4030,100.0,0.015577760525047779,377135,0.7050201296806335,-378.8963317871094,0.00073,0.6972559690475464
7,704.2525856900002,51608,381136,4040,100.0,0.015644099563360214,378135,3.6980223655700684,-378.54522705078125,0.00073,0.7744216918945312
7,706.4591353200001,51748,382136,4050,100.0,0.015784837305545807,379135,-6.682600021362305,-378.1181640625,0.00073,0.6082862615585327
7,715.9317522199999,51890,383136,4060,100.0,0.015601778402924538,380135,-2.0072004795074463,-378.3104248046875,0.00073,0.6845642924308777
7,722.6751429399999,52031,384136,4070,100.0,0.014559914357960224,381135,5.338831424713135,-378.9768371582031,0.00073,0.7483526468276978
7,722.70108362,52173,385136,4080,100.0,0.015695177018642426,382135,1.9296554327011108,-378.35833740234375,0.00073,0.6286882162094116
7,722.3700684000002,52311,386136,4090,100.0,0.014785610139369965,383135,-6.355862617492676,-378.7962646484375,0.00073,1.1960148811340332
7,711.49573811,52452,387136,4100,100.0,0.019397404044866562,384135,7.055338382720947,-382.0870666503906,0.00073,0.816780686378479
7,713.17468512,52592,388136,4110,100.0,0.020191064104437828,385135,-8.585980415344238,-385.5973205566406,0.00073,0.6565686464309692
7,706.45798016,52732,389136,4120,100.0,0.018299078568816185,386135,-5.215686798095703,-387.77166748046875,0.00073,1.006762981414795
7,697.89340166,52869,390136,4130,100.0,0.015866367146372795,387135,5.009929180145264,-385.87896728515625,0.00073,1.1535676717758179
7,696.8116306200001,53009,391136,4140,100.0,0.014642138965427876,388135,-0.41031014919281006,-385.35198974609375,0.00073,1.002204418182373
7,696.79911119,53151,392136,4150,100.0,0.01419930998235941,389135,3.4185495376586914,-383.8318786621094,0.00073,0.8042201399803162
7,698.0890321700001,53290,393136,4160,100.0,0.015073880553245544,390135,4.799781322479248,-382.676025390625,0.00073,1.142104983329773
7,698.23237433,53434,394136,4170,100.0,0.014433318749070168,391135,1.8500057458877563,-381.3266296386719,0.00073,0.6636958122253418
7,698.38047722,53573,395136,4180,100.0,0.01518227905035019,392135,-3.754201889038086,-381.5909423828125,0.00073,0.5571811199188232
7,698.92097704,53712,396136,4190,100.0,0.014268315397202969,393135,-6.705615043640137,-383.212158203125,0.00073,0.3732513189315796
7,709.9823277200001,53855,397136,4200,100.0,0.014686002396047115,394135,6.566569805145264,-382.1151123046875,0.00073,0.6729528903961182
7,748.63556466,53998,398136,4210,100.0,0.015978939831256866,395135,-3.751842737197876,-381.0523986816406,0.00073,0.6133124828338623
7,762.7747338099999,54140,399136,4220,100.0,0.013572374358773232,396135,8.529006958007812,-381.651611328125,0.00073,0.7650332450866699
7,770.8525201799999,54279,400136,4230,100.0,0.013159168884158134,397135,4.296499729156494,-380.8936767578125,0.00073,0.7456297874450684
7,765.35903093,54420,401136,4240,100.0,0.014214633964002132,398135,-3.605057954788208,-382.3388671875,0.00073,0.463142067193985
7,759.33193978,54564,402136,4250,100.0,0.013741878792643547,399135,-6.8661956787109375,-382.7899169921875,0.00073,0.6587917804718018
7,759.1825601599999,54705,403136,4260,100.0,0.01355621125549078,400135,-2.4163312911987305,-382.6307373046875,0.00073,1.2428882122039795
7,759.1892022100001,54846,404136,4270,100.0,0.013971460051834583,401135,0.3563574254512787,-381.2878723144531,0.00073,0.6925297975540161
7,759.0710468199999,54985,405136,4280,100.0,0.014493769034743309,402135,3.979062557220459,-383.017333984375,0.00073,0.46027761697769165
7,759.206796,55126,406136,4290,100.0,0.014674683101475239,403135,4.677495002746582,-382.96966552734375,0.00073,0.5821080207824707
7,758.8544601,55269,407136,4300,100.0,0.013290359638631344,404135,5.985049247741699,-382.5850524902344,0.00073,0.8096975088119507
7,758.93528642,55408,408136,4310,100.0,0.012837491929531097,405135,7.884100914001465,-383.3130187988281,0.00073,0.7911549210548401
7,757.36678405,55551,409136,4320,100.0,0.016302015632390976,406135,-10.861833572387695,-382.9915466308594,0.00073,0.7616531252861023
7,757.39057636,55692,410136,4330,100.0,0.01269484218209982,407135,2.6312804222106934,-383.670166015625,0.00073,0.6123175621032715
7,764.1704491699999,55831,411136,4340,100.0,0.01312748808413744,408135,5.283202171325684,-382.4888916015625,0.00073,0.5679267644882202
7,770.5401423399999,55971,412136,4350,100.0,0.012307566590607166,409135,1.0962789058685303,-382.96954345703125,0.00073,0.5375142693519592
7,770.8614913300001,56111,413136,4360,100.0,0.013371584936976433,410135,3.4891152381896973,-382.09588623046875,0.00073,0.6094235777854919
7,770.7978339699998,56251,414136,4370,100.0,0.014155921526253223,411135,-2.5735983848571777,-382.39093017578125,0.00073,1.0981943607330322
7,770.4804045599999,56391,415136,4380,100.0,0.013736297376453876,412135,-2.4644010066986084,-384.1332702636719,0.00073,0.6758092641830444
7,761.47919956,56530,416136,4390,100.0,0.013031119480729103,413135,6.140520095825195,-384.337646484375,0.00073,0.6756067276000977
7,761.4024101299999,56668,417136,4400,100.0,0.012296508997678757,414135,2.272810220718384,-383.281005859375,0.00073,0.5581240653991699
7,761.35769275,56808,418136,4410,100.0,0.012754893861711025,415135,7.702691555023193,-383.52838134765625,0.00073,0.4360266923904419
7,763.26166787,56947,419136,4420,100.0,0.012434315867722034,416135,4.2384114265441895,-383.5401916503906,0.00073,0.40192079544067383
7,763.92551941,57087,420136,4430,100.0,0.012721698731184006,417135,5.102190017700195,-383.64923095703125,0.00073,0.43661823868751526
7,764.08331013,57228,421136,4440,100.0,0.012234274297952652,418135,-1.8232460021972656,-382.1390075683594,0.00073,0.9282450675964355
7,762.4404457900001,57369,422136,4450,100.0,0.012780158780515194,419135,18.317052841186523,-382.3735046386719,0.00073,0.7727723121643066
7,762.6295756499999,57512,423136,4460,100.0,0.011953112669289112,420135,-6.107069492340088,-383.8171691894531,0.00073,0.5436431765556335
7,762.94545467,57656,424136,4470,100.0,0.012668440118432045,421135,-4.689911842346191,-383.9595947265625,0.00073,0.4514957070350647
7,763.6566991899999,57797,425136,4480,100.0,0.012482523918151855,422135,-0.1112821102142334,-382.7593688964844,0.00073,0.7227668762207031
7,772.77979992,57938,426136,4490,100.0,0.012206018902361393,423135,-0.03135025501251221,-382.44976806640625,0.00073,0.5644470453262329
7,769.20278319,58079,427136,4500,100.0,0.01188800111413002,424135,-3.8203861713409424,-382.9654235839844,0.00073,0.5985477566719055
7,767.5168610000001,58220,428136,4510,100.0,0.012743312865495682,425135,1.7353019714355469,-383.80908203125,0.00073,1.0963354110717773
7,767.51450075,58361,429136,4520,100.0,0.011936509981751442,426135,11.015924453735352,-383.6193542480469,0.00073,0.9817276000976562
7,732.9006364100001,58500,430136,4530,100.0,0.013867169618606567,427135,-4.237308025360107,-385.9431457519531,0.00073,1.6414356231689453
7,707.8952981599999,58641,431136,4540,100.0,0.013940668664872646,428135,3.1904821395874023,-386.6501770019531,0.00073,0.5686550736427307
7,708.80929512,58782,432136,4550,100.0,0.01388637162744999,429135,-3.9943594932556152,-386.09039306640625,0.00073,0.720114529132843
7,708.6598148699999,58922,433136,4560,100.0,0.012426195666193962,430135,-6.787747859954834,-386.4588317871094,0.00073,0.47375836968421936
7,708.6350748499998,59061,434136,4570,100.0,0.012503588572144508,431135,-2.0658609867095947,-386.19744873046875,0.00073,0.8217846155166626
7,708.4540482000001,59204,435136,4580,100.0,0.012494928203523159,432135,-3.0645151138305664,-385.7991638183594,0.00073,0.5271229147911072
7,708.40955661,59350,436136,4590,100.0,0.011995164677500725,433135,-1.3291562795639038,-385.30450439453125,0.00073,0.7418657541275024
7,712.7703149699997,59490,437136,4600,100.0,0.011934802867472172,434135,-2.8337392807006836,-384.75042724609375,0.00073,1.1541483402252197
7,714.7124184399999,59629,438136,4610,100.0,0.012618371285498142,435135,-7.519709587097168,-386.1378173828125,0.00073,0.6173233985900879
7,703.30289966,59768,439136,4620,100.0,0.014443542808294296,436135,3.5318024158477783,-385.2217102050781,0.00073,0.853271484375
7,734.53289568,59910,440136,4630,100.0,0.014770769514143467,437135,-1.333650827407837,-387.4582214355469,0.00073,0.9645661115646362
7,750.03051563,60050,441136,4640,100.0,0.01652510091662407,438135,5.197638034820557,-389.9659423828125,0.00073,1.232296347618103
7,704.2358045299999,60189,442136,4650,100.0,0.018148278817534447,439135,5.236425399780273,-391.5342102050781,0.00073,1.4154717922210693
7,668.36814365,60328,443136,4660,100.0,0.015066234394907951,440135,1.4426651000976562,-390.929931640625,0.00073,0.9566490054130554
7,668.22197808,60473,444136,4670,100.0,0.013979143463075161,441135,-1.021700382232666,-391.6501770019531,0.00073,0.6419574022293091
7,668.36556287,60612,445136,4680,100.0,0.012842604890465736,442135,6.1522088050842285,-389.2955627441406,0.00073,1.030292272567749
7,668.4232585499999,60752,446136,4690,100.0,0.012953950092196465,443135,-0.04129981994628906,-387.4193115234375,0.00073,0.7816697359085083
7,668.41605028,60892,447136,4700,100.0,0.012094317935407162,444135,10.742656707763672,-386.1993408203125,0.00073,1.020432472229004
7,668.4457269599999,61031,448136,4710,100.0,0.01553075946867466,445135,31.62698745727539,-388.1430969238281,0.00073,1.166805386543274
7,668.6787142300001,61171,449136,4720,100.0,0.01684887707233429,446135,-9.90267562866211,-390.58258056640625,0.00073,0.939068078994751
7,672.1748612600001,61310,450136,4730,100.0,0.01355064008384943,447135,-7.523097991943359,-389.05792236328125,0.00073,0.7408387660980225
7,681.2787596000001,61450,451136,4740,100.0,0.01332176011055708,448135,2.750490188598633,-388.68157958984375,0.00073,1.1426167488098145
7,727.80543051,61589,452136,4750,100.0,0.012997434474527836,449135,-8.166828155517578,-387.2482604980469,0.00073,0.7492688894271851
7,763.7778426599999,61729,453136,4760,100.0,0.013239214196801186,450135,-0.29233407974243164,-387.5947570800781,0.00073,0.6365200281143188
7,763.9228307600001,61868,454136,4770,100.0,0.01338293869048357,451135,3.6539950370788574,-387.3317565917969,0.00073,0.6831885576248169
7,763.8646495300001,62008,455136,4780,100.0,0.013279317878186703,452135,-8.334141731262207,-387.0169372558594,0.00073,0.5436800122261047
7,754.2094983700001,62147,456136,4790,100.0,0.013011752627789974,453135,1.0537070035934448,-388.3087463378906,0.00073,1.1399836540222168
7,736.26763865,62286,457136,4800,100.0,0.013061819598078728,454135,-7.370684623718262,-387.7038879394531,0.00073,0.7250598669052124
7,736.0907028199998,62424,458136,4810,100.0,0.012511312030255795,455135,7.430009841918945,-387.318603515625,0.00073,1.3876607418060303
7,746.97889948,62565,459136,4820,100.0,0.012386742047965527,456135,10.792369842529297,-385.8023681640625,0.00073,0.9494858980178833
7,747.04004712,62710,460136,4830,100.0,0.01190965250134468,457135,6.898340225219727,-387.3207702636719,0.00073,0.5836293697357178
7,747.4674751300001,62849,461136,4840,100.0,0.012597641907632351,458135,-3.1887574195861816,-386.90283203125,0.00073,0.9080294966697693
7,747.5079671999998,62988,462136,4850,100.0,0.011878566816449165,459135,-0.8782287836074829,-387.2137451171875,0.00073,0.6636373996734619
7,747.5104592800001,63128,463136,4860,100.0,0.012043990194797516,460135,-1.764556646347046,-386.68133544921875,0.00073,0.6696388721466064
7,747.60133229,63268,464136,4870,100.0,0.013060680590569973,461135,-0.45174741744995117,-385.5628967285156,0.00073,0.826374888420105
7,725.4502599599999,63408,465136,4880,100.0,0.012860903516411781,462135,-2.1870930194854736,-388.3855895996094,0.00073,0.9477635622024536
7,692.11889733,63547,466136,4890,100.0,0.012703659012913704,463135,-7.823966979980469,-389.05291748046875,0.00073,0.4641276001930237
7,709.8568967500001,63686,467136,4900,100.0,0.012483440339565277,464135,-1.0067553520202637,-388.13311767578125,0.00073,1.2452969551086426
7,708.6828281899999,63828,468136,4910,100.0,0.011445451527833939,465135,4.73251485824585,-386.6170654296875,0.00073,0.740064263343811
7,709.0082427699998,63966,469136,4920,100.0,0.01162972766906023,466135,-2.126694440841675,-385.9143371582031,0.00073,0.6418783664703369
7,709.0464852,64104,470136,4930,100.0,0.011581686325371265,467135,-10.123333930969238,-385.9133605957031,0.00073,0.4717760384082794
7,709.0833514,64244,471136,4940,100.0,0.011447187513113022,468135,-9.686657905578613,-385.288330078125,0.00073,0.6349238157272339
7,709.13035134,64383,472136,4950,100.0,0.011332175694406033,469135,2.1573081016540527,-385.3289794921875,0.00073,0.5889098048210144
7,709.24129678,64523,473136,4960,100.0,0.011511558666825294,470135,-5.160204887390137,-384.4355773925781,0.00073,0.9474700689315796
7,709.1723777499999,64662,474136,4970,100.0,0.011349128559231758,471135,1.5170875787734985,-383.6933898925781,0.00073,0.6041231155395508
7,731.3980373599999,64801,475136,4980,100.0,0.011197967454791069,472135,1.6384506225585938,-384.2912292480469,0.00073,0.6363281011581421
7,774.1462488000001,64938,476136,4990,100.0,0.011249060742557049,473135,-0.22781354188919067,-385.16485595703125,0.00073,0.4830603003501892
7,774.3529306500001,65076,477136,5000,100.0,0.011418942362070084,474135,-6.622189521789551,-385.7919616699219,0.00073,0.856342077255249
7,775.7049142000001,65214,478136,5010,100.0,0.01118515431880951,475135,-5.692885875701904,-384.6168212890625,0.00073,0.652897834777832
7,775.46915206,65352,479136,5020,100.0,0.011487754993140697,476135,-3.0297937393188477,-385.4937744140625,0.00073,0.7329822778701782
7,775.31705124,65492,480136,5030,100.0,0.011353063397109509,477135,0.5979267954826355,-385.4683532714844,0.00073,0.5989245176315308
7,775.2370355599998,65630,481136,5040,100.0,0.011677800677716732,478135,-0.03026813268661499,-385.1614990234375,0.00073,0.667131245136261
7,774.6817378699999,65769,482136,5050,100.0,0.010443721897900105,479135,11.045300483703613,-385.1268005371094,0.00073,0.8886429071426392
7,774.6215610200001,65908,483136,5060,100.0,0.010828484781086445,480135,1.8522229194641113,-385.5948486328125,0.00073,0.631341814994812
7,774.60199998,66048,484136,5070,100.0,0.010760058648884296,481135,-2.5646018981933594,-385.8425598144531,0.00073,0.5766721963882446
7,774.59067323,66186,485136,5080,100.0,0.010829858481884003,482135,7.0595574378967285,-384.2831115722656,0.00073,0.6182323694229126
7,774.68342131,66325,486136,5090,100.0,0.011530297808349133,483135,-1.5924814939498901,-385.92730712890625,0.00073,0.7164642810821533
7,774.61769353,66464,487136,5100,100.0,0.010539911687374115,484135,-0.5271778106689453,-386.2974853515625,0.00073,0.48151302337646484
7,767.3698820799999,66606,488136,5110,100.0,0.011415256187319756,485135,-1.2802646160125732,-386.7198486328125,0.00073,0.6639645099639893
7,765.6010998099998,66747,489136,5120,100.0,0.011366643011569977,486135,-4.918630599975586,-386.5860290527344,0.00073,0.4526281952857971
7,765.53134194,66887,490136,5130,100.0,0.010486617684364319,487135,6.166398048400879,-386.01947021484375,0.00073,0.62006676197052
7,765.5777052100001,67026,491136,5140,100.0,0.012004302814602852,488135,-3.730396270751953,-385.52471923828125,0.00073,0.7475181818008423
7,766.0728768099999,67165,492136,5150,100.0,0.012324691750109196,489135,7.17778205871582,-385.2032775878906,0.00073,0.7197569012641907
7,765.76457105,67302,493136,5160,100.0,0.01256776787340641,490135,2.03245210647583,-385.2323303222656,0.00073,0.9299779534339905
7,765.53281856,67440,494136,5170,100.0,0.011444605886936188,491135,-3.4791436195373535,-385.27801513671875,0.00073,0.6102503538131714
7,765.5181914,67581,495136,5180,100.0,0.010572439059615135,492135,10.041282653808594,-385.4472961425781,0.00073,0.43885084986686707
7,765.6385679999999,67720,496136,5190,100.0,0.010343926027417183,493135,9.026780128479004,-384.287353515625,0.00073,0.6988721489906311
7,765.6611588,67859,497136,5200,100.0,0.010519606992602348,494135,-1.4407191276550293,-385.5722351074219,0.00073,0.6619967222213745
7,772.8401842199997,67999,498136,5210,100.0,0.010552097111940384,495135,0.391343355178833,-386.75628662109375,0.00073,0.5572996139526367
7,774.75922242,68137,499136,5220,100.0,0.011567888781428337,496135,-2.6381168365478516,-386.9078063964844,0.00073,0.45436447858810425
7,774.9271279400001,68275,500136,5230,100.0,0.009699761867523193,497135,4.643492698669434,-386.4400939941406,0.00073,0.440582811832428
7,765.7934925300001,68413,501136,5240,100.0,0.010216704569756985,498135,-3.193377733230591,-388.0502014160156,0.00073,0.540840744972229
7,740.68094077,68550,502136,5250,100.0,0.010919737629592419,499135,-4.227808475494385,-386.9875183105469,0.00073,0.8162208795547485
7,736.7508669399999,68687,503136,5260,100.0,0.012689534574747086,500135,-3.0751404762268066,-388.00592041015625,0.00073,0.7173980474472046
7,733.3758873199997,68825,504136,5270,100.0,0.01181098259985447,501135,3.35646390914917,-387.71270751953125,0.00073,1.3760404586791992
7,733.1125573999999,68965,505136,5280,100.0,0.0121331000700593,502135,-10.651774406433105,-388.53070068359375,0.00073,0.7567206621170044
7,733.06763827,69106,506136,5290,100.0,0.011517422273755074,503135,1.295424461364746,-387.5919494628906,0.00073,0.7473219633102417
7,733.0750627400001,69245,507136,5300,100.0,0.011420886032283306,504135,2.790780544281006,-387.27789306640625,0.00073,0.8338911533355713
7,733.1335791100001,69385,508136,5310,100.0,0.011905950494110584,505135,-5.6881585121154785,-387.6339111328125,0.00073,0.5176571011543274
7,733.1943949,69526,509136,5320,100.0,0.010921258479356766,506135,1.6287932395935059,-387.40509033203125,0.00073,0.41602176427841187
7,733.20281496,69667,510136,5330,100.0,0.010432194918394089,507135,-10.562097549438477,-388.6522216796875,0.00073,0.4970806837081909
7,742.28705287,69807,511136,5340,100.0,0.010900613851845264,508135,3.935645341873169,-387.6495361328125,0.00073,0.6972554922103882
7,767.3852906100001,69946,512136,5350,100.0,0.010961619205772877,509135,4.630165100097656,-387.1622314453125,0.00073,1.2353260517120361
7,771.6054298599998,70085,513136,5360,100.0,0.01130830030888319,510135,1.5715513229370117,-388.06951904296875,0.00073,0.5519396066665649
7,769.43355469,70224,514136,5370,100.0,0.014155158773064613,511135,5.97955322265625,-389.172607421875,0.00073,1.2021082639694214
7,728.51455355,70363,515136,5380,100.0,0.0173431895673275,512135,5.963365077972412,-395.1650695800781,0.00073,0.8458968997001648
7,699.13744973,70503,516136,5390,100.0,0.014442420564591885,513135,6.235718250274658,-395.9885559082031,0.00073,0.6303218603134155
7,698.98378345,70641,517136,5400,100.0,0.012893975712358952,514135,1.457566738128662,-394.6961669921875,0.00073,0.8535163402557373
7,698.92241021,70780,518136,5410,100.0,0.012637718580663204,515135,-3.5629677772521973,-394.047119140625,0.00073,0.6572048664093018
7,698.89084106,70920,519136,5420,100.0,0.011264181695878506,516135,0.8656014204025269,-393.5029296875,0.00073,0.6221629977226257
7,698.7729463700001,71059,520136,5430,100.0,0.011385221965610981,517135,-2.743255376815796,-391.2899475097656,0.00073,0.5947062969207764
7,698.7371887399999,71199,521136,5440,100.0,0.011367765255272388,518135,-0.06477618217468262,-389.49566650390625,0.00073,0.8851495981216431
7,698.7166133899998,71337,522136,5450,100.0,0.01209521759301424,519135,-5.4711408615112305,-389.4951171875,0.00073,0.6123658418655396
7,698.6503477999998,71476,523136,5460,100.0,0.011475890874862671,520135,-10.345839500427246,-389.7806701660156,0.00073,0.8400039076805115
7,704.4770250300003,71614,524136,5470,100.0,0.011202992871403694,521135,4.636918067932129,-389.3557434082031,0.00073,0.6160025596618652
7,745.7089143599999,71756,525136,5480,100.0,0.011637394316494465,522135,-0.1410379409790039,-388.15185546875,0.00073,0.6087592244148254
7,775.11677377,71893,526136,5490,100.0,0.011172052472829819,523135,6.995975494384766,-388.7140197753906,0.00073,0.5604572296142578
7,775.22093125,72032,527136,5500,100.0,0.010670282877981663,524135,0.9032050371170044,-389.66015625,0.00073,0.6010359525680542
7,774.0849226199998,72172,528136,5510,100.0,0.011094486340880394,525135,-3.5106756687164307,-389.8291320800781,0.00073,0.5956116914749146
7,774.0762610300002,72311,529136,5520,100.0,0.010463695973157883,526135,-4.73556661605835,-390.38665771484375,0.00073,0.4448322057723999
7,774.1472644,72450,530136,5530,100.0,0.010007645934820175,527135,1.8224068880081177,-389.3670349121094,0.00073,0.5197621583938599
7,774.2028750000001,72587,531136,5540,100.0,0.010258638300001621,528135,-3.524263381958008,-389.4512939453125,0.00073,0.46244877576828003
7,774.26085802,72726,532136,5550,100.0,0.010238124057650566,529135,10.108997344970703,-387.65863037109375,0.00073,0.685340940952301
7,774.25118244,72863,533136,5560,100.0,0.010442148894071579,530135,-1.2021024227142334,-389.3725280761719,0.00073,0.6835380792617798
7,774.2063262400001,73001,534136,5570,100.0,0.010539253242313862,531135,-2.2868075370788574,-388.8944396972656,0.00073,0.5318264365196228
7,774.17356988,73139,535136,5580,100.0,0.010914917103946209,532135,-7.894614219665527,-389.1935119628906,0.00073,0.6399685144424438
7,773.9275207199998,73277,536136,5590,100.0,0.011487798765301704,533135,-1.736889123916626,-389.2842102050781,0.00073,0.6791560053825378
7,773.9124204400001,73417,537136,5600,100.0,0.011199873872101307,534135,1.8977051973342896,-388.93585205078125,0.00073,0.48818355798721313
7,775.0781998699999,73557,538136,5610,100.0,0.010859411209821701,535135,11.037820816040039,-388.2129211425781,0.00073,0.4070943593978882
7,775.1187129099998,73698,539136,5620,100.0,0.010361144319176674,536135,5.809874534606934,-387.8511962890625,0.00073,0.4989902675151825
7,775.20125422,73837,540136,5630,100.0,0.010528042912483215,537135,1.6563023328781128,-388.0797119140625,0.00073,0.5584228038787842
7,775.2334424400001,73975,541136,5640,100.0,0.010246851481497288,538135,0.6238727569580078,-387.23486328125,0.00073,0.7194947004318237
7,775.2214891499998,74116,542136,5650,100.0,0.010688981972634792,539135,1.8680752515792847,-387.38775634765625,0.00073,0.6232558488845825
7,775.3078895199999,74255,543136,5660,100.0,0.010608014650642872,540135,-3.6754329204559326,-388.18975830078125,0.00073,0.6229976415634155
7,775.37035028,74394,544136,5670,100.0,0.010217075236141682,541135,7.845057010650635,-387.61981201171875,0.00073,0.5121709108352661
7,775.40724513,74531,545136,5680,100.0,0.00987575575709343,542135,-9.043672561645508,-387.467529296875,0.00073,0.4653013348579407
7,774.9198268299999,74671,546136,5690,100.0,0.009732808917760849,543135,-2.709683418273926,-387.3830871582031,0.00073,0.39112138748168945
7,775.0113404500001,74812,547136,5700,100.0,0.009330851957201958,544135,-1.6702121496200562,-386.944580078125,0.00073,0.5464150905609131
7,775.0630526200002,74951,548136,5710,100.0,0.009659361094236374,545135,1.3023507595062256,-387.4024353027344,0.00073,0.5690261125564575
7,775.1178539800001,75091,549136,5720,100.0,0.009865273721516132,546135,1.8235037326812744,-386.75811767578125,0.00073,0.46135884523391724
7,775.1295412500002,75234,550136,5730,100.0,0.009664738550782204,547135,-4.045092582702637,-386.03692626953125,0.00073,0.5604639053344727
