time/time_elapsed,time/fps,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/ent_coef_loss,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
17091,7,274.99571925,1300,100.0,130000,0.016697347164154053,1.1241419315338135,126999,-81.78450012207031,1.3777756690979004,0.00073
17226,7,274.50782984,1310,100.0,131000,0.016174642369151115,-6.598756790161133,127999,-78.66246032714844,1.0840516090393066,0.00073
17363,7,274.29743321999996,1320,100.0,132000,0.016385598108172417,0.5753533244132996,128999,-79.66868591308594,1.2158911228179932,0.00073
17498,7,274.38782198999996,1330,100.0,133000,0.016205616295337677,0.5379869937896729,129999,-83.36798858642578,1.1227245330810547,0.00073
17634,7,274.80912271,1340,100.0,134000,0.01566159538924694,4.523085117340088,130999,-86.79586791992188,0.928527295589447,0.00073
17769,7,274.94271057000003,1350,100.0,135000,0.01628187857568264,3.894538402557373,131999,-90.8738021850586,0.9832314848899841,0.00073
17905,7,296.46464786,1360,100.0,136000,0.016444632783532143,-0.06169319152832031,132999,-89.02140045166016,1.2876949310302734,0.00073
18041,7,297.7072792299999,1370,100.0,137000,0.01586659997701645,4.385342597961426,133999,-94.92877197265625,1.1188076734542847,0.00073
18176,7,298.5434717,1380,100.0,138000,0.015383519232273102,-2.707155227661133,134999,-93.45568084716797,1.0713231563568115,0.00073
18314,7,299.5041129,1390,100.0,139000,0.014848463237285614,0.5003820061683655,135999,-93.61287689208984,0.8407338857650757,0.00073
18451,7,300.07164572,1400,100.0,140000,0.015805646777153015,-1.4710936546325684,136999,-90.70685577392578,0.7825053930282593,0.00073
18586,7,296.40284365,1410,100.0,141000,0.015704242512583733,-1.8071930408477783,137999,-88.53314208984375,1.0164546966552734,0.00073
18723,7,296.83122543999997,1420,100.0,142000,0.015565849840641022,-2.2540605068206787,138999,-93.24006652832031,0.9037333726882935,0.00073
18859,7,297.15023978999994,1430,100.0,143000,0.015467828139662743,-2.476099967956543,139999,-95.5093002319336,0.9420294761657715,0.00073
18996,7,295.50693618,1440,100.0,144000,0.015338714234530926,-8.573529243469238,140999,-98.29457092285156,1.0162239074707031,0.00073
19133,7,295.62643205999996,1450,100.0,145000,0.015127640217542648,0.4831642508506775,141999,-94.59625244140625,1.0580105781555176,0.00073
19269,7,293.27347436,1460,100.0,146000,0.01528808195143938,-0.22343379259109497,142999,-95.98843383789062,0.6829164028167725,0.00073
19406,7,291.18786249,1470,100.0,147000,0.015079128555953503,-1.5430049896240234,143999,-91.37065887451172,0.8224796056747437,0.00073
19543,7,291.01749958,1480,100.0,148000,0.014696236699819565,-4.299221038818359,144999,-92.18403625488281,0.9498090744018555,0.00073
19680,7,291.00960947,1490,100.0,149000,0.014917486347258091,-2.9289793968200684,145999,-95.40277099609375,0.707011342048645,0.00073
19815,7,290.78962864,1500,100.0,150000,0.014744121581315994,-0.8598924279212952,146999,-91.25090026855469,0.7456450462341309,0.00073
19950,7,294.557385,1510,100.0,151000,0.015043743886053562,9.394344329833984,147999,-96.12416076660156,0.8564568161964417,0.00073
20087,7,294.84884887,1520,100.0,152000,0.014970445074141026,-4.757308483123779,148999,-99.71495056152344,0.6400548219680786,0.00073
20223,7,295.15384905999997,1530,100.0,153000,0.014957751147449017,1.7927017211914062,149999,-95.55720520019531,0.8379921913146973,0.00073
20359,7,297.01635454,1540,100.0,154000,0.01452016644179821,3.4913477897644043,150999,-97.72528076171875,0.7678166031837463,0.00073
20495,7,296.93896141000005,1550,100.0,155000,0.015079610049724579,-2.0027294158935547,151999,-101.2579116821289,0.6848034858703613,0.00073
20630,7,299.31129102,1560,100.0,156000,0.014619911089539528,2.4208602905273438,152999,-102.80220794677734,0.6974292993545532,0.00073
20766,7,301.43101507000006,1570,100.0,157000,0.015001000836491585,-2.405752420425415,153999,-105.34536743164062,0.610326886177063,0.00073
20902,7,302.40591192,1580,100.0,158000,0.014501532539725304,2.9225916862487793,154999,-99.11857604980469,0.7002816796302795,0.00073
21039,7,302.43680238,1590,100.0,159000,0.014935821294784546,8.050503730773926,155999,-97.82389831542969,0.7046805024147034,0.00073
21174,7,303.23508705,1600,100.0,160000,0.014796881005167961,-8.209291458129883,156999,-101.03931427001953,0.6807523965835571,0.00073
21311,7,304.78879163,1610,100.0,161000,0.014576954767107964,-9.162822723388672,157999,-107.77902221679688,0.720182478427887,0.00073
21449,7,304.84826534,1620,100.0,162000,0.014064041897654533,6.855118751525879,158999,-102.74016571044922,0.7575668096542358,0.00073
21585,7,304.64294099000006,1630,100.0,163000,0.01477905549108982,-3.352994918823242,159999,-105.25719451904297,0.7889995574951172,0.00073
21723,7,307.03442064,1640,100.0,164000,0.0140833156183362,14.804242134094238,160999,-99.00484466552734,0.7312130928039551,0.00073
21860,7,309.73559566,1650,100.0,165000,0.014461591839790344,4.507543087005615,161999,-103.71243286132812,0.7589578628540039,0.00073
21996,7,310.23207239999994,1660,100.0,166000,0.014514344744384289,-1.3050544261932373,162999,-107.73905181884766,0.613799512386322,0.00073
22133,7,313.04597408999996,1670,100.0,167000,0.01444806158542633,3.293020009994507,163999,-100.75546264648438,0.7374944686889648,0.00073
22269,7,316.84456469,1680,100.0,168000,0.014885950833559036,-4.890971660614014,164999,-108.3391342163086,0.7217279672622681,0.00073
22405,7,318.29135364000007,1690,100.0,169000,0.015370694920420647,14.123167991638184,165999,-107.04823303222656,0.9968695640563965,0.00073
22542,7,321.68511235000005,1700,100.0,170000,0.015345107764005661,1.2456344366073608,166999,-107.74324035644531,0.8369578123092651,0.00073
22678,7,330.00761359000006,1710,100.0,171000,0.016387473791837692,-4.272378444671631,167999,-107.64378356933594,0.940894365310669,0.00073
22816,7,341.42668086000003,1720,100.0,172000,0.017536014318466187,6.261672496795654,168999,-115.08051300048828,1.1772403717041016,0.00073
