rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,train/ent_coef,train/ent_coef_loss
535.7612295,75.0,46331,7,4880,337663,0.00073,-354.2790832519531,334662,3.881411075592041,0.022645559161901474,2.347658157348633
541.82052816,75.0,46436,7,4890,338413,0.00073,-354.16192626953125,335412,2.4419541358947754,0.02277599833905697,1.3742433786392212
546.95603498,75.0,46542,7,4900,339163,0.00073,-356.3601989746094,336162,3.6686177253723145,0.02197217009961605,1.101395606994629
547.27936672,75.0,46646,7,4910,339913,0.00073,-357.0508117675781,336912,2.0447912216186523,0.021873190999031067,-8.934311866760254
547.8465444,75.0,46751,7,4920,340663,0.00073,-353.41925048828125,337662,1.7316985130310059,0.02175397425889969,-2.410313606262207
547.6225076100001,75.0,46854,7,4930,341413,0.00073,-355.47100830078125,338412,2.2436933517456055,0.021775949746370316,-5.466893672943115
540.50090729,74.59,46953,7,4940,342122,0.00073,-353.58160400390625,339121,4.263670444488525,0.021736642345786095,-1.2931773662567139
539.20413096,74.59,47058,7,4950,342872,0.00073,-351.4637451171875,339871,3.7105965614318848,0.021851059049367905,1.0015571117401123
539.2559451200001,74.59,47162,7,4960,343622,0.00073,-352.3966979980469,340621,3.8715734481811523,0.020913580432534218,14.441910743713379
539.2373570499999,74.59,47268,7,4970,344372,0.00073,-352.2226257324219,341371,3.6360089778900146,0.021192051470279694,1.5115532875061035
539.1991076099999,74.59,47372,7,4980,345122,0.00073,-354.46490478515625,342121,4.07657527923584,0.021350549533963203,1.8750474452972412
538.78524593,74.59,47477,7,4990,345872,0.00073,-355.63525390625,342871,3.419952392578125,0.02045755833387375,5.189638614654541
539.02539731,74.59,47582,7,5000,346622,0.00073,-355.6683044433594,343621,2.9140379428863525,0.02098478563129902,4.681756019592285
539.40525807,74.59,47685,7,5010,347372,0.00073,-350.7716064453125,344371,2.5329432487487793,0.0217952411621809,-9.242879867553711
538.21800339,74.59,47790,7,5020,348122,0.00073,-356.4054870605469,345121,3.639183759689331,0.022083481773734093,6.466609954833984
537.2135318,74.59,47893,7,5030,348872,0.00073,-359.9523620605469,345871,3.212855815887451,0.02133362554013729,3.4395289421081543
544.28433526,75.0,47997,7,5040,349622,0.00073,-354.096435546875,346621,2.4809794425964355,0.020792657509446144,-5.717860221862793
544.9127721899999,75.0,48102,7,5050,350372,0.00073,-351.0509338378906,347371,3.454833507537842,0.020296256989240646,0.45843786001205444
543.37761783,75.0,48207,7,5060,351122,0.00073,-360.1180419921875,348121,2.119384288787842,0.01994565688073635,0.46047669649124146
542.8851279799999,75.0,48311,7,5070,351872,0.00073,-353.7723693847656,348871,3.652259349822998,0.020771818235516548,8.9251708984375
542.1648630899999,75.0,48417,7,5080,352622,0.00073,-357.306396484375,349621,2.2835679054260254,0.019291622564196587,5.690821647644043
542.49842366,75.0,48521,7,5090,353372,0.00073,-358.2585754394531,350371,2.181351900100708,0.019566209986805916,2.2811269760131836
540.38766555,75.0,48628,7,5100,354122,0.00073,-362.2397766113281,351121,2.030776023864746,0.020144494250416756,6.827460289001465
540.3839921,75.0,48733,7,5110,354872,0.00073,-357.3593444824219,351871,3.4520559310913086,0.01989011839032173,2.969761848449707
541.62930079,75.0,48839,7,5120,355622,0.00073,-356.97772216796875,352621,2.5610294342041016,0.019982388243079185,-5.1011271476745605
542.5748901000001,75.0,48945,7,5130,356372,0.00073,-353.5499572753906,353371,2.1607167720794678,0.019570903852581978,5.203823089599609
542.6330352099999,75.0,49049,7,5140,357122,0.00073,-353.5642395019531,354121,7.354984283447266,0.020103653892874718,5.113568305969238
543.3512221799999,75.0,49154,7,5150,357872,0.00073,-357.849365234375,354871,2.6517632007598877,0.019714029505848885,8.05270767211914
544.8115259000001,75.0,49258,7,5160,358622,0.00073,-359.96759033203125,355621,1.967494010925293,0.020108452066779137,1.0690475702285767
544.1878114399999,75.0,49365,7,5170,359372,0.00073,-359.8480224609375,356371,2.3279290199279785,0.01888195239007473,4.205998420715332
544.5653838900001,75.0,49471,7,5180,360122,0.00073,-356.9934387207031,357121,2.468895435333252,0.019549168646335602,8.45950984954834
544.4058491300001,75.0,49576,7,5190,360872,0.00073,-363.2679443359375,357871,1.8202199935913086,0.019282987341284752,-6.280379295349121
545.87973069,75.0,49682,7,5200,361622,0.00073,-358.797119140625,358621,2.0854907035827637,0.02048405073583126,-4.835707664489746
546.05029239,75.0,49787,7,5210,362372,0.00073,-361.7625427246094,359371,1.9930874109268188,0.019650898873806,0.2825341820716858
545.3007307,75.0,49892,7,5220,363122,0.00073,-362.2513732910156,360121,1.662434458732605,0.020070800557732582,0.8785197734832764
545.4211799199999,75.0,49998,7,5230,363872,0.00073,-362.3730163574219,360871,1.7562955617904663,0.01910633035004139,4.2738237380981445
545.05425837,75.0,50103,7,5240,364622,0.00073,-359.9757385253906,361621,1.8154640197753906,0.01830144412815571,0.23327010869979858
544.2786073899999,75.0,50208,7,5250,365372,0.00073,-356.0599365234375,362371,2.7006142139434814,0.018914924934506416,3.9221420288085938
544.09059034,75.0,50313,7,5260,366122,0.00073,-363.458984375,363121,1.9019501209259033,0.018713409081101418,0.8624368906021118
545.55160859,75.0,50418,7,5270,366872,0.00073,-364.7594299316406,363871,1.5920209884643555,0.018898751586675644,-12.57778263092041
546.2250689400001,75.0,50523,7,5280,367622,0.00073,-363.01153564453125,364621,1.707359790802002,0.017871277406811714,-8.797130584716797
546.72462911,75.0,50628,7,5290,368372,0.00073,-362.73797607421875,365371,1.5988092422485352,0.01801539584994316,-1.6113768815994263
546.94581207,75.0,50734,7,5300,369122,0.00073,-362.63262939453125,366121,2.1005849838256836,0.017373474314808846,-2.0612144470214844
547.1433178599999,75.0,50839,7,5310,369872,0.00073,-361.85137939453125,366871,1.5175042152404785,0.017315225675702095,-2.7423818111419678
547.50195198,75.0,50945,7,5320,370622,0.00073,-361.5196533203125,367621,2.1288554668426514,0.0171367134898901,-11.221980094909668
547.60707614,75.0,51050,7,5330,371372,0.00073,-365.5667724609375,368371,2.0944621562957764,0.01710062474012375,2.8312971591949463
547.9488420899999,75.0,51155,7,5340,372122,0.00073,-366.19781494140625,369121,1.8163903951644897,0.017316406592726707,6.817777633666992
548.46526763,75.0,51259,7,5350,372872,0.00073,-360.2234191894531,369871,1.7782459259033203,0.01727481558918953,20.065277099609375
548.63570567,75.0,51363,7,5360,373622,0.00073,-364.4110107421875,370621,1.4765000343322754,0.017030594870448112,-4.9535980224609375
548.7667103099999,75.0,51468,7,5370,374372,0.00073,-364.7313232421875,371371,2.242081880569458,0.016804521903395653,-1.0585798025131226
548.69093472,75.0,51574,7,5380,375122,0.00073,-366.0055847167969,372121,1.2922512292861938,0.017154527828097343,-5.603697776794434
548.5080417300001,75.0,51678,7,5390,375872,0.00073,-367.39752197265625,372871,1.4652695655822754,0.017426492646336555,-12.063735961914062
548.85785824,75.0,51783,7,5400,376622,0.00073,-362.7176513671875,373621,1.447799563407898,0.016612624749541283,1.9833147525787354
548.79324485,75.0,51886,7,5410,377372,0.00073,-367.6739501953125,374371,4.26285457611084,0.016822168603539467,-5.694560527801514
548.88033823,75.0,51992,7,5420,378122,0.00073,-366.44073486328125,375121,1.5652738809585571,0.01599896140396595,-5.013262748718262
549.1229516799999,75.0,52099,7,5430,378872,0.00073,-365.59002685546875,375871,1.5104255676269531,0.016986943781375885,3.2691705226898193
549.26442441,75.0,52205,7,5440,379622,0.00073,-368.3309020996094,376621,1.4007731676101685,0.015655450522899628,-5.8451619148254395
548.66096008,75.0,52310,7,5450,380372,0.00073,-364.98480224609375,377371,4.523307800292969,0.015427036210894585,-5.950201988220215
541.95305249,74.56,52408,7,5460,381078,0.00073,-368.0316467285156,378077,1.725264072418213,0.01633911393582821,-4.637225151062012
534.82575769,74.36,52510,7,5470,381808,0.00073,-369.872802734375,378807,1.639862060546875,0.018024632707238197,-5.868337631225586
534.2504887,74.36,52615,7,5480,382558,0.00073,-367.16143798828125,379557,2.514681816101074,0.017195452004671097,8.042930603027344
484.29416836999997,73.97,52715,7,5490,383269,0.00073,-373.4273681640625,380268,6.598767280578613,0.031740207225084305,6.751420021057129
428.93830805,73.1,52811,7,5500,383932,0.00073,-378.8236999511719,380931,5.114754676818848,0.03364225849509239,-2.6627254486083984
428.2268956899999,73.1,52916,7,5510,384682,0.00073,-383.22076416015625,381681,3.5087971687316895,0.02797228842973709,-7.042540550231934
427.6526159,73.1,53020,7,5520,385432,0.00073,-375.677978515625,382431,2.236171245574951,0.021359633654356003,-8.23421859741211
426.71636589,73.1,53127,7,5530,386182,0.00073,-375.5718078613281,383181,2.133516788482666,0.01891290582716465,5.468050003051758
425.67574551000007,73.1,53232,7,5540,386932,0.00073,-370.865478515625,383931,6.114690780639648,0.01893245428800583,13.048727035522461
425.83731810999996,73.1,53338,7,5550,387682,0.00073,-371.7611083984375,384681,1.307612419128418,0.017132163047790527,-7.657470703125
432.76263606,73.54,53445,7,5560,388432,0.00073,-372.92694091796875,385431,1.733750581741333,0.017036352306604385,-19.27675437927246
383.94819896,70.4,53504,7,5570,388848,0.00073,-486.32476806640625,385847,96.33253479003906,0.029327983036637306,223.72503662109375
305.86573132,65.21,53536,7,5580,389079,0.00073,-626.7238159179688,386078,137.18360900878906,0.04415157437324524,232.87672424316406
275.65586004000005,60.72,53572,7,5590,389341,0.00073,-724.2154541015625,386340,70.56517791748047,0.06061455234885216,165.9298095703125
244.13114124,58.55,53634,7,5600,389787,0.00073,-794.8740234375,386786,74.45207977294922,0.08422482758760452,87.52376556396484
151.17696809999998,57.14,53719,7,5610,390396,0.00073,-833.860595703125,387395,46.16944885253906,0.1081782728433609,26.94961929321289
74.94434375,55.15,53795,7,5620,390947,0.00073,-773.5738525390625,387946,58.919410705566406,0.11704325675964355,11.876413345336914
11.302483879999997,54.34,53889,7,5630,391616,0.00073,-743.3390502929688,388615,39.44139862060547,0.11859963089227676,-11.59154224395752
-20.02658080000001,54.34,53993,7,5640,392366,0.00073,-654.7496948242188,389365,31.969026565551758,0.09040185064077377,-25.45082664489746
-21.554501749999996,54.34,54098,7,5650,393116,0.00073,-594.020263671875,390115,11.013914108276367,0.061618611216545105,-25.511844635009766
-28.70969582,54.34,54204,7,5660,393866,0.00073,-533.0186767578125,390865,7.531036376953125,0.04362422972917557,-17.793230056762695
21.6414916,57.68,54308,7,5670,394616,0.00073,-495.10064697265625,391615,5.133444786071777,0.03442620486021042,-17.11397933959961
67.77119719000001,62.13,54403,7,5680,395292,0.00073,-455.1910095214844,392291,11.540613174438477,0.028082452714443207,-8.631229400634766
135.14904165,66.31,54498,7,5690,395972,0.00073,-440.9319152832031,392971,6.002627372741699,0.02550659514963627,-11.902177810668945
220.74452217,69.35,54603,7,5700,396722,0.00073,-419.9197082519531,393721,4.348435878753662,0.023357907310128212,1.5977953672409058
311.13003805,70.76,54708,7,5710,397472,0.00073,-401.2666931152344,394471,6.175146102905273,0.020647233352065086,4.279879570007324
383.79563318999993,72.75,54813,7,5720,398222,0.00073,-394.3312683105469,395221,4.4159440994262695,0.01973077468574047,2.7730205059051514
442.52737119,73.56,54918,7,5730,398972,0.00073,-392.59906005859375,395971,1.9808369874954224,0.01878715306520462,5.441920757293701
473.40941617,73.56,55022,7,5740,399722,0.00073,-382.04632568359375,396721,2.6544065475463867,0.018365176394581795,-2.5932483673095703
448.55423016000003,72.5,55111,7,5750,400366,0.00073,-381.08184814453125,397365,3.024306297302246,0.017853740602731705,-6.228830814361572
407.00764136000004,70.72,55191,7,5760,400938,0.00073,-376.29547119140625,397937,2.5497138500213623,0.017987994477152824,-4.894259452819824
412.49054533000003,70.72,55296,7,5770,401688,0.00073,-369.8697814941406,398687,4.404551029205322,0.01881967857480049,11.78093147277832
444.80092119,71.46,55401,7,5780,402438,0.00073,-374.12060546875,399437,1.6377534866333008,0.01844038814306259,-6.051845550537109
457.15873201999995,72.16,55509,7,5790,403188,0.00073,-373.1211853027344,400187,2.3100521564483643,0.01773127168416977,-3.7097697257995605
458.2148963300001,72.16,55614,7,5800,403938,0.00073,-368.2261047363281,400937,3.362379312515259,0.017084764316678047,5.0287299156188965
461.15199970000003,72.16,55719,7,5810,404688,0.00073,-368.09429931640625,401687,5.718208312988281,0.01757975108921528,7.885069370269775
464.65118511000003,72.16,55824,7,5820,405438,0.00073,-367.53076171875,402437,2.3164162635803223,0.017469605430960655,7.165182113647461
469.78972755999996,72.16,55930,7,5830,406188,0.00073,-356.6035461425781,403187,3.297062873840332,0.017123522236943245,5.276440143585205
442.6291353099999,71.73,56029,7,5840,406895,0.00073,-367.7147216796875,403894,1.9469925165176392,0.01817373000085354,4.209948539733887
467.48400522000003,72.79,56133,7,5850,407645,0.00073,-367.8148193359375,404644,2.7950949668884277,0.017667215317487717,-7.196410179138184
515.60564109,74.57,56239,7,5860,408395,0.00073,-367.79766845703125,405394,2.7185332775115967,0.017677200958132744,-8.06047534942627
514.96403981,74.57,56344,7,5870,409145,0.00073,-362.308837890625,406144,10.079490661621094,0.017440881580114365,1.9988062381744385
514.33030608,74.57,56449,7,5880,409895,0.00073,-362.45758056640625,406894,3.1133666038513184,0.01725386455655098,-1.2890082597732544
512.5609133400001,74.57,56554,7,5890,410645,0.00073,-366.57037353515625,407644,3.222799777984619,0.01705421693623066,-4.269781112670898
510.1169757800001,74.57,56659,7,5900,411395,0.00073,-363.29449462890625,408394,11.065625190734863,0.017731085419654846,5.081387042999268
510.33691844000003,74.57,56763,7,5910,412145,0.00073,-365.949951171875,409144,3.7305893898010254,0.01758458837866783,6.450648307800293
510.77484202,74.57,56868,7,5920,412895,0.00073,-362.1717224121094,409894,4.434844017028809,0.01721940189599991,4.085221767425537
511.57693868999996,74.57,56974,7,5930,413645,0.00073,-365.8384704589844,410644,2.6276445388793945,0.01668335497379303,7.666810989379883
539.83207065,75.0,57080,7,5940,414395,0.00073,-365.36871337890625,411394,3.5539374351501465,0.017014797776937485,4.384430408477783
540.57949616,75.0,57184,7,5950,415145,0.00073,-363.76806640625,412144,6.876622200012207,0.01724517159163952,2.600762128829956
539.9472256900001,75.0,57289,7,5960,415895,0.00073,-363.43939208984375,412894,2.322871208190918,0.016512246802449226,4.576641082763672
540.30186986,75.0,57393,7,5970,416645,0.00073,-363.7229309082031,413644,2.244304656982422,0.017193902283906937,-3.403276205062866
541.3915569799999,75.0,57498,7,5980,417395,0.00073,-368.588134765625,414394,1.2155086994171143,0.01691174879670143,-1.0587114095687866
543.32978381,75.0,57602,7,5990,418145,0.00073,-364.16387939453125,415144,3.64943790435791,0.0169854536652565,-9.697141647338867
474.43786672000005,72.42,57671,7,6000,418637,0.00073,-370.476318359375,415636,6.470223426818848,0.02094988152384758,15.088168144226074
406.76074613,71.87,57769,7,6010,419332,0.00073,-368.9638977050781,416331,6.821863174438477,0.021946368739008904,7.9787678718566895
335.1413436099999,68.43,57827,7,6020,419738,0.00073,-365.81146240234375,416737,3.6560471057891846,0.020513873547315598,0.14810657501220703
333.99532376,68.43,57932,7,6030,420488,0.00073,-364.63079833984375,417487,4.01068639755249,0.01772593893110752,8.953367233276367
334.4414719,68.43,58038,7,6040,421238,0.00073,-363.5186767578125,418237,3.353747606277466,0.016697218641638756,-7.462980270385742
334.92178803999997,68.43,58143,7,6050,421988,0.00073,-361.5181579589844,418987,2.5706443786621094,0.01845637708902359,2.994474411010742
335.3093528300001,68.43,58249,7,6060,422738,0.00073,-359.968994140625,419737,3.483983039855957,0.017675768584012985,-4.396158218383789
335.65197518,68.43,58356,7,6070,423488,0.00073,-363.0342102050781,420487,2.686110496520996,0.016747046262025833,8.272011756896973
335.64674135,68.43,58462,7,6080,424238,0.00073,-367.6177978515625,421237,1.637967586517334,0.017108112573623657,-9.379371643066406
336.16602897999996,68.43,58570,7,6090,424988,0.00073,-364.61907958984375,421987,2.6502320766448975,0.018390744924545288,-6.7817583084106445
407.98416518000005,71.01,58676,7,6100,425738,0.00073,-362.643310546875,422737,5.816744804382324,0.017168210819363594,14.487924575805664
475.71127154999994,71.56,58781,7,6110,426488,0.00073,-369.5445861816406,423487,1.2590723037719727,0.017124852165579796,-12.590124130249023
547.7810116600001,75.0,58886,7,6120,427238,0.00073,-366.21002197265625,424237,1.7423903942108154,0.017244109883904457,1.793394684791565
548.7282518000001,75.0,58991,7,6130,427988,0.00073,-369.4155578613281,424987,4.458017349243164,0.019529014825820923,6.587069988250732
528.66046679,74.58,59091,7,6140,428696,0.00073,-370.9217529296875,425695,2.518139362335205,0.02256770245730877,-14.897470474243164
528.9612996699999,74.58,59196,7,6150,429446,0.00073,-368.9081115722656,426445,1.4470655918121338,0.018239935860037804,-9.99368953704834
528.9195556599999,74.58,59300,7,6160,430196,0.00073,-363.9238586425781,427195,2.554703712463379,0.017331929877400398,-1.8411121368408203
528.7266720399999,74.58,59405,7,6170,430946,0.00073,-367.0196228027344,427945,4.903565406799316,0.017047127708792686,-1.4458696842193604
528.05322983,74.58,59511,7,6180,431696,0.00073,-367.2062072753906,428695,3.0218353271484375,0.016949547454714775,5.648717880249023
527.24914499,74.58,59615,7,6190,432446,0.00073,-369.87127685546875,429445,3.7172117233276367,0.016639674082398415,-4.175768852233887
486.7565065799999,74.11,59715,7,6200,433149,0.00073,-367.8424072265625,430148,3.0247764587402344,0.018455857411026955,-8.450238227844238
477.0368557900001,74.11,59820,7,6210,433899,0.00073,-366.79339599609375,430898,6.067739486694336,0.017184549942612648,-7.947698593139648
476.8520985400001,74.11,59926,7,6220,434649,0.00073,-366.0552673339844,431648,2.0358052253723145,0.017197920009493828,-9.582108497619629
476.96329296999994,74.11,60031,7,6230,435399,0.00073,-363.4983825683594,432398,8.146622657775879,0.016895024105906487,14.166240692138672
496.7786606200001,74.53,60135,7,6240,436149,0.00073,-363.22412109375,433148,2.687934398651123,0.0171000137925148,-10.352892875671387
497.04679848,74.53,60239,7,6250,436899,0.00073,-366.144287109375,433898,3.8433802127838135,0.01588490605354309,3.103624105453491
497.63742347,74.53,60344,7,6260,437649,0.00073,-369.4243469238281,434648,1.6374367475509644,0.017391104251146317,-8.121100425720215
497.88944106,74.53,60448,7,6270,438399,0.00073,-368.1502685546875,435398,1.2680928707122803,0.017104042693972588,-8.041402816772461
498.80019108,74.53,60552,7,6280,439149,0.00073,-359.03680419921875,436148,3.5578291416168213,0.016849985346198082,17.429746627807617
499.64802684,74.53,60657,7,6290,439899,0.00073,-364.7727355957031,436898,1.8148912191390991,0.017692843452095985,-7.576601028442383
539.64939803,75.0,60762,7,6300,440649,0.00073,-364.7168273925781,437648,1.8481581211090088,0.016616221517324448,-6.348606586456299
547.9036740899999,75.0,60867,7,6310,441399,0.00073,-364.7992858886719,438398,2.0753612518310547,0.01719277910888195,6.358670234680176
548.1805377699999,75.0,60972,7,6320,442149,0.00073,-363.4689025878906,439148,2.7162303924560547,0.01663622446358204,-4.196748733520508
547.6865432,75.0,61077,7,6330,442899,0.00073,-362.37176513671875,439898,2.5673117637634277,0.016224436461925507,2.7726969718933105
547.5854732399999,75.0,61183,7,6340,443649,0.00073,-368.7176513671875,440648,2.048013210296631,0.016847919672727585,3.302586793899536
548.09579416,75.0,61288,7,6350,444399,0.00073,-368.4209899902344,441398,1.913398265838623,0.015936434268951416,0.9567813873291016
548.3618550900001,75.0,61392,7,6360,445149,0.00073,-359.6798095703125,442148,3.0073046684265137,0.015876848250627518,9.467065811157227
548.6035765800001,75.0,61497,7,6370,445899,0.00073,-367.75506591796875,442898,1.6076610088348389,0.015494359657168388,2.1333370208740234
548.4689620099999,75.0,61602,7,6380,446649,0.00073,-366.10296630859375,443648,1.8122224807739258,0.016339698806405067,-6.046439170837402
547.6684238799999,75.0,61707,7,6390,447399,0.00073,-369.8503112792969,444398,1.1838173866271973,0.015584729611873627,-13.982757568359375
547.81980668,75.0,61811,7,6400,448149,0.00073,-362.9431457519531,445148,3.293069839477539,0.016302326694130898,8.727714538574219
548.68033076,75.0,61918,7,6410,448899,0.00073,-367.7742004394531,445898,1.6604437828063965,0.015480047091841698,-9.525906562805176
548.90606187,75.0,62022,7,6420,449649,0.00073,-367.1155090332031,446648,2.170816659927368,0.015457741916179657,0.6197596788406372
549.8367453200001,75.0,62127,7,6430,450399,0.00073,-363.279541015625,447398,1.4668183326721191,0.015554312616586685,2.194960832595825
550.2451539599999,75.0,62232,7,6440,451149,0.00073,-364.060302734375,448148,1.82884681224823,0.01549773570150137,16.150083541870117
550.0492668500001,75.0,62338,7,6450,451899,0.00073,-369.8346862792969,448898,1.2281826734542847,0.015045681037008762,-2.931495428085327
549.2925380700001,75.0,62444,7,6460,452649,0.00073,-369.9105529785156,449648,1.58024001121521,0.015383013524115086,-10.099319458007812
549.0985095399999,75.0,62550,7,6470,453399,0.00073,-368.1047668457031,450398,2.1047966480255127,0.014878074638545513,0.08149278163909912
548.5062120900001,75.0,62655,7,6480,454149,0.00073,-367.6379699707031,451148,1.007322072982788,0.014796549454331398,0.12254258990287781
538.6032343599999,74.59,62755,7,6490,454858,0.00073,-368.73382568359375,451857,2.8986082077026367,0.015740107744932175,-1.7007628679275513
512.24742238,73.41,62843,7,6500,455490,0.00073,-367.7327575683594,452489,2.6820383071899414,0.015228689648211002,-14.84087085723877
511.63106785000014,73.41,62948,7,6510,456240,0.00073,-364.5365905761719,453239,2.4019761085510254,0.015548202209174633,-2.793773651123047
511.22715458,73.41,63054,7,6520,456990,0.00073,-360.05889892578125,453989,2.527590274810791,0.015126977115869522,15.81645679473877
511.20121243,73.41,63159,7,6530,457740,0.00073,-362.1116943359375,454739,1.8935151100158691,0.014289150014519691,7.1381025314331055
511.2446012500001,73.41,63263,7,6540,458490,0.00073,-365.2946472167969,455489,2.542417049407959,0.015340191312134266,-2.154221296310425
511.14164077000004,73.41,63368,7,6550,459240,0.00073,-369.8761901855469,456239,1.0685715675354004,0.01507702935487032,-6.380058288574219
511.7140878900001,73.41,63472,7,6560,459990,0.00073,-369.5760803222656,456989,2.430211067199707,0.01521788164973259,-3.9342803955078125
511.93664895000006,73.41,63576,7,6570,460740,0.00073,-365.522216796875,457739,1.3847770690917969,0.015452170744538307,0.2185434103012085
512.0662199600001,73.41,63682,7,6580,461490,0.00073,-368.8403625488281,458489,1.3866655826568604,0.015893854200839996,-4.7551445960998535
519.2375678400001,73.82,63790,7,6590,462240,0.00073,-369.5777282714844,459239,2.000934362411499,0.015827873721718788,-9.158865928649902
537.98653,75.0,63895,7,6600,462990,0.00073,-368.6540832519531,459989,1.6782910823822021,0.015906447544693947,1.7299156188964844
539.24798981,75.0,64001,7,6610,463740,0.00073,-370.61419677734375,460739,5.4427642822265625,0.015685593709349632,16.545717239379883
539.30627318,75.0,64111,7,6620,464490,0.00073,-369.03814697265625,461489,2.325786590576172,0.015431582927703857,1.4799630641937256
538.8933874200001,75.0,64217,7,6630,465240,0.00073,-365.2503356933594,462239,1.22304105758667,0.015102162025868893,-10.567089080810547
538.0544660300001,75.0,64323,7,6640,465990,0.00073,-365.7854919433594,462989,2.787004232406616,0.014675767160952091,2.746354579925537
536.1510515499999,75.0,64428,7,6650,466740,0.00073,-368.4837951660156,463739,1.1648216247558594,0.01577441580593586,-10.294776916503906
535.6890041199999,75.0,64533,7,6660,467490,0.00073,-366.22003173828125,464489,1.967292308807373,0.013910866342484951,-5.403676509857178
533.43285761,75.0,64639,7,6670,468240,0.00073,-370.3475646972656,465239,1.4375745058059692,0.015020010992884636,-12.360340118408203
532.52129566,75.0,64745,7,6680,468990,0.00073,-364.56475830078125,465989,1.1050539016723633,0.016386153176426888,-1.7155802249908447
535.20196669,75.0,64850,7,6690,469740,0.00073,-365.764404296875,466739,1.45456862449646,0.015262865461409092,3.280911445617676
543.15290133,75.0,64955,7,6700,470490,0.00073,-368.4935607910156,467489,2.319071054458618,0.015073521062731743,0.7971091270446777
542.67299494,75.0,65062,7,6710,471240,0.00073,-362.0872802734375,468239,3.3601815700531006,0.014101452194154263,-1.3144148588180542
542.73404093,75.0,65169,7,6720,471990,0.00073,-365.0563049316406,468989,2.3680028915405273,0.016140181571245193,3.5826401710510254
543.0168358,75.0,65275,7,6730,472740,0.00073,-370.6474609375,469739,1.569179654121399,0.014716250821948051,-3.9180240631103516
543.59094123,75.0,65381,7,6740,473490,0.00073,-364.9661865234375,470489,2.584674835205078,0.014918076805770397,5.633666038513184
544.4989482999999,75.0,65485,7,6750,474240,0.00073,-366.00042724609375,471239,1.4151268005371094,0.014429086819291115,-6.493767261505127
545.1105565800001,75.0,65590,7,6760,474990,0.00073,-364.3869323730469,471989,2.029085159301758,0.015893936157226562,12.099593162536621
532.3947799900001,74.54,65688,7,6770,475694,0.00073,-368.2184753417969,472693,1.6440153121948242,0.015842333436012268,-8.05469799041748
505.98860785000005,74.18,65787,7,6780,476408,0.00073,-365.4917907714844,473407,6.249862194061279,0.016069713979959488,9.617523193359375
491.89655182,73.79,65886,7,6790,477119,0.00073,-367.05596923828125,474118,3.1157937049865723,0.015414991416037083,0.032827943563461304
491.33217604999993,73.79,65990,7,6800,477869,0.00073,-361.79632568359375,474868,5.370520114898682,0.015112737193703651,10.344486236572266
491.37428162000003,73.79,66095,7,6810,478619,0.00073,-365.5844421386719,475618,2.563791275024414,0.015978163108229637,18.246780395507812
491.32940313000006,73.79,66199,7,6820,479369,0.00073,-363.4118957519531,476368,2.804234743118286,0.01675449125468731,-2.8045592308044434
491.14292764000015,73.79,66303,7,6830,480119,0.00073,-363.15179443359375,477118,3.6376757621765137,0.016111262142658234,13.398416519165039
491.43343766999993,73.79,66407,7,6840,480869,0.00073,-370.56005859375,477868,1.6838879585266113,0.015334691852331161,-11.742462158203125
491.80271259,73.79,66512,7,6850,481619,0.00073,-360.7364807128906,478618,2.3510613441467285,0.015459459275007248,9.625869750976562
491.4729051400001,73.79,66619,7,6860,482369,0.00073,-364.4216003417969,479368,5.3072309494018555,0.015839040279388428,2.9182395935058594
506.3735439,74.25,66724,7,6870,483119,0.00073,-364.8346862792969,480118,1.7441158294677734,0.014954749494791031,-5.934855937957764
533.7251225900001,74.61,66829,7,6880,483869,0.00073,-367.4215393066406,480868,3.166710615158081,0.015420997515320778,10.536994934082031
548.7539841699999,75.0,66934,7,6890,484619,0.00073,-367.61260986328125,481618,1.7091944217681885,0.01483919844031334,10.397517204284668
548.82784586,75.0,67039,7,6900,485369,0.00073,-363.4815673828125,482368,2.9751782417297363,0.015528582967817783,-3.956580877304077
548.5958208800001,75.0,67144,7,6910,486119,0.00073,-365.0808410644531,483118,3.203817844390869,0.014869378879666328,10.26816177368164
548.9394222300001,75.0,67249,7,6920,486869,0.00073,-365.88629150390625,483868,5.393525123596191,0.015527079813182354,4.176087379455566
548.56964534,75.0,67354,7,6930,487619,0.00073,-367.2489013671875,484618,1.8673309087753296,0.0157033521682024,-3.133824586868286
548.44676865,75.0,67460,7,6940,488369,0.00073,-365.119873046875,485368,2.7937071323394775,0.016341419890522957,2.0491974353790283
549.1865003400001,75.0,67565,7,6950,489119,0.00073,-368.3717956542969,486118,1.083217740058899,0.014632067643105984,-12.840033531188965
549.01119913,75.0,67671,7,6960,489869,0.00073,-366.07470703125,486868,2.104675769805908,0.014972101897001266,2.4932217597961426
522.5541960099999,74.69,67772,7,6970,490588,0.00073,-365.059326171875,487587,2.9540247917175293,0.017914338037371635,0.00958108901977539
477.43803018,73.19,67857,7,6980,491188,0.00073,-363.9660949707031,488187,5.251694679260254,0.016515979543328285,5.8566508293151855
476.24579067999997,73.19,67965,7,6990,491938,0.00073,-361.5777282714844,488937,3.866377830505371,0.016082463786005974,8.227250099182129
476.61537748,73.19,68071,7,7000,492688,0.00073,-367.99420166015625,489687,2.5659468173980713,0.016592374071478844,1.7591760158538818
