time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef,train/critic_loss
50589,6,761.71877179,100.0,348000,3480,-394.7052001953125,0.00073,344999,1.9754838943481445,0.0008751428686082363,0.027038410305976868
50739,6,761.97118585,100.0,349000,3490,-394.17999267578125,0.00073,345999,1.7289848327636719,0.0011711549013853073,0.03290974348783493
50891,6,763.0584111800002,100.0,350000,3500,-394.9001159667969,0.00073,346999,-4.789189338684082,0.0009538590093143284,0.05588022619485855
51042,6,763.0515559,100.0,351000,3510,-394.37261962890625,0.00073,347999,0.669687032699585,0.0010051572462543845,0.025767158716917038
51194,6,764.6772534,100.0,352000,3520,-395.10333251953125,0.00073,348999,0.10000085830688477,0.000825174618512392,0.03180830180644989
51343,6,765.9070086000002,100.0,353000,3530,-394.6829833984375,0.00073,349999,-3.3700883388519287,0.0008423895924352109,0.030624965205788612
51492,6,765.8273620399999,100.0,354000,3540,-394.7120666503906,0.00073,350999,-2.028006076812744,0.0010231402702629566,0.16012948751449585
51644,6,766.5508834700001,100.0,355000,3550,-395.0289001464844,0.00073,351999,-4.949354648590088,0.0008800364448688924,0.019068852066993713
51796,6,766.55108682,100.0,356000,3560,-394.8692626953125,0.00073,352999,-5.318823337554932,0.0010523524833843112,0.0466030016541481
51948,6,767.5793982999999,100.0,357000,3570,-394.8411865234375,0.00073,353999,2.263301372528076,0.0007155020721256733,0.030665211379528046
52099,6,767.7782373599999,100.0,358000,3580,-394.9461669921875,0.00073,354999,-3.3111910820007324,0.0008419140940532088,0.05278869718313217
52252,6,768.4425728900001,100.0,359000,3590,-394.2884216308594,0.00073,355999,-1.0074520111083984,0.0008304688381031156,0.029083499684929848
52405,6,768.0159448800001,100.0,360000,3600,-394.6183166503906,0.00073,356999,0.6451737284660339,0.0007880200282670557,0.06459224224090576
52556,6,767.28920127,100.0,361000,3610,-394.743896484375,0.00073,357999,-2.302539825439453,0.0008540777489542961,0.09530319273471832
52708,6,766.4231033099999,100.0,362000,3620,-394.55792236328125,0.00073,358999,2.8865787982940674,0.0006758688832633197,0.021865975111722946
52862,6,766.5308748900002,100.0,363000,3630,-394.62017822265625,0.00073,359999,-0.7596376538276672,0.000786391319707036,0.04842570424079895
53014,6,765.3727627000001,100.0,364000,3640,-394.998046875,0.00073,360999,-3.358790636062622,0.0009973982814699411,0.04223077371716499
53166,6,764.79888209,100.0,365000,3650,-394.94683837890625,0.00073,361999,0.320850133895874,0.0008900755201466382,0.057126954197883606
53317,6,764.2805595200001,100.0,366000,3660,-394.7668151855469,0.00073,362999,-0.41988396644592285,0.0010486532701179385,0.04725299030542374
53469,6,763.26054881,100.0,367000,3670,-394.5805969238281,0.00073,363999,2.8743152618408203,0.0008536188979633152,0.026205070316791534
53620,6,763.2405160200002,100.0,368000,3680,-394.64837646484375,0.00073,364999,0.44162893295288086,0.0007678098627366126,0.0226279366761446
53773,6,763.31533682,100.0,369000,3690,-394.7403259277344,0.00073,365999,1.92660391330719,0.0009180064080283046,0.054966580122709274
53923,6,763.32387763,100.0,370000,3700,-394.5634765625,0.00073,366999,-1.3013684749603271,0.0008523779106326401,0.07716047763824463
54075,6,763.4733506900002,100.0,371000,3710,-394.59515380859375,0.00073,367999,-3.7133307456970215,0.0009840448619797826,0.05010005831718445
54230,6,763.4552644699999,100.0,372000,3720,-394.64617919921875,0.00073,368999,-1.2263612747192383,0.0008521515410393476,0.015938177704811096
54380,6,763.1662913900003,100.0,373000,3730,-394.7860412597656,0.00073,369999,-1.8152953386306763,0.0011350708082318306,0.03415856510400772
54532,6,764.19987317,100.0,374000,3740,-395.0169372558594,0.00073,370999,-0.3653062582015991,0.0007670168415643275,0.0594426766037941
54683,6,763.4106043399998,100.0,375000,3750,-394.6499328613281,0.00073,371999,-3.040954113006592,0.0006432901718653738,0.030939169228076935
54835,6,763.3350604599998,100.0,376000,3760,-394.8992919921875,0.00073,372999,5.210108280181885,0.0008446871070191264,0.14252544939517975
54990,6,763.36578296,100.0,377000,3770,-394.914306640625,0.00073,373999,-3.430133581161499,0.001181554514914751,0.03647114336490631
55138,6,763.7949132299999,100.0,378000,3780,-394.8818054199219,0.00073,374999,0.3334019184112549,0.0009429656201973557,0.04309540241956711
55290,6,763.84674103,100.0,379000,3790,-393.8495178222656,0.00073,375999,0.4874659478664398,0.0009142486960627139,0.015528665855526924
55444,6,763.2906217799998,100.0,380000,3800,-394.450927734375,0.00073,376999,5.378453731536865,0.0009453842067159712,0.06918609887361526
55596,6,764.10939339,100.0,381000,3810,-394.21124267578125,0.00073,377999,0.8544515371322632,0.0007138482760637999,0.037484608590602875
55749,6,764.14918649,100.0,382000,3820,-395.1151428222656,0.00073,378999,-0.5220451354980469,0.0008985008462332189,0.0428202748298645
55902,6,764.2012313799999,100.0,383000,3830,-394.78131103515625,0.00073,379999,-4.801253318786621,0.0010070244316011667,0.020649641752243042
56055,6,763.63366723,100.0,384000,3840,-394.216796875,0.00073,380999,0.7339827418327332,0.0007635436486452818,0.050965815782547
56208,6,763.8993719700002,100.0,385000,3850,-394.739501953125,0.00073,381999,-1.2266687154769897,0.0006086783832870424,0.011412452906370163
56360,6,764.6519502000001,100.0,386000,3860,-394.73565673828125,0.00073,382999,-4.05885124206543,0.0006781596457585692,0.03583141416311264
56513,6,764.9943138099999,100.0,387000,3870,-394.57696533203125,0.00073,383999,2.1028828620910645,0.0006941749015823007,0.027769340202212334
56664,6,764.24025218,100.0,388000,3880,-394.2066345214844,0.00073,384999,3.3942174911499023,0.0007738801650702953,0.1062786728143692
56817,6,763.65038865,100.0,389000,3890,-394.8648681640625,0.00073,385999,-0.7023302912712097,0.0010301432339474559,0.024724628776311874
56969,6,763.1064482300001,100.0,390000,3900,-394.5707702636719,0.00073,386999,29.71864891052246,0.001249119290150702,0.021216172724962234
57121,6,762.1183450999998,100.0,391000,3910,-394.8829040527344,0.00073,387999,-18.666471481323242,0.0023225562181323767,0.04108671844005585
57275,6,761.7825915999998,100.0,392000,3920,-394.6222839355469,0.00073,388999,-15.188203811645508,0.0012909385841339827,0.021258346736431122
57428,6,761.0983705000002,100.0,393000,3930,-394.1631774902344,0.00073,389999,-3.6458091735839844,0.000803783826995641,0.0387050062417984
57579,6,761.6008219,100.0,394000,3940,-393.94610595703125,0.00073,390999,-0.2286718487739563,0.0007090249564498663,0.049034006893634796
57730,6,762.5845874299999,100.0,395000,3950,-394.5646667480469,0.00073,391999,-0.7195514440536499,0.0007604710990563035,0.020619407296180725
57884,6,762.70714373,100.0,396000,3960,-395.058349609375,0.00073,392999,-4.139852523803711,0.000533617683686316,0.13040165603160858
58037,6,762.3650433500001,100.0,397000,3970,-394.5317687988281,0.00073,393999,3.6203181743621826,0.0006643832894042134,0.10739240795373917
58189,6,763.22938534,100.0,398000,3980,-394.87689208984375,0.00073,394999,5.4776225090026855,0.0007464592345058918,0.11544027179479599
58341,6,763.54372864,100.0,399000,3990,-394.6799621582031,0.00073,395999,0.7254611253738403,0.000680947327055037,0.11211829632520676
58493,6,764.48303846,100.0,400000,4000,-394.848876953125,0.00073,396999,-0.6522144079208374,0.0007013532449491322,0.025922968983650208
58644,6,765.0840673800001,100.0,401000,4010,-393.7079162597656,0.00073,397999,8.73369026184082,0.000843969639390707,0.1777143031358719
58795,6,765.3952895899998,100.0,402000,4020,-394.78961181640625,0.00073,398999,1.5069581270217896,0.0007126290001906455,0.032338883727788925
58946,6,766.0360843400001,100.0,403000,4030,-394.460205078125,0.00073,399999,-1.3310316801071167,0.0006303294212557375,0.03417815640568733
59097,6,766.0292048999999,100.0,404000,4040,-394.818359375,0.00073,400999,0.016016721725463867,0.0009659572970122099,0.03943990170955658
59250,6,763.5817939200002,100.0,405000,4050,-394.03387451171875,0.00073,401999,7.025156497955322,0.0005854344926774502,0.029651397839188576
59399,6,762.6074856499998,100.0,406000,4060,-394.6572265625,0.00073,402999,3.7974281311035156,0.0007893652655184269,0.0357779823243618
59550,6,762.2563342999998,100.0,407000,4070,-394.77569580078125,0.00073,403999,-5.429084777832031,0.0007728137425146997,0.0072555262595415115
59700,6,761.37585659,100.0,408000,4080,-395.24188232421875,0.00073,404999,-5.830880641937256,0.0006166393286548555,0.12803097069263458
59850,6,761.0314725900002,100.0,409000,4090,-394.171875,0.00073,405999,2.361447334289551,0.0007875170558691025,0.04606969654560089
60005,6,760.9075860300001,100.0,410000,4100,-395.10260009765625,0.00073,406999,-8.680400848388672,0.0004925536341033876,0.03607095777988434
60158,6,759.83426973,100.0,411000,4110,-394.3610534667969,0.00073,407999,9.897865295410156,0.0005582915619015694,0.03811221569776535
60310,6,759.8810586399999,100.0,412000,4120,-393.9268798828125,0.00073,408999,3.1900672912597656,0.0006240779766812921,0.20218363404273987
60460,6,759.35326999,100.0,413000,4130,-395.0054931640625,0.00073,409999,-2.13071346282959,0.0005338342161849141,0.05292388051748276
60611,6,759.8708735,100.0,414000,4140,-394.25067138671875,0.00073,410999,1.0290697813034058,0.0008030367898754776,0.09060902893543243
60763,6,761.5413531600002,100.0,415000,4150,-394.599853515625,0.00073,411999,1.4072366952896118,0.0006307359435595572,0.03379706293344498
60918,6,761.01410879,100.0,416000,4160,-394.9197692871094,0.00073,412999,-5.272674560546875,0.0005340040661394596,0.023406319320201874
61073,6,762.22626922,100.0,417000,4170,-394.9155578613281,0.00073,413999,-0.9672293663024902,0.0006587407551705837,0.06784415990114212
61228,6,761.4913239200001,100.0,418000,4180,-395.2181091308594,0.00073,414999,0.40256690979003906,0.0008850328740663826,0.012682606466114521
61379,6,761.6654371199999,100.0,419000,4190,-395.179443359375,0.00073,415999,7.657440662384033,0.0015208233380690217,0.044878020882606506
61531,6,762.5161471199999,100.0,420000,4200,-394.9791259765625,0.00073,416999,-14.401571273803711,0.0010190241737291217,0.03129824623465538
61683,6,763.31752413,100.0,421000,4210,-394.6999206542969,0.00073,417999,-0.8407504558563232,0.0005842353566549718,0.0709274560213089
61835,6,763.72329363,100.0,422000,4220,-394.51641845703125,0.00073,418999,6.9362077713012695,0.0008301441557705402,0.07157713174819946
61988,6,763.66302243,100.0,423000,4230,-393.8587341308594,0.00073,419999,5.887696743011475,0.0006373014766722918,0.10291890799999237
62138,6,762.4986399300001,100.0,424000,4240,-394.3274230957031,0.00073,420999,3.4737541675567627,0.000802048365585506,0.0433049276471138
62290,6,762.63489329,100.0,425000,4250,-394.76593017578125,0.00073,421999,-5.982781887054443,0.0008188217761926353,0.04506133496761322
62441,6,762.7451940699998,100.0,426000,4260,-394.8592224121094,0.00073,422999,-1.1753952503204346,0.0008062109700404108,0.007179030682891607
62593,6,761.71137032,100.0,427000,4270,-394.7738037109375,0.00073,423999,-5.061657428741455,0.000656247662845999,0.02745264396071434
62745,6,762.4926552800002,100.0,428000,4280,-393.87603759765625,0.00073,424999,6.661484718322754,0.0005900587420910597,0.026364563032984734
62899,6,762.16356585,100.0,429000,4290,-395.08111572265625,0.00073,425999,0.44603532552719116,0.0005847331485711038,0.016554059460759163
63051,6,760.45725884,100.0,430000,4300,-394.33892822265625,0.00073,426999,7.8231201171875,0.0005592699744738638,0.06723970919847488
63203,6,760.47548666,100.0,431000,4310,-394.3411865234375,0.00073,427999,-0.7673923969268799,0.0006835007225163281,0.044292379170656204
63353,6,760.1118191,100.0,432000,4320,-394.3371887207031,0.00073,428999,-0.7181203365325928,0.0005640774616040289,0.04256546497344971
63505,6,760.88615293,100.0,433000,4330,-394.5953063964844,0.00073,429999,0.052524685859680176,0.0005980675923638046,0.019304446876049042
63656,6,762.0848804300002,100.0,434000,4340,-394.068359375,0.00073,430999,7.091510772705078,0.0007175688515417278,0.03623766452074051
63807,6,761.9455880799999,100.0,435000,4350,-394.5616455078125,0.00073,431999,-7.31239128112793,0.0006834775558672845,0.02012540027499199
63958,6,761.5704836799999,100.0,436000,4360,-394.6703796386719,0.00073,432999,-1.9150863885879517,0.0005135625833645463,0.05664489418268204
64109,6,760.1446566499998,100.0,437000,4370,-394.1487731933594,0.00073,433999,2.607057809829712,0.0006684115505777299,0.0931430235505104
64262,6,761.02465179,100.0,438000,4380,-394.7803649902344,0.00073,434999,-0.6643478274345398,0.0007058987976051867,0.02702600136399269
64413,6,761.73434265,100.0,439000,4390,-394.9684753417969,0.00073,435999,-0.9057170152664185,0.000561688095331192,0.10564863681793213
64565,6,762.6342653300001,100.0,440000,4400,-394.4298400878906,0.00073,436999,-1.2569454908370972,0.0008823344251140952,0.04470082372426987
64717,6,761.4285488300001,100.0,441000,4410,-394.5969543457031,0.00073,437999,-3.7351856231689453,0.0006006425828672945,0.029053036123514175
64868,6,761.1479126199999,100.0,442000,4420,-394.1921691894531,0.00073,438999,3.948651075363159,0.000815195613540709,0.015211256220936775
65020,6,760.5924810700001,100.0,443000,4430,-394.6315612792969,0.00073,439999,3.161820650100708,0.000755330256652087,0.02021561935544014
65172,6,759.84105642,100.0,444000,4440,-394.24627685546875,0.00073,440999,2.2916035652160645,0.0006541459588333964,0.010101544670760632
65323,6,758.6966669,100.0,445000,4450,-394.88433837890625,0.00073,441999,-6.178123474121094,0.0007374535780400038,0.05283396691083908
65474,6,760.2942813399999,100.0,446000,4460,-394.572265625,0.00073,442999,1.2101905345916748,0.0005735146696679294,0.07148076593875885
65625,6,762.3224682,100.0,447000,4470,-394.5281982421875,0.00073,443999,-1.2506942749023438,0.0005558273405767977,0.032901108264923096
65777,6,760.5590317199999,100.0,448000,4480,-394.3920593261719,0.00073,444999,4.587189197540283,0.0006945377681404352,0.031924694776535034
65929,6,759.91669874,100.0,449000,4490,-394.51971435546875,0.00073,445999,-6.039792060852051,0.0006289177690632641,0.046277839690446854
66081,6,745.48818498,100.0,450000,4500,-402.04638671875,0.00073,446999,104.84221649169922,0.001947865472175181,0.062098219990730286
66233,6,745.9108454799998,100.0,451000,4510,-399.1128234863281,0.00073,447999,-9.740487098693848,0.0020692634861916304,0.023564985021948814
66385,6,746.2420925299999,100.0,452000,4520,-397.38946533203125,0.00073,448999,-7.070021152496338,0.0016352932434529066,0.039531394839286804
66538,6,745.8827604000002,100.0,453000,4530,-395.9253234863281,0.00073,449999,-4.178287506103516,0.001204618369229138,0.08131596446037292
66690,6,745.3406447899998,100.0,454000,4540,-395.8450927734375,0.00073,450999,-3.359396457672119,0.0008631820674054325,0.07891672849655151
66841,6,746.7599475899999,100.0,455000,4550,-395.3018798828125,0.00073,451999,-0.3016582131385803,0.0007385349599644542,0.023717354983091354
66993,6,746.9950864799998,100.0,456000,4560,-395.3883361816406,0.00073,452999,-0.015020549297332764,0.0006556145963259041,0.02868899516761303
67143,6,747.2542890199999,100.0,457000,4570,-395.3168640136719,0.00073,453999,-0.2169477343559265,0.0006916595157235861,0.03693867102265358
67295,6,748.7124655,100.0,458000,4580,-394.37567138671875,0.00073,454999,1.2661960124969482,0.0006497771828435361,0.034654535353183746
67448,6,748.41174121,100.0,459000,4590,-394.6798095703125,0.00073,455999,-0.592254102230072,0.0007682291325181723,0.03460276499390602
67602,6,763.225602,100.0,460000,4600,-394.46099853515625,0.00073,456999,2.57944655418396,0.0006909899530000985,0.029940301552414894
67753,6,763.9748708399999,100.0,461000,4610,-394.11419677734375,0.00073,457999,5.555935859680176,0.0008630001684650779,0.029104793444275856
67906,6,761.98878923,100.0,462000,4620,-394.4302978515625,0.00073,458999,-4.145428657531738,0.0008690163376741111,0.13346590101718903
68059,6,761.7611024800001,100.0,463000,4630,-394.6678466796875,0.00073,459999,-0.377383828163147,0.000952535483520478,0.02703024446964264
68212,6,761.9256063899999,100.0,464000,4640,-394.5190124511719,0.00073,460999,-4.6091766357421875,0.0006010219221934676,0.061406683176755905
68366,6,762.12161437,100.0,465000,4650,-394.5092468261719,0.00073,461999,-3.710103988647461,0.0006896085105836391,0.030965495854616165
68519,6,761.9630515499999,100.0,466000,4660,-394.7569580078125,0.00073,462999,0.13570359349250793,0.0008349517011083663,0.025751573964953423
68674,6,761.500475,100.0,467000,4670,-394.933837890625,0.00073,463999,-5.53945255279541,0.000663356389850378,0.022831473499536514
68826,6,760.5271922799999,100.0,468000,4680,-394.4992980957031,0.00073,464999,3.1815693378448486,0.0006699847290292382,0.04418018460273743
68978,6,760.7496154199999,100.0,469000,4690,-393.7593994140625,0.00073,465999,2.3085832595825195,0.0007594010676257312,0.03891759738326073
69130,6,758.4894821400002,100.0,470000,4700,-394.8517761230469,0.00073,466999,-1.0482759475708008,0.000752996769733727,0.022609373554587364
69284,6,759.1668358900001,100.0,471000,4710,-394.9581298828125,0.00073,467999,-3.139991521835327,0.000810643658041954,0.010988367721438408
69438,6,760.7724603300002,100.0,472000,4720,-394.2509765625,0.00073,468999,4.598336219787598,0.0007524551474489272,0.09779827296733856
69591,6,760.79545657,100.0,473000,4730,-394.7388610839844,0.00073,469999,-2.4029831886291504,0.0008715830626897514,0.020642735064029694
69745,6,760.54794369,100.0,474000,4740,-394.4480895996094,0.00073,470999,-0.05985748767852783,0.0007235748344101012,0.02128295786678791
69898,6,760.0951916299999,100.0,475000,4750,-394.11279296875,0.00073,471999,-0.5547983050346375,0.0007997668581083417,0.057840496301651
70049,6,760.1913726999999,100.0,476000,4760,-394.55035400390625,0.00073,472999,-6.772837162017822,0.001122044282965362,0.0383974052965641
70201,6,759.7372947700001,100.0,477000,4770,-394.38995361328125,0.00073,473999,1.063518762588501,0.0007191722979769111,0.029025353491306305
70353,6,759.4097134899998,100.0,478000,4780,-394.2066345214844,0.00073,474999,8.749388694763184,0.0009867447661235929,0.02672119438648224
70507,6,759.8559006400001,100.0,479000,4790,-394.3868713378906,0.00073,475999,3.5061373710632324,0.0009276807541027665,0.06820441782474518
70660,6,761.44217838,100.0,480000,4800,-394.1440124511719,0.00073,476999,1.7241140604019165,0.0007525832043029368,0.03103022649884224
70811,6,760.9299274000001,100.0,481000,4810,-394.5426025390625,0.00073,477999,-4.528234958648682,0.0006917627179063857,0.022484974935650826
70964,6,760.3043996699998,100.0,482000,4820,-394.6376037597656,0.00073,478999,-0.10269284248352051,0.0008736731251701713,0.023149797692894936
71116,6,761.33918746,100.0,483000,4830,-394.4240417480469,0.00073,479999,0.2891080975532532,0.0008145458996295929,0.04391370713710785
71268,6,763.0810051000001,100.0,484000,4840,-394.7256774902344,0.00073,480999,-6.86777400970459,0.0010055958991870284,0.016485776752233505
71421,6,763.3054140700001,100.0,485000,4850,-394.2366638183594,0.00073,481999,5.5834126472473145,0.0005790097638964653,0.05936533212661743
71573,6,763.5211230399999,100.0,486000,4860,-394.7757873535156,0.00073,482999,-2.595447063446045,0.0006901845335960388,0.02061237022280693
71726,6,765.10250087,100.0,487000,4870,-393.90380859375,0.00073,483999,5.272168159484863,0.001015999005176127,0.029120752587914467
71880,6,765.5812640300002,100.0,488000,4880,-394.78717041015625,0.00073,484999,-3.4216926097869873,0.0008113002986647189,0.02982250042259693
72032,6,765.77111376,100.0,489000,4890,-393.87823486328125,0.00073,485999,1.5145312547683716,0.0007588787120766938,0.30443090200424194
72184,6,765.5974378199999,100.0,490000,4900,-394.41033935546875,0.00073,486999,4.33119010925293,0.0012153440620750189,0.053281042724847794
72338,6,766.2922180199997,100.0,491000,4910,-394.718505859375,0.00073,487999,-0.5655727982521057,0.0008468063897453249,0.08869993686676025
72493,6,766.4552978200002,100.0,492000,4920,-394.0498352050781,0.00073,488999,0.2140774130821228,0.001106521114706993,0.02637307718396187
72646,6,765.9891292799999,100.0,493000,4930,-394.127685546875,0.00073,489999,3.786156415939331,0.000840939930640161,0.03035232052206993
72800,6,765.2568517799998,100.0,494000,4940,-394.85540771484375,0.00073,490999,0.8350324630737305,0.0008622737368568778,0.00656819436699152
72956,6,765.6567965400001,100.0,495000,4950,-394.503173828125,0.00073,491999,-7.1591715812683105,0.002231048187240958,0.02906620129942894
73108,6,765.0937402900001,100.0,496000,4960,-394.65679931640625,0.00073,492999,6.415724754333496,0.0016763529274612665,0.08393476158380508
73261,6,763.0603740199999,100.0,497000,4970,-394.3680419921875,0.00073,493999,-7.5413055419921875,0.0012687725247815251,0.10656237602233887
73416,6,763.51504668,100.0,498000,4980,-394.4003601074219,0.00073,494999,-1.9300659894943237,0.0008949940674938262,0.02141033299267292
73571,6,762.2220033100001,100.0,499000,4990,-394.9071044921875,0.00073,495999,-7.630577087402344,0.0007930421852506697,0.07375939935445786
73725,6,762.58568324,100.0,500000,5000,-393.8479919433594,0.00073,496999,5.510268211364746,0.0009338556556031108,0.036641862243413925
73877,6,761.8515423099999,100.0,501000,5010,-394.3080749511719,0.00073,497999,-0.3201518654823303,0.0014460956444963813,0.015628278255462646
74030,6,761.1377556699999,100.0,502000,5020,-394.4955139160156,0.00073,498999,-5.31671142578125,0.0007928077830001712,0.02650650590658188
74182,6,759.8993011100002,100.0,503000,5030,-394.46435546875,0.00073,499999,3.7120893001556396,0.001112814643420279,0.09706686437129974
74336,6,758.7315230999999,100.0,504000,5040,-394.51873779296875,0.00073,500999,3.286574602127075,0.001213099341839552,0.040586818009614944
74493,6,757.90346314,100.0,505000,5050,-394.4108581542969,0.00073,501999,-4.710084915161133,0.0009373846114613116,0.05577272176742554
74645,6,757.2198856999998,100.0,506000,5060,-394.0565185546875,0.00073,502999,4.0365095138549805,0.0009223173256032169,0.04051052778959274
74796,6,757.3577829999999,100.0,507000,5070,-394.31976318359375,0.00073,503999,1.80141019821167,0.0011342917568981647,0.0603649839758873
74951,6,757.4619842,100.0,508000,5080,-394.0528869628906,0.00073,504999,0.8365959525108337,0.0009170723496936262,0.0414908193051815
75105,6,759.3103363,100.0,509000,5090,-394.27227783203125,0.00073,505999,-3.990980625152588,0.0010537761263549328,0.030714847147464752
75263,6,760.4862142899999,100.0,510000,5100,-394.5274963378906,0.00073,506999,-1.4914499521255493,0.001196442055515945,0.04905720427632332
75416,6,761.0891512400001,100.0,511000,5110,-394.087158203125,0.00073,507999,-0.8611955642700195,0.000998069648630917,0.03098241798579693
75570,6,763.46630855,100.0,512000,5120,-394.12237548828125,0.00073,508999,0.9676470756530762,0.000692682689987123,0.06642818450927734
75724,6,764.8657289600001,100.0,513000,5130,-394.6554260253906,0.00073,509999,-0.557786762714386,0.0009226639522239566,0.045081332325935364
75877,6,766.9953095,100.0,514000,5140,-395.125732421875,0.00073,510999,31.794034957885742,0.0016392921097576618,0.03468235582113266
76030,6,767.7165147,100.0,515000,5150,-394.5971374511719,0.00073,511999,-7.549893379211426,0.0017242210451513529,0.0417192205786705
76184,6,767.8511530599999,100.0,516000,5160,-395.0972595214844,0.00073,512999,19.23995590209961,0.0013689316110685468,0.10302285850048065
76338,6,768.9676833000001,100.0,517000,5170,-394.6177062988281,0.00073,513999,-8.969758987426758,0.0015418990515172482,0.07424846291542053
76492,6,769.2703286299999,100.0,518000,5180,-394.99664306640625,0.00073,514999,-0.4224225878715515,0.001227291882969439,0.06851616501808167
76647,6,769.0490525600002,100.0,519000,5190,-394.3982849121094,0.00073,515999,-4.614345550537109,0.0008042281842790544,0.09579735994338989
76804,6,768.5850846,100.0,520000,5200,-395.10595703125,0.00073,516999,-1.3016303777694702,0.0008209552033804357,0.02223767526447773
76958,6,768.2889817199998,100.0,521000,5210,-394.65887451171875,0.00073,517999,3.2183690071105957,0.0010451448615640402,0.061501991003751755
77114,6,766.5125553500001,100.0,522000,5220,-394.3236083984375,0.00073,518999,1.632349967956543,0.0009484536712989211,0.07585659623146057
77271,6,766.17421554,100.0,523000,5230,-394.4652404785156,0.00073,519999,-2.937518835067749,0.0009026676416397095,0.09542867541313171
77430,6,764.4217966499999,100.0,524000,5240,-394.6092834472656,0.00073,520999,-2.3440792560577393,0.0009507933864369988,0.04045639932155609
77584,6,763.9337949600001,100.0,525000,5250,-394.5179443359375,0.00073,521999,17.278461456298828,0.0014595893444493413,0.044162146747112274
77738,6,765.1984815399999,100.0,526000,5260,-393.8307800292969,0.00073,522999,5.86639404296875,0.0019950191490352154,0.029499579221010208
77892,6,764.88593229,100.0,527000,5270,-394.6421203613281,0.00073,523999,-3.051938772201538,0.002220885129645467,0.03139448165893555
78048,6,765.1793267899999,100.0,528000,5280,-394.1024169921875,0.00073,524999,-0.31187698245048523,0.001977725885808468,0.020854413509368896
78203,6,763.8908183000001,100.0,529000,5290,-394.125,0.00073,525999,-5.051391124725342,0.0014233902329578996,0.00978158414363861
78358,6,763.6038304899998,100.0,530000,5300,-394.39031982421875,0.00073,526999,0.5075700879096985,0.0009601376950740814,0.056214939802885056
78514,6,763.8233101800001,100.0,531000,5310,-394.37115478515625,0.00073,527999,-3.2259280681610107,0.0011655653361231089,0.05227770656347275
78672,6,763.62958191,100.0,532000,5320,-393.46527099609375,0.00073,528999,7.954594135284424,0.0007300362340174615,0.021060774102807045
78832,6,764.3429694999999,100.0,533000,5330,-394.2095947265625,0.00073,529999,-8.47553825378418,0.0008474143105559051,0.3979531526565552
78992,6,765.7484759600001,100.0,534000,5340,-394.3563232421875,0.00073,530999,0.02284872531890869,0.0007343931938521564,0.020171700045466423
79150,6,766.01446938,100.0,535000,5350,-394.1820373535156,0.00073,531999,5.999626159667969,0.000718043593224138,0.05596845597028732
79307,6,765.2860487699999,100.0,536000,5360,-394.4786682128906,0.00073,532999,3.044829845428467,0.0007381156319752336,0.07608352601528168
79459,6,764.7620448100001,100.0,537000,5370,-394.616943359375,0.00073,533999,-0.5441486835479736,0.0009434077073819935,0.08842109888792038
79612,6,765.23211901,100.0,538000,5380,-394.08221435546875,0.00073,534999,-2.617323875427246,0.0011090990155935287,0.05422215908765793
79763,6,766.90258137,100.0,539000,5390,-394.54296875,0.00073,535999,10.278188705444336,0.0009930040687322617,0.11209827661514282
79917,6,766.18668891,100.0,540000,5400,-394.7226257324219,0.00073,536999,-5.916548728942871,0.0010094691533595324,0.007232338190078735
80071,6,766.36916256,100.0,541000,5410,-394.7568054199219,0.00073,537999,-3.5381338596343994,0.0008408609428443015,0.013132790103554726
80225,6,767.3334124299998,100.0,542000,5420,-393.9046936035156,0.00073,538999,5.643643856048584,0.0008407158311456442,0.06677282601594925
80378,6,767.35151581,100.0,543000,5430,-394.53668212890625,0.00073,539999,-0.7274012565612793,0.00107491051312536,0.022611580789089203
80532,6,766.1144035499998,100.0,544000,5440,-394.8038635253906,0.00073,540999,-1.779402256011963,0.0008857784559950233,0.01721697300672531
80686,6,766.2923335300001,100.0,545000,5450,-393.88201904296875,0.00073,541999,3.659111261367798,0.0009474958060309291,0.050648488104343414
80839,6,766.97663973,100.0,546000,5460,-394.689208984375,0.00073,542999,-3.288020133972168,0.000985356280580163,0.024205144494771957
80993,6,766.3078028000001,100.0,547000,5470,-394.1766357421875,0.00073,543999,0.42100098729133606,0.0012367909075692296,0.06889324635267258
81147,6,765.78156017,100.0,548000,5480,-394.4081726074219,0.00073,544999,-0.9757987260818481,0.0009650724241510034,0.04825613647699356
81303,6,764.4941833800002,100.0,549000,5490,-394.2354736328125,0.00073,545999,2.7615151405334473,0.0010008093668147922,0.055672548711299896
81458,6,766.10561994,100.0,550000,5500,-394.63897705078125,0.00073,546999,-5.510081768035889,0.0011776856845244765,0.040890760719776154
81614,6,765.6540112199999,100.0,551000,5510,-394.75213623046875,0.00073,547999,-1.9057389497756958,0.0016244600992649794,0.034037016332149506
81771,6,766.36425046,100.0,552000,5520,-394.75213623046875,0.00073,548999,-6.836758136749268,0.0010714461095631123,0.024993859231472015
81926,6,765.5132652500001,100.0,553000,5530,-394.6571960449219,0.00073,549999,-2.922553062438965,0.0008278518216684461,0.09700928628444672
82086,6,766.0551772200001,100.0,554000,5540,-394.1034851074219,0.00073,550999,0.485310435295105,0.0009277418139390647,0.03020802140235901
